1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 174.4436),(2 218.07469),(3 250.91531),(4 269.01135),(5 279.77725),(6 281.48712),(7 283.30826),(8 282.05267),(9 277.76535),(10 280.99036),(11 278.00256),(12 277.652),(13 278.2945),(14 276.94684),(15 279.4423),(16 276.56284),(17 271.70956),(18 273.89493),(19 274.34027),(20 272.86523),(21 274.99448),(22 273.5944),(23 279.89426),(24 282.83224),(25 281.86206),(26 284.86304),(27 285.057),(28 287.43494),(29 288.6543),(30 287.49985),(31 291.00592),(32 289.98734),(33 295.14706),(34 297.2507),(35 300.6275),(36 301.09836),(37 297.72266),(38 292.7149),(39 297.36066),(40 296.81635),(41 298.79608),(42 298.774),(43 300.20374),(44 297.81113),(45 298.83395),(46 303.48502),(47 305.60703),(48 307.60394),(49 310.73962),(50 305.0776),(51 302.92404),(52 299.40576),(53 299.9989),(54 301.31232),(55 298.6684),(56 298.65207),(57 298.93408),(58 298.27554),(59 301.65347),(60 303.74182),(61 308.65308),(62 307.15186),(63 307.24176),(64 304.75104),(65 305.85626),(66 308.2579),(67 308.88394),(68 309.17822),(69 313.9541),(70 314.5562),(71 313.57465),(72 314.16443),(73 314.48163),(74 312.5467),(75 311.7578),(76 311.07504),(77 308.65384),(78 308.95193),(79 311.3529),
(1 172.71342),(2 213.65654),(3 246.25166),(4 260.51154),(5 271.59723),(6 275.2933),(7 279.5497),(8 279.8064),(9 280.99307),(10 281.48865),(11 279.86725),(12 276.9895),(13 276.80978),(14 274.2633),(15 274.46866),(16 270.26437),(17 265.251),(18 269.7801),(19 272.1479),(20 270.7463),(21 270.71542),(22 270.2018),(23 275.20233),(24 276.3871),(25 278.04575),(26 277.9973),(27 281.6548),(28 284.2889),(29 286.8249),(30 282.50244),(31 285.78897),(32 284.8835),(33 284.6824),(34 287.58426),(35 289.70557),(36 289.81958),(37 285.36905),(38 282.86807),(39 285.83047),(40 287.62894),(41 289.20862),(42 289.4619),(43 290.52344),(44 287.7189),(45 287.84442),(46 289.64938),(47 290.0615),(48 292.2812),(49 292.81192),(50 291.27332),(51 287.25433),(52 286.36304),(53 290.9991),(54 296.10162),(55 296.6512),(56 298.5946),(57 298.97223),(58 298.8577),(59 298.39563),(60 297.56357),(61 297.85657),(62 296.72955),(63 298.078),(64 294.83597),(65 293.24222),(66 294.6098),(67 296.9895),(68 297.28503),(69 299.59378),(70 300.46875),(71 300.4966),(72 301.76865),(73 302.3326),(74 299.53),(75 298.72595),(76 299.36758),(77 298.4029),(78 299.13858),(79 302.7103),
(1 166.54851),(2 203.45993),(3 234.11035),(4 247.5147),(5 257.63223),(6 265.36792),(7 269.2145),(8 270.1406),(9 270.14603),(10 270.05038),(11 269.7579),(12 267.70248),(13 268.96765),(14 266.205),(15 269.0825),(16 266.50717),(17 264.9246),(18 270.65674),(19 274.75668),(20 274.58057),(21 275.98398),(22 274.18723),(23 277.98477),(24 283.15564),(25 284.4428),(26 288.60452),(27 291.86905),(28 296.2231),(29 296.6965),(30 294.81897),(31 296.3514),(32 293.82404),(33 290.14383),(34 286.60242),(35 288.96964),(36 290.55487),(37 286.95615),(38 288.99368),(39 292.028),(40 294.09827),(41 297.08496),(42 294.14282),(43 298.24957),(44 298.58276),(45 295.18427),(46 297.11993),(47 296.09384),(48 298.71368),(49 294.69083),(50 288.921),(51 287.53378),(52 285.86926),(53 287.57043),(54 292.00797),(55 292.899),(56 297.96768),(57 299.74133),(58 302.08255),(59 300.63763),(60 298.94513),(61 298.03757),(62 294.17996),(63 293.59546),(64 294.67792),(65 294.21564),(66 295.8469),(67 296.36725),(68 298.84076),(69 301.77744),(70 304.1787),(71 307.48218),(72 305.6798),(73 303.6775),(74 304.17),(75 303.35977),(76 301.40045),(77 300.8655),(78 299.5129),(79 307.05792),
(1 165.6441),(2 203.53075),(3 233.19109),(4 247.2044),(5 258.6479),(6 267.0823),(7 272.29596),(8 273.49667),(9 272.35214),(10 270.80875),(11 266.86575),(12 264.7923),(13 267.47656),(14 265.64224),(15 267.39682),(16 264.96088),(17 262.04947),(18 266.84586),(19 268.59644),(20 264.5503),(21 268.66852),(22 269.21924),(23 270.17917),(24 272.2548),(25 273.33224),(26 277.27112),(27 279.07242),(28 281.113),(29 283.80063),(30 283.0401),(31 282.6022),(32 280.15088),(33 276.4062),(34 275.8136),(35 275.24802),(36 278.47128),(37 277.39862),(38 280.83264),(39 286.69504),(40 289.36536),(41 288.06216),(42 283.26874),(43 282.95062),(44 285.86676),(45 282.75052),(46 284.29886),(47 281.50482),(48 281.53226),(49 277.22092),(50 275.38617),(51 275.87152),(52 277.77472),(53 279.46494),(54 286.00983),(55 286.81866),(56 290.34982),(57 293.18994),(58 293.9197),(59 291.64493),(60 291.59222),(61 291.00183),(62 286.94672),(63 285.70825),(64 285.1291),(65 284.3829),(66 288.4688),(67 287.0587),(68 291.2036),(69 291.96396),(70 290.04425),(71 292.00867),(72 294.0936),(73 294.59625),(74 298.1055),(75 294.2558),(76 293.85968),(77 292.8982),(78 291.7246),(79 297.4833),
(1 162.77069),(2 196.72865),(3 224.965),(4 236.20366),(5 248.37247),(6 253.55273),(7 256.35587),(8 259.76947),(9 258.51672),(10 258.0045),(11 253.99922),(12 255.7356),(13 255.409),(14 254.09116),(15 253.76193),(16 251.75516),(17 248.35524),(18 251.96815),(19 251.61096),(20 250.22002),(21 254.85066),(22 255.36165),(23 255.98409),(24 256.00546),(25 258.31104),(26 260.89508),(27 262.2772),(28 264.53107),(29 268.82483),(30 269.87775),(31 270.78983),(32 270.7319),(33 270.46286),(34 268.6292),(35 268.26498),(36 270.4482),(37 267.25635),(38 270.35052),(39 273.92987),(40 276.38455),(41 277.35834),(42 273.29858),(43 273.8063),(44 271.85153),(45 270.87103),(46 275.59418),(47 273.89636),(48 275.60272),(49 275.6979),(50 274.87335),(51 272.70883),(52 271.81204),(53 274.46063),(54 274.59387),(55 272.88925),(56 277.62643),(57 279.7268),(58 279.93918),(59 281.86298),(60 282.40195),(61 282.7345),(62 279.03137),(63 280.52682),(64 280.9411),(65 280.75327),(66 283.72064),(67 282.97284),(68 285.5661),(69 287.48868),(70 288.73645),(71 285.19284),(72 285.537),(73 287.824),(74 287.4101),(75 286.99057),(76 284.51306),(77 282.19604),(78 279.93558),(79 283.1109),
(1 163.87329),(2 196.84021),(3 226.99959),(4 239.8096),(5 249.28606),(6 253.02782),(7 256.4966),(8 255.12265),(9 255.33557),(10 257.30447),(11 254.9226),(12 256.04517),(13 257.5392),(14 259.44965),(15 259.94733),(16 256.9707),(17 254.43303),(18 255.45663),(19 256.10028),(20 259.32303),(21 260.60703),(22 259.9215),(23 262.41434),(24 261.4678),(25 261.8832),(26 262.47742),(27 266.9508),(28 269.42627),(29 272.16632),(30 274.9418),(31 276.04904),(32 277.2147),(33 276.18906),(34 274.8673),(35 276.77084),(36 277.97424),(37 275.08664),(38 277.9799),(39 280.23242),(40 280.53473),(41 281.40976),(42 278.46448),(43 277.38168),(44 273.72958),(45 272.52982),(46 277.6695),(47 277.47675),(48 280.16364),(49 285.04346),(50 279.9087),(51 275.66702),(52 273.7658),(53 275.8655),(54 278.3885),(55 278.62546),(56 278.66275),(57 282.6909),(58 282.04004),(59 282.95932),(60 286.11023),(61 285.09793),(62 284.88007),(63 285.8835),(64 286.6801),(65 288.3392),(66 287.8951),(67 287.77994),(68 291.74118),(69 291.67624),(70 293.97397),(71 294.588),(72 295.038),(73 295.81085),(74 297.0771),(75 299.3705),(76 297.64798),(77 295.20728),(78 295.435),(79 297.69498),
(1 158.98824),(2 192.26982),(3 222.75276),(4 235.51324),(5 246.60857),(6 253.81323),(7 260.80508),(8 260.78207),(9 262.10336),(10 262.5323),(11 261.08347),(12 261.36),(13 265.0416),(14 267.2916),(15 262.08395),(16 259.75732),(17 258.55),(18 257.91315),(19 261.5455),(20 263.17224),(21 268.04068),(22 267.09122),(23 266.80484),(24 265.145),(25 266.45456),(26 264.49176),(27 264.07574),(28 265.61838),(29 265.40445),(30 267.59653),(31 269.89246),(32 268.41666),(33 270.2712),(34 270.61838),(35 271.79327),(36 272.5529),(37 270.5923),(38 270.56668),(39 271.94455),(40 272.00818),(41 271.79208),(42 272.2694),(43 271.3316),(44 268.5323),(45 269.6081),(46 273.44464),(47 273.8519),(48 273.23425),(49 276.79245),(50 274.08417),(51 274.62234),(52 275.36865),(53 275.1669),(54 275.55222),(55 274.98),(56 273.9044),(57 273.91357),(58 272.8988),(59 271.65427),(60 273.83044),(61 270.97415),(62 271.6077),(63 271.05273),(64 273.54697),(65 273.6524),(66 275.36987),(67 276.99866),(68 277.3146),(69 281.08282),(70 281.56604),(71 283.16837),(72 283.6421),(73 280.13324),(74 278.70438),(75 275.7386),(76 273.55594),(77 272.433),(78 271.9219),(79 273.37445),
(1 158.81427),(2 195.3041),(3 226.77077),(4 240.60019),(5 248.82335),(6 253.13521),(7 256.55542),(8 257.59323),(9 256.95853),(10 258.2368),(11 258.03632),(12 260.007),(13 259.77692),(14 261.2828),(15 259.11136),(16 254.61629),(17 256.6887),(18 256.98047),(19 259.8904),(20 261.338),(21 263.00067),(22 263.226),(23 264.36523),(24 266.1735),(25 267.71002),(26 269.26593),(27 266.6296),(28 267.3063),(29 265.41595),(30 266.4375),(31 268.8886),(32 267.51917),(33 268.61862),(34 268.0282),(35 269.3321),(36 270.37012),(37 269.19162),(38 266.81268),(39 270.6606),(40 267.85605),(41 268.7044),(42 271.10342),(43 270.37885),(44 270.04935),(45 269.7851),(46 273.43643),(47 273.5126),(48 274.14423),(49 276.66714),(50 276.48953),(51 277.86826),(52 278.60583),(53 280.5008),(54 281.2235),(55 281.32373),(56 281.2353),(57 280.3989),(58 279.87302),(59 277.6963),(60 280.4191),(61 279.42505),(62 278.71155),(63 281.34937),(64 284.68),(65 285.5314),(66 287.47223),(67 291.29575),(68 292.6461),(69 297.70126),(70 300.28522),(71 295.08597),(72 291.79645),(73 292.2442),(74 287.00058),(75 288.71872),(76 285.88727),(77 285.3947),(78 282.39825),(79 280.82642),
(1 157.61298),(2 191.21959),(3 220.65271),(4 234.58682),(5 243.63893),(6 245.92625),(7 247.54837),(8 247.20215),(9 247.79974),(10 249.85431),(11 251.6348),(12 253.09001),(13 256.86642),(14 254.94783),(15 256.0587),(16 253.51831),(17 256.02362),(18 254.25446),(19 252.36578),(20 250.08392),(21 247.50359),(22 248.8051),(23 248.99336),(24 254.41025),(25 257.5745),(26 260.93683),(27 258.9748),(28 261.42493),(29 260.20743),(30 255.58302),(31 258.0786),(32 254.03786),(33 255.49673),(34 257.28464),(35 260.35233),(36 262.23447),(37 260.0768),(38 257.85535),(39 261.70242),(40 262.58517),(41 266.2708),(42 265.72034),(43 265.792),(44 262.8546),(45 264.67728),(46 266.58768),(47 266.76102),(48 266.11816),(49 266.0432),(50 265.23752),(51 264.653),(52 268.99704),(53 271.83984),(54 272.58002),(55 272.71826),(56 273.19183),(57 272.4365),(58 272.50735),(59 270.8655),(60 268.01517),(61 270.16708),(62 269.2662),(63 269.50598),(64 269.2366),(65 272.2892),(66 272.7849),(67 274.5952),(68 278.00693),(69 280.09714),(70 281.36163),(71 279.80292),(72 279.05225),(73 276.99835),(74 273.38785),(75 274.81158),(76 275.42807),(77 275.37558),(78 274.3225),(79 271.72598),
(1 156.28928),(2 189.99684),(3 218.35774),(4 232.57524),(5 240.70811),(6 243.62807),(7 246.38686),(8 248.0619),(9 249.55383),(10 253.05145),(11 254.127),(12 253.9268),(13 255.741),(14 256.26575),(15 256.76608),(16 260.0211),(17 260.70935),(18 261.3807),(19 260.82343),(20 257.90005),(21 255.42142),(22 249.95302),(23 250.42142),(24 252.91266),(25 255.80019),(26 259.31354),(27 261.4902),(28 263.01578),(29 260.86285),(30 258.69708),(31 259.91702),(32 258.9073),(33 260.44702),(34 263.11316),(35 265.47122),(36 268.2231),(37 266.44406),(38 266.00943),(39 269.13113),(40 269.62747),(41 272.10052),(42 271.46472),(43 270.55835),(44 269.80408),(45 268.83652),(46 267.69238),(47 267.9698),(48 265.4769),(49 269.4346),(50 269.18643),(51 271.47906),(52 272.2738),(53 274.00034),(54 275.8134),(55 276.5169),(56 279.6665),(57 279.3164),(58 276.31116),(59 273.1088),(60 271.90384),(61 272.07138),(62 270.9357),(63 271.79968),(64 270.33722),(65 270.1828),(66 269.82813),(67 271.41434),(68 274.49588),(69 275.79916),(70 277.46002),(71 277.4729),(72 278.54993),(73 275.6386),(74 274.7633),(75 273.7886),(76 274.04944),(77 272.68607),(78 270.42178),(79 271.4939),
(1 155.44398),(2 187.48409),(3 210.8855),(4 221.51895),(5 228.50227),(6 230.26828),(7 235.28845),(8 238.48857),(9 239.38342),(10 243.11444),(11 243.4475),(12 246.17355),(13 248.10437),(14 247.16629),(15 248.25531),(16 248.98972),(17 249.8217),(18 249.53569),(19 248.54488),(20 248.8522),(21 244.52231),(22 242.80952),(23 242.7435),(24 245.27025),(25 246.70602),(26 251.48752),(27 256.16364),(28 257.73163),(29 255.85081),(30 257.15668),(31 257.97348),(32 258.59283),(33 259.15518),(34 259.8362),(35 256.34164),(36 260.61285),(37 261.51117),(38 261.84705),(39 265.3394),(40 266.7212),(41 268.796),(42 266.878),(43 264.16574),(44 260.5624),(45 257.65445),(46 256.25128),(47 254.20139),(48 254.08253),(49 254.81805),(50 256.29297),(51 260.70483),(52 257.90833),(53 259.01996),(54 261.4647),(55 265.1261),(56 265.28305),(57 264.06976),(58 259.22617),(59 257.41345),(60 260.063),(61 261.84753),(62 261.77313),(63 262.85953),(64 264.53677),(65 265.85004),(66 264.9211),(67 268.27072),(68 268.7163),(69 270.0463),(70 271.29074),(71 273.49338),(72 274.42703),(73 272.8092),(74 272.47488),(75 270.2768),(76 267.7481),(77 267.874),(78 267.19257),(79 268.10352),
(1 147.67273),(2 176.64662),(3 198.17223),(4 208.29309),(5 215.20499),(6 216.23303),(7 220.19508),(8 223.0848),(9 224.53493),(10 225.52692),(11 226.2156),(12 226.91563),(13 232.12341),(14 229.78041),(15 231.04854),(16 230.20364),(17 231.10983),(18 233.01358),(19 235.03062),(20 236.03171),(21 237.6697),(22 236.55426),(23 238.77286),(24 240.85583),(25 243.41037),(26 247.37791),(27 247.97636),(28 249.56721),(29 249.759),(30 249.22614),(31 250.47522),(32 249.56097),(33 250.06462),(34 249.08197),(35 247.82117),(36 251.46484),(37 251.6371),(38 252.21165),(39 255.60803),(40 258.2801),(41 258.09808),(42 255.10806),(43 253.9472),(44 248.78452),(45 247.72862),(46 246.76685),(47 246.7407),(48 246.14183),(49 248.69963),(50 251.71138),(51 253.05028),(52 253.94318),(53 253.99321),(54 255.96355),(55 256.95197),(56 257.376),(57 257.85132),(58 255.74817),(59 253.40025),(60 255.03905),(61 254.90251),(62 255.19832),(63 257.11234),(64 257.5073),(65 259.86182),(66 262.14014),(67 262.12555),(68 261.54233),(69 263.03775),(70 263.5593),(71 264.49744),(72 267.25848),(73 265.98984),(74 262.16193),(75 263.31116),(76 262.59393),(77 264.08606),(78 262.77887),(79 263.1492),
(1 148.12431),(2 176.79694),(3 196.66434),(4 207.40518),(5 214.3372),(6 217.36066),(7 219.05597),(8 222.22539),(9 223.5434),(10 228.41643),(11 228.86711),(12 229.83167),(13 231.02602),(14 230.88008),(15 233.01735),(16 231.08043),(17 230.5192),(18 230.59149),(19 234.58153),(20 235.11015),(21 235.28577),(22 232.64487),(23 234.67181),(24 235.59813),(25 239.95407),(26 239.59308),(27 239.58105),(28 243.91121),(29 244.96613),(30 244.91858),(31 243.90402),(32 241.17319),(33 242.38724),(34 240.60988),(35 240.4014),(36 241.99292),(37 241.06352),(38 242.38242),(39 247.47119),(40 246.82544),(41 246.39812),(42 245.42513),(43 244.79684),(44 241.12202),(45 242.22249),(46 242.76237),(47 242.72299),(48 244.18272),(49 246.56981),(50 248.30522),(51 250.9113),(52 253.3524),(53 250.43867),(54 251.7996),(55 251.39369),(56 252.62578),(57 250.76088),(58 246.67558),(59 247.78616),(60 246.09877),(61 249.85913),(62 248.15877),(63 249.2867),(64 247.81334),(65 250.93643),(66 253.56668),(67 255.47742),(68 255.53928),(69 253.69284),(70 255.34807),(71 254.48155),(72 252.83572),(73 251.97745),(74 248.92316),(75 246.88332),(76 246.69931),(77 247.61624),(78 246.1784),(79 247.0399),
(1 145.68663),(2 172.88295),(3 193.88011),(4 202.87068),(5 208.1224),(6 209.93642),(7 212.71065),(8 214.21892),(9 215.80263),(10 222.10825),(11 224.48155),(12 226.82059),(13 229.79454),(14 230.16588),(15 229.18135),(16 228.0183),(17 227.81818),(18 228.06506),(19 230.98074),(20 231.8601),(21 229.99066),(22 227.90675),(23 230.71964),(24 230.97508),(25 232.7927),(26 234.12679),(27 234.93636),(28 236.3529),(29 235.05408),(30 235.91127),(31 234.7777),(32 235.30038),(33 233.95313),(34 235.16983),(35 235.78065),(36 238.1999),(37 237.17268),(38 239.01369),(39 243.07726),(40 243.24898),(41 243.67012),(42 240.69904),(43 238.65489),(44 234.88239),(45 237.12814),(46 236.78049),(47 235.78664),(48 235.91302),(49 238.07224),(50 239.03473),(51 241.26083),(52 243.49324),(53 244.0971),(54 241.51596),(55 242.34105),(56 241.863),(57 242.07918),(58 241.57817),(59 241.42638),(60 241.40028),(61 240.68185),(62 238.60144),(63 239.10872),(64 240.15004),(65 243.3912),(66 243.57365),(67 245.1052),(68 246.16492),(69 248.45883),(70 252.1317),(71 250.12442),(72 250.52013),(73 253.05281),(74 252.98157),(75 254.64597),(76 253.15633),(77 254.42294),(78 251.68881),(79 254.5892),
(1 147.39563),(2 173.5657),(3 194.46652),(4 207.20564),(5 215.72714),(6 217.65884),(7 223.05237),(8 226.65617),(9 227.56984),(10 233.33694),(11 232.71277),(12 232.95583),(13 236.39915),(14 235.6392),(15 234.20833),(16 235.38599),(17 234.98456),(18 236.11707),(19 238.02637),(20 238.94902),(21 236.58035),(22 236.65349),(23 236.91026),(24 237.57268),(25 236.89102),(26 239.35144),(27 239.52158),(28 237.81215),(29 238.53142),(30 238.0552),(31 240.35359),(32 241.73628),(33 241.48236),(34 242.03351),(35 240.02129),(36 244.38481),(37 242.73756),(38 244.12439),(39 247.7225),(40 246.76237),(41 246.71326),(42 245.96857),(43 245.38669),(44 240.97076),(45 241.3278),(46 243.09732),(47 241.24713),(48 241.312),(49 243.59016),(50 243.12982),(51 243.68976),(52 247.34335),(53 247.60678),(54 247.03264),(55 246.3756),(56 245.53746),(57 247.17027),(58 247.08907),(59 248.9684),(60 252.67215),(61 252.90459),(62 251.64339),(63 252.0039),(64 251.24763),(65 251.64165),(66 250.5443),(67 253.44846),(68 252.7876),(69 254.66324),(70 253.8502),(71 254.21956),(72 252.69427),(73 254.0658),(74 254.01555),(75 255.37302),(76 253.85403),(77 254.42442),(78 255.42863),(79 256.3868),
(1 143.35394),(2 169.12857),(3 190.47966),(4 202.08778),(5 210.52322),(6 216.28596),(7 222.0919),(8 224.86398),(9 227.30428),(10 230.58237),(11 231.48883),(12 233.48192),(13 235.07198),(14 234.04839),(15 232.81552),(16 233.26195),(17 233.06172),(18 237.13747),(19 239.4611),(20 239.00829),(21 237.13055),(22 233.29787),(23 235.87006),(24 236.46198),(25 237.26457),(26 240.8291),(27 239.66493),(28 241.27525),(29 243.00505),(30 242.83284),(31 245.50148),(32 245.07578),(33 244.84674),(34 242.15312),(35 240.05232),(36 240.01848),(37 242.82008),(38 242.67493),(39 243.5348),(40 244.4877),(41 241.57707),(42 243.7243),(43 240.68849),(44 239.45021),(45 239.23848),(46 241.41483),(47 239.75298),(48 242.55197),(49 246.37581),(50 247.95706),(51 246.90836),(52 247.74266),(53 247.07352),(54 246.01039),(55 245.34814),(56 244.3308),(57 244.63882),(58 248.5264),(59 247.2676),(60 248.4926),(61 249.62576),(62 246.88672),(63 248.61977),(64 247.17061),(65 248.34845),(66 251.99614),(67 253.43178),(68 250.93027),(69 255.14929),(70 254.20294),(71 252.17264),(72 251.17415),(73 251.4238),(74 250.16527),(75 249.55421),(76 249.10997),(77 250.0665),(78 252.28589),(79 252.3053),
(1 138.77591),(2 164.71628),(3 182.8846),(4 193.64807),(5 202.73592),(6 207.4801),(7 211.78542),(8 213.36621),(9 215.3342),(10 218.62521),(11 220.21756),(12 222.17326),(13 225.1926),(14 224.10974),(15 223.91135),(16 223.79477),(17 224.45465),(18 225.67534),(19 229.28668),(20 228.82901),(21 228.47446),(22 226.2676),(23 228.20576),(24 227.7332),(25 228.66339),(26 230.31932),(27 229.16595),(28 229.87111),(29 229.49297),(30 229.6159),(31 229.91095),(32 230.81207),(33 227.93376),(34 226.90346),(35 227.27722),(36 225.85004),(37 223.88359),(38 224.38156),(39 226.86244),(40 228.21333),(41 229.8892),(42 231.41228),(43 231.91652),(44 232.25525),(45 233.02077),(46 235.87714),(47 235.69096),(48 236.8237),(49 236.02055),(50 235.4202),(51 233.41096),(52 234.88783),(53 235.30498),(54 236.55305),(55 239.12065),(56 242.1242),(57 241.71678),(58 243.69318),(59 243.6106),(60 240.1417),(61 240.1434),(62 238.86887),(63 240.13553),(64 239.5975),(65 243.87196),(66 245.38542),(67 246.19923),(68 249.02917),(69 251.73189),(70 249.7055),(71 246.5163),(72 244.63974),(73 243.5168),(74 243.721),(75 242.47949),(76 241.35095),(77 244.32153),(78 244.46533),(79 244.94528),
(1 139.2525),(2 165.80788),(3 181.15808),(4 191.48546),(5 198.8863),(6 205.41867),(7 209.61093),(8 211.45099),(9 212.30104),(10 216.56274),(11 217.19669),(12 217.84473),(13 221.2169),(14 221.08292),(15 220.4718),(16 219.64203),(17 220.47542),(18 220.9581),(19 224.74113),(20 224.9481),(21 224.63933),(22 225.96846),(23 226.64479),(24 225.6967),(25 225.25807),(26 225.90657),(27 224.78876),(28 223.73502),(29 223.07202),(30 222.74802),(31 224.98787),(32 227.9861),(33 228.37292),(34 227.64757),(35 229.45845),(36 230.66049),(37 228.4131),(38 229.57239),(39 229.91681),(40 230.77194),(41 233.731),(42 232.05518),(43 234.88283),(44 235.98732),(45 237.60306),(46 239.19109),(47 237.28714),(48 236.79436),(49 236.40355),(50 234.05762),(51 233.65732),(52 234.2513),(53 238.07568),(54 237.9439),(55 238.48557),(56 238.30492),(57 238.73143),(58 239.1701),(59 237.42291),(60 236.09921),(61 236.66617),(62 236.72205),(63 240.41225),(64 238.88498),(65 239.80197),(66 240.32787),(67 242.40363),(68 244.44127),(69 245.82523),(70 245.5061),(71 241.88264),(72 240.05061),(73 241.92482),(74 241.65909),(75 241.59389),(76 241.6102),(77 243.97551),(78 246.49066),(79 246.98007),
(1 135.2755),(2 161.62209),(3 180.65181),(4 188.77432),(5 195.66432),(6 203.4594),(7 208.16791),(8 210.98741),(9 211.45863),(10 215.1514),(11 214.47777),(12 217.78154),(13 218.33047),(14 218.49081),(15 218.96542),(16 215.93874),(17 215.04623),(18 210.15472),(19 210.04059),(20 209.97868),(21 211.59126),(22 211.71951),(23 214.29164),(24 213.1704),(25 212.90926),(26 213.62413),(27 215.32832),(28 214.43034),(29 214.70679),(30 215.22086),(31 218.17177),(32 218.76427),(33 221.08705),(34 218.68204),(35 220.37552),(36 221.77518),(37 222.36362),(38 222.34712),(39 221.6337),(40 223.34277),(41 224.51596),(42 222.24068),(43 224.43964),(44 224.125),(45 225.38579),(46 228.00136),(47 226.57202),(48 226.18431),(49 226.58427),(50 226.18689),(51 227.34431),(52 228.209),(53 229.38612),(54 231.13557),(55 229.28268),(56 229.63763),(57 232.0861),(58 235.52515),(59 235.56734),(60 234.98048),(61 233.48479),(62 233.36972),(63 233.47568),(64 231.45102),(65 233.033),(66 232.66315),(67 235.0129),(68 237.42072),(69 237.95897),(70 236.80035),(71 235.2641),(72 234.41476),(73 235.76994),(74 236.08412),(75 235.4711),(76 232.87193),(77 232.85286),(78 232.5999),(79 234.3521),
