1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 135.104),(2 161.82045),(3 179.09431),(4 187.72392),(5 191.81485),(6 198.45709),(7 202.74896),(8 206.14774),(9 205.69577),(10 208.13899),(11 209.5732),(12 211.97607),(13 211.6135),(14 211.38196),(15 212.3748),(16 211.0226),(17 209.971),(18 207.64981),(19 209.81107),(20 211.99799),(21 212.93224),(22 212.59215),(23 213.90022),(24 213.89577),(25 213.67914),(26 212.2681),(27 216.64108),(28 216.7691),(29 214.96327),(30 213.78236),(31 216.91034),(32 216.1222),(33 216.98831),(34 217.30414),(35 218.44408),(36 219.64267),(37 220.66066),(38 221.59984),(39 223.01297),(40 224.71567),(41 226.07344),(42 223.35672),(43 227.2207),(44 219.99023),(45 221.19916),(46 222.28552),(47 222.19157),(48 224.0911),(49 222.96393),(50 221.69452),(51 222.76514),(52 222.25096),(53 222.1671),(54 222.67398),(55 220.71446),(56 221.29108),(57 224.1259),(58 225.10295),(59 228.11794),(60 230.28424),(61 231.09648),(62 230.95497),(63 232.22795),(64 230.19005),(65 229.89943),(66 229.60951),(67 231.53963),(68 233.22386),(69 231.88867),(70 232.83163),(71 230.72227),(72 229.77905),(73 232.46902),(74 234.27713),(75 232.55785),(76 229.66118),(77 231.3232),(78 231.76495),(79 234.03256),
(1 131.33499),(2 155.1754),(3 172.14243),(4 180.18748),(5 186.57036),(6 190.74054),(7 193.83849),(8 196.97853),(9 198.31844),(10 202.55106),(11 202.87668),(12 200.88551),(13 202.0812),(14 202.12361),(15 201.6217),(16 201.00893),(17 202.13905),(18 203.1887),(19 204.37766),(20 205.45836),(21 203.37637),(22 203.63737),(23 204.14526),(24 206.00769),(25 206.21867),(26 207.04323),(27 209.5216),(28 209.34088),(29 209.89047),(30 209.2678),(31 211.36841),(32 211.77072),(33 214.77357),(34 214.57422),(35 213.92836),(36 216.05089),(37 216.54144),(38 215.07883),(39 217.98717),(40 219.47914),(41 219.57166),(42 217.88573),(43 220.58144),(44 214.84724),(45 217.61559),(46 219.46307),(47 219.33951),(48 221.0427),(49 220.69522),(50 220.10258),(51 219.80814),(52 220.53905),(53 219.85217),(54 219.69545),(55 218.44215),(56 217.79555),(57 218.8929),(58 219.48424),(59 220.85123),(60 223.60323),(61 223.02786),(62 224.02011),(63 224.98697),(64 224.27254),(65 222.79301),(66 223.39708),(67 226.78117),(68 228.00204),(69 225.24002),(70 224.9493),(71 226.51523),(72 226.35875),(73 227.65903),(74 231.20628),(75 229.76492),(76 229.57573),(77 229.63042),(78 230.6379),(79 231.46489),
(1 129.76143),(2 155.4837),(3 173.25781),(4 182.41084),(5 192.61255),(6 196.63667),(7 200.5891),(8 202.00092),(9 203.06584),(10 204.30266),(11 203.99478),(12 204.03375),(13 203.91849),(14 206.31694),(15 207.51187),(16 206.6649),(17 206.35918),(18 207.24657),(19 206.42996),(20 205.62666),(21 205.57289),(22 204.21956),(23 205.5815),(24 206.33545),(25 207.9101),(26 209.38196),(27 212.28008),(28 212.73352),(29 212.14288),(30 211.61105),(31 213.71172),(32 214.45998),(33 215.97124),(34 216.74619),(35 218.11702),(36 215.41501),(37 214.38779),(38 210.84879),(39 213.95142),(40 214.71747),(41 214.57431),(42 213.85002),(43 215.88625),(44 213.24152),(45 211.63768),(46 213.82553),(47 214.10843),(48 214.14963),(49 217.05576),(50 219.68369),(51 219.87134),(52 220.90063),(53 220.35152),(54 220.46413),(55 218.52885),(56 216.52316),(57 218.06078),(58 221.64159),(59 224.58145),(60 223.55293),(61 224.5638),(62 223.96812),(63 223.26009),(64 222.80312),(65 225.70801),(66 226.17),(67 225.29045),(68 227.35431),(69 225.82462),(70 225.93651),(71 227.14243),(72 225.22049),(73 225.89786),(74 225.95242),(75 226.49574),(76 225.82893),(77 228.66393),(78 229.93839),(79 229.23933),
(1 130.12657),(2 154.9524),(3 175.53441),(4 183.34555),(5 191.24873),(6 194.54837),(7 196.89122),(8 198.64288),(9 199.42252),(10 200.36375),(11 200.31877),(12 200.43004),(13 202.20366),(14 202.92082),(15 205.83965),(16 206.98653),(17 209.25415),(18 208.82019),(19 208.56296),(20 207.9097),(21 208.10762),(22 206.59479),(23 208.18063),(24 205.91446),(25 208.53139),(26 210.64417),(27 212.29222),(28 213.24506),(29 214.17972),(30 214.41023),(31 217.22652),(32 217.87997),(33 216.48067),(34 216.98442),(35 218.2401),(36 215.8498),(37 216.56752),(38 217.65034),(39 222.01968),(40 224.11456),(41 226.19608),(42 224.54576),(43 226.4761),(44 223.78511),(45 224.7909),(46 225.84921),(47 226.03766),(48 226.33519),(49 227.6473),(50 228.43623),(51 229.60458),(52 229.63397),(53 226.84357),(54 227.07881),(55 224.07968),(56 222.98322),(57 225.0963),(58 224.4128),(59 226.01497),(60 227.09018),(61 226.74985),(62 225.58159),(63 227.20428),(64 227.27148),(65 229.3772),(66 231.39992),(67 231.82437),(68 232.54306),(69 232.24608),(70 232.12738),(71 230.33179),(72 229.64969),(73 229.07126),(74 227.43289),(75 228.69939),(76 224.322),(77 226.39523),(78 226.11023),(79 225.52599),
(1 128.61673),(2 152.76329),(3 169.14767),(4 176.8213),(5 183.40517),(6 186.15004),(7 188.19536),(8 189.89078),(9 189.85455),(10 192.17728),(11 192.98637),(12 192.23926),(13 194.8648),(14 196.4608),(15 196.24722),(16 197.31091),(17 200.48772),(18 200.08409),(19 199.79015),(20 198.97878),(21 199.19579),(22 197.99112),(23 196.63661),(24 196.33102),(25 197.59311),(26 198.6364),(27 201.14659),(28 201.0148),(29 202.2843),(30 205.1123),(31 206.85603),(32 207.31392),(33 205.63188),(34 204.91739),(35 207.27138),(36 206.63188),(37 207.4112),(38 208.33023),(39 211.43877),(40 211.9396),(41 213.71248),(42 211.49286),(43 212.22331),(44 209.4608),(45 210.87532),(46 211.27213),(47 211.03343),(48 211.3986),(49 211.39124),(50 212.57928),(51 210.23901),(52 212.88783),(53 214.43925),(54 214.14491),(55 214.53117),(56 212.29022),(57 215.55486),(58 215.76178),(59 215.14607),(60 212.6509),(61 212.48618),(62 210.95679),(63 211.60161),(64 211.43967),(65 212.13625),(66 214.34697),(67 213.95364),(68 213.55156),(69 213.05028),(70 213.19215),(71 212.30843),(72 210.45067),(73 211.92104),(74 212.88869),(75 211.82289),(76 213.25168),(77 213.57455),(78 215.80138),(79 216.98427),
(1 129.5797),(2 154.43794),(3 173.22719),(4 182.6026),(5 186.43556),(6 191.05756),(7 192.16412),(8 193.01912),(9 193.26198),(10 194.75581),(11 194.16046),(12 196.06715),(13 197.7901),(14 198.95686),(15 201.29141),(16 202.24457),(17 204.60835),(18 203.05331),(19 204.28098),(20 204.1218),(21 202.77809),(22 203.41159),(23 204.4596),(24 203.22832),(25 207.21669),(26 208.39076),(27 208.38097),(28 210.0062),(29 212.69562),(30 210.99013),(31 215.25038),(32 215.02682),(33 213.76276),(34 213.63614),(35 215.84691),(36 215.63974),(37 217.18019),(38 218.89839),(39 221.22954),(40 222.32399),(41 224.916),(42 224.03535),(43 223.09563),(44 220.69208),(45 220.3163),(46 218.32115),(47 219.28757),(48 219.07233),(49 219.4056),(50 218.3315),(51 218.42744),(52 220.64809),(53 223.48552),(54 220.92087),(55 222.88994),(56 223.28287),(57 225.1328),(58 225.39764),(59 225.32326),(60 221.99406),(61 220.41907),(62 219.2624),(63 219.7462),(64 218.87532),(65 221.78477),(66 223.80696),(67 224.45401),(68 224.75224),(69 224.4906),(70 223.24684),(71 221.49104),(72 221.80699),(73 223.05733),(74 223.90291),(75 221.63843),(76 222.79924),(77 221.13309),(78 221.5636),(79 222.34636),
(1 123.593185),(2 147.81978),(3 165.95313),(4 173.03737),(5 176.8291),(6 180.7549),(7 181.29266),(8 181.7869),(9 183.18777),(10 183.77924),(11 186.24173),(12 186.14572),(13 186.91838),(14 189.071),(15 192.15959),(16 193.43793),(17 192.82803),(18 194.82144),(19 196.10814),(20 193.93158),(21 195.47308),(22 195.97533),(23 194.88284),(24 196.02592),(25 198.3315),(26 198.63156),(27 199.55292),(28 198.89644),(29 199.82587),(30 200.3539),(31 201.58398),(32 202.39998),(33 202.17749),(34 199.03606),(35 201.21371),(36 201.15562),(37 202.16045),(38 202.18896),(39 205.55502),(40 203.67905),(41 203.33133),(42 201.54532),(43 200.97028),(44 198.0369),(45 195.25722),(46 194.23042),(47 195.51956),(48 198.55913),(49 199.5168),(50 200.56332),(51 200.124),(52 203.45744),(53 200.27951),(54 200.75056),(55 203.32118),(56 205.46024),(57 207.75957),(58 206.56717),(59 207.82455),(60 207.3763),(61 207.47745),(62 207.31541),(63 208.57243),(64 208.23955),(65 212.49168),(66 214.34167),(67 215.05202),(68 213.71931),(69 213.33081),(70 211.91959),(71 211.1824),(72 212.64539),(73 212.17029),(74 211.81215),(75 212.17792),(76 214.54976),(77 217.09087),(78 216.17671),(79 214.14908),
(1 123.17797),(2 146.22107),(3 163.80507),(4 168.11995),(5 176.09985),(6 179.2581),(7 182.7541),(8 184.13641),(9 185.32684),(10 187.33746),(11 188.0797),(12 188.08041),(13 185.00906),(14 186.10512),(15 187.45322),(16 187.21625),(17 186.82245),(18 186.84358),(19 191.5994),(20 192.29028),(21 191.7433),(22 192.69408),(23 193.67961),(24 192.82256),(25 193.17389),(26 192.35591),(27 192.63779),(28 194.84369),(29 192.29279),(30 193.802),(31 198.038),(32 197.52858),(33 198.06017),(34 195.31703),(35 198.18846),(36 197.76524),(37 198.47736),(38 200.04076),(39 204.45618),(40 203.5711),(41 204.66449),(42 201.92389),(43 203.16518),(44 200.57431),(45 200.70168),(46 203.88173),(47 204.73274),(48 205.49338),(49 207.62292),(50 207.90074),(51 207.65094),(52 207.84184),(53 206.36449),(54 204.47893),(55 204.82593),(56 205.04047),(57 205.9545),(58 205.4189),(59 206.52563),(60 206.185),(61 205.9628),(62 206.99152),(63 208.43755),(64 210.23044),(65 209.58559),(66 210.07742),(67 208.98843),(68 208.08813),(69 207.54042),(70 208.1117),(71 208.18039),(72 208.1333),(73 207.75418),(74 208.88336),(75 207.80945),(76 208.0498),(77 209.46979),(78 208.73389),(79 207.59291),
(1 120.40928),(2 144.35257),(3 161.00917),(4 168.80003),(5 178.00502),(6 183.83716),(7 186.20952),(8 188.41881),(9 188.35513),(10 189.26535),(11 188.30357),(12 185.561),(13 185.41673),(14 185.32124),(15 187.76216),(16 187.83528),(17 186.7008),(18 188.42766),(19 193.66405),(20 195.31737),(21 198.37976),(22 199.60153),(23 201.27133),(24 197.89937),(25 197.62595),(26 196.84607),(27 195.35959),(28 195.46758),(29 193.36513),(30 194.4623),(31 198.41129),(32 197.05956),(33 196.28305),(34 196.05806),(35 199.10014),(36 199.94598),(37 201.04338),(38 200.39185),(39 201.7971),(40 200.84879),(41 201.23724),(42 199.83841),(43 197.80618),(44 196.16743),(45 195.65434),(46 195.99535),(47 199.90456),(48 200.85854),(49 201.19122),(50 202.63478),(51 201.10812),(52 203.29561),(53 204.16663),(54 204.59843),(55 205.16193),(56 205.00906),(57 205.35231),(58 205.42929),(59 206.61287),(60 203.76125),(61 203.29086),(62 201.88051),(63 203.67616),(64 203.35643),(65 205.1169),(66 204.79921),(67 203.60118),(68 204.66716),(69 201.25404),(70 203.67838),(71 204.84511),(72 203.55461),(73 205.58406),(74 204.25742),(75 204.35446),(76 204.87273),(77 206.30693),(78 206.2036),(79 206.8447),
(1 118.657),(2 141.65367),(3 157.37482),(4 163.81096),(5 170.64691),(6 174.4276),(7 178.73781),(8 181.49901),(9 182.07022),(10 182.69276),(11 183.35474),(12 181.39458),(13 180.25703),(14 180.9031),(15 182.83722),(16 182.71855),(17 184.02426),(18 182.286),(19 185.29594),(20 188.10829),(21 191.2349),(22 191.17833),(23 190.35078),(24 188.04453),(25 187.48938),(26 186.97035),(27 187.1501),(28 186.56972),(29 186.38844),(30 187.98161),(31 191.08461),(32 192.674),(33 193.41983),(34 194.59825),(35 196.34435),(36 198.9315),(37 200.23203),(38 199.61185),(39 199.94174),(40 197.78653),(41 198.94269),(42 198.35944),(43 197.46758),(44 194.9508),(45 194.37788),(46 197.05748),(47 198.42657),(48 200.62764),(49 200.74025),(50 202.33388),(51 201.42152),(52 201.26363),(53 201.43396),(54 201.1051),(55 199.65549),(56 200.8618),(57 199.90712),(58 201.44075),(59 201.97852),(60 201.6051),(61 201.44736),(62 201.52846),(63 201.67159),(64 200.88828),(65 205.38724),(66 204.72064),(67 203.80717),(68 205.62767),(69 203.62065),(70 205.88728),(71 202.95302),(72 205.54214),(73 206.44295),(74 205.70914),(75 203.73013),(76 205.38205),(77 209.46458),(78 210.52264),(79 210.31491),
(1 116.70096),(2 138.15073),(3 154.43454),(4 163.66525),(5 169.1408),(6 171.69342),(7 175.40901),(8 178.48721),(9 180.47197),(10 180.09465),(11 181.22198),(12 183.75818),(13 183.3746),(14 180.60435),(15 183.39174),(16 183.25754),(17 184.24078),(18 182.34357),(19 184.78128),(20 185.58394),(21 186.939),(22 186.95403),(23 186.07542),(24 184.22925),(25 185.65512),(26 188.46916),(27 189.3979),(28 190.23027),(29 189.72542),(30 189.94354),(31 190.72536),(32 190.06416),(33 192.87126),(34 192.72223),(35 194.19449),(36 196.13431),(37 196.1354),(38 197.02275),(39 195.35559),(40 193.75188),(41 195.3104),(42 192.46512),(43 192.8531),(44 192.00941),(45 191.083),(46 193.61874),(47 194.2866),(48 194.88033),(49 196.24269),(50 195.2464),(51 195.98985),(52 196.86766),(53 196.24147),(54 194.49771),(55 193.66342),(56 194.00633),(57 194.30046),(58 195.28677),(59 198.28064),(60 198.05653),(61 197.87726),(62 197.3978),(63 197.50693),(64 195.79001),(65 197.11092),(66 197.02711),(67 197.26572),(68 196.6711),(69 196.6189),(70 196.95807),(71 197.0544),(72 198.55196),(73 201.1355),(74 200.09737),(75 200.13994),(76 202.42209),(77 205.18336),(78 202.5724),(79 201.22328),
(1 113.84488),(2 134.37396),(3 148.16618),(4 155.68396),(5 161.11932),(6 163.00314),(7 164.83392),(8 169.38504),(9 168.83054),(10 172.3713),(11 173.72273),(12 174.19038),(13 173.22797),(14 171.64886),(15 172.4075),(16 173.0845),(17 173.21353),(18 171.2478),(19 172.7821),(20 173.01453),(21 173.10005),(22 172.88966),(23 177.22997),(24 178.8126),(25 182.83478),(26 187.9701),(27 188.43617),(28 188.29944),(29 185.98396),(30 186.01514),(31 186.66983),(32 187.24834),(33 190.22943),(34 190.14635),(35 192.42496),(36 192.43558),(37 192.94635),(38 194.12416),(39 196.44594),(40 196.81636),(41 195.73293),(42 195.70724),(43 194.73344),(44 193.04234),(45 193.3524),(46 196.61923),(47 197.44896),(48 195.26366),(49 196.28627),(50 195.52412),(51 196.12767),(52 195.4286),(53 194.71738),(54 193.86302),(55 193.14044),(56 193.54436),(57 193.20473),(58 194.43903),(59 196.90575),(60 194.976),(61 194.4154),(62 195.19469),(63 196.1641),(64 196.4737),(65 195.85034),(66 195.87422),(67 193.96802),(68 193.24048),(69 193.04868),(70 191.24988),(71 190.5176),(72 192.39253),(73 194.45918),(74 194.28511),(75 193.95422),(76 194.43538),(77 195.4956),(78 195.18921),(79 196.10783),
(1 115.48615),(2 135.51747),(3 148.87445),(4 155.81151),(5 162.33609),(6 166.35393),(7 168.41379),(8 172.15161),(9 172.7302),(10 175.17358),(11 176.63182),(12 177.13321),(13 177.52686),(14 176.93256),(15 177.13885),(16 178.32129),(17 179.01901),(18 175.92813),(19 177.60907),(20 179.0807),(21 181.43898),(22 180.15405),(23 182.66376),(24 184.16273),(25 186.31287),(26 187.12726),(27 187.31409),(28 185.29762),(29 182.4672),(30 184.10371),(31 185.70767),(32 185.93571),(33 188.77882),(34 188.49033),(35 191.42746),(36 190.22394),(37 188.18457),(38 190.01184),(39 188.12057),(40 188.66162),(41 188.41219),(42 187.73622),(43 187.49637),(44 184.90875),(45 186.22806),(46 186.94415),(47 187.09636),(48 188.50262),(49 190.20998),(50 191.70139),(51 190.49825),(52 190.18127),(53 188.76675),(54 189.6326),(55 191.32364),(56 192.23012),(57 192.15112),(58 195.44136),(59 194.85214),(60 197.01552),(61 194.93695),(62 196.23817),(63 197.5715),(64 196.82755),(65 197.91167),(66 198.73886),(67 198.05566),(68 199.1292),(69 197.41107),(70 197.95898),(71 197.2219),(72 199.56166),(73 200.78735),(74 201.71468),(75 201.5131),(76 200.42587),(77 203.70377),(78 203.80719),(79 202.2649),
(1 114.130974),(2 136.04007),(3 150.2206),(4 157.06064),(5 162.62134),(6 164.73276),(7 164.62558),(8 168.24414),(9 167.48495),(10 168.90083),(11 169.20619),(12 170.53474),(13 172.52658),(14 172.75685),(15 172.55031),(16 172.52568),(17 172.59901),(18 171.91325),(19 172.30334),(20 171.8001),(21 174.35274),(22 172.53773),(23 172.9246),(24 175.92036),(25 177.38657),(26 180.01257),(27 180.19324),(28 181.36952),(29 177.5964),(30 177.69736),(31 178.51483),(32 180.15302),(33 181.24376),(34 181.37556),(35 181.97217),(36 181.84581),(37 181.30902),(38 182.2571),(39 182.03806),(40 182.5511),(41 184.09145),(42 184.25372),(43 184.31331),(44 183.56754),(45 185.76869),(46 186.94577),(47 187.55428),(48 185.50937),(49 186.54506),(50 186.68723),(51 185.7509),(52 186.62944),(53 185.57695),(54 184.34872),(55 182.89845),(56 182.55562),(57 183.35994),(58 185.85713),(59 186.02153),(60 185.68436),(61 186.25552),(62 186.86365),(63 187.67943),(64 188.37016),(65 189.42625),(66 190.7609),(67 187.98196),(68 189.98521),(69 189.61441),(70 190.71713),(71 191.98259),(72 190.7723),(73 191.47012),(74 192.92966),(75 192.58043),(76 192.18439),(77 194.28554),(78 194.93166),(79 194.07372),
(1 112.3981),(2 134.97577),(3 146.57118),(4 153.54976),(5 158.05186),(6 161.04088),(7 161.30605),(8 165.09462),(9 165.08311),(10 167.86009),(11 169.52791),(12 168.68991),(13 169.38647),(14 169.85753),(15 170.46663),(16 168.52574),(17 171.03677),(18 172.8529),(19 174.01686),(20 174.75714),(21 175.27068),(22 172.99136),(23 173.07507),(24 175.18214),(25 175.48792),(26 179.00548),(27 179.87105),(28 179.12921),(29 180.0694),(30 178.98354),(31 179.77925),(32 181.35483),(33 182.81148),(34 183.52306),(35 184.91371),(36 183.92986),(37 185.75697),(38 184.97618),(39 184.48372),(40 184.47794),(41 186.3115),(42 186.08179),(43 187.06511),(44 186.76285),(45 188.55765),(46 188.98083),(47 190.23288),(48 188.23),(49 189.27223),(50 189.75107),(51 188.70071),(52 187.68816),(53 189.57504),(54 188.84912),(55 188.5157),(56 188.54073),(57 189.08632),(58 191.55731),(59 191.63306),(60 191.9),(61 190.31157),(62 191.50636),(63 190.91641),(64 188.33421),(65 188.93053),(66 189.85397),(67 190.37373),(68 190.91878),(69 190.68103),(70 189.87538),(71 190.64261),(72 190.266),(73 190.53659),(74 192.33003),(75 192.91978),(76 191.47511),(77 193.92236),(78 194.4332),(79 193.04349),
(1 112.86569),(2 132.29245),(3 143.04297),(4 150.64185),(5 156.39235),(6 159.83577),(7 160.40498),(8 160.9218),(9 162.6573),(10 164.8067),(11 167.21797),(12 164.32483),(13 164.7624),(14 163.77026),(15 165.5687),(16 168.32883),(17 167.70412),(18 170.45078),(19 172.38606),(20 172.71327),(21 174.27531),(22 172.06909),(23 171.03645),(24 172.36302),(25 170.66655),(26 172.5292),(27 174.7215),(28 175.10098),(29 176.11049),(30 173.56526),(31 174.39868),(32 174.37914),(33 174.96338),(34 174.97978),(35 175.95457),(36 178.67822),(37 179.58214),(38 180.09308),(39 181.48523),(40 181.88545),(41 183.42953),(42 181.98636),(43 182.94307),(44 182.65019),(45 184.31384),(46 183.88727),(47 185.33064),(48 185.36848),(49 187.03397),(50 186.30779),(51 183.93211),(52 183.11555),(53 183.25624),(54 182.89432),(55 183.71864),(56 183.26054),(57 185.08539),(58 185.06221),(59 185.33733),(60 187.25922),(61 186.81738),(62 187.00128),(63 186.88356),(64 188.29495),(65 191.45432),(66 191.22014),(67 189.34448),(68 190.19405),(69 190.27237),(70 189.72305),(71 188.72186),(72 188.5661),(73 190.66025),(74 190.06104),(75 192.08653),(76 190.96503),(77 191.88368),(78 191.89215),(79 192.79611),
(1 108.672424),(2 128.75233),(3 140.5209),(4 148.21085),(5 153.37689),(6 155.29402),(7 158.31117),(8 160.76332),(9 162.34653),(10 164.08006),(11 164.12544),(12 163.45651),(13 163.8349),(14 163.58984),(15 164.6489),(16 166.29),(17 169.2641),(18 170.35507),(19 173.46794),(20 174.10785),(21 174.56503),(22 173.59569),(23 173.23349),(24 173.61371),(25 172.48889),(26 172.1959),(27 172.75415),(28 175.86934),(29 176.48859),(30 176.23001),(31 177.57683),(32 175.91762),(33 176.07562),(34 176.11316),(35 175.7875),(36 178.47496),(37 177.92703),(38 179.79912),(39 180.56065),(40 180.57967),(41 181.96942),(42 181.97597),(43 179.98596),(44 176.582),(45 178.57976),(46 178.91286),(47 180.03023),(48 179.8751),(49 180.26492),(50 179.36336),(51 177.0446),(52 178.81937),(53 177.83028),(54 176.69154),(55 178.20909),(56 178.65065),(57 179.51778),(58 179.31274),(59 179.45354),(60 180.62152),(61 182.78401),(62 183.83418),(63 184.22728),(64 181.34998),(65 180.64178),(66 180.12355),(67 179.06406),(68 179.60345),(69 179.47264),(70 180.60638),(71 182.00128),(72 180.96695),(73 182.6865),(74 182.50906),(75 181.67575),(76 182.5351),(77 183.82784),(78 186.26796),(79 185.25702),
(1 109.98854),(2 127.97688),(3 142.04971),(4 148.6143),(5 154.8664),(6 155.76157),(7 159.22609),(8 161.36383),(9 160.90915),(10 162.26105),(11 165.04907),(12 164.34569),(13 166.55077),(14 165.35934),(15 167.87682),(16 167.44258),(17 167.90097),(18 168.20491),(19 170.80348),(20 170.31659),(21 168.55939),(22 168.4992),(23 169.49802),(24 169.77145),(25 168.65056),(26 168.54488),(27 170.35205),(28 172.07875),(29 174.98697),(30 174.63701),(31 174.27031),(32 173.04591),(33 174.34102),(34 173.7991),(35 174.89888),(36 178.83795),(37 179.8287),(38 182.28854),(39 183.61942),(40 182.52058),(41 183.69759),(42 183.04123),(43 181.57832),(44 181.00047),(45 183.50967),(46 184.38559),(47 185.11575),(48 183.43695),(49 183.01556),(50 182.75697),(51 182.66086),(52 181.8173),(53 182.3971),(54 180.93288),(55 180.65903),(56 181.3321),(57 181.32172),(58 180.65712),(59 182.18979),(60 182.6493),(61 182.32085),(62 182.27122),(63 184.47318),(64 184.65254),(65 183.73811),(66 184.50429),(67 185.40982),(68 187.2213),(69 188.98712),(70 189.3995),(71 189.84543),(72 190.80017),(73 191.19691),(74 190.88177),(75 192.0944),(76 191.48666),(77 194.99088),(78 194.21306),(79 195.61633),
(1 107.823975),(2 126.07045),(3 137.47566),(4 141.858),(5 146.15552),(6 148.75018),(7 152.61516),(8 154.19313),(9 155.47334),(10 157.36418),(11 159.13283),(12 159.12476),(13 162.50723),(14 161.27544),(15 161.9445),(16 163.00993),(17 164.91292),(18 163.63678),(19 166.80489),(20 166.53108),(21 168.08612),(22 167.54732),(23 166.82768),(24 166.61655),(25 168.97066),(26 168.24713),(27 169.29207),(28 173.25763),(29 175.10394),(30 177.2284),(31 177.32095),(32 176.27216),(33 178.4302),(34 177.04982),(35 178.70082),(36 180.08134),(37 179.38017),(38 178.38971),(39 178.016),(40 175.68347),(41 176.62517),(42 177.49391),(43 176.25911),(44 175.79922),(45 175.1209),(46 176.50446),(47 178.26953),(48 177.8484),(49 178.4295),(50 177.67924),(51 176.32971),(52 175.09253),(53 176.31198),(54 174.38408),(55 174.7153),(56 174.25804),(57 174.4371),(58 177.62135),(59 178.2208),(60 177.17966),(61 176.57643),(62 178.08656),(63 179.69897),(64 179.96501),(65 181.36346),(66 182.96506),(67 182.3819),(68 183.1903),(69 183.03366),(70 179.77965),(71 179.48946),(72 179.67195),(73 180.87373),(74 182.03447),(75 181.231),(76 183.2408),(77 183.26186),(78 183.45633),(79 183.28603),
