1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 47.570324),(2 53.265038),(3 55.740368),(4 57.854614),(5 59.786327),(6 60.89068),(7 61.326614),(8 61.953262),(9 62.645615),(10 62.448967),(11 63.28559),(12 63.33047),(13 63.808174),(14 64.57348),(15 64.80383),(16 65.461044),(17 65.852875),(18 66.55135),(19 66.21053),(20 67.37486),(21 66.75199),(22 66.53071),(23 67.047165),(24 66.63244),(25 66.662636),(26 66.76766),(27 66.11741),(28 66.206085),(29 65.57049),(30 67.23231),(31 66.98217),(32 66.82855),(33 67.179054),(34 66.41446),(35 66.76939),(36 66.04842),(37 66.79578),(38 67.49707),(39 65.95645),(40 67.30309),(41 67.62867),(42 67.62125),(43 67.499596),(44 67.531876),(45 67.893394),(46 68.74736),(47 68.30939),(48 68.03746),(49 69.24536),(50 68.64451),(51 68.57048),(52 68.64868),(53 68.92356),(54 69.144936),(55 69.056946),(56 68.34038),(57 68.04286),(58 68.6204),(59 68.6406),(60 68.216736),(61 68.97637),(62 68.88806),(63 67.98166),(64 67.900826),(65 67.47856),(66 67.17414),(67 66.68614),(68 67.0443),(69 67.45051),(70 67.04305),(71 67.807335),(72 69.01201),(73 68.84677),(74 69.308655),(75 68.60502),(76 68.32686),(77 68.45449),(78 69.5478),(79 68.78613),
(1 49.16432),(2 54.07433),(3 56.97938),(4 59.099125),(5 60.218918),(6 62.015667),(7 62.55419),(8 63.25064),(9 64.04427),(10 64.951065),(11 65.99206),(12 65.51736),(13 66.63626),(14 66.41394),(15 65.98435),(16 66.73742),(17 66.44876),(18 67.51067),(19 67.37684),(20 67.82997),(21 67.72896),(22 67.98517),(23 67.64504),(24 67.76686),(25 68.28281),(26 67.837326),(27 66.8095),(28 66.86967),(29 66.78882),(30 66.804214),(31 67.00442),(32 66.98378),(33 66.99479),(34 67.35503),(35 66.666084),(36 67.128456),(37 67.757095),(38 67.451004),(39 66.96046),(40 68.18869),(41 66.97035),(42 66.99876),(43 66.8228),(44 65.96759),(45 66.62779),(46 66.59554),(47 67.2051),(48 66.97772),(49 67.66835),(50 67.717514),(51 67.74904),(52 68.11774),(53 68.41732),(54 68.620926),(55 68.51829),(56 68.9805),(57 68.73626),(58 68.70888),(59 69.15012),(60 68.52096),(61 68.64073),(62 69.00964),(63 68.69153),(64 68.71701),(65 68.51315),(66 68.3464),(67 68.52711),(68 69.4193),(69 70.06927),(70 69.52934),(71 69.41733),(72 70.10329),(73 70.22545),(74 70.5651),(75 69.466934),(76 70.393105),(77 70.29663),(78 70.145256),(79 70.25382),
(1 48.905136),(2 53.71879),(3 55.89402),(4 58.24892),(5 59.962765),(6 61.01816),(7 61.201347),(8 62.703175),(9 63.343987),(10 63.607277),(11 63.0533),(12 64.02555),(13 65.09868),(14 64.87935),(15 65.26422),(16 66.13467),(17 65.73221),(18 65.82453),(19 65.381516),(20 65.29546),(21 64.922226),(22 65.292244),(23 64.67719),(24 64.87821),(25 64.540306),(26 65.03774),(27 64.465065),(28 65.57147),(29 64.82388),(30 66.13185),(31 64.67375),(32 65.4487),(33 65.20497),(34 65.36839),(35 65.444534),(36 65.37394),(37 65.51614),(38 66.36966),(39 66.0186),(40 66.85233),(41 66.884254),(42 67.185616),(43 66.68929),(44 66.1163),(45 66.99023),(46 67.5925),(47 67.14229),(48 67.609566),(49 68.1877),(50 68.12068),(51 67.60401),(52 68.658165),(53 68.69269),(54 67.978355),(55 67.86261),(56 67.79871),(57 68.14587),(58 68.97371),(59 68.08458),(60 68.00599),(61 68.295715),(62 68.34631),(63 67.69782),(64 68.31729),(65 67.802376),(66 67.91891),(67 68.24182),(68 67.861404),(69 68.22734),(70 67.48239),(71 67.89747),(72 68.9911),(73 69.0758),(74 68.509766),(75 67.64445),(76 68.52098),(77 68.70679),(78 68.77875),(79 68.97247),
(1 48.013878),(2 53.177937),(3 55.396763),(4 57.189484),(5 58.81979),(6 60.148197),(7 61.088318),(8 61.72606),(9 62.555874),(10 62.48945),(11 62.886833),(12 63.372776),(13 64.24233),(14 64.63784),(15 64.91882),(16 65.17896),(17 65.200424),(18 65.61031),(19 65.696),(20 65.91209),(21 65.28743),(22 65.29478),(23 65.70277),(24 65.98061),(25 65.9746),(26 66.3796),(27 66.170525),(28 66.262695),(29 66.710915),(30 66.17326),(31 66.453575),(32 66.51099),(33 66.83236),(34 66.53869),(35 66.750725),(36 66.46217),(37 65.74994),(38 65.86093),(39 65.119484),(40 66.50842),(41 65.78239),(42 65.70366),(43 66.36064),(44 65.43357),(45 66.51802),(46 66.41335),(47 66.43304),(48 66.45985),(49 67.238106),(50 67.24046),(51 67.21102),(52 66.8794),(53 67.5407),(54 67.4844),(55 68.093475),(56 67.70075),(57 67.19755),(58 67.87369),(59 67.9038),(60 67.65178),(61 68.08936),(62 68.47363),(63 68.09885),(64 67.97434),(65 67.6462),(66 66.204445),(67 66.966835),(68 66.79569),(69 66.30147),(70 66.30113),(71 67.39381),(72 67.6762),(73 68.03489),(74 68.66414),(75 67.62708),(76 68.23569),(77 68.13693),(78 68.09011),(79 68.115486),
(1 46.89717),(2 52.670765),(3 55.040348),(4 57.35029),(5 57.708603),(6 58.67454),(7 60.07335),(8 60.82078),(9 62.06133),(10 61.63105),(11 62.269207),(12 62.686375),(13 62.919464),(14 63.79512),(15 63.53827),(16 63.33048),(17 64.1391),(18 64.41439),(19 64.863914),(20 64.3446),(21 64.24856),(22 65.0486),(23 64.730865),(24 64.51116),(25 64.36315),(26 65.02747),(27 64.84076),(28 63.545387),(29 64.29997),(30 63.944473),(31 64.46178),(32 64.471664),(33 65.18738),(34 65.76379),(35 64.80673),(36 65.03931),(37 65.04542),(38 65.46307),(39 65.13254),(40 65.32239),(41 65.2284),(42 65.50886),(43 65.24818),(44 65.97948),(45 65.61892),(46 65.480545),(47 65.99664),(48 66.684845),(49 67.104965),(50 67.047844),(51 66.900024),(52 66.746414),(53 66.71107),(54 67.29081),(55 67.43363),(56 67.03206),(57 67.17507),(58 67.5822),(59 66.90446),(60 67.752205),(61 68.138885),(62 67.64788),(63 67.06815),(64 67.1738),(65 67.84254),(66 66.9303),(67 66.69586),(68 66.86721),(69 66.5469),(70 65.55735),(71 66.498276),(72 66.33337),(73 67.63289),(74 67.29335),(75 67.26393),(76 68.38027),(77 68.83759),(78 68.29305),(79 68.016754),
(1 47.057323),(2 51.339333),(3 54.40645),(4 56.7589),(5 57.328182),(6 58.654778),(7 59.720024),(8 59.38509),(9 60.51941),(10 60.823074),(11 61.492195),(12 62.71444),(13 62.667877),(14 62.6363),(15 62.277992),(16 63.21472),(17 62.930717),(18 63.312885),(19 63.76249),(20 64.005165),(21 63.589813),(22 63.629925),(23 63.21324),(24 63.83048),(25 63.591904),(26 63.549763),(27 63.150337),(28 63.78031),(29 63.814674),(30 64.11076),(31 64.24719),(32 64.51432),(33 64.66337),(34 64.21976),(35 64.34875),(36 64.29976),(37 64.41013),(38 64.36196),(39 62.96387),(40 64.48095),(41 63.82466),(42 64.537025),(43 63.85171),(44 63.365326),(45 63.885162),(46 63.85067),(47 63.866673),(48 64.62955),(49 64.983536),(50 66.11504),(51 65.178276),(52 65.02842),(53 65.471466),(54 65.54275),(55 65.6413),(56 65.07808),(57 65.280624),(58 65.02675),(59 64.80081),(60 65.29675),(61 65.151535),(62 65.386215),(63 64.850716),(64 64.59001),(65 65.28913),(66 64.89794),(67 64.68438),(68 65.16883),(69 65.21285),(70 65.04823),(71 65.47171),(72 65.3719),(73 65.92686),(74 67.173),(75 65.78519),(76 65.98247),(77 66.42321),(78 65.61543),(79 65.77135),
(1 46.531303),(2 51.97206),(3 54.56091),(4 56.68262),(5 58.08492),(6 59.261333),(7 59.88104),(8 60.788147),(9 62.113766),(10 62.291492),(11 62.999035),(12 62.86591),(13 63.609917),(14 63.533443),(15 63.62943),(16 64.01868),(17 63.529045),(18 63.929836),(19 63.759804),(20 64.39289),(21 64.047615),(22 64.43868),(23 64.38721),(24 64.79153),(25 64.79565),(26 65.09371),(27 64.281204),(28 64.796455),(29 65.05918),(30 65.268234),(31 65.09089),(32 65.13965),(33 65.7779),(34 64.98606),(35 64.70618),(36 65.0545),(37 65.79342),(38 65.91374),(39 64.89478),(40 65.280014),(41 65.31555),(42 65.7095),(43 65.6824),(44 66.29627),(45 66.12703),(46 65.84055),(47 66.08729),(48 66.18252),(49 66.74055),(50 66.317245),(51 66.50019),(52 65.48444),(53 65.65003),(54 66.1516),(55 65.95563),(56 66.248436),(57 67.33087),(58 66.493126),(59 66.15273),(60 66.01409),(61 66.46744),(62 67.23092),(63 66.4418),(64 66.98168),(65 66.71783),(66 66.88014),(67 66.65126),(68 66.406),(69 65.84046),(70 65.59045),(71 66.05986),(72 66.37559),(73 65.897064),(74 65.52922),(75 65.44438),(76 66.58836),(77 66.815186),(78 66.98987),(79 67.04826),
(1 45.78722),(2 51.158474),(3 53.12977),(4 55.82685),(5 56.630096),(6 58.252045),(7 58.65786),(8 59.07487),(9 59.551666),(10 59.252937),(11 60.381092),(12 60.0918),(13 60.093903),(14 60.88946),(15 59.95757),(16 60.808884),(17 60.90247),(18 60.43937),(19 61.04276),(20 61.802307),(21 60.232407),(22 60.858414),(23 60.871437),(24 61.313736),(25 61.875904),(26 62.309177),(27 61.377613),(28 62.32775),(29 62.013897),(30 61.853878),(31 62.054142),(32 62.360985),(33 61.982437),(34 62.642303),(35 62.886246),(36 62.494328),(37 62.49359),(38 62.65977),(39 62.286434),(40 62.394463),(41 62.66004),(42 62.947453),(43 61.9941),(44 62.6448),(45 63.37239),(46 63.33399),(47 63.3833),(48 63.68911),(49 63.789455),(50 63.925213),(51 63.585632),(52 63.6004),(53 64.3333),(54 64.57995),(55 63.97584),(56 64.38271),(57 65.36502),(58 63.995422),(59 64.579475),(60 65.30109),(61 64.065865),(62 64.97109),(63 64.416214),(64 64.93689),(65 64.58853),(66 64.404854),(67 64.41529),(68 64.38853),(69 64.00499),(70 63.876778),(71 64.03695),(72 64.702065),(73 64.82689),(74 65.08887),(75 64.71364),(76 65.59901),(77 65.91661),(78 65.443344),(79 65.7399),
(1 45.46485),(2 51.10815),(3 54.330994),(4 56.167763),(5 57.339638),(6 58.492096),(7 59.538303),(8 61.038116),(9 61.46848),(10 61.848446),(11 63.01348),(12 62.656025),(13 62.35659),(14 62.577003),(15 62.742966),(16 62.482918),(17 62.278965),(18 62.139458),(19 62.511345),(20 62.027214),(21 62.73254),(22 61.970947),(23 62.28257),(24 62.37297),(25 63.116417),(26 62.754684),(27 63.34391),(28 63.923817),(29 63.350906),(30 63.322113),(31 63.047573),(32 63.667294),(33 63.49095),(34 63.021183),(35 63.57098),(36 63.65213),(37 64.57295),(38 64.174065),(39 63.872242),(40 64.02939),(41 64.09493),(42 64.04781),(43 63.234673),(44 63.65266),(45 64.00429),(46 63.937416),(47 64.441154),(48 64.43756),(49 64.94962),(50 65.37434),(51 64.70156),(52 64.53743),(53 64.83806),(54 65.1306),(55 65.7082),(56 65.96134),(57 65.41148),(58 65.496254),(59 64.70104),(60 66.15289),(61 65.10844),(62 65.393105),(63 64.53022),(64 65.09714),(65 65.262085),(66 65.157364),(67 64.941124),(68 64.60764),(69 64.77579),(70 64.56913),(71 63.957344),(72 65.224846),(73 65.638565),(74 65.70121),(75 65.91189),(76 65.65567),(77 66.910255),(78 66.72125),(79 66.939095),
(1 45.188465),(2 49.640995),(3 52.025837),(4 54.21485),(5 56.046127),(6 56.797707),(7 56.979725),(8 58.4121),(9 58.565746),(10 58.79801),(11 59.425488),(12 58.95404),(13 60.13207),(14 60.280514),(15 59.88273),(16 59.959694),(17 59.14176),(18 59.557743),(19 59.424885),(20 60.43832),(21 59.5183),(22 60.32293),(23 60.84547),(24 60.653927),(25 61.069874),(26 61.32612),(27 61.106728),(28 61.46677),(29 61.28597),(30 61.86762),(31 60.961006),(32 60.91008),(33 61.500008),(34 61.956085),(35 62.24768),(36 62.110817),(37 62.047173),(38 62.327007),(39 62.156986),(40 63.02398),(41 62.402542),(42 62.31359),(43 62.13682),(44 62.05703),(45 62.34689),(46 62.026714),(47 63.02883),(48 62.454033),(49 63.08168),(50 63.452763),(51 63.304256),(52 62.945305),(53 63.153873),(54 63.181896),(55 63.37095),(56 62.509457),(57 63.086174),(58 63.08881),(59 63.091602),(60 63.630417),(61 63.36014),(62 62.94281),(63 62.785545),(64 62.872276),(65 62.8914),(66 63.07213),(67 62.52612),(68 62.554497),(69 62.697575),(70 62.79716),(71 63.048412),(72 63.532642),(73 63.322014),(74 63.32115),(75 63.168972),(76 63.772423),(77 63.531773),(78 64.228134),(79 64.50628),
(1 44.68191),(2 49.739567),(3 51.946396),(4 54.231613),(5 54.990383),(6 55.88114),(7 57.17508),(8 57.931683),(9 58.394104),(10 58.840244),(11 58.98007),(12 59.191032),(13 60.150517),(14 59.972694),(15 59.93095),(16 59.949505),(17 59.514217),(18 59.68542),(19 59.825127),(20 60.703587),(21 60.160362),(22 60.717598),(23 62.11324),(24 61.590595),(25 61.965675),(26 61.94471),(27 61.691357),(28 62.714832),(29 61.357765),(30 62.133976),(31 61.391006),(32 61.719357),(33 61.500187),(34 62.611828),(35 63.034466),(36 62.82665),(37 62.93709),(38 63.174973),(39 61.998524),(40 62.39843),(41 61.84006),(42 63.122597),(43 61.957413),(44 62.66012),(45 62.561943),(46 62.48295),(47 62.931667),(48 62.99169),(49 63.684807),(50 63.40466),(51 63.215916),(52 63.667698),(53 63.46261),(54 63.96792),(55 64.24872),(56 64.38129),(57 64.08948),(58 63.843163),(59 63.891914),(60 64.07342),(61 64.38242),(62 64.06128),(63 63.87194),(64 64.064285),(65 63.671673),(66 64.243965),(67 64.16115),(68 63.583965),(69 63.349384),(70 63.306828),(71 63.5525),(72 64.08515),(73 64.22074),(74 63.964718),(75 64.359314),(76 65.06453),(77 65.32195),(78 65.05854),(79 65.32583),
(1 44.073006),(2 48.48588),(3 51.04806),(4 53.490364),(5 54.63423),(6 55.375755),(7 56.611732),(8 56.878944),(9 58.153027),(10 58.04102),(11 58.27758),(12 59.077423),(13 60.09956),(14 60.18084),(15 60.43734),(16 60.73119),(17 60.094395),(18 61.100174),(19 60.43404),(20 60.553806),(21 61.17718),(22 61.812027),(23 61.38241),(24 61.90978),(25 61.324028),(26 61.97446),(27 60.646236),(28 60.90871),(29 60.12041),(30 60.286358),(31 59.715836),(32 60.104183),(33 60.245102),(34 60.157555),(35 60.99569),(36 59.97657),(37 60.462234),(38 60.312195),(39 60.298283),(40 59.93624),(41 59.593483),(42 60.03538),(43 60.528854),(44 60.380505),(45 61.218903),(46 61.144608),(47 61.607174),(48 61.463795),(49 62.76397),(50 62.727955),(51 62.945065),(52 62.734688),(53 62.91208),(54 62.833317),(55 63.323215),(56 62.834606),(57 62.26725),(58 62.517773),(59 62.37935),(60 62.78139),(61 62.81103),(62 62.876118),(63 62.37956),(64 62.942608),(65 62.04349),(66 61.780865),(67 62.03731),(68 62.152786),(69 62.500446),(70 62.220783),(71 62.354572),(72 62.651226),(73 62.85526),(74 62.397797),(75 62.367435),(76 63.338623),(77 62.97288),(78 63.189583),(79 63.824703),
(1 43.90298),(2 48.088062),(3 50.613983),(4 53.220356),(5 54.307472),(6 55.27404),(7 55.58447),(8 56.101406),(9 57.216015),(10 56.611935),(11 57.781044),(12 57.92711),(13 58.367264),(14 58.54447),(15 58.073753),(16 58.752754),(17 58.162827),(18 58.690342),(19 58.362026),(20 58.951427),(21 59.34755),(22 59.43256),(23 59.81374),(24 59.161522),(25 59.90161),(26 59.398632),(27 58.488827),(28 60.030956),(29 60.176865),(30 60.659855),(31 60.34602),(32 60.713333),(33 60.788807),(34 60.657967),(35 61.365433),(36 60.457508),(37 60.81821),(38 61.070515),(39 60.19555),(40 61.287964),(41 60.415115),(42 60.877346),(43 60.762623),(44 60.27374),(45 61.18408),(46 61.087387),(47 60.94891),(48 60.589962),(49 61.055622),(50 60.994583),(51 61.248264),(52 60.5972),(53 61.32567),(54 61.21488),(55 61.52888),(56 61.691475),(57 61.15365),(58 61.2722),(59 61.660763),(60 61.930477),(61 61.6796),(62 61.77086),(63 60.84902),(64 60.642338),(65 60.39334),(66 60.97238),(67 61.266373),(68 60.56932),(69 61.081272),(70 61.500923),(71 62.037434),(72 61.44161),(73 62.266056),(74 61.953915),(75 61.876167),(76 61.611206),(77 61.776497),(78 62.174465),(79 62.80902),
(1 44.454372),(2 48.245213),(3 51.008183),(4 53.195366),(5 53.810314),(6 54.740616),(7 56.03174),(8 57.809322),(9 57.904057),(10 57.456917),(11 59.070004),(12 58.92361),(13 59.424156),(14 59.74411),(15 59.563904),(16 60.3961),(17 60.075455),(18 59.54367),(19 59.627193),(20 60.411602),(21 60.88229),(22 60.405823),(23 60.10492),(24 60.348957),(25 61.011063),(26 60.040382),(27 60.113663),(28 60.078342),(29 60.49028),(30 60.037045),(31 60.07382),(32 59.677868),(33 60.167755),(34 60.36145),(35 60.089714),(36 60.3898),(37 60.530388),(38 60.80036),(39 60.346462),(40 60.48158),(41 60.812416),(42 61.03041),(43 60.379513),(44 60.57121),(45 60.847256),(46 60.703983),(47 61.661465),(48 61.260628),(49 61.921894),(50 62.681744),(51 62.287785),(52 62.064026),(53 62.40512),(54 62.476654),(55 62.39827),(56 63.4796),(57 61.98498),(58 62.745476),(59 62.4499),(60 61.892605),(61 62.20112),(62 62.330406),(63 61.207436),(64 61.42067),(65 61.802715),(66 61.444885),(67 62.09689),(68 62.235756),(69 62.30138),(70 61.835545),(71 62.221775),(72 61.657448),(73 61.951992),(74 61.792088),(75 61.43126),(76 61.5686),(77 62.585594),(78 62.155354),(79 61.918343),
(1 43.10098),(2 47.995377),(3 49.905773),(4 52.23803),(5 53.51213),(6 54.296474),(7 55.13246),(8 55.94785),(9 56.217358),(10 56.016674),(11 57.179893),(12 56.78963),(13 58.00238),(14 58.468758),(15 57.920444),(16 57.512993),(17 57.632813),(18 58.145),(19 57.77754),(20 58.08491),(21 57.8962),(22 57.904243),(23 58.24249),(24 58.3567),(25 58.690987),(26 58.72657),(27 58.089954),(28 59.004093),(29 59.019505),(30 58.96385),(31 59.222656),(32 59.516876),(33 59.50805),(34 58.929676),(35 59.434887),(36 59.748676),(37 59.44589),(38 60.509792),(39 59.618374),(40 60.26205),(41 60.391193),(42 60.3363),(43 60.59838),(44 60.168182),(45 60.872337),(46 60.408886),(47 61.19935),(48 61.662983),(49 61.572994),(50 61.222614),(51 61.11487),(52 60.095524),(53 60.96135),(54 59.98738),(55 60.735844),(56 60.621),(57 60.661774),(58 60.709576),(59 60.131058),(60 59.891693),(61 60.356705),(62 60.068783),(63 60.03254),(64 60.51538),(65 60.42618),(66 59.81657),(67 60.195568),(68 60.92128),(69 60.856663),(70 60.229027),(71 60.514458),(72 60.053745),(73 60.767056),(74 61.383526),(75 61.503017),(76 62.194317),(77 62.1268),(78 62.121143),(79 61.794914),
(1 43.373177),(2 47.934902),(3 49.497734),(4 51.689335),(5 52.761066),(6 53.38422),(7 54.08082),(8 55.012955),(9 55.92265),(10 56.078396),(11 56.5008),(12 57.116512),(13 57.42569),(14 58.0194),(15 58.33429),(16 58.62305),(17 58.621056),(18 58.9168),(19 58.88719),(20 59.437824),(21 58.20764),(22 58.58755),(23 58.706448),(24 59.417927),(25 59.443096),(26 59.027584),(27 58.535973),(28 59.212746),(29 59.080242),(30 59.118454),(31 59.256058),(32 59.619156),(33 58.99067),(34 58.78905),(35 59.26193),(36 59.01918),(37 59.05077),(38 59.337494),(39 58.813053),(40 58.933933),(41 59.42494),(42 59.477333),(43 60.12515),(44 59.640476),(45 59.915752),(46 59.94297),(47 59.798603),(48 60.003075),(49 60.489624),(50 60.845276),(51 61.42809),(52 60.940845),(53 61.162857),(54 61.284615),(55 60.99311),(56 61.132614),(57 60.170258),(58 61.11837),(59 61.28309),(60 60.45234),(61 60.576416),(62 61.535477),(63 60.079975),(64 60.62007),(65 60.56297),(66 60.054268),(67 60.332264),(68 61.31536),(69 60.758945),(70 60.99539),(71 61.220615),(72 60.759426),(73 61.836468),(74 61.20409),(75 60.979393),(76 61.150806),(77 61.122158),(78 60.582413),(79 60.984623),
(1 43.29576),(2 48.219036),(3 50.963623),(4 52.557686),(5 52.947906),(6 53.786724),(7 55.193573),(8 56.027355),(9 56.372173),(10 56.87305),(11 57.368263),(12 58.382492),(13 58.1311),(14 58.646442),(15 59.149998),(16 59.377262),(17 60.2536),(18 60.12972),(19 58.83884),(20 59.581814),(21 58.632507),(22 59.188843),(23 59.45412),(24 59.966526),(25 60.031857),(26 59.748035),(27 59.61851),(28 59.74559),(29 60.410233),(30 60.261898),(31 59.87813),(32 59.32822),(33 59.280746),(34 59.743103),(35 60.22139),(36 59.40797),(37 59.829933),(38 59.653667),(39 58.54438),(40 59.283546),(41 60.11104),(42 59.480206),(43 59.878075),(44 59.680485),(45 60.14827),(46 59.811195),(47 60.67577),(48 60.484695),(49 60.27368),(50 60.168697),(51 60.25963),(52 59.98741),(53 59.541798),(54 59.89648),(55 60.460983),(56 60.27999),(57 59.411198),(58 59.059002),(59 59.100388),(60 59.00477),(61 59.230392),(62 58.351223),(63 58.775856),(64 59.117954),(65 58.562943),(66 59.209953),(67 59.003075),(68 58.77027),(69 59.09988),(70 59.62787),(71 59.681637),(72 59.526207),(73 59.788364),(74 59.662273),(75 59.825512),(76 59.940197),(77 60.345783),(78 59.900993),(79 59.97465),
(1 42.153976),(2 46.48132),(3 48.973988),(4 50.532578),(5 51.659832),(6 52.32181),(7 53.89258),(8 54.56271),(9 54.78321),(10 55.194817),(11 55.861816),(12 55.618),(13 56.428173),(14 56.40041),(15 55.590298),(16 56.151768),(17 57.319508),(18 57.518776),(19 56.25455),(20 56.766346),(21 56.75253),(22 56.931908),(23 57.13564),(24 57.189014),(25 57.234554),(26 57.444016),(27 57.48632),(28 57.98393),(29 58.334023),(30 57.847034),(31 57.444313),(32 57.608986),(33 58.06469),(34 57.20217),(35 57.978176),(36 57.747593),(37 58.01965),(38 57.72462),(39 56.70276),(40 58.205803),(41 58.1109),(42 58.18294),(43 58.39336),(44 57.450996),(45 58.31405),(46 58.04039),(47 58.42256),(48 58.06638),(49 59.391876),(50 58.809982),(51 58.580692),(52 58.90674),(53 59.293106),(54 59.176525),(55 59.42357),(56 59.367237),(57 59.210583),(58 59.122906),(59 58.713337),(60 58.756367),(61 59.712067),(62 59.283855),(63 59.57969),(64 59.23412),(65 59.26828),(66 58.94587),(67 59.347904),(68 59.69556),(69 59.26138),(70 59.179928),(71 59.8836),(72 60.124634),(73 60.911404),(74 60.367374),(75 60.310658),(76 60.563896),(77 60.60191),(78 61.29511),(79 60.889275),
