1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42.357952),(2 46.43492),(3 49.140568),(4 50.758446),(5 51.700672),(6 53.68695),(7 54.01065),(8 54.452915),(9 55.429802),(10 55.435913),(11 56.179253),(12 56.995064),(13 57.352734),(14 58.44693),(15 57.64932),(16 58.137665),(17 57.490505),(18 58.14598),(19 57.61676),(20 58.12274),(21 57.750153),(22 57.819794),(23 57.338238),(24 57.268948),(25 58.049778),(26 58.41042),(27 57.821465),(28 57.73318),(29 58.522915),(30 58.378956),(31 58.106716),(32 58.796394),(33 58.35927),(34 58.44449),(35 58.11978),(36 57.78602),(37 58.35001),(38 58.5932),(39 57.97364),(40 58.36315),(41 58.660458),(42 58.835823),(43 57.82496),(44 58.09687),(45 58.568882),(46 58.05233),(47 58.46421),(48 58.552322),(49 58.82271),(50 59.27088),(51 59.678402),(52 59.97641),(53 59.97206),(54 59.86173),(55 59.591312),(56 60.055466),(57 59.34152),(58 59.631065),(59 59.668377),(60 59.832554),(61 60.1068),(62 60.701122),(63 59.296467),(64 60.121574),(65 59.318535),(66 59.892735),(67 59.586224),(68 59.14175),(69 58.580364),(70 58.902466),(71 59.730026),(72 59.370262),(73 59.931847),(74 59.412956),(75 59.796703),(76 59.735813),(77 59.826576),(78 60.143017),(79 60.12082),
(1 41.59815),(2 45.319504),(3 47.65975),(4 49.485416),(5 50.752792),(6 51.181274),(7 51.889824),(8 52.36487),(9 53.55444),(10 54.216152),(11 55.406303),(12 55.35109),(13 56.25258),(14 56.220222),(15 56.59601),(16 55.931644),(17 56.54304),(18 56.470856),(19 55.957073),(20 56.970505),(21 56.96364),(22 56.259842),(23 56.367413),(24 56.0953),(25 56.854946),(26 56.417225),(27 56.49067),(28 56.30559),(29 56.60562),(30 56.367474),(31 57.386337),(32 56.745396),(33 57.792236),(34 57.269085),(35 57.814075),(36 57.41798),(37 57.84504),(38 57.83166),(39 56.98196),(40 57.031815),(41 56.848618),(42 56.976395),(43 57.58196),(44 57.4398),(45 57.49021),(46 57.60834),(47 58.126842),(48 57.954395),(49 57.6715),(50 58.482327),(51 58.072674),(52 57.5943),(53 57.840702),(54 58.421856),(55 57.56259),(56 57.938446),(57 57.69085),(58 57.342876),(59 57.659313),(60 57.56794),(61 58.4633),(62 58.46884),(63 58.351707),(64 59.153004),(65 58.72888),(66 58.315304),(67 58.31526),(68 58.142963),(69 57.9808),(70 57.53274),(71 58.126186),(72 57.98145),(73 58.99745),(74 58.581142),(75 59.178036),(76 59.442642),(77 60.30081),(78 59.63738),(79 59.960915),
(1 41.847748),(2 45.55825),(3 47.686657),(4 49.61724),(5 50.4911),(6 51.608734),(7 52.39104),(8 53.543274),(9 53.35387),(10 53.96293),(11 54.825336),(12 55.412285),(13 55.500217),(14 55.875397),(15 56.36469),(16 56.43752),(17 56.104595),(18 55.99083),(19 55.935677),(20 56.94486),(21 55.799652),(22 55.947693),(23 56.06818),(24 55.62637),(25 56.295475),(26 56.093323),(27 56.104397),(28 55.825962),(29 55.88151),(30 55.493702),(31 55.658382),(32 55.323563),(33 55.963264),(34 55.527832),(35 55.989502),(36 55.476437),(37 56.284245),(38 56.885975),(39 56.29293),(40 56.911583),(41 56.86072),(42 56.813995),(43 57.28153),(44 56.798294),(45 56.670063),(46 56.56451),(47 56.777897),(48 57.00686),(49 57.30458),(50 57.485397),(51 57.53114),(52 57.45829),(53 57.912407),(54 58.031387),(55 57.82257),(56 58.04263),(57 58.48242),(58 57.212147),(59 57.8009),(60 57.326588),(61 57.241234),(62 57.514275),(63 57.188572),(64 57.468056),(65 57.323257),(66 57.71207),(67 57.05069),(68 57.088505),(69 57.0443),(70 58.131702),(71 57.59235),(72 58.06958),(73 58.48372),(74 58.44558),(75 58.69226),(76 58.43544),(77 59.54003),(78 59.84462),(79 59.679676),
(1 41.152653),(2 45.063946),(3 47.828262),(4 49.49081),(5 50.763298),(6 52.43363),(7 53.103214),(8 53.09914),(9 53.50858),(10 53.9235),(11 53.80997),(12 54.37427),(13 55.183533),(14 55.326942),(15 55.9824),(16 55.683437),(17 56.059616),(18 55.82083),(19 55.690826),(20 56.216583),(21 55.75291),(22 55.836655),(23 56.021545),(24 56.16058),(25 56.64271),(26 56.107624),(27 56.157665),(28 56.126713),(29 56.682735),(30 57.2597),(31 57.26178),(32 56.66845),(33 57.033127),(34 56.452847),(35 56.5275),(36 56.311703),(37 57.597805),(38 57.523903),(39 57.64895),(40 57.98982),(41 57.707443),(42 57.570282),(43 57.69494),(44 57.5386),(45 57.605057),(46 57.60668),(47 57.821857),(48 57.226925),(49 58.434322),(50 57.635628),(51 57.771797),(52 57.450657),(53 57.91793),(54 58.116814),(55 57.816566),(56 58.11815),(57 58.25187),(58 58.369766),(59 58.384434),(60 57.650444),(61 58.449516),(62 58.049305),(63 57.80366),(64 57.61217),(65 57.025024),(66 57.67912),(67 57.30566),(68 57.46623),(69 58.276745),(70 58.263107),(71 58.506355),(72 58.2808),(73 59.257027),(74 58.81392),(75 58.99883),(76 59.59191),(77 59.214718),(78 59.806145),(79 60.465748),
(1 40.569183),(2 44.922546),(3 47.0667),(4 48.95713),(5 50.10254),(6 50.975616),(7 51.99994),(8 52.747253),(9 52.767902),(10 53.172375),(11 53.360447),(12 53.46936),(13 54.096992),(14 53.82579),(15 54.327137),(16 54.848217),(17 54.567814),(18 54.664448),(19 54.72398),(20 55.27364),(21 55.56501),(22 55.502804),(23 55.5829),(24 55.298668),(25 56.203403),(26 55.62923),(27 55.675526),(28 55.423862),(29 54.88302),(30 55.42832),(31 55.621174),(32 55.5763),(33 55.35503),(34 55.64631),(35 55.614952),(36 55.616463),(37 56.14743),(38 56.14488),(39 55.375683),(40 56.06133),(41 56.087246),(42 55.780933),(43 54.819565),(44 55.723236),(45 56.101654),(46 56.194473),(47 56.15665),(48 56.175304),(49 56.672203),(50 56.763035),(51 55.946354),(52 57.027744),(53 57.24234),(54 56.826603),(55 56.780018),(56 57.36828),(57 57.07704),(58 57.23371),(59 57.398907),(60 56.91084),(61 57.025375),(62 57.743645),(63 56.867023),(64 56.66803),(65 57.11665),(66 56.97769),(67 57.150684),(68 56.7223),(69 56.97446),(70 56.568893),(71 57.381374),(72 57.59326),(73 58.27767),(74 57.571423),(75 57.90895),(76 57.472492),(77 57.38004),(78 58.03234),(79 57.504047),
(1 40.306244),(2 44.633854),(3 47.204685),(4 48.873615),(5 50.43283),(6 50.801525),(7 51.71444),(8 52.636963),(9 52.989334),(10 53.162384),(11 53.988705),(12 54.098568),(13 54.617718),(14 54.81406),(15 54.983356),(16 55.057693),(17 54.419228),(18 54.51364),(19 54.754368),(20 54.76747),(21 54.722992),(22 55.578014),(23 55.60701),(24 56.020317),(25 55.693985),(26 55.883392),(27 55.041332),(28 55.12883),(29 55.450336),(30 55.592285),(31 55.316826),(32 55.538525),(33 55.68755),(34 55.871773),(35 55.849148),(36 55.145412),(37 55.847725),(38 56.220036),(39 55.774437),(40 56.569363),(41 56.109474),(42 56.181053),(43 55.658844),(44 55.448868),(45 55.907425),(46 55.253994),(47 55.531643),(48 55.960827),(49 56.100445),(50 57.052147),(51 56.631638),(52 56.40092),(53 56.290672),(54 56.85027),(55 56.259193),(56 56.716385),(57 56.430847),(58 55.834248),(59 56.154827),(60 55.456768),(61 56.10666),(62 56.26481),(63 55.936035),(64 57.09593),(65 56.63875),(66 56.04019),(67 56.222824),(68 56.00897),(69 56.52073),(70 56.63772),(71 56.558693),(72 57.52493),(73 57.413933),(74 57.835114),(75 57.525864),(76 57.590057),(77 57.507076),(78 57.868053),(79 57.698864),
(1 39.52384),(2 43.966446),(3 46.57401),(4 48.66334),(5 48.97072),(6 49.990475),(7 50.66282),(8 51.757366),(9 52.060368),(10 52.265675),(11 52.11287),(12 53.393356),(13 53.397087),(14 53.739742),(15 53.121117),(16 53.862682),(17 54.20397),(18 53.8299),(19 53.908775),(20 54.553185),(21 54.419083),(22 54.315212),(23 54.60484),(24 54.43245),(25 54.555317),(26 55.31251),(27 55.0287),(28 54.528057),(29 54.756966),(30 54.923073),(31 54.413063),(32 54.72644),(33 53.919476),(34 54.045193),(35 54.540558),(36 54.24634),(37 54.532124),(38 54.706352),(39 54.524326),(40 55.37199),(41 55.194107),(42 54.928123),(43 55.091335),(44 54.769398),(45 55.421722),(46 55.228336),(47 55.412148),(48 55.49165),(49 56.159176),(50 55.90022),(51 56.086845),(52 56.233692),(53 56.111324),(54 57.072685),(55 56.428886),(56 56.987724),(57 57.19925),(58 56.65837),(59 56.568283),(60 56.260757),(61 55.908974),(62 56.46463),(63 56.039833),(64 56.394375),(65 55.79647),(66 55.901665),(67 55.500885),(68 55.37936),(69 55.53193),(70 54.89522),(71 55.02666),(72 55.934498),(73 55.479427),(74 56.06647),(75 56.02182),(76 56.928932),(77 56.51111),(78 56.565372),(79 56.88882),
(1 40.32053),(2 44.691097),(3 46.87731),(4 48.092945),(5 49.341354),(6 50.337395),(7 51.19997),(8 51.952457),(9 52.386887),(10 53.140076),(11 52.915573),(12 53.691853),(13 53.476524),(14 54.496708),(15 54.20567),(16 54.24774),(17 54.45846),(18 54.01847),(19 53.48893),(20 54.485508),(21 54.978638),(22 53.891914),(23 53.625),(24 53.58197),(25 54.406868),(26 55.03477),(27 54.835907),(28 54.877983),(29 55.043724),(30 55.163723),(31 54.834496),(32 55.27648),(33 55.18095),(34 55.071167),(35 55.732346),(36 55.335888),(37 56.448883),(38 56.73178),(39 56.2136),(40 56.237076),(41 56.41405),(42 56.263565),(43 55.877136),(44 55.26972),(45 55.184082),(46 55.42923),(47 56.152164),(48 56.336056),(49 56.582497),(50 57.2982),(51 56.655117),(52 56.74977),(53 56.842102),(54 56.49501),(55 56.023834),(56 55.873558),(57 56.16161),(58 55.700325),(59 56.050724),(60 55.69936),(61 56.771378),(62 56.537445),(63 55.86809),(64 56.165844),(65 56.31905),(66 55.904125),(67 56.10509),(68 56.3517),(69 55.702362),(70 55.81103),(71 55.923653),(72 56.472534),(73 56.801945),(74 57.086754),(75 56.773647),(76 57.006123),(77 57.564724),(78 57.00305),(79 57.777065),
(1 39.4319),(2 43.51227),(3 45.62215),(4 47.759487),(5 48.4314),(6 50.12489),(7 50.40309),(8 50.774464),(9 51.029755),(10 51.463333),(11 51.40889),(12 51.5378),(13 52.34206),(14 53.347637),(15 52.751835),(16 52.85809),(17 52.993553),(18 52.837162),(19 52.659405),(20 53.16844),(21 53.445313),(22 53.707985),(23 53.545567),(24 53.169563),(25 53.030846),(26 53.548584),(27 53.435913),(28 53.733208),(29 54.122025),(30 53.580116),(31 54.309902),(32 53.800232),(33 53.349766),(34 53.329018),(35 53.660236),(36 54.428112),(37 54.508434),(38 54.731667),(39 54.41071),(40 54.494537),(41 54.268234),(42 53.89727),(43 53.801647),(44 53.85311),(45 54.356495),(46 54.35024),(47 54.377098),(48 55.183315),(49 55.75215),(50 55.882862),(51 55.555428),(52 55.203136),(53 54.83865),(54 55.30302),(55 54.576176),(56 55.30038),(57 55.1344),(58 55.126316),(59 55.32976),(60 55.2953),(61 54.60543),(62 55.232918),(63 54.751526),(64 54.46547),(65 55.265682),(66 54.514267),(67 54.438015),(68 53.83884),(69 54.263332),(70 54.572083),(71 54.488342),(72 54.804108),(73 54.866135),(74 56.18739),(75 56.02233),(76 55.91612),(77 56.14188),(78 56.503967),(79 56.353855),
(1 38.81903),(2 42.979282),(3 44.922096),(4 46.65495),(5 48.054047),(6 48.822014),(7 50.08446),(8 50.30882),(9 50.223637),(10 50.795025),(11 51.14619),(12 51.120747),(13 52.17685),(14 52.1746),(15 52.248817),(16 52.003513),(17 51.84394),(18 51.812954),(19 52.0106),(20 52.63734),(21 53.21153),(22 52.789467),(23 52.69243),(24 52.973354),(25 53.23142),(26 53.648624),(27 53.2091),(28 53.59226),(29 53.445415),(30 53.37309),(31 53.367462),(32 53.232124),(33 53.90054),(34 54.256416),(35 54.31723),(36 54.556515),(37 54.5098),(38 55.42924),(39 54.73726),(40 54.948364),(41 54.731842),(42 54.574623),(43 54.44075),(44 54.307663),(45 54.023838),(46 54.84661),(47 54.560085),(48 54.67046),(49 54.861004),(50 55.37216),(51 54.71913),(52 54.530575),(53 54.861656),(54 55.21854),(55 54.088474),(56 54.811497),(57 54.87722),(58 54.836254),(59 54.439888),(60 54.9666),(61 55.25247),(62 54.850594),(63 54.347202),(64 55.24392),(65 55.065796),(66 54.68186),(67 54.42087),(68 54.522976),(69 54.84879),(70 55.176678),(71 55.07371),(72 55.029118),(73 55.334396),(74 55.715363),(75 55.276196),(76 56.46115),(77 56.221165),(78 55.606865),(79 55.509483),
(1 38.965942),(2 43.143284),(3 45.21553),(4 46.715393),(5 48.05531),(6 49.04339),(7 49.560863),(8 50.285923),(9 50.70663),(10 51.598827),(11 52.177532),(12 52.298813),(13 53.113422),(14 53.459377),(15 53.502857),(16 53.254642),(17 52.6685),(18 52.53063),(19 52.759758),(20 53.180206),(21 52.975063),(22 53.316086),(23 52.97213),(24 52.695053),(25 53.385113),(26 53.379852),(27 53.422504),(28 53.494503),(29 53.31311),(30 53.817917),(31 53.53058),(32 53.673996),(33 53.425232),(34 53.140182),(35 53.193295),(36 53.332832),(37 53.6977),(38 53.90451),(39 53.361454),(40 54.324726),(41 53.840336),(42 53.880512),(43 53.94873),(44 54.09125),(45 53.983868),(46 54.15557),(47 54.2198),(48 54.080345),(49 55.08468),(50 55.00411),(51 54.401882),(52 54.733337),(53 55.11397),(54 54.781597),(55 54.54941),(56 54.485046),(57 54.67359),(58 54.78075),(59 54.799522),(60 54.423294),(61 54.807724),(62 54.34356),(63 54.48577),(64 54.656357),(65 54.382492),(66 54.04248),(67 54.619736),(68 54.304745),(69 54.88264),(70 54.741566),(71 54.682743),(72 55.344612),(73 55.85387),(74 55.793728),(75 55.87554),(76 56.333138),(77 56.468033),(78 56.678856),(79 57.004955),
(1 38.499702),(2 42.876312),(3 44.779747),(4 46.49125),(5 47.55834),(6 48.37398),(7 49.101715),(8 49.231472),(9 49.76889),(10 50.395195),(11 50.855267),(12 51.212032),(13 50.905247),(14 52.078987),(15 51.762604),(16 52.11246),(17 52.32147),(18 52.236134),(19 52.128815),(20 52.76055),(21 52.401604),(22 53.18971),(23 52.85693),(24 51.896618),(25 52.1278),(26 53.137466),(27 52.235214),(28 52.483635),(29 53.014603),(30 53.684856),(31 53.815037),(32 53.427887),(33 53.121555),(34 53.55162),(35 53.283062),(36 53.774754),(37 53.789276),(38 54.227303),(39 53.964504),(40 54.4039),(41 53.77278),(42 53.42595),(43 53.224396),(44 53.28643),(45 53.30569),(46 53.59294),(47 54.04654),(48 53.882557),(49 53.661728),(50 54.063206),(51 53.695534),(52 53.76531),(53 54.48386),(54 54.87778),(55 55.008625),(56 54.655735),(57 54.42182),(58 54.6581),(59 53.930332),(60 53.66402),(61 53.88191),(62 53.68634),(63 54.148678),(64 54.25572),(65 54.306496),(66 54.287632),(67 54.203896),(68 54.27784),(69 54.099964),(70 54.533043),(71 54.286175),(72 55.38956),(73 55.82568),(74 55.362606),(75 54.963505),(76 55.58464),(77 55.864197),(78 55.58912),(79 55.830505),
(1 38.450756),(2 41.688038),(3 44.127888),(4 46.09592),(5 47.050632),(6 48.262104),(7 48.096996),(8 48.498528),(9 49.44286),(10 49.80387),(11 50.028927),(12 50.233723),(13 51.02059),(14 51.27954),(15 51.20404),(16 51.732643),(17 51.83744),(18 51.440056),(19 51.66488),(20 52.407448),(21 52.4102),(22 52.607536),(23 52.783226),(24 52.441845),(25 53.038776),(26 52.681236),(27 52.78112),(28 52.608757),(29 52.583332),(30 52.507153),(31 53.170868),(32 52.765358),(33 52.587654),(34 52.770954),(35 53.096886),(36 53.248055),(37 53.487682),(38 53.63073),(39 53.000195),(40 53.700768),(41 53.5355),(42 53.376762),(43 53.39614),(44 53.052696),(45 52.958637),(46 53.030537),(47 53.163006),(48 53.343323),(49 53.738243),(50 53.507263),(51 53.571056),(52 53.190144),(53 53.213398),(54 53.45214),(55 53.180298),(56 53.655052),(57 53.811176),(58 54.2422),(59 53.794044),(60 53.824116),(61 53.91106),(62 54.237995),(63 53.36617),(64 53.43455),(65 53.75686),(66 53.76703),(67 53.279896),(68 53.893078),(69 53.921284),(70 54.53228),(71 53.98573),(72 54.05014),(73 54.747192),(74 54.733593),(75 55.014393),(76 54.88221),(77 54.306854),(78 53.88082),(79 54.53298),
(1 38.273132),(2 42.071304),(3 43.97802),(4 45.827286),(5 46.33185),(6 47.316017),(7 47.82005),(8 48.707184),(9 49.248154),(10 49.789402),(11 50.252827),(12 51.071575),(13 50.960396),(14 51.53426),(15 50.893417),(16 51.531082),(17 51.08596),(18 50.984367),(19 51.02002),(20 51.01724),(21 51.19678),(22 50.88296),(23 51.60049),(24 51.876385),(25 52.092175),(26 51.95815),(27 51.484596),(28 52.125305),(29 52.23216),(30 51.36722),(31 51.700367),(32 51.973145),(33 52.847366),(34 52.092903),(35 52.31127),(36 52.289845),(37 53.095158),(38 52.80972),(39 52.28921),(40 52.560966),(41 52.139324),(42 52.219604),(43 52.43773),(44 52.6548),(45 52.95296),(46 52.34469),(47 52.26296),(48 52.325176),(49 53.204636),(50 53.148937),(51 53.313282),(52 53.22197),(53 53.047935),(54 53.019024),(55 52.96503),(56 52.031273),(57 52.000668),(58 52.618378),(59 52.57009),(60 53.019753),(61 53.108727),(62 53.22195),(63 53.301884),(64 52.826126),(65 52.42079),(66 52.8377),(67 52.72145),(68 52.668636),(69 53.07148),(70 53.55352),(71 53.326447),(72 53.61634),(73 53.85424),(74 53.73739),(75 53.302597),(76 54.030045),(77 53.47734),(78 53.936424),(79 53.96204),
(1 37.656464),(2 41.5591),(3 43.574623),(4 44.827717),(5 45.970573),(6 47.279602),(7 47.544357),(8 48.84459),(9 49.08411),(10 49.10745),(11 49.811142),(12 50.46519),(13 51.24814),(14 51.380146),(15 51.452415),(16 51.695824),(17 51.594585),(18 51.682796),(19 51.891926),(20 51.531273),(21 51.874035),(22 51.671856),(23 51.662773),(24 51.789402),(25 51.24242),(26 52.011368),(27 51.489983),(28 51.757),(29 51.51708),(30 52.314243),(31 52.170776),(32 52.73171),(33 52.28239),(34 52.50508),(35 52.57311),(36 52.93584),(37 53.32175),(38 53.24782),(39 53.116783),(40 52.798603),(41 53.069473),(42 52.600666),(43 52.857224),(44 53.286522),(45 52.625896),(46 52.753708),(47 52.45633),(48 52.136917),(49 52.996387),(50 53.077736),(51 52.763405),(52 52.31185),(53 52.50681),(54 52.80188),(55 52.57584),(56 52.421635),(57 53.215836),(58 53.21123),(59 52.59956),(60 52.749195),(61 53.258926),(62 52.836105),(63 52.593124),(64 52.434433),(65 52.769318),(66 52.348766),(67 52.507874),(68 52.553608),(69 52.762627),(70 53.462364),(71 52.99524),(72 53.83243),(73 54.261284),(74 54.222744),(75 53.551777),(76 54.269787),(77 54.18152),(78 54.71266),(79 54.30727),
(1 37.877403),(2 40.666058),(3 42.995674),(4 44.5402),(5 44.759308),(6 45.689137),(7 47.363785),(8 48.046),(9 48.337055),(10 49.033665),(11 49.68129),(12 49.701027),(13 50.047863),(14 49.80137),(15 50.14749),(16 50.641945),(17 50.778984),(18 51.1229),(19 50.81136),(20 51.341854),(21 51.046524),(22 51.489742),(23 51.416447),(24 50.82083),(25 51.449974),(26 51.542854),(27 50.75571),(28 51.121185),(29 51.4526),(30 50.798317),(31 51.1758),(32 50.929028),(33 51.70897),(34 51.196896),(35 51.95973),(36 52.026787),(37 51.555122),(38 52.486683),(39 51.964764),(40 52.448284),(41 52.158615),(42 52.094307),(43 51.760017),(44 51.566986),(45 51.974934),(46 52.222416),(47 51.642036),(48 51.428932),(49 51.437336),(50 52.01489),(51 51.617054),(52 51.70529),(53 51.9102),(54 51.919037),(55 52.380825),(56 52.6959),(57 52.339294),(58 52.219975),(59 52.21129),(60 52.909878),(61 52.791634),(62 52.916878),(63 53.27741),(64 53.19163),(65 53.04307),(66 52.605476),(67 52.833443),(68 53.36562),(69 52.474968),(70 52.264515),(71 52.06084),(72 53.013596),(73 52.726086),(74 53.33293),(75 52.895596),(76 52.61173),(77 52.385567),(78 53.226555),(79 52.910217),
(1 37.562584),(2 40.913975),(3 42.68715),(4 45.278404),(5 46.63771),(6 47.15251),(7 47.88058),(8 48.084194),(9 48.22178),(10 48.502853),(11 49.073696),(12 49.172997),(13 50.243908),(14 50.061016),(15 50.737595),(16 50.77696),(17 50.02357),(18 50.916443),(19 50.597404),(20 50.701805),(21 50.54915),(22 50.969517),(23 50.940395),(24 50.969418),(25 51.015102),(26 51.79866),(27 51.260834),(28 51.002846),(29 50.971012),(30 51.400753),(31 51.015358),(32 50.992756),(33 50.226734),(34 51.00135),(35 51.600037),(36 51.44492),(37 52.045815),(38 52.071987),(39 51.54907),(40 51.726448),(41 51.36201),(42 51.4324),(43 51.36567),(44 51.63063),(45 51.486744),(46 51.461468),(47 51.072952),(48 50.770588),(49 51.7096),(50 51.84828),(51 52.486244),(52 52.440014),(53 52.636845),(54 52.506016),(55 52.643234),(56 52.706696),(57 53.233635),(58 53.16991),(59 52.787174),(60 53.09749),(61 52.970436),(62 53.091),(63 52.74061),(64 52.71042),(65 52.710884),(66 52.2731),(67 52.3028),(68 52.65727),(69 52.466316),(70 52.39004),(71 52.946518),(72 52.870285),(73 53.32775),(74 53.300415),(75 52.58125),(76 53.478214),(77 53.23537),(78 53.626038),(79 53.176964),
(1 37.078056),(2 41.15086),(3 42.89209),(4 44.59363),(5 45.743896),(6 46.37359),(7 47.129726),(8 47.51547),(9 47.815956),(10 49.020576),(11 49.12395),(12 49.973408),(13 50.26629),(14 50.18522),(15 50.51358),(16 50.00278),(17 50.63259),(18 50.618977),(19 50.592293),(20 50.797466),(21 50.24649),(22 50.19438),(23 50.06904),(24 50.12769),(25 50.04129),(26 50.13165),(27 49.952896),(28 49.871696),(29 50.595417),(30 50.218628),(31 50.44159),(32 49.457767),(33 50.320198),(34 50.443874),(35 50.40765),(36 50.63594),(37 51.21679),(38 51.260178),(39 50.80198),(40 51.16299),(41 51.618397),(42 51.4743),(43 50.88061),(44 50.820976),(45 51.167175),(46 50.973312),(47 51.239143),(48 51.292603),(49 51.99547),(50 51.952377),(51 52.36693),(52 52.39527),(53 52.33911),(54 52.942368),(55 52.880283),(56 52.410458),(57 51.91832),(58 52.138424),(59 51.98079),(60 51.442303),(61 52.249012),(62 52.176064),(63 51.60696),(64 51.7225),(65 52.179832),(66 51.481216),(67 51.688835),(68 52.024803),(69 51.64551),(70 51.737366),(71 51.48833),(72 51.988552),(73 52.468906),(74 52.400322),(75 52.195305),(76 52.890877),(77 52.986492),(78 53.29773),(79 53.29775),
