1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 21391.945),(2 66564.66),(3 132435.3),(4 220510.95),(5 325385.34),(6 446990.5),(7 586407.7),(8 742490.7),(9 899759.5),(10 1054739.1),(11 1204664.9),(12 1328830.9),(13 1440100.1),(14 1499537.9),(15 1526615.5),(16 1530765.1),(17 1521872.4),(18 1501910),(19 1496855.6),(20 1503573.1),(21 1517394.9),(22 1548497.6),(23 1585551.4),(24 1629335),(25 1684430.6),(26 1754940.6),(27 1848279),(28 1965202.1),(29 2114396),(30 2239515.5),(31 2403788),(32 2566945.3),(33 2729037.5),(34 2875601.3),(35 2989412.8),(36 3077058),(37 3119936.3),(38 3129185),(39 3134289),(40 3112382),(41 3096185),(42 3093951),(43 3114231.3),(44 3157684),(45 3233909.3),(46 3371044.8),(47 3500632.3),(48 3700901.3),(49 3973698),(50 4325240),(51 4737750.5),(52 5231571.5),(53 5732929.5),(54 6294913.5),(55 6895501.5),(56 7492845.5),(57 8095290),(58 8689724),(59 9273313),(60 9813955),(61 10333461),(62 10829105),(63 11337761),(64 11818409),(65 12194469),(66 12536615),(67 12859265),(68 13079423),(69 13298847),(70 13471287),(71 13580827),(72 13591092),(73 13607584),(74 13623003),(75 13623952),(76 13643584),(77 13675620),(78 13741389),(79 13805875),
(1 36432.83),(2 135782.98),(3 290055.5),(4 484437.1),(5 710658.1),(6 958924.4),(7 1214185.8),(8 1469729.3),(9 1706272.6),(10 1927102.3),(11 2122877.3),(12 2289890.3),(13 2419600.3),(14 2515176.8),(15 2575770.3),(16 2598930),(17 2590105.8),(18 2559476),(19 2503738.8),(20 2433165.3),(21 2351778.8),(22 2262651.5),(23 2183126.3),(24 2115347.8),(25 2058459.3),(26 2018264.1),(27 1999300.8),(28 2000094.6),(29 2016899.1),(30 2044457.4),(31 2078565.4),(32 2114872.8),(33 2151691),(34 2189158.8),(35 2223623.5),(36 2250522.3),(37 2270195.3),(38 2279359.5),(39 2275302.3),(40 2262864),(41 2237664.3),(42 2198696.3),(43 2159202),(44 2115652.8),(45 2070924.3),(46 2026167.9),(47 1986539.3),(48 1947240.8),(49 1913928.8),(50 1891293),(51 1878872.8),(52 1877412.1),(53 1886505.3),(54 1903317),(55 1929478.6),(56 1957476.5),(57 1985271.6),(58 2012786.4),(59 2030866),(60 2040970),(61 2044253.1),(62 2040972.3),(63 2032319.6),(64 2015145.9),(65 1991094.9),(66 1958153),(67 1927555.5),(68 1902405),(69 1888140.4),(70 1879098.6),(71 1878333.4),(72 1885136.4),(73 1901241.1),(74 1925543.9),(75 1959480.4),(76 2001142.6),(77 2044101.6),(78 2094537.4),(79 2139027.8),
(1 32423.318),(2 120660.25),(3 256025.31),(4 426031.53),(5 621733.25),(6 829568.94),(7 1038794.2),(8 1243821.4),(9 1428268.9),(10 1594324.4),(11 1730952),(12 1842283.4),(13 1924738.9),(14 1985909.6),(15 2027564.4),(16 2041562),(17 2040233.5),(18 2028038.4),(19 2014084),(20 1992538.4),(21 1970362.6),(22 1949657.4),(23 1934257),(24 1917489),(25 1901304.4),(26 1888553.4),(27 1882151.6),(28 1880173.4),(29 1888424.1),(30 1902211.4),(31 1919564.5),(32 1946114),(33 1968647.6),(34 1996745),(35 2020469.6),(36 2041606),(37 2063915.4),(38 2083421.4),(39 2099959.3),(40 2107937),(41 2113653.8),(42 2113167.5),(43 2110124.5),(44 2106052.3),(45 2098136.8),(46 2091888),(47 2086470),(48 2081234.4),(49 2080246.6),(50 2089290.9),(51 2108913),(52 2131806.8),(53 2156460),(54 2187712.3),(55 2224407.3),(56 2264993.3),(57 2305450.3),(58 2343045.8),(59 2370043.5),(60 2392859.8),(61 2408297.3),(62 2417219.3),(63 2417904.3),(64 2406579.8),(65 2384787),(66 2353495),(67 2309429.8),(68 2274687.8),(69 2244735),(70 2219755.3),(71 2198400.5),(72 2185355.3),(73 2177885.8),(74 2178304.3),(75 2184601.8),(76 2201877),(77 2224289.8),(78 2250748.3),(79 2272239),
(1 27892.656),(2 102851.79),(3 216178),(4 360117.16),(5 526402.9),(6 702252.44),(7 877453.4),(8 1051492.8),(9 1201265.5),(10 1334042),(11 1439866.9),(12 1519381.3),(13 1569742.5),(14 1596695.1),(15 1601955.4),(16 1590987.6),(17 1571011.8),(18 1547357.4),(19 1521546),(20 1496042.8),(21 1476284.1),(22 1463295.1),(23 1460468.5),(24 1467447.8),(25 1481208.8),(26 1495860.3),(27 1515945),(28 1537085.3),(29 1560048.9),(30 1583970.4),(31 1605293.9),(32 1627873.5),(33 1644584.9),(34 1667308.1),(35 1693479.8),(36 1723006),(37 1752855.4),(38 1786892.3),(39 1823408.8),(40 1863173.4),(41 1905832.5),(42 1946966.3),(43 1978657.8),(44 2002806.4),(45 2015963.4),(46 2021409.6),(47 2024425.5),(48 2022832.6),(49 2019011.9),(50 2024081),(51 2032810.1),(52 2043205.1),(53 2055679.3),(54 2068938.1),(55 2083684.5),(56 2095321.3),(57 2100528.5),(58 2101629.5),(59 2098669.5),(60 2093419),(61 2080074),(62 2060164.1),(63 2032101.4),(64 2000290),(65 1970345.6),(66 1945328.8),(67 1919066.3),(68 1904944),(69 1903867.8),(70 1911789.4),(71 1915903.1),(72 1918403.1),(73 1919791.9),(74 1917774.5),(75 1912265.8),(76 1898869.9),(77 1880377.5),(78 1860689.8),(79 1834951),
(1 26581.318),(2 97769.82),(3 206552.02),(4 344016.8),(5 502086.3),(6 669926.25),(7 835173.44),(8 996022.4),(9 1139695.3),(10 1266669.1),(11 1363872.6),(12 1438523.3),(13 1486036.4),(14 1508431.3),(15 1510828.8),(16 1503857),(17 1494654.8),(18 1489459),(19 1483811.6),(20 1485230.8),(21 1498726.1),(22 1517563.9),(23 1548135.5),(24 1579134.8),(25 1614211.1),(26 1644695.9),(27 1671420.8),(28 1691478.3),(29 1703995),(30 1716214.6),(31 1726699.1),(32 1736212.5),(33 1738521.4),(34 1734802),(35 1731062.4),(36 1724113.3),(37 1713422.4),(38 1705963.8),(39 1702558.8),(40 1702800.6),(41 1703334.9),(42 1701334),(43 1699890.9),(44 1702457.8),(45 1704386.3),(46 1706831.4),(47 1713810.3),(48 1723056.5),(49 1732517.5),(50 1745663.3),(51 1764640),(52 1789448.5),(53 1818129.3),(54 1844269.1),(55 1862673.1),(56 1877760.4),(57 1889666.5),(58 1898314.5),(59 1906290),(60 1907675.1),(61 1909602.3),(62 1911020.1),(63 1917210.9),(64 1922513.9),(65 1934063.9),(66 1954531.5),(67 1972012.9),(68 1980985.6),(69 1989042.3),(70 2003227.6),(71 2014340.9),(72 2020557.8),(73 2019871),(74 2014619.6),(75 2002256),(76 1985181),(77 1968128),(78 1943385.1),(79 1913703),
(1 24962.477),(2 91048.484),(3 190036.03),(4 312572.16),(5 449874.63),(6 594153.5),(7 734767.6),(8 867004.4),(9 984708),(10 1086465.3),(11 1170585.6),(12 1238141.4),(13 1287331.3),(14 1320375.4),(15 1342239.9),(16 1356259.4),(17 1367145.6),(18 1377361.8),(19 1381328.9),(20 1381683.6),(21 1385493.5),(22 1387367.9),(23 1389222.1),(24 1396120.4),(25 1407731.4),(26 1418464.1),(27 1430405.1),(28 1445257),(29 1456988.4),(30 1468920.6),(31 1482305.9),(32 1494011.6),(33 1500753.9),(34 1501394.6),(35 1502233.9),(36 1500685.1),(37 1497152.6),(38 1487365.1),(39 1477503.6),(40 1470878),(41 1463971.5),(42 1454006.3),(43 1447347),(44 1451178.8),(45 1454504.1),(46 1459832.3),(47 1469937.3),(48 1487544.6),(49 1500238.1),(50 1509426),(51 1517291.4),(52 1526628.6),(53 1544530.9),(54 1566685.6),(55 1591813.5),(56 1615578.6),(57 1639200.9),(58 1658994),(59 1681817.8),(60 1700847.4),(61 1714769.5),(62 1724158.8),(63 1736020.1),(64 1747846.3),(65 1758884.1),(66 1776011),(67 1794985),(68 1807685.9),(69 1812678.8),(70 1821574),(71 1830608.9),(72 1837595.3),(73 1842655.1),(74 1841319.6),(75 1833747.4),(76 1821909.3),(77 1806579.9),(78 1788035),(79 1775768.1),
(1 25330.033),(2 92468.734),(3 192451.97),(4 316070.88),(5 456518.6),(6 603584.1),(7 749214.1),(8 891941),(9 1020001.25),(10 1131066),(11 1217905.8),(12 1283616.3),(13 1323994.6),(14 1342211.1),(15 1342462.1),(16 1330448.3),(17 1312650.5),(18 1292700.9),(19 1270885.9),(20 1250480.8),(21 1236095.8),(22 1230465.6),(23 1231804.4),(24 1239224.1),(25 1251460.9),(26 1267418),(27 1287190),(28 1311385.9),(29 1334573.1),(30 1357474.1),(31 1376818.9),(32 1397272.8),(33 1411494.1),(34 1419152),(35 1419899.3),(36 1416752.5),(37 1412806.6),(38 1408614.4),(39 1403158.3),(40 1401602.4),(41 1400231.9),(42 1396372.8),(43 1393261.3),(44 1392269.8),(45 1393854.6),(46 1397149.6),(47 1403741.1),(48 1414836.9),(49 1427733.1),(50 1440765.8),(51 1453155.5),(52 1467365.8),(53 1483930.6),(54 1498417.4),(55 1517505.8),(56 1536591.5),(57 1553444.9),(58 1566325.5),(59 1578651.3),(60 1591121.1),(61 1601274.1),(62 1610693.9),(63 1621501.8),(64 1631845.4),(65 1639523.4),(66 1647499.8),(67 1661993.4),(68 1673274.6),(69 1680984.8),(70 1685202.6),(71 1688701.4),(72 1694445.8),(73 1699233.5),(74 1702747.5),(75 1708124),(76 1713609.9),(77 1719307.4),(78 1721109.6),(79 1722785.6),
(1 26123.205),(2 95900.1),(3 199244.83),(4 327462.06),(5 473582.66),(6 628771.6),(7 778938.56),(8 920329.4),(9 1042666.9),(10 1145095.1),(11 1223561.4),(12 1282397.8),(13 1320509.3),(14 1340004.9),(15 1346597.4),(16 1343778),(17 1338175),(18 1334105),(19 1333252.6),(20 1333786.8),(21 1337827.9),(22 1342077.1),(23 1349594.3),(24 1357335.4),(25 1366163.9),(26 1376715.5),(27 1391786.3),(28 1410443.1),(29 1431800.3),(30 1456913.4),(31 1480448),(32 1502331.6),(33 1519919.9),(34 1534509.3),(35 1543401.8),(36 1542029),(37 1532078.8),(38 1520091.6),(39 1506733.4),(40 1495024.3),(41 1488952.1),(42 1484871.9),(43 1482191.3),(44 1483859.4),(45 1486341.1),(46 1485031.4),(47 1482889.3),(48 1483815.4),(49 1486926.3),(50 1493145.4),(51 1499480),(52 1509175.9),(53 1520965.4),(54 1530211.1),(55 1544144.3),(56 1559531.9),(57 1574649.6),(58 1589573),(59 1605503.3),(60 1620062.3),(61 1633496.1),(62 1641682),(63 1645449.6),(64 1649637.1),(65 1642061.8),(66 1631538.8),(67 1625304.9),(68 1611837.1),(69 1592185),(70 1574988.1),(71 1566877.6),(72 1564564.5),(73 1564903),(74 1570280.1),(75 1587352.5),(76 1612472.8),(77 1641746.6),(78 1665972.3),(79 1686461.6),
(1 25331.488),(2 92656.28),(3 194210.69),(4 319075.16),(5 461077.84),(6 609893.25),(7 755503.06),(8 892440),(9 1009372.9),(10 1104812.3),(11 1178362.8),(12 1226294.1),(13 1255086.3),(14 1270304),(15 1275357.5),(16 1272061.6),(17 1263637),(18 1257760.6),(19 1254758.5),(20 1253023.8),(21 1257143.4),(22 1265020.9),(23 1275359.1),(24 1283409),(25 1294885.8),(26 1306290.9),(27 1318835.4),(28 1331997.5),(29 1340674.1),(30 1350988.6),(31 1358843.6),(32 1366410),(33 1375216.3),(34 1384976),(35 1394162.1),(36 1403893.8),(37 1411301.8),(38 1420474.5),(39 1428469.9),(40 1433744),(41 1434663.5),(42 1427306.4),(43 1415102.8),(44 1402838.9),(45 1391184.8),(46 1376810.8),(47 1363725.8),(48 1351146.9),(49 1337950.4),(50 1323594.1),(51 1306830.3),(52 1292664.9),(53 1278954.6),(54 1267330.4),(55 1261390.8),(56 1262686.1),(57 1272220.3),(58 1289071.8),(59 1315152.5),(60 1344906),(61 1373833.8),(62 1399688.9),(63 1422445.8),(64 1441900.6),(65 1451363.3),(66 1453181.5),(67 1450140.5),(68 1436796.9),(69 1420944.8),(70 1407692.5),(71 1398316.1),(72 1391216.5),(73 1386832.6),(74 1390230.3),(75 1399292.1),(76 1414974.8),(77 1436698.1),(78 1461672.6),(79 1488348.1),
(1 24055.639),(2 87783.836),(3 184064.28),(4 303796.34),(5 439493.75),(6 578910.5),(7 713639.5),(8 835997.25),(9 939554),(10 1021886.5),(11 1081506.9),(12 1115642),(13 1128807),(14 1129533.3),(15 1123929),(16 1116651.6),(17 1107870.8),(18 1101522.5),(19 1101308.9),(20 1107077.5),(21 1119764.6),(22 1137053.9),(23 1158455.8),(24 1178352),(25 1201957.1),(26 1227596.4),(27 1256673.6),(28 1282920.3),(29 1304925.9),(30 1325715.1),(31 1344343.1),(32 1363970.6),(33 1380670.4),(34 1391081.8),(35 1400049.6),(36 1407983.1),(37 1409235.8),(38 1402796.9),(39 1394486.4),(40 1387449.1),(41 1382477),(42 1380262.5),(43 1379747.1),(44 1381166.3),(45 1383142.9),(46 1378326.4),(47 1368030.1),(48 1352911.1),(49 1333296.3),(50 1308609.3),(51 1277572.9),(52 1246616.3),(53 1214351.1),(54 1181465.4),(55 1153403.8),(56 1130052.9),(57 1111969.8),(58 1102181.3),(59 1102884.5),(60 1109943.5),(61 1117854.3),(62 1127539.8),(63 1139777.9),(64 1152637.8),(65 1161379.3),(66 1166166.6),(67 1162936.8),(68 1154737.4),(69 1141698.5),(70 1130664.9),(71 1122352.1),(72 1114341),(73 1112089.3),(74 1114735.4),(75 1118822.1),(76 1124703),(77 1135290.5),(78 1148164.8),(79 1163466.8),
(1 24632.941),(2 89401.984),(3 187771.84),(4 307459.38),(5 439281.72),(6 572988.8),(7 696195.3),(8 804279.75),(9 887866.94),(10 949438),(11 988737.94),(12 1005256.6),(13 1002583.9),(14 993993.06),(15 981385.6),(16 973970),(17 974178.4),(18 983874.25),(19 1005279.06),(20 1032283.7),(21 1061367),(22 1090499.3),(23 1110126.1),(24 1123302.9),(25 1135676.5),(26 1143156.3),(27 1149623.3),(28 1152768.3),(29 1153590),(30 1154567.4),(31 1151907.6),(32 1153139),(33 1159504.8),(34 1165799.6),(35 1166133),(36 1164937.4),(37 1161891.9),(38 1156246),(39 1144913.4),(40 1134848.3),(41 1126805.8),(42 1117311),(43 1113863.3),(44 1113927),(45 1114553.9),(46 1113258.3),(47 1111898.3),(48 1109341.4),(49 1102570.4),(50 1092088.1),(51 1082323.5),(52 1073696.3),(53 1063653.8),(54 1055893.4),(55 1048991),(56 1046778.75),(57 1046857.06),(58 1044763.8),(59 1042007.6),(60 1039747.56),(61 1035384.8),(62 1029826.9),(63 1022196.7),(64 1014941.1),(65 1006239.75),(66 998546.5),(67 991554.9),(68 989122.06),(69 989733.06),(70 993713.94),(71 1000759.06),(72 1009942.44),(73 1018891.44),(74 1029157),(75 1033700.3),(76 1036449.44),(77 1038637.1),(78 1035745.44),(79 1031708.3),
(1 24003.719),(2 86420.625),(3 178526.73),(4 288070.78),(5 405242.6),(6 517743.06),(7 618628.44),(8 704373.44),(9 768245.9),(10 812212.94),(11 838109.06),(12 851626.7),(13 856420.8),(14 856429.44),(15 854670),(16 854079),(17 858848.75),(18 871737.25),(19 892560.7),(20 919909.56),(21 948921.1),(22 977671.4),(23 1005750.25),(24 1027292.1),(25 1045113.4),(26 1056976.1),(27 1062439.1),(28 1064600),(29 1066142),(30 1065710.8),(31 1063619.9),(32 1061499.4),(33 1059747.5),(34 1053697.5),(35 1043426.2),(36 1033522.56),(37 1024999.3),(38 1019173.2),(39 1015650.5),(40 1017547.9),(41 1025376.8),(42 1032157.8),(43 1042935.9),(44 1058733.8),(45 1070151.9),(46 1076737),(47 1077889.3),(48 1072768.3),(49 1067710.6),(50 1061935.3),(51 1059781.6),(52 1060467.3),(53 1060294.3),(54 1059099.1),(55 1056555.9),(56 1053860),(57 1051088.8),(58 1046059.8),(59 1040435.56),(60 1031234),(61 1019599.44),(62 1007728.5),(63 995678.9),(64 983295.6),(65 970596.06),(66 959032.9),(67 949443.2),(68 945004.75),(69 947075.1),(70 954417.6),(71 962805.25),(72 974522.06),(73 985457.25),(74 996952.75),(75 1007866),(76 1009545.5),(77 1005834.4),(78 996916),(79 982552.75),
(1 24023.482),(2 86798.98),(3 178936.92),(4 289743.16),(5 407841.4),(6 525723.2),(7 633305.8),(8 726136.75),(9 795535.6),(10 843861.9),(11 873610.5),(12 887562.44),(13 890536.44),(14 889224.2),(15 884141.25),(16 877083.44),(17 873729.6),(18 879280.25),(19 892296.94),(20 910902.6),(21 930535.75),(22 953286.5),(23 975603.75),(24 995268.4),(25 1011849.9),(26 1022263.4),(27 1026690.6),(28 1029222.75),(29 1029987.7),(30 1030990),(31 1028513.1),(32 1024649.9),(33 1025080.3),(34 1023913.9),(35 1020346.06),(36 1010577.06),(37 993747.94),(38 973979.4),(39 955737.75),(40 940053.06),(41 929404.56),(42 921578.25),(43 918529.1),(44 924220.75),(45 931791.94),(46 939468.7),(47 948257.44),(48 956802.8),(49 967291.5),(50 976578.25),(51 986010.1),(52 998858.44),(53 1011779.25),(54 1022317.4),(55 1030219.75),(56 1036137.75),(57 1036924.25),(58 1035033.1),(59 1030014.1),(60 1020669.75),(61 1005773.3),(62 990359.44),(63 977906.7),(64 972241.94),(65 970099.44),(66 967464.56),(67 961587.56),(68 958110.9),(69 963916.44),(70 971396.44),(71 982250.44),(72 996364.9),(73 1008957.75),(74 1021367.94),(75 1033685.6),(76 1041161.4),(77 1046534.56),(78 1049996.8),(79 1054033.6),
(1 25072.803),(2 90411.09),(3 187022.72),(4 303289.56),(5 429767.16),(6 553671.75),(7 666135.25),(8 763715.3),(9 839703.75),(10 897541.56),(11 933393.25),(12 956585.9),(13 969634.7),(14 976400.44),(15 977040.94),(16 971978.06),(17 967890.44),(18 965474.2),(19 966574.5),(20 970340.56),(21 975823.6),(22 983622.5),(23 994138.44),(24 1005105.5),(25 1016300.6),(26 1027423.75),(27 1038479.56),(28 1050140.3),(29 1063815.8),(30 1075564),(31 1084230.4),(32 1084186.9),(33 1082744.8),(34 1077120),(35 1067048.1),(36 1054512.4),(37 1037661),(38 1019230.25),(39 1004537.06),(40 991488),(41 983600.56),(42 980275.25),(43 982000),(44 987337.6),(45 995717.3),(46 1003282.3),(47 1010248.25),(48 1017571.1),(49 1022632.8),(50 1025085.1),(51 1026240.56),(52 1029787.7),(53 1035442.56),(54 1038701),(55 1037770.56),(56 1035003.6),(57 1028802.8),(58 1020203.94),(59 1012300.5),(60 1004395.4),(61 995835),(62 987240.56),(63 978913.5),(64 971182.6),(65 961435.6),(66 950420.4),(67 943243.9),(68 942738.9),(69 948663.5),(70 958327.75),(71 966837.44),(72 971319.75),(73 970407.1),(74 966852.06),(75 960472.94),(76 955664.94),(77 954663.94),(78 958681.7),(79 966754.8),
(1 22805.348),(2 82093.36),(3 169553.69),(4 273146.16),(5 382840.2),(6 491347.63),(7 588515.44),(8 671846.2),(9 733553.7),(10 779357.06),(11 806755.75),(12 823434.44),(13 828893),(14 828678.75),(15 825020.75),(16 820203.56),(17 819020.56),(18 824999.75),(19 834995.25),(20 850948.7),(21 868103.3),(22 884149.44),(23 898619.25),(24 912615.3),(25 926902.56),(26 938908.2),(27 949528.1),(28 955169),(29 960072.8),(30 963252.7),(31 960301.4),(32 954647.56),(33 949541.56),(34 944739.6),(35 943507.7),(36 945756.56),(37 950632),(38 955944.1),(39 961482.4),(40 969458.9),(41 976311.56),(42 980245.94),(43 983356.44),(44 986616.7),(45 989447.2),(46 989417.56),(47 985990.25),(48 977514.4),(49 967453.25),(50 955831.6),(51 943449.6),(52 932934.7),(53 927688.4),(54 922579.44),(55 916343.3),(56 912614.75),(57 907991.1),(58 901538.8),(59 892430),(60 886353.2),(61 883889.8),(62 883154.5),(63 886262.75),(64 891263.06),(65 892531.25),(66 890181.4),(67 890076.56),(68 887475),(69 888304.5),(70 891931.06),(71 895392.8),(72 900116.2),(73 902501.44),(74 902183.2),(75 898674.56),(76 896093.6),(77 895972.06),(78 897041.56),(79 900031.2),
(1 22757.799),(2 82502.87),(3 170650.47),(4 275568.72),(5 390139),(6 500944.28),(7 601622.44),(8 686386.25),(9 750946.6),(10 801872.75),(11 835016.25),(12 857480.25),(13 871808.9),(14 878581.25),(15 881236.7),(16 880045.4),(17 878810.4),(18 879294.9),(19 883221.9),(20 889612.7),(21 895500.94),(22 900001.3),(23 900920),(24 894829),(25 883171.8),(26 868645.75),(27 854394.2),(28 838944.3),(29 828968.3),(30 823890.44),(31 822393),(32 822263.44),(33 824074.9),(34 824179.1),(35 827700.9),(36 834522.44),(37 844118.25),(38 853043.5),(39 860285.1),(40 865270.56),(41 869832.44),(42 872037.75),(43 873805.56),(44 876452.44),(45 879873.3),(46 883480.7),(47 889354.75),(48 895330.5),(49 904127.44),(50 913152.75),(51 920956.25),(52 933331.3),(53 943977.9),(54 948439.25),(55 946679.44),(56 942279.7),(57 932630.4),(58 920900.06),(59 907075.3),(60 894264.94),(61 880307.4),(62 872133.6),(63 871190.9),(64 871450.5),(65 871131.94),(66 868554.75),(67 870344.2),(68 873349.2),(69 873483.75),(70 872675.06),(71 871958.4),(72 875245.8),(73 880468.25),(74 886441.9),(75 891383.44),(76 898510.2),(77 904422),(78 908059),(79 911434.25),
(1 21384.328),(2 76392.26),(3 157183.48),(4 252326.97),(5 353636.7),(6 454505.66),(7 547232),(8 626781),(9 687770.25),(10 733415.75),(11 760229.94),(12 770957.94),(13 769962.75),(14 763894.4),(15 759943),(16 755494.2),(17 751535),(18 751594.4),(19 755577.1),(20 761916.44),(21 770452.5),(22 782294.2),(23 792373.75),(24 799393.7),(25 801437.7),(26 803096.94),(27 804419.3),(28 801134.44),(29 798109.7),(30 797613.44),(31 798838.1),(32 801438.4),(33 806848.6),(34 810233.6),(35 811156.2),(36 811213.9),(37 811979.06),(38 813712.8),(39 814813.1),(40 815026.25),(41 812668.9),(42 806010.9),(43 797122.56),(44 786751.75),(45 775146.75),(46 767561.06),(47 763277.44),(48 763369.06),(49 767607.25),(50 778883.44),(51 791248.25),(52 808429.9),(53 827506.56),(54 844637.56),(55 861705.06),(56 874276.5),(57 882128.6),(58 887475),(59 889137.9),(60 887212.06),(61 883449.9),(62 881844),(63 884943.8),(64 889069.8),(65 896578.44),(66 906443.1),(67 917486.3),(68 929408.56),(69 937651.3),(70 942501.56),(71 944836.25),(72 947359.9),(73 950117.1),(74 945809.7),(75 936471),(76 924879.56),(77 909932.1),(78 888837.75),(79 869706.8),
(1 22479.84),(2 80283.45),(3 163928.36),(4 261261.66),(5 364185.44),(6 459725.9),(7 544271.06),(8 612483.2),(9 659424.7),(10 687819.4),(11 699464.44),(12 698715.1),(13 692309.6),(14 686884.75),(15 689768.4),(16 696567.4),(17 708506.2),(18 725613),(19 747227.5),(20 766953.3),(21 782119.44),(22 792607),(23 794513.7),(24 792932.06),(25 787299.9),(26 782289.06),(27 778220.2),(28 770794),(29 767316.5),(30 765404.2),(31 763571.1),(32 760978.8),(33 759319.06),(34 756292),(35 750853.2),(36 745941.2),(37 742216),(38 740634.44),(39 743375.5),(40 745946.56),(41 748124.1),(42 749410.3),(43 748484.75),(44 743685.44),(45 734593.3),(46 724629.25),(47 714376.7),(48 705267.5),(49 698531.9),(50 695448.4),(51 695117.25),(52 700780.56),(53 710279.06),(54 720386.7),(55 732269.7),(56 743358.25),(57 752658.8),(58 761418.2),(59 771150.2),(60 778693.56),(61 784894),(62 788557.06),(63 791241.5),(64 794212.75),(65 797192.44),(66 798528.3),(67 802773.56),(68 811923.44),(69 821759.9),(70 826673.06),(71 832691.75),(72 838374.6),(73 841486.94),(74 837247.3),(75 827551.7),(76 817893.8),(77 807108.2),(78 790654.56),(79 774851.4),
