1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 170.99585),(2 222.63588),(3 257.51343),(4 276.7864),(5 299.21362),(6 311.91812),(7 321.00406),(8 342.4631),(9 353.954),(10 358.52533),(11 366.75653),(12 372.9831),(13 378.88043),(14 383.69427),(15 387.67688),(16 392.24005),(17 390.6035),(18 395.68408),(19 399.37314),(20 407.9546),(21 408.9851),(22 413.74557),(23 421.02872),(24 421.24722),(25 423.86093),(26 427.8295),(27 427.49298),(28 428.84964),(29 429.261),(30 433.01187),(31 434.1793),(32 436.36093),(33 433.0902),(34 433.26724),(35 434.97418),(36 435.5724),(37 433.16916),(38 445.1523),(39 450.22116),(40 452.22922),(41 450.3547),(42 452.9879),(43 450.9917),(44 453.5032),(45 455.72745),(46 461.3109),(47 463.35474),(48 455.44354),(49 456.02774),(50 456.6111),(51 454.96713),(52 453.62106),(53 456.64008),(54 453.58017),(55 452.85214),(56 449.20184),(57 449.57986),(58 449.98105),(59 447.2909),(60 442.9232),(61 449.26254),(62 449.1082),(63 452.30524),(64 450.81216),(65 453.56827),(66 454.2577),(67 458.47562),(68 466.9303),(69 467.7971),(70 469.61688),(71 474.25568),(72 482.5011),(73 486.55933),(74 488.98517),(75 491.34674),(76 498.01196),(77 502.31635),(78 503.34332),(79 509.45938),
(1 168.94145),(2 222.29509),(3 254.95213),(4 271.89194),(5 290.6727),(6 303.61627),(7 315.59378),(8 331.75397),(9 342.56583),(10 351.78723),(11 356.83563),(12 364.30276),(13 374.65726),(14 375.78186),(15 382.95673),(16 382.53842),(17 388.0729),(18 391.49026),(19 399.07355),(20 403.82596),(21 405.48718),(22 410.70834),(23 416.3945),(24 417.02692),(25 421.9071),(26 421.28793),(27 424.27686),(28 423.08258),(29 421.07584),(30 423.08966),(31 424.07733),(32 426.35373),(33 421.12933),(34 421.07135),(35 426.48492),(36 427.4051),(37 424.3139),(38 432.62692),(39 431.77933),(40 431.87115),(41 430.03314),(42 430.37848),(43 427.93698),(44 428.39026),(45 431.63882),(46 433.2473),(47 433.6966),(48 429.82867),(49 430.65002),(50 431.24915),(51 430.13806),(52 426.02832),(53 431.18408),(54 430.31592),(55 428.53635),(56 427.90198),(57 431.73108),(58 434.95273),(59 434.85782),(60 431.12256),(61 432.3406),(62 433.72092),(63 435.74),(64 436.91507),(65 438.3944),(66 440.51926),(67 442.18094),(68 443.45724),(69 444.08456),(70 450.5742),(71 455.43533),(72 454.89398),(73 459.21344),(74 459.06226),(75 465.448),(76 470.84085),(77 471.52972),(78 472.00623),(79 477.08002),
(1 166.54642),(2 216.9345),(3 249.16335),(4 266.80408),(5 289.71875),(6 302.259),(7 312.38852),(8 329.15494),(9 341.66858),(10 345.68222),(11 350.82977),(12 358.8897),(13 368.11105),(14 370.38794),(15 376.64304),(16 378.45367),(17 382.6023),(18 381.9108),(19 389.8289),(20 392.55417),(21 393.66342),(22 396.76978),(23 402.04517),(24 401.29654),(25 402.4495),(26 404.0771),(27 408.95776),(28 409.79916),(29 409.88193),(30 408.50522),(31 410.1437),(32 414.60043),(33 409.75522),(34 412.5697),(35 416.0066),(36 419.027),(37 416.45306),(38 422.59055),(39 423.95972),(40 424.78748),(41 421.6043),(42 421.24106),(43 424.90057),(44 423.75903),(45 428.16052),(46 429.75577),(47 432.98355),(48 427.21634),(49 422.88983),(50 426.8458),(51 429.03217),(52 424.97202),(53 429.30984),(54 429.81204),(55 430.6209),(56 431.35513),(57 429.72977),(58 434.64435),(59 435.7106),(60 434.6581),(61 435.00745),(62 437.8044),(63 438.6227),(64 437.55417),(65 441.11533),(66 444.78366),(67 441.88306),(68 447.59598),(69 448.80096),(70 454.1679),(71 456.93378),(72 460.02408),(73 462.67047),(74 465.46722),(75 469.81277),(76 473.45013),(77 473.19946),(78 473.9684),(79 476.5053),
(1 164.4196),(2 215.21364),(3 248.43404),(4 263.86395),(5 285.5526),(6 299.8305),(7 306.99408),(8 321.94424),(9 331.4916),(10 340.17728),(11 345.72214),(12 354.43683),(13 359.8808),(14 366.6411),(15 370.17188),(16 371.72324),(17 373.12122),(18 375.20074),(19 377.69803),(20 383.53088),(21 385.40454),(22 389.84998),(23 397.66046),(24 398.75085),(25 399.2263),(26 401.23248),(27 402.99863),(28 404.29068),(29 403.1566),(30 403.7444),(31 406.67593),(32 411.27094),(33 408.78494),(34 410.38672),(35 413.23785),(36 416.9852),(37 418.74924),(38 425.24738),(39 429.62656),(40 432.9576),(41 435.10367),(42 438.54474),(43 438.37308),(44 438.894),(45 441.60278),(46 442.82886),(47 446.68726),(48 444.30865),(49 439.66525),(50 442.71823),(51 445.25272),(52 443.88016),(53 444.7394),(54 445.81073),(55 450.4341),(56 447.96478),(57 448.4128),(58 452.93695),(59 453.29077),(60 455.45526),(61 457.4178),(62 455.8532),(63 457.49728),(64 459.73206),(65 462.3792),(66 464.77585),(67 468.91806),(68 473.3842),(69 474.8885),(70 480.9184),(71 486.4713),(72 490.2067),(73 496.10635),(74 500.9304),(75 501.5325),(76 508.55338),(77 508.46375),(78 510.72092),(79 513.16943),
(1 163.11815),(2 211.51566),(3 245.97372),(4 259.11563),(5 281.38965),(6 293.77875),(7 301.42123),(8 318.28113),(9 329.8194),(10 334.0888),(11 339.2119),(12 350.2691),(13 357.05157),(14 359.429),(15 366.08698),(16 368.67673),(17 369.04053),(18 369.28223),(19 374.01563),(20 374.9477),(21 375.4208),(22 380.90952),(23 391.30756),(24 391.09656),(25 393.00482),(26 394.413),(27 396.31268),(28 388.83203),(29 387.9175),(30 388.97342),(31 388.475),(32 392.95688),(33 391.5891),(34 394.06973),(35 395.56528),(36 395.91748),(37 393.60004),(38 400.5697),(39 402.63358),(40 404.1241),(41 408.96252),(42 409.36893),(43 410.96027),(44 409.74072),(45 412.2171),(46 414.3279),(47 415.636),(48 409.63376),(49 408.73938),(50 409.15894),(51 411.49265),(52 409.5374),(53 415.37915),(54 413.7093),(55 418.63004),(56 414.14233),(57 412.53482),(58 416.27673),(59 415.09323),(60 412.8887),(61 415.09167),(62 415.30438),(63 416.1277),(64 417.34366),(65 415.95493),(66 414.81815),(67 419.60052),(68 423.7633),(69 428.63678),(70 430.55133),(71 434.29166),(72 437.88443),(73 439.99197),(74 444.84308),(75 450.7926),(76 453.48505),(77 460.74698),(78 465.71616),(79 470.09903),
(1 158.7042),(2 207.14243),(3 240.04243),(4 256.93677),(5 277.511),(6 290.4252),(7 297.177),(8 314.55942),(9 325.91183),(10 330.01666),(11 337.49985),(12 345.35495),(13 354.32803),(14 356.40604),(15 359.3399),(16 362.12546),(17 363.5306),(18 366.7547),(19 370.87534),(20 374.1826),(21 374.90842),(22 380.07898),(23 387.61475),(24 385.70197),(25 393.84122),(26 393.50388),(27 397.55396),(28 396.0883),(29 394.1807),(30 397.10846),(31 396.73785),(32 400.27457),(33 398.2172),(34 395.59296),(35 400.3913),(36 398.60007),(37 401.74844),(38 407.32898),(39 409.03302),(40 411.95413),(41 412.08142),(42 413.56125),(43 412.38892),(44 412.5087),(45 415.50412),(46 418.7209),(47 418.098),(48 413.53345),(49 408.1528),(50 411.82315),(51 410.97058),(52 410.8169),(53 414.14395),(54 411.97726),(55 412.91125),(56 412.62207),(57 410.57022),(58 410.37485),(59 408.28497),(60 404.22156),(61 406.91217),(62 404.4175),(63 404.53397),(64 404.86224),(65 404.12686),(66 404.1236),(67 405.22897),(68 405.59402),(69 407.23837),(70 408.3301),(71 413.03818),(72 417.36823),(73 419.7976),(74 423.81885),(75 426.0171),(76 429.71603),(77 435.1587),(78 436.92532),(79 440.44244),
(1 155.24089),(2 204.66054),(3 240.21654),(4 255.56824),(5 277.0851),(6 289.28275),(7 298.44928),(8 313.22473),(9 324.53534),(10 331.17477),(11 339.09595),(12 347.41623),(13 354.86057),(14 356.02902),(15 355.86627),(16 358.8383),(17 362.8217),(18 367.9209),(19 372.25623),(20 375.04907),(21 378.0768),(22 380.4294),(23 386.58862),(24 381.90656),(25 385.69083),(26 387.80804),(27 390.74045),(28 389.27896),(29 386.63593),(30 390.27853),(31 390.29346),(32 395.5419),(33 393.1689),(34 396.74347),(35 400.0165),(36 400.97034),(37 400.79028),(38 409.62283),(39 412.1869),(40 410.19263),(41 412.2409),(42 416.767),(43 417.62057),(44 417.69437),(45 420.68576),(46 423.51422),(47 423.89194),(48 420.225),(49 418.8927),(50 421.14532),(51 423.81223),(52 423.49298),(53 427.9169),(54 426.28177),(55 426.82654),(56 425.9468),(57 422.24487),(58 420.5755),(59 421.28986),(60 414.0257),(61 416.47205),(62 420.1363),(63 419.76804),(64 419.6308),(65 421.3572),(66 421.9513),(67 424.7579),(68 426.7364),(69 429.30826),(70 432.1565),(71 434.84103),(72 439.82663),(73 440.78793),(74 444.20364),(75 446.74976),(76 450.2269),(77 453.91434),(78 457.15076),(79 460.75323),
(1 154.36624),(2 201.05453),(3 235.01582),(4 249.618),(5 270.7748),(6 283.87885),(7 290.3755),(8 307.03485),(9 315.8625),(10 319.44016),(11 327.17493),(12 333.57178),(13 342.99164),(14 345.14075),(15 344.37296),(16 348.0827),(17 351.1436),(18 351.42563),(19 355.48734),(20 357.66376),(21 358.0087),(22 360.48233),(23 365.5435),(24 365.40958),(25 367.83893),(26 370.12076),(27 373.30038),(28 374.90665),(29 373.78705),(30 374.15082),(31 374.12103),(32 377.59222),(33 377.15558),(34 379.146),(35 382.6997),(36 379.45477),(37 376.90054),(38 388.831),(39 390.54492),(40 388.89606),(41 389.235),(42 390.5113),(43 388.62097),(44 389.9409),(45 393.08908),(46 394.5851),(47 398.2763),(48 396.6555),(49 392.89496),(50 395.24384),(51 395.4444),(52 393.4275),(53 400.38354),(54 397.94952),(55 398.672),(56 396.261),(57 395.41724),(58 397.1405),(59 395.75577),(60 394.85858),(61 395.7894),(62 396.35257),(63 398.95245),(64 401.1676),(65 402.6896),(66 404.127),(67 404.86884),(68 411.66306),(69 414.1627),(70 418.207),(71 422.50137),(72 424.55133),(73 431.2271),(74 435.91992),(75 435.62967),(76 443.43512),(77 448.89432),(78 451.76715),(79 454.04218),
(1 152.1598),(2 197.71835),(3 227.47797),(4 244.0467),(5 263.76453),(6 276.2652),(7 284.80695),(8 298.29208),(9 310.9166),(10 317.9093),(11 325.9098),(12 333.38007),(13 341.06802),(14 341.9523),(15 343.98767),(16 351.2286),(17 349.24948),(18 351.3105),(19 356.34335),(20 357.92355),(21 357.12894),(22 363.78082),(23 369.75763),(24 369.7692),(25 369.63046),(26 372.59174),(27 375.02563),(28 374.137),(29 371.92648),(30 371.58606),(31 373.1185),(32 375.1153),(33 376.14236),(34 376.7449),(35 379.93958),(36 381.39273),(37 379.3899),(38 387.3936),(39 393.88516),(40 391.3199),(41 394.50027),(42 395.7278),(43 396.80652),(44 397.58698),(45 397.76727),(46 401.15875),(47 402.8425),(48 398.1087),(49 396.7996),(50 397.68414),(51 399.3271),(52 394.98898),(53 397.06097),(54 398.72818),(55 398.9853),(56 395.33255),(57 394.70334),(58 395.0317),(59 393.2539),(60 387.3329),(61 386.40195),(62 385.9772),(63 386.89548),(64 387.95734),(65 391.77002),(66 395.0512),(67 394.51276),(68 403.1421),(69 407.94614),(70 412.3678),(71 417.23193),(72 423.1972),(73 430.39618),(74 433.0105),(75 434.62198),(76 441.1307),(77 444.72256),(78 447.3442),(79 447.52527),
(1 152.88913),(2 198.31592),(3 227.29631),(4 243.18684),(5 264.23843),(6 276.8924),(7 286.44986),(8 299.39417),(9 309.42844),(10 314.3701),(11 320.27423),(12 329.97885),(13 337.51324),(14 338.80673),(15 340.8533),(16 343.59155),(17 345.9622),(18 345.99072),(19 349.45145),(20 355.32098),(21 356.67792),(22 361.2019),(23 367.75235),(24 369.68237),(25 370.50394),(26 373.48056),(27 375.9873),(28 373.32175),(29 374.7821),(30 374.8793),(31 374.98776),(32 379.20877),(33 377.70972),(34 378.57297),(35 378.43066),(36 380.9191),(37 379.6021),(38 385.72974),(39 390.15894),(40 390.71994),(41 389.055),(42 391.62546),(43 394.55368),(44 391.0181),(45 392.56326),(46 397.56635),(47 399.01364),(48 394.3469),(49 391.60104),(50 389.59177),(51 395.09235),(52 395.23087),(53 396.21762),(54 395.11942),(55 394.37323),(56 396.11154),(57 394.97946),(58 397.90662),(59 392.94037),(60 387.78326),(61 389.4753),(62 389.98837),(63 392.28482),(64 393.04874),(65 399.68585),(66 404.34268),(67 407.32455),(68 410.99448),(69 415.7182),(70 420.48395),(71 422.14383),(72 429.41644),(73 435.93076),(74 438.10004),(75 438.97043),(76 445.65747),(77 449.7485),(78 450.3992),(79 448.47287),
(1 153.37257),(2 195.84225),(3 226.68893),(4 241.93301),(5 260.52975),(6 270.93442),(7 278.85147),(8 295.423),(9 305.46918),(10 310.70938),(11 313.2143),(12 322.5685),(13 327.73444),(14 326.36374),(15 327.95465),(16 333.85458),(17 334.10382),(18 335.5763),(19 337.6029),(20 342.62955),(21 344.40506),(22 348.79962),(23 356.07523),(24 353.09097),(25 353.4839),(26 355.76407),(27 362.95215),(28 362.32584),(29 362.5316),(30 363.71545),(31 365.4577),(32 366.70416),(33 365.14664),(34 368.99677),(35 371.19662),(36 372.744),(37 373.5965),(38 383.67163),(39 388.71204),(40 388.76312),(41 387.12653),(42 391.9808),(43 391.84128),(44 390.27527),(45 393.38913),(46 394.62662),(47 395.7975),(48 392.82172),(49 388.71692),(50 388.7575),(51 391.06235),(52 391.69867),(53 394.48312),(54 394.64),(55 398.11966),(56 397.05008),(57 398.84988),(58 401.47656),(59 399.1855),(60 398.8432),(61 399.66922),(62 399.0222),(63 399.31955),(64 399.3183),(65 400.9213),(66 403.6287),(67 403.54382),(68 407.1393),(69 406.97156),(70 409.39835),(71 409.16992),(72 413.48416),(73 417.99902),(74 420.06488),(75 423.579),(76 425.7087),(77 428.1722),(78 431.43353),(79 431.29572),
(1 152.04395),(2 195.85338),(3 225.34082),(4 238.18388),(5 256.1066),(6 265.46262),(7 273.81262),(8 289.1911),(9 298.92383),(10 301.72513),(11 305.65988),(12 315.47336),(13 324.0563),(14 324.92917),(15 324.58804),(16 331.31683),(17 334.59067),(18 337.99292),(19 343.68195),(20 349.10815),(21 350.03378),(22 351.4417),(23 360.1174),(24 355.6758),(25 358.9977),(26 358.80377),(27 365.57236),(28 364.85623),(29 365.24957),(30 366.34973),(31 366.32568),(32 369.00714),(33 367.47684),(34 370.5341),(35 371.44174),(36 374.00064),(37 371.54095),(38 379.59103),(39 387.26672),(40 386.77658),(41 387.26605),(42 392.02496),(43 396.99478),(44 397.27567),(45 401.057),(46 400.26254),(47 401.4276),(48 397.3744),(49 399.00208),(50 398.94067),(51 401.70398),(52 399.56897),(53 401.71094),(54 399.74802),(55 400.63074),(56 400.71478),(57 401.37033),(58 403.0236),(59 400.05026),(60 401.1365),(61 398.57477),(62 396.00665),(63 397.59592),(64 396.97333),(65 398.95273),(66 401.53503),(67 405.15732),(68 406.18274),(69 408.08743),(70 411.9586),(71 415.36365),(72 418.01794),(73 423.3107),(74 423.30933),(75 428.54486),(76 432.44785),(77 436.71857),(78 442.77982),(79 446.29675),
(1 148.42238),(2 190.00664),(3 221.34384),(4 234.9391),(5 253.2541),(6 262.4689),(7 271.6614),(8 284.36508),(9 297.17514),(10 297.98425),(11 304.18842),(12 312.0037),(13 319.95187),(14 321.0324),(15 324.3287),(16 329.9992),(17 328.32184),(18 330.9726),(19 336.88165),(20 344.50266),(21 344.85144),(22 348.0381),(23 353.3054),(24 351.38455),(25 352.976),(26 356.44547),(27 359.6537),(28 360.6287),(29 360.1172),(30 360.55936),(31 358.61078),(32 361.5074),(33 359.01),(34 360.1697),(35 360.6002),(36 364.30283),(37 363.26154),(38 371.2481),(39 373.47324),(40 372.80966),(41 370.67694),(42 372.64792),(43 375.15155),(44 373.3806),(45 373.92172),(46 376.97333),(47 378.352),(48 373.13824),(49 371.54013),(50 374.26877),(51 374.0081),(52 372.4119),(53 375.14517),(54 375.49542),(55 377.32248),(56 374.1125),(57 372.61572),(58 374.98108),(59 373.70407),(60 370.34747),(61 374.5736),(62 373.3464),(63 375.62122),(64 374.80392),(65 377.28183),(66 378.82523),(67 381.1101),(68 383.69446),(69 387.629),(70 390.9896),(71 392.86984),(72 395.69382),(73 404.85382),(74 407.12643),(75 412.73026),(76 413.23407),(77 418.86057),(78 423.02878),(79 424.78238),
(1 146.83629),(2 189.87991),(3 220.76598),(4 234.27257),(5 254.07526),(6 265.67996),(7 271.94772),(8 285.99286),(9 294.98984),(10 299.6012),(11 307.4971),(12 314.1604),(13 321.41006),(14 319.142),(15 322.27835),(16 326.56448),(17 329.16248),(18 332.75452),(19 335.5129),(20 340.70023),(21 341.58224),(22 347.66537),(23 352.53528),(24 353.04562),(25 354.68332),(26 356.5942),(27 360.1724),(28 360.1183),(29 359.61365),(30 359.64664),(31 358.9874),(32 360.97964),(33 358.16107),(34 360.92255),(35 361.99493),(36 364.036),(37 362.24457),(38 368.43356),(39 370.41428),(40 368.49286),(41 368.99698),(42 368.282),(43 372.0179),(44 371.41977),(45 373.4676),(46 377.94165),(47 377.6349),(48 372.68423),(49 375.54626),(50 378.41544),(51 380.2104),(52 377.22925),(53 383.8875),(54 384.00787),(55 385.32565),(56 383.2987),(57 384.10788),(58 388.56442),(59 388.62894),(60 388.46912),(61 388.598),(62 390.47763),(63 391.0803),(64 393.24408),(65 394.96387),(66 395.72305),(67 399.24142),(68 400.81146),(69 402.22336),(70 406.66193),(71 407.19092),(72 406.88382),(73 410.18286),(74 411.41193),(75 416.85822),(76 421.11206),(77 423.71255),(78 426.64178),(79 429.327),
(1 145.24165),(2 187.27061),(3 219.21179),(4 231.34526),(5 249.96274),(6 262.47516),(7 271.19745),(8 284.78116),(9 295.46005),(10 300.4483),(11 306.18567),(12 314.07327),(13 325.5697),(14 324.7917),(15 327.84592),(16 331.40375),(17 330.0248),(18 329.77753),(19 332.0997),(20 334.40393),(21 335.85767),(22 341.28662),(23 344.3834),(24 341.66315),(25 344.62152),(26 344.63638),(27 347.58954),(28 349.95407),(29 349.23987),(30 350.8344),(31 350.4619),(32 351.36667),(33 346.76984),(34 348.07773),(35 348.7799),(36 351.37253),(37 348.68942),(38 354.6265),(39 356.92996),(40 355.74524),(41 353.23712),(42 355.18463),(43 358.91248),(44 358.3306),(45 360.54642),(46 362.32346),(47 362.43228),(48 360.9768),(49 357.97952),(50 362.80295),(51 363.3055),(52 365.19217),(53 370.41537),(54 370.71796),(55 371.78195),(56 371.42648),(57 371.3036),(58 369.65396),(59 370.9599),(60 369.03955),(61 372.87033),(62 373.2326),(63 375.21857),(64 377.1267),(65 379.41458),(66 379.75696),(67 381.35364),(68 386.74542),(69 388.2918),(70 392.54025),(71 395.1458),(72 397.97235),(73 402.45352),(74 404.13516),(75 406.53296),(76 407.68954),(77 413.7548),(78 417.62378),(79 420.19006),
(1 141.79054),(2 183.69933),(3 213.41107),(4 228.39822),(5 245.4335),(6 257.50623),(7 265.58267),(8 277.31122),(9 286.82016),(10 290.63486),(11 292.4356),(12 299.38422),(13 307.0637),(14 307.63095),(15 310.32785),(16 311.72705),(17 315.29062),(18 315.2761),(19 317.58188),(20 321.62433),(21 323.30804),(22 328.248),(23 332.4917),(24 332.81622),(25 334.8604),(26 333.17386),(27 334.62976),(28 334.20505),(29 334.41177),(30 335.579),(31 335.95984),(32 336.6811),(33 333.85117),(34 333.03568),(35 334.0628),(36 335.73264),(37 333.3343),(38 342.04974),(39 345.39157),(40 345.17667),(41 343.58627),(42 344.41528),(43 345.99292),(44 347.52377),(45 348.67487),(46 350.35406),(47 351.0288),(48 348.40253),(49 347.98993),(50 348.70407),(51 350.10062),(52 353.76508),(53 358.46756),(54 358.71808),(55 360.8509),(56 357.29828),(57 358.34238),(58 358.13766),(59 357.40607),(60 355.01184),(61 355.0012),(62 356.41812),(63 357.63828),(64 354.40482),(65 357.00412),(66 354.2534),(67 355.9232),(68 361.88684),(69 366.03506),(70 367.8487),(71 372.01566),(72 375.55804),(73 381.38834),(74 383.51303),(75 388.01248),(76 391.5397),(77 395.18283),(78 396.30295),(79 398.90256),
(1 144.12314),(2 184.50186),(3 215.5831),(4 230.91637),(5 249.1053),(6 260.07715),(7 269.3845),(8 285.64246),(9 294.58264),(10 300.43887),(11 302.65573),(12 310.0577),(13 317.88742),(14 316.124),(15 318.9756),(16 323.29016),(17 323.62582),(18 326.66772),(19 330.53772),(20 333.3155),(21 331.81265),(22 334.80838),(23 341.24152),(24 346.29807),(25 348.7649),(26 347.5204),(27 353.45975),(28 352.41443),(29 351.00015),(30 346.30914),(31 347.05356),(32 349.588),(33 346.4818),(34 346.44846),(35 345.4),(36 349.52863),(37 348.16336),(38 354.26218),(39 357.58844),(40 356.34988),(41 357.1744),(42 361.8698),(43 360.45126),(44 358.52106),(45 357.8359),(46 360.41333),(47 359.1933),(48 354.33295),(49 354.87057),(50 357.36163),(51 356.17975),(52 360.3277),(53 365.1062),(54 366.62506),(55 370.14188),(56 368.7917),(57 371.01938),(58 372.13364),(59 374.804),(60 371.94324),(61 373.70935),(62 374.90955),(63 377.7399),(64 373.163),(65 373.93488),(66 372.16553),(67 373.31824),(68 375.72153),(69 376.69876),(70 379.4062),(71 380.0839),(72 381.68158),(73 387.88306),(74 387.65097),(75 393.494),(76 396.2061),(77 398.19568),(78 398.56635),(79 399.09723),
(1 139.8807),(2 181.17178),(3 211.02336),(4 223.03123),(5 241.4148),(6 252.09177),(7 261.1523),(8 274.09756),(9 283.7439),(10 289.45465),(11 292.05124),(12 299.04242),(13 307.35336),(14 310.3907),(15 314.52682),(16 318.56564),(17 319.7245),(18 319.13858),(19 320.89355),(20 325.51718),(21 323.06802),(22 327.2017),(23 330.81973),(24 334.07104),(25 334.28665),(26 336.2124),(27 341.2671),(28 336.89383),(29 338.7603),(30 337.29138),(31 337.98282),(32 338.01727),(33 339.39386),(34 340.20078),(35 339.90506),(36 342.28177),(37 338.59888),(38 348.16107),(39 347.33835),(40 347.70847),(41 346.9229),(42 351.6517),(43 351.91806),(44 353.26166),(45 352.78882),(46 354.51538),(47 356.61295),(48 353.77585),(49 349.2427),(50 352.78),(51 354.72424),(52 355.94162),(53 358.4431),(54 356.95102),(55 359.46136),(56 358.31372),(57 358.17395),(58 360.739),(59 361.83484),(60 360.6578),(61 360.60013),(62 363.38315),(63 367.63345),(64 363.4002),(65 362.1824),(66 365.2794),(67 365.41418),(68 369.34146),(69 373.97577),(70 377.0134),(71 380.36615),(72 383.20096),(73 389.22223),(74 391.92093),(75 396.46252),(76 402.86243),(77 406.1949),(78 410.6045),(79 416.78348),
(1 139.47644),(2 180.85385),(3 209.16756),(4 223.48022),(5 240.14525),(6 250.8474),(7 258.68494),(8 274.6755),(9 286.12805),(10 290.40286),(11 296.06824),(12 300.7644),(13 309.8502),(14 309.9146),(15 312.96857),(16 316.65167),(17 317.94202),(18 320.51816),(19 324.77887),(20 327.2712),(21 326.549),(22 329.93228),(23 335.40228),(24 330.57608),(25 336.52704),(26 333.82593),(27 337.6212),(28 338.7659),(29 337.85318),(30 339.01907),(31 341.48767),(32 341.45554),(33 341.56244),(34 344.77066),(35 346.4276),(36 348.43506),(37 344.79767),(38 353.35373),(39 352.92627),(40 350.19183),(41 350.44916),(42 355.0001),(43 355.22922),(44 353.14667),(45 352.7033),(46 356.41815),(47 356.19983),(48 355.60638),(49 350.73907),(50 351.7183),(51 357.10953),(52 357.9926),(53 359.6591),(54 361.8358),(55 363.34024),(56 362.63354),(57 363.18207),(58 366.5103),(59 365.23785),(60 365.33597),(61 365.013),(62 365.35144),(63 368.51813),(64 368.86734),(65 369.00046),(66 368.1961),(67 368.5455),(68 373.97668),(69 374.6878),(70 378.11722),(71 378.58453),(72 379.63977),(73 384.10703),(74 386.78702),(75 390.56924),(76 392.73508),(77 399.20273),(78 403.3904),(79 405.37988),
