1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 39028.914),(2 121003.16),(3 264738.9),(4 429604),(5 633931),(6 899382.25),(7 1218565.1),(8 1611940.6),(9 2096732),(10 2628411.5),(11 3186801),(12 3759258.8),(13 4352810),(14 4968274.5),(15 5589322.5),(16 6207584),(17 6834548),(18 7426617.5),(19 7997282.5),(20 8568913),(21 9117367),(22 9631307),(23 10119024),(24 10565209),(25 10956207),(26 11352017),(27 11670745),(28 11980909),(29 12174731),(30 12297479),(31 12302971),(32 12268823),(33 12200071),(34 12157467),(35 12135315),(36 12129564),(37 12117491),(38 12142437),(39 12160731),(40 12227164),(41 12280072),(42 12326877),(43 12345460),(44 12373677),(45 12400301),(46 12444644),(47 12471995),(48 12534391),(49 12553680),(50 12583201),(51 12647609),(52 12757144),(53 12930311),(54 13156163),(55 13454365),(56 13808725),(57 14214939),(58 14748193),(59 15400345),(60 16128669),(61 16914876),(62 17702256),(63 18486058),(64 19225558),(65 19960460),(66 20677176),(67 21404722),(68 22169174),(69 22966150),(70 23764566),(71 24564446),(72 25397594),(73 26122384),(74 26914184),(75 27642770),(76 28302688),(77 28941936),(78 29498832),(79 29867024),
(1 59.853348),(2 70.86358),(3 77.67557),(4 83.91522),(5 88.608086),(6 92.55915),(7 94.932106),(8 95.090645),(9 96.46955),(10 99.47413),(11 98.908745),(12 96.97579),(13 101.71816),(14 101.496925),(15 103.71208),(16 103.90401),(17 106.83691),(18 106.72119),(19 107.823814),(20 106.31347),(21 107.50314),(22 107.669754),(23 105.84174),(24 105.47136),(25 106.52265),(26 107.03787),(27 107.01458),(28 112.56482),(29 112.25237),(30 114.16855),(31 114.92754),(32 116.725044),(33 116.88772),(34 121.62274),(35 122.96096),(36 126.8256),(37 129.04063),(38 132.40524),(39 134.47508),(40 137.05368),(41 138.0569),(42 140.33784),(43 140.6832),(44 142.94722),(45 144.05841),(46 147.70119),(47 147.43341),(48 148.65639),(49 148.47215),(50 149.52315),(51 150.08022),(52 149.89333),(53 150.86406),(54 151.6027),(55 152.57512),(56 150.86322),(57 149.74745),(58 149.60509),(59 151.08328),(60 149.30168),(61 151.50983),(62 151.09863),(63 150.4246),(64 150.67453),(65 150.81175),(66 150.53458),(67 151.10211),(68 150.86804),(69 151.25105),(70 150.69199),(71 152.05669),(72 152.52475),(73 152.39014),(74 152.4079),(75 150.69171),(76 152.65639),(77 151.9368),(78 149.9773),(79 149.37949),
(1 59.314144),(2 70.26037),(3 78.280106),(4 83.07344),(5 88.06364),(6 91.26907),(7 93.51737),(8 93.901146),(9 95.03132),(10 97.44252),(11 97.47352),(12 95.69803),(13 99.708),(14 100.03213),(15 101.29821),(16 100.8763),(17 103.689384),(18 104.65451),(19 104.08886),(20 103.64486),(21 104.33596),(22 105.27121),(23 104.95015),(24 103.84845),(25 105.81537),(26 106.86748),(27 106.730736),(28 111.33849),(29 111.69055),(30 113.56691),(31 112.882935),(32 114.612404),(33 115.193596),(34 117.012184),(35 118.05521),(36 119.7745),(37 123.04104),(38 126.799194),(39 129.4231),(40 129.20883),(41 131.44264),(42 131.53578),(43 134.09299),(44 136.36655),(45 136.30759),(46 139.0218),(47 138.96454),(48 142.57516),(49 143.5566),(50 143.61685),(51 143.29924),(52 143.99046),(53 144.51479),(54 145.65889),(55 146.1958),(56 145.19098),(57 143.8076),(58 143.04805),(59 144.43983),(60 142.59628),(61 142.75082),(62 142.92735),(63 143.50093),(64 142.04962),(65 143.31339),(66 143.40196),(67 144.19484),(68 144.62425),(69 144.39822),(70 144.29764),(71 145.01791),(72 143.82628),(73 143.83502),(74 143.94177),(75 142.68005),(76 143.0191),(77 143.62326),(78 142.7478),(79 141.66875),
(1 57.93818),(2 69.18805),(3 74.75303),(4 79.78257),(5 84.05532),(6 87.385574),(7 90.471756),(8 90.59418),(9 92.55369),(10 95.638435),(11 95.56474),(12 94.484),(13 98.32145),(14 98.63295),(15 100.024506),(16 100.76262),(17 101.3142),(18 102.200645),(19 102.9426),(20 102.507545),(21 102.82127),(22 103.31373),(23 102.31266),(24 101.39281),(25 102.53744),(26 104.08597),(27 104.02729),(28 107.326454),(29 108.354935),(30 107.80295),(31 108.893105),(32 110.76247),(33 111.73082),(34 115.01295),(35 116.06715),(36 118.50887),(37 121.06309),(38 123.43149),(39 125.06145),(40 126.56245),(41 128.5278),(42 129.21078),(43 131.46117),(44 132.8053),(45 134.02452),(46 137.01884),(47 137.07097),(48 140.18645),(49 141.98282),(50 141.08142),(51 141.31549),(52 141.88235),(53 142.32922),(54 142.99817),(55 143.21477),(56 143.50172),(57 142.67941),(58 142.70522),(59 143.09723),(60 142.80855),(61 143.7338),(62 142.82867),(63 144.02097),(64 141.91916),(65 144.40161),(66 145.19846),(67 145.37773),(68 144.64134),(69 146.31091),(70 147.01031),(71 146.25127),(72 145.81677),(73 146.24052),(74 146.57953),(75 145.03055),(76 146.67773),(77 145.09264),(78 143.9446),(79 143.07913),
(1 57.551857),(2 70.10328),(3 75.48277),(4 81.66831),(5 86.19073),(6 89.66854),(7 91.96474),(8 92.5694),(9 93.82135),(10 93.88811),(11 94.60903),(12 93.7439),(13 95.96823),(14 98.08752),(15 98.74261),(16 100.02106),(17 100.194084),(18 100.26884),(19 100.37735),(20 100.38247),(21 101.12652),(22 102.296486),(23 102.45619),(24 102.74412),(25 103.19324),(26 102.62306),(27 103.539055),(28 108.993355),(29 109.42225),(30 110.99803),(31 111.5738),(32 112.75689),(33 113.94272),(34 119.32728),(35 119.64331),(36 122.6688),(37 125.1299),(38 128.83832),(39 131.30322),(40 133.23651),(41 136.33635),(42 136.50208),(43 138.34814),(44 139.80508),(45 140.45547),(46 143.88933),(47 146.03384),(48 147.81227),(49 149.00568),(50 148.2096),(51 148.16844),(52 148.18236),(53 149.52475),(54 150.48782),(55 150.99156),(56 151.9906),(57 149.613),(58 148.62788),(59 148.44948),(60 149.0633),(61 148.99532),(62 147.22014),(63 148.45679),(64 148.4862),(65 150.05748),(66 150.66254),(67 148.0126),(68 147.61565),(69 148.80795),(70 147.87234),(71 148.00568),(72 148.32002),(73 148.97128),(74 147.06311),(75 146.02705),(76 146.66971),(77 145.94142),(78 145.54356),(79 144.71521),
(1 57.39241),(2 69.13936),(3 75.08959),(4 80.304214),(5 84.30488),(6 86.46),(7 87.497826),(8 88.81227),(9 90.31227),(10 92.296974),(11 92.81345),(12 91.61494),(13 95.31063),(14 96.35761),(15 97.84837),(16 99.73644),(17 100.22999),(18 99.94633),(19 101.511154),(20 101.229515),(21 101.934204),(22 101.954834),(23 101.55926),(24 100.80519),(25 102.77467),(26 102.08855),(27 102.73414),(28 107.318375),(29 107.61967),(30 107.14087),(31 108.63225),(32 109.53276),(33 110.79901),(34 114.92421),(35 115.17933),(36 116.29043),(37 117.58721),(38 119.0097),(39 118.52424),(40 121.62417),(41 123.210815),(42 123.588615),(43 125.13534),(44 126.57533),(45 127.22308),(46 127.5516),(47 130.48105),(48 132.67426),(49 132.7206),(50 132.83678),(51 133.40375),(52 135.10635),(53 135.27715),(54 134.86682),(55 135.93251),(56 136.01192),(57 135.93936),(58 135.71486),(59 134.4325),(60 135.85144),(61 136.44719),(62 134.9968),(63 136.29614),(64 136.77818),(65 138.34273),(66 138.87839),(67 137.94278),(68 138.1021),(69 138.95956),(70 138.90938),(71 139.28455),(72 140.90924),(73 141.48723),(74 140.16957),(75 139.53627),(76 140.18593),(77 139.38457),(78 138.20316),(79 138.40726),
(1 56.65845),(2 68.26731),(3 75.30249),(4 79.06212),(5 84.14295),(6 86.46872),(7 87.78305),(8 89.02082),(9 89.45714),(10 92.2817),(11 92.31928),(12 89.491135),(13 93.54291),(14 94.87354),(15 95.831406),(16 96.7596),(17 98.81122),(18 97.4266),(19 97.41285),(20 98.155525),(21 98.0188),(22 99.98529),(23 100.29966),(24 98.93396),(25 100.012825),(26 101.68991),(27 102.11112),(28 106.43808),(29 105.96213),(30 107.739624),(31 108.21618),(32 109.266106),(33 110.09372),(34 114.23699),(35 114.52008),(36 115.028305),(37 117.527115),(38 119.65349),(39 121.85129),(40 124.667),(41 126.63726),(42 128.91574),(43 130.85075),(44 133.33429),(45 135.13199),(46 136.50189),(47 138.15434),(48 139.98357),(49 140.0666),(50 140.91193),(51 140.69722),(52 141.17183),(53 141.05608),(54 141.90166),(55 142.08305),(56 141.95383),(57 142.04178),(58 140.34738),(59 139.81306),(60 140.84148),(61 141.35088),(62 140.0713),(63 140.27628),(64 139.79945),(65 140.52043),(66 140.29176),(67 139.17224),(68 140.13829),(69 140.82274),(70 139.36086),(71 138.84206),(72 138.33174),(73 139.51025),(74 140.11365),(75 139.86417),(76 140.29393),(77 138.64816),(78 138.62807),(79 139.94067),
(1 55.40197),(2 65.768166),(3 74.12594),(4 78.84928),(5 82.75888),(6 85.82157),(7 86.93572),(8 87.26438),(9 88.67085),(10 90.22011),(11 92.00419),(12 89.63409),(13 91.82582),(14 93.24675),(15 94.430626),(16 95.49221),(17 98.09515),(18 97.2486),(19 96.71474),(20 97.11436),(21 96.707695),(22 97.465675),(23 98.26062),(24 96.40447),(25 97.43703),(26 98.36334),(27 98.80859),(28 103.29664),(29 104.53546),(30 106.315544),(31 106.45889),(32 108.78363),(33 109.30418),(34 112.67444),(35 112.80636),(36 114.862144),(37 115.0338),(38 116.60351),(39 118.20219),(40 119.81849),(41 121.25108),(42 122.888054),(43 124.3459),(44 126.06769),(45 126.82787),(46 127.923225),(47 129.95607),(48 130.9376),(49 130.81195),(50 131.25679),(51 130.44603),(52 130.00125),(53 131.7327),(54 131.50494),(55 131.02824),(56 131.42198),(57 131.60178),(58 130.69264),(59 130.9075),(60 131.61705),(61 132.06815),(62 131.02907),(63 131.5712),(64 131.20242),(65 131.30232),(66 131.42386),(67 132.89816),(68 133.13118),(69 134.3756),(70 134.3089),(71 133.74753),(72 132.50337),(73 133.62209),(74 132.58315),(75 132.62137),(76 132.39143),(77 131.27774),(78 131.92287),(79 131.27165),
(1 54.455154),(2 65.68312),(3 73.60021),(4 78.09569),(5 81.80657),(6 84.76458),(7 85.97591),(8 87.16377),(9 89.07745),(10 89.29038),(11 90.787155),(12 90.102104),(13 91.84372),(14 93.512085),(15 94.41131),(16 96.10932),(17 97.23986),(18 97.054504),(19 96.72958),(20 97.24086),(21 97.201706),(22 98.15042),(23 98.37773),(24 96.81572),(25 98.09476),(26 99.677635),(27 98.82513),(28 103.04191),(29 105.03656),(30 106.874985),(31 105.39524),(32 106.39484),(33 107.94374),(34 108.85746),(35 110.14033),(36 111.276764),(37 112.74622),(38 115.30231),(39 116.828094),(40 118.95607),(41 121.05759),(42 120.57333),(43 121.44807),(44 123.789444),(45 123.7065),(46 125.75688),(47 126.82205),(48 129.3003),(49 130.31516),(50 129.3514),(51 129.62834),(52 129.05443),(53 131.19467),(54 129.99832),(55 130.40326),(56 129.52126),(57 131.00815),(58 131.39323),(59 130.81932),(60 131.00835),(61 130.77919),(62 130.57034),(63 131.73582),(64 130.40749),(65 131.5253),(66 132.67859),(67 133.94957),(68 133.10103),(69 133.65404),(70 134.26865),(71 134.09888),(72 133.25601),(73 134.57765),(74 132.91727),(75 132.32872),(76 132.3748),(77 131.02339),(78 131.61348),(79 131.05818),
(1 54.244427),(2 64.77224),(3 72.41194),(4 75.918236),(5 79.07159),(6 81.01754),(7 83.094925),(8 83.52926),(9 85.52871),(10 87.22644),(11 87.8541),(12 87.1082),(13 88.70083),(14 89.570244),(15 90.8921),(16 91.64795),(17 92.22215),(18 92.77481),(19 92.97182),(20 93.67142),(21 94.7569),(22 96.68864),(23 95.722145),(24 94.47254),(25 95.59653),(26 96.7986),(27 95.89908),(28 100.807625),(29 102.05483),(30 104.50368),(31 104.26272),(32 104.94173),(33 106.58412),(34 110.1218),(35 110.98196),(36 113.08211),(37 114.32359),(38 116.59534),(39 117.61763),(40 120.95805),(41 121.91839),(42 124.25428),(43 124.97177),(44 126.88112),(45 127.53363),(46 130.18053),(47 130.59077),(48 133.20535),(49 134.32936),(50 132.6138),(51 131.30128),(52 131.47107),(53 132.49095),(54 131.38303),(55 130.49463),(56 130.33421),(57 130.88164),(58 129.89017),(59 130.14879),(60 130.37091),(61 131.05652),(62 130.20021),(63 129.32819),(64 128.95096),(65 130.20999),(66 130.47493),(67 132.01558),(68 131.39731),(69 132.49478),(70 133.67911),(71 134.09271),(72 133.68884),(73 134.03381),(74 133.0369),(75 132.02974),(76 132.06624),(77 131.19954),(78 131.65881),(79 131.17674),
(1 52.396584),(2 62.259037),(3 69.3415),(4 73.632416),(5 76.20696),(6 79.17873),(7 80.37483),(8 81.502365),(9 83.71128),(10 86.57151),(11 86.64756),(12 85.5069),(13 89.07663),(14 89.951965),(15 89.970764),(16 90.99874),(17 91.81188),(18 93.11803),(19 93.1864),(20 92.19709),(21 94.067375),(22 95.3559),(23 94.39985),(24 93.651184),(25 95.705666),(26 96.18525),(27 95.79407),(28 99.545135),(29 100.61937),(30 101.67881),(31 102.69631),(32 103.57014),(33 103.78386),(34 106.508354),(35 106.708336),(36 108.67843),(37 111.07278),(38 113.85398),(39 115.07777),(40 115.92586),(41 117.422485),(42 118.89821),(43 119.4128),(44 119.903),(45 121.54557),(46 121.9407),(47 122.22199),(48 123.64774),(49 124.908745),(50 124.5699),(51 124.48446),(52 124.788086),(53 125.19511),(54 126.677536),(55 126.708405),(56 126.5336),(57 126.25746),(58 126.32528),(59 125.08605),(60 124.37354),(61 124.34306),(62 124.409035),(63 123.995834),(64 123.915016),(65 124.36784),(66 122.8151),(67 124.44957),(68 124.14195),(69 125.75545),(70 127.574684),(71 128.18912),(72 127.100235),(73 127.32191),(74 126.29387),(75 124.68252),(76 125.36468),(77 125.84678),(78 124.07829),(79 124.516945),
(1 52.330315),(2 62.92839),(3 68.726006),(4 73.529465),(5 76.89522),(6 79.72289),(7 81.13897),(8 81.42813),(9 83.473564),(10 85.92378),(11 87.07931),(12 85.75064),(13 89.43538),(14 89.67499),(15 90.094734),(16 91.05596),(17 91.8458),(18 92.83057),(19 93.18373),(20 94.03949),(21 95.15694),(22 95.81604),(23 95.50714),(24 94.36077),(25 94.90131),(26 95.04718),(27 95.48061),(28 98.233795),(29 98.90184),(30 99.96546),(31 101.057884),(32 102.15132),(33 102.44848),(34 105.807625),(35 106.251465),(36 108.0015),(37 109.755455),(38 112.045654),(39 112.62775),(40 114.18395),(41 114.94942),(42 116.76318),(43 117.3132),(44 118.366646),(45 120.40964),(46 120.660225),(47 119.84914),(48 121.793976),(49 122.20448),(50 121.36702),(51 122.85199),(52 122.38521),(53 123.66616),(54 124.459076),(55 124.34955),(56 125.452065),(57 125.14199),(58 126.0049),(59 126.38699),(60 125.43718),(61 125.43887),(62 126.61361),(63 126.309135),(64 126.85932),(65 127.34498),(66 126.58916),(67 126.867775),(68 125.653946),(69 127.038605),(70 128.61748),(71 129.1329),(72 127.99547),(73 128.38818),(74 127.51125),(75 126.70736),(76 126.25945),(77 126.19393),(78 124.69808),(79 125.79125),
(1 51.50382),(2 61.45893),(3 68.15157),(4 72.44042),(5 76.09875),(6 78.374916),(7 80.19948),(8 80.98718),(9 84.05509),(10 85.10728),(11 86.02932),(12 84.82543),(13 86.39921),(14 87.058266),(15 87.98948),(16 87.85331),(17 89.5609),(18 89.22407),(19 90.4207),(20 90.19799),(21 91.32899),(22 92.88842),(23 92.67344),(24 91.50878),(25 92.584595),(26 94.230934),(27 94.380135),(28 98.70506),(29 98.725395),(30 99.83094),(31 100.27515),(32 101.522995),(33 102.156494),(34 105.01044),(35 106.17823),(36 106.85149),(37 110.72146),(38 112.834946),(39 113.77791),(40 115.66857),(41 117.1636),(42 119.23066),(43 120.86952),(44 121.40774),(45 123.000404),(46 123.241295),(47 124.05938),(48 125.24651),(49 125.782814),(50 125.07021),(51 125.54285),(52 125.02904),(53 125.49814),(54 125.40539),(55 124.20335),(56 124.282845),(57 124.471634),(58 124.19299),(59 123.11851),(60 123.42199),(61 122.23023),(62 123.26249),(63 123.80219),(64 122.92775),(65 122.94535),(66 123.10428),(67 122.68918),(68 122.70236),(69 123.26087),(70 124.91809),(71 125.0448),(72 126.03825),(73 126.52739),(74 124.65759),(75 125.36437),(76 126.26764),(77 125.3806),(78 125.85712),(79 126.782486),
(1 51.58233),(2 61.432762),(3 69.32922),(4 73.8909),(5 77.613365),(6 80.59501),(7 82.44984),(8 82.97481),(9 84.55287),(10 85.70417),(11 86.379616),(12 85.49184),(13 87.1175),(14 88.998886),(15 88.997375),(16 89.42997),(17 91.4435),(18 91.4996),(19 92.6698),(20 94.04973),(21 93.39411),(22 94.17624),(23 94.33239),(24 92.64007),(25 93.482475),(26 93.688675),(27 93.60813),(28 96.81545),(29 96.43831),(30 98.98137),(31 100.23381),(32 100.941216),(33 101.19138),(34 104.30291),(35 103.48113),(36 104.0394),(37 106.71642),(38 109.07395),(39 111.0487),(40 113.47823),(41 114.74293),(42 115.59921),(43 118.01296),(44 118.188225),(45 118.38326),(46 120.359184),(47 121.74625),(48 123.7883),(49 124.00599),(50 124.87942),(51 124.32258),(52 123.97764),(53 124.28731),(54 123.95056),(55 124.25126),(56 124.59991),(57 125.196655),(58 123.54363),(59 124.17696),(60 124.97033),(61 124.530174),(62 124.277504),(63 124.51871),(64 124.22243),(65 125.52514),(66 126.14696),(67 125.39021),(68 125.40459),(69 126.49864),(70 126.88753),(71 127.82592),(72 127.04308),(73 127.03847),(74 126.32428),(75 125.75956),(76 124.70944),(77 125.228065),(78 124.37536),(79 125.34904),
(1 50.71257),(2 59.75346),(3 67.54841),(4 71.96301),(5 75.42506),(6 77.79992),(7 80.29226),(8 81.41544),(9 82.62072),(10 83.8709),(11 84.732796),(12 84.35923),(13 86.59314),(14 87.88213),(15 87.703445),(16 88.326515),(17 91.22353),(18 91.41528),(19 92.85493),(20 91.84266),(21 93.26425),(22 94.02603),(23 93.53099),(24 92.28151),(25 94.096985),(26 93.90813),(27 94.59076),(28 97.316025),(29 97.3295),(30 98.571236),(31 99.634605),(32 100.17964),(33 101.515366),(34 104.644394),(35 104.63109),(36 105.57808),(37 106.469345),(38 106.972),(39 109.01947),(40 111.09597),(41 111.79775),(42 113.25573),(43 114.77354),(44 114.39355),(45 116.30511),(46 117.80156),(47 119.10982),(48 120.67191),(49 120.421906),(50 121.03592),(51 120.6753),(52 120.266365),(53 119.61606),(54 119.97117),(55 119.589745),(56 119.876434),(57 119.00929),(58 118.63329),(59 119.629745),(60 120.6595),(61 120.37099),(62 119.42076),(63 119.69918),(64 118.961365),(65 118.86871),(66 119.98552),(67 120.27393),(68 121.03806),(69 121.87304),(70 124.07591),(71 124.436806),(72 124.52291),(73 125.22835),(74 124.06502),(75 122.64983),(76 122.69671),(77 123.29781),(78 123.07343),(79 123.170235),
(1 50.179905),(2 59.412388),(3 66.43184),(4 70.24163),(5 73.67698),(6 76.574646),(7 78.340385),(8 78.061806),(9 79.69222),(10 82.54253),(11 82.56751),(12 81.84951),(13 84.843704),(14 85.98007),(15 86.85876),(16 87.455666),(17 89.36386),(18 89.549446),(19 90.61498),(20 89.43816),(21 89.950516),(22 90.30072),(23 90.3851),(24 89.07898),(25 90.795456),(26 92.11403),(27 91.96354),(28 94.57939),(29 95.496254),(30 95.63428),(31 97.1437),(32 98.469734),(33 99.47949),(34 101.15984),(35 102.772675),(36 103.5387),(37 105.71777),(38 106.704865),(39 109.46896),(40 111.358246),(41 113.37072),(42 114.42768),(43 116.417046),(44 116.90971),(45 118.306015),(46 120.29828),(47 120.58246),(48 121.40957),(49 121.80614),(50 121.322075),(51 122.051254),(52 123.040474),(53 121.96552),(54 122.17508),(55 122.58826),(56 123.75811),(57 121.80719),(58 122.52226),(59 123.19674),(60 122.85773),(61 123.692),(62 122.202705),(63 121.16411),(64 121.614136),(65 122.593025),(66 123.877075),(67 124.17114),(68 124.626854),(69 126.73687),(70 126.08981),(71 126.71262),(72 128.08415),(73 128.58377),(74 127.96467),(75 126.87038),(76 127.40103),(77 126.29794),(78 126.16887),(79 126.46694),
(1 49.17195),(2 59.213554),(3 65.71904),(4 70.62618),(5 74.89009),(6 77.13096),(7 78.915565),(8 79.64341),(9 80.71087),(10 82.42758),(11 81.6161),(12 80.55203),(13 83.350914),(14 83.76314),(15 85.07651),(16 85.631874),(17 87.17335),(18 86.91988),(19 88.04821),(20 87.27981),(21 87.86407),(22 88.937836),(23 87.93951),(24 86.22397),(25 88.515236),(26 90.529884),(27 90.31739),(28 95.16781),(29 94.85364),(30 94.975204),(31 96.844635),(32 98.22025),(33 99.6943),(34 102.807076),(35 104.312584),(36 104.07237),(37 106.9655),(38 107.61748),(39 108.45113),(40 111.622925),(41 112.98024),(42 114.16285),(43 115.60979),(44 116.99721),(45 118.92374),(46 119.83276),(47 120.34063),(48 120.843414),(49 120.7653),(50 120.98227),(51 120.30111),(52 120.869576),(53 120.4779),(54 120.15136),(55 120.882034),(56 121.87634),(57 120.85203),(58 121.383064),(59 121.0326),(60 121.495285),(61 122.20554),(62 121.19516),(63 120.65533),(64 121.12353),(65 121.219246),(66 120.96239),(67 121.77083),(68 121.599205),(69 122.988655),(70 122.9147),(71 122.999054),(72 123.742),(73 124.39894),(74 123.568634),(75 122.375565),(76 122.53553),(77 121.44203),(78 122.93159),(79 121.619156),
(1 48.91593),(2 58.335133),(3 64.39793),(4 69.244194),(5 73.10582),(6 74.35517),(7 76.331406),(8 77.31869),(9 78.53155),(10 80.01707),(11 80.08091),(12 79.19465),(13 80.51167),(14 81.89089),(15 82.865135),(16 82.970184),(17 85.10219),(18 84.692566),(19 85.54015),(20 85.268776),(21 87.846664),(22 87.73029),(23 86.92597),(24 85.69835),(25 87.40693),(26 88.372185),(27 88.25697),(28 91.41241),(29 91.89077),(30 92.48056),(31 92.49908),(32 93.666916),(33 94.93994),(34 97.14142),(35 98.92333),(36 98.33891),(37 102.48817),(38 103.9815),(39 103.68189),(40 105.85979),(41 107.16634),(42 108.50485),(43 108.75289),(44 110.03918),(45 110.25722),(46 112.01559),(47 112.37126),(48 113.3459),(49 114.06451),(50 115.07814),(51 114.34926),(52 114.794235),(53 115.78228),(54 116.61654),(55 117.486244),(56 116.77178),(57 116.49565),(58 117.406235),(59 117.40542),(60 118.13573),(61 118.36591),(62 118.28374),(63 117.87546),(64 117.627655),(65 118.65519),(66 117.22847),(67 117.39405),(68 117.50978),(69 117.17519),(70 118.58474),(71 118.10158),(72 119.27844),(73 119.485054),(74 119.241936),(75 117.81996),(76 117.447685),(77 118.4126),(78 117.90841),(79 116.880775),
(1 48.88418),(2 57.77368),(3 63.774197),(4 68.75709),(5 72.28721),(6 74.38845),(7 76.66342),(8 77.10782),(9 78.92822),(10 80.146935),(11 80.21126),(12 78.66718),(13 81.41151),(14 82.777176),(15 83.47936),(16 84.31172),(17 85.567856),(18 85.512505),(19 86.094635),(20 85.65459),(21 87.249016),(22 87.88118),(23 86.558464),(24 85.33228),(25 86.75516),(26 87.01894),(27 86.996544),(28 90.23515),(29 90.1383),(30 91.59788),(31 91.834526),(32 93.44279),(33 95.19226),(34 97.75205),(35 98.510956),(36 99.63813),(37 102.439545),(38 103.7496),(39 104.41195),(40 105.919685),(41 107.51823),(42 108.19026),(43 109.17127),(44 110.6049),(45 110.35485),(46 112.62233),(47 113.5751),(48 115.05047),(49 114.83305),(50 115.14468),(51 114.37945),(52 115.76885),(53 114.62964),(54 115.3855),(55 116.09456),(56 115.67339),(57 114.4677),(58 114.86703),(59 114.059715),(60 114.60253),(61 115.50311),(62 115.97398),(63 115.87532),(64 114.555885),(65 115.2303),(66 115.79119),(67 116.09172),(68 115.882034),(69 116.6749),(70 115.96578),(71 116.35031),(72 116.68806),(73 115.83016),(74 116.16935),(75 114.706696),(76 115.35308),(77 115.96692),(78 115.72839),(79 116.44122),
