1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 39028.914),(2 121003.16),(3 264738.9),(4 429604),(5 633931),(6 899382.25),(7 1218565.1),(8 1611940.6),(9 2096732),(10 2628411.5),(11 3186801),(12 3759258.8),(13 4352810),(14 4968274.5),(15 5589322.5),(16 6207584),(17 6834548),(18 7426617.5),(19 7997282.5),(20 8568913),(21 9117367),(22 9631307),(23 10119024),(24 10565209),(25 10956207),(26 11352017),(27 11670745),(28 11980909),(29 12174731),(30 12297479),(31 12302971),(32 12268823),(33 12200071),(34 12157467),(35 12135315),(36 12129564),(37 12117491),(38 12142437),(39 12160731),(40 12227164),(41 12280072),(42 12326877),(43 12345460),(44 12373677),(45 12400301),(46 12444644),(47 12471995),(48 12534391),(49 12553680),(50 12583201),(51 12647609),(52 12757144),(53 12930311),(54 13156163),(55 13454365),(56 13808725),(57 14214939),(58 14748193),(59 15400345),(60 16128669),(61 16914876),(62 17702256),(63 18486058),(64 19225558),(65 19960460),(66 20677176),(67 21404722),(68 22169174),(69 22966150),(70 23764566),(71 24564446),(72 25397594),(73 26122384),(74 26914184),(75 27642770),(76 28302688),(77 28941936),(78 29498832),(79 29867024),
(1 23.727568),(2 28.404665),(3 31.565668),(4 33.613804),(5 35.118053),(6 36.634014),(7 37.163822),(8 37.48548),(9 38.36466),(10 38.48328),(11 38.89054),(12 38.587646),(13 39.235413),(14 40.268463),(15 40.900116),(16 41.83039),(17 42.536385),(18 42.371128),(19 42.620495),(20 42.70345),(21 43.133553),(22 43.412693),(23 43.245052),(24 42.87758),(25 43.615448),(26 44.257828),(27 44.512897),(28 45.510136),(29 45.67896),(30 45.523247),(31 46.03141),(32 46.496902),(33 47.10703),(34 47.991913),(35 48.865276),(36 49.15308),(37 50.653633),(38 51.31618),(39 51.773),(40 51.942265),(41 52.51133),(42 53.37046),(43 53.355476),(44 53.695442),(45 53.94129),(46 54.79823),(47 55.191273),(48 56.11854),(49 56.271996),(50 55.818832),(51 56.02774),(52 55.928722),(53 56.067272),(54 56.056458),(55 55.769924),(56 55.72551),(57 55.782635),(58 55.002213),(59 54.611694),(60 54.685444),(61 55.12189),(62 54.85661),(63 55.28256),(64 55.23019),(65 55.782574),(66 56.118427),(67 56.5693),(68 57.05236),(69 57.30479),(70 57.33878),(71 57.618908),(72 57.10408),(73 57.410217),(74 57.385754),(75 57.051537),(76 56.879196),(77 57.04654),(78 57.06883),(79 56.660324),
(1 23.455957),(2 28.09221),(3 31.032259),(4 33.085342),(5 34.52423),(6 36.238464),(7 36.982788),(8 37.48591),(9 38.003796),(10 39.140812),(11 39.463226),(12 38.821026),(13 40.10115),(14 41.434956),(15 41.674816),(16 42.073616),(17 42.546703),(18 42.519016),(19 42.787502),(20 42.942574),(21 43.086506),(22 43.37138),(23 43.1266),(24 42.286144),(25 43.23253),(26 44.183804),(27 44.05946),(28 45.522694),(29 45.73516),(30 46.28767),(31 47.152676),(32 47.715675),(33 48.20338),(34 49.8826),(35 50.772083),(36 50.84151),(37 51.8037),(38 52.327095),(39 52.72713),(40 53.156345),(41 54.158253),(42 54.459312),(43 54.38296),(44 54.462708),(45 54.901516),(46 55.27152),(47 55.647667),(48 56.30564),(49 55.971615),(50 55.76412),(51 55.42867),(52 55.724255),(53 55.641457),(54 55.64833),(55 55.856728),(56 55.97716),(57 56.11205),(58 56.268383),(59 55.861248),(60 56.21158),(61 55.914314),(62 55.77691),(63 55.768906),(64 55.49353),(65 55.811146),(66 56.18742),(67 57.00022),(68 56.802826),(69 56.876007),(70 56.56523),(71 57.37448),(72 57.27688),(73 57.471497),(74 57.035423),(75 56.746086),(76 56.587696),(77 56.7985),(78 57.050976),(79 56.437054),
(1 23.630878),(2 28.068796),(3 31.660282),(4 33.80025),(5 35.394844),(6 37.236988),(7 38.031696),(8 38.75316),(9 39.19109),(10 39.966053),(11 40.322525),(12 39.825542),(13 41.3023),(14 42.222694),(15 41.94033),(16 42.241463),(17 42.919136),(18 43.07382),(19 42.79523),(20 43.63495),(21 43.815773),(22 43.79558),(23 43.592888),(24 42.699776),(25 43.087868),(26 43.94452),(27 43.731766),(28 45.479034),(29 45.9555),(30 45.675484),(31 46.11445),(32 46.2748),(33 46.795185),(34 47.666092),(35 48.482277),(36 48.576443),(37 49.740936),(38 50.645256),(39 50.82639),(40 51.239773),(41 51.628918),(42 52.071182),(43 52.500896),(44 52.879505),(45 53.10083),(46 53.97853),(47 54.303036),(48 54.855415),(49 55.010223),(50 54.992405),(51 55.382477),(52 54.914658),(53 54.96706),(54 55.141323),(55 55.20367),(56 54.78527),(57 54.84798),(58 54.494877),(59 54.54244),(60 54.694485),(61 54.42297),(62 55.080853),(63 54.564034),(64 55.12917),(65 55.34373),(66 56.015877),(67 56.71833),(68 56.53722),(69 56.898617),(70 56.539913),(71 56.5146),(72 56.789177),(73 57.41768),(74 57.030502),(75 56.774452),(76 57.10903),(77 56.27358),(78 57.155243),(79 56.515743),
(1 23.390486),(2 27.406626),(3 30.480005),(4 32.63673),(5 34.05844),(6 35.251358),(7 35.956814),(8 36.263126),(9 37.258377),(10 38.37396),(11 38.42924),(12 38.00042),(13 39.524128),(14 39.807617),(15 40.256367),(16 40.107307),(17 40.889545),(18 41.099926),(19 41.110638),(20 41.1858),(21 41.806892),(22 41.906506),(23 41.266056),(24 40.70376),(25 41.826923),(26 41.926662),(27 42.161686),(28 43.599113),(29 44.030693),(30 44.529636),(31 45.298557),(32 45.966583),(33 46.704723),(34 47.12319),(35 47.510555),(36 47.59226),(37 48.575417),(38 48.831547),(39 49.254066),(40 50.2125),(41 50.35736),(42 51.458073),(43 51.665478),(44 52.301296),(45 52.403774),(46 53.591682),(47 53.858273),(48 54.8236),(49 54.80034),(50 54.863724),(51 54.460205),(52 54.284527),(53 54.12038),(54 54.183697),(55 54.456795),(56 54.210686),(57 54.580353),(58 54.39305),(59 54.197628),(60 54.208565),(61 54.42553),(62 54.4372),(63 54.302628),(64 54.816685),(65 54.824314),(66 55.204308),(67 55.094685),(68 55.086933),(69 55.599613),(70 55.700623),(71 55.808544),(72 56.124683),(73 55.734158),(74 55.595062),(75 54.981686),(76 55.146122),(77 54.794235),(78 54.74368),(79 54.17639),
(1 23.088215),(2 27.84571),(3 31.315306),(4 33.391853),(5 35.0181),(6 36.923813),(7 37.941505),(8 38.519287),(9 39.49844),(10 40.487103),(11 40.75415),(12 40.51902),(13 41.244892),(14 41.827713),(15 41.82467),(16 42.23942),(17 43.159203),(18 43.271),(19 43.88205),(20 43.754436),(21 43.76924),(22 44.32558),(23 44.185944),(24 43.326836),(25 44.244186),(26 44.474636),(27 44.188732),(28 46.34523),(29 46.694214),(30 46.83),(31 46.657776),(32 47.563538),(33 47.95539),(34 48.81419),(35 48.84344),(36 49.11696),(37 50.17402),(38 51.145668),(39 50.527058),(40 50.997776),(41 51.704887),(42 52.227707),(43 52.69376),(44 53.296066),(45 53.295696),(46 53.44175),(47 54.244583),(48 54.53863),(49 54.59017),(50 54.71225),(51 54.432766),(52 54.070976),(53 54.035755),(54 54.496716),(55 54.746502),(56 54.791164),(57 54.155727),(58 54.053726),(59 54.01739),(60 54.197834),(61 54.634373),(62 54.19819),(63 54.25734),(64 54.057835),(65 54.42002),(66 54.68431),(67 55.144077),(68 55.05909),(69 55.44387),(70 55.317074),(71 55.38961),(72 56.021805),(73 56.086445),(74 55.51107),(75 55.154606),(76 55.137646),(77 55.069534),(78 55.01016),(79 55.391594),
(1 22.62147),(2 27.58326),(3 30.154734),(4 32.01887),(5 33.526047),(6 34.753757),(7 35.607845),(8 36.27597),(9 37.55258),(10 38.706707),(11 38.80082),(12 38.68007),(13 39.487),(14 40.132874),(15 40.47303),(16 41.25913),(17 41.97272),(18 42.128395),(19 41.97494),(20 42.05164),(21 42.21919),(22 42.645344),(23 42.435577),(24 41.812653),(25 42.788086),(26 43.025185),(27 42.7779),(28 44.146988),(29 44.50113),(30 44.805634),(31 45.248104),(32 45.849422),(33 45.907436),(34 46.735126),(35 47.236588),(36 47.861877),(37 48.7033),(38 49.311764),(39 49.306416),(40 50.202084),(41 50.775497),(42 51.34769),(43 51.913372),(44 52.41542),(45 52.297157),(46 52.907234),(47 53.649208),(48 54.37077),(49 54.251354),(50 54.91118),(51 54.302757),(52 53.80703),(53 53.5618),(54 53.86486),(55 53.8934),(56 53.778572),(57 53.361694),(58 52.940178),(59 52.303326),(60 52.789494),(61 52.583103),(62 52.369026),(63 52.844563),(64 52.727604),(65 53.0253),(66 53.417343),(67 53.706997),(68 53.641827),(69 54.037937),(70 54.43857),(71 54.381516),(72 54.278847),(73 54.1307),(74 54.798016),(75 54.42473),(76 54.167343),(77 53.812325),(78 53.779427),(79 54.142487),
(1 22.890467),(2 27.655123),(3 30.500402),(4 32.378273),(5 34.506374),(6 35.712883),(7 35.99283),(8 36.78208),(9 37.070545),(10 38.4502),(11 38.604523),(12 38.294834),(13 39.421513),(14 40.13912),(15 40.50416),(16 40.4418),(17 41.03154),(18 40.924717),(19 41.101288),(20 41.621086),(21 41.84275),(22 42.571213),(23 42.324432),(24 41.73743),(25 42.312355),(26 42.37208),(27 42.565727),(28 44.096344),(29 44.120808),(30 44.59463),(31 44.91912),(32 45.45735),(33 45.907017),(34 46.35498),(35 47.01055),(36 47.753452),(37 48.67158),(38 49.738495),(39 49.79987),(40 50.271282),(41 50.673992),(42 51.00575),(43 51.602325),(44 51.9196),(45 51.626186),(46 52.454617),(47 52.40518),(48 52.58481),(49 52.648148),(50 52.54813),(51 52.039783),(52 51.94026),(53 52.310616),(54 52.245747),(55 52.63832),(56 52.82473),(57 52.29267),(58 51.700214),(59 51.38633),(60 52.107044),(61 52.476303),(62 52.32962),(63 52.69967),(64 52.657413),(65 53.035603),(66 53.51118),(67 53.65727),(68 53.801018),(69 54.4818),(70 54.170933),(71 54.210125),(72 54.29578),(73 54.158188),(74 54.33262),(75 54.124386),(76 53.700493),(77 53.32778),(78 53.720364),(79 53.691692),
(1 22.79981),(2 26.964499),(3 29.627224),(4 31.798635),(5 33.398895),(6 34.41959),(7 35.19953),(8 35.991714),(9 36.230022),(10 37.616955),(11 37.60449),(12 37.77696),(13 39.064373),(14 39.80981),(15 40.01831),(16 39.792755),(17 40.801815),(18 40.83217),(19 40.87396),(20 41.23982),(21 41.780903),(22 41.91182),(23 41.539837),(24 40.80803),(25 42.020863),(26 42.28334),(27 42.57842),(28 44.138607),(29 44.43536),(30 44.43074),(31 45.13323),(32 45.174168),(33 45.574505),(34 46.362457),(35 46.43302),(36 46.98939),(37 48.103333),(38 49.2981),(39 49.2781),(40 50.55441),(41 50.2918),(42 51.09847),(43 51.7851),(44 51.988514),(45 52.564903),(46 53.19762),(47 53.30259),(48 53.648834),(49 53.407753),(50 53.79258),(51 52.923264),(52 53.32353),(53 53.523476),(54 53.614956),(55 53.377216),(56 53.435436),(57 53.35329),(58 52.715958),(59 53.139004),(60 53.31761),(61 53.5239),(62 53.513683),(63 53.725178),(64 54.143368),(65 54.35278),(66 54.92193),(67 54.738873),(68 55.15957),(69 55.431087),(70 55.486195),(71 55.403442),(72 54.926643),(73 55.25126),(74 55.383606),(75 54.73709),(76 54.116764),(77 54.45737),(78 54.29469),(79 54.465946),
(1 22.520521),(2 26.469631),(3 28.903727),(4 30.92262),(5 32.57168),(6 33.49825),(7 34.106728),(8 34.916252),(9 35.872437),(10 36.855587),(11 36.895145),(12 36.609108),(13 37.81038),(14 38.458298),(15 38.94369),(16 38.820427),(17 39.692574),(18 39.83639),(19 40.197987),(20 40.307446),(21 40.81234),(22 40.69906),(23 40.45152),(24 39.916454),(25 40.74638),(26 41.567474),(27 41.51638),(28 42.90201),(29 43.658077),(30 43.83279),(31 43.667934),(32 43.956284),(33 44.52714),(34 45.387863),(35 45.32405),(36 45.54686),(37 46.25578),(38 46.796608),(39 47.11143),(40 47.972546),(41 48.416065),(42 48.99049),(43 49.02424),(44 49.21254),(45 49.656754),(46 50.17901),(47 50.6729),(48 51.05561),(49 51.49203),(50 51.928642),(51 51.173504),(52 51.45655),(53 51.687637),(54 52.0771),(55 51.528557),(56 51.27777),(57 50.848),(58 50.587048),(59 50.823345),(60 51.255627),(61 51.67693),(62 51.528446),(63 51.42542),(64 51.441223),(65 51.780426),(66 51.974644),(67 52.691284),(68 52.125935),(69 52.16253),(70 52.409756),(71 52.422993),(72 52.424625),(73 52.925076),(74 52.794582),(75 52.115524),(76 51.907986),(77 52.13504),(78 52.48662),(79 51.99311),
(1 22.55516),(2 26.611843),(3 29.451164),(4 31.751165),(5 33.07311),(6 34.33127),(7 35.128376),(8 35.6509),(9 36.56281),(10 37.535328),(11 37.570446),(12 37.325447),(13 38.68878),(14 39.51612),(15 40.101315),(16 40.05563),(17 40.800465),(18 40.522102),(19 41.01712),(20 40.682697),(21 41.224987),(22 41.485218),(23 41.535225),(24 41.16636),(25 42.12061),(26 42.132973),(27 42.559155),(28 43.738407),(29 44.186016),(30 44.5867),(31 44.91239),(32 45.155327),(33 45.601),(34 45.95987),(35 46.380596),(36 46.77746),(37 47.605354),(38 48.314312),(39 48.4547),(40 48.94944),(41 49.401955),(42 50.086166),(43 50.245567),(44 50.645348),(45 50.72424),(46 51.368458),(47 51.56631),(48 52.28747),(49 52.812004),(50 52.215965),(51 51.645622),(52 51.51976),(53 51.137638),(54 51.222782),(55 50.879787),(56 51.11008),(57 50.257828),(58 50.382423),(59 50.30919),(60 50.14318),(61 50.247055),(62 50.243214),(63 50.112534),(64 50.4801),(65 50.644726),(66 50.786015),(67 51.055744),(68 50.90086),(69 51.28306),(70 51.614285),(71 51.4819),(72 51.740685),(73 52.39854),(74 52.366894),(75 52.18444),(76 52.118683),(77 52.341984),(78 52.32786),(79 52.18409),
(1 22.117853),(2 25.789915),(3 28.948254),(4 30.87218),(5 32.263367),(6 34.05401),(7 34.76397),(8 35.4667),(9 36.266476),(10 37.36531),(11 37.59958),(12 37.079105),(13 38.120758),(14 38.834427),(15 39.07019),(16 38.96846),(17 40.008453),(18 40.258327),(19 40.264294),(20 40.276207),(21 40.6887),(22 40.869762),(23 40.602917),(24 40.376568),(25 40.932602),(26 41.38532),(27 41.273212),(28 42.40315),(29 42.57708),(30 42.790295),(31 42.961956),(32 43.42765),(33 43.504646),(34 44.95144),(35 45.27673),(36 45.512085),(37 46.5429),(38 47.061607),(39 47.16844),(40 47.485435),(41 48.1591),(42 48.46302),(43 49.085278),(44 49.65411),(45 49.834427),(46 50.316277),(47 50.826546),(48 51.359318),(49 51.468697),(50 51.437943),(51 50.651184),(52 50.811092),(53 50.738056),(54 50.894516),(55 50.58887),(56 50.336422),(57 50.57912),(58 50.30975),(59 50.297825),(60 50.058857),(61 50.545483),(62 50.535976),(63 50.345634),(64 50.424095),(65 50.610096),(66 51.490543),(67 51.97661),(68 51.86396),(69 51.86026),(70 51.710377),(71 51.80418),(72 51.56336),(73 51.86504),(74 51.366856),(75 50.619072),(76 50.59412),(77 50.86745),(78 50.67046),(79 50.326637),
(1 22.110405),(2 25.894669),(3 29.119286),(4 31.36818),(5 32.966457),(6 34.385265),(7 35.288677),(8 35.815914),(9 36.552723),(10 37.435318),(11 37.822617),(12 37.558937),(13 38.563164),(14 39.255863),(15 39.310043),(16 39.432777),(17 39.977272),(18 39.950752),(19 39.74945),(20 39.778694),(21 39.82943),(22 40.20906),(23 40.337585),(24 40.185184),(25 40.59545),(26 40.976604),(27 41.13814),(28 42.775932),(29 43.116447),(30 43.752796),(31 43.776962),(32 44.50727),(33 44.917446),(34 45.651264),(35 46.091705),(36 46.82532),(37 47.501232),(38 48.411495),(39 48.47618),(40 48.726982),(41 48.896427),(42 49.295258),(43 49.92757),(44 50.072575),(45 50.408623),(46 50.454548),(47 51.152557),(48 51.52878),(49 51.58411),(50 51.161526),(51 51.183395),(52 51.123955),(53 51.40428),(54 51.168797),(55 51.034233),(56 51.000008),(57 51.30878),(58 51.01995),(59 50.94575),(60 51.117603),(61 51.274097),(62 51.157166),(63 50.824802),(64 50.98469),(65 51.49125),(66 52.03798),(67 52.630943),(68 52.51091),(69 53.010395),(70 52.80124),(71 52.588367),(72 52.2631),(73 52.55653),(74 52.073627),(75 51.470596),(76 51.755768),(77 52.302624),(78 51.84469),(79 51.81214),
(1 21.329782),(2 25.484138),(3 28.252941),(4 30.070631),(5 31.737335),(6 32.863895),(7 33.74669),(8 34.36594),(9 35.383144),(10 36.107544),(11 36.158512),(12 35.92391),(13 36.910786),(14 37.359253),(15 37.83061),(16 37.859005),(17 38.306282),(18 38.899612),(19 38.583515),(20 38.912125),(21 38.89152),(22 39.49365),(23 39.839172),(24 39.730816),(25 40.396862),(26 40.26497),(27 40.66392),(28 41.821056),(29 41.83815),(30 42.64855),(31 42.665955),(32 42.986847),(33 43.47071),(34 44.015945),(35 44.34264),(36 44.66837),(37 45.696762),(38 46.41096),(39 46.294594),(40 47.170418),(41 47.57888),(42 47.886154),(43 48.07324),(44 48.0591),(45 48.302155),(46 48.539215),(47 48.82275),(48 49.288197),(49 49.37073),(50 48.34241),(51 48.404526),(52 48.738335),(53 48.70048),(54 48.632195),(55 49.01276),(56 48.959564),(57 49.116726),(58 49.03874),(59 48.684685),(60 48.726814),(61 48.908676),(62 48.879143),(63 49.10476),(64 49.38529),(65 49.346283),(66 49.319187),(67 49.841362),(68 49.875214),(69 49.8435),(70 50.37249),(71 50.166245),(72 49.875824),(73 49.929214),(74 50.381226),(75 49.082764),(76 48.9618),(77 49.104702),(78 49.355297),(79 49.08343),
(1 21.137882),(2 25.488062),(3 28.119562),(4 29.755648),(5 31.41032),(6 32.628086),(7 33.194035),(8 33.8923),(9 35.012287),(10 35.65602),(11 35.982803),(12 35.46958),(13 36.49199),(14 37.451622),(15 38.08047),(16 38.472755),(17 39.38356),(18 40.020954),(19 39.506466),(20 39.786568),(21 40.121502),(22 39.958607),(23 40.443596),(24 40.197853),(25 40.28774),(26 40.77698),(27 40.966812),(28 41.598293),(29 41.98104),(30 42.141582),(31 42.758636),(32 43.10836),(33 43.671074),(34 44.518314),(35 44.729958),(36 44.70751),(37 45.777477),(38 46.934406),(39 46.64805),(40 47.867466),(41 48.015347),(42 48.37821),(43 48.763176),(44 49.12892),(45 49.048454),(46 49.477936),(47 49.72524),(48 50.330086),(49 50.61509),(50 50.147312),(51 50.008095),(52 50.048645),(53 49.87645),(54 50.312313),(55 50.264084),(56 50.152798),(57 50.10276),(58 49.87123),(59 49.58723),(60 49.911034),(61 50.011326),(62 50.17576),(63 50.343716),(64 50.800827),(65 50.602604),(66 51.232456),(67 51.430374),(68 51.863438),(69 51.64814),(70 51.54477),(71 51.710197),(72 51.30088),(73 51.126907),(74 51.16354),(75 51.005466),(76 50.708065),(77 51.05657),(78 50.657555),(79 50.03355),
(1 21.329782),(2 25.738111),(3 28.488916),(4 30.182299),(5 31.70284),(6 32.98503),(7 33.835705),(8 34.705627),(9 35.4774),(10 35.751854),(11 36.167923),(12 35.319706),(13 36.89139),(14 37.650646),(15 37.781895),(16 38.278515),(17 38.71941),(18 39.225197),(19 38.870983),(20 39.074474),(21 39.278557),(22 39.5962),(23 39.507717),(24 39.051037),(25 39.719894),(26 40.293053),(27 40.528843),(28 41.771393),(29 41.744633),(30 42.293564),(31 42.151997),(32 43.062588),(33 43.5697),(34 44.80306),(35 45.300426),(36 45.17234),(37 46.328285),(38 46.97462),(39 47.37806),(40 47.92081),(41 48.533222),(42 49.078358),(43 48.96047),(44 49.16584),(45 49.046448),(46 49.804237),(47 50.074333),(48 50.914753),(49 51.472317),(50 51.19023),(51 51.31484),(52 51.066162),(53 51.343746),(54 51.946083),(55 51.914967),(56 51.711926),(57 51.633694),(58 51.7999),(59 51.782906),(60 52.07523),(61 51.756126),(62 52.10614),(63 52.47488),(64 52.692448),(65 53.04138),(66 53.262684),(67 53.196873),(68 53.61248),(69 53.889656),(70 54.210617),(71 54.002213),(72 53.56659),(73 53.496944),(74 53.70357),(75 53.264267),(76 52.993214),(77 53.155952),(78 53.397266),(79 52.826866),
(1 20.798868),(2 25.266003),(3 28.239294),(4 29.781803),(5 31.150396),(6 32.348145),(7 33.449554),(8 34.32848),(9 35.037777),(10 35.67618),(11 36.138783),(12 35.451824),(13 36.426704),(14 37.358215),(15 38.005974),(16 38.114037),(17 38.080555),(18 38.405098),(19 38.602886),(20 38.702023),(21 38.773296),(22 38.768497),(23 38.78511),(24 38.176743),(25 38.423965),(26 39.1597),(27 39.160984),(28 40.474117),(29 40.52295),(30 40.47093),(31 40.69497),(32 41.335682),(33 41.7637),(34 42.33815),(35 42.704178),(36 42.492016),(37 44.27951),(38 44.44675),(39 45.311462),(40 45.741364),(41 46.437237),(42 47.202732),(43 46.950867),(44 47.5268),(45 47.194252),(46 47.76145),(47 47.53739),(48 48.502293),(49 48.91024),(50 48.456028),(51 48.244),(52 47.8633),(53 48.419838),(54 48.56618),(55 48.455997),(56 47.82998),(57 48.140827),(58 47.851723),(59 48.36319),(60 48.3659),(61 48.33869),(62 48.06296),(63 47.813213),(64 47.787407),(65 48.196938),(66 48.373173),(67 48.009197),(68 48.245853),(69 48.517414),(70 48.565193),(71 49.169308),(72 49.15352),(73 49.679344),(74 49.477623),(75 48.871387),(76 48.700005),(77 48.70478),(78 49.016266),(79 49.119133),
(1 21.223774),(2 25.318478),(3 28.09595),(4 30.209476),(5 31.48212),(6 32.47164),(7 33.29158),(8 34.156384),(9 34.913746),(10 35.557076),(11 35.75576),(12 35.656685),(13 36.552982),(14 37.293316),(15 37.489735),(16 38.103535),(17 38.356007),(18 38.72696),(19 38.932377),(20 38.797104),(21 39.14512),(22 39.348312),(23 38.887444),(24 38.46573),(25 39.091),(26 39.21956),(27 39.413513),(28 41.0682),(29 41.20142),(30 41.41249),(31 42.002953),(32 42.146793),(33 42.948536),(34 43.95187),(35 44.05457),(36 44.101788),(37 45.1545),(38 45.912567),(39 46.40172),(40 47.194122),(41 47.721493),(42 48.449345),(43 48.06398),(44 48.20869),(45 48.40465),(46 49.05659),(47 48.964054),(48 49.602257),(49 49.31635),(50 50.071686),(51 48.97562),(52 49.025543),(53 49.380077),(54 48.995144),(55 48.911278),(56 48.88889),(57 48.920307),(58 49.074432),(59 48.950012),(60 48.720184),(61 49.120914),(62 48.25165),(63 48.214622),(64 48.2141),(65 48.584164),(66 48.712822),(67 49.47069),(68 49.791416),(69 49.650974),(70 50.010807),(71 50.112103),(72 50.002365),(73 50.46795),(74 50.318188),(75 49.692272),(76 49.739574),(77 49.661297),(78 49.534054),(79 49.146587),
(1 21.18179),(2 24.825289),(3 27.548075),(4 29.975588),(5 31.320986),(6 32.82203),(7 33.34065),(8 33.796783),(9 34.173855),(10 34.912674),(11 35.59254),(12 34.649517),(13 35.409363),(14 36.130413),(15 36.769142),(16 37.054657),(17 37.562187),(18 37.582176),(19 38.134),(20 38.396683),(21 38.47154),(22 38.355194),(23 38.22242),(24 37.7382),(25 38.323708),(26 38.557602),(27 38.414036),(28 39.95484),(29 39.918034),(30 39.92162),(31 40.325333),(32 40.496315),(33 40.832233),(34 42.047813),(35 42.314877),(36 42.192474),(37 43.33694),(38 43.95025),(39 44.795555),(40 45.578186),(41 45.64193),(42 46.43078),(43 46.997955),(44 47.21459),(45 47.830715),(46 47.915134),(47 47.508114),(48 48.11904),(49 48.089878),(50 48.462067),(51 47.70308),(52 47.95471),(53 48.307957),(54 48.49959),(55 47.967476),(56 47.93534),(57 47.542492),(58 48.074425),(59 47.993977),(60 48.1047),(61 48.40611),(62 48.5934),(63 48.528004),(64 48.939762),(65 48.430897),(66 48.661533),(67 49.07161),(68 49.263054),(69 49.72026),(70 50.171925),(71 50.466606),(72 50.445683),(73 50.504505),(74 50.524693),(75 49.975445),(76 49.686638),(77 49.622097),(78 49.987675),(79 49.672848),
