1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 91328.47),(2 326326.7),(3 693250.1),(4 1174736.4),(5 1748765.9),(6 2388987.8),(7 3064219.3),(8 3774159),(9 4500679.5),(10 5195121),(11 5836404),(12 6413358),(13 6960815.5),(14 7427532.5),(15 7810240),(16 8127011.5),(17 8356111.5),(18 8531699),(19 8619512),(20 8679703),(21 8718118),(22 8728193),(23 8739556),(24 8734415),(25 8683373),(26 8637515),(27 8603931),(28 8590372),(29 8576499),(30 8579366),(31 8592831),(32 8587378),(33 8578721),(34 8551620),(35 8548233),(36 8561565),(37 8568078),(38 8590636),(39 8597914),(40 8607179),(41 8663199),(42 8693190),(43 8722778),(44 8739612),(45 8759313),(46 8792653),(47 8808776),(48 8838268),(49 8840040),(50 8845391),(51 8826724),(52 8814598),(53 8800017),(54 8785169),(55 8790887),(56 8783414),(57 8758247),(58 8733821),(59 8695285),(60 8656260),(61 8624120),(62 8613472),(63 8603430),(64 8609644),(65 8631694),(66 8683416),(67 8733126),(68 8821618),(69 8933994),(70 9035123),(71 9144195),(72 9246586),(73 9366573),(74 9480442),(75 9560844),(76 9593389),(77 9606105),(78 9607886),(79 9585803),
(1 78358.65),(2 274824.88),(3 572731.2),(4 959700),(5 1409630),(6 1904675.1),(7 2419408.3),(8 2933484.3),(9 3456608.8),(10 3951047),(11 4399480),(12 4790874),(13 5129234),(14 5432288.5),(15 5663700),(16 5907282.5),(17 6093621.5),(18 6256380.5),(19 6386989.5),(20 6493603.5),(21 6572922.5),(22 6665548),(23 6747184),(24 6871547.5),(25 6991928.5),(26 7112560),(27 7249374),(28 7391908),(29 7540600),(30 7684205.5),(31 7797696),(32 7913607.5),(33 8032112.5),(34 8134581.5),(35 8220620),(36 8288066),(37 8327390),(38 8381213.5),(39 8433536),(40 8463751),(41 8513216),(42 8570237),(43 8629161),(44 8707725),(45 8793871),(46 8863267),(47 8966084),(48 9073043),(49 9157459),(50 9218923),(51 9276118),(52 9323323),(53 9362186),(54 9384865),(55 9395484),(56 9395521),(57 9397600),(58 9410319),(59 9376313),(60 9307428),(61 9228618),(62 9148245),(63 9067690),(64 9009783),(65 8941151),(66 8893423),(67 8846530),(68 8808809),(69 8766857),(70 8733289),(71 8702909),(72 8665542),(73 8637901),(74 8619965),(75 8586159),(76 8560429),(77 8547112),(78 8538026),(79 8530560),
(1 79246.414),(2 277486.44),(3 575138.94),(4 959044.94),(5 1408900.6),(6 1916577),(7 2454358.5),(8 3003538),(9 3564051.8),(10 4106487.3),(11 4601750),(12 5063897.5),(13 5492078),(14 5892208),(15 6234697),(16 6536279.5),(17 6753221),(18 6941752.5),(19 7080188),(20 7170350),(21 7240624.5),(22 7275782.5),(23 7280998.5),(24 7275529),(25 7265115.5),(26 7247806.5),(27 7234637),(28 7241133),(29 7283552),(30 7344598),(31 7425583.5),(32 7513159.5),(33 7600158),(34 7684825.5),(35 7728331.5),(36 7778603.5),(37 7803110.5),(38 7830140),(39 7818084),(40 7799222),(41 7769304.5),(42 7733640.5),(43 7675970.5),(44 7642515),(45 7627498),(46 7610690.5),(47 7625931.5),(48 7639800.5),(49 7660057.5),(50 7640891),(51 7625356),(52 7573733),(53 7502790.5),(54 7431777.5),(55 7324704.5),(56 7240541),(57 7144930.5),(58 7092096),(59 7049329.5),(60 7037447.5),(61 7036528.5),(62 7070523.5),(63 7115579),(64 7191254),(65 7254666),(66 7353241.5),(67 7441922.5),(68 7509076),(69 7562711),(70 7585125),(71 7607710.5),(72 7605037),(73 7594133),(74 7616278.5),(75 7629677.5),(76 7664852),(77 7710694.5),(78 7788092),(79 7861014.5),
(1 83736.07),(2 293315.97),(3 604520.7),(4 990093.7),(5 1416445.8),(6 1868989.8),(7 2318752.3),(8 2748008),(9 3162139.8),(10 3542739.8),(11 3876432),(12 4216764.5),(13 4533231.5),(14 4844246),(15 5127109),(16 5422215.5),(17 5649457.5),(18 5864354.5),(19 6028212),(20 6174794),(21 6281836),(22 6348621),(23 6397253),(24 6442413.5),(25 6481100),(26 6515609),(27 6541653),(28 6575209.5),(29 6614661),(30 6656088.5),(31 6718363.5),(32 6791220),(33 6897268),(34 7018540),(35 7163143),(36 7313317),(37 7444788),(38 7564941),(39 7645317),(40 7680510),(41 7691115),(42 7718435),(43 7713633.5),(44 7689899),(45 7634999),(46 7590454.5),(47 7556610.5),(48 7510142),(49 7469787.5),(50 7439771),(51 7439472),(52 7454496.5),(53 7468869),(54 7478893.5),(55 7483859),(56 7472183.5),(57 7450139.5),(58 7448940),(59 7433216),(60 7400969),(61 7352621.5),(62 7305003.5),(63 7225214),(64 7138254),(65 7050088.5),(66 6978322),(67 6943645.5),(68 6932679.5),(69 6935997),(70 6949186.5),(71 6997460.5),(72 7047478),(73 7089007.5),(74 7146202),(75 7186341),(76 7220611),(77 7267498),(78 7345995),(79 7405149),
(1 77927.35),(2 270251.78),(3 553958.8),(4 924032),(5 1337482.5),(6 1783081.9),(7 2237781.3),(8 2696576.3),(9 3151429),(10 3583920.3),(11 3976947),(12 4349020),(13 4691390),(14 5022806),(15 5334722.5),(16 5661583),(17 5928095),(18 6184187.5),(19 6442083.5),(20 6690531.5),(21 6942817),(22 7186551),(23 7422175.5),(24 7637743.5),(25 7839331.5),(26 8029743.5),(27 8201698.5),(28 8369158),(29 8510295),(30 8627755),(31 8709698),(32 8763057),(33 8787771),(34 8792041),(35 8745614),(36 8677768),(37 8575560),(38 8437352),(39 8252067.5),(40 8036822),(41 7806708),(42 7553971.5),(43 7299098),(44 7060073.5),(45 6836290.5),(46 6651692),(47 6516486),(48 6404532.5),(49 6342717.5),(50 6332086.5),(51 6356579),(52 6413545),(53 6486732),(54 6567974.5),(55 6677399.5),(56 6788178),(57 6883361),(58 6975348),(59 7039477.5),(60 7089551),(61 7109638),(62 7096737),(63 7049341),(64 6968684.5),(65 6860358),(66 6745766.5),(67 6642550.5),(68 6543807.5),(69 6467937),(70 6394196),(71 6334498.5),(72 6298963.5),(73 6239992.5),(74 6196769),(75 6171162),(76 6114207),(77 6062134.5),(78 6019536.5),(79 5967336.5),
(1 61367.125),(2 204902.16),(3 415780.34),(4 670713.7),(5 948884.8),(6 1241661.8),(7 1529210.1),(8 1795038.1),(9 2042380),(10 2280165),(11 2493526.8),(12 2692029),(13 2879738.3),(14 3046549.5),(15 3211704),(16 3366000.8),(17 3515212.3),(18 3666560),(19 3805222.3),(20 3941045),(21 4054521.8),(22 4165568),(23 4282691),(24 4387305.5),(25 4487002.5),(26 4575573),(27 4647489),(28 4705264),(29 4743950.5),(30 4768835),(31 4776228.5),(32 4780263),(33 4769614.5),(34 4761854),(35 4743345),(36 4733827),(37 4709885.5),(38 4692533.5),(39 4660837),(40 4608693.5),(41 4547454),(42 4489556.5),(43 4435943.5),(44 4371566.5),(45 4319402),(46 4275466),(47 4255973),(48 4265960.5),(49 4289321),(50 4318968.5),(51 4357808.5),(52 4405381.5),(53 4463200),(54 4539536),(55 4628493.5),(56 4712479),(57 4801170.5),(58 4889344),(59 4968988.5),(60 5044381),(61 5112003),(62 5157852.5),(63 5190066),(64 5190749),(65 5144507.5),(66 5083171),(67 5018487),(68 4961859),(69 4901288),(70 4843512),(71 4799509.5),(72 4773401),(73 4760710.5),(74 4767034.5),(75 4778917.5),(76 4774077),(77 4772929.5),(78 4767248),(79 4752517),
(1 64002.93),(2 215041.88),(3 431562.13),(4 694734.06),(5 975580.3),(6 1260510.3),(7 1531601.6),(8 1780209.1),(9 1999677.9),(10 2173927.3),(11 2316167.5),(12 2434588.3),(13 2523672),(14 2594700.5),(15 2666804.3),(16 2740759),(17 2795581),(18 2863042),(19 2921756.8),(20 2981705.3),(21 3051181.5),(22 3125920.3),(23 3230910.3),(24 3343563.3),(25 3447507.3),(26 3528661.5),(27 3612038.5),(28 3680692.5),(29 3749974),(30 3812230.3),(31 3862516.3),(32 3916437.8),(33 3965544.8),(34 4020359.3),(35 4085854),(36 4160893.3),(37 4253491),(38 4351747),(39 4439837),(40 4537038),(41 4659883.5),(42 4765912.5),(43 4868122.5),(44 4961676),(45 5037622.5),(46 5110011.5),(47 5173751),(48 5214815),(49 5243544.5),(50 5246993.5),(51 5241250),(52 5224603),(53 5190002.5),(54 5162327.5),(55 5141726),(56 5128414),(57 5126233),(58 5134548.5),(59 5155917.5),(60 5172957),(61 5199037),(62 5209556.5),(63 5205923),(64 5183535.5),(65 5126265),(66 5054231),(67 4958587),(68 4850961.5),(69 4738775.5),(70 4633242),(71 4538702.5),(72 4470368.5),(73 4430159.5),(74 4395638),(75 4377624.5),(76 4383593),(77 4411342),(78 4444713.5),(79 4464257.5),
(1 67992.76),(2 231133.25),(3 463847.34),(4 752561.3),(5 1062774.5),(6 1377733.1),(7 1664410.1),(8 1914089.3),(9 2120527.8),(10 2286981.8),(11 2406646.8),(12 2500780.3),(13 2578947.3),(14 2650209.3),(15 2720855.5),(16 2828166),(17 2902370.3),(18 2978540.3),(19 3040505.8),(20 3097816),(21 3162804.3),(22 3230279.8),(23 3290416),(24 3351165.5),(25 3401052),(26 3435813.3),(27 3477935.3),(28 3527399.8),(29 3604317.5),(30 3702971.8),(31 3811731.5),(32 3918731.8),(33 4011450.3),(34 4076586.3),(35 4119805.5),(36 4147713),(37 4150522.3),(38 4149627.3),(39 4156542.5),(40 4167439.5),(41 4195445),(42 4238378.5),(43 4281479),(44 4342660),(45 4387647),(46 4440438.5),(47 4464441),(48 4481945.5),(49 4483557),(50 4460020),(51 4425300.5),(52 4384606),(53 4336797),(54 4296664),(55 4269826.5),(56 4252565.5),(57 4243269.5),(58 4244616),(59 4255684),(60 4273365),(61 4289930.5),(62 4284597.5),(63 4277534.5),(64 4258787),(65 4228263.5),(66 4168509.5),(67 4104787),(68 4044083.5),(69 3979013.8),(70 3921305.3),(71 3868602.8),(72 3821489),(73 3791997.8),(74 3782946.5),(75 3789694.5),(76 3816674.3),(77 3855235.8),(78 3897664.3),(79 3938876),
(1 69886.54),(2 241809.4),(3 492606.03),(4 799548.4),(5 1134932.3),(6 1469681.9),(7 1792166.5),(8 2072585.3),(9 2318602.5),(10 2523133.5),(11 2679253.8),(12 2804259),(13 2913290),(14 3001471.5),(15 3081578),(16 3186804.5),(17 3263334.5),(18 3339006),(19 3406378),(20 3485644.5),(21 3573105.8),(22 3658517.8),(23 3744820.8),(24 3831357.3),(25 3901140),(26 3942941.8),(27 3964019.8),(28 3980939.8),(29 3992239.8),(30 3999456.3),(31 4000735.3),(32 3986397),(33 3956596.5),(34 3914375.8),(35 3860645.3),(36 3787481),(37 3693444),(38 3601380.8),(39 3515143.5),(40 3435246.8),(41 3357260.3),(42 3306814.8),(43 3274432.5),(44 3273153.8),(45 3285877.8),(46 3313588.5),(47 3353341),(48 3406079),(49 3437177.8),(50 3455289.8),(51 3447987.5),(52 3431899),(53 3396326.5),(54 3366187.5),(55 3328502.5),(56 3297297.5),(57 3276358.8),(58 3290528),(59 3318633.8),(60 3367976.5),(61 3429831.3),(62 3509072.3),(63 3581563),(64 3634082.8),(65 3672040.8),(66 3689366.8),(67 3705371.8),(68 3709735.3),(69 3695586),(70 3668125.5),(71 3625554.5),(72 3574076.3),(73 3521820.8),(74 3464359.3),(75 3415963.3),(76 3375933.8),(77 3348408.3),(78 3337863.8),(79 3353636.5),
(1 64711.23),(2 221238.52),(3 442938.25),(4 711852.5),(5 997127.9),(6 1279479.6),(7 1543341.3),(8 1770470.8),(9 1962881.1),(10 2125722.8),(11 2243376.5),(12 2325056.8),(13 2390634.5),(14 2441666.5),(15 2483164.5),(16 2500442),(17 2509691.8),(18 2517159.5),(19 2520128.5),(20 2529913.8),(21 2551335.3),(22 2584467.8),(23 2613325.8),(24 2642445),(25 2664754.5),(26 2681287.8),(27 2685663.5),(28 2678138.8),(29 2681300.8),(30 2688378.8),(31 2701538.5),(32 2712907.3),(33 2731073.8),(34 2748507.8),(35 2757022.5),(36 2756764.8),(37 2749572.3),(38 2742248),(39 2737244.5),(40 2736330.3),(41 2740283.3),(42 2740128.3),(43 2741287.8),(44 2751917.5),(45 2781010.3),(46 2824680.3),(47 2882254.8),(48 2936910.3),(49 2987529),(50 3025359.8),(51 3045504.5),(52 3057404.5),(53 3049788),(54 3032153),(55 3008463.5),(56 2981853.5),(57 2961135),(58 2942546.3),(59 2942715.3),(60 2956438),(61 3010022),(62 3081362),(63 3163293),(64 3251826.3),(65 3341842.5),(66 3402346),(67 3444808.5),(68 3452264.8),(69 3444573),(70 3419162),(71 3393347.3),(72 3351034),(73 3315141.5),(74 3281564),(75 3267311.3),(76 3272920.3),(77 3302888.8),(78 3359588),(79 3422791.3),
(1 74940.414),(2 257357.06),(3 520575.44),(4 833793.1),(5 1158016.4),(6 1469718),(7 1742927.6),(8 1976026.3),(9 2161489),(10 2310180.5),(11 2429756.3),(12 2527061),(13 2606268.5),(14 2682692.5),(15 2750942.5),(16 2809935.8),(17 2825085.3),(18 2820054.5),(19 2805822.8),(20 2785431.8),(21 2772190.3),(22 2764386.5),(23 2741521.3),(24 2724291.8),(25 2712608.8),(26 2709403),(27 2707961.3),(28 2707714.8),(29 2717572.5),(30 2725924.5),(31 2731084.3),(32 2729306),(33 2726247.8),(34 2711623.5),(35 2702574.5),(36 2698279.3),(37 2691113.8),(38 2683906.8),(39 2695288.3),(40 2720165),(41 2746208.5),(42 2793411.3),(43 2843991.3),(44 2908454.8),(45 2974331.5),(46 3041351.5),(47 3097116),(48 3152686.3),(49 3196389),(50 3222826),(51 3221586.8),(52 3200051),(53 3142462.8),(54 3067826.8),(55 2971105.3),(56 2868913),(57 2764736.8),(58 2658332.3),(59 2587592.8),(60 2535278.8),(61 2512115),(62 2512315.5),(63 2530117.5),(64 2560474),(65 2596251),(66 2643710.8),(67 2674030.3),(68 2687343.8),(69 2694966),(70 2697325.8),(71 2697262.3),(72 2688104.8),(73 2680147),(74 2670352.5),(75 2662377.5),(76 2652257.3),(77 2643741.8),(78 2646590.3),(79 2676484.3),
(1 72741.02),(2 249770.58),(3 498371.06),(4 792382.8),(5 1083537.1),(6 1347576.6),(7 1559540),(8 1725965.9),(9 1849864.1),(10 1942025.4),(11 2010620.3),(12 2066731.5),(13 2131274.3),(14 2216086.5),(15 2320503),(16 2458950.8),(17 2584509.5),(18 2692615.3),(19 2784650.8),(20 2849157.3),(21 2879788),(22 2883848.8),(23 2867192.8),(24 2842915.5),(25 2816612.3),(26 2798701),(27 2798645.3),(28 2819841.5),(29 2861868),(30 2902400.8),(31 2925555),(32 2931618.3),(33 2916155),(34 2872221.8),(35 2829443.3),(36 2781072.8),(37 2736373),(38 2690309.8),(39 2652141),(40 2620826.3),(41 2598951.3),(42 2589592.5),(43 2584291),(44 2594993.8),(45 2612144.3),(46 2641910),(47 2676387.8),(48 2715157.8),(49 2772415.3),(50 2828440.8),(51 2897966),(52 2960042),(53 3008665),(54 3025227.3),(55 3026345.5),(56 3014583),(57 2995883.8),(58 2968756.8),(59 2949797.8),(60 2933018.3),(61 2928007.8),(62 2923051.3),(63 2927516.5),(64 2936983.3),(65 2955196.3),(66 2982367),(67 2995363.5),(68 2993076.8),(69 2982947.8),(70 2974624.5),(71 2956678.3),(72 2935854.8),(73 2910087.5),(74 2869772.3),(75 2824280),(76 2782013),(77 2732709),(78 2696171),(79 2675989.8),
(1 72582.33),(2 251264.2),(3 506950.38),(4 811647.6),(5 1114517.6),(6 1388140.4),(7 1604676.1),(8 1759745.9),(9 1860695.1),(10 1916395),(11 1952368.8),(12 1988287.9),(13 2047833.5),(14 2120336.3),(15 2207386),(16 2313511),(17 2419732.8),(18 2526856.3),(19 2605942.5),(20 2667083.5),(21 2702043.3),(22 2730298.8),(23 2732452.8),(24 2722341.3),(25 2703143),(26 2680711),(27 2649751),(28 2620164.8),(29 2587917.5),(30 2554509.5),(31 2536683.5),(32 2518056.8),(33 2508548.5),(34 2497772.3),(35 2484644),(36 2478208),(37 2490148.8),(38 2511171.5),(39 2533207),(40 2556487.8),(41 2572204.8),(42 2589437.5),(43 2590543),(44 2590154.5),(45 2587722.3),(46 2593080.3),(47 2595436),(48 2610257),(49 2635870.5),(50 2671445),(51 2706607.3),(52 2726938.5),(53 2745959.3),(54 2752329.8),(55 2745673.5),(56 2725733),(57 2692851.3),(58 2652149.5),(59 2605014.3),(60 2564052),(61 2537964.3),(62 2528685.8),(63 2523177.5),(64 2530668.3),(65 2533514),(66 2549608.8),(67 2552787.8),(68 2558477.8),(69 2564580.5),(70 2570087.8),(71 2573317.8),(72 2573396),(73 2562869.8),(74 2539506.3),(75 2512368.5),(76 2473499.5),(77 2438277.3),(78 2421113),(79 2412768.8),
(1 68806.55),(2 238538.53),(3 480634.53),(4 763018.4),(5 1039165.06),(6 1279470.4),(7 1472044.8),(8 1622079.5),(9 1717753.4),(10 1780735.3),(11 1832431.3),(12 1879076.6),(13 1929742),(14 1975759.1),(15 2022451.8),(16 2090385.1),(17 2139992.3),(18 2188984.5),(19 2219407),(20 2243884.8),(21 2241985.3),(22 2233630.3),(23 2206993.3),(24 2174250),(25 2159201.5),(26 2169723),(27 2196604.5),(28 2251127.8),(29 2309177),(30 2373497),(31 2415226.8),(32 2443398.3),(33 2450445),(34 2448862.5),(35 2443423),(36 2433515),(37 2437156),(38 2460495),(39 2476179.5),(40 2503794.8),(41 2522477.5),(42 2522908.5),(43 2509657.5),(44 2491921.3),(45 2480507.5),(46 2480138.8),(47 2490574.3),(48 2499288.3),(49 2506255),(50 2522371.5),(51 2536514.3),(52 2532164.8),(53 2509354.8),(54 2472913.5),(55 2429500),(56 2374185.3),(57 2321004),(58 2276249.3),(59 2242113),(60 2226906.8),(61 2216814),(62 2213959.5),(63 2229443.8),(64 2255106.3),(65 2286616),(66 2314415.8),(67 2329465.3),(68 2337373.5),(69 2334128.3),(70 2325228.8),(71 2315270),(72 2293715.3),(73 2274941.5),(74 2255335.8),(75 2236361),(76 2223423),(77 2212234.5),(78 2210813),(79 2218904.8),
(1 68744.13),(2 235708.95),(3 461792.1),(4 715826.9),(5 956677.7),(6 1166979),(7 1338521.8),(8 1471656.9),(9 1555522.5),(10 1609526.3),(11 1651892.1),(12 1682643.3),(13 1721841.6),(14 1766782),(15 1820349.5),(16 1873799.9),(17 1922413.5),(18 1966812.1),(19 1987326.3),(20 1983974.6),(21 1950879.1),(22 1899564.3),(23 1836133.5),(24 1770160),(25 1716194.3),(26 1687999.6),(27 1678404.5),(28 1694064.1),(29 1723264.9),(30 1766368.5),(31 1807983.1),(32 1847070.9),(33 1874832.4),(34 1895486.3),(35 1908462.4),(36 1924525.1),(37 1947355),(38 1976752),(39 1992131.3),(40 1999990.4),(41 1999894.8),(42 2005920.5),(43 2006369.6),(44 2009350.8),(45 2028233.1),(46 2053998.3),(47 2077752.5),(48 2087377.8),(49 2081283.5),(50 2067747.5),(51 2048220.6),(52 2034013.5),(53 2007976.1),(54 1983714.5),(55 1954574.8),(56 1923521.3),(57 1892293.5),(58 1869202.9),(59 1860829.8),(60 1861722.6),(61 1861903.1),(62 1860459.9),(63 1851143.9),(64 1842873.6),(65 1838987.9),(66 1845261.1),(67 1860432),(68 1886846.6),(69 1921724.5),(70 1966842.5),(71 2015921.1),(72 2070317.9),(73 2121151),(74 2163222.8),(75 2189763.3),(76 2199852.8),(77 2209211.3),(78 2217508.5),(79 2229789.3),
(1 58053.9),(2 194115.77),(3 382108.06),(4 591536.25),(5 801520.9),(6 992922.75),(7 1156931.3),(8 1288729.9),(9 1402553.8),(10 1485681.8),(11 1560534.6),(12 1626537.1),(13 1686561.4),(14 1748462.9),(15 1804872.3),(16 1853981.4),(17 1883050.3),(18 1892457.5),(19 1886733.8),(20 1877037),(21 1856612.3),(22 1830953.5),(23 1796450.5),(24 1756565.9),(25 1724929.5),(26 1704544.3),(27 1683082.3),(28 1670846.3),(29 1662805),(30 1667979.8),(31 1678557),(32 1696951.3),(33 1723340.3),(34 1746408.6),(35 1768145.5),(36 1792400.8),(37 1819258.5),(38 1847707.8),(39 1857617.1),(40 1866486.5),(41 1871029.8),(42 1864915.4),(43 1854685.4),(44 1855372.3),(45 1852272),(46 1850285.8),(47 1851570.5),(48 1848567.3),(49 1835572.6),(50 1817618.3),(51 1793237.5),(52 1772839.4),(53 1758786.6),(54 1748641.5),(55 1738223),(56 1727014.1),(57 1711845.4),(58 1694453.5),(59 1679722.9),(60 1675745.9),(61 1677651.4),(62 1684449.5),(63 1690906.1),(64 1700693.4),(65 1715655.3),(66 1745171.6),(67 1776892.3),(68 1819143.4),(69 1857885.8),(70 1897200),(71 1940689.9),(72 1976337.4),(73 2012064.8),(74 2044326.6),(75 2069642.6),(76 2082566.9),(77 2088980.8),(78 2096457.1),(79 2108416.5),
(1 62203.016),(2 206838.63),(3 394828.34),(4 593600.6),(5 771691.2),(6 911786.5),(7 1011259.2),(8 1082064.9),(9 1141606.6),(10 1200569.4),(11 1255824.6),(12 1309410.9),(13 1360435),(14 1403924.1),(15 1437329.1),(16 1461952.5),(17 1482434.6),(18 1494678),(19 1506472.5),(20 1517419.5),(21 1521613.8),(22 1527802.5),(23 1535613.1),(24 1537909.5),(25 1534277.5),(26 1539058),(27 1537435.9),(28 1538704.5),(29 1540494.9),(30 1553010.3),(31 1571605.5),(32 1590276.5),(33 1610049.6),(34 1640638.9),(35 1670134.4),(36 1698519.5),(37 1720919.3),(38 1745956.3),(39 1759082.6),(40 1769206.3),(41 1771338.6),(42 1774619.5),(43 1774556.5),(44 1776768.4),(45 1778595.9),(46 1784190.8),(47 1780531.9),(48 1773640),(49 1756351.6),(50 1727426.5),(51 1685208),(52 1639290.5),(53 1596157.5),(54 1574988.1),(55 1567147.3),(56 1565305.6),(57 1561121.4),(58 1560407.9),(59 1557571.3),(60 1556103.5),(61 1552703.3),(62 1551324.5),(63 1546542),(64 1546665.4),(65 1550654.9),(66 1561267.3),(67 1578068.8),(68 1599791.5),(69 1619956.5),(70 1638097.4),(71 1650460.8),(72 1657710.9),(73 1668494.8),(74 1679860.5),(75 1689302),(76 1687408.8),(77 1686933),(78 1683437.4),(79 1679510.8),
(1 61730.18),(2 203745.14),(3 391827.8),(4 590817.06),(5 769189.94),(6 920360.6),(7 1025791.5),(8 1096893.3),(9 1149032.4),(10 1195184.8),(11 1245098.5),(12 1309741.6),(13 1386052.3),(14 1462100.4),(15 1525166.9),(16 1577613.5),(17 1611213.5),(18 1634768.4),(19 1639223),(20 1639923.3),(21 1635068.1),(22 1625992.6),(23 1616759.9),(24 1603109.1),(25 1583311.4),(26 1566824.1),(27 1539244.3),(28 1511087),(29 1475218.3),(30 1450225.1),(31 1434059),(32 1425360.5),(33 1430853.4),(34 1448003),(35 1470706),(36 1494454),(37 1511925),(38 1528320.8),(39 1538036.3),(40 1546599),(41 1551323.8),(42 1556657),(43 1555245.8),(44 1559657),(45 1569965.4),(46 1583940.4),(47 1600012.9),(48 1612470.3),(49 1619656.5),(50 1619205),(51 1608577.4),(52 1600105.9),(53 1593672.5),(54 1594621.1),(55 1599207.5),(56 1611133.8),(57 1616987.3),(58 1622914.3),(59 1628117),(60 1631003.6),(61 1637702.3),(62 1643088.4),(63 1648102.3),(64 1657918.4),(65 1663765.5),(66 1657633),(67 1647316.9),(68 1635721.9),(69 1617692.3),(70 1611379.6),(71 1612919),(72 1618228.4),(73 1626257.9),(74 1632410.4),(75 1641368.1),(76 1647366.6),(77 1658140.1),(78 1656658.3),(79 1654599.4),
