1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 72.345314),(2 81.91494),(3 89.513794),(4 91.74422),(5 97.01734),(6 97.47385),(7 101.76594),(8 101.29732),(9 104.20922),(10 104.00475),(11 104.897125),(12 105.11248),(13 107.55527),(14 108.84216),(15 111.566),(16 112.99727),(17 114.48743),(18 113.48447),(19 114.34209),(20 115.80241),(21 115.22142),(22 117.66064),(23 116.34058),(24 116.59964),(25 116.14227),(26 117.46349),(27 115.67126),(28 116.20991),(29 114.767395),(30 115.84019),(31 114.2857),(32 115.38145),(33 115.265785),(34 115.60453),(35 116.28478),(36 117.6444),(37 117.739845),(38 119.40303),(39 117.91367),(40 118.16471),(41 116.382454),(42 117.179855),(43 115.13898),(44 115.4836),(45 115.51873),(46 115.81292),(47 115.68152),(48 116.65035),(49 116.8979),(50 118.33132),(51 118.972885),(52 120.80344),(53 119.501854),(54 121.57484),(55 121.04089),(56 123.59354),(57 121.22112),(58 122.08987),(59 119.82735),(60 121.35173),(61 119.98863),(62 121.61205),(63 120.81467),(64 123.228096),(65 121.845276),(66 124.1498),(67 122.67068),(68 123.050385),(69 123.60429),(70 124.026794),(71 124.86012),(72 123.5756),(73 123.30293),(74 123.26504),(75 124.348694),(76 122.36777),(77 124.11126),(78 129.32114),(79 126.12956),
(1 74.02172),(2 82.44492),(3 90.443085),(4 93.561584),(5 97.97248),(6 99.62185),(7 103.19995),(8 103.21795),(9 105.91487),(10 106.92784),(11 107.94812),(12 108.830284),(13 111.657555),(14 111.87175),(15 114.50687),(16 115.60562),(17 117.19615),(18 116.84748),(19 117.32638),(20 118.72455),(21 118.19594),(22 119.02541),(23 119.77698),(24 120.59107),(25 119.48028),(26 119.639404),(27 116.64574),(28 118.18529),(29 115.8969),(30 117.52007),(31 117.07138),(32 119.268776),(33 118.73512),(34 120.06779),(35 119.500854),(36 119.659836),(37 120.02318),(38 122.07493),(39 121.493576),(40 122.70896),(41 121.10175),(42 121.11189),(43 118.888885),(44 120.78526),(45 118.29667),(46 119.07029),(47 118.111244),(48 119.33328),(49 118.83787),(50 121.98599),(51 122.35149),(52 124.21994),(53 124.17865),(54 126.585075),(55 125.94135),(56 128.33455),(57 125.992455),(58 128.0768),(59 124.9869),(60 125.98453),(61 124.78628),(62 126.423706),(63 124.50844),(64 126.311516),(65 125.21981),(66 127.0938),(67 126.93016),(68 127.64588),(69 129.17918),(70 127.88111),(71 127.96032),(72 127.03138),(73 127.83243),(74 127.823715),(75 128.91797),(76 126.68101),(77 127.12843),(78 132.9122),(79 130.00835),
(1 70.577156),(2 80.53175),(3 88.942375),(4 90.63599),(5 95.23794),(6 96.34428),(7 100.00591),(8 100.294624),(9 102.63566),(10 102.89737),(11 105.01445),(12 105.10849),(13 106.5534),(14 106.79934),(15 108.391396),(16 111.04495),(17 110.98945),(18 111.26401),(19 112.24096),(20 113.52272),(21 113.04356),(22 114.91031),(23 113.83468),(24 114.72182),(25 114.63591),(26 114.95002),(27 113.13537),(28 112.659),(29 112.062744),(30 111.86408),(31 112.35706),(32 112.79038),(33 112.02365),(34 112.78645),(35 113.109436),(36 116.13191),(37 113.97191),(38 118.22136),(39 117.59611),(40 118.23207),(41 116.82235),(42 116.51428),(43 114.49574),(44 114.72958),(45 113.429405),(46 114.97259),(47 113.30104),(48 115.65738),(49 115.97812),(50 117.135124),(51 117.416336),(52 118.18512),(53 116.81324),(54 120.4519),(55 119.31396),(56 121.90741),(57 120.46596),(58 121.663925),(59 118.92128),(60 120.35198),(61 118.2356),(62 119.56406),(63 118.69152),(64 118.94799),(65 118.93662),(66 119.764175),(67 119.211784),(68 120.48298),(69 121.29969),(70 120.276024),(71 120.85831),(72 121.62946),(73 122.50223),(74 121.24797),(75 121.695724),(76 120.36724),(77 120.7005),(78 127.16725),(79 122.71878),
(1 71.0957),(2 80.97552),(3 89.91117),(4 92.16078),(5 95.83931),(6 97.06703),(7 100.98115),(8 101.15612),(9 105.08738),(10 105.53496),(11 106.331436),(12 107.02981),(13 108.35669),(14 109.07569),(15 111.21912),(16 112.43553),(17 114.19802),(18 113.13525),(19 114.53319),(20 115.79354),(21 114.58756),(22 115.93864),(23 114.96276),(24 116.04622),(25 115.31074),(26 116.22217),(27 114.24431),(28 114.121086),(29 113.28334),(30 113.1022),(31 112.79133),(32 113.98517),(33 113.81413),(34 114.04475),(35 114.560295),(36 117.53585),(37 117.262474),(38 116.57492),(39 117.034485),(40 116.996735),(41 117.0233),(42 117.58462),(43 115.852615),(44 116.25485),(45 114.52992),(46 115.575584),(47 113.64137),(48 114.730804),(49 114.03123),(50 115.85167),(51 116.401306),(52 117.82228),(53 116.2766),(54 118.77073),(55 118.10619),(56 119.081696),(57 118.121826),(58 119.04091),(59 118.08066),(60 119.20685),(61 118.38566),(62 120.46997),(63 118.86064),(64 120.41345),(65 119.38347),(66 120.921844),(67 120.57131),(68 120.22402),(69 121.44733),(70 121.407455),(71 121.39505),(72 120.06894),(73 120.67025),(74 120.94589),(75 121.05961),(76 121.39846),(77 123.16074),(78 126.813995),(79 124.219574),
(1 70.160355),(2 79.97006),(3 87.7341),(4 90.6377),(5 94.744804),(6 96.34653),(7 99.56393),(8 100.47143),(9 103.056366),(10 102.20785),(11 103.22649),(12 104.15347),(13 106.652245),(14 105.57838),(15 108.85566),(16 109.44891),(17 112.4563),(18 111.37767),(19 112.24431),(20 113.94698),(21 112.98524),(22 114.16972),(23 112.42037),(24 113.26219),(25 112.43388),(26 114.1897),(27 112.46825),(28 112.72187),(29 113.08937),(30 112.23443),(31 111.82904),(32 113.01594),(33 112.85852),(34 113.902664),(35 113.0836),(36 115.13725),(37 115.92846),(38 116.79011),(39 115.892975),(40 116.02603),(41 116.18287),(42 117.16687),(43 114.86982),(44 115.47749),(45 112.90139),(46 113.83699),(47 113.073814),(48 113.28607),(49 113.42927),(50 115.24678),(51 115.00903),(52 117.48903),(53 115.6347),(54 119.290306),(55 116.7727),(56 120.350624),(57 118.53614),(58 120.15835),(59 118.779724),(60 119.263374),(61 117.34653),(62 119.4818),(63 117.43143),(64 118.835335),(65 117.79431),(66 120.8729),(67 119.87117),(68 119.82193),(69 121.08016),(70 120.423874),(71 121.03538),(72 121.09185),(73 121.50378),(74 122.15903),(75 122.362816),(76 120.642),(77 121.90458),(78 126.30622),(79 123.308014),
(1 71.58872),(2 79.970055),(3 88.0257),(4 90.71805),(5 95.091034),(6 95.16189),(7 98.33276),(8 98.54568),(9 102.163315),(10 103.21367),(11 104.403465),(12 104.69567),(13 107.56397),(14 107.76393),(15 110.455925),(16 109.89029),(17 111.045166),(18 111.270676),(19 112.60507),(20 113.93007),(21 113.53388),(22 114.31185),(23 111.956184),(24 112.278435),(25 112.92113),(26 113.46337),(27 111.707664),(28 112.22885),(29 111.9068),(30 111.37912),(31 111.28792),(32 112.01348),(33 110.89833),(34 111.47681),(35 112.47601),(36 114.702126),(37 114.22466),(38 117.177864),(39 115.165924),(40 117.39372),(41 115.89765),(42 117.0671),(43 115.60719),(44 116.021225),(45 115.31615),(46 116.09023),(47 114.375465),(48 116.33828),(49 116.3199),(50 117.10228),(51 117.7687),(52 121.739365),(53 119.296616),(54 122.11714),(55 120.101585),(56 122.90838),(57 120.35908),(58 121.33328),(59 117.7344),(60 118.677826),(61 116.66568),(62 117.35782),(63 115.82402),(64 117.45098),(65 118.03309),(66 120.08561),(67 119.14978),(68 119.38641),(69 119.403915),(70 118.63046),(71 120.23599),(72 119.36149),(73 120.76298),(74 120.77254),(75 121.207535),(76 119.86055),(77 120.1166),(78 125.51216),(79 122.93337),
(1 72.05504),(2 82.43293),(3 89.341675),(4 92.16288),(5 97.28287),(6 98.35164),(7 101.06666),(8 101.501564),(9 104.912506),(10 106.05946),(11 106.88953),(12 107.557365),(13 109.96441),(14 109.55401),(15 112.37178),(16 112.59413),(17 113.50908),(18 113.05778),(19 113.94542),(20 114.42537),(21 113.40952),(22 115.137566),(23 113.73545),(24 115.0808),(25 114.48343),(26 114.39578),(27 113.53115),(28 114.153755),(29 113.13475),(30 112.710365),(31 112.21),(32 114.23803),(33 113.479454),(34 113.81343),(35 113.97775),(36 114.47117),(37 114.36494),(38 117.041855),(39 116.3859),(40 118.126396),(41 116.98614),(42 116.60881),(43 114.66608),(44 115.17862),(45 113.53697),(46 114.46347),(47 114.07987),(48 116.533775),(49 116.12127),(50 117.90579),(51 117.745705),(52 119.57437),(53 119.34483),(54 121.05444),(55 120.31284),(56 123.08888),(57 121.442894),(58 123.327644),(59 120.08199),(60 119.84735),(61 118.58444),(62 119.997375),(63 118.287285),(64 119.990814),(65 118.30713),(66 120.38209),(67 119.601944),(68 120.362755),(69 121.7678),(70 120.837875),(71 122.877396),(72 122.643196),(73 123.48049),(74 123.37616),(75 123.25948),(76 121.74418),(77 122.8721),(78 128.21227),(79 124.088974),
(1 68.92066),(2 78.38429),(3 83.622246),(4 87.40005),(5 91.678795),(6 93.732185),(7 96.36404),(8 96.28039),(9 99.79685),(10 100.009224),(11 102.59705),(12 102.67127),(13 104.68973),(14 106.16826),(15 107.05405),(16 108.17613),(17 110.384186),(18 110.97157),(19 111.255135),(20 111.672005),(21 110.79713),(22 112.11072),(23 111.47839),(24 111.63373),(25 110.587944),(26 111.34406),(27 110.4889),(28 111.77129),(29 111.25859),(30 111.25938),(31 111.199066),(32 112.44711),(33 111.44677),(34 112.83111),(35 113.52694),(36 114.18681),(37 113.70641),(38 115.56079),(39 114.37228),(40 115.50563),(41 114.56387),(42 115.60739),(43 113.59384),(44 114.0167),(45 112.55055),(46 113.487305),(47 111.9224),(48 114.1441),(49 113.51584),(50 115.1791),(51 115.74791),(52 117.64226),(53 115.119255),(54 117.442276),(55 116.53439),(56 118.632835),(57 117.63938),(58 120.58133),(59 117.1396),(60 117.530014),(61 115.013916),(62 116.73893),(63 114.92101),(64 117.35139),(65 116.09002),(66 118.027275),(67 116.716606),(68 117.49076),(69 117.75344),(70 117.802864),(71 119.69685),(72 118.75227),(73 121.03595),(74 120.88367),(75 120.154144),(76 120.35568),(77 119.924385),(78 123.9548),(79 121.02271),
(1 68.70574),(2 78.02602),(3 85.44265),(4 87.95182),(5 93.013435),(6 94.20572),(7 96.35053),(8 96.61872),(9 99.55983),(10 100.630684),(11 101.77834),(12 101.00369),(13 103.13905),(14 103.0761),(15 106.068886),(16 106.5624),(17 107.8251),(18 108.88852),(19 109.33366),(20 111.33486),(21 110.1596),(22 110.71065),(23 109.49305),(24 109.86831),(25 108.71268),(26 109.27575),(27 108.44548),(28 108.82632),(29 108.27584),(30 108.42758),(31 106.82013),(32 107.91848),(33 107.57668),(34 108.65259),(35 108.95244),(36 111.05807),(37 110.77577),(38 113.60064),(39 113.52219),(40 115.32661),(41 113.855446),(42 114.12103),(43 112.89112),(44 114.03876),(45 110.97476),(46 112.493614),(47 112.60754),(48 114.67821),(49 113.978065),(50 115.3932),(51 116.16323),(52 117.242966),(53 116.695366),(54 119.028725),(55 116.815926),(56 118.375595),(57 116.2555),(58 118.3451),(59 115.587685),(60 117.33834),(61 114.8566),(62 116.060135),(63 114.85266),(64 116.75949),(65 115.63483),(66 117.15352),(67 116.901634),(68 117.18011),(69 118.48068),(70 118.55043),(71 119.03693),(72 119.08458),(73 119.19554),(74 119.81741),(75 119.39766),(76 117.915504),(77 118.33662),(78 125.67637),(79 121.99629),
(1 68.58198),(2 78.231865),(3 85.65885),(4 88.01118),(5 91.61327),(6 93.07862),(7 95.439835),(8 96.228485),(9 99.3118),(10 99.41731),(11 101.89584),(12 102.37731),(13 104.01936),(14 103.43264),(15 106.196976),(16 107.241745),(17 107.992836),(18 109.29116),(19 111.16614),(20 112.18296),(21 111.41432),(22 112.957596),(23 112.42152),(24 111.57256),(25 111.01662),(26 112.20988),(27 111.58602),(28 111.76123),(29 109.91427),(30 109.64748),(31 108.94336),(32 111.02596),(33 110.209435),(34 112.146736),(35 110.9885),(36 114.21087),(37 112.658455),(38 114.60905),(39 113.002815),(40 113.72932),(41 113.07595),(42 113.59006),(43 111.15352),(44 113.132164),(45 111.3821),(46 112.06631),(47 110.79733),(48 111.55688),(49 110.76123),(50 112.60384),(51 112.06941),(52 113.70465),(53 114.509575),(54 116.822975),(55 114.609375),(56 116.7742),(57 114.20123),(58 116.7691),(59 112.925766),(60 114.97294),(61 113.017204),(62 114.09028),(63 112.33157),(64 113.32918),(65 112.25315),(66 115.21053),(67 114.76703),(68 114.46725),(69 115.78313),(70 115.431816),(71 116.55331),(72 116.45842),(73 115.818756),(74 116.13644),(75 117.31988),(76 115.622406),(77 116.73627),(78 121.00387),(79 117.99257),
(1 69.045456),(2 78.60229),(3 85.58763),(4 88.58343),(5 91.9822),(6 93.90304),(7 95.9902),(8 96.924194),(9 99.44619),(10 98.440956),(11 99.76363),(12 100.34378),(13 101.78428),(14 102.34067),(15 104.58817),(16 106.201584),(17 107.687675),(18 108.85935),(19 108.77768),(20 110.757805),(21 109.84666),(22 110.38551),(23 110.18294),(24 110.775955),(25 109.51907),(26 111.33047),(27 109.620255),(28 110.29829),(29 109.79042),(30 109.47913),(31 109.573296),(32 111.018166),(33 110.95937),(34 113.056595),(35 112.35596),(36 113.79705),(37 112.94241),(38 115.15117),(39 114.70755),(40 115.79709),(41 113.58835),(42 113.11188),(43 111.190094),(44 111.191536),(45 109.94157),(46 109.498184),(47 109.14258),(48 110.591644),(49 109.84746),(50 112.118515),(51 112.371),(52 113.46472),(53 113.86661),(54 116.578926),(55 115.3525),(56 117.2875),(57 115.14082),(58 118.063255),(59 115.14629),(60 117.03619),(61 115.26226),(62 115.66798),(63 114.692276),(64 116.64554),(65 115.33523),(66 117.77702),(67 116.08406),(68 117.29395),(69 117.3641),(70 117.590385),(71 118.21862),(72 117.188934),(73 118.05071),(74 118.31129),(75 118.79395),(76 117.55256),(77 118.24933),(78 123.66945),(79 121.155426),
(1 68.47283),(2 77.57694),(3 85.33426),(4 89.51246),(5 94.14347),(6 95.382576),(7 98.27814),(8 98.98212),(9 101.009155),(10 101.10022),(11 103.05974),(12 102.956024),(13 104.950775),(14 104.72749),(15 108.26245),(16 109.55418),(17 111.173515),(18 110.94679),(19 111.0776),(20 112.47375),(21 111.89511),(22 111.82361),(23 111.61072),(24 112.59252),(25 111.06348),(26 112.63661),(27 111.62008),(28 111.295975),(29 109.76849),(30 110.175705),(31 110.746994),(32 111.43032),(33 110.913826),(34 112.09222),(35 112.24328),(36 112.99513),(37 113.04655),(38 114.44337),(39 114.455284),(40 115.15581),(41 113.877914),(42 114.47182),(43 112.61443),(44 113.52965),(45 112.63058),(46 112.67502),(47 112.51393),(48 114.83802),(49 114.95921),(50 115.84516),(51 115.37325),(52 117.9644),(53 117.53612),(54 121.16127),(55 119.16445),(56 120.15688),(57 118.72505),(58 120.68191),(59 118.57674),(60 119.37788),(61 118.32621),(62 118.861206),(63 117.34107),(64 117.83622),(65 116.550095),(66 119.61287),(67 119.914764),(68 120.03215),(69 119.9607),(70 118.92411),(71 119.4367),(72 119.834816),(73 119.74642),(74 120.186714),(75 120.32182),(76 118.39505),(77 119.261696),(78 125.413414),(79 121.377815),
(1 67.490395),(2 76.67351),(3 85.1786),(4 89.44365),(5 93.725235),(6 94.173325),(7 96.63701),(8 97.47538),(9 98.111374),(10 98.57237),(11 100.38084),(12 101.03772),(13 101.94704),(14 102.031715),(15 105.413826),(16 106.2939),(17 107.48213),(18 107.49307),(19 107.67017),(20 109.535355),(21 109.96876),(22 110.72404),(23 108.62005),(24 110.36226),(25 109.2867),(26 110.19468),(27 109.2127),(28 109.207985),(29 107.46437),(30 108.16275),(31 108.41759),(32 109.93857),(33 110.02244),(34 111.88541),(35 111.218994),(36 112.1309),(37 111.48514),(38 113.65469),(39 112.87592),(40 113.09474),(41 113.01738),(42 111.61686),(43 109.34044),(44 110.02444),(45 108.13435),(46 109.08277),(47 107.71379),(48 109.9641),(49 108.69027),(50 110.22535),(51 110.37133),(52 112.92012),(53 112.27635),(54 114.4308),(55 112.30102),(56 114.2199),(57 112.90053),(58 114.072655),(59 111.13002),(60 113.13323),(61 111.7313),(62 112.56192),(63 112.15341),(64 113.93941),(65 112.66387),(66 115.69644),(67 115.02998),(68 115.30636),(69 115.39762),(70 116.055786),(71 116.25281),(72 116.9433),(73 117.13983),(74 116.36481),(75 116.08885),(76 114.99778),(77 116.48717),(78 121.25803),(79 119.07807),
(1 67.688965),(2 77.394966),(3 83.987434),(4 86.88399),(5 91.35688),(6 92.66235),(7 96.215744),(8 95.98583),(9 98.81427),(10 99.63475),(11 100.09513),(12 100.424355),(13 102.85366),(14 104.05249),(15 106.66947),(16 106.66425),(17 108.38479),(18 108.292534),(19 108.81404),(20 109.699684),(21 108.78227),(22 109.149666),(23 107.83768),(24 108.86496),(25 109.0749),(26 109.55248),(27 108.61106),(28 108.122025),(29 107.7381),(30 109.01726),(31 108.77833),(32 109.49556),(33 109.817116),(34 111.74084),(35 111.51163),(36 113.49463),(37 111.293755),(38 113.09258),(39 111.85835),(40 114.1378),(41 111.38348),(42 110.91948),(43 109.50687),(44 110.76887),(45 108.819115),(46 110.25393),(47 108.61582),(48 111.106224),(49 109.74772),(50 112.46271),(51 112.48881),(52 114.88674),(53 114.975),(54 117.843124),(55 116.25541),(56 117.83922),(57 116.60714),(58 118.79821),(59 115.53277),(60 116.24022),(61 114.799965),(62 116.35016),(63 115.960594),(64 117.66549),(65 117.337166),(66 118.72575),(67 119.15301),(68 119.21436),(69 120.11852),(70 119.94447),(71 120.89718),(72 119.19519),(73 120.270454),(74 120.270386),(75 120.61951),(76 119.70939),(77 119.92815),(78 125.20941),(79 122.39181),
(1 66.59675),(2 75.34436),(3 83.36672),(4 85.811386),(5 89.71918),(6 92.0088),(7 94.41485),(8 95.4876),(9 97.57647),(10 97.50045),(11 98.66823),(12 99.26223),(13 101.84899),(14 102.37301),(15 105.32528),(16 106.33933),(17 108.2527),(18 107.23118),(19 108.24519),(20 108.16726),(21 107.68804),(22 109.18961),(23 107.70089),(24 108.51335),(25 107.39325),(26 107.96369),(27 106.53321),(28 107.00472),(29 105.90316),(30 106.760284),(31 105.86686),(32 107.00766),(33 105.59627),(34 106.74137),(35 106.23155),(36 108.38141),(37 107.836),(38 109.370346),(39 110.243065),(40 111.24049),(41 109.16354),(42 109.542656),(43 108.23076),(44 108.81091),(45 106.56367),(46 108.2485),(47 107.47454),(48 109.0925),(49 108.13897),(50 110.30398),(51 109.844635),(52 112.712074),(53 111.34809),(54 114.52506),(55 113.22377),(56 116.274376),(57 114.65673),(58 115.26217),(59 112.196945),(60 113.55058),(61 110.75686),(62 112.95529),(63 110.8584),(64 112.991875),(65 111.517),(66 113.77151),(67 112.67851),(68 113.730064),(69 114.30702),(70 114.56528),(71 115.47798),(72 114.57614),(73 115.110634),(74 114.23499),(75 113.53404),(76 112.83443),(77 114.5719),(78 118.05978),(79 116.41452),
(1 67.974266),(2 76.59609),(3 83.03791),(4 85.71259),(5 90.24087),(6 91.462975),(7 94.16108),(8 95.26517),(9 97.47017),(10 98.28589),(11 100.06946),(12 100.46639),(13 102.21511),(14 102.656456),(15 106.30882),(16 105.53651),(17 108.14299),(18 107.458694),(19 107.75835),(20 109.71673),(21 108.53536),(22 110.18972),(23 108.45782),(24 110.720116),(25 110.35892),(26 111.79874),(27 110.93686),(28 110.78279),(29 109.75746),(30 111.57965),(31 110.9164),(32 111.75983),(33 110.954315),(34 112.51453),(35 112.083786),(36 114.74568),(37 114.37301),(38 115.679375),(39 114.50275),(40 115.51661),(41 115.057884),(42 115.066345),(43 113.00998),(44 114.64244),(45 112.879845),(46 113.542145),(47 111.71026),(48 112.3474),(49 111.822334),(50 113.09042),(51 112.43548),(52 114.93008),(53 115.0102),(54 118.29037),(55 117.59603),(56 119.30618),(57 118.54331),(58 120.26791),(59 118.69872),(60 119.66022),(61 118.464035),(62 119.815125),(63 117.16917),(64 118.9793),(65 118.30391),(66 120.41695),(67 119.24052),(68 120.06807),(69 120.800964),(70 121.31484),(71 122.0574),(72 122.790405),(73 122.793465),(74 121.568794),(75 123.35865),(76 121.08231),(77 122.228516),(78 125.804375),(79 123.20329),
(1 67.31938),(2 76.35666),(3 82.50881),(4 84.496376),(5 89.13465),(6 90.30382),(7 92.925766),(8 93.58968),(9 97.12019),(10 97.73407),(11 98.281456),(12 97.55377),(13 99.02354),(14 100.04003),(15 103.85862),(16 104.43081),(17 106.99803),(18 106.15493),(19 107.3109),(20 108.42598),(21 107.39934),(22 108.72691),(23 108.17787),(24 108.98898),(25 109.21875),(26 109.12208),(27 108.31541),(28 108.93493),(29 108.22895),(30 108.66964),(31 107.60594),(32 108.93765),(33 108.56774),(34 109.942505),(35 108.403015),(36 110.51732),(37 109.467636),(38 111.700226),(39 109.89606),(40 111.337845),(41 109.18598),(42 108.97729),(43 105.92984),(44 106.837585),(45 104.94538),(46 105.49224),(47 104.179504),(48 105.71544),(49 104.47865),(50 107.64992),(51 106.14241),(52 109.39726),(53 108.16195),(54 111.14497),(55 110.4726),(56 113.837166),(57 112.11937),(58 112.26812),(59 110.47035),(60 112.31635),(61 110.11492),(62 111.71871),(63 109.61582),(64 111.82647),(65 109.9933),(66 112.36406),(67 111.34526),(68 111.87998),(69 112.446976),(70 112.02429),(71 113.24771),(72 112.84804),(73 112.74803),(74 112.510086),(75 113.39235),(76 111.98705),(77 112.881935),(78 117.5774),(79 114.36988),
(1 67.21756),(2 77.124),(3 83.592575),(4 86.21918),(5 90.24855),(6 90.91122),(7 94.3445),(8 95.00142),(9 97.87828),(10 97.98854),(11 100.12208),(12 99.05168),(13 101.73773),(14 101.41325),(15 104.25384),(16 104.72112),(17 106.1567),(18 106.80374),(19 107.53789),(20 108.49592),(21 108.09884),(22 109.4592),(23 108.899956),(24 109.0513),(25 107.60527),(26 108.79274),(27 107.53125),(28 107.946365),(29 107.26228),(30 107.01744),(31 106.456856),(32 108.30516),(33 108.28779),(34 109.84248),(35 109.134224),(36 110.37167),(37 111.30949),(38 113.72149),(39 113.00133),(40 113.10388),(41 112.40641),(42 113.232506),(43 110.1078),(44 111.497246),(45 109.93025),(46 111.423744),(47 110.40948),(48 110.971535),(49 110.508224),(50 111.80678),(51 112.088554),(52 113.594536),(53 112.119484),(54 114.28731),(55 113.26638),(56 114.99317),(57 113.7135),(58 114.7535),(59 112.59444),(60 113.6213),(61 110.442924),(62 113.05394),(63 111.43076),(64 112.725075),(65 112.05528),(66 113.831635),(67 112.85433),(68 114.12864),(69 113.55718),(70 113.794),(71 115.423996),(72 115.54458),(73 116.55551),(74 115.88841),(75 117.41769),(76 116.79015),(77 116.87045),(78 121.0786),(79 118.40662),
