1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 92.10557),(2 117.41859),(3 133.49086),(4 143.3383),(5 152.6384),(6 160.65312),(7 165.9827),(8 170.52744),(9 174.80412),(10 178.77385),(11 180.7484),(12 182.6252),(13 183.89076),(14 184.73422),(15 186.00862),(16 187.3542),(17 190.10732),(18 190.9107),(19 191.33357),(20 193.15878),(21 194.09154),(22 193.8967),(23 193.32057),(24 196.66257),(25 198.50949),(26 199.6089),(27 200.90721),(28 202.0263),(29 203.06567),(30 204.35803),(31 206.69345),(32 207.86334),(33 210.46152),(34 212.38956),(35 214.4351),(36 216.23036),(37 217.0478),(38 218.39381),(39 221.93677),(40 224.77107),(41 224.94691),(42 225.95097),(43 227.4816),(44 229.49733),(45 230.90515),(46 231.81738),(47 232.52432),(48 232.02756),(49 231.23912),(50 230.76453),(51 229.10966),(52 227.79156),(53 227.32445),(54 225.20445),(55 224.96516),(56 224.07338),(57 222.27309),(58 220.04393),(59 220.3663),(60 218.2614),(61 216.22989),(62 216.20511),(63 213.34615),(64 214.57747),(65 211.87393),(66 211.92271),(67 211.84505),(68 214.12135),(69 214.48294),(70 214.55273),(71 215.8014),(72 216.40826),(73 217.19037),(74 218.57655),(75 218.8202),(76 219.7518),(77 220.56519),(78 220.30226),(79 221.44537),
(1 90.20502),(2 115.52207),(3 131.38486),(4 140.05185),(5 149.38968),(6 157.08003),(7 162.97684),(8 167.33525),(9 170.8642),(10 175.20015),(11 178.09354),(12 178.39952),(13 181.76529),(14 182.32474),(15 183.4273),(16 185.51678),(17 186.2712),(18 188.75623),(19 189.36435),(20 190.27032),(21 191.42982),(22 191.3438),(23 190.51974),(24 191.77655),(25 193.79846),(26 195.00061),(27 197.00452),(28 196.83086),(29 198.0642),(30 199.24136),(31 202.14226),(32 203.29665),(33 206.73827),(34 207.68785),(35 210.58751),(36 211.9745),(37 214.58784),(38 216.33397),(39 219.1732),(40 220.44437),(41 221.91699),(42 222.12628),(43 222.6783),(44 225.21071),(45 224.67769),(46 228.08315),(47 228.7799),(48 229.54387),(49 229.53766),(50 229.72041),(51 229.85977),(52 228.5335),(53 228.3773),(54 225.63239),(55 225.50877),(56 224.55621),(57 224.04012),(58 221.85013),(59 222.53613),(60 221.35843),(61 220.6677),(62 221.16805),(63 219.16786),(64 219.40237),(65 217.76553),(66 220.17337),(67 219.03946),(68 218.72063),(69 219.12184),(70 217.34946),(71 217.79488),(72 217.94238),(73 218.49014),(74 218.76607),(75 218.8819),(76 220.1526),(77 219.29669),(78 221.2192),(79 221.90324),
(1 89.83082),(2 114.879196),(3 131.67574),(4 140.49127),(5 148.1185),(6 154.567),(7 161.31529),(8 164.32733),(9 167.64886),(10 172.95724),(11 177.19553),(12 178.87012),(13 180.64154),(14 182.89919),(15 185.25587),(16 187.44046),(17 189.31691),(18 188.71849),(19 189.42325),(20 190.27657),(21 189.39346),(22 187.46162),(23 187.67778),(24 189.81026),(25 189.75685),(26 194.37181),(27 196.64787),(28 196.81993),(29 198.05894),(30 200.3863),(31 201.87741),(32 203.67949),(33 205.1498),(34 207.22646),(35 209.02318),(36 210.94543),(37 212.31548),(38 214.61447),(39 215.85208),(40 217.90347),(41 220.65158),(42 221.2122),(43 221.53687),(44 223.45534),(45 223.59709),(46 224.42322),(47 225.37668),(48 225.044),(49 223.3195),(50 221.7097),(51 221.6173),(52 220.82056),(53 220.26779),(54 219.11308),(55 218.21815),(56 218.04803),(57 217.10104),(58 216.94418),(59 216.63187),(60 215.63326),(61 213.58238),(62 214.78632),(63 215.70613),(64 217.05528),(65 218.08173),(66 217.51257),(67 218.68806),(68 218.83966),(69 218.9769),(70 219.92502),(71 222.19334),(72 224.14908),(73 224.39064),(74 224.83893),(75 225.04344),(76 228.46884),(77 228.86485),(78 230.48628),(79 231.3168),
(1 89.701256),(2 115.03991),(3 131.63142),(4 140.03683),(5 149.08902),(6 155.09532),(7 160.5181),(8 163.4591),(9 168.27098),(10 171.93584),(11 175.71933),(12 175.1964),(13 178.45525),(14 178.03429),(15 178.93095),(16 181.96652),(17 183.66403),(18 186.88002),(19 185.49461),(20 188.25429),(21 187.28484),(22 186.625),(23 187.5898),(24 190.03253),(25 190.38965),(26 190.98901),(27 192.56503),(28 194.42795),(29 195.05388),(30 197.74614),(31 198.78596),(32 200.97414),(33 202.1641),(34 205.55237),(35 208.62895),(36 209.90523),(37 211.4882),(38 213.61009),(39 215.32832),(40 217.5664),(41 218.54979),(42 220.6455),(43 222.85806),(44 224.45728),(45 225.38025),(46 228.79123),(47 228.49835),(48 228.17525),(49 227.45415),(50 228.0151),(51 225.95314),(52 225.96927),(53 223.52036),(54 222.32808),(55 220.74171),(56 219.97823),(57 220.11066),(58 218.2394),(59 218.75526),(60 216.39413),(61 216.69753),(62 215.39803),(63 214.41777),(64 213.99127),(65 212.12988),(66 212.58008),(67 213.45195),(68 212.95001),(69 212.30997),(70 212.31122),(71 212.21472),(72 213.64233),(73 213.64043),(74 213.49791),(75 213.82906),(76 214.26936),(77 215.33052),(78 214.33923),(79 216.03734),
(1 88.553116),(2 113.07768),(3 130.75568),(4 138.05069),(5 146.08733),(6 153.06604),(7 158.61958),(8 165.39838),(9 169.95749),(10 174.87213),(11 177.95364),(12 178.95934),(13 181.98532),(14 182.50227),(15 184.31354),(16 186.29552),(17 188.67897),(18 189.26126),(19 190.0575),(20 190.13116),(21 191.14702),(22 190.3945),(23 190.94022),(24 194.66023),(25 195.91168),(26 197.23567),(27 199.36406),(28 199.33539),(29 200.2411),(30 200.50342),(31 202.61559),(32 204.37997),(33 207.19142),(34 209.12431),(35 211.9695),(36 212.93335),(37 215.94489),(38 216.54495),(39 220.32962),(40 223.12213),(41 222.83716),(42 224.4428),(43 225.72278),(44 227.96487),(45 228.53606),(46 231.30608),(47 230.34122),(48 230.25322),(49 229.63486),(50 228.1736),(51 229.18507),(52 226.23935),(53 227.37659),(54 225.40495),(55 224.40779),(56 225.53139),(57 225.40933),(58 225.06464),(59 223.46327),(60 221.73438),(61 220.3055),(62 218.4629),(63 219.8468),(64 217.72505),(65 218.61232),(66 217.95795),(67 217.19511),(68 217.19872),(69 217.03818),(70 218.17189),(71 219.75099),(72 220.68651),(73 219.99968),(74 218.64676),(75 219.40839),(76 219.93396),(77 218.76622),(78 218.0673),(79 219.82678),
(1 86.56096),(2 110.3386),(3 126.73162),(4 135.53992),(5 143.97453),(6 150.88255),(7 157.22357),(8 163.0989),(9 167.0824),(10 169.94273),(11 172.90854),(12 174.40282),(13 177.60266),(14 179.42618),(15 182.51176),(16 184.30356),(17 185.7091),(18 188.68376),(19 189.09344),(20 190.81017),(21 191.43185),(22 190.95844),(23 190.13892),(24 193.90128),(25 194.98326),(26 197.02171),(27 199.22049),(28 200.44746),(29 200.1194),(30 202.17256),(31 204.5563),(32 207.21944),(33 211.50424),(34 212.70967),(35 214.64542),(36 216.02588),(37 217.74677),(38 221.1409),(39 223.39226),(40 225.05486),(41 225.7695),(42 225.80762),(43 226.87514),(44 228.89722),(45 230.44302),(46 232.09695),(47 232.00722),(48 234.5372),(49 233.19165),(50 234.39275),(51 232.58646),(52 231.17859),(53 230.16476),(54 228.98564),(55 227.08508),(56 227.43576),(57 227.04166),(58 225.83878),(59 224.59608),(60 222.45227),(61 221.9197),(62 220.85062),(63 220.33199),(64 218.26204),(65 216.15979),(66 214.63411),(67 213.7103),(68 212.9942),(69 211.35341),(70 210.47223),(71 212.65399),(72 212.79532),(73 216.55215),(74 217.04668),(75 219.18944),(76 219.35608),(77 219.9862),(78 220.97992),(79 223.50238),
(1 86.59657),(2 111.59776),(3 127.82713),(4 136.73055),(5 145.3564),(6 151.64043),(7 158.28293),(8 163.1242),(9 169.3396),(10 172.52014),(11 176.07353),(12 178.60025),(13 182.04541),(14 183.00975),(15 184.50237),(16 186.77122),(17 187.82256),(18 188.2396),(19 190.46507),(20 191.59657),(21 190.86302),(22 190.10947),(23 191.52876),(24 194.27007),(25 194.9408),(26 196.58322),(27 198.6018),(28 199.98405),(29 200.9628),(30 203.81415),(31 206.75203),(32 209.23773),(33 211.39781),(34 213.19298),(35 216.98875),(36 218.41905),(37 220.03874),(38 222.57684),(39 224.12912),(40 225.35814),(41 228.40965),(42 229.1327),(43 232.55415),(44 235.19812),(45 235.54391),(46 235.65247),(47 235.06119),(48 234.5011),(49 233.62027),(50 233.68533),(51 233.17424),(52 229.62457),(53 229.46512),(54 228.10037),(55 228.48456),(56 227.03796),(57 227.91885),(58 224.61122),(59 222.53842),(60 222.78856),(61 220.33157),(62 218.85664),(63 219.86871),(64 218.08412),(65 218.27173),(66 218.0851),(67 218.36595),(68 219.36212),(69 219.97037),(70 219.97096),(71 221.11816),(72 220.27682),(73 222.2718),(74 221.17113),(75 223.7349),(76 222.93509),(77 224.4999),(78 223.2291),(79 224.1252),
(1 87.654816),(2 112.80712),(3 128.84445),(4 136.32921),(5 145.57155),(6 151.25371),(7 158.5746),(8 163.26671),(9 167.65706),(10 171.42096),(11 173.90297),(12 175.39542),(13 178.38902),(14 180.3872),(15 182.57106),(16 184.75911),(17 186.71637),(18 189.58588),(19 189.87782),(20 190.77522),(21 190.33188),(22 189.00438),(23 190.64919),(24 193.9681),(25 194.97871),(26 197.91531),(27 199.27763),(28 201.19385),(29 203.25201),(30 206.8001),(31 209.43414),(32 211.79982),(33 214.91365),(34 216.69743),(35 220.57628),(36 224.28455),(37 226.4552),(38 229.72246),(39 231.9762),(40 232.48889),(41 234.04039),(42 235.01433),(43 237.24362),(44 238.37007),(45 240.3012),(46 242.65129),(47 241.86958),(48 241.57059),(49 239.97977),(50 240.27312),(51 239.36456),(52 237.64622),(53 238.55019),(54 236.41472),(55 236.11122),(56 234.10362),(57 233.33354),(58 230.73741),(59 228.5552),(60 226.5499),(61 225.22237),(62 223.36986),(63 223.7278),(64 221.78432),(65 221.7001),(66 221.93092),(67 221.33418),(68 221.1677),(69 221.00175),(70 219.35768),(71 217.8424),(72 218.81117),(73 219.88414),(74 219.90659),(75 220.76218),(76 220.87193),(77 220.80331),(78 220.03741),(79 221.99072),
(1 84.28571),(2 108.15653),(3 123.5319),(4 130.64777),(5 138.22882),(6 144.27591),(7 150.08675),(8 154.97736),(9 158.5545),(10 163.1701),(11 166.07666),(12 167.73726),(13 170.97122),(14 172.16643),(15 173.88387),(16 177.66394),(17 180.32341),(18 180.82228),(19 181.91449),(20 183.9408),(21 185.17632),(22 184.67438),(23 184.84021),(24 187.94669),(25 189.8667),(26 192.9614),(27 193.09912),(28 195.97339),(29 197.02896),(30 198.26564),(31 201.40323),(32 203.08383),(33 207.71542),(34 209.3382),(35 212.74571),(36 214.58522),(37 215.35905),(38 216.52586),(39 220.12463),(40 222.19519),(41 223.79964),(42 225.1236),(43 227.76729),(44 230.43164),(45 230.94936),(46 231.40971),(47 231.67406),(48 230.85118),(49 231.43536),(50 231.73679),(51 231.13097),(52 230.58412),(53 231.14528),(54 228.60515),(55 228.81766),(56 228.93233),(57 227.7858),(58 227.24278),(59 227.76009),(60 225.97728),(61 223.55696),(62 220.88588),(63 221.17851),(64 218.55058),(65 216.63599),(66 215.77336),(67 216.22968),(68 216.73088),(69 219.37582),(70 220.66138),(71 219.2559),(72 220.52142),(73 222.79655),(74 223.15158),(75 223.74821),(76 224.35309),(77 223.21532),(78 224.15054),(79 226.18147),
(1 85.06426),(2 108.29227),(3 124.40013),(4 132.71295),(5 141.27332),(6 147.31256),(7 153.30302),(8 158.79402),(9 162.76343),(10 165.68073),(11 168.48225),(12 170.95488),(13 172.89503),(14 174.48094),(15 176.9716),(16 178.95111),(17 180.81528),(18 182.32133),(19 182.33029),(20 182.98799),(21 185.57785),(22 184.28279),(23 185.36761),(24 188.66121),(25 189.72751),(26 193.72629),(27 195.33324),(28 197.71518),(29 199.71162),(30 202.76295),(31 204.32451),(32 207.29439),(33 209.6808),(34 212.51332),(35 216.02013),(36 219.55775),(37 221.11966),(38 223.28102),(39 225.88509),(40 227.8433),(41 230.31732),(42 230.7868),(43 233.20247),(44 233.86195),(45 233.89284),(46 235.67836),(47 234.556),(48 234.00755),(49 234.16844),(50 234.41434),(51 234.53224),(52 230.89655),(53 230.82684),(54 230.17403),(55 227.95073),(56 227.47716),(57 228.21712),(58 226.39645),(59 226.69153),(60 223.77379),(61 222.01581),(62 220.0988),(63 221.43282),(64 219.62823),(65 218.18005),(66 217.07692),(67 216.94907),(68 216.6154),(69 216.76462),(70 215.77264),(71 215.68755),(72 215.98978),(73 215.42941),(74 216.7352),(75 216.3581),(76 216.83524),(77 216.89325),(78 215.19324),(79 216.33951),
(1 83.46719),(2 107.36444),(3 123.49404),(4 130.79572),(5 138.84167),(6 145.40654),(7 151.37233),(8 156.67264),(9 162.16057),(10 164.00948),(11 166.41826),(12 168.92659),(13 170.506),(14 171.5381),(15 172.69492),(16 175.04042),(17 177.30038),(18 178.6703),(19 179.98982),(20 181.7848),(21 182.94771),(22 182.82033),(23 183.90562),(24 188.44518),(25 189.41493),(26 192.75908),(27 193.8381),(28 196.7074),(29 198.78758),(30 200.35599),(31 203.12402),(32 206.11691),(33 208.5891),(34 211.54198),(35 213.25993),(36 217.17816),(37 219.46513),(38 221.24783),(39 224.86546),(40 226.26245),(41 227.17172),(42 229.6502),(43 231.64413),(44 233.51146),(45 233.0682),(46 235.31126),(47 236.47095),(48 236.02405),(49 235.396),(50 236.48576),(51 235.55103),(52 234.69354),(53 233.08421),(54 231.6585),(55 229.27058),(56 228.38367),(57 227.5971),(58 225.00818),(59 224.26335),(60 221.96666),(61 221.07455),(62 218.42903),(63 219.68854),(64 217.11832),(65 214.54385),(66 215.1699),(67 216.23233),(68 216.4996),(69 217.20909),(70 217.9013),(71 217.5945),(72 218.05775),(73 219.71121),(74 220.53665),(75 222.46338),(76 223.15475),(77 223.21913),(78 223.87878),(79 224.00447),
(1 82.18662),(2 105.85318),(3 121.53576),(4 128.95905),(5 137.75314),(6 143.2543),(7 149.30151),(8 153.40964),(9 157.55046),(10 160.64679),(11 162.91373),(12 164.25351),(13 165.32324),(14 167.02019),(15 169.68903),(16 171.41801),(17 172.33357),(18 175.57408),(19 177.32278),(20 179.07452),(21 179.7973),(22 179.35518),(23 179.29727),(24 184.00188),(25 184.16641),(26 186.77869),(27 189.45052),(28 188.89252),(29 191.67136),(30 194.12108),(31 197.31412),(32 199.71432),(33 202.08406),(34 204.48146),(35 206.7119),(36 207.72418),(37 209.89168),(38 211.65993),(39 214.66498),(40 215.28809),(41 216.62448),(42 216.89513),(43 218.26309),(44 219.6957),(45 219.7616),(46 220.68987),(47 221.48743),(48 221.00359),(49 221.52855),(50 222.11409),(51 221.66707),(52 220.60234),(53 220.35321),(54 218.54837),(55 217.91946),(56 217.53065),(57 217.45549),(58 215.60878),(59 214.22107),(60 213.64694),(61 212.50043),(62 210.51988),(63 210.28192),(64 210.41519),(65 208.11334),(66 207.92343),(67 206.65623),(68 206.35413),(69 205.90906),(70 205.14946),(71 205.56535),(72 205.68813),(73 206.48073),(74 205.72806),(75 207.88904),(76 209.03966),(77 208.45418),(78 208.63708),(79 208.617),
(1 83.55915),(2 106.30215),(3 121.62136),(4 129.06857),(5 137.43373),(6 143.09299),(7 149.6965),(8 155.00938),(9 160.04837),(10 162.8292),(11 165.16757),(12 167.33452),(13 169.02353),(14 170.79558),(15 172.97299),(16 173.68782),(17 175.46745),(18 177.72871),(19 180.87245),(20 180.64342),(21 183.9116),(22 183.54744),(23 182.94153),(24 186.4887),(25 188.10657),(26 190.58153),(27 193.6284),(28 196.20148),(29 198.16035),(30 199.28886),(31 202.05273),(32 203.37178),(33 206.9887),(34 209.26419),(35 211.55139),(36 213.49582),(37 215.93266),(38 216.0128),(39 217.96065),(40 218.98271),(41 219.57756),(42 222.75137),(43 226.48157),(44 229.00276),(45 229.39087),(46 230.55844),(47 229.00441),(48 229.87436),(49 228.10876),(50 229.48222),(51 229.49487),(52 228.36035),(53 226.93907),(54 225.02821),(55 223.31642),(56 221.75143),(57 220.64583),(58 220.70876),(59 220.53345),(60 220.53304),(61 219.65428),(62 218.87169),(63 219.45502),(64 218.00078),(65 216.14246),(66 214.76727),(67 214.97063),(68 213.22778),(69 212.93414),(70 213.37717),(71 213.89977),(72 213.36925),(73 213.61893),(74 213.48305),(75 215.35176),(76 216.513),(77 214.76028),(78 215.72345),(79 216.01056),
(1 80.89111),(2 102.98336),(3 117.44229),(4 124.23293),(5 133.11255),(6 140.05122),(7 145.53766),(8 150.26338),(9 154.6358),(10 158.45927),(11 162.57137),(12 163.77495),(13 165.2966),(14 167.26443),(15 168.581),(16 170.34833),(17 170.49863),(18 172.65643),(19 173.53777),(20 174.54567),(21 175.89258),(22 174.52542),(23 175.9356),(24 178.15596),(25 179.59438),(26 181.70291),(27 183.09344),(28 185.25665),(29 185.49031),(30 187.83374),(31 189.9881),(32 191.02849),(33 193.9736),(34 197.30171),(35 198.33063),(36 199.58437),(37 201.30214),(38 201.15054),(39 202.79625),(40 204.80385),(41 205.06656),(42 207.18036),(43 208.95255),(44 211.4642),(45 213.5715),(46 215.1527),(47 215.13475),(48 214.56308),(49 213.21951),(50 214.23442),(51 213.88509),(52 211.88043),(53 214.02881),(54 211.5985),(55 210.17058),(56 209.41232),(57 210.24297),(58 209.726),(59 210.66826),(60 207.80667),(61 207.1713),(62 205.03308),(63 204.42892),(64 204.32086),(65 203.58553),(66 203.91281),(67 203.62302),(68 202.54324),(69 203.48431),(70 203.1971),(71 202.39806),(72 203.57056),(73 205.72382),(74 206.24654),(75 207.65178),(76 207.6876),(77 208.68503),(78 208.57056),(79 209.9969),
(1 81.37065),(2 102.803825),(3 117.356636),(4 125.15094),(5 133.58862),(6 137.99786),(7 144.86916),(8 147.99303),(9 152.2079),(10 155.39345),(11 158.1333),(12 159.89334),(13 162.13829),(14 163.53452),(15 166.08377),(16 167.39783),(17 169.19472),(18 172.72464),(19 174.33316),(20 174.60231),(21 175.50607),(22 174.20724),(23 175.08907),(24 177.66397),(25 178.65762),(26 181.1885),(27 184.23297),(28 184.97104),(29 187.08504),(30 189.67638),(31 191.78088),(32 194.05205),(33 196.318),(34 197.38637),(35 198.79321),(36 200.5379),(37 201.77034),(38 204.1085),(39 205.54207),(40 207.5336),(41 208.54498),(42 208.55804),(43 209.77675),(44 211.34782),(45 210.89427),(46 212.00781),(47 211.36024),(48 211.57614),(49 211.10353),(50 211.37723),(51 210.81812),(52 209.53357),(53 209.23033),(54 209.81464),(55 206.98248),(56 206.2888),(57 205.80617),(58 204.23172),(59 204.28973),(60 203.06787),(61 201.30064),(62 200.46367),(63 199.70967),(64 197.86963),(65 195.805),(66 196.92105),(67 197.52797),(68 196.93416),(69 197.98955),(70 198.92485),(71 199.17194),(72 199.58801),(73 201.17674),(74 200.15027),(75 200.60368),(76 200.98468),(77 201.35143),(78 199.89896),(79 201.36719),
(1 79.90844),(2 101.08263),(3 116.59918),(4 124.81343),(5 132.61913),(6 137.17796),(7 142.9837),(8 146.70256),(9 150.66411),(10 153.66383),(11 155.4867),(12 157.73898),(13 160.87602),(14 163.16254),(15 165.83076),(16 167.31387),(17 169.39534),(18 170.94798),(19 173.39699),(20 172.62395),(21 174.34384),(22 173.20209),(23 174.37944),(24 176.27014),(25 178.47678),(26 180.61578),(27 181.10376),(28 183.63293),(29 184.5211),(30 185.05774),(31 187.88602),(32 190.27843),(33 193.18536),(34 195.15105),(35 197.2064),(36 197.80998),(37 199.55505),(38 201.51088),(39 203.12039),(40 206.3525),(41 208.79366),(42 210.71405),(43 212.56047),(44 213.96616),(45 215.01888),(46 216.32918),(47 218.43068),(48 218.6784),(49 218.91333),(50 218.51569),(51 217.84561),(52 217.83203),(53 218.42555),(54 218.29355),(55 216.28313),(56 215.72452),(57 215.05882),(58 214.72035),(59 213.72874),(60 211.98914),(61 210.78049),(62 208.6348),(63 208.10037),(64 205.44489),(65 203.92116),(66 203.14107),(67 202.12921),(68 202.08145),(69 202.56322),(70 200.4048),(71 199.79865),(72 199.69852),(73 200.85542),(74 199.10947),(75 200.61084),(76 199.75613),(77 201.31973),(78 200.00406),(79 200.57454),
(1 79.10293),(2 100.3809),(3 115.17329),(4 122.18232),(5 130.25687),(6 135.35938),(7 140.85611),(8 143.85959),(9 148.1707),(10 151.29236),(11 153.5506),(12 156.66902),(13 158.57574),(14 159.30322),(15 162.29533),(16 163.56743),(17 164.58296),(18 167.25659),(19 168.31589),(20 169.7084),(21 170.86627),(22 170.07506),(23 172.25171),(24 175.63023),(25 177.25531),(26 177.74896),(27 179.57172),(28 179.8619),(29 182.72911),(30 182.62923),(31 183.8827),(32 185.7894),(33 187.38753),(34 188.8251),(35 191.18408),(36 192.73215),(37 193.78697),(38 196.30334),(39 198.38051),(40 199.57437),(41 200.25627),(42 201.02776),(43 204.51991),(44 205.86424),(45 204.8297),(46 205.52739),(47 206.233),(48 204.66705),(49 203.54999),(50 204.6652),(51 203.45879),(52 203.78969),(53 204.3033),(54 203.79817),(55 203.49557),(56 202.38692),(57 202.81738),(58 202.15285),(59 202.515),(60 200.05951),(61 199.5145),(62 199.61613),(63 199.74336),(64 197.93236),(65 196.29048),(66 196.0322),(67 196.48288),(68 197.62677),(69 198.8308),(70 198.60454),(71 199.96495),(72 200.75546),(73 201.53767),(74 202.9791),(75 205.03104),(76 205.66255),(77 206.60815),(78 205.83876),(79 206.69762),
(1 76.7281),(2 99.11074),(3 113.24569),(4 120.28582),(5 129.03899),(6 134.25847),(7 138.48361),(8 142.93233),(9 147.24039),(10 150.59102),(11 154.45313),(12 155.33456),(13 158.41652),(14 160.07785),(15 163.09921),(16 163.79584),(17 164.91377),(18 166.64577),(19 166.80896),(20 166.81328),(21 167.2409),(22 167.48169),(23 168.76202),(24 171.91808),(25 173.82735),(26 174.93942),(27 176.94066),(28 178.66869),(29 179.31082),(30 180.39449),(31 183.20374),(32 184.57077),(33 187.35393),(34 188.90054),(35 191.42506),(36 193.48071),(37 195.10535),(38 197.40726),(39 198.04117),(40 201.01834),(41 201.22578),(42 203.11658),(43 205.49742),(44 206.41145),(45 207.76671),(46 209.31151),(47 210.16963),(48 210.77853),(49 211.10619),(50 210.93106),(51 209.8955),(52 208.81656),(53 209.97241),(54 209.04709),(55 207.93785),(56 205.68828),(57 206.46544),(58 205.65639),(59 203.87447),(60 201.50256),(61 200.68935),(62 199.94736),(63 200.79793),(64 199.3914),(65 200.38443),(66 199.07224),(67 197.56775),(68 197.63622),(69 197.69568),(70 196.46507),(71 197.22556),(72 197.07506),(73 197.13571),(74 196.64465),(75 198.41354),(76 197.9055),(77 199.39107),(78 199.12137),(79 198.6954),
