1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 371.6259),(2 498.33298),(3 580.3222),(4 629.348),(5 667.1918),(6 700.608),(7 718.678),(8 733.4111),(9 755.4675),(10 764.1243),(11 778.02954),(12 777.3276),(13 798.99304),(14 810.8932),(15 819.1014),(16 829.5528),(17 844.35693),(18 839.814),(19 840.49774),(20 830.2003),(21 824.87415),(22 825.9419),(23 819.9182),(24 819.7611),(25 829.4229),(26 819.9777),(27 824.5202),(28 847.8842),(29 837.08374),(30 839.8182),(31 843.9548),(32 857.321),(33 860.08374),(34 856.67896),(35 856.4286),(36 851.55865),(37 850.9982),(38 855.7084),(39 872.8896),(40 870.047),(41 874.7995),(42 878.9001),(43 897.628),(44 889.20807),(45 896.81915),(46 897.44165),(47 893.07697),(48 902.5244),(49 907.8746),(50 915.57666),(51 930.15546),(52 944.852),(53 958.4208),(54 963.79724),(55 966.65735),(56 966.0856),(57 964.4665),(58 977.9736),(59 958.2509),(60 947.64935),(61 936.9752),(62 923.08185),(63 923.4899),(64 916.12555),(65 929.25543),(66 929.99426),(67 933.7326),(68 941.4459),(69 940.8162),(70 947.1822),(71 953.46826),(72 954.08704),(73 977.20654),(74 967.85547),(75 973.9836),(76 968.7221),(77 975.0337),(78 970.2089),(79 972.3151),
(1 367.24707),(2 497.91663),(3 578.0928),(4 626.6266),(5 669.47235),(6 704.8775),(7 729.6358),(8 743.0491),(9 760.8426),(10 763.4007),(11 769.9364),(12 776.59064),(13 798.3095),(14 801.5831),(15 807.32806),(16 808.6141),(17 811.26483),(18 818.98505),(19 810.4476),(20 810.2284),(21 819.5955),(22 821.1616),(23 819.2549),(24 830.8033),(25 845.0767),(26 846.04114),(27 847.7712),(28 878.07263),(29 865.0422),(30 862.2133),(31 857.68933),(32 856.5557),(33 858.5899),(34 848.9021),(35 854.13086),(36 847.8046),(37 843.2498),(38 849.0755),(39 853.186),(40 857.309),(41 870.53735),(42 876.4477),(43 898.45667),(44 899.58826),(45 898.8675),(46 906.2822),(47 908.3533),(48 921.0659),(49 911.64124),(50 915.10815),(51 926.7327),(52 937.07947),(53 940.0121),(54 941.1227),(55 948.6607),(56 951.9738),(57 953.7959),(58 959.91547),(59 931.6603),(60 932.90125),(61 925.7767),(62 924.8142),(63 923.4716),(64 919.85944),(65 925.6165),(66 929.2627),(67 937.35443),(68 943.86523),(69 943.53345),(70 945.73413),(71 953.2827),(72 952.3697),(73 965.40497),(74 957.7265),(75 967.61505),(76 971.45966),(77 985.83887),(78 983.4271),(79 981.3572),
(1 362.7786),(2 490.4917),(3 568.3549),(4 611.9939),(5 650.4956),(6 676.14856),(7 704.3834),(8 713.51154),(9 732.2158),(10 734.38116),(11 742.5484),(12 745.4164),(13 769.52893),(14 771.16223),(15 774.64215),(16 775.41864),(17 776.32355),(18 785.1923),(19 786.01605),(20 777.6979),(21 774.9963),(22 776.8787),(23 771.0099),(24 776.64496),(25 781.9582),(26 781.71625),(27 780.13824),(28 804.34705),(29 794.03143),(30 800.49054),(31 799.2894),(32 806.88025),(33 808.5254),(34 798.8882),(35 796.37103),(36 802.173),(37 804.1901),(38 806.73065),(39 818.13586),(40 824.46136),(41 828.9512),(42 831.5398),(43 855.8934),(44 853.97),(45 858.4825),(46 866.59955),(47 874.52),(48 885.35333),(49 890.1872),(50 894.78046),(51 904.70026),(52 902.1595),(53 902.41003),(54 895.9967),(55 900.2807),(56 901.9945),(57 894.644),(58 909.82245),(59 896.56696),(60 892.9598),(61 879.28204),(62 877.4225),(63 875.49066),(64 864.66504),(65 864.44354),(66 869.08636),(67 880.7415),(68 892.4599),(69 906.6078),(70 913.0145),(71 919.0177),(72 912.9095),(73 933.17224),(74 930.28577),(75 929.7344),(76 928.7555),(77 933.0393),(78 922.4176),(79 917.6373),
(1 362.52255),(2 497.46902),(3 572.98236),(4 616.1785),(5 659.2969),(6 687.9537),(7 712.6831),(8 730.19855),(9 749.8053),(10 755.90607),(11 760.6999),(12 759.53284),(13 784.35455),(14 786.1858),(15 793.78827),(16 797.79395),(17 797.0419),(18 808.5358),(19 808.9118),(20 805.3669),(21 798.175),(22 805.2391),(23 793.7325),(24 801.2014),(25 806.6973),(26 801.2471),(27 804.7799),(28 819.0109),(29 809.15515),(30 816.826),(31 819.43195),(32 828.82904),(33 832.0363),(34 820.834),(35 824.22076),(36 817.5022),(37 819.3511),(38 822.28143),(39 828.07904),(40 835.7965),(41 845.0139),(42 854.9188),(43 870.78033),(44 869.5997),(45 869.7531),(46 871.7516),(47 882.88196),(48 887.39764),(49 891.2967),(50 889.7293),(51 895.5797),(52 903.8299),(53 910.09766),(54 904.3316),(55 913.81836),(56 911.048),(57 915.8981),(58 927.381),(59 910.8558),(60 906.1327),(61 899.93823),(62 896.3585),(63 892.39886),(64 888.21594),(65 889.8126),(66 880.5571),(67 882.14746),(68 893.67554),(69 897.95825),(70 904.6918),(71 906.6445),(72 899.36005),(73 914.3129),(74 907.2003),(75 920.1468),(76 917.3172),(77 930.21173),(78 929.6778),(79 925.9993),
(1 350.53223),(2 480.48477),(3 562.59045),(4 602.13434),(5 641.0885),(6 671.09674),(7 703.45795),(8 724.1045),(9 742.29846),(10 749.19336),(11 756.4574),(12 752.79626),(13 774.8621),(14 767.6827),(15 776.53766),(16 776.9719),(17 779.1961),(18 787.5842),(19 788.1968),(20 792.3794),(21 791.50757),(22 790.38367),(23 784.51715),(24 789.636),(25 786.54877),(26 789.2719),(27 797.62665),(28 814.4246),(29 812.1902),(30 816.2063),(31 817.35974),(32 818.3398),(33 822.79846),(34 813.8585),(35 805.4688),(36 801.0348),(37 806.63586),(38 807.4784),(39 816.95624),(40 819.73773),(41 826.5633),(42 832.3931),(43 850.1372),(44 851.68915),(45 857.63074),(46 863.8441),(47 867.9175),(48 876.45746),(49 873.549),(50 878.1678),(51 884.7688),(52 895.77606),(53 903.65967),(54 899.7659),(55 912.3726),(56 913.28174),(57 909.75256),(58 925.92267),(59 904.64465),(60 900.6648),(61 898.6965),(62 897.1937),(63 895.1126),(64 886.6863),(65 890.5436),(66 890.64124),(67 897.9364),(68 898.822),(69 896.74335),(70 905.41846),(71 912.96277),(72 907.54877),(73 926.06915),(74 913.0179),(75 917.1291),(76 911.72894),(77 912.52924),(78 910.1792),(79 899.79645),
(1 349.35098),(2 481.12686),(3 561.43945),(4 599.5411),(5 637.37213),(6 673.2666),(7 695.7251),(8 716.901),(9 735.6707),(10 736.5849),(11 744.1767),(12 742.75885),(13 758.76514),(14 763.43225),(15 766.87897),(16 774.4666),(17 779.63367),(18 784.9428),(19 778.9551),(20 785.17163),(21 789.91064),(22 790.25995),(23 785.0484),(24 796.17316),(25 800.7642),(26 799.3531),(27 803.44586),(28 814.36755),(29 810.3206),(30 811.33704),(31 810.44196),(32 814.6657),(33 808.4119),(34 812.7222),(35 801.8427),(36 800.48456),(37 800.6622),(38 800.56134),(39 802.8079),(40 797.15454),(41 798.6487),(42 805.9838),(43 824.2045),(44 821.9958),(45 829.14703),(46 824.4161),(47 826.87067),(48 832.53766),(49 833.3472),(50 838.01154),(51 853.25195),(52 857.3585),(53 864.5414),(54 864.50195),(55 877.0764),(56 874.52496),(57 872.8547),(58 884.27844),(59 877.89276),(60 868.8849),(61 868.4943),(62 859.0386),(63 856.2673),(64 852.5517),(65 848.5886),(66 854.695),(67 859.0522),(68 861.3825),(69 864.2684),(70 863.2346),(71 877.6746),(72 877.9749),(73 887.59393),(74 881.8553),(75 883.6252),(76 890.6879),(77 889.14923),(78 890.9882),(79 896.57837),
(1 348.44528),(2 471.84506),(3 550.93805),(4 593.2873),(5 639.48694),(6 667.8136),(7 697.0653),(8 704.2958),(9 721.7519),(10 727.8969),(11 729.4078),(12 730.98895),(13 750.90424),(14 754.4911),(15 761.3295),(16 761.84674),(17 766.9926),(18 766.3374),(19 768.11017),(20 767.0478),(21 762.2569),(22 773.27),(23 771.4763),(24 779.10693),(25 785.412),(26 781.96545),(27 785.4419),(28 807.07666),(29 802.036),(30 809.9508),(31 810.0715),(32 812.4791),(33 810.1949),(34 801.2902),(35 790.75226),(36 790.5996),(37 795.46716),(38 798.35095),(39 809.25336),(40 814.28564),(41 817.7751),(42 822.7404),(43 842.1202),(44 850.3748),(45 850.2575),(46 852.82025),(47 859.7488),(48 867.8798),(49 865.13293),(50 866.47),(51 873.6857),(52 880.5424),(53 889.638),(54 888.5257),(55 893.07965),(56 892.98596),(57 894.771),(58 908.32874),(59 889.1848),(60 883.34235),(61 875.3428),(62 874.7055),(63 880.44995),(64 874.1947),(65 871.1291),(66 875.43646),(67 871.7617),(68 872.3747),(69 876.99805),(70 882.87585),(71 889.48016),(72 891.3774),(73 914.7841),(74 916.7583),(75 918.16797),(76 921.2061),(77 927.01404),(78 928.823),(79 926.6661),
(1 342.88834),(2 465.6968),(3 537.5677),(4 578.1686),(5 614.6156),(6 634.9551),(7 657.6478),(8 671.1942),(9 683.19025),(10 696.30054),(11 700.62683),(12 707.3801),(13 738.43994),(14 738.1871),(15 743.9125),(16 744.74115),(17 744.8403),(18 742.9972),(19 741.7338),(20 741.8176),(21 743.46954),(22 748.1476),(23 748.1627),(24 749.63477),(25 746.4493),(26 742.05304),(27 749.68524),(28 767.1089),(29 759.97845),(30 762.9521),(31 752.99524),(32 766.7452),(33 767.93274),(34 763.09125),(35 763.4673),(36 759.44556),(37 765.6919),(38 764.5148),(39 781.7386),(40 784.57385),(41 790.8828),(42 804.11957),(43 821.8249),(44 824.5475),(45 828.3497),(46 835.8349),(47 842.85803),(48 851.1036),(49 847.7371),(50 849.45465),(51 850.6639),(52 850.68695),(53 856.54193),(54 859.9468),(55 869.3531),(56 871.96594),(57 866.9877),(58 876.82495),(59 862.5633),(60 853.3026),(61 850.94104),(62 846.6118),(63 849.2103),(64 844.59607),(65 847.45636),(66 843.79535),(67 845.6521),(68 838.7632),(69 842.90405),(70 840.22253),(71 849.53406),(72 855.3415),(73 878.1076),(74 880.4403),(75 879.33875),(76 880.53955),(77 872.7215),(78 880.7569),(79 874.3613),
(1 334.52634),(2 462.15686),(3 530.42303),(4 576.922),(5 613.6544),(6 632.50793),(7 653.37976),(8 665.8645),(9 678.87946),(10 688.2389),(11 691.4696),(12 689.5083),(13 711.26904),(14 711.0736),(15 711.80334),(16 717.26794),(17 721.69666),(18 729.1095),(19 731.58673),(20 732.5959),(21 728.0566),(22 737.3249),(23 732.12085),(24 740.50244),(25 743.4523),(26 742.4194),(27 750.60913),(28 765.52094),(29 747.51544),(30 754.45905),(31 752.3427),(32 751.6877),(33 757.038),(34 756.93317),(35 760.73126),(36 765.7554),(37 771.90594),(38 775.2647),(39 792.61786),(40 805.40784),(41 810.04407),(42 813.79535),(43 833.29266),(44 823.7575),(45 824.1281),(46 834.20807),(47 840.6979),(48 853.8361),(49 852.9616),(50 851.01575),(51 858.9899),(52 862.4645),(53 870.2793),(54 873.9538),(55 878.1507),(56 873.64655),(57 865.7528),(58 873.7573),(59 865.7033),(60 865.3456),(61 857.8469),(62 850.58624),(63 852.11804),(64 851.854),(65 855.15814),(66 856.78656),(67 850.89636),(68 853.4666),(69 862.81964),(70 867.81104),(71 874.2208),(72 875.6063),(73 900.95636),(74 891.8895),(75 897.9574),(76 895.01227),(77 899.4578),(78 895.73926),(79 884.12915),
(1 333.5124),(2 450.29446),(3 521.077),(4 563.3417),(5 596.05145),(6 626.78235),(7 644.27844),(8 656.6942),(9 664.63727),(10 674.8667),(11 683.3066),(12 687.15076),(13 704.25183),(14 713.5299),(15 720.47205),(16 724.029),(17 730.9611),(18 736.353),(19 740.5467),(20 743.0627),(21 740.54376),(22 748.79236),(23 737.89056),(24 747.4977),(25 745.6406),(26 741.76654),(27 737.95776),(28 762.649),(29 754.624),(30 748.5005),(31 746.3589),(32 750.34827),(33 758.77924),(34 756.1564),(35 750.5122),(36 747.1131),(37 748.604),(38 753.2272),(39 767.2045),(40 772.6526),(41 777.2254),(42 782.7059),(43 805.6619),(44 809.89014),(45 818.2896),(46 828.1314),(47 833.70044),(48 841.7679),(49 845.5239),(50 847.5934),(51 852.11505),(52 854.71606),(53 866.6413),(54 859.5946),(55 865.4676),(56 862.9921),(57 854.4676),(58 875.0399),(59 859.7253),(60 850.9063),(61 846.3905),(62 846.0988),(63 846.5193),(64 834.9197),(65 830.12775),(66 829.5793),(67 831.642),(68 830.97485),(69 836.3832),(70 840.8025),(71 838.1035),(72 840.8709),(73 861.0126),(74 863.54517),(75 863.4111),(76 867.91064),(77 873.7795),(78 871.72986),(79 871.98267),
(1 331.26794),(2 452.08624),(3 525.46234),(4 567.5168),(5 600.0687),(6 627.9248),(7 652.35657),(8 666.62616),(9 685.3095),(10 694.6473),(11 702.29297),(12 712.702),(13 737.95715),(14 730.016),(15 738.1617),(16 746.75745),(17 754.5623),(18 763.8198),(19 762.3628),(20 776.903),(21 768.9197),(22 768.86456),(23 763.15643),(24 766.7038),(25 765.71326),(26 760.87714),(27 768.2902),(28 777.4531),(29 768.8189),(30 765.7553),(31 769.10333),(32 766.95105),(33 769.37494),(34 759.4915),(35 753.0388),(36 755.7264),(37 756.0002),(38 762.7745),(39 767.26117),(40 774.8812),(41 779.63354),(42 778.4001),(43 794.413),(44 791.80725),(45 800.9103),(46 806.1562),(47 816.6948),(48 824.08966),(49 824.7654),(50 830.37177),(51 837.93585),(52 844.347),(53 848.66113),(54 847.199),(55 853.6223),(56 849.1007),(57 845.2453),(58 854.5677),(59 836.75037),(60 830.4229),(61 827.4042),(62 827.8204),(63 825.26154),(64 823.5415),(65 818.2758),(66 816.44165),(67 821.49677),(68 829.3919),(69 838.95233),(70 839.88153),(71 846.8803),(72 839.986),(73 857.7318),(74 858.3037),(75 861.2236),(76 863.0582),(77 873.8388),(78 868.60785),(79 865.71375),
(1 325.71017),(2 443.43887),(3 517.11395),(4 563.1823),(5 604.7103),(6 635.02405),(7 662.65607),(8 678.38007),(9 687.4511),(10 692.38965),(11 698.0156),(12 710.23334),(13 729.50116),(14 734.13855),(15 736.42975),(16 746.0399),(17 744.4584),(18 740.1249),(19 730.38574),(20 732.6556),(21 731.2411),(22 738.567),(23 730.6277),(24 734.8041),(25 741.147),(26 740.5907),(27 747.64514),(28 762.65344),(29 753.1212),(30 754.02527),(31 751.005),(32 752.5575),(33 746.59015),(34 735.3344),(35 727.6448),(36 725.37573),(37 726.75183),(38 731.03357),(39 736.9662),(40 739.5304),(41 750.6291),(42 754.87335),(43 759.4229),(44 766.38586),(45 766.66034),(46 776.99817),(47 785.77594),(48 786.91766),(49 785.3626),(50 791.743),(51 796.05554),(52 789.69635),(53 793.6418),(54 796.7497),(55 792.7327),(56 792.69257),(57 787.0745),(58 796.3577),(59 782.45575),(60 784.7859),(61 775.2939),(62 773.301),(63 772.4449),(64 767.30194),(65 773.8957),(66 769.48596),(67 778.11554),(68 781.87067),(69 786.84814),(70 788.34753),(71 792.43243),(72 802.0133),(73 811.1056),(74 806.4437),(75 804.1801),(76 798.20264),(77 791.75793),(78 794.4724),(79 792.23926),
(1 317.64194),(2 430.4846),(3 497.593),(4 536.2527),(5 571.5489),(6 599.67596),(7 627.8769),(8 652.53595),(9 672.9013),(10 684.5067),(11 694.942),(12 702.7111),(13 717.0169),(14 719.0655),(15 731.7314),(16 733.91815),(17 736.0329),(18 740.85004),(19 734.05536),(20 730.28284),(21 734.3861),(22 741.0126),(23 736.04895),(24 731.6337),(25 742.0024),(26 740.6124),(27 742.70154),(28 748.26154),(29 737.798),(30 741.6299),(31 740.8206),(32 742.7409),(33 737.0938),(34 733.56696),(35 722.56305),(36 718.61395),(37 719.9056),(38 728.22046),(39 733.0367),(40 733.83606),(41 745.8984),(42 749.2297),(43 769.9744),(44 773.86096),(45 773.8403),(46 784.0501),(47 784.1585),(48 792.9928),(49 789.82263),(50 802.49176),(51 811.67017),(52 816.2091),(53 824.3791),(54 823.275),(55 819.815),(56 819.1871),(57 817.4178),(58 828.488),(59 810.9175),(60 803.2086),(61 790.1954),(62 788.061),(63 790.7962),(64 774.121),(65 779.38934),(66 781.01685),(67 788.1017),(68 794.50916),(69 806.7761),(70 814.713),(71 823.9559),(72 824.49963),(73 836.4298),(74 832.22955),(75 832.75287),(76 822.9206),(77 828.6603),(78 832.9275),(79 828.1787),
(1 323.8167),(2 434.72592),(3 507.4354),(4 549.95514),(5 584.29645),(6 613.46124),(7 639.4838),(8 660.09924),(9 676.4742),(10 683.20856),(11 698.0756),(12 706.6962),(13 716.72363),(14 721.5459),(15 729.69147),(16 737.06726),(17 741.8518),(18 756.3237),(19 752.32886),(20 765.9487),(21 765.40137),(22 766.805),(23 758.2258),(24 760.2884),(25 763.8733),(26 762.6378),(27 755.563),(28 775.31085),(29 765.64105),(30 767.6653),(31 760.9023),(32 752.8685),(33 754.8614),(34 750.5224),(35 751.4161),(36 750.815),(37 759.7797),(38 765.2889),(39 780.15845),(40 781.5406),(41 779.88336),(42 791.19464),(43 814.42377),(44 818.9526),(45 824.86914),(46 824.4466),(47 825.8127),(48 837.0594),(49 834.51843),(50 840.5436),(51 843.4685),(52 846.1814),(53 852.79675),(54 849.5914),(55 840.7473),(56 840.4528),(57 837.4807),(58 849.54755),(59 835.66693),(60 827.62006),(61 824.27045),(62 823.4514),(63 831.26666),(64 822.0387),(65 835.08527),(66 840.6985),(67 846.2515),(68 849.63275),(69 857.172),(70 858.6863),(71 866.2117),(72 866.5923),(73 876.7438),(74 870.34985),(75 871.991),(76 868.05646),(77 869.78143),(78 870.5047),(79 861.85596),
(1 313.42923),(2 422.38324),(3 497.00937),(4 544.2925),(5 582.6218),(6 611.0482),(7 638.0576),(8 654.2475),(9 669.781),(10 684.8173),(11 693.1016),(12 701.8194),(13 712.24536),(14 713.8372),(15 719.2261),(16 720.0662),(17 719.15076),(18 724.4957),(19 723.9188),(20 724.5908),(21 727.07556),(22 728.21094),(23 724.1848),(24 726.4526),(25 732.5326),(26 728.14136),(27 730.45386),(28 745.064),(29 736.5382),(30 728.86676),(31 727.8741),(32 720.668),(33 720.0711),(34 710.45844),(35 711.51874),(36 709.36584),(37 711.6189),(38 717.9523),(39 728.4723),(40 731.06555),(41 732.8619),(42 732.4334),(43 755.08496),(44 760.8386),(45 767.47504),(46 772.48706),(47 778.57825),(48 789.29346),(49 791.9098),(50 796.2735),(51 808.7055),(52 816.941),(53 823.5483),(54 822.4657),(55 824.57446),(56 827.54895),(57 825.0981),(58 836.4646),(59 825.07196),(60 811.61383),(61 805.0628),(62 800.84174),(63 800.292),(64 788.83716),(65 787.40894),(66 790.3161),(67 794.57684),(68 801.374),(69 807.54645),(70 813.6303),(71 816.0526),(72 815.572),(73 821.35785),(74 811.37054),(75 811.3349),(76 809.4023),(77 808.6018),(78 813.3574),(79 805.08246),
(1 312.45187),(2 429.0301),(3 500.3071),(4 543.4919),(5 584.07336),(6 622.2198),(7 654.88574),(8 672.0168),(9 693.74945),(10 708.75934),(11 718.068),(12 722.73303),(13 740.09924),(14 751.6316),(15 757.3862),(16 760.95575),(17 764.881),(18 774.85455),(19 777.2612),(20 775.7684),(21 776.6339),(22 780.2391),(23 767.8463),(24 772.73486),(25 776.1865),(26 763.34),(27 761.32245),(28 776.60876),(29 760.0396),(30 757.07043),(31 758.7895),(32 753.8439),(33 753.4703),(34 749.91205),(35 743.6087),(36 738.8782),(37 745.053),(38 754.9915),(39 767.7555),(40 774.79803),(41 789.1152),(42 790.70013),(43 824.4232),(44 827.42316),(45 837.0504),(46 845.1419),(47 858.1658),(48 865.29535),(49 877.026),(50 878.87695),(51 883.20245),(52 883.5002),(53 890.28064),(54 883.42017),(55 882.67975),(56 881.1208),(57 872.7226),(58 877.9626),(59 857.39056),(60 850.4433),(61 841.8557),(62 832.81354),(63 838.0796),(64 826.64044),(65 826.10156),(66 827.087),(67 828.5233),(68 843.4948),(69 849.7813),(70 848.2965),(71 850.41205),(72 857.3501),(73 868.0825),(74 856.265),(75 857.71893),(76 859.1832),(77 866.6014),(78 876.12646),(79 872.8153),
(1 303.8706),(2 408.89395),(3 472.5792),(4 513.5539),(5 552.3193),(6 589.418),(7 620.47754),(8 637.1388),(9 653.9976),(10 663.6524),(11 678.4441),(12 686.0292),(13 701.61475),(14 710.5242),(15 711.9242),(16 709.8842),(17 709.1678),(18 718.1865),(19 716.4382),(20 721.73035),(21 719.57874),(22 726.4855),(23 721.5709),(24 724.9513),(25 726.86365),(26 722.6887),(27 723.316),(28 732.7316),(29 718.0796),(30 722.61584),(31 718.0239),(32 722.7488),(33 722.79913),(34 714.2429),(35 711.74945),(36 708.7034),(37 706.9244),(38 712.1957),(39 725.61566),(40 719.3538),(41 723.9884),(42 723.4855),(43 742.5167),(44 744.3876),(45 752.4665),(46 760.7419),(47 771.2002),(48 781.8042),(49 786.84436),(50 794.3954),(51 814.74225),(52 819.8616),(53 830.5427),(54 826.8612),(55 822.5014),(56 817.1494),(57 811.80255),(58 810.07104),(59 779.0124),(60 762.82434),(61 748.9262),(62 744.6279),(63 748.70496),(64 743.19696),(65 751.5045),(66 763.18945),(67 771.2551),(68 782.7641),(69 799.34515),(70 808.7568),(71 820.9687),(72 825.243),(73 845.6224),(74 836.6899),(75 834.68933),(76 831.401),(77 837.46295),(78 846.7666),(79 845.6788),
(1 297.45886),(2 403.0275),(3 470.11023),(4 508.7162),(5 552.0167),(6 580.8508),(7 598.5898),(8 615.6314),(9 633.5714),(10 639.2816),(11 647.5509),(12 657.7538),(13 686.3208),(14 687.2024),(15 697.72784),(16 702.31714),(17 707.0763),(18 705.7396),(19 701.71173),(20 698.62164),(21 700.32135),(22 704.7828),(23 697.18616),(24 699.40393),(25 706.1005),(26 700.6542),(27 696.69855),(28 716.49817),(29 711.6076),(30 714.3168),(31 716.70087),(32 714.47626),(33 713.025),(34 706.7508),(35 701.4714),(36 698.51385),(37 700.3347),(38 704.1859),(39 705.93036),(40 704.6543),(41 707.3144),(42 711.7092),(43 722.1073),(44 725.7058),(45 730.8002),(46 740.0071),(47 751.5179),(48 759.38416),(49 765.3515),(50 774.17615),(51 783.9367),(52 791.5205),(53 794.22186),(54 783.2984),(55 785.1945),(56 782.4313),(57 781.1244),(58 782.59515),(59 767.08374),(60 764.2801),(61 754.5402),(62 754.01324),(63 759.4489),(64 752.51105),(65 752.29944),(66 765.70935),(67 771.8024),(68 771.9061),(69 785.1544),(70 787.60187),(71 796.3681),(72 792.0317),(73 809.7131),(74 807.8756),(75 812.69025),(76 803.10004),(77 813.2252),(78 815.6932),(79 805.26196),
(1 294.95642),(2 397.30817),(3 463.01407),(4 501.9098),(5 542.7347),(6 573.85876),(7 603.67896),(8 620.5028),(9 636.88116),(10 639.7979),(11 648.7998),(12 658.1746),(13 676.52997),(14 680.5646),(15 687.6749),(16 692.9708),(17 691.26056),(18 689.174),(19 683.5052),(20 684.3973),(21 681.1716),(22 690.4501),(23 688.9708),(24 693.14716),(25 694.80273),(26 691.4755),(27 694.8286),(28 712.5031),(29 701.23804),(30 704.20874),(31 705.2703),(32 706.1613),(33 697.2413),(34 696.59357),(35 694.79816),(36 693.04926),(37 697.8976),(38 698.1353),(39 703.68866),(40 704.2384),(41 702.6843),(42 707.3009),(43 718.9864),(44 731.17535),(45 736.5501),(46 745.14197),(47 756.52167),(48 763.9228),(49 764.566),(50 767.81305),(51 772.61914),(52 775.15015),(53 778.8094),(54 778.09515),(55 775.7087),(56 769.4515),(57 769.6018),(58 768.05853),(59 753.9724),(60 746.3479),(61 744.7186),(62 740.2034),(63 734.528),(64 731.54755),(65 732.08466),(66 733.6925),(67 731.5858),(68 734.36646),(69 737.83997),(70 741.50635),(71 749.4873),(72 753.9025),(73 762.5734),(74 752.82),(75 758.86505),(76 752.54095),(77 761.4195),(78 762.2156),(79 762.85864),
