1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17147.781),(2 28954.354),(3 48880.12),(4 58710.277),(5 77543.81),(6 86500.73),(7 102273.27),(8 110336.29),(9 144629.89),(10 170707.08),(11 239090.55),(12 368237.1),(13 572599.44),(14 1020653.2),(15 1650441.9),(16 2452008.8),(17 3589118),(18 4977635.5),(19 7205128),(20 9989369),(21 13355836),(22 17394110),(23 22938318),(24 28414168),(25 35480572),(26 43624916),(27 53931924),(28 64266210),(29 75501160),(30 88963280),(31 104009540),(32 120767300),(33 139048300),(34 156086130),(35 175136110),(36 195126960),(37 217606060),(38 240629250),(39 264226190),(40 287884700),(41 312899100),(42 335661600),(43 359796000),(44 384213860),(45 409987600),(46 433977100),(47 460212000),(48 483493000),(49 508652450),(50 531242500),(51 551842400),(52 570388900),(53 590436350),(54 606236900),(55 621122050),(56 635748160),(57 650941200),(58 663730600),(59 675508000),(60 687503400),(61 696943360),(62 702208200),(63 708283000),(64 713074750),(65 719956800),(66 724559900),(67 728519360),(68 727407170),(69 726306050),(70 726349060),(71 726939140),(72 728579650),(73 729927600),(74 727960000),(75 725479100),(76 721033540),(77 717418200),(78 713091140),(79 710151360),
(1 4195.189),(2 9605.091),(3 16544.557),(4 22748.672),(5 29929.67),(6 35859.027),(7 42054.086),(8 47723.82),(9 54412.977),(10 62753.074),(11 72378.24),(12 85628.914),(13 100398.64),(14 119243.97),(15 136095.72),(16 154605.45),(17 174817.9),(18 197940.84),(19 223894.55),(20 245891.89),(21 270961.72),(22 297212.75),(23 320358.25),(24 338734.88),(25 359082.25),(26 391793.75),(27 408541.97),(28 439650.72),(29 463028.53),(30 475096.5),(31 488377.88),(32 506978.66),(33 530898),(34 543807),(35 556022.1),(36 577144.7),(37 598770.4),(38 598504.6),(39 605433.4),(40 614223.75),(41 611640.4),(42 621063),(43 628636.9),(44 636440.44),(45 639866.56),(46 647218.94),(47 650138.25),(48 653647),(49 657973.4),(50 665025.44),(51 670947.25),(52 671524),(53 679607),(54 682360.3),(55 694210.5),(56 697120.8),(57 691674.6),(58 679027),(59 685970.8),(60 683235.9),(61 686172.7),(62 683066.56),(63 691842.06),(64 691778.1),(65 692256.44),(66 688767.75),(67 684592.06),(68 687683.75),(69 675473.7),(70 673072.7),(71 674224.5),(72 683727.4),(73 672635.25),(74 670094.06),(75 683157.2),(76 672907.25),(77 673498.1),(78 678749.2),(79 679294.44),
(1 4057.6729),(2 9035.097),(3 15501.687),(4 21175.826),(5 27893.19),(6 33834.414),(7 39705.16),(8 45281.746),(9 51740.13),(10 60224.324),(11 69478.72),(12 83209.64),(13 98860.9),(14 116921.16),(15 133050.5),(16 154336.02),(17 183361.19),(18 208813.86),(19 234384.13),(20 259746.6),(21 277883.56),(22 304275.94),(23 326738.7),(24 347835.4),(25 364304.9),(26 383224.28),(27 399481.75),(28 419088.25),(29 444086.8),(30 460697.28),(31 475983.28),(32 497953.4),(33 526006.75),(34 541272.75),(35 548250),(36 556955.75),(37 575728.1),(38 577856.3),(39 584973.3),(40 591097.6),(41 582561.44),(42 595560.06),(43 608633.9),(44 619690.2),(45 628772.06),(46 630194.06),(47 640586.5),(48 651227.4),(49 656086.2),(50 659121),(51 655255.25),(52 674511.56),(53 671061.2),(54 676605.5),(55 665341.44),(56 679574.06),(57 677156.2),(58 674483),(59 681473.4),(60 660710.8),(61 661846.4),(62 672364.5),(63 664351.6),(64 669267.1),(65 657813.8),(66 662157.75),(67 660569.4),(68 657884.9),(69 661065.3),(70 669339.5),(71 666403.44),(72 658553.6),(73 666339.44),(74 661901.1),(75 668265.25),(76 666123.06),(77 660069.44),(78 668537.8),(79 674232.25),
(1 3983.656),(2 8962.125),(3 15116.639),(4 20959.408),(5 27709.383),(6 33631.445),(7 39905.47),(8 45776.17),(9 53119.7),(10 62563.484),(11 72701.68),(12 86702.62),(13 103151.08),(14 120491.625),(15 140799.11),(16 164554.45),(17 185935.25),(18 208565.9),(19 231907.88),(20 256787.25),(21 273959.38),(22 294183.66),(23 324449.84),(24 347908.44),(25 368893.53),(26 386757.94),(27 412695.75),(28 428793.47),(29 446219.6),(30 471958.2),(31 489488.3),(32 505840.34),(33 515641.3),(34 533528.94),(35 549868.3),(36 567599),(37 581460.6),(38 586820.06),(39 590296.9),(40 608128.2),(41 609665),(42 615996),(43 624506.7),(44 622408.56),(45 625601.44),(46 629625.1),(47 636277.8),(48 635529.1),(49 636686.75),(50 649530.06),(51 645907.8),(52 655768.7),(53 649577.7),(54 651676.06),(55 658914.44),(56 660067.6),(57 675624.8),(58 656490.2),(59 651940.4),(60 656685.25),(61 650711.44),(62 655510.06),(63 645529.44),(64 654252.75),(65 643008.5),(66 656758.44),(67 650574.25),(68 648050.44),(69 646402.56),(70 647332.1),(71 643270),(72 660826.75),(73 652734),(74 657761.56),(75 654319.8),(76 654407.56),(77 657964.6),(78 656006.6),(79 655271.3),
(1 4094.711),(2 9257.811),(3 15717.768),(4 21491.115),(5 28250.596),(6 34033.28),(7 40120.734),(8 46010.707),(9 53345.625),(10 62949.695),(11 73747.93),(12 89162.61),(13 107273.49),(14 129647.55),(15 151966.19),(16 174459.17),(17 195022.7),(18 215678.48),(19 245189.08),(20 269547.63),(21 294070.84),(22 312011.6),(23 329145.25),(24 347327.28),(25 373508.7),(26 393985.34),(27 421532.03),(28 435220.16),(29 454499.4),(30 475610.44),(31 493274.06),(32 501974.3),(33 512382.47),(34 526076.7),(35 543086.56),(36 552130.7),(37 560292.56),(38 564901.2),(39 572582.44),(40 582877.1),(41 580616.5),(42 576586.9),(43 574105.06),(44 593995.8),(45 602995.9),(46 594901.2),(47 605887.75),(48 598203.8),(49 600239.9),(50 601437.1),(51 606458.75),(52 611688.1),(53 622899.4),(54 617258.44),(55 612626.7),(56 621531.5),(57 628685.06),(58 618476.3),(59 619934.4),(60 621731.44),(61 611692.56),(62 621274.06),(63 620216.06),(64 630746.44),(65 627508.7),(66 628390.7),(67 635033.44),(68 633707.6),(69 633095.5),(70 636477.2),(71 625761.2),(72 633849.25),(73 633887.1),(74 641022.6),(75 636131.1),(76 640025.56),(77 635843.75),(78 635305.94),(79 633750.8),
(1 4226.361),(2 9659.59),(3 16478.508),(4 22514.082),(5 29518.602),(6 35346.36),(7 41166.383),(8 46533.797),(9 52375.754),(10 58750.43),(11 66442.81),(12 80451.125),(13 98051.055),(14 118588.836),(15 135326.8),(16 153437.8),(17 176033.81),(18 199284.7),(19 224109.39),(20 252732.73),(21 276055.03),(22 304595.97),(23 325714.78),(24 345705.66),(25 370529.38),(26 395342.22),(27 413937.3),(28 428765.03),(29 441311.6),(30 465274.8),(31 482077.97),(32 496260.5),(33 514740.06),(34 522435.66),(35 535330.25),(36 549370.6),(37 567464.06),(38 572230.2),(39 583813.06),(40 597408.4),(41 589688.25),(42 600025.4),(43 590744.5),(44 602413.56),(45 591763.94),(46 598896.94),(47 600742.5),(48 601933.9),(49 600569),(50 611709.9),(51 612127.3),(52 614097.4),(53 617708.7),(54 618833.06),(55 631066.06),(56 632388.4),(57 641553),(58 635856.1),(59 633710.25),(60 633528.1),(61 619636.7),(62 628588.2),(63 626876.7),(64 625945.8),(65 631318.4),(66 621037.4),(67 629201.2),(68 633561),(69 631417.1),(70 639159.2),(71 627219),(72 623723.44),(73 630551.6),(74 640231.9),(75 639515.6),(76 637542.75),(77 634269.6),(78 636535.2),(79 632554.6),
(1 4134.3613),(2 9187.062),(3 15856.297),(4 21705.104),(5 28493.797),(6 34229.668),(7 39948.137),(8 44950.05),(9 50765.234),(10 57257.324),(11 65555.445),(12 79808.44),(13 94494.16),(14 111840.34),(15 130184.86),(16 151127.63),(17 174377.42),(18 198529.56),(19 219577.4),(20 239551.66),(21 265586.53),(22 293485.78),(23 319255.1),(24 338957.1),(25 363831.66),(26 384325.03),(27 399333.6),(28 418109.84),(29 435508.94),(30 449884.34),(31 467114.84),(32 482308.38),(33 495042.22),(34 501376.44),(35 505546.53),(36 511045.94),(37 525074.06),(38 527344.5),(39 534926.06),(40 538394.8),(41 545313.94),(42 552481.7),(43 551283.9),(44 557822.94),(45 543572.75),(46 553968.06),(47 554403.7),(48 557258.56),(49 559657.56),(50 566965.25),(51 569261.7),(52 573956.6),(53 578436.3),(54 582992.6),(55 585187.8),(56 582978.5),(57 588163.6),(58 592236.7),(59 598721.8),(60 592465),(61 597662),(62 595566.2),(63 591005.3),(64 587917.6),(65 588318.3),(66 583459.8),(67 593239.4),(68 591776.2),(69 591831.9),(70 588400.8),(71 583580.3),(72 589922.3),(73 580350.9),(74 599074.94),(75 591591.6),(76 589200.56),(77 590939.1),(78 599676.7),(79 610545.5),
(1 3902.5374),(2 8665.01),(3 14653.52),(4 19980.553),(5 26167.078),(6 31132.46),(7 36322.273),(8 41186.38),(9 47048.566),(10 54029.277),(11 62363.895),(12 74382.13),(13 87652.95),(14 105041.25),(15 122898.68),(16 137665.92),(17 159826.94),(18 178942.3),(19 195280.02),(20 211291.11),(21 228574.61),(22 244544.27),(23 263436.97),(24 277161.78),(25 298541.1),(26 318348.9),(27 333003.56),(28 352982.2),(29 371468.38),(30 392222.4),(31 406322.97),(32 417596.06),(33 428197.06),(34 442408.9),(35 450382.63),(36 454447.5),(37 464514.03),(38 472598.25),(39 476448.78),(40 476202.38),(41 481827.97),(42 492554.2),(43 492063.44),(44 501647.16),(45 495884.25),(46 504463),(47 504601.22),(48 510515.7),(49 512935.28),(50 506608.88),(51 507215.1),(52 511648.34),(53 514153.06),(54 518339.03),(55 526308.3),(56 522055.2),(57 519406.72),(58 524203.25),(59 523628.34),(60 525246.75),(61 523472.2),(62 528546.56),(63 524044.9),(64 522779.8),(65 515201.28),(66 525307.94),(67 533348.4),(68 527684.9),(69 526549.1),(70 528593.2),(71 528458.25),(72 533543.4),(73 539013.9),(74 544363.4),(75 548027.9),(76 534780.2),(77 548886.56),(78 548886.7),(79 547883),
(1 3792.636),(2 8443.034),(3 14177.363),(4 19447.049),(5 25658.297),(6 30253.607),(7 35396.39),(8 40129.453),(9 45374.547),(10 52152.94),(11 59921.445),(12 69433.31),(13 80151.016),(14 94194.484),(15 109398),(16 127609.31),(17 152862.97),(18 172779.8),(19 192602.86),(20 202958.08),(21 219080.5),(22 236997.83),(23 250742.6),(24 267482.44),(25 288130.03),(26 303139.22),(27 331511.84),(28 347519.25),(29 364076.53),(30 376609.47),(31 391368.56),(32 404578.66),(33 419567.66),(34 439437.44),(35 443599.47),(36 454690.72),(37 462571.34),(38 469667.78),(39 470799.72),(40 469859.63),(41 473463.72),(42 481658.6),(43 481823.2),(44 489034.06),(45 484564.78),(46 487338.72),(47 498877.66),(48 491332.16),(49 487831.6),(50 490418.75),(51 496035.06),(52 494965.44),(53 503310.44),(54 495803.22),(55 495819.03),(56 503517.47),(57 503489),(58 506722.6),(59 507364.47),(60 499524.78),(61 501998.66),(62 507066.06),(63 508530.78),(64 507983.47),(65 505579.28),(66 514182.16),(67 515632.28),(68 511025.72),(69 514166.84),(70 521570.28),(71 527503.1),(72 525537.1),(73 531134.25),(74 525841.9),(75 538979.25),(76 532249.06),(77 534044.94),(78 531886.3),(79 535186.3),
(1 4105.6226),(2 9431.689),(3 16051.402),(4 22177.365),(5 29068.736),(6 34623.11),(7 40138.67),(8 45131.688),(9 50726.637),(10 56592.31),(11 63644.465),(12 74365.43),(13 87160.66),(14 103755.15),(15 119254.305),(16 138640.17),(17 166270.13),(18 188184.66),(19 208751.69),(20 224480.66),(21 238953.48),(22 257366.5),(23 276778.03),(24 302428.25),(25 323362.4),(26 340372.78),(27 364515.22),(28 375473.84),(29 395699.47),(30 423644.84),(31 435636.72),(32 446356.94),(33 466026.84),(34 477406.47),(35 478021.03),(36 484452.16),(37 489691.53),(38 501955.84),(39 503136.88),(40 505187.63),(41 504361.63),(42 510484.8),(43 514405.34),(44 510124.13),(45 517760),(46 520811.66),(47 516000),(48 515725.94),(49 517560.44),(50 521425.47),(51 521708.2),(52 520373.13),(53 520288.13),(54 523625.94),(55 514716.38),(56 522544.7),(57 521360.38),(58 532753.44),(59 527749.06),(60 530417.5),(61 525333.06),(62 535145.9),(63 535757.5),(64 536289.94),(65 535390.1),(66 539515.7),(67 544893),(68 543165.7),(69 538696.25),(70 551227.3),(71 548686.7),(72 547407.1),(73 557826.9),(74 551930.25),(75 559075.5),(76 550379.9),(77 551331.94),(78 550886.3),(79 551542.25),
(1 4248.8706),(2 9681.524),(3 16348.706),(4 22428.604),(5 29079.336),(6 34070.32),(7 39321.59),(8 44028.234),(9 49854.066),(10 56083.04),(11 62933.176),(12 72555.69),(13 83722.11),(14 98428.37),(15 111727.62),(16 130451.6),(17 156143.6),(18 173885.75),(19 194197.55),(20 212438.05),(21 227968.98),(22 249104.73),(23 263398.53),(24 285766.72),(25 308628.25),(26 324801.4),(27 335150.22),(28 339207.4),(29 365195.1),(30 388803.8),(31 392668.47),(32 405103.22),(33 422531.66),(34 433853),(35 438939.4),(36 443188.9),(37 452731.47),(38 463636.8),(39 466226.03),(40 472752),(41 471253.06),(42 472824.06),(43 482500.5),(44 480596.2),(45 490268.72),(46 490907.56),(47 481971.75),(48 493561.94),(49 493000.75),(50 498904),(51 491136.9),(52 500551.6),(53 498175.88),(54 507469.5),(55 494550.8),(56 502229.78),(57 497946.53),(58 508164.38),(59 506224.47),(60 512095.8),(61 511384.38),(62 513076.3),(63 506235.8),(64 510011.88),(65 512106.16),(66 504529.53),(67 503945.44),(68 512040.78),(69 511546.97),(70 503945.16),(71 510356.78),(72 517327.3),(73 521224.53),(74 512327),(75 522147.94),(76 517724.13),(77 514291.28),(78 515233.84),(79 519041.66),
(1 4027.9375),(2 9044.217),(3 15348.429),(4 20784.098),(5 26978.117),(6 31751.334),(7 36804.74),(8 41349.38),(9 47037.902),(10 52964.67),(11 60346.074),(12 69905.78),(13 82107.42),(14 96046.46),(15 107167.01),(16 124958.76),(17 145263.4),(18 162048.13),(19 178711.36),(20 191796.16),(21 213800.27),(22 231115.4),(23 243292.25),(24 266328.4),(25 284159.34),(26 303696.06),(27 317153.25),(28 320995.1),(29 339374.5),(30 363263.6),(31 374029.72),(32 380922.8),(33 387852),(34 397695.53),(35 406697.25),(36 414803.53),(37 423329.88),(38 426123.6),(39 430922.25),(40 430148.34),(41 443908.03),(42 440872.6),(43 445074.1),(44 448761.22),(45 449325.47),(46 458628.25),(47 456505.88),(48 454575.6),(49 454211.3),(50 462729.9),(51 461619.97),(52 460712.56),(53 465958.38),(54 469173.97),(55 469801.4),(56 479172.75),(57 477769.03),(58 487523.44),(59 482725.13),(60 493074.22),(61 494903.47),(62 484472.38),(63 487541.25),(64 494738.78),(65 500024.2),(66 501017.78),(67 495021.6),(68 500846.16),(69 493868.97),(70 499111.34),(71 500272.72),(72 512054.5),(73 507720.25),(74 504911.94),(75 505743.94),(76 506616.7),(77 505453.88),(78 506563.75),(79 510080.25),
(1 3894.6301),(2 8672.282),(3 14777.689),(4 20157.738),(5 26373.2),(6 30822.307),(7 35333.535),(8 39351.25),(9 44558.293),(10 49982.37),(11 55890.29),(12 64440.324),(13 75184.63),(14 88461.35),(15 99270.49),(16 114233.99),(17 130625.55),(18 149889.47),(19 167205.67),(20 182485.1),(21 198276.92),(22 216219.8),(23 233567.97),(24 248189.08),(25 264807.9),(26 278446.75),(27 295255.8),(28 304013.78),(29 321460.4),(30 336463.28),(31 349467.8),(32 357027.56),(33 368010.56),(34 381230.56),(35 389507.4),(36 394808),(37 404816.28),(38 410448.7),(39 423328.03),(40 421947.38),(41 424458.16),(42 425085.78),(43 428178.7),(44 430685.03),(45 432131.63),(46 434297.47),(47 438287.22),(48 438046),(49 445140.38),(50 451418.44),(51 456256.16),(52 456413.13),(53 458167),(54 465484.34),(55 475683.1),(56 471741.28),(57 476259.3),(58 478881.84),(59 487805.66),(60 491386.38),(61 484259.3),(62 481595.28),(63 482947.78),(64 488480.1),(65 485111.4),(66 489460.72),(67 485717.97),(68 481491.28),(69 493243.2),(70 483960.7),(71 489008.03),(72 487290.72),(73 486299.2),(74 488745.2),(75 488780.22),(76 483771.34),(77 487718.2),(78 487937.4),(79 482423.22),
(1 4059.7275),(2 9355.806),(3 16047.478),(4 22264.113),(5 29171.371),(6 34288.44),(7 39558.363),(8 44346.98),(9 50071.69),(10 54979.438),(11 60400.164),(12 67980.2),(13 78235.61),(14 90125.49),(15 101860.97),(16 116951.875),(17 133507.38),(18 149579.64),(19 167460.78),(20 179703.39),(21 195673.1),(22 212138.34),(23 223253.42),(24 241357.33),(25 258096.22),(26 271941.66),(27 287757.47),(28 298875.28),(29 313374.8),(30 329203.25),(31 346004.13),(32 358479.56),(33 371803.3),(34 382185.75),(35 391314.63),(36 395197.16),(37 414595),(38 413124.16),(39 416933.6),(40 417321.9),(41 423781.63),(42 420234.3),(43 427721.1),(44 427243.7),(45 426054.53),(46 431368.97),(47 428555.3),(48 428537.16),(49 431028.2),(50 432058.84),(51 436885.63),(52 439201),(53 435372.9),(54 441152.13),(55 444033.6),(56 442411.2),(57 448695.75),(58 443580.94),(59 447529.2),(60 443905.9),(61 451386.34),(62 452771.38),(63 458307.3),(64 455462.8),(65 456401.78),(66 463363.63),(67 458545.8),(68 461689.97),(69 468225.2),(70 469722.44),(71 470978.9),(72 469340.3),(73 471261.06),(74 477144.44),(75 478259.75),(76 476325.34),(77 473972.97),(78 470470.03),(79 469106.9),
(1 3881.0889),(2 8545.715),(3 14308.428),(4 19390.24),(5 25014.504),(6 29002.146),(7 33173.34),(8 37215.336),(9 42522.188),(10 48573.023),(11 55499.473),(12 64183.613),(13 74302.305),(14 84605.19),(15 99072.1),(16 116905.81),(17 131492.16),(18 151162.2),(19 164483.84),(20 175499.8),(21 194783.53),(22 208762.64),(23 223803.1),(24 238980.19),(25 251049.45),(26 271207.5),(27 277356.72),(28 293647.63),(29 308425.63),(30 316342.22),(31 332525.72),(32 340800.75),(33 347868.44),(34 358783.03),(35 358865.22),(36 374452.84),(37 388963.22),(38 390224.22),(39 390269.28),(40 395832.13),(41 393701.2),(42 399017.44),(43 403195.9),(44 402360.9),(45 403945.28),(46 406024.94),(47 401947.5),(48 406568.28),(49 411145.84),(50 406245.38),(51 421860.75),(52 415395.1),(53 416476.84),(54 416383.25),(55 414374.34),(56 422400.88),(57 424269.88),(58 423212.06),(59 426238.63),(60 424609.63),(61 428409.75),(62 426064.97),(63 430682.78),(64 426768.72),(65 430976.28),(66 431434.6),(67 430743.63),(68 440250.88),(69 444259.06),(70 446677.3),(71 445475.28),(72 441034.7),(73 440719.66),(74 439783.84),(75 445283.84),(76 451051.66),(77 450204.34),(78 443921.8),(79 441740.63),
(1 3897.348),(2 8884.358),(3 14859.063),(4 20434.867),(5 26357.604),(6 30757.822),(7 35150.117),(8 39510.047),(9 44775.664),(10 51164.6),(11 57841.195),(12 66707.63),(13 77969.734),(14 88829.555),(15 102953.73),(16 114647.62),(17 131293.73),(18 148939.33),(19 161733.67),(20 173270.77),(21 188836.16),(22 204637.81),(23 219810.98),(24 233674.16),(25 251511.56),(26 263030.53),(27 278297.38),(28 290229.44),(29 304312.94),(30 314255.8),(31 323977.06),(32 329395.8),(33 341411.7),(34 355092.44),(35 355756.34),(36 366239.5),(37 374902.03),(38 378951.2),(39 382952.8),(40 390053.4),(41 393024.34),(42 397177.22),(43 400776.16),(44 397577.6),(45 401527.66),(46 402084),(47 404082.6),(48 404461.78),(49 406920.16),(50 404800.34),(51 417114.13),(52 409968.88),(53 421425.66),(54 417613.13),(55 414699.6),(56 418527.7),(57 417151.34),(58 413957.78),(59 419730.3),(60 417039.1),(61 418505.63),(62 418552.1),(63 419688.5),(64 423150.66),(65 424615.28),(66 423108.47),(67 423244.6),(68 425590.88),(69 427907.03),(70 437349),(71 434497.44),(72 429193.47),(73 427603.47),(74 435601.47),(75 433377.06),(76 437183.6),(77 442347.34),(78 443156.66),(79 443260.56),
(1 3798.6802),(2 8521.831),(3 14615.1045),(4 19953.262),(5 26141.078),(6 30600.984),(7 35170.117),(8 39188.824),(9 44429.83),(10 50209.055),(11 56027.52),(12 65039.117),(13 74980.4),(14 85877.78),(15 95826.63),(16 108288.04),(17 122411.73),(18 138149.66),(19 154677.34),(20 167827.98),(21 180632.56),(22 194239.75),(23 207185.13),(24 219398.48),(25 233160),(26 244431.4),(27 258212.47),(28 269380.6),(29 279045.16),(30 289284.25),(31 303164.63),(32 314821.9),(33 318457.38),(34 327428.44),(35 332609.38),(36 338252.84),(37 351031.97),(38 354232.63),(39 360629.53),(40 362535.22),(41 363743.78),(42 369757.22),(43 375193),(44 382255.97),(45 379527.53),(46 381606.47),(47 382237.94),(48 389980.56),(49 394825.53),(50 393336.94),(51 396774.78),(52 388881.28),(53 401336.8),(54 402689.47),(55 397480),(56 403841.97),(57 404120.06),(58 404549.56),(59 402512.53),(60 396990.06),(61 398952),(62 399718.84),(63 404235.84),(64 404670.44),(65 406935.88),(66 408170.2),(67 411697),(68 413209.84),(69 411524.1),(70 408860.22),(71 407003.03),(72 408274.8),(73 409565.7),(74 412302.2),(75 409657.88),(76 413099.1),(77 409247.22),(78 417770.75),(79 418008.75),
