1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 22.641731),(2 27.538607),(3 29.647364),(4 31.30791),(5 32.53401),(6 33.548035),(7 34.099834),(8 34.83639),(9 35.8415),(10 35.886265),(11 36.606464),(12 36.215134),(13 36.74321),(14 37.26652),(15 37.13155),(16 37.28981),(17 37.041946),(18 36.99916),(19 37.11708),(20 37.4656),(21 37.805046),(22 37.544106),(23 38.12225),(24 37.921436),(25 38.64877),(26 38.849003),(27 38.601704),(28 38.0921),(29 38.8542),(30 38.80938),(31 39.319916),(32 39.19492),(33 39.376904),(34 39.76329),(35 39.43366),(36 39.07638),(37 39.249687),(38 39.400097),(39 39.151318),(40 39.58008),(41 39.186203),(42 39.619698),(43 39.511826),(44 39.828125),(45 39.727425),(46 40.301384),(47 40.004658),(48 40.27826),(49 40.315716),(50 41.30396),(51 40.787174),(52 41.91465),(53 41.4478),(54 42.146046),(55 42.910164),(56 43.27496),(57 43.462936),(58 43.93772),(59 44.63476),(60 44.668446),(61 45.88175),(62 46.14675),(63 46.612064),(64 46.7864),(65 47.07695),(66 47.02419),(67 47.41639),(68 47.745964),(69 48.301758),(70 49.08143),(71 48.69213),(72 48.66931),(73 48.59231),(74 48.283047),(75 47.79499),(76 47.76956),(77 47.72207),(78 47.46104),(79 47.744812),
(1 22.969603),(2 27.755993),(3 29.263166),(4 30.669073),(5 31.911299),(6 33.29619),(7 33.820736),(8 34.53705),(9 35.835907),(10 35.57288),(11 36.482147),(12 36.214764),(13 36.74612),(14 36.75646),(15 36.826225),(16 37.028214),(17 37.088535),(18 37.010715),(19 36.898106),(20 37.12758),(21 37.450912),(22 37.386322),(23 37.455807),(24 37.465324),(25 37.881844),(26 38.681736),(27 38.4711),(28 38.311558),(29 38.794807),(30 38.706676),(31 38.96213),(32 39.1061),(33 39.09642),(34 39.8742),(35 39.637886),(36 39.906082),(37 40.10255),(38 40.092484),(39 40.042522),(40 40.406166),(41 40.202023),(42 40.591614),(43 40.969913),(44 41.55321),(45 41.590927),(46 42.1536),(47 42.02036),(48 42.298035),(49 42.252842),(50 42.68889),(51 42.379528),(52 43.16476),(53 43.18788),(54 43.38467),(55 43.859512),(56 44.43989),(57 44.464935),(58 44.780876),(59 45.213566),(60 45.641666),(61 46.569927),(62 47.494923),(63 47.116024),(64 47.18572),(65 47.85694),(66 47.382813),(67 48.002007),(68 48.184307),(69 48.97067),(70 49.321503),(71 49.6546),(72 50.011284),(73 49.92725),(74 50.01777),(75 49.47093),(76 49.301384),(77 49.269405),(78 49.106968),(79 48.977238),
(1 21.971601),(2 27.057663),(3 28.362053),(4 30.039097),(5 31.555319),(6 33.021152),(7 33.556026),(8 34.038605),(9 35.0908),(10 34.94842),(11 35.821934),(12 35.67658),(13 35.984116),(14 36.520447),(15 36.498795),(16 36.22399),(17 36.21601),(18 36.28397),(19 36.144093),(20 36.48813),(21 36.757343),(22 36.416397),(23 36.509617),(24 36.58449),(25 37.280354),(26 37.811234),(27 37.17344),(28 37.52702),(29 37.54057),(30 38.072243),(31 37.897842),(32 37.921318),(33 37.96024),(34 38.514088),(35 38.673748),(36 38.514805),(37 38.59778),(38 39.47366),(39 39.040104),(40 38.54529),(41 38.599514),(42 38.548786),(43 38.82098),(44 39.48319),(45 39.154976),(46 39.768593),(47 39.986008),(48 39.75941),(49 40.027523),(50 40.166355),(51 40.387135),(52 41.76557),(53 41.62734),(54 42.021854),(55 42.656197),(56 42.978218),(57 42.988014),(58 43.34932),(59 43.8105),(60 43.873768),(61 44.840313),(62 45.246506),(63 45.3149),(64 45.877525),(65 45.92221),(66 45.8278),(67 46.204216),(68 46.708675),(69 47.024338),(70 47.878475),(71 47.547585),(72 48.10275),(73 47.741966),(74 48.205044),(75 47.529213),(76 47.34411),(77 47.333817),(78 47.126072),(79 47.06198),
(1 21.406986),(2 26.627686),(3 28.190248),(4 29.559532),(5 30.957333),(6 32.44917),(7 32.967915),(8 33.580666),(9 34.488304),(10 34.797062),(11 35.142006),(12 35.05383),(13 35.44947),(14 35.950275),(15 35.52503),(16 35.235527),(17 35.105755),(18 35.47802),(19 35.61385),(20 35.324715),(21 35.794987),(22 35.936302),(23 36.103176),(24 35.70753),(25 36.65484),(26 37.365406),(27 36.588215),(28 36.832687),(29 36.842346),(30 37.142647),(31 37.363586),(32 37.32993),(33 36.895767),(34 37.381798),(35 37.256916),(36 37.179676),(37 37.498272),(38 38.49174),(39 37.949596),(40 37.559753),(41 37.63006),(42 37.789265),(43 37.988346),(44 38.558094),(45 38.459717),(46 38.89598),(47 38.865364),(48 39.17346),(49 39.416924),(50 39.749657),(51 39.696255),(52 40.659515),(53 40.355774),(54 41.03679),(55 41.518406),(56 42.00554),(57 42.241062),(58 42.20152),(59 42.94421),(60 42.995495),(61 43.99488),(62 44.623833),(63 44.6016),(64 44.874844),(65 45.226223),(66 45.72692),(67 46.287857),(68 46.539482),(69 46.64456),(70 47.485012),(71 47.367706),(72 47.90578),(73 47.75242),(74 47.56288),(75 47.27999),(76 47.046337),(77 47.0913),(78 47.111088),(79 46.926647),
(1 22.241474),(2 27.37244),(3 28.910862),(4 30.24703),(5 31.612076),(6 33.08508),(7 33.76121),(8 34.45425),(9 35.511253),(10 34.91809),(11 35.525345),(12 35.39779),(13 35.765957),(14 36.198086),(15 35.76732),(16 36.085793),(17 36.117294),(18 35.88659),(19 36.18909),(20 35.90326),(21 36.557495),(22 36.23486),(23 36.95156),(24 36.454666),(25 37.02419),(26 37.892864),(27 37.16909),(28 36.895355),(29 37.501617),(30 37.7303),(31 37.85374),(32 37.955),(33 37.837627),(34 38.024857),(35 38.025814),(36 38.096294),(37 38.28889),(38 39.200554),(39 38.522594),(40 38.39059),(41 38.726597),(42 38.837402),(43 38.90843),(44 39.260685),(45 38.86102),(46 39.344166),(47 39.131737),(48 39.43136),(49 39.586185),(50 39.77013),(51 40.181557),(52 41.34139),(53 41.39432),(54 42.426556),(55 43.013985),(56 43.109116),(57 43.256073),(58 43.809555),(59 44.194893),(60 44.284264),(61 44.845886),(62 44.956707),(63 45.350266),(64 45.277313),(65 45.91983),(66 46.21807),(67 46.64308),(68 46.56693),(69 46.923557),(70 47.39734),(71 47.73807),(72 47.974716),(73 47.376038),(74 47.24291),(75 46.59621),(76 46.46315),(77 46.267708),(78 46.171642),(79 45.8364),
(1 21.732334),(2 27.21617),(3 28.92222),(4 30.273024),(5 31.08487),(6 32.513138),(7 33.212376),(8 33.759518),(9 34.816044),(10 34.664764),(11 34.51361),(12 34.251926),(13 34.40847),(14 35.056545),(15 35.29607),(16 35.125553),(17 34.950634),(18 34.475105),(19 35.096573),(20 34.62655),(21 35.416416),(22 35.332733),(23 35.501392),(24 35.225117),(25 35.473003),(26 36.509563),(27 36.1507),(28 36.024845),(29 36.365253),(30 37.25467),(31 36.613377),(32 37.089714),(33 37.215813),(34 37.31498),(35 37.447998),(36 37.721825),(37 38.131783),(38 38.46925),(39 38.325787),(40 38.168804),(41 38.72013),(42 38.645733),(43 38.43283),(44 38.480106),(45 38.497158),(46 38.684822),(47 38.655476),(48 39.04479),(49 39.53661),(50 40.00082),(51 40.205215),(52 40.465946),(53 40.551235),(54 41.846767),(55 42.180897),(56 42.16256),(57 42.416),(58 42.649307),(59 43.129402),(60 43.022514),(61 43.78446),(62 44.609646),(63 44.64547),(64 45.000854),(65 45.10349),(66 44.73768),(67 45.748905),(68 46.165813),(69 46.943825),(70 47.563915),(71 47.550632),(72 47.80765),(73 47.385685),(74 47.505306),(75 47.175976),(76 46.88629),(77 47.008667),(78 46.77088),(79 46.68353),
(1 21.962492),(2 27.583088),(3 29.554688),(4 30.44005),(5 31.608582),(6 32.959366),(7 33.32993),(8 34.220627),(9 35.198956),(10 35.206406),(11 35.028736),(12 34.691616),(13 35.202194),(14 35.93702),(15 35.803604),(16 35.31468),(17 35.192974),(18 35.091267),(19 35.17717),(20 35.012753),(21 35.812546),(22 35.72881),(23 35.865486),(24 35.655453),(25 36.057568),(26 37.09178),(27 36.15381),(28 36.383514),(29 36.46728),(30 37.016754),(31 37.22824),(32 37.58605),(33 37.82829),(34 38.017155),(35 38.335632),(36 38.228107),(37 38.470364),(38 38.849606),(39 38.33135),(40 38.157852),(41 38.54475),(42 38.260197),(43 38.48705),(44 38.83441),(45 39.212444),(46 39.249866),(47 39.500137),(48 39.57021),(49 39.604668),(50 40.711197),(51 40.158096),(52 41.193287),(53 41.22551),(54 42.022484),(55 42.16214),(56 42.450836),(57 42.628864),(58 42.576763),(59 43.17176),(60 42.97338),(61 43.3961),(62 43.827366),(63 43.981087),(64 44.299213),(65 44.74158),(66 44.305595),(67 44.779312),(68 44.735695),(69 45.560352),(70 46.319717),(71 46.37338),(72 46.376423),(73 46.255764),(74 46.472443),(75 45.237793),(76 45.280136),(77 45.215626),(78 44.659584),(79 44.737698),
(1 21.500431),(2 26.576357),(3 28.118177),(4 29.38527),(5 30.455837),(6 31.92726),(7 32.675175),(8 33.280193),(9 34.23612),(10 34.301777),(11 34.42384),(12 34.324406),(13 34.773754),(14 35.02358),(15 35.21361),(16 35.031185),(17 34.594883),(18 34.24785),(19 34.553333),(20 34.26921),(21 34.960754),(22 35.190945),(23 35.3248),(24 35.27445),(25 35.784397),(26 36.073814),(27 35.804142),(28 35.706474),(29 35.9557),(30 36.546486),(31 36.936626),(32 36.780346),(33 37.05908),(34 37.4167),(35 37.93075),(36 37.405846),(37 37.45644),(38 38.408855),(39 37.811485),(40 37.644897),(41 38.137314),(42 37.94658),(43 38.741203),(44 38.760345),(45 39.19653),(46 39.674423),(47 39.731964),(48 39.990337),(49 39.732693),(50 40.066574),(51 39.903038),(52 40.399857),(53 40.85205),(54 41.144276),(55 41.5178),(56 41.967323),(57 42.124992),(58 42.742886),(59 42.679432),(60 42.99945),(61 43.553844),(62 43.883804),(63 44.163067),(64 44.919758),(65 45.659897),(66 45.732887),(67 45.897522),(68 46.361336),(69 47.059353),(70 47.160526),(71 47.993435),(72 47.701065),(73 47.532726),(74 47.645805),(75 47.0433),(76 46.82827),(77 46.6491),(78 46.450146),(79 46.280052),
(1 21.590567),(2 26.229097),(3 28.23046),(4 29.76312),(5 30.674189),(6 31.586767),(7 32.364677),(8 33.05505),(9 33.755947),(10 33.971157),(11 34.111717),(12 33.768436),(13 34.582336),(14 35.13987),(15 35.38321),(16 35.30417),(17 35.0066),(18 34.595406),(19 34.76431),(20 34.528606),(21 35.19204),(22 35.372055),(23 35.24361),(24 35.335087),(25 36.04162),(26 36.400597),(27 35.756626),(28 35.669373),(29 36.048107),(30 36.373077),(31 36.6468),(32 37.0113),(33 36.867058),(34 37.07291),(35 36.96893),(36 36.968853),(37 37.027527),(38 37.662674),(39 36.9235),(40 36.984528),(41 37.682823),(42 37.145325),(43 37.67953),(44 37.93805),(45 38.038086),(46 38.527515),(47 38.598858),(48 38.64286),(49 38.942123),(50 39.401764),(51 38.9737),(52 39.825043),(53 40.123753),(54 40.475407),(55 40.719814),(56 41.539413),(57 41.929478),(58 42.025177),(59 42.207146),(60 42.35292),(61 43.407925),(62 43.81684),(63 43.411575),(64 44.05084),(65 44.593456),(66 44.37059),(67 44.833347),(68 45.30952),(69 46.062454),(70 46.28967),(71 46.37387),(72 46.32189),(73 46.144794),(74 46.485264),(75 45.7434),(76 45.138298),(77 45.093304),(78 44.35196),(79 44.59359),
(1 21.416113),(2 26.302168),(3 28.153996),(4 29.568056),(5 30.747599),(6 31.851164),(7 32.458717),(8 33.172886),(9 33.974056),(10 34.040512),(11 34.609085),(12 34.14666),(13 34.965286),(14 35.60484),(15 35.43268),(16 35.437782),(17 35.21907),(18 35.067814),(19 35.535065),(20 35.497013),(21 35.547287),(22 35.134487),(23 35.148716),(24 34.959743),(25 35.42255),(26 36.202282),(27 35.547764),(28 35.851765),(29 36.07738),(30 36.1602),(31 36.728256),(32 36.887444),(33 36.982353),(34 36.773758),(35 36.728397),(36 36.97741),(37 36.9307),(38 37.392723),(39 37.34094),(40 37.21608),(41 37.47318),(42 37.64594),(43 38.161186),(44 38.69358),(45 38.525417),(46 38.656494),(47 38.84523),(48 38.99475),(49 39.14352),(50 39.828667),(51 39.57482),(52 39.660732),(53 39.815636),(54 40.76394),(55 41.075157),(56 41.62134),(57 41.98404),(58 41.14259),(59 41.931396),(60 41.616432),(61 42.564865),(62 43.313705),(63 43.31265),(64 43.625465),(65 44.110413),(66 44.289227),(67 45.016422),(68 45.526455),(69 46.23853),(70 46.53633),(71 47.00329),(72 47.214737),(73 47.223095),(74 47.196224),(75 46.347904),(76 45.645172),(77 45.465378),(78 44.882664),(79 45.01921),
(1 20.79482),(2 25.427217),(3 27.277506),(4 28.917622),(5 30.177847),(6 31.322802),(7 31.976389),(8 32.627213),(9 33.80252),(10 34.002533),(11 34.274426),(12 34.39162),(13 34.787277),(14 35.3183),(15 35.523376),(16 35.537655),(17 34.923573),(18 35.06984),(19 35.008663),(20 35.02836),(21 35.06143),(22 35.28255),(23 35.16842),(24 35.08935),(25 35.314728),(26 35.98507),(27 35.92094),(28 36.134247),(29 35.925293),(30 36.324875),(31 36.75365),(32 37.059975),(33 36.999386),(34 36.946594),(35 36.841084),(36 36.988884),(37 36.62825),(38 37.13392),(39 36.926376),(40 37.118862),(41 37.139984),(42 37.40309),(43 37.79127),(44 37.983902),(45 37.951675),(46 38.30167),(47 38.53227),(48 38.683567),(49 38.716297),(50 39.335667),(51 38.97722),(52 39.333206),(53 39.39833),(54 40.094124),(55 40.52469),(56 40.661728),(57 40.838604),(58 40.81572),(59 41.399757),(60 41.443237),(61 42.50378),(62 43.17776),(63 43.14405),(64 43.472923),(65 43.62473),(66 43.586826),(67 44.074314),(68 44.48592),(69 45.413548),(70 45.849033),(71 46.47362),(72 46.66152),(73 46.165623),(74 46.040318),(75 45.293194),(76 45.113007),(77 45.086983),(78 44.762527),(79 44.589733),
(1 20.893852),(2 25.562801),(3 27.864647),(4 28.889116),(5 29.548595),(6 30.681215),(7 31.232777),(8 31.82085),(9 32.29488),(10 33.134537),(11 33.261642),(12 32.904568),(13 33.581566),(14 33.98133),(15 33.83884),(16 34.30997),(17 33.52127),(18 33.29839),(19 33.39956),(20 33.696056),(21 33.98431),(22 33.885715),(23 33.80979),(24 33.72368),(25 33.410347),(26 34.326057),(27 34.560654),(28 34.8382),(29 34.576008),(30 35.4127),(31 35.595093),(32 35.833675),(33 35.919544),(34 36.26406),(35 36.37306),(36 35.97646),(37 35.86414),(38 36.164906),(39 35.482838),(40 35.644238),(41 35.946564),(42 36.17786),(43 36.6901),(44 36.860954),(45 37.396336),(46 37.221535),(47 37.668125),(48 37.551384),(49 37.729076),(50 38.444958),(51 38.10928),(52 38.409595),(53 38.67044),(54 39.378796),(55 39.64966),(56 40.346165),(57 40.37872),(58 40.54646),(59 41.059235),(60 41.391148),(61 42.377926),(62 43.240723),(63 43.536625),(64 43.54876),(65 43.46446),(66 43.45248),(67 43.777397),(68 44.496517),(69 45.06354),(70 45.40307),(71 45.491024),(72 45.04258),(73 44.876804),(74 44.534218),(75 43.917202),(76 43.84951),(77 43.648823),(78 43.540474),(79 43.590355),
(1 20.20177),(2 24.641703),(3 26.821043),(4 27.920197),(5 28.811361),(6 29.65623),(7 30.2055),(8 30.826248),(9 31.017443),(10 31.758345),(11 31.813246),(12 31.704996),(13 32.462933),(14 33.16677),(15 32.78537),(16 32.814327),(17 32.425205),(18 32.646435),(19 32.8306),(20 32.85319),(21 33.353092),(22 33.361027),(23 33.55177),(24 33.369186),(25 33.46736),(26 34.443436),(27 34.384216),(28 34.615314),(29 34.54445),(30 34.750652),(31 34.904404),(32 35.42904),(33 35.36368),(34 35.15396),(35 35.3085),(36 35.04471),(37 35.12925),(38 35.84265),(39 34.90346),(40 34.969646),(41 35.067047),(42 35.55988),(43 35.33113),(44 35.547207),(45 35.59483),(46 36.204556),(47 36.661438),(48 36.407),(49 36.26456),(50 37.083447),(51 36.63194),(52 37.993904),(53 38.16968),(54 38.67871),(55 38.745052),(56 39.72579),(57 40.123936),(58 40.47137),(59 40.6221),(60 40.943264),(61 41.54243),(62 42.041786),(63 42.11399),(64 42.16843),(65 41.836464),(66 41.92498),(67 42.46759),(68 42.599865),(69 43.021027),(70 43.644043),(71 43.842422),(72 43.902054),(73 43.524914),(74 43.01454),(75 42.208874),(76 41.945427),(77 42.06224),(78 41.59754),(79 42.252796),
(1 20.178995),(2 24.883188),(3 26.647253),(4 27.920263),(5 28.913826),(6 29.90447),(7 30.453596),(8 30.8899),(9 31.197212),(10 31.944042),(11 32.119125),(12 31.912004),(13 32.434746),(14 33.090313),(15 33.242542),(16 33.40621),(17 33.073135),(18 32.986526),(19 33.115807),(20 32.98246),(21 33.40611),(22 33.52985),(23 33.910896),(24 33.589558),(25 33.66395),(26 34.292706),(27 34.009243),(28 34.259354),(29 34.0997),(30 34.693733),(31 34.829834),(32 35.30286),(33 35.284225),(34 35.621616),(35 35.58492),(36 35.24919),(37 35.538673),(38 35.528694),(39 35.546726),(40 35.605667),(41 35.60059),(42 35.651196),(43 35.92018),(44 36.199753),(45 36.528603),(46 37.045643),(47 37.080635),(48 37.466362),(49 37.720325),(50 38.31477),(51 37.94218),(52 38.67251),(53 39.432648),(54 39.514683),(55 39.50892),(56 39.471428),(57 39.595848),(58 39.91445),(59 39.88447),(60 40.038975),(61 40.681076),(62 40.78602),(63 40.826614),(64 41.36057),(65 41.472176),(66 41.84247),(67 42.277668),(68 42.631382),(69 43.191967),(70 43.625034),(71 43.97907),(72 44.207584),(73 43.817013),(74 43.180622),(75 42.999943),(76 43.04184),(77 43.08728),(78 42.963947),(79 43.1716),
(1 20.267849),(2 24.996649),(3 26.680292),(4 27.754822),(5 29.065367),(6 30.392574),(7 31.109184),(8 31.58848),(9 31.747236),(10 32.30405),(11 32.33689),(12 32.628883),(13 33.031174),(14 33.64839),(15 33.456184),(16 33.64124),(17 33.243927),(18 33.411648),(19 33.345615),(20 33.11644),(21 33.28029),(22 33.474518),(23 33.73166),(24 33.582787),(25 33.700073),(26 34.436237),(27 34.064545),(28 34.233856),(29 34.574173),(30 34.972836),(31 35.48603),(32 35.510826),(33 35.39007),(34 35.95949),(35 35.96933),(36 35.49259),(37 36.25101),(38 36.57219),(39 36.109318),(40 35.84551),(41 35.7772),(42 35.69343),(43 35.90303),(44 36.257305),(45 36.181778),(46 36.622375),(47 36.52566),(48 36.972847),(49 37.11601),(50 37.803143),(51 37.836018),(52 38.72177),(53 39.082787),(54 39.3689),(55 39.127945),(56 39.542255),(57 39.93835),(58 40.28478),(59 40.530525),(60 40.748062),(61 41.496925),(62 42.004295),(63 41.274494),(64 41.523933),(65 42.037365),(66 42.12275),(67 42.889153),(68 43.31472),(69 43.692554),(70 43.7443),(71 44.095596),(72 44.210045),(73 43.596294),(74 43.98229),(75 43.42713),(76 43.41001),(77 42.92762),(78 43.159622),(79 43.21485),
(1 20.204287),(2 25.012938),(3 26.94091),(4 28.137417),(5 28.842062),(6 29.837717),(7 30.131563),(8 30.594933),(9 31.373209),(10 31.505884),(11 31.959652),(12 31.901339),(13 32.770775),(14 33.382584),(15 32.878365),(16 33.294876),(17 33.005867),(18 33.045303),(19 32.861362),(20 33.234726),(21 33.226254),(22 33.053043),(23 33.09386),(24 32.779198),(25 33.175144),(26 34.04512),(27 33.705265),(28 33.418663),(29 33.699566),(30 34.244602),(31 34.674225),(32 34.896927),(33 34.892807),(34 35.132004),(35 34.888496),(36 34.72205),(37 35.24674),(38 35.302155),(39 35.076317),(40 34.9702),(41 34.96885),(42 35.114227),(43 35.410778),(44 35.671547),(45 35.8258),(46 36.00287),(47 36.16477),(48 36.13599),(49 36.397663),(50 36.59963),(51 36.749023),(52 37.5669),(53 37.69573),(54 38.48917),(55 38.606052),(56 39.074265),(57 39.42983),(58 39.67753),(59 39.98367),(60 40.01714),(61 40.908787),(62 40.98816),(63 40.773296),(64 41.606136),(65 42.368896),(66 42.34396),(67 42.80804),(68 43.08939),(69 43.325077),(70 43.711285),(71 43.72491),(72 43.873825),(73 43.746952),(74 43.653934),(75 43.129368),(76 42.770077),(77 43.041733),(78 42.945705),(79 42.438053),
(1 20.169271),(2 24.935211),(3 26.752552),(4 27.874739),(5 28.68477),(6 29.623455),(7 30.00523),(8 30.688011),(9 31.55403),(10 31.928211),(11 32.260136),(12 32.39078),(13 32.87542),(14 33.089462),(15 32.792923),(16 32.67124),(17 32.645443),(18 32.650143),(19 32.679066),(20 32.901302),(21 33.168423),(22 33.11139),(23 32.993942),(24 32.856068),(25 33.32759),(26 34.08036),(27 33.706837),(28 34.324436),(29 34.463604),(30 34.442608),(31 35.120228),(32 35.319202),(33 35.229862),(34 35.2819),(35 35.28645),(36 35.146103),(37 35.45231),(38 35.858097),(39 35.657066),(40 35.69032),(41 35.675877),(42 35.607727),(43 36.08272),(44 36.045403),(45 36.183773),(46 37.132584),(47 37.125763),(48 37.512844),(49 37.318615),(50 37.720062),(51 37.643154),(52 38.23286),(53 38.272682),(54 38.86443),(55 38.773346),(56 39.32952),(57 39.40617),(58 39.74238),(59 39.940697),(60 40.093803),(61 40.40459),(62 41.101143),(63 40.28066),(64 40.9734),(65 40.73047),(66 41.03405),(67 41.412098),(68 41.49544),(69 41.88236),(70 42.438),(71 43.000633),(72 43.02323),(73 42.714504),(74 42.327847),(75 41.79693),(76 41.927063),(77 42.112858),(78 42.010372),(79 42.125816),
(1 19.641424),(2 24.16009),(3 26.028097),(4 27.337902),(5 28.087948),(6 29.342878),(7 29.753906),(8 30.332182),(9 30.933054),(10 31.131786),(11 31.270655),(12 31.34391),(13 31.791834),(14 32.324806),(15 32.186604),(16 31.892073),(17 31.712673),(18 31.602676),(19 31.885035),(20 32.079826),(21 32.665703),(22 32.636475),(23 32.612587),(24 32.707703),(25 32.815746),(26 33.24538),(27 33.012466),(28 33.179348),(29 33.136246),(30 33.35104),(31 33.66747),(32 34.047203),(33 33.886757),(34 34.578545),(35 34.21121),(36 33.913982),(37 34.369766),(38 34.886555),(39 34.56246),(40 34.405384),(41 34.6956),(42 34.812325),(43 35.20569),(44 35.165253),(45 35.037888),(46 35.685673),(47 35.693626),(48 35.875153),(49 36.215923),(50 36.836826),(51 36.806137),(52 37.1079),(53 37.412983),(54 38.174038),(55 38.324615),(56 38.550934),(57 38.611374),(58 38.895824),(59 39.06849),(60 39.3201),(61 40.19816),(62 40.644802),(63 40.64055),(64 41.319412),(65 41.28471),(66 41.148933),(67 41.295567),(68 41.849236),(69 42.72178),(70 42.684155),(71 43.1479),(72 42.97788),(73 42.93084),(74 42.892185),(75 42.282784),(76 42.563004),(77 42.34846),(78 42.096863),(79 42.340054),
