1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 242.9859),(2 348.38705),(3 431.81915),(4 484.07275),(5 535.9055),(6 577.52106),(7 615.48834),(8 660.92535),(9 685.46045),(10 711.52936),(11 741.3345),(12 767.4367),(13 784.8824),(14 799.67346),(15 815.467),(16 821.896),(17 833.3883),(18 837.46844),(19 840.97754),(20 844.323),(21 845.6678),(22 850.92255),(23 864.8405),(24 869.22516),(25 872.3682),(26 877.30304),(27 885.7106),(28 887.34503),(29 892.0665),(30 898.5391),(31 901.8897),(32 912.0934),(33 912.887),(34 913.6479),(35 918.45654),(36 916.7572),(37 921.9922),(38 918.2686),(39 927.08215),(40 928.265),(41 929.12683),(42 930.97943),(43 933.0066),(44 933.14624),(45 936.24756),(46 941.2089),(47 943.91296),(48 945.81177),(49 950.6448),(50 951.1387),(51 961.90796),(52 957.13116),(53 952.00104),(54 949.36005),(55 949.24567),(56 949.0814),(57 953.8533),(58 955.93506),(59 951.21313),(60 951.01935),(61 947.25836),(62 942.4995),(63 939.8398),(64 939.7056),(65 944.4877),(66 940.9314),(67 947.025),(68 943.78143),(69 943.43945),(70 939.81104),(71 942.2569),(72 937.36395),(73 938.52594),(74 941.4021),(75 942.5483),(76 947.6968),(77 950.11975),(78 957.2743),(79 958.58905),
(1 240.97398),(2 346.3737),(3 430.43414),(4 488.60825),(5 537.8471),(6 577.5031),(7 618.92694),(8 662.2027),(9 691.55054),(10 721.22266),(11 752.9662),(12 774.3295),(13 794.01416),(14 811.60657),(15 826.34204),(16 832.56476),(17 839.6663),(18 843.13086),(19 848.2044),(20 849.81104),(21 854.69446),(22 859.02576),(23 871.269),(24 875.8569),(25 874.30115),(26 873.04663),(27 878.95935),(28 885.9736),(29 888.6042),(30 897.1778),(31 899.9154),(32 903.98456),(33 904.0289),(34 906.9898),(35 906.71924),(36 904.09015),(37 905.0657),(38 905.9922),(39 906.7364),(40 908.5903),(41 903.17267),(42 901.70514),(43 904.47485),(44 910.3626),(45 912.48157),(46 919.99176),(47 922.84424),(48 927.6584),(49 928.9998),(50 929.5873),(51 943.3596),(52 943.14355),(53 943.9151),(54 945.2636),(55 942.51807),(56 933.8035),(57 937.9104),(58 937.13965),(59 931.83624),(60 928.3025),(61 929.0069),(62 935.1186),(63 937.5526),(64 936.6564),(65 942.25867),(66 940.20264),(67 944.7987),(68 939.01404),(69 939.9037),(70 935.36694),(71 934.9309),(72 932.6083),(73 930.81683),(74 929.9013),(75 935.34406),(76 939.75946),(77 944.83655),(78 946.8998),(79 953.9094),
(1 234.53702),(2 339.8766),(3 423.06555),(4 482.6879),(5 534.8293),(6 570.5641),(7 605.9497),(8 651.55194),(9 677.9136),(10 702.3938),(11 729.52277),(12 751.4612),(13 766.6159),(14 780.6806),(15 794.19135),(16 803.53625),(17 812.1388),(18 815.96106),(19 822.1516),(20 824.72485),(21 829.9246),(22 841.04376),(23 845.90814),(24 847.36456),(25 847.72034),(26 856.18335),(27 863.3896),(28 864.9418),(29 868.87683),(30 877.99786),(31 880.51074),(32 880.7128),(33 881.9868),(34 886.7838),(35 884.75275),(36 885.6161),(37 885.9582),(38 889.04926),(39 889.38055),(40 889.6555),(41 884.57556),(42 882.07385),(43 881.68396),(44 888.81775),(45 892.3515),(46 896.35486),(47 899.0957),(48 898.91144),(49 900.24445),(50 901.67554),(51 907.83765),(52 908.36444),(53 907.1183),(54 905.4957),(55 905.843),(56 904.1786),(57 907.0313),(58 906.8284),(59 906.13495),(60 906.2038),(61 908.4697),(62 917.0537),(63 925.057),(64 923.63635),(65 928.0461),(66 928.906),(67 931.426),(68 926.5634),(69 925.12933),(70 919.2525),(71 921.9839),(72 918.2775),(73 909.414),(74 908.0376),(75 913.67664),(76 914.6413),(77 921.157),(78 926.8133),(79 929.42755),
(1 225.71422),(2 330.55002),(3 409.36496),(4 469.2125),(5 515.6347),(6 551.60583),(7 584.5431),(8 635.8069),(9 662.7137),(10 691.1304),(11 715.2803),(12 735),(13 750.2457),(14 760.50183),(15 777.24835),(16 782.2413),(17 793.1236),(18 799.4401),(19 805.6189),(20 809.5884),(21 819.93506),(22 823.04224),(23 831.1228),(24 835.4333),(25 838.10596),(26 844.2185),(27 849.17285),(28 849.954),(29 853.71497),(30 863.07526),(31 872.6704),(32 876.23944),(33 875.9147),(34 878.9412),(35 879.15674),(36 877.4318),(37 875.2234),(38 882.3353),(39 888.7935),(40 889.53253),(41 886.02216),(42 887.9892),(43 885.9489),(44 889.327),(45 894.13586),(46 899.08405),(47 900.50397),(48 902.745),(49 901.7),(50 903.82056),(51 907.08966),(52 904.2244),(53 906.29736),(54 911.0407),(55 904.8233),(56 905.2549),(57 901.8809),(58 903.0165),(59 901.5757),(60 900.51337),(61 906.1821),(62 913.05554),(63 924.65027),(64 925.31177),(65 923.5785),(66 917.7554),(67 916.9001),(68 917.2955),(69 916.8477),(70 913.0058),(71 909.0132),(72 909.87976),(73 913.60675),(74 913.1966),(75 921.1317),(76 917.6088),(77 919.77466),(78 926.2842),(79 928.86694),
(1 223.58562),(2 321.20926),(3 403.01538),(4 463.5621),(5 515.54034),(6 555.0893),(7 587.5171),(8 643.32446),(9 671.634),(10 699.1497),(11 721.88654),(12 738.5657),(13 761.00104),(14 772.2693),(15 784.4507),(16 789.17914),(17 791.48553),(18 800.26953),(19 804.8835),(20 809.92114),(21 821.37024),(22 830.00854),(23 839.0779),(24 841.29755),(25 844.48694),(26 848.01227),(27 857.0062),(28 855.18915),(29 852.7204),(30 857.6826),(31 865.68884),(32 865.35284),(33 866.1244),(34 870.2677),(35 874.51776),(36 875.41644),(37 873.3443),(38 877.8458),(39 885.90186),(40 890.6501),(41 894.18097),(42 897.57776),(43 899.9436),(44 904.9816),(45 903.8964),(46 908.1686),(47 912.35455),(48 914.9823),(49 916.09503),(50 918.4187),(51 922.5642),(52 920.9792),(53 918.5558),(54 918.9569),(55 920.0867),(56 922.8958),(57 921.1933),(58 921.75134),(59 919.95905),(60 919.0928),(61 918.07153),(62 915.23474),(63 920.2575),(64 920.17804),(65 919.3026),(66 913.8446),(67 921.04565),(68 912.3747),(69 909.45856),(70 903.7624),(71 907.15216),(72 904.8686),(73 904.4057),(74 907.2256),(75 913.1181),(76 912.45294),(77 908.34064),(78 910.3817),(79 914.3389),
(1 224.23328),(2 320.40802),(3 394.96457),(4 450.2115),(5 497.6293),(6 534.4914),(7 565.4867),(8 614.798),(9 639.19794),(10 659.2995),(11 688.2884),(12 708.3121),(13 729.27985),(14 741.019),(15 757.0061),(16 762.82074),(17 763.96094),(18 764.51544),(19 766.03766),(20 769.73065),(21 776.8876),(22 788.7031),(23 798.9495),(24 804.3648),(25 810.0057),(26 812.9038),(27 821.7783),(28 819.3586),(29 817.6812),(30 820.8978),(31 824.3566),(32 830.3798),(33 831.8203),(34 832.849),(35 839.07074),(36 841.6861),(37 841.9311),(38 841.7467),(39 844.8805),(40 845.3997),(41 851.9376),(42 854.2602),(43 857.3155),(44 863.3092),(45 866.03534),(46 872.19763),(47 874.3248),(48 874.6202),(49 872.47186),(50 871.4458),(51 881.8942),(52 885.3094),(53 881.31573),(54 883.14764),(55 886.7552),(56 892.1886),(57 891.91315),(58 893.5626),(59 891.34314),(60 891.9978),(61 889.368),(62 888.3822),(63 895.9489),(64 897.7564),(65 904.5025),(66 897.95593),(67 898.6822),(68 893.0541),(69 890.22766),(70 893.6824),(71 896.14655),(72 894.2864),(73 898.14386),(74 899.4324),(75 903.4368),(76 908.46155),(77 911.64484),(78 904.02936),(79 906.8905),
(1 225.31802),(2 325.14496),(3 403.03204),(4 456.93332),(5 505.04034),(6 541.3931),(7 571.6501),(8 623.1743),(9 653.3013),(10 677.2312),(11 696.0526),(12 718.36),(13 739.4519),(14 751.9407),(15 767.7005),(16 780.831),(17 782.10876),(18 786.12854),(19 786.3763),(20 792.66223),(21 796.329),(22 806.0467),(23 811.5525),(24 816.35785),(25 817.916),(26 824.38763),(27 830.19806),(28 827.42065),(29 831.6507),(30 835.07526),(31 837.6267),(32 842.88043),(33 847.02167),(34 849.2825),(35 849.07886),(36 855.34753),(37 852.2679),(38 851.05524),(39 856.21277),(40 858.26245),(41 859.4564),(42 858.29614),(43 859.6624),(44 868.2353),(45 869.30035),(46 870.97986),(47 873.53754),(48 875.72687),(49 877.81494),(50 876.4374),(51 882.4017),(52 879.8655),(53 871.65283),(54 870.72485),(55 873.8954),(56 873.7981),(57 869.3957),(58 872.1012),(59 872.1362),(60 874.94556),(61 872.92737),(62 868.34076),(63 874.6204),(64 878.17474),(65 883.2692),(66 885.98566),(67 888.18164),(68 887.3838),(69 883.1825),(70 889.8844),(71 895.9605),(72 894.38556),(73 890.96533),(74 892.8111),(75 897.65326),(76 904.3019),(77 908.2261),(78 912.32263),(79 913.4392),
(1 222.92155),(2 320.10043),(3 395.21484),(4 446.86948),(5 493.78204),(6 525.2926),(7 551.13245),(8 599.3748),(9 628.33044),(10 652.89777),(11 674.20703),(12 697.3732),(13 716.8948),(14 725.84),(15 739.91583),(16 747.55927),(17 758.5954),(18 765.5947),(19 771.33545),(20 779.66504),(21 783.269),(22 788.49945),(23 799.89966),(24 798.57635),(25 805.9972),(26 808.44257),(27 810.563),(28 814.0978),(29 810.76843),(30 812.41705),(31 818.7385),(32 819.5818),(33 823.64795),(34 826.2687),(35 832.31915),(36 834.39026),(37 836.6041),(38 836.39246),(39 844.23016),(40 840.97076),(41 842.75946),(42 843.36145),(43 844.4143),(44 847.3129),(45 848.1538),(46 849.3724),(47 856.1153),(48 860.76385),(49 866.9339),(50 866.83685),(51 867.808),(52 870.82587),(53 869.67163),(54 867.9824),(55 870.9514),(56 871.4689),(57 874.3094),(58 873.23376),(59 876.2138),(60 876.5892),(61 877.88654),(62 874.60913),(63 877.279),(64 882.5566),(65 888.1412),(66 889.7131),(67 894.5598),(68 896.1049),(69 889.3484),(70 891.9666),(71 893.14795),(72 890.7768),(73 887.50635),(74 891.6509),(75 889.11615),(76 896.83997),(77 897.633),(78 898.0561),(79 901.5011),
(1 219.82106),(2 314.7285),(3 394.02435),(4 444.44482),(5 490.58035),(6 527.41986),(7 562.80615),(8 613.29126),(9 640.608),(10 667.1224),(11 693.18066),(12 717.00116),(13 732.2443),(14 744.87177),(15 759.2117),(16 766.13934),(17 776.4336),(18 780.823),(19 787.10144),(20 788.3065),(21 794.0286),(22 797.5195),(23 803.78284),(24 804.7705),(25 811.6346),(26 818.3516),(27 825.7339),(28 827.52423),(29 826.053),(30 829.6877),(31 836.0889),(32 836.1919),(33 836.2223),(34 838.98224),(35 843.2615),(36 842.5092),(37 846.67267),(38 846.412),(39 852.05133),(40 848.3444),(41 849.4774),(42 846.2515),(43 845.93),(44 846.23157),(45 846.66565),(46 849.8637),(47 852.58453),(48 853.5133),(49 855.15265),(50 852.9168),(51 855.1055),(52 853.45807),(53 853.50476),(54 853.0717),(55 855.2066),(56 858.28876),(57 857.41406),(58 854.0484),(59 856.49585),(60 856.4517),(61 859.27277),(62 863.08215),(63 865.48083),(64 873.257),(65 876.6144),(66 879.7001),(67 888.83655),(68 883.0486),(69 882.49615),(70 876.77405),(71 881.7634),(72 884.5845),(73 887.36615),(74 889.9112),(75 892.051),(76 900.03754),(77 896.4614),(78 891.23596),(79 895.0347),
(1 215.7477),(2 306.9538),(3 379.34714),(4 428.5668),(5 472.21506),(6 512.6868),(7 546.7866),(8 593.9742),(9 622.7416),(10 648.9392),(11 678.7571),(12 704.8527),(13 722.70984),(14 733.3899),(15 748.93915),(16 758.36615),(17 764.02765),(18 768.3174),(19 770.0939),(20 774.2181),(21 777.0042),(22 781.3187),(23 787.0925),(24 785.2468),(25 789.146),(26 794.2681),(27 800.77356),(28 802.94586),(29 804.3215),(30 811.7639),(31 818.4937),(32 819.44885),(33 821.20337),(34 823.0068),(35 825.6467),(36 829.0911),(37 837.5176),(38 838.891),(39 838.56024),(40 839.4948),(41 837.80865),(42 842.2467),(43 844.4382),(44 848.9369),(45 851.6273),(46 854.6319),(47 853.9766),(48 853.16),(49 854.5264),(50 854.6142),(51 861.9726),(52 859.8898),(53 856.6742),(54 856.646),(55 854.5174),(56 851.5441),(57 853.8333),(58 850.9132),(59 854.5532),(60 856.685),(61 859.9688),(62 859.2757),(63 861.0383),(64 865.5278),(65 863.5274),(66 866.241),(67 868.2405),(68 861.4985),(69 859.6602),(70 858.5794),(71 859.0637),(72 855.3087),(73 859.0326),(74 860.0015),(75 863.4366),(76 870.3098),(77 871.7074),(78 874.0328),(79 872.1985),
(1 211.84137),(2 306.36148),(3 376.6826),(4 425.87427),(5 470.01535),(6 505.35144),(7 539.05676),(8 582.39343),(9 609.24097),(10 634.0275),(11 659.22577),(12 679.1109),(13 695.88904),(14 705.1726),(15 722.0324),(16 731.7293),(17 739.0065),(18 741.2664),(19 746.5488),(20 745.5073),(21 754.7672),(22 763.5446),(23 768.5372),(24 772.90405),(25 776.28986),(26 775.8453),(27 785.6217),(28 791.3676),(29 790.6907),(30 794.149),(31 798.9604),(32 794.3773),(33 799.5956),(34 800.7387),(35 801.1516),(36 805.1988),(37 806.2833),(38 804.3576),(39 805.4778),(40 806.57477),(41 806.09186),(42 806.2904),(43 806.87714),(44 810.02655),(45 808.839),(46 812.7134),(47 809.9657),(48 812.85266),(49 813.80963),(50 812.36115),(51 811.8615),(52 808.2928),(53 804.8258),(54 807.5878),(55 803.90857),(56 805.0998),(57 804.4283),(58 803.0926),(59 804.8605),(60 807.43945),(61 812.6529),(62 806.1124),(63 814.76263),(64 816.99493),(65 814.5529),(66 820.15247),(67 823.4795),(68 820.94324),(69 820.34753),(70 825.1776),(71 828.7433),(72 823.0286),(73 824.3444),(74 823.43256),(75 831.45667),(76 834.0795),(77 839.75354),(78 846.4442),(79 849.56635),
(1 213.11278),(2 303.65738),(3 374.3803),(4 424.62012),(5 470.94702),(6 507.031),(7 537.1993),(8 584.546),(9 608.0084),(10 637.5155),(11 658.1673),(12 677.9403),(13 694.6038),(14 707.4427),(15 721.0396),(16 726.2096),(17 734.59314),(18 739.3633),(19 746.76556),(20 749.6603),(21 757.1322),(22 762.625),(23 766.18665),(24 770.6431),(25 773.90326),(26 773.3325),(27 778.66187),(28 783.49634),(29 783.4936),(30 789.1886),(31 794.6191),(32 798.4202),(33 807.44885),(34 806.4236),(35 810.206),(36 815.3839),(37 818.2865),(38 819.79846),(39 822.53314),(40 826.99133),(41 825.6899),(42 826.9752),(43 828.8101),(44 834.9313),(45 834.45337),(46 832.7644),(47 832.54266),(48 831.6736),(49 833.5317),(50 835.37006),(51 839.62726),(52 844.51556),(53 836.7993),(54 839.2316),(55 835.1252),(56 832.3578),(57 828.4831),(58 828.44226),(59 830.9091),(60 829.6349),(61 829.8414),(62 829.0402),(63 834.6045),(64 837.1812),(65 835.589),(66 842.73126),(67 844.50354),(68 844.547),(69 846.0145),(70 846.1556),(71 849.0206),(72 846.67926),(73 847.78375),(74 843.64307),(75 849.3521),(76 855.95105),(77 861.76935),(78 866.09186),(79 871.4679),
(1 206.89742),(2 294.77176),(3 365.8044),(4 414.96545),(5 460.60666),(6 493.05084),(7 525.13837),(8 570.7638),(9 594.2891),(10 622.5811),(11 644.10547),(12 663.2443),(13 680.81),(14 688.9665),(15 699.81665),(16 713.33765),(17 720.85785),(18 730.29144),(19 732.1923),(20 736.5961),(21 745.73083),(22 752.7367),(23 756.69336),(24 762.16144),(25 763.5046),(26 765.9649),(27 765.5385),(28 769.7678),(29 769.65436),(30 776.47577),(31 782.29755),(32 785.2068),(33 790.69635),(34 787.9847),(35 790.8047),(36 795.482),(37 797.67163),(38 799.23334),(39 802.36926),(40 801.6122),(41 804.9899),(42 808.74176),(43 815.02686),(44 823.62665),(45 825.58795),(46 828.6274),(47 828.9878),(48 833.99066),(49 838.0831),(50 841.1391),(51 844.40717),(52 846.1037),(53 839.649),(54 838.74713),(55 840.1951),(56 839.06537),(57 837.72034),(58 833.75256),(59 832.18445),(60 832.405),(61 834.72003),(62 832.4879),(63 839.6596),(64 838.7671),(65 841.0864),(66 838.4792),(67 843.3748),(68 835.4548),(69 833.69),(70 832.6251),(71 833.1358),(72 830.82324),(73 824.345),(74 829.2705),(75 831.75574),(76 834.99316),(77 839.07965),(78 843.6999),(79 845.2257),
(1 207.78334),(2 298.37326),(3 368.7823),(4 419.0361),(5 462.47678),(6 496.81335),(7 527.1707),(8 569.13153),(9 592.52985),(10 612.93207),(11 635.0144),(12 655.4588),(13 671.75616),(14 678.46857),(15 689.47076),(16 695.5101),(17 702.51404),(18 704.5071),(19 706.2877),(20 713.70154),(21 720.1886),(22 727.09485),(23 730.5977),(24 734.96),(25 737.57434),(26 739.5249),(27 741.79584),(28 741.08215),(29 742.80396),(30 750.2448),(31 754.47095),(32 755.9685),(33 756.83984),(34 762.82983),(35 766.511),(36 772.7654),(37 770.7816),(38 770.3593),(39 780.0481),(40 780.41406),(41 785.6517),(42 785.2054),(43 788.3739),(44 790.0393),(45 794.49695),(46 800.6001),(47 799.0299),(48 802.24005),(49 805.01373),(50 809.2739),(51 811.4028),(52 810.6687),(53 804.59906),(54 804.0001),(55 801.50714),(56 794.90314),(57 798.392),(58 792.5554),(59 792.07874),(60 793.6286),(61 795.4768),(62 793.88715),(63 799.0342),(64 800.91644),(65 801.2138),(66 801.4942),(67 804.02423),(68 800.9834),(69 802.8195),(70 804.0674),(71 805.5707),(72 802.9079),(73 805.27747),(74 812.6837),(75 817.2603),(76 819.8344),(77 821.76526),(78 823.99365),(79 823.4422),
(1 202.28879),(2 290.1075),(3 357.81116),(4 406.58435),(5 449.62262),(6 486.26828),(7 510.0171),(8 555.0705),(9 581.64575),(10 605.0645),(11 630.2625),(12 651.4591),(13 665.2938),(14 676.55023),(15 690.4026),(16 693.9064),(17 699.5531),(18 701.3036),(19 704.52386),(20 707.2923),(21 709.91974),(22 716.248),(23 715.59924),(24 718.2655),(25 722.20654),(26 722.4124),(27 725.5874),(28 726.9002),(29 726.2931),(30 729.936),(31 734.54156),(32 732.986),(33 735.1284),(34 739.3857),(35 743.76385),(36 746.99695),(37 748.10913),(38 750.95337),(39 759.07275),(40 760.68243),(41 765.58636),(42 766.568),(43 766.83307),(44 770.6014),(45 774.3059),(46 773.07825),(47 773.03613),(48 772.1685),(49 773.1034),(50 775.1693),(51 777.58954),(52 776.83167),(53 771.37866),(54 772.59644),(55 768.5001),(56 768.95746),(57 773.5512),(58 771.1569),(59 772.33716),(60 765.1932),(61 764.42444),(62 766.2033),(63 773.45337),(64 777.69055),(65 776.70483),(66 780.09326),(67 780.91327),(68 784.12146),(69 782.8528),(70 784.64),(71 783.38544),(72 781.7267),(73 784.40393),(74 784.0456),(75 787.7506),(76 791.1648),(77 794.41656),(78 795.4154),(79 796.5121),
(1 203.09523),(2 289.17648),(3 357.92313),(4 405.25436),(5 445.93146),(6 481.63477),(7 510.35168),(8 559.88794),(9 586.7482),(10 608.9376),(11 630.0224),(12 653.51184),(13 668.19507),(14 678.67706),(15 693.0857),(16 699.2596),(17 703.3154),(18 709.86017),(19 715.0795),(20 721.02356),(21 726.9271),(22 724.73846),(23 725.577),(24 727.2289),(25 731.93286),(26 731.5381),(27 736.4625),(28 738.8429),(29 737.62024),(30 742.9566),(31 745.2678),(32 746.2224),(33 747.0952),(34 754.6114),(35 760.3743),(36 761.13696),(37 759.9724),(38 761.1847),(39 766.18524),(40 771.36536),(41 774.44006),(42 772.3629),(43 773.26984),(44 775.5398),(45 778.25146),(46 777.6756),(47 778.9915),(48 772.8417),(49 770.9992),(50 768.507),(51 769.57166),(52 768.7577),(53 763.9134),(54 766.9592),(55 768.4692),(56 772.353),(57 772.4635),(58 769.6627),(59 767.345),(60 766.97974),(61 772.9553),(62 772.2538),(63 776.8866),(64 777.0238),(65 777.94867),(66 777.9418),(67 781.3336),(68 784.9495),(69 789.1342),(70 788.97473),(71 793.0388),(72 791.6225),(73 795.6113),(74 792.57623),(75 799.06647),(76 804.025),(77 803.57404),(78 807.3647),(79 810.9996),
(1 200.74146),(2 290.93185),(3 357.02606),(4 402.5997),(5 445.3768),(6 477.25253),(7 508.27777),(8 554.4151),(9 582.28467),(10 605.8958),(11 625.2719),(12 643.2399),(13 657.6691),(14 667.81445),(15 680.20905),(16 687.9915),(17 692.83154),(18 698.66833),(19 703.49304),(20 708.99445),(21 708.62103),(22 709.54126),(23 706.2113),(24 705.55664),(25 713.4406),(26 712.5949),(27 715.8827),(28 716.3017),(29 715.4492),(30 720.3032),(31 724.117),(32 730.6597),(33 739.13934),(34 743.0638),(35 746.6944),(36 747.6518),(37 749.30206),(38 750.51373),(39 754.73157),(40 759.0888),(41 762.0602),(42 764.1241),(43 767.8124),(44 772.6362),(45 772.5006),(46 777.11755),(47 778.0283),(48 779.0708),(49 777.6825),(50 780.7341),(51 779.61273),(52 782.1662),(53 783.95807),(54 786.25476),(55 787.6168),(56 787.71857),(57 788.4075),(58 788.0417),(59 784.1936),(60 782.0173),(61 779.80286),(62 775.71173),(63 782.8425),(64 781.1433),(65 779.18066),(66 783.6381),(67 787.9947),(68 786.6999),(69 787.01965),(70 789.628),(71 789.46265),(72 793.1749),(73 794.3802),(74 796.5639),(75 801.0139),(76 803.7579),(77 804.8876),(78 812.245),(79 815.12335),
(1 195.18314),(2 279.64432),(3 346.73837),(4 392.40897),(5 433.8563),(6 462.53116),(7 492.86096),(8 537.2821),(9 563.1198),(10 588.0556),(11 612.1715),(12 628.6055),(13 646.0137),(14 657.29443),(15 676.98816),(16 680.3824),(17 690.58624),(18 697.875),(19 701.7163),(20 707.01355),(21 707.5307),(22 710.3631),(23 709.1917),(24 713.22516),(25 716.29736),(26 718.2307),(27 722.8996),(28 719.4652),(29 723.02496),(30 730.8543),(31 735.08966),(32 739.8407),(33 742.16223),(34 741.8988),(35 744.18353),(36 745.10944),(37 745.56006),(38 735.51776),(39 738.27594),(40 741.6608),(41 738.7409),(42 739.7786),(43 746.31287),(44 748.033),(45 747.0151),(46 751.7648),(47 755.37213),(48 754.4313),(49 757.4575),(50 760.89526),(51 761.32184),(52 758.1076),(53 763.936),(54 763.98315),(55 760.14215),(56 761.76337),(57 763.0134),(58 760.9896),(59 760.87946),(60 758.5137),(61 758.41156),(62 757.82086),(63 760.3203),(64 759.1118),(65 756.56287),(66 758.51416),(67 760.95844),(68 758.8184),(69 755.8685),(70 755.9065),(71 758.0091),(72 760.6784),(73 763.19806),(74 763.9006),(75 767.8891),(76 772.81165),(77 768.2661),(78 774.1508),(79 776.50464),
(1 195.77162),(2 281.8721),(3 345.00128),(4 391.83112),(5 430.93286),(6 463.70123),(7 494.21695),(8 536.6415),(9 560.2815),(10 585.2487),(11 606.6967),(12 624.46857),(13 639.99896),(14 644.96344),(15 661.18427),(16 669.01685),(17 675.837),(18 684.48315),(19 688.5418),(20 694.1298),(21 700.16614),(22 706.6344),(23 710.4899),(24 716.0472),(25 717.57965),(26 721.68744),(27 729.3413),(28 731.8279),(29 736.03644),(30 742.94183),(31 749.41974),(32 753.72125),(33 758.4831),(34 760.55786),(35 759.21484),(36 759.93964),(37 762.30493),(38 759.7214),(39 762.14844),(40 756.745),(41 758.7287),(42 760.61475),(43 762.44257),(44 765.354),(45 764.17834),(46 767.61584),(47 769.02277),(48 764.5962),(49 762.5747),(50 760.88947),(51 765.44934),(52 761.9813),(53 763.60114),(54 767.189),(55 762.04553),(56 763.7496),(57 760.17847),(58 762.617),(59 758.234),(60 759.13007),(61 760.84705),(62 760.66705),(63 769.82214),(64 770.86066),(65 772.7637),(66 772.27075),(67 772.8234),(68 770.41956),(69 769.6152),(70 769.98584),(71 770.9623),(72 771.3493),(73 773.2343),(74 772.07056),(75 770.774),(76 773.24005),(77 771.8749),(78 774.7134),(79 779.5288),
