1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 39447.43),(2 105397.56),(3 195027.98),(4 296357),(5 409845.75),(6 544052.7),(7 684020.75),(8 817289.06),(9 961276.3),(10 1104140.1),(11 1273359.9),(12 1456361.6),(13 1645030.9),(14 1833745.6),(15 2045869),(16 2269828),(17 2519705.3),(18 2789414.3),(19 3062060),(20 3360485.3),(21 3685303.3),(22 4025717.3),(23 4352850),(24 4672932),(25 4975610.5),(26 5259234.5),(27 5563500),(28 5888172),(29 6204847.5),(30 6541850.5),(31 6896476.5),(32 7254784),(33 7619928),(34 7992576),(35 8364044),(36 8744067),(37 9154041),(38 9552364),(39 9944011),(40 10333216),(41 10738570),(42 11159012),(43 11558708),(44 11960333),(45 12368085),(46 12774952),(47 13183304),(48 13625671),(49 14061325),(50 14500119),(51 14952117),(52 15417867),(53 15869987),(54 16343584),(55 16834070),(56 17327708),(57 17823832),(58 18286768),(59 18768168),(60 19204410),(61 19613232),(62 20010296),(63 20404886),(64 20794904),(65 21197910),(66 21582346),(67 21969712),(68 22362782),(69 22759686),(70 23162392),(71 23555056),(72 23960370),(73 24351210),(74 24736576),(75 25111830),(76 25469562),(77 25813496),(78 26130054),(79 26436614),
(1 256.54788),(2 350.7309),(3 383.72522),(4 405.44266),(5 423.13464),(6 445.45914),(7 461.50665),(8 479.16324),(9 491.25287),(10 500.97678),(11 505.98004),(12 515.8955),(13 523.0391),(14 531.9638),(15 537.01605),(16 544.63007),(17 546.066),(18 550.2211),(19 554.5054),(20 559.63104),(21 562.5466),(22 567.3506),(23 570.46875),(24 572.6775),(25 576.5836),(26 579.29675),(27 573.71893),(28 575.75165),(29 576.9125),(30 577.6748),(31 576.3434),(32 581.4297),(33 579.4002),(34 582.9796),(35 582.7384),(36 582.7498),(37 582.0294),(38 585.27985),(39 587.9993),(40 589.5295),(41 587.82874),(42 586.9336),(43 583.07874),(44 586.19653),(45 586.2074),(46 585.7435),(47 584.4053),(48 584.262),(49 586.5943),(50 589.9674),(51 588.8749),(52 589.0058),(53 591.7521),(54 592.9796),(55 596.5988),(56 594.97766),(57 599.7363),(58 600.5055),(59 601.87366),(60 601.06067),(61 604.8289),(62 604.9556),(63 608.5195),(64 610.0688),(65 613.58826),(66 613.2983),(67 615.00903),(68 617.4696),(69 619.0019),(70 619.8101),(71 622.50214),(72 618.11365),(73 621.0686),(74 626.2083),(75 626.2413),(76 625.5088),(77 629.14874),(78 630.29456),(79 633.87775),
(1 261.3671),(2 357.67767),(3 389.6629),(4 409.482),(5 426.69183),(6 447.15417),(7 461.02557),(8 477.65848),(9 490.52774),(10 500.9706),(11 506.0489),(12 516.16364),(13 525.15497),(14 532.6121),(15 534.7398),(16 541.4013),(17 541.5923),(18 546.0363),(19 550.66125),(20 554.933),(21 556.44666),(22 561.6781),(23 565.3825),(24 567.50806),(25 571.341),(26 571.68097),(27 568.0292),(28 573.7547),(29 575.38684),(30 577.02484),(31 577.31006),(32 578.9605),(33 576.84937),(34 581.0809),(35 582.10474),(36 582.58905),(37 581.8049),(38 583.9845),(39 587.9282),(40 587.04724),(41 584.8178),(42 585.0901),(43 584.33856),(44 587.6875),(45 588.3733),(46 586.5993),(47 585.66064),(48 587.70026),(49 589.0448),(50 589.7332),(51 589.03156),(52 590.47705),(53 594.02277),(54 595.33826),(55 596.2554),(56 596.20593),(57 601.00665),(58 602.7049),(59 603.60187),(60 602.09973),(61 607.4101),(62 608.8232),(63 610.3589),(64 610.23346),(65 612.67993),(66 611.1861),(67 612.8593),(68 612.5536),(69 614.4498),(70 615.2869),(71 616.8816),(72 615.26886),(73 617.874),(74 620.957),(75 620.54517),(76 621.6817),(77 627.27545),(78 629.16626),(79 630.1564),
(1 251.29048),(2 344.17935),(3 375.90442),(4 395.8149),(5 413.42892),(6 432.5886),(7 447.19702),(8 461.0703),(9 471.34543),(10 481.60974),(11 486.86313),(12 496.67902),(13 505.5506),(14 510.60126),(15 513.62396),(16 519.3883),(17 521.84424),(18 526.34076),(19 530.19183),(20 532.59076),(21 532.3773),(22 537.33594),(23 540.73627),(24 542.1753),(25 542.74536),(26 544.2341),(27 543.1575),(28 547.2147),(29 548.2428),(30 551.27673),(31 549.36676),(32 552.77325),(33 554.1355),(34 556.3288),(35 556.1532),(36 556.9507),(37 557.36206),(38 558.1656),(39 561.183),(40 563.003),(41 562.47076),(42 562.48346),(43 562.8478),(44 564.7881),(45 564.5715),(46 561.6926),(47 561.7646),(48 563.9161),(49 563.92737),(50 564.2203),(51 564.9259),(52 568.2384),(53 571.3937),(54 572.5475),(55 572.2583),(56 571.2825),(57 575.2181),(58 577.0605),(59 578.17523),(60 576.6639),(61 581.7114),(62 582.09625),(63 583.75104),(64 583.79724),(65 587.49664),(66 586.1876),(67 590.2957),(68 589.24646),(69 590.91064),(70 591.662),(71 595.0571),(72 594.9407),(73 597.8346),(74 600.27924),(75 599.10754),(76 598.99115),(77 603.3906),(78 604.98334),(79 606.9815),
(1 251.43628),(2 346.35522),(3 376.2907),(4 395.47275),(5 411.81427),(6 430.45673),(7 445.77606),(8 461.88345),(9 473.28802),(10 484.3554),(11 489.79526),(12 501.21808),(13 506.63202),(14 511.0896),(15 511.99097),(16 519.797),(17 520.8651),(18 523.9813),(19 526.5833),(20 529.87463),(21 529.4173),(22 534.6866),(23 538.6185),(24 539.66394),(25 539.4782),(26 540.84064),(27 540.6979),(28 545.22296),(29 547.18774),(30 548.6347),(31 547.3916),(32 548.97095),(33 554.6347),(34 555.674),(35 554.0276),(36 556.85266),(37 556.63513),(38 557.56146),(39 561.4687),(40 563.5802),(41 563.346),(42 565.1105),(43 565.7718),(44 570.2137),(45 570.9215),(46 567.9211),(47 567.45325),(48 568.8811),(49 570.71875),(50 572.6363),(51 574.7776),(52 576.078),(53 580.711),(54 581.35065),(55 580.97754),(56 579.1859),(57 582.8695),(58 585.09143),(59 589.1248),(60 588.838),(61 591.91406),(62 588.8874),(63 590.0204),(64 589.98303),(65 594.05554),(66 590.8119),(67 596.9938),(68 596.8836),(69 597.9498),(70 597.0363),(71 599.12946),(72 595.80255),(73 599.7568),(74 600.046),(75 597.638),(76 598.1521),(77 602.5194),(78 605.95056),(79 608.972),
(1 248.17429),(2 339.8892),(3 370.46722),(4 390.97552),(5 410.3398),(6 429.61017),(7 441.19934),(8 457.44492),(9 466.82825),(10 478.50568),(11 484.9399),(12 494.8214),(13 497.31973),(14 499.83865),(15 502.57532),(16 509.2876),(17 510.3554),(18 515.9785),(19 519.77563),(20 525.1428),(21 525.3724),(22 529.5485),(23 533.95447),(24 536.3792),(25 536.64825),(26 539.16284),(27 537.79236),(28 542.49915),(29 542.68536),(30 544.6564),(31 543.6472),(32 545.9795),(33 546.3135),(34 546.79486),(35 545.6742),(36 547.74786),(37 548.59216),(38 551.0962),(39 553.531),(40 553.65875),(41 552.48486),(42 552.4271),(43 551.516),(44 555.4218),(45 557.46783),(46 555.83325),(47 555.3167),(48 557.76135),(49 559.33307),(50 559.83636),(51 560.2964),(52 562.0064),(53 565.13995),(54 567.25934),(55 565.4765),(56 564.63007),(57 565.5693),(58 568.7259),(59 573.29517),(60 574.5196),(61 576.19183),(62 574.5953),(63 575.5423),(64 574.7885),(65 577.5505),(66 577.4317),(67 582.8329),(68 583.87537),(69 585.4616),(70 584.66815),(71 586.69745),(72 585.4477),(73 588.549),(74 587.23047),(75 588.7779),(76 588.73627),(77 593.433),(78 594.2845),(79 595.34845),
(1 246.6162),(2 338.0486),(3 368.84885),(4 387.4003),(5 404.4498),(6 425.54437),(7 439.67224),(8 453.99686),(9 464.31607),(10 475.192),(11 480.75247),(12 490.57697),(13 496.55133),(14 500.69815),(15 502.52243),(16 510.05582),(17 511.77158),(18 518.6516),(19 520.1814),(20 523.8456),(21 524.428),(22 527.7674),(23 531.66974),(24 532.1133),(25 529.91534),(26 534.38416),(27 533.90497),(28 537.336),(29 538.2669),(30 542.8814),(31 542.56274),(32 544.0191),(33 543.5788),(34 543.3057),(35 545.00574),(36 544.6426),(37 546.1632),(38 547.77704),(39 550.383),(40 550.15),(41 552.4815),(42 554.3934),(43 553.43634),(44 554.6948),(45 556.3139),(46 557.3019),(47 556.2351),(48 556.945),(49 558.16656),(50 559.6758),(51 558.3729),(52 557.8398),(53 561.4536),(54 563.53644),(55 564.8288),(56 563.5073),(57 567.978),(58 572.2656),(59 576.742),(60 577.17633),(61 580.8034),(62 581.4226),(63 583.4647),(64 583.50397),(65 584.4378),(66 584.9715),(67 586.0969),(68 586.36786),(69 588.257),(70 587.91785),(71 588.43536),(72 588.8104),(73 594.70306),(74 594.0473),(75 593.4892),(76 594.7169),(77 598.2282),(78 598.43335),(79 598.0991),
(1 243.49841),(2 333.57986),(3 365.2835),(4 382.62228),(5 399.43588),(6 417.25168),(7 431.0577),(8 447.60138),(9 457.08878),(10 468.57492),(11 474.74734),(12 486.23953),(13 491.56805),(14 495.91858),(15 494.90134),(16 500.44473),(17 504.70547),(18 513.0374),(19 516.57666),(20 517.76794),(21 518.0781),(22 521.41266),(23 528.8103),(24 531.68085),(25 529.8276),(26 535.1705),(27 534.7816),(28 538.56464),(29 539.18066),(30 541.1654),(31 538.6565),(32 540.6316),(33 540.6758),(34 541.48413),(35 542.05383),(36 542.40753),(37 542.7638),(38 546.4352),(39 548.36005),(40 547.78955),(41 548.121),(42 548.0963),(43 547.18713),(44 548.4355),(45 549.96936),(46 551.976),(47 550.77747),(48 550.53644),(49 551.15027),(50 553.11725),(51 551.84204),(52 551.07),(53 554.15094),(54 555.89703),(55 558.46606),(56 558.5243),(57 562.0704),(58 566.6334),(59 568.87714),(60 568.5056),(61 572.03503),(62 571.4258),(63 573.2136),(64 575.4339),(65 578.1541),(66 578.8073),(67 579.97144),(68 579.83966),(69 581.64294),(70 581.963),(71 584.4337),(72 585.2309),(73 588.9665),(74 587.328),(75 588.3992),(76 591.32904),(77 594.94684),(78 594.3191),(79 595.1177),
(1 242.70494),(2 335.5733),(3 365.2546),(4 382.78003),(5 399.91693),(6 418.68408),(7 430.5309),(8 446.4735),(9 456.85696),(10 467.84982),(11 472.85),(12 483.78613),(13 488.15732),(14 492.34625),(15 493.76236),(16 498.60123),(17 502.72723),(18 506.8504),(19 510.02493),(20 510.92593),(21 511.77643),(22 513.1963),(23 520.26807),(24 523.9159),(25 523.5008),(26 527.76917),(27 526.6396),(28 529.9713),(29 531.8561),(30 533.78784),(31 533.93787),(32 538.7802),(33 538.1743),(34 540.35767),(35 541.4702),(36 540.49695),(37 541.063),(38 541.69385),(39 542.5318),(40 542.0125),(41 543.8517),(42 543.2591),(43 541.7284),(44 543.26544),(45 546.743),(46 545.2355),(47 543.4091),(48 543.19775),(49 543.30115),(50 544.57263),(51 544.0415),(52 545.4397),(53 550.4961),(54 551.3276),(55 552.12756),(56 554.1873),(57 556.283),(58 559.0338),(59 560.64465),(60 561.3165),(61 565.16364),(62 563.12604),(63 566.5217),(64 568.4589),(65 568.2545),(66 568.5677),(67 571.7342),(68 573.81055),(69 576.69257),(70 575.19446),(71 577.6793),(72 577.5293),(73 578.543),(74 578.1672),(75 577.03613),(76 578.11664),(77 582.6713),(78 584.19836),(79 586.06433),
(1 242.88911),(2 334.39267),(3 362.0745),(4 380.6906),(5 397.57794),(6 415.89685),(7 429.223),(8 443.02457),(9 453.29706),(10 463.06082),(11 466.38434),(12 475.93277),(13 479.41064),(14 484.96606),(15 488.5211),(16 496.26453),(17 499.09366),(18 504.74573),(19 508.27908),(20 512.5915),(21 511.51392),(22 514.24963),(23 519.5501),(24 522.71497),(25 523.91943),(26 528.71045),(27 527.9718),(28 529.8484),(29 530.5813),(30 533.52527),(31 530.7153),(32 535.8651),(33 535.85156),(34 538.675),(35 538.7248),(36 537.0974),(37 536.4602),(38 540.67255),(39 540.9057),(40 540.5175),(41 540.08655),(42 541.57104),(43 538.90753),(44 539.305),(45 540.08746),(46 540.8808),(47 539.70374),(48 540.07855),(49 541.90137),(50 541.2993),(51 540.09186),(52 539.7581),(53 539.2332),(54 539.6581),(55 541.07214),(56 543.3589),(57 546.4257),(58 549.98267),(59 550.56604),(60 549.2208),(61 551.6721),(62 549.9711),(63 553.36835),(64 556.16614),(65 558.2935),(66 559.12695),(67 562.2056),(68 564.7793),(69 569.2759),(70 570.0323),(71 573.11896),(72 572.0638),(73 575.3197),(74 575.19446),(75 575.2437),(76 574.3962),(77 581.10406),(78 582.15405),(79 583.4496),
(1 237.56349),(2 324.8956),(3 352.4377),(4 373.78925),(5 390.95752),(6 410.1393),(7 423.5876),(8 436.55743),(9 446.07837),(10 458.14148),(11 462.77145),(12 469.7428),(13 473.01614),(14 478.5358),(15 481.5977),(16 488.9153),(17 491.46182),(18 495.71677),(19 498.15448),(20 502.4035),(21 502.95468),(22 506.2264),(23 511.1932),(24 516.7233),(25 517.75745),(26 518.8627),(27 518.57666),(28 522.5841),(29 521.95),(30 522.3774),(31 523.07574),(32 528.26483),(33 528.99603),(34 531.1187),(35 530.71643),(36 531.6926),(37 532.1242),(38 536.1901),(39 536.4512),(40 536.4441),(41 534.70416),(42 536.34076),(43 533.1679),(44 533.3445),(45 531.9669),(46 531.126),(47 528.67993),(48 530.19147),(49 531.63586),(50 531.415),(51 530.86664),(52 531.0843),(53 533.019),(54 536.9152),(55 540.29614),(56 539.81793),(57 543.073),(58 547.93665),(59 548.37683),(60 546.2009),(61 547.81116),(62 547.3734),(63 549.6322),(64 549.39716),(65 551.3511),(66 551.6209),(67 555.1704),(68 554.5335),(69 559.4277),(70 560.4607),(71 563.76624),(72 563.1416),(73 563.94965),(74 563.29596),(75 563.4755),(76 562.9964),(77 567.2539),(78 568.2107),(79 569.5771),
(1 236.74194),(2 324.05756),(3 352.33304),(4 372.18573),(5 388.42535),(6 407.48804),(7 419.57324),(8 432.097),(9 442.17584),(10 452.82813),(11 458.60416),(12 464.47897),(13 469.2643),(14 475.5596),(15 477.92603),(16 484.0869),(17 486.75848),(18 492.3463),(19 495.20496),(20 498.9241),(21 498.8833),(22 501.58862),(23 503.655),(24 506.9419),(25 504.92987),(26 506.54678),(27 506.83087),(28 512.01086),(29 512.14606),(30 513.647),(31 513.53345),(32 516.46265),(33 516.04364),(34 519.0357),(35 520.99347),(36 522.325),(37 522.55426),(38 524.45636),(39 522.5819),(40 524.40125),(41 523.24274),(42 525.32623),(43 524.5766),(44 527.06915),(45 527.5413),(46 529.4292),(47 529.1292),(48 527.7378),(49 530.1522),(50 532.1034),(51 530.9578),(52 532.73035),(53 533.8417),(54 535.93866),(55 537.67804),(56 537.07074),(57 542.256),(58 545.4022),(59 549.16656),(60 547.8316),(61 551.9835),(62 550.3615),(63 550.93866),(64 550.04535),(65 551.9734),(66 554.3705),(67 559.5437),(68 557.5166),(69 559.71014),(70 560.49023),(71 566.0204),(72 566.2031),(73 569.11597),(74 569.9721),(75 569.29175),(76 567.27466),(77 569.55096),(78 571.8045),(79 573.883),
(1 234.40475),(2 320.37296),(3 348.59177),(4 368.0483),(5 383.58963),(6 400.30746),(7 413.15744),(8 425.6457),(9 435.43576),(10 445.22568),(11 449.7473),(12 458.59998),(13 460.3579),(14 464.85867),(15 467.23376),(16 473.76614),(17 474.29843),(18 478.87778),(19 481.6678),(20 489.0155),(21 487.5526),(22 490.52094),(23 493.79196),(24 497.16824),(25 500.7821),(26 503.09158),(27 501.42267),(28 505.46823),(29 505.27005),(30 507.98853),(31 508.0005),(32 509.50427),(33 510.0807),(34 512.95105),(35 514.26385),(36 514.2944),(37 515.88),(38 519.4773),(39 518.41595),(40 518.3593),(41 517.5785),(42 521.92834),(43 520.3545),(44 521.5489),(45 522.3029),(46 523.039),(47 521.9336),(48 523.89825),(49 527.00793),(50 528.1025),(51 527.77246),(52 525.8522),(53 526.00836),(54 528.173),(55 531.7527),(56 530.26794),(57 534.4504),(58 534.56213),(59 537.6586),(60 538.0426),(61 540.8894),(62 540.2757),(63 543.13385),(64 543.9329),(65 545.4052),(66 545.887),(67 548.1004),(68 550.78687),(69 551.73),(70 549.72296),(71 554.59064),(72 553.3258),(73 556.7979),(74 554.64667),(75 556.82837),(76 556.78973),(77 558.9407),(78 558.5241),(79 558.65674),
(1 234.33838),(2 321.39697),(3 351.16373),(4 368.6086),(5 386.4159),(6 404.67316),(7 417.19473),(8 428.09094),(9 435.63065),(10 445.42773),(11 451.296),(12 460.86868),(13 463.59875),(14 470.86374),(15 474.45956),(16 477.9988),(17 479.0135),(18 486.39008),(19 488.6758),(20 493.6003),(21 491.97473),(22 494.5495),(23 496.80798),(24 500.161),(25 500.99292),(26 505.50607),(27 505.16718),(28 508.6498),(29 506.9128),(30 510.48373),(31 509.70425),(32 511.8981),(33 511.17874),(34 513.33356),(35 514.94055),(36 514.44855),(37 515.9823),(38 518.87866),(39 517.5147),(40 516.9413),(41 520.31635),(42 523.08984),(43 521.019),(44 521.9527),(45 522.2797),(46 523.0623),(47 521.7145),(48 521.09796),(49 522.4668),(50 523.6266),(51 524.326),(52 523.3294),(53 524.51825),(54 526.44867),(55 529.468),(56 527.1904),(57 530.46545),(58 533.9854),(59 536.0366),(60 535.9674),(61 539.00793),(62 537.7514),(63 541.5492),(64 544.4305),(65 545.9402),(66 544.2992),(67 545.0663),(68 548.165),(69 550.4455),(70 551.6602),(71 553.8018),(72 553.34595),(73 558.00085),(74 557.8976),(75 557.2516),(76 556.9717),(77 560.1346),(78 560.6684),(79 558.36475),
(1 230.20207),(2 313.50992),(3 341.17233),(4 359.51563),(5 375.99908),(6 393.78934),(7 404.32697),(8 415.8552),(9 424.54315),(10 433.32855),(11 438.5166),(12 447.60114),(13 452.01547),(14 457.81873),(15 460.95718),(16 466.60165),(17 468.1234),(18 474.70764),(19 477.7286),(20 481.4162),(21 482.91098),(22 484.5591),(23 487.33337),(24 490.22897),(25 491.3763),(26 493.1695),(27 492.55844),(28 495.05576),(29 494.75293),(30 497.13208),(31 496.6024),(32 498.29617),(33 501.01715),(34 503.30658),(35 501.90747),(36 501.07376),(37 503.59088),(38 506.238),(39 508.33948),(40 509.47357),(41 508.36127),(42 508.6805),(43 509.133),(44 509.00037),(45 507.23453),(46 510.45944),(47 512.173),(48 512.00226),(49 511.32947),(50 513.00995),(51 513.2583),(52 512.8544),(53 516.7563),(54 517.09094),(55 517.799),(56 517.0141),(57 519.84924),(58 522.9723),(59 524.584),(60 523.55646),(61 527.89404),(62 528.8843),(63 533.5954),(64 534.5714),(65 535.96063),(66 532.93036),(67 535.14026),(68 536.0202),(69 536.505),(70 538.09717),(71 541.4998),(72 541.5483),(73 545.66473),(74 545.12103),(75 544.9852),(76 543.8689),(77 547.5788),(78 547.3618),(79 548.2481),
(1 228.92451),(2 312.3867),(3 339.40576),(4 358.52203),(5 374.12897),(6 393.11728),(7 404.707),(8 418.0555),(9 425.98703),(10 435.393),(11 440.53757),(12 447.83115),(13 452.42386),(14 457.54483),(15 462.5935),(16 467.17465),(17 467.93628),(18 474.04996),(19 477.5682),(20 479.90097),(21 479.29108),(22 480.75726),(23 483.88156),(24 485.9836),(25 485.30515),(26 489.87543),(27 489.6924),(28 491.3813),(29 491.66107),(30 493.24832),(31 493.64795),(32 496.99048),(33 498.5681),(34 497.66318),(35 496.0014),(36 495.0133),(37 496.40967),(38 497.65634),(39 500.32764),(40 503.24213),(41 503.4403),(42 503.37857),(43 503.3698),(44 503.63474),(45 502.4678),(46 507.0113),(47 509.3546),(48 511.23914),(49 511.8562),(50 512.439),(51 513.714),(52 513.0238),(53 516.9819),(54 518.529),(55 517.8438),(56 517.4937),(57 521.1156),(58 522.3997),(59 524.9061),(60 524.3697),(61 527.0718),(62 525.3082),(63 530.3541),(64 532.20386),(65 533.1646),(66 531.4852),(67 532.0788),(68 534.07855),(69 536.4575),(70 536.1238),(71 540.39435),(72 538.561),(73 542.5455),(74 541.066),(75 541.3136),(76 542.2903),(77 545.5096),(78 544.64954),(79 545.3521),
(1 226.6389),(2 309.54773),(3 335.24698),(4 353.52008),(5 369.9112),(6 387.30157),(7 399.89005),(8 414.18298),(9 420.62576),(10 427.8684),(11 433.48868),(12 441.18552),(13 445.8764),(14 452.0191),(15 454.8852),(16 460.0993),(17 461.30014),(18 467.24612),(19 469.3311),(20 473.63928),(21 475.08362),(22 476.56018),(23 479.20334),(24 480.2893),(25 479.32684),(26 482.28812),(27 481.69437),(28 488.15903),(29 490.3375),(30 490.8742),(31 490.08353),(32 494.1414),(33 495.02),(34 493.72412),(35 495.75244),(36 495.24713),(37 495.94174),(38 496.67804),(39 498.55222),(40 501.73184),(41 501.14792),(42 501.29507),(43 500.11832),(44 500.8479),(45 502.69864),(46 504.4053),(47 506.23743),(48 507.1003),(49 505.59885),(50 505.7695),(51 506.03772),(52 507.55402),(53 510.8716),(54 510.76514),(55 512.5142),(56 511.69232),(57 515.3056),(58 516.9534),(59 520.07684),(60 519.53986),(61 523.87177),(62 522.611),(63 525.84436),(64 525.6783),(65 526.35236),(66 525.24396),(67 529.46954),(68 531.30023),(69 532.61),(70 531.01263),(71 534.05914),(72 531.9474),(73 536.07574),(74 535.3682),(75 534.5453),(76 533.65424),(77 536.09406),(78 537.19104),(79 539.20703),
(1 223.57677),(2 305.41876),(3 332.1142),(4 350.82086),(5 367.30215),(6 382.03574),(7 393.13248),(8 405.99435),(9 413.17032),(10 424.1984),(11 427.68924),(12 435.7903),(13 441.49347),(14 445.93115),(15 447.46927),(16 452.01382),(17 453.14117),(18 457.77524),(19 460.536),(20 466.04077),(21 465.5396),(22 466.07764),(23 468.6719),(24 470.71332),(25 472.7322),(26 475.72577),(27 473.37067),(28 479.51907),(29 480.8912),(30 481.7875),(31 481.76425),(32 484.21213),(33 483.4779),(34 485.39218),(35 487.04904),(36 488.9006),(37 488.98828),(38 490.9675),(39 493.12674),(40 493.919),(41 494.1433),(42 494.8449),(43 492.77246),(44 493.8884),(45 495.43726),(46 496.41385),(47 496.22543),(48 498.18408),(49 497.31583),(50 498.13303),(51 499.13715),(52 500.1178),(53 502.61038),(54 503.06503),(55 504.80957),(56 504.78372),(57 508.5403),(58 510.97147),(59 513.8496),(60 511.05905),(61 516.6655),(62 516.0895),(63 521.3174),(64 523.08484),(65 522.433),(66 519.4468),(67 521.94),(68 523.28326),(69 523.6671),(70 523.36475),(71 526.5101),(72 525.1132),(73 529.6655),(74 530.77936),(75 532.22235),(76 532.10333),(77 534.8248),(78 535.84424),(79 539.12994),
(1 221.42154),(2 304.6485),(3 331.39847),(4 349.85983),(5 363.47122),(6 379.7564),(7 392.26828),(8 406.58292),(9 413.44034),(10 422.63657),(11 424.7882),(12 432.19888),(13 437.87833),(14 444.73544),(15 446.20554),(16 452.88422),(17 454.33423),(18 458.50626),(19 461.99792),(20 467.11343),(21 467.20078),(22 468.87665),(23 472.11682),(24 475.06207),(25 476.15405),(26 475.37024),(27 472.89853),(28 475.5414),(29 476.21512),(30 477.94495),(31 476.2397),(32 479.99472),(33 482.333),(34 483.4488),(35 484.50122),(36 485.1585),(37 486.86847),(38 488.82178),(39 490.2202),(40 490.1013),(41 490.99973),(42 492.37805),(43 492.20737),(44 495.15573),(45 497.04105),(46 496.34985),(47 494.0664),(48 494.57846),(49 493.97812),(50 496.0883),(51 496.41382),(52 497.8002),(53 500.75226),(54 501.91806),(55 504.14355),(56 502.77136),(57 507.17194),(58 508.74957),(59 509.04385),(60 507.90353),(61 511.88116),(62 513.1331),(63 517.6469),(64 519.14624),(65 520.19635),(66 519.1888),(67 522.13525),(68 523.54236),(69 526.50165),(70 527.2984),(71 529.4018),(72 527.33923),(73 530.9021),(74 532.1373),(75 532.0011),(76 530.81165),(77 532.88293),(78 532.1565),(79 537.14594),
