1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58.588604),(2 65.59016),(3 68.53821),(4 69.622284),(5 72.22015),(6 73.016106),(7 73.62511),(8 74.91349),(9 75.247086),(10 75.66052),(11 75.95853),(12 75.694374),(13 75.9456),(14 77.50444),(15 77.03521),(16 76.88315),(17 76.25753),(18 76.71347),(19 77.489716),(20 77.76989),(21 78.05572),(22 78.377785),(23 77.57834),(24 78.43901),(25 78.575386),(26 78.24992),(27 78.84834),(28 79.36557),(29 79.57957),(30 79.88411),(31 80.27737),(32 80.63133),(33 81.402626),(34 81.95649),(35 82.92509),(36 82.20359),(37 82.63632),(38 83.43006),(39 83.05143),(40 84.62377),(41 84.39166),(42 84.95861),(43 84.3261),(44 84.851746),(45 85.889854),(46 85.77514),(47 85.18064),(48 85.4069),(49 86.06778),(50 85.80235),(51 86.56036),(52 86.021416),(53 85.650314),(54 85.0597),(55 84.41389),(56 83.37512),(57 82.40428),(58 82.26163),(59 80.82475),(60 80.877625),(61 80.78093),(62 80.85891),(63 81.67932),(64 82.14572),(65 82.34516),(66 80.75213),(67 81.166954),(68 80.87934),(69 82.16127),(70 82.58432),(71 81.54975),(72 81.9896),(73 81.93485),(74 81.94271),(75 82.77938),(76 83.3319),(77 84.53003),(78 84.62531),(79 85.88855),
(1 58.823345),(2 65.69044),(3 68.70174),(4 69.48254),(5 72.2555),(6 73.34742),(7 73.582596),(8 74.22842),(9 74.99159),(10 75.471),(11 76.20554),(12 75.41881),(13 75.955055),(14 76.10728),(15 76.692024),(16 77.16646),(17 76.97684),(18 78.160965),(19 77.2677),(20 78.46456),(21 77.28276),(22 78.09011),(23 78.675316),(24 78.09324),(25 78.08891),(26 78.383835),(27 78.75214),(28 79.15592),(29 79.44391),(30 79.72904),(31 79.62053),(32 79.816154),(33 81.20365),(34 81.53317),(35 82.59752),(36 81.8426),(37 82.69139),(38 83.06583),(39 83.04274),(40 84.299446),(41 84.56937),(42 84.79447),(43 85.64691),(44 85.99993),(45 86.67911),(46 86.67255),(47 86.53234),(48 85.9356),(49 86.40238),(50 86.67679),(51 87.03677),(52 86.84004),(53 86.58973),(54 86.50603),(55 85.91975),(56 85.07769),(57 83.35654),(58 83.60494),(59 83.158745),(60 82.24232),(61 82.49265),(62 82.89852),(63 84.15739),(64 83.490814),(65 83.17399),(66 82.50856),(67 82.64813),(68 82.31973),(69 82.72286),(70 82.79338),(71 82.67537),(72 83.10523),(73 82.79395),(74 82.939545),(75 84.45199),(76 84.204636),(77 84.91355),(78 86.03019),(79 87.15016),
(1 57.312347),(2 63.783596),(3 66.67115),(4 68.188866),(5 69.63606),(6 71.77827),(7 72.05508),(8 73.07395),(9 72.95532),(10 73.77633),(11 73.787125),(12 73.86789),(13 74.51389),(14 74.63586),(15 75.382126),(16 75.964424),(17 75.03956),(18 75.94089),(19 76.220924),(20 76.40628),(21 76.37922),(22 77.55305),(23 78.08997),(24 77.507256),(25 77.6279),(26 76.906845),(27 78.15609),(28 78.50429),(29 78.74647),(30 78.82147),(31 79.37413),(32 79.34007),(33 80.045364),(34 81.1652),(35 80.58061),(36 80.5008),(37 80.84044),(38 80.77367),(39 81.26874),(40 81.52479),(41 81.58183),(42 81.59398),(43 82.190506),(44 82.57071),(45 82.48495),(46 83.42216),(47 82.74723),(48 83.30601),(49 84.019646),(50 83.11411),(51 83.37265),(52 83.69888),(53 83.79373),(54 83.38986),(55 81.63585),(56 80.86474),(57 80.359795),(58 79.833694),(59 78.449104),(60 78.45042),(61 78.06485),(62 78.277855),(63 78.772644),(64 78.152176),(65 78.00616),(66 77.419106),(67 78.00379),(68 77.54795),(69 78.07077),(70 78.22329),(71 77.82961),(72 78.54399),(73 78.35022),(74 78.632256),(75 79.8848),(76 79.88585),(77 80.32432),(78 80.81955),(79 81.87759),
(1 58.01765),(2 65.13802),(3 67.843575),(4 69.27511),(5 71.92502),(6 72.29855),(7 73.0864),(8 73.18588),(9 73.255585),(10 74.83255),(11 74.81839),(12 73.99827),(13 75.79485),(14 75.724174),(15 76.64659),(16 76.820114),(17 76.98249),(18 77.71818),(19 76.99129),(20 77.39674),(21 77.48884),(22 77.772354),(23 77.18088),(24 77.88108),(25 78.19706),(26 78.3245),(27 78.99799),(28 79.00638),(29 79.05231),(30 79.236984),(31 80.51457),(32 80.36518),(33 81.18012),(34 81.39913),(35 81.02055),(36 80.73384),(37 82.112144),(38 82.20822),(39 83.41389),(40 83.23633),(41 84.37988),(42 84.59903),(43 85.0655),(44 84.816),(45 85.83486),(46 85.7187),(47 85.88529),(48 85.55208),(49 86.92967),(50 85.99982),(51 85.71815),(52 86.36368),(53 85.31169),(54 85.458855),(55 84.2034),(56 83.10772),(57 81.94122),(58 81.68435),(59 80.81807),(60 80.477715),(61 79.947426),(62 80.19825),(63 80.76181),(64 81.16704),(65 81.332054),(66 80.2958),(67 80.55453),(68 80.95883),(69 80.56995),(70 81.00888),(71 81.179405),(72 81.09001),(73 81.21014),(74 81.26736),(75 82.01568),(76 81.49718),(77 83.627625),(78 83.33024),(79 84.39803),
(1 57.60077),(2 64.43962),(3 67.0293),(4 67.93438),(5 69.7883),(6 71.279564),(7 72.16198),(8 72.029655),(9 72.513954),(10 73.521385),(11 73.501854),(12 72.723625),(13 73.52265),(14 74.08485),(15 74.36818),(16 74.784515),(17 74.96209),(18 76.14525),(19 75.55575),(20 76.150566),(21 76.23848),(22 75.73979),(23 75.7982),(24 76.119736),(25 76.44193),(26 77.89776),(27 77.664085),(28 77.61681),(29 77.88887),(30 79.17734),(31 79.15466),(32 79.090576),(33 79.804794),(34 80.34531),(35 80.11752),(36 80.7995),(37 81.19323),(38 80.73018),(39 82.13823),(40 81.54507),(41 81.51132),(42 81.7639),(43 82.06234),(44 82.43934),(45 83.512955),(46 83.221375),(47 82.93124),(48 83.30858),(49 83.50738),(50 82.6991),(51 83.33819),(52 82.8403),(53 82.9448),(54 82.808174),(55 82.03867),(56 80.18459),(57 79.94127),(58 79.6095),(59 78.47101),(60 78.07678),(61 77.57929),(62 77.87343),(63 79.328575),(64 78.802826),(65 78.93785),(66 78.25106),(67 78.80562),(68 78.61637),(69 79.33117),(70 78.867),(71 78.629616),(72 78.52999),(73 79.51303),(74 79.326324),(75 79.731415),(76 80.6555),(77 80.91468),(78 81.75715),(79 83.09455),
(1 56.876286),(2 63.39536),(3 65.333565),(4 67.234566),(5 69.43261),(6 70.96706),(7 71.70869),(8 72.46014),(9 73.72617),(10 74.145966),(11 73.88829),(12 73.848),(13 74.14715),(14 75.27227),(15 75.086334),(16 74.56687),(17 75.14461),(18 76.298),(19 75.21061),(20 75.970215),(21 75.96166),(22 75.776566),(23 76.05264),(24 75.465225),(25 75.88806),(26 76.20426),(27 77.067406),(28 76.82172),(29 76.6625),(30 76.93017),(31 77.91999),(32 77.61895),(33 78.152214),(34 78.1112),(35 78.282166),(36 78.22436),(37 79.19251),(38 78.55814),(39 80.41823),(40 80.279625),(41 80.66486),(42 81.46959),(43 81.67336),(44 81.45873),(45 82.28816),(46 82.93224),(47 82.13084),(48 82.11762),(49 83.22907),(50 81.88169),(51 82.98674),(52 82.98853),(53 82.27041),(54 82.34108),(55 81.22708),(56 80.116066),(57 79.18611),(58 77.58229),(59 76.7787),(60 77.18022),(61 76.898094),(62 76.41259),(63 77.434715),(64 77.780136),(65 77.67918),(66 77.59539),(67 77.53656),(68 77.04812),(69 76.787605),(70 77.2442),(71 77.09067),(72 77.748505),(73 77.54827),(74 77.998055),(75 78.32857),(76 78.96785),(77 78.84893),(78 80.2455),(79 81.357956),
(1 57.52603),(2 63.428627),(3 65.22385),(4 67.07663),(5 68.43746),(6 70.56212),(7 71.178185),(8 72.459816),(9 73.385216),(10 72.918015),(11 72.90401),(12 72.96917),(13 73.89101),(14 74.53863),(15 73.855736),(16 74.53416),(17 74.721375),(18 75.38114),(19 75.3667),(20 75.83628),(21 75.39454),(22 75.94411),(23 76.42426),(24 75.93634),(25 76.44227),(26 76.90182),(27 76.43622),(28 77.13512),(29 76.87592),(30 78.37973),(31 78.331024),(32 78.22795),(33 80.068596),(34 80.78295),(35 80.20799),(36 81.097466),(37 81.87436),(38 81.97663),(39 82.27742),(40 82.51475),(41 82.20089),(42 82.69734),(43 83.452614),(44 83.454636),(45 84.54934),(46 83.90152),(47 83.94947),(48 83.934685),(49 84.419624),(50 84.273964),(51 83.850136),(52 83.531845),(53 83.676926),(54 83.09028),(55 81.89376),(56 81.0043),(57 80.25398),(58 79.49219),(59 78.02768),(60 77.42828),(61 77.513664),(62 78.04714),(63 77.93272),(64 78.48531),(65 79.60032),(66 79.30355),(67 80.060646),(68 79.86819),(69 80.0764),(70 80.148994),(71 80.06053),(72 80.63392),(73 80.83483),(74 81.384766),(75 81.48112),(76 81.98937),(77 82.49055),(78 84.1876),(79 84.53107),
(1 55.699036),(2 61.510155),(3 64.07801),(4 66.35339),(5 68.01096),(6 69.73427),(7 69.64529),(8 70.31335),(9 70.30884),(10 71.94403),(11 72.1019),(12 71.72505),(13 72.64251),(14 72.88366),(15 73.30736),(16 73.7895),(17 73.621346),(18 74.876656),(19 74.15141),(20 74.677475),(21 74.78791),(22 75.4021),(23 75.23775),(24 75.497765),(25 75.1033),(26 75.8241),(27 75.67532),(28 76.00678),(29 75.026436),(30 76.36557),(31 77.26667),(32 77.23967),(33 77.47091),(34 77.5931),(35 78.19114),(36 78.08994),(37 78.07639),(38 78.459),(39 79.77636),(40 79.50646),(41 79.20262),(42 80.286026),(43 80.07444),(44 81.24486),(45 82.3745),(46 81.92047),(47 81.737526),(48 81.48449),(49 81.95596),(50 81.946335),(51 82.10401),(52 81.12183),(53 81.17242),(54 80.82254),(55 80.281944),(56 79.35258),(57 78.480835),(58 78.09485),(59 77.174034),(60 76.91926),(61 76.60394),(62 77.41519),(63 77.910645),(64 77.860115),(65 77.75963),(66 77.72309),(67 77.928444),(68 77.518486),(69 78.17906),(70 78.74537),(71 77.479065),(72 77.59751),(73 77.78633),(74 77.246025),(75 77.221214),(76 78.70817),(77 78.95006),(78 80.31193),(79 80.74067),
(1 55.942963),(2 61.131187),(3 65.190994),(4 66.0926),(5 68.356415),(6 70.59908),(7 69.80127),(8 71.45371),(9 71.93752),(10 72.43512),(11 72.28173),(12 72.27577),(13 73.6536),(14 73.00856),(15 74.53666),(16 72.858086),(17 73.29183),(18 74.88994),(19 74.41898),(20 73.53649),(21 74.11995),(22 73.87887),(23 74.23069),(24 73.57277),(25 74.658615),(26 74.6171),(27 75.76559),(28 75.85567),(29 75.03647),(30 76.107994),(31 76.18528),(32 76.63946),(33 77.20579),(34 77.11459),(35 77.872604),(36 78.10141),(37 78.2393),(38 79.2382),(39 79.99947),(40 79.97407),(41 79.70931),(42 79.868645),(43 80.2186),(44 80.982445),(45 80.79094),(46 81.34214),(47 81.24757),(48 82.13541),(49 82.00271),(50 82.27383),(51 81.95118),(52 81.56796),(53 80.40849),(54 79.899994),(55 79.48247),(56 78.69676),(57 77.982124),(58 76.98804),(59 76.16756),(60 75.41891),(61 75.34873),(62 75.189514),(63 75.90872),(64 75.885574),(65 75.41892),(66 75.06014),(67 75.146736),(68 74.63319),(69 75.794464),(70 75.86846),(71 75.677284),(72 75.39825),(73 75.07068),(74 75.38887),(75 76.57397),(76 77.00428),(77 78.281525),(78 78.55481),(79 79.97186),
(1 56.02971),(2 61.33535),(3 65.22552),(4 65.76571),(5 68.493904),(6 69.25139),(7 69.582344),(8 69.998184),(9 70.870255),(10 72.03788),(11 72.36005),(12 72.21245),(13 72.09219),(14 72.46669),(15 73.58494),(16 72.862045),(17 74.440506),(18 74.26412),(19 74.833824),(20 74.072044),(21 73.98874),(22 74.00562),(23 74.80769),(24 75.33564),(25 75.223434),(26 75.097664),(27 75.568146),(28 76.66636),(29 76.06675),(30 76.445724),(31 77.11693),(32 76.84597),(33 78.05839),(34 77.4431),(35 78.3002),(36 77.850105),(37 78.13593),(38 77.90971),(39 78.62518),(40 79.16457),(41 78.68274),(42 80.15023),(43 79.810555),(44 79.995674),(45 79.954475),(46 80.77391),(47 81.08146),(48 81.24645),(49 81.33887),(50 81.0195),(51 81.74964),(52 80.94743),(53 80.467674),(54 80.91974),(55 79.78794),(56 78.66224),(57 76.87111),(58 76.425186),(59 75.06539),(60 75.491),(61 75.148),(62 75.421135),(63 75.964455),(64 75.445366),(65 76.112045),(66 76.37613),(67 75.66004),(68 76.129585),(69 77.526596),(70 76.54816),(71 76.09677),(72 76.21519),(73 75.96453),(74 76.36478),(75 76.38497),(76 76.935555),(77 79.280235),(78 79.663765),(79 80.17038),
(1 55.771297),(2 61.352486),(3 64.531715),(4 65.412895),(5 67.603035),(6 69.35124),(7 68.61029),(8 69.46629),(9 70.35783),(10 71.01979),(11 72.42768),(12 71.03876),(13 72.04977),(14 71.969),(15 73.08642),(16 72.91659),(17 73.67448),(18 74.518394),(19 74.193756),(20 73.98053),(21 74.56563),(22 74.17533),(23 75.16524),(24 74.902),(25 75.68297),(26 75.933556),(27 76.04185),(28 77.1101),(29 76.1441),(30 77.11616),(31 76.786415),(32 77.512115),(33 78.161),(34 77.93782),(35 78.45283),(36 78.62075),(37 78.86897),(38 79.57062),(39 79.87423),(40 79.76066),(41 79.26852),(42 80.47938),(43 80.29728),(44 80.28166),(45 79.74199),(46 80.53913),(47 81.0497),(48 80.72221),(49 80.395294),(50 80.29784),(51 81.136154),(52 81.23165),(53 80.24844),(54 81.06728),(55 79.896515),(56 78.39332),(57 77.768295),(58 76.73673),(59 75.63398),(60 76.0411),(61 76.15362),(62 76.36565),(63 76.291405),(64 76.12498),(65 76.52831),(66 76.83734),(67 75.55773),(68 76.459274),(69 76.5658),(70 76.89875),(71 76.906296),(72 76.83248),(73 76.58173),(74 77.328255),(75 78.196),(76 77.59057),(77 79.20621),(78 78.94173),(79 80.36293),
(1 55.48973),(2 61.30421),(3 65.3356),(4 65.6554),(5 67.26563),(6 69.30197),(7 70.247314),(8 70.72656),(9 71.19742),(10 71.65881),(11 71.59095),(12 71.864334),(13 72.71077),(14 72.17418),(15 73.16609),(16 72.449844),(17 73.49023),(18 73.641846),(19 73.37027),(20 73.951096),(21 74.34867),(22 74.46023),(23 74.316696),(24 74.73723),(25 75.4242),(26 75.34601),(27 76.12797),(28 76.37599),(29 76.58088),(30 76.837234),(31 76.97134),(32 77.35112),(33 78.328896),(34 77.15093),(35 78.41603),(36 78.54354),(37 78.8762),(38 78.839264),(39 80.03852),(40 79.774635),(41 79.76947),(42 80.592255),(43 80.86204),(44 80.610825),(45 80.65859),(46 81.075455),(47 81.87349),(48 81.71772),(49 81.83266),(50 81.77566),(51 81.83112),(52 82.221436),(53 80.89978),(54 80.94948),(55 79.97052),(56 79.66552),(57 78.73385),(58 78.18436),(59 76.724365),(60 76.41656),(61 76.15287),(62 76.54501),(63 77.4699),(64 77.13574),(65 77.659966),(66 76.97785),(67 76.73509),(68 76.129814),(69 76.800186),(70 76.87389),(71 77.52922),(72 77.56291),(73 77.76326),(74 78.36012),(75 78.43022),(76 78.11623),(77 78.76623),(78 79.4048),(79 80.044846),
(1 54.57259),(2 60.07426),(3 63.000633),(4 64.85629),(5 65.67519),(6 67.577385),(7 68.47702),(8 68.95359),(9 70.125114),(10 70.09702),(11 70.828026),(12 71.474014),(13 71.78492),(14 71.817314),(15 72.66083),(16 71.56321),(17 71.99723),(18 72.62494),(19 72.30307),(20 72.08881),(21 73.00928),(22 72.96427),(23 73.37005),(24 72.80812),(25 74.55668),(26 73.768845),(27 74.93492),(28 74.110695),(29 73.86035),(30 74.71302),(31 74.54298),(32 74.713806),(33 76.11677),(34 76.12911),(35 76.62519),(36 75.97057),(37 76.48842),(38 76.90593),(39 77.33737),(40 77.338875),(41 78.174866),(42 78.79422),(43 78.81298),(44 78.57158),(45 79.63983),(46 79.61675),(47 79.08464),(48 79.28912),(49 79.7283),(50 79.16676),(51 78.41331),(52 79.12346),(53 78.23328),(54 78.11186),(55 77.23739),(56 76.6686),(57 75.42507),(58 74.86922),(59 73.82455),(60 73.54897),(61 73.489296),(62 73.96657),(63 74.385826),(64 74.56599),(65 74.91919),(66 75.32367),(67 74.72207),(68 74.536316),(69 74.38455),(70 74.51406),(71 75.290375),(72 75.479416),(73 75.7209),(74 76.44085),(75 76.44464),(76 76.81986),(77 77.50821),(78 78.242615),(79 79.3204),
(1 55.52176),(2 61.347588),(3 63.58611),(4 64.78139),(5 66.36999),(6 68.235634),(7 68.24383),(8 68.68363),(9 69.167725),(10 69.82408),(11 70.391075),(12 70.15992),(13 70.74753),(14 70.76579),(15 71.13967),(16 71.38816),(17 72.38019),(18 73.06221),(19 73.492294),(20 73.14162),(21 73.50014),(22 72.90404),(23 72.98708),(24 73.53876),(25 73.38465),(26 72.69521),(27 74.13402),(28 73.94184),(29 73.79868),(30 73.8218),(31 75.00043),(32 75.264915),(33 76.046684),(34 77.17896),(35 77.60342),(36 77.373764),(37 76.91138),(38 77.72203),(39 77.56326),(40 77.856964),(41 77.65132),(42 77.99599),(43 78.63179),(44 78.503685),(45 79.13017),(46 79.17801),(47 78.06156),(48 78.89755),(49 78.857635),(50 78.06862),(51 78.23431),(52 77.46271),(53 77.91533),(54 77.24571),(55 76.061165),(56 75.22443),(57 74.783615),(58 73.73793),(59 73.11565),(60 73.4254),(61 73.30654),(62 72.79266),(63 73.6324),(64 74.15328),(65 73.62654),(66 73.64128),(67 73.98835),(68 73.24063),(69 73.79512),(70 73.236244),(71 73.81244),(72 74.6048),(73 74.519005),(74 74.12277),(75 74.645065),(76 75.39851),(77 76.00699),(78 76.305046),(79 78.09705),
(1 54.271893),(2 59.935986),(3 63.43064),(4 63.88518),(5 66.162476),(6 67.64987),(7 67.55209),(8 68.32265),(9 68.53351),(10 68.79693),(11 69.56304),(12 68.637985),(13 69.36409),(14 69.28244),(15 69.68898),(16 70.65185),(17 70.72829),(18 71.388504),(19 71.19865),(20 70.6467),(21 70.65445),(22 71.36986),(23 70.953766),(24 70.86975),(25 70.98354),(26 71.82084),(27 72.6308),(28 72.981834),(29 72.68744),(30 73.33699),(31 73.39428),(32 73.99479),(33 74.78983),(34 74.82962),(35 75.46364),(36 75.13101),(37 76.45011),(38 76.81693),(39 77.29517),(40 76.895226),(41 77.40542),(42 77.482025),(43 77.917305),(44 78.49911),(45 77.50694),(46 78.19955),(47 77.76476),(48 78.49654),(49 79.06306),(50 78.37466),(51 78.14273),(52 78.43701),(53 78.21666),(54 78.30334),(55 76.56691),(56 76.15374),(57 74.92706),(58 74.19473),(59 73.38818),(60 73.26978),(61 72.886505),(62 73.57538),(63 75.050606),(64 75.34017),(65 74.68766),(66 75.17416),(67 74.75468),(68 75.707054),(69 75.490265),(70 75.26773),(71 75.04112),(72 76.16961),(73 75.339355),(74 75.97382),(75 76.78257),(76 76.706665),(77 77.631874),(78 78.003586),(79 78.776924),
(1 53.561558),(2 58.440166),(3 61.9818),(4 62.775875),(5 65.42415),(6 66.45898),(7 66.82447),(8 67.94758),(9 67.58418),(10 68.2026),(11 68.057915),(12 68.06742),(13 68.96268),(14 68.47912),(15 69.61345),(16 69.63053),(17 69.9702),(18 70.64265),(19 70.90757),(20 71.23469),(21 71.68056),(22 72.3917),(23 72.097305),(24 71.50655),(25 72.320755),(26 72.80618),(27 71.93371),(28 73.46004),(29 73.3545),(30 73.72568),(31 74.20796),(32 74.68541),(33 75.07074),(34 75.46071),(35 75.59637),(36 75.869675),(37 76.13624),(38 76.518814),(39 77.59313),(40 76.66213),(41 77.093544),(42 76.77166),(43 77.89798),(44 77.769554),(45 77.56691),(46 77.57122),(47 76.8808),(48 77.411446),(49 77.52675),(50 78.01383),(51 77.382385),(52 78.027626),(53 78.08901),(54 76.48983),(55 75.173515),(56 75.16452),(57 74.52987),(58 73.65945),(59 73.11902),(60 72.36896),(61 72.098885),(62 72.83066),(63 73.605545),(64 73.702095),(65 73.305725),(66 74.15756),(67 73.875786),(68 73.86111),(69 73.50616),(70 73.48225),(71 73.89219),(72 74.194244),(73 73.99622),(74 74.460594),(75 75.525604),(76 76.11835),(77 76.970345),(78 77.177025),(79 78.17728),
(1 53.535652),(2 58.467953),(3 61.63315),(4 62.289135),(5 64.36577),(6 65.68869),(7 66.086365),(8 67.29939),(9 67.48115),(10 68.31447),(11 68.24764),(12 68.5548),(13 68.562355),(14 68.35478),(15 68.84042),(16 68.939514),(17 68.631325),(18 70.13673),(19 69.25016),(20 69.86567),(21 70.807365),(22 71.24505),(23 70.60147),(24 70.651794),(25 71.29341),(26 71.76717),(27 71.38497),(28 72.094696),(29 72.37666),(30 72.72865),(31 72.623276),(32 73.28851),(33 73.889984),(34 73.92114),(35 73.79588),(36 74.69844),(37 75.494194),(38 75.2985),(39 75.66406),(40 76.01435),(41 75.72706),(42 76.01732),(43 77.14731),(44 77.16555),(45 77.04257),(46 77.10822),(47 76.631775),(48 77.35089),(49 77.3439),(50 78.35787),(51 77.515785),(52 77.44185),(53 77.232796),(54 76.92288),(55 75.09256),(56 74.88356),(57 74.50077),(58 73.5978),(59 72.52947),(60 72.84157),(61 72.628235),(62 72.85976),(63 73.88321),(64 73.13355),(65 73.57823),(66 74.11393),(67 73.29383),(68 73.74559),(69 73.42778),(70 73.30007),(71 72.828476),(72 73.09468),(73 72.973946),(74 73.93462),(75 74.72626),(76 75.34775),(77 76.36237),(78 75.77829),(79 76.53385),
(1 53.375473),(2 58.435463),(3 62.35894),(4 62.836205),(5 64.24973),(6 65.56917),(7 66.3631),(8 67.18041),(9 66.93516),(10 67.01415),(11 67.567566),(12 67.32017),(13 68.25788),(14 69.014206),(15 68.654755),(16 69.56389),(17 69.33627),(18 69.6966),(19 69.28023),(20 69.48437),(21 70.006836),(22 70.57691),(23 71.01135),(24 70.63126),(25 71.43193),(26 71.47609),(27 71.666046),(28 72.64185),(29 72.407135),(30 72.681046),(31 72.88815),(32 73.93389),(33 74.43437),(34 73.76446),(35 74.66181),(36 74.352325),(37 74.9325),(38 75.196815),(39 75.62655),(40 75.606544),(41 75.19482),(42 75.5542),(43 76.21185),(44 76.16487),(45 76.58549),(46 76.42656),(47 76.459305),(48 77.043335),(49 76.59229),(50 76.21527),(51 76.35318),(52 75.82823),(53 76.07889),(54 76.30891),(55 75.10181),(56 74.471825),(57 73.83339),(58 72.585945),(59 72.41966),(60 71.91217),(61 71.716064),(62 72.471115),(63 73.464195),(64 72.98466),(65 73.938675),(66 74.24519),(67 73.52321),(68 74.412056),(69 74.213104),(70 74.937416),(71 74.132774),(72 74.05721),(73 73.7358),(74 74.098335),(75 75.122795),(76 75.63597),(77 76.201996),(78 75.963646),(79 77.2007),
