1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 68.64603),(2 76.484604),(3 79.05201),(4 82.66473),(5 84.57557),(6 85.4542),(7 86.28231),(8 88.555916),(9 88.80075),(10 88.941414),(11 89.389656),(12 89.66985),(13 91.645744),(14 91.14944),(15 90.64443),(16 92.14254),(17 91.40206),(18 91.93718),(19 92.952484),(20 92.76631),(21 92.50535),(22 93.1149),(23 93.67358),(24 92.457085),(25 92.70994),(26 92.34815),(27 92.82064),(28 92.90358),(29 92.38417),(30 93.34329),(31 94.16413),(32 94.13824),(33 94.99837),(34 95.24318),(35 96.26562),(36 96.61521),(37 97.42187),(38 98.42552),(39 98.55965),(40 98.11142),(41 98.660835),(42 100.49005),(43 100.17231),(44 99.55724),(45 101.392715),(46 101.18321),(47 99.57499),(48 100.109024),(49 101.59055),(50 101.407166),(51 102.16001),(52 101.42909),(53 100.87795),(54 100.87079),(55 99.624016),(56 98.38042),(57 96.56739),(58 95.08321),(59 94.232864),(60 94.05323),(61 93.43439),(62 93.27185),(63 95.51473),(64 95.01604),(65 95.88549),(66 96.349655),(67 96.22605),(68 96.25456),(69 95.71275),(70 96.51521),(71 96.23459),(72 96.246956),(73 96.59767),(74 96.95861),(75 97.57599),(76 97.12804),(77 98.03482),(78 99.14311),(79 100.824),
(1 67.86365),(2 74.124054),(3 77.404594),(4 80.451996),(5 81.58445),(6 82.65739),(7 85.294426),(8 86.88399),(9 87.336624),(10 86.8222),(11 87.326614),(12 88.00395),(13 87.763535),(14 88.08749),(15 87.57237),(16 89.43514),(17 88.214),(18 88.11878),(19 88.242935),(20 88.61345),(21 88.46009),(22 88.37076),(23 90.15007),(24 90.352844),(25 89.29726),(26 89.535736),(27 90.42409),(28 90.466995),(29 91.32392),(30 90.07037),(31 92.10276),(32 91.22279),(33 91.59968),(34 92.76115),(35 93.67334),(36 93.621216),(37 94.425644),(38 95.34806),(39 95.48566),(40 95.59865),(41 96.25221),(42 97.19897),(43 96.0722),(44 95.88068),(45 97.96938),(46 98.37838),(47 97.725395),(48 98.22741),(49 98.10602),(50 99.80594),(51 99.470825),(52 99.77426),(53 98.79105),(54 97.9902),(55 96.445465),(56 95.67342),(57 93.89347),(58 93.21153),(59 92.81328),(60 92.21619),(61 91.751045),(62 91.04431),(63 92.58695),(64 92.63186),(65 93.19204),(66 92.74843),(67 93.13847),(68 93.18043),(69 92.35828),(70 92.61073),(71 92.75262),(72 92.625595),(73 93.27304),(74 93.95083),(75 94.32063),(76 93.901924),(77 96.100044),(78 94.90686),(79 96.68601),
(1 67.99906),(2 74.79683),(3 77.867165),(4 80.42055),(5 82.09445),(6 82.70673),(7 83.87667),(8 84.96918),(9 85.882744),(10 86.92897),(11 87.48131),(12 87.681206),(13 87.41273),(14 87.49924),(15 88.684944),(16 88.24743),(17 88.667404),(18 88.81867),(19 88.72729),(20 88.27461),(21 88.2968),(22 89.503975),(23 90.04461),(24 89.050964),(25 88.928024),(26 88.79005),(27 89.86564),(28 90.60167),(29 90.90794),(30 91.75848),(31 91.440506),(32 91.06101),(33 91.86141),(34 92.97963),(35 94.40745),(36 93.655495),(37 94.34248),(38 95.64283),(39 96.43283),(40 95.10387),(41 97.32804),(42 96.90673),(43 97.62114),(44 98.08454),(45 98.28701),(46 98.298744),(47 97.90052),(48 98.63267),(49 98.96361),(50 99.13196),(51 99.01414),(52 98.83934),(53 98.779274),(54 98.23354),(55 97.72808),(56 95.49501),(57 93.68914),(58 93.38735),(59 92.446175),(60 91.978905),(61 92.11323),(62 93.12375),(63 94.08426),(64 93.844734),(65 93.86695),(66 93.53988),(67 93.71093),(68 93.896225),(69 94.13097),(70 93.71405),(71 93.16358),(72 93.11723),(73 95.0001),(74 95.26998),(75 94.6845),(76 95.125046),(77 96.77336),(78 97.700584),(79 98.245766),
(1 67.24616),(2 74.25548),(3 77.29625),(4 79.410835),(5 82.52873),(6 82.93591),(7 84.36202),(8 85.330795),(9 85.4491),(10 86.36675),(11 87.08954),(12 87.706696),(13 87.37562),(14 87.960014),(15 89.764534),(16 88.51142),(17 89.19676),(18 89.712074),(19 89.31422),(20 89.53355),(21 89.623856),(22 90.30363),(23 90.37549),(24 89.28034),(25 90.10395),(26 90.06199),(27 90.745895),(28 90.365555),(29 91.40831),(30 92.21342),(31 92.121025),(32 90.35573),(33 92.726166),(34 92.54825),(35 93.797554),(36 92.811646),(37 93.11845),(38 93.20475),(39 95.12785),(40 94.98906),(41 94.93173),(42 95.59845),(43 96.67326),(44 97.13515),(45 98.29234),(46 97.857025),(47 97.562584),(48 98.1382),(49 99.46137),(50 98.65147),(51 99.60517),(52 99.31899),(53 98.45169),(54 97.58169),(55 96.220856),(56 94.79716),(57 92.94958),(58 92.80928),(59 91.472664),(60 90.886475),(61 90.73285),(62 91.330086),(63 92.26456),(64 91.739334),(65 92.55447),(66 92.00274),(67 91.9579),(68 91.22927),(69 91.922226),(70 93.11291),(71 91.7812),(72 92.632454),(73 92.81203),(74 92.70604),(75 93.78793),(76 94.34749),(77 95.73951),(78 96.31559),(79 95.97896),
(1 67.073326),(2 74.82896),(3 76.383484),(4 78.97253),(5 82.29119),(6 83.390594),(7 84.33443),(8 85.423225),(9 85.23739),(10 86.203026),(11 86.555244),(12 86.46915),(13 86.76934),(14 87.6463),(15 88.08912),(16 87.97407),(17 88.576614),(18 88.864815),(19 88.22247),(20 88.24869),(21 88.81513),(22 88.10603),(23 88.34836),(24 88.691216),(25 89.21394),(26 89.46734),(27 89.684364),(28 88.20328),(29 89.59879),(30 90.26129),(31 90.019135),(32 89.25251),(33 90.80856),(34 90.570244),(35 92.12768),(36 91.6324),(37 92.05229),(38 92.460884),(39 93.52904),(40 94.41309),(41 93.98256),(42 94.87783),(43 95.75054),(44 95.19007),(45 96.14509),(46 95.10639),(47 95.07694),(48 95.597374),(49 97.534325),(50 95.77847),(51 97.04434),(52 96.6853),(53 96.21287),(54 95.434265),(55 93.81484),(56 93.96022),(57 92.20946),(58 91.05671),(59 89.8275),(60 89.32843),(61 89.63055),(62 89.81999),(63 90.08729),(64 89.85466),(65 90.52197),(66 89.8615),(67 89.87862),(68 89.40875),(69 90.38911),(70 90.50209),(71 89.84689),(72 90.619484),(73 90.14124),(74 90.16356),(75 91.60238),(76 92.03011),(77 92.96884),(78 93.9912),(79 93.676605),
(1 66.05379),(2 73.83321),(3 74.92878),(4 79.17472),(5 80.075035),(6 82.07974),(7 82.867455),(8 84.1961),(9 84.80958),(10 85.23298),(11 84.374115),(12 85.84063),(13 85.89446),(14 85.720085),(15 86.79283),(16 87.39693),(17 88.2249),(18 88.42599),(19 88.7097),(20 88.40616),(21 89.46412),(22 89.34429),(23 88.94088),(24 89.38761),(25 89.37155),(26 89.03747),(27 89.34372),(28 89.06244),(29 89.72214),(30 90.326004),(31 89.96295),(32 89.28144),(33 91.18301),(34 90.81461),(35 90.81841),(36 91.90757),(37 92.697716),(38 92.477745),(39 92.636055),(40 94.016266),(41 94.50255),(42 94.58653),(43 95.922195),(44 95.00834),(45 95.95994),(46 95.83077),(47 95.35262),(48 95.62507),(49 96.24522),(50 95.87939),(51 96.59154),(52 96.21268),(53 96.417114),(54 95.19182),(55 94.0503),(56 93.12696),(57 91.75146),(58 90.38135),(59 89.27491),(60 89.11825),(61 88.0425),(62 88.604706),(63 89.84571),(64 90.08291),(65 89.63933),(66 88.96459),(67 89.07784),(68 88.477036),(69 89.29199),(70 89.31784),(71 88.88051),(72 89.29991),(73 90.205),(74 89.74461),(75 89.693596),(76 91.21661),(77 92.77993),(78 92.96053),(79 93.503426),
(1 64.6544),(2 72.26278),(3 75.52442),(4 78.32354),(5 80.00985),(6 81.04531),(7 81.779854),(8 83.59895),(9 83.96543),(10 83.76278),(11 83.2674),(12 83.62805),(13 84.66473),(14 83.848404),(15 84.68207),(16 85.10041),(17 85.55662),(18 85.61138),(19 85.73516),(20 85.59535),(21 85.241875),(22 86.05093),(23 85.37658),(24 85.52699),(25 86.35213),(26 86.3692),(27 85.77466),(28 86.004166),(29 87.15893),(30 87.99295),(31 87.81324),(32 88.11991),(33 88.284355),(34 89.68514),(35 88.727844),(36 89.24483),(37 90.34219),(38 90.04072),(39 91.18076),(40 91.86821),(41 92.71281),(42 92.298164),(43 93.61809),(44 92.63838),(45 93.05545),(46 93.26294),(47 92.45467),(48 93.609505),(49 94.530846),(50 93.21551),(51 93.83314),(52 92.84655),(53 92.76745),(54 92.76837),(55 91.88484),(56 90.95534),(57 89.822464),(58 88.26457),(59 87.93062),(60 87.067696),(61 87.16767),(62 87.12994),(63 88.197784),(64 89.1373),(65 88.75397),(66 87.21777),(67 87.48346),(68 87.83583),(69 86.894775),(70 87.87229),(71 87.06177),(72 87.61186),(73 87.99721),(74 88.45733),(75 89.37232),(76 89.63553),(77 90.86128),(78 90.56091),(79 91.75184),
(1 64.08409),(2 70.31702),(3 73.58336),(4 76.62237),(5 78.08023),(6 79.05265),(7 79.87842),(8 81.82465),(9 81.423134),(10 82.98111),(11 82.289925),(12 83.08684),(13 83.06797),(14 83.39495),(15 84.58412),(16 84.00496),(17 85.21713),(18 85.739914),(19 85.29403),(20 85.42416),(21 86.19669),(22 85.533226),(23 86.54956),(24 85.75918),(25 86.72237),(26 86.60057),(27 86.53799),(28 86.77885),(29 87.98192),(30 88.442116),(31 88.21992),(32 88.49343),(33 88.48271),(34 89.64784),(35 89.15891),(36 89.74659),(37 91.20604),(38 91.145874),(39 91.71649),(40 92.5125),(41 92.535645),(42 92.643715),(43 93.83765),(44 93.2319),(45 95.02407),(46 94.61822),(47 94.20318),(48 95.000534),(49 95.22517),(50 95.54942),(51 94.62762),(52 94.597694),(53 95.75497),(54 93.73543),(55 92.442),(56 91.16793),(57 90.63908),(58 90.00845),(59 88.66025),(60 87.90681),(61 87.502075),(62 87.77304),(63 87.9601),(64 87.88269),(65 88.2673),(66 87.53325),(67 87.36369),(68 88.43524),(69 88.17937),(70 88.405464),(71 87.15998),(72 88.48742),(73 88.78713),(74 88.90631),(75 89.23675),(76 89.71784),(77 91.506714),(78 91.75663),(79 92.24745),
(1 63.794872),(2 69.73578),(3 72.87357),(4 76.17789),(5 78.186134),(6 77.634834),(7 78.70604),(8 80.104355),(9 80.35166),(10 81.43439),(11 81.73936),(12 81.944824),(13 82.38716),(14 82.66908),(15 84.550354),(16 83.648445),(17 84.92131),(18 85.46404),(19 85.39498),(20 84.45378),(21 85.02842),(22 85.33828),(23 85.115395),(24 84.80328),(25 85.151955),(26 84.46682),(27 85.589294),(28 85.317856),(29 87.18285),(30 87.349884),(31 86.54635),(32 87.47026),(33 88.98418),(34 88.34222),(35 88.739235),(36 88.602615),(37 89.65465),(38 89.01093),(39 88.78242),(40 90.555),(41 90.74535),(42 90.56157),(43 91.83684),(44 91.82796),(45 93.006195),(46 92.44654),(47 91.73272),(48 91.35167),(49 91.40314),(50 91.84197),(51 92.12151),(52 91.06642),(53 91.0718),(54 90.67522),(55 89.32663),(56 88.71097),(57 88.00757),(58 86.94204),(59 85.94042),(60 85.53085),(61 85.338554),(62 85.16087),(63 85.90356),(64 85.94087),(65 86.24207),(66 85.9057),(67 85.44189),(68 86.31731),(69 86.486534),(70 86.771255),(71 86.86401),(72 86.91393),(73 87.53008),(74 87.41822),(75 88.626434),(76 88.85641),(77 89.75176),(78 90.70318),(79 91.42971),
(1 63.776543),(2 70.9314),(3 72.54005),(4 75.92187),(5 78.93652),(6 79.1133),(7 80.250786),(8 81.33951),(9 81.95937),(10 81.88242),(11 81.580345),(12 82.38642),(13 82.62884),(14 83.09262),(15 84.015366),(16 83.435715),(17 83.6675),(18 83.69262),(19 84.098526),(20 83.58135),(21 84.774956),(22 84.44908),(23 84.77033),(24 85.013504),(25 85.665436),(26 85.79245),(27 84.93106),(28 84.615456),(29 85.90226),(30 86.43405),(31 86.86915),(32 86.92319),(33 88.19098),(34 89.209595),(35 88.01838),(36 88.67255),(37 88.97408),(38 89.01593),(39 89.44537),(40 90.473785),(41 90.44658),(42 91.18276),(43 91.4123),(44 91.56291),(45 92.90272),(46 92.94526),(47 92.38191),(48 93.01164),(49 92.331635),(50 92.982925),(51 93.040825),(52 92.5663),(53 92.57013),(54 92.59477),(55 91.15421),(56 90.71463),(57 89.51948),(58 89.07622),(59 86.81855),(60 87.315956),(61 86.806335),(62 86.61536),(63 88.43871),(64 88.972466),(65 88.22265),(66 88.38069),(67 87.6594),(68 87.04055),(69 87.25921),(70 86.7908),(71 87.289375),(72 87.71197),(73 87.62538),(74 87.90574),(75 89.427956),(76 89.16108),(77 90.4726),(78 91.03507),(79 91.73849),
(1 63.037674),(2 69.03524),(3 71.69255),(4 73.77413),(5 76.40057),(6 76.960175),(7 78.90947),(8 79.219925),(9 79.85439),(10 80.68689),(11 79.59071),(12 80.84987),(13 80.95699),(14 81.54525),(15 82.54657),(16 82.09469),(17 83.16766),(18 82.85932),(19 82.998726),(20 82.40658),(21 84.10114),(22 84.1927),(23 84.21413),(24 84.50181),(25 83.9994),(26 84.23935),(27 84.26064),(28 84.555),(29 84.492355),(30 84.89106),(31 84.73096),(32 85.57052),(33 87.58356),(34 88.197044),(35 87.39327),(36 86.98066),(37 87.060165),(38 87.62305),(39 88.190125),(40 88.453026),(41 88.17579),(42 88.68618),(43 89.16794),(44 89.25284),(45 90.42665),(46 90.45248),(47 89.4693),(48 89.98355),(49 89.56132),(50 89.67861),(51 90.974655),(52 90.80197),(53 90.71202),(54 89.70308),(55 88.02919),(56 86.674355),(57 85.70422),(58 85.37757),(59 83.69292),(60 82.92195),(61 83.674126),(62 83.59443),(63 84.901695),(64 84.59175),(65 85.29685),(66 85.18719),(67 84.8015),(68 84.39469),(69 84.86061),(70 84.11839),(71 84.02849),(72 84.35796),(73 84.261185),(74 84.29558),(75 85.453316),(76 87.07789),(77 86.15244),(78 86.60171),(79 88.17433),
(1 61.707016),(2 68.85649),(3 71.85609),(4 74.00539),(5 76.25619),(6 76.83637),(7 78.42971),(8 78.57214),(9 79.7061),(10 80.259735),(11 79.810715),(12 80.70486),(13 80.889244),(14 80.39161),(15 81.87103),(16 81.526306),(17 81.206406),(18 81.834625),(19 82.173225),(20 83.21126),(21 83.114784),(22 83.52249),(23 82.7397),(24 83.01011),(25 82.781586),(26 83.43338),(27 83.10298),(28 83.31165),(29 83.045944),(30 85.18932),(31 84.492905),(32 85.53049),(33 85.85742),(34 86.28789),(35 87.026115),(36 86.358925),(37 87.175804),(38 87.2512),(39 87.51421),(40 87.87955),(41 88.17581),(42 89.28239),(43 89.54316),(44 89.93619),(45 90.10956),(46 90.1492),(47 88.82797),(48 90.1409),(49 89.78841),(50 89.6448),(51 90.69899),(52 89.75899),(53 90.40835),(54 88.928314),(55 88.33009),(56 86.63205),(57 86.60461),(58 85.58742),(59 84.81008),(60 84.85946),(61 84.38878),(62 84.65294),(63 86.26188),(64 86.11954),(65 86.121124),(66 85.21983),(67 85.05664),(68 85.17619),(69 84.49814),(70 85.3265),(71 84.69693),(72 86.066345),(73 85.293526),(74 85.73764),(75 87.56917),(76 88.45667),(77 88.91952),(78 90.26433),(79 91.65942),
(1 62.55898),(2 69.4202),(3 72.8738),(4 75.17494),(5 76.63067),(6 78.73423),(7 80.307846),(8 80.735756),(9 81.91532),(10 82.15665),(11 82.097786),(12 83.03258),(13 82.90063),(14 82.114716),(15 82.71979),(16 83.12225),(17 83.07576),(18 83.713524),(19 83.083275),(20 82.9215),(21 82.99202),(22 84.53923),(23 83.71336),(24 83.91834),(25 84.411415),(26 84.03588),(27 84.64018),(28 85.32217),(29 85.43627),(30 86.326866),(31 86.24572),(32 86.08869),(33 87.77361),(34 88.01916),(35 87.82516),(36 87.33579),(37 87.22956),(38 88.6144),(39 89.61419),(40 90.39073),(41 90.320816),(42 90.58173),(43 90.80969),(44 90.56408),(45 91.18976),(46 92.13401),(47 90.95379),(48 92.15086),(49 92.21031),(50 91.63204),(51 90.99956),(52 92.31571),(53 91.8523),(54 90.877815),(55 89.91703),(56 89.30051),(57 88.502045),(58 87.64293),(59 86.062454),(60 85.319664),(61 86.05622),(62 86.35029),(63 87.00051),(64 86.490814),(65 86.75986),(66 85.90721),(67 85.916954),(68 85.54886),(69 86.20009),(70 86.074844),(71 86.00495),(72 85.8708),(73 86.35347),(74 86.3707),(75 86.77255),(76 87.83793),(77 88.013245),(78 89.6365),(79 90.68042),
(1 60.991283),(2 67.1568),(3 70.49544),(4 71.38443),(5 73.32397),(6 74.53595),(7 75.87085),(8 76.26949),(9 77.445595),(10 77.9003),(11 77.87291),(12 78.27619),(13 77.94309),(14 78.253204),(15 78.74112),(16 79.06163),(17 79.75671),(18 80.31722),(19 80.266365),(20 79.55357),(21 79.44693),(22 80.97731),(23 80.101395),(24 80.35129),(25 81.30263),(26 81.115),(27 81.26571),(28 81.24678),(29 81.67845),(30 81.99062),(31 82.28508),(32 81.17395),(33 83.67613),(34 84.54743),(35 84.505104),(36 84.008675),(37 84.597466),(38 85.54546),(39 86.57033),(40 86.98065),(41 87.50798),(42 87.55086),(43 87.74398),(44 87.38721),(45 87.80168),(46 88.79796),(47 88.326416),(48 89.35792),(49 89.60905),(50 89.50192),(51 89.83346),(52 89.73475),(53 88.69585),(54 88.509155),(55 87.567276),(56 85.3353),(57 84.88116),(58 83.469604),(59 82.850746),(60 82.365),(61 82.74156),(62 82.791954),(63 84.10992),(64 83.31665),(65 84.22927),(66 83.76405),(67 82.72033),(68 83.53774),(69 82.75843),(70 82.69998),(71 82.56109),(72 82.450134),(73 83.01789),(74 82.79473),(75 84.068756),(76 84.2148),(77 84.478676),(78 84.69677),(79 86.78073),
(1 61.204945),(2 68.42802),(3 70.92924),(4 72.60574),(5 74.246925),(6 76.076996),(7 76.90923),(8 77.79504),(9 79.019394),(10 78.9762),(11 80.300964),(12 79.597084),(13 79.995636),(14 80.31002),(15 80.23912),(16 80.98711),(17 80.54987),(18 81.24317),(19 81.13723),(20 80.4873),(21 81.0327),(22 81.70471),(23 81.10583),(24 80.98222),(25 82.05914),(26 82.36814),(27 82.19345),(28 83.03217),(29 82.30959),(30 82.16085),(31 83.421425),(32 83.223),(33 84.048615),(34 83.938705),(35 84.82552),(36 84.23095),(37 84.588295),(38 85.43106),(39 86.733864),(40 87.04576),(41 87.083534),(42 87.46798),(43 87.831116),(44 87.814995),(45 88.01187),(46 87.71539),(47 86.76581),(48 87.80808),(49 88.33325),(50 87.628296),(51 88.10027),(52 87.72203),(53 87.05672),(54 87.85282),(55 86.7235),(56 84.94047),(57 83.71474),(58 83.40247),(59 82.69411),(60 81.591156),(61 81.16302),(62 81.1668),(63 82.872055),(64 82.24685),(65 83.121666),(66 83.14119),(67 82.28176),(68 83.51931),(69 83.653435),(70 83.42396),(71 83.4283),(72 84.20596),(73 83.96922),(74 83.40263),(75 84.402145),(76 84.831215),(77 85.98171),(78 86.674324),(79 87.13357),
(1 59.994843),(2 66.9641),(3 69.20211),(4 71.082565),(5 73.09786),(6 74.54988),(7 75.10651),(8 75.95756),(9 77.14569),(10 77.18334),(11 77.60396),(12 78.32242),(13 78.06934),(14 78.32715),(15 78.67428),(16 79.754555),(17 79.656715),(18 80.56044),(19 80.48841),(20 79.294945),(21 79.434044),(22 79.81397),(23 80.62506),(24 80.76341),(25 80.897415),(26 80.7684),(27 81.42387),(28 81.91162),(29 82.315575),(30 81.99205),(31 82.70793),(32 82.57311),(33 83.169334),(34 83.94142),(35 84.6132),(36 84.56269),(37 84.57177),(38 85.71255),(39 86.93916),(40 87.14292),(41 87.64433),(42 88.03997),(43 88.0255),(44 88.32593),(45 89.202934),(46 89.31749),(47 88.34185),(48 89.35911),(49 90.49084),(50 90.20323),(51 90.52045),(52 89.88385),(53 88.487305),(54 89.32612),(55 88.153435),(56 86.82946),(57 85.11269),(58 84.56015),(59 84.11243),(60 83.12852),(61 82.35078),(62 83.00049),(63 83.821976),(64 84.37649),(65 84.19413),(66 83.469086),(67 83.09697),(68 84.04419),(69 84.432076),(70 84.61688),(71 83.7031),(72 84.25642),(73 84.01802),(74 85.09703),(75 86.116844),(76 85.93198),(77 87.23033),(78 87.60096),(79 88.57174),
(1 59.721523),(2 66.425385),(3 69.17694),(4 70.61449),(5 73.055405),(6 73.95249),(7 74.841),(8 75.61945),(9 76.26977),(10 76.34344),(11 77.22412),(12 78.255104),(13 77.12079),(14 77.310265),(15 77.39307),(16 78.52732),(17 78.35824),(18 79.208275),(19 79.37864),(20 78.78537),(21 79.62767),(22 79.31103),(23 79.97531),(24 79.791245),(25 79.46595),(26 79.43314),(27 79.91672),(28 80.767296),(29 80.60851),(30 80.45729),(31 80.93),(32 81.0965),(33 82.278595),(34 83.44167),(35 83.6481),(36 83.66701),(37 83.29357),(38 83.219666),(39 84.07788),(40 84.69497),(41 84.38245),(42 85.00054),(43 85.88238),(44 85.9368),(45 86.45643),(46 86.8746),(47 87.07274),(48 87.29118),(49 87.190384),(50 86.70609),(51 87.57295),(52 87.37602),(53 86.81263),(54 86.22522),(55 86.45421),(56 84.99728),(57 83.59043),(58 82.55886),(59 81.9082),(60 81.83543),(61 81.38712),(62 81.94148),(63 83.47808),(64 83.02677),(65 82.683945),(66 82.178635),(67 81.55595),(68 81.66085),(69 82.05397),(70 82.5651),(71 81.72472),(72 82.54238),(73 83.10819),(74 83.39479),(75 82.829704),(76 83.81216),(77 84.21829),(78 84.44548),(79 85.92576),
(1 59.903885),(2 66.59831),(3 70.24383),(4 71.23603),(5 73.33464),(6 73.7519),(7 75.50469),(8 75.61593),(9 76.41302),(10 76.862785),(11 77.565895),(12 77.7206),(13 77.651665),(14 78.29865),(15 78.08985),(16 78.377495),(17 78.18937),(18 78.8587),(19 79.010895),(20 79.63732),(21 79.96503),(22 79.18332),(23 78.99206),(24 79.48469),(25 79.8527),(26 79.18912),(27 80.24031),(28 80.52691),(29 80.7605),(30 80.916306),(31 81.25267),(32 81.67875),(33 82.50267),(34 82.900925),(35 82.83841),(36 82.862946),(37 82.718315),(38 82.784935),(39 84.15736),(40 85.548225),(41 85.27218),(42 86.32969),(43 86.20036),(44 86.25485),(45 87.42442),(46 87.55111),(47 87.24715),(48 88.22496),(49 87.61231),(50 87.73596),(51 87.944466),(52 87.33186),(53 87.77299),(54 86.882805),(55 86.31751),(56 84.48018),(57 83.42929),(58 82.726395),(59 81.30832),(60 80.811485),(61 80.405464),(62 80.0872),(63 81.33153),(64 81.12835),(65 80.44306),(66 80.79784),(67 80.376686),(68 80.2622),(69 80.40133),(70 79.75733),(71 79.396675),(72 80.92494),(73 80.966835),(74 80.75808),(75 81.39366),(76 81.0234),(77 82.47403),(78 82.7145),(79 84.1336),
