1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 65.673416),(2 78.58595),(3 85.22644),(4 89.73086),(5 94.27287),(6 96.85131),(7 98.48521),(8 99.81387),(9 100.778015),(10 101.7837),(11 102.24489),(12 103.17137),(13 105.094185),(14 106.046425),(15 106.02165),(16 106.70161),(17 107.835175),(18 108.71474),(19 109.178345),(20 109.61087),(21 110.5669),(22 110.48733),(23 111.19915),(24 111.83363),(25 111.768616),(26 112.12535),(27 110.336685),(28 110.67211),(29 110.834206),(30 109.72865),(31 109.63037),(32 107.99988),(33 107.99723),(34 106.717926),(35 107.00655),(36 107.40407),(37 106.70513),(38 106.56898),(39 103.85368),(40 104.400375),(41 104.80748),(42 104.81898),(43 105.324486),(44 105.47999),(45 104.75958),(46 103.98563),(47 104.7696),(48 104.915344),(49 105.26539),(50 106.022064),(51 104.65832),(52 105.40655),(53 105.893265),(54 106.48882),(55 106.73457),(56 106.73318),(57 106.401344),(58 105.89607),(59 106.55732),(60 106.57991),(61 106.293526),(62 107.0292),(63 105.24584),(64 106.628525),(65 106.62435),(66 106.49917),(67 106.516945),(68 105.292114),(69 105.13694),(70 106.90534),(71 107.471565),(72 108.49506),(73 109.45342),(74 109.8467),(75 107.9689),(76 110.576546),(77 110.07098),(78 111.244446),(79 113.07086),
(1 64.8292),(2 75.97655),(3 83.57174),(4 88.622475),(5 92.29137),(6 95.342415),(7 97.09562),(8 98.22319),(9 98.95514),(10 99.38105),(11 99.58082),(12 101.64102),(13 103.50747),(14 104.412),(15 103.39515),(16 104.35485),(17 105.48601),(18 106.28608),(19 107.21973),(20 107.43995),(21 108.37995),(22 107.76824),(23 108.60885),(24 109.35901),(25 108.39874),(26 109.20408),(27 107.340935),(28 107.36868),(29 108.200226),(30 108.00357),(31 106.20194),(32 106.12563),(33 106.34324),(34 104.71747),(35 105.38155),(36 104.958496),(37 104.43533),(38 104.165794),(39 103.0265),(40 102.11302),(41 102.191124),(42 102.4835),(43 102.99257),(44 102.64364),(45 103.53119),(46 102.65681),(47 101.5981),(48 102.85438),(49 103.532715),(50 104.14783),(51 102.137184),(52 103.11474),(53 102.65215),(54 103.453636),(55 103.54596),(56 104.620834),(57 103.99888),(58 103.48399),(59 105.34932),(60 104.91678),(61 105.28986),(62 106.84352),(63 105.356575),(64 105.82297),(65 105.255646),(66 104.80715),(67 104.32445),(68 103.81346),(69 103.53011),(70 105.36246),(71 105.94703),(72 106.48897),(73 107.15421),(74 108.88024),(75 107.05263),(76 108.545876),(77 109.05561),(78 111.84307),(79 112.46601),
(1 65.85046),(2 77.45647),(3 83.910484),(4 88.110886),(5 92.31682),(6 95.34106),(7 98.005905),(8 98.720535),(9 99.72486),(10 100.30084),(11 101.11758),(12 103.02612),(13 104.05767),(14 105.91143),(15 106.05724),(16 106.38522),(17 107.77198),(18 107.98923),(19 109.47603),(20 109.641235),(21 110.74426),(22 110.23879),(23 110.67894),(24 110.39922),(25 111.26917),(26 110.98783),(27 108.79006),(28 108.36206),(29 108.1749),(30 108.35865),(31 106.873375),(32 105.62649),(33 105.727234),(34 105.50438),(35 103.741035),(36 103.98131),(37 103.53249),(38 103.50735),(39 102.37479),(40 102.84283),(41 102.17295),(42 102.90203),(43 103.61542),(44 103.778305),(45 104.217),(46 103.98414),(47 103.90816),(48 105.03213),(49 105.53728),(50 106.6059),(51 104.57856),(52 104.917496),(53 105.81729),(54 105.33978),(55 104.7579),(56 105.58472),(57 105.255875),(58 104.807236),(59 105.42751),(60 106.1663),(61 105.719894),(62 106.282684),(63 103.82529),(64 104.84964),(65 105.497345),(66 105.7106),(67 105.601364),(68 105.10089),(69 104.638245),(70 104.52427),(71 105.87193),(72 107.37881),(73 107.73669),(74 109.04802),(75 108.47354),(76 109.12565),(77 110.6821),(78 111.602234),(79 112.367386),
(1 65.07706),(2 76.59729),(3 82.64593),(4 86.40686),(5 89.77586),(6 92.803314),(7 95.17361),(8 95.90472),(9 96.364075),(10 98.561714),(11 99.08378),(12 100.81612),(13 101.95132),(14 103.389465),(15 103.02898),(16 103.66709),(17 105.45708),(18 106.75837),(19 107.96832),(20 107.09711),(21 108.6555),(22 107.83991),(23 108.06516),(24 108.007034),(25 107.6917),(26 108.05194),(27 106.98199),(28 106.80923),(29 106.781624),(30 106.59827),(31 106.94519),(32 105.79185),(33 105.078316),(34 104.29442),(35 104.686134),(36 103.93744),(37 104.915405),(38 103.33697),(39 101.629555),(40 102.246376),(41 101.51856),(42 101.76507),(43 102.74878),(44 102.97489),(45 102.53836),(46 102.33055),(47 102.5567),(48 103.48618),(49 104.486946),(50 104.25295),(51 102.921196),(52 104.068535),(53 103.79848),(54 104.11587),(55 104.43948),(56 104.362595),(57 104.742645),(58 105.206566),(59 105.77591),(60 105.75548),(61 106.21784),(62 106.570496),(63 104.071655),(64 104.44595),(65 104.50503),(66 104.50935),(67 105.42431),(68 105.79692),(69 104.36391),(70 105.76037),(71 105.702675),(72 107.79199),(73 108.68738),(74 108.4663),(75 107.89903),(76 108.965034),(77 109.88858),(78 112.15823),(79 111.664665),
(1 63.349224),(2 76.12351),(3 81.93906),(4 87.49749),(5 90.44812),(6 92.68055),(7 94.84953),(8 94.85788),(9 96.02322),(10 97.50541),(11 99.00018),(12 100.722694),(13 101.59807),(14 102.30179),(15 102.26795),(16 103.986404),(17 105.05008),(18 106.68308),(19 106.82851),(20 107.539246),(21 108.282906),(22 108.944244),(23 108.91452),(24 108.97775),(25 109.94724),(26 108.87305),(27 106.72416),(28 107.30526),(29 107.35296),(30 108.4047),(31 107.3251),(32 107.38571),(33 106.980835),(34 105.95809),(35 104.14225),(36 104.50773),(37 104.11619),(38 104.36466),(39 102.423645),(40 102.54539),(41 102.040794),(42 102.295364),(43 102.807846),(44 102.41279),(45 103.58806),(46 102.50295),(47 102.713486),(48 102.66826),(49 104.130646),(50 104.451096),(51 103.59979),(52 103.94404),(53 103.00153),(54 103.742226),(55 104.78546),(56 103.83848),(57 103.374504),(58 104.51316),(59 104.23913),(60 104.70475),(61 104.46917),(62 104.66591),(63 102.79499),(64 105.31094),(65 104.80111),(66 103.953445),(67 104.17587),(68 103.58954),(69 104.27598),(70 104.26274),(71 104.96314),(72 106.069214),(73 107.099594),(74 107.736145),(75 105.9583),(76 107.881165),(77 108.411514),(78 109.88862),(79 110.06353),
(1 64.102905),(2 76.94057),(3 82.27088),(4 87.492195),(5 90.96042),(6 93.11565),(7 94.32566),(8 95.6488),(9 96.95163),(10 97.58726),(11 97.88747),(12 99.13087),(13 100.13747),(14 101.55995),(15 101.90321),(16 102.94357),(17 102.43502),(18 105.57616),(19 105.08568),(20 106.143555),(21 106.68387),(22 105.76469),(23 107.10787),(24 108.33141),(25 108.47544),(26 108.63671),(27 106.35751),(28 106.892494),(29 106.972466),(30 106.08337),(31 106.32847),(32 104.90753),(33 105.03119),(34 104.46308),(35 102.864365),(36 103.981606),(37 102.93393),(38 103.04808),(39 100.50436),(40 100.95179),(41 101.350975),(42 100.94007),(43 101.33177),(44 101.69882),(45 102.02168),(46 101.24384),(47 101.356705),(48 102.415375),(49 103.07765),(50 104.08377),(51 102.67432),(52 102.65752),(53 102.95159),(54 103.35987),(55 103.1681),(56 104.01725),(57 103.82754),(58 103.50516),(59 104.56223),(60 104.1821),(61 104.85861),(62 104.60441),(63 102.989815),(64 104.00262),(65 103.18575),(66 103.54135),(67 104.11874),(68 104.0828),(69 104.401566),(70 105.42748),(71 106.32574),(72 107.21278),(73 107.42589),(74 109.31312),(75 108.42367),(76 109.09258),(77 109.41308),(78 110.39744),(79 111.29266),
(1 62.73733),(2 73.036736),(3 80.403824),(4 85.44135),(5 88.70955),(6 92.00706),(7 93.58169),(8 95.15472),(9 96.42205),(10 97.32907),(11 96.80231),(12 98.06268),(13 99.02352),(14 99.90475),(15 99.6922),(16 101.995674),(17 102.72937),(18 104.8475),(19 104.90574),(20 105.53414),(21 105.49195),(22 104.75651),(23 105.622536),(24 106.156715),(25 106.034904),(26 106.410324),(27 104.563835),(28 105.10072),(29 104.27741),(30 104.10207),(31 102.91318),(32 102.48319),(33 102.44629),(34 101.73211),(35 101.06284),(36 100.87782),(37 100.03315),(38 100.21837),(39 99.25923),(40 99.301956),(41 98.99043),(42 99.4847),(43 99.219574),(44 98.90799),(45 99.12933),(46 99.13287),(47 98.66619),(48 100.32686),(49 100.24079),(50 100.50524),(51 100.588646),(52 100.95248),(53 101.877686),(54 101.6514),(55 102.74472),(56 103.23222),(57 103.63568),(58 103.40563),(59 103.18397),(60 103.23336),(61 103.21899),(62 103.13106),(63 101.6416),(64 101.99498),(65 102.52008),(66 101.59535),(67 102.216515),(68 102.737625),(69 102.20021),(70 102.98157),(71 103.6859),(72 104.363914),(73 104.23568),(74 104.67234),(75 104.43353),(76 105.42901),(77 105.350716),(78 105.79282),(79 107.33664),
(1 63.183544),(2 74.83937),(3 81.44742),(4 86.86153),(5 89.197334),(6 91.046165),(7 94.57855),(8 95.53531),(9 97.98712),(10 97.90848),(11 99.172714),(12 99.59551),(13 100.95179),(14 102.61607),(15 102.72387),(16 103.55097),(17 104.88589),(18 106.105515),(19 108.937065),(20 109.456436),(21 108.952225),(22 108.99062),(23 109.73449),(24 109.62678),(25 109.6676),(26 109.362686),(27 108.02556),(28 107.966995),(29 107.13411),(30 106.7913),(31 106.34133),(32 104.67157),(33 104.948265),(34 104.353195),(35 102.53846),(36 102.859),(37 102.63076),(38 101.769745),(39 101.08115),(40 100.443016),(41 99.42729),(42 98.78436),(43 98.67991),(44 99.80077),(45 99.951004),(46 99.30069),(47 99.87394),(48 101.22657),(49 101.73993),(50 102.68069),(51 102.41666),(52 101.19076),(53 102.8659),(54 102.4971),(55 102.94064),(56 103.63715),(57 103.70083),(58 103.284065),(59 103.94177),(60 104.71406),(61 104.48256),(62 105.01703),(63 104.58522),(64 105.00681),(65 105.51195),(66 105.15621),(67 105.6721),(68 103.63022),(69 104.24341),(70 104.782104),(71 104.4785),(72 105.53779),(73 107.626495),(74 107.02246),(75 105.64476),(76 106.95688),(77 107.67593),(78 109.08128),(79 110.62938),
(1 62.760826),(2 73.98602),(3 79.92462),(4 85.085175),(5 88.522285),(6 90.305916),(7 93.11314),(8 94.56976),(9 94.73907),(10 94.572876),(11 95.351494),(12 95.895996),(13 97.764084),(14 98.61877),(15 99.10551),(16 99.35074),(17 101.547),(18 104.01262),(19 104.05804),(20 104.05633),(21 104.48911),(22 104.3053),(23 104.36836),(24 105.3293),(25 105.95178),(26 104.811676),(27 103.63064),(28 103.44557),(29 102.13957),(30 102.19607),(31 102.14144),(32 101.674324),(33 102.17689),(34 101.54932),(35 101.78502),(36 100.77691),(37 100.17031),(38 99.798965),(39 98.004456),(40 99.120285),(41 97.92538),(42 98.42026),(43 98.80722),(44 98.36327),(45 99.02442),(46 98.58911),(47 98.226875),(48 100.34042),(49 100.91008),(50 100.59046),(51 100.578125),(52 100.1687),(53 100.87995),(54 100.60582),(55 100.48795),(56 100.802055),(57 100.6146),(58 100.502815),(59 100.757935),(60 101.07682),(61 101.69164),(62 102.04769),(63 100.74522),(64 101.132645),(65 101.805336),(66 100.70967),(67 101.471146),(68 101.36812),(69 102.25036),(70 102.49993),(71 103.174),(72 104.00333),(73 105.10287),(74 104.958855),(75 105.07151),(76 106.29338),(77 106.72663),(78 108.09944),(79 109.33636),
(1 62.672127),(2 74.415436),(3 80.51407),(4 85.161575),(5 88.23053),(6 90.31711),(7 92.44206),(8 92.75745),(9 93.94369),(10 95.04344),(11 95.32967),(12 96.85622),(13 98.64884),(14 100.08691),(15 101.21317),(16 100.91634),(17 102.57579),(18 104.48415),(19 105.12886),(20 106.24902),(21 106.41005),(22 106.19063),(23 105.67246),(24 106.088905),(25 106.596725),(26 107.09798),(27 105.268875),(28 105.31938),(29 104.6028),(30 102.839035),(31 101.164795),(32 100.8846),(33 102.32938),(34 100.70032),(35 100.03557),(36 100.037254),(37 99.6947),(38 99.65013),(39 98.63979),(40 98.00763),(41 97.371155),(42 97.69433),(43 97.79524),(44 98.23224),(45 98.916336),(46 98.285965),(47 98.23375),(48 99.60371),(49 99.97064),(50 100.93135),(51 99.14736),(52 99.30768),(53 100.49185),(54 100.45668),(55 100.3593),(56 100.64891),(57 100.8737),(58 102.32496),(59 102.06702),(60 102.94649),(61 103.7254),(62 103.91203),(63 102.87064),(64 101.651),(65 102.646835),(66 102.712204),(67 101.07594),(68 102.3902),(69 101.09884),(70 101.523476),(71 101.91825),(72 103.136),(73 104.31089),(74 105.719604),(75 104.44853),(76 104.98458),(77 106.21755),(78 108.302414),(79 108.50215),
(1 62.16765),(2 73.26881),(3 79.17822),(4 83.84302),(5 87.11548),(6 89.35607),(7 90.55972),(8 91.75759),(9 92.70279),(10 94.743935),(11 95.27217),(12 95.16297),(13 95.78842),(14 98.66085),(15 98.775444),(16 99.55575),(17 101.52523),(18 103.49682),(19 102.68519),(20 104.04848),(21 103.59298),(22 104.685745),(23 104.24577),(24 103.6315),(25 103.98177),(26 105.73117),(27 103.31166),(28 104.283005),(29 103.418434),(30 102.16308),(31 100.986755),(32 100.682335),(33 100.38218),(34 99.99543),(35 98.93519),(36 99.88442),(37 98.97532),(38 99.526855),(39 97.593704),(40 97.889336),(41 96.3623),(42 97.76289),(43 96.677124),(44 97.81736),(45 97.76932),(46 97.1514),(47 98.05265),(48 99.049515),(49 99.594215),(50 99.09834),(51 98.57086),(52 98.8049),(53 99.16254),(54 99.38167),(55 100.37732),(56 99.36891),(57 98.87017),(58 98.99696),(59 100.069756),(60 100.74517),(61 101.21375),(62 102.085686),(63 100.36215),(64 100.87163),(65 99.887215),(66 100.17616),(67 100.32792),(68 99.45996),(69 100.077705),(70 100.71027),(71 100.3974),(72 101.78366),(73 102.27008),(74 103.61914),(75 102.937004),(76 103.69221),(77 104.34604),(78 106.028625),(79 107.29119),
(1 62.141556),(2 73.7543),(3 80.229004),(4 85.600975),(5 87.851395),(6 90.19229),(7 91.83885),(8 92.77131),(9 93.86332),(10 94.31534),(11 94.302345),(12 94.93229),(13 96.491844),(14 98.70192),(15 98.78568),(16 99.51212),(17 100.841446),(18 102.000946),(19 103.45842),(20 103.75279),(21 104.43552),(22 103.04338),(23 104.67276),(24 104.873604),(25 104.735565),(26 104.527306),(27 102.89365),(28 102.857445),(29 102.895874),(30 102.6399),(31 102.19404),(32 101.57391),(33 101.49989),(34 101.14708),(35 100.62599),(36 101.051765),(37 100.73141),(38 98.99787),(39 98.12667),(40 98.615326),(41 97.879265),(42 97.044815),(43 96.86838),(44 96.903824),(45 97.09792),(46 96.8693),(47 97.714966),(48 98.10995),(49 97.80374),(50 98.504135),(51 97.52285),(52 98.48324),(53 98.54853),(54 98.641426),(55 99.293335),(56 98.9465),(57 98.716255),(58 98.38384),(59 97.974525),(60 98.224266),(61 99.2209),(62 99.19017),(63 97.88818),(64 98.72054),(65 100.33217),(66 99.07453),(67 99.27293),(68 99.4178),(69 99.90682),(70 99.88612),(71 100.274055),(72 100.36256),(73 101.03108),(74 101.40687),(75 99.82382),(76 101.04035),(77 102.60941),(78 103.15733),(79 104.06142),
(1 60.365063),(2 71.367325),(3 77.34262),(4 82.16571),(5 85.37736),(6 87.45737),(7 90.006744),(8 90.902824),(9 91.828285),(10 92.48962),(11 92.788155),(12 93.498695),(13 95.03953),(14 97.03572),(15 96.57324),(16 97.41611),(17 98.56),(18 99.578354),(19 101.01483),(20 101.31093),(21 102.28908),(22 101.52678),(23 102.58836),(24 103.095055),(25 102.85135),(26 102.46891),(27 101.42434),(28 100.806786),(29 101.72556),(30 100.556076),(31 99.745094),(32 99.065475),(33 99.006775),(34 98.04527),(35 97.815414),(36 98.186264),(37 97.98814),(38 96.98229),(39 95.78733),(40 96.14037),(41 96.04715),(42 96.38123),(43 95.91642),(44 96.243065),(45 96.00524),(46 95.637054),(47 95.19475),(48 95.95086),(49 96.98371),(50 97.159485),(51 95.07792),(52 95.932686),(53 96.94409),(54 97.483734),(55 97.925255),(56 98.57906),(57 97.94137),(58 99.53893),(59 99.32846),(60 98.801544),(61 99.48317),(62 98.671074),(63 97.53253),(64 98.25058),(65 99.06047),(66 99.07886),(67 99.31419),(68 99.13083),(69 100.737404),(70 101.1203),(71 100.97733),(72 100.71454),(73 102.46098),(74 103.24888),(75 101.83896),(76 102.61396),(77 103.62192),(78 103.21821),(79 103.3755),
(1 59.459568),(2 71.04914),(3 77.556435),(4 81.71227),(5 85.04735),(6 87.701904),(7 89.436676),(8 91.390144),(9 91.5909),(10 92.64817),(11 92.21025),(12 94.12921),(13 95.00345),(14 96.48455),(15 96.32329),(16 97.14461),(17 99.02804),(18 98.826256),(19 100.40394),(20 101.96385),(21 101.9943),(22 100.83633),(23 100.53293),(24 101.67665),(25 100.92396),(26 101.16839),(27 99.36395),(28 99.57643),(29 100.59689),(30 99.88194),(31 99.46756),(32 99.11995),(33 98.43884),(34 97.61026),(35 97.36691),(36 96.81082),(37 96.14572),(38 96.37724),(39 95.01469),(40 94.67735),(41 95.24941),(42 94.85353),(43 94.76263),(44 94.64943),(45 95.40452),(46 94.731346),(47 95.35526),(48 96.38383),(49 96.39594),(50 96.547806),(51 96.51643),(52 96.40559),(53 97.21353),(54 98.11679),(55 97.39856),(56 98.04652),(57 97.39165),(58 98.399315),(59 98.1086),(60 98.053925),(61 98.57907),(62 99.289604),(63 97.324196),(64 97.091644),(65 98.24333),(66 97.990776),(67 97.98853),(68 99.13254),(69 99.2584),(70 99.08359),(71 99.35038),(72 100.71021),(73 102.85389),(74 102.43283),(75 101.19411),(76 101.64219),(77 102.36143),(78 103.80625),(79 104.342606),
(1 59.944855),(2 70.77314),(3 76.85651),(4 81.822044),(5 84.97651),(6 87.99706),(7 90.32927),(8 91.661156),(9 92.69678),(10 94.27132),(11 94.299286),(12 95.55402),(13 96.30164),(14 97.25329),(15 96.72937),(16 97.8537),(17 100.04983),(18 100.104004),(19 100.49634),(20 100.111626),(21 101.11036),(22 101.462875),(23 100.903496),(24 100.74781),(25 101.45402),(26 102.92662),(27 99.73587),(28 101.037254),(29 100.464325),(30 100.130806),(31 98.66729),(32 98.44531),(33 98.23788),(34 97.989334),(35 97.14828),(36 96.846565),(37 96.5396),(38 96.938095),(39 94.43956),(40 94.81699),(41 95.41908),(42 95.243454),(43 95.47241),(44 95.70636),(45 95.99307),(46 95.93804),(47 95.44625),(48 96.82656),(49 98.193565),(50 97.38207),(51 96.80226),(52 97.09308),(53 97.69967),(54 97.32504),(55 97.18076),(56 97.59554),(57 98.197495),(58 97.94374),(59 98.520775),(60 98.67237),(61 97.94846),(62 98.78183),(63 97.48307),(64 97.168465),(65 98.552505),(66 99.07361),(67 99.06396),(68 98.56928),(69 98.52872),(70 98.97535),(71 99.035965),(72 100.03194),(73 100.6434),(74 102.08159),(75 101.11854),(76 100.93865),(77 103.26015),(78 103.52504),(79 104.751785),
(1 59.185177),(2 69.3675),(3 76.306076),(4 79.672424),(5 83.64081),(6 85.69794),(7 87.851685),(8 89.61261),(9 90.75264),(10 92.1626),(11 92.82615),(12 93.547104),(13 95.312),(14 96.63657),(15 96.416565),(16 96.346794),(17 98.83177),(18 99.43853),(19 99.74586),(20 100.74552),(21 102.14018),(22 101.835),(23 100.638985),(24 99.60201),(25 100.033585),(26 100.64659),(27 98.97767),(28 98.773155),(29 97.86717),(30 98.296326),(31 98.020706),(32 97.29737),(33 96.83057),(34 96.77659),(35 96.300354),(36 96.49927),(37 95.14531),(38 95.29018),(39 93.430756),(40 94.37664),(41 94.12122),(42 93.981995),(43 93.11819),(44 93.61073),(45 93.622795),(46 93.14189),(47 93.684166),(48 95.072365),(49 95.412186),(50 95.55019),(51 95.54067),(52 95.527145),(53 95.52747),(54 94.019325),(55 94.41041),(56 95.029366),(57 95.23468),(58 95.42481),(59 95.166374),(60 95.416504),(61 95.38957),(62 96.65422),(63 94.56232),(64 94.91202),(65 95.50568),(66 94.821754),(67 95.567635),(68 95.4598),(69 95.35521),(70 96.61463),(71 96.90855),(72 97.52786),(73 98.61995),(74 98.62004),(75 97.94498),(76 97.84448),(77 99.63511),(78 101.885666),(79 101.59473),
(1 59.687035),(2 70.52219),(3 77.29904),(4 81.6041),(5 84.805275),(6 87.33631),(7 90.46172),(8 90.87949),(9 92.619156),(10 92.62849),(11 94.55459),(12 95.47545),(13 97.48849),(14 98.995766),(15 98.384476),(16 98.51853),(17 100.725655),(18 101.98646),(19 101.617744),(20 102.71534),(21 103.19259),(22 102.17192),(23 102.8569),(24 101.48782),(25 100.988815),(26 101.56682),(27 99.67108),(28 99.69199),(29 99.32391),(30 99.47085),(31 98.60241),(32 98.23897),(33 98.307495),(34 97.802284),(35 96.38638),(36 96.60379),(37 97.18956),(38 97.20535),(39 94.87253),(40 95.49221),(41 95.87404),(42 95.92997),(43 95.26806),(44 96.397354),(45 95.15585),(46 95.53874),(47 94.58781),(48 97.1224),(49 97.12114),(50 96.42346),(51 97.23136),(52 97.76646),(53 97.52217),(54 97.02416),(55 97.10969),(56 96.93708),(57 97.01797),(58 97.31427),(59 98.19471),(60 97.89088),(61 99.03999),(62 98.16697),(63 97.09977),(64 97.09339),(65 98.25925),(66 97.47226),(67 96.986115),(68 96.78249),(69 96.30499),(70 95.9237),(71 97.27609),(72 97.4433),(73 98.69396),(74 99.28003),(75 98.83941),(76 99.364),(77 101.45973),(78 102.84474),(79 103.68642),
(1 58.27201),(2 69.187096),(3 75.64755),(4 80.058174),(5 84.22376),(6 84.9532),(7 87.91038),(8 89.00885),(9 90.10362),(10 90.68334),(11 90.74116),(12 92.13929),(13 93.73961),(14 94.980255),(15 93.76846),(16 95.6777),(17 96.244514),(18 98.89051),(19 100.38439),(20 100.41969),(21 100.57491),(22 101.56878),(23 101.08619),(24 101.53881),(25 101.57953),(26 100.549614),(27 99.048515),(28 99.57881),(29 99.20373),(30 97.714935),(31 97.03724),(32 96.76962),(33 97.1541),(34 96.74946),(35 96.013824),(36 95.53921),(37 95.68749),(38 95.030495),(39 93.447334),(40 92.44386),(41 93.15129),(42 94.12843),(43 94.114204),(44 94.95082),(45 94.437775),(46 94.30973),(47 93.77705),(48 94.91099),(49 94.785736),(50 95.60701),(51 94.434944),(52 95.50867),(53 95.57772),(54 95.0533),(55 96.04786),(56 96.73249),(57 96.2175),(58 96.610085),(59 96.28879),(60 96.75282),(61 97.04873),(62 98.04993),(63 95.62733),(64 96.14542),(65 96.24942),(66 95.82712),(67 95.71288),(68 95.69829),(69 95.99702),(70 97.17228),(71 96.937035),(72 98.99783),(73 99.241554),(74 100.070816),(75 99.208565),(76 100.25536),(77 100.98392),(78 101.531334),(79 102.154465),
