1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 212615.14),(2 748252.2),(3 1552310.6),(4 2437051),(5 3344057.3),(6 4146414.3),(7 4940762.5),(8 5580758.5),(9 6251413.5),(10 6775489.5),(11 7246557.5),(12 7723456),(13 8324632.5),(14 8966747),(15 9602905),(16 10170461),(17 10556879),(18 10805729),(19 11055275),(20 11385256),(21 11723907),(22 12106679),(23 12457184),(24 12989957),(25 13576839),(26 14188988),(27 14749048),(28 15100805),(29 15595912),(30 16380831),(31 17494706),(32 18346970),(33 19740570),(34 21153006),(35 22566662),(36 24002374),(37 25746674),(38 28019766),(39 30830678),(40 33959880),(41 36916612),(42 39618124),(43 41926748),(44 43889228),(45 45810708),(46 47406476),(47 49342036),(48 51013696),(49 52447760),(50 53531020),(51 54190108),(52 54987812),(53 56120524),(54 57405310),(55 58197324),(56 59009090),(57 59384240),(58 59412770),(59 59453508),(60 59497396),(61 58933056),(62 57805536),(63 56203970),(64 54512816),(65 52734564),(66 50717572),(67 48662964),(68 46535436),(69 44522130),(70 42432988),(71 40717252),(72 39550060),(73 38657396),(74 37722372),(75 36556092),(76 35315760),(77 34065260),(78 33085734),(79 32383482),
(1 39.87605),(2 46.271355),(3 48.719097),(4 50.56344),(5 52.339725),(6 52.903423),(7 53.874367),(8 54.185196),(9 54.656517),(10 55.590588),(11 55.185303),(12 55.71125),(13 56.641537),(14 56.432777),(15 56.241463),(16 55.594784),(17 55.877872),(18 55.77731),(19 56.40322),(20 56.416813),(21 57.168354),(22 56.096607),(23 55.887077),(24 55.742153),(25 55.789783),(26 56.734207),(27 56.166683),(28 56.565685),(29 57.2404),(30 58.069107),(31 58.194866),(32 58.027092),(33 58.80082),(34 58.50855),(35 57.36874),(36 57.99427),(37 58.052967),(38 58.695087),(39 58.339672),(40 58.74412),(41 58.481827),(42 58.2349),(43 57.91321),(44 58.079),(45 59.008453),(46 59.064854),(47 59.432755),(48 59.315926),(49 59.77126),(50 59.9353),(51 58.674587),(52 59.130806),(53 59.65561),(54 60.30493),(55 59.632557),(56 60.05076),(57 59.25974),(58 60.193794),(59 60.11455),(60 60.9378),(61 61.435833),(62 62.59175),(63 62.39946),(64 62.00661),(65 63.26163),(66 63.540886),(67 63.107533),(68 63.248436),(69 63.095013),(70 62.633236),(71 62.80951),(72 63.48215),(73 63.635395),(74 64.428444),(75 64.145195),(76 63.782124),(77 63.407883),(78 63.768845),(79 63.912136),
(1 39.953865),(2 45.285244),(3 47.959316),(4 50.61705),(5 52.116524),(6 53.459652),(7 54.38664),(8 54.41222),(9 55.115005),(10 55.65659),(11 55.56768),(12 55.639103),(13 56.680847),(14 56.748695),(15 56.845745),(16 55.93561),(17 56.19921),(18 56.478756),(19 57.213326),(20 57.004234),(21 56.919838),(22 56.40266),(23 56.04315),(24 55.72772),(25 56.805817),(26 57.148254),(27 57.352444),(28 57.764484),(29 57.446243),(30 58.99966),(31 59.43829),(32 59.58328),(33 58.930473),(34 58.754433),(35 58.040405),(36 58.946087),(37 58.857323),(38 59.999294),(39 58.63914),(40 58.95129),(41 58.675026),(42 58.29341),(43 57.735546),(44 58.2742),(45 57.937836),(46 58.53288),(47 58.948574),(48 59.17458),(49 59.83675),(50 60.002262),(51 58.927834),(52 60.16715),(53 59.97253),(54 60.034286),(55 59.9357),(56 60.163918),(57 60.588783),(58 60.48668),(59 60.26683),(60 61.24902),(61 61.51919),(62 62.23488),(63 62.280937),(64 62.369495),(65 62.558765),(66 62.546444),(67 61.91329),(68 61.546574),(69 61.87143),(70 61.517357),(71 62.58925),(72 63.28905),(73 64.06596),(74 64.039055),(75 63.472305),(76 64.17686),(77 63.781418),(78 63.565876),(79 63.056995),
(1 39.250164),(2 44.488167),(3 47.57236),(4 48.93896),(5 51.03721),(6 52.33534),(7 53.462513),(8 53.8511),(9 54.60201),(10 54.516193),(11 55.20603),(12 55.951694),(13 56.791946),(14 55.87529),(15 55.478947),(16 54.96528),(17 55.151527),(18 56.160492),(19 56.033936),(20 56.616245),(21 56.8707),(22 56.24691),(23 56.51019),(24 56.060543),(25 56.57111),(26 57.09633),(27 57.075314),(28 56.665615),(29 56.8595),(30 57.388813),(31 57.273945),(32 57.7278),(33 57.721466),(34 57.571064),(35 57.462505),(36 58.619835),(37 58.607517),(38 58.77193),(39 58.166183),(40 58.73693),(41 57.982994),(42 57.802525),(43 57.79355),(44 57.708492),(45 57.563396),(46 57.564796),(47 57.918957),(48 58.32581),(49 58.133957),(50 58.23799),(51 58.686512),(52 58.69879),(53 58.78161),(54 59.780502),(55 58.735367),(56 59.10745),(57 59.043385),(58 59.158737),(59 59.824745),(60 60.752487),(61 61.180622),(62 62.063904),(63 62.061935),(64 62.86105),(65 62.923523),(66 62.87229),(67 62.924572),(68 62.293385),(69 61.520985),(70 61.841553),(71 62.235596),(72 62.2802),(73 63.306896),(74 63.34891),(75 62.39687),(76 62.44421),(77 63.030216),(78 62.617523),(79 62.18153),
(1 39.093533),(2 45.42959),(3 48.0076),(4 50.16368),(5 51.714497),(6 53.70148),(7 54.518173),(8 54.849968),(9 55.424263),(10 55.41099),(11 55.50192),(12 55.466904),(13 56.24319),(14 56.33583),(15 55.995434),(16 55.934143),(17 55.388386),(18 55.713158),(19 55.953907),(20 56.141235),(21 56.459633),(22 55.142563),(23 54.918217),(24 55.277683),(25 55.358223),(26 55.956264),(27 55.330112),(28 56.024662),(29 56.78331),(30 57.63031),(31 57.57724),(32 57.85501),(33 57.4483),(34 57.29205),(35 56.3644),(36 56.270813),(37 57.175255),(38 57.078857),(39 57.083363),(40 56.79341),(41 57.07345),(42 57.076126),(43 57.266342),(44 57.46386),(45 57.23694),(46 57.88619),(47 57.040264),(48 57.889736),(49 58.05349),(50 58.273056),(51 58.50702),(52 59.01145),(53 59.192604),(54 59.54162),(55 58.999737),(56 59.067974),(57 59.517742),(58 60.20584),(59 60.410637),(60 60.545715),(61 61.970978),(62 61.976307),(63 63.271038),(64 63.00518),(65 62.82235),(66 63.991314),(67 63.10229),(68 62.56768),(69 62.30152),(70 63.276257),(71 62.864758),(72 63.686626),(73 64.679016),(74 65.35496),(75 64.84261),(76 65.211494),(77 64.97266),(78 64.411026),(79 63.50536),
(1 39.790802),(2 45.88769),(3 48.12583),(4 51.20061),(5 52.329792),(6 53.91738),(7 54.514423),(8 54.381424),(9 55.404114),(10 54.836403),(11 54.839626),(12 55.960964),(13 56.157192),(14 56.47215),(15 55.70862),(16 56.44623),(17 56.23375),(18 56.561226),(19 56.46097),(20 57.01843),(21 57.37377),(22 56.632267),(23 55.815594),(24 55.753197),(25 56.8925),(26 56.54894),(27 56.723366),(28 57.04925),(29 57.16421),(30 58.04029),(31 57.732437),(32 58.008915),(33 58.80411),(34 57.938744),(35 57.973858),(36 57.41404),(37 58.37833),(38 58.443657),(39 58.155632),(40 58.20738),(41 58.216568),(42 57.88105),(43 57.812046),(44 58.053215),(45 57.65756),(46 58.1304),(47 57.89311),(48 58.009678),(49 58.708332),(50 59.280476),(51 58.63735),(52 58.45796),(53 59.059826),(54 59.635475),(55 58.994694),(56 59.374805),(57 60.365665),(58 60.3142),(59 60.824703),(60 60.139305),(61 61.76944),(62 62.599674),(63 63.336678),(64 63.566765),(65 63.52934),(66 64.29783),(67 63.053364),(68 62.667885),(69 62.576214),(70 62.543053),(71 62.335335),(72 63.43369),(73 63.82664),(74 63.39424),(75 63.118065),(76 63.63806),(77 63.597538),(78 62.866573),(79 62.89242),
(1 39.23457),(2 44.4191),(3 46.68222),(4 48.56232),(5 50.373672),(6 51.89105),(7 52.82458),(8 52.826035),(9 53.390366),(10 53.798943),(11 54.083576),(12 54.648983),(13 55.13797),(14 54.786747),(15 54.52643),(16 54.508286),(17 54.761524),(18 55.1714),(19 55.243237),(20 55.31452),(21 55.543545),(22 54.645172),(23 54.930817),(24 54.75033),(25 54.622643),(26 55.12415),(27 55.436268),(28 55.52032),(29 55.82417),(30 56.15554),(31 56.68486),(32 56.352673),(33 57.23895),(34 56.615967),(35 56.55122),(36 57.01112),(37 58.20663),(38 57.934944),(39 56.79899),(40 56.89093),(41 57.071186),(42 56.189056),(43 56.109962),(44 56.787323),(45 56.260956),(46 56.537468),(47 56.714848),(48 56.456097),(49 56.701523),(50 56.8365),(51 57.606686),(52 56.9964),(53 56.988655),(54 57.223297),(55 57.307476),(56 57.085922),(57 57.53629),(58 57.63112),(59 58.002373),(60 58.368195),(61 58.611942),(62 59.692535),(63 59.890648),(64 59.390057),(65 60.020958),(66 59.977596),(67 59.844055),(68 59.855618),(69 59.505547),(70 60.468174),(71 60.701973),(72 61.45822),(73 61.608047),(74 61.78367),(75 61.104248),(76 61.53794),(77 61.391975),(78 61.11941),(79 60.96818),
(1 39.00695),(2 44.271637),(3 46.890785),(4 49.789364),(5 50.963055),(6 52.564617),(7 53.17771),(8 53.291473),(9 53.742764),(10 53.39037),(11 53.555763),(12 53.811672),(13 54.296124),(14 54.84803),(15 54.909885),(16 54.491825),(17 54.6935),(18 55.3489),(19 55.583317),(20 55.730934),(21 56.11456),(22 56.122005),(23 55.27893),(24 54.912704),(25 55.42549),(26 56.222145),(27 55.71585),(28 56.202984),(29 56.48052),(30 57.374413),(31 57.357746),(32 57.1107),(33 57.853325),(34 56.89162),(35 56.075386),(36 56.416462),(37 56.74841),(38 57.30737),(39 56.984478),(40 56.79778),(41 56.71936),(42 56.543846),(43 56.77765),(44 57.385326),(45 57.043556),(46 57.65155),(47 57.559784),(48 57.43176),(49 57.6917),(50 57.59174),(51 57.513966),(52 58.135044),(53 58.213627),(54 57.767296),(55 57.631214),(56 58.03457),(57 58.022293),(58 58.793194),(59 59.256973),(60 60.744946),(61 60.632942),(62 61.596817),(63 61.502327),(64 61.846264),(65 62.31072),(66 61.990505),(67 61.61784),(68 61.517406),(69 60.833527),(70 61.183205),(71 61.495403),(72 62.635517),(73 62.887722),(74 63.445175),(75 62.57321),(76 63.69565),(77 63.299786),(78 63.12084),(79 63.11961),
(1 39.268375),(2 45.085632),(3 47.282085),(4 49.96677),(5 51.151207),(6 52.41857),(7 52.946194),(8 53.176437),(9 53.4914),(10 54.11975),(11 54.24578),(12 54.553547),(13 54.984947),(14 55.57788),(15 55.536175),(16 54.90556),(17 55.009758),(18 55.13431),(19 54.754124),(20 54.686207),(21 55.453377),(22 54.373722),(23 53.522564),(24 53.343143),(25 54.11495),(26 54.57222),(27 53.840954),(28 54.533535),(29 55.24809),(30 56.153034),(31 56.200233),(32 56.59567),(33 56.96985),(34 56.244778),(35 55.82637),(36 56.36721),(37 56.714928),(38 56.65331),(39 56.32647),(40 56.409386),(41 56.47211),(42 56.21846),(43 55.97186),(44 56.255756),(45 56.476402),(46 56.406742),(47 56.733047),(48 56.217175),(49 56.82729),(50 57.57025),(51 56.64186),(52 56.93202),(53 57.07082),(54 57.718124),(55 57.54941),(56 57.388786),(57 57.721592),(58 58.36526),(59 58.50599),(60 58.8608),(61 59.90483),(62 60.21044),(63 60.392975),(64 61.365883),(65 62.02825),(66 61.711086),(67 61.71217),(68 61.223225),(69 60.95668),(70 60.37339),(71 60.46949),(72 61.051105),(73 61.75381),(74 62.162865),(75 61.663746),(76 62.048813),(77 62.409397),(78 61.520245),(79 61.18824),
(1 38.97956),(2 44.85811),(3 47.44418),(4 49.879555),(5 51.442684),(6 52.40528),(7 53.68473),(8 54.093487),(9 54.72491),(10 54.530922),(11 55.64388),(12 55.573772),(13 55.196507),(14 55.8024),(15 55.413673),(16 55.064327),(17 55.100254),(18 55.535427),(19 55.266266),(20 55.794373),(21 55.958683),(22 55.04035),(23 54.516495),(24 54.723633),(25 55.35508),(26 55.61883),(27 55.56422),(28 55.8226),(29 56.582447),(30 56.904316),(31 57.06472),(32 56.30904),(33 57.134296),(34 56.599297),(35 56.026833),(36 56.00093),(37 56.75132),(38 57.267056),(39 56.656548),(40 56.833656),(41 57.033222),(42 56.375473),(43 56.236073),(44 57.177517),(45 57.01978),(46 57.503563),(47 56.995243),(48 57.081),(49 57.695934),(50 57.955967),(51 57.301304),(52 57.17432),(53 57.962),(54 57.747513),(55 57.465797),(56 57.88517),(57 58.326813),(58 58.465347),(59 59.3991),(60 59.736664),(61 60.735825),(62 61.23494),(63 61.376194),(64 61.7015),(65 61.65532),(66 62.160946),(67 61.35974),(68 61.482075),(69 61.327595),(70 61.264374),(71 60.542557),(72 61.84805),(73 61.865196),(74 62.347137),(75 61.865017),(76 62.47578),(77 63.041058),(78 62.16901),(79 62.089985),
(1 38.168118),(2 43.907772),(3 46.748592),(4 50.35496),(5 51.822838),(6 52.662697),(7 53.781223),(8 54.297108),(9 54.82245),(10 55.180023),(11 55.01495),(12 55.064404),(13 54.905838),(14 55.31302),(15 54.76913),(16 54.384583),(17 54.853264),(18 54.908764),(19 55.92501),(20 56.36357),(21 56.669254),(22 56.212143),(23 55.887188),(24 55.922188),(25 56.26687),(26 56.279514),(27 56.502426),(28 56.429058),(29 57.332764),(30 58.035545),(31 57.835567),(32 58.07656),(33 58.655834),(34 58.269943),(35 58.19723),(36 58.431545),(37 58.81273),(38 59.225193),(39 58.54855),(40 59.044636),(41 58.540867),(42 57.754833),(43 58.240635),(44 57.984562),(45 57.759636),(46 58.48682),(47 58.805916),(48 58.708286),(49 58.852024),(50 59.359505),(51 58.965748),(52 59.335686),(53 58.612278),(54 59.67344),(55 59.224335),(56 58.931767),(57 59.399544),(58 60.121586),(59 59.86365),(60 60.908787),(61 61.674313),(62 61.968544),(63 62.484222),(64 63.204445),(65 62.87958),(66 63.484695),(67 62.852367),(68 63.1122),(69 62.67384),(70 62.17785),(71 63.724216),(72 63.75369),(73 64.2516),(74 64.69174),(75 64.38799),(76 64.6726),(77 64.98372),(78 64.88506),(79 64.813065),
(1 37.420464),(2 43.356075),(3 45.628277),(4 48.61819),(5 49.67974),(6 51.573177),(7 51.93818),(8 52.649963),(9 53.211357),(10 53.47256),(11 53.751656),(12 54.26246),(13 54.000984),(14 54.94658),(15 54.308807),(16 53.818848),(17 53.644516),(18 54.30682),(19 53.898945),(20 53.903732),(21 54.419823),(22 54.09203),(23 54.16503),(24 53.3892),(25 53.612957),(26 53.967106),(27 53.722004),(28 53.63059),(29 54.16014),(30 54.881294),(31 55.86323),(32 56.072754),(33 55.467564),(34 55.720184),(35 55.009808),(36 55.45793),(37 55.680992),(38 56.111897),(39 55.319176),(40 56.77013),(41 56.21905),(42 56.23416),(43 55.720882),(44 55.4772),(45 55.681477),(46 55.795635),(47 55.89736),(48 55.81306),(49 55.745335),(50 56.201202),(51 56.309444),(52 56.75387),(53 57.239246),(54 57.626583),(55 57.099693),(56 57.02695),(57 57.269833),(58 57.629654),(59 57.998913),(60 58.60556),(61 58.832302),(62 59.267403),(63 59.604786),(64 59.8535),(65 60.034817),(66 60.83134),(67 60.18766),(68 60.324463),(69 59.67387),(70 60.329247),(71 60.565083),(72 61.00686),(73 62.05047),(74 61.79349),(75 61.824665),(76 61.916157),(77 61.589325),(78 61.282063),(79 60.501556),
(1 38.606056),(2 43.957237),(3 47.27616),(4 49.0689),(5 50.339283),(6 52.162918),(7 53.017086),(8 53.048515),(9 53.721485),(10 54.17263),(11 54.13382),(12 54.70666),(13 54.646313),(14 54.999607),(15 54.094654),(16 53.94284),(17 53.652466),(18 53.48952),(19 53.43474),(20 53.642193),(21 54.08123),(22 53.591026),(23 54.138046),(24 53.290977),(25 54.462547),(26 54.536613),(27 54.744347),(28 55.36585),(29 55.317215),(30 55.92394),(31 56.510548),(32 56.452072),(33 56.475605),(34 56.17607),(35 55.945087),(36 55.92946),(37 57.038548),(38 57.3533),(39 56.895344),(40 57.23944),(41 56.633053),(42 56.7255),(43 56.448463),(44 56.858334),(45 56.791485),(46 56.829124),(47 56.997936),(48 57.184093),(49 57.19531),(50 57.510994),(51 57.372334),(52 57.809273),(53 57.83643),(54 57.472977),(55 57.949615),(56 57.864845),(57 58.021374),(58 58.171814),(59 59.000786),(60 59.260235),(61 59.649918),(62 60.604103),(63 61.441635),(64 61.035267),(65 61.62268),(66 62.04193),(67 61.676865),(68 62.1397),(69 61.09313),(70 61.40644),(71 62.252235),(72 62.98133),(73 63.41919),(74 63.334133),(75 63.188732),(76 63.518063),(77 63.953014),(78 63.242226),(79 63.081062),
(1 37.65369),(2 43.010773),(3 45.24482),(4 48.16604),(5 49.015995),(6 50.171036),(7 51.042534),(8 51.460785),(9 52.928448),(10 53.21486),(11 53.39203),(12 53.895138),(13 54.524254),(14 54.565773),(15 53.85358),(16 53.570843),(17 53.38115),(18 53.52499),(19 54.266396),(20 54.103374),(21 54.532543),(22 54.19178),(23 54.401413),(24 53.684364),(25 54.714905),(26 54.437836),(27 54.681522),(28 55.061035),(29 55.383232),(30 55.71834),(31 55.89761),(32 55.93575),(33 55.557278),(34 55.049862),(35 54.537758),(36 55.517166),(37 55.79521),(38 56.349327),(39 56.107506),(40 56.786026),(41 56.09407),(42 55.93415),(43 55.682144),(44 55.212727),(45 55.82827),(46 56.45688),(47 56.22194),(48 56.18316),(49 56.382763),(50 57.006153),(51 56.465763),(52 56.339806),(53 56.395386),(54 56.513874),(55 57.13651),(56 56.579678),(57 56.949196),(58 57.46513),(59 57.731365),(60 58.489277),(61 58.88493),(62 59.665077),(63 59.616455),(64 60.23171),(65 60.56761),(66 60.515553),(67 60.90471),(68 60.386715),(69 60.492638),(70 60.843773),(71 60.853),(72 61.335464),(73 61.908894),(74 61.94473),(75 62.07029),(76 62.04583),(77 62.622776),(78 62.509323),(79 62.089153),
(1 38.176308),(2 44.03912),(3 46.23655),(4 49.13081),(5 50.09165),(6 51.78097),(7 52.559494),(8 52.823483),(9 53.66042),(10 53.858128),(11 53.276855),(12 54.160492),(13 54.507523),(14 54.761703),(15 54.780266),(16 54.31124),(17 53.917698),(18 53.96777),(19 54.624226),(20 54.311993),(21 54.50557),(22 54.1871),(23 53.508106),(24 52.789886),(25 54.346283),(26 54.881596),(27 55.381123),(28 55.366585),(29 55.136723),(30 56.41365),(31 56.55572),(32 56.42922),(33 57.03246),(34 56.624493),(35 56.313847),(36 56.94727),(37 57.468353),(38 57.638443),(39 57.068954),(40 57.31886),(41 56.87126),(42 56.8775),(43 56.58606),(44 56.80823),(45 56.250336),(46 57.1608),(47 56.600666),(48 57.048862),(49 56.922905),(50 57.094032),(51 56.841248),(52 57.055527),(53 57.014206),(54 56.39243),(55 56.565727),(56 56.719463),(57 56.868645),(58 57.0571),(59 57.56724),(60 58.30334),(61 58.89065),(62 59.48964),(63 59.1775),(64 59.92383),(65 59.991035),(66 60.517963),(67 60.360664),(68 60.14876),(69 59.846046),(70 59.995415),(71 60.106007),(72 60.10132),(73 59.98206),(74 60.13906),(75 60.38988),(76 60.470264),(77 60.14451),(78 60.538845),(79 60.058277),
(1 38.585163),(2 44.994034),(3 47.18937),(4 50.46295),(5 51.81763),(6 52.33338),(7 53.534283),(8 53.96942),(9 54.32686),(10 54.52737),(11 55.092102),(12 54.931206),(13 55.259262),(14 55.792194),(15 55.112164),(16 54.905758),(17 55.184727),(18 55.531666),(19 55.99),(20 56.076187),(21 56.103195),(22 55.872704),(23 55.049828),(24 54.994507),(25 54.94935),(26 54.85366),(27 54.758446),(28 55.398563),(29 55.536156),(30 55.905983),(31 56.523506),(32 56.498016),(33 56.626225),(34 56.54304),(35 56.5131),(36 56.921047),(37 57.446335),(38 57.584858),(39 58.04221),(40 57.469116),(41 57.425865),(42 56.942913),(43 56.635014),(44 56.767582),(45 56.52634),(46 57.100307),(47 56.981705),(48 56.9225),(49 57.41644),(50 57.701717),(51 57.69657),(52 58.56308),(53 58.177933),(54 58.256668),(55 58.597286),(56 58.37835),(57 58.86099),(58 58.873062),(59 59.10946),(60 59.711468),(61 60.954693),(62 61.210407),(63 62.09221),(64 61.917694),(65 63.51307),(66 63.367825),(67 63.205994),(68 62.270622),(69 62.23458),(70 62.599773),(71 62.668797),(72 62.753674),(73 63.761326),(74 63.66339),(75 62.86075),(76 63.556023),(77 63.524326),(78 63.56758),(79 63.71206),
(1 36.955418),(2 42.35071),(3 45.381935),(4 46.815876),(5 48.85659),(6 49.520718),(7 50.74735),(8 51.55357),(9 51.80855),(10 52.292286),(11 52.411686),(12 52.069435),(13 52.56603),(14 53.525486),(15 53.193623),(16 52.47291),(17 52.307938),(18 53.023438),(19 53.14224),(20 52.84784),(21 53.70867),(22 53.324753),(23 52.617096),(24 53.232677),(25 53.471935),(26 53.758736),(27 53.6061),(28 53.775955),(29 54.40637),(30 54.676395),(31 55.15496),(32 55.37133),(33 55.504383),(34 55.093452),(35 54.56198),(36 54.295593),(37 55.753635),(38 56.12643),(39 54.69479),(40 54.4885),(41 54.398495),(42 53.991917),(43 54.256264),(44 54.37431),(45 54.388477),(46 54.737473),(47 54.94182),(48 55.141582),(49 55.80565),(50 55.3565),(51 55.130733),(52 55.7857),(53 55.797985),(54 55.672527),(55 55.690792),(56 56.183365),(57 56.081165),(58 56.188164),(59 56.718807),(60 57.329796),(61 58.41561),(62 58.696114),(63 58.92781),(64 59.210842),(65 60.26811),(66 60.196102),(67 60.656734),(68 60.100807),(69 59.65082),(70 60.389706),(71 61.106426),(72 61.917866),(73 61.808117),(74 62.5417),(75 61.415688),(76 61.551277),(77 61.597572),(78 62.181046),(79 61.02508),
(1 36.86964),(2 42.49876),(3 45.03467),(4 47.223064),(5 49.232346),(6 50.079723),(7 51.251778),(8 52.042675),(9 52.297558),(10 52.821262),(11 53.03939),(12 52.809242),(13 53.938866),(14 54.193115),(15 53.539364),(16 52.886948),(17 52.899517),(18 53.273434),(19 53.34494),(20 53.782772),(21 53.80848),(22 53.64046),(23 53.10633),(24 52.47295),(25 53.381744),(26 53.97273),(27 53.674923),(28 54.13923),(29 53.78249),(30 54.822384),(31 54.7805),(32 54.755188),(33 54.31199),(34 54.21254),(35 54.16684),(36 53.886276),(37 55.435825),(38 55.329086),(39 55.109222),(40 55.234478),(41 55.309074),(42 54.16079),(43 54.284412),(44 53.88011),(45 53.619507),(46 53.68087),(47 54.328976),(48 54.86172),(49 54.862026),(50 55.57626),(51 55.168808),(52 55.824856),(53 55.750607),(54 55.72508),(55 55.949562),(56 55.64272),(57 55.606003),(58 55.645042),(59 56.611794),(60 56.80651),(61 57.51207),(62 58.14728),(63 58.172894),(64 58.93041),(65 59.083984),(66 59.231472),(67 59.38186),(68 58.611137),(69 58.65281),(70 58.595474),(71 59.734474),(72 58.90331),(73 60.33945),(74 59.980442),(75 60.150696),(76 60.73145),(77 60.067482),(78 59.433758),(79 59.450806),
(1 37.61395),(2 42.920364),(3 45.228973),(4 48.22842),(5 50.073524),(6 51.250187),(7 51.574493),(8 51.602165),(9 52.804913),(10 53.510963),(11 53.238556),(12 53.25311),(13 53.886894),(14 53.969936),(15 54.23698),(16 53.77126),(17 53.616756),(18 54.149845),(19 53.94321),(20 54.133038),(21 53.853134),(22 54.35937),(23 53.767258),(24 53.409863),(25 54.00243),(26 54.539066),(27 54.414566),(28 55.076168),(29 54.978813),(30 55.156136),(31 55.398315),(32 55.16239),(33 55.126987),(34 54.7265),(35 54.470333),(36 54.65515),(37 55.454033),(38 55.849285),(39 55.53752),(40 55.546265),(41 55.871887),(42 54.481464),(43 54.474606),(44 54.745754),(45 54.377758),(46 54.43005),(47 54.60169),(48 55.17012),(49 55.75087),(50 55.536385),(51 55.43371),(52 55.992405),(53 55.56466),(54 55.413517),(55 55.94755),(56 55.977184),(57 56.009655),(58 56.86165),(59 56.795033),(60 57.344833),(61 57.52153),(62 58.516766),(63 59.5354),(64 59.79293),(65 60.128323),(66 60.1218),(67 59.784412),(68 59.35829),(69 59.742683),(70 59.189514),(71 60.062294),(72 60.65463),(73 61.08667),(74 61.327305),(75 60.989216),(76 61.338905),(77 61.39437),(78 60.91145),(79 60.738964),
