1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 212615.14),(2 748252.2),(3 1552310.6),(4 2437051),(5 3344057.3),(6 4146414.3),(7 4940762.5),(8 5580758.5),(9 6251413.5),(10 6775489.5),(11 7246557.5),(12 7723456),(13 8324632.5),(14 8966747),(15 9602905),(16 10170461),(17 10556879),(18 10805729),(19 11055275),(20 11385256),(21 11723907),(22 12106679),(23 12457184),(24 12989957),(25 13576839),(26 14188988),(27 14749048),(28 15100805),(29 15595912),(30 16380831),(31 17494706),(32 18346970),(33 19740570),(34 21153006),(35 22566662),(36 24002374),(37 25746674),(38 28019766),(39 30830678),(40 33959880),(41 36916612),(42 39618124),(43 41926748),(44 43889228),(45 45810708),(46 47406476),(47 49342036),(48 51013696),(49 52447760),(50 53531020),(51 54190108),(52 54987812),(53 56120524),(54 57405310),(55 58197324),(56 59009090),(57 59384240),(58 59412770),(59 59453508),(60 59497396),(61 58933056),(62 57805536),(63 56203970),(64 54512816),(65 52734564),(66 50717572),(67 48662964),(68 46535436),(69 44522130),(70 42432988),(71 40717252),(72 39550060),(73 38657396),(74 37722372),(75 36556092),(76 35315760),(77 34065260),(78 33085734),(79 32383482),
(1 246.42868),(2 286.5219),(3 300.7134),(4 317.75647),(5 328.85593),(6 341.5822),(7 339.5852),(8 348.0431),(9 351.76172),(10 350.0147),(11 349.0436),(12 349.62564),(13 356.061),(14 354.19238),(15 358.9609),(16 354.30896),(17 350.14337),(18 353.9169),(19 358.77966),(20 355.83487),(21 359.84796),(22 359.21912),(23 357.5326),(24 358.1221),(25 362.78986),(26 358.20386),(27 366.8366),(28 368.81396),(29 366.80142),(30 368.12604),(31 375.61758),(32 377.8018),(33 372.7091),(34 375.87823),(35 374.09888),(36 375.42197),(37 376.7477),(38 378.06696),(39 379.88275),(40 386.74414),(41 387.0944),(42 390.75708),(43 382.27417),(44 390.1908),(45 384.57748),(46 385.98203),(47 388.30396),(48 389.5544),(49 389.13687),(50 393.57095),(51 394.20313),(52 395.59308),(53 397.41415),(54 397.22177),(55 394.0615),(56 396.5107),(57 401.05658),(58 399.0698),(59 401.45584),(60 400.87628),(61 398.58252),(62 399.64523),(63 401.94077),(64 405.9733),(65 409.30978),(66 407.05338),(67 405.88754),(68 407.0549),(69 405.16013),(70 404.043),(71 404.51013),(72 406.4529),(73 409.1481),(74 411.12415),(75 408.0381),(76 408.49274),(77 409.23224),(78 400.36377),(79 405.52274),
(1 246.091),(2 284.62576),(3 300.48517),(4 317.88217),(5 322.6103),(6 330.0616),(7 334.82394),(8 341.71274),(9 344.2299),(10 350.69376),(11 353.88126),(12 354.90845),(13 355.09482),(14 354.2752),(15 361.00192),(16 353.5461),(17 353.30573),(18 355.22192),(19 349.41537),(20 355.35916),(21 357.3642),(22 358.7447),(23 356.28915),(24 353.46725),(25 359.0637),(26 361.61563),(27 369.0099),(28 368.52023),(29 367.1773),(30 368.28177),(31 373.30222),(32 372.33118),(33 367.34662),(34 371.54022),(35 366.90555),(36 370.64874),(37 369.6971),(38 376.24506),(39 375.15076),(40 375.33527),(41 378.91724),(42 378.70886),(43 378.15356),(44 381.9237),(45 384.93542),(46 381.48593),(47 379.98434),(48 385.08755),(49 381.88986),(50 381.65652),(51 380.66885),(52 376.6731),(53 381.0315),(54 384.20255),(55 378.63953),(56 379.7857),(57 378.70847),(58 381.69183),(59 383.6865),(60 385.88406),(61 386.40323),(62 387.7292),(63 387.53497),(64 386.72495),(65 392.85263),(66 393.40756),(67 394.12662),(68 395.52026),(69 394.03708),(70 386.62775),(71 392.49902),(72 397.67984),(73 400.33438),(74 400.08984),(75 401.25287),(76 402.54462),(77 401.27713),(78 396.9633),(79 401.12164),
(1 240.27058),(2 273.19357),(3 290.32645),(4 301.4689),(5 310.89313),(6 325.70844),(7 332.22086),(8 331.39438),(9 335.00452),(10 338.82156),(11 339.9364),(12 337.39026),(13 343.1432),(14 342.73642),(15 344.37866),(16 336.38046),(17 339.43094),(18 341.28046),(19 341.7557),(20 339.1076),(21 342.57712),(22 342.67032),(23 343.34393),(24 341.7847),(25 349.4252),(26 346.7963),(27 350.15146),(28 349.83432),(29 354.32813),(30 353.2862),(31 352.79288),(32 351.61343),(33 355.70386),(34 360.6007),(35 353.42416),(36 360.0785),(37 359.7878),(38 360.65387),(39 362.10925),(40 365.9263),(41 361.3743),(42 361.0288),(43 360.34708),(44 367.51633),(45 367.79306),(46 367.0577),(47 367.25058),(48 374.74146),(49 371.01855),(50 371.72974),(51 375.3776),(52 377.09857),(53 374.48438),(54 376.00464),(55 371.7157),(56 372.28464),(57 371.7392),(58 370.08237),(59 370.98254),(60 370.3612),(61 371.86618),(62 377.79565),(63 374.69067),(64 375.37094),(65 378.83078),(66 377.51614),(67 375.70657),(68 378.9644),(69 376.47665),(70 371.00778),(71 375.8817),(72 374.62222),(73 375.12347),(74 377.1294),(75 378.24673),(76 378.82043),(77 378.60373),(78 383.2296),(79 375.41983),
(1 243.78743),(2 277.50378),(3 290.59943),(4 306.13342),(5 320.16772),(6 331.80338),(7 338.90918),(8 336.80765),(9 341.15765),(10 341.00995),(11 343.98157),(12 339.68027),(13 341.65717),(14 342.85236),(15 347.567),(16 339.53787),(17 339.73642),(18 346.49844),(19 353.69537),(20 347.39975),(21 343.36118),(22 345.29166),(23 345.22723),(24 337.59415),(25 340.33435),(26 341.45126),(27 345.34818),(28 345.38745),(29 346.0404),(30 350.36133),(31 353.54413),(32 355.04797),(33 356.84894),(34 355.07568),(35 355.81415),(36 355.20493),(37 356.92056),(38 359.24933),(39 364.8915),(40 364.87845),(41 365.94766),(42 370.45886),(43 365.99567),(44 366.70758),(45 371.76028),(46 369.03796),(47 368.41565),(48 371.30142),(49 369.90274),(50 377.55615),(51 372.47433),(52 373.82562),(53 379.6202),(54 379.2312),(55 375.13605),(56 370.20355),(57 369.97476),(58 367.38922),(59 369.7288),(60 367.41696),(61 374.97382),(62 376.32178),(63 379.0543),(64 377.12006),(65 382.48642),(66 381.07645),(67 378.45468),(68 379.51712),(69 377.7252),(70 379.1138),(71 380.89404),(72 386.27808),(73 388.6146),(74 385.96112),(75 389.16742),(76 391.48306),(77 389.3478),(78 385.58575),(79 386.05096),
(1 232.36252),(2 268.19058),(3 286.6923),(4 302.9893),(5 309.93942),(6 322.11752),(7 321.4301),(8 322.5634),(9 331.07675),(10 327.37415),(11 325.38638),(12 328.19058),(13 330.3674),(14 331.47803),(15 337.27383),(16 336.34738),(17 332.84442),(18 334.71823),(19 338.07846),(20 335.46805),(21 335.75266),(22 333.74518),(23 331.9155),(24 328.9467),(25 335.97693),(26 335.13596),(27 339.9569),(28 342.91147),(29 346.18716),(30 347.11035),(31 354.99512),(32 351.91794),(33 349.3574),(34 356.21317),(35 350.243),(36 347.1228),(37 351.68454),(38 353.60898),(39 358.59094),(40 361.95224),(41 359.90643),(42 360.27008),(43 357.05753),(44 358.78705),(45 362.1236),(46 358.5338),(47 360.5207),(48 364.33267),(49 360.83893),(50 370.0578),(51 364.5812),(52 371.67184),(53 366.3625),(54 370.45245),(55 364.60083),(56 363.45947),(57 367.20715),(58 371.81366),(59 376.22845),(60 373.212),(61 374.34018),(62 370.94656),(63 378.3758),(64 372.97363),(65 377.9217),(66 379.64932),(67 377.68484),(68 376.4397),(69 376.8926),(70 374.5739),(71 374.97638),(72 374.33386),(73 384.18692),(74 378.51553),(75 380.64386),(76 382.0023),(77 381.69937),(78 382.5801),(79 375.19537),
(1 234.69363),(2 267.5388),(3 284.13412),(4 299.4728),(5 307.86487),(6 318.02448),(7 320.59576),(8 325.44418),(9 330.65347),(10 331.36502),(11 333.4415),(12 334.69128),(13 338.2521),(14 333.05902),(15 336.64417),(16 336.73746),(17 335.63184),(18 338.03668),(19 335.2869),(20 338.5998),(21 341.4503),(22 335.6336),(23 333.8331),(24 331.87177),(25 333.64215),(26 336.11014),(27 337.4908),(28 341.7275),(29 346.2137),(30 351.84738),(31 354.31384),(32 349.42755),(33 348.67914),(34 351.65277),(35 346.99408),(36 351.21307),(37 347.56104),(38 350.61404),(39 356.3219),(40 359.05765),(41 359.54163),(42 360.13242),(43 356.13538),(44 362.23206),(45 366.15866),(46 362.04324),(47 364.84735),(48 363.44812),(49 365.67377),(50 366.55927),(51 363.26706),(52 367.12247),(53 370.14536),(54 370.24106),(55 364.4869),(56 364.50012),(57 363.06644),(58 366.46402),(59 365.729),(60 362.23306),(61 364.93253),(62 369.427),(63 374.77536),(64 373.89896),(65 375.408),(66 375.2101),(67 370.6206),(68 367.5215),(69 367.3914),(70 365.26144),(71 368.51935),(72 365.9085),(73 369.34888),(74 369.633),(75 370.5862),(76 367.6613),(77 371.2916),(78 369.10794),(79 368.0397),
(1 231.19649),(2 268.0776),(3 280.61267),(4 296.91525),(5 302.96814),(6 308.77618),(7 314.27835),(8 315.87506),(9 319.73407),(10 321.66718),(11 327.29276),(12 329.6213),(13 327.7814),(14 331.3563),(15 331.5318),(16 324.18768),(17 331.0915),(18 331.55652),(19 331.4855),(20 331.73703),(21 331.92386),(22 327.3642),(23 329.79605),(24 327.9238),(25 331.88086),(26 333.17044),(27 339.06445),(28 338.23483),(29 338.36615),(30 342.13684),(31 342.00287),(32 346.23322),(33 344.34637),(34 346.60962),(35 346.41534),(36 346.28122),(37 348.7611),(38 349.65598),(39 353.16953),(40 357.3926),(41 356.6785),(42 358.82193),(43 350.01617),(44 358.27863),(45 353.88962),(46 361.07132),(47 356.46072),(48 357.88394),(49 357.76447),(50 363.70203),(51 358.69772),(52 361.84827),(53 361.91992),(54 364.86154),(55 354.6767),(56 358.3256),(57 358.59024),(58 359.58545),(59 363.11478),(60 359.86453),(61 365.34113),(62 367.45248),(63 370.28323),(64 367.82748),(65 370.05142),(66 371.67715),(67 364.83475),(68 361.73395),(69 361.79947),(70 366.53268),(71 368.53705),(72 366.43054),(73 371.98495),(74 370.96884),(75 370.05273),(76 369.98862),(77 375.1784),(78 369.85953),(79 370.11908),
(1 228.41875),(2 265.4679),(3 274.82422),(4 288.0869),(5 296.64417),(6 307.26465),(7 312.13388),(8 314.00073),(9 318.86075),(10 319.54593),(11 320.28177),(12 319.9552),(13 324.67438),(14 323.533),(15 322.71024),(16 320.63617),(17 323.28958),(18 324.1574),(19 325.90985),(20 326.9202),(21 323.45773),(22 320.6611),(23 315.2254),(24 317.9583),(25 322.42743),(26 321.3141),(27 322.01578),(28 325.27042),(29 327.7564),(30 328.2996),(31 335.15198),(32 337.67963),(33 336.45593),(34 336.84326),(35 337.95285),(36 338.88324),(37 342.39233),(38 349.91672),(39 341.7783),(40 349.65042),(41 348.2239),(42 348.893),(43 343.17316),(44 345.82263),(45 345.6627),(46 352.46808),(47 349.99884),(48 353.01794),(49 351.87317),(50 352.59912),(51 354.99243),(52 355.28192),(53 352.63205),(54 355.42615),(55 352.71286),(56 353.07025),(57 353.69095),(58 351.35605),(59 357.92947),(60 352.87595),(61 356.51898),(62 359.65598),(63 360.3463),(64 360.5017),(65 360.32983),(66 360.21896),(67 358.79684),(68 356.8989),(69 352.00534),(70 353.22156),(71 359.24893),(72 353.5464),(73 359.93912),(74 356.07266),(75 357.70847),(76 356.7727),(77 364.8146),(78 359.54193),(79 356.4206),
(1 222.97908),(2 255.39494),(3 271.57312),(4 287.8961),(5 292.42233),(6 305.64554),(7 304.27072),(8 307.8046),(9 314.14868),(10 314.20398),(11 314.82578),(12 315.60522),(13 322.78815),(14 318.00977),(15 319.1513),(16 315.9731),(17 316.2924),(18 317.49197),(19 318.80576),(20 320.11017),(21 320.65424),(22 316.3832),(23 317.6763),(24 315.73645),(25 313.98514),(26 313.31473),(27 319.55835),(28 318.61295),(29 320.89337),(30 323.439),(31 327.862),(32 330.1996),(33 332.3531),(34 331.34732),(35 329.21844),(36 332.31796),(37 334.98196),(38 335.0287),(39 333.71365),(40 341.27982),(41 339.8973),(42 338.02356),(43 339.45862),(44 337.13815),(45 336.4045),(46 341.602),(47 342.29208),(48 351.43774),(49 351.53616),(50 350.25235),(51 347.1344),(52 351.2887),(53 346.572),(54 350.70313),(55 351.25742),(56 350.56314),(57 352.45688),(58 348.5649),(59 349.9015),(60 346.76712),(61 357.75485),(62 356.70746),(63 361.48987),(64 359.57227),(65 360.0165),(66 361.764),(67 360.07172),(68 360.77725),(69 356.5124),(70 358.86462),(71 358.12723),(72 360.83853),(73 361.0156),(74 358.76544),(75 357.211),(76 356.4284),(77 363.71915),(78 362.89868),(79 355.54578),
(1 219.83897),(2 252.00917),(3 264.5271),(4 283.37482),(5 288.66995),(6 302.43262),(7 300.93527),(8 301.43494),(9 302.8982),(10 303.87997),(11 310.2683),(12 306.4789),(13 317.60303),(14 316.0692),(15 316.75388),(16 312.74777),(17 314.4989),(18 313.84024),(19 320.3681),(20 321.07382),(21 323.5612),(22 320.3801),(23 320.3686),(24 316.74503),(25 313.79407),(26 313.4378),(27 319.43637),(28 315.882),(29 321.48584),(30 324.35532),(31 329.49207),(32 333.42148),(33 334.91913),(34 330.4175),(35 334.64172),(36 332.27402),(37 334.84216),(38 337.59677),(39 336.12885),(40 336.95374),(41 333.66833),(42 335.70935),(43 333.0024),(44 330.24265),(45 331.63394),(46 333.37247),(47 336.43353),(48 334.32855),(49 332.6658),(50 334.1973),(51 335.4545),(52 335.76532),(53 338.26132),(54 344.71793),(55 340.6949),(56 340.74313),(57 341.8835),(58 341.47653),(59 343.5821),(60 345.06723),(61 350.86014),(62 347.28326),(63 349.85995),(64 350.43692),(65 353.04688),(66 353.47653),(67 353.88464),(68 353.12558),(69 358.886),(70 349.6452),(71 349.0933),(72 352.15417),(73 355.58963),(74 354.10938),(75 354.00995),(76 353.11026),(77 354.50244),(78 357.9107),(79 354.85388),
(1 219.71811),(2 259.5722),(3 268.77844),(4 285.5853),(5 291.52118),(6 293.2071),(7 298.85638),(8 301.30258),(9 301.9126),(10 306.51544),(11 309.6235),(12 306.62378),(13 315.57968),(14 316.223),(15 313.72452),(16 314.96982),(17 318.42245),(18 319.04605),(19 318.39905),(20 317.94876),(21 317.31888),(22 315.74954),(23 316.40668),(24 309.3902),(25 311.13083),(26 309.66272),(27 317.85672),(28 318.9554),(29 322.68008),(30 322.93683),(31 323.707),(32 328.75244),(33 326.93124),(34 321.53793),(35 320.86005),(36 322.6842),(37 325.00266),(38 332.69565),(39 329.7517),(40 329.8078),(41 331.83325),(42 333.67062),(43 331.78763),(44 333.16843),(45 332.05475),(46 334.04355),(47 336.0541),(48 337.55365),(49 337.34323),(50 340.6803),(51 337.23346),(52 339.50314),(53 341.21298),(54 343.45563),(55 340.35587),(56 343.0141),(57 343.68658),(58 345.89938),(59 352.78867),(60 347.4699),(61 350.88824),(62 351.0618),(63 356.11932),(64 354.55243),(65 352.66418),(66 355.9685),(67 355.3254),(68 358.42853),(69 359.22702),(70 354.5315),(71 354.71844),(72 356.52463),(73 358.26758),(74 358.7714),(75 353.62704),(76 354.91092),(77 358.05295),(78 355.80402),(79 356.13345),
(1 216.76355),(2 249.45758),(3 259.22134),(4 275.4493),(5 282.25473),(6 288.59155),(7 283.8556),(8 289.5057),(9 294.2674),(10 297.88452),(11 294.7325),(12 293.8613),(13 300.021),(14 300.82388),(15 298.9043),(16 299.72894),(17 304.54535),(18 301.62372),(19 301.4152),(20 302.81714),(21 303.09317),(22 300.24597),(23 302.28885),(24 299.09525),(25 302.54843),(26 301.31052),(27 302.23367),(28 305.57767),(29 310.1208),(30 310.71725),(31 311.8169),(32 315.30383),(33 314.21472),(34 314.16565),(35 314.2632),(36 312.91592),(37 313.90576),(38 316.92532),(39 319.52545),(40 320.7522),(41 315.9932),(42 321.05743),(43 317.4384),(44 318.21072),(45 321.2105),(46 322.29758),(47 324.3066),(48 329.72134),(49 324.4681),(50 326.28683),(51 322.07495),(52 327.14313),(53 328.40494),(54 335.1191),(55 332.3821),(56 331.85773),(57 330.99838),(58 334.57407),(59 334.0801),(60 332.954),(61 337.36673),(62 339.99667),(63 342.72876),(64 340.42004),(65 339.94122),(66 339.64188),(67 342.60757),(68 338.4249),(69 345.51822),(70 337.0599),(71 341.7949),(72 337.0864),(73 346.40463),(74 343.82092),(75 343.6304),(76 340.81055),(77 341.80588),(78 343.49063),(79 340.84244),
(1 211.35428),(2 245.1344),(3 255.98108),(4 271.60468),(5 273.12207),(6 281.07367),(7 282.9834),(8 285.69348),(9 288.37195),(10 290.7499),(11 297.37354),(12 295.94214),(13 299.69586),(14 301.1624),(15 298.09613),(16 298.75122),(17 296.92337),(18 298.12665),(19 298.81528),(20 301.58142),(21 300.45038),(22 298.61768),(23 294.37704),(24 294.7215),(25 296.49478),(26 296.40915),(27 301.16742),(28 302.02747),(29 304.56665),(30 305.06204),(31 306.72253),(32 308.7042),(33 309.35336),(34 307.7643),(35 302.70596),(36 304.20544),(37 308.29175),(38 309.28278),(39 312.9316),(40 311.876),(41 312.57544),(42 314.18518),(43 315.7532),(44 318.12244),(45 320.0956),(46 316.99582),(47 324.0115),(48 322.7795),(49 319.81317),(50 321.9899),(51 319.41806),(52 326.05374),(53 324.60565),(54 325.28558),(55 323.56464),(56 321.60034),(57 324.9533),(58 328.91476),(59 334.66794),(60 328.87543),(61 331.23914),(62 336.1149),(63 337.8265),(64 335.9485),(65 334.28958),(66 337.9238),(67 336.64346),(68 330.1695),(69 335.40866),(70 333.00098),(71 333.7095),(72 335.556),(73 332.679),(74 335.00052),(75 336.5718),(76 337.5337),(77 341.24533),(78 339.88153),(79 340.0696),
(1 211.05057),(2 241.39363),(3 255.44777),(4 271.31),(5 273.78784),(6 278.259),(7 284.27127),(8 283.92725),(9 288.63763),(10 290.81277),(11 292.4947),(12 295.48822),(13 298.45032),(14 298.61353),(15 295.5675),(16 296.58087),(17 296.99057),(18 298.0623),(19 295.75296),(20 296.8625),(21 297.41513),(22 293.2667),(23 294.18402),(24 290.647),(25 290.93826),(26 291.00037),(27 294.55206),(28 295.53516),(29 298.69464),(30 300.99573),(31 306.41104),(32 307.17676),(33 302.61844),(34 309.53452),(35 303.57443),(36 305.04895),(37 309.08054),(38 311.60782),(39 311.25064),(40 315.03308),(41 314.28674),(42 312.36368),(43 311.75897),(44 319.3439),(45 321.5491),(46 322.17667),(47 321.9489),(48 326.63058),(49 323.46738),(50 326.1147),(51 321.32925),(52 325.89944),(53 322.08734),(54 321.4851),(55 324.83316),(56 322.71454),(57 327.51123),(58 328.71262),(59 327.5226),(60 326.4544),(61 334.02536),(62 337.91046),(63 337.05435),(64 338.49936),(65 338.12625),(66 337.36572),(67 332.8041),(68 331.19418),(69 332.0455),(70 335.126),(71 336.7462),(72 336.66766),(73 336.6491),(74 336.18567),(75 336.79724),(76 332.871),(77 337.7867),(78 333.3682),(79 334.21152),
(1 205.6558),(2 240.66454),(3 248.90677),(4 262.5125),(5 269.88452),(6 277.02148),(7 279.488),(8 281.34323),(9 283.34912),(10 288.3203),(11 290.2477),(12 292.73938),(13 294.26767),(14 296.50525),(15 294.3237),(16 291.14084),(17 290.8811),(18 293.8821),(19 293.0163),(20 291.1156),(21 291.0719),(22 289.6247),(23 289.24323),(24 288.60446),(25 290.61652),(26 294.1347),(27 300.84756),(28 298.41415),(29 300.76035),(30 301.3629),(31 303.5572),(32 313.12448),(33 308.58963),(34 306.57996),(35 302.21857),(36 309.86072),(37 308.69736),(38 311.3093),(39 310.98822),(40 312.94772),(41 314.37372),(42 312.95856),(43 315.5275),(44 321.78156),(45 320.70316),(46 322.76993),(47 320.29953),(48 323.4581),(49 321.24863),(50 323.26114),(51 320.6494),(52 324.3227),(53 321.66605),(54 330.70844),(55 323.08188),(56 323.6695),(57 321.06805),(58 322.2399),(59 330.16696),(60 324.2342),(61 329.5251),(62 330.63733),(63 335.1394),(64 335.68167),(65 337.5276),(66 341.45502),(67 336.56653),(68 335.22366),(69 337.3788),(70 331.5219),(71 336.73697),(72 337.20798),(73 333.15497),(74 334.43814),(75 332.6519),(76 332.8616),(77 333.81772),(78 328.74805),(79 331.26212),
(1 209.9774),(2 238.91821),(3 250.02556),(4 263.5659),(5 270.19504),(6 276.00528),(7 274.30096),(8 277.46817),(9 283.00745),(10 283.36432),(11 285.72232),(12 287.95914),(13 290.19675),(14 290.9126),(15 291.59882),(16 287.1072),(17 289.3501),(18 288.6716),(19 290.47583),(20 285.64764),(21 290.07962),(22 288.7105),(23 287.38065),(24 288.01178),(25 291.14838),(26 293.07208),(27 298.15204),(28 293.24683),(29 296.9935),(30 299.48206),(31 298.51694),(32 300.4575),(33 300.31763),(34 299.81598),(35 296.07117),(36 301.41956),(37 302.68353),(38 309.23526),(39 307.74615),(40 308.3238),(41 309.27405),(42 308.12213),(43 308.5539),(44 315.49545),(45 309.95486),(46 312.8082),(47 314.9736),(48 313.53485),(49 314.85797),(50 320.27377),(51 315.7934),(52 318.03918),(53 319.73578),(54 320.53482),(55 316.78552),(56 316.82278),(57 317.69357),(58 316.0152),(59 319.2902),(60 321.7085),(61 325.58405),(62 321.7153),(63 325.93735),(64 327.17886),(65 327.49182),(66 328.97708),(67 324.172),(68 325.25107),(69 323.58267),(70 325.64252),(71 322.74857),(72 325.97943),(73 323.9017),(74 324.89682),(75 325.0512),(76 322.40692),(77 322.92807),(78 325.328),(79 325.21283),
(1 201.11179),(2 230.3207),(3 242.28093),(4 253.29826),(5 259.69022),(6 269.34497),(7 271.99255),(8 275.13663),(9 278.3165),(10 275.04114),(11 275.40836),(12 279.6774),(13 280.11328),(14 276.98807),(15 280.22565),(16 277.15628),(17 279.338),(18 274.80713),(19 277.91403),(20 277.16592),(21 280.29037),(22 277.6206),(23 282.24292),(24 281.02005),(25 280.74094),(26 288.242),(27 290.3308),(28 292.2969),(29 290.02237),(30 293.34515),(31 292.92258),(32 296.22556),(33 298.88745),(34 296.77502),(35 295.08145),(36 299.16788),(37 297.87512),(38 303.54794),(39 300.81537),(40 303.43658),(41 301.91403),(42 303.692),(43 299.9066),(44 301.8694),(45 300.47113),(46 301.36157),(47 303.76825),(48 303.87155),(49 306.32755),(50 306.80624),(51 301.52563),(52 304.4729),(53 298.35065),(54 303.2432),(55 300.7572),(56 301.2554),(57 305.09256),(58 308.36295),(59 310.9815),(60 308.1533),(61 310.64877),(62 314.3777),(63 314.4303),(64 318.0261),(65 314.47775),(66 314.00366),(67 310.2717),(68 316.5558),(69 316.16916),(70 313.82855),(71 315.7108),(72 315.46347),(73 314.0237),(74 313.7282),(75 314.72208),(76 317.17264),(77 321.54898),(78 322.29446),(79 320.26025),
(1 198.99637),(2 230.5917),(3 241.97952),(4 252.0698),(5 256.9869),(6 267.0549),(7 267.45868),(8 266.27365),(9 272.3558),(10 270.18698),(11 274.53418),(12 276.07022),(13 273.7901),(14 273.79498),(15 276.06906),(16 275.41165),(17 275.02667),(18 277.01288),(19 274.15192),(20 275.69235),(21 277.84335),(22 273.77924),(23 277.32904),(24 270.15732),(25 275.75937),(26 280.2506),(27 284.2417),(28 285.33978),(29 288.61707),(30 291.20078),(31 294.3757),(32 293.4813),(33 290.71216),(34 290.4556),(35 292.50623),(36 293.28836),(37 294.60898),(38 297.54538),(39 296.07993),(40 296.4335),(41 296.75427),(42 295.60553),(43 296.61816),(44 298.52774),(45 297.69824),(46 302.40192),(47 301.2682),(48 303.93814),(49 303.02274),(50 309.0123),(51 302.44052),(52 303.0723),(53 300.60388),(54 302.27695),(55 301.57114),(56 304.04123),(57 303.36606),(58 304.04138),(59 308.48788),(60 306.89667),(61 311.08652),(62 312.6837),(63 312.98587),(64 312.0205),(65 318.12866),(66 316.69452),(67 315.90244),(68 310.7713),(69 314.58188),(70 311.24734),(71 315.33582),(72 315.2712),(73 317.38727),(74 314.68753),(75 311.4447),(76 315.04584),(77 316.07785),(78 314.92493),(79 316.04138),
