1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 214.82538),(2 299.79437),(3 361.06396),(4 403.02853),(5 437.71884),(6 470.94482),(7 498.39145),(8 531.2653),(9 555.1932),(10 573.0561),(11 582.84247),(12 595.2639),(13 606.7804),(14 618.8707),(15 625.67554),(16 630.2158),(17 641.4198),(18 646.588),(19 653.0762),(20 660.1181),(21 663.4046),(22 668.9243),(23 675.8365),(24 679.9462),(25 685.67456),(26 686.4098),(27 689.3736),(28 689.3912),(29 692.02814),(30 696.1365),(31 698.8005),(32 702.1052),(33 706.2424),(34 710.1972),(35 709.6225),(36 708.7311),(37 705.4532),(38 711.2771),(39 710.3024),(40 712.0187),(41 722.09796),(42 722.7062),(43 717.6773),(44 716.84534),(45 712.3376),(46 713.851),(47 721.0673),(48 723.61755),(49 723.27765),(50 724.99896),(51 729.79095),(52 731.13727),(53 734.7705),(54 736.319),(55 737.58234),(56 734.0417),(57 734.822),(58 738.2781),(59 742.8057),(60 743.57904),(61 747.68066),(62 746.95276),(63 757.9443),(64 760.0041),(65 759.5726),(66 760.93884),(67 758.9786),(68 759.5384),(69 764.11945),(70 770.6532),(71 768.7445),(72 766.31757),(73 771.8384),(74 773.7544),(75 772.7189),(76 762.3688),(77 765.25464),(78 768.053),(79 767.9289),
(1 214.9695),(2 299.7615),(3 360.53857),(4 397.2816),(5 430.8111),(6 461.00165),(7 487.2813),(8 513.9882),(9 536.5671),(10 554.3034),(11 562.32855),(12 571.9848),(13 578.9493),(14 587.53894),(15 593.45355),(16 595.4199),(17 605.5358),(18 610.28253),(19 616.60876),(20 621.5895),(21 629.0753),(22 636.03156),(23 635.7548),(24 644.6521),(25 651.2433),(26 652.6926),(27 661.945),(28 670.40875),(29 672.785),(30 675.57574),(31 679.0501),(32 684.07947),(33 689.0656),(34 693.31775),(35 696.0029),(36 699.87604),(37 699.33185),(38 695.1362),(39 699.4395),(40 697.0956),(41 702.21796),(42 699.2017),(43 697.218),(44 698.1532),(45 702.1564),(46 701.9962),(47 705.31287),(48 708.5636),(49 707.266),(50 707.6377),(51 714.13184),(52 717.9509),(53 718.7797),(54 721.54034),(55 721.3512),(56 721.079),(57 717.9594),(58 720.89844),(59 724.5101),(60 724.57294),(61 726.4181),(62 730.18994),(63 733.53174),(64 734.67706),(65 732.6734),(66 734.3553),(67 734.6262),(68 731.3171),(69 725.6519),(70 730.47534),(71 728.7306),(72 726.4132),(73 728.42114),(74 730.0149),(75 732.50116),(76 735.39215),(77 736.8466),(78 735.9832),(79 737.8468),
(1 208.72334),(2 294.6168),(3 354.09097),(4 387.11566),(5 417.27075),(6 445.03043),(7 472.43735),(8 504.0408),(9 524.54584),(10 544.93884),(11 559.24164),(12 573.7563),(13 580.70984),(14 589.20844),(15 599.09875),(16 607.925),(17 613.38934),(18 623.46747),(19 626.8771),(20 632.94965),(21 645.0608),(22 649.92194),(23 643.88025),(24 648.94086),(25 655.9525),(26 660.6597),(27 665.0832),(28 668.6237),(29 671.97473),(30 676.5835),(31 673.4304),(32 679.31525),(33 679.13116),(34 682.0032),(35 682.886),(36 683.69995),(37 684.19543),(38 681.85925),(39 685.34894),(40 685.4357),(41 691.413),(42 695.3995),(43 688.9047),(44 687.7457),(45 691.4739),(46 697.0492),(47 700.8145),(48 701.7008),(49 707.221),(50 703.5491),(51 709.8146),(52 717.2289),(53 709.82056),(54 712.2193),(55 712.2859),(56 710.4838),(57 707.2705),(58 711.31494),(59 714.63135),(60 717.5899),(61 715.6896),(62 718.4217),(63 722.92865),(64 725.41095),(65 725.3472),(66 725.1739),(67 723.7759),(68 724.0544),(69 722.54486),(70 722.4507),(71 719.7874),(72 718.10504),(73 720.5459),(74 720.87695),(75 726.51556),(76 732.8392),(77 730.393),(78 732.9825),(79 730.7925),
(1 206.41582),(2 286.9419),(3 344.88577),(4 382.41443),(5 415.6886),(6 438.0459),(7 458.06927),(8 486.39136),(9 505.61945),(10 524.534),(11 535.2588),(12 547.3547),(13 552.71326),(14 564.5212),(15 572.8929),(16 578.0377),(17 586.2746),(18 595.29645),(19 604.8616),(20 610.174),(21 617.6124),(22 620.811),(23 624.3394),(24 625.37933),(25 630.67694),(26 628.4154),(27 634.2021),(28 635.1006),(29 633.94696),(30 632.76495),(31 629.8255),(32 631.6299),(33 633.9154),(34 631.5934),(35 632.5966),(36 630.13446),(37 630.2639),(38 628.2704),(39 634.4277),(40 634.267),(41 640.1607),(42 643.0825),(43 640.30316),(44 637.31665),(45 639.30396),(46 643.9035),(47 642.63873),(48 642.71893),(49 650.35297),(50 652.90137),(51 659.3801),(52 664.3052),(53 665.9746),(54 668.96014),(55 673.51886),(56 676.6928),(57 683.08997),(58 692.63226),(59 696.69525),(60 698.954),(61 701.0246),(62 703.56866),(63 709.50714),(64 711.59204),(65 711.1629),(66 712.15717),(67 713.15247),(68 714.4211),(69 723.1811),(70 726.51526),(71 723.38324),(72 722.8064),(73 725.98914),(74 728.16315),(75 729.5304),(76 737.53815),(77 736.2909),(78 735.9358),(79 737.9123),
(1 203.93083),(2 285.12115),(3 342.07028),(4 380.64084),(5 415.29562),(6 440.97876),(7 463.76166),(8 496.51868),(9 518.47314),(10 538.4828),(11 550.1003),(12 564.64954),(13 577.1239),(14 591.1953),(15 602.2212),(16 608.0148),(17 616.9685),(18 622.3157),(19 629.51843),(20 633.4003),(21 640.9689),(22 648.69006),(23 651.03253),(24 656.6776),(25 659.5637),(26 663.51764),(27 666.74054),(28 666.85876),(29 665.0718),(30 662.60925),(31 665.24365),(32 671.5091),(33 678.1207),(34 675.0661),(35 672.52686),(36 675.2918),(37 674.55365),(38 672.211),(39 676.076),(40 668.8914),(41 669.6624),(42 668.6309),(43 666.2764),(44 667.43933),(45 667.7336),(46 674.0096),(47 679.3864),(48 667.5381),(49 674.199),(50 677.1509),(51 684.7548),(52 689.34094),(53 687.16656),(54 693.77313),(55 694.19214),(56 695.04553),(57 699.35785),(58 706.2259),(59 708.6627),(60 708.58575),(61 709.63495),(62 710.17426),(63 717.06036),(64 711.04565),(65 708.818),(66 708.53577),(67 709.212),(68 713.82654),(69 718.9289),(70 719.5631),(71 720.686),(72 719.8407),(73 718.5906),(74 723.4142),(75 724.5051),(76 730.5722),(77 730.89746),(78 731.5129),(79 730.0217),
(1 199.33167),(2 279.3261),(3 337.05035),(4 374.75946),(5 404.36053),(6 426.61124),(7 448.6804),(8 481.32785),(9 499.54865),(10 516.4725),(11 533.68677),(12 546.86194),(13 555.9171),(14 567.9095),(15 577.6445),(16 582.4058),(17 587.60034),(18 592.5607),(19 600.7538),(20 603.78644),(21 605.6793),(22 609.7977),(23 609.2633),(24 612.0685),(25 624.5964),(26 627.29156),(27 633.195),(28 632.3302),(29 631.0015),(30 630.4119),(31 632.57465),(32 644.24066),(33 648.6237),(34 649.10095),(35 649.7269),(36 653.65063),(37 653.8314),(38 652.5931),(39 654.8801),(40 650.965),(41 650.66223),(42 655.6494),(43 655.6945),(44 657.1597),(45 663.6522),(46 670.36273),(47 670.8733),(48 673.85925),(49 680.5286),(50 679.0198),(51 681.5967),(52 684.5616),(53 679.4013),(54 681.7464),(55 680.247),(56 682.98364),(57 683.6453),(58 685.08044),(59 687.93896),(60 691.9979),(61 693.4363),(62 694.3655),(63 704.07),(64 705.24927),(65 707.2749),(66 704.5709),(67 703.3313),(68 701.4048),(69 701.7021),(70 702.1286),(71 701.8977),(72 704.2516),(73 707.309),(74 714.0624),(75 716.31824),(76 721.621),(77 726.9074),(78 727.3505),(79 729.54),
(1 200.54973),(2 277.74802),(3 330.83694),(4 369.0006),(5 398.26038),(6 421.64404),(7 446.79105),(8 480.84784),(9 500.26712),(10 518.12714),(11 532.7875),(12 546.005),(13 550.77094),(14 562.42645),(15 572.64716),(16 575.8695),(17 583.8353),(18 587.6457),(19 593.6226),(20 597.7033),(21 601.60046),(22 604.9652),(23 607.0818),(24 610.95667),(25 611.6361),(26 618.25995),(27 622.9933),(28 623.9339),(29 626.88477),(30 626.70013),(31 625.92395),(32 631.7115),(33 636.3451),(34 635.99634),(35 637.7625),(36 638.4074),(37 642.2489),(38 647.2883),(39 649.24396),(40 647.9711),(41 648.86273),(42 648.6301),(43 652.8109),(44 655.0738),(45 656.151),(46 659.9507),(47 660.0191),(48 662.6373),(49 665.48816),(50 669.1828),(51 670.7161),(52 675.14185),(53 676.2527),(54 674.2811),(55 675.2575),(56 679.5962),(57 680.5353),(58 681.82916),(59 680.9305),(60 685.11346),(61 687.688),(62 686.1924),(63 687.70056),(64 687.75977),(65 689.43054),(66 693.1425),(67 694.5043),(68 696.6104),(69 695.681),(70 695.75964),(71 693.08307),(72 695.67255),(73 691.74994),(74 696.6789),(75 698.7976),(76 700.4323),(77 701.48816),(78 701.211),(79 705.8508),
(1 198.78319),(2 279.32825),(3 337.03064),(4 373.12897),(5 408.01743),(6 428.847),(7 451.9424),(8 484.45663),(9 507.5075),(10 524.4989),(11 542.2473),(12 552.4848),(13 565.1891),(14 573.83813),(15 582.8597),(16 587.7073),(17 596.5716),(18 597.80505),(19 604.6605),(20 610.0215),(21 614.0355),(22 615.7405),(23 624.49884),(24 629.3291),(25 631.51996),(26 638.0935),(27 644.9978),(28 651.12164),(29 652.58093),(30 645.98846),(31 646.0941),(32 652.20264),(33 654.9175),(34 652.83105),(35 655.82654),(36 654.7401),(37 655.0274),(38 659.6958),(39 665.24036),(40 666.5791),(41 664.8807),(42 660.26385),(43 664.5295),(44 661.1485),(45 666.0934),(46 670.40247),(47 669.75806),(48 669.3168),(49 674.6253),(50 677.2703),(51 684.82227),(52 692.6975),(53 689.7192),(54 691.74646),(55 690.0799),(56 690.6035),(57 694.4779),(58 699.6182),(59 704.8337),(60 707.15814),(61 713.63434),(62 715.82886),(63 721.7025),(64 720.39844),(65 722.4878),(66 721.7615),(67 723.14825),(68 725.9075),(69 725.9556),(70 726.2268),(71 729.455),(72 727.06665),(73 730.0322),(74 730.4082),(75 734.14374),(76 730.60596),(77 735.2392),(78 737.0121),(79 737.3378),
(1 193.04312),(2 271.1466),(3 326.90042),(4 363.22946),(5 396.33798),(6 416.8815),(7 442.4693),(8 472.91956),(9 497.0253),(10 513.70593),(11 527.12036),(12 536.90454),(13 545.39636),(14 552.7235),(15 558.0772),(16 565.1377),(17 574.02515),(18 580.0409),(19 587.7106),(20 594.62775),(21 597.52875),(22 600.46246),(23 607.4945),(24 608.7912),(25 614.10736),(26 618.93445),(27 627.0506),(28 631.0743),(29 635.197),(30 635.47675),(31 636.7392),(32 639.0716),(33 640.89905),(34 642.956),(35 644.2536),(36 642.4325),(37 644.1636),(38 640.73785),(39 644.46515),(40 643.3097),(41 641.91595),(42 638.1165),(43 637.8854),(44 640.57086),(45 643.7),(46 641.83417),(47 638.42053),(48 639.187),(49 646.24805),(50 648.48956),(51 654.30865),(52 662.0791),(53 655.5007),(54 655.37787),(55 658.80023),(56 658.3076),(57 658.71655),(58 661.0515),(59 665.95123),(60 664.9116),(61 668.4999),(62 671.23157),(63 677.529),(64 676.58673),(65 681.51447),(66 682.8023),(67 684.5638),(68 679.27515),(69 684.88416),(70 688.05396),(71 688.4501),(72 689.5615),(73 691.95575),(74 699.9545),(75 706.9976),(76 705.49536),(77 704.54816),(78 709.2851),(79 713.41144),
(1 193.16481),(2 269.68155),(3 321.45844),(4 355.40106),(5 388.54175),(6 412.1461),(7 435.5709),(8 465.6364),(9 482.55902),(10 502.82315),(11 515.34283),(12 527.0955),(13 537.6927),(14 544.13446),(15 553.05),(16 556.7085),(17 566.0647),(18 570.0112),(19 579.5043),(20 584.5794),(21 591.59705),(22 594.5914),(23 594.4565),(24 594.45557),(25 596.971),(26 604.1316),(27 603.6646),(28 607.21204),(29 612.9925),(30 612.2709),(31 615.3222),(32 622.512),(33 627.0732),(34 627.55853),(35 630.51025),(36 631.7454),(37 634.6678),(38 635.0232),(39 643.24426),(40 644.59814),(41 650.5441),(42 648.7473),(43 648.9387),(44 648.5531),(45 648.6397),(46 652.49097),(47 651.50775),(48 655.9078),(49 662.2707),(50 660.0624),(51 669.3006),(52 676.79004),(53 676.90393),(54 677.01843),(55 678.3158),(56 676.04266),(57 673.6382),(58 677.32745),(59 678.97235),(60 678.2778),(61 682.6945),(62 682.7134),(63 683.4831),(64 683.9957),(65 682.2061),(66 680.7366),(67 681.92236),(68 678.9287),(69 684.02704),(70 685.6507),(71 686.1773),(72 688.36725),(73 691.91187),(74 692.6198),(75 693.80927),(76 692.69354),(77 692.9171),(78 691.1438),(79 694.8931),
(1 189.87807),(2 262.1319),(3 317.91464),(4 350.77628),(5 378.07907),(6 398.3021),(7 420.99133),(8 446.2437),(9 464.0776),(10 480.06323),(11 493.3344),(12 506.16425),(13 519.4302),(14 526.96875),(15 537.93427),(16 541.80725),(17 550.9115),(18 553.98975),(19 561.9012),(20 565.5584),(21 571.6703),(22 576.84045),(23 580.61694),(24 585.0963),(25 588.2215),(26 596.77264),(27 598.8047),(28 603.71686),(29 608.9594),(30 610.06006),(31 612.66003),(32 614.2645),(33 620.342),(34 624.33923),(35 625.34784),(36 622.5168),(37 622.636),(38 622.3308),(39 623.9031),(40 624.41736),(41 621.0715),(42 622.3019),(43 624.27216),(44 621.7628),(45 623.3066),(46 627.57153),(47 625.6935),(48 627.07214),(49 624.6575),(50 623.69434),(51 631.99786),(52 638.1902),(53 639.175),(54 638.96606),(55 641.193),(56 643.26135),(57 642.70557),(58 648.6997),(59 651.3516),(60 652.60675),(61 654.928),(62 660.15405),(63 661.736),(64 661.6065),(65 663.21655),(66 662.42975),(67 658.0238),(68 657.3827),(69 659.5015),(70 654.00507),(71 653.45184),(72 652.0576),(73 648.88556),(74 650.3031),(75 649.2967),(76 651.90765),(77 650.3293),(78 646.6303),(79 645.9933),
(1 188.86484),(2 261.35593),(3 311.0104),(4 346.90768),(5 375.70886),(6 397.36972),(7 416.644),(8 450.73105),(9 464.9811),(10 482.40442),(11 492.33646),(12 502.7684),(13 515.26514),(14 521.93896),(15 532.84204),(16 538.2558),(17 544.2841),(18 545.8894),(19 554.94904),(20 557.95245),(21 560.7417),(22 568.36475),(23 576.3736),(24 582.24896),(25 588.5211),(26 595.0064),(27 598.82764),(28 602.7134),(29 603.57007),(30 606.1254),(31 602.3861),(32 607.92145),(33 612.9177),(34 614.7097),(35 613.7123),(36 616.3551),(37 620.0099),(38 617.42145),(39 617.8677),(40 611.92017),(41 612.9088),(42 611.4228),(43 617.22894),(44 618.9403),(45 620.368),(46 623.0951),(47 628.93445),(48 631.012),(49 632.9173),(50 637.9698),(51 645.7472),(52 655.4009),(53 658.7843),(54 659.6648),(55 662.46545),(56 669.6418),(57 668.9375),(58 676.3414),(59 684.1649),(60 687.8542),(61 689.8722),(62 691.00464),(63 694.1058),(64 695.7104),(65 700.29626),(66 700.80096),(67 701.0449),(68 697.3379),(69 700.5493),(70 697.436),(71 696.14435),(72 700.5817),(73 699.4764),(74 700.26855),(75 702.70715),(76 702.0385),(77 700.7475),(78 698.89124),(79 701.4322),
(1 186.79472),(2 260.35458),(3 312.50946),(4 346.04578),(5 373.27704),(6 398.27704),(7 416.01694),(8 444.50946),(9 461.3596),(10 473.69427),(11 487.84952),(12 499.85495),(13 513.86383),(14 517.7946),(15 528.13544),(16 534.20557),(17 539.36383),(18 544.1805),(19 555.5387),(20 558.99615),(21 559.7026),(22 568.0124),(23 572.3423),(24 580.86945),(25 581.21136),(26 584.401),(27 588.1433),(28 590.1804),(29 587.0828),(30 588.6727),(31 591.56836),(32 593.83203),(33 600.3264),(34 603.3719),(35 603.4413),(36 604.13544),(37 604.13855),(38 609.94055),(39 609.45953),(40 607.9718),(41 611.5982),(42 610.29877),(43 613.09576),(44 618.44104),(45 621.01117),(46 625.2881),(47 629.4824),(48 629.8719),(49 632.6794),(50 633.15063),(51 641.2565),(52 643.9124),(53 646.6083),(54 646.1254),(55 655.3595),(56 659.9574),(57 656.0811),(58 661.79156),(59 671.7616),(60 676.4787),(61 674.68066),(62 677.0776),(63 680.8884),(64 681.4922),(65 682.7629),(66 683.00964),(67 685.25696),(68 682.39294),(69 681.5161),(70 680.55634),(71 681.7601),(72 686.8923),(73 682.59546),(74 686.13574),(75 688.79626),(76 694.488),(77 689.42706),(78 687.57697),(79 687.7399),
(1 184.24542),(2 258.12363),(3 308.10013),(4 341.81293),(5 370.59647),(6 395.46082),(7 412.45367),(8 437.68707),(9 457.3077),(10 474.6562),(11 488.84357),(12 499.824),(13 514.02386),(14 521.9505),(15 531.1571),(16 540.1945),(17 544.7847),(18 547.2324),(19 551.2814),(20 556.6515),(21 559.829),(22 563.0676),(23 568.28827),(24 571.82666),(25 571.53357),(26 573.71643),(27 577.5936),(28 581.0689),(29 580.8091),(30 583.956),(31 582.65393),(32 586.3526),(33 588.0695),(34 587.43616),(35 590.5827),(36 586.9085),(37 588.25616),(38 592.6721),(39 594.11646),(40 596.784),(41 599.0698),(42 600.4344),(43 600.7722),(44 604.9181),(45 606.51666),(46 608.15375),(47 609.9111),(48 611.3323),(49 616.1955),(50 616.8657),(51 622.78156),(52 626.2514),(53 629.2168),(54 633.5825),(55 630.55316),(56 634.2872),(57 631.3347),(58 635.4502),(59 637.6779),(60 637.90344),(61 634.8366),(62 639.7724),(63 642.34845),(64 646.34705),(65 641.8687),(66 640.0585),(67 641.3073),(68 646.0532),(69 650.27344),(70 649.07495),(71 652.077),(72 656.9374),(73 657.8075),(74 659.53125),(75 659.69275),(76 661.4409),(77 660.08093),(78 660.8039),(79 660.70685),
(1 181.86388),(2 256.07822),(3 306.08258),(4 339.69763),(5 367.39722),(6 390.14554),(7 409.03928),(8 433.0898),(9 449.54666),(10 465.5944),(11 473.83203),(12 486.25046),(13 496.82324),(14 503.43082),(15 514.6964),(16 523.6861),(17 530.4163),(18 533.1995),(19 537.6665),(20 542.0637),(21 544.8074),(22 544.0891),(23 552.577),(24 554.7225),(25 557.94415),(26 562.50476),(27 562.63025),(28 567.7518),(29 570.136),(30 571.9561),(31 574.2648),(32 574.4304),(33 578.92084),(34 582.86426),(35 582.5599),(36 582.33154),(37 583.0669),(38 584.0802),(39 586.7909),(40 589.69476),(41 589.3554),(42 587.52295),(43 586.5119),(44 587.4498),(45 588.7575),(46 591.84534),(47 596.1764),(48 597.9014),(49 602.96344),(50 607.3733),(51 614.0816),(52 615.4513),(53 615.14923),(54 617.7958),(55 616.57825),(56 618.1002),(57 618.6716),(58 622.422),(59 625.1925),(60 623.07825),(61 623.8543),(62 626.0037),(63 629.7123),(64 628.36053),(65 628.2852),(66 626.69574),(67 625.43353),(68 623.27374),(69 629.38794),(70 632.96484),(71 634.658),(72 636.30444),(73 636.59503),(74 642.0027),(75 643.5922),(76 642.4979),(77 640.77454),(78 645.8342),(79 649.53613),
(1 178.04294),(2 244.39561),(3 293.1796),(4 324.79575),(5 353.86725),(6 376.4218),(7 394.34854),(8 418.3082),(9 435.18027),(10 451.16574),(11 461.27975),(12 472.60428),(13 484.5018),(14 489.87375),(15 501.2504),(16 509.00528),(17 515.2823),(18 521.16034),(19 524.7637),(20 529.5592),(21 533.0209),(22 537.91205),(23 541.371),(24 545.3378),(25 549.637),(26 549.24567),(27 555.3482),(28 558.7589),(29 559.99603),(30 566.0017),(31 566.0344),(32 564.4313),(33 570.5994),(34 572.00696),(35 572.204),(36 571.0211),(37 571.9888),(38 568.5984),(39 572.7234),(40 571.7042),(41 576.15656),(42 569.839),(43 568.2641),(44 571.8119),(45 571.6288),(46 572.0644),(47 573.3664),(48 572.90027),(49 577.6067),(50 580.39154),(51 585.35986),(52 586.0518),(53 585.9019),(54 591.03094),(55 588.6427),(56 589.1628),(57 591.48535),(58 594.4874),(59 596.0678),(60 597.20264),(61 597.5026),(62 599.8261),(63 607.1453),(64 607.8342),(65 613.62573),(66 612.9559),(67 614.54663),(68 614.9952),(69 615.9992),(70 616.6487),(71 615.7497),(72 617.0213),(73 615.732),(74 621.01044),(75 618.0628),(76 617.9443),(77 618.9778),(78 620.47284),(79 622.08704),
(1 180.90442),(2 246.39),(3 295.23822),(4 328.83286),(5 355.63803),(6 376.5327),(7 396.11172),(8 417.59335),(9 432.13922),(10 451.09),(11 463.21588),(12 475.21613),(13 487.6924),(14 494.46692),(15 504.7108),(16 512.40894),(17 512.1627),(18 516.1096),(19 520.3201),(20 525.5818),(21 530.3668),(22 532.9168),(23 537.7801),(24 542.2121),(25 546.65454),(26 547.8931),(27 556.47577),(28 560.1786),(29 564.25),(30 570.0921),(31 568.22125),(32 571.2496),(33 572.3757),(34 572.7511),(35 577.64044),(36 573.7651),(37 573.996),(38 579.96326),(39 585.26624),(40 580.5968),(41 586.2873),(42 587.01355),(43 585.2612),(44 587.99005),(45 591.29913),(46 591.763),(47 590.29767),(48 593.0333),(49 595.6862),(50 600.1648),(51 606.45654),(52 609.2103),(53 609.8788),(54 612.3013),(55 614.30896),(56 614.7032),(57 617.35754),(58 621.01355),(59 622.1551),(60 623.54047),(61 626.0378),(62 628.3129),(63 630.8328),(64 628.40247),(65 629.3719),(66 627.7598),(67 628.6904),(68 632.3833),(69 638.41986),(70 634.0807),(71 627.82764),(72 629.0543),(73 625.16144),(74 624.3038),(75 621.4378),(76 616.97797),(77 616.9518),(78 615.749),(79 615.7359),
(1 174.06297),(2 241.25627),(3 291.15796),(4 323.30283),(5 355.09482),(6 378.05444),(7 399.4102),(8 424.69327),(9 439.08237),(10 455.04547),(11 463.7084),(12 479.29218),(13 487.71448),(14 494.30606),(15 503.08755),(16 510.01398),(17 515.8598),(18 521.5878),(19 530.4027),(20 536.0936),(21 538.8903),(22 542.33246),(23 546.56323),(24 550.68274),(25 553.3582),(26 556.68854),(27 560.4918),(28 566.9164),(29 570.2878),(30 573.2603),(31 575.4887),(32 579.3404),(33 580.2151),(34 581.60254),(35 583.6033),(36 584.2711),(37 586.35944),(38 590.9223),(39 592.2525),(40 593.7337),(41 598.46906),(42 601.34015),(43 597.9898),(44 605.83777),(45 606.61035),(46 612.2388),(47 610.9962),(48 613.1885),(49 614.4043),(50 614.7738),(51 615.9958),(52 617.23517),(53 615.12665),(54 622.0453),(55 625.5537),(56 622.0252),(57 622.57495),(58 625.48035),(59 629.9903),(60 629.5468),(61 633.2988),(62 629.82556),(63 634.77124),(64 634.0237),(65 640.11304),(66 638.3799),(67 642.0202),(68 639.4111),(69 642.5062),(70 643.27826),(71 640.2831),(72 642.6053),(73 642.52277),(74 642.4265),(75 642.7926),(76 636.8105),(77 637.6028),(78 637.19464),(79 640.4577),
(1 172.22984),(2 236.48003),(3 285.64417),(4 319.8324),(5 349.4116),(6 368.7372),(7 386.63388),(8 409.35083),(9 424.6581),(10 442.36252),(11 450.50534),(12 460.17642),(13 470.6969),(14 475.1463),(15 485.4719),(16 490.38177),(17 496.31522),(18 503.23834),(19 509.89465),(20 517.1841),(21 520.7039),(22 525.51306),(23 526.5871),(24 531.0736),(25 537.9631),(26 541.17065),(27 545.55347),(28 550.915),(29 552.9067),(30 550.66064),(31 554.20123),(32 559.98975),(33 562.4696),(34 561.7162),(35 561.23505),(36 561.34265),(37 564.3762),(38 565.6137),(39 571.77356),(40 570.6606),(41 572.34863),(42 572.878),(43 570.33984),(44 572.4925),(45 573.342),(46 578.14777),(47 574.41956),(48 579.32513),(49 584.7855),(50 590.567),(51 591.2148),(52 593.3518),(53 591.58484),(54 597.3581),(55 597.2614),(56 598.50055),(57 602.3984),(58 603.9387),(59 604.27405),(60 602.1895),(61 601.83203),(62 603.0888),(63 607.5575),(64 609.05035),(65 610.31134),(66 611.81256),(67 615.4396),(68 615.58954),(69 617.81885),(70 616.25433),(71 614.1695),(72 615.20807),(73 616.72394),(74 619.86896),(75 622.16235),(76 621.4496),(77 624.3714),(78 626.882),(79 626.36804),
