1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 112273.336),(2 400510.1),(3 830002.2),(4 1374749.1),(5 2031796),(6 2776146),(7 3599654),(8 4501152),(9 5458514.5),(10 6488553.5),(11 7593072),(12 8785651),(13 9985285),(14 11244196),(15 12631297),(16 14054553),(17 15449356),(18 17087206),(19 18567516),(20 20079584),(21 21509238),(22 22954838),(23 24435224),(24 26002310),(25 27499032),(26 29083216),(27 30727008),(28 32307326),(29 33814556),(30 35283076),(31 36713676),(32 38186150),(33 39634612),(34 41020236),(35 42428100),(36 43745036),(37 44892988),(38 46039996),(39 47093470),(40 48187090),(41 49224132),(42 50255964),(43 51322676),(44 52440044),(45 53488640),(46 54504972),(47 55480944),(48 56514372),(49 57348612),(50 58242868),(51 59222868),(52 60218644),(53 61124130),(54 62025364),(55 62842172),(56 63472660),(57 63941980),(58 64435520),(59 64983460),(60 65515824),(61 65995652),(62 66649636),(63 67323960),(64 68090280),(65 68761310),(66 69502090),(67 70350020),(68 71225270),(69 71975030),(70 72675256),(71 73490856),(72 74367120),(73 75151670),(74 75898290),(75 76632340),(76 77345760),(77 77991270),(78 78880264),(79 79687120),
(1 67998.56),(2 151294.25),(3 186629.03),(4 203226.45),(5 218113.05),(6 228510.84),(7 237431.61),(8 243876.75),(9 242072.84),(10 239484.64),(11 245000.8),(12 252662.61),(13 256692.2),(14 256291.64),(15 256958.14),(16 255618.47),(17 252262.72),(18 259477.86),(19 266356.34),(20 272522.63),(21 279866.9),(22 281604.78),(23 279644.44),(24 278531.3),(25 282139.44),(26 281103),(27 274943.8),(28 270461.22),(29 270409),(30 269436.13),(31 271902.1),(32 272536.13),(33 267276.44),(34 262692.3),(35 262773.3),(36 262321.97),(37 259289.2),(38 259048.52),(39 260471.25),(40 255753.86),(41 247762.14),(42 245299.45),(43 246587.13),(44 250451.28),(45 252438.3),(46 255160.8),(47 257505.7),(48 260064.64),(49 256324.88),(50 256298.77),(51 261581.63),(52 265424.2),(53 264560.7),(54 264250.8),(55 264708.5),(56 261498.1),(57 258552.84),(58 260483.5),(59 265335.1),(60 269565.9),(61 271052.47),(62 270595.25),(63 267666.06),(64 264561.9),(65 261881.28),(66 262101.39),(67 261126.17),(68 262066.84),(69 260636.47),(70 258693.63),(71 254947.88),(72 248181.53),(73 245159.05),(74 247400.1),(75 249488.8),(76 246089.58),(77 245627.95),(78 252336.25),(79 258189.66),
(1 66249.32),(2 147568.16),(3 184226.75),(4 201121.36),(5 212746.78),(6 223695.1),(7 230691.78),(8 231321.36),(9 228326.98),(10 222414.81),(11 223966.44),(12 229576.44),(13 233965.97),(14 235841.98),(15 236232.64),(16 235617.45),(17 237086.44),(18 246723.83),(19 255310.97),(20 261307.02),(21 260725.47),(22 261755.27),(23 261864.3),(24 261929.25),(25 265837.3),(26 264326.78),(27 258507.88),(28 256815.55),(29 256898.22),(30 255025.36),(31 254441.52),(32 255051.17),(33 253211.06),(34 250218.25),(35 247793.22),(36 247619.36),(37 247193.2),(38 245976.36),(39 248079.78),(40 246715.81),(41 239616.7),(42 234428.48),(43 234685.11),(44 239995.22),(45 243215.38),(46 242680.03),(47 243932.72),(48 248144.67),(49 247278.16),(50 242023),(51 238743.88),(52 243445.02),(53 249755.56),(54 253463.03),(55 254397.19),(56 249058.1),(57 243543.48),(58 244334.25),(59 249220.92),(60 250418.33),(61 251815.19),(62 251650.36),(63 250591.36),(64 249002.66),(65 243902.33),(66 241791.38),(67 240601.19),(68 239445.44),(69 239172.78),(70 240414.73),(71 237874.27),(72 236382.55),(73 242419.73),(74 248298.8),(75 247586.36),(76 247027.88),(77 251659.08),(78 255329.92),(79 258809.08),
(1 62603.164),(2 138841.02),(3 170191.22),(4 185666.42),(5 197379.86),(6 205932.42),(7 213601.27),(8 218624.14),(9 215465.36),(10 213134.33),(11 218832.44),(12 224356.2),(13 231032.39),(14 233428.72),(15 232103.88),(16 230482.83),(17 232865.03),(18 237447.69),(19 239446.83),(20 234119.88),(21 233113.08),(22 235179.66),(23 236278.63),(24 239367.36),(25 245992.84),(26 248270.14),(27 248913.5),(28 250180.28),(29 247724.97),(30 245712.19),(31 244796.31),(32 243785.5),(33 243087.28),(34 239077.22),(35 240368.22),(36 242459.72),(37 239789.14),(38 238566.34),(39 241178.39),(40 242082.77),(41 240558.02),(42 239655.69),(43 240708.13),(44 241692.25),(45 241456.66),(46 239084.39),(47 242508.94),(48 248623.22),(49 250381.48),(50 246218.97),(51 247061.06),(52 251349.33),(53 253455.3),(54 253741.3),(55 251846.5),(56 250642.63),(57 247644.88),(58 247022.83),(59 245337.44),(60 244234.7),(61 245438.88),(62 243337.44),(63 237839.75),(64 234606.94),(65 234433.94),(66 232932.88),(67 232345.13),(68 231303.86),(69 233872.6),(70 237279.34),(71 237959.44),(72 238204.94),(73 236095.05),(74 233038.31),(75 228805.14),(76 226404.39),(77 227012.67),(78 227271.94),(79 232178.63),
(1 58576.754),(2 131114.2),(3 164977.16),(4 178524.44),(5 190949.16),(6 203359.75),(7 209695.69),(8 213850.67),(9 215020.36),(10 213897.16),(11 216875.4),(12 222758.81),(13 227689.9),(14 232990.44),(15 236064.45),(16 237757.4),(17 238018.95),(18 236143.53),(19 232655.55),(20 229313.92),(21 226758.84),(22 226662.42),(23 230975.98),(24 233911.84),(25 235269.1),(26 237390.2),(27 238110.31),(28 237661.7),(29 238100.31),(30 239642.22),(31 239804.23),(32 240152.84),(33 234047.86),(34 231058.83),(35 230525.28),(36 230428.6),(37 231863.1),(38 232562.13),(39 233014.58),(40 231930.45),(41 233447.92),(42 234919.25),(43 233447.7),(44 229553.66),(45 227630.5),(46 228573.42),(47 230595.84),(48 232800.81),(49 233387.7),(50 230977.23),(51 232304.84),(52 237198.64),(53 240612.67),(54 238945.58),(55 238051.69),(56 238156.88),(57 237945.19),(58 239700.5),(59 242713.47),(60 243819.8),(61 243974.1),(62 240844.64),(63 234200.55),(64 229504.64),(65 228126.17),(66 223998.81),(67 222130.61),(68 222330.66),(69 225327.56),(70 226661.83),(71 226742.16),(72 223543.84),(73 220942.25),(74 220364.05),(75 215856.36),(76 211725.23),(77 209560.2),(78 212580.34),(79 218438.14),
(1 60172.13),(2 134446.67),(3 167504.14),(4 180606.34),(5 189132.5),(6 199986.25),(7 207688.22),(8 212568.88),(9 215213.03),(10 216989.06),(11 219372.28),(12 219938.03),(13 219555.56),(14 221139.69),(15 224461.88),(16 226760.42),(17 225269.27),(18 224514.55),(19 226930.83),(20 226324.33),(21 225705.9),(22 229036),(23 232204.28),(24 233060.9),(25 232919.77),(26 231131.27),(27 230953.14),(28 228144.4),(29 226899.64),(30 230508.67),(31 230577.36),(32 228968.7),(33 224019.78),(34 222059.27),(35 220917.19),(36 220253.22),(37 220110.92),(38 219327.89),(39 217655.39),(40 218286.14),(41 219660.48),(42 220825.69),(43 222969.02),(44 223071.5),(45 222657.36),(46 223711.98),(47 224588.95),(48 225103.05),(49 225869.16),(50 221330.94),(51 218908.95),(52 224010.1),(53 227474.81),(54 223809.69),(55 221832.97),(56 221603.05),(57 219920.7),(58 218644.66),(59 218594.7),(60 221786.02),(61 222255.97),(62 219943.05),(63 217688.13),(64 214765.33),(65 211517.58),(66 211645.67),(67 211909.94),(68 211958.64),(69 218843.38),(70 224030.02),(71 221526.67),(72 216104.13),(73 214721.5),(74 214322.5),(75 210702.88),(76 208659.55),(77 210231.8),(78 212426.61),(79 216376.34),
(1 58645.438),(2 131035.72),(3 164500.81),(4 181037.4),(5 194359.47),(6 205498.67),(7 212729.89),(8 213234.86),(9 211013.39),(10 212105.31),(11 213170.31),(12 210847.61),(13 208752.98),(14 208441.48),(15 211671.6),(16 216100.19),(17 219115.75),(18 221995.52),(19 225723.6),(20 225824.86),(21 226236.77),(22 228305.69),(23 230864.13),(24 229990.8),(25 231043.9),(26 227447.83),(27 224438.4),(28 223768.25),(29 224917.98),(30 227820.28),(31 228615.19),(32 228994.63),(33 226124.9),(34 224086.3),(35 224178.48),(36 224694.48),(37 226667.19),(38 224765.81),(39 221740.45),(40 221018.84),(41 220462.28),(42 220711.83),(43 222118.45),(44 219085.42),(45 220546.56),(46 225358.14),(47 228359.8),(48 229016.31),(49 226526.31),(50 218073.56),(51 215987.58),(52 221244.1),(53 225755.33),(54 227153.13),(55 222750.67),(56 219611.6),(57 218085.72),(58 216141.69),(59 218705.39),(60 222926.03),(61 223201.63),(62 223610.73),(63 222456.84),(64 217489.44),(65 216249.39),(66 215741.38),(67 213091.58),(68 216990.23),(69 224130.83),(70 225560.1),(71 220605.48),(72 218037.6),(73 218786.88),(74 217889.23),(75 216411.23),(76 214914.23),(77 214262.17),(78 212752.11),(79 212563.73),
(1 53703.5),(2 116072.4),(3 145352.36),(4 161001.14),(5 169184.61),(6 175094.03),(7 183593.3),(8 183934.1),(9 187001.78),(10 194001.36),(11 200046.3),(12 203962),(13 205742.8),(14 201771.44),(15 199847.92),(16 204250.69),(17 207139.42),(18 210616.47),(19 214772.61),(20 215203.17),(21 214916.22),(22 217555.89),(23 221263.64),(24 220283.27),(25 215675.7),(26 211919.78),(27 211301.9),(28 212084.27),(29 210718.31),(30 211287.78),(31 215335.7),(32 217093.42),(33 215312.19),(34 214396.56),(35 219130.55),(36 223487.48),(37 223759.7),(38 221498.4),(39 218241.03),(40 214264),(41 212374.38),(42 212495.75),(43 212685.73),(44 209571.06),(45 208408.08),(46 212287.52),(47 215382.55),(48 215505.33),(49 211952.48),(50 206308.22),(51 204874.4),(52 205198.44),(53 209523.36),(54 209831.27),(55 208195.53),(56 207446.84),(57 205638.2),(58 207403.83),(59 209106.69),(60 212327.8),(61 214131.66),(62 215455.75),(63 217399.89),(64 216924.6),(65 217372.66),(66 217530.22),(67 215948.25),(68 216240.73),(69 215756.25),(70 218550.66),(71 214700.66),(72 210614.17),(73 211774.64),(74 211846.28),(75 208813.75),(76 207124.38),(77 206179.16),(78 205266.27),(79 205262.56),
(1 52201.93),(2 114582),(3 147983.42),(4 166027.92),(5 176281.89),(6 182950.5),(7 186139.69),(8 185098.66),(9 187396.16),(10 191701.42),(11 196619.64),(12 200326.39),(13 200462.13),(14 195657.48),(15 195313.16),(16 197771.11),(17 200758.3),(18 205035.86),(19 210193.16),(20 210739.83),(21 210842.92),(22 214149.2),(23 216353.16),(24 214810.48),(25 211724.95),(26 210148.39),(27 209938.61),(28 208908.4),(29 205914.66),(30 205933.42),(31 207933.6),(32 209732.4),(33 211677.31),(34 214233.17),(35 214538.88),(36 213278.05),(37 213963.72),(38 212206.67),(39 207443.63),(40 206847.2),(41 207094.98),(42 206908.05),(43 204890.63),(44 205565.44),(45 204981.52),(46 206072.98),(47 207055.13),(48 205431.77),(49 202364.1),(50 200626.17),(51 197264.89),(52 196747.75),(53 200339.02),(54 201230.75),(55 200906.34),(56 200032.97),(57 202387.33),(58 203769.31),(59 203156.61),(60 206315.58),(61 206603.86),(62 208779.58),(63 211133.66),(64 212249.42),(65 215915.47),(66 213717.06),(67 210147.89),(68 205347.5),(69 205924.84),(70 207549.61),(71 206428.67),(72 204338.78),(73 205001.44),(74 203823.64),(75 200867.45),(76 197590.72),(77 199581.9),(78 204540.77),(79 206061.31),
(1 54093.184),(2 120602.41),(3 155172.47),(4 169540.14),(5 179363.23),(6 188244.58),(7 193278.7),(8 193846.97),(9 190463.48),(10 193857.47),(11 200241.73),(12 201065.02),(13 199105.73),(14 198581.38),(15 198427.17),(16 197253.6),(17 200113.69),(18 202771.47),(19 206429.5),(20 208662.5),(21 207816.03),(22 208798.78),(23 208791.58),(24 206865.22),(25 205805.63),(26 206578.5),(27 208112.64),(28 205721.03),(29 204157.67),(30 203306.13),(31 203937.13),(32 208540.08),(33 209962.52),(34 212233.44),(35 211865.38),(36 208719),(37 208157.03),(38 206894.97),(39 205988.52),(40 204418.63),(41 201361.88),(42 196482.31),(43 193505.94),(44 194928.81),(45 196846.08),(46 196370.03),(47 197217.14),(48 198640.08),(49 199866.7),(50 197882.81),(51 193548.52),(52 192957),(53 195219.67),(54 196825.58),(55 197017.03),(56 196267.52),(57 196765.2),(58 199561.13),(59 200175.73),(60 203367.88),(61 207849.14),(62 214525.48),(63 216434.17),(64 217717.38),(65 217132.3),(66 210454.94),(67 208002.83),(68 208267.92),(69 209613.44),(70 211488.22),(71 214755.33),(72 213780.03),(73 211633.06),(74 209804.98),(75 204331),(76 199564.69),(77 203175.48),(78 207908.23),(79 212781.73),
(1 51382.695),(2 109932.68),(3 138962.02),(4 154114.95),(5 160953.28),(6 166217.22),(7 171343.67),(8 170999.16),(9 172456.06),(10 179055.94),(11 183461.67),(12 184053.06),(13 182283.02),(14 182201.73),(15 183112.23),(16 184211.64),(17 185384),(18 186676.06),(19 191620.88),(20 196193.05),(21 199456.22),(22 197399.17),(23 197530.86),(24 198525.28),(25 197935.89),(26 195018.63),(27 192996.3),(28 194675.63),(29 195935.75),(30 193937.81),(31 194871.63),(32 197564.92),(33 201152.77),(34 206616.97),(35 207227.27),(36 205656.89),(37 208545.7),(38 209915.33),(39 209257.44),(40 205431.86),(41 201112.14),(42 197537.39),(43 195932.27),(44 196195.17),(45 195869.23),(46 195098.08),(47 195370.06),(48 192983.27),(49 191803.95),(50 187960.31),(51 183902.1),(52 183129.44),(53 185040.1),(54 186832.3),(55 186664.36),(56 182804.7),(57 182521.7),(58 184531.16),(59 186001.48),(60 187771.13),(61 191347.27),(62 196079.7),(63 195106.61),(64 193014.22),(65 190161.78),(66 186975.14),(67 186593.33),(68 188840.17),(69 188443.95),(70 190023.45),(71 192132.56),(72 194004.56),(73 197015.72),(74 198183.14),(75 197282.53),(76 197093.16),(77 199522.3),(78 200281.33),(79 200545.77),
(1 48858.867),(2 104032.266),(3 131191.28),(4 144254.17),(5 153102.31),(6 160870.94),(7 165388.8),(8 168467.83),(9 174395.39),(10 181256.75),(11 184111.42),(12 185743.19),(13 185616.89),(14 185679.8),(15 184630.63),(16 183607.2),(17 183581.13),(18 184792.98),(19 188517.52),(20 193051.06),(21 196001.69),(22 195650.47),(23 195411.48),(24 195067.8),(25 192564.77),(26 189680.5),(27 188256.97),(28 191638.98),(29 194439.73),(30 192672.1),(31 192092.88),(32 194985.64),(33 199834.25),(34 203818.55),(35 205336.55),(36 204503.86),(37 205519.36),(38 205161.52),(39 203072.47),(40 196905.38),(41 192585.08),(42 189013.11),(43 192061.7),(44 196361.66),(45 196467.95),(46 194556.19),(47 191427.05),(48 188962.84),(49 186000.67),(50 185816.38),(51 184724.23),(52 183485.48),(53 181920.14),(54 183507.95),(55 181103.81),(56 180086.17),(57 182838.05),(58 187943.1),(59 190280.5),(60 188391.06),(61 190211.03),(62 191961.42),(63 190352.67),(64 189204.67),(65 190959.02),(66 193536.61),(67 192707.52),(68 191867.86),(69 194124.48),(70 196093.52),(71 196099.55),(72 195654.52),(73 196171.08),(74 194101.69),(75 192987.1),(76 195277.61),(77 195365.88),(78 194093.1),(79 195517.64),
(1 48226.992),(2 102495.58),(3 127239.266),(4 137664.1),(5 148600.44),(6 155329.27),(7 158490.95),(8 161727.67),(9 167328.22),(10 172098.9),(11 177183.34),(12 179366.16),(13 179610.97),(14 178363.94),(15 177752.53),(16 179257.02),(17 182565.66),(18 184116.53),(19 184422.16),(20 187155.75),(21 188931.56),(22 191618.13),(23 192494.02),(24 189156),(25 185083.06),(26 183451.88),(27 184162.88),(28 189345.56),(29 192944.31),(30 193114.94),(31 194388.25),(32 196137.83),(33 195941.95),(34 197114.38),(35 196545.89),(36 194306.25),(37 193194.7),(38 195128.3),(39 192616.08),(40 188359.94),(41 186912.16),(42 188111.06),(43 191066.53),(44 192507.19),(45 193309.03),(46 193246.34),(47 191690.8),(48 188494.63),(49 184488.56),(50 182804.17),(51 180282.06),(52 176985.4),(53 178921.95),(54 182252.86),(55 180843.7),(56 181292.7),(57 181597.48),(58 183194.5),(59 181391.66),(60 181496.94),(61 183344.5),(62 183061.13),(63 181254),(64 182945.7),(65 188772.2),(66 188067.47),(67 186830.86),(68 187973.42),(69 190380.1),(70 192010),(71 189687.14),(72 187638.31),(73 187296.77),(74 187588.13),(75 187416.67),(76 187500.53),(77 187601.44),(78 185453.16),(79 185531.47),
(1 45873.836),(2 97225.22),(3 123643.5),(4 137627.83),(5 146494.52),(6 154711.4),(7 160274),(8 164615.4),(9 170962.97),(10 176264.4),(11 179481.52),(12 182548.64),(13 184722.42),(14 186787.73),(15 189702.64),(16 191516.73),(17 193439.1),(18 196176.84),(19 194745.61),(20 194597.75),(21 194937),(22 194498.84),(23 191987.08),(24 187866.69),(25 184584.52),(26 184744.5),(27 188598.92),(28 192805.3),(29 193851.31),(30 193057.2),(31 192229.48),(32 191249.17),(33 192716.75),(34 194043.5),(35 192545.05),(36 188323.3),(37 184749.34),(38 183420.7),(39 182170.9),(40 180211.28),(41 180277.81),(42 182942.47),(43 184001.77),(44 183864.58),(45 186718.2),(46 185780.53),(47 183722.45),(48 180992.78),(49 178975.92),(50 177548.3),(51 176523.97),(52 173724.45),(53 172644.64),(54 174953.06),(55 175555.92),(56 175799.81),(57 178019.66),(58 179407.17),(59 178373.47),(60 178987.89),(61 180724.4),(62 180965.7),(63 179102.14),(64 182495.6),(65 185085.23),(66 181681.17),(67 178400.56),(68 178757.94),(69 181054.69),(70 184874.05),(71 183881.94),(72 183077.83),(73 182854.28),(74 184479.5),(75 182654.08),(76 183592.25),(77 183891.06),(78 181747.03),(79 178979.92),
(1 47567.67),(2 100349.11),(3 124061.01),(4 136990.13),(5 146090.81),(6 153094.84),(7 157612.17),(8 160838.94),(9 163935.2),(10 166687.23),(11 169019.69),(12 169310.4),(13 168829.48),(14 168193.69),(15 168654.19),(16 171476.56),(17 176370.5),(18 179576.48),(19 180404.53),(20 180377.47),(21 180533.27),(22 181835.27),(23 182717.38),(24 181345.95),(25 180551.16),(26 179991.2),(27 183160.92),(28 187212.08),(29 188234.77),(30 184758.52),(31 183842.77),(32 181152.61),(33 179941.77),(34 178573.77),(35 176187.14),(36 173617.03),(37 172411.33),(38 172815.33),(39 172000.11),(40 169586.4),(41 168928.63),(42 168697.33),(43 169595.94),(44 170316.55),(45 170646.4),(46 170451.8),(47 168808.8),(48 166103.25),(49 165154.45),(50 165145.63),(51 163221.92),(52 160601.95),(53 158897.63),(54 159524.3),(55 160672.6),(56 162472.69),(57 164003.64),(58 163965.8),(59 165425.38),(60 167208.17),(61 166775.27),(62 165434.94),(63 168237.03),(64 171420.55),(65 171345.73),(66 168783.31),(67 168177.97),(68 171056.56),(69 174557.67),(70 175767.94),(71 174853.52),(72 174896.81),(73 176021.53),(74 176052.02),(75 175794.22),(76 175659.38),(77 175698.81),(78 175273.13),(79 172462.45),
(1 47983.45),(2 99781.75),(3 120747.305),(4 131388.83),(5 138017.33),(6 143506.44),(7 147799.44),(8 151061.98),(9 153601.58),(10 159189.78),(11 163313.86),(12 164678),(13 161562.5),(14 160079.52),(15 163538.72),(16 168309.83),(17 171353.17),(18 171718.61),(19 169707.52),(20 168635.36),(21 168450.69),(22 168648.33),(23 171346.39),(24 171505.34),(25 172852.5),(26 173013.92),(27 172465.48),(28 170039.94),(29 168950.42),(30 171285.58),(31 175243.75),(32 175411.95),(33 173665.88),(34 169264.72),(35 168263.84),(36 168326.13),(37 169292.48),(38 171219.83),(39 170130.53),(40 170144.36),(41 170262.4),(42 169419.86),(43 169255.47),(44 170047.44),(45 168068.14),(46 166330.16),(47 164443.56),(48 161390.11),(49 162094.33),(50 162509.4),(51 160189.73),(52 159083.9),(53 158092.19),(54 156244.2),(55 155973.39),(56 156497.86),(57 157253.19),(58 158691.53),(59 160695.02),(60 162295.73),(61 161337.23),(62 159235.28),(63 159279.6),(64 161144.34),(65 160953.19),(66 161463.28),(67 162150.48),(68 163639.52),(69 163123.36),(70 163283.84),(71 162121.61),(72 161384.39),(73 162462.69),(74 162858.73),(75 162777.33),(76 162668.33),(77 160846.45),(78 159854.53),(79 159121.33),
(1 47480.152),(2 97088.305),(3 116939.26),(4 127552.93),(5 136552.97),(6 141930.77),(7 146413.83),(8 147710.56),(9 150482.77),(10 156010.47),(11 159962.02),(12 161487.42),(13 160618.39),(14 159845.28),(15 162019.2),(16 165161.77),(17 165609.25),(18 163074.83),(19 159582.02),(20 159819.6),(21 161452.06),(22 160611.17),(23 159330.56),(24 159908.27),(25 162018.33),(26 164007.42),(27 162884.83),(28 161364.1),(29 160520.84),(30 161541.72),(31 165300.42),(32 168383.55),(33 170177.16),(34 170872.77),(35 169480.8),(36 169577.2),(37 170734.2),(38 171911.77),(39 171240.06),(40 171054.72),(41 170879.81),(42 172873.89),(43 172901.69),(44 173617.16),(45 173039.47),(46 170639.17),(47 164990.55),(48 160708.98),(49 159799.2),(50 160604.06),(51 159418.58),(52 158397.56),(53 160098.17),(54 160812.98),(55 160266.77),(56 160480.17),(57 160657),(58 162827.84),(59 163450.22),(60 164393.27),(61 162883.23),(62 159950.94),(63 159899.72),(64 161645.25),(65 161463.06),(66 160918.56),(67 158251.7),(68 158174.83),(69 158893.77),(70 160784.77),(71 158391.67),(72 158235.69),(73 159794.39),(74 162243.92),(75 164605.44),(76 161923.27),(77 161403.03),(78 161809.72),(79 160723.78),
(1 43698.74),(2 88673.58),(3 110466.56),(4 124924.76),(5 134044.55),(6 140713.17),(7 145440.66),(8 151613.86),(9 157344.25),(10 159596.83),(11 163885.52),(12 165938.19),(13 164115.81),(14 164600.53),(15 168816.48),(16 171063.1),(17 172537.1),(18 169663.44),(19 165763.72),(20 166960.27),(21 165897.73),(22 164301.44),(23 165878.19),(24 165070.53),(25 165461.89),(26 167993.7),(27 166669.2),(28 166978.61),(29 168204.84),(30 169624.89),(31 172852.05),(32 175481.5),(33 177191.03),(34 176528.84),(35 172460.11),(36 169877.16),(37 170754.92),(38 171347.67),(39 168882.11),(40 165004.7),(41 166603.47),(42 169727.3),(43 167908.98),(44 166934.47),(45 165870.47),(46 162312.66),(47 157301.2),(48 154004.84),(49 153549.02),(50 155151.48),(51 152907.83),(52 153654.9),(53 155130.23),(54 156534.23),(55 159022.17),(56 161232.9),(57 162957.92),(58 162164.17),(59 162517.58),(60 163142.44),(61 163443.02),(62 162389.7),(63 163227.45),(64 164556.75),(65 164979.25),(66 162835.89),(67 159682.6),(68 159450.3),(69 161674.4),(70 164572.94),(71 165886.33),(72 166695.84),(73 168298.05),(74 169579.92),(75 167069.88),(76 164217.84),(77 160737.5),(78 156538.3),(79 155665.1),
