1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104665.13),(2 198564.44),(3 415375.28),(4 686339.8),(5 1038413.8),(6 1421393),(7 1902885.6),(8 2344322),(9 2917410.3),(10 3422734),(11 3952462.8),(12 4520122.5),(13 5126518.5),(14 5784269.5),(15 6370373.5),(16 7111396.5),(17 7838108.5),(18 8573781),(19 9324634),(20 10144405),(21 10928323),(22 11669279),(23 12518960),(24 13307323),(25 14238347),(26 15029888),(27 16267131),(28 17368346),(29 18681118),(30 19738608),(31 20946254),(32 22093214),(33 23014266),(34 24347270),(35 25788122),(36 27088336),(37 28472566),(38 30125480),(39 32011824),(40 33268368),(41 35183308),(42 36617036),(43 38494204),(44 40203292),(45 42075628),(46 43953600),(47 45815230),(48 48214828),(49 50145284),(50 51794960),(51 53949344),(52 56371660),(53 58241876),(54 60558720),(55 63250164),(56 65036740),(57 67187970),(58 69410504),(59 71425256),(60 72476150),(61 74281960),(62 76052900),(63 78196350),(64 79608856),(65 81736616),(66 84192216),(67 85668420),(68 87963450),(69 89256200),(70 89261760),(71 89248060),(72 88134710),(73 88612424),(74 88944710),(75 88762440),(76 88877224),(77 89613144),(78 89750850),(79 89425100),
(1 131.87135),(2 144.64784),(3 147.66634),(4 147.17299),(5 147.01585),(6 148.94598),(7 150.46494),(8 153.52089),(9 155.2502),(10 152.75319),(11 153.65749),(12 155.90828),(13 159.128),(14 155.81316),(15 158.31372),(16 158.74692),(17 156.05347),(18 155.94748),(19 156.97853),(20 155.17543),(21 156.64648),(22 154.32132),(23 157.85301),(24 160.5152),(25 164.14432),(26 166.30632),(27 165.02676),(28 169.00462),(29 169.68578),(30 170.53627),(31 169.19878),(32 170.14728),(33 170.29544),(34 171.31216),(35 173.33763),(36 172.39355),(37 175.06046),(38 175.70554),(39 176.01942),(40 173.73332),(41 175.76843),(42 176.81099),(43 177.41972),(44 177.40797),(45 177.95601),(46 180.62314),(47 179.15038),(48 180.77765),(49 179.1182),(50 181.14232),(51 181.5815),(52 180.9159),(53 179.2876),(54 179.45569),(55 179.04555),(56 176.8439),(57 176.55104),(58 179.61824),(59 178.24278),(60 178.35164),(61 179.62473),(62 179.36865),(63 179.50864),(64 178.77895),(65 180.25026),(66 179.00314),(67 178.43076),(68 180.24124),(69 181.99771),(70 180.20891),(71 177.97392),(72 177.86577),(73 179.38791),(74 178.94385),(75 180.23991),(76 180.3195),(77 184.71327),(78 181.2161),(79 182.14413),
(1 127.39686),(2 139.76414),(3 141.30267),(4 140.1779),(5 139.9111),(6 141.35216),(7 143.99652),(8 146.472),(9 149.61314),(10 146.13269),(11 147.81975),(12 150.60127),(13 154.69615),(14 151.83997),(15 153.15404),(16 153.26407),(17 150.76196),(18 150.78506),(19 152.21588),(20 152.03839),(21 154.63228),(22 153.76355),(23 154.99905),(24 156.68564),(25 159.34662),(26 163.41678),(27 161.79509),(28 166.17603),(29 166.41869),(30 165.94942),(31 166.2411),(32 168.53),(33 167.65698),(34 167.64368),(35 169.93335),(36 169.0766),(37 171.69269),(38 173.39862),(39 172.77538),(40 169.9118),(41 171.8906),(42 174.09015),(43 173.90393),(44 174.75763),(45 173.59033),(46 174.09029),(47 174.2937),(48 176.10071),(49 175.2242),(50 175.15941),(51 174.75333),(52 173.29462),(53 173.52682),(54 172.67084),(55 171.33159),(56 170.73125),(57 168.94202),(58 172.24057),(59 170.62349),(60 168.07855),(61 169.21678),(62 169.09343),(63 167.13095),(64 167.76773),(65 169.89786),(66 167.02164),(67 167.22803),(68 170.58408),(69 172.87738),(70 171.14682),(71 169.30252),(72 166.40443),(73 173.00035),(74 171.34029),(75 172.55676),(76 173.08852),(77 175.64278),(78 175.10338),(79 175.82977),
(1 126.66147),(2 141.27733),(3 144.87811),(4 142.75546),(5 141.53424),(6 142.36171),(7 144.38142),(8 148.06487),(9 150.35605),(10 148.38286),(11 149.6559),(12 150.73637),(13 156.77191),(14 153.61969),(15 153.4893),(16 155.26442),(17 151.03546),(18 151.58218),(19 152.64728),(20 152.83754),(21 152.96214),(22 153.18483),(23 154.84003),(24 156.97311),(25 159.393),(26 161.20001),(27 161.60895),(28 166.2827),(29 164.88783),(30 166.48367),(31 164.94215),(32 167.2433),(33 167.71361),(34 166.99506),(35 169.64511),(36 169.1362),(37 170.44424),(38 171.49657),(39 172.64781),(40 170.59628),(41 174.26956),(42 173.58871),(43 173.76468),(44 173.68811),(45 174.03044),(46 176.32681),(47 174.86078),(48 179.23807),(49 178.85484),(50 177.80711),(51 176.75171),(52 177.19572),(53 176.35876),(54 175.00023),(55 175.40842),(56 174.30534),(57 174.70618),(58 176.91042),(59 177.14656),(60 173.31493),(61 175.69077),(62 174.67761),(63 175.65256),(64 176.5921),(65 173.67969),(66 173.02907),(67 173.73013),(68 175.86754),(69 176.07257),(70 175.11916),(71 171.94179),(72 172.3043),(73 172.26476),(74 174.7166),(75 174.97119),(76 174.86533),(77 176.99345),(78 175.50925),(79 178.28778),
(1 123.9424),(2 137.47452),(3 140.08488),(4 139.5351),(5 138.6224),(6 138.76994),(7 139.9085),(8 143.65068),(9 145.53993),(10 143.2586),(11 143.34148),(12 144.27612),(13 146.90005),(14 146.86804),(15 146.2129),(16 147.53891),(17 145.65532),(18 145.227),(19 147.02441),(20 147.20195),(21 148.38907),(22 150.4374),(23 151.62033),(24 153.89172),(25 156.25584),(26 157.7516),(27 157.88783),(28 161.09663),(29 161.61339),(30 162.40651),(31 163.2019),(32 164.307),(33 162.2286),(34 162.60709),(35 166.727),(36 166.3695),(37 166.65483),(38 168.44714),(39 169.28226),(40 169.06682),(41 169.34613),(42 170.7713),(43 169.63693),(44 169.19936),(45 169.56612),(46 172.19453),(47 170.29813),(48 172.71014),(49 173.05458),(50 172.0894),(51 173.6756),(52 171.17157),(53 171.45975),(54 169.06282),(55 170.06335),(56 168.72769),(57 167.45987),(58 170.49167),(59 168.99284),(60 165.69199),(61 167.5178),(62 167.12753),(63 168.0689),(64 166.02985),(65 167.70851),(66 164.35),(67 166.8407),(68 166.90218),(69 170.19244),(70 170.22273),(71 166.10281),(72 167.15828),(73 169.00716),(74 169.78087),(75 169.71292),(76 172.35172),(77 174.53896),(78 171.03333),(79 171.47409),
(1 121.429565),(2 134.38536),(3 140.58026),(4 137.19281),(5 136.86043),(6 137.76309),(7 141.03925),(8 142.39835),(9 144.69911),(10 143.01128),(11 143.09413),(12 142.76704),(13 147.05312),(14 146.97232),(15 147.40479),(16 149.58969),(17 146.31488),(18 146.73029),(19 147.64784),(20 147.42348),(21 147.71284),(22 147.16605),(23 147.73946),(24 150.24968),(25 153.76094),(26 154.76822),(27 154.49796),(28 159.87859),(29 158.56749),(30 159.70569),(31 160.2419),(32 160.9875),(33 162.0452),(34 160.67586),(35 162.13272),(36 164.2265),(37 162.48557),(38 163.75356),(39 167.60617),(40 167.94908),(41 167.51581),(42 166.5125),(43 169.14085),(44 166.70386),(45 169.52838),(46 169.26706),(47 169.6069),(48 171.19797),(49 170.42418),(50 169.90668),(51 170.03711),(52 170.99889),(53 170.41397),(54 168.72627),(55 169.24802),(56 168.39348),(57 167.8688),(58 170.07257),(59 171.01381),(60 168.18422),(61 167.41467),(62 168.32347),(63 168.58904),(64 168.36836),(65 169.2757),(66 166.92441),(67 168.17772),(68 168.53758),(69 169.87361),(70 169.80266),(71 166.60127),(72 168.81761),(73 171.21309),(74 169.78397),(75 172.49861),(76 171.8725),(77 177.43774),(78 173.8848),(79 173.77823),
(1 121.132515),(2 133.36508),(3 137.0709),(4 134.9261),(5 134.59311),(6 135.39941),(7 139.07109),(8 140.18727),(9 143.69855),(10 140.79846),(11 140.5073),(12 140.91324),(13 144.978),(14 143.92389),(15 142.37065),(16 144.78181),(17 142.21825),(18 144.20241),(19 144.9776),(20 143.65897),(21 143.64258),(22 143.43823),(23 145.76506),(24 147.66554),(25 150.96745),(26 152.42377),(27 151.71208),(28 156.93251),(29 156.88611),(30 158.11147),(31 158.694),(32 159.26045),(33 159.58017),(34 157.7771),(35 159.69398),(36 162.40906),(37 161.41658),(38 162.06572),(39 165.06892),(40 163.95157),(41 165.31325),(42 165.3903),(43 164.69193),(44 164.27928),(45 164.9872),(46 167.09943),(47 167.46587),(48 168.1145),(49 168.58377),(50 168.03023),(51 168.6957),(52 168.10089),(53 167.88094),(54 163.10326),(55 164.8556),(56 162.50754),(57 164.23843),(58 166.7985),(59 167.45093),(60 165.7118),(61 164.54956),(62 165.99095),(63 164.94313),(64 166.83777),(65 165.15057),(66 163.44112),(67 165.19243),(68 166.22865),(69 166.16772),(70 164.69078),(71 162.93091),(72 162.2043),(73 165.60966),(74 166.46846),(75 166.27557),(76 166.05232),(77 170.26944),(78 169.14175),(79 168.23),
(1 117.92134),(2 129.9317),(3 133.0207),(4 132.1352),(5 132.8357),(6 134.70818),(7 137.13193),(8 138.01387),(9 140.68906),(10 141.46776),(11 140.37212),(12 139.33974),(13 142.93747),(14 141.72581),(15 143.12582),(16 143.48526),(17 140.43886),(18 140.27824),(19 141.72726),(20 140.96014),(21 140.84575),(22 142.40436),(23 142.67903),(24 143.42227),(25 147.56342),(26 149.65356),(27 149.01859),(28 153.91548),(29 151.45865),(30 152.99695),(31 155.30008),(32 156.55673),(33 154.93356),(34 156.1369),(35 155.1961),(36 158.10843),(37 157.51822),(38 156.7984),(39 158.93451),(40 158.80058),(41 159.5855),(42 159.86865),(43 160.84102),(44 159.43864),(45 161.4933),(46 163.4806),(47 161.65833),(48 165.30527),(49 163.50708),(50 163.73474),(51 165.96533),(52 162.38544),(53 161.89491),(54 160.6847),(55 162.20705),(56 158.47255),(57 158.91284),(58 162.60474),(59 163.24738),(60 160.75943),(61 160.84245),(62 160.75294),(63 161.04486),(64 159.2348),(65 160.53564),(66 159.00659),(67 161.27754),(68 161.46487),(69 160.53108),(70 162.03227),(71 160.30737),(72 159.51828),(73 161.45975),(74 160.50096),(75 161.77527),(76 162.47772),(77 164.91946),(78 164.18701),(79 166.36722),
(1 118.165764),(2 128.70906),(3 131.1664),(4 132.36395),(5 131.85234),(6 133.08167),(7 135.54187),(8 137.80151),(9 142.33003),(10 141.02682),(11 140.34908),(12 139.35406),(13 143.35364),(14 145.5036),(15 146.67763),(16 147.68224),(17 143.33353),(18 144.41434),(19 145.06815),(20 146.47368),(21 145.96179),(22 146.64145),(23 145.81462),(24 148.83519),(25 151.62491),(26 153.29216),(27 152.73534),(28 158.0774),(29 156.97456),(30 158.6948),(31 160.27345),(32 160.96509),(33 159.06613),(34 160.52527),(35 160.50713),(36 161.59154),(37 162.32155),(38 163.73491),(39 165.12038),(40 163.3939),(41 167.27933),(42 166.09576),(43 168.26721),(44 167.03485),(45 168.0563),(46 167.29147),(47 166.6805),(48 168.96063),(49 167.84065),(50 168.0779),(51 167.77434),(52 166.53291),(53 166.83368),(54 164.38185),(55 165.24042),(56 162.69196),(57 163.15146),(58 163.80267),(59 164.95488),(60 162.25438),(61 160.92906),(62 161.0637),(63 161.50359),(64 161.05205),(65 161.91016),(66 161.16504),(67 161.48463),(68 162.66528),(69 162.67628),(70 163.50955),(71 161.39412),(72 161.59615),(73 163.27159),(74 164.43059),(75 165.33261),(76 166.62724),(77 166.75313),(78 166.09554),(79 168.10768),
(1 116.06548),(2 126.93614),(3 130.52473),(4 129.67638),(5 128.91988),(6 129.90828),(7 130.51865),(8 133.78854),(9 136.20776),(10 134.5639),(11 133.91992),(12 132.6422),(13 135.14632),(14 136.04955),(15 136.32858),(16 136.49051),(17 135.75302),(18 135.96771),(19 136.29004),(20 138.05965),(21 138.72034),(22 140.16321),(23 140.02956),(24 141.93155),(25 143.74683),(26 146.6401),(27 146.37848),(28 150.49094),(29 148.80959),(30 150.79942),(31 152.65158),(32 153.16617),(33 151.47662),(34 151.67036),(35 154.82047),(36 154.5644),(37 155.0538),(38 155.4058),(39 157.33987),(40 155.9744),(41 158.84114),(42 159.18797),(43 161.05528),(44 158.97345),(45 161.86392),(46 162.47136),(47 163.07257),(48 164.01003),(49 164.6852),(50 166.08954),(51 165.05469),(52 162.2327),(53 164.10335),(54 161.37015),(55 161.30351),(56 160.67102),(57 159.54431),(58 162.13884),(59 163.03075),(60 161.34448),(61 159.98322),(62 160.86623),(63 159.86475),(64 159.56676),(65 159.62364),(66 159.59569),(67 156.95467),(68 158.87456),(69 158.60493),(70 157.94864),(71 156.32611),(72 155.78973),(73 158.48932),(74 158.71524),(75 157.59856),(76 159.00058),(77 160.95357),(78 161.10312),(79 161.99179),
(1 116.75826),(2 128.79318),(3 131.8861),(4 132.33435),(5 131.28043),(6 131.85898),(7 135.32379),(8 138.25041),(9 140.81712),(10 139.8098),(11 138.92001),(12 137.63425),(13 140.12572),(14 141.73),(15 140.9825),(16 143.30647),(17 139.41266),(18 140.53859),(19 141.79454),(20 141.85625),(21 141.23528),(22 143.51909),(23 142.41895),(24 143.57329),(25 145.7632),(26 148.79195),(27 146.9995),(28 151.44238),(29 150.14577),(30 152.62923),(31 155.58392),(32 154.18883),(33 153.81635),(34 154.07838),(35 155.05246),(36 157.84953),(37 157.08273),(38 158.62305),(39 160.55399),(40 159.10239),(41 161.01936),(42 161.38199),(43 164.12874),(44 162.18028),(45 162.83308),(46 165.40184),(47 165.86865),(48 167.77414),(49 167.15071),(50 167.92911),(51 166.8107),(52 165.92557),(53 165.40155),(54 162.50957),(55 162.53403),(56 163.45674),(57 161.88557),(58 162.8837),(59 162.58546),(60 163.26791),(61 160.82639),(62 160.16899),(63 161.4875),(64 159.54187),(65 159.60976),(66 158.04097),(67 159.99033),(68 160.84793),(69 161.00337),(70 159.45872),(71 157.65787),(72 156.65869),(73 160.46158),(74 159.98033),(75 161.89583),(76 160.48407),(77 164.0281),(78 163.02267),(79 162.67021),
(1 116.15416),(2 129.25067),(3 133.85736),(4 132.95827),(5 131.74472),(6 132.85051),(7 135.3007),(8 138.10661),(9 141.81203),(10 138.3469),(11 137.35916),(12 139.36119),(13 140.0761),(14 142.03462),(15 141.96785),(16 142.42166),(17 141.61913),(18 143.38562),(19 142.98952),(20 145.70142),(21 144.01564),(22 144.78654),(23 144.37178),(24 144.58368),(25 147.33063),(26 150.44823),(27 151.4141),(28 154.82205),(29 153.75594),(30 156.1295),(31 158.43802),(32 158.62772),(33 158.64081),(34 160.05653),(35 159.59326),(36 160.63556),(37 160.62808),(38 161.906),(39 164.69167),(40 163.02711),(41 165.61356),(42 162.7967),(43 165.39519),(44 165.66151),(45 168.8743),(46 170.52441),(47 170.69951),(48 172.54265),(49 170.08145),(50 170.82327),(51 170.99484),(52 170.19064),(53 170.16782),(54 168.60588),(55 167.9439),(56 164.0162),(57 165.82095),(58 167.98657),(59 166.10443),(60 164.34602),(61 164.74443),(62 164.62587),(63 166.65688),(64 165.41628),(65 163.87459),(66 161.7368),(67 163.17891),(68 162.86974),(69 165.07706),(70 165.24619),(71 162.61182),(72 161.26619),(73 163.89734),(74 165.4229),(75 166.9575),(76 166.3205),(77 169.74696),(78 166.81773),(79 166.91315),
(1 113.86176),(2 126.4034),(3 131.65956),(4 129.17664),(5 127.39148),(6 127.645134),(7 129.38177),(8 131.14798),(9 135.32162),(10 133.60652),(11 132.70612),(12 132.35614),(13 135.03448),(14 134.50063),(15 135.6039),(16 137.48245),(17 135.79565),(18 136.19731),(19 137.17113),(20 138.3795),(21 138.31845),(22 139.56206),(23 138.84375),(24 141.64952),(25 143.77904),(26 145.56102),(27 145.21497),(28 148.75714),(29 148.29736),(30 149.01746),(31 152.2189),(32 151.7847),(33 151.94608),(34 150.75343),(35 149.92598),(36 153.54417),(37 153.48997),(38 154.27478),(39 156.08865),(40 154.46242),(41 156.25522),(42 155.44568),(43 158.11975),(44 157.92607),(45 159.13245),(46 158.33864),(47 158.25153),(48 161.44342),(49 159.68451),(50 158.71791),(51 158.95776),(52 159.09827),(53 158.4421),(54 157.1849),(55 157.53244),(56 157.00078),(57 155.68488),(58 158.29672),(59 158.79955),(60 156.4778),(61 156.36179),(62 156.6697),(63 157.6902),(64 156.44667),(65 153.36829),(66 154.57841),(67 155.21971),(68 155.18184),(69 155.86012),(70 157.57283),(71 154.59886),(72 152.40489),(73 155.67288),(74 156.11633),(75 155.68906),(76 158.42824),(77 162.93869),(78 160.02182),(79 160.47467),
(1 113.52475),(2 124.17219),(3 130.4764),(4 129.38168),(5 128.23915),(6 129.62575),(7 131.67683),(8 134.00975),(9 136.0369),(10 133.86641),(11 133.7807),(12 135.76198),(13 137.84389),(14 136.60686),(15 136.81436),(16 139.49414),(17 135.06425),(18 135.66862),(19 137.09303),(20 138.44398),(21 138.21808),(22 139.37717),(23 141.02525),(24 142.85901),(25 144.20576),(26 147.19589),(27 147.37538),(28 149.0955),(29 150.34949),(30 151.40251),(31 152.64154),(32 152.75092),(33 151.329),(34 152.44112),(35 149.57689),(36 154.7344),(37 153.4081),(38 153.38521),(39 154.4702),(40 154.18808),(41 158.04741),(42 156.87769),(43 157.06706),(44 157.9304),(45 158.62247),(46 158.65628),(47 158.52486),(48 163.7425),(49 163.4531),(50 163.09856),(51 163.0331),(52 162.90807),(53 163.49155),(54 162.86841),(55 160.10434),(56 159.69206),(57 158.87544),(58 159.94705),(59 160.4615),(60 158.11789),(61 159.32515),(62 156.11087),(63 158.36086),(64 157.96426),(65 157.65044),(66 156.86368),(67 157.2136),(68 157.51009),(69 159.49306),(70 159.73373),(71 156.80965),(72 155.92584),(73 157.2141),(74 155.73112),(75 157.42905),(76 157.89537),(77 160.26236),(78 159.95097),(79 160.16722),
(1 110.61979),(2 119.74238),(3 122.791046),(4 124.700676),(5 122.97741),(6 124.963615),(7 126.69723),(8 129.52156),(9 130.7085),(10 128.0257),(11 128.9161),(12 130.25137),(13 133.94878),(14 131.5844),(15 132.6743),(16 135.71301),(17 134.5018),(18 132.44453),(19 137.04517),(20 136.03554),(21 135.7447),(22 136.1566),(23 136.60194),(24 138.04173),(25 138.65562),(26 141.74533),(27 141.45879),(28 143.87822),(29 145.05998),(30 147.83614),(31 146.52344),(32 147.16585),(33 147.42137),(34 145.26465),(35 145.72612),(36 149.46265),(37 148.72322),(38 151.22272),(39 149.83922),(40 149.73676),(41 151.55154),(42 150.50366),(43 150.02661),(44 151.91531),(45 153.51337),(46 151.98372),(47 152.59407),(48 153.74847),(49 154.44339),(50 155.34042),(51 154.19736),(52 153.08191),(53 154.54643),(54 151.7349),(55 152.1837),(56 151.27242),(57 151.4623),(58 153.27441),(59 153.80876),(60 151.31369),(61 150.977),(62 152.41129),(63 152.03397),(64 152.73085),(65 151.3976),(66 150.79193),(67 150.10646),(68 151.04558),(69 152.15076),(70 150.94484),(71 149.70743),(72 148.1265),(73 150.67088),(74 150.35223),(75 153.13249),(76 154.58266),(77 154.73166),(78 156.92757),(79 155.80272),
(1 108.30598),(2 116.95164),(3 119.89454),(4 120.48076),(5 119.82328),(6 122.79725),(7 122.94372),(8 125.252686),(9 127.46714),(10 126.67494),(11 125.89924),(12 126.76845),(13 130.03377),(14 127.886314),(15 128.39394),(16 130.96152),(17 129.89969),(18 128.06558),(19 130.25409),(20 130.22154),(21 130.63342),(22 131.44809),(23 133.12157),(24 135.22342),(25 135.90596),(26 138.07463),(27 138.06107),(28 142.07271),(29 141.54659),(30 143.95937),(31 142.31964),(32 142.27553),(33 143.92477),(34 142.50993),(35 142.63602),(36 143.12874),(37 145.84167),(38 146.92924),(39 144.40474),(40 146.45276),(41 149.04707),(42 147.9659),(43 148.43277),(44 148.61978),(45 150.06577),(46 149.90723),(47 150.7581),(48 152.62),(49 153.00845),(50 151.77281),(51 152.08522),(52 150.66673),(53 151.73698),(54 150.98422),(55 148.63522),(56 148.01045),(57 148.97868),(58 150.6867),(59 149.30432),(60 146.7545),(61 149.13475),(62 147.97668),(63 148.69383),(64 149.32639),(65 149.16728),(66 148.37416),(67 146.4313),(68 149.7176),(69 148.52211),(70 146.98451),(71 147.14777),(72 147.11197),(73 148.2999),(74 148.19731),(75 150.12088),(76 150.54106),(77 153.59259),(78 152.36394),(79 152.81552),
(1 108.38135),(2 117.488266),(3 118.77404),(4 120.88217),(5 120.429184),(6 121.55874),(7 123.24757),(8 123.877594),(9 127.38846),(10 126.93301),(11 126.90262),(12 126.83837),(13 127.986404),(14 126.994194),(15 125.8172),(16 129.57613),(17 128.59099),(18 127.38607),(19 128.10617),(20 128.98267),(21 128.85982),(22 132.26965),(23 132.83688),(24 132.52875),(25 132.80548),(26 135.6301),(27 136.02097),(28 139.6404),(29 138.28166),(30 141.90381),(31 141.0876),(32 141.01248),(33 142.3667),(34 143.42493),(35 143.37135),(36 144.63023),(37 146.64532),(38 148.95172),(39 147.573),(40 149.97685),(41 150.50844),(42 150.55643),(43 149.3513),(44 150.96526),(45 154.87372),(46 154.21637),(47 154.42241),(48 155.9985),(49 156.66907),(50 157.17363),(51 155.31154),(52 153.65135),(53 154.69954),(54 154.60358),(55 151.58209),(56 151.06068),(57 152.74019),(58 154.55795),(59 154.0549),(60 152.54253),(61 152.32738),(62 152.14522),(63 151.05945),(64 151.7124),(65 150.16028),(66 150.0569),(67 150.07022),(68 150.4832),(69 151.03447),(70 150.8614),(71 148.63077),(72 146.45961),(73 148.62384),(74 149.79424),(75 151.40817),(76 151.15544),(77 152.98993),(78 152.92863),(79 153.6519),
(1 108.14774),(2 116.52057),(3 119.58989),(4 119.242836),(5 119.575485),(6 120.56796),(7 121.14795),(8 122.4277),(9 125.37456),(10 124.73245),(11 123.6367),(12 123.35603),(13 125.72768),(14 125.82963),(15 125.90306),(16 128.82686),(17 126.35338),(18 127.04287),(19 126.21469),(20 126.3216),(21 127.8742),(22 129.91238),(23 129.68158),(24 130.3854),(25 130.84335),(26 132.29826),(27 133.65572),(28 137.36697),(29 137.13383),(30 140.5853),(31 140.5051),(32 139.89734),(33 138.82727),(34 140.06633),(35 140.75407),(36 142.94281),(37 143.55754),(38 144.50052),(39 143.92961),(40 144.92015),(41 146.05241),(42 146.31953),(43 146.80962),(44 146.33543),(45 149.65128),(46 150.31006),(47 149.68098),(48 152.4418),(49 151.8437),(50 151.48846),(51 150.36684),(52 149.2923),(53 149.67416),(54 148.97147),(55 148.7689),(56 147.50761),(57 147.16866),(58 147.91718),(59 147.45035),(60 147.76881),(61 147.71059),(62 147.54396),(63 145.27098),(64 146.60245),(65 146.72374),(66 146.00838),(67 145.39539),(68 147.8314),(69 145.70523),(70 145.64153),(71 143.51532),(72 143.97948),(73 145.64032),(74 146.57655),(75 146.9204),(76 148.74655),(77 151.8173),(78 151.33519),(79 149.84615),
(1 106.16826),(2 115.55595),(3 117.87488),(4 119.238335),(5 117.478355),(6 118.89033),(7 121.95009),(8 123.39902),(9 126.60166),(10 124.724),(11 125.02901),(12 126.37974),(13 127.33717),(14 127.23172),(15 128.23605),(16 131.92715),(17 128.55832),(18 129.66208),(19 127.77514),(20 127.90685),(21 128.94872),(22 130.86957),(23 131.45007),(24 133.47427),(25 132.16269),(26 135.48268),(27 135.30266),(28 137.55954),(29 137.43599),(30 139.76042),(31 140.04517),(32 139.20233),(33 139.06155),(34 139.18727),(35 141.00119),(36 141.61409),(37 141.81924),(38 142.76866),(39 142.1148),(40 144.5512),(41 144.77821),(42 146.73514),(43 147.3584),(44 146.52061),(45 148.74068),(46 148.97969),(47 150.62761),(48 151.2054),(49 152.1793),(50 152.17487),(51 151.06746),(52 149.93323),(53 150.01642),(54 147.76573),(55 148.06863),(56 146.18474),(57 145.65018),(58 148.8103),(59 148.09834),(60 147.88145),(61 147.71918),(62 145.35576),(63 146.55783),(64 144.92879),(65 146.90645),(66 146.20901),(67 146.91953),(68 146.6406),(69 147.43379),(70 147.70859),(71 145.40346),(72 145.04765),(73 147.51514),(74 147.67682),(75 147.80368),(76 148.157),(77 150.72092),(78 150.9722),(79 149.78296),
