1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104665.13),(2 198564.44),(3 415375.28),(4 686339.8),(5 1038413.8),(6 1421393),(7 1902885.6),(8 2344322),(9 2917410.3),(10 3422734),(11 3952462.8),(12 4520122.5),(13 5126518.5),(14 5784269.5),(15 6370373.5),(16 7111396.5),(17 7838108.5),(18 8573781),(19 9324634),(20 10144405),(21 10928323),(22 11669279),(23 12518960),(24 13307323),(25 14238347),(26 15029888),(27 16267131),(28 17368346),(29 18681118),(30 19738608),(31 20946254),(32 22093214),(33 23014266),(34 24347270),(35 25788122),(36 27088336),(37 28472566),(38 30125480),(39 32011824),(40 33268368),(41 35183308),(42 36617036),(43 38494204),(44 40203292),(45 42075628),(46 43953600),(47 45815230),(48 48214828),(49 50145284),(50 51794960),(51 53949344),(52 56371660),(53 58241876),(54 60558720),(55 63250164),(56 65036740),(57 67187970),(58 69410504),(59 71425256),(60 72476150),(61 74281960),(62 76052900),(63 78196350),(64 79608856),(65 81736616),(66 84192216),(67 85668420),(68 87963450),(69 89256200),(70 89261760),(71 89248060),(72 88134710),(73 88612424),(74 88944710),(75 88762440),(76 88877224),(77 89613144),(78 89750850),(79 89425100),
(1 2401.6436),(2 2937.4214),(3 3449.2368),(4 3657.3838),(5 3449.631),(6 3283.9814),(7 3129.8804),(8 3183.7249),(9 3258.7334),(10 3382.7769),(11 3382.3386),(12 3349.7068),(13 3222.6577),(14 3233.2473),(15 3276.4277),(16 3235.2358),(17 3255.0562),(18 3223.3635),(19 3211.288),(20 3133.7998),(21 3306.0015),(22 3305.5535),(23 3337.5383),(24 3348.0383),(25 3343.0676),(26 3435.586),(27 3439.6099),(28 3560.8123),(29 3543.3047),(30 3523.5662),(31 3546.0042),(32 3545.2412),(33 3581.424),(34 3552.703),(35 3587.145),(36 3570.1086),(37 3589.2583),(38 3571.086),(39 3601.6365),(40 3611.377),(41 3568.2207),(42 3581.5054),(43 3536.6714),(44 3581.218),(45 3631.3618),(46 3696.0212),(47 3675.9697),(48 3702.2888),(49 3680.9558),(50 3721.9768),(51 3704.8936),(52 3648.8286),(53 3576.6843),(54 3567.489),(55 3511.459),(56 3491.0999),(57 3553.616),(58 3485.533),(59 3503.67),(60 3537.515),(61 3592.795),(62 3595.6934),(63 3588.0828),(64 3562.13),(65 3499.3147),(66 3630.003),(67 3597.0942),(68 3565.7493),(69 3578.7986),(70 3548.1672),(71 3514.3618),(72 3579.4697),(73 3588.4414),(74 3635.0132),(75 3745.043),(76 3751.231),(77 3819.6304),(78 3653.204),(79 3765.5396),
(1 2359.5437),(2 2888.35),(3 3408.3674),(4 3619.771),(5 3426.6855),(6 3235.2075),(7 3122.2922),(8 3134.8389),(9 3204.7676),(10 3349.8647),(11 3308.055),(12 3286.5667),(13 3205.9333),(14 3186.8765),(15 3203.1567),(16 3181.896),(17 3204.9146),(18 3149.3167),(19 3185.5334),(20 3079.0906),(21 3266.169),(22 3313.369),(23 3351.884),(24 3367.7402),(25 3310.2703),(26 3388.8105),(27 3425.0833),(28 3535.7063),(29 3558.1345),(30 3573.9736),(31 3525.309),(32 3546.7327),(33 3537.1953),(34 3514.5166),(35 3597.1777),(36 3577.137),(37 3598.3862),(38 3546.9556),(39 3575.027),(40 3584.9),(41 3559.3),(42 3603.189),(43 3560.0662),(44 3609.9841),(45 3648.62),(46 3685.557),(47 3662.1584),(48 3694.2883),(49 3662.6113),(50 3697.4397),(51 3636.2312),(52 3580.604),(53 3527.3887),(54 3504.4277),(55 3444.634),(56 3472.6638),(57 3448.9963),(58 3453.336),(59 3508.0374),(60 3514.043),(61 3509.4653),(62 3474.8582),(63 3463.4856),(64 3464.6882),(65 3392.5618),(66 3491.5244),(67 3536.4063),(68 3483.6355),(69 3438.911),(70 3409.2595),(71 3431.195),(72 3495.119),(73 3447.0452),(74 3523.9124),(75 3603.0151),(76 3646.3713),(77 3683.4724),(78 3615.266),(79 3590.9263),
(1 2335.4358),(2 2942.119),(3 3494.541),(4 3683.2793),(5 3425.396),(6 3226.476),(7 3097.394),(8 3160.4734),(9 3270.9749),(10 3397.5525),(11 3339.7173),(12 3295.358),(13 3138.1096),(14 3117.3206),(15 3159.1084),(16 3181.7188),(17 3190.8586),(18 3160.3223),(19 3232.9248),(20 3102.4773),(21 3276.4043),(22 3329.5),(23 3384.028),(24 3378.422),(25 3335.3564),(26 3452.968),(27 3396.2932),(28 3520.8313),(29 3528.3584),(30 3645.9507),(31 3456.0227),(32 3473.9353),(33 3533.9768),(34 3453.746),(35 3506.23),(36 3528.9993),(37 3544.1763),(38 3526.8516),(39 3581.6091),(40 3613.4397),(41 3619.2678),(42 3573.7458),(43 3537.1304),(44 3582.7144),(45 3585.509),(46 3653.396),(47 3671.6824),(48 3729.3806),(49 3714.269),(50 3761.916),(51 3678.4773),(52 3599.0867),(53 3568.9731),(54 3558.6658),(55 3501.2234),(56 3495.8564),(57 3478.324),(58 3518.605),(59 3523.9268),(60 3539.4207),(61 3555.4946),(62 3522.722),(63 3541.1262),(64 3575.871),(65 3409.3298),(66 3510.567),(67 3532.653),(68 3559.103),(69 3490.8545),(70 3486.3901),(71 3450.9446),(72 3526.772),(73 3449.9727),(74 3539.4814),(75 3630.0334),(76 3756.5156),(77 3748.1306),(78 3682.6858),(79 3677.0593),
(1 2280.2825),(2 2833.5337),(3 3333.3796),(4 3507.1152),(5 3283.2249),(6 3100.138),(7 3027.924),(8 3101.5955),(9 3185.628),(10 3311.5457),(11 3269.5798),(12 3218.6726),(13 3046.3352),(14 3061.4187),(15 3085.0205),(16 3115.2563),(17 3157.193),(18 3091.747),(19 3135.675),(20 3082.39),(21 3129.1558),(22 3233.4885),(23 3281.5068),(24 3274.7454),(25 3213.8257),(26 3379.7864),(27 3334.041),(28 3410.6277),(29 3418.467),(30 3471.9346),(31 3396.563),(32 3388.0627),(33 3474.8914),(34 3408.804),(35 3410.6406),(36 3415.6763),(37 3402.1304),(38 3427.7188),(39 3458.62),(40 3468.7393),(41 3471.6995),(42 3457.4316),(43 3433.9324),(44 3511.1907),(45 3475.7083),(46 3570.4072),(47 3575.0586),(48 3613.1245),(49 3594.664),(50 3661.8074),(51 3625.3499),(52 3497.5527),(53 3461.0732),(54 3458.4397),(55 3402.557),(56 3411.3267),(57 3457.071),(58 3472.526),(59 3403.979),(60 3485.164),(61 3506.7056),(62 3501.2656),(63 3461.0046),(64 3503.4585),(65 3417.688),(66 3414.5784),(67 3463.3655),(68 3477.2493),(69 3416.2104),(70 3395.0527),(71 3417.8237),(72 3471.7603),(73 3344.6365),(74 3458.6072),(75 3538.7993),(76 3639.0664),(77 3646.5732),(78 3607.0999),(79 3652.6619),
(1 2239.2324),(2 2889.5308),(3 3395.7183),(4 3540.0376),(5 3273.8801),(6 3030.0278),(7 2979.6409),(8 3052.1533),(9 3170.6382),(10 3300.9275),(11 3256.003),(12 3218.3232),(13 3069.2834),(14 3018.5652),(15 3107.8635),(16 3106.5479),(17 3079.6563),(18 3056.3262),(19 3143.476),(20 3054.7944),(21 3160.4695),(22 3212.8647),(23 3193.9268),(24 3228.609),(25 3192.0957),(26 3371.6992),(27 3373.1497),(28 3407.7441),(29 3435.6396),(30 3486.3687),(31 3401.04),(32 3419.4905),(33 3496.7556),(34 3397.789),(35 3443.4446),(36 3479.0764),(37 3495.843),(38 3496.4905),(39 3492.423),(40 3483.819),(41 3493.7915),(42 3506.8508),(43 3460.4485),(44 3523.618),(45 3486.4958),(46 3584.7173),(47 3565.9795),(48 3572.649),(49 3575.67),(50 3609.5063),(51 3584.1626),(52 3481.1055),(53 3398.8523),(54 3432.1484),(55 3364.8801),(56 3424.4011),(57 3374.327),(58 3357.107),(59 3362.4973),(60 3465.6467),(61 3460.4585),(62 3486.6575),(63 3413.0212),(64 3412.4927),(65 3341.2556),(66 3389.13),(67 3406.2122),(68 3418.1265),(69 3397.6736),(70 3393.942),(71 3358.8367),(72 3375.8552),(73 3338.99),(74 3356.8823),(75 3433.6206),(76 3575.6404),(77 3590.7798),(78 3512.2065),(79 3564.9707),
(1 2265.093),(2 3020.8728),(3 3583.0496),(4 3675.87),(5 3305.5366),(6 3076.864),(7 3032.1135),(8 3152.1702),(9 3363.0005),(10 3445.5059),(11 3381.2092),(12 3280.4924),(13 3079.7654),(14 3054.767),(15 3166.844),(16 3161.9421),(17 3192.2634),(18 3114.088),(19 3242.5637),(20 3140.3687),(21 3282.1838),(22 3381.3877),(23 3343.7712),(24 3329.729),(25 3235.2417),(26 3378.5608),(27 3350.5813),(28 3476.868),(29 3463.8074),(30 3511.086),(31 3406.1045),(32 3403.81),(33 3438.69),(34 3347.69),(35 3452.6577),(36 3507.4915),(37 3485.2021),(38 3442.9592),(39 3516.063),(40 3502.3276),(41 3512.9363),(42 3510.433),(43 3496.399),(44 3560.7654),(45 3535.7336),(46 3609.5347),(47 3617.2244),(48 3687.2056),(49 3657.1482),(50 3683.4067),(51 3610.9746),(52 3559.7568),(53 3508.2866),(54 3500.596),(55 3525.9844),(56 3504.051),(57 3499.4016),(58 3482.2922),(59 3526.1787),(60 3568.2852),(61 3612.0984),(62 3608.805),(63 3574.2),(64 3566.4583),(65 3457.8025),(66 3536.8474),(67 3550.5242),(68 3530.3003),(69 3516.6108),(70 3555.514),(71 3493.9253),(72 3593.8835),(73 3571.0867),(74 3574.1794),(75 3651.65),(76 3726.411),(77 3777.1802),(78 3683.279),(79 3793.6985),
(1 2261.3884),(2 2978.2656),(3 3486.8242),(4 3563.2202),(5 3221.875),(6 3026.575),(7 3013.816),(8 3119.7173),(9 3287.6113),(10 3347.056),(11 3263.7993),(12 3137.793),(13 2978.3267),(14 2978.655),(15 3086.7095),(16 3086.9988),(17 3121.5444),(18 3100.7705),(19 3141.0073),(20 3040.9038),(21 3138.8394),(22 3187.3267),(23 3238.6855),(24 3259.497),(25 3148.6172),(26 3303.9392),(27 3207.6885),(28 3327.49),(29 3374.9526),(30 3506.3015),(31 3339.9324),(32 3358.6401),(33 3398.9749),(34 3329.4878),(35 3362.8406),(36 3452.941),(37 3408.5574),(38 3376.4595),(39 3426.056),(40 3419.6357),(41 3451.31),(42 3451.2085),(43 3425.8235),(44 3467.6787),(45 3506.5723),(46 3517.4414),(47 3493.4927),(48 3582.6016),(49 3523.1443),(50 3549.9387),(51 3499.931),(52 3417.1243),(53 3366.326),(54 3376.9263),(55 3379.1287),(56 3408.983),(57 3307.3694),(58 3355.194),(59 3367.348),(60 3442.3237),(61 3487.0405),(62 3441.0908),(63 3388.618),(64 3403.96),(65 3345.0227),(66 3402.1987),(67 3402.052),(68 3387.9822),(69 3388.4827),(70 3384.513),(71 3333.428),(72 3426.8508),(73 3439.6128),(74 3468.8994),(75 3510.5164),(76 3623.1602),(77 3668.7793),(78 3569.6091),(79 3658.468),
(1 2098.6995),(2 2618.7856),(3 3060.3433),(4 3184.916),(5 2968.8242),(6 2800.0034),(7 2726.5232),(8 2792.8694),(9 2926.9785),(10 2975.1516),(11 2948.0928),(12 2834.6797),(13 2737.6633),(14 2702.492),(15 2778.8105),(16 2771.7874),(17 2819.579),(18 2777.3638),(19 2879.5842),(20 2794.5923),(21 2854.215),(22 2931.684),(23 2949.2776),(24 2991.2056),(25 2922.9768),(26 3036.8967),(27 2969.737),(28 3076.4556),(29 3082.507),(30 3154.37),(31 3111.8296),(32 3157.0847),(33 3116.5605),(34 3106.3171),(35 3132.257),(36 3114.229),(37 3121.962),(38 3131.428),(39 3188.8098),(40 3166.7383),(41 3217.7917),(42 3181.8318),(43 3199.2283),(44 3213.55),(45 3223.215),(46 3256.0427),(47 3196.8167),(48 3297.5117),(49 3284.1958),(50 3281.5427),(51 3255.5686),(52 3175.5276),(53 3158.0103),(54 3136.5916),(55 3165.2168),(56 3136.6826),(57 3088.073),(58 3102.4514),(59 3138.63),(60 3103.7646),(61 3186.5159),(62 3161.9546),(63 3138.7542),(64 3097.9834),(65 3063.526),(66 3084.6616),(67 3110.3901),(68 3094.896),(69 3083.7666),(70 3096.122),(71 3087.4705),(72 3166.6592),(73 3140.0168),(74 3190.136),(75 3248.3865),(76 3278.8438),(77 3280.424),(78 3210.4265),(79 3313.502),
(1 2014.441),(2 2517.0078),(3 2933.2522),(4 3023.0032),(5 2846.636),(6 2683.7932),(7 2630.9666),(8 2693.1309),(9 2783.6802),(10 2827.785),(11 2821.3704),(12 2717.2207),(13 2623.6292),(14 2619.4082),(15 2667.7305),(16 2695.3696),(17 2710.7214),(18 2683.8088),(19 2713.8152),(20 2693.1013),(21 2699.7925),(22 2752.5474),(23 2805.671),(24 2825.8042),(25 2759.3997),(26 2871.7012),(27 2813.0715),(28 2912.0745),(29 2917.6196),(30 2952.8523),(31 2910.1123),(32 2946.3352),(33 2907.8765),(34 2929.6262),(35 2933.194),(36 2989.1519),(37 2964.5515),(38 3001.0947),(39 3051.5398),(40 3019.5452),(41 3062.3162),(42 3044.2297),(43 3057.0117),(44 3079.542),(45 3132.5354),(46 3152.6401),(47 3143.1765),(48 3187.9229),(49 3146.8965),(50 3157.6174),(51 3144.2197),(52 3083.4194),(53 3036.8208),(54 3023.9553),(55 3030.866),(56 3001.9963),(57 3002.295),(58 2972.446),(59 3033.215),(60 3003.9382),(61 3094.8403),(62 3033.4958),(63 3058.9026),(64 3038.1394),(65 2980.2476),(66 3041.6729),(67 3002.158),(68 2985.5884),(69 2983.6282),(70 3004.8035),(71 2982.623),(72 3069.9802),(73 3059.1538),(74 3080.6335),(75 3121.4683),(76 3186.1467),(77 3225.913),(78 3184.9988),(79 3189.1238),
(1 1998.9769),(2 2517.0205),(3 2865.2651),(4 2970.038),(5 2827.5725),(6 2683.826),(7 2625.3604),(8 2670.3938),(9 2763.1956),(10 2809.2544),(11 2770.6401),(12 2667.5017),(13 2584.177),(14 2549.528),(15 2610.3042),(16 2645.5906),(17 2684.3237),(18 2647.4324),(19 2683.491),(20 2639.534),(21 2721.5159),(22 2760.7825),(23 2805.9219),(24 2794.014),(25 2731.8638),(26 2851.4597),(27 2828.6953),(28 2916.1829),(29 2887.7568),(30 2851.1265),(31 2860.6873),(32 2931.226),(33 2901.7976),(34 2929.3604),(35 2919.0593),(36 2954.944),(37 2961.0232),(38 2967.334),(39 3015.213),(40 2976.4988),(41 2972.0786),(42 2939.833),(43 3011.605),(44 3005.2036),(45 3006.7617),(46 3054.3718),(47 3023.8232),(48 3076.6204),(49 3079.6682),(50 3069.8176),(51 3111.7432),(52 3006.1262),(53 2956.7031),(54 2957.2375),(55 2914.3494),(56 2925.3018),(57 2918.338),(58 2924.9297),(59 2935.6477),(60 2922.7124),(61 2924.343),(62 2930.637),(63 2952.5662),(64 2998.453),(65 2943.779),(66 3002.6082),(67 2987.0203),(68 2943.054),(69 2917.782),(70 2914.918),(71 2919.2769),(72 2958.9226),(73 2925.7456),(74 3005.0886),(75 3012.501),(76 3077.55),(77 3116.325),(78 3052.3616),(79 3045.5317),
(1 2012.4564),(2 2479.0786),(3 2869.8242),(4 2994.9902),(5 2810.3699),(6 2679.4536),(7 2619.6223),(8 2638.4915),(9 2733.124),(10 2742.2432),(11 2743.2515),(12 2691.826),(13 2586.4407),(14 2535.4377),(15 2629.168),(16 2659.7646),(17 2671.9097),(18 2648.0854),(19 2694.1487),(20 2672.3945),(21 2783.0745),(22 2833.4187),(23 2826.4138),(24 2789.0732),(25 2733.6387),(26 2838.6145),(27 2784.2622),(28 2865.781),(29 2867.0076),(30 2903.9727),(31 2886.991),(32 2894.9683),(33 2941.3523),(34 2930.359),(35 2920.567),(36 2957.1433),(37 2956.7258),(38 2978.3926),(39 3044.9514),(40 2985.8015),(41 3006.4495),(42 2987.4014),(43 2975.0313),(44 3013.4763),(45 3017.9612),(46 3074.544),(47 3105.9866),(48 3110.7573),(49 3101.2825),(50 3103.7727),(51 3082.6995),(52 3051.651),(53 3031.7646),(54 2998.8547),(55 2979.6384),(56 2945.7732),(57 2951.7886),(58 2990.5044),(59 3034.5461),(60 3014.5945),(61 3045.8562),(62 3014.042),(63 3008.5469),(64 3027.7576),(65 2950.5432),(66 3064.3884),(67 3045.4946),(68 2980.4553),(69 2959.2805),(70 2979.9768),(71 2965.5276),(72 2967.7842),(73 2955.1396),(74 2998.0518),(75 3067.1824),(76 3144.3608),(77 3238.1636),(78 3137.2092),(79 3190.0361),
(1 1961.2059),(2 2432.284),(3 2805.6262),(4 2896.3428),(5 2702.903),(6 2595.2437),(7 2540.8252),(8 2557.2463),(9 2641.843),(10 2686.227),(11 2690.2131),(12 2647.4238),(13 2533.6772),(14 2529.219),(15 2596.664),(16 2654.323),(17 2633.3235),(18 2603.1565),(19 2669.0928),(20 2598.685),(21 2734.7705),(22 2743.0845),(23 2758.901),(24 2758.5378),(25 2699.466),(26 2786.9292),(27 2754.8982),(28 2851.4436),(29 2868.9844),(30 2915.0725),(31 2847.9858),(32 2851.7966),(33 2910.4758),(34 2886.5676),(35 2920.0125),(36 2946.6406),(37 2946.0613),(38 2946.141),(39 2961.5396),(40 2950.5935),(41 3006.9333),(42 3030.2034),(43 3001.2341),(44 3026.8528),(45 3020.4094),(46 3051.8267),(47 3039.1118),(48 3088.2031),(49 3143.3604),(50 3116.5461),(51 3076.4006),(52 3027.5647),(53 3003.6748),(54 2994.3972),(55 2941.5508),(56 2930.8706),(57 2933.846),(58 2937.5789),(59 2990.8071),(60 3003.284),(61 3006.2468),(62 2980.8462),(63 2980.8381),(64 2963.5698),(65 2908.9219),(66 2994.7932),(67 3025.0647),(68 2954.7715),(69 2928.1936),(70 2940.6985),(71 2921.527),(72 3004.8364),(73 2953.8757),(74 3021.0212),(75 3095.381),(76 3185.625),(77 3202.1853),(78 3130.1748),(79 3187.4358),
(1 1890.0785),(2 2431.9917),(3 2744.427),(4 2848.902),(5 2714.4756),(6 2558.5425),(7 2501.8828),(8 2514.4495),(9 2592.4807),(10 2630.5994),(11 2624.729),(12 2586.2463),(13 2490.1875),(14 2463.693),(15 2499.3018),(16 2532.8242),(17 2532.9375),(18 2524.2805),(19 2551.2256),(20 2492.4902),(21 2573.029),(22 2607.7046),(23 2621.8484),(24 2637.6306),(25 2586.967),(26 2699.8337),(27 2687.7993),(28 2711.6904),(29 2772.0334),(30 2800.1045),(31 2757.8076),(32 2752.631),(33 2746.9292),(34 2784.6157),(35 2822.546),(36 2804.833),(37 2818.9421),(38 2819.0742),(39 2823.8088),(40 2808.3733),(41 2848.0398),(42 2852.0352),(43 2868.9983),(44 2891.1582),(45 2898.1443),(46 2937.5093),(47 2899.706),(48 2982.6387),(49 2946.4922),(50 2973.0513),(51 2942.0784),(52 2874.437),(53 2865.059),(54 2850.9111),(55 2820.6824),(56 2813.7966),(57 2830.269),(58 2852.625),(59 2838.6836),(60 2894.817),(61 2899.2515),(62 2869.302),(63 2867.385),(64 2857.2659),(65 2812.5327),(66 2906.4626),(67 2918.2622),(68 2894.3674),(69 2877.0515),(70 2874.7847),(71 2865.6843),(72 2917.1218),(73 2871.3872),(74 2924.5696),(75 2979.111),(76 3088.2249),(77 3102.3289),(78 3032.6702),(79 3054.527),
(1 1892.6183),(2 2338.0398),(3 2605.0935),(4 2719.1284),(5 2554.4978),(6 2446.61),(7 2386.1194),(8 2410.3103),(9 2487.8242),(10 2560.146),(11 2528.9858),(12 2487.5457),(13 2413.641),(14 2370.848),(15 2419.0579),(16 2454.894),(17 2424.3523),(18 2438.7712),(19 2456.5686),(20 2426.2122),(21 2489.9873),(22 2508.2444),(23 2520.6855),(24 2534.9575),(25 2503.326),(26 2608.7725),(27 2602.542),(28 2660.9614),(29 2641.7107),(30 2698.6797),(31 2656.219),(32 2681.441),(33 2712.5752),(34 2675.2588),(35 2702.2795),(36 2740.3179),(37 2721.2307),(38 2753.7795),(39 2761.1301),(40 2738.9104),(41 2759.5662),(42 2771.931),(43 2754.5251),(44 2780.7957),(45 2813.641),(46 2845.898),(47 2840.5837),(48 2879.7224),(49 2854.4482),(50 2866.0596),(51 2851.6023),(52 2775.881),(53 2731.0125),(54 2738.6638),(55 2698.7307),(56 2702.6252),(57 2692.9302),(58 2736.8445),(59 2722.9473),(60 2767.2852),(61 2783.5747),(62 2746.7856),(63 2740.25),(64 2740.3303),(65 2714.141),(66 2823.8735),(67 2826.396),(68 2763.7424),(69 2730.1597),(70 2776.5886),(71 2727.8198),(72 2766.2083),(73 2706.7559),(74 2792.7627),(75 2862.829),(76 2921.6648),(77 2906.689),(78 2881.7522),(79 2880.786),
(1 1804.3124),(2 2263.4043),(3 2548.999),(4 2668.9263),(5 2491.6619),(6 2366.2166),(7 2331.667),(8 2384.2039),(9 2425.3428),(10 2483.994),(11 2487.553),(12 2400.0544),(13 2350.1423),(14 2338.1716),(15 2366.3071),(16 2394.5342),(17 2387.8757),(18 2367.291),(19 2392.738),(20 2358.6375),(21 2455.8948),(22 2461.5186),(23 2491.4106),(24 2495.8167),(25 2482.46),(26 2566.8948),(27 2502.1028),(28 2592.4988),(29 2587.9033),(30 2671.8525),(31 2607.5583),(32 2613.337),(33 2602.9287),(34 2605.0068),(35 2629.2244),(36 2712.5732),(37 2714.7766),(38 2695.1763),(39 2693.999),(40 2659.286),(41 2667.9338),(42 2672.9182),(43 2666.515),(44 2718.887),(45 2738.2517),(46 2760.8179),(47 2748.012),(48 2771.0642),(49 2771.69),(50 2761.676),(51 2757.6804),(52 2724.171),(53 2647.8162),(54 2657.8826),(55 2640.3052),(56 2616.0806),(57 2624.7727),(58 2687.2737),(59 2679.1672),(60 2679.3052),(61 2711.917),(62 2691.6372),(63 2673.8828),(64 2705.4756),(65 2641.1257),(66 2697.5881),(67 2695.0525),(68 2690.491),(69 2679.8381),(70 2697.7607),(71 2660.8953),(72 2703.4092),(73 2640.0413),(74 2732.7578),(75 2774.328),(76 2825.6304),(77 2858.9443),(78 2786.4006),(79 2805.9573),
(1 1743.3577),(2 2194.9563),(3 2523.4792),(4 2631.9258),(5 2457.5278),(6 2304.3157),(7 2257.8135),(8 2289.2808),(9 2342.167),(10 2396.6953),(11 2407.1914),(12 2363.197),(13 2299.5186),(14 2275.9148),(15 2289.4429),(16 2296.1133),(17 2300.7114),(18 2324.4707),(19 2349.901),(20 2297.201),(21 2406.4045),(22 2391.3997),(23 2455.9897),(24 2449.7063),(25 2448.6897),(26 2506.6443),(27 2505.734),(28 2538.1433),(29 2532.1157),(30 2602.982),(31 2554.7966),(32 2557.5662),(33 2585.9578),(34 2564.5347),(35 2591.8643),(36 2669.7742),(37 2654.211),(38 2630.3325),(39 2646.2026),(40 2641.465),(41 2646.7583),(42 2629.4246),(43 2617.782),(44 2674.4653),(45 2685.8418),(46 2722.2776),(47 2703.2498),(48 2767.419),(49 2714.5945),(50 2736.507),(51 2710.1987),(52 2651.4812),(53 2602.9185),(54 2604.0881),(55 2600.9236),(56 2586.9885),(57 2543.92),(58 2549.12),(59 2552.5835),(60 2592.2134),(61 2603.499),(62 2598.561),(63 2600.2656),(64 2568.736),(65 2516.5989),(66 2625.8118),(67 2584.207),(68 2592.6824),(69 2554.5269),(70 2574.9238),(71 2549.3164),(72 2584.7422),(73 2561.9546),(74 2593.0862),(75 2642.8386),(76 2716.746),(77 2766.0667),(78 2661.5425),(79 2678.5076),
