1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 251.74626),(2 376.2098),(3 460.3323),(4 526.3108),(5 574.7428),(6 622.2184),(7 661.39136),(8 721.88586),(9 754.4423),(10 787.8573),(11 822.7255),(12 844.01294),(13 860.63617),(14 873.9599),(15 892.2376),(16 899.95685),(17 908.9558),(18 914.8089),(19 922.95886),(20 929.9278),(21 939.16766),(22 948.02893),(23 951.59064),(24 953.954),(25 954.2877),(26 956.7338),(27 958.9143),(28 961.5888),(29 957.0796),(30 958.66113),(31 966.01025),(32 968.94745),(33 966.49866),(34 973.5236),(35 977.9864),(36 976.145),(37 979.34247),(38 977.95764),(39 983.80206),(40 983.66376),(41 979.90314),(42 982.37604),(43 986.441),(44 991.5316),(45 996.2291),(46 998.1374),(47 1001.0393),(48 999.4514),(49 1001.28937),(50 1006.5714),(51 1007.4519),(52 1009.89923),(53 1003.4104),(54 1000.15027),(55 1002.38104),(56 1003.4219),(57 1010.7282),(58 1012.49255),(59 1015.1737),(60 1013.97656),(61 1019.7034),(62 1023.3345),(63 1024.5961),(64 1033.1954),(65 1032.599),(66 1031.4387),(67 1029.6833),(68 1039.7877),(69 1045.3513),(70 1051.804),(71 1062.4977),(72 1062.1382),(73 1062.5554),(74 1069.2845),(75 1080.809),(76 1080.3695),(77 1086.885),(78 1089.6765),(79 1091.5957),
(1 250.19968),(2 371.46283),(3 455.96353),(4 518.18567),(5 567.1646),(6 618.03076),(7 654.31995),(8 710.51746),(9 741.43286),(10 770.2089),(11 798.6427),(12 816.42664),(13 831.36005),(14 845.2125),(15 857.80804),(16 864.99115),(17 870.20197),(18 878.45514),(19 890.9866),(20 895.2201),(21 900.87976),(22 903.5414),(23 920.17957),(24 922.38904),(25 928.5759),(26 936.4241),(27 937.8656),(28 940.1482),(29 943.8023),(30 942.2207),(31 952.44965),(32 959.4679),(33 959.1718),(34 964.9874),(35 962.7175),(36 960.3251),(37 965.0803),(38 963.2869),(39 973.5643),(40 975.9967),(41 978.8233),(42 982.5501),(43 983.2093),(44 989.224),(45 997.2176),(46 1001.7458),(47 1007.46924),(48 1005.1691),(49 1004.0828),(50 1001.8744),(51 1007.3216),(52 1011.55005),(53 1001.23193),(54 994.3418),(55 992.1879),(56 995.2838),(57 993.75183),(58 987.5655),(59 990.7105),(60 983.0809),(61 981.96924),(62 987.4275),(63 1000.07074),(64 1006.8844),(65 1008.3953),(66 1013.4852),(67 1014.2404),(68 1017.1213),(69 1023.88995),(70 1024.5106),(71 1033.6813),(72 1036.0856),(73 1040.469),(74 1042.1613),(75 1048.0391),(76 1047.4174),(77 1049.4512),(78 1052.9467),(79 1056.2998),
(1 249.66884),(2 367.36246),(3 453.60577),(4 511.7027),(5 556.0494),(6 602.6267),(7 640.82007),(8 704.52295),(9 740.3738),(10 772.091),(11 799.48193),(12 817.5121),(13 839.0716),(14 851.2219),(15 864.73486),(16 872.9243),(17 882.5491),(18 891.42926),(19 901.7442),(20 903.6426),(21 909.1356),(22 912.67596),(23 922.0841),(24 926.65015),(25 935.8923),(26 944.92096),(27 940.8856),(28 944.85785),(29 949.4093),(30 952.8882),(31 957.77155),(32 964.1006),(33 968.0338),(34 970.88446),(35 971.5254),(36 967.88995),(37 974.04266),(38 975.0525),(39 982.2943),(40 979.6582),(41 983.37335),(42 982.1742),(43 980.95416),(44 981.358),(45 985.12445),(46 990.0718),(47 988.0832),(48 994.1098),(49 997.7667),(50 996.85266),(51 1002.6404),(52 1002.42816),(53 990.8407),(54 985.65247),(55 984.43805),(56 984.7825),(57 976.4282),(58 974.6955),(59 977.98566),(60 968.82196),(61 971.09735),(62 977.3307),(63 979.7184),(64 986.4224),(65 993.771),(66 1005.0256),(67 1009.14764),(68 1011.3688),(69 1010.7711),(70 1010.98474),(71 1011.51434),(72 1016.61896),(73 1028.8519),(74 1033.6036),(75 1039.9388),(76 1041.2703),(77 1044.2292),(78 1048.2084),(79 1052.2838),
(1 246.954),(2 367.11884),(3 445.51205),(4 503.19656),(5 550.6327),(6 595.56006),(7 627.6657),(8 694.3734),(9 734.95575),(10 764.8479),(11 794.7983),(12 817.1368),(13 841.8356),(14 853.06433),(15 869.85706),(16 879.64746),(17 889.2939),(18 897.9929),(19 908.3356),(20 912.46625),(21 918.5348),(22 923.73804),(23 923.4056),(24 926.71954),(25 926.84686),(26 925.8119),(27 926.3647),(28 926.9693),(29 924.99414),(30 930.8657),(31 933.64404),(32 940.41724),(33 945.88385),(34 948.3758),(35 950.6356),(36 950.3097),(37 953.95416),(38 954.1115),(39 953.3851),(40 952.5824),(41 949.15576),(42 950.29364),(43 952.4475),(44 953.4202),(45 952.39734),(46 958.4351),(47 959.6067),(48 965.97284),(49 970.7077),(50 974.3677),(51 976.97614),(52 975.96796),(53 975.26935),(54 977.0568),(55 976.0449),(56 978.3134),(57 978.2981),(58 976.72064),(59 979.14136),(60 978.15137),(61 982.8753),(62 986.4381),(63 989.0898),(64 991.70306),(65 993.8061),(66 1000.5907),(67 997.36884),(68 995.7804),(69 994.3781),(70 997.4347),(71 997.99164),(72 994.30383),(73 995.7222),(74 997.3931),(75 1000.7593),(76 995.4982),(77 1000.06067),(78 1003.36304),(79 1013.0385),
(1 241.64503),(2 360.9604),(3 443.88412),(4 499.14383),(5 542.1109),(6 586.59814),(7 621.50104),(8 678.49316),(9 714.52844),(10 743.1603),(11 772.7102),(12 797.40796),(13 827.69165),(14 843.0518),(15 862.56274),(16 872.51245),(17 876.0094),(18 880.721),(19 890.8719),(20 885.74115),(21 893.897),(22 892.55505),(23 892.74896),(24 895.60223),(25 893.4061),(26 895.7917),(27 900.2467),(28 907.3397),(29 910.2866),(30 917.9241),(31 927.94794),(32 930.142),(33 939.4433),(34 941.6162),(35 946.9912),(36 948.91864),(37 949.6741),(38 957.61365),(39 960.81995),(40 964.6139),(41 967.2967),(42 971.93896),(43 980.7996),(44 984.5733),(45 985.2141),(46 988.6776),(47 988.19226),(48 992.5496),(49 992.96063),(50 995.8176),(51 1005.31036),(52 1005.5274),(53 1002.7995),(54 1004.5483),(55 1001.80304),(56 1004.946),(57 1003.2141),(58 999.1311),(59 993.07135),(60 989.50214),(61 987.40027),(62 986.74414),(63 990.7422),(64 990.76105),(65 989.27814),(66 986.3599),(67 986.65375),(68 984.66345),(69 986.5961),(70 989.9336),(71 993.7594),(72 988.7131),(73 998.0662),(74 998.0863),(75 1003.8696),(76 1007.798),(77 1009.8511),(78 1009.36633),(79 1011.62946),
(1 239.07916),(2 351.9917),(3 429.61386),(4 488.80795),(5 535.957),(6 578.33136),(7 616.5239),(8 674.47284),(9 711.5265),(10 738.6874),(11 766.50244),(12 789.46295),(13 812.7723),(14 826.8352),(15 842.6571),(16 848.85754),(17 855.81775),(18 863.59106),(19 868.19904),(20 871.22296),(21 880.5531),(22 883.0705),(23 889.2004),(24 892.37054),(25 892.9853),(26 894.0372),(27 898.7096),(28 905.0006),(29 909.15906),(30 912.5478),(31 916.0702),(32 919.5626),(33 923.8357),(34 925.47955),(35 931.9529),(36 938.4906),(37 944.9826),(38 941.3013),(39 947.4701),(40 951.6792),(41 952.5314),(42 954.83264),(43 958.61475),(44 963.1898),(45 962.66833),(46 966.0516),(47 960.93475),(48 957.565),(49 962.5525),(50 963.52216),(51 971.3963),(52 977.75275),(53 977.69916),(54 978.00354),(55 979.1494),(56 973.4295),(57 967.56696),(58 967.13025),(59 963.2678),(60 963.77734),(61 966.18536),(62 969.0555),(63 975.93024),(64 985.0751),(65 988.4139),(66 987.2666),(67 989.97577),(68 988.95026),(69 991.63654),(70 988.883),(71 993.6076),(72 994.16296),(73 999.781),(74 996.55725),(75 1009.70544),(76 1009.43994),(77 1012.97144),(78 1012.84186),(79 1012.2104),
(1 236.32846),(2 351.2858),(3 430.60382),(4 488.2328),(5 533.7479),(6 576.80927),(7 617.5658),(8 673.14343),(9 707.20074),(10 738.19135),(11 763.47925),(12 781.297),(13 801.6889),(14 812.8628),(15 826.8445),(16 834.1847),(17 844.1236),(18 845.55865),(19 849.13837),(20 851.12335),(21 856.7569),(22 855.39764),(23 866.57324),(24 870.51575),(25 872.9094),(26 875.0287),(27 888.81915),(28 897.3999),(29 900.0321),(30 900.7705),(31 901.68085),(32 903.7387),(33 906.05853),(34 905.3557),(35 904.1541),(36 912.932),(37 917.1918),(38 919.9964),(39 927.5686),(40 924.84424),(41 925.7987),(42 924.5627),(43 929.63477),(44 932.91296),(45 934.2471),(46 930.01874),(47 935.48096),(48 930.10394),(49 935.459),(50 936.8223),(51 939.37665),(52 940.0825),(53 935.243),(54 934.00757),(55 937.8686),(56 932.3325),(57 929.88806),(58 933.1713),(59 935.63135),(60 937.6293),(61 938.769),(62 941.7582),(63 948.204),(64 951.83075),(65 961.3241),(66 965.9321),(67 974.1735),(68 964.1329),(69 969.4464),(70 972.68243),(71 980.39343),(72 984.3912),(73 982.02167),(74 984.8275),(75 995.09186),(76 997.84186),(77 1008.1705),(78 1012.64294),(79 1015.3839),
(1 234.91267),(2 346.19226),(3 420.69385),(4 479.53094),(5 527.763),(6 572.6785),(7 612.2817),(8 666.5392),(9 702.1825),(10 731.89417),(11 757.45966),(12 777.7781),(13 797.0197),(14 806.0351),(15 823.4322),(16 827.84204),(17 834.39325),(18 838.9668),(19 839.9921),(20 845.02765),(21 846.0383),(22 848.8412),(23 856.44086),(24 856.7911),(25 864.57025),(26 873.23364),(27 880.015),(28 890.07),(29 891.28925),(30 892.9606),(31 897.4835),(32 905.8438),(33 908.8454),(34 905.9568),(35 912.9144),(36 916.7504),(37 916.08374),(38 912.36334),(39 913.3608),(40 916.1192),(41 911.0257),(42 917.04205),(43 918.0749),(44 919.3372),(45 927.63477),(46 926.10315),(47 931.9792),(48 929.5173),(49 930.06055),(50 932.6252),(51 939.4001),(52 942.6384),(53 942.62836),(54 941.77734),(55 939.61035),(56 943.1443),(57 941.13965),(58 945.1305),(59 943.8437),(60 947.19434),(61 944.80597),(62 952.13367),(63 962.3489),(64 959.9763),(65 961.7081),(66 957.7113),(67 961.50854),(68 953.6045),(69 956.37244),(70 958.8952),(71 963.90466),(72 967.03485),(73 965.356),(74 965.3926),(75 969.92914),(76 976.57996),(77 983.27356),(78 988.36786),(79 991.6683),
(1 229.79582),(2 341.66397),(3 415.12003),(4 469.18616),(5 514.2822),(6 557.0283),(7 592.21594),(8 640.4358),(9 672.78046),(10 700.9517),(11 724.3066),(12 746.10333),(13 769.9271),(14 782.5736),(15 796.0941),(16 805.6869),(17 814.2071),(18 818.13245),(19 822.6535),(20 831.487),(21 838.823),(22 844.3146),(23 848.11536),(24 849.5537),(25 859.672),(26 865.5367),(27 869.70245),(28 875.6748),(29 882.78937),(30 888.78925),(31 898.3292),(32 908.4564),(33 916.7886),(34 920.1781),(35 920.33856),(36 916.2587),(37 913.0155),(38 914.89246),(39 916.63403),(40 919.6797),(41 920.54236),(42 924.4097),(43 920.9217),(44 919.4545),(45 926.95123),(46 924.0634),(47 925.7623),(48 926.563),(49 925.0117),(50 923.39624),(51 927.0397),(52 930.7444),(53 918.1792),(54 914.53876),(55 909.8578),(56 907.72766),(57 908.24316),(58 906.6645),(59 910.65607),(60 910.4459),(61 914.47504),(62 913.1048),(63 921.1281),(64 923.8867),(65 927.78796),(66 926.8625),(67 932.2598),(68 936.1194),(69 939.602),(70 940.3712),(71 948.33966),(72 952.7092),(73 955.9872),(74 959.3888),(75 967.03076),(76 972.0709),(77 977.1252),(78 981.6556),(79 979.7814),
(1 230.33391),(2 341.83438),(3 416.10626),(4 471.27097),(5 516.366),(6 558.1313),(7 595.6819),(8 645.5707),(9 677.92206),(10 711.125),(11 732.09344),(12 755.5355),(13 778.7728),(14 788.5379),(15 801.1167),(16 808.6468),(17 817.0765),(18 820.3241),(19 827.0666),(20 827.549),(21 836.4736),(22 838.0693),(23 845.165),(24 849.20306),(25 856.9426),(26 860.14056),(27 864.57336),(28 867.0216),(29 873.5528),(30 879.3214),(31 882.05676),(32 885.1568),(33 890.0673),(34 888.883),(35 891.6972),(36 891.2234),(37 896.5976),(38 894.4048),(39 892.6822),(40 897.9585),(41 902.5178),(42 905.688),(43 909.0754),(44 911.5621),(45 916.60486),(46 919.14404),(47 921.4455),(48 922.25806),(49 924.1886),(50 925.4304),(51 929.6877),(52 925.3214),(53 925.94775),(54 927.035),(55 925.90936),(56 930.6519),(57 927.0189),(58 926.1409),(59 933.5448),(60 932.9793),(61 929.81036),(62 928.05194),(63 929.50183),(64 928.9246),(65 932.0898),(66 926.81915),(67 935.581),(68 938.4935),(69 943.2104),(70 943.2727),(71 952.71954),(72 952.6135),(73 948.625),(74 951.04236),(75 954.71594),(76 955.00305),(77 958.3615),(78 962.22424),(79 962.5166),
(1 224.4704),(2 333.80582),(3 405.0059),(4 461.22125),(5 505.30658),(6 543.96045),(7 572.76526),(8 625.9309),(9 657.45013),(10 683.5555),(11 709.0371),(12 731.3203),(13 749.1624),(14 756.48816),(15 773.6627),(16 780.1563),(17 790.9717),(18 795.854),(19 803.30035),(20 805.49133),(21 815.36346),(22 815.4731),(23 820.187),(24 819.1063),(25 819.9534),(26 821.6066),(27 830.08856),(28 834.61285),(29 842.79425),(30 847.85254),(31 850.0371),(32 854.2806),(33 856.2986),(34 860.3409),(35 859.9486),(36 855.2762),(37 854.1606),(38 857.92737),(39 862.51746),(40 858.0344),(41 861.0544),(42 861.42755),(43 863.3407),(44 863.9841),(45 870.75714),(46 873.0347),(47 879.6487),(48 883.1788),(49 882.6986),(50 887.45917),(51 889.83154),(52 886.67975),(53 883.3115),(54 878.97504),(55 878.0029),(56 878.13824),(57 878.622),(58 880.0029),(59 883.6623),(60 880.0918),(61 881.39435),(62 877.02386),(63 883.5307),(64 881.09863),(65 888.5937),(66 897.7467),(67 906.4994),(68 909.4019),(69 912.3563),(70 914.5366),(71 924.28705),(72 926.8033),(73 930.4995),(74 934.7199),(75 945.2197),(76 948.89514),(77 953.3563),(78 956.1258),(79 958.2503),
(1 224.49951),(2 333.21774),(3 403.75955),(4 460.1457),(5 499.81296),(6 538.57776),(7 570.3962),(8 616.371),(9 646.3048),(10 669.7292),(11 696.2646),(12 716.6454),(13 734.9635),(14 745.2798),(15 764.06366),(16 770.34143),(17 775.3609),(18 781.1767),(19 790.0593),(20 794.65356),(21 799.241),(22 806.2866),(23 814.316),(24 817.74457),(25 818.5606),(26 822.8326),(27 827.0687),(28 831.3266),(29 831.74615),(30 830.78723),(31 841.4048),(32 847.142),(33 850.16504),(34 852.39136),(35 854.48486),(36 857.2787),(37 853.3768),(38 861.8312),(39 868.22186),(40 871.14386),(41 871.61554),(42 875.819),(43 879.96576),(44 882.7851),(45 885.1887),(46 884.47595),(47 887.4345),(48 883.67834),(49 888.694),(50 891.6116),(51 898.1286),(52 898.1315),(53 901.47754),(54 897.4872),(55 898.3711),(56 895.7863),(57 897.36096),(58 899.6361),(59 900.8233),(60 900.29663),(61 905.943),(62 907.37976),(63 917.35004),(64 914.8186),(65 917.44604),(66 921.4436),(67 920.38635),(68 922.28906),(69 921.7991),(70 922.5966),(71 931.5532),(72 929.55963),(73 921.5571),(74 922.44135),(75 920.2409),(76 924.63684),(77 927.6452),(78 928.03876),(79 928.8361),
(1 220.36243),(2 325.79733),(3 398.61966),(4 454.69266),(5 492.2004),(6 527.8448),(7 561.5225),(8 620.3855),(9 650.59985),(10 680.89105),(11 703.57886),(12 727.1293),(13 748.7225),(14 758.39233),(15 780.2949),(16 786.31415),(17 788.35034),(18 793.6733),(19 799.0413),(20 803.586),(21 805.9468),(22 811.5452),(23 817.76355),(24 819.5008),(25 822.28186),(26 824.0621),(27 830.1306),(28 836.08514),(29 835.5491),(30 835.55884),(31 837.443),(32 844.6385),(33 844.9919),(34 846.2605),(35 850.8612),(36 851.768),(37 857.1052),(38 859.6778),(39 870.0128),(40 873.066),(41 883.6655),(42 884.2636),(43 888.666),(44 889.0822),(45 890.5074),(46 890.2801),(47 890.4444),(48 889.0254),(49 889.6972),(50 884.9618),(51 888.3757),(52 884.205),(53 880.7444),(54 876.5498),(55 882.1036),(56 884.4589),(57 884.689),(58 881.9431),(59 882.4446),(60 885.2102),(61 892.3443),(62 893.5895),(63 902.9302),(64 906.5498),(65 911.2323),(66 918.0962),(67 919.026),(68 914.8748),(69 912.402),(70 916.2249),(71 921.4526),(72 927.1785),(73 926.7789),(74 926.0084),(75 929.7294),(76 933.7902),(77 936.5995),(78 943.0915),(79 951.4773),
(1 216.33858),(2 318.80646),(3 390.55746),(4 445.2084),(5 484.50192),(6 521.49426),(7 555.6472),(8 610.18524),(9 640.37714),(10 668.0196),(11 694.194),(12 714.106),(13 737.8599),(14 753.08966),(15 770.96747),(16 776.33746),(17 780.28503),(18 785.5385),(19 791.5573),(20 796.7104),(21 805.0099),(22 806.7914),(23 806.2117),(24 806.09686),(25 805.4521),(26 809.5786),(27 814.8555),(28 819.5418),(29 822.20306),(30 826.16595),(31 831.70984),(32 836.61066),(33 841.8946),(34 842.64813),(35 844.0885),(36 844.9973),(37 848.363),(38 851.39154),(39 861.8245),(40 865.2328),(41 861.86646),(42 868.7763),(43 863.97894),(44 863.4126),(45 866.3372),(46 869.1316),(47 869.05804),(48 863.2768),(49 861.5362),(50 856.8829),(51 856.6478),(52 853.37164),(53 846.6957),(54 840.9071),(55 839.7656),(56 839.4168),(57 843.65454),(58 846.7381),(59 850.9549),(60 851.901),(61 860.82275),(62 868.5413),(63 877.6986),(64 884.8022),(65 886.9851),(66 891.54626),(67 892.269),(68 893.78613),(69 896.1975),(70 901.75854),(71 912.8713),(72 918.73267),(73 923.38043),(74 924.1419),(75 932.291),(76 937.039),(77 946.85236),(78 954.0116),(79 955.8965),
(1 216.57184),(2 321.33554),(3 394.0444),(4 446.83322),(5 482.58466),(6 522.6267),(7 554.38086),(8 611.51074),(9 639.2775),(10 666.5389),(11 689.4713),(12 706.1449),(13 724.0032),(14 735.8747),(15 757.4786),(16 764.0983),(17 773.4086),(18 779.2593),(19 781.694),(20 784.5402),(21 789.9385),(22 796.68976),(23 803.4048),(24 803.28467),(25 805.1678),(26 809.3183),(27 814.5757),(28 820.72235),(29 825.7479),(30 829.5996),(31 836.19934),(32 837.6287),(33 841.05316),(34 840.50995),(35 840.0819),(36 840.3467),(37 839.0198),(38 839.7104),(39 838.08405),(40 841.7546),(41 838.936),(42 837.7344),(43 838.3815),(44 837.043),(45 837.8496),(46 841.24884),(47 842.9122),(48 841.18475),(49 842.92664),(50 839.9095),(51 852.3006),(52 850.4689),(53 846.2292),(54 844.5536),(55 845.5037),(56 849.90674),(57 848.1587),(58 858.23),(59 856.09045),(60 855.3845),(61 857.3322),(62 859.95215),(63 868.84863),(64 879.53674),(65 882.7678),(66 889.5572),(67 894.6418),(68 894.2542),(69 897.42706),(70 905.74445),(71 910.8311),(72 907.7774),(73 906.6071),(74 906.5528),(75 911.85504),(76 911.97986),(77 913.4638),(78 917.8771),(79 919.26556),
(1 211.99873),(2 315.60184),(3 385.4038),(4 438.0256),(5 473.5261),(6 508.94446),(7 542.8282),(8 593.29645),(9 624.23615),(10 651.915),(11 672.6747),(12 689.27325),(13 708.6207),(14 720.52386),(15 734.91766),(16 742.7963),(17 752.2877),(18 759.5282),(19 772.15094),(20 776.3132),(21 780.74994),(22 784.98236),(23 795.01154),(24 794.47314),(25 797.58936),(26 794.842),(27 801.6268),(28 809.3335),(29 812.8569),(30 810.8713),(31 817.4363),(32 814.7491),(33 820.9637),(34 826.5105),(35 824.597),(36 828.4631),(37 829.9105),(38 827.58734),(39 826.1384),(40 828.3423),(41 828.2158),(42 825.0499),(43 825.50696),(44 829.92883),(45 827.2262),(46 826.11444),(47 828.0008),(48 828.2265),(49 834.5734),(50 833.55994),(51 836.52527),(52 838.0979),(53 842.6169),(54 843.8255),(55 840.69336),(56 842.2213),(57 837.9887),(58 838.24744),(59 836.98285),(60 834.8008),(61 836.52264),(62 838.4072),(63 847.2167),(64 852.377),(65 851.6861),(66 854.74414),(67 858.3577),(68 862.7265),(69 863.43414),(70 865.9819),(71 866.872),(72 865.7123),(73 866.1212),(74 867.1286),(75 876.748),(76 880.424),(77 883.35077),(78 879.99005),(79 884.3472),
(1 210.3327),(2 314.2588),(3 381.23016),(4 437.9153),(5 477.25922),(6 518.2634),(7 549.9692),(8 598.85675),(9 627.96124),(10 650.42346),(11 677.3783),(12 697.2077),(13 712.4446),(14 723.6607),(15 741.5148),(16 743.404),(17 753.4312),(18 757.1195),(19 766.5588),(20 771.5286),(21 777.9352),(22 786.86224),(23 789.9646),(24 793.443),(25 798.2107),(26 796.44354),(27 805.55914),(28 813.9138),(29 820.75793),(30 823.7536),(31 824.1316),(32 821.56006),(33 824.92267),(34 824.1445),(35 825.99805),(36 828.2918),(37 828.84265),(38 831.8298),(39 832.78827),(40 835.03235),(41 836.6094),(42 834.2886),(43 831.0832),(44 834.3547),(45 837.0695),(46 839.2493),(47 842.01526),(48 842.69745),(49 843.819),(50 842.81036),(51 847.5781),(52 850.3974),(53 842.1639),(54 836.7742),(55 837.2344),(56 840.2595),(57 837.2873),(58 839.2364),(59 841.66736),(60 842.3882),(61 845.65564),(62 851.79987),(63 857.706),(64 860.66705),(65 861.94617),(66 861.62775),(67 866.56793),(68 872.03284),(69 872.97974),(70 875.7773),(71 880.2152),(72 877.4348),(73 879.8989),(74 882.4598),(75 887.03485),(76 893.43536),(77 886.36786),(78 888.1068),(79 893.3167),
(1 207.3919),(2 306.1878),(3 371.91055),(4 424.58362),(5 464.41425),(6 501.66467),(7 531.5194),(8 577.31915),(9 602.50635),(10 624.33954),(11 645.68585),(12 666.6566),(13 681.2119),(14 690.8322),(15 708.5082),(16 708.38257),(17 719.7632),(18 721.7507),(19 725.8213),(20 733.4413),(21 740.6683),(22 748.71277),(23 754.8925),(24 756.2159),(25 759.20844),(26 764.43524),(27 770.99646),(28 772.8218),(29 774.0086),(30 781.33997),(31 782.8092),(32 784.65576),(33 784.8498),(34 786.51843),(35 783.4811),(36 789.4108),(37 790.58545),(38 797.1809),(39 800.8092),(40 799.8067),(41 805.2927),(42 804.6719),(43 805.77313),(44 807.1658),(45 812.4158),(46 809.8573),(47 811.14404),(48 809.91754),(49 813.92773),(50 815.31036),(51 818.2421),(52 822.73267),(53 819.22974),(54 813.44244),(55 811.5861),(56 812.5183),(57 813.9007),(58 812.0156),(59 820.4614),(60 817.1301),(61 819.88556),(62 823.0757),(63 834.74536),(64 835.7593),(65 835.5243),(66 835.84845),(67 838.33856),(68 841.6735),(69 838.2158),(70 840.09485),(71 843.1942),(72 842.9718),(73 843.5778),(74 845.0531),(75 850.0394),(76 853.2399),(77 851.4938),(78 852.8503),(79 859.6354),
