1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49.778706),(2 55.666603),(3 59.406345),(4 60.164646),(5 62.979603),(6 64.08323),(7 65.28423),(8 66.613174),(9 67.80473),(10 68.75664),(11 69.7569),(12 70.43288),(13 72.259995),(14 72.46522),(15 73.96695),(16 75.659996),(17 75.71185),(18 76.21135),(19 77.12596),(20 77.98151),(21 78.20928),(22 79.48517),(23 79.7247),(24 80.90347),(25 81.61884),(26 81.06082),(27 82.51508),(28 82.378456),(29 82.09257),(30 82.578514),(31 82.4338),(32 83.40216),(33 83.3968),(34 82.986855),(35 83.64733),(36 82.708115),(37 82.576584),(38 82.32092),(39 81.7544),(40 82.53486),(41 82.288086),(42 83.6738),(43 83.09857),(44 83.43302),(45 83.52992),(46 83.52715),(47 83.81529),(48 83.784966),(49 84.22514),(50 84.516205),(51 84.760956),(52 84.63505),(53 84.46167),(54 84.38224),(55 83.99277),(56 83.91161),(57 83.844475),(58 83.58802),(59 83.593315),(60 82.6159),(61 82.611374),(62 82.26108),(63 82.34407),(64 81.1717),(65 80.59776),(66 80.311615),(67 80.88131),(68 80.66227),(69 80.19127),(70 81.42384),(71 81.524),(72 81.46046),(73 81.89522),(74 82.06264),(75 82.85805),(76 83.67311),(77 84.01577),(78 84.952034),(79 84.60024),
(1 49.41387),(2 56.295113),(3 59.64649),(4 61.204754),(5 62.329124),(6 64.197624),(7 65.8188),(8 67.91527),(9 68.628395),(10 70.21251),(11 71.53447),(12 72.299324),(13 73.69194),(14 74.49511),(15 75.88721),(16 76.30923),(17 76.40174),(18 77.744095),(19 77.972176),(20 78.271675),(21 79.08646),(22 79.56382),(23 79.0224),(24 79.77325),(25 80.844765),(26 80.029915),(27 81.15679),(28 81.139084),(29 81.00573),(30 82.28282),(31 82.232216),(32 82.894),(33 83.18557),(34 82.86891),(35 82.705894),(36 82.04446),(37 81.67054),(38 82.07348),(39 81.35321),(40 82.08137),(41 81.56029),(42 82.6327),(43 83.75866),(44 84.05481),(45 84.25961),(46 84.48075),(47 84.06876),(48 85.558975),(49 85.735344),(50 85.71786),(51 86.09557),(52 86.15669),(53 85.592155),(54 85.08456),(55 85.30422),(56 85.26772),(57 84.71352),(58 85.38801),(59 84.506226),(60 83.86179),(61 83.43508),(62 84.05453),(63 83.26858),(64 82.427795),(65 82.19081),(66 81.62684),(67 82.265),(68 82.51802),(69 82.657845),(70 83.05931),(71 83.801025),(72 83.50218),(73 83.34233),(74 84.68038),(75 85.24053),(76 85.991234),(77 85.43745),(78 86.75204),(79 86.79328),
(1 49.141644),(2 55.465828),(3 58.944965),(4 60.971752),(5 62.83061),(6 64.3117),(7 66.42126),(8 67.93244),(9 67.93195),(10 69.18894),(11 69.70376),(12 70.86801),(13 72.70523),(14 72.70301),(15 74.68276),(16 75.1896),(17 75.79006),(18 77.173035),(19 78.179474),(20 77.8008),(21 78.549904),(22 78.9993),(23 79.07046),(24 79.860886),(25 79.94705),(26 80.81832),(27 82.02304),(28 81.761444),(29 81.10344),(30 81.03738),(31 81.3505),(32 81.79043),(33 82.42124),(34 82.161224),(35 82.07918),(36 81.47984),(37 80.651634),(38 81.11714),(39 80.86177),(40 81.29946),(41 81.75232),(42 81.43329),(43 82.566895),(44 82.86568),(45 83.00913),(46 83.78241),(47 83.572815),(48 84.42347),(49 84.62774),(50 84.295715),(51 84.99198),(52 85.711464),(53 85.306145),(54 84.6988),(55 84.78864),(56 85.0323),(57 84.8848),(58 85.11021),(59 83.102104),(60 83.10249),(61 83.19232),(62 82.17424),(63 82.914444),(64 81.36672),(65 81.6724),(66 81.518684),(67 81.377846),(68 81.78607),(69 81.242935),(70 81.2966),(71 82.205025),(72 81.583885),(73 81.91124),(74 82.1442),(75 83.2143),(76 84.0352),(77 84.52747),(78 84.90343),(79 84.19751),
(1 48.2533),(2 54.03434),(3 58.56222),(4 59.471153),(5 61.653698),(6 63.487064),(7 65.7663),(8 66.95677),(9 66.74969),(10 68.53904),(11 70.11956),(12 70.73805),(13 71.9218),(14 72.42873),(15 74.159706),(16 74.246765),(17 75.014565),(18 75.815506),(19 76.33765),(20 76.33021),(21 77.533806),(22 77.629196),(23 78.53788),(24 79.72828),(25 80.15817),(26 79.81824),(27 80.63485),(28 80.15742),(29 79.16059),(30 79.74955),(31 79.90037),(32 78.60098),(33 78.57504),(34 78.60021),(35 79.72077),(36 79.40445),(37 79.76366),(38 79.92969),(39 79.84965),(40 79.77417),(41 80.120895),(42 80.580696),(43 81.4656),(44 80.8485),(45 81.87175),(46 82.637276),(47 82.224),(48 82.32123),(49 83.04348),(50 83.24229),(51 83.169235),(52 83.53972),(53 83.10488),(54 82.98558),(55 82.06141),(56 82.01524),(57 81.98606),(58 82.17509),(59 80.76614),(60 80.11),(61 79.75884),(62 79.58272),(63 79.518616),(64 78.95768),(65 79.22822),(66 78.72903),(67 79.03041),(68 79.7345),(69 79.74452),(70 80.42844),(71 81.63427),(72 80.92209),(73 81.28873),(74 81.456795),(75 82.414055),(76 82.48541),(77 82.63731),(78 82.63128),(79 82.527405),
(1 47.17472),(2 53.12172),(3 57.15928),(4 59.3279),(5 60.31394),(6 61.993725),(7 63.397404),(8 64.67487),(9 64.9108),(10 67.126915),(11 68.00508),(12 68.86398),(13 70.33439),(14 71.37421),(15 71.84811),(16 72.71408),(17 72.85113),(18 74.40987),(19 75.126976),(20 74.45013),(21 75.73404),(22 75.710785),(23 75.25686),(24 76.30676),(25 77.174995),(26 76.488495),(27 77.80781),(28 77.30191),(29 77.436844),(30 78.243195),(31 78.52377),(32 77.83426),(33 78.11752),(34 77.72552),(35 78.06506),(36 77.88312),(37 77.92958),(38 78.23211),(39 77.98314),(40 78.71236),(41 78.96791),(42 79.664215),(43 81.05132),(44 80.91191),(45 82.137985),(46 81.68472),(47 82.13692),(48 82.41784),(49 82.773796),(50 82.80718),(51 82.500084),(52 82.376816),(53 82.00601),(54 81.64794),(55 80.79699),(56 80.21266),(57 80.698494),(58 80.486946),(59 79.885574),(60 78.84477),(61 78.18295),(62 78.44997),(63 79.44004),(64 77.49958),(65 77.70736),(66 77.5686),(67 78.34043),(68 78.216095),(69 77.872856),(70 78.06363),(71 78.99942),(72 79.07964),(73 79.3738),(74 79.53596),(75 80.70789),(76 80.67057),(77 81.01467),(78 81.77768),(79 82.23417),
(1 47.460545),(2 52.78265),(3 56.177948),(4 57.725273),(5 59.47816),(6 61.9679),(7 63.74247),(8 64.92305),(9 65.592575),(10 66.524574),(11 67.59547),(12 68.88942),(13 69.98289),(14 70.85723),(15 71.73727),(16 72.18835),(17 72.46077),(18 73.83018),(19 73.91281),(20 74.05383),(21 74.50422),(22 75.838356),(23 76.39223),(24 77.04309),(25 78.349625),(26 77.954895),(27 78.637535),(28 77.997696),(29 78.125),(30 78.546486),(31 78.23373),(32 78.2171),(33 78.82876),(34 78.63184),(35 78.21992),(36 77.955475),(37 78.41775),(38 78.4814),(39 77.37509),(40 78.0731),(41 78.97052),(42 78.61238),(43 79.517365),(44 79.6001),(45 80.676125),(46 80.11686),(47 80.03144),(48 80.65159),(49 80.28429),(50 80.7509),(51 80.938286),(52 81.09845),(53 80.97802),(54 81.043106),(55 80.472664),(56 80.00007),(57 80.03077),(58 80.10906),(59 79.321945),(60 78.14657),(61 77.66634),(62 78.4497),(63 77.8809),(64 76.41136),(65 76.06012),(66 75.835304),(67 75.9319),(68 76.83081),(69 76.883675),(70 77.67315),(71 78.15323),(72 78.124146),(73 78.63039),(74 79.67059),(75 80.69124),(76 81.22971),(77 81.77957),(78 82.79196),(79 83.85329),
(1 47.87156),(2 53.036415),(3 57.17907),(4 59.04236),(5 60.16724),(6 62.884014),(7 64.45322),(8 65.90839),(9 66.437355),(10 67.74198),(11 68.4262),(12 69.89865),(13 70.73022),(14 71.29856),(15 72.6925),(16 73.38453),(17 74.06913),(18 74.58404),(19 74.93363),(20 74.19118),(21 75.46243),(22 77.36267),(23 78.03783),(24 78.55178),(25 79.36858),(26 79.30703),(27 79.68073),(28 80.032265),(29 79.55478),(30 80.238594),(31 80.25024),(32 80.702805),(33 80.42197),(34 80.000145),(35 79.70832),(36 79.76444),(37 78.99112),(38 79.82462),(39 79.644196),(40 80.387375),(41 81.33931),(42 82.02916),(43 82.40206),(44 82.2845),(45 82.45951),(46 83.04811),(47 83.069916),(48 83.26888),(49 83.40194),(50 82.88915),(51 81.99781),(52 81.83009),(53 81.76308),(54 82.07805),(55 81.16559),(56 81.8279),(57 80.39189),(58 81.02754),(59 80.16683),(60 80.4253),(61 78.96838),(62 78.72514),(63 78.72136),(64 78.147995),(65 78.15957),(66 77.74225),(67 77.62016),(68 77.09382),(69 77.64103),(70 77.902504),(71 79.49342),(72 79.45418),(73 79.15624),(74 80.602234),(75 81.45622),(76 81.63968),(77 82.97736),(78 84.0074),(79 83.96202),
(1 47.611504),(2 53.55974),(3 57.293526),(4 58.752266),(5 60.151596),(6 62.42336),(7 63.853374),(8 65.525925),(9 66.07311),(10 67.41139),(11 68.115685),(12 69.04261),(13 70.15824),(14 70.55991),(15 71.94543),(16 72.123695),(17 73.23044),(18 74.16349),(19 74.26563),(20 74.83431),(21 76.639404),(22 76.55611),(23 77.51634),(24 77.438614),(25 78.62588),(26 79.22832),(27 79.094055),(28 79.53465),(29 79.92206),(30 79.52688),(31 79.56231),(32 79.98995),(33 79.223495),(34 79.086235),(35 79.448685),(36 78.855156),(37 78.16579),(38 78.8742),(39 79.15866),(40 79.25191),(41 80.202614),(42 79.508965),(43 80.54046),(44 81.04731),(45 81.16557),(46 80.89919),(47 81.316414),(48 81.78047),(49 82.24716),(50 81.74442),(51 81.260765),(52 81.47337),(53 80.64961),(54 81.296326),(55 80.6402),(56 81.15973),(57 80.173294),(58 80.53541),(59 80.072395),(60 79.20605),(61 79.681816),(62 78.81387),(63 78.546135),(64 77.74628),(65 77.4119),(66 77.45404),(67 77.836205),(68 78.858376),(69 78.59907),(70 78.04042),(71 79.27893),(72 78.93579),(73 79.13322),(74 80.23277),(75 81.2007),(76 81.04994),(77 81.73665),(78 82.06196),(79 82.09652),
(1 46.609737),(2 51.839825),(3 54.866493),(4 56.7717),(5 58.20527),(6 60.203903),(7 61.49475),(8 63.08716),(9 64.07676),(10 64.637955),(11 65.962326),(12 67.529724),(13 68.1029),(14 68.38206),(15 69.724594),(16 69.98594),(17 70.916794),(18 71.10948),(19 72.24066),(20 72.18684),(21 74.314995),(22 74.84847),(23 75.26745),(24 75.35478),(25 75.49805),(26 76.05884),(27 77.24167),(28 77.41977),(29 76.947235),(30 76.88654),(31 77.97421),(32 77.87126),(33 77.06314),(34 77.19926),(35 77.590065),(36 77.384735),(37 76.77221),(38 76.68359),(39 76.659515),(40 76.83844),(41 77.38212),(42 77.92027),(43 77.8721),(44 77.81795),(45 78.33062),(46 77.82651),(47 78.37847),(48 78.56177),(49 78.596695),(50 78.14933),(51 78.58797),(52 78.508064),(53 79.17734),(54 79.34454),(55 78.03764),(56 78.13651),(57 77.41989),(58 78.23075),(59 77.429085),(60 76.558304),(61 76.86954),(62 75.68851),(63 75.77249),(64 74.62978),(65 74.091),(66 74.468925),(67 74.35332),(68 75.42296),(69 75.57008),(70 75.64356),(71 76.54163),(72 76.376335),(73 76.14794),(74 77.22651),(75 77.63217),(76 78.39001),(77 79.1626),(78 80.14245),(79 80.38816),
(1 46.409966),(2 52.170906),(3 55.305794),(4 57.60161),(5 58.896305),(6 61.066998),(7 62.364845),(8 64.31972),(9 64.98637),(10 65.938484),(11 66.56298),(12 67.98913),(13 68.04493),(14 69.54092),(15 70.48477),(16 71.14461),(17 72.02219),(18 71.96518),(19 72.68412),(20 72.88554),(21 74.343414),(22 75.28136),(23 76.04528),(24 76.66239),(25 77.016495),(26 77.29531),(27 78.24081),(28 77.857185),(29 76.429565),(30 76.91844),(31 77.5094),(32 77.784836),(33 77.02317),(34 77.97371),(35 77.96127),(36 78.13639),(37 77.89481),(38 77.868675),(39 77.20893),(40 77.415115),(41 77.37877),(42 77.82229),(43 78.16186),(44 77.9261),(45 78.48355),(46 78.98973),(47 79.27262),(48 78.59104),(49 79.374756),(50 79.4344),(51 80.39451),(52 79.76314),(53 80.472694),(54 80.09495),(55 79.58886),(56 79.49241),(57 79.06952),(58 78.99759),(59 79.076065),(60 78.10183),(61 77.17705),(62 76.28669),(63 77.186386),(64 76.42668),(65 76.03276),(66 76.510826),(67 76.745415),(68 77.25168),(69 77.428566),(70 77.80713),(71 78.7267),(72 77.86079),(73 78.42818),(74 79.44526),(75 79.33265),(76 79.8975),(77 80.14638),(78 80.411095),(79 81.12596),
(1 46.277847),(2 51.504414),(3 54.904778),(4 57.29602),(5 59.028797),(6 60.42514),(7 62.224834),(8 63.92637),(9 64.79654),(10 65.71181),(11 65.976036),(12 67.68123),(13 68.730034),(14 69.83829),(15 71.368576),(16 71.227646),(17 71.58297),(18 72.18974),(19 72.54583),(20 73.0836),(21 75.40212),(22 75.65825),(23 75.7232),(24 76.23095),(25 76.9535),(26 76.936356),(27 76.82236),(28 77.35449),(29 77.25804),(30 76.731674),(31 76.9063),(32 76.781136),(33 76.61075),(34 77.37846),(35 77.61638),(36 77.57963),(37 77.78443),(38 77.729645),(39 77.09484),(40 78.594154),(41 77.9705),(42 77.60516),(43 79.790535),(44 78.84476),(45 78.93586),(46 79.21592),(47 79.10013),(48 79.30088),(49 79.605125),(50 80.164505),(51 80.7609),(52 80.36299),(53 81.2273),(54 80.471275),(55 80.1168),(56 80.34975),(57 79.878296),(58 79.81997),(59 79.7197),(60 79.289505),(61 78.911255),(62 77.54717),(63 78.1168),(64 76.64987),(65 76.69552),(66 76.32925),(67 77.161),(68 77.20968),(69 76.97856),(70 76.881805),(71 77.33832),(72 77.307686),(73 77.8344),(74 77.71932),(75 78.55688),(76 78.5206),(77 78.92307),(78 78.85661),(79 79.96061),
(1 46.117615),(2 50.79354),(3 54.690746),(4 55.911385),(5 58.438534),(6 60.101887),(7 61.742176),(8 62.93212),(9 63.861732),(10 64.71724),(11 65.18686),(12 66.63871),(13 66.901474),(14 68.55261),(15 69.40719),(16 69.94864),(17 71.01808),(18 71.638794),(19 72.65518),(20 73.010765),(21 74.30289),(22 74.4873),(23 75.40355),(24 75.33934),(25 75.97311),(26 76.54567),(27 76.94031),(28 76.985985),(29 76.61023),(30 76.8424),(31 77.812805),(32 77.30295),(33 77.41844),(34 77.136024),(35 76.86725),(36 77.30337),(37 76.37859),(38 76.96919),(39 76.67812),(40 77.44961),(41 77.46636),(42 77.87271),(43 77.84958),(44 78.32349),(45 77.94707),(46 78.11742),(47 78.104706),(48 77.885475),(49 77.82743),(50 77.5758),(51 78.153885),(52 77.638855),(53 78.42293),(54 76.810905),(55 76.828354),(56 77.03342),(57 77.22116),(58 77.70634),(59 76.47434),(60 76.058426),(61 76.054955),(62 75.483826),(63 75.523895),(64 75.07589),(65 75.12068),(66 74.47431),(67 74.658264),(68 74.91211),(69 74.69411),(70 75.02562),(71 76.11837),(72 76.22033),(73 76.46229),(74 77.54013),(75 77.98291),(76 78.05201),(77 78.62784),(78 78.59719),(79 79.47711),
(1 45.955315),(2 50.78609),(3 54.680138),(4 55.929367),(5 57.973984),(6 59.491943),(7 61.04915),(8 62.148407),(9 62.762566),(10 63.308987),(11 63.983315),(12 65.45561),(13 65.417404),(14 66.795105),(15 68.25063),(16 68.87023),(17 69.98369),(18 70.118004),(19 71.13276),(20 71.41929),(21 72.04904),(22 73.07985),(23 73.91946),(24 74.235664),(25 74.41678),(26 74.608604),(27 75.239525),(28 75.43291),(29 75.16013),(30 75.07195),(31 75.75019),(32 75.562935),(33 75.511894),(34 75.35217),(35 75.665215),(36 75.836975),(37 75.17344),(38 74.91616),(39 74.604126),(40 75.52974),(41 75.522224),(42 75.89143),(43 75.89921),(44 75.86584),(45 76.08288),(46 76.53169),(47 76.4649),(48 76.87959),(49 76.71268),(50 76.27669),(51 76.60831),(52 76.72821),(53 76.019356),(54 76.43825),(55 75.59618),(56 75.936905),(57 75.83374),(58 77.00261),(59 76.28505),(60 74.89627),(61 74.563225),(62 74.36728),(63 75.2808),(64 74.62649),(65 73.59786),(66 73.40721),(67 74.32591),(68 74.25681),(69 74.15487),(70 74.971954),(71 76.39131),(72 76.35423),(73 75.93538),(74 77.46159),(75 77.29376),(76 77.948685),(77 77.58582),(78 78.166245),(79 79.59566),
(1 45.82737),(2 50.447212),(3 54.673878),(4 56.548283),(5 58.25059),(6 59.576164),(7 60.9842),(8 62.730606),(9 63.574615),(10 64.43182),(11 65.71348),(12 67.32321),(13 67.93018),(14 68.830124),(15 70.590454),(16 71.00521),(17 71.9172),(18 72.25821),(19 72.85963),(20 72.75111),(21 73.35868),(22 73.984764),(23 74.032684),(24 75.09721),(25 76.30094),(26 76.72286),(27 77.10492),(28 77.0539),(29 76.99854),(30 77.168465),(31 77.280334),(32 77.24616),(33 77.389534),(34 76.95022),(35 77.4546),(36 77.180824),(37 76.611084),(38 76.54858),(39 76.87722),(40 77.23885),(41 77.427536),(42 77.47873),(43 77.75915),(44 78.90217),(45 78.64413),(46 79.37136),(47 79.00627),(48 79.91395),(49 79.44775),(50 78.54244),(51 78.9894),(52 78.7117),(53 78.76254),(54 78.49729),(55 77.93738),(56 77.81887),(57 77.163376),(58 77.2911),(59 76.487625),(60 75.943825),(61 76.133484),(62 75.246796),(63 75.25094),(64 74.93165),(65 73.994736),(66 74.178894),(67 74.77952),(68 74.50198),(69 74.43949),(70 75.39419),(71 75.31541),(72 75.01685),(73 75.03575),(74 76.446236),(75 77.0916),(76 77.63914),(77 78.207855),(78 78.261246),(79 79.0629),
(1 46.32296),(2 51.649605),(3 54.986397),(4 57.163372),(5 59.105698),(6 60.467693),(7 61.642735),(8 62.47393),(9 63.614513),(10 64.77724),(11 66.129425),(12 67.38536),(13 68.37572),(14 69.84824),(15 70.99856),(16 71.84014),(17 71.94492),(18 72.97854),(19 73.102684),(20 73.7449),(21 74.39255),(22 74.25779),(23 75.04199),(24 75.40792),(25 75.966255),(26 76.22503),(27 77.106674),(28 77.63464),(29 77.55636),(30 77.569244),(31 78.419044),(32 78.04306),(33 78.592545),(34 77.44138),(35 78.291664),(36 78.136856),(37 77.46955),(38 77.475716),(39 77.584656),(40 77.819725),(41 77.45438),(42 77.936295),(43 78.226204),(44 78.91924),(45 79.44717),(46 80.30063),(47 79.62404),(48 80.22372),(49 80.04866),(50 79.69631),(51 79.5228),(52 79.15511),(53 79.13343),(54 78.48256),(55 78.11366),(56 77.9918),(57 77.45438),(58 77.88592),(59 77.90756),(60 77.15216),(61 77.183754),(62 77.23957),(63 77.11753),(64 76.49628),(65 76.04973),(66 75.53248),(67 75.70484),(68 75.8035),(69 76.21641),(70 76.669426),(71 76.50746),(72 76.96488),(73 76.49317),(74 78.27901),(75 79.14078),(76 79.54065),(77 80.27656),(78 80.19671),(79 81.51),
(1 45.106266),(2 50.237534),(3 53.95253),(4 55.64709),(5 57.275616),(6 59.03142),(7 60.044037),(8 61.1829),(9 62.212463),(10 63.144012),(11 64.37712),(12 65.07534),(13 66.172005),(14 67.079475),(15 69.1141),(16 69.017),(17 69.995346),(18 70.7357),(19 70.90476),(20 71.69688),(21 72.86087),(22 73.53803),(23 73.225494),(24 73.39652),(25 74.08199),(26 74.75082),(27 74.98051),(28 75.09376),(29 74.71383),(30 75.51538),(31 75.87504),(32 75.19573),(33 75.22577),(34 74.92925),(35 76.00412),(36 75.260506),(37 74.88172),(38 74.02349),(39 74.66636),(40 74.97142),(41 75.11465),(42 75.203255),(43 75.18918),(44 74.94091),(45 75.99488),(46 75.0151),(47 75.96528),(48 76.7579),(49 76.93732),(50 76.39904),(51 76.963875),(52 76.78777),(53 75.90663),(54 76.00133),(55 76.06165),(56 75.77456),(57 75.43574),(58 75.16413),(59 75.55629),(60 75.37113),(61 74.42376),(62 73.38861),(63 73.69884),(64 73.39143),(65 73.13806),(66 72.812256),(67 73.10567),(68 73.01589),(69 72.733925),(70 72.91626),(71 73.761345),(72 74.218864),(73 74.884575),(74 75.73615),(75 76.388695),(76 76.507935),(77 76.979126),(78 77.05584),(79 78.900444),
(1 45.379192),(2 50.012054),(3 53.966385),(4 55.807625),(5 57.19313),(6 59.21936),(7 60.70772),(8 61.40666),(9 62.476578),(10 63.232513),(11 64.56446),(12 65.269745),(13 66.45054),(14 67.82998),(15 69.14971),(16 69.92335),(17 70.310844),(18 71.35862),(19 71.42657),(20 71.61373),(21 72.44329),(22 73.1978),(23 73.74751),(24 73.738525),(25 74.86909),(26 74.90877),(27 76.08122),(28 76.28537),(29 75.255806),(30 75.50614),(31 75.388466),(32 75.436134),(33 75.86957),(34 75.19132),(35 74.997696),(36 75.324356),(37 74.90336),(38 74.77686),(39 75.039024),(40 75.02048),(41 75.34982),(42 76.075966),(43 76.51116),(44 77.08287),(45 77.43985),(46 76.97647),(47 77.69619),(48 78.30156),(49 78.14026),(50 77.51703),(51 77.926384),(52 77.28799),(53 77.0699),(54 77.09289),(55 77.33177),(56 77.05134),(57 76.45458),(58 77.02794),(59 75.81842),(60 74.98213),(61 74.71619),(62 74.64911),(63 74.519554),(64 74.15543),(65 74.02442),(66 73.14327),(67 73.84765),(68 73.72578),(69 73.6769),(70 74.22615),(71 74.70639),(72 74.89045),(73 73.6442),(74 74.82034),(75 75.937515),(76 75.88027),(77 76.250404),(78 76.899025),(79 78.02301),
(1 44.41985),(2 49.0068),(3 52.428455),(4 54.149284),(5 55.7552),(6 57.924828),(7 59.173958),(8 59.834652),(9 60.937683),(10 62.231148),(11 62.66984),(12 64.07457),(13 64.93835),(14 65.69142),(15 67.436516),(16 67.70567),(17 68.4506),(18 69.78288),(19 70.48521),(20 70.86237),(21 71.37514),(22 71.63869),(23 72.13584),(24 72.54737),(25 72.92519),(26 73.10542),(27 73.64834),(28 73.83451),(29 73.76789),(30 74.60807),(31 74.45132),(32 74.450836),(33 74.80831),(34 73.869804),(35 73.97147),(36 73.63446),(37 73.10229),(38 72.50661),(39 72.98319),(40 72.930504),(41 72.55719),(42 72.55227),(43 72.63152),(44 73.62334),(45 73.03873),(46 73.37385),(47 74.071075),(48 74.10304),(49 73.724915),(50 74.02858),(51 75.014595),(52 74.63345),(53 74.065834),(54 74.18335),(55 74.78613),(56 74.47439),(57 74.59824),(58 74.75518),(59 73.81002),(60 73.65381),(61 72.971634),(62 72.338264),(63 72.87229),(64 72.45507),(65 71.64962),(66 71.2286),(67 71.934875),(68 71.73659),(69 72.429016),(70 72.36039),(71 72.97284),(72 73.05472),(73 72.13972),(74 73.17001),(75 73.92396),(76 73.68686),(77 74.37033),(78 75.13659),(79 75.491776),
