1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 56.331795),(2 64.39995),(3 68.62163),(4 71.52578),(5 73.306885),(6 74.178215),(7 76.38086),(8 77.103806),(9 78.68393),(10 79.601326),(11 81.561775),(12 82.313095),(13 83.2893),(14 84.2491),(15 85.72996),(16 86.26582),(17 87.07182),(18 87.23801),(19 87.75475),(20 88.14252),(21 89.20007),(22 89.97166),(23 91.060425),(24 91.20085),(25 91.97878),(26 92.0901),(27 92.75592),(28 93.124466),(29 94.013084),(30 94.81363),(31 94.76548),(32 94.77462),(33 94.469864),(34 94.57125),(35 94.58358),(36 95.27639),(37 94.55579),(38 95.19884),(39 95.93903),(40 95.60723),(41 96.88762),(42 96.932045),(43 96.93979),(44 96.24978),(45 96.88483),(46 97.41605),(47 98.02208),(48 98.60745),(49 98.49916),(50 99.06445),(51 99.52002),(52 100.19454),(53 99.25555),(54 99.04428),(55 99.053925),(56 99.75343),(57 99.30622),(58 98.979965),(59 97.61071),(60 97.10762),(61 95.430275),(62 94.50813),(63 95.68079),(64 94.9586),(65 94.396286),(66 94.922165),(67 95.10734),(68 95.16128),(69 94.88883),(70 95.470764),(71 95.50524),(72 94.86226),(73 96.321144),(74 96.589554),(75 97.36405),(76 97.75432),(77 98.73489),(78 98.38474),(79 99.3766),
(1 55.174904),(2 64.01951),(3 67.084816),(4 70.89407),(5 72.18139),(6 74.027725),(7 75.77694),(8 76.3146),(9 77.213295),(10 77.78114),(11 79.99598),(12 81.03655),(13 82.508446),(14 83.303474),(15 84.63054),(16 84.96144),(17 86.65861),(18 87.4788),(19 88.03655),(20 88.530304),(21 89.61764),(22 89.34442),(23 90.708466),(24 90.31531),(25 90.69564),(26 91.24077),(27 91.77797),(28 92.16805),(29 92.10407),(30 93.067825),(31 92.47491),(32 92.94848),(33 92.22566),(34 91.37732),(35 90.60215),(36 90.86617),(37 90.35601),(38 90.41121),(39 89.95892),(40 90.64351),(41 90.67005),(42 90.456825),(43 90.606606),(44 91.91308),(45 92.131294),(46 92.99392),(47 93.90436),(48 92.99888),(49 94.16389),(50 93.62636),(51 92.80642),(52 93.14608),(53 93.69576),(54 92.25792),(55 92.64851),(56 93.408066),(57 93.249535),(58 92.79315),(59 91.69519),(60 91.36797),(61 91.64636),(62 90.77406),(63 91.52066),(64 91.40484),(65 91.650215),(66 90.89643),(67 91.730934),(68 91.85623),(69 92.23429),(70 92.05395),(71 92.51195),(72 92.46876),(73 92.598236),(74 93.12763),(75 93.76761),(76 94.2022),(77 95.115845),(78 95.51661),(79 94.38351),
(1 54.89291),(2 62.835545),(3 66.62543),(4 69.53412),(5 70.76913),(6 72.864586),(7 73.97715),(8 74.7218),(9 76.03547),(10 77.49546),(11 79.31281),(12 80.54308),(13 80.61734),(14 81.40127),(15 82.750206),(16 83.41361),(17 85.474754),(18 85.703354),(19 86.75487),(20 87.38126),(21 88.74386),(22 88.81187),(23 89.57399),(24 89.47595),(25 89.072975),(26 90.49156),(27 90.473175),(28 90.4537),(29 90.8747),(30 90.33387),(31 91.216644),(32 90.609535),(33 89.74774),(34 90.884445),(35 91.05622),(36 91.12244),(37 90.59404),(38 89.996315),(39 90.53533),(40 91.07055),(41 90.971),(42 90.212654),(43 91.22334),(44 92.46386),(45 92.43913),(46 93.13833),(47 93.139336),(48 93.56577),(49 94.59517),(50 93.80423),(51 94.39979),(52 94.38246),(53 93.86557),(54 93.39524),(55 93.78952),(56 93.68726),(57 93.476746),(58 92.48403),(59 92.05909),(60 91.394684),(61 91.31654),(62 90.74161),(63 89.736145),(64 89.6236),(65 90.10605),(66 89.985535),(67 90.20599),(68 89.88818),(69 90.04108),(70 90.53524),(71 90.6327),(72 91.904976),(73 91.37387),(74 92.38466),(75 93.03977),(76 93.23926),(77 93.12302),(78 94.10167),(79 94.11861),
(1 55.161263),(2 62.222153),(3 66.320404),(4 69.929306),(5 71.87274),(6 73.23494),(7 74.93158),(8 75.86873),(9 76.71287),(10 78.404785),(11 78.4943),(12 79.624954),(13 81.1086),(14 82.92263),(15 83.73194),(16 83.85448),(17 86.3695),(18 86.12837),(19 87.426),(20 87.65725),(21 87.983246),(22 87.78885),(23 89.063034),(24 89.99581),(25 89.43033),(26 90.02717),(27 91.36951),(28 91.53521),(29 92.45594),(30 92.41877),(31 93.5588),(32 93.012856),(33 92.58828),(34 92.105965),(35 92.78093),(36 92.4098),(37 91.740944),(38 91.218605),(39 92.498184),(40 92.30429),(41 92.42932),(42 92.885376),(43 93.85064),(44 93.691376),(45 94.21209),(46 94.82125),(47 95.123695),(48 95.459145),(49 95.74047),(50 94.7811),(51 95.493484),(52 94.9787),(53 94.68709),(54 95.28167),(55 93.83653),(56 94.35388),(57 94.8457),(58 94.497185),(59 93.79575),(60 93.64936),(61 93.13402),(62 93.244705),(63 92.50705),(64 91.98018),(65 92.54075),(66 92.54883),(67 92.11344),(68 93.24305),(69 92.6746),(70 93.61809),(71 93.56473),(72 93.48956),(73 93.87775),(74 93.97766),(75 94.91298),(76 94.58021),(77 94.2534),(78 94.76867),(79 94.7461),
(1 54.10788),(2 61.261173),(3 65.504005),(4 68.52685),(5 70.16371),(6 71.98438),(7 73.372215),(8 74.540405),(9 75.602295),(10 77.2704),(11 76.84028),(12 78.93091),(13 80.12597),(14 81.09104),(15 81.5188),(16 82.36743),(17 83.89523),(18 84.23289),(19 85.47567),(20 85.67655),(21 86.27296),(22 85.95165),(23 86.38555),(24 86.86987),(25 87.10857),(26 88.87037),(27 87.67524),(28 87.955025),(29 89.327576),(30 89.26735),(31 88.66983),(32 87.83543),(33 88.64914),(34 88.50386),(35 88.41108),(36 88.28896),(37 88.37081),(38 87.491684),(39 87.6007),(40 87.66808),(41 87.68682),(42 88.66802),(43 88.44668),(44 88.22497),(45 88.89163),(46 90.39786),(47 89.9444),(48 90.37897),(49 90.90414),(50 90.55473),(51 91.35792),(52 90.88318),(53 90.32599),(54 90.80875),(55 90.01907),(56 90.35814),(57 90.86271),(58 90.49024),(59 89.607925),(60 89.44804),(61 89.06405),(62 88.55569),(63 88.848694),(64 88.09434),(65 88.44028),(66 88.29545),(67 88.10313),(68 88.84017),(69 89.37804),(70 89.550026),(71 89.25033),(72 89.04731),(73 89.4405),(74 89.52645),(75 91.23217),(76 90.78861),(77 90.86707),(78 92.27226),(79 92.055916),
(1 54.36066),(2 61.557583),(3 65.611305),(4 67.94924),(5 70.02407),(6 71.58394),(7 73.86373),(8 75.29873),(9 75.92936),(10 77.16312),(11 76.88185),(12 79.76113),(13 81.38897),(14 82.35191),(15 83.836464),(16 84.263115),(17 85.63339),(18 85.89277),(19 87.18699),(20 86.62077),(21 86.94092),(22 87.46383),(23 87.33884),(24 88.098724),(25 88.76563),(26 89.128075),(27 89.499084),(28 89.63207),(29 89.639854),(30 90.68481),(31 89.65836),(32 89.34454),(33 89.4236),(34 88.78456),(35 89.42787),(36 89.16619),(37 88.39911),(38 88.00487),(39 88.67117),(40 89.89528),(41 90.03102),(42 90.57244),(43 90.63644),(44 91.4067),(45 90.97426),(46 92.01638),(47 91.42353),(48 92.01717),(49 92.40447),(50 92.473946),(51 93.028206),(52 93.01825),(53 91.84302),(54 91.39185),(55 91.1913),(56 92.02573),(57 91.4959),(58 91.16168),(59 90.906586),(60 90.31982),(61 90.81353),(62 89.35281),(63 89.809204),(64 89.206665),(65 89.21038),(66 88.77671),(67 88.00811),(68 88.53212),(69 88.97547),(70 89.578156),(71 90.855606),(72 90.053474),(73 90.606865),(74 90.76887),(75 91.275566),(76 91.23429),(77 92.279366),(78 92.57988),(79 93.14789),
(1 53.24576),(2 61.130608),(3 64.3822),(4 67.13342),(5 69.08999),(6 70.48518),(7 72.267685),(8 74.02147),(9 75.02962),(10 75.70155),(11 76.7685),(12 77.62435),(13 78.38159),(14 79.916725),(15 80.91819),(16 81.33541),(17 82.80642),(18 82.91516),(19 83.67789),(20 84.73485),(21 85.89547),(22 85.739426),(23 86.90335),(24 86.45415),(25 87.35689),(26 88.06801),(27 88.62462),(28 88.68587),(29 88.76784),(30 89.87701),(31 89.033615),(32 89.457214),(33 89.48966),(34 89.05909),(35 89.100555),(36 89.15462),(37 87.9255),(38 87.23997),(39 88.838524),(40 89.786255),(41 90.024666),(42 90.16278),(43 90.2551),(44 90.50672),(45 90.96186),(46 91.26183),(47 90.263374),(48 90.62365),(49 91.62598),(50 90.86799),(51 91.529655),(52 92.40496),(53 91.747086),(54 90.91014),(55 91.56757),(56 91.6478),(57 91.96182),(58 91.530624),(59 90.900894),(60 90.1793),(61 90.014275),(62 89.57261),(63 89.5487),(64 88.89226),(65 88.0159),(66 87.54763),(67 87.4696),(68 86.98767),(69 87.020836),(70 87.60657),(71 88.67312),(72 89.22499),(73 89.334435),(74 89.608696),(75 89.52707),(76 90.86827),(77 90.20236),(78 91.008865),(79 91.17959),
(1 52.603134),(2 59.946632),(3 64.451775),(4 66.84195),(5 69.23684),(6 69.93221),(7 71.89233),(8 72.816154),(9 73.75446),(10 75.009224),(11 75.63245),(12 76.615425),(13 77.34281),(14 79.07654),(15 80.01158),(16 79.956604),(17 82.44571),(18 82.59227),(19 83.02836),(20 83.7762),(21 84.059425),(22 84.18376),(23 85.648056),(24 85.69751),(25 86.41257),(26 86.72512),(27 87.786194),(28 87.044914),(29 87.78879),(30 88.3575),(31 87.48684),(32 87.19809),(33 87.08131),(34 87.010735),(35 86.71271),(36 86.43635),(37 86.52216),(38 86.28806),(39 86.659645),(40 86.97173),(41 87.32162),(42 87.354546),(43 87.49538),(44 88.26201),(45 88.64268),(46 89.09807),(47 87.97762),(48 88.5907),(49 89.38017),(50 90.58604),(51 90.28285),(52 90.74017),(53 91.00223),(54 89.84125),(55 90.74625),(56 90.68625),(57 89.872055),(58 89.542465),(59 88.91157),(60 88.58234),(61 87.96291),(62 87.33521),(63 87.37688),(64 87.65665),(65 86.13737),(66 87.43663),(67 87.32636),(68 87.576614),(69 88.14886),(70 88.355156),(71 88.23156),(72 88.90476),(73 89.135895),(74 88.891716),(75 88.98025),(76 89.1373),(77 88.93148),(78 89.91362),(79 90.722336),
(1 53.060093),(2 60.036983),(3 64.589005),(4 65.99452),(5 68.23044),(6 70.144485),(7 72.00095),(8 71.81331),(9 73.71893),(10 75.285515),(11 76.36706),(12 76.81256),(13 77.79017),(14 80.08446),(15 81.39938),(16 82.308266),(17 84.243),(18 85.48927),(19 85.316284),(20 85.733955),(21 86.70774),(22 87.509514),(23 88.70347),(24 89.69726),(25 89.174774),(26 89.03381),(27 88.850395),(28 88.665794),(29 89.89683),(30 90.11689),(31 89.691574),(32 88.97423),(33 89.61802),(34 89.7827),(35 89.38331),(36 89.08781),(37 89.595695),(38 89.16429),(39 88.73872),(40 89.639175),(41 90.1476),(42 90.388466),(43 90.47035),(44 90.31311),(45 90.25574),(46 91.274124),(47 91.10352),(48 91.41567),(49 91.39411),(50 92.26364),(51 92.66399),(52 92.68375),(53 92.72147),(54 91.28489),(55 91.44957),(56 91.722626),(57 90.72759),(58 90.95322),(59 90.430336),(60 90.104034),(61 88.55134),(62 88.27722),(63 88.94304),(64 88.050735),(65 88.46345),(66 88.51136),(67 88.93594),(68 89.19928),(69 90.584015),(70 90.30646),(71 90.917816),(72 91.479416),(73 91.576416),(74 93.00803),(75 92.15315),(76 92.614876),(77 92.626305),(78 92.84397),(79 93.71056),
(1 53.274017),(2 59.987118),(3 64.639336),(4 65.805435),(5 67.66044),(6 70.53508),(7 71.47035),(8 72.50805),(9 73.67752),(10 74.375046),(11 75.96212),(12 76.91328),(13 78.7877),(14 79.4711),(15 80.39204),(16 80.80577),(17 81.996574),(18 83.34476),(19 82.404655),(20 82.59758),(21 84.6775),(22 84.5389),(23 85.854706),(24 86.117966),(25 86.709),(26 85.69727),(27 86.165985),(28 86.614525),(29 87.178696),(30 87.58539),(31 87.672585),(32 87.84005),(33 87.793076),(34 87.98883),(35 87.06719),(36 87.084526),(37 88.24104),(38 87.64981),(39 87.0243),(40 88.22379),(41 89.44264),(42 89.5767),(43 89.21692),(44 88.822136),(45 89.1212),(46 89.285225),(47 89.95353),(48 90.07788),(49 90.1843),(50 89.87751),(51 90.58178),(52 89.7326),(53 89.336754),(54 88.5254),(55 89.08234),(56 88.44359),(57 87.80109),(58 88.11723),(59 88.12866),(60 88.3692),(61 87.64579),(62 86.82068),(63 87.043915),(64 86.385025),(65 86.00298),(66 86.00611),(67 86.17851),(68 85.422585),(69 85.8995),(70 86.32566),(71 86.23281),(72 86.327156),(73 86.809265),(74 88.457436),(75 88.59392),(76 88.629974),(77 89.115036),(78 89.51833),(79 90.428085),
(1 53.01403),(2 60.3938),(3 64.19924),(4 66.06398),(5 68.03944),(6 69.86584),(7 70.54153),(8 71.45976),(9 72.73425),(10 73.800545),(11 75.13218),(12 75.27847),(13 77.1363),(14 77.75509),(15 79.51057),(16 80.455635),(17 81.37111),(18 82.78604),(19 81.55838),(20 82.725586),(21 83.431625),(22 84.6267),(23 85.01831),(24 85.25505),(25 85.995),(26 85.72491),(27 85.81511),(28 86.58977),(29 86.34545),(30 86.548065),(31 87.61936),(32 86.87841),(33 86.801),(34 86.72541),(35 86.77921),(36 86.30883),(37 85.91377),(38 86.52665),(39 86.34051),(40 86.59603),(41 87.71583),(42 87.42781),(43 88.06122),(44 88.3182),(45 88.37017),(46 88.606544),(47 88.88783),(48 89.12863),(49 89.536995),(50 89.15105),(51 89.08963),(52 89.40339),(53 87.569084),(54 87.9146),(55 87.56643),(56 88.14174),(57 87.93472),(58 88.77796),(59 88.14996),(60 87.27868),(61 86.75171),(62 86.53483),(63 86.79124),(64 86.4036),(65 85.99885),(66 85.285484),(67 85.5722),(68 85.47001),(69 86.01937),(70 86.36017),(71 86.54272),(72 87.32841),(73 86.86901),(74 88.03253),(75 88.26387),(76 88.92482),(77 89.00704),(78 89.57997),(79 89.22751),
(1 52.362377),(2 59.321888),(3 63.52862),(4 64.751976),(5 67.170265),(6 68.692924),(7 70.2275),(8 70.709274),(9 72.15507),(10 73.196625),(11 74.72471),(12 75.99778),(13 76.53523),(14 76.863304),(15 79.63664),(16 79.71131),(17 81.74684),(18 82.77825),(19 82.71986),(20 83.14674),(21 83.57901),(22 84.128586),(23 85.03661),(24 84.74362),(25 85.54877),(26 85.90929),(27 85.92045),(28 86.00908),(29 86.21976),(30 86.59302),(31 87.249535),(32 86.518295),(33 86.44192),(34 86.70518),(35 86.56622),(36 86.26319),(37 86.65036),(38 85.94413),(39 86.831795),(40 87.061874),(41 87.03513),(42 87.21398),(43 86.992325),(44 88.285835),(45 88.44233),(46 89.08319),(47 89.5375),(48 88.85079),(49 89.005455),(50 88.70334),(51 89.02738),(52 88.749016),(53 88.81003),(54 89.26832),(55 88.65149),(56 88.90069),(57 88.29329),(58 88.136185),(59 87.88368),(60 86.81717),(61 86.93408),(62 85.903915),(63 86.75222),(64 86.08813),(65 86.08636),(66 85.80018),(67 85.58499),(68 85.7359),(69 86.05017),(70 87.0508),(71 87.16593),(72 87.35195),(73 87.96497),(74 89.10942),(75 89.46819),(76 89.372345),(77 89.33201),(78 90.142105),(79 90.27393),
(1 51.83598),(2 58.425396),(3 62.58269),(4 63.96048),(5 65.46842),(6 67.77947),(7 68.99245),(8 70.59444),(9 71.62145),(10 72.7622),(11 73.80153),(12 74.80524),(13 76.25808),(14 76.61629),(15 78.50133),(16 79.139915),(17 80.218376),(18 81.606064),(19 81.73777),(20 81.878586),(21 82.498146),(22 82.939476),(23 83.903114),(24 83.88107),(25 83.16929),(26 84.221466),(27 84.93298),(28 84.49288),(29 83.67728),(30 84.34853),(31 85.00731),(32 85.16102),(33 85.92252),(34 85.77502),(35 84.85775),(36 84.17101),(37 85.171036),(38 84.39204),(39 83.757286),(40 84.624886),(41 84.23902),(42 84.1641),(43 84.50983),(44 85.5912),(45 85.43064),(46 85.948044),(47 86.68987),(48 86.96769),(49 86.57125),(50 86.75414),(51 86.51824),(52 86.47329),(53 86.63326),(54 86.68378),(55 85.99133),(56 86.3665),(57 85.71019),(58 85.65777),(59 85.54995),(60 85.488235),(61 85.23399),(62 84.27217),(63 84.21908),(64 83.56102),(65 83.40781),(66 83.26574),(67 83.10885),(68 83.55842),(69 83.950264),(70 83.643265),(71 83.751076),(72 83.49463),(73 83.96031),(74 85.167694),(75 85.697716),(76 86.097755),(77 86.27905),(78 86.31681),(79 87.68215),
(1 51.45761),(2 58.093025),(3 62.13804),(4 63.5935),(5 65.72876),(6 67.51022),(7 69.023865),(8 69.43358),(9 71.15446),(10 72.25365),(11 73.56401),(12 73.75118),(13 74.3439),(14 76.11879),(15 77.58588),(16 78.50565),(17 78.82634),(18 80.94928),(19 80.74987),(20 80.16795),(21 80.43208),(22 81.89848),(23 83.02265),(24 83.251564),(25 83.90314),(26 83.79584),(27 84.95489),(28 84.544075),(29 84.39931),(30 84.67605),(31 84.833084),(32 85.056946),(33 85.77861),(34 85.143814),(35 84.45034),(36 84.21138),(37 84.388),(38 84.387825),(39 84.775215),(40 84.45879),(41 84.927376),(42 85.254845),(43 86.356064),(44 86.43262),(45 86.452576),(46 86.33647),(47 86.83023),(48 87.71259),(49 88.027214),(50 87.79351),(51 87.63895),(52 86.66533),(53 86.95717),(54 86.85837),(55 87.08408),(56 86.619514),(57 86.59725),(58 86.53911),(59 85.89811),(60 85.23869),(61 85.1591),(62 84.99294),(63 83.77233),(64 83.37215),(65 83.197266),(66 83.319786),(67 83.228645),(68 84.67974),(69 85.24817),(70 84.90124),(71 84.61205),(72 84.77081),(73 84.96148),(74 85.69767),(75 86.488716),(76 86.16981),(77 86.16186),(78 87.089195),(79 87.493515),
(1 50.332172),(2 57.03741),(3 60.082806),(4 62.60194),(5 65.040535),(6 66.89443),(7 68.2128),(8 69.03616),(9 69.943306),(10 71.21078),(11 72.40555),(12 73.245224),(13 73.63027),(14 74.815575),(15 76.72814),(16 76.61636),(17 77.92997),(18 79.20634),(19 79.14254),(20 79.266136),(21 80.51655),(22 80.69088),(23 81.82123),(24 82.26054),(25 82.53236),(26 81.73482),(27 82.22307),(28 82.78345),(29 82.56354),(30 83.00933),(31 83.223915),(32 84.054565),(33 83.86415),(34 83.16889),(35 82.98499),(36 82.88421),(37 83.1963),(38 83.97953),(39 83.38228),(40 84.22427),(41 85.077194),(42 85.47474),(43 86.68308),(44 85.59511),(45 86.02945),(46 85.61695),(47 85.72255),(48 86.441795),(49 87.34577),(50 87.45545),(51 86.80055),(52 86.901474),(53 86.117874),(54 85.94936),(55 85.753746),(56 85.12883),(57 85.55201),(58 85.12528),(59 84.10942),(60 84.079384),(61 84.76712),(62 84.18954),(63 83.75743),(64 82.7103),(65 82.916046),(66 81.9471),(67 82.241776),(68 82.82145),(69 83.43226),(70 83.51578),(71 84.64963),(72 84.52756),(73 85.09377),(74 85.20078),(75 85.71689),(76 86.45502),(77 86.189735),(78 86.52701),(79 87.97988),
(1 51.366787),(2 57.934196),(3 62.048203),(4 63.65595),(5 66.00933),(6 67.154686),(7 68.1657),(8 69.06904),(9 70.19903),(10 71.76822),(11 72.98981),(12 74.48671),(13 76.01245),(14 77.04053),(15 78.39545),(16 79.51431),(17 80.63567),(18 81.45125),(19 82.20172),(20 82.58033),(21 83.88347),(22 83.71924),(23 84.747635),(24 84.81205),(25 86.04635),(26 85.49992),(27 87.02115),(28 86.4411),(29 85.60292),(30 86.2205),(31 87.06228),(32 86.75814),(33 87.19605),(34 86.62016),(35 86.41248),(36 86.070816),(37 86.475655),(38 86.96066),(39 86.11016),(40 87.03432),(41 87.38877),(42 87.35196),(43 88.36816),(44 88.31081),(45 88.59046),(46 88.457535),(47 89.17666),(48 88.501144),(49 89.65751),(50 88.521805),(51 88.934746),(52 88.86699),(53 88.752235),(54 89.26772),(55 87.396324),(56 87.43186),(57 87.430176),(58 86.53669),(59 86.06803),(60 86.48221),(61 85.93263),(62 85.49376),(63 85.580376),(64 84.602974),(65 84.40208),(66 84.143684),(67 83.96088),(68 84.25794),(69 84.463326),(70 84.90278),(71 85.50485),(72 85.09317),(73 85.587),(74 86.43191),(75 86.76238),(76 87.01627),(77 86.874916),(78 87.713326),(79 88.150185),
(1 50.79357),(2 57.77645),(3 61.992928),(4 63.036842),(5 65.8155),(6 67.29897),(7 68.211716),(8 69.94307),(9 71.06518),(10 72.23067),(11 73.5899),(12 73.82866),(13 75.0656),(14 75.72716),(15 77.600784),(16 77.54935),(17 78.023285),(18 79.476295),(19 79.14404),(20 80.04133),(21 81.09544),(22 82.04432),(23 81.86279),(24 82.3154),(25 83.18257),(26 82.451416),(27 82.30984),(28 83.0666),(29 82.48312),(30 82.8962),(31 82.98853),(32 83.017685),(33 83.27553),(34 82.600746),(35 82.36053),(36 82.14944),(37 82.26228),(38 83.14312),(39 82.90735),(40 83.09532),(41 83.06776),(42 83.13256),(43 83.70033),(44 84.68752),(45 84.721596),(46 85.2646),(47 85.84169),(48 86.23864),(49 87.18925),(50 86.52044),(51 86.35221),(52 85.40683),(53 85.66574),(54 85.3387),(55 85.68117),(56 85.56474),(57 85.50352),(58 85.755615),(59 84.85966),(60 84.70266),(61 84.840706),(62 83.90113),(63 83.760956),(64 83.00983),(65 82.92379),(66 82.66051),(67 81.99755),(68 82.06319),(69 82.62259),(70 83.65788),(71 83.99221),(72 83.40595),(73 85.0035),(74 84.49414),(75 85.47016),(76 85.18076),(77 84.517075),(78 86.00586),(79 85.811226),
(1 50.13287),(2 56.36529),(3 60.055134),(4 61.605217),(5 63.867565),(6 65.74493),(7 67.30672),(8 68.02039),(9 68.65182),(10 70.82359),(11 71.61351),(12 72.77394),(13 73.56432),(14 74.95479),(15 76.66011),(16 77.82708),(17 77.48634),(18 78.09486),(19 78.52319),(20 79.94428),(21 80.5491),(22 81.085434),(23 81.19085),(24 82.17823),(25 83.45973),(26 83.914215),(27 84.25759),(28 83.9176),(29 83.0364),(30 83.69346),(31 84.35282),(32 84.04091),(33 85.06842),(34 84.42201),(35 84.24004),(36 83.44614),(37 83.47842),(38 83.64599),(39 83.21324),(40 84.435905),(41 84.52661),(42 83.989586),(43 85.024734),(44 85.43809),(45 86.05402),(46 86.37857),(47 86.21682),(48 86.526024),(49 87.38078),(50 87.42485),(51 87.2005),(52 85.8816),(53 86.431526),(54 86.06121),(55 86.04813),(56 85.72813),(57 86.39759),(58 85.66969),(59 85.236206),(60 84.345345),(61 83.94428),(62 84.16905),(63 83.80967),(64 83.02876),(65 82.68406),(66 82.42555),(67 82.31711),(68 82.973305),(69 82.9089),(70 83.16756),(71 83.75234),(72 83.79102),(73 85.61621),(74 86.09062),(75 86.917725),(76 87.8304),(77 87.557816),(78 87.47568),(79 87.21274),
