1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 165184.77),(2 626806.06),(3 1375966.1),(4 2386077.5),(5 3673331.8),(6 5215374),(7 6977710.5),(8 8966595),(9 11242665),(10 13704277),(11 16370256),(12 19275502),(13 22378576),(14 25622490),(15 29042192),(16 32590890),(17 36319748),(18 40047410),(19 43903484),(20 47804052),(21 51917696),(22 56181548),(23 60651308),(24 65290668),(25 69885610),(26 74687790),(27 79524744),(28 84302696),(29 89078010),(30 93924824),(31 98738240),(32 103616584),(33 108654080),(34 113572380),(35 118440580),(36 123223200),(37 127943420),(38 132534424),(39 136718610),(40 140959500),(41 145071630),(42 148958420),(43 152610510),(44 156212750),(45 159647090),(46 162990220),(47 166106380),(48 169057650),(49 171816820),(50 174333040),(51 176660180),(52 178779630),(53 180696400),(54 182322560),(55 183700690),(56 184957140),(57 185780850),(58 186238340),(59 186174340),(60 185724590),(61 185238830),(62 184092340),(63 182373680),(64 180393400),(65 177850000),(66 175001620),(67 171772560),(68 167919340),(69 163722190),(70 159059360),(71 154075150),(72 148804910),(73 143205060),(74 137295660),(75 131169400),(76 124820120),(77 118363240),(78 111872856),(79 105291976),
(1 744.7604),(2 948.54),(3 1071.5435),(4 1157.7406),(5 1242.2852),(6 1275.694),(7 1305.8102),(8 1373.8553),(9 1448.3812),(10 1474.67),(11 1499.9078),(12 1558.736),(13 1491.6072),(14 1507.4038),(15 1554.9509),(16 1546.1613),(17 1557.6312),(18 1591.753),(19 1661.0734),(20 1689.5868),(21 1650.228),(22 1704.2593),(23 1711.7997),(24 1622.5443),(25 1574.3499),(26 1546.5491),(27 1463.78),(28 1493.1267),(29 1537.5758),(30 1517.6805),(31 1549.6912),(32 1638.2333),(33 1660.7849),(34 1656.5718),(35 1696.746),(36 1738.3984),(37 1774.0461),(38 1724.5371),(39 1757.1016),(40 1750.0732),(41 1664.4132),(42 1673.4972),(43 1652.8796),(44 1551.0009),(45 1557.9825),(46 1612.3774),(47 1630.0726),(48 1638.72),(49 1694.0667),(50 1730.812),(51 1743.0833),(52 1782.4866),(53 1833.6279),(54 1832.4238),(55 1760.0751),(56 1718.43),(57 1675.9542),(58 1575.9972),(59 1555.5464),(60 1525.0299),(61 1490.4354),(62 1506.6709),(63 1578.2611),(64 1610.7797),(65 1651.3104),(66 1708.317),(67 1753.0378),(68 1773.515),(69 1816.6659),(70 1922.937),(71 1950.7858),(72 1984.355),(73 2023.8038),(74 2008.7158),(75 1981.1133),(76 1907.9437),(77 1859.1392),(78 1866.3749),(79 1820.5254),
(1 739.7039),(2 939.45685),(3 1062.8917),(4 1152.4298),(5 1245.082),(6 1279.8967),(7 1334.8881),(8 1416.4166),(9 1528.0762),(10 1550.5997),(11 1584.6843),(12 1640.7485),(13 1554.3219),(14 1566.0034),(15 1649.7087),(16 1637.7833),(17 1639.9348),(18 1662.6875),(19 1739.9774),(20 1737.9733),(21 1704.724),(22 1730.7164),(23 1778.8466),(24 1644.7336),(25 1586.6755),(26 1566.7788),(27 1490.5762),(28 1510.0828),(29 1538.749),(30 1486.9946),(31 1505.9722),(32 1586.9768),(33 1634.0741),(34 1634.1575),(35 1677.8713),(36 1751.9429),(37 1804.8356),(38 1681.4214),(39 1723.6223),(40 1761.9844),(41 1691.5709),(42 1698.7556),(43 1683.302),(44 1558.3901),(45 1558.6599),(46 1627.6564),(47 1643.6356),(48 1647.6184),(49 1703.84),(50 1738.1338),(51 1763.3058),(52 1784.8856),(53 1834.304),(54 1817.648),(55 1742.359),(56 1700.2025),(57 1662.0262),(58 1562.2189),(59 1534.6608),(60 1511.183),(61 1481.2429),(62 1508.6368),(63 1542.9569),(64 1595.4553),(65 1630.848),(66 1670.5989),(67 1709.7523),(68 1750.4707),(69 1796.7646),(70 1887.2047),(71 1915.3651),(72 1949.9303),(73 1973.7319),(74 1954.3975),(75 1932.1437),(76 1846.2388),(77 1836.6938),(78 1835.0417),(79 1778.5076),
(1 720.42096),(2 905.0429),(3 1012.19165),(4 1093.2523),(5 1165.9668),(6 1223.6794),(7 1261.4063),(8 1312.2687),(9 1386.2506),(10 1395.7316),(11 1428.7787),(12 1457.3726),(13 1386.2898),(14 1414.0005),(15 1499.2423),(16 1512.4515),(17 1501.0117),(18 1542.3458),(19 1634.5219),(20 1641.3334),(21 1606.9254),(22 1654.9167),(23 1671.8286),(24 1594.8677),(25 1560.0447),(26 1532.0115),(27 1467.2649),(28 1498.3469),(29 1526.5338),(30 1505.1603),(31 1558.9275),(32 1643.2092),(33 1666.219),(34 1680.9061),(35 1707.2659),(36 1733.9423),(37 1774.192),(38 1713.9507),(39 1754.3584),(40 1763.6613),(41 1710.6217),(42 1710.222),(43 1663.7484),(44 1579.2177),(45 1605.7437),(46 1666.76),(47 1691.8391),(48 1687.6245),(49 1724.3042),(50 1759.4293),(51 1773.2245),(52 1777.1362),(53 1816.8373),(54 1771.7896),(55 1721.345),(56 1682.1389),(57 1619.1754),(58 1538.5112),(59 1515.1531),(60 1482.8275),(61 1465.4432),(62 1494.2684),(63 1528.2402),(64 1570.1652),(65 1606.3419),(66 1635.9155),(67 1652.0217),(68 1680.5144),(69 1727.8846),(70 1802.1226),(71 1815.954),(72 1843.8604),(73 1880.4885),(74 1875.705),(75 1854.9801),(76 1797.3038),(77 1795.6133),(78 1801.1832),(79 1755.1748),
(1 722.327),(2 925.9871),(3 1033.4327),(4 1118.2131),(5 1199.487),(6 1251.4064),(7 1291.0413),(8 1358.2657),(9 1446.5375),(10 1452.1309),(11 1506.5848),(12 1519.7941),(13 1435.9591),(14 1444.2356),(15 1513.0701),(16 1504.1803),(17 1500.4425),(18 1521.7881),(19 1602.7096),(20 1609.386),(21 1574.9032),(22 1620.979),(23 1666.1246),(24 1556.1018),(25 1529.2681),(26 1501.1946),(27 1438.5615),(28 1441.0443),(29 1475.1182),(30 1439.595),(31 1478.762),(32 1566.7131),(33 1584.7831),(34 1583.4113),(35 1612.029),(36 1673.8086),(37 1702.8844),(38 1619.4834),(39 1674.3185),(40 1678.0956),(41 1588.2808),(42 1590.6394),(43 1552.6931),(44 1473.0656),(45 1494.9418),(46 1570.6436),(47 1602.9624),(48 1593.01),(49 1629.9528),(50 1675.6157),(51 1697.6997),(52 1702.1655),(53 1745.9675),(54 1707.4993),(55 1606.6086),(56 1590.0632),(57 1546.2614),(58 1455.3975),(59 1450.2064),(60 1437.055),(61 1414.0372),(62 1441.5607),(63 1517.5886),(64 1570.6787),(65 1614.5076),(66 1673.5276),(67 1716.8353),(68 1758.7449),(69 1776.0013),(70 1844.8954),(71 1903.0763),(72 1939.337),(73 1976.4003),(74 1960.7184),(75 1928.6406),(76 1869.6862),(77 1862.6686),(78 1885.1439),(79 1842.7014),
(1 699.8502),(2 891.1791),(3 989.6633),(4 1045.909),(5 1128.3673),(6 1169.3175),(7 1207.2435),(8 1265.8861),(9 1348.4572),(10 1370.0352),(11 1404.0626),(12 1432.1699),(13 1370.3175),(14 1371.8864),(15 1418.9111),(16 1399.4296),(17 1375.8055),(18 1400.5286),(19 1466.7521),(20 1490.5955),(21 1449.206),(22 1502.1229),(23 1525.8326),(24 1452.8285),(25 1427.0625),(26 1425.0602),(27 1377.9875),(28 1408.1025),(29 1446.9265),(30 1419.5366),(31 1442.7921),(32 1519.035),(33 1541.2222),(34 1544.9669),(35 1575.3751),(36 1624.7424),(37 1655.1505),(38 1620.5347),(39 1649.7329),(40 1646.0121),(41 1602.3264),(42 1625.3116),(43 1609.5089),(44 1540.9116),(45 1564.5375),(46 1638.6967),(47 1665.6516),(48 1670.5221),(49 1695.431),(50 1736.7345),(51 1732.3209),(52 1729.5449),(53 1763.7213),(54 1733.7639),(55 1630.823),(56 1579.0664),(57 1547.132),(58 1479.0449),(59 1445.1921),(60 1429.8551),(61 1412.5219),(62 1415.4443),(63 1437.0159),(64 1479.86),(65 1508.1531),(66 1547.7303),(67 1584.1431),(68 1610.1917),(69 1625.4517),(70 1699.7661),(71 1761.0055),(72 1803.9619),(73 1853.6871),(74 1853.0415),(75 1827.8806),(76 1766.9536),(77 1743.9421),(78 1752.0245),(79 1708.977),
(1 697.6964),(2 888.3968),(3 989.75507),(4 1041.1655),(5 1134.5214),(6 1197.4988),(7 1229.6431),(8 1285.8704),(9 1360.7772),(10 1366.8807),(11 1399.1731),(12 1436.4349),(13 1383.109),(14 1416.9492),(15 1460.1705),(16 1446.2903),(17 1450.3811),(18 1466.2788),(19 1547.0621),(20 1582.7601),(21 1534.4736),(22 1579.2408),(23 1638.0137),(24 1527.6534),(25 1484.3383),(26 1476.6074),(27 1407.4877),(28 1411.1301),(29 1434.2432),(30 1404.6992),(31 1428.3466),(32 1492.1787),(33 1514.0476),(34 1510.3925),(35 1528.2158),(36 1598.8767),(37 1623.7556),(38 1565.1066),(39 1580.2959),(40 1594.959),(41 1504.8566),(42 1500.8884),(43 1479.2291),(44 1409.59),(45 1431.2689),(46 1475.9834),(47 1493.3876),(48 1480.01),(49 1522.1304),(50 1563.8518),(51 1581.1619),(52 1579.3618),(53 1600.9299),(54 1589.8694),(55 1519.8138),(56 1492.5969),(57 1442.7139),(58 1371.5042),(59 1356.8049),(60 1348.5322),(61 1341.6874),(62 1351.7971),(63 1388.2751),(64 1411.7389),(65 1430.855),(66 1480.6561),(67 1504.4446),(68 1525.3252),(69 1526.1906),(70 1629.6356),(71 1654.6495),(72 1700.3765),(73 1742.2892),(74 1757.1913),(75 1759.917),(76 1694.5083),(77 1670.2898),(78 1670.9314),(79 1659.3181),
(1 687.94586),(2 871.9638),(3 952.5643),(4 1018.84326),(5 1099.8346),(6 1149.2367),(7 1189.5553),(8 1249.207),(9 1307.7084),(10 1328.6516),(11 1358.7249),(12 1382.3079),(13 1338.3914),(14 1347.8073),(15 1408.958),(16 1400.946),(17 1402.2852),(18 1437.694),(19 1518.0781),(20 1528.8403),(21 1478.9625),(22 1516.8391),(23 1544.9481),(24 1461.8347),(25 1423.789),(26 1403.3229),(27 1335.2063),(28 1346.6735),(29 1364.8265),(30 1329.742),(31 1360.7795),(32 1414.139),(33 1432.3008),(34 1428.2822),(35 1450.0765),(36 1504.7858),(37 1541.8318),(38 1496.575),(39 1531.6138),(40 1528.4827),(41 1456.3749),(42 1468.569),(43 1436.6077),(44 1352.0287),(45 1366.7731),(46 1405.9149),(47 1406.7444),(48 1410.321),(49 1448.1588),(50 1477.8568),(51 1489.3165),(52 1498.9607),(53 1537.0054),(54 1543.0568),(55 1474.5966),(56 1433.7079),(57 1406.4302),(58 1366.1981),(59 1344.1979),(60 1313.1936),(61 1287.9227),(62 1299.6019),(63 1313.7291),(64 1347.22),(65 1372.4718),(66 1397.1262),(67 1412.2058),(68 1437.2921),(69 1456.1436),(70 1563.4686),(71 1584.2205),(72 1628.2323),(73 1662.064),(74 1660.2489),(75 1660.6396),(76 1606.7117),(77 1583.7499),(78 1613.2616),(79 1575.2563),
(1 656.9016),(2 842.3547),(3 929.4569),(4 993.7999),(5 1082.82),(6 1122.231),(7 1167.3335),(8 1233.4906),(9 1292.5543),(10 1306.9762),(11 1340.2206),(12 1364.5203),(13 1323.7267),(14 1339.8511),(15 1379.8982),(16 1365.7015),(17 1368.0564),(18 1406.6428),(19 1455.8492),(20 1485.6809),(21 1437.7927),(22 1468.6884),(23 1504.8724),(24 1400.7314),(25 1373.0792),(26 1348.37),(27 1283.8593),(28 1295.8013),(29 1297.8823),(30 1252.3779),(31 1274.2727),(32 1344.3641),(33 1384.3666),(34 1394.0554),(35 1419.8391),(36 1499.6245),(37 1531.4067),(38 1476.8223),(39 1496.9391),(40 1487.0367),(41 1416.6403),(42 1405.9407),(43 1378.2701),(44 1304.8647),(45 1316.0796),(46 1351.3201),(47 1366.87),(48 1362.7933),(49 1405.6018),(50 1442.101),(51 1442.2196),(52 1464.5702),(53 1504.9185),(54 1503.2565),(55 1443.9795),(56 1415.3337),(57 1363.202),(58 1317.0427),(59 1291.1616),(60 1272.6997),(61 1256.5513),(62 1279.0575),(63 1300.4285),(64 1334.8582),(65 1359.7622),(66 1391.7123),(67 1412.9009),(68 1451.64),(69 1466.3527),(70 1537.855),(71 1572.7036),(72 1604.654),(73 1649.496),(74 1644.0306),(75 1639.2687),(76 1591.9434),(77 1582.5027),(78 1607.4019),(79 1567.0186),
(1 642.26514),(2 806.39264),(3 894.1131),(4 945.9902),(5 1019.1599),(6 1070.3868),(7 1119.2566),(8 1147.5557),(9 1206.1418),(10 1209.8823),(11 1221.7349),(12 1242.2151),(13 1230.9194),(14 1245.2728),(15 1285.8451),(16 1294.3422),(17 1299.0146),(18 1323.3448),(19 1404.5237),(20 1418.4127),(21 1366.1818),(22 1424.668),(23 1441.4412),(24 1364.7944),(25 1341.1094),(26 1324.8992),(27 1279.605),(28 1302.2892),(29 1325.1678),(30 1299.6182),(31 1336.2277),(32 1385.6583),(33 1409.8348),(34 1415.5641),(35 1436.8293),(36 1497.5922),(37 1519.56),(38 1446.8486),(39 1482.126),(40 1478.3716),(41 1417.6581),(42 1404.5283),(43 1364.9647),(44 1297.808),(45 1307.8073),(46 1352.9706),(47 1353.2035),(48 1340.7878),(49 1367.1713),(50 1394.6027),(51 1404.3152),(52 1415.3842),(53 1455.7642),(54 1459.9742),(55 1393.8756),(56 1376.7421),(57 1327.1378),(58 1271.3892),(59 1257.8394),(60 1254.2053),(61 1226.882),(62 1253.2009),(63 1294.7924),(64 1319.5925),(65 1339.9305),(66 1366.8534),(67 1387.4102),(68 1416.0391),(69 1413.7556),(70 1480.2308),(71 1507.6847),(72 1533.3196),(73 1568.0835),(74 1568.6437),(75 1554.7697),(76 1505.8224),(77 1496.1199),(78 1522.9908),(79 1478.0364),
(1 630.5512),(2 794.38116),(3 873.6827),(4 928.27136),(5 984.4989),(6 1027.2241),(7 1058.7083),(8 1099.8027),(9 1164.1547),(10 1175.2667),(11 1203.484),(12 1221.2129),(13 1180.084),(14 1171.3085),(15 1208.7476),(16 1218.0737),(17 1211.8689),(18 1240.6215),(19 1278.0376),(20 1283.1575),(21 1266.1089),(22 1304.4377),(23 1327.4849),(24 1272.4098),(25 1254.7622),(26 1235.4307),(27 1189.8588),(28 1222.1783),(29 1252.1019),(30 1209.8746),(31 1251.4513),(32 1305.0354),(33 1334.0735),(34 1340.3077),(35 1365.2576),(36 1410.017),(37 1424.6246),(38 1371.2328),(39 1397.4164),(40 1404.077),(41 1343.456),(42 1340.5186),(43 1311.1727),(44 1250.4136),(45 1274.2117),(46 1303.8773),(47 1322.3322),(48 1313.5415),(49 1342.2692),(50 1360.4867),(51 1356.3508),(52 1359.9979),(53 1401.9802),(54 1405.0334),(55 1337.9114),(56 1328.0155),(57 1274.6188),(58 1237.079),(59 1225.548),(60 1208.5662),(61 1183.2472),(62 1211.4792),(63 1260.9216),(64 1291.0669),(65 1332.3198),(66 1350.8569),(67 1369.6923),(68 1400.154),(69 1395.5247),(70 1450.3813),(71 1471.3429),(72 1501.3777),(73 1518.7651),(74 1507.2411),(75 1495.4001),(76 1444.3359),(77 1442.0289),(78 1465.534),(79 1418.6803),
(1 628.1502),(2 789.1941),(3 885.90765),(4 937.2886),(5 997.0101),(6 1042.954),(7 1080.9824),(8 1124.3285),(9 1173.4578),(10 1180.1992),(11 1222.0837),(12 1240.7827),(13 1200.3329),(14 1210.991),(15 1237.9681),(16 1247.9348),(17 1258.6154),(18 1264.8538),(19 1302.4695),(20 1309.1259),(21 1275.0424),(22 1324.3378),(23 1323.6401),(24 1265.227),(25 1247.4968),(26 1248.9434),(27 1193.9948),(28 1217.1519),(29 1233.5659),(30 1210.2334),(31 1236.1404),(32 1292.264),(33 1327.8967),(34 1327.7168),(35 1340.5526),(36 1382.9143),(37 1395.1127),(38 1370.9324),(39 1384.7603),(40 1395.6489),(41 1323.0608),(42 1316.9454),(43 1306.1309),(44 1237.9135),(45 1247.1702),(46 1299.6918),(47 1313.3208),(48 1309.6589),(49 1351.5106),(50 1373.7004),(51 1379.9874),(52 1380.7313),(53 1393.6027),(54 1395.0399),(55 1331.0352),(56 1313.8195),(57 1281.3915),(58 1218.5322),(59 1189.0798),(60 1180.0795),(61 1164.4657),(62 1165.629),(63 1208.3596),(64 1235.7861),(65 1272.1649),(66 1296.2538),(67 1300.6061),(68 1341.1526),(69 1337.6132),(70 1378.7675),(71 1411.2377),(72 1441.7108),(73 1464.8512),(74 1450.123),(75 1446.613),(76 1411.1718),(77 1411.9642),(78 1428.5946),(79 1411.0593),
(1 597.92474),(2 751.0447),(3 831.8198),(4 874.38806),(5 953.3122),(6 996.7027),(7 1014.57587),(8 1058.2134),(9 1101.4886),(10 1107.9758),(11 1139.6263),(12 1157.7623),(13 1122.6072),(14 1127.5399),(15 1160.2526),(16 1158.3472),(17 1166.2317),(18 1181.3846),(19 1218.9445),(20 1226.3083),(21 1198.9609),(22 1242.5576),(23 1242.4263),(24 1189.388),(25 1183.6981),(26 1171.9889),(27 1134.4457),(28 1156.8933),(29 1183.6542),(30 1148.3761),(31 1181.9026),(32 1228.0071),(33 1243.2357),(34 1248.2963),(35 1268.7823),(36 1320.6744),(37 1328.2817),(38 1288.1882),(39 1317.7764),(40 1316.0659),(41 1247.3813),(42 1258.2957),(43 1230.3359),(44 1173.0524),(45 1191.9684),(46 1231.2692),(47 1251.4438),(48 1255.1498),(49 1267.8231),(50 1293.471),(51 1315.8125),(52 1319.1698),(53 1349.204),(54 1352.4312),(55 1281.7728),(56 1261.3904),(57 1228.7483),(58 1186.0487),(59 1174.2306),(60 1166.5739),(61 1149.8037),(62 1157.6606),(63 1193.1738),(64 1213.5299),(65 1241.7687),(66 1264.7994),(67 1284.1056),(68 1304.2552),(69 1299.235),(70 1335.5413),(71 1354.2677),(72 1374.7286),(73 1414.0977),(74 1411.7793),(75 1409.7743),(76 1364.2408),(77 1362.0391),(78 1380.3536),(79 1340.396),
(1 595.7994),(2 751.1765),(3 835.96844),(4 901.50104),(5 971.9608),(6 1002.62994),(7 1019.0447),(8 1066.2701),(9 1128.8427),(10 1134.9835),(11 1170.9446),(12 1176.7725),(13 1142.9257),(14 1153.6228),(15 1189.3499),(16 1191.627),(17 1189.6833),(18 1212.7721),(19 1247.9753),(20 1250.1138),(21 1227.7997),(22 1265.6798),(23 1267.1237),(24 1221.7583),(25 1191.4316),(26 1179.6078),(27 1126.9844),(28 1141.6769),(29 1166.7369),(30 1142.6177),(31 1155.821),(32 1207.1416),(33 1233.2277),(34 1243.0883),(35 1257.9152),(36 1290.1744),(37 1310.7118),(38 1284.5005),(39 1282.7386),(40 1284.5087),(41 1229.4092),(42 1222.0114),(43 1191.5686),(44 1131.8444),(45 1148.0183),(46 1179.1316),(47 1199.5883),(48 1197.7571),(49 1218.4875),(50 1233.8108),(51 1256.6206),(52 1273.4785),(53 1307.7189),(54 1307.079),(55 1258.1342),(56 1233.8804),(57 1193.9691),(58 1145.3315),(59 1144.8302),(60 1142.2594),(61 1129.676),(62 1147.5256),(63 1169.8229),(64 1193.6364),(65 1209.3052),(66 1234.6304),(67 1251.5579),(68 1286.5194),(69 1282.668),(70 1315.7886),(71 1337.0831),(72 1370.9495),(73 1410.8582),(74 1427.5044),(75 1416.556),(76 1388.867),(77 1383.957),(78 1395.662),(79 1385.2678),
(1 591.0445),(2 753.99774),(3 847.20074),(4 920.6819),(5 982.4034),(6 1022.15314),(7 1045.1232),(8 1087.8872),(9 1138.0897),(10 1137.2256),(11 1165.5813),(12 1173.2737),(13 1133.5931),(14 1134.8353),(15 1170.4185),(16 1175.6554),(17 1186.2233),(18 1193.4299),(19 1245.2233),(20 1245.862),(21 1222.6216),(22 1257.1846),(23 1253.024),(24 1193.577),(25 1173.9172),(26 1169.7023),(27 1124.3492),(28 1123.4314),(29 1151.613),(30 1138.6056),(31 1173.5006),(32 1217.4857),(33 1240.0293),(34 1254.7865),(35 1290.1112),(36 1314.8495),(37 1321.3881),(38 1279.8097),(39 1306.96),(40 1301.7312),(41 1260.0289),(42 1264.6803),(43 1242.4935),(44 1191.2588),(45 1210.2781),(46 1233.9132),(47 1253.0944),(48 1256.4943),(49 1263.4109),(50 1266.3882),(51 1303.3755),(52 1307.43),(53 1332.2861),(54 1333.364),(55 1293.2588),(56 1253.264),(57 1218.0677),(58 1170.0631),(59 1162.8418),(60 1163.5758),(61 1148.6508),(62 1157.2607),(63 1192.8292),(64 1221.3284),(65 1228.805),(66 1240.6646),(67 1263.7092),(68 1292.9701),(69 1299.4873),(70 1324.3655),(71 1351.5066),(72 1395.666),(73 1415.545),(74 1406.132),(75 1389.773),(76 1350.6122),(77 1343.6943),(78 1345.7622),(79 1311.9486),
(1 575.719),(2 707.98016),(3 786.71765),(4 847.76373),(5 905.20056),(6 934.3687),(7 954.37866),(8 999.2065),(9 1052.2606),(10 1057.322),(11 1089.5178),(12 1103.3191),(13 1062.2682),(14 1069.1702),(15 1090.7429),(16 1094.2773),(17 1107.113),(18 1106.6346),(19 1141.032),(20 1136.3495),(21 1118.3622),(22 1122.4489),(23 1139.4727),(24 1100.7),(25 1086.1781),(26 1078.5286),(27 1056.0249),(28 1065.5255),(29 1095.1604),(30 1080.4055),(31 1102.2421),(32 1154.2224),(33 1167.1322),(34 1176.4354),(35 1187.573),(36 1209.1232),(37 1204.3497),(38 1173.2412),(39 1187.0159),(40 1180.0822),(41 1132.8351),(42 1129.938),(43 1112.0681),(44 1060.4321),(45 1084.1835),(46 1105.2915),(47 1119.9906),(48 1115.2302),(49 1133.8372),(50 1159.0419),(51 1181.1503),(52 1185.3914),(53 1202.4103),(54 1194.7316),(55 1153.4917),(56 1141.4437),(57 1126.0139),(58 1092.9171),(59 1088.5188),(60 1083.5479),(61 1078.0896),(62 1089.6929),(63 1116.5535),(64 1137.2211),(65 1148.604),(66 1173.4095),(67 1190.1869),(68 1214.8696),(69 1223.9927),(70 1252.4379),(71 1282.6769),(72 1299.1646),(73 1311.8015),(74 1311.9895),(75 1295.7915),(76 1266.6544),(77 1262.8864),(78 1271.8628),(79 1248.115),
(1 565.4344),(2 716.076),(3 798.30786),(4 857.7686),(5 915.3128),(6 954.8056),(7 974.6807),(8 1022.5957),(9 1073.2928),(10 1076.9703),(11 1109.3406),(12 1109.0405),(13 1072.1373),(14 1083.7819),(15 1104.031),(16 1099.2993),(17 1102.0067),(18 1108.7986),(19 1127.6566),(20 1126.0728),(21 1113.5734),(22 1131.8682),(23 1152.8312),(24 1111.5459),(25 1101.4003),(26 1089.948),(27 1058.3546),(28 1078.3856),(29 1093.8385),(30 1077.9084),(31 1106.946),(32 1137.1528),(33 1155.1771),(34 1161.5868),(35 1185.5437),(36 1216.6952),(37 1227.7463),(38 1194.018),(39 1214.5103),(40 1192.9583),(41 1151.9097),(42 1162.0466),(43 1144.4939),(44 1102.208),(45 1122.2853),(46 1152.1464),(47 1165.6881),(48 1163.5575),(49 1185.7185),(50 1214.2611),(51 1234.416),(52 1244.4221),(53 1268.893),(54 1273.5504),(55 1236.8573),(56 1206.8146),(57 1181.6588),(58 1146.5387),(59 1133.2037),(60 1122.1132),(61 1095.701),(62 1090.2516),(63 1120.7878),(64 1140.7891),(65 1128.9297),(66 1139.2832),(67 1156.449),(68 1168.4305),(69 1182.094),(70 1208.8611),(71 1245.1738),(72 1264.8461),(73 1282.132),(74 1295.3192),(75 1284.3953),(76 1246.6079),(77 1243.9799),(78 1268.0797),(79 1250.5636),
