1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 130197.54),(2 431060.28),(3 892246.7),(4 1449971.5),(5 2077746.1),(6 2745613),(7 3403841),(8 4064296.3),(9 4710793.5),(10 5407218),(11 6240038.5),(12 7292872),(13 8550576),(14 9837445),(15 11175964),(16 12626247),(17 14108008),(18 15627792),(19 17037046),(20 18373600),(21 19517446),(22 20506654),(23 21437910),(24 22229650),(25 22984384),(26 23591350),(27 24162650),(28 24642914),(29 25207658),(30 25848950),(31 26584374),(32 27323494),(33 27918542),(34 28570960),(35 29157680),(36 29691360),(37 30179850),(38 30465954),(39 30489154),(40 30404482),(41 30230454),(42 30144362),(43 30230730),(44 30457750),(45 30821712),(46 31206106),(47 31617750),(48 32087824),(49 32726942),(50 33394438),(51 34077220),(52 34605420),(53 35059420),(54 35351932),(55 35622900),(56 35786030),(57 35754356),(58 35758428),(59 35825556),(60 36034076),(61 36461950),(62 36873710),(63 37188964),(64 37655724),(65 38332268),(66 39358132),(67 40569610),(68 42201184),(69 43848548),(70 45660260),(71 47650668),(72 49795376),(73 51664884),(74 53568404),(75 55470176),(76 57299620),(77 58866660),(78 60471616),(79 62076460),
(1 128.0943),(2 146.91464),(3 152.12529),(4 156.20302),(5 158.61218),(6 161.54094),(7 161.82832),(8 162.38101),(9 163.94162),(10 166.1151),(11 166.83348),(12 167.5913),(13 169.64352),(14 168.67114),(15 170.80264),(16 171.79143),(17 171.6883),(18 171.06374),(19 171.45157),(20 170.93538),(21 171.42728),(22 170.96895),(23 174.48763),(24 174.35603),(25 173.9417),(26 176.80095),(27 177.77061),(28 176.31464),(29 178.66113),(30 178.54506),(31 179.63089),(32 179.76329),(33 183.01453),(34 183.49548),(35 182.23346),(36 183.39745),(37 186.4997),(38 186.81999),(39 188.04834),(40 188.0968),(41 189.47366),(42 193.65816),(43 195.76228),(44 196.06584),(45 196.7305),(46 199.43333),(47 199.20772),(48 201.26495),(49 202.64078),(50 203.75798),(51 202.76225),(52 204.11902),(53 204.42355),(54 203.41072),(55 202.87999),(56 201.61574),(57 202.96521),(58 202.3156),(59 200.53233),(60 199.01476),(61 197.11908),(62 200.61633),(63 197.72092),(64 198.80736),(65 197.97087),(66 199.54947),(67 197.91933),(68 204.22002),(69 202.99104),(70 202.26836),(71 201.60077),(72 202.03355),(73 203.9776),(74 202.82954),(75 202.77512),(76 203.85454),(77 207.3842),(78 205.33018),(79 207.41791),
(1 125.476234),(2 142.22188),(3 147.3773),(4 151.94704),(5 154.1505),(6 156.27074),(7 157.9907),(8 160.31314),(9 158.06337),(10 159.47546),(11 161.39084),(12 163.33151),(13 163.47517),(14 162.85994),(15 164.05391),(16 164.73451),(17 164.50528),(18 165.46866),(19 164.63274),(20 164.26816),(21 164.14609),(22 163.79129),(23 168.55032),(24 167.79846),(25 168.64336),(26 170.70103),(27 173.58849),(28 175.31192),(29 177.67226),(30 178.09973),(31 178.17679),(32 178.54713),(33 180.89189),(34 180.5746),(35 181.92923),(36 180.82605),(37 182.37814),(38 186.05424),(39 186.73036),(40 187.5407),(41 187.7498),(42 189.52213),(43 190.55785),(44 188.1002),(45 189.77379),(46 191.4263),(47 191.78061),(48 191.89496),(49 194.29839),(50 194.32646),(51 195.63998),(52 195.81772),(53 195.26979),(54 195.2932),(55 195.24617),(56 195.5783),(57 195.11589),(58 194.70685),(59 194.40755),(60 194.26663),(61 195.95787),(62 194.21832),(63 194.95119),(64 196.31027),(65 197.51765),(66 198.1113),(67 198.30925),(68 199.31496),(69 199.7558),(70 201.97728),(71 201.29929),(72 202.56563),(73 201.2963),(74 200.99222),(75 201.54095),(76 204.33926),(77 205.29196),(78 204.73524),(79 205.22354),
(1 125.27739),(2 143.84772),(3 150.60518),(4 155.96796),(5 158.04503),(6 160.7188),(7 158.38393),(8 163.52214),(9 162.42445),(10 164.76692),(11 163.74721),(12 167.62001),(13 166.96361),(14 167.25117),(15 168.69319),(16 168.26242),(17 167.87473),(18 168.08342),(19 168.72176),(20 168.45511),(21 166.61015),(22 165.94125),(23 171.52942),(24 172.36197),(25 171.94861),(26 172.77505),(27 175.15923),(28 175.06177),(29 177.25226),(30 176.96063),(31 180.11275),(32 181.08043),(33 183.36383),(34 183.62247),(35 184.65291),(36 186.48596),(37 188.82593),(38 191.58394),(39 190.65367),(40 191.50691),(41 191.99098),(42 193.50035),(43 194.588),(44 195.11357),(45 196.64651),(46 198.88036),(47 198.30617),(48 201.53833),(49 202.46744),(50 200.9527),(51 203.95537),(52 204.7004),(53 207.49133),(54 205.45108),(55 205.08237),(56 204.67372),(57 204.75583),(58 203.87575),(59 203.81873),(60 204.67354),(61 206.47226),(62 204.71959),(63 204.35373),(64 204.23209),(65 203.06198),(66 203.27692),(67 203.96574),(68 206.85785),(69 206.98969),(70 207.15222),(71 206.07681),(72 205.73416),(73 206.89938),(74 205.80952),(75 205.19037),(76 207.93498),(77 208.01044),(78 208.56573),(79 206.89615),
(1 126.560486),(2 141.17758),(3 148.98106),(4 152.86485),(5 155.27312),(6 157.49443),(7 159.59381),(8 162.24892),(9 160.81181),(10 164.83142),(11 166.34293),(12 170.49132),(13 169.19853),(14 167.85942),(15 167.91132),(16 167.69748),(17 167.16362),(18 167.19606),(19 166.8293),(20 167.75468),(21 168.61739),(22 168.28842),(23 171.35141),(24 170.94891),(25 170.57994),(26 170.87508),(27 172.09645),(28 175.01851),(29 174.55363),(30 176.43446),(31 178.01566),(32 179.5867),(33 180.65588),(34 180.91028),(35 182.1092),(36 181.6142),(37 185.02567),(38 188.4719),(39 187.67683),(40 190.19556),(41 190.87505),(42 192.01573),(43 193.88716),(44 192.98607),(45 195.26443),(46 198.0396),(47 200.8485),(48 202.35634),(49 203.17302),(50 204.15181),(51 204.0801),(52 202.76268),(53 204.4734),(54 204.15831),(55 204.10835),(56 204.29712),(57 203.51176),(58 202.88536),(59 204.45622),(60 203.20163),(61 203.57321),(62 202.52264),(63 203.24184),(64 201.66867),(65 201.05792),(66 202.05362),(67 201.02383),(68 203.48865),(69 203.09904),(70 201.41594),(71 200.7568),(72 200.17253),(73 201.72755),(74 200.7637),(75 200.56726),(76 202.15123),(77 202.56491),(78 201.049),(79 202.11833),
(1 122.27583),(2 140.89178),(3 147.16032),(4 151.80768),(5 154.45866),(6 154.92989),(7 155.49638),(8 160.1432),(9 161.21782),(10 162.20369),(11 162.74092),(12 166.1729),(13 166.27924),(14 164.71002),(15 164.12828),(16 164.34137),(17 165.09398),(18 165.94946),(19 166.10896),(20 167.23143),(21 165.62375),(22 165.65169),(23 168.11812),(24 167.44876),(25 169.11479),(26 169.02295),(27 170.17523),(28 172.46394),(29 173.88689),(30 174.46243),(31 175.29935),(32 175.5232),(33 176.21588),(34 176.58421),(35 178.66772),(36 180.05292),(37 181.30435),(38 183.6287),(39 185.1344),(40 186.03027),(41 187.57278),(42 188.2453),(43 186.77498),(44 187.54134),(45 189.83424),(46 191.4551),(47 191.34627),(48 192.8666),(49 193.37663),(50 193.01212),(51 193.3945),(52 193.48991),(53 195.09589),(54 193.62877),(55 194.37672),(56 195.34448),(57 196.44795),(58 197.68944),(59 195.33537),(60 196.62839),(61 195.94664),(62 196.3854),(63 196.49655),(64 196.53262),(65 195.14523),(66 198.80931),(67 198.37553),(68 200.17188),(69 197.9085),(70 198.30614),(71 196.5835),(72 196.80327),(73 196.38745),(74 196.33336),(75 195.26485),(76 195.63272),(77 196.14722),(78 194.70427),(79 196.0488),
(1 124.110695),(2 140.88676),(3 147.58109),(4 152.18706),(5 156.21996),(6 156.63814),(7 157.13055),(8 161.56767),(9 161.42693),(10 161.49358),(11 162.82623),(12 164.09076),(13 167.15219),(14 164.40205),(15 162.96678),(16 165.15381),(17 165.22607),(18 165.25235),(19 161.84631),(20 164.43863),(21 164.0963),(22 164.73453),(23 166.61935),(24 166.74469),(25 167.34521),(26 169.01402),(27 170.04596),(28 170.89017),(29 173.76431),(30 171.17836),(31 172.08717),(32 175.34427),(33 176.26872),(34 176.0974),(35 178.54053),(36 179.38385),(37 180.2142),(38 182.11528),(39 182.1781),(40 184.46307),(41 184.9297),(42 186.35413),(43 187.13191),(44 188.16928),(45 188.54868),(46 190.50294),(47 193.97467),(48 195.6945),(49 194.29979),(50 196.05533),(51 194.88646),(52 195.26282),(53 194.93245),(54 193.06035),(55 193.99904),(56 195.55884),(57 194.29474),(58 195.3491),(59 194.3212),(60 193.94362),(61 194.85052),(62 195.31479),(63 192.35857),(64 190.38667),(65 192.64061),(66 192.59276),(67 192.82828),(68 195.33769),(69 197.60596),(70 199.1848),(71 197.72661),(72 199.20958),(73 198.74194),(74 198.9627),(75 198.93303),(76 200.22432),(77 199.36113),(78 200.70747),(79 202.11177),
(1 121.27649),(2 138.14832),(3 144.28351),(4 149.74677),(5 149.9654),(6 153.11794),(7 154.2216),(8 158.76634),(9 158.57562),(10 160.40059),(11 160.87679),(12 162.58115),(13 163.9976),(14 161.90404),(15 162.6594),(16 162.11604),(17 163.46295),(18 163.46802),(19 162.753),(20 162.65437),(21 163.96614),(22 164.70578),(23 164.29921),(24 165.28229),(25 168.47957),(26 169.29282),(27 169.67047),(28 169.5751),(29 170.48178),(30 169.72606),(31 171.7091),(32 171.98166),(33 174.5727),(34 176.49907),(35 176.7561),(36 179.15334),(37 180.82887),(38 182.43253),(39 183.02287),(40 183.42778),(41 184.7103),(42 186.33041),(43 186.64479),(44 187.146),(45 188.26648),(46 189.3245),(47 189.47021),(48 189.74098),(49 191.21977),(50 192.30519),(51 191.61055),(52 192.00032),(53 193.96178),(54 194.6258),(55 192.97525),(56 194.37143),(57 193.81154),(58 192.90823),(59 191.35434),(60 191.85019),(61 194.2008),(62 193.8127),(63 191.14413),(64 190.36885),(65 189.45055),(66 192.66275),(67 190.13766),(68 192.51698),(69 193.08739),(70 193.5267),(71 191.14201),(72 192.17242),(73 192.65956),(74 191.14404),(75 190.08557),(76 189.89758),(77 190.62473),(78 191.66393),(79 191.96985),
(1 123.08287),(2 140.54005),(3 145.82399),(4 148.6923),(5 151.95883),(6 154.3259),(7 154.16556),(8 159.19455),(9 157.63068),(10 160.06319),(11 159.63515),(12 161.89857),(13 162.70818),(14 160.19968),(15 162.0816),(16 161.8267),(17 163.8809),(18 163.44762),(19 162.99463),(20 163.35472),(21 162.38551),(22 162.20674),(23 164.20029),(24 164.31958),(25 166.38814),(26 166.98636),(27 170.9475),(28 172.42323),(29 172.99974),(30 174.60532),(31 175.34468),(32 174.40306),(33 175.3751),(34 174.135),(35 175.18452),(36 177.48456),(37 179.27765),(38 180.57167),(39 179.27304),(40 178.32927),(41 180.45442),(42 183.20737),(43 182.13371),(44 181.33722),(45 182.36732),(46 182.90858),(47 182.67822),(48 181.84497),(49 181.13336),(50 183.33922),(51 183.93224),(52 185.49748),(53 186.49644),(54 185.26239),(55 184.42636),(56 185.87732),(57 186.83467),(58 187.12025),(59 184.72359),(60 185.17606),(61 186.32819),(62 185.92326),(63 184.75511),(64 186.73784),(65 184.90582),(66 185.55002),(67 185.25728),(68 189.20612),(69 189.03311),(70 188.89626),(71 188.90634),(72 189.3359),(73 189.79008),(74 190.23143),(75 189.70808),(76 190.26904),(77 192.78207),(78 191.9274),(79 192.16805),
(1 122.34581),(2 138.6124),(3 144.88185),(4 147.71657),(5 149.67896),(6 151.22005),(7 153.28685),(8 156.45244),(9 160.07912),(10 160.44089),(11 161.66692),(12 160.85017),(13 163.91893),(14 162.21176),(15 160.3397),(16 162.56677),(17 162.32283),(18 163.7909),(19 162.5294),(20 163.62935),(21 161.3906),(22 162.01451),(23 164.13622),(24 165.45569),(25 166.51729),(26 166.77945),(27 170.25906),(28 168.93526),(29 169.82593),(30 170.43712),(31 171.57619),(32 172.26863),(33 173.87003),(34 174.4352),(35 173.67589),(36 175.39081),(37 177.35307),(38 180.5374),(39 179.04161),(40 180.96877),(41 183.20648),(42 186.58313),(43 186.1774),(44 187.45813),(45 186.60007),(46 189.09846),(47 188.64195),(48 188.28076),(49 187.38606),(50 187.13799),(51 187.86842),(52 186.95232),(53 190.70256),(54 189.25986),(55 189.90623),(56 189.25954),(57 188.60382),(58 189.5038),(59 188.9242),(60 190.59184),(61 189.11223),(62 190.68105),(63 188.5768),(64 188.25816),(65 188.80557),(66 189.84363),(67 188.76526),(68 189.72757),(69 188.55455),(70 188.57205),(71 189.46107),(72 189.30405),(73 188.73552),(74 187.90358),(75 189.93832),(76 188.66667),(77 190.76201),(78 190.41325),(79 192.6562),
(1 119.53508),(2 136.10051),(3 143.24292),(4 146.17064),(5 148.13074),(6 149.55144),(7 150.73647),(8 155.59894),(9 155.56158),(10 156.03299),(11 155.37305),(12 158.07394),(13 159.31888),(14 158.34285),(15 157.00378),(16 157.96356),(17 159.48454),(18 158.44408),(19 158.4154),(20 159.12805),(21 159.08536),(22 157.64174),(23 160.54727),(24 163.0041),(25 162.73566),(26 165.98848),(27 168.84935),(28 168.7506),(29 167.35112),(30 165.84866),(31 168.37222),(32 170.06154),(33 171.14305),(34 170.76244),(35 171.11433),(36 173.62724),(37 174.0955),(38 177.2758),(39 178.98022),(40 177.64696),(41 178.8604),(42 179.5296),(43 181.2865),(44 179.38376),(45 180.99477),(46 179.87498),(47 181.91014),(48 181.5831),(49 183.98378),(50 184.3591),(51 184.59975),(52 186.0777),(53 187.31091),(54 185.23677),(55 186.02016),(56 186.98111),(57 186.28531),(58 185.46654),(59 184.76793),(60 186.00684),(61 183.31302),(62 182.57544),(63 183.38457),(64 182.44714),(65 182.3112),(66 184.37419),(67 184.45729),(68 186.83774),(69 188.29227),(70 187.92026),(71 188.60115),(72 189.56822),(73 189.97003),(74 188.77725),(75 187.93304),(76 189.49202),(77 191.88751),(78 191.93831),(79 192.54662),
(1 118.89183),(2 134.50706),(3 140.65314),(4 145.43143),(5 145.43524),(6 148.29279),(7 149.54776),(8 154.79579),(9 154.7005),(10 155.26134),(11 155.73224),(12 155.86324),(13 156.52565),(14 156.14821),(15 157.5176),(16 156.9028),(17 157.06659),(18 157.17192),(19 155.88057),(20 158.26701),(21 156.24292),(22 156.26297),(23 157.45396),(24 157.43964),(25 161.47122),(26 165.48851),(27 164.76894),(28 163.8625),(29 164.8099),(30 165.63963),(31 168.95319),(32 168.85635),(33 169.82318),(34 169.25648),(35 170.91124),(36 172.84042),(37 173.71477),(38 176.5698),(39 178.63484),(40 179.61385),(41 180.79735),(42 181.81125),(43 182.27039),(44 183.25256),(45 182.12248),(46 183.63332),(47 185.12622),(48 187.5419),(49 187.97018),(50 188.62859),(51 188.51744),(52 189.01053),(53 190.30777),(54 189.07164),(55 190.2713),(56 191.65482),(57 192.1265),(58 191.40126),(59 190.65195),(60 190.02829),(61 190.19771),(62 190.10658),(63 189.05556),(64 187.70523),(65 187.88359),(66 188.42317),(67 189.30753),(68 191.53003),(69 192.61221),(70 191.68628),(71 192.80768),(72 192.4957),(73 190.74055),(74 189.24828),(75 190.22641),(76 190.71487),(77 191.41603),(78 191.56383),(79 194.60701),
(1 117.728065),(2 133.42987),(3 139.52744),(4 143.86824),(5 145.47798),(6 148.17076),(7 150.00346),(8 153.8781),(9 155.48067),(10 155.7325),(11 156.80951),(12 156.67558),(13 155.61543),(14 155.03206),(15 155.97018),(16 156.17339),(17 155.70572),(18 156.43587),(19 156.24513),(20 157.31287),(21 154.80794),(22 155.36589),(23 157.16978),(24 159.75252),(25 159.81796),(26 161.47769),(27 164.55823),(28 164.3834),(29 164.75813),(30 164.2477),(31 167.00325),(32 167.65059),(33 169.3115),(34 170.37183),(35 169.81473),(36 172.5666),(37 174.50687),(38 175.92747),(39 178.38823),(40 176.57718),(41 179.31613),(42 179.8863),(43 179.52498),(44 183.33278),(45 184.13379),(46 184.1062),(47 184.03763),(48 184.06891),(49 186.08318),(50 188.41171),(51 188.75993),(52 187.56729),(53 188.90515),(54 189.22421),(55 188.64374),(56 189.07869),(57 188.2),(58 188.22327),(59 185.67467),(60 186.064),(61 186.26097),(62 187.15184),(63 185.01096),(64 183.25302),(65 184.21225),(66 183.0898),(67 183.8843),(68 187.76624),(69 186.52892),(70 187.76764),(71 187.05501),(72 184.76399),(73 187.35854),(74 186.92549),(75 186.76291),(76 184.32697),(77 186.73576),(78 186.44101),(79 188.88713),
(1 118.65833),(2 135.74191),(3 142.47777),(4 144.78806),(5 147.18327),(6 147.92075),(7 148.84988),(8 152.96873),(9 155.41187),(10 156.60495),(11 156.44756),(12 155.96419),(13 155.34262),(14 156.11053),(15 155.29562),(16 155.01291),(17 158.05272),(18 157.0023),(19 157.281),(20 159.61249),(21 158.96402),(22 158.3484),(23 159.29436),(24 159.28006),(25 161.9995),(26 163.10445),(27 164.86983),(28 163.8641),(29 165.26122),(30 165.09462),(31 167.76237),(32 169.08171),(33 170.79402),(34 170.08961),(35 171.69788),(36 171.85005),(37 175.26448),(38 176.25314),(39 177.14803),(40 176.34602),(41 180.96907),(42 182.5592),(43 182.0953),(44 183.75801),(45 183.96454),(46 182.23932),(47 183.54692),(48 183.71194),(49 184.31511),(50 183.81656),(51 184.85718),(52 183.69691),(53 185.09099),(54 183.25272),(55 186.41231),(56 186.35365),(57 186.6461),(58 185.89113),(59 185.68422),(60 184.73845),(61 187.5752),(62 186.5851),(63 184.75475),(64 183.26605),(65 183.56606),(66 184.11697),(67 182.54115),(68 185.60283),(69 187.79147),(70 186.63379),(71 186.07465),(72 185.0572),(73 185.51282),(74 187.03835),(75 185.21785),(76 185.8398),(77 186.0797),(78 185.53069),(79 186.1384),
(1 116.545364),(2 132.1581),(3 137.41985),(4 142.0516),(5 143.06541),(6 145.46693),(7 146.45345),(8 149.89546),(9 150.74551),(10 152.70471),(11 153.7781),(12 154.23071),(13 156.50752),(14 155.9649),(15 153.91322),(16 154.777),(17 154.50017),(18 153.82123),(19 153.69016),(20 154.2574),(21 155.27895),(22 156.08334),(23 157.70091),(24 158.34535),(25 158.41747),(26 159.68202),(27 161.79028),(28 162.75934),(29 161.7703),(30 165.12973),(31 165.79802),(32 165.82246),(33 166.97179),(34 167.54028),(35 168.4518),(36 170.23009),(37 171.89525),(38 172.89677),(39 172.21309),(40 171.67583),(41 172.96393),(42 174.88704),(43 175.70895),(44 176.14438),(45 175.45561),(46 177.4871),(47 178.13203),(48 179.08826),(49 181.19804),(50 180.59291),(51 181.71935),(52 182.1373),(53 183.27516),(54 183.53822),(55 183.00488),(56 183.36583),(57 181.68192),(58 182.33092),(59 181.15347),(60 180.06606),(61 182.23773),(62 181.95522),(63 181.15428),(64 181.61914),(65 182.7555),(66 185.99934),(67 186.81575),(68 187.96457),(69 188.10887),(70 188.13864),(71 186.25586),(72 186.91574),(73 186.44499),(74 185.8955),(75 184.31677),(76 186.39777),(77 184.13098),(78 185.24486),(79 185.59976),
(1 116.59372),(2 132.74895),(3 137.63416),(4 142.45195),(5 143.55066),(6 143.40251),(7 145.85452),(8 151.4959),(9 151.31203),(10 153.05876),(11 152.57477),(12 152.7399),(13 154.25272),(14 153.015),(15 153.06729),(16 152.4146),(17 153.19598),(18 153.44353),(19 153.81927),(20 154.48883),(21 154.0338),(22 153.36087),(23 155.98271),(24 157.88167),(25 158.07536),(26 161.02667),(27 160.61525),(28 160.88533),(29 161.73645),(30 163.12495),(31 163.0166),(32 165.53026),(33 167.32172),(34 168.46768),(35 169.64265),(36 170.94843),(37 170.82704),(38 174.88184),(39 172.95764),(40 172.27547),(41 174.99199),(42 176.3334),(43 178.58015),(44 180.9973),(45 180.79553),(46 181.40817),(47 182.75359),(48 180.49709),(49 183.24327),(50 182.30775),(51 182.59868),(52 184.23764),(53 185.02054),(54 185.58316),(55 184.75005),(56 185.82796),(57 183.9755),(58 184.53836),(59 185.55356),(60 184.68744),(61 183.90024),(62 185.19925),(63 184.44844),(64 185.70009),(65 186.01965),(66 187.66441),(67 185.5065),(68 188.95938),(69 188.26596),(70 188.9062),(71 190.9651),(72 190.2318),(73 191.97597),(74 191.96327),(75 190.27133),(76 190.94795),(77 191.74715),(78 191.30151),(79 193.69594),
(1 114.82244),(2 129.91531),(3 137.15564),(4 140.19177),(5 141.71333),(6 145.2105),(7 144.9603),(8 147.54448),(9 148.64345),(10 150.39357),(11 149.86719),(12 150.5868),(13 151.87518),(14 150.58437),(15 149.63846),(16 149.90538),(17 149.40892),(18 149.88385),(19 150.95207),(20 150.54654),(21 150.412),(22 151.05418),(23 153.03911),(24 153.7807),(25 155.72646),(26 156.3434),(27 157.22021),(28 159.26651),(29 159.86584),(30 161.01729),(31 161.62546),(32 162.41158),(33 162.346),(34 163.16899),(35 165.67867),(36 166.71468),(37 166.4956),(38 167.59743),(39 168.41298),(40 166.43364),(41 167.18613),(42 170.3216),(43 172.17671),(44 172.40262),(45 171.73192),(46 171.22366),(47 171.37732),(48 171.97499),(49 173.91087),(50 175.52504),(51 174.03438),(52 176.04039),(53 178.60356),(54 177.42886),(55 177.60414),(56 177.69171),(57 179.30518),(58 179.44305),(59 179.11319),(60 179.8328),(61 179.62477),(62 179.66203),(63 178.31255),(64 179.59517),(65 179.57932),(66 181.33545),(67 181.54306),(68 184.43445),(69 182.53625),(70 183.5612),(71 183.21216),(72 184.01726),(73 184.51512),(74 183.14876),(75 184.93706),(76 185.01448),(77 188.2709),(78 187.48955),(79 185.83058),
(1 114.0281),(2 129.74405),(3 136.93852),(4 139.22247),(5 142.43501),(6 144.28989),(7 145.77272),(8 148.98444),(9 150.66745),(10 154.44078),(11 151.84222),(12 153.39758),(13 154.73654),(14 153.69772),(15 151.0074),(16 152.4343),(17 150.73026),(18 150.76176),(19 149.74734),(20 149.28952),(21 150.12616),(22 150.05927),(23 152.73355),(24 154.56137),(25 154.91388),(26 156.38324),(27 157.38617),(28 158.48537),(29 159.42525),(30 160.53625),(31 160.95193),(32 162.66508),(33 162.33626),(34 163.63663),(35 164.60326),(36 162.5472),(37 166.20096),(38 168.90459),(39 171.42868),(40 170.61736),(41 171.8341),(42 172.39502),(43 173.96753),(44 174.44067),(45 175.9352),(46 176.8987),(47 176.01865),(48 177.29375),(49 179.03696),(50 181.25708),(51 181.69608),(52 183.09544),(53 182.54932),(54 180.21823),(55 181.75189),(56 180.44893),(57 180.76955),(58 181.03119),(59 181.19658),(60 180.03354),(61 178.95088),(62 178.42065),(63 179.70592),(64 180.34659),(65 178.96713),(66 180.68202),(67 178.86888),(68 182.71684),(69 180.28568),(70 181.36583),(71 181.58627),(72 180.66971),(73 181.4595),(74 181.82362),(75 181.19336),(76 181.13783),(77 181.52646),(78 180.93034),(79 182.84904),
(1 115.27108),(2 130.06224),(3 137.74461),(4 140.88792),(5 144.93185),(6 146.70444),(7 147.62808),(8 153.32326),(9 154.6393),(10 155.39497),(11 155.03888),(12 155.78804),(13 157.45538),(14 156.41772),(15 156.0447),(16 156.5136),(17 154.37517),(18 156.31726),(19 155.06848),(20 155.47128),(21 154.49281),(22 155.93958),(23 156.33936),(24 158.55618),(25 158.55142),(26 160.09778),(27 161.32645),(28 162.37361),(29 163.36418),(30 164.04524),(31 164.89966),(32 163.67336),(33 165.14757),(34 163.84596),(35 166.70494),(36 166.27602),(37 167.7591),(38 172.15761),(39 172.79099),(40 172.44646),(41 175.01373),(42 175.38269),(43 174.58989),(44 174.55376),(45 175.5131),(46 176.09662),(47 175.40648),(48 177.46484),(49 180.40567),(50 182.22778),(51 183.69579),(52 183.1731),(53 185.24678),(54 182.12032),(55 184.50217),(56 183.6756),(57 186.66699),(58 185.82666),(59 185.85155),(60 185.90218),(61 184.36641),(62 185.12247),(63 183.18437),(64 183.12769),(65 182.10283),(66 181.71402),(67 182.33907),(68 184.28448),(69 182.59334),(70 183.01273),(71 182.27287),(72 183.2857),(73 182.78902),(74 182.89311),(75 183.6441),(76 182.65761),(77 185.36523),(78 184.76398),(79 185.74367),
