1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23004.93),(2 36829.766),(3 93355.06),(4 133230.44),(5 171961.05),(6 218972.81),(7 266434.1),(8 315941.72),(9 366775.5),(10 424179.66),(11 469293.47),(12 520816.16),(13 576188.3),(14 622207.25),(15 673773.75),(16 741148.56),(17 808985.8),(18 881302.2),(19 949289.06),(20 1032034.25),(21 1103218.1),(22 1172733.1),(23 1253829.6),(24 1312424),(25 1363209.1),(26 1434173.1),(27 1481862.9),(28 1588777.1),(29 1663407.4),(30 1728451.9),(31 1785308.1),(32 1866834.1),(33 1944092.6),(34 2023204),(35 2122877.3),(36 2218656.8),(37 2318731),(38 2458906.3),(39 2584143.3),(40 2680403.8),(41 2848640.3),(42 2972335.3),(43 3159685.8),(44 3283017.8),(45 3460215),(46 3627309),(47 3769115),(48 3966738),(49 4126285.3),(50 4282641.5),(51 4461213.5),(52 4658921),(53 4840671.5),(54 5035169),(55 5230379.5),(56 5380075.5),(57 5570522.5),(58 5757282),(59 5907333.5),(60 6043743.5),(61 6176097.5),(62 6252646.5),(63 6368054.5),(64 6448493.5),(65 6513448),(66 6616039.5),(67 6709866.5),(68 6784739.5),(69 6907744),(70 6998410),(71 7081468.5),(72 7185570),(73 7285398),(74 7360461.5),(75 7463508),(76 7554603.5),(77 7637376),(78 7694682.5),(79 7791740),
(1 81.964516),(2 92.97078),(3 104.44852),(4 107.13333),(5 110.77967),(6 115.3835),(7 115.591835),(8 117.977425),(9 121.3517),(10 120.55253),(11 121.02064),(12 121.52128),(13 121.67827),(14 122.73586),(15 122.10568),(16 120.21873),(17 120.396706),(18 119.777794),(19 120.96165),(20 121.528595),(21 121.65789),(22 121.868706),(23 122.339455),(24 123.9669),(25 127.24463),(26 127.22199),(27 125.451614),(28 129.71399),(29 128.47012),(30 129.71738),(31 130.7715),(32 130.49757),(33 130.54187),(34 132.90973),(35 132.41928),(36 132.21085),(37 133.59615),(38 132.22989),(39 132.5341),(40 134.55426),(41 133.11356),(42 134.28583),(43 132.10251),(44 133.11954),(45 133.58765),(46 130.78954),(47 131.47589),(48 130.72707),(49 128.66623),(50 131.19656),(51 128.23521),(52 127.5724),(53 129.5824),(54 128.7798),(55 127.98031),(56 129.88899),(57 130.3484),(58 130.53302),(59 131.6127),(60 131.49544),(61 131.52058),(62 132.6044),(63 130.99254),(64 131.13031),(65 131.85818),(66 131.04614),(67 131.03943),(68 132.6331),(69 131.31056),(70 131.12138),(71 132.49135),(72 131.18529),(73 132.68073),(74 133.50073),(75 132.28519),(76 134.41714),(77 136.58327),(78 139.43535),(79 136.24358),
(1 81.60078),(2 91.098785),(3 102.35893),(4 105.58005),(5 109.09219),(6 113.80606),(7 114.78651),(8 117.91751),(9 119.981064),(10 120.594734),(11 121.0996),(12 121.9229),(13 120.50867),(14 120.406555),(15 121.28854),(16 119.18831),(17 120.1412),(18 120.119545),(19 120.03302),(20 119.32707),(21 122.339584),(22 122.8449),(23 121.83829),(24 123.70324),(25 127.2944),(26 127.747955),(27 126.63404),(28 132.90213),(29 130.05614),(30 130.98938),(31 132.14873),(32 130.60411),(33 129.39908),(34 131.70038),(35 130.33585),(36 128.81396),(37 130.49318),(38 129.21074),(39 128.74675),(40 131.3589),(41 129.58603),(42 129.1526),(43 127.88904),(44 128.88342),(45 128.16893),(46 126.010605),(47 126.99738),(48 125.25963),(49 123.834496),(50 126.55119),(51 123.70354),(52 123.725075),(53 125.64206),(54 125.576836),(55 125.701775),(56 128.3451),(57 128.75348),(58 128.21451),(59 128.12102),(60 128.46167),(61 128.16772),(62 131.14874),(63 127.54384),(64 127.72255),(65 128.66551),(66 128.91461),(67 128.67328),(68 128.82126),(69 128.57597),(70 127.32913),(71 129.66292),(72 129.36314),(73 131.14815),(74 132.12413),(75 130.64806),(76 132.5078),(77 134.84009),(78 138.60646),(79 136.07234),
(1 78.40445),(2 89.18489),(3 99.81524),(4 103.58916),(5 106.44694),(6 111.32265),(7 113.11108),(8 115.05734),(9 117.577034),(10 117.20149),(11 118.5315),(12 119.8069),(13 118.76411),(14 117.60555),(15 119.946175),(16 118.63972),(17 120.2262),(18 120.229805),(19 119.66452),(20 119.61297),(21 120.36676),(22 120.42593),(23 119.55888),(24 119.80342),(25 123.37027),(26 123.1366),(27 122.23494),(28 126.25471),(29 124.90446),(30 125.67314),(31 129.12154),(32 127.4838),(33 126.67584),(34 128.7829),(35 127.08884),(36 127.22396),(37 129.8622),(38 127.63037),(39 127.34144),(40 128.5753),(41 125.68039),(42 127.05027),(43 125.73717),(44 126.40324),(45 124.759445),(46 123.05953),(47 123.70371),(48 123.63166),(49 122.01458),(50 123.67412),(51 120.975334),(52 120.44622),(53 121.39826),(54 120.27553),(55 120.45707),(56 123.267136),(57 123.23814),(58 122.54912),(59 123.150505),(60 123.39199),(61 122.4556),(62 125.16612),(63 122.614975),(64 121.54701),(65 123.14824),(66 122.69728),(67 122.2117),(68 124.29339),(69 123.62636),(70 123.01266),(71 124.289444),(72 125.195114),(73 127.14311),(74 128.47581),(75 128.50906),(76 130.0772),(77 131.41615),(78 133.60355),(79 131.03024),
(1 78.03502),(2 88.69988),(3 100.44334),(4 103.72017),(5 107.2775),(6 110.707855),(7 112.01225),(8 115.23246),(9 117.05631),(10 116.81381),(11 116.9171),(12 119.04161),(13 117.438896),(14 117.31401),(15 118.82317),(16 117.883865),(17 119.01995),(18 118.92237),(19 120.21623),(20 118.752144),(21 118.41507),(22 118.89778),(23 119.1662),(24 119.73214),(25 123.77878),(26 124.1347),(27 122.75349),(28 127.04482),(29 126.83907),(30 126.943214),(31 128.12111),(32 127.50221),(33 126.56602),(34 129.32474),(35 127.04607),(36 126.284966),(37 128.87146),(38 126.92802),(39 124.974754),(40 125.89268),(41 124.321686),(42 126.1089),(43 124.51065),(44 125.33675),(45 122.93611),(46 122.720215),(47 122.94373),(48 121.02984),(49 121.33436),(50 122.28078),(51 119.36555),(52 118.668816),(53 121.58962),(54 119.36803),(55 120.03739),(56 123.23426),(57 122.62588),(58 123.3804),(59 124.449615),(60 123.98415),(61 122.61428),(62 124.79766),(63 122.45277),(64 122.5876),(65 124.356),(66 123.3968),(67 122.85836),(68 124.11662),(69 124.346535),(70 122.883644),(71 123.94123),(72 124.0881),(73 125.67645),(74 126.4452),(75 125.62299),(76 125.8795),(77 127.79393),(78 132.57642),(79 130.67566),
(1 76.41366),(2 86.15433),(3 97.547905),(4 100.90127),(5 104.79133),(6 109.06026),(7 109.67178),(8 111.595505),(9 113.948166),(10 113.17935),(11 113.252464),(12 114.98689),(13 114.66448),(14 114.28428),(15 115.1436),(16 113.20353),(17 114.90199),(18 114.56814),(19 115.22422),(20 115.16453),(21 114.88559),(22 115.952286),(23 115.421074),(24 116.36772),(25 120.06199),(26 120.369835),(27 119.13913),(28 124.11672),(29 122.2962),(30 122.24103),(31 124.1288),(32 123.48968),(33 122.87375),(34 124.779686),(35 123.47209),(36 122.984436),(37 124.801796),(38 123.16184),(39 122.32472),(40 123.49975),(41 122.6689),(42 122.981834),(43 121.94149),(44 121.783104),(45 119.97948),(46 119.78893),(47 119.582115),(48 118.595314),(49 117.93882),(50 119.765175),(51 117.59735),(52 116.10944),(53 118.528534),(54 116.5197),(55 117.108284),(56 120.03),(57 120.32331),(58 120.435135),(59 121.92002),(60 121.49508),(61 119.85342),(62 121.85245),(63 118.43968),(64 118.74603),(65 120.42826),(66 120.24664),(67 120.25787),(68 121.133415),(69 121.0039),(70 119.87375),(71 121.697205),(72 122.71621),(73 123.88799),(74 126.04358),(75 124.42677),(76 124.21541),(77 125.63923),(78 128.25165),(79 126.33186),
(1 77.151924),(2 87.12169),(3 97.602234),(4 100.243126),(5 104.4971),(6 107.14193),(7 108.84242),(8 110.85099),(9 112.497375),(10 112.78273),(11 113.06597),(12 114.95976),(13 114.69415),(14 113.476524),(15 115.0841),(16 113.64905),(17 115.05524),(18 114.06774),(19 115.32911),(20 114.460236),(21 115.718864),(22 116.64058),(23 117.082726),(24 117.42354),(25 121.57374),(26 121.916466),(27 121.79793),(28 125.961464),(29 124.16022),(30 124.445854),(31 126.45623),(32 125.09666),(33 125.8228),(34 126.98296),(35 126.16995),(36 125.55523),(37 125.568695),(38 124.781075),(39 123.94773),(40 124.324745),(41 123.11449),(42 123.268524),(43 122.773506),(44 123.034805),(45 122.756874),(46 120.777176),(47 120.36717),(48 119.3673),(49 118.662796),(50 118.568214),(51 117.53725),(52 115.59343),(53 118.49457),(54 117.16906),(55 117.15021),(56 119.735855),(57 118.95991),(58 119.10792),(59 121.307594),(60 119.83596),(61 119.60588),(62 121.5007),(63 118.87113),(64 119.30551),(65 120.40403),(66 118.39508),(67 117.912254),(68 118.01595),(69 117.21352),(70 116.52773),(71 120.03765),(72 120.4531),(73 121.1363),(74 123.882706),(75 123.144005),(76 123.363785),(77 124.879845),(78 127.72694),(79 125.21643),
(1 75.147125),(2 86.017265),(3 96.478424),(4 98.11201),(5 102.913216),(6 106.857124),(7 107.233406),(8 109.088196),(9 110.88761),(10 111.31341),(11 111.29117),(12 112.99272),(13 113.47322),(14 112.405495),(15 114.34687),(16 112.9628),(17 114.40191),(18 114.07445),(19 113.92358),(20 114.23398),(21 114.46058),(22 116.229485),(23 115.926285),(24 115.67501),(25 119.094986),(26 119.10829),(27 118.500725),(28 120.968155),(29 120.375),(30 120.925064),(31 123.26587),(32 121.35375),(33 121.92542),(34 123.1047),(35 122.63164),(36 121.739265),(37 122.56144),(38 122.1892),(39 121.6223),(40 122.2216),(41 120.24841),(42 121.59643),(43 119.82639),(44 119.405785),(45 119.41105),(46 118.68276),(47 118.76447),(48 117.44795),(49 117.61403),(50 117.46249),(51 116.21572),(52 115.118256),(53 117.66825),(54 116.26518),(55 116.294945),(56 118.562416),(57 118.24077),(58 118.07445),(59 121.23966),(60 118.88135),(61 119.89823),(62 121.309074),(63 118.95895),(64 118.232956),(65 118.68261),(66 117.710495),(67 117.832085),(68 119.055214),(69 119.5178),(70 118.591095),(71 120.74252),(72 120.85993),(73 121.19056),(74 122.5955),(75 122.07482),(76 121.957245),(77 123.95941),(78 125.94897),(79 125.04733),
(1 74.57036),(2 83.111465),(3 94.0973),(4 96.3499),(5 99.59287),(6 101.860855),(7 102.22962),(8 104.61481),(9 106.85867),(10 106.98121),(11 106.65637),(12 109.18011),(13 108.71563),(14 108.3692),(15 109.32729),(16 108.22305),(17 109.29077),(18 109.077545),(19 111.555084),(20 110.39448),(21 110.7998),(22 113.34735),(23 113.17005),(24 113.21656),(25 114.92319),(26 114.17514),(27 114.847305),(28 117.187744),(29 116.989265),(30 118.128555),(31 120.2368),(32 118.58155),(33 118.943245),(34 120.04115),(35 118.955536),(36 118.66733),(37 119.01883),(38 118.824104),(39 118.40299),(40 118.85259),(41 116.19908),(42 117.26633),(43 115.019684),(44 116.26794),(45 116.263115),(46 115.33717),(47 115.183334),(48 114.62896),(49 113.97343),(50 115.76708),(51 112.65856),(52 112.66713),(53 113.54821),(54 113.106064),(55 114.44341),(56 116.22887),(57 115.793106),(58 115.32199),(59 117.65123),(60 118.110176),(61 117.053185),(62 118.920494),(63 117.50394),(64 115.15221),(65 116.00777),(66 115.87558),(67 116.19835),(68 118.11237),(69 117.042496),(70 115.93339),(71 117.842636),(72 118.30639),(73 118.91616),(74 119.94493),(75 119.542305),(76 118.96115),(77 121.46877),(78 123.89009),(79 122.675476),
(1 73.626205),(2 82.41332),(3 94.598976),(4 96.84058),(5 100.50844),(6 103.016396),(7 103.94803),(8 106.4523),(9 108.79697),(10 108.23027),(11 108.71678),(12 111.11365),(13 110.39554),(14 109.4841),(15 111.37351),(16 110.5132),(17 111.68216),(18 111.80361),(19 111.96467),(20 111.238914),(21 112.48593),(22 113.85623),(23 114.2297),(24 113.91164),(25 116.228806),(26 115.77943),(27 115.819756),(28 117.86113),(29 116.7168),(30 117.78262),(31 119.079445),(32 118.305405),(33 118.447914),(34 119.93171),(35 118.67178),(36 118.66568),(37 120.84579),(38 120.37202),(39 119.85782),(40 120.32773),(41 117.71237),(42 119.34721),(43 117.12862),(44 118.45451),(45 116.781746),(46 115.29227),(47 114.21017),(48 113.99255),(49 112.48346),(50 114.03136),(51 112.272),(52 111.24989),(53 112.04661),(54 110.610886),(55 110.78542),(56 113.00914),(57 113.92004),(58 113.19704),(59 114.75163),(60 114.08923),(61 113.6967),(62 115.209564),(63 112.811874),(64 112.14181),(65 112.97338),(66 113.0854),(67 112.31214),(68 114.2773),(69 113.95026),(70 114.1993),(71 117.041664),(72 116.034546),(73 117.354034),(74 119.68899),(75 118.16841),(76 118.273575),(77 120.09995),(78 123.95957),(79 122.0144),
(1 72.13306),(2 81.78974),(3 92.40607),(4 95.27519),(5 97.26339),(6 101.77959),(7 102.934814),(8 105.034065),(9 105.77988),(10 106.14125),(11 108.31932),(12 109.04613),(13 108.12543),(14 108.192375),(15 109.832954),(16 109.31113),(17 110.39594),(18 110.84565),(19 110.941895),(20 110.474335),(21 111.59163),(22 113.023),(23 113.21469),(24 112.76906),(25 115.800606),(26 115.21693),(27 115.34098),(28 117.847145),(29 117.71608),(30 118.342186),(31 119.23566),(32 119.74117),(33 119.307144),(34 120.53533),(35 119.63326),(36 119.22576),(37 119.7482),(38 119.0063),(39 118.727615),(40 117.87984),(41 116.548744),(42 117.33858),(43 114.984955),(44 115.93446),(45 114.998604),(46 113.06875),(47 113.009094),(48 111.30257),(49 111.794525),(50 113.24525),(51 110.83663),(52 109.017784),(53 109.93969),(54 107.81125),(55 109.299446),(56 111.14414),(57 111.28055),(58 111.47519),(59 113.76605),(60 111.48902),(61 111.10336),(62 114.145195),(63 112.51045),(64 112.42979),(65 112.901955),(66 111.83026),(67 112.495224),(68 113.27608),(69 113.71912),(70 113.622116),(71 115.70735),(72 116.6882),(73 117.11736),(74 118.70303),(75 117.67765),(76 117.35734),(77 118.76194),(78 122.22137),(79 119.30642),
(1 71.79978),(2 81.9285),(3 92.48472),(4 94.62622),(5 97.528885),(6 102.11894),(7 104.08048),(8 105.27751),(9 106.68746),(10 106.64314),(11 107.61458),(12 108.55732),(13 107.58803),(14 106.932144),(15 108.767784),(16 108.46235),(17 109.44581),(18 110.34888),(19 111.70096),(20 109.98481),(21 110.08713),(22 112.18892),(23 111.27362),(24 111.26171),(25 113.218864),(26 113.98431),(27 112.14362),(28 115.870514),(29 115.49727),(30 116.01933),(31 118.645775),(32 118.45081),(33 117.73588),(34 118.20772),(35 117.79161),(36 118.74243),(37 119.65695),(38 118.75742),(39 117.71116),(40 117.465324),(41 116.74838),(42 116.42717),(43 114.80791),(44 115.096794),(45 114.01763),(46 112.52864),(47 112.83498),(48 111.130066),(49 110.33905),(50 111.20792),(51 109.288345),(52 107.88513),(53 109.70108),(54 109.05667),(55 108.86532),(56 110.26524),(57 111.07452),(58 110.95205),(59 113.87594),(60 113.59899),(61 114.11788),(62 116.3229),(63 115.23929),(64 113.891235),(65 115.13808),(66 113.74734),(67 114.49405),(68 115.2606),(69 115.60863),(70 115.809685),(71 117.18534),(72 116.26469),(73 117.40708),(74 117.353325),(75 117.09845),(76 118.349846),(77 121.41465),(78 123.226074),(79 120.82391),
(1 70.74059),(2 81.17559),(3 90.76163),(4 92.48797),(5 96.13392),(6 100.96034),(7 102.47481),(8 103.84161),(9 105.67374),(10 106.39466),(11 106.71266),(12 108.725426),(13 107.455864),(14 105.99255),(15 107.40201),(16 107.478424),(17 108.17301),(18 110.029175),(19 110.18149),(20 109.79914),(21 110.111496),(22 111.46363),(23 111.500275),(24 111.23466),(25 113.48425),(26 114.02348),(27 112.91222),(28 115.80556),(29 115.02134),(30 115.725266),(31 118.58444),(32 116.912605),(33 117.38629),(34 118.13408),(35 117.619255),(36 116.635735),(37 117.97958),(38 118.46587),(39 117.43266),(40 118.90335),(41 117.52802),(42 118.884766),(43 116.05646),(44 115.632416),(45 114.05865),(46 112.47633),(47 112.61477),(48 110.941025),(49 108.54697),(50 109.12014),(51 107.24085),(52 107.84683),(53 110.40242),(54 109.63237),(55 109.57324),(56 111.25397),(57 111.019264),(58 111.325134),(59 113.206764),(60 112.502426),(61 112.95313),(62 114.714584),(63 113.33366),(64 112.151184),(65 113.263245),(66 112.28842),(67 112.973885),(68 113.63352),(69 113.526566),(70 114.29678),(71 117.0908),(72 116.73154),(73 117.35227),(74 118.76132),(75 117.43964),(76 119.05459),(77 121.18979),(78 123.703514),(79 121.51356),
(1 69.52333),(2 79.15931),(3 89.36582),(4 91.35859),(5 94.830956),(6 98.099365),(7 100.365295),(8 102.372765),(9 105.566025),(10 106.51769),(11 107.67712),(12 109.24355),(13 107.96484),(14 107.39528),(15 108.4086),(16 107.7344),(17 109.10127),(18 108.75965),(19 109.258675),(20 108.922615),(21 109.42098),(22 109.65474),(23 109.27276),(24 109.34529),(25 112.26908),(26 113.158936),(27 112.3241),(28 113.544174),(29 113.359886),(30 113.92518),(31 114.482124),(32 114.29182),(33 114.88826),(34 115.26853),(35 115.54556),(36 114.67839),(37 116.0908),(38 115.5716),(39 115.59613),(40 115.99604),(41 115.38451),(42 115.77114),(43 115.19175),(44 114.64252),(45 114.31899),(46 112.89097),(47 113.68167),(48 112.235596),(49 110.87734),(50 112.91275),(51 110.786),(52 109.32503),(53 112.40107),(54 110.67441),(55 111.89667),(56 113.52802),(57 112.34167),(58 111.78622),(59 113.74006),(60 112.635735),(61 113.362724),(62 115.29436),(63 113.335266),(64 113.16402),(65 114.02185),(66 112.862854),(67 113.93596),(68 114.11369),(69 113.68083),(70 115.208405),(71 117.70805),(72 116.4284),(73 117.59255),(74 119.21196),(75 117.99992),(76 118.91811),(77 120.6233),(78 124.23471),(79 122.356544),
(1 69.70699),(2 79.422935),(3 88.82778),(4 90.87401),(5 94.62017),(6 97.63575),(7 99.412674),(8 100.80504),(9 104.0053),(10 104.46106),(11 104.361595),(12 106.270836),(13 105.73897),(14 105.686195),(15 105.49548),(16 105.3762),(17 106.91058),(18 105.9435),(19 105.91142),(20 106.00589),(21 107.08541),(22 109.37725),(23 108.22636),(24 108.613625),(25 112.023445),(26 112.838875),(27 112.90202),(28 114.47125),(29 114.073975),(30 113.72032),(31 115.47724),(32 114.50041),(33 114.96578),(34 115.764465),(35 116.35098),(36 116.03092),(37 117.338554),(38 116.04694),(39 115.25765),(40 115.92979),(41 114.48834),(42 114.55455),(43 114.11867),(44 113.882744),(45 114.18769),(46 112.545746),(47 113.85486),(48 112.18903),(49 110.48164),(50 111.69705),(51 108.84978),(52 108.2188),(53 111.14276),(54 109.25635),(55 110.34166),(56 112.11978),(57 111.73954),(58 111.34642),(59 113.78339),(60 112.14241),(61 112.8849),(62 113.91226),(63 111.52427),(64 112.38886),(65 113.87249),(66 113.04015),(67 112.253525),(68 112.65774),(69 113.03746),(70 113.048805),(71 114.7805),(72 114.861115),(73 115.08255),(74 116.94754),(75 116.52269),(76 116.98751),(77 118.80503),(78 121.697174),(79 119.94109),
(1 68.65757),(2 77.34924),(3 85.8392),(4 88.301254),(5 92.30527),(6 95.60366),(7 96.71075),(8 98.53502),(9 100.72593),(10 101.268845),(11 100.65128),(12 103.04663),(13 103.57482),(14 103.07835),(15 103.51895),(16 102.67241),(17 104.27543),(18 104.264366),(19 105.136246),(20 104.50813),(21 104.52073),(22 105.457184),(23 105.58178),(24 105.32494),(25 107.96782),(26 108.789055),(27 108.02596),(28 112.26198),(29 110.88155),(30 110.68441),(31 112.670685),(32 112.42894),(33 111.5356),(34 113.709595),(35 112.846596),(36 113.27016),(37 113.61315),(38 113.49997),(39 112.49589),(40 112.35942),(41 110.82762),(42 113.01967),(43 111.30321),(44 112.36282),(45 112.20371),(46 110.17618),(47 111.56596),(48 110.402596),(49 109.07435),(50 109.0431),(51 106.78588),(52 106.21154),(53 109.37573),(54 107.35468),(55 105.889656),(56 108.00127),(57 107.46247),(58 106.99708),(59 108.44768),(60 107.5848),(61 108.073326),(62 109.0873),(63 108.23839),(64 107.98444),(65 108.94996),(66 107.82617),(67 107.53974),(68 108.63329),(69 108.72303),(70 108.70037),(71 110.162285),(72 110.68111),(73 111.30738),(74 111.92188),(75 110.688354),(76 112.71836),(77 115.253845),(78 117.05775),(79 115.623566),
(1 68.18628),(2 78.2646),(3 87.58769),(4 89.52192),(5 93.82027),(6 96.756615),(7 98.09368),(8 100.11718),(9 102.1143),(10 102.4062),(11 103.251785),(12 104.52711),(13 103.7822),(14 103.35315),(15 104.19108),(16 102.39669),(17 103.75265),(18 102.15473),(19 102.91888),(20 102.91289),(21 102.74855),(22 103.19381),(23 103.84174),(24 104.23971),(25 106.692955),(26 107.707565),(27 108.74682),(28 110.72473),(29 110.40104),(30 109.20904),(31 111.22804),(32 110.107155),(33 108.14332),(34 110.31793),(35 109.06051),(36 110.18809),(37 112.00368),(38 111.1078),(39 110.46176),(40 111.03633),(41 109.831116),(42 111.25903),(43 110.31267),(44 112.12698),(45 110.21132),(46 109.39954),(47 110.54484),(48 107.8569),(49 106.21927),(50 106.56369),(51 104.74382),(52 103.563255),(53 106.35827),(54 104.87049),(55 105.18249),(56 106.77211),(57 107.42353),(58 107.15016),(59 109.73057),(60 108.280876),(61 108.747665),(62 111.791336),(63 109.29047),(64 108.184555),(65 109.00098),(66 107.490036),(67 107.22761),(68 107.86331),(69 108.121704),(70 109.40765),(71 109.55756),(72 109.3346),(73 110.65283),(74 111.94257),(75 110.00604),(76 111.08051),(77 112.88877),(78 115.736885),(79 113.8303),
(1 66.50286),(2 75.33439),(3 85.519905),(4 88.03545),(5 91.474556),(6 93.3647),(7 95.79595),(8 97.48476),(9 97.60867),(10 98.696915),(11 99.15282),(12 101.461464),(13 99.99674),(14 99.91358),(15 100.27227),(16 99.46686),(17 100.519104),(18 99.61842),(19 101.12839),(20 101.42531),(21 101.90993),(22 102.21208),(23 103.41732),(24 102.996994),(25 105.33456),(26 105.87331),(27 105.657455),(28 108.56235),(29 108.338264),(30 108.19954),(31 110.95675),(32 109.994194),(33 108.364),(34 109.87472),(35 108.68788),(36 108.90702),(37 110.07452),(38 109.51771),(39 109.09483),(40 109.994995),(41 108.94137),(42 109.41165),(43 109.2694),(44 109.60042),(45 108.22518),(46 108.2855),(47 108.0196),(48 107.19671),(49 105.586754),(50 106.17137),(51 104.33314),(52 103.91292),(53 104.578674),(54 103.27438),(55 103.00774),(56 105.34049),(57 104.94429),(58 104.779),(59 105.78882),(60 105.526726),(61 106.26144),(62 107.21785),(63 105.33717),(64 105.290825),(65 104.58117),(66 103.401794),(67 102.90072),(68 104.10816),(69 103.597786),(70 103.832),(71 103.91891),(72 104.61606),(73 105.831825),(74 107.264946),(75 105.78909),(76 106.767166),(77 108.24647),(78 112.14917),(79 109.87299),
