1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 38.46376),(2 45.08445),(3 47.695087),(4 50.810642),(5 51.844833),(6 52.71555),(7 53.404404),(8 53.665375),(9 53.881775),(10 54.30804),(11 54.213108),(12 55.33379),(13 55.922184),(14 56.689568),(15 56.369442),(16 56.813183),(17 57.369392),(18 57.038467),(19 57.236824),(20 56.990025),(21 56.4778),(22 57.379665),(23 58.105564),(24 59.25117),(25 58.90092),(26 58.792408),(27 58.858532),(28 58.73584),(29 59.40731),(30 59.764755),(31 59.47684),(32 60.18709),(33 60.7375),(34 60.230923),(35 60.696747),(36 61.27392),(37 61.577946),(38 62.047497),(39 61.391922),(40 61.73748),(41 61.49913),(42 60.285023),(43 60.3766),(44 60.42243),(45 60.01958),(46 60.22285),(47 60.57918),(48 60.35689),(49 60.15493),(50 60.700977),(51 60.23322),(52 60.302006),(53 60.400223),(54 60.323025),(55 60.681496),(56 60.406227),(57 60.061214),(58 59.772667),(59 59.88022),(60 59.677986),(61 59.769073),(62 60.41054),(63 60.419205),(64 61.224766),(65 61.91217),(66 62.62923),(67 62.72933),(68 62.41136),(69 62.093384),(70 61.94898),(71 61.65297),(72 61.138546),(73 61.539074),(74 61.59885),(75 61.77267),(76 61.888866),(77 61.71412),(78 61.762573),(79 62.14375),
(1 38.842564),(2 44.973206),(3 47.93032),(4 50.478523),(5 52.166428),(6 53.042137),(7 53.543346),(8 53.648354),(9 53.677258),(10 53.53875),(11 53.386425),(12 54.469833),(13 55.631668),(14 56.2946),(15 56.35928),(16 56.643112),(17 57.252186),(18 56.899883),(19 56.68165),(20 56.548336),(21 56.162613),(22 57.025448),(23 58.0345),(24 58.461853),(25 58.9173),(26 59.193153),(27 58.420967),(28 59.06533),(29 60.210262),(30 60.443134),(31 60.099167),(32 60.23783),(33 60.709324),(34 60.605698),(35 60.682625),(36 61.22111),(37 60.89526),(38 61.740955),(39 61.593136),(40 60.870888),(41 60.765377),(42 60.50762),(43 60.008053),(44 60.27896),(45 60.67975),(46 60.775314),(47 61.00348),(48 60.988354),(49 60.96007),(50 60.713303),(51 61.05993),(52 60.216938),(53 61.166332),(54 60.576595),(55 61.030132),(56 61.085575),(57 61.641575),(58 60.70752),(59 60.512814),(60 60.351055),(61 60.799927),(62 60.498093),(63 60.9066),(64 60.78805),(65 60.782497),(66 61.005543),(67 61.57827),(68 61.442596),(69 61.48977),(70 61.48223),(71 60.889595),(72 61.37884),(73 62.00632),(74 62.01021),(75 61.490154),(76 61.63607),(77 61.530792),(78 61.188175),(79 61.22624),
(1 38.00708),(2 44.459877),(3 46.340546),(4 48.633133),(5 50.227352),(6 51.149963),(7 51.822773),(8 51.33409),(9 51.94658),(10 51.986366),(11 51.8868),(12 53.3752),(13 54.260586),(14 55.728245),(15 55.871414),(16 55.85398),(17 55.969284),(18 56.395813),(19 56.56907),(20 56.5282),(21 56.455036),(22 57.12205),(23 57.77166),(24 57.885876),(25 58.617043),(26 58.34305),(27 58.450153),(28 58.78887),(29 59.54375),(30 59.301884),(31 59.217556),(32 59.707867),(33 59.392998),(34 59.912323),(35 60.235764),(36 60.559586),(37 60.71586),(38 61.495728),(39 60.759636),(40 60.51596),(41 60.15336),(42 59.475452),(43 59.19483),(44 58.86533),(45 59.224182),(46 58.95712),(47 58.691364),(48 58.349125),(49 58.485268),(50 58.736324),(51 58.160835),(52 57.9118),(53 58.707977),(54 58.183136),(55 58.532852),(56 59.15989),(57 58.75807),(58 58.84985),(59 58.97085),(60 58.838398),(61 58.44588),(62 58.675926),(63 58.963085),(64 59.17471),(65 59.71695),(66 60.125114),(67 60.45649),(68 60.268215),(69 59.949486),(70 60.371517),(71 59.745384),(72 59.70377),(73 59.670174),(74 59.7983),(75 59.433495),(76 59.761272),(77 59.26825),(78 58.996216),(79 59.344387),
(1 38.666695),(2 45.323273),(3 48.16155),(4 50.329376),(5 52.346046),(6 53.23452),(7 53.352913),(8 53.145184),(9 52.535778),(10 53.03186),(11 53.369526),(12 54.29114),(13 54.67094),(14 55.01015),(15 55.58601),(16 56.1851),(17 56.503086),(18 56.842205),(19 56.97402),(20 56.169945),(21 55.562378),(22 56.860268),(23 56.877823),(24 57.288345),(25 58.168114),(26 58.708214),(27 58.800625),(28 59.07265),(29 59.878864),(30 59.441624),(31 59.904984),(32 60.50071),(33 60.870853),(34 61.255707),(35 61.054436),(36 61.004143),(37 61.46043),(38 61.21508),(39 60.54483),(40 60.425877),(41 60.867332),(42 59.846413),(43 60.045856),(44 59.759716),(45 60.40279),(46 60.39376),(47 60.829403),(48 60.833702),(49 60.237167),(50 60.35815),(51 60.046356),(52 59.264275),(53 60.009735),(54 60.77826),(55 59.969948),(56 59.719807),(57 60.180443),(58 59.765156),(59 59.540184),(60 59.08402),(61 59.735218),(62 60.176506),(63 59.7601),(64 59.630592),(65 60.652954),(66 60.65089),(67 60.629147),(68 60.94237),(69 60.90804),(70 60.83607),(71 59.993893),(72 60.82697),(73 61.473766),(74 62.104347),(75 60.740765),(76 61.492043),(77 61.782433),(78 61.620613),(79 61.160725),
(1 37.89897),(2 44.65686),(3 47.09315),(4 49.509396),(5 51.13449),(6 51.690716),(7 52.239243),(8 52.52631),(9 52.316647),(10 52.466373),(11 52.66487),(12 53.16089),(13 54.226173),(14 54.73995),(15 55.101963),(16 55.230053),(17 55.05279),(18 55.122128),(19 55.25018),(20 55.12284),(21 55.233547),(22 55.2802),(23 56.460648),(24 57.120266),(25 57.22832),(26 57.34357),(27 57.47519),(28 57.28747),(29 57.598347),(30 58.0254),(31 57.82894),(32 58.277744),(33 58.61482),(34 58.674316),(35 58.62255),(36 59.21546),(37 59.342587),(38 59.976162),(39 58.905987),(40 59.49506),(41 58.879955),(42 58.77984),(43 59.15154),(44 58.952415),(45 58.98302),(46 58.89211),(47 59.214695),(48 59.12692),(49 59.251343),(50 59.303085),(51 58.536175),(52 58.494762),(53 58.906563),(54 59.01682),(55 59.63714),(56 59.688347),(57 59.42248),(58 59.291798),(59 58.89033),(60 58.99252),(61 58.955627),(62 58.779377),(63 58.351795),(64 58.911926),(65 59.924023),(66 59.93502),(67 59.923267),(68 59.34203),(69 59.696682),(70 58.942253),(71 59.254105),(72 58.683685),(73 59.11434),(74 59.50021),(75 59.042507),(76 59.309937),(77 59.26944),(78 59.31478),(79 58.435383),
(1 37.550106),(2 44.63811),(3 46.5777),(4 49.154335),(5 50.56355),(6 51.814617),(7 51.754414),(8 52.138626),(9 52.524334),(10 52.026207),(11 53.40416),(12 53.742043),(13 54.790253),(14 55.633293),(15 55.79973),(16 56.150543),(17 56.595),(18 56.713013),(19 57.376095),(20 56.204967),(21 56.25128),(22 57.376865),(23 57.47278),(24 58.004143),(25 58.721115),(26 58.014263),(27 57.748615),(28 58.37828),(29 58.972218),(30 59.16143),(31 59.022816),(32 59.852043),(33 59.692894),(34 59.25726),(35 59.788216),(36 60.728302),(37 60.61154),(38 60.721867),(39 60.16823),(40 59.87314),(41 59.22714),(42 59.555843),(43 58.727383),(44 58.50228),(45 58.70339),(46 58.64426),(47 58.738117),(48 58.129147),(49 58.11747),(50 58.894886),(51 58.56569),(52 58.580395),(53 58.37594),(54 58.397945),(55 58.510372),(56 59.05029),(57 58.95875),(58 58.58442),(59 58.634987),(60 58.614243),(61 58.309406),(62 58.810684),(63 58.32278),(64 59.001354),(65 59.4902),(66 60.01321),(67 59.841164),(68 60.167793),(69 59.8919),(70 59.709846),(71 59.673622),(72 59.184803),(73 59.78626),(74 60.071587),(75 59.299126),(76 59.2508),(77 59.139553),(78 59.214436),(79 59.723705),
(1 37.984173),(2 43.54376),(3 46.55192),(4 48.598595),(5 50.11538),(6 50.543205),(7 51.024994),(8 50.7756),(9 51.095825),(10 51.187855),(11 51.490154),(12 52.09577),(13 52.4264),(14 53.475655),(15 53.737457),(16 54.146164),(17 54.04316),(18 54.14441),(19 54.33973),(20 54.3122),(21 53.92083),(22 55.070313),(23 55.1413),(24 55.7237),(25 56.249702),(26 56.856243),(27 56.904232),(28 57.127254),(29 57.51398),(30 57.361214),(31 58.310192),(32 58.676193),(33 58.801655),(34 59.230633),(35 58.832355),(36 59.28106),(37 59.876495),(38 59.749115),(39 59.45279),(40 59.16485),(41 59.45194),(42 58.609886),(43 58.558105),(44 58.69316),(45 58.415398),(46 58.659115),(47 58.6164),(48 58.317303),(49 57.89756),(50 58.568195),(51 58.382137),(52 58.00444),(53 57.863422),(54 58.117046),(55 58.23725),(56 58.71528),(57 58.48652),(58 58.508564),(59 57.2741),(60 57.246338),(61 57.59313),(62 57.568073),(63 57.956585),(64 58.068794),(65 58.918354),(66 58.652565),(67 59.15653),(68 59.132336),(69 59.187824),(70 58.436943),(71 58.135498),(72 58.33917),(73 58.62143),(74 58.951828),(75 58.301147),(76 58.583683),(77 58.680794),(78 58.99869),(79 58.80308),
(1 37.20922),(2 43.53071),(3 46.20293),(4 48.0783),(5 49.481705),(6 50.11331),(7 51.246387),(8 51.203693),(9 51.254616),(10 51.44165),(11 51.49827),(12 52.509556),(13 53.14276),(14 53.88344),(15 53.947865),(16 54.591957),(17 55.095325),(18 55.13711),(19 54.96134),(20 55.280857),(21 54.837658),(22 54.587406),(23 55.578876),(24 56.039204),(25 57.187847),(26 57.395374),(27 57.71766),(28 57.642746),(29 57.356518),(30 57.262543),(31 57.19597),(32 57.39777),(33 57.37444),(34 57.469704),(35 57.084385),(36 57.24929),(37 57.64465),(38 58.515373),(39 57.78938),(40 57.559753),(41 57.221313),(42 57.318718),(43 57.333893),(44 56.890812),(45 57.137463),(46 56.992825),(47 57.038548),(48 57.23828),(49 57.743225),(50 57.695885),(51 57.27681),(52 57.137455),(53 58.096443),(54 57.69858),(55 58.21234),(56 57.84416),(57 58.092766),(58 58.552708),(59 57.56935),(60 57.668655),(61 57.890556),(62 57.51354),(63 57.198376),(64 57.352604),(65 58.07921),(66 58.813942),(67 59.03636),(68 59.317524),(69 59.09142),(70 59.548077),(71 59.903637),(72 59.43621),(73 59.613766),(74 59.0677),(75 58.89895),(76 59.06811),(77 59.223305),(78 58.7614),(79 58.991386),
(1 37.785378),(2 43.61969),(3 46.43839),(4 48.18416),(5 50.244396),(6 51.09481),(7 51.687695),(8 52.059536),(9 51.922977),(10 52.41878),(11 52.600998),(12 53.244656),(13 53.544422),(14 54.342907),(15 54.59424),(16 55.16933),(17 55.722603),(18 55.273766),(19 55.39138),(20 55.007015),(21 55.190117),(22 55.67328),(23 55.755592),(24 56.301888),(25 57.305573),(26 57.311058),(27 57.650772),(28 57.383232),(29 57.627098),(30 57.243088),(31 58.07661),(32 58.497868),(33 58.84942),(34 59.366264),(35 59.497936),(36 59.598724),(37 59.75782),(38 60.077713),(39 59.09914),(40 59.08853),(41 59.624977),(42 59.114037),(43 58.638916),(44 58.308292),(45 58.52542),(46 58.387196),(47 58.379185),(48 58.691166),(49 58.210983),(50 58.693634),(51 58.51871),(52 58.355476),(53 58.862175),(54 58.182762),(55 58.70554),(56 58.64979),(57 58.513367),(58 58.466026),(59 58.309414),(60 58.43064),(61 58.17222),(62 58.75264),(63 57.721886),(64 58.3666),(65 59.739674),(66 59.27545),(67 59.777855),(68 59.89191),(69 59.548523),(70 59.102707),(71 58.9587),(72 58.703728),(73 59.405567),(74 59.73323),(75 59.582096),(76 59.96628),(77 60.109085),(78 58.40123),(79 58.150135),
(1 37.534878),(2 43.03005),(3 45.81671),(4 48.069275),(5 48.555046),(6 49.32641),(7 50.351654),(8 50.819176),(9 51.206093),(10 51.323933),(11 51.807384),(12 52.16393),(13 53.08793),(14 53.970974),(15 54.12665),(16 54.946762),(17 55.265415),(18 55.61106),(19 55.852665),(20 55.336544),(21 55.229027),(22 55.585796),(23 55.86505),(24 56.737514),(25 57.124264),(26 57.272865),(27 57.926323),(28 57.59021),(29 57.66427),(30 57.476284),(31 57.9365),(32 57.55603),(33 57.626297),(34 57.86173),(35 57.5632),(36 57.97272),(37 57.74506),(38 57.952885),(39 57.44703),(40 57.713856),(41 57.52754),(42 57.132183),(43 56.733353),(44 57.088512),(45 56.729107),(46 57.01802),(47 56.847065),(48 56.813553),(49 57.264423),(50 57.12727),(51 56.261402),(52 56.397457),(53 56.66988),(54 57.272648),(55 57.40047),(56 57.557243),(57 57.367275),(58 57.375946),(59 57.310753),(60 57.30703),(61 57.604195),(62 57.667263),(63 56.831978),(64 57.838394),(65 58.329456),(66 59.291077),(67 59.758827),(68 59.6393),(69 59.319782),(70 59.21424),(71 59.15475),(72 59.101143),(73 59.25178),(74 59.70724),(75 58.868275),(76 59.098194),(77 59.23994),(78 59.350586),(79 58.907352),
(1 37.03631),(2 43.800945),(3 46.021957),(4 48.241295),(5 49.39031),(6 50.213715),(7 51.229023),(8 51.208443),(9 51.358658),(10 51.25738),(11 51.32139),(12 52.27603),(13 52.932087),(14 53.21156),(15 53.56658),(16 53.8185),(17 53.992527),(18 53.88447),(19 53.627846),(20 53.246075),(21 52.9583),(22 53.585426),(23 54.331985),(24 54.627666),(25 55.343857),(26 55.437717),(27 56.29222),(28 56.06125),(29 56.499477),(30 56.452682),(31 56.470516),(32 56.744812),(33 57.13939),(34 57.225197),(35 57.389347),(36 57.493237),(37 57.91109),(38 58.2416),(39 57.429047),(40 57.59882),(41 57.529255),(42 57.832592),(43 57.764454),(44 57.605175),(45 58.204685),(46 58.240307),(47 58.142635),(48 57.542545),(49 58.406425),(50 57.93251),(51 57.105003),(52 57.915085),(53 58.160072),(54 58.220398),(55 58.572094),(56 58.448112),(57 58.3649),(58 58.14143),(59 58.07642),(60 58.451782),(61 58.651722),(62 57.73841),(63 58.10757),(64 57.931683),(65 58.6128),(66 59.08867),(67 59.012806),(68 58.811184),(69 58.342285),(70 58.375195),(71 57.50422),(72 57.657932),(73 58.449883),(74 58.448406),(75 58.83251),(76 59.156628),(77 58.5013),(78 58.05398),(79 57.898968),
(1 36.81435),(2 41.88678),(3 44.868313),(4 46.79573),(5 48.037346),(6 49.0119),(7 49.569843),(8 50.54704),(9 50.454193),(10 50.690205),(11 50.39384),(12 51.49623),(13 52.691395),(14 53.22016),(15 53.818905),(16 54.126465),(17 54.608128),(18 54.580006),(19 55.4528),(20 54.78514),(21 54.73727),(22 55.702187),(23 55.754467),(24 56.469517),(25 56.714787),(26 57.270138),(27 57.464153),(28 56.843304),(29 57.65283),(30 57.48068),(31 58.062485),(32 58.67772),(33 58.310966),(34 58.837875),(35 59.140408),(36 59.318756),(37 59.011536),(38 59.660088),(39 58.893166),(40 58.767765),(41 58.321148),(42 58.49157),(43 58.040688),(44 57.307423),(45 57.705692),(46 56.96692),(47 57.089165),(48 57.21533),(49 57.311745),(50 57.38788),(51 57.077187),(52 56.475235),(53 56.656845),(54 56.63733),(55 56.931854),(56 56.810738),(57 57.164158),(58 56.832996),(59 56.616547),(60 57.237385),(61 57.481297),(62 57.60885),(63 57.23439),(64 57.80039),(65 58.00039),(66 57.845512),(67 58.926502),(68 59.301525),(69 58.608894),(70 58.791134),(71 57.996567),(72 58.460167),(73 58.331764),(74 58.817142),(75 58.876686),(76 59.10036),(77 59.082333),(78 58.96511),(79 58.12704),
(1 36.488228),(2 43.1758),(3 45.064426),(4 47.612865),(5 48.616013),(6 49.938866),(7 50.142605),(8 50.65519),(9 50.78817),(10 50.654236),(11 50.914864),(12 51.518604),(13 52.55068),(14 52.882008),(15 53.366623),(16 53.7275),(17 54.00925),(18 53.69162),(19 53.766136),(20 53.609497),(21 53.433826),(22 54.011875),(23 54.449173),(24 54.45033),(25 55.09907),(26 56.046276),(27 55.61644),(28 56.06224),(29 55.860268),(30 55.43832),(31 55.515656),(32 56.22583),(33 56.629677),(34 56.65101),(35 57.399693),(36 57.740417),(37 57.857548),(38 58.61216),(39 57.453434),(40 57.58989),(41 57.07107),(42 56.97673),(43 56.956463),(44 56.721436),(45 57.112904),(46 56.67607),(47 56.581432),(48 56.300583),(49 56.13118),(50 56.605972),(51 56.511642),(52 56.16019),(53 56.448547),(54 56.816475),(55 57.129326),(56 57.24261),(57 56.753304),(58 56.9929),(59 56.841415),(60 56.73156),(61 56.57917),(62 56.088196),(63 55.473022),(64 56.0159),(65 56.46246),(66 57.557568),(67 58.593174),(68 57.93087),(69 57.8618),(70 57.785366),(71 57.150543),(72 57.256275),(73 57.88132),(74 57.720272),(75 57.665665),(76 57.553097),(77 57.586407),(78 57.201942),(79 56.659187),
(1 37.089546),(2 42.966988),(3 45.03069),(4 46.9037),(5 48.58194),(6 49.094555),(7 50.158913),(8 50.11925),(9 50.539303),(10 51.152637),(11 51.056202),(12 51.71017),(13 52.21974),(14 53.018154),(15 53.60978),(16 53.795654),(17 54.638195),(18 54.22018),(19 54.46202),(20 54.7539),(21 54.0891),(22 54.369972),(23 54.82341),(24 55.05914),(25 55.852295),(26 55.46736),(27 55.78712),(28 56.14729),(29 56.06181),(30 56.444798),(31 56.159817),(32 56.6592),(33 56.386673),(34 56.789063),(35 55.966755),(36 56.59056),(37 56.630436),(38 56.92984),(39 56.242165),(40 56.20729),(41 56.89557),(42 56.798634),(43 56.765747),(44 55.81785),(45 56.551403),(46 56.325977),(47 56.184654),(48 56.132866),(49 56.43549),(50 56.62694),(51 56.554756),(52 56.559803),(53 57.354137),(54 57.090435),(55 56.99771),(56 57.16719),(57 57.29217),(58 57.017696),(59 56.53604),(60 56.596184),(61 56.850986),(62 56.938114),(63 56.698097),(64 56.828148),(65 57.22763),(66 57.713776),(67 58.03818),(68 58.232914),(69 58.287315),(70 57.835316),(71 57.651096),(72 57.670498),(73 57.669735),(74 57.813274),(75 58.584904),(76 58.097893),(77 58.586834),(78 58.211285),(79 57.579224),
(1 36.43268),(2 42.47052),(3 44.74287),(4 47.485798),(5 48.375298),(6 48.851063),(7 50.039433),(8 49.86688),(9 50.51258),(10 50.787354),(11 51.158993),(12 51.66936),(13 52.000145),(14 52.738102),(15 53.467995),(16 53.876163),(17 53.88537),(18 53.902683),(19 53.29409),(20 53.371624),(21 53.684296),(22 54.547768),(23 55.320923),(24 56.301483),(25 56.771942),(26 56.914436),(27 57.6043),(28 57.381702),(29 57.979187),(30 57.649555),(31 57.91317),(32 57.70418),(33 58.319035),(34 57.895596),(35 58.325523),(36 58.496647),(37 58.802273),(38 58.816883),(39 58.660526),(40 58.063168),(41 57.849777),(42 57.477276),(43 57.05575),(44 56.900112),(45 57.37373),(46 57.442642),(47 57.251633),(48 56.47809),(49 56.712883),(50 56.38732),(51 55.171276),(52 55.41303),(53 56.103077),(54 55.94209),(55 55.91549),(56 56.31618),(57 56.0782),(58 55.87733),(59 56.14353),(60 56.157757),(61 55.824207),(62 56.124573),(63 56.053272),(64 55.93278),(65 57.090332),(66 56.36832),(67 57.430275),(68 58.020607),(69 57.30626),(70 57.124603),(71 56.544147),(72 57.269783),(73 57.191124),(74 57.786613),(75 56.818626),(76 57.204933),(77 57.01421),(78 56.843407),(79 56.357697),
(1 36.1546),(2 42.534546),(3 44.88976),(4 46.91156),(5 48.298138),(6 49.210384),(7 49.93087),(8 49.70376),(9 49.85618),(10 50.082214),(11 50.643166),(12 51.38862),(13 52.359917),(14 52.51979),(15 53.482334),(16 53.858856),(17 53.628864),(18 53.121597),(19 53.769012),(20 53.25503),(21 53.485966),(22 53.835453),(23 53.759773),(24 54.366566),(25 54.891674),(26 55.22277),(27 55.414692),(28 55.91987),(29 55.951855),(30 55.752445),(31 55.540066),(32 55.691193),(33 56.021492),(34 57.009666),(35 57.338608),(36 57.392166),(37 57.550602),(38 57.58996),(39 57.064323),(40 56.273563),(41 56.60412),(42 56.40487),(43 56.03938),(44 55.664894),(45 55.752228),(46 55.693565),(47 55.98381),(48 55.527603),(49 55.873337),(50 55.906162),(51 55.236763),(52 55.330692),(53 55.899155),(54 56.06415),(55 56.16524),(56 55.935707),(57 56.61391),(58 56.35182),(59 56.240807),(60 55.948658),(61 56.046783),(62 56.73235),(63 55.939068),(64 56.59573),(65 57.425728),(66 57.812813),(67 57.958427),(68 58.50661),(69 58.00539),(70 57.823364),(71 57.53376),(72 57.451607),(73 57.419613),(74 58.35421),(75 57.276352),(76 57.646786),(77 57.170933),(78 57.30492),(79 57.23018),
(1 36.10373),(2 42.263245),(3 43.98678),(4 46.557617),(5 48.42902),(6 48.949886),(7 49.556957),(8 49.684475),(9 49.9776),(10 50.38211),(11 50.92501),(12 51.31356),(13 52.459927),(14 52.89404),(15 53.42388),(16 53.9023),(17 53.66284),(18 53.155514),(19 54.162964),(20 53.46805),(21 52.722324),(22 53.065536),(23 52.954987),(24 53.75959),(25 53.892597),(26 54.323883),(27 54.500458),(28 54.34101),(29 54.510918),(30 54.70732),(31 55.288128),(32 54.600883),(33 54.952053),(34 54.748756),(35 55.498386),(36 55.10744),(37 55.734085),(38 56.218563),(39 55.43685),(40 55.068546),(41 55.25955),(42 54.85038),(43 54.168655),(44 54.93688),(45 54.94749),(46 55.7514),(47 55.160122),(48 55.36535),(49 55.588856),(50 55.4508),(51 55.438637),(52 55.91897),(53 56.5058),(54 56.5677),(55 56.646812),(56 57.13838),(57 56.568195),(58 56.70655),(59 56.16148),(60 56.47178),(61 56.215446),(62 56.47938),(63 56.174667),(64 56.08784),(65 56.682312),(66 57.275917),(67 56.760727),(68 57.21905),(69 56.766903),(70 57.341366),(71 57.06112),(72 56.786423),(73 57.029392),(74 57.355534),(75 56.918304),(76 56.82749),(77 56.435352),(78 56.602695),(79 55.61099),
(1 37.12045),(2 43.21774),(3 46.01912),(4 47.760185),(5 49.24329),(6 49.740826),(7 50.64917),(8 50.966743),(9 50.91895),(10 51.135914),(11 51.3688),(12 52.3264),(13 52.43019),(14 52.87378),(15 53.29023),(16 53.82879),(17 54.63917),(18 54.979588),(19 54.7565),(20 54.914234),(21 54.660015),(22 54.73471),(23 54.83257),(24 55.283585),(25 55.593708),(26 56.06368),(27 55.876995),(28 56.733524),(29 56.51193),(30 56.725864),(31 56.970387),(32 57.0002),(33 57.834625),(34 57.95398),(35 58.78145),(36 58.565445),(37 58.840137),(38 59.306847),(39 58.60299),(40 58.608925),(41 58.17003),(42 57.401184),(43 56.932045),(44 56.56857),(45 56.711132),(46 57.000183),(47 56.484814),(48 56.348183),(49 56.574863),(50 56.653206),(51 55.785633),(52 55.218033),(53 56.28483),(54 55.688995),(55 56.448452),(56 56.083088),(57 56.259724),(58 56.29861),(59 56.07649),(60 56.549877),(61 56.110107),(62 56.50853),(63 56.747448),(64 57.029186),(65 57.530697),(66 58.266457),(67 57.905483),(68 58.088306),(69 57.76279),(70 58.062492),(71 57.51118),(72 57.43533),(73 57.93248),(74 58.010635),(75 57.15469),(76 57.449036),(77 57.61192),(78 57.076332),(79 56.607094),
