1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 0.0032471837),(2 0.0032685536),(3 0.0045580673),(4 0.00675799),(5 0.00609784),(6 0.0061278846),(7 0.0060699475),(8 0.0072948495),(9 0.0063941167),(10 0.006419387),(11 0.006371),(12 0.0073551326),(13 0.006459225),(14 0.0065015587),(15 0.0064979116),(16 0.0076248613),(17 0.0067079),(18 0.006729662),(19 0.006588196),(20 0.007944443),(21 0.0069453013),(22 0.0069702393),(23 0.006820065),(24 0.007789678),(25 0.0067793946),(26 0.0067817713),(27 0.0067907237),(28 0.00790072),(29 0.0072115706),(30 0.006917648),(31 0.006867264),(32 0.006826586),(33 0.008615878),(34 0.008490608),(35 0.0075246757),(36 0.0070773945),(37 0.008376341),(38 0.008210977),(39 0.0073472066),(40 0.0069948034),(41 0.008188938),(42 0.00800659),(43 0.007200056),(44 0.0068671866),(45 0.007985228),(46 0.007942928),
(1 0.0018001308),(2 0.0018076076),(3 0.0024938663),(4 0.003528986),(5 0.0032195437),(6 0.0032366114),(7 0.0032355783),(8 0.0038860496),(9 0.003375984),(10 0.0033849066),(11 0.0033501764),(12 0.004005576),(13 0.0035019089),(14 0.0035186992),(15 0.0035295428),(16 0.004079803),(17 0.0035268501),(18 0.003544741),(19 0.0034795639),(20 0.0042323926),(21 0.003765606),(22 0.0037911863),(23 0.0036123963),(24 0.004205027),(25 0.0036054268),(26 0.0036124608),(27 0.003540896),(28 0.0041585844),(29 0.0038538016),(30 0.003717464),(31 0.003663732),(32 0.0036974526),(33 0.004668764),(34 0.004581441),(35 0.004055645),(36 0.0037389558),(37 0.004378836),(38 0.0043000323),(39 0.0038351936),(40 0.0036890842),(41 0.004350431),(42 0.00423825),(43 0.0037934475),(44 0.003649333),(45 0.0042278604),(46 0.004202857),
(1 0.0018090153),(2 0.0018073649),(3 0.002484453),(4 0.00349407),(5 0.003123187),(6 0.0031392146),(7 0.0031788503),(8 0.003678505),(9 0.0033132012),(10 0.0033199268),(11 0.0032838946),(12 0.0038301025),(13 0.0033370887),(14 0.0033459677),(15 0.003324264),(16 0.003963291),(17 0.0034446407),(18 0.003467988),(19 0.0034023614),(20 0.004165212),(21 0.00367239),(22 0.0036853366),(23 0.0035405443),(24 0.004019175),(25 0.0035032085),(26 0.003522017),(27 0.0034975354),(28 0.0040402305),(29 0.0036776888),(30 0.0035380626),(31 0.00353797),(32 0.0035385431),(33 0.0044261888),(34 0.004334701),(35 0.0038307076),(36 0.003534853),(37 0.004118568),(38 0.004039334),(39 0.0035981582),(40 0.0034917365),(41 0.0041002347),(42 0.004012239),(43 0.0036100894),(44 0.0034618147),(45 0.0040081344),(46 0.003990362),
(1 0.001143563),(2 0.0011432895),(3 0.0015193513),(4 0.0021499423),(5 0.0019009825),(6 0.0019147666),(7 0.001955403),(8 0.0023177215),(9 0.0020746125),(10 0.0020954015),(11 0.0020778545),(12 0.0023589958),(13 0.002094594),(14 0.0021011194),(15 0.0021089823),(16 0.002489727),(17 0.0021347385),(18 0.0021446375),(19 0.0021108522),(20 0.0025459428),(21 0.0022573944),(22 0.0022654608),(23 0.002159857),(24 0.0025299066),(25 0.002195682),(26 0.0022020005),(27 0.0022230714),(28 0.002483484),(29 0.002279757),(30 0.0021691008),(31 0.0021862292),(32 0.0021698258),(33 0.0027222566),(34 0.0026490777),(35 0.0023417824),(36 0.002190179),(37 0.00258513),(38 0.002551455),(39 0.0022569473),(40 0.0022393465),(41 0.0025744757),(42 0.0025142964),(43 0.0022636235),(44 0.0021670307),(45 0.0025210173),(46 0.0024970549),
(1 0.001141128),(2 0.0011411337),(3 0.0015010537),(4 0.0020950974),(5 0.0018441303),(6 0.0018639569),(7 0.0018609125),(8 0.0022449146),(9 0.0019968073),(10 0.0020086216),(11 0.0019798756),(12 0.0023516365),(13 0.0020772964),(14 0.0020918758),(15 0.0020175718),(16 0.0024116081),(17 0.0021210883),(18 0.0021225433),(19 0.0020855449),(20 0.002447397),(21 0.0021677183),(22 0.0021768115),(23 0.0021333583),(24 0.0024487088),(25 0.0021314693),(26 0.0021431523),(27 0.0021303727),(28 0.0024527211),(29 0.0022278691),(30 0.0021704612),(31 0.0021513186),(32 0.0021413919),(33 0.0026799836),(34 0.002631022),(35 0.0023289395),(36 0.002193039),(37 0.002531199),(38 0.002490463),(39 0.002259724),(40 0.0021167013),(41 0.0024937456),(42 0.0024320558),(43 0.0021890488),(44 0.0021134855),(45 0.0024531803),(46 0.0024363887),
(1 0.0007858118),(2 0.00078727736),(3 0.0010436816),(4 0.001502249),(5 0.0013354039),(6 0.0013427202),(7 0.0013156815),(8 0.0015382735),(9 0.0013726474),(10 0.0013845952),(11 0.0013677574),(12 0.0015796139),(13 0.0013999454),(14 0.0014074632),(15 0.0014088519),(16 0.0016703177),(17 0.0014433969),(18 0.0014487577),(19 0.0014368166),(20 0.0016929056),(21 0.0015154654),(22 0.0015223897),(23 0.0014832588),(24 0.0017310783),(25 0.0014767396),(26 0.0014834857),(27 0.0014538188),(28 0.0016716869),(29 0.0015517967),(30 0.0014957538),(31 0.0014949442),(32 0.0014537062),(33 0.0018323435),(34 0.0017858318),(35 0.0016042874),(36 0.0015043331),(37 0.0017634565),(38 0.0017320816),(39 0.0015069232),(40 0.0014837175),(41 0.0017103936),(42 0.0016718932),(43 0.0015060831),(44 0.0014569836),(45 0.0016691164),(46 0.0016552694),
(1 0.00047248442),(2 0.00047195764),(3 0.00059444126),(4 0.0008337853),(5 0.0007547802),(6 0.0007589538),(7 0.00074598886),(8 0.0008869268),(9 0.0007663883),(10 0.0007739655),(11 0.00078483904),(12 0.00092777587),(13 0.00081286696),(14 0.0008152601),(15 0.0008268944),(16 0.00094355387),(17 0.000829306),(18 0.00083827093),(19 0.000823396),(20 0.0010034409),(21 0.0008700756),(22 0.0008672856),(23 0.0008568509),(24 0.0009718994),(25 0.0008630929),(26 0.00086613983),(27 0.0008510712),(28 0.0009695609),(29 0.00090815104),(30 0.00088895846),(31 0.0008773095),(32 0.00085081335),(33 0.0010544492),(34 0.001030339),(35 0.0009118005),(36 0.000876735),(37 0.0010013866),(38 0.0009846215),(39 0.0008765206),(40 0.0008477855),(41 0.0009445145),(42 0.0009247391),(43 0.0008539518),(44 0.00084987987),(45 0.0009759693),(46 0.00096987974),
(1 0.0006218537),(2 0.000624299),(3 0.0008029626),(4 0.001086384),(5 0.0009960695),(6 0.0010026577),(7 0.0010089056),(8 0.001182143),(9 0.0010388404),(10 0.001047036),(11 0.0010507221),(12 0.0012049206),(13 0.0010720579),(14 0.0010741652),(15 0.001074529),(16 0.0012184982),(17 0.0010873292),(18 0.0010959929),(19 0.0010613011),(20 0.0012829909),(21 0.0011456588),(22 0.0011525338),(23 0.0011258554),(24 0.0012765338),(25 0.0011074416),(26 0.0011152009),(27 0.0011058906),(28 0.0012909635),(29 0.0011558784),(30 0.0011179628),(31 0.0011370122),(32 0.0011292936),(33 0.0013809203),(34 0.0013613933),(35 0.001201085),(36 0.0011511421),(37 0.001347886),(38 0.0013190983),(39 0.0011371381),(40 0.001118557),(41 0.0012808099),(42 0.0012599567),(43 0.0011385359),(44 0.0011060521),(45 0.00127726),(46 0.0012674718),
(1 0.00022542218),(2 0.00022845376),(3 0.00028902083),(4 0.00039348818),(5 0.00036100033),(6 0.00036096992),(7 0.00036033065),(8 0.00041852164),(9 0.00036153613),(10 0.00036853753),(11 0.00036407888),(12 0.00041094457),(13 0.00036330757),(14 0.00036506215),(15 0.00038893183),(16 0.00044548034),(17 0.00037495786),(18 0.00037254594),(19 0.00037624317),(20 0.00045329315),(21 0.00039173718),(22 0.000394074),(23 0.00040141254),(24 0.00045458777),(25 0.0003808251),(26 0.00038096312),(27 0.00038479627),(28 0.00043120835),(29 0.00041492484),(30 0.00040969552),(31 0.000405251),(32 0.0003849455),(33 0.00048205923),(34 0.0004735777),(35 0.00040863446),(36 0.00038954793),(37 0.00046282727),(38 0.00045314667),(39 0.00041109324),(40 0.00039277508),(41 0.0004460546),(42 0.00043801116),(43 0.0003932567),(44 0.00038552476),(45 0.00044984734),(46 0.0004464973),
(1 0.00025973484),(2 0.00025858064),(3 0.0003216494),(4 0.00046009134),(5 0.00042339604),(6 0.00042345928),(7 0.00041760944),(8 0.00050668046),(9 0.00043289358),(10 0.00043654317),(11 0.00042952187),(12 0.000491214),(13 0.00044512041),(14 0.0004447435),(15 0.0004391822),(16 0.0005099188),(17 0.00044834721),(18 0.00044411595),(19 0.00044170168),(20 0.00053400086),(21 0.0004802073),(22 0.00048023605),(23 0.00045984186),(24 0.0005293729),(25 0.00045379286),(26 0.00045802796),(27 0.00045729132),(28 0.00052700116),(29 0.00047732855),(30 0.0004604343),(31 0.0004663381),(32 0.00045620793),(33 0.0005679397),(34 0.0005534989),(35 0.00049760216),(36 0.00046300262),(37 0.00052004756),(38 0.00051161565),(39 0.00047896316),(40 0.0004539275),(41 0.0005426493),(42 0.0005308558),(43 0.00045943024),(44 0.00045295662),(45 0.0005310017),(46 0.00052402844),
(1 0.000050148432),(2 0.00005005835),(3 0.00006594623),(4 0.000082474726),(5 0.000077721066),(6 0.000077234574),(7 0.00007773643),(8 0.00009685667),(9 0.00008245788),(10 0.000083138664),(11 0.00007770828),(12 0.00009754221),(13 0.00008055833),(14 0.00008064255),(15 0.00008683376),(16 0.00009148805),(17 0.00008283403),(18 0.000081568054),(19 0.000083256586),(20 0.00009400663),(21 0.000085434),(22 0.00008667391),(23 0.00008822595),(24 0.000101388345),(25 0.00008344982),(26 0.000083594336),(27 0.00008958896),(28 0.00009824129),(29 0.0000906864),(30 0.000086843946),(31 0.00009107671),(32 0.000093029834),(33 0.00011563645),(34 0.0001137925),(35 0.00009277938),(36 0.00008628243),(37 0.000099984965),(38 0.000097928765),(39 0.00009368599),(40 0.00008723095),(41 0.00010454533),(42 0.00010266982),(43 0.00009480199),(44 0.00008493133),(45 0.000097632255),(46 0.000095372015),
(1 0.000010625192),(2 0.000011060089),(3 0.000014315562),(4 0.000023934404),(5 0.000019220488),(6 0.000020247746),(7 0.000019746898),(8 0.000024867408),(9 0.000021115393),(10 0.000021284812),(11 0.000025619574),(12 0.000026595775),(13 0.00002253145),(14 0.000022287453),(15 0.000024823867),(16 0.000024705745),(17 0.00002417937),(18 0.00002469251),(19 0.000023027105),(20 0.000024403618),(21 0.000024216923),(22 0.00002375323),(23 0.000023215953),(24 0.000026917538),(25 0.00002363467),(26 0.0000242578),(27 0.000023040662),(28 0.000021341364),(29 0.00002502466),(30 0.000022672093),(31 0.000022519313),(32 0.000020636398),(33 0.000029876543),(34 0.000028885184),(35 0.000022354885),(36 0.000018388582),(37 0.000027255202),(38 0.000027005823),(39 0.00002076399),(40 0.00002118827),(41 0.000024916637),(42 0.000024567498),(43 0.000020920712),(44 0.000022081473),(45 0.000023635252),(46 0.00002402572),
