1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58182.285),(2 171378.61),(3 350578.9),(4 560426.3),(5 804926.2),(6 1124304),(7 1494385.1),(8 1945382.5),(9 2449869.3),(10 3003528.8),(11 3653623.3),(12 4355476),(13 5074533),(14 5713577.5),(15 6347529.5),(16 6968638),(17 7636390.5),(18 8303604),(19 8890355),(20 9475255),(21 10162501),(22 10773461),(23 11394337),(24 12101005),(25 12888469),(26 13821485),(27 15180680),(28 16228136),(29 17510082),(30 18988170),(31 20677318),(32 22314720),(33 24175590),(34 26366502),(35 28621570),(36 31317352),(37 33387840),(38 36218704),(39 38546090),(40 41333080),(41 44370916),(42 47526624),(43 50658656),(44 53342612),(45 56272190),(46 58798476),(47 61720428),(48 63800800),(49 66125730),(50 68486350),(51 70628330),(52 73071810),(53 75132616),(54 77252696),(55 78684104),(56 79954020),(57 80703040),(58 81658070),(59 82156710),(60 83010760),(61 83704540),(62 84121730),(63 84469850),(64 84843140),(65 85890230),(66 86578790),(67 87662180),(68 89012580),(69 90792100),(70 92484360),(71 94224170),(72 95831870),(73 97333090),(74 98674590),(75 99956856),(76 101244710),(77 102681320),(78 104132570),(79 105434440),
(1 3817.1116),(2 4254.5356),(3 4559.4463),(4 4579.627),(5 4741.242),(6 4828.412),(7 4976.467),(8 5080.021),(9 5035.0137),(10 5303.7275),(11 5405.078),(12 5482.657),(13 5621.5483),(14 5788.879),(15 5895.306),(16 6028.8345),(17 6072.421),(18 6197.8086),(19 6287.621),(20 6355.175),(21 6476.843),(22 6462.879),(23 6602.287),(24 6411.015),(25 6752.6895),(26 6344.285),(27 6448.1543),(28 6604.749),(29 6374.076),(30 6801.292),(31 6329.2744),(32 6894.062),(33 6397.5674),(34 6779.7715),(35 6390.8164),(36 6539.76),(37 6262.965),(38 6309.7065),(39 6279.671),(40 6110.2705),(41 6186.646),(42 5922.8105),(43 6353.306),(44 5810.653),(45 6236.4756),(46 5938.2114),(47 6158.793),(48 6174.297),(49 5991.1006),(50 6292.4165),(51 6100.814),(52 6369.0015),(53 5998.8286),(54 6085.248),(55 6002.0703),(56 5996.843),(57 6099.8467),(58 5950.1904),(59 6242.245),(60 5937.525),(61 6268.203),(62 5914.1807),(63 6227.561),(64 5785.5635),(65 6223.9126),(66 5958.5845),(67 6233.207),(68 6138.846),(69 6104.351),(70 6364.265),(71 6007.6484),(72 6226.8867),(73 5967.5054),(74 6393.722),(75 6167.9194),(76 6436.777),(77 6234.9526),(78 6291.0605),(79 6179.269),
(1 3652.8286),(2 4107.848),(3 4375.2397),(4 4462.318),(5 4492.294),(6 4633.7104),(7 4783.916),(8 4921.545),(9 5014.435),(10 5146.6343),(11 5247.2554),(12 5478.828),(13 5449.131),(14 5590.426),(15 5713.523),(16 5920.9004),(17 5948.9673),(18 6122.7275),(19 6255.493),(20 6214.698),(21 6317.873),(22 6335.9727),(23 6474.5186),(24 6249.493),(25 6644.0547),(26 6372.506),(27 6334.0527),(28 6513.2188),(29 6204.729),(30 6679.8096),(31 6227.954),(32 6684.041),(33 6299.6104),(34 6617.5386),(35 6318.507),(36 6347.577),(37 6169.5063),(38 6113.766),(39 6136.8564),(40 6061.806),(41 6202.9766),(42 5926.6436),(43 6215.0474),(44 5809.9106),(45 6136.442),(46 5891.0522),(47 6007.177),(48 6127.678),(49 5952.9697),(50 6258.2075),(51 6066.1885),(52 6332.0747),(53 6005.649),(54 6087.8867),(55 5962.368),(56 5940.435),(57 5983.725),(58 5830.7485),(59 6077.7554),(60 5864.0913),(61 6055.339),(62 5748.266),(63 6031.606),(64 5642.499),(65 6070.4775),(66 5736.3975),(67 5988.7324),(68 6015.5483),(69 5917.098),(70 6154.7944),(71 5832.768),(72 6168.2354),(73 5968.7515),(74 6298.183),(75 6000.0117),(76 6224.5254),(77 6102.1523),(78 6223.727),(79 6084.8003),
(1 3604.2979),(2 4070.4666),(3 4320.1123),(4 4365.5815),(5 4488.9316),(6 4589.703),(7 4613.8555),(8 4903.7734),(9 4987.805),(10 5120.4336),(11 5197.798),(12 5375.901),(13 5411.7173),(14 5512.692),(15 5651.0054),(16 5791.104),(17 5844.1616),(18 6049.844),(19 6116.74),(20 6235.4395),(21 6230.672),(22 6175.96),(23 6369.779),(24 6213.3774),(25 6498.429),(26 6384.632),(27 6251.739),(28 6407.4795),(29 6112.017),(30 6441.0293),(31 6174.643),(32 6437.938),(33 6103.9424),(34 6400.682),(35 6042.2036),(36 6037.0386),(37 5964.283),(38 5850.429),(39 5932.4507),(40 5840.805),(41 6011.657),(42 5726.0547),(43 5886.496),(44 5601.5938),(45 5863.757),(46 5755.8545),(47 5742.9463),(48 5840.5684),(49 5674.753),(50 5925.4375),(51 5762.6753),(52 5978.5127),(53 5728.904),(54 5769.615),(55 5696.757),(56 5654.611),(57 5707.493),(58 5699.1064),(59 5799.882),(60 5527.646),(61 5743.5957),(62 5573.811),(63 5797.9634),(64 5517.3247),(65 5797.502),(66 5573.217),(67 5682.993),(68 5800.793),(69 5714.621),(70 5855.8594),(71 5675.127),(72 5885.222),(73 5696.1997),(74 5906.019),(75 5772.8413),(76 5923.0073),(77 5953.993),(78 6092.9556),(79 5999.5566),
(1 3500.6597),(2 4028.9202),(3 4386.091),(4 4337.7793),(5 4457.031),(6 4575.899),(7 4628.945),(8 4735.417),(9 4788.065),(10 5086.715),(11 5120.968),(12 5306.8877),(13 5357.5747),(14 5437.9214),(15 5573.6294),(16 5818.952),(17 5799.5205),(18 5930.4565),(19 5885.962),(20 6062.5156),(21 6146.732),(22 6064.4517),(23 6219.8926),(24 6027.386),(25 6271.241),(26 6172.827),(27 6062.5244),(28 6185.0747),(29 5925.101),(30 6241.602),(31 5934.683),(32 6277.783),(33 5962.8335),(34 6104.451),(35 5861.225),(36 5824.743),(37 5779.7793),(38 5628.3906),(39 5706.246),(40 5622.4507),(41 5746.5996),(42 5514.9946),(43 5741.9277),(44 5470.3086),(45 5581.243),(46 5555.292),(47 5490.124),(48 5552.1646),(49 5425.282),(50 5678.456),(51 5499.6104),(52 5627.6255),(53 5519.614),(54 5573.811),(55 5442.184),(56 5384.928),(57 5441.4517),(58 5323.3906),(59 5570.4795),(60 5371.6685),(61 5616.1885),(62 5361.444),(63 5619.82),(64 5458.1587),(65 5731.1416),(66 5527.9946),(67 5687.381),(68 5782.4717),(69 5695.486),(70 5798.978),(71 5724.4077),(72 5951.6504),(73 5766.676),(74 5919.728),(75 5739.938),(76 5965.8936),(77 5898.8667),(78 5920.4272),(79 5947.7334),
(1 3292.685),(2 3859.1543),(3 4139.373),(4 4192.1074),(5 4305.835),(6 4349.8633),(7 4412.304),(8 4583.4395),(9 4615.076),(10 4962.5347),(11 4996.829),(12 5100.6274),(13 5178.612),(14 5298.671),(15 5502.627),(16 5629.392),(17 5673.642),(18 5902.585),(19 5818.8745),(20 5840.858),(21 5795.924),(22 5879.2104),(23 5994.649),(24 5845.011),(25 5998.031),(26 5816.179),(27 5778.404),(28 5848.656),(29 5639.2617),(30 5872.0576),(31 5658.399),(32 5943.566),(33 5588.0728),(34 5752.5874),(35 5534.577),(36 5492.0283),(37 5449.4795),(38 5254.307),(39 5355.07),(40 5180.443),(41 5262.0195),(42 5099.0313),(43 5253.008),(44 5103.8193),(45 5117.1113),(46 5058.7837),(47 4973.137),(48 5112.612),(49 5122.829),(50 5203.252),(51 5130.0537),(52 5137.9043),(53 5117.594),(54 5152.647),(55 5053.155),(56 4985.068),(57 5128.049),(58 5067.9873),(59 5233.2354),(60 5069.605),(61 5134.0293),(62 5150.048),(63 5297.965),(64 5130.8457),(65 5267.4927),(66 5234.9697),(67 5285.885),(68 5435.494),(69 5358.447),(70 5389.745),(71 5455.0625),(72 5528.6777),(73 5461.4824),(74 5494.233),(75 5428.6626),(76 5548.8916),(77 5582.0137),(78 5613.8633),(79 5621.1665),
(1 3405.6384),(2 3895.05),(3 4237.355),(4 4256.1357),(5 4351.882),(6 4398.58),(7 4411.677),(8 4569.23),(9 4611.0874),(10 4888.7505),(11 4913.5303),(12 5052.1426),(13 5117.761),(14 5175.6353),(15 5345.1846),(16 5404.9043),(17 5407.9883),(18 5566.1626),(19 5565.373),(20 5587.6025),(21 5684.703),(22 5713.902),(23 5769.9473),(24 5618.8306),(25 5837.586),(26 5649.535),(27 5654.492),(28 5806.6875),(29 5603.983),(30 5742.173),(31 5568.249),(32 5833.2363),(33 5569.503),(34 5813.947),(35 5467.406),(36 5538.4614),(37 5381.626),(38 5304.518),(39 5374.651),(40 5240.4453),(41 5300.3564),(42 5057.684),(43 5263.3545),(44 5045.5703),(45 5230.573),(46 5082.424),(47 5081.0767),(48 5216.947),(49 5033.9),(50 5233.968),(51 5131.9272),(52 5242.4854),(53 5124.108),(54 5153.2036),(55 5172.188),(56 5061.682),(57 5175.1216),(58 5138.044),(59 5211.6685),(60 5088.397),(61 5262.1416),(62 5107.1543),(63 5347.107),(64 5028.1455),(65 5260.06),(66 5171.554),(67 5283.585),(68 5353.8516),(69 5274.5454),(70 5390.5537),(71 5250.26),(72 5414.0503),(73 5331.701),(74 5471.4277),(75 5394.7397),(76 5672.3525),(77 5595.927),(78 5628.492),(79 5676.638),
(1 3340.9976),(2 3712.004),(3 4078.2483),(4 4105.6025),(5 4215.215),(6 4271.872),(7 4335.0845),(8 4465.6123),(9 4562.9844),(10 4728.4707),(11 4787.3364),(12 4981.7856),(13 5018.3755),(14 5126.896),(15 5218.2505),(16 5360.5225),(17 5359.2944),(18 5604.47),(19 5587.3613),(20 5681.108),(21 5729.8525),(22 5700.032),(23 5804.524),(24 5660.68),(25 5922.9336),(26 5687.9326),(27 5745.556),(28 5817.9326),(29 5596.171),(30 5844.3457),(31 5538.8916),(32 5907.1187),(33 5543.2505),(34 5770.144),(35 5469.1426),(36 5571.995),(37 5378.1724),(38 5323.1147),(39 5314.5254),(40 5210.1416),(41 5290.908),(42 5061.863),(43 5295.137),(44 5032.5977),(45 5213.7393),(46 5082.896),(47 5157.2466),(48 5101.062),(49 5108.4673),(50 5179.61),(51 5156.543),(52 5273.407),(53 5103.0225),(54 5219.3296),(55 5170.11),(56 5027.31),(57 5102.7944),(58 5019.1445),(59 5223.0674),(60 5025.693),(61 5193.817),(62 4989.7305),(63 5316.937),(64 4958.1387),(65 5164.2773),(66 5052.748),(67 5250.4824),(68 5145.7617),(69 5136.8545),(70 5232.7363),(71 5087.9053),(72 5281.6445),(73 5173.119),(74 5372.2397),(75 5210.723),(76 5457.813),(77 5331.0215),(78 5376.5835),(79 5373.2954),
(1 3198.4868),(2 3543.4854),(3 3864.517),(4 3870.0315),(5 3985.563),(6 4096.975),(7 4239.896),(8 4398.044),(9 4449.1245),(10 4614.728),(11 4668.8696),(12 4835.9644),(13 4835.08),(14 4930.9097),(15 5106.71),(16 5162.991),(17 5259.163),(18 5466.6123),(19 5363.532),(20 5419.922),(21 5507.0576),(22 5502.904),(23 5674.5513),(24 5474.6016),(25 5705.103),(26 5467.5786),(27 5536.7036),(28 5612.503),(29 5326.631),(30 5660.5796),(31 5355.9805),(32 5733.906),(33 5460.5845),(34 5673.841),(35 5295.327),(36 5432.5054),(37 5265.2944),(38 5193.5894),(39 5283.0654),(40 5104.8564),(41 5176.6025),(42 4963.822),(43 5277.615),(44 4976.1606),(45 5155.965),(46 5014.318),(47 5106.5786),(48 5134.971),(49 5007.336),(50 5232.9727),(51 5101.851),(52 5284.4575),(53 5110.8755),(54 5156.698),(55 5066.6133),(56 5002.1426),(57 5109.0493),(58 5031.1104),(59 5269.1826),(60 5009.703),(61 5155.9204),(62 5004.2876),(63 5247.166),(64 4979.2627),(65 5177.9395),(66 5040.466),(67 5173.849),(68 5149.2886),(69 5132.124),(70 5203.604),(71 5008.7925),(72 5152.4766),(73 5103.172),(74 5198.981),(75 5117.787),(76 5352.145),(77 5205.5703),(78 5327.3916),(79 5214.331),
(1 3067.875),(2 3401.7705),(3 3726.8782),(4 3760.4253),(5 3860.6968),(6 3968.7112),(7 4035.8872),(8 4199.6465),(9 4265.5513),(10 4427.7314),(11 4443.6357),(12 4577.518),(13 4604.541),(14 4785.299),(15 4896.6206),(16 5037.17),(17 5074.9995),(18 5210.2153),(19 5116.8315),(20 5191.862),(21 5247.2886),(22 5191.4956),(23 5399.541),(24 5238.8647),(25 5432.6504),(26 5249.2173),(27 5232.4473),(28 5346.8335),(29 5065.3403),(30 5388.473),(31 5190.9097),(32 5503.708),(33 5326.9473),(34 5337.643),(35 5093.567),(36 5141.015),(37 5051.7925),(38 4974.829),(39 5046.6167),(40 4874.018),(41 4974.5137),(42 4816.3936),(43 5077.536),(44 4759.1016),(45 4948.2847),(46 4917.156),(47 4909.8013),(48 4914.526),(49 4820.8076),(50 5033.0786),(51 4983.9614),(52 5023.006),(53 4826.272),(54 4883.7515),(55 4838.691),(56 4792.7876),(57 4857.986),(58 4778.577),(59 4881.9766),(60 4743.161),(61 4893.2534),(62 4705.2593),(63 4962.388),(64 4693.319),(65 4815.0845),(66 4765.7227),(67 4888.668),(68 4869.6167),(69 4873.8496),(70 4945.11),(71 4811.2334),(72 4994.8413),(73 4899.0913),(74 5075.407),(75 4954.6084),(76 5086.8896),(77 5074.7993),(78 5103.719),(79 5134.03),
(1 3044.7336),(2 3473.8508),(3 3676.6829),(4 3689.3813),(5 3810.6755),(6 3943.2678),(7 3969.7227),(8 4095.2039),(9 4187.4785),(10 4328.805),(11 4421.992),(12 4578.04),(13 4618.5215),(14 4715.5435),(15 4758.049),(16 4892.57),(17 4916.915),(18 5143.769),(19 4990.1006),(20 4997.5073),(21 5150.001),(22 5072.772),(23 5271.0425),(24 5055.1323),(25 5114.157),(26 5134.4653),(27 5068.8926),(28 5120.412),(29 4899.7617),(30 5150.465),(31 5041.773),(32 5207.4727),(33 5038.146),(34 5033.363),(35 4865.7104),(36 4885.944),(37 4796.7817),(38 4660.4277),(39 4777.3853),(40 4589.8276),(41 4712.3096),(42 4652.471),(43 4680.3613),(44 4597.7847),(45 4616.286),(46 4667.349),(47 4591.515),(48 4689.096),(49 4534.184),(50 4757.1777),(51 4674.965),(52 4679.903),(53 4642.6323),(54 4536.4487),(55 4583.6973),(56 4519.1753),(57 4568.644),(58 4505.3296),(59 4502.6143),(60 4509.691),(61 4601.523),(62 4458.7856),(63 4590.721),(64 4517.249),(65 4532.2207),(66 4558.006),(67 4613.5127),(68 4675.6167),(69 4606.817),(70 4748.056),(71 4630.3267),(72 4759.277),(73 4759.185),(74 4808.368),(75 4838.2104),(76 4865.6787),(77 4916.5645),(78 4875.36),(79 4949.5977),
(1 2903.362),(2 3353.1306),(3 3575.3872),(4 3590.555),(5 3734.2454),(6 3800.1848),(7 3884.8435),(8 4031.6477),(9 4000.6677),(10 4178.0874),(11 4300.639),(12 4385.965),(13 4446.1543),(14 4494.455),(15 4558.3823),(16 4749.629),(17 4797.335),(18 4913.374),(19 4932.866),(20 4985.091),(21 5095.0967),(22 4961.617),(23 5152.133),(24 5034.4927),(25 5120.3145),(26 5026.909),(27 4957.1367),(28 5056.5195),(29 4890.3096),(30 5102.4404),(31 4897.774),(32 5053.79),(33 4911.1406),(34 5017.888),(35 4885.0537),(36 4800.703),(37 4750.0884),(38 4662.763),(39 4730.0635),(40 4580.7935),(41 4671.9385),(42 4469.048),(43 4500.356),(44 4472.7124),(45 4426.686),(46 4498.2407),(47 4409.5576),(48 4497.5044),(49 4417.9956),(50 4520.261),(51 4569.9946),(52 4602.7036),(53 4488.198),(54 4403.4307),(55 4378.618),(56 4340.367),(57 4422.837),(58 4340.6104),(59 4383.757),(60 4341.148),(61 4399.285),(62 4349.008),(63 4367.054),(64 4324.422),(65 4407.6978),(66 4491.9463),(67 4502.2666),(68 4544.811),(69 4530.6313),(70 4606.6226),(71 4598.6064),(72 4653.084),(73 4573.613),(74 4615.6333),(75 4665.1904),(76 4726.163),(77 4750.7656),(78 4711.758),(79 4704.0537),
(1 2950.2559),(2 3388.364),(3 3542.758),(4 3518.8564),(5 3619.8413),(6 3689.4253),(7 3840.956),(8 3933.271),(9 3897.5598),(10 4086.3691),(11 4220.785),(12 4360.474),(13 4415.093),(14 4513.1025),(15 4622.083),(16 4652.9272),(17 4769.2197),(18 4852.5146),(19 4901.736),(20 4876.8193),(21 4934.3154),(22 4920.1636),(23 5071.776),(24 4938.3335),(25 5024.353),(26 4927.502),(27 4891.28),(28 4972.1226),(29 4845.0767),(30 5043.8706),(31 4798.71),(32 4965.8853),(33 4698.858),(34 4811.9863),(35 4787.869),(36 4707.9136),(37 4673.128),(38 4539.055),(39 4605.352),(40 4517.409),(41 4515.2085),(42 4404.7773),(43 4490.699),(44 4417.034),(45 4373.6563),(46 4441.6587),(47 4413.7183),(48 4491.443),(49 4479.2593),(50 4538.8027),(51 4528.3125),(52 4584.741),(53 4502.3535),(54 4330.813),(55 4440.575),(56 4461.8374),(57 4407.877),(58 4408.7),(59 4465.7495),(60 4352.8867),(61 4435.8086),(62 4383.3506),(63 4422.942),(64 4394.814),(65 4445.9224),(66 4427.2856),(67 4492.4546),(68 4476.656),(69 4532.342),(70 4586.505),(71 4532.662),(72 4616.7627),(73 4483.2666),(74 4627.127),(75 4571.783),(76 4732.2324),(77 4705.898),(78 4735.436),(79 4640.3013),
(1 2810.7292),(2 3184.9976),(3 3422.4111),(4 3365.1956),(5 3595.564),(6 3646.0244),(7 3703.2576),(8 3782.2686),(9 3854.3835),(10 4001.4126),(11 4084.6023),(12 4236.193),(13 4332.9253),(14 4399.059),(15 4468.2603),(16 4582.856),(17 4669.8184),(18 4767.378),(19 4755.517),(20 4840.127),(21 4951.7217),(22 4791.2646),(23 4989.178),(24 4818.1475),(25 5026.6587),(26 4886.831),(27 4909.9136),(28 4969.7505),(29 4784.044),(30 5077.072),(31 4806.6436),(32 5002.6646),(33 4780.467),(34 4898.5396),(35 4720.296),(36 4726.646),(37 4684.8364),(38 4563.0356),(39 4629.0205),(40 4481.743),(41 4536.5903),(42 4327.9053),(43 4430.9385),(44 4364.375),(45 4391.8843),(46 4412.762),(47 4380.3896),(48 4502.365),(49 4421.219),(50 4491.153),(51 4425.867),(52 4442.3975),(53 4441.6123),(54 4382.0635),(55 4408.6846),(56 4382.334),(57 4392.883),(58 4323.809),(59 4414.0146),(60 4288.4834),(61 4392.233),(62 4317.0347),(63 4408.8076),(64 4310.265),(65 4389.51),(66 4311.4746),(67 4437.2026),(68 4379.0327),(69 4475.949),(70 4395.1934),(71 4405.5107),(72 4526.276),(73 4425.4233),(74 4557.476),(75 4578.823),(76 4673.8965),(77 4667.3076),(78 4738.372),(79 4644.5786),
(1 2717.175),(2 3121.5935),(3 3323.551),(4 3314.2585),(5 3448.9204),(6 3492.7969),(7 3587.992),(8 3615.4712),(9 3742.696),(10 3958.5264),(11 3968.3086),(12 4116.338),(13 4151.207),(14 4285.4355),(15 4418.85),(16 4476.8145),(17 4519.183),(18 4603.999),(19 4640.3467),(20 4707.4517),(21 4793.4917),(22 4719.155),(23 4825.946),(24 4686.5176),(25 4800.7686),(26 4738.6636),(27 4710.098),(28 4843.155),(29 4719.424),(30 4930.3784),(31 4667.318),(32 4786.0483),(33 4611.569),(34 4692.8794),(35 4543.752),(36 4475.3237),(37 4479.7905),(38 4353.819),(39 4403.394),(40 4326.2817),(41 4294.138),(42 4238.9536),(43 4275.506),(44 4143.827),(45 4154.2373),(46 4201.797),(47 4180.8784),(48 4268.1865),(49 4221.527),(50 4331.61),(51 4271.433),(52 4191.5005),(53 4252.1265),(54 4169.0254),(55 4257.5254),(56 4144.534),(57 4219.5376),(58 4171.4976),(59 4235.495),(60 4209.4517),(61 4199.6396),(62 4257.605),(63 4268.1797),(64 4275.6675),(65 4276.5073),(66 4264.144),(67 4281.192),(68 4297.744),(69 4285.189),(70 4295.978),(71 4268.8184),(72 4397.02),(73 4234.037),(74 4371.0176),(75 4406.4844),(76 4530.2637),(77 4440.074),(78 4467.016),(79 4451.073),
(1 2705.8708),(2 3132.2864),(3 3309.8572),(4 3307.1252),(5 3377.2249),(6 3463.167),(7 3526.1191),(8 3609.9),(9 3661.8992),(10 3782.8064),(11 3901.9692),(12 4032.8542),(13 4052.6477),(14 4190.9707),(15 4297.7466),(16 4411.074),(17 4439.736),(18 4553.715),(19 4599.799),(20 4643.59),(21 4760.9287),(22 4613.923),(23 4781.831),(24 4699.8867),(25 4762.238),(26 4620.966),(27 4650.3013),(28 4713.926),(29 4600.427),(30 4761.0757),(31 4504.3535),(32 4693.148),(33 4467.4624),(34 4534.3887),(35 4427.6743),(36 4343.5313),(37 4383.2373),(38 4281.2744),(39 4296.702),(40 4230.4),(41 4195.122),(42 4150.643),(43 4152.513),(44 4081.612),(45 4059.9338),(46 4134.7925),(47 4047.7034),(48 4143.764),(49 4056.2632),(50 4192.9766),(51 4151.995),(52 4131.622),(53 4103.5645),(54 4033.1135),(55 4094.0862),(56 4041.774),(57 4110.815),(58 4100.111),(59 4149.6855),(60 4153.466),(61 4184.135),(62 4173.408),(63 4187.931),(64 4141.299),(65 4122.4063),(66 4170.065),(67 4222.0884),(68 4253.758),(69 4237.552),(70 4302.6255),(71 4182.5386),(72 4265.703),(73 4144.9443),(74 4227.1724),(75 4261.6357),(76 4361.1455),(77 4337.813),(78 4361.305),(79 4298.049),
(1 2604.5796),(2 2989.5955),(3 3230.313),(4 3264.501),(5 3273.2104),(6 3409.97),(7 3465.4624),(8 3585.3694),(9 3630.9253),(10 3773.516),(11 3807.5305),(12 3925.1306),(13 4047.6592),(14 4173.058),(15 4214.483),(16 4304.651),(17 4305.006),(18 4431.157),(19 4473.101),(20 4467.199),(21 4602.653),(22 4441.0645),(23 4574.479),(24 4504.0396),(25 4617.8896),(26 4471.994),(27 4454.2656),(28 4629.167),(29 4518.7065),(30 4651.8115),(31 4448.809),(32 4644.397),(33 4424.539),(34 4537.404),(35 4395.4155),(36 4328.5024),(37 4299.431),(38 4199.2393),(39 4208.4404),(40 4122.463),(41 4180.147),(42 4057.4387),(43 4130.4424),(44 4051.5168),(45 4057.0159),(46 4106.121),(47 3981.977),(48 4084.3186),(49 4053.6323),(50 4152.4463),(51 4102.4854),(52 4142.1826),(53 4052.8784),(54 4025.086),(55 4061.274),(56 4005.0232),(57 4090.3904),(58 4025.064),(59 4073.528),(60 4058.1648),(61 4127.1694),(62 4024.9102),(63 4092.347),(64 4069.168),(65 4047.631),(66 4046.176),(67 4079.1177),(68 4067.5369),(69 4082.345),(70 4147.3813),(71 4071.259),(72 4109.981),(73 4031.1746),(74 4135.8994),(75 4118.1074),(76 4213.498),(77 4220.737),(78 4220.487),(79 4213.022),
