1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58182.285),(2 171378.61),(3 350578.9),(4 560426.3),(5 804926.2),(6 1124304),(7 1494385.1),(8 1945382.5),(9 2449869.3),(10 3003528.8),(11 3653623.3),(12 4355476),(13 5074533),(14 5713577.5),(15 6347529.5),(16 6968638),(17 7636390.5),(18 8303604),(19 8890355),(20 9475255),(21 10162501),(22 10773461),(23 11394337),(24 12101005),(25 12888469),(26 13821485),(27 15180680),(28 16228136),(29 17510082),(30 18988170),(31 20677318),(32 22314720),(33 24175590),(34 26366502),(35 28621570),(36 31317352),(37 33387840),(38 36218704),(39 38546090),(40 41333080),(41 44370916),(42 47526624),(43 50658656),(44 53342612),(45 56272190),(46 58798476),(47 61720428),(48 63800800),(49 66125730),(50 68486350),(51 70628330),(52 73071810),(53 75132616),(54 77252696),(55 78684104),(56 79954020),(57 80703040),(58 81658070),(59 82156710),(60 83010760),(61 83704540),(62 84121730),(63 84469850),(64 84843140),(65 85890230),(66 86578790),(67 87662180),(68 89012580),(69 90792100),(70 92484360),(71 94224170),(72 95831870),(73 97333090),(74 98674590),(75 99956856),(76 101244710),(77 102681320),(78 104132570),(79 105434440),
(1 97.59185),(2 105.905525),(3 111.9746),(4 113.52479),(5 114.40442),(6 118.08778),(7 120.715546),(8 121.57254),(9 122.12951),(10 122.73618),(11 124.28757),(12 124.32868),(13 126.48314),(14 127.91876),(15 125.54204),(16 127.824585),(17 128.22168),(18 129.22812),(19 127.48695),(20 128.4028),(21 128.62279),(22 128.35136),(23 127.90046),(24 127.02582),(25 128.50041),(26 128.36679),(27 128.95796),(28 129.30205),(29 127.64417),(30 128.15245),(31 128.94931),(32 130.04),(33 128.33928),(34 128.8541),(35 127.17482),(36 128.1713),(37 126.17649),(38 126.10251),(39 124.91901),(40 122.74748),(41 125.73288),(42 122.52234),(43 126.66563),(44 124.609215),(45 124.465454),(46 123.80195),(47 124.04414),(48 125.50964),(49 126.0411),(50 126.50429),(51 124.145485),(52 124.91213),(53 124.01292),(54 125.787),(55 125.21171),(56 125.97931),(57 127.506546),(58 129.2674),(59 131.57613),(60 129.17795),(61 132.55428),(62 130.05728),(63 133.90051),(64 132.11923),(65 132.63197),(66 133.72397),(67 136.12251),(68 135.20197),(69 135.36247),(70 134.82748),(71 132.51476),(72 135.38492),(73 134.40459),(74 134.77415),(75 135.16724),(76 136.17946),(77 135.01038),(78 135.76976),(79 133.84395),
(1 95.96667),(2 101.89782),(3 109.42461),(4 112.49522),(5 113.93085),(6 115.31327),(7 116.96421),(8 117.71071),(9 118.24211),(10 121.89718),(11 120.20988),(12 122.037636),(13 123.88499),(14 125.07262),(15 123.49625),(16 125.97704),(17 126.16779),(18 125.31681),(19 124.01118),(20 124.67195),(21 125.14753),(22 124.67202),(23 123.935104),(24 123.66518),(25 125.10186),(26 125.253784),(27 125.8157),(28 125.50336),(29 123.432976),(30 125.45999),(31 124.790504),(32 128.0662),(33 126.649734),(34 127.881065),(35 123.90839),(36 122.82499),(37 122.93748),(38 122.17012),(39 123.17525),(40 120.92974),(41 123.34003),(42 120.81758),(43 123.63217),(44 120.090546),(45 121.63584),(46 121.18878),(47 121.25489),(48 121.46505),(49 121.77499),(50 122.395386),(51 120.2716),(52 123.92914),(53 121.513435),(54 123.828514),(55 121.78786),(56 122.835434),(57 123.93213),(58 126.527855),(59 129.5632),(60 126.65858),(61 130.23149),(62 129.09706),(63 132.22179),(64 129.26692),(65 131.66847),(66 129.96046),(67 132.19891),(68 132.21002),(69 131.77187),(70 132.02931),(71 129.1787),(72 129.91965),(73 128.68762),(74 130.63518),(75 130.25044),(76 132.04967),(77 130.72067),(78 131.53813),(79 130.16492),
(1 96.11584),(2 103.29388),(3 110.29959),(4 111.822556),(5 113.70534),(6 115.92359),(7 117.5046),(8 118.82065),(9 118.77702),(10 122.41341),(11 122.50067),(12 122.75386),(13 123.59541),(14 125.15539),(15 125.902245),(16 127.22379),(17 129.23766),(18 127.146866),(19 126.346375),(20 126.350685),(21 127.53494),(22 125.83241),(23 126.306984),(24 124.31459),(25 126.26261),(26 125.89346),(27 125.203156),(28 125.83911),(29 124.5711),(30 125.69989),(31 125.90407),(32 129.33246),(33 125.09092),(34 126.44974),(35 124.00515),(36 123.075294),(37 123.63581),(38 122.5482),(39 122.392105),(40 121.15843),(41 122.64425),(42 122.34226),(43 123.06376),(44 120.55482),(45 122.82546),(46 121.43485),(47 121.158745),(48 121.64081),(49 122.158),(50 122.94268),(51 120.82891),(52 123.589066),(53 123.072586),(54 122.67413),(55 122.43407),(56 124.158264),(57 124.93318),(58 125.95566),(59 128.9601),(60 126.57347),(61 128.19943),(62 127.80401),(63 128.30916),(64 128.3091),(65 130.29144),(66 129.6672),(67 131.20126),(68 131.85887),(69 131.60767),(70 132.42987),(71 130.09125),(72 131.43881),(73 131.06284),(74 131.39116),(75 132.0752),(76 132.85643),(77 133.91399),(78 133.70383),(79 133.08063),
(1 94.307846),(2 101.94679),(3 109.72541),(4 112.346596),(5 113.821785),(6 116.54251),(7 117.8569),(8 117.68995),(9 119.588425),(10 122.378204),(11 122.85371),(12 123.33803),(13 125.43232),(14 126.30576),(15 126.23389),(16 127.34575),(17 128.79517),(18 129.1168),(19 127.08432),(20 126.93698),(21 128.25063),(22 126.844574),(23 127.31493),(24 126.06437),(25 127.99452),(26 128.15819),(27 128.1043),(28 128.38863),(29 127.37542),(30 128.32355),(31 127.0481),(32 129.81107),(33 127.57488),(34 128.8587),(35 125.90071),(36 124.89241),(37 124.617195),(38 123.89041),(39 123.336876),(40 122.22277),(41 123.51142),(42 122.478455),(43 123.39798),(44 122.12213),(45 122.01686),(46 120.57642),(47 121.892265),(48 122.569374),(49 122.15784),(50 123.299774),(51 121.244125),(52 123.56437),(53 122.90753),(54 124.18087),(55 123.60455),(56 124.27933),(57 125.57555),(58 126.33264),(59 128.71623),(60 127.180984),(61 130.99876),(62 128.9902),(63 131.4758),(64 131.01706),(65 131.97076),(66 132.26825),(67 134.67162),(68 134.01056),(69 135.63318),(70 135.00146),(71 133.31856),(72 133.84311),(73 134.45683),(74 135.10611),(75 135.5386),(76 136.18886),(77 137.5131),(78 135.89282),(79 136.12343),
(1 93.43299),(2 102.63911),(3 109.62285),(4 110.27444),(5 112.07864),(6 115.86329),(7 116.32531),(8 117.156876),(9 117.504196),(10 119.0363),(11 120.33893),(12 122.2384),(13 122.61954),(14 124.32766),(15 124.65338),(16 125.08903),(17 124.75171),(18 124.923775),(19 123.42682),(20 124.29719),(21 125.81404),(22 123.649155),(23 123.97596),(24 123.597916),(25 126.64466),(26 124.18513),(27 125.07977),(28 125.72965),(29 126.7953),(30 128.41772),(31 126.800385),(32 128.67719),(33 126.011154),(34 125.04928),(35 124.003914),(36 123.3432),(37 122.08615),(38 122.93164),(39 121.6565),(40 120.22935),(41 121.566696),(42 119.83842),(43 122.299866),(44 120.46198),(45 121.84864),(46 119.71924),(47 121.09734),(48 121.38698),(49 121.03036),(50 122.92886),(51 120.643654),(52 124.21259),(53 121.923386),(54 122.79778),(55 121.49953),(56 122.14865),(57 123.65594),(58 125.330666),(59 128.34349),(60 125.85523),(61 129.80168),(62 129.30249),(63 131.5174),(64 130.75237),(65 130.6364),(66 131.21223),(67 131.53656),(68 130.55527),(69 131.09308),(70 132.23447),(71 130.26308),(72 132.22514),(73 131.62486),(74 131.76991),(75 131.66801),(76 133.84126),(77 133.42636),(78 132.55505),(79 133.81873),
(1 92.43093),(2 100.44489),(3 108.043686),(4 107.999626),(5 111.608185),(6 114.79469),(7 115.406624),(8 116.8163),(9 116.525826),(10 118.39996),(11 117.99935),(12 120.01173),(13 120.836395),(14 122.60788),(15 122.92151),(16 123.88441),(17 124.02642),(18 124.672905),(19 124.00437),(20 124.09779),(21 123.46179),(22 123.24356),(23 124.52491),(24 124.51321),(25 124.79268),(26 123.096504),(27 122.48224),(28 124.27818),(29 124.27898),(30 125.438545),(31 124.06782),(32 126.76911),(33 125.71545),(34 125.84548),(35 123.12379),(36 121.65304),(37 123.178986),(38 123.17494),(39 122.22477),(40 120.916214),(41 121.81537),(42 119.21573),(43 120.59252),(44 120.47173),(45 119.64556),(46 118.90495),(47 118.724884),(48 118.34232),(49 119.993515),(50 119.8189),(51 118.47519),(52 119.28523),(53 118.6812),(54 119.133865),(55 118.36824),(56 118.06579),(57 118.988266),(58 121.08728),(59 124.29478),(60 122.15668),(61 123.554855),(62 123.83954),(63 124.963036),(64 124.078865),(65 125.52338),(66 126.52035),(67 126.62222),(68 125.3817),(69 125.8205),(70 126.093544),(71 125.61279),(72 125.95515),(73 124.804634),(74 124.74551),(75 124.92215),(76 126.776474),(77 127.06434),(78 127.5494),(79 128.46161),
(1 92.84489),(2 100.43828),(3 106.657646),(4 107.34081),(5 111.47675),(6 112.01203),(7 112.588806),(8 113.496925),(9 112.594986),(10 114.36768),(11 115.42237),(12 115.512276),(13 117.60463),(14 120.166855),(15 122.37137),(16 121.16772),(17 123.2658),(18 123.344055),(19 122.54288),(20 123.09855),(21 123.3348),(22 122.410065),(23 125.35352),(24 124.42152),(25 125.915215),(26 124.603096),(27 123.840256),(28 125.462296),(29 124.34497),(30 125.85011),(31 124.4593),(32 125.36115),(33 124.12806),(34 124.068924),(35 122.75949),(36 121.99919),(37 121.065926),(38 119.15862),(39 119.579765),(40 119.101395),(41 120.3635),(42 118.28741),(43 118.90562),(44 118.645226),(45 118.54054),(46 118.2836),(47 116.68597),(48 118.43266),(49 118.97519),(50 120.83539),(51 118.474106),(52 118.82821),(53 120.13409),(54 120.34587),(55 118.58734),(56 119.1154),(57 119.260956),(58 122.71583),(59 124.12759),(60 121.923134),(61 124.67534),(62 124.21435),(63 125.30917),(64 125.28811),(65 126.68697),(66 126.82165),(67 127.39208),(68 128.211),(69 129.48508),(70 129.66891),(71 127.01548),(72 127.815674),(73 126.91311),(74 127.913315),(75 128.71022),(76 130.07948),(77 130.05223),(78 130.53062),(79 130.70644),
(1 94.449295),(2 100.68455),(3 106.98999),(4 108.07526),(5 112.65268),(6 115.29817),(7 116.1944),(8 117.94184),(9 118.28845),(10 119.590126),(11 118.90227),(12 120.13791),(13 121.180725),(14 123.552414),(15 124.63536),(16 123.34934),(17 124.447495),(18 127.07375),(19 125.73511),(20 124.34063),(21 125.6013),(22 125.39005),(23 127.799904),(24 125.77656),(25 127.47613),(26 126.74665),(27 126.32614),(28 129.1224),(29 126.4564),(30 128.27222),(31 127.54692),(32 129.1676),(33 126.68309),(34 125.972855),(35 123.326515),(36 122.742966),(37 122.537125),(38 122.44735),(39 121.38545),(40 120.786964),(41 122.71372),(42 119.7856),(43 122.73403),(44 118.938484),(45 120.33494),(46 120.01489),(47 121.09909),(48 121.148415),(49 120.71016),(50 121.776276),(51 120.0758),(52 119.87387),(53 120.50274),(54 121.36106),(55 119.48069),(56 120.575096),(57 120.73046),(58 121.7885),(59 123.98018),(60 122.949196),(61 125.37102),(62 125.15936),(63 127.54982),(64 124.17102),(65 127.424904),(66 126.53823),(67 128.77586),(68 129.10236),(69 128.21767),(70 127.530365),(71 126.727455),(72 126.195366),(73 127.86008),(74 126.315),(75 127.995605),(76 129.00836),(77 129.48965),(78 129.37608),(79 128.97502),
(1 92.813),(2 100.18996),(3 105.4646),(4 106.32832),(5 110.89481),(6 112.270706),(7 115.186485),(8 115.07167),(9 117.0349),(10 118.297264),(11 116.94177),(12 117.34842),(13 120.4675),(14 122.148964),(15 124.17954),(16 123.780495),(17 125.171165),(18 126.19283),(19 126.514656),(20 125.67157),(21 126.37715),(22 125.51279),(23 126.78053),(24 126.035774),(25 127.956696),(26 125.96913),(27 126.17077),(28 127.441055),(29 125.44348),(30 126.642525),(31 125.50688),(32 126.149025),(33 123.77598),(34 124.88504),(35 123.80406),(36 121.985),(37 122.17304),(38 121.30449),(39 121.61102),(40 121.06664),(41 123.09654),(42 120.605095),(43 123.531746),(44 120.182396),(45 121.99759),(46 120.75605),(47 120.7621),(48 121.89358),(49 121.85278),(50 123.480354),(51 119.82124),(52 121.381905),(53 121.85576),(54 122.279785),(55 120.68616),(56 120.176125),(57 122.98423),(58 123.480675),(59 125.888145),(60 123.761986),(61 125.22364),(62 125.156364),(63 127.26283),(64 124.94536),(65 127.29049),(66 126.871544),(67 128.55577),(68 127.66633),(69 126.34435),(70 126.08407),(71 124.87226),(72 124.78682),(73 125.368546),(74 126.51178),(75 126.71452),(76 128.91661),(77 129.74612),(78 128.2441),(79 129.21645),
(1 90.98573),(2 98.796455),(3 104.81627),(4 105.93163),(5 109.02998),(6 111.98428),(7 113.556435),(8 114.3863),(9 114.07658),(10 115.69969),(11 115.52113),(12 118.53339),(13 119.180244),(14 119.793945),(15 121.70082),(16 122.42824),(17 122.95688),(18 122.70126),(19 124.04339),(20 123.1092),(21 123.111),(22 122.558495),(23 123.90704),(24 121.79057),(25 124.237206),(26 121.909584),(27 121.89988),(28 123.938),(29 123.36692),(30 125.06167),(31 122.85699),(32 125.35657),(33 120.398445),(34 122.43757),(35 119.814384),(36 118.982956),(37 119.876076),(38 117.84348),(39 117.10033),(40 117.82306),(41 118.18162),(42 116.765114),(43 117.53638),(44 115.73044),(45 116.62061),(46 115.36974),(47 115.7576),(48 116.50596),(49 116.67755),(50 117.460884),(51 114.39004),(52 116.40713),(53 116.73061),(54 117.44815),(55 115.9567),(56 115.307915),(57 117.44786),(58 118.96612),(59 120.60446),(60 118.22602),(61 121.447495),(62 120.35493),(63 122.737404),(64 121.88665),(65 123.04021),(66 122.69464),(67 124.12317),(68 124.28652),(69 123.20606),(70 123.674126),(71 121.99921),(72 122.932106),(73 122.66208),(74 122.91608),(75 123.2152),(76 126.52131),(77 126.313675),(78 126.99207),(79 126.844406),
(1 90.318214),(2 97.46791),(3 103.57534),(4 105.09443),(5 108.184105),(6 110.918396),(7 110.922134),(8 113.66114),(9 113.25998),(10 114.34032),(11 115.35015),(12 115.317245),(13 118.459915),(14 118.561424),(15 118.43554),(16 120.91989),(17 120.82471),(18 120.79739),(19 121.363625),(20 120.45722),(21 121.39081),(22 121.52039),(23 122.648605),(24 122.43006),(25 123.80253),(26 122.996574),(27 122.08994),(28 122.22285),(29 122.49101),(30 122.7347),(31 122.13727),(32 123.67937),(33 120.54635),(34 122.14712),(35 120.652916),(36 118.97387),(37 118.87529),(38 117.51677),(39 118.09326),(40 117.18821),(41 117.62366),(42 116.85017),(43 117.09916),(44 117.31828),(45 115.94639),(46 115.18493),(47 114.88931),(48 117.26946),(49 116.77944),(50 118.1993),(51 116.57052),(52 117.350044),(53 116.30787),(54 117.33365),(55 117.09943),(56 116.75586),(57 118.365616),(58 119.97739),(59 121.27294),(60 120.53658),(61 123.06695),(62 122.68523),(63 123.15377),(64 122.47922),(65 123.85402),(66 124.402084),(67 125.67279),(68 124.610115),(69 123.66938),(70 125.42457),(71 122.90109),(72 123.85484),(73 123.124176),(74 124.19296),(75 124.33526),(76 125.92632),(77 126.8718),(78 126.03332),(79 125.11396),
(1 91.29655),(2 97.1813),(3 104.64408),(4 104.47548),(5 108.91089),(6 111.923035),(7 112.130745),(8 114.54224),(9 114.17199),(10 116.435875),(11 116.40697),(12 118.10082),(13 119.54505),(14 121.27985),(15 121.31582),(16 121.31937),(17 121.011604),(18 120.53531),(19 121.68886),(20 120.388306),(21 119.983),(22 120.470764),(23 121.0787),(24 120.785065),(25 122.44346),(26 121.7752),(27 120.58044),(28 122.980705),(29 122.433105),(30 122.181076),(31 122.20528),(32 123.16635),(33 121.91675),(34 122.06429),(35 120.34654),(36 118.85004),(37 118.32239),(38 117.0866),(39 118.86758),(40 116.14228),(41 116.47534),(42 115.36896),(43 116.93344),(44 116.75651),(45 115.99519),(46 117.404205),(47 116.38154),(48 117.85367),(49 117.17745),(50 117.36211),(51 115.48264),(52 117.00576),(53 116.451584),(54 115.83027),(55 116.400894),(56 116.63054),(57 117.67221),(58 119.20059),(59 120.86327),(60 120.52134),(61 121.66318),(62 121.535774),(63 121.35737),(64 121.71387),(65 121.93333),(66 122.90711),(67 124.3337),(68 122.47598),(69 123.388535),(70 123.55748),(71 122.41088),(72 122.77382),(73 122.43073),(74 123.626465),(75 124.47657),(76 126.37849),(77 126.4513),(78 124.94943),(79 125.93035),
(1 91.16802),(2 97.19116),(3 105.42752),(4 104.965416),(5 108.83272),(6 111.54934),(7 112.30638),(8 114.32638),(9 114.19368),(10 114.64319),(11 115.10266),(12 118.28089),(13 119.768906),(14 121.23105),(15 121.08237),(16 120.52412),(17 121.78657),(18 122.88459),(19 123.595764),(20 123.602264),(21 123.33848),(22 124.09665),(23 124.76281),(24 122.430725),(25 126.241035),(26 123.8925),(27 122.651085),(28 124.85023),(29 122.945045),(30 124.80346),(31 123.94461),(32 125.72393),(33 123.382484),(34 125.026985),(35 121.88464),(36 121.052505),(37 120.429474),(38 118.50286),(39 120.80515),(40 117.72771),(41 120.049),(42 117.14957),(43 119.88092),(44 118.21531),(45 118.543015),(46 118.40173),(47 117.4896),(48 120.07003),(49 118.35281),(50 118.63016),(51 117.52094),(52 117.66425),(53 118.16675),(54 117.40738),(55 118.39397),(56 117.43392),(57 120.11823),(58 120.05603),(59 123.828865),(60 121.27329),(61 124.27871),(62 123.36363),(63 124.879776),(64 124.76136),(65 126.26461),(66 127.05532),(67 126.57378),(68 127.010796),(69 125.250496),(70 126.15441),(71 125.11779),(72 125.38243),(73 124.61632),(74 126.61782),(75 125.41727),(76 125.33795),(77 126.53535),(78 127.746414),(79 126.962494),
(1 89.63204),(2 96.15295),(3 102.13168),(4 103.34919),(5 106.789276),(6 108.723526),(7 110.1102),(8 110.19011),(9 110.54405),(10 112.770256),(11 113.960884),(12 114.17765),(13 115.82137),(14 117.47827),(15 117.23751),(16 118.60145),(17 119.14974),(18 121.287445),(19 119.76943),(20 119.35033),(21 119.03052),(22 119.15206),(23 119.63816),(24 119.3932),(25 120.66005),(26 117.96435),(27 119.39843),(28 120.04006),(29 118.76148),(30 119.8405),(31 119.15354),(32 120.982155),(33 118.67403),(34 120.616585),(35 116.99461),(36 116.82852),(37 116.03647),(38 116.29782),(39 116.070465),(40 115.56409),(41 116.132835),(42 115.662445),(43 115.92064),(44 114.46207),(45 115.635735),(46 115.32755),(47 113.85236),(48 115.6271),(49 115.48772),(50 116.58815),(51 114.792915),(52 115.56792),(53 116.59223),(54 117.093575),(55 114.75639),(56 116.02329),(57 117.34557),(58 118.53271),(59 120.02563),(60 120.48137),(61 122.97432),(62 120.49109),(63 122.77522),(64 121.790184),(65 122.83812),(66 123.14437),(67 124.750206),(68 124.86569),(69 124.8092),(70 124.03109),(71 121.82219),(72 122.7325),(73 124.16795),(74 123.3673),(75 123.54433),(76 125.98264),(77 124.716),(78 125.00447),(79 124.008064),
(1 89.62343),(2 97.686966),(3 103.61693),(4 103.90668),(5 106.46611),(6 108.93358),(7 110.80299),(8 110.41175),(9 111.724724),(10 113.938065),(11 114.649864),(12 115.19634),(13 118.41273),(14 118.00593),(15 118.12242),(16 119.65656),(17 118.91197),(18 118.82117),(19 119.0514),(20 119.69722),(21 120.50973),(22 120.93156),(23 119.45916),(24 120.32598),(25 120.37233),(26 119.47836),(27 119.21434),(28 119.558846),(29 121.26656),(30 120.800514),(31 119.90222),(32 122.70658),(33 119.881836),(34 121.22874),(35 119.26845),(36 117.46288),(37 116.45118),(38 115.66266),(39 115.35048),(40 113.96672),(41 115.81402),(42 114.58418),(43 115.32006),(44 115.40757),(45 115.29104),(46 115.045906),(47 115.21973),(48 115.92283),(49 115.75003),(50 118.085556),(51 113.98891),(52 115.465355),(53 117.209625),(54 117.28826),(55 117.52382),(56 115.61263),(57 118.83688),(58 119.99231),(59 120.54054),(60 120.18493),(61 121.385765),(62 122.08627),(63 122.96034),(64 123.829414),(65 124.78479),(66 122.87219),(67 124.01176),(68 124.9986),(69 126.135025),(70 124.85309),(71 122.24734),(72 123.53861),(73 124.59023),(74 124.197395),(75 123.43269),(76 123.765816),(77 124.21894),(78 123.91283),(79 123.32978),
(1 88.70358),(2 96.247154),(3 102.80428),(4 102.612625),(5 105.21409),(6 107.99037),(7 108.691),(8 108.63649),(9 109.89623),(10 111.52573),(11 111.69286),(12 113.62626),(13 113.93303),(14 115.80563),(15 116.696945),(16 117.85353),(17 117.75882),(18 117.87504),(19 116.93303),(20 118.53068),(21 118.725975),(22 119.04847),(23 118.13121),(24 119.23106),(25 119.55009),(26 119.21437),(27 118.90371),(28 118.886826),(29 118.77739),(30 120.28641),(31 118.5355),(32 119.66771),(33 117.285835),(34 117.61245),(35 115.603134),(36 115.24353),(37 114.126434),(38 112.665375),(39 112.99868),(40 112.97692),(41 114.401306),(42 112.81253),(43 114.285355),(44 113.254036),(45 113.55566),(46 112.39915),(47 112.0345),(48 115.49448),(49 112.92467),(50 116.07656),(51 112.22579),(52 114.262276),(53 114.462814),(54 114.05825),(55 114.397835),(56 114.06403),(57 116.91726),(58 117.25404),(59 118.13741),(60 117.89952),(61 121.212234),(62 119.78046),(63 120.118576),(64 121.95024),(65 121.97004),(66 122.084526),(67 121.87377),(68 123.64126),(69 122.339485),(70 123.54982),(71 121.134285),(72 122.42959),(73 122.82674),(74 123.607666),(75 123.672554),(76 124.64478),(77 125.09648),(78 124.555725),(79 124.05477),
(1 89.2352),(2 95.307396),(3 102.01793),(4 102.841415),(5 105.79626),(6 107.16798),(7 108.2027),(8 109.22126),(9 108.095146),(10 111.755806),(11 111.46531),(12 112.42017),(13 114.196625),(14 115.50761),(15 115.716934),(16 115.792885),(17 116.52516),(18 117.30136),(19 118.02382),(20 118.099236),(21 118.77356),(22 119.43413),(23 118.60072),(24 119.08993),(25 119.88649),(26 118.72554),(27 119.1569),(28 122.335785),(29 121.21268),(30 121.16804),(31 121.310555),(32 122.9828),(33 121.64631),(34 122.67232),(35 119.8375),(36 119.178116),(37 119.405525),(38 116.27262),(39 116.07463),(40 116.37661),(41 116.192566),(42 114.95533),(43 115.98179),(44 114.57748),(45 114.333046),(46 114.80908),(47 113.282005),(48 116.51752),(49 113.01578),(50 115.436424),(51 113.976715),(52 114.90824),(53 114.60295),(54 114.77443),(55 113.88956),(56 114.83399),(57 115.18304),(58 117.00571),(59 118.27709),(60 117.7844),(61 119.89543),(62 119.12194),(63 120.51644),(64 119.85925),(65 121.20193),(66 120.7475),(67 120.354195),(68 120.920975),(69 121.39041),(70 122.49696),(71 120.836006),(72 119.90809),(73 119.76431),(74 122.52901),(75 121.48047),(76 123.85639),(77 122.65136),(78 123.058685),(79 122.80601),
(1 88.75379),(2 96.21265),(3 101.95246),(4 102.29928),(5 103.72591),(6 105.311806),(7 106.74243),(8 108.805984),(9 108.13954),(10 110.02031),(11 109.55658),(12 111.47931),(13 113.5859),(14 114.98431),(15 114.48653),(16 114.91415),(17 116.16711),(18 115.96663),(19 116.73954),(20 116.0068),(21 116.32188),(22 116.33676),(23 117.324936),(24 115.78224),(25 116.89756),(26 116.08664),(27 116.48387),(28 117.53946),(29 117.297295),(30 118.16494),(31 116.83474),(32 118.17831),(33 116.76405),(34 117.81206),(35 115.30475),(36 115.21139),(37 114.59592),(38 112.4499),(39 111.89669),(40 111.9147),(41 114.058075),(42 111.74652),(43 112.105064),(44 111.96456),(45 111.792885),(46 111.13357),(47 110.55048),(48 111.96204),(49 111.38139),(50 112.93674),(51 111.90822),(52 111.978935),(53 111.58105),(54 112.114975),(55 110.91015),(56 111.01352),(57 113.09686),(58 114.479004),(59 114.22742),(60 114.816246),(61 117.21416),(62 117.09947),(63 117.55463),(64 116.43979),(65 116.81156),(66 116.76156),(67 117.90255),(68 118.74726),(69 118.70373),(70 118.71923),(71 118.40255),(72 118.75865),(73 118.165924),(74 120.73875),(75 119.79127),(76 121.07637),(77 120.145035),(78 121.11502),(79 120.059006),
