1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 137.2832),(2 177.04378),(3 202.9264),(4 217.09048),(5 231.88742),(6 237.88896),(7 246.65753),(8 253.96652),(9 257.27393),(10 260.0814),(11 264.61566),(12 268.7006),(13 271.6456),(14 277.80392),(15 273.48462),(16 277.69443),(17 278.01144),(18 274.52686),(19 272.10706),(20 275.35468),(21 274.45737),(22 277.73077),(23 279.4882),(24 276.48752),(25 276.90646),(26 279.1619),(27 277.02682),(28 277.8711),(29 271.40903),(30 272.48233),(31 281.3691),(32 278.65118),(33 279.94534),(34 285.2917),(35 280.65765),(36 279.0545),(37 281.30518),(38 277.60452),(39 279.38928),(40 280.1405),(41 276.9929),(42 279.6225),(43 280.4871),(44 277.99417),(45 278.53732),(46 279.14642),(47 275.453),(48 277.3462),(49 284.53278),(50 286.37787),(51 290.44705),(52 292.22397),(53 288.77377),(54 290.24072),(55 292.98856),(56 290.50662),(57 299.48267),(58 309.3254),(59 312.09476),(60 313.56708),(61 319.95685),(62 317.2113),(63 316.2254),(64 316.99802),(65 313.0844),(66 316.52676),(67 320.15115),(68 318.60968),(69 316.43665),(70 316.95166),(71 314.25198),(72 310.4343),(73 311.77606),(74 307.44257),(75 306.47952),(76 307.48358),(77 303.95374),(78 310.27567),(79 301.79474),
(1 135.62004),(2 176.87091),(3 201.93875),(4 217.47589),(5 229.06046),(6 235.98578),(7 242.7034),(8 251.95866),(9 254.2835),(10 258.1372),(11 262.48285),(12 262.693),(13 268.13776),(14 274.85123),(15 272.56946),(16 273.8035),(17 277.27646),(18 275.93192),(19 272.82358),(20 271.69534),(21 271.62146),(22 273.56137),(23 276.08902),(24 274.6376),(25 274.2342),(26 276.9193),(27 274.98938),(28 275.706),(29 275.711),(30 272.54752),(31 282.31903),(32 281.42047),(33 281.58405),(34 286.00345),(35 281.93878),(36 285.4011),(37 288.51855),(38 283.93704),(39 284.00125),(40 286.3164),(41 283.4876),(42 283.69193),(43 286.385),(44 285.88144),(45 285.8672),(46 287.55328),(47 286.66492),(48 284.20404),(49 291.23877),(50 289.22504),(51 291.6243),(52 292.43314),(53 290.71768),(54 290.93665),(55 293.74677),(56 289.94666),(57 295.10867),(58 303.9528),(59 305.35355),(60 308.22186),(61 314.9733),(62 311.96072),(63 314.4553),(64 317.82748),(65 313.43234),(66 316.73657),(67 318.81403),(68 315.28293),(69 312.16293),(70 313.2276),(71 310.9547),(72 309.73593),(73 312.0954),(74 308.5726),(75 308.09885),(76 309.1812),(77 309.85144),(78 318.27948),(79 310.24356),
(1 130.74344),(2 170.05453),(3 192.67328),(4 208.67717),(5 220.2015),(6 226.79893),(7 237.31438),(8 248.64275),(9 247.45796),(10 254.83287),(11 259.7747),(12 260.59573),(13 266.11777),(14 270.35065),(15 266.58392),(16 264.7994),(17 265.37946),(18 262.47348),(19 258.04575),(20 261.49423),(21 259.49612),(22 259.0045),(23 259.14017),(24 258.67703),(25 258.02283),(26 263.09924),(27 262.1217),(28 263.32584),(29 261.6963),(30 263.12402),(31 269.0966),(32 268.8234),(33 268.9913),(34 274.30603),(35 268.28253),(36 267.99908),(37 271.46738),(38 270.64474),(39 271.4057),(40 277.03864),(41 271.9934),(42 271.8317),(43 276.03854),(44 273.66055),(45 273.43866),(46 279.26004),(47 277.69016),(48 278.23145),(49 286.21463),(50 286.00613),(51 286.5898),(52 290.22086),(53 287.7525),(54 288.402),(55 291.83255),(56 294.41925),(57 298.74823),(58 307.8639),(59 307.94382),(60 310.48343),(61 315.00076),(62 313.7707),(63 314.00314),(64 316.56226),(65 312.32535),(66 312.02103),(67 316.68283),(68 316.26108),(69 316.11932),(70 317.66846),(71 313.83295),(72 311.25348),(73 313.956),(74 308.59216),(75 306.04636),(76 307.56067),(77 307.63382),(78 312.08084),(79 307.26852),
(1 128.28284),(2 165.68875),(3 188.42119),(4 200.64427),(5 213.4838),(6 219.37299),(7 228.90875),(8 237.82387),(9 239.64221),(10 245.48648),(11 252.18019),(12 252.1137),(13 255.66623),(14 260.90002),(15 260.18912),(16 261.33508),(17 263.9425),(18 259.20746),(19 258.2795),(20 258.88467),(21 256.76224),(22 254.60278),(23 254.48988),(24 254.59404),(25 257.10748),(26 261.94067),(27 258.54477),(28 262.3099),(29 260.43372),(30 260.4873),(31 267.40396),(32 264.59763),(33 263.5422),(34 267.4046),(35 263.63),(36 265.25098),(37 267.20068),(38 267.71973),(39 267.26553),(40 272.49094),(41 268.98422),(42 270.4118),(43 272.4416),(44 271.07578),(45 271.18094),(46 273.88873),(47 270.58936),(48 272.44128),(49 280.10928),(50 281.15106),(51 285.49728),(52 287.92032),(53 285.70984),(54 288.12357),(55 291.89468),(56 289.3575),(57 292.79608),(58 300.02808),(59 301.25745),(60 301.2022),(61 304.96725),(62 302.1897),(63 303.23874),(64 305.92566),(65 305.35205),(66 306.31818),(67 310.8221),(68 305.23828),(69 304.144),(70 304.3663),(71 300.25443),(72 296.88583),(73 296.74106),(74 291.56357),(75 289.92),(76 289.82153),(77 289.94684),(78 296.91943),(79 291.46976),
(1 130.43448),(2 168.20938),(3 192.08978),(4 204.99092),(5 215.17801),(6 222.81575),(7 230.8948),(8 237.68318),(9 241.79549),(10 246.88564),(11 250.4428),(12 251.43396),(13 257.31512),(14 263.51578),(15 263.7964),(16 262.3299),(17 266.7036),(18 262.71262),(19 262.43027),(20 264.5644),(21 265.821),(22 266.24423),(23 265.2785),(24 264.57016),(25 266.29428),(26 270.65485),(27 264.76575),(28 268.06366),(29 267.88828),(30 267.65604),(31 272.33655),(32 271.94144),(33 274.3052),(34 277.63974),(35 270.97775),(36 271.1609),(37 272.9195),(38 271.0682),(39 269.37744),(40 270.36948),(41 267.43668),(42 266.92435),(43 271.32773),(44 268.4023),(45 267.95605),(46 273.33093),(47 270.85394),(48 273.55078),(49 280.0216),(50 278.5417),(51 279.22522),(52 280.73868),(53 277.53412),(54 279.1954),(55 283.6341),(56 280.78177),(57 283.28864),(58 291.25177),(59 291.01578),(60 292.6017),(61 298.43546),(62 295.65057),(63 294.7205),(64 300.24167),(65 297.17505),(66 298.21216),(67 303.36823),(68 297.6461),(69 298.90115),(70 300.5874),(71 296.32144),(72 296.8679),(73 299.60257),(74 293.2538),(75 291.37357),(76 291.9423),(77 291.53336),(78 300.79272),(79 293.12228),
(1 130.34758),(2 166.91902),(3 189.67703),(4 206.51694),(5 219.80875),(6 226.5238),(7 233.65227),(8 239.21413),(9 242.38678),(10 247.47235),(11 252.08655),(12 254.52824),(13 259.71808),(14 265.64685),(15 261.57547),(16 262.35782),(17 265.69434),(18 261.95486),(19 260.81207),(20 263.57013),(21 261.83426),(22 260.43738),(23 261.61664),(24 261.97055),(25 263.55173),(26 269.2019),(27 263.03506),(28 265.70963),(29 265.5744),(30 263.85852),(31 267.10156),(32 267.73257),(33 269.038),(34 271.50558),(35 267.44714),(36 269.93344),(37 277.19702),(38 271.3913),(39 274.28378),(40 276.08075),(41 271.0296),(42 269.30515),(43 275.67624),(44 272.50073),(45 271.55984),(46 275.13553),(47 271.59637),(48 272.34494),(49 276.33743),(50 274.3666),(51 276.026),(52 278.41974),(53 281.751),(54 284.50186),(55 286.2156),(56 284.92606),(57 285.97305),(58 293.75394),(59 292.02536),(60 290.3471),(61 294.33313),(62 292.1197),(63 292.16498),(64 297.77267),(65 296.4909),(66 296.00882),(67 298.38998),(68 295.86987),(69 297.31808),(70 298.1542),(71 294.9417),(72 296.80542),(73 294.20877),(74 288.9024),(75 289.11758),(76 287.38962),(77 284.55957),(78 294.481),(79 287.44672),
(1 128.19345),(2 166.07677),(3 188.05559),(4 201.45294),(5 214.02658),(6 222.19864),(7 230.13712),(8 236.71298),(9 238.23495),(10 244.5076),(11 249.49945),(12 251.5902),(13 255.18773),(14 261.9441),(15 257.43335),(16 257.531),(17 258.8956),(18 256.38367),(19 257.6585),(20 258.10635),(21 256.39758),(22 256.78006),(23 257.9699),(24 255.5242),(25 257.22226),(26 263.51022),(27 260.38193),(28 262.1112),(29 260.7688),(30 262.26242),(31 265.55344),(32 264.32547),(33 263.0547),(34 265.78),(35 263.68796),(36 266.03897),(37 271.44754),(38 265.6495),(39 266.3562),(40 269.12463),(41 265.02075),(42 266.052),(43 269.44287),(44 266.05652),(45 264.96506),(46 269.59744),(47 265.2516),(48 265.98065),(49 269.16827),(50 266.62994),(51 268.6118),(52 271.87344),(53 272.83325),(54 273.40784),(55 276.5282),(56 277.23734),(57 281.0584),(58 288.19394),(59 287.7822),(60 288.53864),(61 294.3635),(62 291.03604),(63 292.34793),(64 295.24057),(65 295.15106),(66 293.68808),(67 295.9274),(68 295.23734),(69 297.73853),(70 298.7962),(71 292.80746),(72 289.7805),(73 289.1788),(74 284.29935),(75 286.2568),(76 284.18246),(77 286.85806),(78 290.25815),(79 284.96255),
(1 121.69857),(2 156.82863),(3 181.06703),(4 196.68835),(5 206.1152),(6 213.37088),(7 221.23038),(8 227.13353),(9 228.4893),(10 232.294),(11 237.49431),(12 239.91934),(13 244.06766),(14 249.26729),(15 243.16266),(16 242.738),(17 242.31985),(18 239.77603),(19 238.15662),(20 241.18797),(21 243.67076),(22 244.49649),(23 245.0074),(24 245.37308),(25 245.543),(26 250.9879),(27 247.372),(28 249.98068),(29 247.14009),(30 247.4277),(31 252.93002),(32 252.29727),(33 249.292),(34 252.10919),(35 248.81166),(36 251.00896),(37 252.79916),(38 254.44167),(39 254.82509),(40 255.76465),(41 253.26418),(42 256.5253),(43 258.3369),(44 256.5984),(45 256.89847),(46 256.6517),(47 255.86539),(48 258.4079),(49 265.62503),(50 264.6309),(51 267.85263),(52 269.4325),(53 267.9913),(54 270.37003),(55 271.38998),(56 270.6494),(57 274.81628),(58 284.0657),(59 280.94916),(60 281.83902),(61 285.4556),(62 284.33264),(63 283.5938),(64 286.62604),(65 283.70178),(66 283.4345),(67 284.80545),(68 282.57898),(69 281.53702),(70 281.30872),(71 279.48486),(72 280.47766),(73 281.803),(74 276.04126),(75 274.32217),(76 274.77017),(77 275.85794),(78 279.7174),(79 274.83185),
(1 123.37456),(2 161.15837),(3 181.31308),(4 196.478),(5 205.75333),(6 215.60283),(7 223.30353),(8 231.48842),(9 233.23262),(10 237.2184),(11 242.9298),(12 242.47987),(13 245.7304),(14 251.20984),(15 249.02122),(16 247.01373),(17 249.70016),(18 248.40619),(19 247.1358),(20 247.59518),(21 245.3965),(22 244.82545),(23 245.07172),(24 244.6813),(25 244.12645),(26 249.4403),(27 245.13939),(28 246.47815),(29 244.39426),(30 246.16414),(31 252.72867),(32 247.5303),(33 248.9489),(34 255.82193),(35 252.84012),(36 253.84209),(37 257.2891),(38 255.7714),(39 255.27249),(40 259.1508),(41 253.9816),(42 255.26045),(43 259.03183),(44 256.16833),(45 257.38477),(46 257.99887),(47 255.06323),(48 256.81076),(49 260.3057),(50 260.8574),(51 263.6428),(52 266.19156),(53 265.2112),(54 264.92587),(55 269.58957),(56 266.298),(57 270.39597),(58 280.6419),(59 277.63364),(60 279.4056),(61 282.1739),(62 283.57864),(63 285.6168),(64 288.07928),(65 285.25452),(66 284.61697),(67 287.20444),(68 285.2707),(69 284.11826),(70 285.27606),(71 282.34622),(72 283.05264),(73 282.922),(74 279.03183),(75 278.11078),(76 279.4736),(77 279.56494),(78 285.33145),(79 276.3909),
(1 121.41885),(2 157.78229),(3 176.91255),(4 194.41913),(5 205.41606),(6 210.89072),(7 219.72758),(8 228.85085),(9 230.18791),(10 232.69789),(11 237.10504),(12 239.62193),(13 243.92781),(14 249.80603),(15 248.45955),(16 247.69116),(17 246.40642),(18 245.12218),(19 243.03758),(20 245.06905),(21 243.30971),(22 241.2384),(23 244.26237),(24 242.75282),(25 246.30527),(26 250.5985),(27 245.79285),(28 245.99564),(29 241.6312),(30 241.22769),(31 246.22073),(32 243.38136),(33 248.53474),(34 250.69124),(35 245.01094),(36 249.08672),(37 250.53244),(38 246.83357),(39 247.15701),(40 250.9633),(41 248.92339),(42 249.42992),(43 252.21344),(44 252.21208),(45 252.7851),(46 253.7644),(47 251.55139),(48 252.94116),(49 260.08063),(50 258.66263),(51 262.08725),(52 263.6925),(53 262.66776),(54 261.2956),(55 263.7567),(56 265.2915),(57 267.73993),(58 275.1955),(59 274.4296),(60 278.397),(61 279.55722),(62 279.12582),(63 280.01175),(64 282.7294),(65 280.16406),(66 279.98953),(67 284.26614),(68 282.23288),(69 281.51694),(70 282.25348),(71 279.5738),(72 277.75638),(73 280.73325),(74 275.02866),(75 273.8127),(76 276.41855),(77 275.40842),(78 281.73367),(79 277.07095),
(1 120.54246),(2 155.41792),(3 174.40138),(4 189.62814),(5 199.49663),(6 204.88478),(7 212.0622),(8 220.38382),(9 224.3184),(10 226.78804),(11 232.05585),(12 232.63629),(13 237.25287),(14 242.60667),(15 238.37874),(16 239.56577),(17 238.28564),(18 236.20856),(19 234.25035),(20 236.77094),(21 235.6785),(22 235.32677),(23 236.37085),(24 236.20947),(25 236.27283),(26 242.53441),(27 238.02263),(28 239.39),(29 237.13002),(30 237.21227),(31 243.3584),(32 242.05339),(33 245.53596),(34 245.93777),(35 240.19447),(36 244.24632),(37 247.61354),(38 243.36453),(39 245.93216),(40 249.73735),(41 245.51175),(42 244.439),(43 246.90448),(44 246.06627),(45 245.19897),(46 248.60847),(47 244.4113),(48 243.52577),(49 246.98601),(50 246.45801),(51 249.64139),(52 251.81905),(53 252.82799),(54 252.76251),(55 255.79971),(56 258.30505),(57 261.91486),(58 267.3011),(59 265.3812),(60 269.21384),(61 270.46945),(62 268.49927),(63 270.21075),(64 275.32654),(65 274.6728),(66 274.0095),(67 275.92773),(68 277.20108),(69 275.31784),(70 278.58133),(71 277.36102),(72 276.31445),(73 275.77908),(74 273.31113),(75 270.3122),(76 269.3277),(77 270.68777),(78 274.30405),(79 266.49023),
(1 119.10908),(2 150.55318),(3 169.85527),(4 183.91216),(5 193.59871),(6 200.60266),(7 208.82773),(8 215.77948),(9 218.38788),(10 222.27307),(11 230.05504),(12 231.73286),(13 234.0713),(14 239.45479),(15 235.7533),(16 234.15901),(17 233.63423),(18 230.50728),(19 229.66312),(20 230.12761),(21 229.0374),(22 227.42375),(23 228.25285),(24 230.13635),(25 228.95917),(26 235.37886),(27 234.47758),(28 234.59972),(29 234.23013),(30 232.629),(31 235.58298),(32 233.48477),(33 235.62984),(34 238.11203),(35 233.70563),(36 234.32547),(37 237.1799),(38 236.0364),(39 237.98131),(40 240.45387),(41 237.16109),(42 236.16881),(43 241.32826),(44 240.4208),(45 239.25706),(46 241.05823),(47 239.07138),(48 238.56374),(49 244.40419),(50 244.62535),(51 246.53136),(52 249.90062),(53 250.49013),(54 255.83067),(55 259.08286),(56 260.79297),(57 263.939),(58 271.37286),(59 268.56512),(60 268.42795),(61 272.42462),(62 271.74994),(63 274.4627),(64 276.5327),(65 274.2462),(66 276.11905),(67 276.537),(68 274.82544),(69 275.86972),(70 275.26987),(71 274.5635),(72 274.79608),(73 274.54922),(74 270.29916),(75 266.91763),(76 266.8898),(77 266.72147),(78 271.84454),(79 264.97845),
(1 115.82902),(2 146.96315),(3 167.67555),(4 179.53966),(5 190.20894),(6 197.72795),(7 206.21407),(8 211.99318),(9 215.7628),(10 222.12541),(11 227.9166),(12 229.55069),(13 233.0151),(14 237.01651),(15 235.09898),(16 236.98628),(17 236.44456),(18 232.08925),(19 229.13528),(20 232.16643),(21 229.79135),(22 228.58398),(23 228.45459),(24 227.79094),(25 226.34608),(26 228.1561),(27 227.35466),(28 227.57109),(29 228.40175),(30 226.268),(31 231.45741),(32 229.63013),(33 232.1726),(34 235.64893),(35 231.80258),(36 232.24536),(37 235.38322),(38 234.37976),(39 233.47992),(40 237.6688),(41 232.5157),(42 232.64978),(43 235.44841),(44 233.14644),(45 233.058),(46 235.96338),(47 235.42114),(48 235.75322),(49 241.54018),(50 243.71779),(51 243.75758),(52 243.83),(53 243.29454),(54 246.80156),(55 246.22948),(56 248.1494),(57 250.52052),(58 259.45483),(59 258.019),(60 257.63123),(61 260.71622),(62 257.77924),(63 259.5841),(64 262.66568),(65 264.88275),(66 263.62912),(67 264.89008),(68 261.56796),(69 264.99893),(70 262.36795),(71 260.02927),(72 257.88998),(73 259.0198),(74 255.19705),(75 252.417),(76 253.57817),(77 254.37364),(78 258.224),(79 252.86668),
(1 115.71981),(2 149.6093),(3 170.1475),(4 184.01305),(5 191.84328),(6 197.88324),(7 204.67192),(8 212.88477),(9 217.63666),(10 221.48254),(11 225.33568),(12 227.92227),(13 230.65732),(14 233.30641),(15 232.29924),(16 233.44438),(17 233.79396),(18 230.21301),(19 230.14856),(20 231.2111),(21 230.62454),(22 230.99171),(23 229.7668),(24 229.87859),(25 233.07196),(26 237.01385),(27 232.11098),(28 233.92188),(29 234.34831),(30 232.2969),(31 234.51573),(32 233.25354),(33 236.14604),(34 238.15344),(35 235.47495),(36 235.625),(37 239.15215),(38 235.78012),(39 236.1852),(40 239.42574),(41 235.7691),(42 237.82011),(43 239.24588),(44 238.76627),(45 237.57883),(46 238.8361),(47 236.16943),(48 236.47845),(49 240.94565),(50 239.7979),(51 240.78905),(52 242.52998),(53 242.44511),(54 245.96968),(55 247.24068),(56 249.07047),(57 252.60342),(58 256.55276),(59 253.62262),(60 258.15628),(61 260.41733),(62 259.82062),(63 260.70313),(64 261.62225),(65 263.9556),(66 265.8699),(67 267.2571),(68 264.99658),(69 268.04227),(70 263.74948),(71 261.72522),(72 262.62683),(73 260.919),(74 256.9082),(75 254.91515),(76 255.24808),(77 253.64409),(78 261.35202),(79 257.3148),
(1 115.04987),(2 145.26126),(3 165.0865),(4 180.69504),(5 188.5594),(6 192.7874),(7 201.41545),(8 210.44403),(9 215.04388),(10 216.63484),(11 220.98384),(12 224.68855),(13 226.72128),(14 230.07303),(15 227.7389),(16 228.95105),(17 230.68834),(18 228.87387),(19 228.42345),(20 232.17264),(21 230.92809),(22 228.23338),(23 232.0129),(24 232.7856),(25 232.44572),(26 239.13145),(27 236.13477),(28 237.52321),(29 236.80197),(30 237.91917),(31 238.57816),(32 237.20752),(33 235.48613),(34 235.72987),(35 231.98743),(36 234.24013),(37 236.86514),(38 236.67044),(39 237.70355),(40 239.25969),(41 237.09718),(42 235.54005),(43 237.03581),(44 235.09666),(45 234.5277),(46 235.70782),(47 233.16243),(48 233.97266),(49 239.34367),(50 241.31744),(51 244.27904),(52 247.43497),(53 244.50775),(54 248.00415),(55 249.31882),(56 252.33058),(57 252.494),(58 260.32706),(59 259.40894),(60 258.6539),(61 262.663),(62 262.95242),(63 261.687),(64 265.66055),(65 265.046),(66 266.8725),(67 268.5828),(68 265.6834),(69 265.8378),(70 265.54846),(71 262.98187),(72 262.41135),(73 260.64328),(74 258.48035),(75 256.723),(76 259.60345),(77 259.47446),(78 266.80515),(79 262.47192),
(1 112.748024),(2 141.07458),(3 161.73602),(4 176.863),(5 185.8159),(6 191.07903),(7 196.87917),(8 202.2983),(9 206.88948),(10 207.56444),(11 212.6907),(12 213.88286),(13 217.39996),(14 220.97388),(15 216.53726),(16 218.09859),(17 219.14279),(18 218.78613),(19 219.0446),(20 220.88443),(21 218.5781),(22 217.33998),(23 219.4751),(24 218.75699),(25 218.4725),(26 225.74155),(27 222.5663),(28 223.16333),(29 221.9991),(30 223.43956),(31 227.62186),(32 225.22821),(33 224.14497),(34 225.50314),(35 222.32127),(36 225.95834),(37 228.53677),(38 227.37772),(39 229.66043),(40 232.40918),(41 231.16982),(42 231.34254),(43 234.53642),(44 230.34114),(45 229.01091),(46 230.80714),(47 228.97438),(48 231.77946),(49 235.52992),(50 233.70416),(51 234.90742),(52 238.99944),(53 235.11714),(54 238.34314),(55 238.08383),(56 238.59518),(57 239.82242),(58 246.42065),(59 245.22293),(60 248.24408),(61 252.47353),(62 252.36247),(63 253.35616),(64 254.23134),(65 254.24162),(66 254.00075),(67 255.92088),(68 256.01572),(69 254.97208),(70 252.78226),(71 246.97853),(72 246.83405),(73 246.59657),(74 241.78043),(75 240.00125),(76 243.40326),(77 244.23427),(78 249.97563),(79 246.34087),
(1 113.07725),(2 141.58585),(3 160.54181),(4 175.35474),(5 182.29881),(6 188.75789),(7 195.48567),(8 200.75157),(9 205.49341),(10 209.25417),(11 213.499),(12 216.01083),(13 221.14899),(14 222.74756),(15 220.83627),(16 222.2452),(17 224.40042),(18 223.51735),(19 222.52069),(20 224.18474),(21 222.43774),(22 222.08517),(23 222.05559),(24 219.89833),(25 221.96494),(26 228.53972),(27 222.4903),(28 224.13237),(29 222.61264),(30 221.99103),(31 226.16548),(32 224.70978),(33 222.50146),(34 225.44983),(35 221.74934),(36 225.51103),(37 227.90262),(38 225.3402),(39 224.86511),(40 229.35516),(41 228.6944),(42 226.94572),(43 228.74925),(44 226.6811),(45 228.28415),(46 230.09633),(47 229.17381),(48 230.05229),(49 235.5434),(50 234.87921),(51 237.92963),(52 240.6611),(53 242.90956),(54 243.53448),(55 243.39737),(56 245.16487),(57 246.5819),(58 251.72032),(59 249.56418),(60 252.96494),(61 253.9149),(62 253.16493),(63 252.63147),(64 255.49069),(65 254.19196),(66 252.27263),(67 256.1118),(68 253.67892),(69 251.93808),(70 251.88298),(71 249.75671),(72 248.97633),(73 247.52472),(74 243.96779),(75 241.41418),(76 242.71599),(77 244.20714),(78 249.6024),(79 245.03415),
(1 109.09451),(2 135.11494),(3 156.21913),(4 170.92133),(5 178.80429),(6 185.71313),(7 191.20647),(8 198.33241),(9 201.21094),(10 205.32133),(11 209.71811),(12 211.28726),(13 215.23076),(14 216.36293),(15 216.08426),(16 217.77603),(17 219.5443),(18 216.60922),(19 216.15753),(20 217.99423),(21 216.6929),(22 216.26097),(23 215.2678),(24 217.00203),(25 218.93217),(26 224.71838),(27 220.63509),(28 221.46246),(29 221.1706),(30 222.58577),(31 228.2795),(32 224.60645),(33 227.65744),(34 228.08173),(35 224.68533),(36 227.1112),(37 229.4193),(38 226.72816),(39 226.29878),(40 229.37804),(41 226.93886),(42 225.5635),(43 228.00188),(44 224.653),(45 227.34882),(46 229.6489),(47 224.43253),(48 226.78064),(49 230.41809),(50 228.74397),(51 230.98062),(52 233.13005),(53 236.83704),(54 238.66063),(55 241.43454),(56 241.68488),(57 241.52919),(58 249.0849),(59 246.65205),(60 248.8617),(61 251.98396),(62 249.67041),(63 251.17949),(64 256.37015),(65 253.87096),(66 253.84514),(67 254.86597),(68 253.05905),(69 251.99892),(70 254.09866),(71 250.24493),(72 248.68105),(73 249.32965),(74 242.95609),(75 238.95935),(76 238.65726),(77 242.56122),(78 246.24179),(79 239.71628),
(1 108.1371),(2 135.79463),(3 157.10713),(4 171.42715),(5 179.12123),(6 186.28194),(7 194.0064),(8 200.55138),(9 202.05833),(10 204.32822),(11 208.36005),(12 210.06573),(13 213.76501),(14 216.96687),(15 214.83289),(16 217.57904),(17 218.45157),(18 215.29834),(19 215.9767),(20 217.7268),(21 216.5937),(22 213.53326),(23 213.30795),(24 215.26862),(25 218.4074),(26 223.506),(27 220.08539),(28 223.27162),(29 221.82869),(30 222.62752),(31 226.66641),(32 225.532),(33 229.04248),(34 231.32304),(35 228.66347),(36 229.08072),(37 231.49883),(38 229.37976),(39 227.31538),(40 230.93536),(41 228.28395),(42 228.70963),(43 228.40909),(44 226.17575),(45 226.05774),(46 226.90845),(47 226.03676),(48 227.35089),(49 230.97868),(50 229.70676),(51 231.98183),(52 234.62668),(53 235.90721),(54 236.72357),(55 236.2957),(56 237.79118),(57 240.51833),(58 245.50288),(59 245.59247),(60 246.63806),(61 249.91232),(62 248.82806),(63 250.56104),(64 254.48239),(65 251.85828),(66 252.85118),(67 256.20743),(68 253.12933),(69 252.88206),(70 251.81169),(71 250.2404),(72 249.60501),(73 248.42703),(74 247.72528),(75 244.75278),(76 245.34535),(77 247.63086),(78 252.1695),(79 245.1681),
