1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42310),(2 145035.33),(3 293235.03),(4 474195.4),(5 685841.1),(6 920195.56),(7 1180534.6),(8 1454106.1),(9 1738944),(10 2021669),(11 2325876.8),(12 2626483.3),(13 2945060.8),(14 3318008.8),(15 3662193.3),(16 4003091.8),(17 4354598),(18 4766065.5),(19 5180551),(20 5612792),(21 6035608.5),(22 6465682),(23 6814402.5),(24 7170707.5),(25 7507366),(26 7934040),(27 8296270.5),(28 8631531),(29 8975224),(30 9343967),(31 9778355),(32 10238506),(33 10677817),(34 11117845),(35 11550829),(36 11959395),(37 12336165),(38 12737316),(39 13132739),(40 13501283),(41 13849568),(42 14177684),(43 14406405),(44 14583483),(45 14778797),(46 14959700),(47 15089005),(48 15235477),(49 15404003),(50 15631077),(51 15817987),(52 16077040),(53 16136013),(54 16251912),(55 16361203),(56 16545389),(57 16845690),(58 17281406),(59 17642258),(60 18139006),(61 18541510),(62 18909680),(63 19239282),(64 19624306),(65 20030190),(66 20528198),(67 21075858),(68 21648238),(69 22198484),(70 22744256),(71 23213330),(72 23643686),(73 24043386),(74 24490032),(75 24948898),(76 25417360),(77 25886016),(78 26326064),(79 26714914),
(1 72606.2),(2 273051),(3 570096.6),(4 954199.8),(5 1404892.8),(6 1901272.8),(7 2420522.5),(8 2943996.8),(9 3482308.5),(10 4018278.3),(11 4532939),(12 5022316.5),(13 5489707),(14 5929898.5),(15 6323470),(16 6669367.5),(17 7011072.5),(18 7327945.5),(19 7636858.5),(20 7921618),(21 8207474),(22 8456134),(23 8656078),(24 8815082),(25 8941451),(26 9041538),(27 9119883),(28 9166799),(29 9216733),(30 9234798),(31 9244853),(32 9242936),(33 9236214),(34 9199425),(35 9147149),(36 9063158),(37 8969091),(38 8828686),(39 8688576),(40 8568320),(41 8480844),(42 8403151),(43 8323673),(44 8271840),(45 8270348.5),(46 8299340.5),(47 8368089),(48 8445555),(49 8596113),(50 8749699),(51 8911378),(52 9133715),(53 9390802),(54 9695055),(55 10058200),(56 10435439),(57 10885933),(58 11342604),(59 11775613),(60 12180936),(61 12580199),(62 12974961),(63 13319218),(64 13627427),(65 13923558),(66 14167072),(67 14360683),(68 14538589),(69 14726367),(70 14877270),(71 15017784),(72 15160846),(73 15290311),(74 15471873),(75 15611520),(76 15743418),(77 15863104),(78 15905358),(79 15911467),
(1 64945.137),(2 233810.45),(3 480607),(4 787685.06),(5 1147968.5),(6 1545440),(7 1970593.1),(8 2420144.8),(9 2919560),(10 3427243.3),(11 3958727),(12 4487945.5),(13 5016100),(14 5545493.5),(15 6022168.5),(16 6439825.5),(17 6848159.5),(18 7197376),(19 7523579.5),(20 7815145.5),(21 8092098),(22 8323886.5),(23 8495764),(24 8653685),(25 8782993),(26 8906903),(27 9017126),(28 9106981),(29 9189333),(30 9242081),(31 9301385),(32 9330753),(33 9353665),(34 9350337),(35 9315901),(36 9257932),(37 9192102),(38 9123839),(39 9080131),(40 9050444),(41 9049707),(42 9077267),(43 9111440),(44 9168745),(45 9258239),(46 9381097),(47 9508795),(48 9620994),(49 9753569),(50 9875109),(51 9964444),(52 10028051),(53 10072319),(54 10133013),(55 10190451),(56 10259593),(57 10388871),(58 10546893),(59 10709261),(60 10899369),(61 11101819),(62 11340493),(63 11545344),(64 11761145),(65 11980883),(66 12202027),(67 12412077),(68 12591623),(69 12793588),(70 12970488),(71 13130872),(72 13293531),(73 13462093),(74 13687015),(75 13876464),(76 14067207),(77 14262083),(78 14431545),(79 14560621),
(1 78557.36),(2 290448.7),(3 605398.3),(4 1003998.6),(5 1470629.8),(6 1988793.6),(7 2546618.3),(8 3116069.8),(9 3709672),(10 4296359.5),(11 4852895),(12 5382108),(13 5847735),(14 6275262.5),(15 6612095.5),(16 6870921),(17 7067094.5),(18 7197517),(19 7277679.5),(20 7306980.5),(21 7308486.5),(22 7256796),(23 7165120),(24 7067793.5),(25 6964585),(26 6857707.5),(27 6754605),(28 6661156),(29 6571616),(30 6499277.5),(31 6447749),(32 6403895),(33 6371589),(34 6327425.5),(35 6264359),(36 6210078.5),(37 6171942.5),(38 6135872),(39 6115933.5),(40 6123055.5),(41 6158132.5),(42 6224706),(43 6310763.5),(44 6386894),(45 6468519),(46 6527478),(47 6551574.5),(48 6533450),(49 6528604),(50 6545869),(51 6564059.5),(52 6577662.5),(53 6621953.5),(54 6683217.5),(55 6741704.5),(56 6867306),(57 7028708),(58 7223134),(59 7406282),(60 7602859.5),(61 7802381),(62 8023945.5),(63 8242948.5),(64 8473170),(65 8721949),(66 8970673),(67 9261544),(68 9558650),(69 9899510),(70 10258042),(71 10613312),(72 10957235),(73 11295670),(74 11644591),(75 11967459),(76 12255997),(77 12520620),(78 12709110),(79 12823082),
(1 73486.875),(2 269838.97),(3 552783.75),(4 900447.5),(5 1290515.9),(6 1705508.1),(7 2136419),(8 2574517),(9 3020228.8),(10 3454292.3),(11 3871425),(12 4261838.5),(13 4636160.5),(14 4978153.5),(15 5279642),(16 5509337.5),(17 5713060),(18 5877225.5),(19 6012890),(20 6111986),(21 6182967),(22 6218790.5),(23 6210333.5),(24 6194284),(25 6174426),(26 6137281.5),(27 6097636),(28 6056711),(29 6010486),(30 5956882),(31 5893205),(32 5822534.5),(33 5749555),(34 5661748),(35 5580507.5),(36 5520008.5),(37 5507843),(38 5517605),(39 5540973.5),(40 5578804),(41 5619298),(42 5663422.5),(43 5699581),(44 5734094),(45 5789123),(46 5862158.5),(47 5928935.5),(48 6011436),(49 6117539),(50 6230789),(51 6375680.5),(52 6532126.5),(53 6707628),(54 6917885),(55 7120841),(56 7364347.5),(57 7616495.5),(58 7869985.5),(59 8098240),(60 8312100),(61 8543759),(62 8770072),(63 9014724),(64 9263009),(65 9520634),(66 9774070),(67 10034328),(68 10283424),(69 10512252),(70 10748015),(71 10991639),(72 11204419),(73 11412714),(74 11613344),(75 11805597),(76 11989164),(77 12164911),(78 12324566),(79 12448133),
(1 81248.984),(2 291981.9),(3 596583.75),(4 971730.44),(5 1385234.5),(6 1820252.8),(7 2261615.8),(8 2697381.3),(9 3125196.3),(10 3531956.5),(11 3916465.8),(12 4273253),(13 4588787),(14 4867570),(15 5078399.5),(16 5245904.5),(17 5373697),(18 5459929),(19 5523453.5),(20 5550614),(21 5568650.5),(22 5575945.5),(23 5553272.5),(24 5546499),(25 5537364),(26 5534853.5),(27 5551840),(28 5589385),(29 5646191),(30 5716213.5),(31 5807221.5),(32 5902061),(33 6014684.5),(34 6136219.5),(35 6277756),(36 6422427.5),(37 6576544),(38 6731300.5),(39 6869056.5),(40 6987920.5),(41 7093439.5),(42 7179369.5),(43 7226320),(44 7251010),(45 7254451),(46 7277442),(47 7267638),(48 7275442.5),(49 7313451.5),(50 7368239.5),(51 7437414),(52 7514304.5),(53 7588185),(54 7667720.5),(55 7731198),(56 7810794),(57 7933985),(58 8052578.5),(59 8133741),(60 8220893.5),(61 8313843),(62 8389673),(63 8474811),(64 8564718),(65 8654684),(66 8736219),(67 8825050),(68 8932443),(69 9064669),(70 9224098),(71 9405079),(72 9601821),(73 9820264),(74 10033604),(75 10228928),(76 10416568),(77 10591822),(78 10753276),(79 10876767),
(1 73994.63),(2 269206.6),(3 547059.6),(4 886850.94),(5 1260869.8),(6 1654009.4),(7 2049982.1),(8 2431651.8),(9 2797057.5),(10 3136772.5),(11 3452118.5),(12 3738329),(13 4002615.8),(14 4244241),(15 4442531),(16 4605251),(17 4748069),(18 4866768.5),(19 4958461),(20 5037515.5),(21 5120704),(22 5206999.5),(23 5281780.5),(24 5376569),(25 5482125),(26 5578110),(27 5679864.5),(28 5773255.5),(29 5866453),(30 5959734),(31 6052781),(32 6142314.5),(33 6246583),(34 6353253.5),(35 6454757.5),(36 6547536.5),(37 6632817.5),(38 6711640),(39 6738442.5),(40 6743155.5),(41 6726900.5),(42 6690779.5),(43 6626176.5),(44 6567672.5),(45 6520029),(46 6501145.5),(47 6485434),(48 6491528.5),(49 6515362),(50 6520021.5),(51 6537004.5),(52 6571816),(53 6615443.5),(54 6685874),(55 6758392),(56 6831175.5),(57 6914625),(58 6988532.5),(59 7020871),(60 7064066.5),(61 7122712),(62 7189937),(63 7252973),(64 7332013.5),(65 7438661.5),(66 7544054.5),(67 7646305),(68 7767448.5),(69 7885924.5),(70 8012457.5),(71 8145571.5),(72 8287459.5),(73 8444291),(74 8596750),(75 8752702),(76 8912515),(77 9074301),(78 9219802),(79 9317397),
(1 71960.36),(2 262278.28),(3 533609.75),(4 865488.1),(5 1233083.8),(6 1608931.4),(7 1974676.4),(8 2316563.5),(9 2633831.3),(10 2933135.3),(11 3201954),(12 3432417),(13 3634533.3),(14 3798891),(15 3917931.8),(16 4001702.3),(17 4088573.8),(18 4166784),(19 4247611),(20 4346411),(21 4480287.5),(22 4613629.5),(23 4762689.5),(24 4909563.5),(25 5059942),(26 5188935.5),(27 5289114),(28 5361539.5),(29 5415184.5),(30 5455132.5),(31 5484323.5),(32 5516192),(33 5569131),(34 5621466),(35 5686957),(36 5737968.5),(37 5792633),(38 5833898.5),(39 5837293.5),(40 5816114),(41 5761360.5),(42 5675582.5),(43 5575003),(44 5459373.5),(45 5358063.5),(46 5272915.5),(47 5191084.5),(48 5146414),(49 5145792),(50 5180335),(51 5246083),(52 5345722),(53 5458915.5),(54 5574579),(55 5657661.5),(56 5730222),(57 5805901.5),(58 5873782),(59 5884638),(60 5901778.5),(61 5922871.5),(62 5963590),(63 6019874),(64 6118564),(65 6254849),(66 6406239.5),(67 6583074),(68 6775590),(69 6962101),(70 7142215),(71 7298838.5),(72 7465790),(73 7609890),(74 7745251),(75 7870513),(76 7980957),(77 8076969.5),(78 8154765.5),(79 8180401),
(1 70807.57),(2 258021),(3 517073.94),(4 829943.9),(5 1169332),(6 1511605.6),(7 1849004.4),(8 2168857),(9 2471020.5),(10 2758601.5),(11 3025827),(12 3264192.5),(13 3471098.3),(14 3661694.5),(15 3833002.3),(16 3990602.5),(17 4151978.3),(18 4291484.5),(19 4425367.5),(20 4547621),(21 4666811.5),(22 4768105.5),(23 4835005),(24 4883510.5),(25 4892763),(26 4892515),(27 4875738.5),(28 4832049.5),(29 4782467),(30 4729782.5),(31 4663228.5),(32 4589893),(33 4535533.5),(34 4493670),(35 4456237.5),(36 4425916),(37 4409232.5),(38 4396945.5),(39 4377456),(40 4367689),(41 4342459),(42 4308581.5),(43 4271847.5),(44 4228796),(45 4193599.5),(46 4168808.8),(47 4146154.3),(48 4147136.5),(49 4167113.3),(50 4196706.5),(51 4232909.5),(52 4280697),(53 4326961.5),(54 4364233),(55 4387633),(56 4423892.5),(57 4477170),(58 4516112.5),(59 4549804),(60 4589214),(61 4644645),(62 4720983),(63 4810680),(64 4923082.5),(65 5036718.5),(66 5145430),(67 5252763),(68 5361325),(69 5465819),(70 5554466.5),(71 5646485.5),(72 5735926),(73 5819804),(74 5903324.5),(75 5986964),(76 6076976),(77 6169718),(78 6263057.5),(79 6355913),
(1 63878.258),(2 230574.31),(3 459754.7),(4 729759.5),(5 1016265.4),(6 1295897.5),(7 1565324.8),(8 1815818.9),(9 2049036.8),(10 2271290),(11 2467612.5),(12 2629176.5),(13 2777846),(14 2919317),(15 3056374),(16 3190582.8),(17 3355159.5),(18 3524963.3),(19 3699327),(20 3866650.8),(21 4028079.8),(22 4188136.5),(23 4302481),(24 4401200.5),(25 4469466),(26 4505817),(27 4520194),(28 4507170),(29 4468634),(30 4411938),(31 4363804),(32 4313459),(33 4273271),(34 4238120),(35 4204790),(36 4176769.3),(37 4144184),(38 4112025),(39 4061483.5),(40 4005938.8),(41 3941120),(42 3881302.5),(43 3810021.8),(44 3769826),(45 3748662),(46 3762676),(47 3791372.8),(48 3854292),(49 3943401.3),(50 4041531.8),(51 4149363.5),(52 4274033),(53 4393017.5),(54 4522703),(55 4641289),(56 4758118),(57 4875919),(58 4968583.5),(59 5042600),(60 5101421),(61 5153632.5),(62 5214678),(63 5284279),(64 5353583.5),(65 5416878.5),(66 5473365),(67 5525835.5),(68 5590141.5),(69 5681944.5),(70 5769405),(71 5873948),(72 5991172),(73 6098263.5),(74 6216974),(75 6325683),(76 6417055),(77 6493143),(78 6542522.5),(79 6577332),
(1 62965.64),(2 225377.33),(3 449431.3),(4 711684.2),(5 987219.25),(6 1254727),(7 1501926),(8 1727864.6),(9 1932580.4),(10 2120164),(11 2294264),(12 2455641.5),(13 2612847.5),(14 2773154.5),(15 2913962.5),(16 3044070),(17 3176397.5),(18 3292510),(19 3402341.5),(20 3502326),(21 3598747.3),(22 3683594),(23 3743316.3),(24 3796048.5),(25 3829682.3),(26 3844435),(27 3847766),(28 3849095),(29 3838802.3),(30 3823555.5),(31 3813791.5),(32 3801749.5),(33 3797911),(34 3787071.5),(35 3775533.8),(36 3759487.3),(37 3743725),(38 3720317.5),(39 3679262.8),(40 3649708.5),(41 3617722),(42 3612119.3),(43 3620625),(44 3671735.3),(45 3754011.3),(46 3853685.5),(47 3959623),(48 4090177.8),(49 4218599.5),(50 4332687.5),(51 4439995),(52 4538933.5),(53 4618337.5),(54 4704048),(55 4779461),(56 4845342.5),(57 4919889),(58 4981842),(59 5032190.5),(60 5100773),(61 5185502.5),(62 5291355.5),(63 5394278.5),(64 5509764.5),(65 5627509.5),(66 5736599.5),(67 5851488),(68 5947832),(69 6033781),(70 6117021.5),(71 6212298.5),(72 6309948),(73 6406633.5),(74 6533496),(75 6639604),(76 6739287.5),(77 6829226.5),(78 6892332),(79 6954538),
(1 55771.26),(2 198696.2),(3 399083.2),(4 635975.3),(5 889519),(6 1139236.9),(7 1366514.6),(8 1566735.1),(9 1745482.8),(10 1891873.5),(11 2011831.1),(12 2106495.3),(13 2187006),(14 2247632.5),(15 2291169.8),(16 2327962),(17 2365043.8),(18 2400185.3),(19 2447156),(20 2492732.8),(21 2546116.3),(22 2595065.3),(23 2638822.8),(24 2680672),(25 2725637),(26 2779126.8),(27 2812572.5),(28 2827375.3),(29 2828325.3),(30 2812359.8),(31 2778441),(32 2729267.8),(33 2685197.3),(34 2647980),(35 2615578),(36 2602082.8),(37 2607153.8),(38 2616430.5),(39 2629308),(40 2634889.3),(41 2635910.8),(42 2652129.8),(43 2673936.5),(44 2710187.5),(45 2759823),(46 2819751),(47 2862124.3),(48 2901409),(49 2938047.8),(50 2972975.5),(51 2998054.8),(52 3044700.3),(53 3097185),(54 3175907.5),(55 3262313.8),(56 3349469.8),(57 3443852),(58 3529620.8),(59 3600918.8),(60 3673120.3),(61 3747929.3),(62 3811065.8),(63 3856122),(64 3907782.5),(65 3950995.3),(66 3994292),(67 4031773.3),(68 4071799.3),(69 4119441.3),(70 4175145.5),(71 4238193.5),(72 4320991.5),(73 4416423.5),(74 4534663.5),(75 4642967),(76 4732994.5),(77 4827994.5),(78 4893829.5),(79 4953084.5),
(1 61055.125),(2 218808.06),(3 438563.78),(4 697271.25),(5 971710.75),(6 1233306.5),(7 1470863.5),(8 1677358.9),(9 1858295.3),(10 2022990),(11 2163391.8),(12 2284414.3),(13 2376493.5),(14 2457906.3),(15 2515823),(16 2566558.3),(17 2609600.3),(18 2643881.3),(19 2676425),(20 2695453.8),(21 2718859.8),(22 2744032.3),(23 2767224.5),(24 2781932),(25 2786167.3),(26 2785380.3),(27 2782197.3),(28 2779335.5),(29 2787932.5),(30 2810300),(31 2852171),(32 2918995.3),(33 3011689),(34 3121740.3),(35 3234463),(36 3339913),(37 3430732.5),(38 3489410),(39 3524694.3),(40 3536592),(41 3538370.3),(42 3534585.8),(43 3517493),(44 3498307),(45 3482478),(46 3476492.8),(47 3467331),(48 3478225.8),(49 3502436),(50 3553065),(51 3608039.8),(52 3677913.5),(53 3754698.3),(54 3863084.5),(55 3990694.3),(56 4128539.5),(57 4272371.5),(58 4410318),(59 4520951.5),(60 4609006),(61 4671014),(62 4712999.5),(63 4739321),(64 4777899.5),(65 4827471),(66 4880962),(67 4951397.5),(68 5026482),(69 5116129.5),(70 5223714),(71 5323602),(72 5414107.5),(73 5495755),(74 5563584),(75 5595593.5),(76 5605825.5),(77 5587488.5),(78 5549678),(79 5514750.5),
(1 58898.004),(2 205895.44),(3 403561.06),(4 623474.9),(5 839727.25),(6 1035154.3),(7 1200358.8),(8 1337966),(9 1466270.5),(10 1590849.5),(11 1718202.4),(12 1840751.1),(13 1948166.9),(14 2047000.9),(15 2127827.3),(16 2186737.8),(17 2243312.5),(18 2291176.3),(19 2342557.3),(20 2400073),(21 2453878.8),(22 2495511.8),(23 2528212),(24 2553236.8),(25 2571338.5),(26 2598007.5),(27 2621025.5),(28 2647814),(29 2689066),(30 2726299.5),(31 2765556.5),(32 2800583.5),(33 2834099.3),(34 2860571.3),(35 2885950.5),(36 2918553),(37 2951885.3),(38 2986572.8),(39 3020918.5),(40 3054233.8),(41 3077173.3),(42 3090464.3),(43 3098945),(44 3109935),(45 3136208),(46 3164243),(47 3188735),(48 3217594.8),(49 3250222.5),(50 3278796.3),(51 3313092),(52 3349622.8),(53 3386746),(54 3432008.5),(55 3464615.8),(56 3494844.3),(57 3538271.3),(58 3584569.3),(59 3644013.8),(60 3704916.8),(61 3771944.3),(62 3844427.3),(63 3894674.5),(64 3936767.3),(65 3965465.3),(66 3973779.8),(67 3982715.5),(68 4009510.8),(69 4044295.8),(70 4085663.8),(71 4118131.8),(72 4143812.8),(73 4143764),(74 4140428.8),(75 4110499.8),(76 4073373.5),(77 4044662.8),(78 4031192.3),(79 4032451.3),
(1 55615.96),(2 194563.05),(3 378706.97),(4 582061.5),(5 784477.1),(6 973097.9),(7 1143360.4),(8 1294021.4),(9 1432748.1),(10 1555306.9),(11 1663050.6),(12 1756899.9),(13 1841999.9),(14 1916586.3),(15 1975169.4),(16 2027757.4),(17 2082571.8),(18 2131344),(19 2179930.8),(20 2229045.3),(21 2278980.5),(22 2328294.3),(23 2362385.8),(24 2384000.3),(25 2392460.8),(26 2401065.5),(27 2403100.5),(28 2402748.8),(29 2409254.8),(30 2410429.3),(31 2416145.5),(32 2427761.5),(33 2456286.5),(34 2492920.5),(35 2531639.8),(36 2574752.5),(37 2614690.5),(38 2641556),(39 2659919.3),(40 2673003),(41 2678436),(42 2678135.8),(43 2683614.5),(44 2696975.5),(45 2726134),(46 2758852),(47 2791653),(48 2824514.5),(49 2862523),(50 2892420),(51 2916690.3),(52 2934623),(53 2943929),(54 2950339.5),(55 2960679.5),(56 2977407.3),(57 3008306.3),(58 3038978.3),(59 3058114.5),(60 3077118.5),(61 3098011),(62 3119982.5),(63 3139201.5),(64 3153970.5),(65 3166651.8),(66 3176748.8),(67 3194663),(68 3218102.5),(69 3254144.8),(70 3300443),(71 3340459),(72 3371446.5),(73 3396196.5),(74 3420932.3),(75 3430522.8),(76 3431035.8),(77 3422457),(78 3408025.5),(79 3387129.5),
(1 60932.254),(2 218156.42),(3 426994.63),(4 661552.6),(5 896593.5),(6 1115918.9),(7 1309399.6),(8 1476997),(9 1618749),(10 1732283),(11 1817023.5),(12 1876361.8),(13 1916213.4),(14 1947937.6),(15 1968758),(16 1990232.8),(17 2028122.1),(18 2068381.4),(19 2120004),(20 2166701.8),(21 2205416.3),(22 2244323.3),(23 2264154.8),(24 2283203.5),(25 2296706.8),(26 2316545.3),(27 2332072),(28 2349386),(29 2367940.5),(30 2388228),(31 2407945),(32 2438765.8),(33 2482269.3),(34 2523782.8),(35 2563172),(36 2596689.5),(37 2629543.8),(38 2663185.5),(39 2693355.8),(40 2728621.5),(41 2755163),(42 2780789.3),(43 2804630.8),(44 2821849),(45 2836317.3),(46 2851605.3),(47 2865220.3),(48 2882886.5),(49 2905192.5),(50 2925332.5),(51 2953576.3),(52 2982671),(53 3014224.3),(54 3055639.5),(55 3097577.3),(56 3152335.8),(57 3222095.8),(58 3300347),(59 3377981.5),(60 3455091.3),(61 3534122.8),(62 3598566.5),(63 3647478.8),(64 3675411.5),(65 3686858.8),(66 3691908),(67 3698683),(68 3719214.5),(69 3744952.5),(70 3768377.5),(71 3796923.8),(72 3821392),(73 3854922),(74 3886535.8),(75 3903168),(76 3906463.8),(77 3903213.8),(78 3883473.8),(79 3847067.8),
(1 53563.24),(2 188110.38),(3 364459.53),(4 559048.3),(5 751830.25),(6 927075.8),(7 1087512.6),(8 1224457.8),(9 1347153.9),(10 1451519.4),(11 1534348.3),(12 1591929.8),(13 1636144.4),(14 1671727.3),(15 1698957.4),(16 1732651),(17 1784509.1),(18 1843873),(19 1917477.8),(20 1982024),(21 2036187.4),(22 2076260.3),(23 2087810.3),(24 2104200.8),(25 2122353),(26 2151613.8),(27 2181238.5),(28 2203774.5),(29 2222610.3),(30 2236577.5),(31 2248464),(32 2256333.3),(33 2267019.5),(34 2283256),(35 2291602.8),(36 2300539.5),(37 2314747),(38 2341849.5),(39 2359629.5),(40 2380628.3),(41 2398498),(42 2427090),(43 2458227.8),(44 2496309.8),(45 2545124.5),(46 2587091.5),(47 2615323),(48 2654561.8),(49 2699163),(50 2738447),(51 2777919),(52 2810627.5),(53 2845157),(54 2891549.3),(55 2935775.8),(56 2988605.8),(57 3040602),(58 3098867.3),(59 3145305.5),(60 3188130.8),(61 3225246.5),(62 3277347.5),(63 3315390.5),(64 3346638),(65 3377711.5),(66 3413515.5),(67 3448374),(68 3496339.8),(69 3543920.8),(70 3598043),(71 3652935.5),(72 3695977.3),(73 3729178),(74 3750861.8),(75 3740184.5),(76 3707391.5),(77 3656435.8),(78 3603122.8),(79 3541442),
(1 51021.945),(2 177549.56),(3 341782.2),(4 518654.22),(5 684287.3),(6 827298.7),(7 939956.44),(8 1025465.6),(9 1100474),(10 1167125.9),(11 1227949.1),(12 1288696),(13 1353556.1),(14 1417357.8),(15 1469144.1),(16 1514044.5),(17 1562211.8),(18 1601139),(19 1649254.4),(20 1700637.9),(21 1748659.5),(22 1801110.4),(23 1850335.5),(24 1918263.5),(25 1981223.9),(26 2042804.3),(27 2097604),(28 2139180.5),(29 2173618.8),(30 2202046.3),(31 2224856.5),(32 2242888),(33 2267579.5),(34 2303370.8),(35 2338015),(36 2370505.5),(37 2413789.3),(38 2459910.8),(39 2493780),(40 2528897.5),(41 2560047.8),(42 2593195.8),(43 2617820.8),(44 2639186.5),(45 2665746.3),(46 2679761.5),(47 2689284.5),(48 2713995.3),(49 2756489.8),(50 2795686.5),(51 2837054.5),(52 2879463.8),(53 2918250.3),(54 2964458.8),(55 3002533),(56 3051437.5),(57 3109659),(58 3171594),(59 3234971.8),(60 3306154),(61 3375520.3),(62 3438133),(63 3480965),(64 3516874.8),(65 3543416.5),(66 3564499.3),(67 3566588.5),(68 3566289),(69 3557300.3),(70 3555989.8),(71 3552873.5),(72 3540836.5),(73 3526240),(74 3510009.5),(75 3477986.3),(76 3426983),(77 3364047),(78 3305482.8),(79 3246264.3),
