1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 331.67432),(2 370.84244),(3 391.4258),(4 414.97345),(5 425.6792),(6 431.24023),(7 445.52072),(8 447.35437),(9 451.98813),(10 460.28424),(11 453.71564),(12 464.43207),(13 465.82068),(14 462.82037),(15 464.6548),(16 460.42044),(17 460.47885),(18 462.39377),(19 456.70517),(20 456.8749),(21 453.3889),(22 446.08255),(23 450.40237),(24 463.99316),(25 461.56705),(26 457.0643),(27 456.66263),(28 466.5568),(29 458.996),(30 452.6411),(31 452.71088),(32 450.36426),(33 449.27515),(34 441.84177),(35 445.24838),(36 453.93756),(37 449.85654),(38 451.54037),(39 451.31525),(40 445.95337),(41 449.5274),(42 446.93668),(43 455.35965),(44 450.49124),(45 449.8154),(46 452.4326),(47 462.07312),(48 473.849),(49 465.6873),(50 465.05804),(51 470.1906),(52 471.00824),(53 464.73434),(54 472.369),(55 472.5784),(56 479.4208),(57 475.71213),(58 480.20093),(59 488.3775),(60 479.38028),(61 483.49036),(62 479.36356),(63 476.87888),(64 475.7045),(65 478.46866),(66 473.257),(67 474.46765),(68 470.60556),(69 468.7065),(70 467.64572),(71 467.48807),(72 456.09924),(73 457.99554),(74 457.76758),(75 454.56805),(76 453.98807),(77 450.88904),(78 451.348),(79 449.77188),
(1 325.00076),(2 364.53976),(3 383.89084),(4 408.62805),(5 421.0301),(6 426.69666),(7 443.08856),(8 444.8646),(9 446.86896),(10 454.00214),(11 450.96524),(12 462.11636),(13 460.8931),(14 453.67285),(15 458.6366),(16 452.91742),(17 456.23456),(18 457.18198),(19 452.89273),(20 454.04736),(21 448.51138),(22 445.47534),(23 447.5595),(24 458.57663),(25 453.24158),(26 454.62744),(27 457.32547),(28 459.72733),(29 451.3345),(30 445.4226),(31 442.18008),(32 440.09412),(33 441.99146),(34 434.51346),(35 441.25),(36 447.00388),(37 440.23807),(38 443.1354),(39 440.0742),(40 430.87637),(41 431.21884),(42 429.3841),(43 432.33282),(44 434.62714),(45 432.66626),(46 435.25717),(47 446.80707),(48 457.2367),(49 452.3032),(50 456.62454),(51 462.76114),(52 464.20926),(53 463.00192),(54 468.77084),(55 465.38373),(56 468.6612),(57 466.47003),(58 466.79724),(59 476.48953),(60 469.2339),(61 473.05585),(62 470.82382),(63 474.36215),(64 471.4802),(65 476.38766),(66 464.8531),(67 467.50674),(68 468.4579),(69 461.31647),(70 455.90417),(71 455.225),(72 449.388),(73 447.39822),(74 445.28134),(75 443.5124),(76 439.32602),(77 436.342),(78 439.22263),(79 440.32364),
(1 321.98993),(2 358.5857),(3 376.69916),(4 398.7407),(5 403.50748),(6 414.5302),(7 432.3882),(8 434.17682),(9 436.62976),(10 444.76666),(11 443.27518),(12 449.29117),(13 446.8127),(14 442.5951),(15 454.97226),(16 442.47665),(17 449.21408),(18 455.5654),(19 451.7894),(20 448.54752),(21 446.5871),(22 438.65805),(23 441.0875),(24 448.26654),(25 444.13797),(26 444.07428),(27 452.33945),(28 452.6021),(29 440.00305),(30 437.73373),(31 437.02673),(32 434.24966),(33 434.21725),(34 430.30133),(35 434.01987),(36 438.1824),(37 437.71896),(38 439.94064),(39 438.5225),(40 429.83313),(41 429.76328),(42 430.83624),(43 432.33408),(44 436.649),(45 437.926),(46 435.96826),(47 439.84195),(48 446.7028),(49 447.16556),(50 454.36078),(51 466.41217),(52 463.00305),(53 463.93298),(54 463.3032),(55 457.76376),(56 464.60202),(57 462.3403),(58 463.35834),(59 466.9704),(60 466.01343),(61 463.14432),(62 459.42053),(63 461.4352),(64 457.68228),(65 463.99353),(66 454.77554),(67 453.70703),(68 456.89056),(69 453.4432),(70 446.8469),(71 443.44806),(72 434.2414),(73 434.15604),(74 431.09897),(75 429.85446),(76 426.61133),(77 420.9711),(78 425.60797),(79 423.84445),
(1 325.34784),(2 357.22644),(3 378.39133),(4 400.8447),(5 401.17432),(6 417.36063),(7 434.27423),(8 434.00394),(9 437.236),(10 448.82144),(11 442.799),(12 447.06546),(13 446.43106),(14 443.06638),(15 455.65466),(16 442.3326),(17 445.26318),(18 451.68152),(19 446.12622),(20 444.01785),(21 446.65005),(22 435.08807),(23 440.63174),(24 445.19492),(25 440.73993),(26 443.28088),(27 444.45013),(28 446.03293),(29 437.101),(30 438.8951),(31 435.83475),(32 433.53006),(33 434.556),(34 427.23386),(35 431.04056),(36 432.11545),(37 433.8706),(38 434.41458),(39 429.29144),(40 427.59412),(41 426.6172),(42 428.1624),(43 430.0089),(44 435.04807),(45 432.25354),(46 430.82098),(47 432.37183),(48 442.36432),(49 440.4481),(50 445.8552),(51 461.10132),(52 448.9506),(53 453.52216),(54 451.33545),(55 444.09845),(56 455.70038),(57 455.13),(58 451.64725),(59 455.8418),(60 461.1918),(61 455.1136),(62 451.222),(63 450.71875),(64 445.74817),(65 453.338),(66 449.2255),(67 443.6918),(68 450.0512),(69 445.875),(70 443.20526),(71 440.85056),(72 433.12302),(73 430.36902),(74 426.82385),(75 428.7833),(76 426.56775),(77 421.91275),(78 422.16428),(79 419.65906),
(1 304.7769),(2 341.84033),(3 358.34665),(4 377.43042),(5 381.68524),(6 390.15152),(7 409.982),(8 405.60214),(9 413.2742),(10 424.75),(11 414.2108),(12 420.47537),(13 424.90704),(14 419.93283),(15 427.41763),(16 417.22885),(17 413.93817),(18 419.2951),(19 414.798),(20 409.74963),(21 413.32706),(22 403.94946),(23 408.37402),(24 415.4848),(25 414.1757),(26 414.43295),(27 413.43503),(28 417.02344),(29 416.30615),(30 419.08777),(31 413.84235),(32 407.85312),(33 414.86987),(34 405.54858),(35 407.41913),(36 411.24008),(37 411.8389),(38 411.7462),(39 405.9537),(40 405.23764),(41 407.53146),(42 402.58762),(43 403.2614),(44 404.32803),(45 405.54504),(46 407.06213),(47 409.1844),(48 422.86536),(49 415.81357),(50 421.565),(51 432.74814),(52 429.66748),(53 428.9011),(54 426.3905),(55 422.04456),(56 437.25476),(57 433.18414),(58 430.9273),(59 436.0399),(60 440.19278),(61 429.57132),(62 432.93564),(63 429.6278),(64 428.70435),(65 432.60223),(66 428.38177),(67 426.23123),(68 428.19897),(69 418.99063),(70 418.36252),(71 421.15012),(72 412.4489),(73 409.17126),(74 407.46683),(75 407.53705),(76 407.98615),(77 399.40335),(78 402.04807),(79 402.31128),
(1 297.29025),(2 336.32935),(3 350.15332),(4 375.97064),(5 381.11014),(6 389.42294),(7 405.74707),(8 404.2073),(9 414.96057),(10 425.63324),(11 417.99905),(12 424.11246),(13 422.30685),(14 420.7207),(15 427.69043),(16 417.10873),(17 413.69992),(18 419.39883),(19 414.98468),(20 410.75342),(21 415.61707),(22 405.55273),(23 407.4066),(24 416.4607),(25 413.1226),(26 409.63144),(27 410.9891),(28 413.02115),(29 411.32776),(30 414.36304),(31 411.32272),(32 406.50867),(33 411.31262),(34 403.9352),(35 405.9903),(36 411.9793),(37 412.22845),(38 413.1691),(39 412.13345),(40 410.0792),(41 411.95404),(42 408.80466),(43 409.4243),(44 410.1859),(45 412.4579),(46 409.0834),(47 414.16235),(48 428.42145),(49 415.86404),(50 420.42566),(51 433.4348),(52 428.55145),(53 427.37152),(54 432.73312),(55 428.79102),(56 438.39053),(57 436.83792),(58 436.875),(59 441.37964),(60 443.06177),(61 435.3508),(62 437.3484),(63 428.49185),(64 435.36737),(65 434.40356),(66 431.31686),(67 431.24222),(68 433.71402),(69 423.6933),(70 423.71164),(71 420.33072),(72 413.1329),(73 410.1711),(74 410.99872),(75 406.73218),(76 405.17892),(77 396.44946),(78 402.17664),(79 401.40552),
(1 282.84586),(2 320.59814),(3 334.96094),(4 358.7164),(5 362.4861),(6 367.83755),(7 386.19965),(8 391.44482),(9 396.74298),(10 401.54993),(11 399.22998),(12 404.66913),(13 408.15598),(14 401.80826),(15 410.76672),(16 399.92667),(17 400.13208),(18 405.11823),(19 400.87653),(20 396.59824),(21 398.5067),(22 394.50574),(23 398.82303),(24 398.35394),(25 402.20526),(26 398.62656),(27 398.875),(28 400.64267),(29 398.1579),(30 398.41492),(31 397.5912),(32 395.47675),(33 398.3096),(34 391.86975),(35 397.6093),(36 398.49945),(37 400.4621),(38 395.7733),(39 395.74335),(40 391.778),(41 395.42917),(42 395.7556),(43 396.4786),(44 399.25934),(45 399.3748),(46 396.2806),(47 403.3701),(48 411.46875),(49 404.5784),(50 406.58304),(51 416.1202),(52 414.4204),(53 415.24152),(54 419.5189),(55 414.71802),(56 419.15466),(57 413.1511),(58 412.5251),(59 420.4834),(60 424.3497),(61 421.82236),(62 422.19516),(63 414.85532),(64 419.8796),(65 419.0216),(66 416.408),(67 421.6456),(68 420.35785),(69 411.9224),(70 411.4558),(71 407.1735),(72 402.7379),(73 398.2646),(74 397.30063),(75 391.4109),(76 389.79233),(77 382.4104),(78 384.07556),(79 384.75204),
(1 279.7588),(2 313.8828),(3 330.60858),(4 354.48178),(5 359.2901),(6 363.3706),(7 381.11826),(8 390.58673),(9 391.69797),(10 394.95026),(11 390.15216),(12 399.4819),(13 401.57718),(14 394.48828),(15 403.3735),(16 397.54248),(17 392.83087),(18 395.48773),(19 396.59372),(20 393.5895),(21 394.45187),(22 388.88678),(23 388.4988),(24 389.83325),(25 385.401),(26 388.11484),(27 387.4029),(28 388.19885),(29 385.30743),(30 385.1927),(31 386.41278),(32 386.1873),(33 385.48972),(34 383.68616),(35 387.69333),(36 389.02307),(37 386.93124),(38 382.88403),(39 380.6204),(40 374.21622),(41 380.3379),(42 384.54898),(43 386.31088),(44 385.25693),(45 381.9105),(46 383.80322),(47 389.6381),(48 400.7288),(49 397.95026),(50 399.30414),(51 410.2013),(52 406.13968),(53 407.3075),(54 408.12878),(55 405.44672),(56 409.28238),(57 407.4303),(58 407.1854),(59 411.16254),(60 415.17603),(61 410.556),(62 413.62726),(63 411.2845),(64 414.29733),(65 410.68417),(66 409.42392),(67 407.76608),(68 407.38373),(69 402.8987),(70 401.67804),(71 402.12894),(72 397.63547),(73 392.6455),(74 390.69742),(75 389.0282),(76 388.5487),(77 383.27466),(78 388.18353),(79 387.48627),
(1 284.90033),(2 315.93515),(3 332.08878),(4 356.1447),(5 362.9971),(6 370.54712),(7 381.63403),(8 386.93854),(9 387.0675),(10 389.98895),(11 387.0246),(12 400.15854),(13 393.17007),(14 392.35382),(15 400.25418),(16 397.16226),(17 390.20047),(18 391.286),(19 389.50903),(20 384.72223),(21 391.27835),(22 382.7672),(23 386.25024),(24 392.53146),(25 384.72263),(26 388.45795),(27 386.2597),(28 387.5022),(29 383.11166),(30 380.13425),(31 380.35754),(32 381.04425),(33 381.56854),(34 382.11172),(35 383.15738),(36 384.60083),(37 385.8753),(38 384.09293),(39 381.54453),(40 379.80905),(41 381.94745),(42 385.9838),(43 383.86655),(44 387.05627),(45 384.2726),(46 385.3326),(47 386.89194),(48 393.81705),(49 394.87622),(50 398.62836),(51 407.84967),(52 407.20953),(53 407.81573),(54 407.76526),(55 404.36847),(56 410.2504),(57 410.065),(58 411.1921),(59 413.45688),(60 417.82425),(61 414.0543),(62 414.3168),(63 413.80484),(64 411.29965),(65 408.34415),(66 407.94656),(67 404.91064),(68 405.1972),(69 400.3383),(70 402.51532),(71 399.92596),(72 393.43527),(73 393.29095),(74 389.9993),(75 391.0793),(76 389.69028),(77 386.07596),(78 389.28085),(79 391.31302),
(1 272.74133),(2 307.63812),(3 320.42426),(4 346.68002),(5 352.48206),(6 363.6953),(7 371.261),(8 377.2348),(9 376.67844),(10 382.90457),(11 378.1576),(12 392.96387),(13 384.78137),(14 382.0377),(15 388.40338),(16 385.57977),(17 387.3907),(18 387.30563),(19 385.1815),(20 382.57654),(21 382.6469),(22 374.78436),(23 378.3885),(24 387.2128),(25 380.50293),(26 381.6657),(27 383.2731),(28 384.47),(29 379.22125),(30 374.8907),(31 376.33908),(32 376.79514),(33 376.8747),(34 376.68924),(35 375.8748),(36 376.44196),(37 377.00595),(38 370.604),(39 369.45828),(40 372.0959),(41 372.73038),(42 373.0346),(43 369.02524),(44 373.79532),(45 377.2024),(46 377.5909),(47 381.68198),(48 384.40817),(49 385.3259),(50 388.12024),(51 400.0114),(52 400.1779),(53 398.5082),(54 400.5179),(55 398.83655),(56 404.10724),(57 403.13138),(58 398.85202),(59 400.06146),(60 399.03397),(61 398.87827),(62 401.30807),(63 397.73578),(64 392.98843),(65 391.46933),(66 392.5352),(67 399.16745),(68 399.2953),(69 395.2676),(70 392.14703),(71 392.83234),(72 381.6969),(73 382.88327),(74 382.79932),(75 379.41626),(76 380.37805),(77 371.1611),(78 378.74503),(79 379.0922),
(1 266.65213),(2 302.25778),(3 319.76056),(4 343.85873),(5 351.92728),(6 359.3365),(7 370.96622),(8 373.06348),(9 374.9483),(10 379.83942),(11 378.17648),(12 388.95825),(13 388.26935),(14 379.51825),(15 384.59384),(16 378.11072),(17 383.64838),(18 381.69214),(19 383.26483),(20 382.08594),(21 382.9623),(22 377.80817),(23 383.8409),(24 388.6655),(25 383.88226),(26 380.3626),(27 384.64148),(28 389.71964),(29 385.78888),(30 382.3377),(31 380.90436),(32 378.781),(33 381.87415),(34 377.85892),(35 378.98447),(36 379.54745),(37 377.86417),(38 374.5946),(39 373.28418),(40 378.56732),(41 380.46317),(42 380.18146),(43 378.0588),(44 380.78537),(45 381.57233),(46 382.19168),(47 389.63757),(48 392.9327),(49 390.62088),(50 387.95627),(51 401.58804),(52 398.6001),(53 394.61383),(54 397.06967),(55 396.13724),(56 400.8197),(57 402.7249),(58 397.76752),(59 400.95642),(60 401.5971),(61 399.6486),(62 400.89163),(63 394.2494),(64 387.88928),(65 393.27698),(66 389.21722),(67 398.7829),(68 395.35046),(69 392.99152),(70 390.76105),(71 395.4422),(72 384.48383),(73 383.39954),(74 385.88287),(75 384.4763),(76 381.77957),(77 370.9469),(78 377.85098),(79 379.9565),
(1 257.8257),(2 291.62302),(3 309.52707),(4 330.62985),(5 337.80432),(6 343.5192),(7 358.5024),(8 359.53),(9 361.6491),(10 368.08218),(11 369.15842),(12 376.90665),(13 378.34805),(14 374.28006),(15 380.54575),(16 372.33923),(17 372.63632),(18 372.9208),(19 367.92853),(20 370.9621),(21 368.6857),(22 368.38165),(23 370.87247),(24 375.1004),(25 370.35315),(26 368.34494),(27 371.20108),(28 372.12357),(29 364.61578),(30 367.22534),(31 368.74564),(32 362.91998),(33 366.49396),(34 363.58188),(35 360.11133),(36 360.5294),(37 361.44965),(38 358.82455),(39 355.63538),(40 357.36047),(41 358.9024),(42 363.38574),(43 360.76938),(44 362.9554),(45 364.32907),(46 364.03943),(47 371.00635),(48 378.68274),(49 372.34225),(50 372.66077),(51 384.10446),(52 379.0706),(53 378.53784),(54 377.7946),(55 376.0595),(56 380.40793),(57 380.449),(58 376.58136),(59 377.19162),(60 380.98352),(61 374.51746),(62 380.1367),(63 377.5719),(64 374.13983),(65 380.82788),(66 373.0568),(67 379.49774),(68 373.4661),(69 371.2803),(70 375.70166),(71 377.5518),(72 369.5004),(73 373.19608),(74 372.02664),(75 370.69495),(76 371.0627),(77 364.00763),(78 366.2308),(79 364.79178),
(1 256.80408),(2 290.1163),(3 312.39606),(4 330.3971),(5 338.84732),(6 346.79742),(7 362.0905),(8 361.51547),(9 364.30252),(10 372.73273),(11 374.8289),(12 379.8765),(13 380.2065),(14 376.5787),(15 382.48483),(16 376.10272),(17 376.14282),(18 377.14496),(19 373.95636),(20 373.8825),(21 371.95255),(22 367.0527),(23 368.0944),(24 373.14255),(25 369.68503),(26 368.29578),(27 373.3546),(28 369.29626),(29 364.48856),(30 369.00378),(31 370.92926),(32 364.8088),(33 365.5733),(34 362.88266),(35 360.9012),(36 360.67166),(37 362.45535),(38 358.64188),(39 354.70407),(40 356.52002),(41 353.8062),(42 360.00153),(43 358.00043),(44 357.62808),(45 362.75638),(46 359.7673),(47 363.3383),(48 370.52594),(49 368.5921),(50 369.4197),(51 377.13303),(52 377.0124),(53 374.72702),(54 376.70242),(55 374.97717),(56 382.06238),(57 382.613),(58 378.81085),(59 383.5644),(60 386.5901),(61 379.88837),(62 385.77435),(63 380.8486),(64 380.00644),(65 381.26755),(66 376.6107),(67 379.55377),(68 377.23267),(69 371.17044),(70 371.62646),(71 373.03247),(72 366.02603),(73 365.6023),(74 366.74417),(75 364.5471),(76 367.5546),(77 363.91714),(78 362.00104),(79 359.01462),
(1 253.07408),(2 282.65387),(3 304.41394),(4 326.3581),(5 332.3944),(6 340.04944),(7 353.5596),(8 354.39255),(9 357.2423),(10 365.3072),(11 364.00894),(12 372.4253),(13 370.98688),(14 366.7319),(15 370.32846),(16 367.66623),(17 365.47818),(18 366.8536),(19 367.77255),(20 366.54266),(21 368.28027),(22 361.0275),(23 358.86545),(24 370.38782),(25 363.2928),(26 365.33838),(27 365.08615),(28 365.5556),(29 357.2725),(30 358.38663),(31 358.8827),(32 355.29056),(33 354.32755),(34 352.62793),(35 352.9808),(36 353.29166),(37 355.3958),(38 354.48285),(39 348.47125),(40 348.68976),(41 348.70193),(42 351.41724),(43 350.29758),(44 351.6198),(45 354.26514),(46 355.01263),(47 357.0232),(48 364.57666),(49 360.88412),(50 364.6018),(51 372.2306),(52 371.56516),(53 372.10785),(54 371.8489),(55 370.9062),(56 376.81558),(57 379.05536),(58 375.0627),(59 377.60754),(60 378.10944),(61 377.49182),(62 378.7884),(63 377.37744),(64 375.87274),(65 374.9627),(66 376.27505),(67 376.96924),(68 374.32278),(69 365.18488),(70 366.6661),(71 370.18048),(72 359.93408),(73 360.97495),(74 364.06003),(75 357.76483),(76 364.39218),(77 361.68906),(78 362.42374),(79 357.98157),
(1 241.44713),(2 271.85123),(3 289.73196),(4 313.138),(5 317.64505),(6 323.8151),(7 331.30383),(8 331.41022),(9 335.6271),(10 338.56122),(11 343.07358),(12 350.98117),(13 348.9869),(14 343.83853),(15 348.40222),(16 348.00708),(17 349.5089),(18 350.49463),(19 348.9093),(20 346.65924),(21 344.7843),(22 339.15643),(23 340.85504),(24 349.3819),(25 346.86578),(26 347.2847),(27 343.065),(28 350.3244),(29 343.01596),(30 344.13907),(31 344.5048),(32 343.72375),(33 342.04483),(34 338.31836),(35 338.8197),(36 339.1543),(37 338.2686),(38 342.62955),(39 336.19543),(40 334.54996),(41 335.63046),(42 334.89365),(43 338.26907),(44 337.19205),(45 335.38412),(46 339.42993),(47 341.5863),(48 351.73056),(49 353.01144),(50 356.93787),(51 363.06882),(52 360.54062),(53 361.89996),(54 359.07468),(55 357.017),(56 365.8247),(57 365.98615),(58 362.63684),(59 367.9503),(60 366.6961),(61 365.88663),(62 364.19064),(63 361.89142),(64 357.6963),(65 357.48026),(66 356.28302),(67 356.62378),(68 356.4492),(69 350.47348),(70 352.84335),(71 354.6657),(72 342.48413),(73 341.58142),(74 343.2326),(75 338.21915),(76 341.6077),(77 335.02765),(78 340.04636),(79 336.59592),
(1 237.33656),(2 266.38928),(3 284.26727),(4 305.25748),(5 312.06085),(6 315.83157),(7 329.22498),(8 329.55325),(9 333.74994),(10 340.5567),(11 341.17798),(12 348.54584),(13 348.13605),(14 345.15488),(15 350.65848),(16 346.48007),(17 345.62933),(18 348.88544),(19 347.79102),(20 346.1645),(21 344.92755),(22 339.4036),(23 341.66055),(24 346.39142),(25 344.71402),(26 341.32272),(27 337.96365),(28 344.44614),(29 340.66507),(30 338.90842),(31 337.66458),(32 335.9806),(33 335.73895),(34 336.2686),(35 336.8005),(36 337.4995),(37 337.9084),(38 338.96655),(39 335.7404),(40 337.33133),(41 334.34323),(42 335.48502),(43 334.50803),(44 335.18167),(45 331.50272),(46 335.96738),(47 337.262),(48 349.30316),(49 348.24075),(50 349.8817),(51 356.82245),(52 356.58688),(53 354.9055),(54 353.56537),(55 352.38898),(56 359.0579),(57 358.81906),(58 358.5997),(59 363.7252),(60 363.29297),(61 363.87296),(62 360.14243),(63 359.32013),(64 352.7209),(65 353.13187),(66 346.90988),(67 348.87292),(68 349.92136),(69 345.20026),(70 348.89603),(71 349.252),(72 338.8885),(73 334.999),(74 335.91882),(75 333.5864),(76 332.99796),(77 329.3936),(78 334.63608),(79 332.3736),
(1 230.56258),(2 259.77628),(3 275.42596),(4 294.1508),(5 300.65924),(6 303.5208),(7 318.9934),(8 318.2021),(9 321.37207),(10 330.93048),(11 330.76123),(12 336.21786),(13 337.10156),(14 333.1212),(15 340.03668),(16 337.0904),(17 334.9091),(18 338.76062),(19 336.92923),(20 334.01544),(21 334.71368),(22 330.01157),(23 331.4038),(24 338.6562),(25 337.6032),(26 332.13202),(27 331.47916),(28 338.09305),(29 331.85147),(30 335.0062),(31 334.0581),(32 332.00717),(33 331.80286),(34 331.34888),(35 330.30295),(36 332.82797),(37 337.4528),(38 332.2456),(39 331.92923),(40 334.4207),(41 332.99384),(42 331.48154),(43 330.77124),(44 330.64374),(45 325.79434),(46 327.7418),(47 331.24454),(48 340.21527),(49 336.69156),(50 337.01004),(51 345.22177),(52 343.81772),(53 343.01),(54 344.87192),(55 343.99234),(56 350.93262),(57 346.81757),(58 345.67136),(59 349.17242),(60 353.18945),(61 348.65817),(62 348.34723),(63 349.03363),(64 341.76202),(65 344.7403),(66 337.8087),(67 339.32425),(68 335.5457),(69 333.41492),(70 333.95258),(71 332.2716),(72 328.3312),(73 325.115),(74 324.35205),(75 323.43106),(76 322.70782),(77 320.05692),(78 322.92233),(79 323.73978),
(1 228.72945),(2 260.25208),(3 275.83606),(4 291.65588),(5 298.55875),(6 306.27423),(7 321.16418),(8 322.83118),(9 321.88736),(10 330.3406),(11 327.04446),(12 333.79477),(13 336.34512),(14 333.3652),(15 336.56464),(16 334.19794),(17 329.0572),(18 337.48074),(19 335.5455),(20 329.8413),(21 329.29236),(22 326.48914),(23 329.06424),(24 334.83792),(25 330.52417),(26 327.54678),(27 329.37198),(28 333.15585),(29 329.7224),(30 331.54907),(31 332.87012),(32 330.12454),(33 327.95322),(34 328.91492),(35 332.69806),(36 333.32117),(37 337.2162),(38 332.47824),(39 331.05112),(40 331.48364),(41 328.68515),(42 327.2451),(43 324.8047),(44 326.1007),(45 324.74692),(46 322.42526),(47 328.80823),(48 337.59973),(49 333.86115),(50 337.601),(51 342.20197),(52 343.43936),(53 344.057),(54 345.67215),(55 345.69595),(56 348.30582),(57 345.2879),(58 341.59473),(59 342.7119),(60 344.88254),(61 341.03125),(62 342.59103),(63 342.6816),(64 340.98666),(65 347.40488),(66 338.9427),(67 341.05237),(68 342.11273),(69 338.07834),(70 339.95276),(71 334.68112),(72 331.6077),(73 329.0526),(74 328.18878),(75 328.79456),(76 325.9788),(77 324.17615),(78 326.46777),(79 327.2819),
(1 222.59467),(2 253.20056),(3 272.53458),(4 283.33682),(5 290.7022),(6 299.42975),(7 314.12573),(8 320.33267),(9 319.64517),(10 326.8252),(11 325.61374),(12 333.95523),(13 334.87274),(14 332.6066),(15 335.07635),(16 332.12775),(17 327.6022),(18 336.26733),(19 333.1896),(20 325.89526),(21 323.4554),(22 319.98868),(23 322.48236),(24 327.86963),(25 325.96317),(26 323.38815),(27 324.34012),(28 329.7009),(29 327.73267),(30 327.76047),(31 328.32593),(32 327.40057),(33 327.8254),(34 324.09174),(35 328.94315),(36 329.1063),(37 329.74353),(38 330.05273),(39 328.02124),(40 328.30014),(41 328.06918),(42 328.06766),(43 327.07935),(44 326.7364),(45 326.1461),(46 324.3998),(47 322.98636),(48 332.69043),(49 330.32184),(50 332.57516),(51 338.3246),(52 333.44012),(53 331.50003),(54 334.49622),(55 331.54526),(56 338.89316),(57 337.4339),(58 335.8875),(59 340.44086),(60 340.4079),(61 340.84686),(62 338.8099),(63 338.44098),(64 341.37405),(65 343.8151),(66 337.02728),(67 338.77493),(68 342.70416),(69 337.29056),(70 338.83997),(71 335.03717),(72 329.43872),(73 325.17883),(74 323.38403),(75 324.62335),(76 323.98822),(77 319.87558),(78 322.24203),(79 317.02625),
