1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 529.8257),(2 606.7007),(3 630.2903),(4 671.1684),(5 677.1654),(6 672.0153),(7 694.1184),(8 695.03296),(9 702.3134),(10 710.54333),(11 704.6106),(12 723.5632),(13 718.98535),(14 710.6461),(15 729.15955),(16 716.83057),(17 704.33813),(18 720.6554),(19 720.43726),(20 721.3897),(21 712.4269),(22 707.50385),(23 706.34534),(24 708.56946),(25 701.1185),(26 704.2748),(27 693.3911),(28 712.6724),(29 691.644),(30 698.59436),(31 694.3713),(32 686.75446),(33 687.2212),(34 686.0101),(35 685.8066),(36 685.157),(37 686.6375),(38 690.15155),(39 691.60535),(40 682.0292),(41 690.573),(42 677.43506),(43 667.9605),(44 666.9991),(45 673.9577),(46 679.1999),(47 678.4358),(48 700.6796),(49 686.5287),(50 697.1693),(51 724.23145),(52 713.4369),(53 714.4824),(54 717.4682),(55 712.0537),(56 725.93933),(57 722.8371),(58 725.47736),(59 720.33997),(60 729.29755),(61 726.40924),(62 736.146),(63 739.29846),(64 721.0993),(65 725.6548),(66 729.7413),(67 740.0538),(68 730.54266),(69 723.5458),(70 721.5109),(71 707.3028),(72 687.1292),(73 688.89795),(74 686.91235),(75 679.8615),(76 682.8971),(77 679.31647),(78 687.9656),(79 685.05884),
(1 513.9908),(2 579.62),(3 604.1222),(4 638.74854),(5 644.43146),(6 638.7169),(7 665.96356),(8 680.1491),(9 689.05115),(10 694.08057),(11 685.87555),(12 701.03894),(13 701.7178),(14 687.23145),(15 708.407),(16 699.74805),(17 689.20306),(18 699.22064),(19 696.62885),(20 694.67163),(21 689.6499),(22 685.5018),(23 688.042),(24 694.4495),(25 682.793),(26 680.0894),(27 681.5748),(28 698.7573),(29 675.7627),(30 681.64496),(31 669.614),(32 663.7297),(33 659.18713),(34 661.6075),(35 658.93414),(36 662.1614),(37 661.8731),(38 657.17676),(39 658.87225),(40 656.70355),(41 665.71094),(42 663.576),(43 663.1737),(44 655.0739),(45 661.80286),(46 661.0355),(47 665.9019),(48 688.3819),(49 680.24603),(50 687.4325),(51 708.7631),(52 694.1344),(53 696.9079),(54 696.2162),(55 690.2592),(56 703.2699),(57 700.5357),(58 689.9145),(59 690.9366),(60 706.8551),(61 698.4252),(62 708.6453),(63 704.15216),(64 689.182),(65 695.7999),(66 697.28326),(67 709.95325),(68 703.1585),(69 696.4843),(70 696.0968),(71 684.81085),(72 660.4089),(73 662.49725),(74 663.54785),(75 655.7628),(76 664.87915),(77 656.0391),(78 665.3656),(79 676.9147),
(1 502.99014),(2 564.8277),(3 591.75543),(4 629.53937),(5 636.35767),(6 644.20703),(7 671.4312),(8 677.48895),(9 676.1218),(10 694.3122),(11 690.10895),(12 701.71875),(13 706.0016),(14 692.351),(15 704.06445),(16 695.76263),(17 694.6126),(18 702.40424),(19 696.334),(20 691.38135),(21 679.4133),(22 672.4941),(23 672.3445),(24 688.1208),(25 679.96545),(26 677.53375),(27 676.93243),(28 687.3402),(29 663.9475),(30 672.11615),(31 662.6701),(32 662.05524),(33 660.60175),(34 659.86383),(35 650.81964),(36 659.27155),(37 654.23),(38 647.16486),(39 646.2037),(40 647.34265),(41 645.5664),(42 646.06323),(43 651.2993),(44 647.54913),(45 645.3302),(46 644.4403),(47 657.8272),(48 676.4531),(49 679.3376),(50 675.29865),(51 694.48157),(52 690.99536),(53 691.00366),(54 688.4024),(55 681.74756),(56 694.1713),(57 694.26953),(58 679.717),(59 687.4874),(60 698.5731),(61 694.0591),(62 708.9274),(63 692.1189),(64 677.0258),(65 684.6684),(66 679.8573),(67 685.7374),(68 692.2991),(69 681.342),(70 676.0583),(71 674.11066),(72 650.4638),(73 647.6356),(74 643.79193),(75 642.73895),(76 663.6379),(77 655.94385),(78 652.67926),(79 670.001),
(1 494.48862),(2 553.5841),(3 583.35095),(4 612.22614),(5 621.30206),(6 631.57635),(7 659.0909),(8 661.64014),(9 654.5991),(10 672.9162),(11 666.34845),(12 677.5829),(13 680.59546),(14 672.2927),(15 687.7481),(16 673.4826),(17 674.68463),(18 678.5786),(19 680.5301),(20 677.80817),(21 662.74274),(22 649.0697),(23 655.1733),(24 670.302),(25 675.9633),(26 666.7965),(27 670.88434),(28 680.075),(29 648.51654),(30 653.47986),(31 643.1488),(32 641.27057),(33 647.469),(34 651.99304),(35 643.35376),(36 651.2431),(37 645.0158),(38 632.41797),(39 630.518),(40 630.414),(41 633.13257),(42 626.6833),(43 636.4931),(44 639.77405),(45 635.1154),(46 634.1597),(47 642.0968),(48 668.37384),(49 664.6424),(50 662.98083),(51 690.0509),(52 689.27136),(53 686.36743),(54 686.20685),(55 674.70715),(56 690.1924),(57 694.3401),(58 686.1231),(59 694.1061),(60 697.6793),(61 688.0185),(62 693.7928),(63 684.84534),(64 670.20294),(65 687.4578),(66 674.51874),(67 680.6717),(68 684.98285),(69 671.9294),(70 666.39246),(71 671.12335),(72 651.2555),(73 644.7407),(74 642.20386),(75 644.9368),(76 656.2671),(77 650.80804),(78 647.2436),(79 653.4909),
(1 479.629),(2 535.1146),(3 560.401),(4 591.44354),(5 593.6257),(6 603.16833),(7 632.6726),(8 634.1905),(9 630.4989),(10 642.8306),(11 639.51575),(12 657.0296),(13 652.05914),(14 647.03064),(15 656.1049),(16 644.99207),(17 640.5597),(18 641.9584),(19 644.67206),(20 641.5018),(21 635.9243),(22 620.58075),(23 624.5605),(24 635.5758),(25 642.4338),(26 635.6826),(27 645.0587),(28 652.16174),(29 632.0424),(30 636.7355),(31 622.6894),(32 622.38477),(33 622.28455),(34 624.34094),(35 619.917),(36 634.18024),(37 623.181),(38 617.2466),(39 612.6537),(40 612.6047),(41 612.28406),(42 608.00916),(43 615.80975),(44 611.8576),(45 613.0612),(46 616.31067),(47 624.1599),(48 634.86163),(49 632.4487),(50 633.4005),(51 659.15845),(52 659.2246),(53 655.7832),(54 657.8773),(55 645.6079),(56 656.46136),(57 658.36804),(58 652.79816),(59 664.99445),(60 662.9896),(61 658.53204),(62 659.19745),(63 658.38025),(64 654.7681),(65 662.3695),(66 646.8071),(67 652.8737),(68 655.49554),(69 643.9505),(70 633.24634),(71 639.1515),(72 628.51843),(73 617.9034),(74 620.10046),(75 616.65576),(76 627.05176),(77 622.88556),(78 621.41064),(79 623.9484),
(1 479.32593),(2 526.3785),(3 556.5197),(4 581.01843),(5 577.9014),(6 585.5225),(7 611.64624),(8 613.8831),(9 618.8747),(10 627.2178),(11 619.47766),(12 642.24725),(13 632.7384),(14 625.6851),(15 635.7405),(16 629.78186),(17 623.8998),(18 623.82874),(19 626.8816),(20 628.41943),(21 631.9408),(22 618.9837),(23 626.79504),(24 637.84564),(25 637.04834),(26 630.97003),(27 634.9076),(28 638.12976),(29 625.3607),(30 634.5924),(31 620.7421),(32 616.695),(33 613.092),(34 612.4387),(35 608.71606),(36 622.76215),(37 616.6759),(38 611.985),(39 604.1967),(40 609.0359),(41 609.0976),(42 609.8699),(43 615.3922),(44 614.4625),(45 616.2205),(46 616.76434),(47 628.5493),(48 632.4508),(49 627.2709),(50 625.5351),(51 645.26373),(52 654.62463),(53 654.3967),(54 657.4379),(55 652.5127),(56 658.4584),(57 661.7433),(58 650.6455),(59 663.2726),(60 655.1493),(61 653.99426),(62 653.24084),(63 660.0036),(64 672.6047),(65 673.85284),(66 658.3419),(67 659.7277),(68 662.29016),(69 648.21655),(70 639.8967),(71 646.87933),(72 629.3847),(73 616.2806),(74 621.59735),(75 621.11066),(76 622.6401),(77 618.2616),(78 616.9617),(79 619.13684),
(1 465.33423),(2 504.94403),(3 539.5161),(4 564.6982),(5 565.05804),(6 576.2431),(7 594.2623),(8 594.4072),(9 600.5623),(10 607.579),(11 609.3931),(12 626.15424),(13 618.8183),(14 609.9357),(15 624.0349),(16 616.3882),(17 604.23926),(18 609.45233),(19 609.8381),(20 613.13965),(21 607.20935),(22 601.5827),(23 614.4254),(24 620.32544),(25 614.81665),(26 613.6379),(27 611.77814),(28 611.3916),(29 603.1515),(30 611.27795),(31 599.5228),(32 599.786),(33 588.74146),(34 590.8849),(35 588.0553),(36 593.9145),(37 595.46173),(38 597.19885),(39 597.1791),(40 602.4514),(41 597.58716),(42 601.1789),(43 605.0181),(44 605.0802),(45 607.9531),(46 611.18475),(47 606.75214),(48 619.19525),(49 609.885),(50 610.63275),(51 627.20874),(52 632.8296),(53 637.43994),(54 636.5883),(55 633.54047),(56 639.95685),(57 641.63025),(58 635.108),(59 648.0364),(60 636.47565),(61 637.7239),(62 636.4638),(63 636.3098),(64 640.44403),(65 642.39484),(66 633.1601),(67 627.0349),(68 630.13983),(69 617.6345),(70 623.83984),(71 625.6128),(72 608.2129),(73 593.5698),(74 597.27814),(75 591.15356),(76 596.5504),(77 592.51117),(78 594.29395),(79 597.88354),
(1 452.74988),(2 498.56152),(3 527.13904),(4 553.3866),(5 554.10394),(6 574.70593),(7 586.7346),(8 595.8401),(9 591.13995),(10 599.9312),(11 602.92444),(12 617.66473),(13 607.7059),(14 597.0207),(15 611.5636),(16 605.9656),(17 595.4687),(18 609.6699),(19 607.1537),(20 601.4216),(21 587.14984),(22 595.46094),(23 597.3237),(24 604.36743),(25 601.6931),(26 594.7561),(27 599.23236),(28 600.35004),(29 591.89667),(30 604.91833),(31 592.39746),(32 588.1306),(33 584.8552),(34 582.8225),(35 581.5857),(36 581.88696),(37 585.3548),(38 590.7511),(39 590.3856),(40 591.5255),(41 587.40204),(42 586.8706),(43 596.73224),(44 592.5359),(45 592.8249),(46 601.78754),(47 596.4995),(48 617.0314),(49 606.61975),(50 606.1426),(51 620.4309),(52 618.0534),(53 623.92145),(54 629.6402),(55 625.2643),(56 644.4605),(57 644.0689),(58 637.34534),(59 647.3613),(60 637.0673),(61 637.9393),(62 637.76294),(63 636.85156),(64 639.1027),(65 642.2632),(66 632.06494),(67 630.1419),(68 626.6977),(69 617.1357),(70 627.0795),(71 630.2066),(72 607.50073),(73 593.27905),(74 594.8109),(75 589.7124),(76 588.13995),(77 577.20325),(78 583.5336),(79 591.3856),
(1 435.65695),(2 480.8729),(3 512.03674),(4 534.8575),(5 539.4213),(6 557.1956),(7 577.19086),(8 583.04877),(9 576.9842),(10 588.05817),(11 582.43994),(12 596.7305),(13 590.045),(14 583.3556),(15 592.62274),(16 584.5228),(17 581.5639),(18 601.5932),(19 590.74054),(20 587.4094),(21 577.6843),(22 581.7432),(23 579.26184),(24 592.5143),(25 589.5105),(26 583.5579),(27 590.8052),(28 591.92456),(29 582.6378),(30 585.84875),(31 571.322),(32 567.3301),(33 570.05206),(34 567.2741),(35 569.9603),(36 573.2998),(37 579.5555),(38 579.3581),(39 580.76056),(40 581.02167),(41 577.042),(42 571.66473),(43 584.4629),(44 581.5085),(45 578.0563),(46 576.6643),(47 589.73303),(48 602.1821),(49 594.0592),(50 597.35077),(51 603.7979),(52 599.4981),(53 604.4927),(54 614.2729),(55 594.6856),(56 606.7339),(57 608.27795),(58 607.56),(59 615.5382),(60 603.7209),(61 605.25305),(62 605.7219),(63 610.959),(64 613.10114),(65 609.88947),(66 609.0203),(67 605.91547),(68 598.6339),(69 591.44977),(70 591.49915),(71 594.8929),(72 580.989),(73 574.9947),(74 575.12384),(75 571.6484),(76 567.0161),(77 562.16437),(78 565.10315),(79 570.0934),
(1 428.23737),(2 478.43433),(3 506.19373),(4 531.92267),(5 534.9411),(6 551.15717),(7 574.6416),(8 573.6803),(9 574.3129),(10 585.1133),(11 582.174),(12 591.31396),(13 584.47943),(14 582.73004),(15 591.50555),(16 577.1465),(17 575.45135),(18 587.5156),(19 583.77),(20 577.38885),(21 577.18524),(22 566.82043),(23 568.74255),(24 589.24493),(25 571.48724),(26 567.47784),(27 577.6455),(28 587.4186),(29 571.5374),(30 572.81256),(31 567.00574),(32 560.01434),(33 556.98346),(34 558.4126),(35 554.2029),(36 561.1963),(37 564.1839),(38 558.86426),(39 563.2193),(40 562.464),(41 564.0891),(42 557.02167),(43 563.73785),(44 564.04083),(45 561.0658),(46 557.31714),(47 571.3262),(48 587.44354),(49 577.5648),(50 584.7426),(51 598.60913),(52 595.419),(53 594.17334),(54 601.8884),(55 590.5236),(56 596.77057),(57 600.57764),(58 599.1494),(59 604.96387),(60 596.1466),(61 598.02576),(62 595.52625),(63 601.1835),(64 594.6595),(65 597.8808),(66 600.52026),(67 598.75305),(68 595.6207),(69 579.9012),(70 578.81757),(71 576.865),(72 574.70856),(73 572.08105),(74 567.77313),(75 566.3418),(76 561.88654),(77 564.89233),(78 564.1585),(79 561.34546),
(1 419.02487),(2 468.0857),(3 499.58884),(4 520.3116),(5 525.21075),(6 545.5264),(7 571.0985),(8 566.0018),(9 565.09344),(10 576.863),(11 569.4116),(12 580.8831),(13 579.8716),(14 572.88873),(15 582.9756),(16 573.1546),(17 564.513),(18 572.1746),(19 568.5878),(20 566.7374),(21 569.6763),(22 556.0713),(23 558.2462),(24 578.4027),(25 554.5837),(26 552.61523),(27 565.75183),(28 570.3573),(29 562.6416),(30 564.8267),(31 555.1286),(32 557.5555),(33 553.25165),(34 548.8757),(35 543.95844),(36 553.0278),(37 554.7887),(38 550.08344),(39 551.8363),(40 547.3339),(41 548.23895),(42 546.5319),(43 545.9365),(44 547.3211),(45 550.536),(46 551.0798),(47 554.4305),(48 568.965),(49 565.6752),(50 569.1897),(51 585.2605),(52 580.29694),(53 571.83026),(54 577.9766),(55 574.3859),(56 584.35205),(57 585.44885),(58 583.9361),(59 584.33923),(60 576.97217),(61 583.5969),(62 576.6464),(63 579.5915),(64 570.87054),(65 572.84015),(66 578.74817),(67 580.9936),(68 578.9224),(69 561.1213),(70 559.25214),(71 557.1675),(72 559.282),(73 556.38416),(74 559.06805),(75 554.01013),(76 560.4532),(77 556.5931),(78 549.3776),(79 550.81),
(1 400.49484),(2 444.77875),(3 474.40118),(4 495.9333),(5 504.82074),(6 523.64105),(7 544.8883),(8 543.84766),(9 543.85034),(10 560.6742),(11 558.423),(12 570.7758),(13 568.16113),(14 560.04126),(15 564.385),(16 559.38354),(17 548.96576),(18 556.0217),(19 554.34906),(20 546.5211),(21 550.8143),(22 540.7698),(23 532.98114),(24 546.5424),(25 537.489),(26 536.1395),(27 550.47424),(28 547.2529),(29 551.6233),(30 554.0344),(31 547.0379),(32 548.555),(33 540.7013),(34 542.055),(35 540.017),(36 547.4362),(37 548.059),(38 546.5431),(39 541.1052),(40 536.86066),(41 540.0923),(42 539.3551),(43 534.188),(44 540.87756),(45 541.88135),(46 545.189),(47 547.81213),(48 565.49054),(49 553.00793),(50 557.27124),(51 569.6572),(52 566.0289),(53 563.5638),(54 563.72253),(55 560.7619),(56 571.4127),(57 568.7809),(58 568.2128),(59 566.6837),(60 556.5001),(61 559.9631),(62 557.472),(63 555.6462),(64 548.78125),(65 549.9507),(66 552.69336),(67 556.4926),(68 555.97125),(69 545.0976),(70 544.63617),(71 547.9432),(72 540.04803),(73 534.74915),(74 531.92676),(75 525.09174),(76 533.5767),(77 529.07935),(78 530.3662),(79 530.25775),
(1 410.2664),(2 454.91855),(3 478.52243),(4 500.37457),(5 509.9155),(6 517.1903),(7 538.6128),(8 537.3997),(9 539.9853),(10 558.8575),(11 558.3773),(12 567.08136),(13 555.9851),(14 550.73254),(15 556.3079),(16 550.6888),(17 548.49133),(18 555.4999),(19 555.42847),(20 546.74066),(21 549.75366),(22 542.30194),(23 537.457),(24 543.31),(25 539.11835),(26 538.00494),(27 542.2938),(28 546.5261),(29 545.1429),(30 546.1089),(31 538.73083),(32 537.41315),(33 531.5737),(34 535.9608),(35 533.1899),(36 541.19415),(37 546.85016),(38 545.4303),(39 542.16974),(40 542.25433),(41 541.2089),(42 541.2277),(43 537.05536),(44 537.2117),(45 532.6586),(46 539.0893),(47 541.8855),(48 562.31726),(49 547.8585),(50 552.4634),(51 563.7422),(52 561.89215),(53 563.9189),(54 566.5474),(55 564.9257),(56 570.5647),(57 571.644),(58 566.1503),(59 574.2412),(60 567.6008),(61 569.8535),(62 568.6352),(63 562.94226),(64 559.02454),(65 559.8343),(66 560.2679),(67 564.3916),(68 568.0151),(69 553.8607),(70 549.11847),(71 552.89764),(72 541.88544),(73 535.0006),(74 533.8101),(75 528.21454),(76 542.96893),(77 537.0736),(78 541.2607),(79 537.7921),
(1 390.5507),(2 433.57016),(3 456.39413),(4 476.60843),(5 488.8762),(6 490.23413),(7 515.7514),(8 512.6918),(9 518.56036),(10 534.45496),(11 530.9475),(12 537.97205),(13 528.60315),(14 526.21893),(15 529.2276),(16 524.6552),(17 526.6911),(18 536.1495),(19 528.3579),(20 520.5085),(21 520.43134),(22 514.7918),(23 522.20575),(24 521.51886),(25 520.66156),(26 517.99536),(27 520.63165),(28 531.89233),(29 523.31866),(30 522.4004),(31 515.2448),(32 510.28403),(33 510.86365),(34 512.707),(35 507.49472),(36 515.1954),(37 520.80475),(38 521.4411),(39 520.7749),(40 517.93164),(41 509.39542),(42 510.15973),(43 510.41357),(44 509.92844),(45 511.7886),(46 515.30475),(47 524.87585),(48 535.4427),(49 522.5917),(50 525.6977),(51 542.371),(52 538.2354),(53 536.38605),(54 543.0004),(55 543.2144),(56 544.0091),(57 543.4832),(58 538.694),(59 547.20264),(60 543.6242),(61 545.53827),(62 543.1375),(63 539.36926),(64 538.4525),(65 543.65375),(66 544.15594),(67 540.9015),(68 538.60333),(69 525.7498),(70 521.49036),(71 523.82434),(72 518.8934),(73 512.40295),(74 513.05273),(75 511.3877),(76 524.70874),(77 516.578),(78 522.7678),(79 521.9118),
(1 383.4449),(2 424.9065),(3 453.63174),(4 468.26123),(5 475.9414),(6 480.8279),(7 505.16537),(8 503.39273),(9 510.07663),(10 523.8748),(11 520.1249),(12 529.6963),(13 522.49615),(14 519.418),(15 523.453),(16 520.2706),(17 522.39166),(18 528.6298),(19 521.1673),(20 516.83966),(21 518.20825),(22 507.3865),(23 516.3766),(24 521.1305),(25 515.0315),(26 512.1046),(27 519.739),(28 528.4777),(29 519.6582),(30 516.7562),(31 516.29755),(32 510.1762),(33 515.2797),(34 510.4094),(35 503.02863),(36 513.3286),(37 510.81018),(38 508.86624),(39 511.89325),(40 509.2556),(41 502.883),(42 502.86154),(43 508.45364),(44 504.1736),(45 503.8979),(46 505.87),(47 510.68982),(48 525.7429),(49 514.5938),(50 520.6566),(51 538.26086),(52 536.9217),(53 532.16675),(54 536.9151),(55 532.65173),(56 546.193),(57 540.7332),(58 536.11206),(59 540.08636),(60 536.7239),(61 538.6348),(62 538.7336),(63 538.3215),(64 535.5225),(65 542.52454),(66 540.3991),(67 538.85156),(68 533.1272),(69 522.44904),(70 524.6797),(71 526.1778),(72 517.0873),(73 506.86096),(74 511.3832),(75 507.30203),(76 509.88428),(77 501.06207),(78 503.62994),(79 509.45612),
(1 374.95917),(2 417.1731),(3 445.14362),(4 463.39044),(5 466.3868),(6 478.81244),(7 502.39243),(8 498.02344),(9 502.793),(10 513.42474),(11 509.48175),(12 516.7866),(13 511.57278),(14 509.64917),(15 517.04095),(16 515.12085),(17 519.2741),(18 523.3908),(19 514.15845),(20 508.65958),(21 513.16296),(22 503.94696),(23 502.15012),(24 511.28827),(25 504.27594),(26 500.58725),(27 509.1196),(28 520.3501),(29 507.94635),(30 511.539),(31 504.23376),(32 499.0458),(33 506.19223),(34 497.83044),(35 499.558),(36 508.37708),(37 503.63763),(38 502.5173),(39 503.4506),(40 500.46652),(41 498.72504),(42 498.14725),(43 502.01974),(44 500.4788),(45 496.10263),(46 495.1456),(47 496.7511),(48 516.2847),(49 508.24246),(50 512.13763),(51 530.0236),(52 524.23517),(53 518.6756),(54 520.7772),(55 511.57663),(56 527.2341),(57 519.8655),(58 518.8207),(59 522.6811),(60 520.02637),(61 518.48987),(62 523.8146),(63 520.33405),(64 519.1647),(65 523.181),(66 522.7046),(67 526.8065),(68 526.3561),(69 516.90173),(70 519.2855),(71 522.0986),(72 511.61752),(73 504.1338),(74 503.67538),(75 499.62094),(76 499.33954),(77 494.37192),(78 496.03375),(79 500.93973),
(1 363.93552),(2 407.0101),(3 430.28992),(4 458.37738),(5 460.85632),(6 473.12268),(7 498.6611),(8 493.93225),(9 503.1376),(10 510.96005),(11 504.90527),(12 511.92365),(13 509.51508),(14 504.46375),(15 510.0279),(16 502.86526),(17 507.41794),(18 510.93085),(19 501.9796),(20 496.1519),(21 497.74002),(22 489.70294),(23 486.77673),(24 497.4205),(25 488.82867),(26 487.91257),(27 495.81805),(28 504.64975),(29 492.25015),(30 499.10333),(31 493.04468),(32 485.12427),(33 491.14148),(34 480.64545),(35 490.85663),(36 491.41336),(37 486.57904),(38 490.70486),(39 485.95218),(40 490.24716),(41 488.61966),(42 491.24185),(43 491.48013),(44 496.35724),(45 490.15564),(46 492.27374),(47 495.7712),(48 513.6383),(49 498.25107),(50 506.9435),(51 520.146),(52 512.67725),(53 514.74335),(54 510.2689),(55 503.64023),(56 516.36206),(57 507.2904),(58 513.7563),(59 517.1765),(60 510.5272),(61 510.38916),(62 510.19366),(63 509.07526),(64 504.9863),(65 510.0573),(66 511.3123),(67 510.84128),(68 510.79016),(69 499.9204),(70 499.04108),(71 502.49814),(72 492.58365),(73 489.51117),(74 491.3797),(75 491.48364),(76 488.23764),(77 481.038),(78 484.90454),(79 487.6672),
(1 348.68906),(2 391.77783),(3 413.46924),(4 445.67126),(5 450.92755),(6 455.94043),(7 477.88272),(8 475.88205),(9 480.11716),(10 487.07407),(11 484.6143),(12 490.9366),(13 495.62546),(14 487.5414),(15 493.04065),(16 487.9861),(17 487.81668),(18 492.4846),(19 485.54065),(20 483.20102),(21 480.8863),(22 477.35324),(23 479.49432),(24 490.4099),(25 485.02588),(26 482.33813),(27 488.5526),(28 495.33298),(29 482.7647),(30 482.50156),(31 484.19424),(32 478.0462),(33 477.03445),(34 470.59332),(35 477.58762),(36 471.41785),(37 472.66763),(38 473.37613),(39 462.88852),(40 472.42264),(41 475.8229),(42 477.83368),(43 474.29312),(44 478.43692),(45 477.34235),(46 481.40836),(47 486.0803),(48 500.2239),(49 489.75314),(50 490.36328),(51 498.92728),(52 493.50568),(53 496.28336),(54 495.48032),(55 492.47876),(56 494.7388),(57 498.22913),(58 499.7162),(59 503.36963),(60 497.84555),(61 502.9838),(62 500.6706),(63 495.2035),(64 492.97464),(65 502.77026),(66 503.70782),(67 498.00726),(68 501.4688),(69 494.2849),(70 490.3057),(71 496.25015),(72 482.3641),(73 482.22153),(74 483.801),(75 485.6288),(76 481.0225),(77 474.5344),(78 480.0361),(79 477.64862),
(1 333.6026),(2 373.5136),(3 397.1633),(4 422.7736),(5 429.81827),(6 435.441),(7 452.56403),(8 455.49594),(9 456.88367),(10 464.3473),(11 457.74646),(12 465.35934),(13 466.29276),(14 463.9609),(15 464.42923),(16 460.6296),(17 459.01468),(18 463.06985),(19 458.69632),(20 458.5168),(21 453.50125),(22 450.15088),(23 452.84943),(24 462.05936),(25 460.4839),(26 453.70898),(27 458.0037),(28 469.75632),(29 461.6736),(30 455.7364),(31 459.1054),(32 452.8366),(33 450.13397),(34 445.52402),(35 448.82227),(36 451.0182),(37 450.89166),(38 449.6025),(39 445.70767),(40 451.64212),(41 451.56686),(42 457.97165),(43 459.02988),(44 454.3437),(45 452.23166),(46 452.3713),(47 462.1949),(48 473.73233),(49 468.24408),(50 467.68765),(51 474.44086),(52 472.60104),(53 472.58594),(54 478.3366),(55 479.24026),(56 485.50323),(57 485.85718),(58 487.44424),(59 492.07248),(60 484.5035),(61 489.2742),(62 486.54178),(63 476.74133),(64 476.53848),(65 485.56735),(66 480.09766),(67 471.83044),(68 471.65945),(69 469.44318),(70 466.90048),(71 466.8376),(72 452.00046),(73 454.12823),(74 451.28906),(75 449.69733),(76 446.62637),(77 445.8449),(78 451.14368),(79 449.44803),
