1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59603.02),(2 220218.45),(3 482524.53),(4 810589.94),(5 1223395.8),(6 1710098.1),(7 2232981.8),(8 2780338.5),(9 3345013.3),(10 3957160.8),(11 4539964.5),(12 5121852),(13 5791865.5),(14 6552245.5),(15 7515230.5),(16 8751377),(17 10304687),(18 12244029),(19 14605285),(20 17382228),(21 20641464),(22 24442336),(23 28694118),(24 33406538),(25 38512784),(26 43820510),(27 49092436),(28 54078188),(29 59290636),(30 64828384),(31 70811830),(32 77003640),(33 83278344),(34 88723300),(35 93428470),(36 97508904),(37 101108220),(38 104493270),(39 107308136),(40 109608060),(41 111476740),(42 112928090),(43 113846970),(44 114120810),(45 113923260),(46 112810470),(47 111214184),(48 109220760),(49 106928220),(50 104427750),(51 101631160),(52 98683736),(53 95427680),(54 91731370),(55 88633896),(56 85490470),(57 82615200),(58 79976360),(59 77582620),(60 75445064),(61 73653050),(62 72545350),(63 71405896),(64 70319320),(65 69583110),(66 69047880),(67 68811970),(68 69166140),(69 69705620),(70 70720890),(71 72174320),(72 73879940),(73 75704370),(74 77410650),(75 79227576),(76 80962470),(77 82461690),(78 83953850),(79 85475384),
(1 107431.414),(2 330637.25),(3 525316.44),(4 657593),(5 746413.9),(6 833322.75),(7 957072.2),(8 1085988.8),(9 1174987.3),(10 1228158.4),(11 1265404.9),(12 1310526.4),(13 1340229.1),(14 1360534.4),(15 1384065),(16 1391666.6),(17 1398574.8),(18 1417294.8),(19 1447303.9),(20 1472673.9),(21 1506038.8),(22 1560162.5),(23 1634803.9),(24 1696933.4),(25 1727572.8),(26 1730983.9),(27 1725110.9),(28 1726485.5),(29 1714902),(30 1691138.4),(31 1652819),(32 1612318.8),(33 1588118.4),(34 1586327),(35 1597989.4),(36 1605292.3),(37 1604025.8),(38 1597923.1),(39 1591597),(40 1595988.5),(41 1615916.3),(42 1641724.1),(43 1667426.3),(44 1696716.3),(45 1738683.6),(46 1777555.5),(47 1798078.8),(48 1798503.4),(49 1791593.1),(50 1789050.3),(51 1780997),(52 1762971),(53 1740777.4),(54 1721611.8),(55 1712290.9),(56 1713891),(57 1723106.3),(58 1738768.4),(59 1747120.5),(60 1750112.1),(61 1746062.8),(62 1732931.8),(63 1709052.9),(64 1676339.6),(65 1635940.1),(66 1587151.4),(67 1543594.4),(68 1505565),(69 1463277.8),(70 1419089.6),(71 1402450.4),(72 1419755.1),(73 1444390.4),(74 1461339.1),(75 1476897.6),(76 1494291.8),(77 1521732.1),(78 1551430.9),(79 1564936.5),
(1 113322.32),(2 342740.53),(3 530818.5),(4 658857.75),(5 756295.06),(6 847720.25),(7 960620.56),(8 1085197.4),(9 1182390.9),(10 1243167.9),(11 1257385.1),(12 1268885.6),(13 1290384.3),(14 1294239.5),(15 1285335.4),(16 1278929.1),(17 1274278.9),(18 1281519.1),(19 1298888.3),(20 1320644.4),(21 1349683.5),(22 1384916.5),(23 1437015.6),(24 1497190.6),(25 1546092.9),(26 1578037.5),(27 1591766.1),(28 1595428.5),(29 1574903.6),(30 1559551.4),(31 1558589.5),(32 1543908),(33 1527979.5),(34 1524560.4),(35 1521094.5),(36 1517215.4),(37 1520065.4),(38 1531957.6),(39 1527459.6),(40 1509207.6),(41 1491351.4),(42 1484868),(43 1486665.6),(44 1495444.9),(45 1509556.6),(46 1525870),(47 1539428.5),(48 1550858.9),(49 1571102.9),(50 1604183.4),(51 1625885),(52 1619515.5),(53 1603871),(54 1589776),(55 1578300.6),(56 1564742),(57 1550768.4),(58 1536592.4),(59 1530380),(60 1528563.9),(61 1528536.4),(62 1530100.4),(63 1532448.6),(64 1531659.4),(65 1523433.9),(66 1508778.6),(67 1485714.4),(68 1452287.5),(69 1414075.6),(70 1384061.3),(71 1374436.6),(72 1391159.1),(73 1422719),(74 1445776.9),(75 1442224.9),(76 1421510.1),(77 1400306.9),(78 1394962.1),(79 1399158.1),
(1 118055.65),(2 345082.16),(3 524896.7),(4 659350.56),(5 759377.44),(6 855742.8),(7 977952.8),(8 1086874),(9 1178313.4),(10 1244630.6),(11 1272640),(12 1283147.9),(13 1285295.8),(14 1273421.6),(15 1267493),(16 1271308.1),(17 1264021.1),(18 1263407.4),(19 1263544.6),(20 1248817.5),(21 1237694.6),(22 1239399.5),(23 1247492.3),(24 1258604.3),(25 1269163.1),(26 1280311.9),(27 1292783.4),(28 1310276.1),(29 1320557),(30 1319675.5),(31 1322413.8),(32 1326582.5),(33 1335702.8),(34 1335930),(35 1336657.3),(36 1343170.4),(37 1343453.4),(38 1342653),(39 1345689.5),(40 1345975.5),(41 1350219.8),(42 1358844.4),(43 1364398.4),(44 1366620.5),(45 1378762.8),(46 1401138.4),(47 1427283.8),(48 1451194.9),(49 1469261.4),(50 1486692.1),(51 1501355.8),(52 1506914.3),(53 1503081),(54 1496707.1),(55 1489931.8),(56 1485240.8),(57 1476615.1),(58 1450269.1),(59 1418012.6),(60 1398794.1),(61 1394165.3),(62 1385542.8),(63 1375834.3),(64 1373530.1),(65 1376440),(66 1376259.5),(67 1367663.8),(68 1357981.9),(69 1348369.3),(70 1339473),(71 1334867.5),(72 1346339.6),(73 1359659.8),(74 1352837.8),(75 1322790.3),(76 1282133.1),(77 1251180),(78 1242812.8),(79 1260560.3),
(1 116267.61),(2 331622.47),(3 496686.47),(4 617550.4),(5 720124.7),(6 836983.7),(7 960219.5),(8 1067367.3),(9 1170884.4),(10 1258072.1),(11 1293424.4),(12 1302605.6),(13 1301399.9),(14 1293205.8),(15 1297115.9),(16 1299773.8),(17 1279231),(18 1250683.5),(19 1223320.5),(20 1196686),(21 1176017.4),(22 1163786),(23 1167784.4),(24 1174531.4),(25 1169265.6),(26 1156774.6),(27 1153882),(28 1168726.6),(29 1189122),(30 1221011),(31 1248537.6),(32 1267429),(33 1292342.8),(34 1321062.3),(35 1338943.9),(36 1354217.4),(37 1374681.4),(38 1395032),(39 1398873.8),(40 1391822),(41 1377748.1),(42 1367164.3),(43 1365690.3),(44 1368694.4),(45 1371302.6),(46 1372133.6),(47 1372762.9),(48 1375430.4),(49 1378545.4),(50 1379097.8),(51 1373393.9),(52 1372202.3),(53 1392331.3),(54 1431631.4),(55 1464527.3),(56 1484318.8),(57 1497002.5),(58 1497967.6),(59 1491785.9),(60 1482953),(61 1472168.6),(62 1457603.6),(63 1436759.3),(64 1409615.9),(65 1383433.8),(66 1366189.5),(67 1357005),(68 1349393.6),(69 1335334.9),(70 1315051.8),(71 1301308.4),(72 1307616),(73 1322404.4),(74 1322991.6),(75 1309118.4),(76 1284325.6),(77 1261804.1),(78 1261066.6),(79 1281017.1),
(1 105544.234),(2 287771.22),(3 404973.5),(4 485979.75),(5 566300.3),(6 648813.7),(7 727976.56),(8 805335.1),(9 895144.8),(10 970053.5),(11 993074.2),(12 1006469.2),(13 1026084.9),(14 1029383.9),(15 1039793.4),(16 1048944.4),(17 1037346.7),(18 1023641.7),(19 1008176.4),(20 992459.8),(21 974058.06),(22 959915.5),(23 964843.56),(24 978668.5),(25 984287.1),(26 989294.25),(27 1011084.3),(28 1043480.06),(29 1068170.6),(30 1086774.8),(31 1107465.1),(32 1130972.5),(33 1159158.5),(34 1180985.6),(35 1212763),(36 1241295.6),(37 1247897.3),(38 1259129.8),(39 1265308.3),(40 1254226.9),(41 1247354),(42 1242547),(43 1246677.3),(44 1257935.8),(45 1269441.5),(46 1267807),(47 1255714.4),(48 1238344.6),(49 1228807.3),(50 1224620.5),(51 1221523.3),(52 1217774),(53 1215788.3),(54 1225486),(55 1245795.8),(56 1263235.6),(57 1279701.9),(58 1296967),(59 1312639.1),(60 1317275.8),(61 1308310.4),(62 1284127.4),(63 1257631.4),(64 1235742.8),(65 1219740.1),(66 1210811),(67 1193426.5),(68 1169427.4),(69 1163435.5),(70 1174536.8),(71 1181586.1),(72 1193280.8),(73 1204661.8),(74 1219602.4),(75 1228985),(76 1227747.8),(77 1219784.6),(78 1234935.6),(79 1262628.6),
(1 100785.11),(2 263363.3),(3 359546.06),(4 424999.9),(5 485558.28),(6 548002.6),(7 606820.6),(8 658694.6),(9 724990.56),(10 776308.75),(11 795464.2),(12 811091.1),(13 817897.3),(14 818445),(15 839126.3),(16 854131.6),(17 850322.3),(18 849547.7),(19 859596.1),(20 861661.8),(21 861379.56),(22 868926.75),(23 892637.75),(24 919833.2),(25 935581.8),(26 948491.94),(27 966234.1),(28 982182.06),(29 994102.3),(30 1010895.56),(31 1030924.3),(32 1045095.9),(33 1063847.5),(34 1087739.8),(35 1099159.3),(36 1097904.4),(37 1087986.8),(38 1076450.6),(39 1062922.4),(40 1046727.4),(41 1045233.2),(42 1053017.8),(43 1058082.9),(44 1060893.6),(45 1058435.4),(46 1056115.3),(47 1057079.4),(48 1065406.3),(49 1086853.5),(50 1110909.1),(51 1126836.9),(52 1132903.4),(53 1125537.3),(54 1114434.5),(55 1104846.6),(56 1113902.6),(57 1142120.1),(58 1168665.6),(59 1177321.9),(60 1171030.5),(61 1158257.3),(62 1143712.9),(63 1129631.1),(64 1119578.9),(65 1105197.6),(66 1097056.3),(67 1099346.5),(68 1102483.6),(69 1100928.4),(70 1091158),(71 1076222.3),(72 1070845.1),(73 1083476.9),(74 1098270.9),(75 1109295.8),(76 1121270),(77 1127351.6),(78 1139357.1),(79 1155869.5),
(1 107110.9),(2 274692.2),(3 359938.03),(4 411058.88),(5 471332.22),(6 537760.44),(7 587481.4),(8 626973.9),(9 688755.9),(10 742703.5),(11 760642.5),(12 772835.1),(13 783019.2),(14 788763.2),(15 818545.2),(16 839514.2),(17 842907.4),(18 838527.4),(19 832904.6),(20 831623.25),(21 842837),(22 863027),(23 896873.94),(24 924294.56),(25 938270.25),(26 954381.1),(27 983030.6),(28 1016558.5),(29 1042657.06),(30 1060423.9),(31 1066994.8),(32 1066722.8),(33 1059716.4),(34 1048146.25),(35 1048549.7),(36 1057118.1),(37 1059198.8),(38 1064148.1),(39 1067209.1),(40 1057872.3),(41 1045293.44),(42 1028356.4),(43 1010318.1),(44 1002331),(45 1007240.25),(46 1026472.44),(47 1053679.9),(48 1078751.3),(49 1094856.9),(50 1110279.1),(51 1129608.9),(52 1143723),(53 1146080.6),(54 1138450.8),(55 1132739.9),(56 1142391.1),(57 1168356.6),(58 1184252.6),(59 1173255.9),(60 1144216.5),(61 1122039.6),(62 1105149.8),(63 1091015.8),(64 1080614.9),(65 1072906.8),(66 1074798),(67 1077733.4),(68 1085209.8),(69 1096186.8),(70 1096613.6),(71 1086685),(72 1083757.3),(73 1096787.9),(74 1106762.3),(75 1105193.5),(76 1096989.3),(77 1089718.8),(78 1086003.8),(79 1091598.9),
(1 101632.6),(2 253742.05),(3 321344.5),(4 364611.6),(5 423396.84),(6 482726.22),(7 512479.25),(8 535535.8),(9 588433.3),(10 630704.75),(11 646138.94),(12 654098.3),(13 655095),(14 657586.6),(15 691805.94),(16 720804),(17 726493.94),(18 736359),(19 756491.5),(20 779972.4),(21 797506.5),(22 810201.44),(23 828684.4),(24 848413.25),(25 866293.1),(26 890370.44),(27 924191.5),(28 956973.56),(29 972735.44),(30 976302.6),(31 963374.75),(32 942919.75),(33 930594.6),(34 935414.8),(35 936352.9),(36 939427.1),(37 949305.9),(38 950643.8),(39 938701.25),(40 930281.75),(41 934067.1),(42 934157.1),(43 930838.56),(44 934448.1),(45 942732.94),(46 960629.6),(47 977884.56),(48 982769.94),(49 983467.94),(50 985219.75),(51 993190.4),(52 1004432.2),(53 1018384.25),(54 1033857.56),(55 1042749.9),(56 1050037),(57 1062585.3),(58 1070654.1),(59 1064985.6),(60 1047985.4),(61 1036632.8),(62 1028643.44),(63 1021530.25),(64 1011282.3),(65 998194.56),(66 993541.44),(67 993183.06),(68 996372.56),(69 1004662.9),(70 1006465.94),(71 998558.8),(72 992438.8),(73 995698.1),(74 981408.5),(75 954587),(76 928410.3),(77 905053.5),(78 896392.06),(79 903935.1),
(1 104155.984),(2 253275.8),(3 316823.44),(4 365517.38),(5 433699.1),(6 503416.8),(7 533452.4),(8 557942.56),(9 601148.44),(10 631287.44),(11 640250.06),(12 640563.1),(13 642911.3),(14 661855.06),(15 698200.25),(16 723333.25),(17 737039.06),(18 752170.7),(19 768051.1),(20 787117.56),(21 801690.75),(22 805658.4),(23 808538),(24 818718.5),(25 837351.1),(26 870242.6),(27 908425.44),(28 931372.9),(29 928985.25),(30 922205.4),(31 914207.94),(32 914079.25),(33 916744.8),(34 924207.25),(35 937204.8),(36 933901.2),(37 928852),(38 935048.7),(39 939021.5),(40 936891.94),(41 943001.4),(42 950091.75),(43 957304.44),(44 972135.5),(45 976460.25),(46 965437.56),(47 954732.5),(48 949615.3),(49 948060.5),(50 951444.25),(51 958390.56),(52 971269.6),(53 981564.2),(54 980853.1),(55 977166.56),(56 977670.2),(57 982551.9),(58 983053.06),(59 976567.6),(60 973052.6),(61 962869.06),(62 938834.2),(63 919016.44),(64 905969.25),(65 894629.4),(66 884827.44),(67 875124.5),(68 868706.56),(69 869070.9),(70 871838.44),(71 866433.5),(72 856912.7),(73 848774.6),(74 835526.25),(75 822531.4),(76 806390.8),(77 786920.1),(78 772118.44),(79 773916.2),
(1 95186.69),(2 226965.17),(3 279689.78),(4 324059.13),(5 393912.6),(6 459206.44),(7 495387.34),(8 530985.44),(9 575724.1),(10 611276.75),(11 635762),(12 648708.75),(13 664388.3),(14 690853.8),(15 718781.9),(16 730247.7),(17 728688.5),(18 726471.2),(19 735895.56),(20 746512.5),(21 755282.2),(22 764222.2),(23 774532.56),(24 784320.3),(25 787270.1),(26 790749.6),(27 804554.1),(28 819309.44),(29 825833.3),(30 832252.25),(31 833051.75),(32 834521),(33 840977.4),(34 845258.06),(35 845401.06),(36 842595.6),(37 838299.7),(38 835586.06),(39 848608.3),(40 877964.56),(41 907806),(42 925279.25),(43 928366.44),(44 927065.2),(45 927248.06),(46 930097.9),(47 927862.6),(48 920860.06),(49 914528.7),(50 907412.2),(51 904156.4),(52 899564.5),(53 895901.3),(54 888859.56),(55 879356.5),(56 876954.3),(57 886805),(58 901448.94),(59 913300.06),(60 930076.75),(61 935872.5),(62 915467.8),(63 886185.7),(64 868971.56),(65 860963.3),(66 858964.75),(67 856963.6),(68 843107.56),(69 831718.06),(70 825698.94),(71 819152.7),(72 806644.56),(73 800056.8),(74 792826.6),(75 790782.56),(76 797300.6),(77 797792.1),(78 782056.4),(79 765064.1),
(1 96665.73),(2 228166.98),(3 277343.78),(4 316162.5),(5 390615.3),(6 465352.84),(7 502328.38),(8 548479.1),(9 603450.5),(10 647369.06),(11 673289.9),(12 681996.9),(13 686190.75),(14 695479.4),(15 710975.25),(16 715172.25),(17 715479.25),(18 711768.5),(19 714447.9),(20 727108.4),(21 741648.5),(22 764324.4),(23 786841.8),(24 806478.3),(25 815022.56),(26 814848.8),(27 813592.1),(28 811173.8),(29 808233.3),(30 814150),(31 815043.06),(32 805299.7),(33 794344.5),(34 784233),(35 771675.2),(36 767801.9),(37 772312.94),(38 774188.56),(39 785539.44),(40 813027.44),(41 842663.56),(42 852257.75),(43 855104.6),(44 860854.5),(45 850335.7),(46 837588.8),(47 836073.06),(48 844177.56),(49 848694.06),(50 844247.4),(51 836363.06),(52 827145.25),(53 814398.4),(54 801768.4),(55 795358),(56 796163),(57 801944.1),(58 811264),(59 817281.3),(60 822109.75),(61 824440.94),(62 823568.4),(63 818389.3),(64 811988.75),(65 805627.44),(66 803767.1),(67 804444.9),(68 796502.25),(69 780541.1),(70 759047.9),(71 743463.4),(72 727050),(73 711342.25),(74 705379.75),(75 711656.9),(76 720836.7),(77 722714),(78 715453.7),(79 703771.8),
(1 99379.55),(2 238167.63),(3 295596.34),(4 341883.63),(5 428948.4),(6 509972.53),(7 553388.4),(8 582397.3),(9 624916.56),(10 666607.25),(11 692375.2),(12 699358.4),(13 704465.4),(14 711049.6),(15 718087.94),(16 723675.2),(17 727669.25),(18 728574.06),(19 740935.3),(20 756266.3),(21 767688.25),(22 775500.75),(23 780347.56),(24 784193.3),(25 784495.3),(26 780250),(27 777395.75),(28 773452.3),(29 778130.1),(30 793057.6),(31 802637.3),(32 806881.5),(33 789437.75),(34 767697.7),(35 752920.7),(36 729452),(37 722700.25),(38 729355.56),(39 734959.2),(40 746520.7),(41 763742.44),(42 779210.1),(43 797231.25),(44 817263.2),(45 824547.56),(46 828050.8),(47 830684.6),(48 834843.06),(49 843347.06),(50 848202.56),(51 842286.44),(52 827941.7),(53 814161.56),(54 803710),(55 795663.7),(56 801554.9),(57 824332.56),(58 836169.9),(59 832565.25),(60 829843.8),(61 824533.6),(62 814164.06),(63 801246.25),(64 788077.56),(65 776915.44),(66 780320.75),(67 785989.94),(68 776460.56),(69 759112.75),(70 736791.3),(71 717346.75),(72 697899.56),(73 686327.6),(74 689265.94),(75 695759.7),(76 705316.4),(77 705472.06),(78 691014.56),(79 673334.9),
(1 90294.44),(2 216188.2),(3 272880),(4 317207.56),(5 385690.94),(6 452551.03),(7 488581),(8 512227.47),(9 537630.06),(10 577339.9),(11 609574.56),(12 630115.6),(13 643145.4),(14 652983.44),(15 661501.75),(16 657710.56),(17 659275.3),(18 661020.56),(19 656423.5),(20 669449.94),(21 688008.4),(22 689466.94),(23 686044.06),(24 694402.75),(25 703131.44),(26 703216.94),(27 704799),(28 710111.6),(29 715180.56),(30 724425.9),(31 721303.06),(32 710694.8),(33 698719.94),(34 675328.5),(35 665669.5),(36 664668.2),(37 661829.5),(38 665360.2),(39 678681.25),(40 686218.8),(41 688923.8),(42 695343),(43 712431.2),(44 727934.44),(45 740277.1),(46 754896.1),(47 768965.44),(48 775778.2),(49 771885.6),(50 771543.6),(51 774490.7),(52 770577.2),(53 761168),(54 750270.7),(55 737303.8),(56 729917.1),(57 734862.4),(58 743529.7),(59 744965.75),(60 746422.8),(61 747916),(62 741863.7),(63 732188.6),(64 719171.6),(65 705230.7),(66 703738.8),(67 712684),(68 703612.7),(69 678432.4),(70 651775.94),(71 639062.4),(72 626231.4),(73 616203.1),(74 615447.2),(75 616505.8),(76 623180.25),(77 628315.9),(78 624014.3),(79 620285.44),
(1 87543.086),(2 209788.38),(3 268021.34),(4 306861.53),(5 358639.34),(6 410482.25),(7 439209.03),(8 452805.44),(9 473498.53),(10 503717.2),(11 533236.56),(12 556913.4),(13 573679.6),(14 584514.3),(15 599514.4),(16 602050.75),(17 593296.8),(18 590378.44),(19 606506.75),(20 622568.4),(21 635189.2),(22 647830.9),(23 649210.1),(24 656139.6),(25 656737.8),(26 650972.75),(27 653385.2),(28 660736.1),(29 663687.94),(30 662678.7),(31 660972.44),(32 657197.44),(33 647161.8),(34 633812.4),(35 624367.2),(36 624087.75),(37 630908.44),(38 634545.06),(39 633347.5),(40 635906),(41 642591.44),(42 652984.06),(43 667474),(44 665392.4),(45 652829.44),(46 648709.1),(47 652261.1),(48 656963.3),(49 666256.3),(50 675417.1),(51 683984.6),(52 687480.9),(53 677364.25),(54 662852.7),(55 649536.8),(56 644751.3),(57 652282.44),(58 661679.3),(59 665360.9),(60 662996.9),(61 652238),(62 644232.4),(63 649347.1),(64 654288.25),(65 649109.06),(66 638475.75),(67 628170),(68 614992.1),(69 600180.7),(70 578981.9),(71 567912.5),(72 570406),(73 570347.6),(74 567918.94),(75 565261.25),(76 570789.1),(77 573094),(78 564161.8),(79 560229.44),
(1 86636.68),(2 210380.98),(3 276886.84),(4 326435.88),(5 379149.56),(6 422514.47),(7 438609.28),(8 438312.28),(9 442627.5),(10 472821.88),(11 497902.56),(12 521943.56),(13 542314.5),(14 559555.9),(15 576604.2),(16 580834.4),(17 575103.1),(18 564394.2),(19 571478.9),(20 591463.44),(21 602081.6),(22 606260.7),(23 613534.4),(24 622423.56),(25 621394.3),(26 616660.25),(27 616164.4),(28 618645.6),(29 627191.44),(30 636197.8),(31 640497.94),(32 644154.4),(33 634676.25),(34 634441.4),(35 629537.8),(36 610126.7),(37 595999.56),(38 583880),(39 577763.6),(40 576024.56),(41 577070.75),(42 589287.8),(43 603387.7),(44 609851.06),(45 601818.5),(46 587585.9),(47 583769.7),(48 600071.75),(49 617740.6),(50 630101.6),(51 640923.3),(52 641522.1),(53 625623.3),(54 607212.25),(55 596874.56),(56 596516.56),(57 608076.3),(58 616983.6),(59 615574.44),(60 613949.7),(61 613175.2),(62 605698.94),(63 601905.94),(64 604876.9),(65 608044.25),(66 602398.44),(67 591662.6),(68 582397.56),(69 574179.2),(70 561749.8),(71 553041.7),(72 551906.7),(73 552367.3),(74 553221.3),(75 555157.3),(76 565717.2),(77 575412.25),(78 571688.75),(79 565874.56),
(1 83849.78),(2 206498),(3 276472.97),(4 330695.34),(5 381360.4),(6 418175.5),(7 428074.5),(8 421735.66),(9 423357.28),(10 444871.88),(11 467539),(12 489531.78),(13 507973.56),(14 519016),(15 530788.2),(16 536994.25),(17 534739.44),(18 530715.56),(19 536416.75),(20 549713.6),(21 563509.44),(22 570733.1),(23 572424.4),(24 576634.25),(25 567810.6),(26 558681.8),(27 564634.1),(28 578002.7),(29 584548.4),(30 602344.56),(31 619598.9),(32 625712.56),(33 623157.25),(34 604401.1),(35 595265.7),(36 581895.25),(37 563193.7),(38 559665.25),(39 559238.7),(40 564510.75),(41 577582.4),(42 581821.25),(43 572979.8),(44 560637.94),(45 559677.5),(46 562891.25),(47 562513.25),(48 569193.2),(49 585833.75),(50 597272.25),(51 601630.6),(52 601827.7),(53 589549.6),(54 573699.2),(55 564287.4),(56 570750.2),(57 583511),(58 584051.9),(59 581492.2),(60 584921.94),(61 591153.94),(62 592090.5),(63 595087.1),(64 596849.5),(65 598540.75),(66 597613.7),(67 596310.5),(68 592101.7),(69 585815.1),(70 566394),(71 547583.44),(72 547583),(73 551546),(74 551752.3),(75 551984.9),(76 562601.75),(77 575892.06),(78 572225.7),(79 560570.44),
(1 80883.88),(2 195911.1),(3 262029.63),(4 316385.06),(5 365903.25),(6 404316.47),(7 416589.72),(8 414032),(9 416036.47),(10 437059.22),(11 454680.34),(12 468202.72),(13 472441.88),(14 472661.56),(15 472642.9),(16 474224.2),(17 470619.75),(18 463322.9),(19 473966.22),(20 496866.84),(21 515474.25),(22 532468.75),(23 548864.1),(24 567552.9),(25 572110.8),(26 562448),(27 556302),(28 559982.5),(29 568153.25),(30 574491.3),(31 580620),(32 589107.56),(33 585511.56),(34 586775.7),(35 572525.06),(36 557103.44),(37 551948.25),(38 538875.06),(39 536307.94),(40 535464.1),(41 532550.8),(42 537401),(43 541136.9),(44 536951.6),(45 536134.5),(46 544670),(47 556232.56),(48 563227.4),(49 568036.6),(50 570720.6),(51 573175.94),(52 574253.7),(53 569328.56),(54 564741.9),(55 554360.6),(56 548611.94),(57 556997.2),(58 564229.4),(59 568762.8),(60 576568.4),(61 587033.06),(62 591974.9),(63 590401.5),(64 582861.7),(65 575313.2),(66 564811),(67 548718.8),(68 538340.94),(69 535291.5),(70 519105.34),(71 502061.5),(72 508992.34),(73 524636.2),(74 532224.56),(75 533106.44),(76 539474.2),(77 543856.94),(78 542055.75),(79 536935.4),
