(1 0.61816955),(2 77.25397),(3 213.22131),(4 263.11774),(5 263.41852),(6 305.7757),(7 370.77643),(8 396.45593),(9 393.87805),(10 414.40796),(11 430.17487),(12 457.17865),(13 457.8175),(14 450.86298),(15 451.36514),(16 512.3302),(17 510.0233),(18 505.6291),(19 493.45093),(20 564.6673),(21 562.9005),(22 525.82355),(23 511.94357),(24 568.3548),(25 566.91583),(26 559.39667),(27 580.04626),(28 607.8106),(29 603.79126),(30 582.8488),(31 563.9867),(32 624.0585),(33 621.2419),(34 573.8405),(35 574.8484),(36 651.3066),(37 649.2373),(38 592.03094),(39 587.6774),(40 651.02783),(41 648.37134),(42 606.7749),(43 613.427),(44 616.22864),(45 611.4114),(46 603.7473),(47 615.18005),(48 613.90173),
(1 0.6122971),(2 69.68503),(3 197.3386),(4 254.43204),(5 255.22604),(6 284.8428),(7 339.00052),(8 369.70218),(9 368.0786),(10 372.00446),(11 399.75922),(12 446.21664),(13 444.94922),(14 460.41507),(15 444.55722),(16 497.93784),(17 497.75015),(18 494.33707),(19 485.70834),(20 548.4098),(21 545.94684),(22 493.8611),(23 479.43427),(24 519.8528),(25 518.9067),(26 536.98926),(27 533.1498),(28 578.03156),(29 568.3775),(30 569.8816),(31 545.35736),(32 584.0695),(33 580.9766),(34 536.16284),(35 549.18176),(36 619.6637),(37 617.8645),(38 589.8261),(39 549.8629),(40 598.4492),(41 592.7674),(42 580.07697),(43 578.33765),(44 580.3084),(45 578.05225),(46 565.2948),(47 578.2612),(48 577.5361),
(1 0.5740445),(2 74.07966),(3 195.12785),(4 245.84067),(5 245.07878),(6 262.8346),(7 327.58456),(8 355.25427),(9 352.24466),(10 367.09964),(11 416.32803),(12 428.73495),(13 425.9216),(14 447.7295),(15 450.00955),(16 502.77832),(17 502.65112),(18 504.5791),(19 490.5276),(20 525.90533),(21 525.58453),(22 507.30963),(23 483.98785),(24 527.44617),(25 528.82245),(26 535.128),(27 511.9722),(28 534.09924),(29 535.3571),(30 568.7581),(31 547.58215),(32 594.6628),(33 592.46643),(34 563.0588),(35 553.09656),(36 619.87775),(37 615.58545),(38 581.6312),(39 573.52234),(40 594.34467),(41 592.4983),(42 572.2563),(43 579.1338),(44 607.77515),(45 602.9701),(46 582.3371),(47 610.7638),(48 610.6656),
(1 0.58002627),(2 72.593475),(3 196.17459),(4 254.31364),(5 254.4785),(6 264.45435),(7 321.1433),(8 351.6207),(9 347.82388),(10 360.46222),(11 378.21857),(12 390.88455),(13 391.21707),(14 418.80222),(15 435.41003),(16 491.42624),(17 490.60522),(18 491.2711),(19 471.0577),(20 504.46924),(21 502.35056),(22 477.41864),(23 447.78714),(24 489.56985),(25 490.88397),(26 506.46185),(27 497.23843),(28 540.0142),(29 542.6315),(30 532.98645),(31 509.82507),(32 566.65015),(33 560.50275),(34 515.2444),(35 504.91797),(36 591.4846),(37 586.72174),(38 538.07666),(39 520.7193),(40 556.27325),(41 553.9654),(42 543.58124),(43 531.59186),(44 549.5829),(45 546.9722),(46 528.9716),(47 558.331),(48 558.5219),
(1 0.5742803),(2 70.458755),(3 191.24496),(4 246.2402),(5 245.1719),(6 293.82214),(7 335.3806),(8 392.16223),(9 389.92825),(10 386.86722),(11 401.50748),(12 423.93036),(13 423.46625),(14 444.0574),(15 457.12708),(16 505.11478),(17 503.91043),(18 512.8788),(19 465.862),(20 509.44122),(21 506.43686),(22 478.55457),(23 491.86288),(24 541.08936),(25 541.4158),(26 540.772),(27 539.7719),(28 573.4535),(29 569.89496),(30 573.2659),(31 539.2563),(32 605.7439),(33 598.4362),(34 534.302),(35 516.8973),(36 603.8242),(37 597.95917),(38 593.98334),(39 546.36127),(40 599.60425),(41 597.74133),(42 583.5694),(43 584.4007),(44 589.99286),(45 586.51154),(46 554.5903),(47 581.6254),(48 581.6929),
(1 0.58013934),(2 69.59868),(3 207.84305),(4 248.17924),(5 248.3703),(6 281.37494),(7 312.22894),(8 360.07733),(9 356.7607),(10 340.74124),(11 385.66544),(12 427.0351),(13 424.75848),(14 443.923),(15 433.8743),(16 472.5453),(17 470.33643),(18 499.2457),(19 450.67075),(20 505.88232),(21 503.37894),(22 486.23846),(23 476.39008),(24 505.51404),(25 503.76886),(26 502.16565),(27 519.5777),(28 521.18787),(29 531.4934),(30 541.9439),(31 543.4171),(32 602.5457),(33 600.6084),(34 545.3206),(35 525.65247),(36 570.1773),(37 567.79297),(38 559.16516),(39 531.326),(40 578.39703),(41 576.6131),(42 566.7517),(43 537.1461),(44 556.7782),(45 548.8266),(46 531.0518),(47 586.9582),(48 586.2485),
(1 0.57814455),(2 72.616684),(3 206.95996),(4 244.1264),(5 242.30719),(6 273.1196),(7 318.7942),(8 353.08353),(9 352.10837),(10 362.96796),(11 409.50894),(12 426.12762),(13 424.39972),(14 463.24374),(15 460.95187),(16 489.69876),(17 489.20737),(18 496.9719),(19 464.89276),(20 544.6715),(21 541.54285),(22 517.5157),(23 485.4498),(24 532.3252),(25 532.1844),(26 526.32196),(27 519.76953),(28 567.76514),(29 578.1062),(30 552.99347),(31 555.4457),(32 595.56055),(33 593.91455),(34 541.15247),(35 527.9022),(36 602.04803),(37 602.3457),(38 578.005),(39 540.6937),(40 594.06384),(41 589.2708),(42 566.8697),(43 549.08264),(44 560.38574),(45 558.70105),(46 563.1631),(47 582.9627),(48 582.19586),
(1 0.58883053),(2 70.69473),(3 193.64058),(4 259.60574),(5 260.90262),(6 285.83127),(7 315.26852),(8 345.46808),(9 344.4156),(10 370.96964),(11 414.52762),(12 433.28476),(13 431.416),(14 436.31656),(15 445.30505),(16 486.02704),(17 484.9364),(18 487.69257),(19 468.32175),(20 531.2704),(21 527.0613),(22 532.15924),(23 489.0397),(24 543.38184),(25 541.5848),(26 561.81995),(27 550.06177),(28 591.7864),(29 595.62964),(30 583.1586),(31 566.4473),(32 587.818),(33 584.2125),(34 529.67847),(35 517.3749),(36 580.03326),(37 577.2803),(38 544.3588),(39 530.09174),(40 582.7585),(41 581.6611),(42 559.42773),(43 558.8621),(44 548.0752),(45 543.0417),(46 526.29736),(47 606.4822),(48 606.6165),
(1 0.5850135),(2 70.95405),(3 194.16011),(4 242.97289),(5 243.09732),(6 268.71335),(7 332.51703),(8 380.2196),(9 379.92407),(10 378.70532),(11 409.1273),(12 422.97064),(13 419.35437),(14 445.55304),(15 471.1249),(16 487.5487),(17 485.94437),(18 485.38702),(19 451.4252),(20 513.60345),(21 513.9259),(22 493.4221),(23 476.85754),(24 518.4513),(25 517.17554),(26 519.1702),(27 524.75323),(28 545.47253),(29 543.0872),(30 524.3745),(31 533.44165),(32 560.1487),(33 558.2576),(34 504.47705),(35 490.0123),(36 568.84174),(37 566.5942),(38 555.6663),(39 522.7596),(40 556.244),(41 555.112),(42 520.38007),(43 523.39496),(44 536.84656),(45 533.6021),(46 520.0591),(47 562.8477),(48 562.54645),
(1 0.60446763),(2 67.94923),(3 193.5786),(4 235.76935),(5 234.79666),(6 266.4146),(7 309.9127),(8 345.49307),(9 343.68634),(10 371.1407),(11 398.42615),(12 429.4486),(13 429.34634),(14 440.40756),(15 473.237),(16 522.519),(17 522.8323),(18 519.8397),(19 479.29288),(20 525.6392),(21 523.09955),(22 497.79297),(23 489.3462),(24 555.91864),(25 553.92865),(26 526.4544),(27 506.1753),(28 533.09143),(29 534.40643),(30 549.8392),(31 531.4594),(32 556.23285),(33 557.3079),(34 512.50977),(35 524.5906),(36 598.60754),(37 595.8747),(38 542.7963),(39 518.26154),(40 578.00195),(41 573.7983),(42 564.7288),(43 529.632),(44 558.0553),(45 556.92865),(46 530.0202),(47 564.5971),(48 564.206),
(1 0.6191816),(2 73.426),(3 195.49641),(4 231.40678),(5 232.4661),(6 269.909),(7 316.14008),(8 346.003),(9 344.80963),(10 360.50854),(11 378.31653),(12 395.64484),(13 395.0924),(14 423.97797),(15 443.03787),(16 493.19),(17 491.83835),(18 491.4218),(19 439.23795),(20 491.943),(21 489.90207),(22 484.71054),(23 469.7252),(24 512.3554),(25 511.99646),(26 503.4117),(27 519.27155),(28 555.5543),(29 555.9262),(30 552.15155),(31 522.7264),(32 579.08234),(33 577.0174),(34 517.26483),(35 490.8721),(36 535.8004),(37 531.7516),(38 532.6611),(39 528.3551),(40 558.1776),(41 554.79614),(42 552.9525),(43 544.6915),(44 552.8065),(45 548.0701),(46 519.5983),(47 564.63965),(48 564.7234),
(1 0.5326743),(2 70.9581),(3 198.33931),(4 245.22621),(5 245.75803),(6 276.16785),(7 339.38412),(8 361.6445),(9 360.50024),(10 363.3969),(11 396.1481),(12 434.00986),(13 432.4034),(14 439.96005),(15 433.1772),(16 484.19775),(17 484.3122),(18 467.0452),(19 459.26),(20 497.36014),(21 495.49475),(22 511.0986),(23 470.09912),(24 517.2484),(25 517.84467),(26 509.05103),(27 485.31042),(28 524.3883),(29 529.5893),(30 516.40906),(31 517.65985),(32 538.957),(33 535.39813),(34 513.46545),(35 514.3804),(36 539.01685),(37 536.167),(38 521.5257),(39 518.22614),(40 558.51917),(41 556.25714),(42 547.8044),(43 520.08453),(44 549.96063),(45 546.8147),(46 541.48505),(47 580.8056),(48 580.48),
(1 0.55701286),(2 68.526886),(3 188.81566),(4 226.06578),(5 225.86273),(6 251.06107),(7 292.3998),(8 322.33304),(9 321.60577),(10 322.7501),(11 363.46808),(12 407.75656),(13 407.73843),(14 423.33817),(15 421.04355),(16 473.71643),(17 472.27045),(18 450.71506),(19 421.0099),(20 465.39386),(21 464.07336),(22 488.67563),(23 468.58557),(24 522.2488),(25 521.8882),(26 492.38306),(27 475.5855),(28 526.24976),(29 521.9658),(30 497.4509),(31 507.986),(32 555.6994),(33 550.70435),(34 497.13037),(35 495.48715),(36 543.22876),(37 539.75964),(38 499.8203),(39 489.55893),(40 530.05786),(41 527.8019),(42 533.60846),(43 508.9288),(44 513.93365),(45 512.33844),(46 498.52866),(47 541.18634),(48 541.58453),
(1 0.51708484),(2 67.75742),(3 180.03189),(4 219.8349),(5 219.32423),(6 255.55534),(7 306.03564),(8 324.24426),(9 322.77945),(10 346.53238),(11 374.47354),(12 422.46527),(13 421.40607),(14 422.90143),(15 411.69666),(16 455.09637),(17 452.12665),(18 440.0206),(19 432.7271),(20 499.75964),(21 497.75797),(22 488.79724),(23 444.38623),(24 498.30423),(25 494.29703),(26 480.90305),(27 462.956),(28 486.32355),(29 494.538),(30 499.15704),(31 484.30426),(32 518.04083),(33 515.0634),(34 474.53308),(35 464.58853),(36 508.0242),(37 505.32315),(38 491.54895),(39 504.00455),(40 531.99695),(41 530.9635),(42 507.55606),(43 497.69882),(44 500.50912),(45 496.75555),(46 503.02902),(47 495.93616),(48 495.47983),
(1 0.5462101),(2 68.31353),(3 190.05975),(4 229.5322),(5 230.21248),(6 270.919),(7 334.69125),(8 373.84512),(9 373.04282),(10 372.60516),(11 392.01822),(12 411.27945),(13 408.20657),(14 433.69318),(15 433.8514),(16 474.08536),(17 472.6168),(18 493.90878),(19 471.62988),(20 516.4496),(21 513.6562),(22 497.7545),(23 469.6724),(24 534.2437),(25 531.81354),(26 515.3846),(27 474.97766),(28 522.3692),(29 522.29517),(30 504.11575),(31 498.6419),(32 548.1899),(33 543.51215),(34 489.72278),(35 488.66272),(36 545.9926),(37 545.00916),(38 519.6416),(39 528.2504),(40 554.7802),(41 549.5747),(42 548.845),(43 528.8861),(44 530.4785),(45 527.40485),(46 529.8617),(47 555.5851),(48 556.3528),
(1 0.5758435),(2 67.46531),(3 187.08354),(4 226.71857),(5 225.55588),(6 267.27325),(7 303.34805),(8 319.6308),(9 318.6236),(10 355.1994),(11 381.0013),(12 413.6532),(13 411.92773),(14 426.21646),(15 412.1756),(16 449.58112),(17 448.13147),(18 464.82718),(19 441.89383),(20 488.1365),(21 486.76828),(22 474.82745),(23 430.24435),(24 486.53354),(25 485.34393),(26 460.1377),(27 477.8246),(28 511.94223),(29 501.59116),(30 474.68042),(31 491.00565),(32 521.4404),(33 518.077),(34 466.2547),(35 467.69754),(36 516.6677),(37 514.2505),(38 502.62363),(39 482.93353),(40 524.5796),(41 520.1315),(42 513.6442),(43 513.6614),(44 536.36017),(45 532.1281),(46 521.02155),(47 535.58514),(48 536.0499),
(1 0.54174864),(2 66.60518),(3 190.24881),(4 233.98326),(5 232.8623),(6 253.22327),(7 296.3185),(8 309.98138),(9 308.02704),(10 312.28778),(11 359.5421),(12 392.25394),(13 389.91037),(14 404.0843),(15 405.17746),(16 451.7287),(17 449.6142),(18 433.3553),(19 410.49115),(20 455.0308),(21 451.50662),(22 458.09808),(23 428.7366),(24 493.67072),(25 493.8999),(26 470.02155),(27 449.80542),(28 503.70627),(29 508.28116),(30 494.94226),(31 483.83386),(32 488.06586),(33 485.3522),(34 440.0462),(35 445.60352),(36 499.10394),(37 496.56796),(38 482.53116),(39 476.76956),(40 494.90356),(41 490.56635),(42 498.66074),(43 487.9888),(44 523.29425),(45 516.2417),(46 476.07278),(47 512.9185),(48 512.86365),
(1 0.55939364),(2 67.90116),(3 186.10431),(4 230.53038),(5 230.0695),(6 264.35068),(7 290.10654),(8 324.63522),(9 322.48236),(10 348.75443),(11 357.6129),(12 385.25995),(13 382.8267),(14 391.46933),(15 406.9403),(16 456.5851),(17 456.3204),(18 442.066),(19 400.8355),(20 441.3492),(21 439.2833),(22 428.65292),(23 413.20468),(24 455.37518),(25 454.1085),(26 469.88486),(27 458.63678),(28 486.87247),(29 486.0888),(30 461.58282),(31 437.16016),(32 481.7541),(33 477.62592),(34 425.9565),(35 427.19983),(36 509.05167),(37 508.43796),(38 477.54636),(39 492.6215),(40 526.23157),(41 521.4862),(42 525.5135),(43 489.17444),(44 508.16327),(45 503.5931),(46 472.43842),(47 511.20587),(48 511.1733),
(1 0.5598438),(2 66.53776),(3 181.36722),(4 221.44083),(5 222.17459),(6 245.59122),(7 296.78494),(8 333.28873),(9 330.54028),(10 332.82324),(11 379.6721),(12 401.87756),(13 398.40204),(14 394.01044),(15 421.39603),(16 452.63193),(17 450.70242),(18 433.7649),(19 419.87393),(20 457.52823),(21 455.17468),(22 452.53925),(23 428.63025),(24 468.5261),(25 466.0662),(26 474.3689),(27 455.2507),(28 479.85776),(29 474.69168),(30 452.09158),(31 451.06046),(32 487.0693),(33 482.7128),(34 456.13092),(35 477.7315),(36 536.9996),(37 534.5671),(38 499.7067),(39 482.2833),(40 518.4739),(41 515.7185),(42 487.52853),(43 497.63034),(44 513.35846),(45 509.1882),(46 487.21176),(47 506.6906),(48 506.78946),
(1 0.5985402),(2 60.727695),(3 182.29936),(4 225.90596),(5 225.82672),(6 252.41064),(7 290.47577),(8 307.07532),(9 305.68347),(10 327.14902),(11 366.55087),(12 403.33868),(13 401.68982),(14 403.20535),(15 382.16046),(16 452.4358),(17 452.7484),(18 439.9696),(19 424.57147),(20 474.74045),(21 473.88214),(22 478.68488),(23 436.83252),(24 492.98532),(25 492.71722),(26 492.88278),(27 474.2513),(28 504.8506),(29 502.0026),(30 485.13223),(31 466.68198),(32 505.50027),(33 502.1174),(34 458.70145),(35 459.8289),(36 514.6991),(37 513.3419),(38 490.099),(39 469.94168),(40 505.75494),(41 501.85825),(42 469.93253),(43 464.16638),(44 474.2878),(45 472.0234),(46 482.2749),(47 495.808),(48 495.38754),
(1 0.5514289),(2 65.6619),(3 186.48242),(4 222.10551),(5 222.45645),(6 244.20569),(7 315.6876),(8 334.17203),(9 332.58585),(10 351.65753),(11 382.3275),(12 396.81287),(13 397.51334),(14 390.64),(15 403.3027),(16 448.5118),(17 446.96954),(18 438.55286),(19 412.34784),(20 458.54535),(21 457.3665),(22 453.6847),(23 423.05527),(24 469.2097),(25 469.6998),(26 474.88828),(27 486.2434),(28 525.211),(29 526.6529),(30 523.74225),(31 486.6062),(32 506.00986),(33 504.20615),(34 466.89496),(35 475.49442),(36 518.27936),(37 514.0002),(38 488.49496),(39 478.03098),(40 512.1282),(41 506.61008),(42 476.202),(43 478.63727),(44 493.62277),(45 487.82632),(46 472.96848),(47 495.3757),(48 495.59647),
(1 0.55895936),(2 66.606064),(3 182.2666),(4 219.10692),(5 220.18411),(6 252.39063),(7 303.12482),(8 338.6246),(9 336.31876),(10 332.73312),(11 363.91162),(12 405.30722),(13 404.52292),(14 401.82913),(15 409.18347),(16 459.426),(17 458.20563),(18 452.16983),(19 414.88696),(20 463.95383),(21 460.7758),(22 463.12616),(23 458.67822),(24 506.9374),(25 504.72873),(26 463.2326),(27 464.7477),(28 474.03964),(29 472.3986),(30 480.53815),(31 486.5092),(32 512.3711),(33 509.6896),(34 463.51117),(35 457.38907),(36 505.09717),(37 504.58023),(38 486.00568),(39 477.1178),(40 524.7189),(41 522.08105),(42 494.24075),(43 494.48688),(44 505.54068),(45 502.81808),(46 489.53104),(47 485.74576),(48 486.4815),
(1 0.55781066),(2 72.14308),(3 190.5721),(4 227.65419),(5 227.39462),(6 252.0601),(7 285.94064),(8 331.93274),(9 329.41998),(10 334.99408),(11 355.85236),(12 387.7118),(13 384.97418),(14 389.05017),(15 405.06387),(16 449.64822),(17 448.3815),(18 429.56213),(19 404.4452),(20 462.18936),(21 457.21744),(22 453.44492),(23 453.98962),(24 502.38766),(25 502.1632),(26 484.55838),(27 465.89368),(28 498.25687),(29 499.49753),(30 474.12924),(31 478.70468),(32 524.72754),(33 519.3446),(34 484.2909),(35 468.94098),(36 514.0621),(37 510.05472),(38 489.01508),(39 468.08234),(40 514.1969),(41 510.078),(42 510.4402),(43 481.58173),(44 482.20844),(45 479.22607),(46 473.7675),(47 499.14053),(48 498.04752),
(1 0.55522376),(2 62.929634),(3 173.43987),(4 205.79271),(5 205.8092),(6 228.46614),(7 273.13858),(8 308.24216),(9 307.26263),(10 316.44342),(11 321.01852),(12 377.7016),(13 377.6373),(14 367.93628),(15 378.58478),(16 423.17728),(17 420.62085),(18 410.4233),(19 397.76828),(20 434.7962),(21 431.91934),(22 430.8575),(23 419.67474),(24 470.94708),(25 469.701),(26 455.60544),(27 456.09018),(28 487.80682),(29 487.8248),(30 474.8729),(31 460.3792),(32 483.96307),(33 480.8897),(34 453.76004),(35 434.3225),(36 482.63858),(37 478.2438),(38 445.62195),(39 475.40378),(40 504.44495),(41 500.79984),(42 490.3837),(43 480.32986),(44 498.80353),(45 493.5949),(46 466.65372),(47 493.03656),(48 492.7262),
(1 0.56650656),(2 67.66747),(3 173.82684),(4 224.5034),(5 223.36015),(6 237.95226),(7 276.81363),(8 299.1831),(9 296.81567),(10 315.0792),(11 326.103),(12 370.74658),(13 369.4605),(14 384.07004),(15 372.60464),(16 410.5693),(17 408.15622),(18 400.10907),(19 394.2638),(20 436.4404),(21 432.72342),(22 416.04083),(23 412.49176),(24 459.477),(25 457.34402),(26 438.34042),(27 422.20047),(28 482.2361),(29 487.00037),(30 466.49557),(31 464.6693),(32 485.59375),(33 484.0083),(34 454.0344),(35 455.37994),(36 521.8538),(37 518.1614),(38 481.36258),(39 456.7776),(40 518.8052),(41 515.581),(42 465.55908),(43 457.0821),(44 465.17365),(45 462.6589),(46 429.17343),(47 475.68484),(48 475.2176),
(1 0.5390953),(2 65.793274),(3 170.4585),(4 214.68538),(5 215.1934),(6 240.88062),(7 274.60455),(8 309.99484),(9 309.39413),(10 320.39124),(11 345.8874),(12 378.83115),(13 377.0029),(14 386.5385),(15 372.2088),(16 414.43024),(17 412.71426),(18 405.83936),(19 390.93008),(20 436.09814),(21 435.05508),(22 444.96005),(23 410.6494),(24 434.3124),(25 431.52844),(26 425.91626),(27 446.95792),(28 476.61942),(29 469.36844),(30 448.72858),(31 438.50012),(32 488.99942),(33 488.11685),(34 449.94992),(35 440.65607),(36 494.82996),(37 495.98184),(38 473.1842),(39 451.2227),(40 475.16983),(41 470.77808),(42 476.66843),(43 460.6859),(44 453.07877),(45 449.83325),(46 452.24225),(47 473.9788),(48 474.2719),
(1 0.49389175),(2 64.02213),(3 169.6115),(4 218.35927),(5 218.70769),(6 241.70833),(7 292.2905),(8 336.55612),(9 338.46808),(10 332.99252),(11 343.26154),(12 373.6087),(13 371.57053),(14 385.1604),(15 373.11383),(16 415.52222),(17 414.08588),(18 423.81396),(19 407.17694),(20 479.92618),(21 477.30862),(22 453.54263),(23 414.7007),(24 466.83704),(25 466.03308),(26 469.9775),(27 465.27167),(28 496.80542),(29 494.032),(30 467.10693),(31 467.70203),(32 508.85132),(33 505.74115),(34 459.415),(35 451.882),(36 510.963),(37 507.8104),(38 486.55316),(39 475.11313),(40 503.8298),(41 498.0243),(42 490.0585),(43 464.6209),(44 500.05325),(45 493.79962),(46 455.20834),(47 493.22894),(48 493.01852),
(1 0.55953074),(2 60.77958),(3 175.87245),(4 214.72212),(5 212.78624),(6 241.90198),(7 295.9694),(8 342.10916),(9 340.799),(10 340.95386),(11 360.2429),(12 396.6402),(13 393.23947),(14 403.65576),(15 413.53146),(16 448.3138),(17 446.55182),(18 436.2217),(19 432.225),(20 482.8629),(21 478.0227),(22 461.4323),(23 437.84726),(24 485.27026),(25 486.78522),(26 457.40143),(27 456.7209),(28 490.4796),(29 497.53558),(30 498.6462),(31 481.77957),(32 514.987),(33 512.03156),(34 465.3536),(35 451.37912),(36 510.59732),(37 508.4445),(38 491.15884),(39 466.00165),(40 511.4799),(41 507.50067),(42 482.54114),(43 492.69504),(44 510.6225),(45 508.80936),(46 477.1664),(47 507.0627),(48 506.57608),
(1 0.56238997),(2 61.102898),(3 171.354),(4 208.5505),(5 209.2228),(6 240.8644),(7 294.67255),(8 334.84735),(9 333.9363),(10 353.08133),(11 364.5274),(12 391.56934),(13 391.0469),(14 404.8301),(15 401.08127),(16 456.88437),(17 455.60904),(18 445.85324),(19 423.11093),(20 458.68463),(21 458.35992),(22 443.93768),(23 437.00204),(24 487.34207),(25 485.74832),(26 456.4008),(27 458.31845),(28 500.50876),(29 501.99435),(30 478.2543),(31 451.33542),(32 504.05832),(33 499.183),(34 459.4902),(35 454.45935),(36 503.54608),(37 501.0125),(38 476.52774),(39 464.49112),(40 508.76953),(41 506.8605),(42 493.6247),(43 472.86456),(44 475.34045),(45 472.47675),(46 469.82828),(47 488.2464),(48 488.8762),
(1 0.5608256),(2 62.7805),(3 166.86777),(4 206.03047),(5 205.93791),(6 224.09558),(7 279.65613),(8 307.31177),(9 305.20233),(10 321.83707),(11 324.089),(12 355.2919),(13 352.4193),(14 353.52765),(15 349.32104),(16 405.87503),(17 403.34903),(18 392.69955),(19 380.2099),(20 427.8462),(21 426.58585),(22 420.727),(23 403.8067),(24 454.30264),(25 454.34424),(26 432.33096),(27 428.6868),(28 461.99313),(29 459.7291),(30 445.29092),(31 452.5594),(32 466.06354),(33 465.23285),(34 441.84668),(35 436.34616),(36 501.32935),(37 502.98904),(38 469.083),(39 445.88535),(40 484.44025),(41 480.37155),(42 457.32947),(43 448.61453),(44 444.945),(45 443.68317),(46 414.95636),(47 456.90176),(48 456.80582),
(1 0.5467851),(2 69.451996),(3 171.6346),(4 194.96724),(5 195.31532),(6 228.19664),(7 276.01813),(8 302.4043),(9 302.3264),(10 326.89233),(11 342.9066),(12 371.31107),(13 371.20856),(14 378.6458),(15 364.86008),(16 425.19467),(17 425.73825),(18 430.28607),(19 393.79437),(20 457.00327),(21 454.0573),(22 426.68915),(23 406.50525),(24 445.5335),(25 446.2271),(26 441.3285),(27 412.98096),(28 468.05228),(29 461.60727),(30 454.54843),(31 435.83517),(32 476.07858),(33 474.6081),(34 460.55023),(35 445.7482),(36 485.35388),(37 483.1586),(38 467.37997),(39 450.462),(40 475.06604),(41 471.9452),(42 445.86942),(43 452.40158),(44 475.9738),(45 472.3951),(46 428.52783),(47 460.96524),(48 460.77548),
(1 0.5165199),(2 64.48831),(3 188.45242),(4 228.89453),(5 227.8753),(6 239.7729),(7 306.47455),(8 332.79178),(9 332.0107),(10 326.21808),(11 354.47345),(12 374.34506),(13 372.93732),(14 372.53802),(15 384.29498),(16 439.147),(17 439.60876),(18 413.54642),(19 389.77985),(20 431.96686),(21 428.7851),(22 418.89352),(23 420.78824),(24 452.5568),(25 451.77573),(26 452.39304),(27 469.25742),(28 486.96936),(29 480.6465),(30 480.8751),(31 462.98795),(32 507.56464),(33 503.62943),(34 463.33743),(35 452.90692),(36 496.37143),(37 489.49652),(38 466.36917),(39 455.44757),(40 472.23868),(41 469.76822),(42 462.60034),(43 472.3381),(44 490.8037),(45 489.77545),(46 469.31503),(47 471.16095),(48 470.19147),
(1 0.5284664),(2 62.24653),(3 161.94986),(4 210.97638),(5 212.10248),(6 239.85909),(7 276.24716),(8 313.30707),(9 311.02643),(10 312.4363),(11 329.64645),(12 354.15607),(13 351.25638),(14 354.25424),(15 358.64963),(16 396.28702),(17 394.5478),(18 394.89276),(19 371.72665),(20 422.91684),(21 418.94516),(22 411.41962),(23 397.93045),(24 433.36386),(25 432.57413),(26 422.12463),(27 440.10022),(28 465.2373),(29 461.35635),(30 434.70972),(31 444.5997),(32 450.64584),(33 448.82477),(34 419.8234),(35 415.17285),(36 474.96283),(37 472.93738),(38 449.9358),(39 430.09344),(40 460.4477),(41 459.01776),(42 444.7999),(43 426.113),(44 447.48047),(45 444.8521),(46 438.36758),(47 454.0233),(48 453.9341),
(1 0.5256428),(2 59.23585),(3 172.73773),(4 208.68301),(5 209.52356),(6 223.31213),(7 283.15747),(8 324.38168),(9 324.17734),(10 305.77267),(11 329.02975),(12 364.9624),(13 363.3586),(14 382.92505),(15 361.8658),(16 417.69904),(17 415.89285),(18 406.05646),(19 393.929),(20 428.69977),(21 425.82202),(22 426.74185),(23 409.6082),(24 453.8621),(25 453.4418),(26 426.24564),(27 425.8092),(28 457.01932),(29 455.9703),(30 469.17828),(31 452.7979),(32 463.6215),(33 460.58838),(34 445.13257),(35 434.58224),(36 468.0963),(37 466.01172),(38 444.2192),(39 451.0941),(40 487.31473),(41 483.3202),(42 489.8318),(43 461.28223),(44 464.41913),(45 459.9467),(46 451.1767),(47 459.40994),(48 459.5203),
(1 0.4935817),(2 57.51779),(3 174.63756),(4 212.00204),(5 211.09987),(6 237.69748),(7 303.43164),(8 337.1263),(9 335.4788),(10 334.4737),(11 351.3564),(12 374.43317),(13 371.9131),(14 381.99872),(15 379.36493),(16 429.3758),(17 428.83423),(18 418.5154),(19 394.47867),(20 422.79965),(21 420.74323),(22 436.8315),(23 412.53604),(24 454.5779),(25 453.84445),(26 441.26355),(27 433.7168),(28 467.9199),(29 462.65863),(30 453.75912),(31 452.06943),(32 473.61618),(33 471.62772),(34 444.26782),(35 454.60098),(36 494.2226),(37 491.67313),(38 458.03647),(39 456.8834),(40 490.15176),(41 484.6578),(42 498.32516),(43 455.1831),(44 460.52695),(45 456.22778),(46 459.08914),(47 467.1011),(48 466.70453),
(1 0.5190266),(2 59.757027),(3 167.4389),(4 204.40694),(5 204.00427),(6 227.55156),(7 256.75122),(8 293.912),(9 291.88297),(10 286.09894),(11 303.13),(12 326.19876),(13 325.2916),(14 350.55154),(15 340.3233),(16 395.08038),(17 391.75574),(18 382.2415),(19 355.72144),(20 388.7197),(21 388.27878),(22 381.82388),(23 377.3834),(24 422.38513),(25 421.21503),(26 406.9254),(27 395.23273),(28 441.47928),(29 443.55502),(30 429.30084),(31 418.99637),(32 435.3331),(33 431.84033),(34 403.09207),(35 397.90665),(36 448.1972),(37 446.03394),(38 424.92215),(39 436.80292),(40 458.6825),(41 455.82272),(42 438.47363),(43 440.54224),(44 462.1713),(45 458.41992),(46 429.5304),(47 441.8577),(48 441.28806),
