1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54.63261),(2 77.94839),(3 92.01466),(4 99.40541),(5 108.16765),(6 115.54785),(7 121.27033),(8 128.2498),(9 132.91977),(10 136.94972),(11 142.36708),(12 145.2214),(13 149.0569),(14 151.82245),(15 153.89168),(16 155.24875),(17 156.9098),(18 157.12889),(19 157.84901),(20 157.92696),(21 158.83818),(22 159.95926),(23 161.18341),(24 160.92421),(25 162.679),(26 165.1935),(27 166.8811),(28 166.91927),(29 165.23216),(30 167.39412),(31 166.81796),(32 166.8728),(33 166.61287),(34 169.0077),(35 169.34311),(36 169.27611),(37 169.59341),(38 169.21637),(39 170.56462),(40 171.36322),(41 173.45428),(42 177.49884),(43 175.79228),(44 176.36075),(45 174.33125),(46 175.14764),(47 175.57256),(48 175.03123),(49 175.90991),(50 177.74199),(51 177.34117),(52 177.45471),(53 177.29736),(54 175.83551),(55 178.32494),(56 176.57985),(57 176.96791),(58 176.77728),(59 177.72829),(60 176.54425),(61 176.71342),(62 178.03905),(63 177.26567),(64 175.24243),(65 174.33958),(66 174.72185),(67 174.33675),(68 175.10867),(69 175.95668),(70 176.41742),(71 178.85979),(72 179.3306),(73 179.28215),(74 178.79883),(75 179.01447),(76 179.90385),(77 181.77695),(78 182.7333),(79 182.94783),
(1 53.96252),(2 76.1558),(3 90.83736),(4 100.88491),(5 109.35487),(6 115.843864),(7 123.06267),(8 127.57223),(9 131.21124),(10 133.91368),(11 139.41254),(12 142.10237),(13 143.8799),(14 147.09654),(15 150.29723),(16 152.34628),(17 153.73909),(18 156.91118),(19 158.41887),(20 159.9715),(21 161.24612),(22 161.79987),(23 163.47586),(24 163.5431),(25 164.58414),(26 167.02768),(27 168.89444),(28 169.48302),(29 170.84328),(30 170.81642),(31 169.23932),(32 168.60919),(33 167.92911),(34 167.70642),(35 168.69199),(36 169.69716),(37 169.19075),(38 169.96938),(39 170.09149),(40 171.54247),(41 169.23958),(42 167.97931),(43 168.47704),(44 171.52817),(45 170.46127),(46 172.00815),(47 170.75232),(48 170.53462),(49 170.83435),(50 172.05086),(51 174.62723),(52 177.27528),(53 177.68765),(54 178.08807),(55 179.47163),(56 179.84346),(57 181.12291),(58 180.36613),(59 181.68665),(60 180.42375),(61 182.16994),(62 180.42316),(63 181.76614),(64 179.93149),(65 181.71094),(66 180.78082),(67 179.88295),(68 178.7592),(69 179.44688),(70 179.08946),(71 180.63072),(72 180.93454),(73 181.43913),(74 181.3937),(75 179.4758),(76 181.87564),(77 183.1152),(78 184.58269),(79 184.88268),
(1 53.538216),(2 76.7951),(3 91.59268),(4 100.60258),(5 109.98778),(6 118.15018),(7 125.2385),(8 130.87036),(9 135.38329),(10 138.29736),(11 142.62709),(12 144.8626),(13 148.6797),(14 151.08783),(15 152.91855),(16 152.8588),(17 154.95457),(18 157.02359),(19 159.21709),(20 161.8794),(21 162.98396),(22 164.55574),(23 168.02437),(24 170.8789),(25 172.27286),(26 173.49495),(27 175.75291),(28 176.18999),(29 176.42314),(30 180.01596),(31 177.49733),(32 175.94534),(33 173.98927),(34 174.48647),(35 174.27606),(36 174.41124),(37 175.10033),(38 175.11711),(39 175.6725),(40 175.9124),(41 174.39168),(42 175.27812),(43 174.14761),(44 174.48056),(45 174.3963),(46 176.93982),(47 177.7965),(48 176.58717),(49 178.19499),(50 177.16992),(51 177.0988),(52 176.08784),(53 175.97568),(54 176.01662),(55 176.69482),(56 177.50018),(57 178.09288),(58 177.7984),(59 179.35112),(60 179.93954),(61 180.71489),(62 181.07465),(63 181.99213),(64 179.51256),(65 180.45146),(66 180.38121),(67 180.19858),(68 181.78209),(69 183.1822),(70 181.30664),(71 182.09999),(72 183.08963),(73 184.42834),(74 185.6057),(75 187.26483),(76 187.21312),(77 186.52464),(78 186.61359),(79 186.39302),
(1 53.218235),(2 74.76126),(3 87.67571),(4 97.65853),(5 106.635704),(6 113.687706),(7 120.7228),(8 124.58107),(9 128.221),(10 132.61021),(11 136.36374),(12 139.19978),(13 144.21194),(14 146.47064),(15 148.7202),(16 150.79475),(17 153.26447),(18 154.72485),(19 157.42369),(20 158.96017),(21 159.99298),(22 160.26045),(23 162.7269),(24 165.30743),(25 166.11186),(26 169.85896),(27 169.29881),(28 169.09613),(29 169.52618),(30 170.85799),(31 171.66359),(32 171.86201),(33 173.04086),(34 171.1252),(35 171.82858),(36 169.7249),(37 170.41125),(38 170.2018),(39 170.06053),(40 170.85663),(41 171.91333),(42 173.79854),(43 173.40433),(44 171.84592),(45 171.89868),(46 171.48302),(47 170.24985),(48 169.62349),(49 170.74008),(50 171.07619),(51 170.22095),(52 170.08202),(53 170.7778),(54 171.87187),(55 173.34673),(56 173.97595),(57 176.09384),(58 176.59155),(59 177.12003),(60 175.73209),(61 177.46577),(62 177.66895),(63 177.98047),(64 177.36752),(65 177.16502),(66 177.4717),(67 177.20901),(68 178.57326),(69 179.09),(70 178.61531),(71 179.50316),(72 179.95284),(73 181.11768),(74 181.4507),(75 183.16551),(76 182.28111),(77 182.39581),(78 182.51186),(79 182.33496),
(1 51.24554),(2 72.27715),(3 85.457985),(4 95.34093),(5 102.97194),(6 110.33274),(7 117.04073),(8 120.986755),(9 126.32927),(10 130.0583),(11 133.64563),(12 137.79437),(13 139.07014),(14 141.82628),(15 144.14174),(16 143.73785),(17 145.74048),(18 146.61064),(19 148.52399),(20 148.10587),(21 148.20549),(22 149.56813),(23 151.7333),(24 152.17648),(25 152.83794),(26 153.50475),(27 155.25615),(28 155.97258),(29 155.89833),(30 155.46222),(31 157.48209),(32 158.1733),(33 158.66254),(34 159.94545),(35 158.36923),(36 159.17427),(37 160.165),(38 160.95944),(39 161.98015),(40 162.29103),(41 163.12039),(42 162.75111),(43 162.22047),(44 161.62184),(45 159.32065),(46 161.323),(47 161.5058),(48 160.98094),(49 161.86739),(50 160.97552),(51 161.73863),(52 160.3723),(53 161.36363),(54 162.90909),(55 164.29878),(56 164.76991),(57 166.2077),(58 165.14851),(59 165.8544),(60 166.05164),(61 167.82823),(62 166.94916),(63 168.24489),(64 168.6278),(65 168.90317),(66 168.36702),(67 170.2577),(68 171.35826),(69 171.01933),(70 171.86433),(71 173.20319),(72 174.87598),(73 175.29114),(74 177.4992),(75 176.02426),(76 176.43018),(77 177.32494),(78 177.13562),(79 177.41724),
(1 53.174923),(2 73.72005),(3 88.256714),(4 97.898224),(5 105.48538),(6 113.656685),(7 120.05822),(8 124.873344),(9 128.75142),(10 132.03102),(11 136.76628),(12 140.56204),(13 144.97046),(14 146.9358),(15 150.33144),(16 151.13538),(17 152.77312),(18 154.94077),(19 155.06584),(20 154.9207),(21 156.6068),(22 155.20703),(23 157.52235),(24 157.10735),(25 160.61636),(26 162.89166),(27 163.32243),(28 163.24185),(29 164.24376),(30 165.99072),(31 164.8534),(32 165.86041),(33 164.8263),(34 163.9387),(35 163.44092),(36 164.79973),(37 164.24992),(38 163.54724),(39 162.63031),(40 165.04294),(41 165.71048),(42 167.01701),(43 167.43735),(44 169.6124),(45 168.80666),(46 170.5149),(47 169.81721),(48 169.77707),(49 169.99402),(50 168.65114),(51 168.07297),(52 168.3868),(53 168.42604),(54 167.39728),(55 168.891),(56 169.55833),(57 169.62378),(58 168.34969),(59 169.72993),(60 172.60582),(61 172.09256),(62 171.6767),(63 172.36147),(64 172.3991),(65 172.2201),(66 173.04073),(67 172.82333),(68 171.39914),(69 173.40161),(70 173.35191),(71 176.14398),(72 178.12538),(73 179.20013),(74 179.96803),(75 179.34618),(76 178.57613),(77 179.77167),(78 179.0879),(79 178.61855),
(1 52.41611),(2 73.98566),(3 88.04016),(4 96.12218),(5 104.2605),(6 112.78777),(7 118.261116),(8 121.51047),(9 126.71999),(10 131.84941),(11 135.34036),(12 138.33665),(13 142.05824),(14 144.82787),(15 147.02023),(16 148.29205),(17 151.24579),(18 151.3943),(19 152.46155),(20 152.64012),(21 151.26454),(22 150.2103),(23 152.57253),(24 154.79822),(25 155.17258),(26 156.99875),(27 157.91956),(28 159.82874),(29 158.86867),(30 159.56009),(31 159.75424),(32 159.66261),(33 160.38707),(34 161.14648),(35 162.84123),(36 163.90468),(37 164.59285),(38 163.20746),(39 165.16554),(40 165.14903),(41 165.66583),(42 166.63916),(43 166.91975),(44 165.71928),(45 164.15424),(46 164.8277),(47 163.00133),(48 162.49629),(49 163.26038),(50 163.0394),(51 163.82791),(52 164.35272),(53 164.40572),(54 163.91594),(55 164.41374),(56 164.52702),(57 166.22147),(58 165.52252),(59 166.88106),(60 167.54408),(61 167.18185),(62 166.018),(63 165.46255),(64 164.17702),(65 162.99614),(66 163.0212),(67 164.66948),(68 165.33531),(69 165.67639),(70 168.02489),(71 168.99905),(72 170.18129),(73 168.44267),(74 171.82593),(75 172.44247),(76 172.3172),(77 172.70976),(78 172.34377),(79 173.27695),
(1 52.097908),(2 72.49083),(3 86.24917),(4 94.64892),(5 101.55307),(6 109.773056),(7 117.56308),(8 120.06243),(9 125.03959),(10 129.28267),(11 131.92319),(12 135.45253),(13 138.72546),(14 140.55547),(15 144.40062),(16 144.83156),(17 146.70454),(18 147.43994),(19 148.4309),(20 151.1729),(21 153.21971),(22 154.4543),(23 155.04651),(24 156.19115),(25 157.36139),(26 159.65726),(27 160.71748),(28 162.77197),(29 162.96277),(30 163.91985),(31 164.336),(32 164.05943),(33 163.0875),(34 164.90456),(35 165.82123),(36 165.771),(37 164.61897),(38 167.27682),(39 167.27338),(40 167.65828),(41 167.71684),(42 165.75958),(43 166.56697),(44 167.68805),(45 167.8892),(46 168.48021),(47 169.01852),(48 168.81494),(49 168.62704),(50 166.81331),(51 167.40677),(52 165.71445),(53 166.95113),(54 168.50893),(55 168.42375),(56 168.45245),(57 169.50237),(58 171.58156),(59 171.99768),(60 171.78053),(61 171.58327),(62 171.76099),(63 173.70914),(64 172.0365),(65 171.59688),(66 171.39536),(67 170.96725),(68 168.39336),(69 169.02402),(70 168.62909),(71 168.93094),(72 168.57782),(73 167.0113),(74 168.50743),(75 167.48999),(76 169.61304),(77 169.75113),(78 172.26154),(79 173.2453),
(1 52.19095),(2 73.49203),(3 87.23016),(4 95.54983),(5 103.71751),(6 110.801094),(7 115.8539),(8 120.43653),(9 126.839645),(10 130.85298),(11 132.67258),(12 135.44649),(13 138.369),(14 140.5831),(15 142.53944),(16 145.43044),(17 147.37592),(18 147.17188),(19 148.49602),(20 152.91698),(21 154.6386),(22 155.16162),(23 159.02216),(24 159.96254),(25 161.76831),(26 163.46512),(27 166.18413),(28 167.30807),(29 167.65266),(30 169.55244),(31 168.47397),(32 169.71758),(33 168.18106),(34 169.09247),(35 169.53477),(36 169.55508),(37 168.75406),(38 167.82892),(39 168.892),(40 167.18468),(41 169.8071),(42 172.33644),(43 173.16396),(44 171.89117),(45 172.7832),(46 171.43987),(47 174.06607),(48 174.0054),(49 173.09657),(50 171.94589),(51 172.6979),(52 171.42131),(53 171.64873),(54 173.28784),(55 172.91295),(56 172.8341),(57 175.45184),(58 173.50679),(59 173.38626),(60 174.59636),(61 175.5357),(62 176.1843),(63 176.05412),(64 177.15363),(65 178.0315),(66 178.55147),(67 180.0633),(68 180.03793),(69 180.13658),(70 179.37459),(71 179.32904),(72 179.50453),(73 180.00084),(74 180.64671),(75 180.41617),(76 181.5616),(77 180.84785),(78 181.14409),(79 182.87352),
(1 49.52917),(2 69.619514),(3 83.873604),(4 92.11767),(5 99.203735),(6 104.438835),(7 110.625755),(8 116.20593),(9 120.804375),(10 125.28714),(11 127.91996),(12 130.42),(13 132.67671),(14 134.9483),(15 137.52084),(16 138.21834),(17 138.62189),(18 139.7298),(19 141.52936),(20 141.82724),(21 143.86928),(22 143.9878),(23 145.94412),(24 150.06339),(25 151.39781),(26 153.82567),(27 156.60262),(28 155.23262),(29 156.76675),(30 157.67172),(31 158.40231),(32 159.94104),(33 159.5868),(34 160.7536),(35 161.27074),(36 161.39192),(37 162.7366),(38 161.5739),(39 160.81589),(40 161.84416),(41 161.77658),(42 161.69557),(43 161.09593),(44 161.55132),(45 160.39363),(46 160.90239),(47 160.44415),(48 160.86319),(49 161.53247),(50 160.72693),(51 162.44202),(52 162.39694),(53 162.94945),(54 162.21487),(55 160.71634),(56 162.71481),(57 164.25877),(58 165.21674),(59 165.28038),(60 166.38506),(61 167.49771),(62 167.24013),(63 167.86014),(64 168.43103),(65 168.804),(66 168.67691),(67 171.0336),(68 170.4052),(69 170.56927),(70 170.76993),(71 171.02812),(72 170.78836),(73 173.04239),(74 177.46071),(75 178.0664),(76 179.7235),(77 178.91187),(78 178.7366),(79 177.9195),
(1 50.276176),(2 71.574265),(3 84.65038),(4 94.641304),(5 102.12135),(6 109.96172),(7 115.886154),(8 120.9495),(9 124.0417),(10 127.12411),(11 131.30484),(12 133.94452),(13 137.90068),(14 140.49321),(15 141.07294),(16 142.40202),(17 143.17186),(18 144.75381),(19 144.24753),(20 144.80586),(21 146.08186),(22 145.75993),(23 147.94704),(24 150.04399),(25 152.86217),(26 154.30118),(27 157.76396),(28 159.48483),(29 159.71692),(30 160.37631),(31 161.70705),(32 160.90813),(33 159.33641),(34 160.56471),(35 161.64531),(36 161.5231),(37 160.66017),(38 160.56252),(39 161.4001),(40 162.41197),(41 161.75497),(42 163.2426),(43 165.86203),(44 165.91463),(45 164.56842),(46 163.44196),(47 163.20065),(48 161.51802),(49 159.63419),(50 160.35861),(51 162.28712),(52 161.1917),(53 162.58888),(54 161.87125),(55 161.35507),(56 161.08803),(57 161.29468),(58 160.79982),(59 162.0686),(60 162.0922),(61 162.43297),(62 163.70367),(63 165.71594),(64 165.74309),(65 165.02849),(66 165.22237),(67 165.27841),(68 166.15575),(69 167.786),(70 168.17625),(71 169.98657),(72 171.55907),(73 174.53458),(74 176.49069),(75 177.67836),(76 177.80809),(77 179.26744),(78 178.17172),(79 178.35217),
(1 50.42969),(2 70.31791),(3 83.003624),(4 90.51487),(5 98.29045),(6 105.474304),(7 111.61615),(8 115.55525),(9 121.14687),(10 124.92159),(11 129.14865),(12 131.89316),(13 133.94518),(14 136.77757),(15 139.55902),(16 141.05725),(17 142.20856),(18 143.48032),(19 144.70462),(20 144.46326),(21 146.74469),(22 146.94197),(23 150.46526),(24 153.5539),(25 155.2855),(26 158.34248),(27 160.18687),(28 162.86215),(29 164.77019),(30 165.05101),(31 163.84537),(32 165.75105),(33 163.72928),(34 164.20395),(35 165.0748),(36 163.65787),(37 164.92976),(38 164.42488),(39 164.42677),(40 164.05603),(41 164.65851),(42 165.51949),(43 166.32243),(44 165.66226),(45 164.0504),(46 165.23697),(47 162.83269),(48 163.45673),(49 164.63614),(50 163.8052),(51 162.06831),(52 162.38481),(53 161.69968),(54 161.41101),(55 162.42816),(56 160.78067),(57 161.76302),(58 160.8483),(59 160.85043),(60 160.9817),(61 161.68884),(62 161.1204),(63 162.18509),(64 160.19246),(65 160.39345),(66 160.25809),(67 161.60577),(68 161.97083),(69 163.47157),(70 164.84067),(71 164.48752),(72 166.41608),(73 165.99918),(74 168.69466),(75 168.81119),(76 169.59752),(77 171.23874),(78 170.99767),(79 171.53607),
(1 50.521503),(2 70.90171),(3 83.584435),(4 92.1726),(5 99.32189),(6 106.845406),(7 111.63666),(8 115.33828),(9 119.40877),(10 122.05264),(11 125.54266),(12 128.72842),(13 131.6671),(14 135.01904),(15 137.71481),(16 139.71294),(17 143.27942),(18 144.3249),(19 145.7072),(20 146.465),(21 148.53706),(22 150.34702),(23 152.32993),(24 154.34581),(25 155.8577),(26 157.45636),(27 158.61163),(28 159.40393),(29 159.79893),(30 159.96959),(31 161.31288),(32 161.12679),(33 161.70195),(34 160.45851),(35 160.53494),(36 160.98148),(37 160.13185),(38 161.30571),(39 162.68376),(40 163.47795),(41 163.27266),(42 164.82294),(43 163.85747),(44 165.34074),(45 165.0479),(46 164.67993),(47 164.32053),(48 164.04701),(49 163.44952),(50 162.36426),(51 161.97794),(52 161.92242),(53 164.4017),(54 164.25557),(55 165.22575),(56 166.1624),(57 167.56377),(58 169.22452),(59 169.52917),(60 170.07213),(61 173.01428),(62 173.64064),(63 175.96898),(64 173.80803),(65 172.94258),(66 171.30486),(67 172.02399),(68 171.99731),(69 172.11957),(70 172.10692),(71 172.23466),(72 173.46863),(73 172.79047),(74 173.86603),(75 173.48636),(76 174.71594),(77 175.27042),(78 175.33455),(79 175.07886),
(1 48.911892),(2 68.15656),(3 80.97164),(4 90.10771),(5 99.41181),(6 106.303),(7 111.36327),(8 115.56572),(9 119.47436),(10 124.95506),(11 127.6032),(12 131.25644),(13 134.88268),(14 136.14188),(15 137.24149),(16 139.45671),(17 140.36324),(18 141.1771),(19 142.573),(20 142.84528),(21 144.30496),(22 146.63649),(23 148.70462),(24 149.52124),(25 152.05057),(26 153.67863),(27 155.2394),(28 156.01402),(29 155.68098),(30 155.51706),(31 157.21051),(32 157.70781),(33 157.17325),(34 158.11148),(35 157.62097),(36 157.22438),(37 156.35934),(38 155.78848),(39 156.64053),(40 158.40889),(41 158.6424),(42 159.36633),(43 158.75299),(44 159.55502),(45 160.06737),(46 159.33473),(47 159.35448),(48 159.0588),(49 159.54736),(50 159.36626),(51 160.78323),(52 160.08783),(53 160.48387),(54 159.87595),(55 160.42424),(56 160.58104),(57 162.54225),(58 163.13535),(59 163.34528),(60 164.00952),(61 167.10542),(62 167.36748),(63 167.07652),(64 166.69017),(65 167.6508),(66 166.52644),(67 167.38753),(68 167.27727),(69 169.06819),(70 169.30324),(71 168.87776),(72 168.39008),(73 169.29974),(74 170.11366),(75 169.63045),(76 170.78403),(77 171.19533),(78 171.21747),(79 171.47699),
(1 48.710888),(2 68.236916),(3 78.8072),(4 87.039406),(5 93.78368),(6 99.6577),(7 104.53054),(8 110.16121),(9 114.6232),(10 118.07976),(11 120.11598),(12 121.855316),(13 125.09573),(14 125.5337),(15 128.01978),(16 131.19365),(17 133.11052),(18 135.97481),(19 138.70741),(20 139.75667),(21 141.63394),(22 141.32297),(23 143.12114),(24 144.43285),(25 144.78162),(26 148.00107),(27 148.89937),(28 148.40215),(29 149.46545),(30 150.74611),(31 151.37408),(32 150.22424),(33 151.59799),(34 151.87416),(35 151.45393),(36 151.2932),(37 151.81946),(38 151.70007),(39 153.32916),(40 152.76215),(41 153.72679),(42 154.6019),(43 154.05908),(44 154.30174),(45 155.4844),(46 155.90993),(47 156.19295),(48 156.38812),(49 157.55345),(50 156.2889),(51 156.30489),(52 155.58495),(53 157.03716),(54 157.54073),(55 156.56639),(56 158.74849),(57 160.92548),(58 159.99135),(59 160.14581),(60 160.3109),(61 160.13562),(62 159.64769),(63 161.09088),(64 160.00793),(65 159.9326),(66 162.03499),(67 162.34377),(68 162.71393),(69 162.92221),(70 164.38351),(71 164.56677),(72 165.30626),(73 166.11534),(74 168.1266),(75 167.83461),(76 168.658),(77 167.982),(78 167.63153),(79 167.33093),
(1 48.85552),(2 68.50384),(3 80.6716),(4 90.212654),(5 97.71843),(6 103.051186),(7 108.5576),(8 112.71664),(9 116.2442),(10 119.59596),(11 122.82918),(12 125.60317),(13 128.77245),(14 131.00171),(15 134.75566),(16 136.17564),(17 139.41582),(18 140.16403),(19 142.2664),(20 144.05309),(21 146.23634),(22 146.53606),(23 150.18369),(24 151.62448),(25 152.36221),(26 154.56868),(27 155.69936),(28 157.31372),(29 157.4231),(30 159.09538),(31 158.02913),(32 159.05678),(33 158.81917),(34 157.64453),(35 156.96135),(36 157.71893),(37 158.38818),(38 158.93567),(39 158.74771),(40 158.52773),(41 157.9225),(42 157.4063),(43 156.82211),(44 156.11383),(45 156.79079),(46 158.11827),(47 157.9646),(48 158.35716),(49 159.72968),(50 160.66624),(51 160.04993),(52 158.67769),(53 161.14635),(54 158.72737),(55 159.17538),(56 159.81166),(57 160.22812),(58 159.40318),(59 158.32123),(60 158.7076),(61 160.99626),(62 160.88516),(63 161.43329),(64 162.09918),(65 163.7754),(66 163.88457),(67 165.3873),(68 166.70396),(69 165.60727),(70 166.92952),(71 167.81299),(72 167.45648),(73 168.59242),(74 168.40567),(75 170.57445),(76 170.13132),(77 169.28497),(78 171.30779),(79 169.66774),
(1 49.58222),(2 68.84003),(3 82.48772),(4 91.59532),(5 100.03715),(6 107.103424),(7 113.489784),(8 118.47809),(9 121.46606),(10 126.0565),(11 130.3587),(12 132.3413),(13 134.26596),(14 135.93962),(15 137.47163),(16 137.89609),(17 139.25719),(18 140.18152),(19 142.37384),(20 142.54616),(21 143.55452),(22 145.02791),(23 146.68092),(24 149.20892),(25 149.9015),(26 150.90591),(27 152.3047),(28 152.46484),(29 151.90067),(30 151.33022),(31 150.26212),(32 150.78636),(33 150.43909),(34 150.99948),(35 150.78513),(36 151.96358),(37 153.03194),(38 153.99464),(39 155.52966),(40 155.95467),(41 155.7704),(42 155.04817),(43 155.98796),(44 156.86237),(45 155.76483),(46 154.9632),(47 155.06369),(48 154.57684),(49 155.69452),(50 155.0013),(51 156.15744),(52 155.20857),(53 157.0734),(54 154.5339),(55 156.37164),(56 156.13383),(57 156.56924),(58 158.2917),(59 161.9771),(60 159.83801),(61 161.48914),(62 163.12091),(63 162.85048),(64 163.4381),(65 163.46463),(66 162.46213),(67 163.98372),(68 164.86885),(69 164.88657),(70 165.04361),(71 166.52043),(72 166.4512),(73 167.29884),(74 167.74716),(75 170.43976),(76 169.59659),(77 169.9244),(78 171.42958),(79 170.83534),
(1 47.685806),(2 66.694336),(3 78.73735),(4 87.1962),(5 94.38719),(6 99.69313),(7 104.82609),(8 109.71101),(9 113.016594),(10 115.979836),(11 119.45158),(12 123.06353),(13 124.865974),(14 127.026665),(15 129.98962),(16 130.14056),(17 133.18958),(18 133.8948),(19 134.30034),(20 136.18149),(21 137.61115),(22 138.64352),(23 139.76843),(24 141.17554),(25 142.59958),(26 144.55013),(27 144.6452),(28 146.335),(29 146.10867),(30 148.25714),(31 145.29198),(32 147.3467),(33 147.50989),(34 148.6249),(35 149.46709),(36 149.44472),(37 150.12607),(38 152.6768),(39 152.27806),(40 153.23293),(41 153.83089),(42 154.99706),(43 153.53456),(44 155.27547),(45 156.06808),(46 156.13533),(47 156.41153),(48 155.6359),(49 154.5786),(50 154.3971),(51 153.20247),(52 150.57526),(53 150.11282),(54 149.8122),(55 149.87706),(56 149.76346),(57 152.15366),(58 152.52563),(59 152.45679),(60 152.97188),(61 154.16988),(62 154.07877),(63 156.13023),(64 155.33057),(65 157.04935),(66 158.6226),(67 159.67601),(68 161.66551),(69 162.49469),(70 163.0726),(71 163.17412),(72 163.14484),(73 162.80766),(74 165.175),(75 168.01608),(76 167.96858),(77 168.16373),(78 169.39816),(79 167.9359),
