1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 48.76077),(2 66.4411),(3 78.52113),(4 85.98612),(5 93.61515),(6 100.71919),(7 105.68443),(8 110.39295),(9 113.33649),(10 118.74468),(11 121.31787),(12 124.81536),(13 127.62355),(14 131.46216),(15 134.38272),(16 135.21274),(17 135.90851),(18 138.24129),(19 140.46619),(20 141.05511),(21 144.3342),(22 143.90608),(23 145.59637),(24 146.93279),(25 149.28636),(26 149.13393),(27 150.97943),(28 149.78963),(29 151.01227),(30 152.23787),(31 150.73825),(32 151.1252),(33 151.42014),(34 152.08891),(35 152.7514),(36 153.35356),(37 154.22603),(38 154.78603),(39 154.70448),(40 152.48549),(41 151.62093),(42 151.96489),(43 150.63225),(44 151.02103),(45 151.17227),(46 151.48544),(47 151.05728),(48 151.57713),(49 151.31464),(50 149.9259),(51 151.16533),(52 150.08063),(53 151.06357),(54 151.13829),(55 152.07314),(56 151.523),(57 153.30699),(58 152.02872),(59 153.68037),(60 152.8292),(61 153.699),(62 153.86592),(63 155.62076),(64 155.91661),(65 157.0199),(66 157.1802),(67 157.94063),(68 157.81133),(69 157.61751),(70 155.84688),(71 156.93256),(72 158.75272),(73 159.53201),(74 160.99022),(75 160.9041),(76 161.85425),(77 161.3061),(78 160.92552),(79 162.57521),
(1 47.42893),(2 65.993744),(3 78.907616),(4 86.32893),(5 93.72635),(6 100.77344),(7 106.06194),(8 109.672455),(9 113.72209),(10 116.94641),(11 119.171715),(12 123.123795),(13 126.72533),(14 128.57181),(15 132.33067),(16 133.80396),(17 134.31902),(18 136.1515),(19 138.9067),(20 139.01439),(21 139.96088),(22 140.3529),(23 142.02141),(24 143.84401),(25 145.51753),(26 146.42226),(27 148.00043),(28 149.42102),(29 149.05133),(30 151.29184),(31 150.12401),(32 151.66339),(33 150.66573),(34 150.69455),(35 150.59024),(36 151.59062),(37 151.86247),(38 154.29347),(39 154.29843),(40 154.92831),(41 152.85071),(42 152.58553),(43 150.92776),(44 149.06279),(45 148.66702),(46 150.54427),(47 149.50085),(48 149.70982),(49 149.23276),(50 148.69423),(51 149.78984),(52 147.50336),(53 147.77875),(54 149.44673),(55 150.32864),(56 150.5761),(57 151.57333),(58 150.4263),(59 151.27692),(60 152.24147),(61 153.8489),(62 155.68558),(63 155.70103),(64 155.85777),(65 156.8041),(66 156.9275),(67 158.90388),(68 160.16632),(69 160.53876),(70 161.01083),(71 160.55547),(72 160.03778),(73 162.23584),(74 164.65158),(75 164.62347),(76 164.64578),(77 164.48622),(78 164.71545),(79 163.66745),
(1 48.233124),(2 67.03665),(3 81.35832),(4 89.546745),(5 95.33091),(6 102.78871),(7 108.080635),(8 111.70583),(9 117.57921),(10 120.827675),(11 124.01021),(12 125.430214),(13 129.3527),(14 130.82324),(15 133.80515),(16 133.28905),(17 134.74994),(18 135.7747),(19 138.79317),(20 138.77258),(21 140.27434),(22 141.0586),(23 143.94427),(24 144.69702),(25 145.8374),(26 146.77847),(27 146.2583),(28 150.52823),(29 149.46791),(30 149.66544),(31 148.77104),(32 150.07088),(33 150.35126),(34 151.18163),(35 149.76073),(36 150.054),(37 149.79044),(38 150.63211),(39 150.60236),(40 151.71095),(41 151.03087),(42 151.46881),(43 151.02615),(44 150.3763),(45 150.39244),(46 150.79749),(47 149.6034),(48 150.80646),(49 151.8803),(50 152.08841),(51 152.15892),(52 152.78189),(53 154.1833),(54 155.6328),(55 156.16306),(56 156.30826),(57 157.1194),(58 156.69762),(59 157.07411),(60 158.2546),(61 158.1921),(62 160.22864),(63 160.1701),(64 158.34323),(65 160.17587),(66 160.74475),(67 161.99245),(68 160.80927),(69 162.67139),(70 161.92804),(71 163.38176),(72 163.51218),(73 163.29297),(74 165.26065),(75 164.3085),(76 163.44592),(77 162.1124),(78 164.26639),(79 164.30202),
(1 47.227734),(2 66.1919),(3 77.281204),(4 84.65061),(5 93.06239),(6 99.94204),(7 105.187546),(8 110.16582),(9 113.84696),(10 117.185425),(11 119.62608),(12 121.92272),(13 123.99841),(14 126.947426),(15 131.37355),(16 131.8003),(17 133.60878),(18 133.59499),(19 136.95955),(20 138.46619),(21 140.18663),(22 141.81654),(23 143.50272),(24 146.42119),(25 149.27866),(26 150.93816),(27 151.71913),(28 151.5608),(29 152.25514),(30 153.87595),(31 153.94106),(32 154.75131),(33 154.6637),(34 155.8126),(35 155.6578),(36 154.17372),(37 154.7508),(38 154.72404),(39 154.5693),(40 154.04381),(41 152.99738),(42 153.39342),(43 151.78786),(44 151.94357),(45 151.9583),(46 151.0432),(47 150.94263),(48 150.27786),(49 152.40993),(50 152.11679),(51 152.16759),(52 151.00348),(53 152.18915),(54 150.39174),(55 151.003),(56 151.16304),(57 151.2673),(58 151.94856),(59 152.62445),(60 151.17792),(61 153.6967),(62 153.98572),(63 154.43892),(64 153.77872),(65 151.49892),(66 152.86517),(67 151.50153),(68 152.98195),(69 153.32591),(70 151.88567),(71 152.21057),(72 152.78716),(73 155.0483),(74 155.68625),(75 156.07472),(76 155.55164),(77 156.21706),(78 155.73686),(79 157.19383),
(1 47.453793),(2 66.72008),(3 79.48857),(4 87.29967),(5 93.15491),(6 100.23224),(7 106.82802),(8 111.23418),(9 116.52228),(10 119.59594),(11 122.42013),(12 126.32508),(13 127.64103),(14 130.91563),(15 133.62772),(16 133.70375),(17 134.50452),(18 135.39355),(19 136.90553),(20 139.60054),(21 141.35484),(22 142.66785),(23 144.73006),(24 146.40901),(25 148.67209),(26 150.62509),(27 151.34918),(28 153.62119),(29 154.43573),(30 155.66196),(31 154.74916),(32 155.67441),(33 156.28546),(34 157.5969),(35 156.18013),(36 157.95673),(37 159.15157),(38 161.35448),(39 160.18724),(40 159.36832),(41 159.33917),(42 159.2398),(43 158.01097),(44 158.00175),(45 158.00941),(46 157.85258),(47 155.88496),(48 156.10872),(49 157.04477),(50 157.78908),(51 157.61583),(52 156.44205),(53 156.98366),(54 157.24905),(55 157.32608),(56 157.29085),(57 158.36963),(58 158.11305),(59 159.24281),(60 159.08775),(61 159.87726),(62 160.45357),(63 161.59235),(64 159.83801),(65 159.04073),(66 158.10393),(67 157.56998),(68 156.82341),(69 159.36298),(70 160.19846),(71 160.18837),(72 160.97081),(73 162.58723),(74 164.03146),(75 165.73021),(76 165.5229),(77 165.78471),(78 165.96667),(79 165.73555),
(1 45.996845),(2 64.85113),(3 78.77196),(4 88.000885),(5 96.111244),(6 102.62837),(7 108.246956),(8 112.454956),(9 116.455154),(10 118.826584),(11 120.82733),(12 121.603325),(13 125.59898),(14 126.66625),(15 129.40561),(16 130.84634),(17 133.83151),(18 135.22937),(19 136.73318),(20 137.05492),(21 138.686),(22 139.9595),(23 142.40575),(24 143.31448),(25 143.37636),(26 144.49092),(27 146.4188),(28 146.3859),(29 147.4083),(30 146.56723),(31 147.40878),(32 150.93875),(33 149.69936),(34 150.4654),(35 150.36337),(36 151.69534),(37 151.32646),(38 150.48477),(39 150.36258),(40 151.37274),(41 150.39969),(42 149.12213),(43 149.65588),(44 150.06146),(45 149.3772),(46 149.83502),(47 148.52466),(48 148.24632),(49 149.93524),(50 150.27827),(51 150.29533),(52 149.75644),(53 150.04861),(54 149.97864),(55 150.2836),(56 149.64432),(57 150.17627),(58 151.11414),(59 151.13248),(60 151.4891),(61 153.84616),(62 153.8919),(63 155.64539),(64 154.71574),(65 156.15472),(66 158.01746),(67 158.53667),(68 159.32831),(69 159.82056),(70 159.88774),(71 160.00105),(72 161.12836),(73 161.55487),(74 163.49774),(75 163.2188),(76 162.28123),(77 162.05006),(78 162.98866),(79 163.44252),
(1 46.142216),(2 63.263794),(3 76.09862),(4 83.56748),(5 89.99612),(6 96.772736),(7 103.22003),(8 106.6497),(9 110.171364),(10 115.36849),(11 117.20444),(12 119.24092),(13 121.60494),(14 124.73724),(15 127.86757),(16 128.11171),(17 128.79424),(18 129.86859),(19 132.41684),(20 134.26532),(21 136.73753),(22 138.106),(23 138.86163),(24 139.72914),(25 140.16153),(26 141.74487),(27 143.96613),(28 144.80722),(29 145.19553),(30 145.88242),(31 147.07085),(32 147.51898),(33 147.92822),(34 149.12929),(35 148.84033),(36 149.15486),(37 150.65407),(38 150.53836),(39 152.35764),(40 152.8773),(41 153.91266),(42 153.12325),(43 154.10641),(44 153.64896),(45 154.42467),(46 154.63556),(47 155.10286),(48 155.19484),(49 154.48798),(50 155.18877),(51 155.5731),(52 154.4959),(53 155.324),(54 156.12524),(55 155.84018),(56 156.09134),(57 156.40057),(58 157.51385),(59 157.15706),(60 156.8016),(61 155.6327),(62 157.58012),(63 159.33691),(64 158.25342),(65 157.94408),(66 158.84927),(67 161.04643),(68 160.8425),(69 161.48798),(70 162.065),(71 162.73532),(72 163.4308),(73 164.49356),(74 165.63123),(75 166.54408),(76 166.2302),(77 166.65158),(78 167.14507),(79 166.9976),
(1 45.171757),(2 63.74773),(3 76.43292),(4 84.53651),(5 91.80214),(6 98.135895),(7 102.92735),(8 107.13587),(9 110.94764),(10 114.66232),(11 116.740875),(12 118.48255),(13 121.3034),(14 124.01134),(15 124.797005),(16 125.109375),(17 127.46664),(18 127.89444),(19 130.40039),(20 132.03346),(21 133.87045),(22 135.58493),(23 138.06314),(24 138.10466),(25 138.91829),(26 139.31592),(27 142.06157),(28 141.42583),(29 143.2703),(30 144.62384),(31 143.08257),(32 143.78017),(33 144.91968),(34 144.86787),(35 144.58975),(36 144.67047),(37 146.42651),(38 144.82076),(39 145.16394),(40 144.18106),(41 143.62724),(42 144.55612),(43 145.36679),(44 145.84804),(45 145.65704),(46 147.83221),(47 148.2903),(48 149.69006),(49 150.34467),(50 149.33691),(51 149.06387),(52 149.0511),(53 150.43813),(54 150.86978),(55 150.13428),(56 151.31715),(57 151.81111),(58 152.24255),(59 152.39638),(60 152.1518),(61 154.98637),(62 154.68506),(63 157.1424),(64 156.19615),(65 156.63947),(66 157.38063),(67 155.78145),(68 156.25912),(69 155.4673),(70 154.91483),(71 156.63194),(72 157.37485),(73 158.6896),(74 158.93468),(75 159.11566),(76 160.47424),(77 159.61363),(78 159.72627),(79 159.80849),
(1 45.769047),(2 63.41839),(3 75.727135),(4 83.44515),(5 91.2704),(6 97.79788),(7 102.66418),(8 108.28804),(9 112.82852),(10 115.53922),(11 119.26785),(12 121.458664),(13 123.69262),(14 127.010735),(15 128.13687),(16 127.89082),(17 129.65654),(18 131.2129),(19 131.56102),(20 132.60722),(21 133.99951),(22 135.26979),(23 137.05247),(24 138.25238),(25 140.19814),(26 141.88672),(27 143.97299),(28 146.99643),(29 146.10225),(30 149.45741),(31 147.93938),(32 147.42163),(33 146.4685),(34 148.14236),(35 146.02345),(36 146.82532),(37 147.14201),(38 148.52065),(39 149.25078),(40 149.10764),(41 148.48636),(42 148.75543),(43 148.97343),(44 148.8586),(45 149.02402),(46 150.29596),(47 149.56018),(48 149.67624),(49 149.49112),(50 150.73122),(51 150.965),(52 150.53151),(53 150.32207),(54 148.85127),(55 148.99936),(56 148.36479),(57 148.09444),(58 149.67387),(59 150.44753),(60 151.17886),(61 153.3276),(62 153.62074),(63 153.48071),(64 153.19156),(65 152.88026),(66 151.78596),(67 151.65265),(68 152.17899),(69 153.41002),(70 154.63385),(71 155.576),(72 157.09924),(73 158.1526),(74 159.72588),(75 160.93457),(76 163.14426),(77 163.70717),(78 164.03189),(79 164.69142),
(1 45.94203),(2 63.53096),(3 76.66024),(4 84.36427),(5 90.49406),(6 96.333046),(7 101.26921),(8 105.02985),(9 110.07191),(10 114.677444),(11 117.40786),(12 119.874695),(13 122.33036),(14 123.542885),(15 126.40578),(16 127.06388),(17 128.76741),(18 129.47113),(19 132.59381),(20 132.35384),(21 133.3214),(22 134.85616),(23 135.3616),(24 137.1402),(25 139.25513),(26 141.33702),(27 143.32472),(28 147.17908),(29 146.95749),(30 147.64427),(31 148.84401),(32 149.57678),(33 150.19531),(34 149.60788),(35 150.38359),(36 151.16365),(37 151.7824),(38 152.54933),(39 153.89647),(40 152.26363),(41 152.1346),(42 154.65332),(43 153.50432),(44 152.62639),(45 154.74463),(46 153.58615),(47 153.60605),(48 154.61101),(49 153.29243),(50 154.26598),(51 152.89844),(52 153.75266),(53 154.32602),(54 155.64548),(55 155.6978),(56 154.12166),(57 155.23608),(58 155.40022),(59 154.31064),(60 153.45595),(61 153.85631),(62 153.63866),(63 153.83582),(64 153.32137),(65 153.22397),(66 151.11813),(67 152.89413),(68 153.20923),(69 153.09001),(70 155.06215),(71 154.9221),(72 157.58762),(73 158.94957),(74 160.79599),(75 159.88692),(76 159.2832),(77 159.3135),(78 158.43213),(79 159.06871),
(1 45.416183),(2 63.184086),(3 75.171005),(4 83.83752),(5 90.10077),(6 97.843254),(7 102.83772),(8 106.20414),(9 110.34574),(10 113.61225),(11 115.30557),(12 117.68331),(13 119.51543),(14 121.79315),(15 123.853096),(16 124.08071),(17 125.78854),(18 128.13824),(19 130.12434),(20 130.47801),(21 132.92542),(22 134.4063),(23 135.5388),(24 136.59315),(25 137.5366),(26 138.8016),(27 140.47685),(28 142.47589),(29 142.01276),(30 143.39975),(31 145.1494),(32 145.97533),(33 145.83235),(34 144.24593),(35 144.9904),(36 146.109),(37 146.89264),(38 146.91112),(39 147.12894),(40 146.57251),(41 146.65196),(42 147.26704),(43 146.18384),(44 146.85522),(45 148.16483),(46 150.10706),(47 149.08032),(48 149.41315),(49 149.06662),(50 148.51212),(51 148.29971),(52 148.63551),(53 149.13486),(54 148.17526),(55 148.36569),(56 147.68944),(57 148.14194),(58 149.17473),(59 148.44878),(60 147.6294),(61 149.53502),(62 149.48218),(63 150.56978),(64 149.3666),(65 148.97586),(66 148.89215),(67 149.31534),(68 148.07378),(69 148.53102),(70 148.07484),(71 148.67778),(72 149.18724),(73 150.26352),(74 150.02672),(75 151.26526),(76 151.32632),(77 152.46295),(78 153.15247),(79 152.85724),
(1 45.304966),(2 63.417297),(3 76.09105),(4 83.04636),(5 89.54227),(6 95.58862),(7 101.10593),(8 104.69056),(9 108.77379),(10 112.211205),(11 115.61774),(12 117.27137),(13 119.83462),(14 122.07322),(15 124.16149),(16 125.37367),(17 126.373184),(18 127.24593),(19 129.29239),(20 130.1),(21 132.87949),(22 133.63799),(23 135.99323),(24 134.86862),(25 135.95842),(26 136.72124),(27 139.56758),(28 140.23969),(29 140.56303),(30 142.13377),(31 142.72096),(32 144.15286),(33 143.89853),(34 144.9961),(35 145.31497),(36 145.4964),(37 146.83717),(38 147.77762),(39 148.05087),(40 148.38457),(41 148.42189),(42 148.47496),(43 147.67223),(44 148.52072),(45 150.05362),(46 151.03935),(47 152.41411),(48 152.80804),(49 151.04898),(50 150.74869),(51 149.7968),(52 148.82127),(53 148.56364),(54 149.76147),(55 149.11362),(56 147.69585),(57 148.05832),(58 148.44781),(59 148.81017),(60 148.07803),(61 148.83022),(62 149.1461),(63 150.13512),(64 150.32008),(65 152.01802),(66 152.65718),(67 154.3184),(68 154.44965),(69 155.41888),(70 155.042),(71 155.65408),(72 156.06282),(73 156.23885),(74 157.70122),(75 158.53738),(76 159.01662),(77 159.71114),(78 160.47252),(79 159.79045),
(1 44.983),(2 63.4284),(3 75.41837),(4 83.74785),(5 89.99721),(6 96.30611),(7 101.35756),(8 106.38804),(9 110.61983),(10 112.91614),(11 115.17741),(12 116.458916),(13 118.66943),(14 120.12617),(15 122.68113),(16 122.31651),(17 123.06762),(18 124.87869),(19 125.94457),(20 126.09826),(21 128.15578),(22 129.97595),(23 131.03601),(24 131.06902),(25 131.76804),(26 133.70554),(27 135.33414),(28 136.11563),(29 138.39229),(30 138.78314),(31 139.44601),(32 139.49968),(33 139.67888),(34 140.94843),(35 141.37048),(36 140.98836),(37 141.87604),(38 143.3369),(39 143.1674),(40 142.97595),(41 142.38309),(42 143.81021),(43 144.6959),(44 146.31303),(45 145.78755),(46 145.05714),(47 147.94147),(48 147.21277),(49 147.31596),(50 145.47993),(51 143.28574),(52 143.04222),(53 143.67876),(54 142.93007),(55 142.49217),(56 143.64703),(57 144.35046),(58 145.75984),(59 146.27522),(60 146.59737),(61 147.9657),(62 148.322),(63 149.31033),(64 147.84521),(65 147.83994),(66 148.01036),(67 148.553),(68 148.9733),(69 148.19388),(70 148.74231),(71 148.2938),(72 149.47466),(73 151.12627),(74 151.32535),(75 151.75108),(76 151.86804),(77 152.14755),(78 151.48184),(79 151.44972),
(1 45.83473),(2 64.38092),(3 75.7386),(4 82.3938),(5 88.876625),(6 95.500725),(7 101.2185),(8 105.90703),(9 109.81532),(10 113.96761),(11 116.82233),(12 119.56509),(13 123.515785),(14 125.85253),(15 127.93853),(16 128.69296),(17 130.83075),(18 133.62949),(19 134.66806),(20 135.7715),(21 139.63765),(22 140.00726),(23 141.46446),(24 143.29854),(25 145.08511),(26 145.31322),(27 147.10953),(28 148.751),(29 147.94795),(30 147.87384),(31 147.72897),(32 150.61996),(33 150.35071),(34 152.47519),(35 153.87094),(36 154.90387),(37 154.84297),(38 155.96751),(39 155.60852),(40 156.27524),(41 155.97641),(42 154.5664),(43 154.70703),(44 153.93182),(45 153.08026),(46 151.75291),(47 151.31339),(48 150.54831),(49 149.5417),(50 148.91364),(51 149.34866),(52 148.03839),(53 149.40707),(54 150.17493),(55 150.58878),(56 151.72876),(57 153.27666),(58 153.01505),(59 153.12265),(60 154.92345),(61 155.8801),(62 156.46902),(63 158.97316),(64 158.42477),(65 158.4549),(66 158.42676),(67 158.17955),(68 158.46695),(69 158.8955),(70 159.74333),(71 160.60478),(72 160.63054),(73 162.64552),(74 163.0548),(75 164.57173),(76 165.75497),(77 166.1664),(78 166.13939),(79 165.67899),
(1 44.10305),(2 62.828163),(3 75.18269),(4 82.87792),(5 90.933556),(6 96.95163),(7 102.579605),(8 107.13321),(9 111.42539),(10 113.15958),(11 114.71242),(12 117.81546),(13 121.02841),(14 121.974045),(15 125.42424),(16 126.84687),(17 127.96499),(18 129.24362),(19 130.8789),(20 131.22319),(21 132.9441),(22 133.71268),(23 136.93892),(24 139.18102),(25 140.68352),(26 142.43904),(27 142.86215),(28 144.08037),(29 142.78285),(30 144.22697),(31 144.54437),(32 144.77196),(33 144.47173),(34 145.41762),(35 146.16566),(36 148.46786),(37 148.57281),(38 151.01472),(39 150.13745),(40 150.22261),(41 151.12122),(42 152.1198),(43 151.04752),(44 150.181),(45 149.75949),(46 149.10933),(47 149.67691),(48 149.65492),(49 149.61508),(50 149.73924),(51 150.25777),(52 148.84624),(53 148.2444),(54 149.41422),(55 150.32011),(56 150.51234),(57 149.88977),(58 151.18758),(59 151.8816),(60 152.06418),(61 151.40123),(62 152.08044),(63 152.5806),(64 151.92911),(65 152.51932),(66 152.05841),(67 152.35187),(68 152.34651),(69 153.15842),(70 153.87149),(71 154.47623),(72 155.07875),(73 155.45839),(74 155.92435),(75 158.48863),(76 157.66211),(77 157.13412),(78 157.00104),(79 157.17358),
(1 43.23513),(2 60.352154),(3 72.19087),(4 79.67529),(5 86.07947),(6 91.74755),(7 97.508835),(8 99.66107),(9 104.04174),(10 106.888054),(11 110.21445),(12 111.41367),(13 113.22253),(14 115.06476),(15 118.23412),(16 118.58078),(17 121.15592),(18 122.52819),(19 126.33759),(20 127.88667),(21 128.65181),(22 131.51619),(23 133.27621),(24 133.01004),(25 134.47838),(26 135.84198),(27 135.30959),(28 136.216),(29 136.16684),(30 137.39536),(31 138.30013),(32 138.56903),(33 138.65558),(34 140.48262),(35 140.20088),(36 140.02003),(37 139.83849),(38 139.85469),(39 140.76321),(40 141.17334),(41 140.54538),(42 141.69872),(43 141.14056),(44 140.90016),(45 141.71068),(46 143.42636),(47 144.52008),(48 145.26039),(49 145.73589),(50 146.27768),(51 147.25691),(52 144.7418),(53 145.2756),(54 144.95566),(55 145.90173),(56 143.47543),(57 144.39795),(58 143.41463),(59 144.31294),(60 144.24142),(61 144.52489),(62 144.79471),(63 145.75017),(64 144.86072),(65 144.92513),(66 145.15282),(67 145.03386),(68 145.72495),(69 147.76248),(70 146.38318),(71 147.00768),(72 147.80177),(73 147.6921),(74 148.8898),(75 150.13318),(76 150.79405),(77 150.34619),(78 150.17386),(79 150.68695),
(1 43.753147),(2 60.121838),(3 71.548096),(4 80.31277),(5 86.02126),(6 92.11896),(7 98.836174),(8 102.758705),(9 107.89451),(10 111.32966),(11 114.38912),(12 115.8524),(13 119.73967),(14 122.2743),(15 124.37819),(16 124.974815),(17 125.98931),(18 127.896484),(19 128.6312),(20 129.70143),(21 132.29082),(22 131.80867),(23 132.67741),(24 133.96059),(25 134.8904),(26 136.33022),(27 137.4339),(28 142.13527),(29 142.13727),(30 143.12321),(31 142.44058),(32 143.46725),(33 142.74118),(34 145.13617),(35 145.10725),(36 143.3025),(37 143.78877),(38 143.76973),(39 145.6004),(40 146.29411),(41 145.71507),(42 145.5658),(43 143.24548),(44 144.83124),(45 145.97395),(46 146.41373),(47 145.19554),(48 146.19269),(49 145.44995),(50 144.55197),(51 144.73238),(52 144.68362),(53 145.82283),(54 145.86472),(55 146.4109),(56 146.43611),(57 145.91217),(58 146.22176),(59 146.67831),(60 144.1485),(61 144.82454),(62 145.69124),(63 145.81335),(64 147.54594),(65 146.94794),(66 145.90671),(67 146.87804),(68 146.78369),(69 147.73633),(70 148.775),(71 148.63605),(72 149.0124),(73 150.08684),(74 151.57095),(75 150.56894),(76 150.8409),(77 152.3401),(78 153.65091),(79 152.91302),
(1 43.762127),(2 60.578457),(3 72.42571),(4 79.93011),(5 85.51911),(6 92.18578),(7 96.96906),(8 102.178116),(9 105.15938),(10 109.33881),(11 112.7314),(12 115.35731),(13 117.29079),(14 119.20519),(15 121.45786),(16 122.59003),(17 124.45163),(18 125.08096),(19 126.69478),(20 126.93553),(21 129.69043),(22 130.07724),(23 131.48991),(24 132.58499),(25 134.0827),(26 136.43126),(27 137.68156),(28 138.02747),(29 138.68608),(30 138.6594),(31 138.83693),(32 141.1398),(33 139.82846),(34 140.25484),(35 141.00401),(36 142.4899),(37 142.77744),(38 142.74773),(39 143.1399),(40 142.42365),(41 141.66437),(42 142.2862),(43 141.74101),(44 143.0045),(45 141.7513),(46 142.03513),(47 142.88623),(48 143.00745),(49 143.11617),(50 142.20815),(51 143.17857),(52 142.13664),(53 142.64531),(54 143.53613),(55 144.00835),(56 144.65244),(57 145.5396),(58 145.87234),(59 147.72473),(60 148.23782),(61 149.69524),(62 150.40562),(63 151.4107),(64 151.26485),(65 151.37175),(66 152.37733),(67 151.21532),(68 151.66147),(69 152.65703),(70 153.81451),(71 153.83994),(72 154.35541),(73 155.27898),(74 156.58806),(75 158.25687),(76 158.07027),(77 157.38551),(78 158.27687),(79 158.0013),
