1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 0.0036146706),(2 0.003856248),(3 0.0038169182),(4 0.0036919499),(5 0.003668519),(6 0.0038007742),(7 0.0037718953),(8 0.0037832533),(9 0.0036609175),(10 0.0038802226),(11 0.0038450074),(12 0.0037484244),(13 0.0037095367),(14 0.0038501555),(15 0.003818715),(16 0.003706969),(17 0.0036991925),(18 0.0037452371),(19 0.0037235317),(20 0.0036023015),(21 0.0036898102),(22 0.003864763),(23 0.0038405857),(24 0.0038305784),(25 0.003797867),(26 0.0037410895),(27 0.003724027),(28 0.0037670755),(29 0.00389759),(30 0.0039162473),(31 0.003895579),(32 0.0038451178),(33 0.004002725),(34 0.004265802),(35 0.0042452007),(36 0.0039651147),(37 0.0038332194),(38 0.0038668124),(39 0.003856837),(40 0.0038250068),(41 0.003773862),(42 0.0037982299),(43 0.0037748641),(44 0.0036371504),(45 0.0037618405),(46 0.003792239),
(1 0.0019124618),(2 0.0020662923),(3 0.002040052),(4 0.0020084695),(5 0.002006486),(6 0.0020469085),(7 0.0020211707),(8 0.0020099317),(9 0.001926313),(10 0.0020417694),(11 0.0020222405),(12 0.0020249425),(13 0.0019967787),(14 0.0020245984),(15 0.002010747),(16 0.0019789105),(17 0.0020101508),(18 0.0020047098),(19 0.0019841741),(20 0.001928182),(21 0.0019804453),(22 0.002008177),(23 0.0019965437),(24 0.0020463483),(25 0.001986293),(26 0.0019990103),(27 0.0019920678),(28 0.0020267875),(29 0.0020989617),(30 0.0020916024),(31 0.0020809378),(32 0.0020482251),(33 0.002195384),(34 0.002246299),(35 0.0022395558),(36 0.0021416915),(37 0.0020471895),(38 0.002125174),(39 0.0021140901),(40 0.0020679387),(41 0.002033995),(42 0.0019925605),(43 0.001970955),(44 0.0019263085),(45 0.0020332925),(46 0.0020460722),
(1 0.0018873402),(2 0.0020259419),(3 0.0020061722),(4 0.001952186),(5 0.0019335321),(6 0.0019626764),(7 0.0019377961),(8 0.0019542954),(9 0.0019063887),(10 0.0019807098),(11 0.001966296),(12 0.0019402661),(13 0.0019129029),(14 0.001954329),(15 0.0019391318),(16 0.0019267034),(17 0.0019165922),(18 0.0019326231),(19 0.001910916),(20 0.0018541223),(21 0.0018946788),(22 0.0019300891),(23 0.0019181507),(24 0.002010789),(25 0.0019219562),(26 0.0019167317),(27 0.0019077449),(28 0.0019557264),(29 0.0020513127),(30 0.0020712533),(31 0.0020636518),(32 0.001959717),(33 0.0020740754),(34 0.0021696761),(35 0.0021586607),(36 0.0020252296),(37 0.001958104),(38 0.0020360292),(39 0.002024331),(40 0.0019491477),(41 0.0019378603),(42 0.0019306793),(43 0.001915682),(44 0.001843817),(45 0.0019346671),(46 0.001948609),
(1 0.0011882038),(2 0.0012640777),(3 0.0012512866),(4 0.0012209367),(5 0.0011981183),(6 0.0012470358),(7 0.0012334248),(8 0.0012013095),(9 0.0011845116),(10 0.001226103),(11 0.0012120083),(12 0.0011796894),(13 0.0011915687),(14 0.0012053656),(15 0.001199572),(16 0.0011805951),(17 0.0011803478),(18 0.0011811287),(19 0.0011694068),(20 0.0011685707),(21 0.001175659),(22 0.0011995225),(23 0.0011930407),(24 0.0011935551),(25 0.0011795501),(26 0.0012181059),(27 0.0012122233),(28 0.0012452087),(29 0.0012653123),(30 0.0012872098),(31 0.0012842467),(32 0.0011958426),(33 0.0012850232),(34 0.0013769285),(35 0.0013670552),(36 0.0012812335),(37 0.001242662),(38 0.0012220693),(39 0.0012153945),(40 0.0012263329),(41 0.0011786715),(42 0.0012113928),(43 0.0012039173),(44 0.0011295326),(45 0.0011950044),(46 0.0012017629),
(1 0.0011702522),(2 0.0012261372),(3 0.0012049396),(4 0.0011890265),(5 0.0011754943),(6 0.0011814485),(7 0.0011689854),(8 0.0011423816),(9 0.0011498678),(10 0.0012042697),(11 0.0011874819),(12 0.0011721202),(13 0.0011544962),(14 0.0011834995),(15 0.0011692483),(16 0.001156149),(17 0.0011677904),(18 0.0011741675),(19 0.0011637139),(20 0.0011740675),(21 0.0011421462),(22 0.0011674205),(23 0.0011592503),(24 0.0011351731),(25 0.0011565373),(26 0.0011823281),(27 0.0011746823),(28 0.0011754975),(29 0.0012232624),(30 0.001239683),(31 0.0012310009),(32 0.0011580525),(33 0.0012268347),(34 0.0013211203),(35 0.0013147313),(36 0.0012567642),(37 0.0012003141),(38 0.0012120897),(39 0.0012053582),(40 0.0011822783),(41 0.0011584394),(42 0.0011821596),(43 0.0011725732),(44 0.0011317711),(45 0.0011868353),(46 0.0011930377),
(1 0.0008515902),(2 0.0008743709),(3 0.00086223736),(4 0.00083526364),(5 0.00083132414),(6 0.0008395492),(7 0.0008325093),(8 0.00084907294),(9 0.00080548687),(10 0.0008578337),(11 0.00084678933),(12 0.0008293036),(13 0.0008195049),(14 0.0008184552),(15 0.00081312144),(16 0.00080579065),(17 0.0007979015),(18 0.0008336183),(19 0.00082066515),(20 0.0008176157),(21 0.0008174611),(22 0.00083202607),(23 0.00082491373),(24 0.0008171012),(25 0.0008248582),(26 0.000836364),(27 0.0008304935),(28 0.00081461633),(29 0.00085586926),(30 0.00088887854),(31 0.0008811819),(32 0.0008219033),(33 0.0008822911),(34 0.0009149351),(35 0.0009115278),(36 0.0008802263),(37 0.00084506336),(38 0.000866522),(39 0.000863599),(40 0.0008498487),(41 0.0008506641),(42 0.00083289965),(43 0.000826005),(44 0.00079853635),(45 0.00084646296),(46 0.0008554933),
(1 0.0004813192),(2 0.00051518856),(3 0.0005087112),(4 0.00047888685),(5 0.00048184698),(6 0.00049321074),(7 0.00048401594),(8 0.00048253097),(9 0.00047984062),(10 0.0004964712),(11 0.0004910981),(12 0.0004864344),(13 0.00046856867),(14 0.00048970466),(15 0.00048527858),(16 0.0004892813),(17 0.000473434),(18 0.00049632724),(19 0.0004914989),(20 0.00047935094),(21 0.00048343668),(22 0.00048405016),(23 0.00047844587),(24 0.00047054395),(25 0.0004937838),(26 0.00047809348),(27 0.00047848636),(28 0.0004908763),(29 0.0005058603),(30 0.00051734404),(31 0.00051612774),(32 0.00049598067),(33 0.00051443034),(34 0.00053857616),(35 0.0005347529),(36 0.0005138674),(37 0.00048666692),(38 0.00052152696),(39 0.0005169601),(40 0.0005033134),(41 0.00049274473),(42 0.0004995253),(43 0.00049108523),(44 0.0004783319),(45 0.000497157),(46 0.0005001932),
(1 0.00060539955),(2 0.0006796426),(3 0.00067178963),(4 0.0006178935),(5 0.0006105093),(6 0.0006277453),(7 0.0006197636),(8 0.00061781897),(9 0.00060712063),(10 0.00063732185),(11 0.000629265),(12 0.0006208992),(13 0.0005953197),(14 0.0006142609),(15 0.0006082199),(16 0.00061630167),(17 0.000626747),(18 0.000637394),(19 0.0006291332),(20 0.0006053378),(21 0.00061265315),(22 0.00062174874),(23 0.00061859254),(24 0.00062404654),(25 0.00063984346),(26 0.0006181692),(27 0.00061339786),(28 0.00063233107),(29 0.0006485565),(30 0.00066089956),(31 0.0006558712),(32 0.00065167685),(33 0.0006605809),(34 0.00070349005),(35 0.00069982285),(36 0.00066723226),(37 0.000641681),(38 0.0006586815),(39 0.00065663294),(40 0.0006226321),(41 0.0006217758),(42 0.000624209),(43 0.0006177093),(44 0.0006105882),(45 0.00063791),(46 0.0006409749),
(1 0.00021414143),(2 0.00023523535),(3 0.0002294989),(4 0.00022387496),(5 0.00020909178),(6 0.00021259465),(7 0.0002110703),(8 0.00021044715),(9 0.00020516098),(10 0.00022434375),(11 0.00022220257),(12 0.00022131192),(13 0.00020289935),(14 0.00022066447),(15 0.00021870267),(16 0.00020829117),(17 0.00021602356),(18 0.00022399597),(19 0.00022120311),(20 0.0002127306),(21 0.0002115182),(22 0.00021466243),(23 0.00021190327),(24 0.00021904652),(25 0.0002168886),(26 0.00021926632),(27 0.00021832349),(28 0.00022315665),(29 0.00022185416),(30 0.00023391367),(31 0.00023228124),(32 0.00022616485),(33 0.00023309649),(34 0.00023631728),(35 0.00023569014),(36 0.00023977792),(37 0.00022080219),(38 0.00022116676),(39 0.00021943687),(40 0.00021056643),(41 0.00021601674),(42 0.00021348459),(43 0.00021112677),(44 0.00020965544),(45 0.00021148793),(46 0.0002138666),
(1 0.00025568696),(2 0.00027723043),(3 0.0002726225),(4 0.00024783867),(5 0.0002495222),(6 0.0002583294),(7 0.00025499816),(8 0.00026268337),(9 0.00024923412),(10 0.00026725166),(11 0.0002628951),(12 0.00025554025),(13 0.0002482389),(14 0.00025858468),(15 0.00025689258),(16 0.00026633253),(17 0.0002573219),(18 0.00027505847),(19 0.0002716917),(20 0.00025501364),(21 0.00025108774),(22 0.00026182333),(23 0.00025959348),(24 0.0002674493),(25 0.00026306073),(26 0.00025818395),(27 0.00025733394),(28 0.00026793857),(29 0.0002775234),(30 0.00028315585),(31 0.0002828956),(32 0.00026722538),(33 0.00028572234),(34 0.000287693),(35 0.00028665108),(36 0.00027988193),(37 0.00026964676),(38 0.0002699089),(39 0.0002675971),(40 0.00026215598),(41 0.00026112894),(42 0.00027238575),(43 0.00026872288),(44 0.00025454292),(45 0.0002674231),(46 0.00026941375),
(1 0.00005016529),(2 0.000056607023),(3 0.000054727563),(4 0.000052215717),(5 0.00005468946),(6 0.000051257783),(7 0.000050458766),(8 0.000056832792),(9 0.000053367894),(10 0.00005138275),(11 0.00005069861),(12 0.00005436486),(13 0.00005815366),(14 0.000048251215),(15 0.000047754802),(16 0.000051395218),(17 0.000055705274),(18 0.00005084877),(19 0.000051345793),(20 0.00005056952),(21 0.000058356458),(22 0.000055812285),(23 0.00005547428),(24 0.000054799613),(25 0.00005427501),(26 0.000055674773),(27 0.00005589029),(28 0.000058962105),(29 0.00006262267),(30 0.000056108463),(31 0.000056113866),(32 0.00005104602),(33 0.000059555132),(34 0.00005418095),(35 0.000054273627),(36 0.000057117333),(37 0.000056721987),(38 0.00005776992),(39 0.000058143676),(40 0.00005272),(41 0.000055816206),(42 0.000055924214),(43 0.000055484128),(44 0.00005445521),(45 0.00005510145),(46 0.000055333836),
(1 0.000011169052),(2 0.00001460542),(3 0.000014512578),(4 0.000012546963),(5 0.000015318681),(6 0.000012550697),(7 0.000012608001),(8 0.000013676007),(9 0.000011941137),(10 0.000012188243),(11 0.000012045545),(12 0.000012091054),(13 0.000012731057),(14 0.000012286447),(15 0.0000123130085),(16 0.00001144834),(17 0.000013853475),(18 0.000011760117),(19 0.000012009599),(20 0.000013444443),(21 0.000014909147),(22 0.000012759889),(23 0.00001263147),(24 0.000013886066),(25 0.000011784257),(26 0.000013868755),(27 0.0000135743585),(28 0.000010206378),(29 0.000014475641),(30 0.000015533147),(31 0.000015930125),(32 0.000012752103),(33 0.000015562204),(34 0.000013844684),(35 0.000013765378),(36 0.000013287264),(37 0.000012579103),(38 0.000013902854),(39 0.000013809777),(40 0.000012298948),(41 0.000013986656),(42 0.000011282438),(43 0.000010836124),(44 0.000012287025),(45 0.00001362171),(46 0.000014358751),
