1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 121.053566),(2 152.03079),(3 171.53917),(4 180.40909),(5 190.6618),(6 197.22633),(7 203.29266),(8 207.67346),(9 211.79013),(10 215.0025),(11 216.67694),(12 216.85545),(13 223.83636),(14 225.16669),(15 225.46165),(16 227.96268),(17 228.02841),(18 230.72336),(19 229.08952),(20 229.01006),(21 228.20883),(22 230.07999),(23 229.74391),(24 230.69301),(25 233.46817),(26 233.8872),(27 234.75833),(28 233.73242),(29 233.82889),(30 234.3996),(31 234.30623),(32 236.81589),(33 236.21324),(34 238.63933),(35 239.08966),(36 240.14915),(37 238.64922),(38 235.94106),(39 235.49951),(40 235.09164),(41 236.258),(42 239.14035),(43 241.56155),(44 240.29951),(45 242.95302),(46 243.65118),(47 245.78192),(48 245.80243),(49 247.98264),(50 246.94896),(51 252.43884),(52 254.41039),(53 255.21324),(54 256.0437),(55 256.69366),(56 256.61667),(57 256.0041),(58 257.6036),(59 257.27524),(60 258.71014),(61 259.82196),(62 262.56702),(63 264.99136),(64 265.96796),(65 267.1828),(66 266.50684),(67 265.1997),(68 265.24615),(69 263.7553),(70 264.29776),(71 264.35312),(72 264.2876),(73 267.4892),(74 267.21597),(75 270.35193),(76 270.62912),(77 276.023),(78 276.84363),(79 278.5922),
(1 120.61165),(2 153.20805),(3 174.88748),(4 184.09216),(5 190.63936),(6 197.84138),(7 203.04507),(8 207.62592),(9 212.63087),(10 217.73817),(11 218.20952),(12 220.78073),(13 222.7149),(14 226.60742),(15 229.69423),(16 229.70502),(17 230.76149),(18 231.0141),(19 232.98196),(20 234.01813),(21 237.45369),(22 234.66492),(23 233.29599),(24 233.26805),(25 235.25116),(26 234.09486),(27 236.49281),(28 238.37958),(29 235.93457),(30 235.78366),(31 235.97375),(32 235.61632),(33 235.77895),(34 237.68939),(35 237.85164),(36 236.25423),(37 237.02322),(38 236.84937),(39 239.35983),(40 239.92819),(41 242.626),(42 243.95418),(43 244.8803),(44 243.0237),(45 247.89716),(46 247.56256),(47 250.76328),(48 251.92921),(49 253.60585),(50 254.3196),(51 255.67078),(52 258.84805),(53 260.01172),(54 263.63705),(55 262.98398),(56 263.98816),(57 261.96158),(58 262.1513),(59 261.33365),(60 261.5943),(61 264.16116),(62 268.03766),(63 266.80405),(64 265.28763),(65 266.0339),(66 265.18604),(67 265.4924),(68 267.0547),(69 265.396),(70 265.54398),(71 265.35577),(72 266.74487),(73 271.2706),(74 269.9652),(75 271.94485),(76 269.40686),(77 272.42325),(78 273.9988),(79 276.6999),
(1 117.967064),(2 150.34541),(3 172.10718),(4 179.98227),(5 184.62976),(6 190.73842),(7 192.6835),(8 198.62039),(9 205.4028),(10 210.25813),(11 210.88338),(12 212.60849),(13 215.58887),(14 218.39038),(15 219.30426),(16 221.17622),(17 222.06633),(18 224.42987),(19 225.11868),(20 225.07895),(21 228.81133),(22 227.77989),(23 227.14735),(24 226.71233),(25 229.52902),(26 228.74318),(27 230.35513),(28 230.3128),(29 229.37866),(30 229.9888),(31 229.60379),(32 229.47797),(33 229.40411),(34 230.42659),(35 230.54845),(36 234.3863),(37 231.72118),(38 231.10228),(39 232.37321),(40 234.40138),(41 232.59184),(42 234.73549),(43 238.63345),(44 239.71223),(45 241.27116),(46 242.04662),(47 244.56012),(48 244.51796),(49 246.20308),(50 246.64838),(51 251.05307),(52 251.29614),(53 249.77234),(54 251.60486),(55 251.51549),(56 250.88762),(57 250.48055),(58 251.13689),(59 251.63898),(60 252.30217),(61 253.71992),(62 255.34866),(63 257.7935),(64 255.06747),(65 253.3713),(66 254.91449),(67 254.51552),(68 258.1194),(69 260.10437),(70 257.52997),(71 256.84003),(72 257.1126),(73 260.9503),(74 261.10126),(75 262.6595),(76 262.53598),(77 265.1435),(78 266.80386),(79 269.4297),
(1 118.44622),(2 151.54007),(3 171.24532),(4 179.35672),(5 184.77913),(6 191.85536),(7 194.52438),(8 199.87389),(9 204.46521),(10 209.64148),(11 211.03738),(12 212.64969),(13 216.86879),(14 221.0326),(15 221.47047),(16 223.09444),(17 223.96631),(18 227.11832),(19 225.83487),(20 226.20218),(21 228.27364),(22 226.10443),(23 224.80067),(24 223.2495),(25 225.26704),(26 226.58818),(27 226.23232),(28 229.3767),(29 230.69727),(30 228.47473),(31 228.64578),(32 228.2265),(33 229.3558),(34 230.74098),(35 232.30147),(36 235.76637),(37 237.86162),(38 238.33566),(39 239.15521),(40 239.55309),(41 239.8212),(42 242.74576),(43 246.11977),(44 246.9726),(45 248.72096),(46 250.88565),(47 252.41309),(48 252.5383),(49 253.63286),(50 254.73787),(51 258.27966),(52 257.63254),(53 257.24902),(54 255.57318),(55 256.80963),(56 254.95955),(57 255.52802),(58 258.81097),(59 258.33667),(60 256.74466),(61 257.5798),(62 259.64514),(63 259.9888),(64 259.75842),(65 260.61588),(66 260.89716),(67 260.94174),(68 261.5915),(69 260.19922),(70 260.0408),(71 259.98138),(72 259.70288),(73 263.60794),(74 265.0135),(75 265.6173),(76 265.25656),(77 266.80273),(78 268.8012),(79 272.34406),
(1 118.96227),(2 150.68134),(3 169.42711),(4 177.42961),(5 180.79933),(6 184.06552),(7 191.77202),(8 196.93079),(9 200.85568),(10 203.44127),(11 206.49608),(12 208.09361),(13 215.14862),(14 218.42159),(15 219.08368),(16 220.98065),(17 220.0438),(18 219.73471),(19 220.90387),(20 223.8778),(21 224.66187),(22 223.12625),(23 222.67535),(24 221.15846),(25 220.3754),(26 223.48576),(27 224.23409),(28 224.82967),(29 225.80566),(30 223.84908),(31 224.30084),(32 225.95815),(33 226.18413),(34 228.37163),(35 228.93213),(36 230.05626),(37 231.44922),(38 231.04669),(39 231.41985),(40 231.59727),(41 233.76944),(42 237.2303),(43 242.7903),(44 242.36963),(45 242.37119),(46 245.55318),(47 248.62378),(48 249.08752),(49 249.78049),(50 250.45589),(51 254.308),(52 254.9661),(53 255.13681),(54 254.9684),(55 256.4438),(56 255.27441),(57 253.44022),(58 257.88223),(59 258.3001),(60 258.45096),(61 257.76733),(62 257.24362),(63 257.7766),(64 257.0492),(65 257.59518),(66 258.17688),(67 257.41),(68 258.37695),(69 257.877),(70 259.51865),(71 257.80695),(72 258.76053),(73 262.24615),(74 263.13275),(75 265.72305),(76 265.68607),(77 269.9864),(78 270.1409),(79 274.13705),
(1 117.87846),(2 147.92075),(3 167.76479),(4 176.80743),(5 180.36244),(6 185.9188),(7 192.75858),(8 198.43779),(9 200.87793),(10 204.41635),(11 207.37335),(12 206.29417),(13 211.97687),(14 214.32025),(15 218.8082),(16 220.55376),(17 218.76549),(18 219.97687),(19 220.63953),(20 223.00685),(21 222.58824),(22 223.25217),(23 224.1691),(24 221.46295),(25 221.6453),(26 223.2389),(27 225.82472),(28 225.57133),(29 224.81006),(30 227.38586),(31 226.87636),(32 226.12595),(33 228.19467),(34 225.7397),(35 225.98483),(36 230.0533),(37 233.026),(38 233.9335),(39 233.76462),(40 232.31676),(41 232.99303),(42 232.88261),(43 238.18787),(44 239.17726),(45 242.92981),(46 245.31444),(47 246.39142),(48 247.7838),(49 248.0779),(50 250.30363),(51 253.13957),(52 253.85309),(53 253.14668),(54 255.33899),(55 253.10254),(56 252.82901),(57 253.15834),(58 254.30206),(59 254.7323),(60 255.46246),(61 256.76645),(62 257.39856),(63 259.8077),(64 258.29926),(65 258.01382),(66 255.36925),(67 255.71857),(68 256.96976),(69 256.38113),(70 254.58),(71 256.54825),(72 255.5142),(73 259.79208),(74 261.34976),(75 263.70337),(76 264.95206),(77 268.75482),(78 270.8546),(79 271.2717),
(1 116.65712),(2 146.55121),(3 165.92389),(4 176.15903),(5 179.74908),(6 185.03864),(7 191.43498),(8 195.9319),(9 200.10878),(10 201.40323),(11 202.5235),(12 205.00891),(13 211.2999),(14 213.0306),(15 215.51297),(16 215.9661),(17 215.25047),(18 214.84273),(19 216.40065),(20 217.21855),(21 217.59067),(22 218.4041),(23 218.80722),(24 218.12198),(25 220.3995),(26 220.70543),(27 221.79112),(28 224.84978),(29 224.85777),(30 224.767),(31 226.21237),(32 229.21437),(33 231.012),(34 230.13206),(35 228.62607),(36 230.15582),(37 231.43094),(38 230.23415),(39 230.56866),(40 229.34386),(41 229.72882),(42 230.26637),(43 234.3023),(44 235.47554),(45 234.75037),(46 236.20274),(47 236.762),(48 239.18388),(49 242.1079),(50 246.32797),(51 247.2249),(52 249.84338),(53 248.68503),(54 248.6475),(55 249.79817),(56 248.60312),(57 247.98422),(58 252.77467),(59 252.1899),(60 251.50124),(61 252.89343),(62 251.39636),(63 253.35645),(64 251.57675),(65 248.6842),(66 248.23938),(67 246.23819),(68 247.52983),(69 247.15883),(70 248.51378),(71 249.35873),(72 248.34714),(73 252.07375),(74 254.76797),(75 255.88643),(76 256.3551),(77 261.66965),(78 263.10452),(79 264.71326),
(1 114.03692),(2 143.311),(3 161.4203),(4 169.14302),(5 173.39748),(6 178.08015),(7 183.05852),(8 188.13683),(9 192.47366),(10 195.09663),(11 195.55711),(12 197.06908),(13 201.77643),(14 204.1701),(15 205.61554),(16 209.3897),(17 208.83226),(18 211.13239),(19 211.88242),(20 213.70854),(21 213.70349),(22 213.71263),(23 213.32693),(24 213.64459),(25 215.3847),(26 214.06004),(27 217.44833),(28 220.26726),(29 220.04187),(30 217.11142),(31 217.96323),(32 218.57086),(33 220.35374),(34 222.96367),(35 221.31114),(36 223.23898),(37 221.71466),(38 220.57944),(39 223.00272),(40 222.82535),(41 221.92813),(42 223.43509),(43 225.67328),(44 226.53494),(45 229.0483),(46 228.13263),(47 231.20982),(48 230.81287),(49 232.43332),(50 234.55112),(51 238.097),(52 242.3365),(53 241.64105),(54 241.47151),(55 242.48277),(56 244.30034),(57 244.00543),(58 248.19235),(59 248.9951),(60 250.94681),(61 251.57729),(62 254.02078),(63 256.6383),(64 253.10745),(65 252.46535),(66 253.84856),(67 252.6144),(68 253.12563),(69 253.84933),(70 252.8627),(71 253.56683),(72 253.32425),(73 257.7563),(74 256.10776),(75 256.8274),(76 257.57397),(77 261.29956),(78 262.63052),(79 262.1929),
(1 114.49864),(2 144.72603),(3 166.05173),(4 172.07802),(5 177.25555),(6 179.89287),(7 187.5692),(8 192.27737),(9 195.15082),(10 197.79376),(11 198.25775),(12 200.82687),(13 206.45694),(14 207.9857),(15 209.59566),(16 210.70488),(17 210.78401),(18 212.03923),(19 212.24648),(20 212.29724),(21 215.12735),(22 214.17848),(23 214.46573),(24 213.54773),(25 213.34451),(26 212.26163),(27 215.16331),(28 217.52507),(29 217.5018),(30 216.38464),(31 217.51643),(32 218.84575),(33 217.40376),(34 217.22879),(35 216.07526),(36 217.66682),(37 216.20007),(38 214.66953),(39 215.99187),(40 215.62587),(41 216.78235),(42 219.76633),(43 222.30026),(44 223.20749),(45 225.17966),(46 226.42235),(47 229.14995),(48 230.62549),(49 231.37064),(50 232.78941),(51 236.05519),(52 235.33113),(53 233.91388),(54 238.404),(55 240.62033),(56 239.73761),(57 242.60406),(58 246.5795),(59 245.65286),(60 246.38347),(61 247.9783),(62 247.60062),(63 252.11345),(64 249.63231),(65 248.3892),(66 247.25072),(67 245.48547),(68 246.09926),(69 247.52527),(70 246.16519),(71 246.06667),(72 246.68605),(73 250.79837),(74 249.43945),(75 250.42545),(76 252.17557),(77 257.44397),(78 257.94135),(79 258.6674),
(1 112.24172),(2 140.96443),(3 161.62573),(4 171.07971),(5 175.68176),(6 177.83531),(7 183.6641),(8 190.66682),(9 194.19098),(10 198.00223),(11 198.25517),(12 198.64296),(13 203.69713),(14 207.53365),(15 209.25475),(16 209.27777),(17 207.59474),(18 209.13486),(19 210.3303),(20 212.39977),(21 211.09941),(22 209.84135),(23 209.35681),(24 209.03963),(25 210.6883),(26 210.39842),(27 213.4853),(28 216.4622),(29 215.31236),(30 214.29222),(31 216.53084),(32 217.80333),(33 218.01543),(34 214.6561),(35 214.50273),(36 217.01884),(37 217.39603),(38 216.56953),(39 218.90024),(40 218.03244),(41 216.67856),(42 220.51349),(43 223.25745),(44 224.73804),(45 225.73497),(46 226.39162),(47 228.39897),(48 231.36081),(49 231.02885),(50 231.9695),(51 233.28123),(52 232.01428),(53 231.17575),(54 233.36676),(55 236.67221),(56 238.26869),(57 239.31409),(58 242.75388),(59 242.20668),(60 241.63954),(61 243.70183),(62 246.0178),(63 246.42282),(64 244.64673),(65 242.59825),(66 241.88727),(67 240.16632),(68 242.86354),(69 243.8737),(70 242.94891),(71 243.49861),(72 243.8372),(73 246.00551),(74 247.34106),(75 250.23933),(76 249.26543),(77 253.56827),(78 254.15352),(79 253.64029),
(1 112.56762),(2 142.4932),(3 164.19284),(4 170.71721),(5 174.77246),(6 177.73657),(7 181.72191),(8 187.5933),(9 193.11578),(10 198.15358),(11 197.32831),(12 198.19147),(13 203.54721),(14 205.62186),(15 208.93361),(16 208.3688),(17 207.82182),(18 208.89632),(19 211.77942),(20 214.46284),(21 214.04842),(22 212.8464),(23 210.2993),(24 211.5869),(25 213.29),(26 214.87592),(27 217.02757),(28 220.307),(29 219.58542),(30 218.87715),(31 217.73976),(32 217.94759),(33 216.76266),(34 214.35239),(35 213.92342),(36 218.74947),(37 217.96118),(38 222.19044),(39 224.20035),(40 223.6263),(41 220.38847),(42 221.74112),(43 224.97165),(44 224.767),(45 225.76068),(46 225.43163),(47 226.19789),(48 225.96915),(49 226.44073),(50 228.5219),(51 230.02383),(52 231.11601),(53 230.82755),(54 233.38522),(55 235.01447),(56 237.6149),(57 237.17029),(58 240.31042),(59 237.96336),(60 237.44818),(61 237.98024),(62 239.52867),(63 238.62042),(64 236.47821),(65 236.64009),(66 236.89828),(67 238.19328),(68 237.3098),(69 238.43863),(70 237.9327),(71 237.712),(72 237.7598),(73 244.20964),(74 245.46487),(75 248.87758),(76 248.30444),(77 250.61055),(78 252.94176),(79 253.2814),
(1 111.95108),(2 140.32854),(3 162.05136),(4 168.51604),(5 173.61496),(6 177.89015),(7 183.42197),(8 188.78838),(9 192.52327),(10 195.81757),(11 195.96414),(12 198.3365),(13 204.63809),(14 205.04208),(15 207.5001),(16 207.16469),(17 207.3838),(18 206.622),(19 208.8598),(20 210.3921),(21 209.69298),(22 211.08627),(23 209.35399),(24 210.0442),(25 213.71286),(26 216.07886),(27 217.78136),(28 220.79927),(29 220.5685),(30 219.51793),(31 220.43929),(32 220.64607),(33 220.90796),(34 220.89697),(35 222.3573),(36 224.22552),(37 224.12979),(38 223.50342),(39 223.0201),(40 221.42087),(41 220.12082),(42 222.81546),(43 227.93773),(44 226.94704),(45 230.15971),(46 230.36179),(47 231.98923),(48 230.33429),(49 229.12877),(50 230.90906),(51 233.23589),(52 235.90749),(53 234.72354),(54 234.80264),(55 235.71217),(56 237.56717),(57 239.41661),(58 242.75027),(59 242.77571),(60 242.72432),(61 243.11172),(62 245.09131),(63 243.64215),(64 243.73898),(65 240.3909),(66 238.89453),(67 238.33531),(68 238.71625),(69 241.01746),(70 240.73764),(71 237.60352),(72 240.48),(73 245.0808),(74 246.77863),(75 249.16916),(76 251.34726),(77 253.57904),(78 256.60458),(79 258.28137),
(1 110.35805),(2 138.95924),(3 157.88069),(4 165.21117),(5 170.99069),(6 173.47047),(7 177.70697),(8 180.01212),(9 183.8321),(10 185.34082),(11 187.85272),(12 191.12862),(13 198.26996),(14 199.0905),(15 198.87997),(16 200.09839),(17 202.45215),(18 202.2234),(19 202.352),(20 203.71077),(21 203.34206),(22 204.40501),(23 203.13055),(24 202.9705),(25 205.65933),(26 206.90646),(27 208.7676),(28 209.92592),(29 210.27849),(30 209.60863),(31 210.6089),(32 210.415),(33 211.25241),(34 209.93445),(35 209.96667),(36 211.78174),(37 209.3797),(38 209.70856),(39 208.76714),(40 207.44801),(41 207.56842),(42 209.36203),(43 213.41002),(44 214.18282),(45 216.9444),(46 217.55072),(47 218.6553),(48 219.95381),(49 218.5176),(50 223.0816),(51 224.4263),(52 225.7796),(53 223.96758),(54 223.51051),(55 226.12425),(56 228.75433),(57 228.97362),(58 232.49104),(59 231.56842),(60 232.18057),(61 231.79997),(62 233.42279),(63 233.65683),(64 234.39706),(65 233.39288),(66 233.17636),(67 233.19559),(68 234.74638),(69 236.34183),(70 235.0345),(71 233.67912),(72 234.95393),(73 237.11157),(74 239.41016),(75 241.75847),(76 242.37532),(77 242.12566),(78 243.56705),(79 244.48529),
(1 108.63794),(2 136.54404),(3 155.43466),(4 164.62207),(5 170.56052),(6 174.61443),(7 179.2089),(8 182.4896),(9 186.56741),(10 189.29803),(11 191.44496),(12 190.3444),(13 194.12358),(14 196.49324),(15 197.17216),(16 197.92639),(17 199.51503),(18 199.73392),(19 201.0812),(20 202.67339),(21 201.56906),(22 202.95474),(23 203.32117),(24 203.20135),(25 204.71185),(26 205.88853),(27 207.56375),(28 211.45203),(29 213.15239),(30 211.10434),(31 212.3853),(32 215.67467),(33 215.6264),(34 215.87425),(35 218.49263),(36 219.71884),(37 218.75848),(38 218.41547),(39 218.46437),(40 215.51128),(41 213.94142),(42 213.04301),(43 216.8018),(44 215.29742),(45 215.82234),(46 219.06996),(47 219.8331),(48 222.41466),(49 223.68297),(50 226.1619),(51 227.78647),(52 227.4058),(53 227.24458),(54 225.91893),(55 228.48563),(56 228.78484),(57 228.95702),(58 231.89961),(59 231.21906),(60 232.86688),(61 232.42615),(62 233.76979),(63 236.31233),(64 234.73332),(65 235.83958),(66 235.27713),(67 234.7499),(68 234.4526),(69 235.24677),(70 235.21947),(71 235.70222),(72 234.73677),(73 234.58086),(74 235.74324),(75 238.35576),(76 236.95142),(77 237.9512),(78 239.96161),(79 240.48596),
(1 108.24365),(2 136.17584),(3 155.22665),(4 161.92094),(5 166.35568),(6 172.28218),(7 177.0924),(8 181.57318),(9 183.44432),(10 187.33354),(11 189.16281),(12 189.90887),(13 194.60548),(14 196.47954),(15 198.40027),(16 198.56087),(17 199.07863),(18 201.79904),(19 204.28029),(20 203.47516),(21 200.46304),(22 200.09624),(23 200.2932),(24 198.01591),(25 202.28232),(26 204.5368),(27 205.83014),(28 207.73863),(29 207.46445),(30 208.10262),(31 208.60872),(32 211.70966),(33 209.19594),(34 209.55121),(35 211.16711),(36 211.58514),(37 211.65222),(38 212.44609),(39 212.25383),(40 212.45407),(41 212.44482),(42 214.94983),(43 216.90677),(44 217.8547),(45 218.8141),(46 217.899),(47 219.81235),(48 222.30997),(49 223.23427),(50 225.28494),(51 225.91077),(52 226.56068),(53 227.1203),(54 226.15596),(55 226.9548),(56 228.41086),(57 229.09808),(58 231.2857),(59 230.8514),(60 228.50131),(61 228.8175),(62 228.4952),(63 227.93942),(64 227.47096),(65 226.34917),(66 226.49191),(67 226.43283),(68 227.96042),(69 229.60092),(70 227.99124),(71 229.17577),(72 228.89532),(73 233.98569),(74 233.0303),(75 235.53697),(76 236.2948),(77 237.84007),(78 237.92558),(79 238.50197),
(1 107.83901),(2 135.25114),(3 154.16228),(4 161.79817),(5 165.93796),(6 169.30988),(7 176.37534),(8 180.5194),(9 183.661),(10 185.69533),(11 188.83447),(12 188.49008),(13 192.14096),(14 195.66547),(15 196.07187),(16 195.98462),(17 196.3131),(18 195.6864),(19 197.04388),(20 198.74419),(21 197.93993),(22 198.92203),(23 197.22574),(24 199.16225),(25 202.58597),(26 203.96751),(27 204.82811),(28 206.89456),(29 207.71011),(30 207.90353),(31 208.83922),(32 210.47029),(33 211.42798),(34 213.40286),(35 213.41109),(36 214.54277),(37 214.34866),(38 216.38875),(39 217.76247),(40 218.64061),(41 219.30801),(42 222.85591),(43 223.5631),(44 224.4199),(45 224.88452),(46 224.45554),(47 225.57133),(48 225.19086),(49 225.1984),(50 227.8709),(51 229.86292),(52 230.8993),(53 231.55052),(54 231.60632),(55 231.10672),(56 232.29497),(57 233.31712),(58 235.11324),(59 232.88713),(60 230.5166),(61 232.3289),(62 232.57947),(63 233.35005),(64 230.76414),(65 229.84045),(66 229.14407),(67 229.11746),(68 229.89645),(69 231.77095),(70 232.71265),(71 234.82507),(72 233.66034),(73 237.85292),(74 239.41048),(75 239.76878),(76 241.3891),(77 244.76228),(78 245.77756),(79 245.77943),
(1 103.89271),(2 131.27365),(3 149.67685),(4 158.39346),(5 161.27928),(6 165.57031),(7 171.25786),(8 174.5682),(9 179.15031),(10 180.82161),(11 182.92378),(12 183.17325),(13 191.08104),(14 193.72685),(15 194.62482),(16 194.99387),(17 194.77277),(18 195.17584),(19 196.08824),(20 195.50085),(21 197.33383),(22 196.6891),(23 194.86581),(24 195.3118),(25 197.07722),(26 198.57362),(27 200.47655),(28 203.63501),(29 203.1801),(30 202.15411),(31 203.00388),(32 205.25041),(33 208.152),(34 209.39853),(35 210.17635),(36 211.10735),(37 210.45055),(38 208.61137),(39 209.6377),(40 209.76166),(41 210.11905),(42 211.32846),(43 214.74916),(44 216.69193),(45 216.88786),(46 217.34018),(47 219.55927),(48 220.35481),(49 221.6875),(50 222.3009),(51 224.0982),(52 223.13225),(53 221.8107),(54 222.79099),(55 223.99585),(56 224.99608),(57 226.55501),(58 229.24141),(59 226.88214),(60 227.64302),(61 228.10287),(62 228.33035),(63 230.09741),(64 230.11642),(65 228.81825),(66 230.12903),(67 229.15984),(68 231.56795),(69 230.80939),(70 232.12546),(71 233.92986),(72 233.74202),(73 234.91103),(74 236.83163),(75 239.53795),(76 240.31349),(77 242.20827),(78 245.42342),(79 246.57516),
(1 104.71366),(2 131.79453),(3 150.4535),(4 155.9719),(5 161.11693),(6 166.70613),(7 170.82492),(8 173.6869),(9 177.74615),(10 178.77892),(11 181.38182),(12 183.42967),(13 189.74567),(14 189.79085),(15 189.74356),(16 190.22884),(17 192.0911),(18 192.67091),(19 194.06714),(20 194.6793),(21 194.83134),(22 192.77661),(23 191.73367),(24 191.43542),(25 194.16391),(26 196.17435),(27 197.10237),(28 200.8536),(29 201.20607),(30 202.2037),(31 203.12346),(32 204.81609),(33 204.37659),(34 205.59375),(35 206.79784),(36 206.2919),(37 207.04022),(38 208.0045),(39 208.99669),(40 206.23074),(41 206.80127),(42 206.85007),(43 211.17696),(44 211.3132),(45 211.16418),(46 210.91411),(47 212.05125),(48 213.88867),(49 214.07396),(50 212.8505),(51 213.73824),(52 214.46779),(53 215.17572),(54 216.58846),(55 220.05986),(56 220.88428),(57 221.85461),(58 224.1287),(59 223.78702),(60 224.6991),(61 224.94316),(62 226.04306),(63 228.28604),(64 227.5111),(65 226.695),(66 227.03047),(67 228.10928),(68 229.65657),(69 229.73291),(70 230.57759),(71 231.58801),(72 231.0368),(73 232.37386),(74 235.3682),(75 236.20688),(76 236.0947),(77 237.25426),(78 238.77466),(79 240.0178),
(1 104.99017),(2 133.42201),(3 150.30461),(4 156.22386),(5 162.44923),(6 167.50818),(7 172.54593),(8 178.88824),(9 182.43774),(10 183.13606),(11 185.02939),(12 186.59756),(13 192.90141),(14 193.13892),(15 193.47287),(16 194.55319),(17 196.12682),(18 195.89078),(19 197.25937),(20 198.92407),(21 198.38255),(22 196.05171),(23 196.83142),(24 195.68262),(25 198.7691),(26 199.18173),(27 199.6056),(28 201.86575),(29 200.59052),(30 200.68103),(31 201.36809),(32 204.80867),(33 203.27022),(34 203.56255),(35 202.63637),(36 202.59224),(37 202.79625),(38 201.02487),(39 204.565),(40 202.99275),(41 202.97305),(42 206.0152),(43 209.07118),(44 209.46269),(45 210.53003),(46 209.51184),(47 209.49916),(48 209.97865),(49 211.72731),(50 213.80771),(51 216.8925),(52 218.66866),(53 217.17245),(54 218.09782),(55 219.20155),(56 221.07777),(57 221.06393),(58 225.72968),(59 226.41467),(60 226.45694),(61 227.48502),(62 228.2572),(63 229.57655),(64 228.83284),(65 227.95195),(66 227.59242),(67 228.05138),(68 229.60678),(69 226.71724),(70 227.66518),(71 228.59798),(72 229.95093),(73 230.75452),(74 233.31738),(75 237.05022),(76 236.23387),(77 237.56425),(78 239.19548),(79 241.4327),
