1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 151.12308),(2 191.51842),(3 219.46558),(4 233.51201),(5 245.8825),(6 255.70137),(7 260.04428),(8 267.06937),(9 270.11728),(10 277.36206),(11 282.85178),(12 289.19794),(13 297.10657),(14 296.60168),(15 297.05115),(16 296.39456),(17 296.5245),(18 296.95245),(19 301.27707),(20 300.80884),(21 302.1264),(22 304.33667),(23 301.64154),(24 299.94168),(25 301.8544),(26 301.36124),(27 305.35892),(28 306.15897),(29 304.41367),(30 304.01648),(31 300.67377),(32 304.34518),(33 305.06723),(34 306.07318),(35 307.33725),(36 307.16968),(37 307.9325),(38 306.96393),(39 307.30875),(40 305.9714),(41 310.6225),(42 312.9637),(43 317.3704),(44 321.3981),(45 322.1461),(46 323.97568),(47 327.53018),(48 330.01974),(49 331.6785),(50 333.77344),(51 335.4796),(52 337.35236),(53 336.35086),(54 337.4248),(55 334.5923),(56 338.049),(57 339.03693),(58 340.40314),(59 336.57034),(60 336.1621),(61 333.0435),(62 334.0281),(63 335.23157),(64 337.65683),(65 335.0135),(66 333.99963),(67 333.9244),(68 334.68448),(69 333.53577),(70 335.15967),(71 335.79712),(72 334.23038),(73 338.19858),(74 340.85843),(75 342.0552),(76 348.145),(77 349.31165),(78 352.46323),(79 350.29492),
(1 146.67816),(2 183.83865),(3 210.26363),(4 224.55975),(5 237.36407),(6 242.67503),(7 248.60901),(8 251.74602),(9 260.46735),(10 264.2382),(11 268.0679),(12 274.67126),(13 281.6972),(14 279.59027),(15 280.65332),(16 281.19818),(17 283.10712),(18 288.47876),(19 289.00925),(20 290.81842),(21 290.402),(22 290.5554),(23 287.4759),(24 289.67938),(25 289.51886),(26 290.68118),(27 293.86343),(28 298.93677),(29 299.81778),(30 299.73898),(31 298.5949),(32 299.97067),(33 298.4777),(34 299.24936),(35 302.12134),(36 305.21024),(37 305.3719),(38 303.21332),(39 301.59402),(40 300.51813),(41 299.4516),(42 303.53424),(43 307.78836),(44 309.9363),(45 309.64322),(46 311.89142),(47 314.1914),(48 314.42935),(49 314.71606),(50 316.0387),(51 319.955),(52 324.1066),(53 323.90445),(54 324.94156),(55 324.78088),(56 325.14322),(57 322.82867),(58 324.81583),(59 321.7568),(60 325.13138),(61 326.28735),(62 326.29633),(63 329.00708),(64 326.7764),(65 325.86017),(66 325.37863),(67 326.24896),(68 324.62183),(69 323.18335),(70 325.36426),(71 324.82602),(72 322.53824),(73 323.92657),(74 325.09265),(75 325.79858),(76 329.06476),(77 329.42056),(78 333.93658),(79 336.02832),
(1 146.53757),(2 184.1245),(3 211.24019),(4 224.09236),(5 233.97186),(6 238.53934),(7 243.9544),(8 248.74417),(9 254.72653),(10 260.8173),(11 266.95303),(12 269.5939),(13 278.27454),(14 276.23846),(15 277.21167),(16 276.18152),(17 279.55615),(18 283.2436),(19 284.81033),(20 286.62393),(21 283.21823),(22 282.20322),(23 281.21527),(24 281.54373),(25 284.69934),(26 285.7706),(27 290.98575),(28 294.26614),(29 291.16284),(30 291.40076),(31 292.4116),(32 293.89276),(33 295.8009),(34 295.8324),(35 298.86835),(36 300.52304),(37 298.22556),(38 297.4251),(39 295.5558),(40 296.1185),(41 298.33176),(42 301.10266),(43 308.69516),(44 312.0356),(45 313.6157),(46 315.8868),(47 316.23734),(48 316.11176),(49 316.19983),(50 315.1842),(51 316.47266),(52 319.2325),(53 319.92877),(54 316.95856),(55 316.72943),(56 315.32285),(57 314.46652),(58 317.178),(59 316.57294),(60 316.62747),(61 318.5246),(62 318.31467),(63 320.6513),(64 320.3152),(65 320.61884),(66 320.65356),(67 320.6676),(68 319.86203),(69 316.7775),(70 313.8581),(71 315.99667),(72 315.69864),(73 320.35922),(74 321.36707),(75 324.6796),(76 324.19385),(77 328.6602),(78 333.00848),(79 336.9544),
(1 144.67937),(2 183.18918),(3 211.81955),(4 222.72606),(5 233.6827),(6 240.3446),(7 244.08691),(8 252.64397),(9 259.53665),(10 263.634),(11 268.7751),(12 271.37717),(13 279.44543),(14 275.4483),(15 275.93903),(16 280.3061),(17 284.61737),(18 287.7428),(19 289.1689),(20 288.21332),(21 286.61337),(22 285.84073),(23 285.05707),(24 283.45773),(25 286.29382),(26 289.79416),(27 293.27975),(28 291.72253),(29 290.27417),(30 290.11435),(31 292.37143),(32 293.04187),(33 295.30096),(34 295.70172),(35 296.15878),(36 298.49896),(37 299.99704),(38 298.50482),(39 295.57257),(40 293.71698),(41 298.24808),(42 300.7572),(43 306.58154),(44 306.49405),(45 304.4511),(46 306.86026),(47 306.83847),(48 308.63748),(49 308.48105),(50 308.08252),(51 310.5959),(52 315.26785),(53 317.08978),(54 318.29285),(55 317.17352),(56 320.14923),(57 321.64465),(58 323.85556),(59 321.49478),(60 322.41226),(61 319.19965),(62 319.68387),(63 326.15164),(64 326.97253),(65 326.79684),(66 324.24585),(67 323.82092),(68 320.27472),(69 316.40222),(70 315.14935),(71 316.7386),(72 317.773),(73 318.93994),(74 320.7202),(75 318.39337),(76 319.4074),(77 322.25644),(78 326.86713),(79 331.06857),
(1 141.2311),(2 178.87827),(3 204.85602),(4 217.09422),(5 225.45107),(6 234.97614),(7 239.62178),(8 245.11047),(9 251.54697),(10 258.98688),(11 262.41177),(12 267.70554),(13 276.06943),(14 277.31265),(15 277.66656),(16 279.4711),(17 279.46097),(18 279.79428),(19 283.54602),(20 283.38065),(21 280.84857),(22 280.64856),(23 278.03354),(24 277.37454),(25 275.662),(26 279.1369),(27 281.67163),(28 283.25876),(29 285.57513),(30 285.90115),(31 288.2606),(32 286.0424),(33 287.31436),(34 288.24945),(35 288.51346),(36 287.63843),(37 288.3408),(38 287.80917),(39 287.5658),(40 287.1769),(41 287.31512),(42 289.74512),(43 295.40384),(44 297.10422),(45 295.05368),(46 296.48734),(47 295.57468),(48 297.98383),(49 296.72745),(50 296.04388),(51 298.85052),(52 301.3713),(53 307.1045),(54 305.3054),(55 305.13336),(56 302.36758),(57 304.86084),(58 310.48737),(59 307.90552),(60 307.6489),(61 308.03232),(62 313.73602),(63 314.6911),(64 316.87714),(65 315.072),(66 310.70288),(67 308.18768),(68 308.3462),(69 305.7626),(70 304.4662),(71 302.68887),(72 303.6089),(73 310.6178),(74 310.35153),(75 310.2835),(76 311.68475),(77 317.75262),(78 317.4872),(79 317.09247),
(1 142.13045),(2 178.81467),(3 205.58281),(4 216.67653),(5 224.64488),(6 232.43929),(7 236.46796),(8 242.22278),(9 244.19987),(10 251.81667),(11 256.61084),(12 260.68207),(13 265.91904),(14 268.73743),(15 271.54807),(16 272.5838),(17 272.83728),(18 275.95578),(19 276.11002),(20 275.17114),(21 274.61948),(22 275.03964),(23 275.645),(24 276.343),(25 277.58325),(26 280.47842),(27 283.73965),(28 288.0014),(29 289.00723),(30 288.87466),(31 291.79446),(32 289.5416),(33 289.40927),(34 290.82462),(35 292.47733),(36 292.83405),(37 293.96695),(38 290.92218),(39 290.9826),(40 291.29947),(41 291.73218),(42 294.02325),(43 297.75262),(44 297.70587),(45 297.51563),(46 298.73297),(47 297.89334),(48 299.49792),(49 299.64297),(50 301.4052),(51 304.18115),(52 302.5908),(53 303.28183),(54 303.7144),(55 302.6374),(56 303.18756),(57 306.79114),(58 312.65894),(59 308.5731),(60 309.67874),(61 310.10345),(62 315.4429),(63 314.06277),(64 315.94626),(65 314.97794),(66 311.43228),(67 308.58218),(68 307.09955),(69 308.72498),(70 307.429),(71 308.8192),(72 307.25076),(73 317.58014),(74 317.0712),(75 321.4552),(76 322.39005),(77 326.66214),(78 329.45905),(79 331.4606),
(1 140.77115),(2 179.25551),(3 207.42867),(4 219.40616),(5 228.04301),(6 231.53493),(7 236.32217),(8 241.32915),(9 248.08636),(10 252.89209),(11 258.05048),(12 261.4318),(13 267.23605),(14 265.2393),(15 266.44128),(16 266.01572),(17 270.58545),(18 272.43668),(19 272.81293),(20 272.33292),(21 271.1406),(22 271.59534),(23 273.31036),(24 270.34735),(25 272.097),(26 273.2961),(27 276.44772),(28 275.55542),(29 276.65796),(30 276.18634),(31 278.73102),(32 277.88058),(33 280.2491),(34 280.78482),(35 283.71878),(36 287.21747),(37 287.63025),(38 286.0513),(39 285.436),(40 286.56903),(41 286.80554),(42 290.9795),(43 293.0165),(44 291.68204),(45 292.64795),(46 291.94193),(47 292.45453),(48 296.94897),(49 298.12408),(50 302.3792),(51 303.57843),(52 303.4643),(53 303.68185),(54 303.73926),(55 304.31277),(56 301.84903),(57 302.39423),(58 305.95682),(59 302.5271),(60 302.44177),(61 305.24347),(62 307.63016),(63 306.13318),(64 307.41806),(65 308.87427),(66 311.40643),(67 307.45004),(68 308.1191),(69 311.38324),(70 310.2516),(71 309.75616),(72 309.7465),(73 313.65518),(74 314.07526),(75 315.82645),(76 317.06165),(77 321.60052),(78 323.94052),(79 328.28934),
(1 140.01001),(2 173.00328),(3 199.61255),(4 211.71591),(5 219.68954),(6 230.01909),(7 234.69267),(8 237.17575),(9 239.07776),(10 244.74297),(11 247.34192),(12 250.23251),(13 253.39302),(14 254.05373),(15 255.29297),(16 255.84187),(17 258.92896),(18 263.00418),(19 261.73703),(20 262.55518),(21 263.2047),(22 266.61914),(23 268.04208),(24 264.1196),(25 266.173),(26 266.89066),(27 268.86655),(28 271.74463),(29 270.5358),(30 272.4689),(31 274.02106),(32 274.68057),(33 275.00055),(34 273.77753),(35 272.962),(36 275.45493),(37 275.77252),(38 274.38028),(39 275.2126),(40 273.51993),(41 274.76962),(42 277.8737),(43 282.96738),(44 282.28973),(45 282.91498),(46 284.92236),(47 283.4306),(48 286.2056),(49 287.98022),(50 290.39035),(51 293.6207),(52 291.8315),(53 295.45926),(54 296.4934),(55 298.8767),(56 296.8551),(57 297.56836),(58 301.42642),(59 297.25317),(60 297.83533),(61 301.34982),(62 301.62463),(63 300.3308),(64 301.47836),(65 302.72336),(66 305.13077),(67 305.51526),(68 306.10092),(69 306.70935),(70 307.74435),(71 308.29474),(72 307.5694),(73 307.90405),(74 310.32535),(75 312.16376),(76 312.19635),(77 314.72162),(78 315.89572),(79 318.70956),
(1 139.38168),(2 175.19849),(3 202.18816),(4 214.12889),(5 220.83214),(6 229.32852),(7 233.50272),(8 237.3276),(9 241.86641),(10 246.36047),(11 252.47905),(12 255.65277),(13 260.47583),(14 263.20914),(15 264.72885),(16 265.11246),(17 265.84146),(18 266.94556),(19 269.59177),(20 269.81665),(21 267.75385),(22 271.16507),(23 271.3509),(24 270.74622),(25 271.2728),(26 274.1695),(27 276.922),(28 283.1849),(29 281.85205),(30 281.41437),(31 283.51828),(32 283.51883),(33 284.76505),(34 283.1169),(35 283.69577),(36 283.32037),(37 281.37128),(38 281.25076),(39 280.75516),(40 279.5329),(41 282.12637),(42 284.22314),(43 289.02734),(44 289.01822),(45 290.06073),(46 292.0334),(47 290.54965),(48 292.5068),(49 293.69058),(50 295.28867),(51 297.67636),(52 294.7163),(53 294.64105),(54 295.7562),(55 297.52795),(56 299.32172),(57 298.2326),(58 305.05292),(59 301.34695),(60 301.01642),(61 303.7684),(62 304.55768),(63 303.8782),(64 305.77997),(65 304.753),(66 305.22583),(67 306.34995),(68 303.6448),(69 303.7205),(70 303.84833),(71 305.82224),(72 309.92285),(73 310.26224),(74 309.75406),(75 312.3547),(76 313.94727),(77 317.11368),(78 321.38403),(79 319.56693),
(1 136.09373),(2 171.55722),(3 196.3097),(4 209.90337),(5 217.4314),(6 223.026),(7 225.21999),(8 229.58015),(9 237.73369),(10 243.59085),(11 245.52336),(12 248.96498),(13 254.45221),(14 256.03683),(15 259.42935),(16 257.9665),(17 258.562),(18 257.7537),(19 260.06384),(20 261.39462),(21 260.5868),(22 264.03268),(23 262.01263),(24 260.73282),(25 259.7771),(26 261.10025),(27 263.46664),(28 268.84027),(29 267.36343),(30 268.74826),(31 268.91022),(32 268.71494),(33 269.39178),(34 268.9412),(35 269.91245),(36 269.48483),(37 270.32184),(38 270.26898),(39 269.70422),(40 268.93692),(41 269.48798),(42 273.64255),(43 275.97397),(44 277.66626),(45 278.55667),(46 280.8663),(47 279.81638),(48 282.59155),(49 282.52982),(50 285.4438),(51 286.75134),(52 286.97208),(53 286.13065),(54 285.4745),(55 286.61795),(56 289.41284),(57 287.81326),(58 291.66507),(59 290.14218),(60 288.6786),(61 290.82416),(62 293.1079),(63 292.34824),(64 295.69495),(65 296.35934),(66 297.15555),(67 295.783),(68 292.49667),(69 290.44754),(70 292.11435),(71 289.18408),(72 291.1551),(73 293.03345),(74 290.7598),(75 292.70343),(76 296.79172),(77 300.42053),(78 302.7723),(79 303.60623),
(1 133.74126),(2 170.70512),(3 194.5665),(4 205.8274),(5 212.02498),(6 215.94566),(7 220.06386),(8 226.80156),(9 232.78407),(10 239.70674),(11 241.6522),(12 243.91626),(13 249.47906),(14 250.88354),(15 252.63644),(16 253.25845),(17 256.1473),(18 256.06693),(19 257.03305),(20 256.39456),(21 253.7118),(22 254.98956),(23 255.24792),(24 256.2239),(25 255.30031),(26 256.94702),(27 262.32593),(28 265.06323),(29 263.17285),(30 262.22827),(31 260.56912),(32 261.49118),(33 266.24902),(34 266.90384),(35 266.67856),(36 266.56122),(37 265.26447),(38 266.90402),(39 267.6351),(40 267.8932),(41 267.5434),(42 271.55838),(43 274.14844),(44 275.45602),(45 276.22345),(46 278.91357),(47 281.30573),(48 283.3836),(49 285.5742),(50 287.1941),(51 289.54446),(52 289.04123),(53 290.80832),(54 291.45407),(55 293.19183),(56 292.52286),(57 291.10025),(58 294.5568),(59 294.18237),(60 292.9546),(61 287.28116),(62 289.91412),(63 289.17596),(64 292.33197),(65 290.72968),(66 292.90802),(67 292.30618),(68 293.42017),(69 293.8725),(70 294.413),(71 295.16492),(72 296.05463),(73 298.3648),(74 298.3559),(75 300.6897),(76 301.2412),(77 301.984),(78 302.6769),(79 303.615),
(1 131.45625),(2 167.82289),(3 191.73314),(4 201.7179),(5 207.40439),(6 214.36855),(7 218.30276),(8 224.45164),(9 229.30814),(10 237.14694),(11 238.33455),(12 240.54749),(13 247.06407),(14 247.79132),(15 250.65976),(16 251.04355),(17 253.88123),(18 254.15567),(19 253.75832),(20 252.3526),(21 250.68602),(22 252.09682),(23 251.37138),(24 249.83673),(25 251.30292),(26 253.18889),(27 256.069),(28 257.02084),(29 257.47107),(30 256.17883),(31 257.82138),(32 257.89853),(33 262.4513),(34 262.54623),(35 260.20367),(36 260.8699),(37 261.20947),(38 260.09445),(39 260.11328),(40 258.63373),(41 257.5385),(42 259.57928),(43 263.74866),(44 262.64957),(45 264.90848),(46 266.33582),(47 267.4632),(48 269.8013),(49 272.38364),(50 271.91763),(51 271.9138),(52 275.79907),(53 278.34055),(54 280.50275),(55 280.6038),(56 278.532),(57 279.18958),(58 279.70062),(59 278.8276),(60 281.0939),(61 282.7607),(62 280.83176),(63 281.96762),(64 283.8541),(65 285.17722),(66 285.35464),(67 284.3641),(68 285.93515),(69 283.28323),(70 287.74377),(71 287.71973),(72 289.68594),(73 293.0067),(74 293.7092),(75 296.48355),(76 294.6717),(77 293.87012),(78 297.3214),(79 295.9177),
(1 132.78078),(2 166.14792),(3 192.35092),(4 201.45674),(5 210.36116),(6 215.81996),(7 222.52003),(8 225.57176),(9 231.22426),(10 235.68729),(11 237.24663),(12 240.38683),(13 247.59946),(14 248.71666),(15 253.00314),(16 253.14734),(17 257.45767),(18 255.16324),(19 256.04532),(20 254.89288),(21 254.91559),(22 252.16498),(23 254.65332),(24 256.22046),(25 257.95947),(26 255.7936),(27 259.43063),(28 259.2453),(29 259.64886),(30 258.70804),(31 261.54153),(32 263.00903),(33 265.62924),(34 263.46457),(35 262.83105),(36 265.22134),(37 266.04984),(38 264.8728),(39 263.09558),(40 263.21982),(41 264.02512),(42 266.5721),(43 269.697),(44 271.00925),(45 271.09857),(46 274.8387),(47 275.2362),(48 275.72406),(49 278.23337),(50 277.13824),(51 279.434),(52 282.9061),(53 282.76895),(54 283.20776),(55 282.2656),(56 281.94656),(57 282.809),(58 286.12756),(59 281.79834),(60 283.6821),(61 283.94266),(62 285.8832),(63 288.28738),(64 291.8224),(65 292.5461),(66 289.19983),(67 288.47662),(68 288.7887),(69 288.1845),(70 287.26666),(71 286.92258),(72 288.9737),(73 290.29977),(74 292.08023),(75 293.56876),(76 296.46796),(77 296.26718),(78 298.7944),(79 302.29385),
(1 128.5699),(2 161.596),(3 185.75877),(4 196.7196),(5 204.58247),(6 211.54887),(7 214.59778),(8 219.17711),(9 222.02779),(10 223.49683),(11 225.5718),(12 227.5489),(13 238.57445),(14 240.82065),(15 241.56834),(16 242.5497),(17 244.7739),(18 243.33565),(19 244.37872),(20 246.04945),(21 247.86217),(22 249.12265),(23 251.5779),(24 251.28104),(25 247.9277),(26 246.49837),(27 250.35123),(28 252.63164),(29 251.08754),(30 249.48473),(31 248.00026),(32 248.41527),(33 251.55449),(34 249.8638),(35 248.59177),(36 249.66998),(37 247.12444),(38 247.79962),(39 247.35458),(40 246.64775),(41 246.20525),(42 247.94737),(43 249.9202),(44 249.41733),(45 250.83786),(46 255.72867),(47 256.5701),(48 258.68658),(49 258.68848),(50 257.37866),(51 262.8825),(52 263.10754),(53 266.11905),(54 267.06473),(55 264.86084),(56 267.0893),(57 268.1482),(58 270.9156),(59 271.08368),(60 273.0905),(61 272.0546),(62 275.081),(63 274.68356),(64 274.74475),(65 276.85687),(66 276.70526),(67 275.58966),(68 275.17554),(69 276.80106),(70 275.01266),(71 274.5819),(72 273.92944),(73 279.75546),(74 283.18668),(75 283.93518),(76 286.53656),(77 288.43417),(78 291.07947),(79 296.3817),
(1 125.574745),(2 160.53831),(3 182.11116),(4 192.58008),(5 202.18404),(6 205.77951),(7 209.7497),(8 215.10902),(9 217.7227),(10 223.00302),(11 226.34966),(12 225.9389),(13 228.1194),(14 231.43571),(15 232.59326),(16 233.34102),(17 236.21106),(18 236.73506),(19 235.74042),(20 237.2438),(21 239.99347),(22 242.7869),(23 244.66039),(24 245.47356),(25 244.31445),(26 242.14891),(27 244.0533),(28 245.58694),(29 246.15263),(30 245.95128),(31 246.49147),(32 245.39262),(33 244.99805),(34 244.90887),(35 248.42552),(36 248.097),(37 246.68208),(38 245.84589),(39 245.34172),(40 241.75458),(41 243.17358),(42 244.68765),(43 246.4996),(44 245.06183),(45 246.90016),(46 247.50125),(47 247.42586),(48 250.54332),(49 251.01483),(50 253.40825),(51 258.43527),(52 261.66608),(53 262.15082),(54 262.83206),(55 262.31598),(56 262.55142),(57 264.17737),(58 267.04263),(59 265.92627),(60 267.12482),(61 268.957),(62 269.53592),(63 273.22617),(64 275.09534),(65 275.08774),(66 275.1472),(67 272.37885),(68 270.0621),(69 270.9045),(70 271.7843),(71 272.23373),(72 273.9218),(73 279.0523),(74 279.51874),(75 280.1636),(76 280.25952),(77 286.19052),(78 288.581),(79 290.40082),
(1 127.23108),(2 160.64601),(3 182.92284),(4 192.9965),(5 200.29514),(6 204.91403),(7 208.9706),(8 215.81805),(9 218.62392),(10 223.7513),(11 224.2864),(12 223.12817),(13 231.7204),(14 235.56134),(15 235.01665),(16 236.47163),(17 239.41785),(18 240.09518),(19 240.67987),(20 239.95183),(21 240.28784),(22 241.71753),(23 245.0741),(24 244.2091),(25 243.21849),(26 243.7457),(27 246.739),(28 249.57901),(29 249.11818),(30 250.98967),(31 250.65323),(32 249.39555),(33 245.07794),(34 246.53088),(35 248.69212),(36 249.04184),(37 249.2763),(38 243.70084),(39 243.88817),(40 241.4583),(41 242.67323),(42 247.82219),(43 250.41469),(44 254.55605),(45 255.97522),(46 256.79166),(47 258.36066),(48 260.1119),(49 256.63754),(50 257.51984),(51 261.22278),(52 264.41986),(53 265.49414),(54 266.6341),(55 268.2791),(56 269.69257),(57 271.77594),(58 275.1789),(59 275.2532),(60 277.2873),(61 278.71378),(62 281.94354),(63 281.50726),(64 280.3066),(65 277.89255),(66 278.2421),(67 277.34717),(68 276.2467),(69 273.31198),(70 274.2152),(71 274.87006),(72 276.93655),(73 277.77026),(74 278.86478),(75 281.15176),(76 281.92145),(77 283.53635),(78 284.8014),(79 285.48346),
(1 125.04387),(2 156.73436),(3 176.96921),(4 186.5828),(5 193.70206),(6 201.36816),(7 205.67534),(8 211.48862),(9 216.38245),(10 219.1637),(11 219.0566),(12 221.42236),(13 229.37927),(14 230.62106),(15 232.3915),(16 234.35101),(17 236.6267),(18 238.0539),(19 240.89105),(20 241.51552),(21 243.89386),(22 242.6009),(23 242.91342),(24 241.29929),(25 243.49208),(26 243.07547),(27 243.65004),(28 245.98857),(29 247.3634),(30 246.57397),(31 246.45119),(32 245.17615),(33 243.23878),(34 243.44211),(35 244.32898),(36 247.1624),(37 246.28708),(38 244.3441),(39 243.59927),(40 242.94662),(41 242.07439),(42 243.7473),(43 247.37619),(44 247.13112),(45 248.87778),(46 250.06726),(47 252.30179),(48 254.89157),(49 255.33379),(50 255.29247),(51 261.66165),(52 264.19696),(53 263.27582),(54 265.4992),(55 268.0123),(56 268.34012),(57 267.00177),(58 270.33524),(59 271.32388),(60 269.86472),(61 271.48752),(62 273.71997),(63 273.44238),(64 273.86218),(65 274.26675),(66 275.54852),(67 275.49295),(68 275.49625),(69 273.01962),(70 269.9726),(71 269.58536),(72 272.01022),(73 275.2195),(74 276.0424),(75 279.285),(76 280.72372),(77 284.79562),(78 284.23425),(79 283.63956),
(1 125.59073),(2 156.16817),(3 176.6226),(4 185.07385),(5 191.3686),(6 199.14859),(7 204.75377),(8 207.69408),(9 212.12238),(10 219.24292),(11 222.57086),(12 222.76588),(13 227.40355),(14 230.10483),(15 233.7455),(16 234.41243),(17 237.1178),(18 237.50233),(19 238.65323),(20 239.30916),(21 242.57535),(22 242.78273),(23 246.20726),(24 243.56268),(25 246.0826),(26 245.68976),(27 248.47478),(28 249.9593),(29 250.64496),(30 251.2314),(31 251.40184),(32 249.43823),(33 247.82849),(34 247.61801),(35 248.38368),(36 246.78592),(37 246.14162),(38 246.7799),(39 246.81363),(40 247.35649),(41 247.61934),(42 250.64085),(43 251.99289),(44 252.27797),(45 254.3261),(46 254.14471),(47 255.56624),(48 257.20236),(49 258.4725),(50 262.26187),(51 265.701),(52 268.20688),(53 267.3045),(54 267.1827),(55 267.5871),(56 268.04224),(57 269.47064),(58 273.43433),(59 271.2544),(60 272.9514),(61 272.60788),(62 274.11713),(63 275.5794),(64 273.50568),(65 272.67175),(66 271.91434),(67 269.99805),(68 270.56665),(69 271.1981),(70 270.361),(71 274.20013),(72 273.9167),(73 277.93454),(74 279.4277),(75 281.36548),(76 285.37296),(77 288.91937),(78 288.43393),(79 288.4165),
(1 120.29409),(2 151.79582),(3 172.31711),(4 180.06656),(5 189.10683),(6 194.67372),(7 198.17456),(8 201.40758),(9 206.44824),(10 212.17142),(11 215.69308),(12 217.4247),(13 222.03415),(14 224.74542),(15 226.49799),(16 228.53336),(17 230.0248),(18 231.41437),(19 232.34653),(20 230.39511),(21 230.94804),(22 229.0633),(23 231.32007),(24 229.91432),(25 232.14137),(26 232.45221),(27 235.29135),(28 237.00816),(29 236.74512),(30 235.54909),(31 237.10077),(32 233.86102),(33 233.29265),(34 233.75151),(35 232.70433),(36 233.27603),(37 233.2918),(38 233.51752),(39 233.04005),(40 232.4829),(41 234.92772),(42 237.9404),(43 239.62277),(44 240.40292),(45 242.4662),(46 241.25626),(47 243.97893),(48 242.69188),(49 246.8896),(50 245.95293),(51 250.90132),(52 253.79234),(53 252.74165),(54 252.37209),(55 254.3867),(56 253.0052),(57 253.72203),(58 257.08292),(59 253.75467),(60 255.17703),(61 256.40918),(62 257.43735),(63 259.8029),(64 260.6286),(65 260.39905),(66 259.22693),(67 260.13547),(68 261.39008),(69 261.853),(70 262.05612),(71 264.5885),(72 265.31543),(73 269.9566),(74 269.5481),(75 272.52368),(76 271.34225),(77 272.0096),(78 272.56393),(79 275.97528),
