1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 82.70088),(2 95.47687),(3 101.0304),(4 107.33718),(5 107.54081),(6 110.21428),(7 111.075806),(8 111.09127),(9 112.269295),(10 114.33545),(11 114.70126),(12 115.28546),(13 118.27481),(14 118.042564),(15 120.16984),(16 120.546486),(17 121.0324),(18 120.69967),(19 122.66118),(20 124.0789),(21 124.845924),(22 126.28793),(23 126.288025),(24 127.63817),(25 127.56632),(26 128.6249),(27 130.02412),(28 130.40056),(29 131.86333),(30 132.0601),(31 132.36244),(32 133.98157),(33 135.07892),(34 135.35966),(35 136.5233),(36 137.27258),(37 138.18767),(38 138.42798),(39 138.48553),(40 139.92853),(41 139.94698),(42 140.97174),(43 142.2686),(44 143.2989),(45 144.79572),(46 145.02798),(47 144.59961),(48 143.96913),(49 146.14047),(50 145.24997),(51 144.34972),(52 145.33696),(53 145.33783),(54 145.94687),(55 146.16336),(56 146.94887),(57 148.08153),(58 146.44237),(59 147.10626),(60 146.5464),(61 147.30891),(62 147.83626),(63 147.55972),(64 147.61798),(65 148.62999),(66 146.69478),(67 147.6569),(68 146.461),(69 147.3387),(70 145.62717),(71 146.20154),(72 147.50154),(73 148.77753),(74 149.23878),(75 149.57216),(76 149.06577),(77 151.26878),(78 150.7507),(79 150.94731),
(1 81.280075),(2 92.29604),(3 97.85379),(4 103.27244),(5 104.33581),(6 106.747444),(7 108.57706),(8 109.45072),(9 109.96568),(10 112.93808),(11 112.54737),(12 113.74027),(13 116.54185),(14 116.63689),(15 119.83211),(16 120.26118),(17 120.87872),(18 121.945564),(19 122.73257),(20 123.90592),(21 124.75606),(22 124.24717),(23 125.83084),(24 127.84022),(25 127.4602),(26 129.30461),(27 128.79259),(28 128.77826),(29 131.42287),(30 131.22487),(31 132.20732),(32 133.59633),(33 134.65399),(34 133.6651),(35 133.85286),(36 134.3539),(37 134.9549),(38 135.2372),(39 134.97678),(40 135.7034),(41 138.86678),(42 137.46863),(43 140.52713),(44 141.14598),(45 141.01575),(46 140.70743),(47 141.37898),(48 140.49222),(49 142.15079),(50 143.43839),(51 143.47168),(52 142.93108),(53 144.28464),(54 144.93365),(55 145.17822),(56 146.39337),(57 145.78482),(58 146.02141),(59 145.81738),(60 145.4319),(61 145.95187),(62 145.51155),(63 146.16902),(64 144.92836),(65 145.67447),(66 145.67921),(67 145.61589),(68 145.45987),(69 146.41573),(70 147.24915),(71 146.66365),(72 146.64949),(73 148.60422),(74 149.22546),(75 149.26758),(76 149.37442),(77 148.82643),(78 148.61464),(79 148.04662),
(1 80.395996),(2 90.88437),(3 95.70424),(4 100.202644),(5 103.46901),(6 105.19213),(7 106.302),(8 108.87609),(9 107.90365),(10 108.96731),(11 109.86872),(12 109.724724),(13 111.72779),(14 112.06464),(15 114.34227),(16 115.10792),(17 117.60006),(18 117.28118),(19 117.83696),(20 118.65598),(21 119.56147),(22 119.413734),(23 120.320854),(24 120.686195),(25 121.60756),(26 122.69363),(27 122.32918),(28 123.31222),(29 123.82418),(30 124.192276),(31 124.94946),(32 126.14622),(33 127.44793),(34 127.274445),(35 128.03436),(36 128.01706),(37 130.06522),(38 129.44681),(39 130.81459),(40 130.59233),(41 131.39433),(42 133.14182),(43 134.7114),(44 136.13902),(45 136.81491),(46 137.2046),(47 137.33896),(48 138.1192),(49 139.11569),(50 137.92393),(51 140.58409),(52 138.61769),(53 140.70447),(54 139.63269),(55 140.89473),(56 141.26987),(57 140.74866),(58 141.72719),(59 140.45663),(60 140.53964),(61 141.35379),(62 141.85187),(63 141.32796),(64 142.23799),(65 142.40111),(66 141.6723),(67 142.8771),(68 141.78113),(69 142.1036),(70 143.19148),(71 142.26088),(72 143.79178),(73 143.56206),(74 145.10797),(75 143.75392),(76 144.73639),(77 144.32866),(78 144.17564),(79 142.36426),
(1 80.15408),(2 88.803795),(3 94.55405),(4 98.02113),(5 100.57076),(6 102.21245),(7 104.564445),(8 107.27408),(9 107.06212),(10 106.895386),(11 109.43517),(12 110.244225),(13 111.735054),(14 112.180145),(15 114.328964),(16 116.14557),(17 116.82425),(18 117.45933),(19 118.35763),(20 118.129486),(21 118.41338),(22 119.52038),(23 120.61949),(24 121.1962),(25 123.08322),(26 124.664536),(27 126.262436),(28 125.50448),(29 125.44865),(30 127.231346),(31 127.68674),(32 127.57787),(33 128.73134),(34 128.15791),(35 128.51514),(36 129.6114),(37 130.77396),(38 131.11426),(39 132.22372),(40 134.80312),(41 135.14009),(42 136.16489),(43 136.90565),(44 137.39665),(45 137.85715),(46 138.6727),(47 139.3119),(48 138.07237),(49 137.87633),(50 138.62112),(51 141.04636),(52 140.09753),(53 140.25061),(54 140.20717),(55 140.65063),(56 143.1443),(57 142.62521),(58 142.26157),(59 141.96503),(60 141.89987),(61 142.19904),(62 143.40085),(63 143.35744),(64 143.05788),(65 143.8637),(66 143.28954),(67 142.01195),(68 143.75478),(69 144.1942),(70 142.16325),(71 141.72191),(72 142.00648),(73 144.18575),(74 144.54533),(75 143.84525),(76 144.1632),(77 144.33926),(78 142.9414),(79 141.63396),
(1 80.61857),(2 89.64007),(3 95.39257),(4 100.18917),(5 102.104576),(6 103.78767),(7 106.051926),(8 107.20734),(9 108.67415),(10 108.61585),(11 110.33983),(12 111.73358),(13 112.28767),(14 113.48156),(15 115.45065),(16 115.03709),(17 115.65191),(18 116.41936),(19 117.26398),(20 117.76342),(21 118.08101),(22 119.19977),(23 120.09577),(24 119.88092),(25 121.75585),(26 123.00612),(27 123.8368),(28 125.316864),(29 123.645645),(30 123.75838),(31 123.98712),(32 124.68046),(33 125.35217),(34 125.72963),(35 126.13608),(36 127.76382),(37 126.99083),(38 128.63936),(39 129.45523),(40 130.21986),(41 130.10612),(42 130.32375),(43 132.8181),(44 132.76318),(45 134.1989),(46 134.05313),(47 134.69005),(48 134.7223),(49 134.58075),(50 134.83205),(51 137.00208),(52 134.02597),(53 135.52657),(54 136.00824),(55 136.51831),(56 136.49004),(57 137.8726),(58 137.49905),(59 137.50504),(60 137.31226),(61 137.97072),(62 140.0811),(63 139.23073),(64 139.59763),(65 140.27502),(66 139.31718),(67 138.02473),(68 139.42062),(69 139.33838),(70 139.14505),(71 138.25699),(72 138.0185),(73 140.29472),(74 137.93895),(75 137.65782),(76 137.42203),(77 139.47136),(78 139.44606),(79 137.59009),
(1 76.9786),(2 86.338295),(3 90.371414),(4 95.50744),(5 95.67528),(6 99.209465),(7 101.03506),(8 101.673164),(9 102.887596),(10 104.369064),(11 106.112),(12 105.8828),(13 107.08986),(14 107.44643),(15 109.52622),(16 109.96641),(17 110.48065),(18 111.57325),(19 113.041),(20 112.78666),(21 114.600494),(22 115.60315),(23 115.39726),(24 115.2884),(25 117.72899),(26 118.49626),(27 119.89635),(28 122.618004),(29 121.507195),(30 123.09281),(31 124.551994),(32 125.63669),(33 125.83048),(34 126.04027),(35 127.05284),(36 129.05864),(37 129.08571),(38 130.18808),(39 130.27348),(40 130.31203),(41 131.31929),(42 131.66371),(43 133.43672),(44 133.60954),(45 134.47134),(46 134.11134),(47 133.52899),(48 133.86092),(49 134.77776),(50 134.61559),(51 135.70952),(52 135.19167),(53 137.44572),(54 136.45216),(55 138.29352),(56 137.44284),(57 137.98746),(58 138.06148),(59 139.36435),(60 139.00575),(61 139.22762),(62 140.69656),(63 139.95038),(64 139.1031),(65 137.8485),(66 137.0763),(67 138.55957),(68 138.61542),(69 140.03427),(70 138.69214),(71 137.81337),(72 138.33253),(73 139.21826),(74 138.96165),(75 138.49138),(76 137.43593),(77 137.74435),(78 137.5583),(79 137.20222),
(1 76.429276),(2 86.71326),(3 91.82864),(4 96.4712),(5 96.58712),(6 99.28086),(7 100.670235),(8 101.6724),(9 102.62869),(10 104.02642),(11 105.238045),(12 105.3666),(13 107.98459),(14 107.87507),(15 110.10599),(16 110.32278),(17 110.792015),(18 111.05713),(19 112.58402),(20 112.24668),(21 114.23957),(22 113.64363),(23 114.76576),(24 116.189644),(25 117.750084),(26 118.02708),(27 119.856804),(28 120.83856),(29 120.41753),(30 121.27583),(31 122.28159),(32 123.85292),(33 124.14645),(34 124.624176),(35 125.80739),(36 125.40306),(37 128.18028),(38 128.19083),(39 129.58607),(40 129.73123),(41 130.82886),(42 131.63672),(43 133.59872),(44 134.23753),(45 133.78156),(46 133.90543),(47 134.40166),(48 135.04164),(49 136.13623),(50 136.78334),(51 137.20927),(52 137.16202),(53 137.2294),(54 138.66258),(55 138.94652),(56 137.66748),(57 138.72614),(58 138.23697),(59 137.72832),(60 137.6847),(61 138.84045),(62 139.26134),(63 138.32115),(64 136.40959),(65 134.45932),(66 134.86578),(67 134.70692),(68 135.46608),(69 136.12184),(70 135.3523),(71 135.70903),(72 135.22919),(73 136.82545),(74 136.93109),(75 136.06468),(76 137.2155),(77 137.0427),(78 138.67278),(79 136.80505),
(1 76.74645),(2 86.218315),(3 92.25942),(4 95.61294),(5 96.28258),(6 98.084404),(7 98.86861),(8 100.54826),(9 102.987236),(10 102.97245),(11 104.5606),(12 105.51957),(13 106.65019),(14 107.536476),(15 108.37987),(16 109.90931),(17 111.110176),(18 111.663574),(19 110.48015),(20 111.936615),(21 112.4572),(22 113.71767),(23 114.4045),(24 115.671326),(25 117.152664),(26 118.90576),(27 121.046715),(28 122.8928),(29 122.10077),(30 122.983696),(31 122.9381),(32 125.24597),(33 125.254425),(34 124.5795),(35 125.80632),(36 125.52798),(37 127.47913),(38 129.54745),(39 130.78267),(40 129.39758),(41 131.73022),(42 132.66277),(43 134.27858),(44 135.00293),(45 133.83092),(46 134.46739),(47 135.57712),(48 135.07237),(49 134.70157),(50 135.98796),(51 136.50482),(52 136.42838),(53 137.32697),(54 139.26787),(55 138.9116),(56 138.91296),(57 140.3199),(58 140.66548),(59 139.44481),(60 139.31033),(61 140.20055),(62 141.48141),(63 139.99696),(64 140.06525),(65 138.8334),(66 139.47581),(67 138.49011),(68 137.71721),(69 139.07114),(70 138.05772),(71 138.89537),(72 137.78848),(73 138.73871),(74 138.10603),(75 137.30081),(76 136.63214),(77 136.3996),(78 137.64413),(79 137.32535),
(1 74.83029),(2 83.57382),(3 89.08834),(4 92.218704),(5 94.24642),(6 96.55661),(7 97.87231),(8 97.47664),(9 99.86013),(10 99.87329),(11 100.755325),(12 101.76034),(13 103.117676),(14 103.517494),(15 104.633446),(16 106.07812),(17 107.46583),(18 106.896194),(19 106.808556),(20 107.14703),(21 107.94261),(22 109.28914),(23 110.69524),(24 111.321754),(25 112.246445),(26 113.63996),(27 115.30441),(28 116.655014),(29 117.34456),(30 116.478516),(31 117.74769),(32 117.59962),(33 119.05131),(34 119.194176),(35 120.46786),(36 121.48026),(37 122.54612),(38 123.948235),(39 124.8848),(40 123.39939),(41 124.93955),(42 126.04552),(43 126.74795),(44 126.19579),(45 126.50307),(46 127.47295),(47 127.183365),(48 127.262314),(49 127.43373),(50 127.409225),(51 128.23627),(52 127.07263),(53 128.70618),(54 129.66283),(55 129.5328),(56 128.79665),(57 130.50627),(58 129.75552),(59 128.32076),(60 129.89395),(61 129.02856),(62 131.1697),(63 130.83754),(64 130.26888),(65 129.00417),(66 129.88635),(67 128.98969),(68 127.771545),(69 129.58679),(70 129.039),(71 128.93462),(72 129.85811),(73 131.30339),(74 130.35294),(75 130.7816),(76 130.00095),(77 130.67206),(78 130.09117),(79 129.39557),
(1 75.31013),(2 84.23911),(3 88.90116),(4 93.54176),(5 93.829926),(6 96.371735),(7 97.279945),(8 99.02983),(9 100.91415),(10 101.2262),(11 103.73099),(12 103.2297),(13 105.32182),(14 106.45564),(15 107.433975),(16 108.80671),(17 110.15786),(18 109.81087),(19 110.98321),(20 110.79707),(21 111.39368),(22 111.42139),(23 112.67472),(24 113.18637),(25 113.80255),(26 115.945244),(27 117.864494),(28 120.43468),(29 118.683075),(30 118.1521),(31 119.3006),(32 119.01894),(33 121.146706),(34 121.051025),(35 122.902306),(36 123.229614),(37 124.09633),(38 123.84694),(39 124.790245),(40 125.065575),(41 124.63166),(42 125.89704),(43 126.23293),(44 128.12312),(45 129.06967),(46 128.07736),(47 130.20891),(48 129.46298),(49 131.23785),(50 130.46849),(51 132.12108),(52 131.16655),(53 132.60658),(54 132.76765),(55 132.18219),(56 132.85905),(57 132.55913),(58 133.25401),(59 132.85902),(60 132.52565),(61 133.8845),(62 134.93893),(63 134.28667),(64 133.1273),(65 132.5602),(66 131.8341),(67 132.05481),(68 132.42769),(69 134.27263),(70 133.20969),(71 133.13765),(72 131.4628),(73 134.88533),(74 134.42381),(75 134.40942),(76 134.22963),(77 133.98915),(78 132.4413),(79 131.1148),
(1 73.87791),(2 83.552376),(3 87.85417),(4 91.59516),(5 92.713806),(6 94.93699),(7 95.71848),(8 97.79532),(9 98.61198),(10 99.29579),(11 101.08243),(12 100.969406),(13 103.51863),(14 103.75199),(15 104.50105),(16 105.55798),(17 107.147545),(18 106.33442),(19 107.34832),(20 107.92599),(21 107.90947),(22 107.66784),(23 109.35111),(24 110.55871),(25 110.41859),(26 110.80342),(27 112.8024),(28 113.48043),(29 114.84914),(30 114.699295),(31 114.994896),(32 117.413445),(33 118.1573),(34 117.94659),(35 119.72787),(36 120.6518),(37 121.80938),(38 121.94497),(39 123.49211),(40 122.26693),(41 123.30798),(42 123.8667),(43 124.75926),(44 125.03815),(45 125.95361),(46 125.23056),(47 126.830864),(48 126.076004),(49 125.88269),(50 126.602066),(51 127.388824),(52 127.07187),(53 126.088974),(54 126.82646),(55 125.64141),(56 125.61541),(57 126.10031),(58 126.3652),(59 124.58265),(60 123.954636),(61 124.8524),(62 125.48872),(63 125.26122),(64 124.43214),(65 123.32788),(66 122.891014),(67 123.49504),(68 124.435234),(69 123.89469),(70 123.319695),(71 123.94384),(72 124.45759),(73 125.88729),(74 126.288605),(75 126.783295),(76 126.7719),(77 126.327065),(78 125.69637),(79 126.07456),
(1 73.638374),(2 83.03779),(3 88.190346),(4 91.26897),(5 92.712616),(6 94.543785),(7 94.816826),(8 96.02976),(9 97.05018),(10 99.3107),(11 101.20091),(12 99.80673),(13 101.704414),(14 101.4884),(15 103.57707),(16 102.87212),(17 104.451164),(18 106.44514),(19 106.01436),(20 106.47866),(21 106.95364),(22 107.576706),(23 109.18318),(24 109.17213),(25 109.85064),(26 110.04852),(27 112.380455),(28 114.48067),(29 114.79144),(30 115.18067),(31 116.71738),(32 117.99331),(33 119.49387),(34 119.90936),(35 120.69279),(36 120.152145),(37 123.2596),(38 123.32599),(39 123.84461),(40 122.98247),(41 123.86777),(42 124.40855),(43 125.00439),(44 125.35416),(45 124.59672),(46 125.72645),(47 126.73537),(48 125.83441),(49 127.41343),(50 127.76828),(51 127.49892),(52 127.95382),(53 127.91568),(54 128.7972),(55 129.14345),(56 128.43375),(57 128.50244),(58 129.67418),(59 129.03813),(60 128.2105),(61 128.20006),(62 129.5395),(63 129.984),(64 129.59969),(65 128.12695),(66 127.6101),(67 128.92717),(68 127.7271),(69 127.4901),(70 128.32698),(71 128.49657),(72 127.73564),(73 128.94246),(74 128.8378),(75 127.10072),(76 126.93041),(77 127.09229),(78 127.07664),(79 126.05547),
(1 72.0068),(2 80.54734),(3 85.259125),(4 88.52696),(5 90.5055),(6 91.54697),(7 91.438866),(8 92.301445),(9 93.61124),(10 94.54514),(11 97.36484),(12 97.36615),(13 97.76622),(14 99.19815),(15 99.85631),(16 102.128914),(17 102.55928),(18 103.54459),(19 105.28507),(20 105.90258),(21 106.34506),(22 106.711006),(23 106.5701),(24 107.02814),(25 108.510895),(26 109.36037),(27 110.170906),(28 111.81199),(29 112.16584),(30 112.89172),(31 114.40212),(32 115.58604),(33 115.720276),(34 116.621864),(35 117.32713),(36 116.66155),(37 117.12846),(38 117.246635),(39 117.61592),(40 118.7721),(41 119.58263),(42 119.811676),(43 120.315315),(44 119.52116),(45 119.90197),(46 121.445435),(47 121.688034),(48 120.85394),(49 121.31942),(50 121.65895),(51 122.41791),(52 120.99422),(53 122.78406),(54 121.16422),(55 123.11149),(56 122.64691),(57 123.98362),(58 123.744446),(59 123.321785),(60 123.67249),(61 123.91648),(62 125.26641),(63 123.85591),(64 124.35244),(65 123.504776),(66 124.25293),(67 123.676994),(68 123.930534),(69 124.40862),(70 123.422104),(71 123.38493),(72 123.48894),(73 124.75362),(74 124.28059),(75 124.835754),(76 124.318245),(77 124.31485),(78 123.60182),(79 123.75649),
(1 70.41408),(2 79.32576),(3 83.722145),(4 86.462105),(5 88.702484),(6 89.649025),(7 90.47406),(8 90.90904),(9 94.102455),(10 93.25994),(11 94.4205),(12 95.059845),(13 94.75661),(14 96.49252),(15 97.06576),(16 98.76914),(17 100.15212),(18 100.8838),(19 101.94938),(20 102.22997),(21 103.434814),(22 104.146324),(23 104.506546),(24 105.724075),(25 106.71124),(26 107.14774),(27 108.2365),(28 110.463806),(29 109.74887),(30 111.21988),(31 111.16244),(32 112.633675),(33 112.61419),(34 114.68657),(35 115.24005),(36 114.720924),(37 115.747894),(38 116.787476),(39 117.74008),(40 118.64412),(41 118.17981),(42 119.00412),(43 120.46678),(44 120.10561),(45 119.8727),(46 121.11831),(47 121.542564),(48 120.29294),(49 120.09941),(50 121.20955),(51 120.79594),(52 119.293755),(53 121.910164),(54 121.43581),(55 122.59042),(56 121.968254),(57 122.42238),(58 123.133766),(59 122.756966),(60 122.781944),(61 122.759125),(62 123.59986),(63 122.44311),(64 122.152756),(65 121.3114),(66 120.77291),(67 120.27991),(68 119.915405),(69 120.100464),(70 121.65374),(71 120.034225),(72 120.858055),(73 121.68168),(74 121.499466),(75 122.092575),(76 121.3471),(77 120.841545),(78 120.568436),(79 120.43722),
(1 70.68767),(2 78.89947),(3 82.83794),(4 85.956276),(5 88.30384),(6 88.87282),(7 90.94563),(8 91.86563),(9 93.803535),(10 94.19635),(11 95.678505),(12 95.29017),(13 96.8443),(14 97.25894),(15 97.26488),(16 99.575874),(17 100.17832),(18 102.07695),(19 101.64622),(20 102.423874),(21 103.820595),(22 103.70976),(23 104.57168),(24 105.57236),(25 106.651566),(26 106.64812),(27 108.28039),(28 109.929474),(29 109.66895),(30 110.05669),(31 110.45615),(32 111.52138),(33 112.45531),(34 112.37593),(35 113.1466),(36 113.95845),(37 115.37548),(38 115.16711),(39 117.7369),(40 117.62834),(41 118.76019),(42 118.530136),(43 120.1661),(44 119.22139),(45 119.469696),(46 119.3007),(47 118.6725),(48 118.42375),(49 118.44999),(50 120.28896),(51 120.32238),(52 119.201965),(53 121.53193),(54 121.05771),(55 121.71031),(56 121.765205),(57 121.10276),(58 121.731384),(59 121.464066),(60 122.46791),(61 121.835724),(62 122.35517),(63 122.276634),(64 120.21351),(65 119.977325),(66 119.65998),(67 119.60752),(68 120.229965),(69 120.40553),(70 119.50306),(71 119.24807),(72 119.070946),(73 120.72561),(74 120.73686),(75 120.60224),(76 119.51433),(77 119.07767),(78 119.04957),(79 120.34329),
(1 69.43936),(2 77.04514),(3 81.25784),(4 83.820076),(5 85.52514),(6 86.253716),(7 88.09941),(8 89.62077),(9 90.1),(10 90.060074),(11 93.078766),(12 92.53255),(13 94.647415),(14 94.78159),(15 95.63501),(16 96.02819),(17 96.45817),(18 97.498085),(19 98.00073),(20 98.95166),(21 101.15335),(22 102.44717),(23 102.00322),(24 102.20109),(25 103.616646),(26 104.24532),(27 106.11144),(28 107.1885),(29 107.04084),(30 108.77594),(31 109.57075),(32 109.460045),(33 110.476685),(34 111.04909),(35 111.06362),(36 111.851944),(37 113.535515),(38 113.14863),(39 114.03417),(40 114.45539),(41 114.739845),(42 116.292694),(43 115.858696),(44 115.96359),(45 116.679924),(46 116.52278),(47 116.22504),(48 115.9219),(49 115.764145),(50 115.78015),(51 115.416954),(52 116.38556),(53 117.16374),(54 116.63558),(55 117.08838),(56 117.003624),(57 117.188736),(58 118.29636),(59 117.15634),(60 118.517815),(61 117.71758),(62 118.4532),(63 119.12656),(64 118.20169),(65 117.23788),(66 117.23363),(67 117.70748),(68 118.16485),(69 118.648895),(70 118.436844),(71 117.65019),(72 118.37006),(73 118.146),(74 116.999374),(75 117.745735),(76 119.28407),(77 119.738144),(78 119.33659),(79 118.94505),
(1 69.368515),(2 77.41546),(3 81.82148),(4 84.029564),(5 85.5543),(6 87.40179),(7 87.54367),(8 89.92978),(9 90.5969),(10 90.58964),(11 92.45363),(12 93.24136),(13 94.25925),(14 94.503914),(15 95.60292),(16 96.39914),(17 97.37056),(18 98.49811),(19 98.86985),(20 99.42285),(21 101.30865),(22 102.82165),(23 102.7319),(24 102.98276),(25 104.0139),(26 104.648186),(27 106.15445),(28 107.01978),(29 106.99382),(30 106.859955),(31 108.41137),(32 108.61156),(33 109.83397),(34 109.99933),(35 110.877594),(36 111.90959),(37 113.20376),(38 112.086365),(39 113.28878),(40 113.43009),(41 113.38932),(42 113.61808),(43 115.05571),(44 114.65206),(45 115.05672),(46 114.82441),(47 115.71805),(48 115.23189),(49 116.42737),(50 117.47078),(51 118.51976),(52 118.143906),(53 118.68552),(54 118.672554),(55 120.15762),(56 120.191086),(57 119.73302),(58 120.80185),(59 119.971725),(60 120.67555),(61 120.19096),(62 119.45566),(63 120.764275),(64 119.15334),(65 119.62393),(66 118.25633),(67 118.43668),(68 118.08331),(69 119.23914),(70 118.3442),(71 118.149254),(72 118.183365),(73 118.14035),(74 116.97336),(75 116.60557),(76 116.991),(77 117.508446),(78 117.06166),(79 116.98664),
(1 68.66547),(2 76.299034),(3 80.02703),(4 82.69181),(5 83.93702),(6 85.47657),(7 86.05662),(8 88.130104),(9 89.963524),(10 89.143715),(11 90.54116),(12 91.62241),(13 91.169624),(14 91.98228),(15 94.006485),(16 94.69625),(17 95.8884),(18 96.134125),(19 96.207016),(20 96.67165),(21 98.338715),(22 100.09759),(23 100.67141),(24 100.52315),(25 101.714485),(26 102.20557),(27 103.6966),(28 104.439),(29 104.70334),(30 104.36426),(31 105.0104),(32 105.72932),(33 107.20787),(34 108.271675),(35 109.43368),(36 110.63639),(37 111.188416),(38 111.07827),(39 111.2842),(40 110.22117),(41 111.752884),(42 110.70791),(43 113.472916),(44 111.62645),(45 113.866554),(46 113.33177),(47 113.53926),(48 113.48551),(49 113.17371),(50 115.209625),(51 115.280045),(52 115.55138),(53 116.60864),(54 116.22585),(55 117.86193),(56 116.331505),(57 116.58255),(58 116.07953),(59 115.91338),(60 115.26024),(61 115.51275),(62 114.71983),(63 115.60708),(64 114.31782),(65 113.48211),(66 114.7611),(67 114.22859),(68 114.99197),(69 114.809944),(70 114.324425),(71 113.84498),(72 113.53902),(73 115.034325),(74 114.58845),(75 114.58618),(76 114.726425),(77 114.68699),(78 113.47797),(79 112.947495),
