1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 102.29851),(2 119.33234),(3 126.13153),(4 130.83723),(5 135.13704),(6 138.22629),(7 141.61612),(8 143.5735),(9 144.20213),(10 147.90242),(11 148.94257),(12 148.22594),(13 149.98521),(14 151.44705),(15 153.55394),(16 154.67088),(17 157.70761),(18 157.84203),(19 158.68466),(20 159.59006),(21 160.34045),(22 160.9017),(23 163.01563),(24 163.96379),(25 165.07338),(26 164.79243),(27 167.78572),(28 168.93144),(29 169.6263),(30 168.15848),(31 170.17734),(32 169.77765),(33 169.67851),(34 170.5778),(35 172.2485),(36 173.93176),(37 175.60217),(38 176.46364),(39 179.42427),(40 179.96315),(41 181.05444),(42 182.80809),(43 183.23999),(44 184.32617),(45 185.28705),(46 185.09851),(47 185.61469),(48 186.13245),(49 188.51753),(50 188.24237),(51 188.73177),(52 189.43884),(53 190.19922),(54 190.61499),(55 192.82237),(56 194.51703),(57 196.32372),(58 197.16718),(59 197.56558),(60 196.82564),(61 195.40767),(62 197.51051),(63 196.41139),(64 196.80887),(65 193.95805),(66 193.38853),(67 192.86745),(68 192.47269),(69 194.11597),(70 193.3168),(71 193.13776),(72 195.44783),(73 195.41255),(74 196.40538),(75 196.62375),(76 196.10109),(77 195.26369),(78 195.41643),(79 194.70555),
(1 101.09652),(2 117.68091),(3 126.327286),(4 132.0902),(5 136.70222),(6 138.06912),(7 141.58961),(8 144.19693),(9 144.65471),(10 144.35811),(11 146.79776),(12 145.96114),(13 149.74133),(14 150.92548),(15 152.89508),(16 154.10854),(17 156.4646),(18 158.14586),(19 157.37622),(20 157.97185),(21 158.05016),(22 158.62149),(23 160.80374),(24 161.36281),(25 163.0064),(26 165.80074),(27 169.41464),(28 170.02066),(29 170.65715),(30 170.52528),(31 169.91013),(32 172.01274),(33 172.28978),(34 172.2309),(35 174.96185),(36 176.56781),(37 177.0195),(38 178.02391),(39 178.3318),(40 180.23582),(41 181.57724),(42 182.59967),(43 184.79355),(44 184.32455),(45 185.36534),(46 184.46956),(47 183.99586),(48 182.43242),(49 184.46498),(50 184.73116),(51 182.48853),(52 181.11076),(53 183.43869),(54 181.98318),(55 184.19011),(56 186.59767),(57 183.8894),(58 187.17496),(59 187.96455),(60 189.28592),(61 190.51277),(62 191.72296),(63 188.59259),(64 189.94156),(65 189.85246),(66 188.70425),(67 188.05994),(68 189.0747),(69 189.95497),(70 188.18149),(71 191.09021),(72 192.83452),(73 192.91644),(74 194.23172),(75 195.01675),(76 195.20253),(77 195.95822),(78 196.406),(79 195.48952),
(1 100.7671),(2 116.5019),(3 125.30267),(4 132.0698),(5 135.88745),(6 136.98131),(7 140.77101),(8 143.18437),(9 142.34262),(10 143.85056),(11 144.75992),(12 144.93102),(13 148.00363),(14 149.80943),(15 150.88348),(16 153.03334),(17 156.37424),(18 155.83061),(19 156.41475),(20 156.04413),(21 156.46078),(22 157.15321),(23 159.06389),(24 161.11794),(25 164.78874),(26 165.19531),(27 167.486),(28 168.45341),(29 168.53513),(30 168.47742),(31 169.15903),(32 169.14223),(33 170.90372),(34 173.00179),(35 173.49728),(36 173.12192),(37 174.35294),(38 174.44025),(39 176.48506),(40 177.13512),(41 179.37975),(42 178.92598),(43 181.982),(44 184.10147),(45 183.75252),(46 184.47359),(47 186.32567),(48 184.43726),(49 186.59703),(50 185.11214),(51 183.7135),(52 184.3413),(53 186.01076),(54 186.61212),(55 189.22653),(56 188.82193),(57 188.421),(58 190.17763),(59 188.76968),(60 189.41992),(61 190.34944),(62 191.22403),(63 190.98242),(64 190.42609),(65 189.7919),(66 189.89343),(67 187.0533),(68 184.84293),(69 185.33443),(70 184.00578),(71 184.98584),(72 187.139),(73 188.75044),(74 189.50845),(75 189.90457),(76 188.70639),(77 188.88297),(78 191.44373),(79 188.9527),
(1 99.22211),(2 114.067116),(3 123.24109),(4 128.60081),(5 131.31813),(6 133.2529),(7 137.24048),(8 139.02649),(9 139.19206),(10 140.51746),(11 144.22964),(12 143.49416),(13 143.80533),(14 144.50258),(15 146.94118),(16 149.01875),(17 151.64236),(18 152.03674),(19 155.23247),(20 153.0691),(21 153.62311),(22 154.39787),(23 156.05058),(24 158.11383),(25 159.86638),(26 160.76953),(27 161.53145),(28 162.69498),(29 162.86685),(30 163.9789),(31 164.12157),(32 164.45303),(33 165.8071),(34 164.55438),(35 165.84561),(36 164.697),(37 167.04141),(38 168.43636),(39 168.38824),(40 169.64937),(41 171.64993),(42 172.23723),(43 172.41902),(44 172.67422),(45 173.80626),(46 174.19205),(47 175.41971),(48 174.72008),(49 174.97475),(50 172.69023),(51 174.65408),(52 174.64803),(53 174.62514),(54 174.21756),(55 174.79747),(56 174.4928),(57 174.97537),(58 177.54123),(59 176.1922),(60 174.52873),(61 177.55713),(62 178.96623),(63 179.08429),(64 179.40456),(65 177.86852),(66 176.77367),(67 177.34045),(68 177.40839),(69 176.09052),(70 176.15862),(71 177.9145),(72 179.98564),(73 181.68428),(74 181.59604),(75 181.52547),(76 180.57942),(77 181.62177),(78 183.62103),(79 181.44383),
(1 98.68584),(2 113.03739),(3 121.237625),(4 127.41084),(5 129.29073),(6 131.67537),(7 133.28165),(8 135.9462),(9 138.06682),(10 139.3375),(11 141.78658),(12 141.06152),(13 143.27121),(14 144.51677),(15 145.23822),(16 147.17961),(17 149.38846),(18 148.95842),(19 151.56006),(20 152.49876),(21 153.47217),(22 154.3998),(23 156.56729),(24 157.35094),(25 157.53108),(26 158.52203),(27 159.9993),(28 161.85283),(29 161.47647),(30 161.97208),(31 163.9498),(32 164.96178),(33 165.61891),(34 167.15897),(35 167.965),(36 166.66858),(37 169.85161),(38 170.02783),(39 170.77548),(40 171.00209),(41 170.68277),(42 171.85292),(43 172.34933),(44 173.44048),(45 174.2503),(46 174.92746),(47 174.842),(48 174.09044),(49 172.25615),(50 173.43634),(51 175.62082),(52 175.54538),(53 174.85481),(54 174.72005),(55 178.31358),(56 177.47922),(57 177.65692),(58 179.29887),(59 177.97441),(60 174.68579),(61 175.13542),(62 176.05621),(63 177.72147),(64 175.88794),(65 176.04659),(66 175.23398),(67 172.76692),(68 174.18979),(69 173.64754),(70 175.30208),(71 175.68344),(72 177.70609),(73 179.3395),(74 179.59464),(75 179.27264),(76 178.98596),(77 179.72194),(78 178.76564),(79 179.58734),
(1 97.71169),(2 111.70308),(3 119.85621),(4 124.70796),(5 128.12039),(6 129.12971),(7 130.66682),(8 132.2412),(9 134.43378),(10 135.08197),(11 135.8893),(12 135.66757),(13 139.03503),(14 142.05276),(15 142.46382),(16 143.86874),(17 145.49228),(18 146.92575),(19 146.33363),(20 147.78133),(21 149.34811),(22 150.29628),(23 150.0623),(24 150.35951),(25 151.55966),(26 152.03145),(27 155.89241),(28 156.45657),(29 157.01588),(30 158.4012),(31 159.05171),(32 161.73805),(33 161.6914),(34 162.49377),(35 162.65031),(36 161.85439),(37 164.34154),(38 165.32513),(39 166.97458),(40 166.28053),(41 166.06464),(42 166.9989),(43 167.82861),(44 168.0617),(45 169.2494),(46 170.40993),(47 168.94911),(48 167.90474),(49 166.61433),(50 170.14159),(51 171.4009),(52 171.63899),(53 173.59502),(54 175.05016),(55 177.39989),(56 178.315),(57 178.75093),(58 179.50865),(59 178.06642),(60 175.13828),(61 175.7355),(62 176.62988),(63 177.59926),(64 176.93123),(65 177.06104),(66 176.52255),(67 175.38463),(68 175.15753),(69 177.41353),(70 177.59024),(71 177.75798),(72 178.90747),(73 179.86285),(74 181.4134),(75 179.27122),(76 178.7291),(77 177.77321),(78 178.56123),(79 178.62831),
(1 95.47043),(2 109.105774),(3 117.56402),(4 122.667854),(5 126.72775),(6 127.59379),(7 129.50552),(8 131.49368),(9 131.93309),(10 132.85022),(11 134.6059),(12 135.52112),(13 136.7442),(14 138.29659),(15 140.21774),(16 141.41632),(17 142.76976),(18 144.23555),(19 144.85121),(20 145.0169),(21 145.46635),(22 147.68123),(23 148.29248),(24 149.30415),(25 150.73424),(26 149.80417),(27 152.038),(28 152.94308),(29 153.51303),(30 154.43088),(31 154.91473),(32 155.59682),(33 157.12721),(34 157.01703),(35 159.22162),(36 160.59924),(37 161.288),(38 163.72401),(39 164.1408),(40 164.1977),(41 164.88487),(42 164.41954),(43 166.9384),(44 168.60884),(45 169.78963),(46 168.46715),(47 169.05368),(48 169.21423),(49 170.05853),(50 170.16635),(51 169.5462),(52 170.74796),(53 170.99811),(54 170.8716),(55 172.3882),(56 173.65869),(57 173.60283),(58 175.4349),(59 173.46788),(60 172.97037),(61 171.52112),(62 173.9616),(63 174.2793),(64 172.86334),(65 171.8847),(66 173.1485),(67 171.6659),(68 171.5526),(69 173.10242),(70 172.81383),(71 174.13437),(72 174.82025),(73 175.82445),(74 176.12465),(75 175.24141),(76 175.59845),(77 175.45554),(78 175.7949),(79 176.09344),
(1 96.14741),(2 110.006134),(3 117.6136),(4 123.45219),(5 126.27149),(6 128.46373),(7 130.1345),(8 131.20938),(9 133.13345),(10 133.13576),(11 135.7211),(12 137.14618),(13 138.75092),(14 138.94951),(15 141.18169),(16 141.9189),(17 144.38231),(18 145.04825),(19 145.64581),(20 146.84123),(21 147.24713),(22 150.11151),(23 149.91183),(24 150.89601),(25 150.216),(26 151.39403),(27 151.23053),(28 150.47743),(29 151.55519),(30 152.98415),(31 154.54495),(32 154.70844),(33 156.77594),(34 155.99986),(35 158.42259),(36 159.77373),(37 160.68459),(38 160.97983),(39 162.41545),(40 162.42593),(41 161.85918),(42 162.91763),(43 165.49232),(44 165.82498),(45 165.92265),(46 164.18083),(47 167.97168),(48 167.04906),(49 168.56676),(50 170.11919),(51 169.73749),(52 168.93405),(53 169.43134),(54 169.91446),(55 171.24236),(56 172.24257),(57 170.88672),(58 173.16325),(59 171.07283),(60 169.13397),(61 170.56947),(62 172.07726),(63 174.07558),(64 173.64693),(65 173.04446),(66 174.17065),(67 172.18285),(68 172.86116),(69 171.82751),(70 171.18967),(71 169.76143),(72 169.6194),(73 170.95229),(74 172.51064),(75 171.68913),(76 170.5918),(77 169.8361),(78 170.65729),(79 168.72174),
(1 96.05233),(2 110.836266),(3 118.410034),(4 123.74971),(5 125.279236),(6 126.79057),(7 128.637),(8 129.52054),(9 131.23076),(10 132.49599),(11 134.30507),(12 135.01183),(13 137.41472),(14 138.5588),(15 138.83942),(16 139.74121),(17 140.85489),(18 141.21982),(19 141.46579),(20 142.4786),(21 143.1378),(22 143.75067),(23 143.33562),(24 144.08792),(25 144.7584),(26 146.42369),(27 146.23067),(28 147.96675),(29 148.76321),(30 151.4014),(31 152.95732),(32 153.80496),(33 156.6777),(34 156.48837),(35 157.03287),(36 158.36952),(37 159.57779),(38 159.9362),(39 160.90019),(40 162.45798),(41 162.74005),(42 163.2309),(43 165.51299),(44 165.81183),(45 165.13275),(46 166.58806),(47 165.56073),(48 167.28893),(49 167.7917),(50 169.90797),(51 168.44676),(52 169.4122),(53 171.68192),(54 169.6433),(55 171.38509),(56 171.07181),(57 172.39288),(58 174.51984),(59 173.8272),(60 172.65134),(61 172.41772),(62 172.43797),(63 171.28949),(64 171.79291),(65 171.17337),(66 171.3073),(67 171.7998),(68 170.85422),(69 170.7583),(70 171.29643),(71 171.86208),(72 171.37541),(73 174.1494),(74 175.26659),(75 175.9864),(76 176.38289),(77 175.13152),(78 175.22859),(79 175.83017),
(1 93.520355),(2 108.05593),(3 115.49575),(4 118.59994),(5 121.34413),(6 123.3995),(7 123.60027),(8 126.01765),(9 127.865005),(10 125.97241),(11 129.07576),(12 129.7206),(13 131.40622),(14 134.09674),(15 134.31055),(16 135.95683),(17 137.43771),(18 136.02301),(19 138.55289),(20 139.44289),(21 139.3306),(22 139.57202),(23 139.32579),(24 141.54959),(25 142.48424),(26 144.09789),(27 147.37233),(28 146.85255),(29 146.99078),(30 148.04924),(31 149.31245),(32 152.93297),(33 153.38747),(34 154.63255),(35 155.75473),(36 155.29695),(37 156.69289),(38 156.24576),(39 157.3584),(40 157.52757),(41 158.08745),(42 159.23485),(43 159.71579),(44 161.7819),(45 161.76353),(46 163.06601),(47 162.91286),(48 163.08855),(49 163.84161),(50 165.45459),(51 165.5431),(52 164.946),(53 165.38803),(54 165.44032),(55 165.71826),(56 164.83722),(57 166.44049),(58 168.9),(59 167.44368),(60 166.61823),(61 166.97299),(62 165.19055),(63 164.80878),(64 165.01085),(65 165.25041),(66 164.19243),(67 165.15944),(68 165.49011),(69 164.31992),(70 167.2579),(71 166.61032),(72 166.5768),(73 170.12105),(74 169.42593),(75 170.41347),(76 169.2676),(77 168.53972),(78 167.55849),(79 166.48122),
(1 91.0829),(2 103.87796),(3 110.86827),(4 115.8691),(5 117.89989),(6 117.8565),(7 120.19827),(8 122.46862),(9 122.57786),(10 122.30152),(11 125.12227),(12 125.573494),(13 128.09416),(14 131.26486),(15 131.6511),(16 133.00734),(17 135.68831),(18 134.32922),(19 136.23358),(20 135.80756),(21 138.22911),(22 140.0925),(23 140.1803),(24 141.42578),(25 143.09654),(26 142.76503),(27 145.17824),(28 146.40714),(29 147.69345),(30 148.34961),(31 148.6849),(32 151.20026),(33 150.89766),(34 151.54295),(35 152.95305),(36 152.3544),(37 152.64795),(38 154.85817),(39 154.79073),(40 154.05495),(41 154.55267),(42 156.8512),(43 158.54692),(44 158.63805),(45 160.79567),(46 162.24551),(47 163.30986),(48 163.39862),(49 164.19312),(50 164.8084),(51 165.37054),(52 165.8251),(53 166.00047),(54 166.40874),(55 167.42015),(56 167.1491),(57 168.4669),(58 168.359),(59 167.20093),(60 167.68324),(61 167.74068),(62 168.40968),(63 168.72523),(64 168.98738),(65 168.92676),(66 167.99666),(67 168.55695),(68 167.22302),(69 165.76036),(70 166.6109),(71 166.0334),(72 166.22844),(73 167.52353),(74 166.86826),(75 167.86421),(76 167.1204),(77 163.76382),(78 163.91737),(79 163.15341),
(1 90.4492),(2 103.84575),(3 110.877975),(4 118.0321),(5 119.278336),(6 118.04261),(7 121.04607),(8 123.58666),(9 124.32303),(10 125.253075),(11 126.48686),(12 126.409035),(13 128.81914),(14 129.73454),(15 130.98389),(16 131.96855),(17 134.79167),(18 134.87857),(19 135.23521),(20 136.47649),(21 136.81436),(22 137.88606),(23 140.4993),(24 138.1696),(25 139.98065),(26 141.05557),(27 142.05507),(28 142.79173),(29 143.03738),(30 143.96304),(31 145.9474),(32 145.8362),(33 145.84906),(34 147.70251),(35 149.14798),(36 150.46982),(37 149.88705),(38 150.31943),(39 153.20876),(40 153.589),(41 153.16127),(42 155.40044),(43 155.49553),(44 154.5167),(45 156.80298),(46 157.38184),(47 157.83934),(48 160.21994),(49 161.96912),(50 160.57275),(51 160.88829),(52 161.59573),(53 161.02571),(54 161.60762),(55 164.54295),(56 167.06224),(57 166.96733),(58 166.36707),(59 164.79196),(60 165.09404),(61 165.4604),(62 167.87532),(63 168.20576),(64 168.29822),(65 167.70045),(66 167.42584),(67 168.02666),(68 167.47676),(69 167.88206),(70 167.54462),(71 167.76654),(72 168.82965),(73 170.49326),(74 171.84953),(75 171.99995),(76 170.9159),(77 169.57355),(78 170.10455),(79 169.98494),
(1 88.921135),(2 102.2709),(3 108.680824),(4 114.32253),(5 116.21385),(6 117.660126),(7 119.394066),(8 120.200584),(9 122.73186),(10 123.57701),(11 124.23781),(12 124.69106),(13 125.057076),(14 125.11256),(15 126.947266),(16 128.50368),(17 129.80219),(18 132.07338),(19 133.21562),(20 134.17331),(21 134.9776),(22 135.21649),(23 136.43713),(24 137.23102),(25 139.08049),(26 141.01724),(27 142.28139),(28 142.778),(29 142.49986),(30 141.90349),(31 143.42917),(32 145.25865),(33 146.89673),(34 149.29628),(35 149.99655),(36 150.6062),(37 152.56981),(38 153.70491),(39 154.42325),(40 154.59668),(41 156.55263),(42 156.06657),(43 158.19405),(44 157.97456),(45 158.33107),(46 159.45566),(47 159.26147),(48 161.38608),(49 162.05035),(50 161.79634),(51 162.21931),(52 161.55275),(53 162.2169),(54 160.95157),(55 161.33888),(56 161.95149),(57 164.1155),(58 163.46333),(59 163.65782),(60 163.03398),(61 163.39763),(62 164.22807),(63 164.18416),(64 163.50542),(65 163.64873),(66 165.67612),(67 163.98067),(68 165.66643),(69 164.8901),(70 164.36755),(71 165.488),(72 167.27017),(73 167.11348),(74 168.09857),(75 168.66855),(76 168.07516),(77 166.82323),(78 166.22786),(79 166.0508),
(1 90.21568),(2 103.081245),(3 108.38473),(4 113.97725),(5 115.1714),(6 117.82015),(7 119.76518),(8 120.88952),(9 123.85377),(10 125.4336),(11 125.243286),(12 126.2955),(13 127.98517),(14 128.5603),(15 129.05733),(16 131.14345),(17 133.17343),(18 135.52711),(19 136.27681),(20 136.64958),(21 138.02),(22 138.05882),(23 139.08147),(24 140.75032),(25 142.529),(26 143.97105),(27 143.2829),(28 143.72751),(29 144.13618),(30 145.63081),(31 147.06047),(32 149.23524),(33 150.19913),(34 151.96193),(35 151.75902),(36 154.16246),(37 154.98154),(38 156.30443),(39 156.0948),(40 154.94836),(41 157.51242),(42 159.43878),(43 159.13632),(44 159.32213),(45 162.07927),(46 164.1589),(47 162.98729),(48 164.07103),(49 165.87802),(50 165.12312),(51 167.07596),(52 166.82149),(53 165.2952),(54 164.36597),(55 164.30118),(56 166.01804),(57 166.08556),(58 166.32365),(59 166.33676),(60 165.90295),(61 167.21516),(62 168.175),(63 168.7457),(64 167.88629),(65 168.49527),(66 169.77666),(67 171.15074),(68 169.95825),(69 170.20082),(70 170.05414),(71 169.94246),(72 169.81087),(73 171.93907),(74 171.62381),(75 172.93718),(76 170.88654),(77 170.4501),(78 169.64755),(79 169.02827),
(1 88.29857),(2 100.4717),(3 106.5684),(4 113.38253),(5 114.37799),(6 116.95499),(7 119.22115),(8 120.66512),(9 122.54091),(10 124.72263),(11 124.91861),(12 125.42836),(13 127.96818),(14 130.05882),(15 130.52583),(16 131.42503),(17 133.10841),(18 132.34998),(19 132.52518),(20 134.70638),(21 134.75586),(22 134.37123),(23 136.56795),(24 137.57518),(25 138.9421),(26 140.60344),(27 138.82115),(28 141.25218),(29 140.95975),(30 140.21115),(31 142.1308),(32 143.48035),(33 145.86873),(34 145.82803),(35 145.61656),(36 148.4939),(37 150.59505),(38 151.03572),(39 151.62508),(40 152.27821),(41 153.74422),(42 154.09897),(43 156.56752),(44 157.03188),(45 158.14622),(46 159.25858),(47 159.20996),(48 159.48128),(49 160.43723),(50 160.97038),(51 160.69446),(52 160.73381),(53 162.64328),(54 163.05528),(55 162.82782),(56 164.02289),(57 163.52094),(58 163.49406),(59 163.79376),(60 163.18367),(61 162.68465),(62 161.96873),(63 161.8912),(64 160.96066),(65 161.17087),(66 161.70403),(67 160.72952),(68 160.67067),(69 160.56445),(70 162.18474),(71 162.24521),(72 161.65088),(73 162.62497),(74 162.46959),(75 163.10007),(76 162.22852),(77 163.30275),(78 162.96799),(79 162.01376),
(1 87.26725),(2 98.53305),(3 105.36904),(4 109.98706),(5 112.28487),(6 114.88577),(7 116.222824),(8 116.58193),(9 117.5457),(10 119.199295),(11 121.294075),(12 121.73166),(13 123.79233),(14 123.21337),(15 125.094215),(16 125.9714),(17 127.051956),(18 126.544556),(19 125.472115),(20 128.04189),(21 129.69293),(22 131.31319),(23 133.43515),(24 133.26233),(25 133.7927),(26 136.13321),(27 137.75209),(28 139.51079),(29 139.51321),(30 140.64186),(31 140.87389),(32 142.499),(33 144.45047),(34 144.19043),(35 144.17513),(36 145.1955),(37 146.29227),(38 147.43024),(39 149.28444),(40 150.2167),(41 149.82126),(42 151.62387),(43 151.41449),(44 152.9915),(45 154.40555),(46 155.1087),(47 154.76544),(48 155.17589),(49 156.97653),(50 156.62175),(51 158.1469),(52 159.23518),(53 158.14833),(54 159.74962),(55 159.41025),(56 159.2122),(57 160.68893),(58 160.2266),(59 158.49962),(60 159.41113),(61 160.05537),(62 159.14313),(63 159.64407),(64 157.31499),(65 158.05714),(66 157.7099),(67 157.58307),(68 157.17607),(69 157.46637),(70 158.4117),(71 157.90218),(72 158.1128),(73 159.6839),(74 159.33154),(75 158.9032),(76 159.13243),(77 160.59383),(78 161.67313),(79 159.27065),
(1 86.816),(2 97.738594),(3 103.77906),(4 108.39672),(5 111.43687),(6 112.21935),(7 113.84963),(8 115.48053),(9 116.625916),(10 118.1944),(11 119.99438),(12 120.5905),(13 123.589005),(14 123.22885),(15 126.02839),(16 126.82075),(17 128.1182),(18 128.89314),(19 129.24698),(20 129.2794),(21 129.92427),(22 131.13564),(23 134.07297),(24 133.91982),(25 136.04282),(26 136.74934),(27 139.52061),(28 140.15016),(29 139.97198),(30 141.09744),(31 141.93147),(32 142.99963),(33 144.26703),(34 143.39583),(35 143.94244),(36 144.8394),(37 146.17635),(38 146.71031),(39 149.90637),(40 149.57695),(41 149.41916),(42 151.68245),(43 152.01534),(44 152.0367),(45 153.28485),(46 152.75531),(47 152.12038),(48 151.31622),(49 154.291),(50 153.1343),(51 154.02983),(52 153.92288),(53 155.3839),(54 155.90648),(55 153.87653),(56 154.30658),(57 155.18166),(58 155.93571),(59 156.11894),(60 155.64572),(61 156.41444),(62 155.65361),(63 155.26865),(64 154.20232),(65 154.33849),(66 154.62593),(67 154.85287),(68 155.99391),(69 155.93799),(70 156.62192),(71 157.03516),(72 158.30498),(73 160.44888),(74 160.3459),(75 160.9685),(76 162.0913),(77 161.5079),(78 162.61118),(79 161.69289),
(1 86.14947),(2 96.56053),(3 102.31193),(4 105.06897),(5 109.04403),(6 110.403656),(7 113.43816),(8 114.664894),(9 114.72225),(10 116.044235),(11 116.34646),(12 117.215576),(13 121.377556),(14 122.25389),(15 124.1204),(16 123.23559),(17 123.88599),(18 123.816154),(19 125.915115),(20 126.16213),(21 126.499985),(22 127.7553),(23 128.02658),(24 129.70325),(25 132.23824),(26 131.72125),(27 133.33362),(28 135.13593),(29 134.14847),(30 135.16158),(31 135.65474),(32 135.77576),(33 138.17981),(34 138.70554),(35 138.67215),(36 140.35062),(37 140.2528),(38 141.99728),(39 143.0087),(40 142.68912),(41 144.59732),(42 147.05273),(43 146.03711),(44 146.71086),(45 148.16548),(46 146.06418),(47 147.54266),(48 147.3391),(49 149.32123),(50 149.99355),(51 149.85907),(52 151.01645),(53 151.97076),(54 152.7543),(55 152.65913),(56 152.32967),(57 151.72543),(58 150.97429),(59 151.88309),(60 152.15872),(61 152.12633),(62 154.1584),(63 152.01607),(64 151.23213),(65 151.72571),(66 152.67654),(67 152.97296),(68 152.10194),(69 152.44104),(70 153.27103),(71 151.61028),(72 153.67151),(73 155.27481),(74 154.53297),(75 153.83463),(76 154.80272),(77 155.15959),(78 153.26888),(79 153.34383),
(1 83.79977),(2 95.67823),(3 101.65243),(4 105.25328),(5 107.837),(6 109.17059),(7 112.53338),(8 113.41478),(9 113.50313),(10 114.693726),(11 115.35923),(12 116.18145),(13 118.347916),(14 118.61788),(15 119.828125),(16 119.85751),(17 119.8812),(18 120.132385),(19 122.13153),(20 122.42404),(21 124.08554),(22 125.59525),(23 125.629585),(24 126.798096),(25 128.29268),(26 129.51825),(27 130.91872),(28 131.87743),(29 132.72322),(30 132.49184),(31 133.52336),(32 134.58252),(33 135.84468),(34 137.12378),(35 138.13515),(36 141.53372),(37 139.97716),(38 141.39223),(39 141.52403),(40 142.68095),(41 143.19557),(42 143.95996),(43 145.74643),(44 145.05348),(45 146.51399),(46 146.32764),(47 145.93105),(48 145.64235),(49 146.48428),(50 146.87154),(51 146.38971),(52 147.21846),(53 146.69112),(54 147.86972),(55 146.81036),(56 147.28271),(57 146.96072),(58 147.44687),(59 148.3179),(60 150.07727),(61 149.17622),(62 150.21239),(63 149.01195),(64 148.46895),(65 148.78358),(66 148.18668),(67 148.55055),(68 148.35129),(69 149.84225),(70 148.016),(71 148.78128),(72 149.44814),(73 149.36234),(74 151.63509),(75 151.23111),(76 152.74294),(77 153.06732),(78 152.09064),(79 151.55832),
