1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 39.428272),(2 49.41116),(3 52.80578),(4 54.94629),(5 56.98386),(6 58.59762),(7 59.60077),(8 60.700607),(9 60.896748),(10 61.512398),(11 62.20714),(12 62.571426),(13 63.722244),(14 63.67526),(15 63.173443),(16 64.0529),(17 63.972275),(18 63.75441),(19 62.96033),(20 63.59182),(21 64.079155),(22 64.873405),(23 63.64945),(24 64.29543),(25 64.613),(26 64.924515),(27 64.30117),(28 64.66005),(29 64.28691),(30 65.21913),(31 64.951866),(32 65.83388),(33 65.107796),(34 65.3818),(35 64.83237),(36 64.84645),(37 63.836422),(38 64.32432),(39 62.492),(40 63.568428),(41 63.12364),(42 63.33677),(43 64.383064),(44 64.409454),(45 64.53783),(46 64.98142),(47 64.401985),(48 64.05637),(49 63.834763),(50 63.502666),(51 62.495525),(52 62.68675),(53 62.738583),(54 62.357353),(55 62.29973),(56 62.00832),(57 62.216923),(58 62.235558),(59 62.339954),(60 62.96443),(61 62.94516),(62 62.624268),(63 62.323727),(64 62.935802),(65 63.342884),(66 63.311962),(67 64.16134),(68 64.12933),(69 64.568504),(70 64.61824),(71 65.34216),(72 65.07509),(73 64.73178),(74 65.05336),(75 64.02204),(76 64.878174),(77 63.880898),(78 64.764114),(79 65.43522),
(1 40.096287),(2 50.05061),(3 54.114105),(4 56.489674),(5 59.960125),(6 61.506313),(7 62.52997),(8 62.97549),(9 62.65118),(10 63.128628),(11 63.376957),(12 63.624283),(13 64.84894),(14 64.77996),(15 63.148872),(16 63.664974),(17 64.773224),(18 64.03383),(19 64.45295),(20 64.549355),(21 64.996185),(22 65.8812),(23 64.674324),(24 64.460396),(25 64.970345),(26 64.833),(27 64.79734),(28 65.5116),(29 65.64605),(30 66.43107),(31 66.20091),(32 67.878975),(33 66.864006),(34 67.14104),(35 66.88746),(36 66.13896),(37 65.54451),(38 64.998985),(39 63.753044),(40 64.36753),(41 63.963997),(42 64.29091),(43 64.68764),(44 65.85355),(45 65.67989),(46 66.41551),(47 65.39558),(48 65.5355),(49 65.422386),(50 64.86617),(51 62.97644),(52 63.2577),(53 62.376373),(54 62.337547),(55 62.78838),(56 62.630756),(57 62.96378),(58 63.615894),(59 63.703453),(60 64.90486),(61 64.73861),(62 65.02228),(63 63.297123),(64 64.09652),(65 63.938652),(66 64.86445),(67 64.67329),(68 65.05456),(69 64.92982),(70 65.420395),(71 65.59895),(72 66.850555),(73 66.07373),(74 66.846794),(75 65.757996),(76 66.52207),(77 66.199554),(78 65.95729),(79 67.03518),
(1 40.57),(2 50.593433),(3 54.732094),(4 57.705162),(5 59.7788),(6 61.89398),(7 62.121437),(8 62.53318),(9 63.341076),(10 64.16868),(11 64.09996),(12 64.37761),(13 65.43738),(14 65.563385),(15 64.43934),(16 64.713394),(17 64.698654),(18 64.257164),(19 65.11651),(20 65.30607),(21 65.16345),(22 65.36468),(23 65.435455),(24 65.02257),(25 65.96515),(26 66.03968),(27 65.51729),(28 65.93992),(29 66.189026),(30 66.832726),(31 67.0227),(32 67.84402),(33 67.38044),(34 66.85113),(35 65.30665),(36 65.22887),(37 64.40077),(38 64.306885),(39 62.878944),(40 63.167225),(41 62.633472),(42 63.92161),(43 64.40733),(44 65.88255),(45 65.193306),(46 66.254684),(47 65.11076),(48 64.53905),(49 64.34039),(50 63.767887),(51 62.905434),(52 62.9352),(53 63.45953),(54 62.668922),(55 62.554504),(56 62.666813),(57 63.361694),(58 63.568466),(59 63.736492),(60 64.78145),(61 64.71714),(62 64.540764),(63 63.72152),(64 64.26034),(65 64.71195),(66 65.251884),(67 65.2901),(68 65.42183),(69 66.04883),(70 67.39192),(71 67.85699),(72 67.0553),(73 67.44962),(74 67.85732),(75 66.62056),(76 67.08536),(77 66.7409),(78 67.011284),(79 67.325485),
(1 39.877995),(2 50.13369),(3 53.771526),(4 56.461834),(5 58.42557),(6 60.283424),(7 61.60603),(8 62.08146),(9 62.30904),(10 62.46009),(11 63.190643),(12 62.835423),(13 63.649696),(14 63.49775),(15 62.822636),(16 63.541805),(17 63.585434),(18 62.664158),(19 62.990517),(20 63.479717),(21 63.38746),(22 63.99254),(23 63.72426),(24 63.782906),(25 63.832382),(26 64.31377),(27 63.320133),(28 63.76667),(29 64.217316),(30 64.46152),(31 65.65252),(32 65.78229),(33 65.03949),(34 65.13306),(35 64.68592),(36 63.793293),(37 62.71423),(38 64.043175),(39 62.771297),(40 63.37718),(41 62.778122),(42 63.109745),(43 63.970375),(44 64.025925),(45 64.670654),(46 65.04603),(47 64.32593),(48 64.17645),(49 63.64418),(50 62.666977),(51 61.91891),(52 62.535866),(53 62.727505),(54 61.990845),(55 61.801914),(56 61.675983),(57 62.53536),(58 63.589558),(59 63.43029),(60 63.56996),(61 63.3648),(62 63.130096),(63 62.67596),(64 63.124474),(65 62.876434),(66 63.372585),(67 63.214325),(68 62.613102),(69 63.745323),(70 63.937656),(71 64.15172),(72 64.46911),(73 64.442924),(74 65.0936),(75 64.79107),(76 64.96826),(77 64.68867),(78 64.86147),(79 65.37077),
(1 39.891403),(2 50.216656),(3 54.629223),(4 56.80534),(5 58.25932),(6 60.25195),(7 61.88262),(8 62.059513),(9 62.817474),(10 63.715954),(11 63.285336),(12 64.02722),(13 65.28611),(14 65.20036),(15 63.79035),(16 64.30472),(17 64.40178),(18 63.889954),(19 64.20558),(20 64.67031),(21 64.938835),(22 64.918976),(23 64.20586),(24 64.7302),(25 64.87821),(26 64.65394),(27 65.20662),(28 66.10385),(29 66.75476),(30 66.52608),(31 66.97374),(32 68.05053),(33 66.27058),(34 66.263),(35 65.25644),(36 65.32044),(37 64.304085),(38 64.427505),(39 63.35318),(40 63.950737),(41 63.852543),(42 64.42182),(43 65.810936),(44 67.036766),(45 66.21607),(46 65.824615),(47 66.33758),(48 65.15245),(49 65.03667),(50 64.38057),(51 63.627586),(52 63.9454),(53 63.109097),(54 63.267193),(55 63.954132),(56 62.88773),(57 63.316174),(58 63.39457),(59 63.43631),(60 64.041176),(61 64.2717),(62 64.405945),(63 63.362423),(64 63.216984),(65 64.14362),(66 64.55832),(67 64.85007),(68 64.47022),(69 65.05024),(70 65.41895),(71 66.185394),(72 66.02655),(73 66.72671),(74 66.84913),(75 65.98502),(76 67.0333),(77 66.05552),(78 66.534966),(79 66.31163),
(1 39.196194),(2 49.325207),(3 53.114326),(4 55.106945),(5 56.67651),(6 58.86566),(7 59.67715),(8 60.680225),(9 60.30895),(10 61.812256),(11 60.799824),(12 61.679943),(13 61.99062),(14 62.224426),(15 61.10326),(16 61.478416),(17 61.305386),(18 61.694366),(19 62.166264),(20 62.5851),(21 63.188343),(22 62.996998),(23 62.43533),(24 62.600563),(25 63.043877),(26 63.47097),(27 63.03818),(28 64.06753),(29 63.22945),(30 63.557922),(31 63.716347),(32 65.62814),(33 64.73645),(34 64.909065),(35 63.834232),(36 63.532787),(37 62.930065),(38 62.97492),(39 61.437668),(40 61.662064),(41 61.795345),(42 61.659763),(43 62.66636),(44 63.908627),(45 63.96222),(46 63.63537),(47 63.10967),(48 63.24758),(49 62.30677),(50 62.146202),(51 61.23668),(52 61.968895),(53 61.1147),(54 61.14334),(55 61.7384),(56 61.21391),(57 61.202744),(58 60.886646),(59 60.960197),(60 61.421783),(61 61.989365),(62 62.417072),(63 61.936783),(64 61.906334),(65 62.304394),(66 63.15449),(67 63.09176),(68 63.117886),(69 63.448463),(70 63.63813),(71 64.47063),(72 63.914097),(73 64.647125),(74 64.676216),(75 64.26324),(76 63.793346),(77 63.171455),(78 63.96899),(79 64.308174),
(1 39.06838),(2 49.48146),(3 53.082264),(4 55.711292),(5 57.072662),(6 58.12857),(7 59.599297),(8 60.683174),(9 61.703743),(10 61.793568),(11 62.031563),(12 62.216835),(13 62.66557),(14 62.70581),(15 61.90682),(16 62.43052),(17 62.89142),(18 62.248493),(19 62.777374),(20 63.11027),(21 62.45708),(22 62.816395),(23 62.187786),(24 62.627155),(25 63.079155),(26 63.033154),(27 62.7867),(28 63.603844),(29 63.35024),(30 63.63211),(31 64.03297),(32 65.52798),(33 64.60525),(34 64.31416),(35 63.903942),(36 63.766315),(37 63.131542),(38 63.091614),(39 61.562035),(40 61.966286),(41 61.09662),(42 62.491558),(43 62.248394),(44 63.303112),(45 63.844856),(46 63.606865),(47 63.02784),(48 63.876038),(49 63.887615),(50 62.78609),(51 62.15499),(52 61.950684),(53 62.389153),(54 61.279793),(55 61.480427),(56 61.960102),(57 62.094543),(58 62.467236),(59 62.15783),(60 62.259743),(61 62.85774),(62 62.78277),(63 61.68751),(64 62.044228),(65 62.260338),(66 62.785828),(67 63.054863),(68 63.33797),(69 63.647774),(70 64.07328),(71 64.74904),(72 64.26703),(73 64.36379),(74 64.53816),(75 63.586773),(76 63.4977),(77 63.44803),(78 64.11364),(79 64.16184),
(1 38.960674),(2 48.74975),(3 52.438343),(4 55.149426),(5 56.780613),(6 58.142757),(7 59.247135),(8 59.278446),(9 60.142166),(10 60.558586),(11 60.45202),(12 61.364376),(13 62.213467),(14 62.418877),(15 61.171085),(16 61.98662),(17 62.071957),(18 62.196217),(19 62.42057),(20 62.367188),(21 62.41597),(22 62.70185),(23 62.284115),(24 62.162945),(25 62.82876),(26 63.160122),(27 62.58486),(28 63.1242),(29 63.759655),(30 63.80957),(31 64.107704),(32 64.88377),(33 64.4232),(34 64.15869),(35 63.039795),(36 62.27327),(37 61.378197),(38 62.023228),(39 60.563133),(40 61.25119),(41 61.049347),(42 61.324062),(43 62.08878),(44 62.41803),(45 63.668625),(46 63.414604),(47 62.9615),(48 62.857544),(49 62.652),(50 62.197758),(51 60.481293),(52 61.078148),(53 61.187508),(54 61.12097),(55 60.66866),(56 60.748966),(57 61.33226),(58 61.298637),(59 60.669186),(60 62.042366),(61 62.02519),(62 62.883595),(63 61.837383),(64 61.912373),(65 62.20324),(66 62.66856),(67 63.517258),(68 63.588398),(69 63.357784),(70 63.051907),(71 63.846363),(72 63.563625),(73 64.67403),(74 65.02855),(75 63.50543),(76 64.31198),(77 64.391304),(78 64.764275),(79 65.36795),
(1 38.529366),(2 48.886944),(3 53.03391),(4 55.592075),(5 57.181995),(6 58.663998),(7 59.71354),(8 60.743767),(9 61.54299),(10 61.250633),(11 62.05765),(12 62.054817),(13 61.546623),(14 62.044514),(15 60.990734),(16 61.116222),(17 61.587654),(18 61.18076),(19 61.042526),(20 62.131046),(21 61.84836),(22 62.151108),(23 61.260693),(24 61.08168),(25 62.079514),(26 61.93765),(27 61.85187),(28 62.72635),(29 62.928543),(30 63.611122),(31 64.43847),(32 64.458984),(33 64.30463),(34 63.96156),(35 63.954807),(36 63.211777),(37 62.210663),(38 61.77578),(39 60.87809),(40 61.600227),(41 60.65765),(42 61.12423),(43 61.870323),(44 62.425995),(45 62.51693),(46 62.29484),(47 61.774624),(48 61.666733),(49 61.679676),(50 61.786785),(51 60.602505),(52 60.342373),(53 60.63349),(54 60.73631),(55 60.47454),(56 60.238876),(57 60.33954),(58 60.613396),(59 60.95019),(60 61.7193),(61 62.2372),(62 62.387344),(63 61.687645),(64 61.564445),(65 61.74659),(66 61.770073),(67 61.898975),(68 61.932663),(69 62.86331),(70 62.803875),(71 62.875404),(72 62.84319),(73 63.102844),(74 63.432438),(75 62.691616),(76 63.224403),(77 63.005505),(78 64.35871),(79 64.164116),
(1 38.00595),(2 48.268223),(3 51.47739),(4 53.931213),(5 55.627613),(6 57.13105),(7 58.37242),(8 58.78965),(9 58.777737),(10 58.952656),(11 59.973892),(12 59.98742),(13 60.10124),(14 60.708588),(15 59.976425),(16 60.78634),(17 61.07623),(18 61.165897),(19 60.423805),(20 61.290688),(21 61.5518),(22 61.393776),(23 61.44692),(24 61.61441),(25 61.475735),(26 61.62748),(27 61.627457),(28 62.344276),(29 62.148064),(30 62.106857),(31 63.1698),(32 63.29591),(33 62.568653),(34 62.972023),(35 62.370506),(36 62.045002),(37 61.376762),(38 61.12796),(39 59.971783),(40 59.9527),(41 60.608463),(42 60.89639),(43 62.283726),(44 62.831688),(45 62.467064),(46 62.544567),(47 62.28472),(48 62.37732),(49 61.972275),(50 61.295147),(51 60.595047),(52 60.35699),(53 60.748207),(54 60.383186),(55 60.87268),(56 60.234562),(57 60.69326),(58 61.03072),(59 59.855656),(60 60.833775),(61 61.042034),(62 60.630753),(63 60.369892),(64 60.970783),(65 61.111626),(66 60.595814),(67 62.095448),(68 61.930744),(69 62.83421),(70 63.06361),(71 63.088303),(72 63.628845),(73 63.669815),(74 63.88871),(75 62.255764),(76 63.158466),(77 63.195396),(78 63.526306),(79 62.98388),
(1 38.48047),(2 48.83527),(3 51.787003),(4 54.42917),(5 55.98617),(6 57.510567),(7 58.88335),(8 59.603256),(9 60.96555),(10 60.445564),(11 60.26677),(12 60.547405),(13 61.19295),(14 60.98549),(15 60.19446),(16 60.570206),(17 60.473663),(18 60.66029),(19 60.210384),(20 60.33574),(21 60.909588),(22 61.756348),(23 60.3112),(24 60.64526),(25 61.05048),(26 61.415104),(27 60.60891),(28 61.754147),(29 62.352715),(30 62.896954),(31 62.877586),(32 63.00223),(33 62.168674),(34 62.336456),(35 62.061886),(36 62.25161),(37 61.347187),(38 61.364624),(39 60.31173),(40 60.714096),(41 60.811348),(42 60.94797),(43 61.550575),(44 62.406918),(45 62.565815),(46 62.265545),(47 61.767426),(48 62.493786),(49 61.66886),(50 60.79105),(51 59.546066),(52 59.82112),(53 59.60547),(54 58.994617),(55 59.075237),(56 58.665176),(57 59.449303),(58 59.93399),(59 60.273697),(60 60.798733),(61 61.440044),(62 60.479126),(63 59.361713),(64 59.7731),(65 60.670776),(66 60.496708),(67 61.075134),(68 61.055195),(69 61.609642),(70 61.82272),(71 61.811825),(72 62.01392),(73 62.505432),(74 63.09933),(75 62.156178),(76 62.1966),(77 61.97512),(78 62.68347),(79 63.381054),
(1 38.41478),(2 48.051533),(3 51.886044),(4 54.66428),(5 56.064987),(6 57.698486),(7 58.284042),(8 59.43292),(9 59.437378),(10 59.764988),(11 60.707024),(12 60.02329),(13 60.447075),(14 60.497124),(15 60.24896),(16 61.045624),(17 61.17677),(18 60.956875),(19 61.46371),(20 61.666054),(21 61.304104),(22 62.860085),(23 62.054115),(24 62.52798),(25 62.299595),(26 62.57424),(27 61.99725),(28 63.534748),(29 64.00953),(30 64.06374),(31 64.85992),(32 65.12452),(33 63.744576),(34 64.13448),(35 62.931263),(36 62.306686),(37 62.050373),(38 61.964375),(39 61.095905),(40 61.133812),(41 61.81346),(42 61.04289),(43 61.32632),(44 61.691814),(45 61.959934),(46 61.747555),(47 61.263084),(48 61.7947),(49 61.989044),(50 61.24536),(51 60.775784),(52 60.670086),(53 60.139675),(54 60.741238),(55 60.62126),(56 60.57778),(57 59.988716),(58 60.724133),(59 61.360905),(60 61.59899),(61 62.105534),(62 61.62477),(63 60.65855),(64 61.369846),(65 61.55217),(66 61.755634),(67 62.278687),(68 62.49482),(69 62.970688),(70 63.100414),(71 63.484875),(72 63.14304),(73 63.24504),(74 63.308353),(75 62.778618),(76 63.10642),(77 62.375824),(78 63.32669),(79 63.385136),
(1 37.517315),(2 47.013374),(3 50.840523),(4 53.16176),(5 54.296093),(6 56.579826),(7 57.37303),(8 58.44538),(9 58.651676),(10 58.68602),(11 60.06662),(12 59.744183),(13 60.456093),(14 60.54179),(15 60.259182),(16 59.78334),(17 59.729023),(18 59.807705),(19 59.6223),(20 60.68519),(21 61.36631),(22 61.40191),(23 60.424156),(24 59.884937),(25 60.368824),(26 60.740772),(27 60.350704),(28 60.50553),(29 60.858116),(30 60.868233),(31 61.349182),(32 61.38574),(33 61.498108),(34 61.708458),(35 60.945465),(36 60.3625),(37 60.52741),(38 59.989914),(39 58.624264),(40 58.760498),(41 58.81133),(42 59.406662),(43 59.928017),(44 60.92962),(45 61.056377),(46 60.84886),(47 60.320625),(48 59.91947),(49 59.149136),(50 58.610588),(51 58.16296),(52 58.29574),(53 58.372498),(54 58.302147),(55 57.55255),(56 57.789406),(57 58.03719),(58 58.78038),(59 58.961674),(60 59.28531),(61 59.788147),(62 59.192753),(63 58.655148),(64 58.923893),(65 58.73463),(66 59.48018),(67 59.91436),(68 60.442055),(69 60.682995),(70 61.354256),(71 61.75471),(72 60.81253),(73 61.3352),(74 61.53026),(75 60.73751),(76 61.69875),(77 61.77327),(78 62.50769),(79 62.00526),
(1 37.70572),(2 46.909695),(3 50.574417),(4 53.68064),(5 55.18264),(6 56.868187),(7 57.34194),(8 58.132534),(9 58.827625),(10 59.286964),(11 60.049583),(12 59.737785),(13 60.43788),(14 60.37641),(15 59.68426),(16 59.754208),(17 59.848686),(18 60.280262),(19 59.98684),(20 60.59804),(21 60.942028),(22 60.87027),(23 60.708115),(24 60.941044),(25 61.192677),(26 61.059174),(27 60.19914),(28 62.09525),(29 62.009476),(30 62.21068),(31 62.26656),(32 63.261658),(33 63.24777),(34 63.554585),(35 61.985),(36 61.233067),(37 60.77992),(38 60.239307),(39 59.357086),(40 59.63277),(41 59.35849),(42 60.097687),(43 60.80587),(44 61.343437),(45 62.098053),(46 61.663284),(47 60.99995),(48 60.968678),(49 60.55873),(50 60.168377),(51 59.282692),(52 58.907135),(53 58.801464),(54 59.312405),(55 58.863125),(56 58.740402),(57 58.893795),(58 59.49676),(59 59.93936),(60 59.443203),(61 60.285263),(62 59.811108),(63 59.378956),(64 60.197807),(65 59.590904),(66 60.423763),(67 60.59076),(68 60.704395),(69 60.88892),(70 60.867195),(71 62.1471),(72 61.38598),(73 61.426292),(74 61.852104),(75 61.785778),(76 61.744476),(77 61.992905),(78 62.29896),(79 62.749607),
(1 37.062817),(2 46.75955),(3 50.11503),(4 52.1104),(5 54.59929),(6 55.649937),(7 57.23894),(8 57.420094),(9 57.9653),(10 58.031597),(11 58.67982),(12 58.66158),(13 59.30982),(14 59.35751),(15 58.8714),(16 59.431477),(17 59.47676),(18 60.20099),(19 60.277855),(20 60.70855),(21 61.049534),(22 60.348347),(23 60.164692),(24 60.782475),(25 60.763596),(26 60.745945),(27 59.910595),(28 60.789585),(29 61.25657),(30 61.158165),(31 61.700863),(32 62.51197),(33 62.33864),(34 62.157845),(35 60.981213),(36 61.065277),(37 60.28188),(38 59.845207),(39 58.54078),(40 59.583694),(41 59.121384),(42 58.997433),(43 60.10245),(44 60.430805),(45 60.6295),(46 60.613586),(47 60.527603),(48 59.89339),(49 59.866318),(50 59.285366),(51 58.462814),(52 57.93216),(53 57.934578),(54 58.011154),(55 58.040432),(56 57.908573),(57 57.96851),(58 58.43085),(59 58.852203),(60 58.527786),(61 59.232105),(62 59.32377),(63 58.66397),(64 59.779144),(65 60.190224),(66 60.11232),(67 61.035587),(68 60.663746),(69 61.128887),(70 61.993885),(71 61.936203),(72 61.650166),(73 61.75284),(74 62.267838),(75 61.266335),(76 61.556675),(77 61.432915),(78 61.350147),(79 61.961464),
(1 37.266754),(2 46.28589),(3 50.20737),(4 52.495987),(5 54.48476),(6 55.296406),(7 56.309128),(8 56.97005),(9 57.830967),(10 58.8763),(11 58.54868),(12 58.87954),(13 59.692772),(14 60.62102),(15 59.044292),(16 59.370884),(17 59.772205),(18 59.62606),(19 58.964207),(20 59.62453),(21 60.094624),(22 60.359),(23 60.15416),(24 59.900955),(25 60.653236),(26 61.05676),(27 60.18075),(28 60.628605),(29 61.39354),(30 61.41472),(31 61.784584),(32 62.278477),(33 61.972477),(34 62.01952),(35 60.883354),(36 61.3613),(37 60.484646),(38 60.847935),(39 59.594982),(40 59.75118),(41 59.10546),(42 59.278263),(43 60.18072),(44 60.985092),(45 61.02731),(46 61.42173),(47 60.25499),(48 60.541565),(49 60.16651),(50 59.568645),(51 58.665916),(52 58.78485),(53 58.55474),(54 59.32452),(55 59.078407),(56 59.744823),(57 59.05216),(58 59.066727),(59 59.244976),(60 59.541565),(61 59.909966),(62 60.093143),(63 59.845688),(64 59.49652),(65 59.64411),(66 59.406166),(67 60.85354),(68 60.89103),(69 61.1465),(70 61.964066),(71 61.515644),(72 60.885014),(73 60.821106),(74 60.82),(75 60.707478),(76 61.175247),(77 61.189762),(78 61.88593),(79 61.471138),
(1 36.79438),(2 46.6039),(3 49.71753),(4 52.963078),(5 54.59215),(6 55.608757),(7 56.857967),(8 57.88421),(9 57.994194),(10 58.34355),(11 58.71302),(12 58.629696),(13 59.451973),(14 60.147484),(15 59.369198),(16 59.94776),(17 60.083652),(18 59.301178),(19 59.365555),(20 59.908867),(21 59.991177),(22 59.783966),(23 58.982254),(24 58.533768),(25 59.285408),(26 59.760857),(27 58.79359),(28 59.886894),(29 59.869164),(30 60.40467),(31 60.277332),(32 61.32011),(33 62.007446),(34 61.47687),(35 60.35258),(36 59.654408),(37 59.72867),(38 59.068745),(39 58.592754),(40 58.401413),(41 58.14257),(42 57.768578),(43 58.54695),(44 59.35669),(45 59.61674),(46 59.842426),(47 59.375057),(48 59.28338),(49 58.598835),(50 57.732452),(51 57.58335),(52 57.787277),(53 57.210735),(54 57.125023),(55 57.50264),(56 57.78179),(57 58.182774),(58 57.94673),(59 58.74475),(60 58.51954),(61 58.89755),(62 59.26953),(63 59.063152),(64 59.450104),(65 59.309628),(66 59.396076),(67 59.78813),(68 59.662033),(69 60.079754),(70 60.576973),(71 60.585552),(72 60.42364),(73 60.672832),(74 61.184612),(75 61.137363),(76 60.569233),(77 60.778652),(78 60.73416),(79 60.938545),
(1 36.157993),(2 45.702003),(3 49.698944),(4 52.182793),(5 53.356922),(6 54.014225),(7 54.923267),(8 56.208965),(9 56.469322),(10 56.68496),(11 57.260777),(12 57.798023),(13 58.198723),(14 58.601658),(15 57.63336),(16 58.23747),(17 58.349022),(18 57.774414),(19 58.139606),(20 58.747066),(21 58.61675),(22 59.33403),(23 58.996674),(24 58.509487),(25 58.627262),(26 58.93461),(27 59.02071),(28 59.962402),(29 60.02592),(30 59.530483),(31 59.392464),(32 60.956017),(33 60.83317),(34 60.131054),(35 59.67902),(36 59.413033),(37 58.138664),(38 57.853104),(39 57.02851),(40 57.179707),(41 57.505863),(42 57.53602),(43 57.78889),(44 58.389183),(45 58.409782),(46 59.321373),(47 59.041634),(48 58.89941),(49 58.90591),(50 58.37857),(51 57.461704),(52 57.757137),(53 57.3162),(54 57.30691),(55 56.835754),(56 56.83227),(57 56.85504),(58 57.570293),(59 57.44239),(60 58.158688),(61 58.39114),(62 58.84867),(63 58.75612),(64 59.216084),(65 59.100765),(66 59.02869),(67 59.596134),(68 59.68306),(69 59.810555),(70 60.666325),(71 60.543373),(72 60.54811),(73 60.1274),(74 60.54951),(75 60.087852),(76 60.84466),(77 60.458652),(78 60.80079),(79 60.737583),
