1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45.997517),(2 57.258167),(3 61.71224),(4 65.15412),(5 66.39902),(6 68.91951),(7 69.45123),(8 70.102104),(9 70.70203),(10 70.935234),(11 71.67739),(12 71.997604),(13 73.24282),(14 72.03877),(15 70.95426),(16 71.56431),(17 71.99869),(18 72.12452),(19 72.19932),(20 72.86692),(21 73.189705),(22 73.14534),(23 72.31749),(24 72.0262),(25 72.707664),(26 73.239586),(27 72.14059),(28 73.14188),(29 73.18736),(30 73.404945),(31 74.7085),(32 75.13175),(33 74.66899),(34 73.93975),(35 73.850365),(36 73.104744),(37 72.47114),(38 72.248314),(39 70.22854),(40 71.09418),(41 70.8184),(42 71.52552),(43 72.33629),(44 72.88396),(45 73.57741),(46 73.829765),(47 73.468704),(48 72.94829),(49 72.68781),(50 72.29158),(51 71.30677),(52 70.89863),(53 70.814804),(54 70.57436),(55 71.202484),(56 70.802505),(57 70.80811),(58 70.992485),(59 71.154526),(60 71.78204),(61 71.778625),(62 71.45494),(63 69.465675),(64 70.28778),(65 71.0212),(66 70.09925),(67 71.66427),(68 71.09622),(69 71.77849),(70 72.78534),(71 73.254265),(72 73.80408),(73 73.60081),(74 73.85872),(75 72.145645),(76 73.27453),(77 72.217896),(78 73.270996),(79 73.008896),
(1 45.215927),(2 55.89348),(3 60.438652),(4 63.560276),(5 64.51638),(6 66.87569),(7 67.86716),(8 67.96221),(9 68.60471),(10 68.84854),(11 69.70417),(12 69.86623),(13 70.39738),(14 70.852745),(15 69.64559),(16 69.908745),(17 70.477295),(18 70.66644),(19 70.68053),(20 71.328156),(21 71.84638),(22 71.52464),(23 71.20333),(24 70.43209),(25 71.10686),(26 70.80474),(27 70.85399),(28 71.78603),(29 71.9142),(30 73.12194),(31 72.8253),(32 73.392845),(33 73.66895),(34 73.11016),(35 72.78426),(36 71.56668),(37 71.542114),(38 71.604324),(39 69.33973),(40 69.80333),(41 69.34229),(42 69.570526),(43 70.784836),(44 72.12733),(45 72.2357),(46 71.28632),(47 71.19994),(48 72.555824),(49 71.452736),(50 70.754036),(51 69.394775),(52 69.68726),(53 69.20093),(54 69.81648),(55 69.40148),(56 69.87179),(57 69.58049),(58 69.67172),(59 70.31313),(60 71.25292),(61 71.6933),(62 71.22479),(63 70.36061),(64 70.88773),(65 70.57794),(66 71.27751),(67 72.20832),(68 72.17877),(69 72.39613),(70 71.903786),(71 72.82537),(72 73.45676),(73 74.05693),(74 73.98388),(75 71.83301),(76 72.3182),(77 72.55226),(78 73.89082),(79 74.296646),
(1 44.694332),(2 56.21121),(3 60.75528),(4 63.844055),(5 65.45907),(6 67.4063),(7 68.65238),(8 69.64133),(9 70.02021),(10 70.29691),(11 70.167465),(12 70.753395),(13 71.7887),(14 71.19564),(15 70.6042),(16 71.24982),(17 71.266075),(18 71.26399),(19 71.42359),(20 71.20133),(21 72.52207),(22 71.0723),(23 71.71857),(24 72.06215),(25 71.93831),(26 71.93553),(27 71.78149),(28 73.0497),(29 73.24826),(30 74.183044),(31 74.05521),(32 74.8279),(33 73.8469),(34 73.43804),(35 72.44161),(36 71.60894),(37 71.647194),(38 72.01329),(39 69.1388),(40 69.48092),(41 69.884926),(42 70.63275),(43 71.2089),(44 72.960785),(45 72.00959),(46 71.824905),(47 71.843864),(48 72.10052),(49 70.93696),(50 70.04112),(51 69.650024),(52 68.57178),(53 69.11532),(54 69.08454),(55 68.63883),(56 69.743835),(57 69.88209),(58 70.597275),(59 70.424416),(60 70.46758),(61 71.53471),(62 71.62459),(63 70.32859),(64 70.828),(65 70.97541),(66 70.76571),(67 71.26072),(68 71.840706),(69 72.867),(70 72.46536),(71 74.07626),(72 73.93044),(73 74.02399),(74 74.28654),(75 72.969246),(76 73.143166),(77 73.39485),(78 72.83277),(79 73.468254),
(1 45.071465),(2 56.277996),(3 59.654552),(4 62.4536),(5 65.06406),(6 66.42937),(7 67.76102),(8 68.834076),(9 68.46202),(10 69.243126),(11 68.970245),(12 69.43398),(13 70.49126),(14 70.854225),(15 69.64614),(16 70.23049),(17 70.014465),(18 70.21294),(19 69.805115),(20 69.903275),(21 70.84963),(22 71.13259),(23 70.61963),(24 70.756355),(25 71.24998),(26 71.86997),(27 70.22618),(28 71.87561),(29 71.743195),(30 71.67637),(31 72.293594),(32 72.884384),(33 71.98776),(34 71.802826),(35 71.01687),(36 70.91093),(37 70.41271),(38 71.09672),(39 69.6152),(40 69.64091),(41 69.43558),(42 69.71691),(43 70.58619),(44 70.53016),(45 70.88621),(46 71.11105),(47 71.02192),(48 70.88596),(49 70.40354),(50 69.32224),(51 67.85097),(52 68.73703),(53 68.647835),(54 68.35382),(55 67.68944),(56 68.3325),(57 68.38171),(58 68.3641),(59 68.6288),(60 68.683556),(61 69.86891),(62 70.02524),(63 68.67019),(64 68.51368),(65 68.627174),(66 68.480545),(67 68.33889),(68 69.31052),(69 70.22554),(70 70.71718),(71 71.4682),(72 71.11635),(73 70.82695),(74 71.52609),(75 71.03233),(76 70.63889),(77 70.50055),(78 71.50059),(79 71.84934),
(1 45.006927),(2 55.267998),(3 59.220364),(4 61.350887),(5 63.61779),(6 64.4333),(7 66.669395),(8 66.96423),(9 67.346535),(10 67.926735),(11 68.00835),(12 68.39917),(13 69.20238),(14 69.78528),(15 68.41767),(16 69.42002),(17 69.69449),(18 70.032196),(19 70.01075),(20 70.35484),(21 70.327),(22 70.51395),(23 70.15676),(24 70.54877),(25 71.01307),(26 72.092415),(27 70.15045),(28 71.72858),(29 72.02802),(30 72.09279),(31 72.36348),(32 73.43655),(33 73.20065),(34 72.968925),(35 72.084625),(36 71.28999),(37 71.51264),(38 70.57698),(39 68.68833),(40 69.32717),(41 68.94389),(42 70.08354),(43 71.367195),(44 72.39064),(45 72.092285),(46 71.94222),(47 72.48987),(48 72.23076),(49 71.75691),(50 71.02725),(51 69.29652),(52 70.09041),(53 68.991295),(54 70.10384),(55 70.46178),(56 69.70134),(57 69.79861),(58 69.15067),(59 69.413506),(60 70.00308),(61 70.28517),(62 70.39433),(63 68.597244),(64 69.07154),(65 69.7548),(66 69.69677),(67 70.01597),(68 70.05053),(69 71.66425),(70 72.74349),(71 73.109604),(72 72.29372),(73 72.857834),(74 73.32393),(75 71.98638),(76 71.89621),(77 72.14164),(78 72.58756),(79 72.690384),
(1 44.930916),(2 55.44466),(3 58.960938),(4 61.40462),(5 63.41291),(6 65.72196),(7 66.704636),(8 67.96427),(9 69.103676),(10 69.00229),(11 68.89112),(12 68.758644),(13 70.09467),(14 70.28437),(15 68.05636),(16 68.15196),(17 68.62305),(18 68.06327),(19 68.44641),(20 69.20718),(21 68.74281),(22 69.589005),(23 69.25404),(24 69.96889),(25 69.89186),(26 70.81031),(27 69.16004),(28 70.586426),(29 71.2402),(30 71.44999),(31 71.50257),(32 72.69549),(33 72.173996),(34 72.158226),(35 71.3112),(36 70.98625),(37 70.271545),(38 69.7183),(39 68.19411),(40 69.8568),(41 68.90824),(42 69.74435),(43 70.794495),(44 71.170204),(45 70.73794),(46 71.360634),(47 70.36904),(48 69.76173),(49 70.03457),(50 69.72905),(51 67.7069),(52 68.052376),(53 68.10056),(54 67.55175),(55 68.23077),(56 67.69846),(57 68.43198),(58 68.40982),(59 68.53526),(60 69.26627),(61 69.214134),(62 69.27699),(63 68.265785),(64 68.74911),(65 69.43341),(66 70.31192),(67 70.44924),(68 70.37247),(69 70.57563),(70 71.9478),(71 72.11087),(72 72.19281),(73 71.81198),(74 71.516266),(75 70.35036),(76 70.972404),(77 69.92873),(78 71.40892),(79 71.64435),
(1 43.396492),(2 54.420284),(3 58.529037),(4 61.973335),(5 62.923393),(6 65.00935),(7 66.738495),(8 67.24068),(9 67.89838),(10 67.92343),(11 68.399414),(12 67.732285),(13 69.589165),(14 68.936386),(15 67.88197),(16 67.61096),(17 68.411026),(18 68.55024),(19 68.878746),(20 70.2577),(21 69.23803),(22 69.532135),(23 68.725525),(24 69.40471),(25 68.87599),(26 69.42819),(27 69.3161),(28 69.32298),(29 70.05765),(30 70.24745),(31 70.70724),(32 71.15257),(33 71.34178),(34 70.70476),(35 70.403404),(36 69.11896),(37 68.93877),(38 69.00329),(39 67.46638),(40 67.57973),(41 67.15199),(42 67.623375),(43 68.880585),(44 69.77494),(45 70.06638),(46 70.16368),(47 69.79232),(48 69.76895),(49 69.024506),(50 68.75051),(51 67.12637),(52 67.803154),(53 67.807495),(54 68.79714),(55 68.12315),(56 67.8387),(57 68.62694),(58 69.055984),(59 68.384834),(60 68.92887),(61 69.43898),(62 69.37593),(63 68.808784),(64 68.73977),(65 69.11957),(66 69.23284),(67 69.68459),(68 70.17395),(69 70.567986),(70 70.85972),(71 70.81326),(72 71.178635),(73 71.277954),(74 71.597824),(75 71.0628),(76 71.195816),(77 71.45752),(78 71.69904),(79 71.993614),
(1 44.476448),(2 55.37357),(3 59.426826),(4 62.99044),(5 64.53606),(6 66.6513),(7 67.75114),(8 68.44632),(9 68.67153),(10 68.63091),(11 68.86292),(12 69.24452),(13 69.333984),(14 69.50692),(15 68.706825),(16 69.03151),(17 69.6595),(18 68.968956),(19 69.26517),(20 70.88966),(21 69.98784),(22 69.734055),(23 69.83895),(24 69.93151),(25 70.30925),(26 69.90544),(27 69.06092),(28 70.34072),(29 70.42756),(30 70.84065),(31 72.38483),(32 73.44965),(33 72.12489),(34 71.9852),(35 71.94277),(36 71.033264),(37 70.07673),(38 70.34747),(39 68.89149),(40 69.17859),(41 68.7237),(42 69.205666),(43 70.215164),(44 71.54428),(45 71.169395),(46 70.910965),(47 70.81074),(48 69.9593),(49 69.59509),(50 68.81967),(51 67.87901),(52 68.34865),(53 68.40738),(54 68.66801),(55 68.734695),(56 68.442184),(57 68.25891),(58 69.167915),(59 68.87719),(60 68.74223),(61 69.85707),(62 69.79759),(63 68.55736),(64 68.33022),(65 69.12394),(66 69.5353),(67 70.601555),(68 70.66147),(69 70.99681),(70 71.78866),(71 71.62781),(72 71.50459),(73 72.02549),(74 71.99873),(75 70.642654),(76 71.70042),(77 71.41415),(78 72.60042),(79 73.09012),
(1 43.07417),(2 53.35208),(3 57.0564),(4 60.87124),(5 62.5624),(6 63.647167),(7 64.61996),(8 65.887764),(9 66.14693),(10 66.5213),(11 66.86821),(12 67.52266),(13 68.5923),(14 68.727646),(15 67.42693),(16 67.30281),(17 67.4884),(18 67.38922),(19 66.94055),(20 68.06522),(21 67.87679),(22 67.53114),(23 68.76076),(24 68.141266),(25 67.830956),(26 68.109886),(27 66.47817),(28 67.96812),(29 68.73943),(30 69.30276),(31 68.64116),(32 69.05353),(33 69.63123),(34 69.375465),(35 68.93666),(36 68.269516),(37 67.64845),(38 68.603745),(39 67.188225),(40 67.26842),(41 66.61166),(42 67.06959),(43 68.18008),(44 68.71724),(45 68.9007),(46 68.61134),(47 68.94187),(48 68.57908),(49 68.60184),(50 68.40407),(51 67.636444),(52 67.29502),(53 67.2032),(54 67.097916),(55 67.02304),(56 66.44841),(57 67.594475),(58 66.73718),(59 66.56212),(60 66.974045),(61 67.67759),(62 67.8568),(63 66.30338),(64 66.629524),(65 67.284004),(66 67.03158),(67 67.678795),(68 68.05252),(69 69.30413),(70 69.62763),(71 69.78668),(72 69.836494),(73 69.70377),(74 70.46191),(75 69.64951),(76 70.09155),(77 69.849846),(78 69.9537),(79 69.78223),
(1 43.1156),(2 53.83104),(3 58.36086),(4 60.647404),(5 62.582523),(6 63.965775),(7 65.11606),(8 65.83754),(9 65.78281),(10 66.65742),(11 67.41599),(12 67.24606),(13 67.94449),(14 68.066635),(15 66.78219),(16 67.78089),(17 67.42472),(18 66.66397),(19 66.904976),(20 68.04288),(21 67.74941),(22 68.52229),(23 67.220955),(24 68.53321),(25 68.85243),(26 69.18026),(27 68.39887),(28 68.62894),(29 69.236046),(30 69.90637),(31 70.28311),(32 71.32216),(33 70.50407),(34 70.377396),(35 69.45819),(36 69.00907),(37 68.3165),(38 67.766655),(39 66.60719),(40 66.72934),(41 66.482346),(42 67.4065),(43 68.53956),(44 69.57049),(45 69.26984),(46 68.93483),(47 68.82381),(48 67.8854),(49 68.21588),(50 66.79382),(51 66.0383),(52 66.07382),(53 66.57959),(54 66.62491),(55 65.85309),(56 65.87189),(57 66.34447),(58 66.87499),(59 66.837234),(60 66.64051),(61 66.919365),(62 66.686935),(63 65.93319),(64 66.75908),(65 66.920876),(66 67.350975),(67 67.35745),(68 68.327385),(69 69.02988),(70 68.9478),(71 68.69372),(72 69.2504),(73 69.364006),(74 70.29601),(75 69.09674),(76 68.39277),(77 69.60868),(78 69.86908),(79 70.242546),
(1 42.810368),(2 53.698143),(3 58.312397),(4 60.712784),(5 62.776226),(6 64.935005),(7 65.99828),(8 65.86678),(9 66.839264),(10 66.97806),(11 67.462105),(12 67.82427),(13 69.00684),(14 68.91525),(15 66.95058),(16 67.84685),(17 68.38095),(18 68.0374),(19 68.398895),(20 69.16702),(21 70.04521),(22 69.15241),(23 68.59548),(24 68.72526),(25 68.96788),(26 68.21088),(27 67.327614),(28 67.993996),(29 68.90578),(30 69.92951),(31 70.96885),(32 70.57085),(33 70.74587),(34 69.925186),(35 69.42619),(36 69.16212),(37 68.42481),(38 68.57536),(39 67.73554),(40 67.40137),(41 67.2092),(42 66.85283),(43 68.81438),(44 68.89838),(45 69.013535),(46 69.48629),(47 68.74971),(48 69.00685),(49 69.20115),(50 68.45403),(51 67.64795),(52 67.75344),(53 67.89109),(54 67.53645),(55 66.7349),(56 67.34911),(57 67.13164),(58 68.15916),(59 67.835655),(60 68.47043),(61 68.19306),(62 68.908424),(63 67.29663),(64 67.63161),(65 68.148605),(66 68.824646),(67 69.23361),(68 68.94498),(69 70.12065),(70 69.705666),(71 69.97682),(72 70.16721),(73 69.861755),(74 70.06204),(75 69.20837),(76 69.44265),(77 70.01349),(78 70.93047),(79 71.124176),
(1 42.47567),(2 52.389305),(3 57.228783),(4 59.7657),(5 61.90521),(6 63.720943),(7 64.83028),(8 64.89091),(9 65.52082),(10 65.392426),(11 66.08524),(12 66.12168),(13 67.23111),(14 67.02427),(15 66.68785),(16 66.885666),(17 67.12402),(18 66.09364),(19 66.49854),(20 66.37599),(21 67.09923),(22 67.110054),(23 66.27138),(24 66.72567),(25 67.05072),(26 67.72291),(27 66.98916),(28 67.89184),(29 68.27216),(30 68.44067),(31 69.053),(32 69.48713),(33 69.906876),(34 69.39935),(35 68.65888),(36 67.27292),(37 67.358055),(38 67.03089),(39 65.82083),(40 66.01946),(41 65.79551),(42 66.950424),(43 67.63306),(44 68.40764),(45 69.1127),(46 69.10633),(47 68.39889),(48 67.847336),(49 68.15),(50 67.69075),(51 66.53182),(52 66.684715),(53 66.840164),(54 66.53862),(55 66.36949),(56 65.84227),(57 66.21433),(58 66.570786),(59 66.09986),(60 67.019035),(61 66.61235),(62 67.835556),(63 65.88733),(64 66.74995),(65 66.731064),(66 66.64153),(67 67.16682),(68 67.98022),(69 67.54033),(70 68.2739),(71 68.39137),(72 67.93952),(73 67.65577),(74 68.00641),(75 66.74344),(76 67.64567),(77 68.10446),(78 69.07186),(79 69.15713),
(1 41.970577),(2 52.36956),(3 57.522606),(4 59.808918),(5 62.21684),(6 63.673218),(7 64.54663),(8 65.754234),(9 65.41543),(10 66.37738),(11 66.7423),(12 66.99132),(13 68.32575),(14 68.34111),(15 67.846375),(16 68.17198),(17 68.570366),(18 68.65108),(19 68.84161),(20 69.27722),(21 70.07199),(22 69.8379),(23 69.0113),(24 68.345024),(25 68.57295),(26 68.64461),(27 68.864655),(28 69.684845),(29 69.696815),(30 70.015465),(31 70.547485),(32 70.81608),(33 70.62796),(34 70.37458),(35 69.68425),(36 69.71201),(37 68.77175),(38 68.43905),(39 67.0951),(40 67.055405),(41 66.90682),(42 67.16817),(43 67.61283),(44 69.00343),(45 68.36985),(46 69.056435),(47 68.32935),(48 69.14421),(49 68.47806),(50 67.87156),(51 66.21918),(52 66.1378),(53 67.00818),(54 67.6808),(55 67.69963),(56 66.98835),(57 67.18231),(58 67.60445),(59 67.011444),(60 67.317116),(61 67.63441),(62 68.25189),(63 67.48554),(64 67.88513),(65 68.15564),(66 68.29287),(67 68.44631),(68 69.72895),(69 69.14702),(70 69.42828),(71 69.37632),(72 69.73173),(73 70.70906),(74 71.38891),(75 69.39875),(76 70.19023),(77 69.259766),(78 69.46104),(79 70.26789),
(1 41.66243),(2 51.73456),(3 55.877357),(4 58.760098),(5 60.43578),(6 62.259277),(7 63.83369),(8 64.73035),(9 65.53702),(10 65.51966),(11 65.15248),(12 66.40382),(13 67.3326),(14 67.13914),(15 65.84528),(16 66.07814),(17 66.41467),(18 66.382385),(19 65.800224),(20 67.57306),(21 67.59419),(22 66.95017),(23 67.02801),(24 66.84133),(25 67.04535),(26 67.30497),(27 66.61517),(28 66.68997),(29 67.04934),(30 67.104866),(31 68.28007),(32 69.16423),(33 68.83491),(34 67.980865),(35 67.3686),(36 66.94085),(37 66.038536),(38 65.92083),(39 64.949554),(40 65.070915),(41 64.88072),(42 65.09187),(43 65.271484),(44 66.53219),(45 66.674),(46 65.796326),(47 65.37316),(48 65.874466),(49 66.09795),(50 65.60958),(51 64.251335),(52 64.09435),(53 64.6431),(54 64.34289),(55 64.23146),(56 63.90685),(57 64.230774),(58 64.576004),(59 63.872112),(60 65.21471),(61 65.209854),(62 65.32965),(63 64.90741),(64 66.301315),(65 66.27059),(66 66.46689),(67 66.41762),(68 66.67881),(69 67.29813),(70 67.31946),(71 68.12395),(72 67.340004),(73 67.35),(74 68.097336),(75 66.989716),(76 67.68135),(77 67.800514),(78 68.507164),(79 68.32252),
(1 42.09369),(2 52.71654),(3 56.37193),(4 59.042583),(5 61.28005),(6 63.554173),(7 64.60555),(8 64.69024),(9 65.39624),(10 66.06911),(11 66.18707),(12 66.72894),(13 67.578476),(14 67.57776),(15 66.45704),(16 66.48036),(17 66.489746),(18 65.96428),(19 66.49752),(20 67.16473),(21 66.95725),(22 67.87194),(23 66.588295),(24 67.15373),(25 67.5124),(26 67.81233),(27 67.540924),(28 67.98122),(29 68.89524),(30 69.20132),(31 69.86062),(32 69.65311),(33 70.1894),(34 69.435974),(35 68.7641),(36 68.02709),(37 67.11537),(38 66.771416),(39 65.79904),(40 65.52137),(41 66.42318),(42 66.35861),(43 66.77808),(44 67.461845),(45 67.77501),(46 68.24687),(47 67.80961),(48 67.52055),(49 67.67418),(50 66.89183),(51 66.06736),(52 65.92319),(53 65.836655),(54 65.569214),(55 65.43998),(56 65.480255),(57 66.153885),(58 66.13289),(59 66.392685),(60 65.895355),(61 66.18147),(62 66.17444),(63 65.92834),(64 65.61297),(65 66.36236),(66 66.5017),(67 67.0019),(68 67.08741),(69 68.05554),(70 68.12301),(71 67.927826),(72 67.727066),(73 68.42156),(74 68.62128),(75 67.8503),(76 68.07308),(77 68.41733),(78 68.57369),(79 69.384026),
(1 41.587143),(2 52.340492),(3 55.610832),(4 57.753777),(5 60.006294),(6 61.942596),(7 62.35905),(8 63.287083),(9 63.971054),(10 64.50335),(11 64.84815),(12 64.632355),(13 66.26153),(14 66.05671),(15 65.63543),(16 66.358185),(17 66.02283),(18 65.66951),(19 66.06483),(20 66.58567),(21 67.56365),(22 67.253586),(23 66.20987),(24 66.823975),(25 67.11204),(26 67.224976),(27 66.36388),(28 67.394585),(29 68.08183),(30 68.18583),(31 69.340454),(32 70.19306),(33 69.547165),(34 69.927216),(35 69.2044),(36 68.84662),(37 68.38347),(38 67.85902),(39 66.52435),(40 67.17823),(41 67.568535),(42 67.50762),(43 68.5074),(44 68.04952),(45 68.22449),(46 68.71142),(47 67.98036),(48 68.21788),(49 67.30329),(50 67.12522),(51 65.85739),(52 66.422134),(53 65.43537),(54 65.50545),(55 65.19326),(56 65.22276),(57 65.921585),(58 65.45137),(59 65.23946),(60 65.32491),(61 66.28487),(62 66.05157),(63 65.398346),(64 65.55284),(65 66.18937),(66 65.82944),(67 67.15514),(68 67.98341),(69 67.6898),(70 68.119385),(71 68.7594),(72 68.309715),(73 68.37594),(74 68.67661),(75 67.77189),(76 67.00535),(77 66.86447),(78 68.061844),(79 68.90617),
(1 41.137146),(2 51.011635),(3 54.65771),(4 57.560635),(5 59.889442),(6 61.778988),(7 62.5381),(8 62.553993),(9 63.448074),(10 62.95851),(11 63.663162),(12 63.279034),(13 64.8975),(14 64.62822),(15 64.18107),(16 64.46067),(17 64.136826),(18 64.059845),(19 64.789986),(20 65.22195),(21 65.775116),(22 64.94066),(23 64.792854),(24 64.92238),(25 64.75843),(26 64.83789),(27 64.059906),(28 65.38219),(29 65.99568),(30 66.95571),(31 67.54979),(32 68.29008),(33 67.73884),(34 68.01711),(35 66.90505),(36 65.96789),(37 65.413246),(38 65.43446),(39 64.31678),(40 64.46549),(41 63.737965),(42 64.19984),(43 65.16374),(44 66.24272),(45 66.01037),(46 66.210236),(47 65.42489),(48 65.223274),(49 65.43158),(50 65.332275),(51 64.47202),(52 65.019005),(53 64.447174),(54 64.80093),(55 63.63024),(56 64.16451),(57 64.16965),(58 64.21289),(59 63.731815),(60 64.81365),(61 64.315125),(62 64.0623),(63 63.27072),(64 64.46885),(65 64.81812),(66 64.253265),(67 65.475815),(68 65.87532),(69 66.52279),(70 67.754555),(71 67.81013),(72 67.14227),(73 67.489876),(74 67.18528),(75 66.23549),(76 66.82713),(77 66.81083),(78 67.90448),(79 67.92298),
(1 40.58869),(2 51.096603),(3 55.81561),(4 57.662766),(5 59.857822),(6 61.06054),(7 61.902893),(8 63.190887),(9 63.43637),(10 63.49152),(11 63.99194),(12 64.19265),(13 65.3107),(14 64.7931),(15 63.258717),(16 63.802155),(17 63.830635),(18 64.836174),(19 64.42752),(20 64.70038),(21 65.466774),(22 65.3206),(23 65.11349),(24 64.52414),(25 65.0202),(26 65.76636),(27 65.38139),(28 66.65701),(29 66.42868),(30 67.24631),(31 66.35209),(32 67.82533),(33 67.306984),(34 67.305084),(35 66.63219),(36 65.631615),(37 65.82212),(38 65.779526),(39 64.55098),(40 65.38381),(41 64.582375),(42 65.675545),(43 65.8781),(44 66.6495),(45 66.494934),(46 67.260284),(47 67.19997),(48 66.98725),(49 66.57791),(50 65.22016),(51 65.253235),(52 65.01692),(53 64.04369),(54 64.78572),(55 64.10259),(56 63.93016),(57 63.870857),(58 64.545296),(59 63.651737),(60 64.395134),(61 64.84045),(62 64.486084),(63 64.19144),(64 64.546265),(65 64.441055),(66 64.45351),(67 65.76877),(68 64.92665),(69 65.28066),(70 66.30141),(71 67.11185),(72 67.20832),(73 67.127),(74 67.28044),(75 66.91837),(76 66.884186),(77 66.80853),(78 67.64653),(79 67.276276),
