1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 229.26857),(2 283.96344),(3 320.8344),(4 348.9981),(5 372.6853),(6 387.54468),(7 396.0801),(8 419.61752),(9 427.2331),(10 430.95605),(11 429.05435),(12 425.95364),(13 427.34134),(14 422.7597),(15 426.39655),(16 424.92206),(17 424.4389),(18 424.0402),(19 426.1126),(20 430.7468),(21 430.83716),(22 434.66916),(23 446.92032),(24 445.34924),(25 448.35226),(26 453.99203),(27 458.26093),(28 462.51953),(29 458.69272),(30 462.7106),(31 460.53943),(32 462.60614),(33 470.58984),(34 477.74747),(35 483.13565),(36 483.3982),(37 484.5145),(38 491.113),(39 494.1192),(40 493.65918),(41 492.67606),(42 486.97733),(43 489.646),(44 479.08792),(45 478.3896),(46 482.26492),(47 478.81772),(48 480.04984),(49 476.90625),(50 479.15424),(51 478.86685),(52 477.8821),(53 487.25983),(54 480.2337),(55 481.81274),(56 476.87216),(57 479.64697),(58 476.423),(59 473.70468),(60 468.19116),(61 464.0981),(62 462.74506),(63 464.22034),(64 466.2994),(65 465.77484),(66 468.15445),(67 464.05685),(68 469.50333),(69 471.8189),(70 473.7518),(71 472.66873),(72 474.6854),(73 473.02805),(74 466.42517),(75 467.33063),(76 459.54227),(77 460.7686),(78 462.87155),(79 464.12927),
(1 229.10803),(2 281.90967),(3 316.43573),(4 344.10492),(5 364.47314),(6 386.25604),(7 398.1493),(8 421.91815),(9 427.7708),(10 428.74686),(11 430.27502),(12 425.26813),(13 423.2028),(14 417.73892),(15 417.42923),(16 414.99286),(17 413.03104),(18 409.53784),(19 411.50494),(20 416.93228),(21 419.38626),(22 419.16312),(23 430.01154),(24 427.16818),(25 429.22784),(26 432.86838),(27 436.30716),(28 439.41037),(29 434.7147),(30 435.79187),(31 435.54187),(32 442.52173),(33 444.72766),(34 452.2415),(35 459.5416),(36 460.60583),(37 463.46506),(38 470.22717),(39 468.3726),(40 468.22565),(41 465.56174),(42 461.99982),(43 460.0898),(44 451.44),(45 447.63837),(46 447.42404),(47 447.60886),(48 446.92218),(49 447.78085),(50 451.2161),(51 462.3249),(52 465.52582),(53 471.42157),(54 469.6392),(55 468.12445),(56 468.3336),(57 467.88388),(58 463.8217),(59 461.90433),(60 456.9455),(61 456.41174),(62 458.47928),(63 461.2597),(64 463.87085),(65 460.85834),(66 456.9327),(67 458.00854),(68 461.91687),(69 464.436),(70 464.83365),(71 464.40256),(72 459.363),(73 461.47528),(74 461.68216),(75 462.05664),(76 461.61145),(77 459.16888),(78 457.60504),(79 460.1827),
(1 225.94405),(2 282.83313),(3 315.47852),(4 343.09464),(5 364.21494),(6 385.1316),(7 400.35477),(8 422.86438),(9 430.1418),(10 429.6082),(11 428.7506),(12 424.74054),(13 424.11316),(14 412.74512),(15 411.90912),(16 409.26343),(17 406.24567),(18 403.1868),(19 402.79245),(20 404.11557),(21 406.19308),(22 409.53116),(23 419.8033),(24 420.91605),(25 422.1614),(26 426.49802),(27 429.0533),(28 438.60815),(29 431.4921),(30 430.8532),(31 434.37268),(32 438.02032),(33 439.81036),(34 445.15436),(35 453.87213),(36 457.03568),(37 462.0286),(38 470.2891),(39 470.38248),(40 470.2913),(41 469.0413),(42 469.27875),(43 470.24625),(44 464.7095),(45 459.75626),(46 459.03537),(47 456.62207),(48 455.08896),(49 453.8824),(50 450.85486),(51 454.13464),(52 455.12796),(53 460.20764),(54 458.08963),(55 462.11752),(56 463.74484),(57 461.5508),(58 459.20627),(59 455.93948),(60 452.4716),(61 455.30487),(62 453.91354),(63 455.81635),(64 455.9511),(65 452.2753),(66 452.5573),(67 450.72452),(68 454.67148),(69 451.50177),(70 450.89734),(71 447.73337),(72 448.47104),(73 446.64423),(74 445.19455),(75 446.81866),(76 447.32407),(77 451.13507),(78 450.69614),(79 451.07068),
(1 220.61421),(2 276.1351),(3 309.82437),(4 337.73837),(5 360.82254),(6 378.0684),(7 390.44083),(8 416.03397),(9 422.61252),(10 425.10568),(11 426.89893),(12 421.1736),(13 418.14288),(14 415.79364),(15 413.2131),(16 413.46307),(17 410.44547),(18 409.1098),(19 412.142),(20 411.88275),(21 411.63232),(22 417.33395),(23 428.67465),(24 429.07858),(25 430.616),(26 436.2898),(27 439.19144),(28 439.20322),(29 436.46262),(30 438.53806),(31 440.73447),(32 442.3751),(33 444.29486),(34 448.41553),(35 450.45853),(36 456.49435),(37 458.51843),(38 463.91168),(39 465.29077),(40 460.48566),(41 462.91385),(42 460.73306),(43 458.96387),(44 454.3202),(45 449.22644),(46 450.92154),(47 449.42413),(48 449.50525),(49 450.34375),(50 451.28473),(51 450.56274),(52 450.87057),(53 458.7887),(54 454.17508),(55 454.56775),(56 453.18552),(57 456.64902),(58 456.5379),(59 454.91098),(60 449.31967),(61 451.66287),(62 449.4087),(63 448.97537),(64 448.7279),(65 445.6935),(66 442.46335),(67 439.08075),(68 449.5099),(69 447.8263),(70 449.24954),(71 449.70877),(72 449.73892),(73 448.24448),(74 442.3514),(75 444.69885),(76 444.2637),(77 440.25806),(78 435.5441),(79 437.6613),
(1 215.66966),(2 269.44406),(3 301.06815),(4 325.9083),(5 342.40063),(6 358.94562),(7 375.6099),(8 396.63623),(9 397.85834),(10 400.4267),(11 404.47263),(12 401.34595),(13 397.7037),(14 393.372),(15 393.39423),(16 395.06323),(17 393.302),(18 392.077),(19 392.31168),(20 394.743),(21 393.68155),(22 397.8529),(23 409.81332),(24 409.18588),(25 419.6285),(26 427.10355),(27 428.57892),(28 432.34412),(29 430.65424),(30 433.21695),(31 430.52652),(32 431.89563),(33 438.31412),(34 439.10226),(35 440.4163),(36 442.4616),(37 440.7453),(38 449.0287),(39 447.41257),(40 444.13898),(41 443.4579),(42 443.86188),(43 444.91794),(44 442.31024),(45 438.1818),(46 435.4961),(47 431.68796),(48 433.35052),(49 435.3887),(50 433.4251),(51 432.8537),(52 431.4403),(53 434.21692),(54 434.46774),(55 432.2939),(56 429.87418),(57 431.05008),(58 426.49484),(59 421.9979),(60 418.69113),(61 416.7132),(62 419.55963),(63 419.6632),(64 420.21014),(65 416.6343),(66 421.5181),(67 420.73434),(68 430.74954),(69 430.46393),(70 428.12057),(71 429.75024),(72 426.09537),(73 428.60233),(74 422.96774),(75 431.46823),(76 436.86566),(77 435.07294),(78 432.63037),(79 430.44458),
(1 220.32951),(2 274.0583),(3 308.58865),(4 335.41187),(5 353.90894),(6 369.35052),(7 383.64102),(8 404.34592),(9 406.83282),(10 408.58005),(11 403.64618),(12 401.7537),(13 397.76736),(14 394.50772),(15 388.82382),(16 388.59238),(17 385.75363),(18 382.98215),(19 384.68466),(20 385.36282),(21 388.4158),(22 393.68906),(23 405.38635),(24 406.6177),(25 411.41776),(26 419.11804),(27 420.44553),(28 424.74857),(29 423.14532),(30 422.1547),(31 425.49673),(32 428.4014),(33 431.52774),(34 429.06445),(35 433.78287),(36 437.64255),(37 435.8253),(38 445.5091),(39 442.67847),(40 436.33566),(41 440.6675),(42 438.68985),(43 440.32513),(44 437.0841),(45 433.4025),(46 429.54474),(47 424.7644),(48 426.2489),(49 427.23706),(50 423.9284),(51 426.9867),(52 421.87863),(53 435.2619),(54 432.43506),(55 432.67822),(56 431.78564),(57 432.7099),(58 432.0313),(59 427.06104),(60 425.06635),(61 424.36456),(62 422.4473),(63 421.2598),(64 423.84143),(65 425.3886),(66 426.6149),(67 426.34836),(68 432.44464),(69 432.47202),(70 434.5624),(71 433.9185),(72 434.40445),(73 435.85922),(74 436.01523),(75 439.28568),(76 437.10382),(77 440.21283),(78 437.10052),(79 435.58463),
(1 216.11479),(2 271.1459),(3 303.6961),(4 326.72552),(5 350.478),(6 365.64917),(7 380.0222),(8 398.31625),(9 405.50208),(10 405.56943),(11 403.02713),(12 397.11627),(13 393.37506),(14 390.63354),(15 391.88968),(16 392.17612),(17 384.60968),(18 384.25522),(19 385.40714),(20 388.01404),(21 390.021),(22 394.6496),(23 403.18094),(24 406.3073),(25 403.9643),(26 408.18918),(27 409.74945),(28 411.3173),(29 404.62622),(30 406.11523),(31 406.96066),(32 409.40814),(33 413.8792),(34 414.9433),(35 420.4952),(36 422.2271),(37 425.20746),(38 435.06488),(39 433.13318),(40 433.4926),(41 436.14923),(42 432.81857),(43 433.59283),(44 427.96503),(45 424.00793),(46 420.12357),(47 419.97116),(48 425.8012),(49 424.9219),(50 420.8262),(51 421.9658),(52 423.12946),(53 432.60895),(54 430.67923),(55 426.9296),(56 426.39316),(57 428.75995),(58 426.58084),(59 420.38205),(60 420.58398),(61 416.85486),(62 413.12222),(63 413.76587),(64 411.52545),(65 414.11777),(66 416.78705),(67 415.0966),(68 420.75534),(69 419.76718),(70 420.06873),(71 418.88132),(72 417.58505),(73 415.2443),(74 409.8208),(75 415.1002),(76 418.06924),(77 415.95468),(78 416.2702),(79 412.67593),
(1 218.26025),(2 271.91446),(3 302.18216),(4 327.6264),(5 346.39343),(6 357.20422),(7 371.54785),(8 390.95786),(9 397.48874),(10 401.3304),(11 398.99457),(12 394.47372),(13 392.7759),(14 389.057),(15 390.5789),(16 387.31937),(17 387.36295),(18 382.9104),(19 384.74985),(20 384.94226),(21 390.76913),(22 395.76736),(23 407.74295),(24 408.7432),(25 404.92484),(26 408.0247),(27 409.54846),(28 407.47064),(29 406.1646),(30 407.30594),(31 406.42938),(32 411.03595),(33 418.8172),(34 418.28394),(35 423.12982),(36 422.74686),(37 422.14078),(38 430.48428),(39 428.0732),(40 425.93878),(41 428.97748),(42 422.7598),(43 424.82297),(44 415.0596),(45 413.33258),(46 410.5846),(47 406.2197),(48 407.19388),(49 407.69568),(50 407.41272),(51 408.91943),(52 409.1902),(53 415.81335),(54 415.1395),(55 413.074),(56 414.40155),(57 419.93237),(58 417.9122),(59 418.53665),(60 415.1765),(61 413.91437),(62 417.93506),(63 421.16583),(64 419.52032),(65 421.66068),(66 421.4692),(67 419.9952),(68 427.49954),(69 425.93948),(70 427.74606),(71 431.26614),(72 432.66),(73 430.18604),(74 431.66068),(75 434.21057),(76 432.47748),(77 431.0016),(78 429.5199),(79 428.97644),
(1 214.88869),(2 266.35065),(3 298.00348),(4 324.30814),(5 339.93323),(6 349.32956),(7 363.74347),(8 382.8673),(9 387.5341),(10 393.0183),(11 389.19662),(12 386.20523),(13 379.7275),(14 377.65173),(15 379.91565),(16 379.8084),(17 380.75146),(18 379.2072),(19 379.48175),(20 385.36264),(21 390.92722),(22 396.10223),(23 407.48962),(24 405.8658),(25 410.34845),(26 413.946),(27 416.6895),(28 418.73947),(29 417.50504),(30 415.07285),(31 415.95956),(32 418.1017),(33 420.69308),(34 422.36188),(35 427.57837),(36 427.27914),(37 427.9226),(38 438.15317),(39 435.25256),(40 436.25894),(41 437.78833),(42 436.61887),(43 432.04425),(44 426.98627),(45 425.2887),(46 423.61606),(47 421.1638),(48 427.9553),(49 425.51398),(50 424.5114),(51 427.70947),(52 429.7275),(53 438.9623),(54 438.27786),(55 442.87473),(56 442.4454),(57 443.7051),(58 443.53223),(59 440.47302),(60 437.27246),(61 434.203),(62 435.73697),(63 438.2177),(64 433.9222),(65 435.6729),(66 436.68442),(67 434.48648),(68 440.21024),(69 439.13254),(70 438.34842),(71 437.69794),(72 436.58835),(73 433.64163),(74 429.5625),(75 429.09286),(76 426.5502),(77 424.69308),(78 428.43387),(79 429.0595),
(1 208.06738),(2 257.10574),(3 285.43427),(4 311.0242),(5 324.9676),(6 338.77228),(7 353.43182),(8 371.4793),(9 375.55762),(10 376.14914),(11 373.63403),(12 372.73007),(13 368.68796),(14 364.9015),(15 369.76715),(16 367.6298),(17 366.04926),(18 366.51596),(19 371.2674),(20 375.62323),(21 377.2795),(22 381.54498),(23 389.70728),(24 386.37735),(25 386.84232),(26 389.2256),(27 391.19376),(28 391.8021),(29 388.74963),(30 392.6392),(31 392.06232),(32 398.44473),(33 400.50595),(34 402.66074),(35 407.38788),(36 412.88568),(37 412.21506),(38 418.7435),(39 420.54703),(40 415.67902),(41 414.688),(42 413.5141),(43 410.85883),(44 405.71536),(45 402.97665),(46 402.71426),(47 400.7015),(48 399.0789),(49 400.07895),(50 401.13776),(51 399.19644),(52 395.58643),(53 405.70844),(54 404.00568),(55 403.6315),(56 400.4328),(57 398.7205),(58 399.5294),(59 399.7709),(60 397.0955),(61 396.58282),(62 398.4373),(63 400.19888),(64 398.82956),(65 396.01413),(66 400.66705),(67 399.23026),(68 403.81512),(69 405.17282),(70 404.56384),(71 402.77548),(72 404.53467),(73 406.32455),(74 401.66278),(75 406.6002),(76 403.85535),(77 403.92358),(78 401.58908),(79 399.40634),
(1 211.30418),(2 262.18222),(3 293.54312),(4 319.41946),(5 337.58392),(6 349.05396),(7 359.0933),(8 378.33932),(9 382.823),(10 386.95676),(11 385.8885),(12 383.21823),(13 377.41162),(14 374.39047),(15 371.7992),(16 368.7448),(17 366.66248),(18 367.8263),(19 372.19635),(20 374.05508),(21 380.15552),(22 385.21167),(23 398.66583),(24 396.08188),(25 400.78064),(26 403.59824),(27 408.0883),(28 408.11008),(29 402.49094),(30 402.3739),(31 402.58243),(32 408.70242),(33 409.99954),(34 412.66998),(35 416.09055),(36 418.93417),(37 420.10202),(38 428.70013),(39 428.47726),(40 424.52197),(41 422.66745),(42 422.8355),(43 420.84827),(44 415.88245),(45 411.95996),(46 411.13226),(47 406.06985),(48 405.2985),(49 407.85046),(50 408.3255),(51 408.81796),(52 405.74292),(53 412.40363),(54 413.2641),(55 409.24597),(56 410.7719),(57 411.2687),(58 412.7408),(59 409.73996),(60 407.83273),(61 406.6446),(62 406.00818),(63 406.20184),(64 407.3052),(65 408.766),(66 411.51645),(67 410.04453),(68 413.66174),(69 414.23148),(70 412.84412),(71 411.78445),(72 411.6221),(73 411.21634),(74 408.6257),(75 411.93292),(76 410.1143),(77 408.8671),(78 410.3071),(79 413.63318),
(1 203.76163),(2 252.87025),(3 282.09424),(4 305.37827),(5 320.95023),(6 333.0811),(7 344.2931),(8 361.54706),(9 362.30698),(10 363.28656),(11 365.63922),(12 364.2277),(13 360.82916),(14 358.32623),(15 355.80325),(16 357.20825),(17 359.3067),(18 357.58807),(19 358.23065),(20 364.3741),(21 370.6603),(22 373.00955),(23 383.43066),(24 383.56546),(25 386.68863),(26 390.40512),(27 389.95953),(28 391.80878),(29 387.89566),(30 390.65305),(31 392.3824),(32 400.62637),(33 401.99338),(34 407.34546),(35 411.70117),(36 411.34827),(37 413.93674),(38 418.07385),(39 418.3492),(40 412.17282),(41 410.8133),(42 412.76816),(43 409.3252),(44 404.03876),(45 403.33972),(46 403.74945),(47 402.78836),(48 404.6504),(49 402.20926),(50 400.32144),(51 399.76056),(52 398.1249),(53 405.41748),(54 401.79047),(55 403.10098),(56 401.30682),(57 401.81738),(58 399.42126),(59 399.6421),(60 396.46692),(61 399.32877),(62 401.13104),(63 405.00076),(64 408.79337),(65 408.37067),(66 409.98926),(67 410.38202),(68 413.2372),(69 414.9844),(70 413.90555),(71 412.9272),(72 407.72263),(73 407.38806),(74 401.72806),(75 400.24213),(76 396.15512),(77 397.65152),(78 397.25885),(79 394.7874),
(1 205.04985),(2 255.70622),(3 285.32162),(4 312.1616),(5 328.0282),(6 338.0092),(7 348.383),(8 366.08365),(9 366.75995),(10 367.84314),(11 368.11154),(12 365.82913),(13 363.4454),(14 362.09094),(15 363.66614),(16 363.9737),(17 366.76505),(18 366.21344),(19 369.68243),(20 375.88562),(21 376.51312),(22 379.2046),(23 391.397),(24 390.07657),(25 388.0547),(26 393.59494),(27 396.36517),(28 396.0815),(29 396.4817),(30 400.27838),(31 400.53116),(32 405.6189),(33 407.08194),(34 413.80063),(35 418.46454),(36 416.73907),(37 416.14023),(38 421.64075),(39 423.06754),(40 418.95563),(41 419.41245),(42 416.83044),(43 417.00845),(44 410.31775),(45 402.3821),(46 401.00082),(47 399.82608),(48 402.18253),(49 398.3061),(50 399.61057),(51 399.05484),(52 398.94797),(53 410.3824),(54 408.76938),(55 412.26443),(56 408.04727),(57 408.92487),(58 409.728),(59 409.1062),(60 403.46786),(61 404.52118),(62 407.06302),(63 407.82242),(64 410.63953),(65 408.30518),(66 409.61768),(67 407.99854),(68 414.9422),(69 415.21747),(70 415.72623),(71 418.3821),(72 417.09772),(73 413.92056),(74 407.654),(75 411.77557),(76 414.2074),(77 415.69913),(78 413.9708),(79 412.13345),
(1 200.27364),(2 246.85402),(3 276.10654),(4 302.862),(5 317.96747),(6 332.64673),(7 342.88434),(8 354.37396),(9 357.33557),(10 360.12372),(11 360.8863),(12 360.61227),(13 359.5407),(14 354.12085),(15 353.08557),(16 350.80695),(17 349.93738),(18 349.15912),(19 350.52582),(20 356.12912),(21 360.26318),(22 365.22653),(23 376.2432),(24 376.4858),(25 377.8586),(26 380.99753),(27 381.10248),(28 380.1684),(29 376.51196),(30 378.93637),(31 379.466),(32 378.73013),(33 380.885),(34 384.44397),(35 389.17987),(36 388.43567),(37 388.86026),(38 397.65393),(39 398.8531),(40 394.07672),(41 393.3228),(42 391.44165),(43 390.69858),(44 384.49326),(45 382.8484),(46 384.98276),(47 380.81583),(48 382.0499),(49 381.40573),(50 381.25497),(51 380.61502),(52 382.27927),(53 394.11743),(54 394.40857),(55 397.87122),(56 398.6936),(57 399.19522),(58 396.40405),(59 393.7359),(60 388.50305),(61 385.8353),(62 389.02786),(63 391.7312),(64 392.45517),(65 391.9595),(66 391.14087),(67 389.99915),(68 395.07864),(69 394.10104),(70 393.70065),(71 396.71716),(72 399.223),(73 400.2142),(74 393.44165),(75 397.41452),(76 395.5404),(77 394.71924),(78 395.68317),(79 397.79727),
(1 199.24019),(2 247.02272),(3 275.671),(4 302.13934),(5 316.2987),(6 330.03558),(7 341.42377),(8 354.83362),(9 355.22476),(10 357.52435),(11 353.57764),(12 354.79575),(13 353.4877),(14 350.75214),(15 349.5411),(16 350.9382),(17 352.38394),(18 352.269),(19 355.15598),(20 356.57565),(21 359.76517),(22 364.64264),(23 376.5281),(24 375.75067),(25 376.01364),(26 377.63324),(27 379.30884),(28 378.8957),(29 377.73718),(30 376.92645),(31 375.38635),(32 376.63632),(33 381.03778),(34 384.3106),(35 386.28394),(36 390.3007),(37 389.71677),(38 397.69028),(39 398.43857),(40 392.0651),(41 392.17712),(42 388.47443),(43 386.9813),(44 382.76996),(45 380.70773),(46 381.08725),(47 378.67294),(48 379.77606),(49 377.31262),(50 376.49878),(51 378.12366),(52 377.36142),(53 386.43307),(54 386.34943),(55 386.0469),(56 390.88638),(57 388.10574),(58 389.48196),(59 385.62933),(60 383.734),(61 382.33078),(62 379.55414),(63 380.8846),(64 380.35352),(65 379.7545),(66 379.7962),(67 376.5922),(68 383.22894),(69 381.776),(70 380.3642),(71 380.8364),(72 382.93576),(73 385.41364),(74 384.05322),(75 386.59683),(76 384.6489),(77 381.4768),(78 383.11673),(79 383.36896),
(1 200.22894),(2 249.5606),(3 279.76196),(4 303.56174),(5 320.82956),(6 331.17273),(7 343.08194),(8 360.65692),(9 357.0945),(10 356.43265),(11 354.10452),(12 353.6447),(13 355.52005),(14 351.13583),(15 349.94577),(16 349.6884),(17 348.49698),(18 349.6247),(19 351.19888),(20 351.56253),(21 356.07864),(22 361.33893),(23 371.825),(24 366.41577),(25 365.97),(26 367.67007),(27 368.69388),(28 366.7401),(29 365.11813),(30 367.58813),(31 366.14682),(32 366.4971),(33 369.77316),(34 370.83636),(35 372.24484),(36 374.44788),(37 376.68192),(38 385.20114),(39 383.87427),(40 386.20923),(41 384.28885),(42 381.6886),(43 377.39148),(44 372.95648),(45 374.62195),(46 376.3738),(47 373.91656),(48 376.91406),(49 376.1024),(50 377.62772),(51 378.30078),(52 376.7172),(53 382.04895),(54 378.8855),(55 380.26224),(56 383.83896),(57 387.23273),(58 385.31705),(59 381.34006),(60 381.48428),(61 381.3008),(62 381.74435),(63 384.83456),(64 390.02884),(65 393.7141),(66 398.22147),(67 396.71957),(68 405.5206),(69 405.66266),(70 406.08673),(71 405.94382),(72 405.88754),(73 405.07687),(74 396.44254),(75 399.41602),(76 398.25064),(77 400.29062),(78 396.17972),(79 394.6249),
(1 192.14914),(2 237.52837),(3 263.87527),(4 287.13925),(5 303.63037),(6 310.68527),(7 321.81552),(8 337.1306),(9 337.17142),(10 340.4678),(11 336.90985),(12 336.12234),(13 333.72183),(14 326.70477),(15 328.6906),(16 329.6624),(17 327.61554),(18 329.58038),(19 335.49283),(20 338.33987),(21 341.78064),(22 347.01648),(23 354.72058),(24 353.12833),(25 356.6142),(26 361.36722),(27 360.20392),(28 359.3664),(29 359.60645),(30 358.96426),(31 357.2567),(32 360.567),(33 361.2844),(34 364.43866),(35 367.2468),(36 369.90967),(37 376.5281),(38 381.27063),(39 383.1884),(40 379.5811),(41 378.8531),(42 379.04544),(43 378.16046),(44 376.61),(45 372.96158),(46 372.84467),(47 369.07236),(48 370.4261),(49 370.01657),(50 369.6797),(51 370.4196),(52 369.9552),(53 379.03842),(54 380.56064),(55 380.62704),(56 380.47165),(57 381.78146),(58 377.3376),(59 374.11975),(60 368.4903),(61 368.32755),(62 369.40973),(63 373.61807),(64 373.25723),(65 373.99512),(66 374.84152),(67 377.305),(68 378.4836),(69 379.75552),(70 377.8388),(71 383.35107),(72 384.2417),(73 383.04095),(74 375.90848),(75 378.67532),(76 374.66772),(77 375.66504),(78 376.78387),(79 374.85776),
(1 193.02545),(2 236.88768),(3 262.4261),(4 288.2577),(5 302.82507),(6 312.13135),(7 321.02682),(8 335.7568),(9 337.84094),(10 339.33765),(11 336.51245),(12 336.44858),(13 334.37836),(14 331.4457),(15 332.28177),(16 335.91617),(17 332.61957),(18 330.84564),(19 334.22388),(20 337.21576),(21 342.51355),(22 346.1249),(23 356.28278),(24 356.75296),(25 360.21323),(26 360.37668),(27 358.40967),(28 358.359),(29 358.68536),(30 359.6288),(31 362.34723),(32 369.11838),(33 372.77014),(34 376.43625),(35 377.9577),(36 382.446),(37 384.74936),(38 388.6552),(39 390.55145),(40 384.63596),(41 386.1087),(42 383.7402),(43 381.93954),(44 379.8963),(45 372.09973),(46 370.6462),(47 369.418),(48 369.46112),(49 367.8853),(50 363.85803),(51 365.86047),(52 367.6703),(53 376.82852),(54 370.56268),(55 373.6528),(56 370.67755),(57 371.16095),(58 372.84644),(59 371.72354),(60 367.08908),(61 364.5753),(62 364.1597),(63 366.08676),(64 363.93),(65 362.46344),(66 362.56662),(67 362.6727),(68 368.52332),(69 367.63678),(70 369.20245),(71 367.6936),(72 371.84512),(73 371.89148),(74 367.3005),(75 371.72266),(76 369.52902),(77 369.78085),(78 367.93253),(79 368.6243),
(1 192.64375),(2 236.94223),(3 264.65802),(4 289.78125),(5 302.60056),(6 317.8362),(7 326.8214),(8 345.26236),(9 346.77084),(10 345.8495),(11 346.066),(12 341.17737),(13 339.4981),(14 336.05682),(15 337.58923),(16 335.29382),(17 332.19284),(18 332.2465),(19 333.75452),(20 336.58313),(21 338.33212),(22 347.04016),(23 355.779),(24 356.15527),(25 358.7572),(26 360.58237),(27 359.7074),(28 362.05765),(29 356.85107),(30 360.6735),(31 360.53897),(32 365.1167),(33 364.93024),(34 367.55087),(35 372.26633),(36 373.06363),(37 373.51126),(38 377.7417),(39 380.26984),(40 378.27805),(41 374.22977),(42 373.22852),(43 372.83887),(44 368.36792),(45 364.9257),(46 362.56207),(47 361.2392),(48 358.92175),(49 358.1361),(50 359.192),(51 363.1194),(52 366.73395),(53 374.72165),(54 377.12085),(55 377.98395),(56 375.2679),(57 374.4701),(58 374.5748),(59 373.93887),(60 366.94696),(61 366.4714),(62 365.84802),(63 368.00592),(64 367.03326),(65 368.15506),(66 369.1859),(67 367.98877),(68 376.30167),(69 374.6301),(70 376.5318),(71 380.21982),(72 382.2586),(73 380.75775),(74 375.50327),(75 380.12546),(76 379.25476),(77 379.32477),(78 379.61273),(79 377.10788),
