1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 190.95326),(2 239.14822),(3 266.80347),(4 290.89896),(5 309.39532),(6 323.83774),(7 332.76282),(8 350.91232),(9 351.1246),(10 353.90195),(11 352.3648),(12 345.9359),(13 337.19653),(14 332.1251),(15 335.02667),(16 337.92303),(17 335.51767),(18 334.77612),(19 335.09128),(20 338.81686),(21 339.01953),(22 343.96768),(23 350.84778),(24 349.1095),(25 351.17908),(26 354.0173),(27 354.84845),(28 356.3096),(29 355.29263),(30 356.05045),(31 353.59686),(32 357.00305),(33 356.26324),(34 360.5705),(35 363.37222),(36 366.68417),(37 367.91815),(38 375.53128),(39 373.63257),(40 373.02533),(41 371.1154),(42 370.4803),(43 369.7293),(44 365.4901),(45 360.66544),(46 361.1467),(47 362.8979),(48 362.64188),(49 359.1651),(50 357.32483),(51 364.7629),(52 364.66544),(53 373.42712),(54 370.93277),(55 372.47028),(56 374.28622),(57 375.56342),(58 376.0823),(59 376.33347),(60 375.63696),(61 375.44763),(62 375.03714),(63 378.31747),(64 375.46915),(65 377.68762),(66 379.8158),(67 377.80533),(68 385.39584),(69 386.02896),(70 386.44827),(71 386.15353),(72 388.74756),(73 388.90628),(74 383.436),(75 383.79663),(76 380.62177),(77 380.4275),(78 383.42758),(79 384.86856),
(1 192.0971),(2 238.82642),(3 265.5302),(4 290.40012),(5 304.54355),(6 322.20163),(7 333.14075),(8 346.5407),(9 347.6743),(10 349.76868),(11 351.82938),(12 347.42578),(13 342.6594),(14 333.40118),(15 330.75848),(16 331.77277),(17 330.05573),(18 327.71786),(19 328.043),(20 331.12708),(21 334.80734),(22 339.02005),(23 348.26965),(24 348.48557),(25 346.4012),(26 349.9175),(27 349.16727),(28 351.4751),(29 351.44092),(30 352.08633),(31 352.88315),(32 356.5048),(33 356.6432),(34 361.90512),(35 363.828),(36 368.06497),(37 368.61252),(38 376.12805),(39 382.34308),(40 380.19427),(41 377.45392),(42 375.78165),(43 375.54364),(44 370.14844),(45 361.68674),(46 362.64496),(47 359.28122),(48 359.47797),(49 356.07953),(50 355.37433),(51 358.7727),(52 361.20883),(53 365.16776),(54 362.27548),(55 363.50037),(56 363.74063),(57 363.76315),(58 365.77243),(59 367.37677),(60 365.02856),(61 364.83044),(62 367.17612),(63 367.0048),(64 367.2839),(65 374.4789),(66 378.53885),(67 377.15903),(68 380.79642),(69 380.3088),(70 382.15485),(71 378.6597),(72 379.7277),(73 375.26312),(74 370.5941),(75 371.52832),(76 370.208),(77 371.78995),(78 372.04846),(79 372.97876),
(1 189.23448),(2 231.63782),(3 257.15634),(4 277.98096),(5 293.41553),(6 304.83908),(7 313.00677),(8 326.7317),(9 325.17816),(10 327.67896),(11 328.2865),(12 326.01328),(13 324.14624),(14 317.94357),(15 317.43054),(16 318.775),(17 316.18338),(18 315.33096),(19 317.49167),(20 322.1345),(21 324.31824),(22 326.86246),(23 335.2666),(24 335.5792),(25 335.7218),(26 341.42697),(27 341.3894),(28 342.562),(29 341.66522),(30 342.48743),(31 344.3985),(32 345.9542),(33 350.1739),(34 353.95618),(35 356.82645),(36 358.79883),(37 359.4294),(38 367.57388),(39 371.13086),(40 370.70233),(41 368.05814),(42 368.15958),(43 367.67902),(44 364.34622),(45 363.78262),(46 364.9311),(47 361.02844),(48 359.97278),(49 354.8188),(50 355.20862),(51 353.52533),(52 350.32568),(53 353.82227),(54 350.29898),(55 352.41177),(56 355.7364),(57 357.15988),(58 358.0992),(59 356.02814),(60 351.9819),(61 349.7622),(62 350.53458),(63 349.23917),(64 348.924),(65 353.40823),(66 353.72333),(67 347.11197),(68 352.72687),(69 350.24225),(70 351.41617),(71 347.34186),(72 350.24197),(73 346.36185),(74 345.3904),(75 350.6547),(76 351.39594),(77 353.2382),(78 351.10016),(79 355.23233),
(1 188.67044),(2 230.27522),(3 255.35612),(4 276.72592),(5 289.5503),(6 299.19507),(7 307.62436),(8 319.3899),(9 318.26642),(10 323.19113),(11 321.80035),(12 318.10602),(13 315.05258),(14 312.66812),(15 313.79364),(16 314.43652),(17 316.37106),(18 316.72275),(19 324.2567),(20 328.21387),(21 331.47046),(22 332.76846),(23 338.91803),(24 336.10333),(25 338.09457),(26 340.8686),(27 341.7265),(28 345.17737),(29 343.86734),(30 346.34793),(31 347.03787),(32 347.9614),(33 349.55466),(34 351.81094),(35 355.86414),(36 357.31516),(37 358.0596),(38 365.38187),(39 368.03546),(40 366.74652),(41 361.88257),(42 361.7612),(43 361.6854),(44 359.70917),(45 362.40707),(46 361.4211),(47 358.2774),(48 357.2068),(49 354.72018),(50 352.10577),(51 354.35696),(52 352.02286),(53 362.08054),(54 359.6181),(55 362.1861),(56 365.90448),(57 368.85883),(58 369.0648),(59 366.45532),(60 366.0469),(61 364.78784),(62 367.36246),(63 364.3778),(64 361.28705),(65 361.26794),(66 361.58273),(67 358.76373),(68 361.3797),(69 362.96912),(70 363.295),(71 363.64816),(72 364.56522),(73 364.23),(74 357.68384),(75 361.68527),(76 361.0449),(77 362.24048),(78 360.6294),(79 362.64096),
(1 186.24744),(2 228.99171),(3 253.78067),(4 274.59415),(5 286.08035),(6 299.14026),(7 307.29987),(8 319.61505),(9 318.26447),(10 323.0413),(11 317.13248),(12 314.3913),(13 312.77548),(14 311.06995),(15 312.75104),(16 308.59244),(17 308.82907),(18 308.67297),(19 314.20776),(20 312.73074),(21 315.64102),(22 319.18716),(23 329.2158),(24 329.9837),(25 331.96945),(26 330.1666),(27 329.66992),(28 329.73004),(29 327.99792),(30 328.0922),(31 330.88193),(32 334.68738),(33 337.5564),(34 342.88638),(35 347.83725),(36 351.871),(37 350.93692),(38 359.64453),(39 360.0991),(40 358.58582),(41 355.29346),(42 354.02713),(43 352.67834),(44 350.43588),(45 352.29697),(46 349.81546),(47 349.8234),(48 350.9271),(49 346.72433),(50 346.05585),(51 348.24536),(52 348.79852),(53 356.43024),(54 356.59824),(55 356.6674),(56 360.46756),(57 358.87845),(58 357.05167),(59 353.37668),(60 354.85007),(61 353.1631),(62 354.97556),(63 356.64752),(64 352.20776),(65 353.98965),(66 354.45337),(67 351.82892),(68 355.80817),(69 356.12778),(70 355.8672),(71 357.0847),(72 360.2797),(73 359.05475),(74 359.64978),(75 358.48007),(76 355.40756),(77 358.20197),(78 358.59164),(79 361.4157),
(1 183.33199),(2 223.77066),(3 247.013),(4 271.835),(5 287.04724),(6 294.47372),(7 305.111),(8 315.69385),(9 317.9223),(10 320.34985),(11 317.921),(12 318.89694),(13 315.15326),(14 312.28998),(15 312.68607),(16 313.2979),(17 313.40042),(18 315.00177),(19 317.36945),(20 317.0067),(21 318.0561),(22 323.41116),(23 328.07602),(24 327.10046),(25 328.0713),(26 330.18048),(27 330.26666),(28 331.8185),(29 330.16022),(30 328.11664),(31 329.75232),(32 331.93597),(33 334.14734),(34 338.7969),(35 339.9389),(36 347.24228),(37 346.2396),(38 354.09412),(39 359.024),(40 356.1089),(41 355.15875),(42 351.51813),(43 349.1296),(44 346.6758),(45 343.86392),(46 345.9251),(47 343.01657),(48 342.53818),(49 341.71228),(50 341.31268),(51 345.54297),(52 346.96033),(53 352.56323),(54 349.78906),(55 353.73312),(56 349.94034),(57 351.5624),(58 352.84372),(59 352.37158),(60 347.81555),(61 345.0073),(62 343.83212),(63 344.37085),(64 341.09845),(65 341.65897),(66 340.12714),(67 340.06342),(68 343.3026),(69 343.87012),(70 344.58664),(71 342.67154),(72 345.8224),(73 343.8725),(74 344.59805),(75 345.66827),(76 345.5103),(77 345.81854),(78 343.65866),(79 344.31018),
(1 183.49554),(2 223.5682),(3 250.66138),(4 274.51926),(5 288.21188),(6 294.74612),(7 301.864),(8 314.22955),(9 317.0249),(10 316.94443),(11 317.71094),(12 316.93375),(13 317.45352),(14 313.5844),(15 318.44296),(16 318.12225),(17 320.7166),(18 321.11594),(19 321.976),(20 324.02753),(21 329.3989),(22 330.24915),(23 334.82004),(24 333.30054),(25 333.59055),(26 333.61063),(27 336.23605),(28 338.7127),(29 337.04962),(30 339.2032),(31 340.99475),(32 342.79724),(33 346.26343),(34 348.6117),(35 348.9364),(36 349.2241),(37 347.81473),(38 350.38446),(39 352.6125),(40 349.60205),(41 350.42926),(42 350.1805),(43 347.7835),(44 347.22556),(45 344.0093),(46 344.47638),(47 342.94702),(48 342.6294),(49 343.60086),(50 342.87784),(51 343.12256),(52 342.56494),(53 348.91687),(54 348.4862),(55 347.7375),(56 345.84766),(57 349.8244),(58 352.32767),(59 349.72226),(60 347.01392),(61 345.63525),(62 344.91388),(63 347.28525),(64 348.6815),(65 348.651),(66 349.50073),(67 348.7897),(68 354.3753),(69 356.2875),(70 353.0404),(71 349.3902),(72 352.1169),(73 352.5798),(74 348.30862),(75 351.78918),(76 349.99274),(77 346.66058),(78 344.61688),(79 345.06314),
(1 176.75551),(2 218.65538),(3 242.94481),(4 265.70392),(5 281.02185),(6 290.28412),(7 298.51517),(8 311.67206),(9 312.07285),(10 311.32983),(11 311.217),(12 308.334),(13 308.26636),(14 303.65424),(15 306.29733),(16 307.792),(17 307.86563),(18 308.77405),(19 310.17123),(20 312.85684),(21 315.7312),(22 318.14017),(23 321.59253),(24 318.3987),(25 318.8061),(26 317.89023),(27 319.39944),(28 322.82666),(29 323.21057),(30 323.85938),(31 327.01764),(32 329.1575),(33 331.5317),(34 333.01465),(35 336.21338),(36 339.74515),(37 336.89783),(38 345.2922),(39 346.38153),(40 345.8139),(41 346.8154),(42 348.8425),(43 348.0022),(44 347.08737),(45 345.23367),(46 342.99527),(47 338.25516),(48 338.22244),(49 335.05374),(50 336.25272),(51 336.1342),(52 337.37238),(53 339.98203),(54 338.5009),(55 336.05112),(56 335.9542),(57 338.55048),(58 341.787),(59 340.25687),(60 340.68033),(61 340.31647),(62 340.17963),(63 339.37527),(64 341.08615),(65 341.1829),(66 342.62433),(67 344.62015),(68 347.35645),(69 346.3133),(70 348.33975),(71 346.54242),(72 347.8054),(73 350.7871),(74 349.4563),(75 353.4495),(76 350.87375),(77 347.47485),(78 349.348),(79 347.25012),
(1 179.68312),(2 218.9837),(3 243.43024),(4 261.85275),(5 277.38132),(6 286.87112),(7 296.24823),(8 308.62216),(9 308.44766),(10 305.45782),(11 305.00708),(12 305.23563),(13 302.28152),(14 299.58765),(15 301.2928),(16 300.40128),(17 303.14526),(18 304.76898),(19 306.05624),(20 308.72946),(21 312.189),(22 315.64752),(23 322.69543),(24 321.4325),(25 322.33997),(26 319.64206),(27 321.5646),(28 322.74725),(29 321.63394),(30 323.0994),(31 324.88922),(32 326.6346),(33 328.41296),(34 330.78622),(35 334.13568),(36 334.56403),(37 335.84927),(38 337.32303),(39 341.1531),(40 344.00607),(41 344.25113),(42 346.9585),(43 348.14584),(44 348.3205),(45 344.0933),(46 343.28558),(47 339.32925),(48 338.3327),(49 334.17404),(50 333.58612),(51 338.2199),(52 336.79593),(53 339.6933),(54 337.10742),(55 338.22302),(56 339.03384),(57 340.24585),(58 341.11566),(59 337.5692),(60 336.17502),(61 333.79303),(62 335.47104),(63 336.12878),(64 339.30795),(65 342.20862),(66 340.11932),(67 343.27682),(68 346.78412),(69 346.47488),(70 348.12955),(71 350.56375),(72 349.88498),(73 348.4649),(74 344.7388),(75 348.42227),(76 347.62723),(77 343.6394),(78 339.574),(79 338.5594),
(1 178.49838),(2 216.79115),(3 239.7854),(4 257.92392),(5 271.6061),(6 279.08255),(7 286.99747),(8 296.29617),(9 297.47617),(10 294.71844),(11 292.6986),(12 293.8036),(13 291.00714),(14 289.10776),(15 293.6637),(16 294.0473),(17 295.28006),(18 295.9884),(19 299.876),(20 302.45215),(21 304.36703),(22 308.06485),(23 315.7675),(24 315.329),(25 314.41537),(26 316.29114),(27 319.02475),(28 318.95715),(29 319.8686),(30 320.73416),(31 320.9476),(32 325.37143),(33 326.7798),(34 326.37897),(35 328.4576),(36 328.03165),(37 328.70258),(38 332.60995),(39 334.84464),(40 332.13974),(41 332.53796),(42 331.63113),(43 331.03436),(44 329.19107),(45 332.54407),(46 334.36572),(47 330.24536),(48 328.41467),(49 325.79712),(50 327.81265),(51 330.69293),(52 327.7632),(53 331.34048),(54 328.86618),(55 330.83243),(56 333.4073),(57 336.7624),(58 337.82843),(59 336.87442),(60 334.23343),(61 332.73837),(62 335.0542),(63 336.07538),(64 336.5206),(65 335.98642),(66 334.6005),(67 337.6847),(68 339.44022),(69 337.62634),(70 336.78723),(71 338.25275),(72 340.25244),(73 338.67377),(74 337.1296),(75 337.46024),(76 336.342),(77 335.4854),(78 334.62158),(79 333.32147),
(1 178.63301),(2 216.76456),(3 240.39478),(4 260.0477),(5 272.10916),(6 282.5282),(7 284.3464),(8 298.3171),(9 297.76743),(10 297.52832),(11 298.45316),(12 294.77298),(13 297.82135),(14 295.7213),(15 303.8029),(16 301.99716),(17 301.5506),(18 300.426),(19 301.4043),(20 304.17828),(21 305.26624),(22 305.80267),(23 313.45422),(24 312.1539),(25 314.5514),(26 317.4522),(27 319.61523),(28 321.43518),(29 317.50565),(30 318.9623),(31 322.64795),(32 325.40875),(33 325.1032),(34 325.52548),(35 329.33936),(36 325.9603),(37 328.04944),(38 332.1023),(39 333.7273),(40 332.72888),(41 331.47528),(42 333.0709),(43 333.5754),(44 328.83353),(45 327.60043),(46 328.28442),(47 324.86102),(48 323.11865),(49 325.7555),(50 325.89603),(51 326.99225),(52 325.62537),(53 329.96335),(54 328.63248),(55 330.5101),(56 330.71198),(57 332.8201),(58 329.36667),(59 323.3408),(60 323.38553),(61 323.28842),(62 322.89874),(63 324.944),(64 326.5949),(65 327.88892),(66 327.41602),(67 328.10764),(68 332.39636),(69 332.43008),(70 334.97427),(71 334.27847),(72 335.84113),(73 335.17572),(74 332.55716),(75 336.1678),(76 333.6435),(77 334.45013),(78 336.12723),(79 336.68738),
(1 175.38272),(2 214.39429),(3 238.60507),(4 256.96912),(5 270.5482),(6 278.59427),(7 285.19495),(8 298.0217),(9 297.8296),(10 298.20438),(11 296.9636),(12 292.70175),(13 292.6096),(14 289.4944),(15 293.43665),(16 294.25797),(17 296.66855),(18 298.82596),(19 298.81442),(20 303.4321),(21 306.61533),(22 307.39478),(23 311.69858),(24 310.68915),(25 313.78085),(26 313.7838),(27 316.46695),(28 318.9233),(29 316.6776),(30 317.79074),(31 315.24692),(32 317.1414),(33 317.36368),(34 319.2176),(35 319.1828),(36 320.50543),(37 320.34738),(38 325.02005),(39 326.57587),(40 326.05035),(41 326.7898),(42 325.20102),(43 327.18423),(44 325.33887),(45 323.48788),(46 320.7577),(47 321.0516),(48 318.47656),(49 316.9922),(50 315.9233),(51 319.43243),(52 318.18527),(53 323.46143),(54 320.25217),(55 321.3291),(56 324.13275),(57 324.95895),(58 322.20712),(59 320.9012),(60 319.98242),(61 323.808),(62 324.25592),(63 325.58978),(64 326.8268),(65 324.18018),(66 325.48886),(67 327.6786),(68 330.2296),(69 331.01938),(70 333.46945),(71 336.79572),(72 334.39877),(73 334.01926),(74 332.7652),(75 333.77884),(76 335.0546),(77 334.22556),(78 333.75394),(79 336.23587),
(1 168.5803),(2 208.7816),(3 232.9136),(4 252.20514),(5 263.96674),(6 269.94763),(7 275.20676),(8 283.23926),(9 285.08176),(10 285.50415),(11 286.14206),(12 284.004),(13 282.3066),(14 281.2443),(15 282.89096),(16 286.5682),(17 286.29944),(18 285.7197),(19 289.49576),(20 289.7886),(21 292.80655),(22 295.54144),(23 300.71414),(24 296.24527),(25 295.7161),(26 300.6018),(27 302.92014),(28 302.85077),(29 300.50946),(30 302.02036),(31 301.8302),(32 303.30048),(33 305.2975),(34 305.54318),(35 307.8047),(36 308.7778),(37 309.27423),(38 315.96735),(39 319.9454),(40 318.6656),(41 322.31985),(42 323.64673),(43 326.81375),(44 322.07642),(45 320.68936),(46 321.6199),(47 318.5127),(48 314.6237),(49 315.8997),(50 317.5059),(51 317.95468),(52 320.00314),(53 325.85492),(54 322.5725),(55 323.67575),(56 326.35788),(57 326.88577),(58 325.00183),(59 321.75256),(60 317.30582),(61 314.03046),(62 315.42017),(63 316.52505),(64 318.23413),(65 316.65182),(66 316.9459),(67 315.2547),(68 319.3433),(69 319.60968),(70 318.25),(71 318.8536),(72 318.36942),(73 316.827),(74 315.9949),(75 317.26022),(76 319.29575),(77 317.64233),(78 316.6265),(79 317.39624),
(1 170.99033),(2 208.20872),(3 231.22638),(4 251.49976),(5 266.74686),(6 273.5951),(7 281.00458),(8 292.60223),(9 292.9623),(10 290.5501),(11 289.79047),(12 286.311),(13 288.68347),(14 286.1216),(15 283.95706),(16 288.18655),(17 286.75882),(18 286.6349),(19 290.17102),(20 293.03375),(21 293.92264),(22 295.7225),(23 304.1851),(24 303.51263),(25 302.02438),(26 301.63666),(27 304.16415),(28 307.099),(29 307.52936),(30 307.62637),(31 309.36377),(32 309.31653),(33 310.08853),(34 310.0569),(35 312.02695),(36 316.39133),(37 317.07718),(38 323.27667),(39 323.1263),(40 321.89856),(41 324.7268),(42 324.0661),(43 325.13608),(44 323.05347),(45 323.0632),(46 325.13074),(47 324.65646),(48 324.10513),(49 324.417),(50 320.13397),(51 321.04675),(52 319.37448),(53 327.25763),(54 320.6223),(55 318.51273),(56 321.40726),(57 322.17023),(58 324.63815),(59 322.73352),(60 317.23996),(61 320.1223),(62 320.4107),(63 324.2906),(64 324.00363),(65 325.5125),(66 324.04373),(67 324.28955),(68 328.64258),(69 326.94473),(70 325.63782),(71 327.89926),(72 327.69965),(73 325.90143),(74 322.57333),(75 325.8472),(76 323.47342),(77 318.96573),(78 321.45526),(79 319.66922),
(1 170.59523),(2 207.85219),(3 231.16722),(4 252.57758),(5 265.03137),(6 273.50333),(7 279.93027),(8 288.29178),(9 288.26263),(10 287.9598),(11 284.45544),(12 282.4194),(13 282.61975),(14 280.00845),(15 281.77475),(16 285.51984),(17 283.53287),(18 285.30905),(19 288.19537),(20 288.9651),(21 289.67792),(22 287.43167),(23 293.98666),(24 292.85062),(25 293.16742),(26 293.93405),(27 298.44153),(28 300.053),(29 298.47382),(30 299.63266),(31 301.75217),(32 301.0942),(33 302.5547),(34 303.10114),(35 305.96564),(36 309.3664),(37 313.60645),(38 317.25125),(39 316.36185),(40 317.73398),(41 315.75903),(42 316.05313),(43 314.83832),(44 313.3289),(45 307.469),(46 308.61478),(47 308.9231),(48 308.959),(49 307.35434),(50 308.48083),(51 309.82758),(52 311.0211),(53 314.41183),(54 310.59482),(55 313.11746),(56 313.66937),(57 315.71588),(58 316.29932),(59 316.27072),(60 313.19116),(61 311.7603),(62 312.09628),(63 314.466),(64 314.95212),(65 317.18103),(66 316.51843),(67 316.12268),(68 322.3899),(69 317.5858),(70 318.7361),(71 319.17477),(72 317.62167),(73 316.10217),(74 314.478),(75 319.19794),(76 320.3931),(77 318.64288),(78 316.38834),(79 318.9089),
(1 171.1489),(2 209.11238),(3 231.99995),(4 254.14108),(5 268.36426),(6 278.60477),(7 281.58182),(8 289.32626),(9 288.43024),(10 290.74304),(11 289.39703),(12 287.25262),(13 286.61725),(14 283.9447),(15 283.295),(16 283.96066),(17 285.46295),(18 286.89655),(19 287.60107),(20 289.12372),(21 294.1706),(22 295.27032),(23 303.1104),(24 306.98392),(25 306.8258),(26 307.3042),(27 305.62555),(28 307.5318),(29 305.86536),(30 306.12424),(31 306.4952),(32 305.55423),(33 309.4417),(34 311.19263),(35 313.05103),(36 312.04984),(37 314.12082),(38 320.7656),(39 319.56857),(40 320.58932),(41 320.51202),(42 317.74164),(43 318.74496),(44 317.03473),(45 312.18668),(46 311.7179),(47 310.6959),(48 312.84488),(49 309.32285),(50 307.72354),(51 310.59796),(52 312.51346),(53 318.0797),(54 314.38394),(55 317.28717),(56 316.41495),(57 320.46292),(58 321.84323),(59 317.53928),(60 318.49756),(61 316.99408),(62 314.97275),(63 316.4218),(64 314.0098),(65 315.4215),(66 317.36566),(67 320.7942),(68 325.04297),(69 321.88666),(70 325.23358),(71 325.90515),(72 326.08878),(73 325.39713),(74 320.811),(75 325.86832),(76 324.91455),(77 322.76874),(78 323.0758),(79 322.2291),
(1 169.15369),(2 204.97432),(3 223.79585),(4 242.34912),(5 255.57379),(6 261.74783),(7 265.3355),(8 276.9972),(9 278.85718),(10 280.27777),(11 278.52106),(12 276.9823),(13 276.46262),(14 275.29572),(15 277.76123),(16 277.3296),(17 274.09824),(18 272.7257),(19 276.2451),(20 278.90262),(21 279.80164),(22 282.80478),(23 291.41196),(24 293.56787),(25 292.7279),(26 295.77087),(27 293.94357),(28 298.01416),(29 295.32404),(30 294.87115),(31 295.21152),(32 297.23386),(33 300.6346),(34 302.3594),(35 304.24817),(36 307.2263),(37 309.2857),(38 316.26004),(39 313.66708),(40 313.54062),(41 311.41196),(42 310.68152),(43 311.55966),(44 306.46497),(45 301.83102),(46 299.5562),(47 297.89587),(48 299.3198),(49 295.78543),(50 293.01553),(51 296.0209),(52 297.81937),(53 304.9528),(54 301.44574),(55 303.16293),(56 305.6487),(57 306.6349),(58 307.92917),(59 305.7841),(60 306.5661),(61 310.04147),(62 310.74936),(63 314.17963),(64 311.06534),(65 314.065),(66 312.62665),(67 313.25476),(68 316.19305),(69 317.2695),(70 315.57352),(71 318.7922),(72 320.7526),(73 318.5325),(74 314.8497),(75 318.35687),(76 318.39148),(77 316.3246),(78 316.5695),(79 318.25876),
(1 167.2364),(2 202.3009),(3 227.2432),(4 247.70824),(5 258.70258),(6 267.7907),(7 272.58768),(8 282.29303),(9 283.0961),(10 280.78818),(11 279.19058),(12 277.70258),(13 273.84378),(14 271.5755),(15 275.01065),(16 276.60455),(17 280.28864),(18 281.35324),(19 281.70084),(20 284.406),(21 288.5661),(22 291.7383),(23 299.40417),(24 296.2133),(25 297.5717),(26 300.53763),(27 297.82465),(28 298.39462),(29 298.52805),(30 299.08176),(31 302.1402),(32 304.2014),(33 307.37503),(34 308.3546),(35 309.38528),(36 310.4716),(37 311.24655),(38 313.20367),(39 316.46265),(40 315.98618),(41 313.33243),(42 314.6591),(43 315.32883),(44 310.94742),(45 308.18256),(46 306.57602),(47 303.00568),(48 305.02603),(49 303.31107),(50 298.62903),(51 303.3813),(52 303.44275),(53 309.87732),(54 307.9778),(55 308.06036),(56 310.58307),(57 309.87335),(58 310.98413),(59 308.43503),(60 305.75262),(61 302.51276),(62 300.30286),(63 298.02682),(64 297.33536),(65 298.5928),(66 300.2287),(67 297.75732),(68 302.74228),(69 301.07343),(70 302.18176),(71 304.49078),(72 300.7565),(73 301.61615),(74 297.38742),(75 298.9364),(76 300.45285),(77 300.5505),(78 301.5651),(79 301.6028),
(1 167.76117),(2 203.89899),(3 227.11542),(4 245.41197),(5 256.9182),(6 264.36786),(7 269.136),(8 275.8941),(9 275.7295),(10 276.39227),(11 273.19675),(12 272.29257),(13 269.80038),(14 267.8559),(15 272.12872),(16 272.23575),(17 275.8552),(18 277.85532),(19 278.8295),(20 282.51917),(21 285.79645),(22 286.73633),(23 292.6009),(24 293.0341),(25 291.572),(26 295.3906),(27 295.31473),(28 296.03888),(29 291.86035),(30 295.25238),(31 295.4508),(32 297.0572),(33 298.6358),(34 300.38168),(35 303.3775),(36 306.03433),(37 304.78674),(38 306.91193),(39 308.65616),(40 307.04044),(41 304.4026),(42 303.63257),(43 302.2312),(44 300.87955),(45 295.7218),(46 297.52258),(47 295.98535),(48 298.5964),(49 299.84848),(50 298.99832),(51 301.82816),(52 303.019),(53 306.29358),(54 303.98505),(55 301.50818),(56 302.93198),(57 303.65433),(58 304.7865),(59 301.96448),(60 296.4251),(61 297.21896),(62 299.14597),(63 299.42072),(64 299.483),(65 301.9054),(66 303.56314),(67 306.7775),(68 307.81232),(69 309.5659),(70 311.2952),(71 309.97516),(72 309.60788),(73 306.3916),(74 305.1183),(75 305.32245),(76 306.71246),(77 307.35562),(78 306.99857),(79 304.86285),
