1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23.997076),(2 35.934216),(3 44.042763),(4 45.64985),(5 46.506237),(6 46.972584),(7 48.058907),(8 48.76752),(9 48.900364),(10 49.541798),(11 49.838123),(12 50.34396),(13 50.92521),(14 51.432163),(15 51.16843),(16 51.65881),(17 51.569046),(18 51.32231),(19 52.186264),(20 52.63253),(21 52.550224),(22 53.078674),(23 53.443565),(24 54.201885),(25 53.985214),(26 54.183575),(27 54.289993),(28 54.20536),(29 54.447353),(30 54.643673),(31 54.914715),(32 55.338657),(33 55.179607),(34 55.027756),(35 55.08514),(36 55.6668),(37 56.069664),(38 56.770172),(39 56.16402),(40 56.150925),(41 56.82358),(42 57.01736),(43 57.1176),(44 57.326916),(45 56.95468),(46 57.04291),(47 56.56513),(48 56.6588),(49 56.798416),(50 56.830414),(51 56.62712),(52 56.7994),(53 56.672287),(54 56.798286),(55 56.03141),(56 55.38398),(57 55.223602),(58 54.748344),(59 54.40695),(60 54.72068),(61 54.751987),(62 54.65413),(63 54.79154),(64 54.288624),(65 54.4034),(66 54.249302),(67 54.598293),(68 54.94504),(69 54.801064),(70 54.315975),(71 54.305046),(72 54.753445),(73 55.071503),(74 55.686703),(75 55.650314),(76 55.532066),(77 56.076874),(78 56.070663),(79 55.964123),
(1 22.838737),(2 34.225365),(3 42.142784),(4 44.025295),(5 44.89877),(6 45.174812),(7 45.716633),(8 46.276962),(9 46.832233),(10 47.797626),(11 48.39548),(12 49.046623),(13 48.994045),(14 49.257973),(15 48.958168),(16 49.374546),(17 49.289726),(18 49.55616),(19 49.86721),(20 50.42918),(21 50.51568),(22 51.00624),(23 51.116577),(24 51.82184),(25 51.823807),(26 51.76696),(27 52.068825),(28 51.650494),(29 52.293224),(30 52.93208),(31 53.086937),(32 54.053574),(33 54.00222),(34 53.051834),(35 52.9555),(36 53.1003),(37 53.39211),(38 53.706535),(39 53.57183),(40 53.642597),(41 54.161396),(42 53.89638),(43 54.0932),(44 54.035294),(45 53.98848),(46 53.580864),(47 53.981445),(48 54.180748),(49 54.346634),(50 53.82089),(51 52.92443),(52 52.81466),(53 51.86242),(54 51.8475),(55 52.022354),(56 52.34435),(57 52.617138),(58 52.762478),(59 51.734547),(60 52.123486),(61 52.55579),(62 52.907692),(63 52.858208),(64 52.565956),(65 52.300026),(66 52.214645),(67 52.15454),(68 52.412178),(69 52.72369),(70 52.351486),(71 52.232986),(72 52.810276),(73 53.21699),(74 53.42571),(75 53.17493),(76 53.643055),(77 54.020195),(78 53.91206),(79 53.60769),
(1 23.181814),(2 34.591957),(3 42.393036),(4 44.354584),(5 45.321983),(6 45.90946),(7 46.723465),(8 47.353428),(9 47.68551),(10 48.37514),(11 48.609905),(12 48.786232),(13 49.799103),(14 50.45579),(15 50.280067),(16 50.301735),(17 50.46682),(18 50.30323),(19 50.693783),(20 50.902752),(21 51.435078),(22 51.387688),(23 51.58738),(24 51.98518),(25 51.944416),(26 51.915916),(27 52.123127),(28 51.5078),(29 52.248817),(30 52.735466),(31 52.897247),(32 54.179543),(33 54.38042),(34 54.118584),(35 54.46742),(36 54.861988),(37 54.90206),(38 55.247612),(39 55.257214),(40 54.97365),(41 55.251556),(42 55.58181),(43 55.94845),(44 56.06487),(45 55.813263),(46 55.749096),(47 55.48459),(48 55.50701),(49 55.908985),(50 55.550682),(51 55.750237),(52 55.391785),(53 55.099083),(54 54.47886),(55 54.080666),(56 53.98417),(57 53.8758),(58 53.898277),(59 53.161568),(60 53.130432),(61 53.369713),(62 53.196236),(63 53.51159),(64 53.135033),(65 52.97619),(66 53.132744),(67 53.046947),(68 53.036793),(69 52.366646),(70 52.688427),(71 52.72216),(72 52.698467),(73 53.01706),(74 53.543396),(75 53.69738),(76 53.821644),(77 54.00068),(78 53.712524),(79 53.98225),
(1 22.818523),(2 33.822144),(3 41.683228),(4 43.373806),(5 44.345722),(6 45.40695),(7 46.083908),(8 46.31609),(9 46.269634),(10 47.27823),(11 48.01784),(12 48.72823),(13 49.113144),(14 49.584404),(15 49.40766),(16 49.276886),(17 49.45227),(18 49.438656),(19 50.040245),(20 50.178036),(21 50.519314),(22 50.81235),(23 51.12822),(24 52.109386),(25 52.41371),(26 52.504364),(27 52.263565),(28 51.402874),(29 52.275314),(30 52.511925),(31 52.889034),(32 53.11602),(33 53.379955),(34 53.114346),(35 53.468815),(36 53.829575),(37 54.266155),(38 54.226833),(39 54.240936),(40 54.431675),(41 55.325867),(42 55.664448),(43 55.80802),(44 55.867104),(45 55.19669),(46 55.030792),(47 55.88309),(48 55.36849),(49 55.063843),(50 54.333595),(51 54.463375),(52 54.510906),(53 54.354336),(54 54.085457),(55 53.96244),(56 53.477074),(57 53.769363),(58 53.973637),(59 53.708866),(60 53.673717),(61 53.83975),(62 53.73213),(63 53.506092),(64 53.280373),(65 52.88623),(66 52.991188),(67 52.76492),(68 52.740833),(69 52.829136),(70 52.72628),(71 52.462208),(72 52.26148),(73 52.30009),(74 52.502533),(75 52.65932),(76 53.032845),(77 52.922104),(78 52.706593),(79 53.15072),
(1 22.667755),(2 33.766743),(3 41.4093),(4 43.75509),(5 44.703175),(6 45.739693),(7 46.201233),(8 46.79543),(9 46.62516),(10 47.51388),(11 47.58053),(12 47.933056),(13 48.700058),(14 48.880436),(15 48.43946),(16 49.233482),(17 49.003845),(18 48.902954),(19 49.395657),(20 49.31254),(21 49.848663),(22 50.00408),(23 50.804478),(24 51.3578),(25 51.58504),(26 51.725037),(27 51.701015),(28 51.131794),(29 51.116783),(30 51.328854),(31 51.519417),(32 52.087803),(33 52.455814),(34 52.361347),(35 53.05782),(36 53.356495),(37 53.703175),(38 53.87881),(39 53.618458),(40 53.440052),(41 54.581917),(42 54.480297),(43 54.403446),(44 54.20846),(45 53.591927),(46 53.777935),(47 53.99183),(48 53.75898),(49 53.931606),(50 53.691048),(51 53.07729),(52 52.992928),(53 52.884094),(54 52.125347),(55 51.86479),(56 51.520355),(57 51.57114),(58 51.45917),(59 51.145336),(60 51.817432),(61 52.047817),(62 51.99118),(63 51.607746),(64 51.605553),(65 51.491425),(66 51.99185),(67 52.25554),(68 52.64508),(69 53.227135),(70 53.110817),(71 53.00971),(72 53.29318),(73 53.460842),(74 53.739742),(75 53.435432),(76 53.616676),(77 53.740364),(78 53.454044),(79 53.993244),
(1 22.66625),(2 33.881348),(3 41.66262),(4 43.64415),(5 44.572723),(6 45.34811),(7 45.954723),(8 46.31125),(9 46.100822),(10 46.762333),(11 46.905098),(12 47.48797),(13 48.230778),(14 48.535),(15 48.393124),(16 48.597527),(17 48.480156),(18 48.941635),(19 49.33067),(20 49.52012),(21 49.901382),(22 50.26689),(23 50.90741),(24 51.46381),(25 51.843628),(26 51.847168),(27 51.888893),(28 51.06616),(29 51.765213),(30 51.87262),(31 52.11676),(32 52.737442),(33 52.83513),(34 52.67944),(35 53.04691),(36 53.38098),(37 54.113354),(38 54.25297),(39 54.660683),(40 55.159027),(41 55.49945),(42 55.25189),(43 54.51129),(44 54.38583),(45 53.96816),(46 53.996956),(47 53.92689),(48 53.57447),(49 53.54754),(50 52.89066),(51 53.70209),(52 53.59726),(53 53.115257),(54 52.808117),(55 52.453674),(56 52.329163),(57 52.3698),(58 52.05944),(59 51.97731),(60 51.63614),(61 51.504898),(62 51.42462),(63 51.88755),(64 51.961136),(65 51.875984),(66 51.37868),(67 51.1912),(68 51.08053),(69 50.557026),(70 50.49673),(71 50.569847),(72 50.509087),(73 50.580486),(74 50.709816),(75 50.623344),(76 50.700222),(77 50.834736),(78 50.27933),(79 50.731155),
(1 23.05103),(2 34.695034),(3 42.65848),(4 44.31765),(5 45.376488),(6 45.757114),(7 46.385242),(8 46.99588),(9 47.892254),(10 48.36629),(11 48.255005),(12 48.547115),(13 48.852173),(14 48.901173),(15 48.72217),(16 49.273415),(17 49.218517),(18 49.50737),(19 50.429485),(20 50.66408),(21 50.41871),(22 50.35107),(23 50.679832),(24 51.12977),(25 51.77424),(26 51.950848),(27 51.263607),(28 50.892796),(29 50.632053),(30 50.775963),(31 51.31629),(32 52.38437),(33 52.72136),(34 52.45691),(35 52.37313),(36 52.435516),(37 52.74686),(38 53.501923),(39 53.768635),(40 54.254948),(41 55.313644),(42 55.25715),(43 55.56762),(44 55.243786),(45 55.343323),(46 55.44607),(47 55.041473),(48 54.714596),(49 54.754105),(50 54.56039),(51 54.46804),(52 54.31508),(53 53.719604),(54 53.203312),(55 52.89731),(56 52.449986),(57 52.86721),(58 53.205357),(59 52.633324),(60 52.891953),(61 53.12189),(62 53.095425),(63 53.128532),(64 52.71467),(65 52.60557),(66 52.8082),(67 52.23026),(68 52.04691),(69 52.49088),(70 52.573566),(71 52.63653),(72 52.54944),(73 52.47611),(74 52.8896),(75 52.722275),(76 53.201317),(77 52.989162),(78 52.29825),(79 52.42836),
(1 22.576504),(2 34.10521),(3 42.145264),(4 44.054203),(5 45.075966),(6 45.698082),(7 46.93331),(8 47.26291),(9 47.260727),(10 47.37187),(11 47.327435),(12 47.784763),(13 48.90058),(14 49.392334),(15 49.14795),(16 49.13822),(17 49.084797),(18 49.18648),(19 49.618797),(20 49.464783),(21 49.48286),(22 50.26144),(23 49.996166),(24 50.02493),(25 50.342403),(26 50.47369),(27 50.784023),(28 50.952335),(29 51.50095),(30 51.845936),(31 52.081562),(32 53.010624),(33 52.931957),(34 52.33099),(35 52.101208),(36 52.35003),(37 52.90372),(38 53.71445),(39 53.498398),(40 53.9409),(41 54.06826),(42 54.037174),(43 54.230476),(44 54.090633),(45 53.839085),(46 54.237762),(47 53.764034),(48 53.375847),(49 53.508125),(50 53.362915),(51 53.301186),(52 53.595367),(53 53.200737),(54 53.036404),(55 53.118576),(56 53.180313),(57 52.887894),(58 52.880707),(59 52.38447),(60 52.147102),(61 52.161186),(62 52.25379),(63 52.015457),(64 51.648346),(65 51.518345),(66 51.75334),(67 51.371334),(68 51.41869),(69 51.410957),(70 51.556396),(71 51.43782),(72 51.198593),(73 50.99415),(74 51.088646),(75 51.355824),(76 51.46177),(77 51.543873),(78 51.458397),(79 52.128876),
(1 22.137941),(2 33.2252),(3 41.028713),(4 42.296997),(5 43.196594),(6 44.06957),(7 45.06127),(8 45.356495),(9 45.626877),(10 46.021587),(11 46.022327),(12 46.11001),(13 47.02195),(14 47.17899),(15 47.396095),(16 47.825417),(17 48.000076),(18 48.157295),(19 48.47559),(20 48.432922),(21 48.4448),(22 49.138496),(23 49.52161),(24 49.92142),(25 49.986458),(26 50.40191),(27 50.575146),(28 50.335815),(29 51.202816),(30 51.23156),(31 51.550995),(32 52.411655),(33 52.76668),(34 52.517094),(35 52.730892),(36 53.467556),(37 54.25036),(38 54.805668),(39 55.090446),(40 55.734673),(41 56.377125),(42 56.29497),(43 56.27787),(44 55.75288),(45 55.68116),(46 55.89798),(47 56.391537),(48 56.389202),(49 56.851788),(50 56.961605),(51 57.721813),(52 57.711517),(53 56.79653),(54 56.502415),(55 56.061874),(56 56.081787),(57 56.0507),(58 55.73657),(59 54.99479),(60 54.91805),(61 54.972324),(62 54.59393),(63 53.705017),(64 52.79552),(65 52.487114),(66 52.614384),(67 52.497753),(68 52.368103),(69 51.741016),(70 51.90922),(71 51.801964),(72 51.208355),(73 51.166756),(74 51.275192),(75 51.618446),(76 51.537014),(77 51.804184),(78 51.80166),(79 52.11947),
(1 22.06261),(2 33.204617),(3 41.270412),(4 43.160294),(5 44.159355),(6 45.172947),(7 45.634827),(8 46.388874),(9 46.443768),(10 47.095257),(11 47.527145),(12 47.961678),(13 48.46328),(14 48.72412),(15 48.71791),(16 48.540615),(17 48.59687),(18 48.52313),(19 49.433113),(20 49.408485),(21 49.662537),(22 49.92653),(23 50.174896),(24 50.867615),(25 50.90329),(26 51.394024),(27 51.66997),(28 51.321228),(29 51.8103),(30 51.822266),(31 52.104992),(32 53.082756),(33 53.76888),(34 53.019688),(35 54.029152),(36 54.750927),(37 55.566254),(38 56.120213),(39 56.384296),(40 56.705975),(41 58.11432),(42 58.315365),(43 58.76125),(44 58.362366),(45 58.204796),(46 58.133022),(47 57.546295),(48 57.555767),(49 57.74255),(50 57.2697),(51 57.477646),(52 57.251072),(53 56.68926),(54 56.482494),(55 56.100307),(56 55.73477),(57 55.63701),(58 55.435913),(59 54.40333),(60 54.531944),(61 54.77731),(62 54.657776),(63 54.446312),(64 54.288555),(65 54.0807),(66 53.663754),(67 53.50538),(68 53.466446),(69 53.953197),(70 53.446777),(71 53.364452),(72 53.127922),(73 53.58411),(74 53.77161),(75 53.443726),(76 53.77896),(77 53.589336),(78 53.308823),(79 53.83378),
(1 21.795523),(2 32.70726),(3 40.39408),(4 41.845024),(5 42.59031),(6 43.267036),(7 44.094345),(8 44.81373),(9 45.19426),(10 45.620087),(11 45.955975),(12 46.334423),(13 47.164158),(14 47.715244),(15 47.730156),(16 48.340145),(17 48.725296),(18 48.469643),(19 48.72478),(20 48.67072),(21 49.352715),(22 49.8839),(23 50.22036),(24 50.75577),(25 50.76662),(26 50.954792),(27 51.304058),(28 50.563084),(29 50.782497),(30 51.165012),(31 51.994396),(32 53.550037),(33 54.14671),(34 53.616875),(35 53.964165),(36 54.6323),(37 55.4271),(38 56.265266),(39 56.72547),(40 57.323673),(41 58.580124),(42 59.27624),(43 60.00375),(44 59.02085),(45 58.786434),(46 58.572113),(47 58.649986),(48 58.572952),(49 58.83298),(50 58.600872),(51 58.32216),(52 58.199104),(53 57.361595),(54 57.017624),(55 56.545773),(56 55.931942),(57 56.096397),(58 55.98226),(59 55.618866),(60 55.77003),(61 55.710163),(62 55.577908),(63 55.146313),(64 54.413372),(65 54.252693),(66 54.37683),(67 54.3892),(68 54.397964),(69 54.320564),(70 54.301567),(71 54.248104),(72 54.308857),(73 54.63137),(74 54.76531),(75 54.27415),(76 54.008465),(77 54.20207),(78 54.085297),(79 53.926296),
(1 22.349644),(2 33.92778),(3 41.68519),(4 43.389595),(5 44.196907),(6 44.624863),(7 45.78782),(8 46.717243),(9 47.396225),(10 47.40297),(11 47.820404),(12 48.06493),(13 48.79418),(14 48.910027),(15 48.839),(16 49.552113),(17 49.872345),(18 49.814667),(19 50.361034),(20 50.740658),(21 51.77598),(22 52.083168),(23 52.112064),(24 51.871544),(25 52.54796),(26 52.94325),(27 52.971626),(28 53.14754),(29 53.358707),(30 53.307926),(31 54.23109),(32 54.959625),(33 54.991055),(34 54.61699),(35 54.89101),(36 55.87827),(37 56.785366),(38 58.405876),(39 58.79923),(40 59.09049),(41 60.376198),(42 61.283436),(43 62.30795),(44 61.63047),(45 61.27472),(46 61.040157),(47 61.045185),(48 61.193424),(49 61.424313),(50 60.86192),(51 60.63968),(52 60.626816),(53 59.55475),(54 59.00879),(55 58.579437),(56 58.00003),(57 58.160236),(58 57.999405),(59 57.143867),(60 57.127552),(61 57.21847),(62 56.919926),(63 56.110863),(64 55.399124),(65 55.327522),(66 55.134945),(67 55.028343),(68 54.923126),(69 54.656845),(70 54.726574),(71 55.091118),(72 54.999),(73 55.026928),(74 55.612564),(75 55.520718),(76 55.57256),(77 55.560795),(78 55.747852),(79 56.31041),
(1 21.318405),(2 31.931118),(3 39.189514),(4 40.736885),(5 41.394203),(6 42.319195),(7 43.581356),(8 44.08441),(9 44.261665),(10 45.174286),(11 45.655525),(12 45.92129),(13 46.556316),(14 46.808487),(15 46.267536),(16 46.864124),(17 46.796684),(18 46.726765),(19 47.52296),(20 47.71096),(21 48.160034),(22 48.479713),(23 48.542652),(24 48.608456),(25 49.013496),(26 49.42756),(27 49.352615),(28 49.44106),(29 49.819305),(30 50.223545),(31 50.43264),(32 51.65224),(33 52.35203),(34 52.136543),(35 52.109932),(36 52.910408),(37 53.661785),(38 54.47117),(39 55.406303),(40 55.93085),(41 57.239567),(42 57.82799),(43 58.730328),(44 57.831512),(45 57.733475),(46 57.42222),(47 57.783314),(48 57.55944),(49 57.265583),(50 56.502144),(51 56.090485),(52 55.435455),(53 54.74109),(54 54.244976),(55 54.048584),(56 53.871105),(57 53.973503),(58 53.75661),(59 53.07554),(60 53.456623),(61 52.95196),(62 52.55046),(63 52.06021),(64 51.458828),(65 51.165497),(66 51.149647),(67 50.764812),(68 50.57391),(69 50.64948),(70 50.48665),(71 50.9094),(72 50.655632),(73 50.68992),(74 50.83546),(75 50.521065),(76 50.69354),(77 50.92384),(78 51.09161),(79 51.691704),
(1 21.3092),(2 31.809523),(3 39.295277),(4 41.233704),(5 42.09746),(6 42.779873),(7 43.837048),(8 44.584587),(9 45.217545),(10 45.37002),(11 45.57881),(12 45.723618),(13 46.942204),(14 47.66077),(15 47.66384),(16 48.392956),(17 48.154247),(18 48.07752),(19 48.93336),(20 49.33864),(21 49.919685),(22 49.769314),(23 49.85086),(24 50.455803),(25 50.629627),(26 50.43411),(27 50.232307),(28 50.499767),(29 50.816933),(30 51.17539),(31 51.775013),(32 52.529247),(33 53.12637),(34 53.612026),(35 53.8542),(36 54.089775),(37 54.2623),(38 54.47156),(39 55.39715),(40 55.96178),(41 57.190937),(42 57.839195),(43 58.413242),(44 57.779316),(45 58.058388),(46 58.303493),(47 58.43149),(48 58.02623),(49 57.994095),(50 57.61782),(51 57.357655),(52 57.438145),(53 56.394073),(54 56.455227),(55 56.200546),(56 55.833134),(57 55.75588),(58 55.523544),(59 54.83458),(60 54.948914),(61 54.684834),(62 54.655388),(63 54.36945),(64 54.10421),(65 54.132626),(66 54.372505),(67 54.292118),(68 54.294575),(69 54.151356),(70 53.970642),(71 53.96834),(72 53.67668),(73 53.973694),(74 54.144783),(75 54.038906),(76 54.169853),(77 54.42368),(78 54.355545),(79 54.54657),
(1 21.948595),(2 32.485733),(3 39.884308),(4 41.40834),(5 42.42918),(6 43.396385),(7 44.27753),(8 44.457153),(9 44.835068),(10 45.11985),(11 45.32108),(12 45.835682),(13 46.40528),(14 46.96399),(15 46.791733),(16 47.333515),(17 47.30842),(18 47.144672),(19 47.454826),(20 47.3155),(21 47.51086),(22 47.83298),(23 48.334297),(24 48.93521),(25 49.88121),(26 49.671528),(27 49.026173),(28 48.86347),(29 49.35549),(30 49.656063),(31 50.2367),(32 51.2197),(33 52.145226),(34 51.274338),(35 51.725937),(36 52.056515),(37 52.016823),(38 52.460148),(39 52.60629),(40 53.213135),(41 54.9786),(42 55.5224),(43 55.607265),(44 54.651443),(45 54.57739),(46 54.837044),(47 55.22609),(48 55.332314),(49 55.74685),(50 55.729828),(51 55.07736),(52 54.618023),(53 53.674168),(54 53.266933),(55 53.11312),(56 52.63858),(57 52.923782),(58 52.931786),(59 52.595646),(60 52.419907),(61 52.322155),(62 51.9934),(63 51.75499),(64 51.58434),(65 51.668877),(66 51.780643),(67 51.669334),(68 51.781467),(69 50.973145),(70 50.847084),(71 50.896523),(72 50.96743),(73 51.034348),(74 51.38727),(75 50.82052),(76 51.282333),(77 51.42233),(78 51.84507),(79 51.424896),
(1 21.182558),(2 31.659952),(3 39.03583),(4 40.7933),(5 41.70457),(6 41.815533),(7 42.67671),(8 43.17599),(9 43.14535),(10 43.59406),(11 43.92361),(12 44.678432),(13 45.2718),(14 45.775955),(15 45.79652),(16 46.17524),(17 46.31618),(18 46.53266),(19 46.790062),(20 46.906616),(21 47.23447),(22 47.57556),(23 48.003105),(24 48.28479),(25 48.414642),(26 49.015144),(27 48.937298),(28 49.051716),(29 49.573227),(30 49.791843),(31 50.361057),(32 50.735027),(33 51.393353),(34 50.772785),(35 51.21658),(36 51.771038),(37 52.186928),(38 52.707573),(39 52.009068),(40 51.94694),(41 53.008495),(42 53.39789),(43 53.718044),(44 53.30958),(45 53.229008),(46 53.44844),(47 53.40332),(48 52.98487),(49 53.207237),(50 53.360077),(51 53.151),(52 53.02038),(53 52.57279),(54 51.657406),(55 51.187115),(56 51.18168),(57 51.146305),(58 51.094166),(59 50.81767),(60 50.980488),(61 50.94783),(62 50.53256),(63 50.275757),(64 49.84717),(65 49.876156),(66 49.741833),(67 50.136177),(68 50.05146),(69 49.80008),(70 49.632866),(71 49.653534),(72 49.744682),(73 49.570225),(74 49.70368),(75 49.666595),(76 50.30252),(77 50.37399),(78 50.10071),(79 50.375965),
(1 21.391525),(2 31.921152),(3 39.287045),(4 40.990883),(5 41.919018),(6 42.390526),(7 43.166046),(8 43.610588),(9 44.162914),(10 44.743267),(11 44.889248),(12 45.270668),(13 45.92651),(14 46.175858),(15 45.950275),(16 46.34929),(17 46.70387),(18 46.793793),(19 47.433365),(20 47.617733),(21 48.176525),(22 48.27729),(23 48.29966),(24 48.557186),(25 49.249374),(26 49.36518),(27 49.345554),(28 49.432045),(29 49.440453),(30 49.81833),(31 50.581383),(32 51.01401),(33 51.444),(34 50.59859),(35 51.07337),(36 51.451332),(37 51.78058),(38 51.639694),(39 51.473644),(40 51.52365),(41 52.604904),(42 52.77955),(43 53.19147),(44 52.33845),(45 52.162827),(46 52.22934),(47 52.81849),(48 52.425095),(49 52.083008),(50 51.57823),(51 52.07373),(52 52.134037),(53 51.99014),(54 51.571),(55 51.343437),(56 50.967056),(57 51.181805),(58 50.80071),(59 50.282486),(60 50.554234),(61 50.788197),(62 50.776012),(63 50.625736),(64 50.388474),(65 50.420906),(66 49.80676),(67 49.93477),(68 50.060223),(69 49.888294),(70 49.906357),(71 49.969685),(72 50.609352),(73 50.46502),(74 50.81813),(75 50.528507),(76 50.852005),(77 51.171314),(78 50.3874),(79 50.568726),
(1 21.146782),(2 31.738602),(3 38.85015),(4 40.442142),(5 41.138897),(6 41.451363),(7 42.507053),(8 43.018864),(9 43.12081),(10 43.148125),(11 43.509544),(12 43.72837),(13 44.2554),(14 44.87568),(15 44.897614),(16 45.345642),(17 45.51054),(18 45.690613),(19 46.066456),(20 46.52972),(21 46.822697),(22 47.116493),(23 47.485924),(24 48.11044),(25 47.952538),(26 49.208775),(27 49.516747),(28 49.79399),(29 50.12886),(30 50.239006),(31 50.79644),(32 51.354713),(33 51.736908),(34 51.26841),(35 51.199806),(36 51.266403),(37 51.363834),(38 51.74242),(39 51.219154),(40 51.26132),(41 51.795662),(42 52.21566),(43 52.692852),(44 52.67935),(45 52.35861),(46 52.20666),(47 52.358826),(48 52.135708),(49 52.30851),(50 52.2721),(51 51.733757),(52 51.486973),(53 50.819633),(54 50.603764),(55 50.513744),(56 50.617752),(57 50.39218),(58 50.0011),(59 49.77457),(60 50.22952),(61 50.738388),(62 50.580265),(63 50.33408),(64 49.98876),(65 49.969654),(66 50.248753),(67 50.505283),(68 50.30232),(69 49.918484),(70 49.994247),(71 49.91681),(72 50.04354),(73 50.333706),(74 50.538227),(75 50.171463),(76 50.1572),(77 50.35579),(78 49.85218),(79 50.36696),
