1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 228896.88),(2 482340.6),(3 770835.2),(4 1195407),(5 1518362.4),(6 1843584.5),(7 2254836.5),(8 2623977.5),(9 3015679),(10 3505508.5),(11 3889951.8),(12 4184316.8),(13 4590937),(14 4886308),(15 5144207.5),(16 5425351),(17 5627307),(18 5768977),(19 5946949),(20 6080535.5),(21 6224161.5),(22 6335504.5),(23 6442381),(24 6548316),(25 6578280.5),(26 6641354.5),(27 6697793.5),(28 6785340),(29 6913064.5),(30 6978243),(31 6973792.5),(32 7022176.5),(33 7080720.5),(34 7082287.5),(35 7130375),(36 7146109),(37 7132265.5),(38 7170677),(39 7171598.5),(40 7195053),(41 7213684),(42 7272709.5),(43 7351328),(44 7429312),(45 7500838.5),(46 7586775),(47 7762691),(48 7861824),(49 7944076.5),(50 7995225.5),(51 8106343),(52 8182683),(53 8241838.5),(54 8323804),(55 8393955),(56 8454902),(57 8545551),(58 8625478),(59 8610354),(60 8578340),(61 8573976),(62 8592562),(63 8586453),(64 8578006),(65 8590161),(66 8507322),(67 8470563),(68 8450803),(69 8411750),(70 8380942),(71 8346092.5),(72 8314480.5),(73 8257297.5),(74 8201721),(75 8096393.5),(76 8001477.5),(77 7904060),(78 7796777.5),(79 7723628),
(1 206678.33),(2 434529.6),(3 677020.94),(4 982083.5),(5 1212288.9),(6 1445984),(7 1722348.1),(8 1951318),(9 2181054.5),(10 2461837.3),(11 2666002.3),(12 2853951),(13 3059292.3),(14 3212648.8),(15 3351278.3),(16 3594169),(17 3738044.8),(18 3838515),(19 4054891.3),(20 4165767.3),(21 4299007.5),(22 4453294.5),(23 4564626.5),(24 4677873),(25 4763425.5),(26 4868517),(27 4939985),(28 5061655),(29 5285871.5),(30 5404333.5),(31 5444734),(32 5534597.5),(33 5643164.5),(34 5716155.5),(35 5826526.5),(36 5930845.5),(37 5998644.5),(38 6070672),(39 6122804),(40 6137674),(41 6072137.5),(42 6087214.5),(43 6116693.5),(44 6088316.5),(45 6086342.5),(46 6094191.5),(47 6057788.5),(48 6056858.5),(49 6045362.5),(50 5973935.5),(51 5952633.5),(52 5937350.5),(53 5888382.5),(54 5880166),(55 5869169.5),(56 5822908.5),(57 5807872),(58 5794757.5),(59 5767983.5),(60 5756148),(61 5739674.5),(62 5704357.5),(63 5683187.5),(64 5616442),(65 5564879.5),(66 5476058.5),(67 5388867.5),(68 5328556.5),(69 5266212),(70 5222443.5),(71 5201703.5),(72 5283104.5),(73 5329283.5),(74 5382757.5),(75 5472918.5),(76 5610332.5),(77 5689656.5),(78 5719080.5),(79 5764439.5),
(1 173305.5),(2 365576.28),(3 577452.4),(4 861561.94),(5 1081955.4),(6 1309226.5),(7 1573841.3),(8 1785818.8),(9 1969528.8),(10 2186415.8),(11 2350553.3),(12 2489256.3),(13 2718963),(14 2875982),(15 3031566),(16 3269767.8),(17 3451513.5),(18 3606815),(19 3835850.5),(20 3980227.3),(21 4132833),(22 4290541),(23 4393273.5),(24 4490667.5),(25 4570464.5),(26 4705767.5),(27 4803318),(28 4871844),(29 5003934.5),(30 5113281),(31 5218736.5),(32 5374967),(33 5506335.5),(34 5575754),(35 5686794),(36 5777140.5),(37 5839833),(38 5839898),(39 5876007.5),(40 5901304.5),(41 6053156),(42 6127284),(43 6195938.5),(44 6193089.5),(45 6215440.5),(46 6247869.5),(47 6346161.5),(48 6408143.5),(49 6470355),(50 6475062),(51 6525721.5),(52 6560674),(53 6592224.5),(54 6634932.5),(55 6669314),(56 6672089.5),(57 6699790.5),(58 6730398.5),(59 6728797.5),(60 6753968.5),(61 6788208.5),(62 6762989.5),(63 6724262.5),(64 6693616),(65 6675905.5),(66 6625505.5),(67 6596679.5),(68 6543268),(69 6530036.5),(70 6498159.5),(71 6481389),(72 6471277),(73 6458022.5),(74 6459106.5),(75 6456380),(76 6488534),(77 6516583.5),(78 6487260),(79 6468156),
(1 160584.36),(2 338999.13),(3 521298.38),(4 774124.6),(5 986391.75),(6 1219345.6),(7 1506984.1),(8 1744833.9),(9 1975907),(10 2238817.3),(11 2427332.8),(12 2603483.3),(13 2849546),(14 3031496.3),(15 3190199.3),(16 3269136.8),(17 3358669),(18 3410224.8),(19 3566519.8),(20 3641530.3),(21 3725088.8),(22 3874145.3),(23 3959039.3),(24 4044085),(25 4127571),(26 4277593.5),(27 4386493.5),(28 4468002),(29 4574643),(30 4671525.5),(31 4755149.5),(32 4886738.5),(33 4981592),(34 5035647),(35 5093418.5),(36 5133331),(37 5175945.5),(38 5211514),(39 5240261),(40 5251184.5),(41 5228265.5),(42 5232483),(43 5245282),(44 5316456.5),(45 5339589.5),(46 5368992.5),(47 5451943),(48 5475866),(49 5511438),(50 5551605),(51 5610292.5),(52 5640894.5),(53 5651473.5),(54 5686490),(55 5710677),(56 5676158.5),(57 5644384.5),(58 5644566),(59 5628438),(60 5651443),(61 5687860),(62 5702340),(63 5706894.5),(64 5728967),(65 5754384.5),(66 5794521.5),(67 5835102.5),(68 5830368),(69 5858350.5),(70 5837887.5),(71 5818974),(72 5915266),(73 5912343.5),(74 5912513.5),(75 5910495.5),(76 5916054.5),(77 5920250),(78 5872292.5),(79 5821165.5),
(1 172221.64),(2 362055),(3 556421.2),(4 808432.06),(5 1029502.4),(6 1248846.9),(7 1511012.1),(8 1740043.4),(9 1961598.6),(10 2208520.8),(11 2372171.3),(12 2497043.3),(13 2678624.3),(14 2787672.3),(15 2878390.8),(16 2950406),(17 2999166.8),(18 3018510.5),(19 3155565),(20 3202634.3),(21 3244566.5),(22 3380224.5),(23 3427493.8),(24 3500872.3),(25 3563544),(26 3655459.3),(27 3753060.3),(28 3889215.5),(29 4060853),(30 4191310.8),(31 4320339.5),(32 4500981.5),(33 4643997),(34 4750211.5),(35 4857411),(36 4934824),(37 4986413),(38 4953140.5),(39 4959814),(40 4961329.5),(41 4830950.5),(42 4770483.5),(43 4744825),(44 4748649),(45 4742850.5),(46 4753204.5),(47 4671640.5),(48 4646279.5),(49 4628644.5),(50 4612236.5),(51 4659799),(52 4670809),(53 4632766),(54 4628952.5),(55 4625130),(56 4615882.5),(57 4649110),(58 4678561),(59 4682372),(60 4729206),(61 4776082.5),(62 4834585),(63 4939096.5),(64 5004369),(65 5060283.5),(66 5124625),(67 5173642.5),(68 5216466.5),(69 5185730.5),(70 5201495.5),(71 5218865),(72 5202137.5),(73 5201767),(74 5201134),(75 5132767.5),(76 5084681.5),(77 5055881),(78 5009230),(79 4981165),
(1 148701.95),(2 314122.6),(3 492639.78),(4 732087.7),(5 925216.56),(6 1120982.5),(7 1356091.1),(8 1556937.3),(9 1723943.3),(10 1896784.3),(11 2021501.5),(12 2122390.8),(13 2272578.5),(14 2367758.3),(15 2445127.8),(16 2554482.5),(17 2644095),(18 2727576.3),(19 2881598.5),(20 2993170.3),(21 3102589),(22 3144945.5),(23 3220261.3),(24 3305493.3),(25 3389892),(26 3511108.5),(27 3599526.8),(28 3671773.3),(29 3776403.3),(30 3847070.8),(31 3945282.8),(32 4107679),(33 4207486.5),(34 4257160.5),(35 4326359.5),(36 4382186),(37 4412578.5),(38 4454847.5),(39 4470726),(40 4452915),(41 4368311),(42 4335997),(43 4334235),(44 4301509),(45 4289380.5),(46 4290119),(47 4279277),(48 4271776.5),(49 4273541.5),(50 4298621),(51 4386611.5),(52 4427702.5),(53 4433855),(54 4455374),(55 4477622),(56 4487045),(57 4515957),(58 4535592.5),(59 4529848),(60 4557461),(61 4595069),(62 4634802),(63 4637902.5),(64 4657408.5),(65 4684199.5),(66 4718072.5),(67 4749080.5),(68 4764000.5),(69 4724303.5),(70 4720290),(71 4712593),(72 4652192.5),(73 4609695.5),(74 4570027.5),(75 4489918.5),(76 4429347.5),(77 4388030.5),(78 4319385),(79 4256005),
(1 170271.92),(2 358741.4),(3 542203.75),(4 761781.1),(5 950235.25),(6 1133121.3),(7 1358925.3),(8 1542900.4),(9 1713499.9),(10 1908011.1),(11 2054109.4),(12 2189198.5),(13 2391135),(14 2542680.3),(15 2662888.3),(16 2793190),(17 2912008.3),(18 2989229),(19 3131945.8),(20 3237594.5),(21 3334329),(22 3486785.5),(23 3554970.5),(24 3631745),(25 3661297.5),(26 3700778.5),(27 3748779.8),(28 3816458.8),(29 3919745.5),(30 3988286.5),(31 4024012.8),(32 4076665.3),(33 4115990),(34 4109650.5),(35 4137062.3),(36 4162797.3),(37 4198755),(38 4186050.5),(39 4179980.5),(40 4162772.8),(41 4103886.8),(42 4082369.5),(43 4039755.8),(44 3995654.8),(45 3946590.3),(46 3914855),(47 3899060.3),(48 3858593),(49 3826567),(50 3803130.8),(51 3831887),(52 3838050.5),(53 3833907.5),(54 3842788.8),(55 3839772.5),(56 3815122.3),(57 3795618.3),(58 3765472),(59 3711550.3),(60 3678492.3),(61 3658314.5),(62 3657758.3),(63 3653541.5),(64 3674648.3),(65 3688929),(66 3764681.8),(67 3815687),(68 3869705.3),(69 3950555.8),(70 4017988.5),(71 4085321),(72 4204500.5),(73 4263859.5),(74 4316720),(75 4367670),(76 4435791.5),(77 4487938),(78 4493429),(79 4487062),
(1 175133.58),(2 365356),(3 548925.3),(4 755375.2),(5 940444),(6 1120670.8),(7 1313033.3),(8 1454573.4),(9 1598960.5),(10 1784778.4),(11 1919754.8),(12 2021850.1),(13 2148195.5),(14 2240432),(15 2312370.8),(16 2433606.8),(17 2502655.3),(18 2543297.5),(19 2676852.3),(20 2723379),(21 2774638.5),(22 2773396.5),(23 2795263.8),(24 2827079.5),(25 2825077.3),(26 2840512.8),(27 2876865.5),(28 2901345.5),(29 2929780.8),(30 2944269.8),(31 2958304.5),(32 2985189),(33 2984715.5),(34 2959732),(35 2969159.5),(36 2975783.3),(37 2975304.8),(38 2979863.5),(39 2975892.3),(40 2957116.8),(41 2917374),(42 2918923),(43 2939426),(44 2987504.3),(45 3007029.8),(46 3022233.3),(47 3137384.8),(48 3164502.8),(49 3201336.8),(50 3237388),(51 3315837),(52 3368798),(53 3411688.5),(54 3468031),(55 3510213.8),(56 3538530.5),(57 3576694.8),(58 3600006.8),(59 3624202.3),(60 3671721.5),(61 3721352.8),(62 3773348.5),(63 3765492.5),(64 3786820),(65 3794434.3),(66 3795431.3),(67 3805204),(68 3793804.5),(69 3727768.8),(70 3699056.8),(71 3676935.8),(72 3614859.3),(73 3570892),(74 3521071.5),(75 3441972.3),(76 3407701.3),(77 3378871.8),(78 3356667.3),(79 3360859.8),
(1 139681.52),(2 293814.47),(3 451222.88),(4 619871.5),(5 750854.1),(6 871140.75),(7 1012176.1),(8 1116351.1),(9 1212188.6),(10 1336377.8),(11 1426363),(12 1513196.8),(13 1673790.6),(14 1782745.6),(15 1865077),(16 2031514.8),(17 2128751.5),(18 2205372),(19 2336536),(20 2409344),(21 2490623.3),(22 2538850.8),(23 2605407.8),(24 2679726.5),(25 2723199),(26 2782929.5),(27 2840587),(28 2882450.5),(29 2909765.5),(30 2925935),(31 2928161),(32 2952407.8),(33 2968008),(34 2930159.5),(35 2919232),(36 2921283.8),(37 2909834),(38 2903705.3),(39 2880665.3),(40 2857481.8),(41 2831711.5),(42 2826136.5),(43 2836542.5),(44 2863888.8),(45 2883114),(46 2898031.3),(47 2959875),(48 2996606.3),(49 3034165),(50 3074250),(51 3152020),(52 3199892.5),(53 3193948),(54 3203197.5),(55 3233827),(56 3247340.5),(57 3253125.3),(58 3250111),(59 3237742),(60 3249087.3),(61 3269885.8),(62 3298381.5),(63 3315394.5),(64 3327359.5),(65 3306918),(66 3285516.3),(67 3250963),(68 3214823.5),(69 3167793),(70 3136501),(71 3096420.8),(72 3025319.5),(73 2958004.8),(74 2913029.8),(75 2865253),(76 2829207),(77 2803816.5),(78 2786883.5),(79 2791130.3),
(1 133833.98),(2 284382.53),(3 436944.4),(4 615547.06),(5 757353.6),(6 891079.94),(7 1042042.25),(8 1156511.8),(9 1265208),(10 1381538.3),(11 1450006),(12 1513487.4),(13 1670377.1),(14 1762446.5),(15 1846117.6),(16 1960885.9),(17 2053359.6),(18 2128104.8),(19 2202773.8),(20 2249601.8),(21 2302534.3),(22 2333016.5),(23 2354150.5),(24 2378172.5),(25 2382377),(26 2403616.5),(27 2423890),(28 2447038.8),(29 2494793.3),(30 2530748),(31 2568908),(32 2650819),(33 2721212),(34 2759299.3),(35 2819088.8),(36 2863804.8),(37 2903892),(38 2920325.3),(39 2940376.5),(40 2958436.3),(41 2908395.8),(42 2888858.5),(43 2864186),(44 2885245.3),(45 2885024.8),(46 2889275),(47 2848528.8),(48 2831291.3),(49 2813237.5),(50 2770595),(51 2761021.5),(52 2743711.5),(53 2706464.8),(54 2690616.5),(55 2682452),(56 2671575),(57 2670203),(58 2652747.8),(59 2646186.5),(60 2680055.3),(61 2703231.5),(62 2740025.5),(63 2777157.5),(64 2786078.8),(65 2785870),(66 2796078.3),(67 2795007.3),(68 2795027.5),(69 2779549.8),(70 2771744.8),(71 2766215.3),(72 2724322.5),(73 2710397.8),(74 2705774),(75 2692852.5),(76 2715932.5),(77 2734255.3),(78 2743788.5),(79 2768584.5),
(1 106306.18),(2 226141.78),(3 345439.25),(4 477736.53),(5 585827.94),(6 683853.5),(7 792780.7),(8 877790.5),(9 952453),(10 1046417.1),(11 1100186),(12 1137572.6),(13 1234863.5),(14 1295601.4),(15 1351487.5),(16 1438022),(17 1494638.6),(18 1541728.8),(19 1604792.3),(20 1643160.3),(21 1685942.6),(22 1713691),(23 1743943.4),(24 1770992.3),(25 1802754.3),(26 1852549.6),(27 1877276.5),(28 1892530),(29 1914312.9),(30 1934891.9),(31 1941365.3),(32 1994033.4),(33 2032315.6),(34 2051627.6),(35 2095281.6),(36 2124000.8),(37 2160244.5),(38 2202642),(39 2235058.3),(40 2248441.3),(41 2278701.3),(42 2311091.5),(43 2328749),(44 2301557.5),(45 2322474),(46 2347868),(47 2355782.3),(48 2361398.5),(49 2367584),(50 2354668.3),(51 2363690),(52 2372255.5),(53 2365990.5),(54 2369062.8),(55 2372870.8),(56 2352778.5),(57 2347327.8),(58 2334455),(59 2312155.5),(60 2311607),(61 2311150.3),(62 2301893.5),(63 2299318.8),(64 2277206.5),(65 2257049.3),(66 2242125),(67 2226048.5),(68 2216468.5),(69 2245932),(70 2255397.5),(71 2270032),(72 2253410.8),(73 2245825.8),(74 2239919),(75 2218375.3),(76 2219921),(77 2217089.3),(78 2189008),(79 2179617.8),
(1 102895.45),(2 217238.08),(3 324725.9),(4 438056.5),(5 527617.94),(6 614479.94),(7 735886.6),(8 837936.25),(9 936828.3),(10 1058907.5),(11 1150536.9),(12 1228302.5),(13 1326995.1),(14 1400535.5),(15 1468196.4),(16 1569739.4),(17 1628347.6),(18 1681908.5),(19 1745235.9),(20 1786423.5),(21 1826593.1),(22 1805039.4),(23 1803201.3),(24 1803063.6),(25 1792508),(26 1807022.1),(27 1809639.9),(28 1819927.5),(29 1850869.4),(30 1861876.3),(31 1863513.5),(32 1900094),(33 1926014.5),(34 1950140),(35 2006117.8),(36 2043370.5),(37 2080877.8),(38 2105475),(39 2139618.8),(40 2176013.5),(41 2209290),(42 2254299.3),(43 2294425),(44 2297819),(45 2324750.5),(46 2353213.5),(47 2437374.8),(48 2484539.3),(49 2527635.8),(50 2542021),(51 2573514.3),(52 2605522.5),(53 2617345.3),(54 2639839),(55 2652370.5),(56 2646545),(57 2648745.8),(58 2643519),(59 2638375.3),(60 2652425.8),(61 2661445),(62 2667550.3),(63 2656679.8),(64 2650627),(65 2642881),(66 2617775),(67 2609419.3),(68 2579962),(69 2556289.8),(70 2532546),(71 2517490.5),(72 2490210.8),(73 2470479),(74 2456319.5),(75 2439661.3),(76 2442917),(77 2430884),(78 2415887.8),(79 2422376.3),
(1 92160.38),(2 195164.61),(3 296170.97),(4 407076.3),(5 491660.84),(6 577956.2),(7 685827.2),(8 766908.75),(9 834250.25),(10 919014.25),(11 981061.94),(12 1042252.25),(13 1128319.3),(14 1192615),(15 1249911),(16 1294638.4),(17 1337441.8),(18 1363279),(19 1411273.6),(20 1435588.4),(21 1460682.3),(22 1485562.3),(23 1480996.8),(24 1480393.1),(25 1462195.8),(26 1459010.8),(27 1452432.6),(28 1424574.3),(29 1433373.8),(30 1443688.5),(31 1444284.3),(32 1477432.9),(33 1501778.3),(34 1535023.3),(35 1584765),(36 1608045.3),(37 1632012.6),(38 1627413.3),(39 1649505.5),(40 1668331.5),(41 1712424.9),(42 1738439.9),(43 1761892.5),(44 1748769.5),(45 1769699.8),(46 1790818.8),(47 1814754),(48 1825596.6),(49 1843193.9),(50 1845032.5),(51 1872378.8),(52 1896522.4),(53 1906245.3),(54 1922318.1),(55 1934069.6),(56 1915508.9),(57 1907904.5),(58 1898726.9),(59 1881787.1),(60 1881323.4),(61 1884786),(62 1871534.5),(63 1857621),(64 1840763.8),(65 1830173.8),(66 1818934),(67 1809071.3),(68 1796248.1),(69 1782964.1),(70 1767388.5),(71 1757635.4),(72 1761921.5),(73 1758820.3),(74 1759363.5),(75 1752309.3),(76 1762120.8),(77 1767946.3),(78 1773894.4),(79 1792828.3),
(1 88020.164),(2 184653.73),(3 278535.22),(4 386716),(5 474181.72),(6 563987.4),(7 659972.8),(8 728672.3),(9 778537.44),(10 843569.7),(11 888905.7),(12 931814.7),(13 992270.94),(14 1033846.9),(15 1068824.8),(16 1116968.9),(17 1149991.8),(18 1177074.1),(19 1230148.1),(20 1260591.9),(21 1295283.9),(22 1323861.8),(23 1344024.5),(24 1363725.4),(25 1368908.1),(26 1403188.4),(27 1430539.5),(28 1445086),(29 1480052.1),(30 1510584.9),(31 1533320.5),(32 1572362.9),(33 1597486.3),(34 1596143.9),(35 1597574),(36 1591565.8),(37 1586744.5),(38 1580168.1),(39 1597763.3),(40 1613180.8),(41 1660466.9),(42 1691380.6),(43 1722825.3),(44 1724827.4),(45 1741097.4),(46 1757311.3),(47 1792109),(48 1794582.8),(49 1799817.3),(50 1788619.4),(51 1815438.8),(52 1834553.8),(53 1839623.6),(54 1861049.3),(55 1879995.4),(56 1877146.6),(57 1877065.6),(58 1877581.9),(59 1879459.5),(60 1893619.9),(61 1904266.3),(62 1907045.5),(63 1906549.9),(64 1911545.4),(65 1912564.6),(66 1907916.8),(67 1904023.3),(68 1886965),(69 1848869.1),(70 1827963.5),(71 1813515.5),(72 1809493.9),(73 1805813.8),(74 1805184.9),(75 1796756.6),(76 1803461.4),(77 1802829),(78 1797408.8),(79 1801088),
(1 82136.86),(2 173275.58),(3 264391.28),(4 370469.78),(5 450316.84),(6 536771.94),(7 637989.4),(8 710723.25),(9 782715.56),(10 864779.1),(11 921889),(12 968462.75),(13 1004068.7),(14 1041929.94),(15 1078582.3),(16 1145393),(17 1183006.3),(18 1212418.9),(19 1241930.6),(20 1268765.6),(21 1298539),(22 1305836.6),(23 1316391.3),(24 1327474.6),(25 1330956.5),(26 1354691.1),(27 1366070),(28 1366998.8),(29 1386629.1),(30 1397235.4),(31 1403015.8),(32 1432819.4),(33 1452152.1),(34 1450581.4),(35 1462636.1),(36 1478565.9),(37 1489443.8),(38 1502555.9),(39 1526153.6),(40 1540760.4),(41 1595573.4),(42 1619106.9),(43 1649992.9),(44 1643547),(45 1658209.4),(46 1670612.3),(47 1691508.8),(48 1684425.6),(49 1679452.8),(50 1653735.9),(51 1658919.9),(52 1661428.8),(53 1646440.1),(54 1642972.6),(55 1639580.3),(56 1627259.9),(57 1623720.4),(58 1622341.8),(59 1617667.9),(60 1624236.3),(61 1633712),(62 1635021.9),(63 1641262.6),(64 1653243.8),(65 1660223.3),(66 1673489.6),(67 1683354),(68 1694323.4),(69 1682504.4),(70 1681181.8),(71 1684574),(72 1695750.8),(73 1702303.5),(74 1709358.8),(75 1701248),(76 1704979.9),(77 1701351.6),(78 1676387.8),(79 1662046.6),
(1 68195.66),(2 143724.28),(3 217136.19),(4 304397.8),(5 371375.16),(6 445914.47),(7 535232.1),(8 598456.94),(9 655691.25),(10 715349),(11 761159.5),(12 799745.44),(13 841523.7),(14 875456),(15 907691.6),(16 955482.1),(17 977822.7),(18 996430.94),(19 1033939.5),(20 1051250.9),(21 1069456.9),(22 1070187.4),(23 1072460),(24 1076920),(25 1076561.1),(26 1104862.1),(27 1126072),(28 1136879.6),(29 1163018.3),(30 1186819),(31 1216153.8),(32 1270508.8),(33 1307216.1),(34 1310432.5),(35 1324508.8),(36 1340294.6),(37 1351530.9),(38 1373301.4),(39 1385146.3),(40 1390845),(41 1390903.6),(42 1396995.8),(43 1409007.4),(44 1385091.5),(45 1382749.9),(46 1380637.9),(47 1394152.4),(48 1387669.8),(49 1381701.8),(50 1364920.6),(51 1364592.8),(52 1357385.3),(53 1338133),(54 1335898.6),(55 1327023),(56 1314654.6),(57 1308265.3),(58 1295605),(59 1292040),(60 1304027.8),(61 1312072.4),(62 1319711.1),(63 1331326.5),(64 1345831.8),(65 1361701.6),(66 1359061.1),(67 1369763),(68 1377053.9),(69 1377156.3),(70 1377666.8),(71 1381498.5),(72 1393045),(73 1400611),(74 1411997.8),(75 1405876),(76 1415667.4),(77 1423044.3),(78 1427748.6),(79 1440813),
(1 73795.7),(2 156863.64),(3 233545.11),(4 320704.97),(5 393298.22),(6 464818.22),(7 536520.9),(8 586822.3),(9 637820.7),(10 697228),(11 737162.25),(12 771790.56),(13 814814.94),(14 843764.25),(15 868527.4),(16 898999.4),(17 922634.5),(18 948489.1),(19 981953.25),(20 1004862.75),(21 1027848.8),(22 1047688.2),(23 1057266),(24 1066932),(25 1070175.6),(26 1095405.4),(27 1113809.1),(28 1131604.9),(29 1165819.9),(30 1190869.8),(31 1215090.9),(32 1260169.8),(33 1291885.5),(34 1303122.9),(35 1321154.6),(36 1334818.6),(37 1346408.1),(38 1362442.5),(39 1373602.6),(40 1382017.8),(41 1389214.8),(42 1399806.3),(43 1412247.8),(44 1410571),(45 1420082.5),(46 1432987.5),(47 1460407.4),(48 1461598.3),(49 1461152.3),(50 1442004.8),(51 1439459),(52 1429468.8),(53 1411782.9),(54 1410578.3),(55 1406183),(56 1398245),(57 1400013),(58 1396570.8),(59 1381637.5),(60 1376833.5),(61 1378310.6),(62 1385331.9),(63 1388408.1),(64 1399665.1),(65 1405035.1),(66 1405829.8),(67 1411611.6),(68 1407254.8),(69 1419976.5),(70 1417465.5),(71 1420634.3),(72 1421477),(73 1420610.9),(74 1421381.5),(75 1409451.6),(76 1404650),(77 1394878),(78 1384850.1),(79 1384549.9),
(1 69399.03),(2 146967.34),(3 219097.69),(4 299258.7),(5 362997.06),(6 427784.3),(7 495419.9),(8 538350.9),(9 582241.5),(10 635926.8),(11 669503.4),(12 699410.8),(13 726695.5),(14 750201.75),(15 768882.44),(16 795429.75),(17 816054.56),(18 835416.56),(19 870411.75),(20 891352.8),(21 913681.9),(22 917240.94),(23 921978.2),(24 928818.5),(25 926690.1),(26 941425.25),(27 955448.5),(28 966864.8),(29 998290.2),(30 1015723.7),(31 1022516.25),(32 1044514.1),(33 1059904.1),(34 1066951.9),(35 1090203),(36 1111592.4),(37 1127149.8),(38 1151943.3),(39 1169878.6),(40 1178754.4),(41 1199298.5),(42 1209206.4),(43 1224436.5),(44 1208671.1),(45 1209438.3),(46 1212400.4),(47 1221349.4),(48 1225055),(49 1228286.6),(50 1225138.5),(51 1239005.4),(52 1242126.8),(53 1237923.9),(54 1247190.9),(55 1253604.9),(56 1251207.3),(57 1251334.5),(58 1247506.4),(59 1235746.1),(60 1226476.4),(61 1220104.9),(62 1215595.1),(63 1212982.9),(64 1209154.9),(65 1210122.8),(66 1197420.9),(67 1196313.6),(68 1193129.8),(69 1190041.4),(70 1182397.8),(71 1174559),(72 1175946.6),(73 1171010.8),(74 1166529.1),(75 1156501.8),(76 1162476.3),(77 1166007.9),(78 1169723.9),(79 1193387.1),
