1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 113.73424),(2 143.93161),(3 159.47687),(4 171.15437),(5 180.71858),(6 188.38365),(7 192.44133),(8 197.01093),(9 200.93086),(10 202.0883),(11 205.48708),(12 207.81808),(13 208.88852),(14 211.36829),(15 212.53336),(16 212.58266),(17 214.4968),(18 214.5452),(19 213.9713),(20 212.43044),(21 215.406),(22 215.10054),(23 214.00722),(24 216.35777),(25 217.78053),(26 218.31052),(27 218.65051),(28 219.53644),(29 220.46542),(30 221.57503),(31 221.50195),(32 222.33618),(33 221.5673),(34 222.05473),(35 222.90004),(36 224.23862),(37 224.34573),(38 225.49251),(39 224.33524),(40 224.14589),(41 224.38643),(42 225.74283),(43 225.20248),(44 223.5864),(45 222.11371),(46 222.38983),(47 221.07745),(48 220.51347),(49 219.0323),(50 218.331),(51 217.63216),(52 218.28183),(53 216.38278),(54 216.98216),(55 217.47916),(56 218.47623),(57 217.64008),(58 218.09131),(59 218.4954),(60 219.88959),(61 220.27583),(62 222.85997),(63 220.0661),(64 222.6805),(65 222.92319),(66 222.81326),(67 222.9162),(68 225.1238),(69 226.16374),(70 225.7607),(71 226.531),(72 227.71002),(73 226.96016),(74 228.22685),(75 226.71805),(76 227.2798),(77 226.82738),(78 226.72464),(79 226.93405),
(1 111.04362),(2 139.26483),(3 155.11499),(4 167.0834),(5 173.5461),(6 179.03867),(7 182.81369),(8 187.06998),(9 190.8812),(10 194.37015),(11 196.30446),(12 198.44965),(13 199.35089),(14 202.2635),(15 202.42108),(16 202.88171),(17 205.68788),(18 207.08385),(19 206.83974),(20 206.55737),(21 207.60928),(22 208.16466),(23 208.59999),(24 208.79633),(25 211.42798),(26 213.42308),(27 211.01024),(28 210.8249),(29 212.54463),(30 213.56213),(31 212.67853),(32 213.16656),(33 213.5611),(34 213.10927),(35 213.52654),(36 213.35765),(37 212.80919),(38 213.72426),(39 210.62674),(40 210.61337),(41 209.17549),(42 210.32895),(43 209.32625),(44 209.65201),(45 208.76593),(46 210.17325),(47 209.41393),(48 209.61656),(49 212.25436),(50 211.63039),(51 211.56895),(52 211.05513),(53 211.58937),(54 211.74576),(55 213.55106),(56 213.0143),(57 215.0345),(58 215.08821),(59 214.41772),(60 214.46785),(61 216.64737),(62 218.24136),(63 219.84058),(64 219.02034),(65 217.75674),(66 219.97745),(67 219.59395),(68 220.2477),(69 223.12431),(70 220.6384),(71 221.42734),(72 220.69974),(73 221.94041),(74 224.62994),(75 223.02797),(76 223.63333),(77 225.6786),(78 226.0491),(79 227.2933),
(1 110.278076),(2 137.68332),(3 153.89244),(4 165.46028),(5 172.34721),(6 177.19821),(7 181.78905),(8 186.97493),(9 189.30235),(10 192.5651),(11 194.97714),(12 195.79703),(13 198.78801),(14 202.61302),(15 200.22803),(16 200.28165),(17 201.74338),(18 203.42381),(19 204.1936),(20 204.28015),(21 203.7218),(22 203.57541),(23 206.27419),(24 207.91647),(25 209.34462),(26 211.82098),(27 211.06792),(28 209.97598),(29 208.40268),(30 209.84633),(31 212.37323),(32 211.11794),(33 211.38998),(34 209.00555),(35 207.96802),(36 208.46136),(37 210.73834),(38 212.1858),(39 208.09286),(40 208.06966),(41 209.2926),(42 212.38611),(43 211.13324),(44 211.31668),(45 212.23022),(46 211.34712),(47 210.09569),(48 208.66444),(49 207.53297),(50 209.31108),(51 208.73051),(52 208.24413),(53 209.66914),(54 210.81071),(55 211.56822),(56 212.36586),(57 211.3431),(58 211.08633),(59 213.07683),(60 213.72794),(61 214.7193),(62 216.75085),(63 216.01276),(64 215.00337),(65 214.63904),(66 215.91098),(67 217.32535),(68 217.46257),(69 218.44965),(70 218.49734),(71 219.34933),(72 219.14093),(73 221.59825),(74 222.37625),(75 220.6243),(76 220.35233),(77 219.85852),(78 220.52075),(79 220.18),
(1 109.318436),(2 137.13797),(3 153.05293),(4 163.38365),(5 168.92613),(6 175.60194),(7 179.64452),(8 185.70047),(9 189.47739),(10 192.3766),(11 194.70175),(12 196.87378),(13 198.38843),(14 201.65063),(15 200.65598),(16 201.73761),(17 202.31194),(18 203.43694),(19 204.0363),(20 205.9731),(21 205.07349),(22 206.11476),(23 206.70119),(24 206.76698),(25 208.88127),(26 211.22444),(27 209.80934),(28 210.5857),(29 209.8841),(30 209.69246),(31 210.95186),(32 211.5378),(33 212.11475),(34 210.56938),(35 208.67186),(36 209.54698),(37 209.54623),(38 210.02136),(39 206.71454),(40 204.91843),(41 204.98573),(42 207.17154),(43 205.62865),(44 205.68845),(45 207.2621),(46 208.40964),(47 208.57365),(48 209.82356),(49 210.2808),(50 210.31175),(51 208.56024),(52 209.39839),(53 210.27763),(54 209.87733),(55 210.50595),(56 209.90666),(57 210.34619),(58 208.93376),(59 210.60555),(60 213.31288),(61 213.1363),(62 216.27574),(63 216.56403),(64 214.95293),(65 215.01698),(66 215.2751),(67 215.20076),(68 214.8146),(69 215.4041),(70 216.08644),(71 217.76889),(72 216.86115),(73 217.21489),(74 216.56514),(75 217.53778),(76 218.67778),(77 218.05534),(78 219.4427),(79 216.61528),
(1 107.2683),(2 136.74875),(3 150.82341),(4 160.9677),(5 167.18217),(6 171.2124),(7 175.42297),(8 181.5928),(9 182.61972),(10 185.13539),(11 186.04074),(12 187.34273),(13 187.85246),(14 191.01245),(15 191.14407),(16 193.34749),(17 191.98138),(18 193.34065),(19 195.69061),(20 196.20311),(21 197.16133),(22 197.70175),(23 196.47154),(24 197.9541),(25 200.36798),(26 200.89447),(27 200.50075),(28 199.30672),(29 198.63443),(30 199.35828),(31 199.95944),(32 200.06111),(33 200.74333),(34 200.92732),(35 200.48975),(36 200.54675),(37 202.27287),(38 204.67332),(39 201.93329),(40 202.58392),(41 203.94904),(42 203.79852),(43 204.74022),(44 204.0112),(45 204.43745),(46 205.26132),(47 203.74524),(48 202.86928),(49 202.2408),(50 203.46931),(51 200.71468),(52 199.86703),(53 199.36812),(54 199.66856),(55 199.57593),(56 201.22911),(57 201.66617),(58 202.03485),(59 201.56375),(60 202.91174),(61 204.12796),(62 205.44264),(63 202.14188),(64 202.17067),(65 202.64905),(66 204.77403),(67 202.77316),(68 205.06126),(69 204.6981),(70 205.05481),(71 205.49997),(72 204.2742),(73 205.92769),(74 207.5094),(75 207.4409),(76 208.19275),(77 209.52534),(78 208.75102),(79 209.05498),
(1 106.67506),(2 134.55235),(3 148.13358),(4 158.63011),(5 164.7864),(6 169.90645),(7 175.27254),(8 181.20866),(9 184.26765),(10 187.24808),(11 189.9338),(12 192.02454),(13 192.52985),(14 195.9091),(15 195.75038),(16 197.07663),(17 195.8787),(18 197.88037),(19 199.28908),(20 200.33574),(21 200.01604),(22 200.53601),(23 199.02577),(24 199.61859),(25 199.85962),(26 201.74225),(27 200.99474),(28 200.32764),(29 199.05756),(30 198.89088),(31 198.13657),(32 199.05612),(33 196.7804),(34 197.08054),(35 197.03989),(36 196.20447),(37 197.79774),(38 200.58336),(39 199.78896),(40 200.8478),(41 199.84958),(42 199.43242),(43 198.34941),(44 198.6767),(45 199.71396),(46 200.5042),(47 200.55286),(48 200.90085),(49 201.6776),(50 201.3784),(51 200.6084),(52 199.42993),(53 199.76459),(54 199.07094),(55 199.20854),(56 199.23582),(57 201.35704),(58 201.60751),(59 201.48593),(60 201.05374),(61 202.67128),(62 203.1341),(63 203.81116),(64 202.66434),(65 201.99686),(66 202.9651),(67 201.508),(68 203.19568),(69 202.33223),(70 201.77127),(71 202.11702),(72 202.94746),(73 204.45778),(74 204.78781),(75 203.0087),(76 203.59972),(77 204.05965),(78 204.29596),(79 203.5403),
(1 105.03088),(2 131.28351),(3 145.4084),(4 155.2317),(5 161.76299),(6 164.36038),(7 167.97992),(8 171.67545),(9 173.3439),(10 176.06438),(11 177.17456),(12 178.2465),(13 179.65242),(14 181.92097),(15 181.78667),(16 183.51456),(17 185.02411),(18 186.76884),(19 187.30197),(20 187.02655),(21 187.00621),(22 188.78229),(23 189.39197),(24 189.51494),(25 192.62819),(26 194.14165),(27 194.98656),(28 195.78874),(29 196.10674),(30 195.16087),(31 196.31767),(32 197.59293),(33 197.06198),(34 197.99527),(35 198.86157),(36 198.84583),(37 199.23009),(38 200.61076),(39 197.78868),(40 197.90178),(41 198.34122),(42 198.29715),(43 197.11111),(44 198.3048),(45 196.80852),(46 196.16505),(47 194.42302),(48 194.82146),(49 194.31662),(50 195.39412),(51 192.98666),(52 192.1301),(53 193.52663),(54 193.63004),(55 192.84387),(56 191.77919),(57 192.35388),(58 194.73149),(59 193.03008),(60 193.44843),(61 193.8968),(62 194.46754),(63 193.06862),(64 192.61223),(65 193.98758),(66 196.2758),(67 196.01463),(68 196.5873),(69 197.26227),(70 197.29808),(71 197.81282),(72 198.73764),(73 200.36746),(74 199.38094),(75 198.67096),(76 198.5808),(77 197.78658),(78 199.37392),(79 199.25874),
(1 105.05412),(2 132.39311),(3 147.7165),(4 157.04413),(5 163.67854),(6 167.84526),(7 173.53638),(8 179.37703),(9 182.96254),(10 186.72282),(11 186.35295),(12 188.25806),(13 189.55289),(14 189.69527),(15 190.10861),(16 191.29747),(17 192.56404),(18 193.5151),(19 194.67183),(20 195.04335),(21 195.04817),(22 196.46835),(23 194.86513),(24 194.68146),(25 194.87238),(26 196.73299),(27 194.58191),(28 194.52321),(29 194.87903),(30 194.66634),(31 195.36934),(32 195.5052),(33 193.44904),(34 195.49687),(35 193.54387),(36 194.53938),(37 195.7125),(38 196.55078),(39 194.156),(40 194.4728),(41 195.41647),(42 196.104),(43 194.85565),(44 194.97151),(45 194.60518),(46 194.89748),(47 194.12714),(48 196.16533),(49 196.0236),(50 195.43172),(51 194.79694),(52 194.48677),(53 194.99405),(54 196.82481),(55 196.10188),(56 198.7973),(57 198.52019),(58 198.68459),(59 198.94699),(60 198.26659),(61 200.08647),(62 200.29758),(63 199.272),(64 200.09396),(65 200.85516),(66 201.88368),(67 201.66005),(68 201.91615),(69 201.95924),(70 201.80635),(71 201.80402),(72 202.74611),(73 203.54471),(74 204.00604),(75 201.23598),(76 202.06981),(77 201.97635),(78 201.34387),(79 201.46008),
(1 106.15596),(2 133.58852),(3 147.4702),(4 157.86334),(5 165.78181),(6 169.69107),(7 172.85628),(8 176.41673),(9 178.14146),(10 180.26804),(11 180.1343),(12 181.39136),(13 181.13155),(14 185.12083),(15 185.1253),(16 186.47945),(17 186.10353),(18 187.69838),(19 189.21721),(20 189.0261),(21 186.83362),(22 186.85046),(23 186.23018),(24 185.80199),(25 185.79288),(26 187.24205),(27 185.57344),(28 186.95828),(29 189.22809),(30 189.70535),(31 192.2376),(32 192.88138),(33 191.7885),(34 192.93396),(35 192.90047),(36 194.01651),(37 194.54126),(38 193.91953),(39 190.20027),(40 190.13177),(41 191.46405),(42 191.2077),(43 189.98862),(44 190.32071),(45 189.95761),(46 190.42137),(47 191.05978),(48 192.0362),(49 193.4134),(50 191.89279),(51 192.29675),(52 192.77544),(53 193.0167),(54 194.52576),(55 194.09747),(56 193.28998),(57 193.69928),(58 194.274),(59 194.24205),(60 195.8611),(61 196.98613),(62 197.65852),(63 195.58902),(64 196.06274),(65 196.80663),(66 197.95998),(67 196.97983),(68 197.00443),(69 198.73878),(70 198.19879),(71 199.70317),(72 199.35327),(73 202.23508),(74 202.82982),(75 201.9307),(76 201.74583),(77 203.07373),(78 201.5895),(79 203.09767),
(1 103.031265),(2 130.20448),(3 144.05959),(4 152.65569),(5 160.26865),(6 164.82988),(7 169.57843),(8 174.42044),(9 179.42627),(10 181.20497),(11 181.14674),(12 183.89684),(13 184.5573),(14 187.92204),(15 186.75513),(16 187.23137),(17 187.9878),(18 188.69965),(19 189.40265),(20 189.34645),(21 192.4582),(22 191.9936),(23 193.05418),(24 192.11198),(25 194.30682),(26 194.41275),(27 192.711),(28 192.07419),(29 191.15445),(30 188.82175),(31 190.47795),(32 189.98256),(33 192.31561),(34 191.79765),(35 191.72556),(36 192.66429),(37 194.53114),(38 193.19421),(39 191.4732),(40 191.25513),(41 191.54887),(42 192.77167),(43 191.67241),(44 192.40776),(45 191.59773),(46 192.94392),(47 192.1077),(48 192.17644),(49 193.41344),(50 192.76016),(51 192.94492),(52 192.26746),(53 191.6672),(54 191.79208),(55 191.17032),(56 192.24593),(57 195.151),(58 193.97615),(59 193.7966),(60 193.83194),(61 195.00897),(62 196.09491),(63 194.4778),(64 193.89581),(65 194.95258),(66 194.985),(67 195.61926),(68 197.0176),(69 197.25227),(70 198.42726),(71 198.52357),(72 200.21751),(73 200.41222),(74 201.24014),(75 200.2332),(76 199.53836),(77 199.42982),(78 200.03078),(79 200.48312),
(1 101.779526),(2 127.862816),(3 140.54631),(4 149.34055),(5 156.27481),(6 161.00273),(7 164.45361),(8 168.68044),(9 173.49913),(10 176.60335),(11 177.4735),(12 178.38919),(13 179.26823),(14 182.1277),(15 180.82417),(16 182.78473),(17 181.64436),(18 181.8232),(19 183.61732),(20 183.19167),(21 181.66374),(22 182.83415),(23 179.49223),(24 182.28748),(25 181.49664),(26 182.01437),(27 180.56694),(28 180.98985),(29 182.03986),(30 182.04683),(31 182.30576),(32 182.22577),(33 182.69196),(34 183.44872),(35 182.75377),(36 185.33694),(37 187.29268),(38 189.02158),(39 185.8811),(40 186.67265),(41 188.03723),(42 187.12392),(43 187.28),(44 188.14282),(45 186.42973),(46 186.28569),(47 186.78514),(48 186.42622),(49 186.24866),(50 186.15855),(51 185.95027),(52 185.53238),(53 185.55356),(54 185.23625),(55 184.82631),(56 184.81999),(57 188.41724),(58 188.42514),(59 189.88359),(60 190.07231),(61 191.32335),(62 193.55692),(63 194.61427),(64 193.6378),(65 193.83713),(66 194.31392),(67 192.06421),(68 192.32236),(69 193.37416),(70 194.7072),(71 194.95035),(72 196.06161),(73 195.04552),(74 196.93259),(75 197.19888),(76 195.53821),(77 196.86703),(78 195.8437),(79 197.5773),
(1 100.80891),(2 127.27002),(3 140.61328),(4 149.65118),(5 157.29506),(6 159.38844),(7 164.40144),(8 169.59521),(9 170.93947),(10 173.05807),(11 174.14407),(12 174.68982),(13 175.59474),(14 177.30779),(15 177.05316),(16 179.31075),(17 180.69736),(18 181.17206),(19 182.02605),(20 183.20647),(21 184.16248),(22 185.58766),(23 185.46986),(24 186.54929),(25 186.76157),(26 188.05452),(27 187.19835),(28 186.5156),(29 185.85773),(30 186.37451),(31 187.11656),(32 185.99142),(33 187.41692),(34 186.58514),(35 186.67172),(36 188.62868),(37 188.52814),(38 191.97086),(39 188.95047),(40 189.27953),(41 189.20294),(42 187.78589),(43 187.87325),(44 187.47577),(45 186.8106),(46 186.01009),(47 186.19864),(48 185.25359),(49 185.68243),(50 187.57631),(51 185.44147),(52 185.5972),(53 183.91197),(54 184.29182),(55 183.4638),(56 184.91484),(57 184.77077),(58 185.29628),(59 186.348),(60 187.21432),(61 187.08868),(62 188.05739),(63 187.27667),(64 186.28545),(65 186.18677),(66 188.14046),(67 187.60387),(68 187.91574),(69 188.72195),(70 189.13112),(71 191.1684),(72 192.87),(73 191.76935),(74 192.47937),(75 191.23318),(76 189.65211),(77 190.1586),(78 188.91469),(79 190.68842),
(1 100.51796),(2 126.2369),(3 138.42198),(4 146.53008),(5 152.71504),(6 156.70154),(7 161.278),(8 165.43814),(9 167.74652),(10 170.82674),(11 171.06848),(12 172.79726),(13 176.00978),(14 178.10857),(15 177.47043),(16 177.64354),(17 179.09221),(18 179.87292),(19 182.34016),(20 181.79684),(21 182.56833),(22 182.64389),(23 182.89752),(24 182.7208),(25 183.90569),(26 185.78825),(27 185.2777),(28 186.55612),(29 185.46281),(30 185.26898),(31 185.24713),(32 185.0505),(33 185.8942),(34 184.83899),(35 183.97472),(36 184.73746),(37 187.26982),(38 187.68452),(39 184.21733),(40 184.99594),(41 185.30917),(42 185.31999),(43 185.3039),(44 184.84605),(45 184.83936),(46 184.93169),(47 185.0014),(48 183.76022),(49 183.54521),(50 184.03416),(51 183.12634),(52 182.83128),(53 182.9979),(54 182.59023),(55 182.23065),(56 182.68456),(57 183.9579),(58 182.97606),(59 183.96605),(60 184.82938),(61 185.82796),(62 185.45108),(63 184.7553),(64 185.34508),(65 185.75027),(66 186.31761),(67 186.12825),(68 188.45833),(69 186.89038),(70 186.98277),(71 189.23552),(72 190.31729),(73 189.41273),(74 188.30624),(75 186.40312),(76 186.61014),(77 187.32515),(78 186.59044),(79 187.6314),
(1 97.57272),(2 123.85865),(3 136.6723),(4 144.39995),(5 152.45825),(6 157.18672),(7 160.12033),(8 163.8005),(9 164.97118),(10 166.32028),(11 168.95781),(12 169.4035),(13 170.77919),(14 175.6389),(15 174.11795),(16 175.92377),(17 178.96054),(18 178.28354),(19 180.31631),(20 180.89923),(21 181.04398),(22 182.97252),(23 182.49686),(24 182.54135),(25 182.53882),(26 183.3672),(27 181.93268),(28 181.70386),(29 181.02516),(30 182.5457),(31 183.2978),(32 182.91054),(33 185.1643),(34 185.17197),(35 183.48639),(36 183.77075),(37 186.17737),(38 186.67258),(39 183.51903),(40 182.23941),(41 182.32678),(42 181.78008),(43 181.1234),(44 179.7222),(45 179.95644),(46 180.80675),(47 179.79193),(48 179.11826),(49 179.80812),(50 180.31232),(51 178.60515),(52 178.07738),(53 178.48251),(54 179.43793),(55 178.83173),(56 180.95522),(57 181.10774),(58 182.12767),(59 183.2428),(60 182.10335),(61 181.89555),(62 182.71571),(63 181.9708),(64 181.44867),(65 181.87169),(66 182.96423),(67 182.8541),(68 182.8956),(69 183.00438),(70 184.08522),(71 185.2803),(72 186.45924),(73 185.96375),(74 189.13902),(75 187.82524),(76 187.2097),(77 186.70387),(78 187.54439),(79 186.47263),
(1 94.88333),(2 120.34795),(3 132.08218),(4 140.34586),(5 144.77835),(6 149.87094),(7 155.22919),(8 158.94325),(9 161.35126),(10 163.24796),(11 164.6612),(12 167.11983),(13 167.41078),(14 168.71529),(15 168.98201),(16 169.41637),(17 172.16443),(18 171.26231),(19 170.44359),(20 171.6523),(21 172.51031),(22 174.043),(23 174.25629),(24 174.76396),(25 175.70642),(26 178.59949),(27 176.53833),(28 177.84953),(29 177.04782),(30 177.63261),(31 179.32607),(32 179.90703),(33 179.67151),(34 179.74316),(35 179.28566),(36 179.15562),(37 179.88895),(38 181.07495),(39 176.36525),(40 176.126),(41 176.71886),(42 176.75562),(43 177.52356),(44 177.45738),(45 177.99069),(46 175.99962),(47 176.45323),(48 176.88199),(49 176.32434),(50 177.30331),(51 175.83298),(52 176.82828),(53 175.95195),(54 178.53378),(55 177.41637),(56 178.44092),(57 178.50514),(58 178.71887),(59 177.48846),(60 179.74352),(61 178.42975),(62 179.95448),(63 178.98845),(64 177.19661),(65 178.61926),(66 179.22713),(67 178.6016),(68 178.89418),(69 179.57162),(70 178.1737),(71 178.35095),(72 178.47037),(73 178.2725),(74 180.16362),(75 179.31473),(76 179.3846),(77 179.53253),(78 180.93234),(79 179.27739),
(1 96.22321),(2 121.02768),(3 134.99103),(4 142.68205),(5 149.77632),(6 154.46243),(7 159.8484),(8 162.43126),(9 164.50279),(10 164.64723),(11 166.88646),(12 168.70792),(13 167.79427),(14 170.8798),(15 171.26321),(16 172.65974),(17 172.7603),(18 172.98718),(19 173.17511),(20 172.50511),(21 173.2098),(22 174.79504),(23 176.20424),(24 177.43279),(25 176.9991),(26 177.05962),(27 175.47084),(28 176.16576),(29 173.44197),(30 174.75282),(31 173.01244),(32 174.38072),(33 175.52898),(34 176.58156),(35 176.4804),(36 177.0882),(37 177.06331),(38 177.04367),(39 175.64319),(40 176.7521),(41 176.34874),(42 176.78098),(43 177.11789),(44 177.36781),(45 176.75037),(46 177.12447),(47 176.68102),(48 176.8487),(49 176.31528),(50 177.93285),(51 175.45625),(52 176.26968),(53 177.11154),(54 175.63028),(55 177.38608),(56 176.94191),(57 177.56842),(58 178.75685),(59 179.41718),(60 179.22655),(61 179.33089),(62 180.3209),(63 179.72789),(64 179.74954),(65 180.18849),(66 178.7599),(67 177.66812),(68 179.43115),(69 180.0979),(70 180.44417),(71 180.98102),(72 180.7584),(73 181.6837),(74 182.31224),(75 180.81433),(76 180.76093),(77 181.51659),(78 182.32271),(79 182.56378),
(1 94.539604),(2 117.83257),(3 129.81993),(4 137.5089),(5 143.80367),(6 149.447),(7 152.7066),(8 155.32896),(9 157.95567),(10 159.55817),(11 160.6671),(12 163.12967),(13 164.44691),(14 166.72343),(15 166.05891),(16 167.60655),(17 168.06668),(18 168.86217),(19 168.10635),(20 168.01044),(21 168.37888),(22 167.75081),(23 168.29536),(24 168.62164),(25 168.99312),(26 170.52483),(27 169.57347),(28 172.22665),(29 171.48618),(30 172.72716),(31 172.18233),(32 172.57457),(33 172.41673),(34 173.00218),(35 172.0651),(36 173.33322),(37 173.49173),(38 176.01826),(39 174.7042),(40 173.92334),(41 173.10565),(42 173.45973),(43 172.485),(44 171.76929),(45 170.87602),(46 170.51683),(47 170.7445),(48 171.40143),(49 170.82042),(50 170.3591),(51 169.03087),(52 171.01332),(53 171.61206),(54 173.35808),(55 172.03104),(56 172.97623),(57 175.07831),(58 175.29564),(59 175.05121),(60 175.60889),(61 175.62302),(62 177.24286),(63 176.15453),(64 175.92824),(65 175.12761),(66 175.80226),(67 175.80571),(68 176.4358),(69 178.5095),(70 177.0781),(71 177.60342),(72 178.49086),(73 178.9715),(74 179.82031),(75 178.21065),(76 178.9728),(77 179.62694),(78 181.28163),(79 181.18285),
(1 94.911095),(2 118.09011),(3 131.29276),(4 139.13153),(5 146.97363),(6 151.16878),(7 155.69493),(8 159.07423),(9 161.79451),(10 162.86041),(11 162.69281),(12 164.71657),(13 165.14111),(14 167.12547),(15 165.79015),(16 167.10571),(17 168.55646),(18 170.48825),(19 169.12099),(20 168.91005),(21 169.16908),(22 168.78395),(23 170.12495),(24 171.08946),(25 172.29453),(26 174.1519),(27 172.66518),(28 174.22241),(29 172.91658),(30 172.839),(31 173.54941),(32 173.63501),(33 173.7586),(34 173.65623),(35 174.63127),(36 175.0661),(37 174.93712),(38 176.53703),(39 174.93942),(40 175.63864),(41 175.04915),(42 177.77562),(43 178.48923),(44 177.19499),(45 175.79445),(46 174.93272),(47 173.62831),(48 172.96198),(49 173.36565),(50 174.207),(51 171.50632),(52 171.1999),(53 172.5805),(54 172.45905),(55 172.84743),(56 173.65952),(57 174.68633),(58 174.8375),(59 173.9162),(60 173.96872),(61 174.36664),(62 174.70406),(63 172.9201),(64 174.36171),(65 172.57184),(66 174.99582),(67 174.09486),(68 173.84113),(69 174.80873),(70 174.83481),(71 175.37338),(72 176.25085),(73 176.94823),(74 177.5691),(75 175.96068),(76 174.92911),(77 175.75792),(78 176.30695),(79 176.68678),
