1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 93.04252),(2 115.46732),(3 125.57621),(4 134.14587),(5 140.53983),(6 144.6542),(7 149.73666),(8 152.79448),(9 155.54703),(10 158.42915),(11 158.44466),(12 161.81192),(13 163.23782),(14 164.59485),(15 164.2164),(16 164.75204),(17 166.06348),(18 166.50958),(19 166.21623),(20 167.56808),(21 166.53403),(22 166.34116),(23 165.47397),(24 166.35217),(25 166.79324),(26 168.79187),(27 167.73386),(28 168.30779),(29 169.69464),(30 169.80444),(31 169.46336),(32 168.87386),(33 168.29684),(34 166.8542),(35 166.16405),(36 166.68256),(37 166.92291),(38 169.09213),(39 167.27792),(40 168.94406),(41 169.94577),(42 169.9932),(43 170.30734),(44 169.63228),(45 169.52737),(46 169.68217),(47 168.51157),(48 168.39232),(49 169.93098),(50 170.75224),(51 169.32318),(52 169.76137),(53 169.69835),(54 169.24023),(55 169.39764),(56 169.81155),(57 170.1661),(58 171.56464),(59 170.93881),(60 170.71205),(61 171.67348),(62 172.46304),(63 171.33202),(64 172.43742),(65 171.68768),(66 173.54381),(67 173.86392),(68 172.95435),(69 174.5158),(70 173.69872),(71 173.45517),(72 174.02972),(73 174.85101),(74 176.09026),(75 175.10277),(76 174.75113),(77 174.34828),(78 174.93626),(79 174.30803),
(1 92.61255),(2 114.25358),(3 124.34323),(4 131.75536),(5 137.66441),(6 141.95045),(7 147.19066),(8 150.50851),(9 152.61674),(10 154.89142),(11 156.1049),(12 157.65265),(13 158.8393),(14 160.5327),(15 160.26701),(16 162.12456),(17 162.7109),(18 163.94305),(19 164.25504),(20 165.26163),(21 165.46658),(22 166.32303),(23 167.2108),(24 168.56552),(25 170.07787),(26 171.7181),(27 170.41917),(28 171.83748),(29 171.75545),(30 172.2208),(31 173.87877),(32 172.87488),(33 172.58372),(34 172.22185),(35 171.61499),(36 172.11005),(37 171.26064),(38 172.17398),(39 169.72949),(40 171.81503),(41 170.95145),(42 170.14748),(43 169.35823),(44 169.07104),(45 167.44772),(46 168.20871),(47 167.59924),(48 168.43744),(49 167.80484),(50 168.56378),(51 166.012),(52 167.26413),(53 167.91112),(54 167.96904),(55 169.87236),(56 169.52615),(57 168.66615),(58 170.55841),(59 170.88966),(60 170.76303),(61 171.06781),(62 171.62065),(63 170.6653),(64 170.74368),(65 169.56604),(66 170.8314),(67 170.5735),(68 170.8871),(69 171.48329),(70 170.74684),(71 172.06493),(72 172.52708),(73 174.3146),(74 174.59319),(75 173.47072),(76 172.33717),(77 173.39442),(78 174.06241),(79 173.40652),
(1 92.53235),(2 112.900894),(3 123.3506),(4 130.44644),(5 137.36092),(6 141.45837),(7 145.22874),(8 150.2164),(9 151.52452),(10 154.47495),(11 155.75444),(12 156.2547),(13 157.73026),(14 159.9983),(15 159.13118),(16 160.86389),(17 161.3907),(18 161.24428),(19 159.93352),(20 160.62564),(21 160.57808),(22 162.58922),(23 162.16164),(24 162.40685),(25 164.43027),(26 165.6453),(27 164.92136),(28 167.06367),(29 166.8071),(30 165.6733),(31 166.50938),(32 167.36903),(33 168.15775),(34 168.50052),(35 167.58257),(36 167.43066),(37 166.729),(38 166.4093),(39 165.23154),(40 165.19598),(41 164.97652),(42 166.29861),(43 165.39459),(44 165.37086),(45 164.6532),(46 164.11752),(47 165.05487),(48 164.70418),(49 165.18367),(50 165.22424),(51 165.00296),(52 165.13904),(53 166.05327),(54 166.32146),(55 166.6494),(56 166.4366),(57 166.48628),(58 165.36441),(59 166.65129),(60 167.20131),(61 166.51314),(62 167.99301),(63 165.79921),(64 167.06668),(65 167.79842),(66 169.81111),(67 169.5477),(68 169.94417),(69 169.1403),(70 169.63782),(71 169.53906),(72 169.62239),(73 170.19197),(74 170.41043),(75 169.8611),(76 168.80473),(77 168.80605),(78 169.16064),(79 169.50671),
(1 88.91516),(2 108.18907),(3 119.35071),(4 125.792496),(5 131.46272),(6 137.67262),(7 139.84836),(8 142.90315),(9 145.37967),(10 146.38637),(11 148.49573),(12 150.11795),(13 151.30292),(14 153.29698),(15 153.34753),(16 153.98642),(17 155.2835),(18 156.82964),(19 158.53554),(20 158.14056),(21 158.83723),(22 159.15906),(23 160.04962),(24 160.23505),(25 160.53731),(26 162.75558),(27 161.5786),(28 161.4715),(29 162.1577),(30 162.97859),(31 164.03151),(32 165.3936),(33 164.80971),(34 164.38918),(35 163.8351),(36 164.83897),(37 164.64505),(38 165.37624),(39 163.08246),(40 163.25829),(41 163.22385),(42 162.86378),(43 162.47719),(44 162.19138),(45 162.09735),(46 162.90637),(47 162.4609),(48 164.52388),(49 163.40204),(50 165.00911),(51 164.11891),(52 163.84308),(53 164.1631),(54 163.50687),(55 163.09677),(56 163.08438),(57 163.86504),(58 163.62794),(59 163.40251),(60 164.56425),(61 165.57195),(62 167.0411),(63 164.1038),(64 164.30182),(65 166.01398),(66 166.9718),(67 166.06465),(68 166.6008),(69 166.1398),(70 165.50682),(71 165.96756),(72 166.90924),(73 167.00153),(74 168.344),(75 166.03606),(76 166.88608),(77 166.41913),(78 168.35565),(79 167.6615),
(1 89.589584),(2 109.69656),(3 119.52949),(4 126.386024),(5 132.02155),(6 138.51949),(7 140.4729),(8 143.31271),(9 145.83482),(10 147.94043),(11 148.27597),(12 149.97716),(13 151.24777),(14 152.64645),(15 151.06712),(16 153.25545),(17 152.005),(18 152.77052),(19 153.89137),(20 153.66957),(21 154.44217),(22 156.76941),(23 157.94785),(24 157.45555),(25 159.05197),(26 161.02095),(27 159.60468),(28 159.28847),(29 161.27306),(30 161.98131),(31 162.97144),(32 164.60902),(33 164.21065),(34 164.93353),(35 164.1962),(36 164.07468),(37 166.35039),(38 165.3465),(39 162.67262),(40 162.78941),(41 162.92894),(42 163.44806),(43 162.38953),(44 160.87335),(45 161.28145),(46 161.76869),(47 161.28586),(48 161.447),(49 161.57484),(50 162.72816),(51 161.9544),(52 162.02754),(53 160.48354),(54 160.02695),(55 160.44362),(56 160.67491),(57 161.0843),(58 162.82555),(59 162.58858),(60 162.84766),(61 163.32135),(62 164.52821),(63 164.40106),(64 164.91208),(65 165.18073),(66 165.75311),(67 165.60875),(68 165.26614),(69 167.78421),(70 166.79707),(71 167.58548),(72 167.76779),(73 167.38544),(74 167.98178),(75 166.06313),(76 166.7444),(77 165.8534),(78 166.62909),(79 163.90753),
(1 89.0137),(2 109.766754),(3 120.37317),(4 126.97755),(5 133.25992),(6 139.05145),(7 142.34438),(8 145.67686),(9 147.8656),(10 150.7007),(11 150.86334),(12 151.33002),(13 152.34628),(14 155.43013),(15 155.90773),(16 157.69919),(17 157.34436),(18 158.64229),(19 158.06265),(20 157.76308),(21 157.51971),(22 157.03416),(23 159.35587),(24 158.48117),(25 160.02669),(26 161.39148),(27 160.587),(28 160.75012),(29 159.52011),(30 160.88058),(31 159.78618),(32 158.51517),(33 159.98729),(34 162.18185),(35 160.60844),(36 160.04692),(37 161.45068),(38 161.66896),(39 159.46402),(40 160.08955),(41 159.80893),(42 161.50491),(43 160.84418),(44 161.46399),(45 160.33276),(46 160.0954),(47 159.11903),(48 161.64409),(49 162.17188),(50 163.75932),(51 161.6369),(52 161.44096),(53 162.52898),(54 161.57549),(55 161.23882),(56 160.582),(57 161.184),(58 162.44746),(59 162.77089),(60 163.52338),(61 164.9813),(62 165.44446),(63 164.72285),(64 164.90616),(65 164.91374),(66 164.22229),(67 165.53085),(68 165.15942),(69 165.00024),(70 165.95284),(71 166.58063),(72 166.74292),(73 167.60728),(74 168.24382),(75 167.94951),(76 168.08759),(77 168.51385),(78 168.58868),(79 168.22774),
(1 87.56534),(2 107.63806),(3 118.86042),(4 126.91135),(5 130.85573),(6 135.74667),(7 139.80849),(8 143.52753),(9 146.90337),(10 147.33246),(11 149.46477),(12 149.1018),(13 149.54643),(14 151.26195),(15 151.35373),(16 151.97305),(17 153.13422),(18 153.0201),(19 154.78714),(20 154.70323),(21 154.78299),(22 156.01616),(23 156.82701),(24 157.1251),(25 157.75734),(26 160.26173),(27 159.6486),(28 160.99731),(29 159.50414),(30 161.34174),(31 161.05803),(32 160.31609),(33 161.65855),(34 161.07285),(35 159.01694),(36 158.277),(37 158.51326),(38 158.55223),(39 157.64578),(40 157.87163),(41 157.49335),(42 158.01556),(43 157.54274),(44 158.34651),(45 157.07193),(46 156.54909),(47 155.49817),(48 155.22049),(49 156.6094),(50 158.02194),(51 156.27812),(52 156.71077),(53 157.27101),(54 158.34598),(55 158.11868),(56 157.9247),(57 159.31543),(58 158.7063),(59 158.24785),(60 157.88298),(61 159.56114),(62 160.85994),(63 161.57237),(64 161.08134),(65 160.69882),(66 162.12779),(67 163.3519),(68 163.73845),(69 163.02711),(70 163.88052),(71 163.43576),(72 162.74542),(73 163.47615),(74 164.48732),(75 163.09637),(76 162.61339),(77 162.48175),(78 162.07884),(79 161.17734),
(1 86.65502),(2 107.37299),(3 118.20106),(4 125.038826),(5 131.41394),(6 135.187),(7 138.46422),(8 141.92989),(9 145.04468),(10 147.38528),(11 149.31036),(12 150.04816),(13 152.31076),(14 154.3567),(15 154.86977),(16 154.3558),(17 155.40196),(18 155.08481),(19 155.69714),(20 156.83957),(21 156.1341),(22 156.6354),(23 157.16408),(24 156.8252),(25 157.74464),(26 158.57323),(27 157.75221),(28 156.9905),(29 155.57951),(30 156.67589),(31 156.94719),(32 157.89989),(33 157.86938),(34 157.50545),(35 157.17319),(36 156.7808),(37 156.64644),(38 158.01552),(39 156.93712),(40 157.57973),(41 158.95616),(42 160.33687),(43 160.77258),(44 159.24756),(45 158.27734),(46 156.9291),(47 157.68402),(48 158.75941),(49 160.33583),(50 159.46542),(51 158.47368),(52 158.60992),(53 159.36229),(54 160.17401),(55 160.18199),(56 161.2914),(57 161.67041),(58 160.4784),(59 159.79173),(60 160.5618),(61 161.30563),(62 163.6597),(63 161.50238),(64 161.7372),(65 161.96396),(66 161.39569),(67 161.58717),(68 162.97095),(69 162.8149),(70 163.2266),(71 163.93582),(72 165.02428),(73 165.44803),(74 167.2677),(75 166.1162),(76 165.19676),(77 164.40904),(78 164.52466),(79 164.44467),
(1 85.29824),(2 104.78998),(3 115.588196),(4 122.3167),(5 127.16168),(6 131.09105),(7 135.01192),(8 139.25758),(9 139.88013),(10 143.13919),(11 143.98567),(12 146.50055),(13 147.21596),(14 148.20457),(15 148.96884),(16 148.86443),(17 148.77377),(18 150.92282),(19 152.33414),(20 152.7921),(21 153.53822),(22 153.77994),(23 153.41971),(24 153.2811),(25 155.18198),(26 156.23921),(27 156.02948),(28 156.34526),(29 156.06409),(30 156.18446),(31 156.52827),(32 157.96451),(33 157.2207),(34 157.60042),(35 157.30887),(36 156.78824),(37 157.42921),(38 157.31819),(39 156.60892),(40 155.22746),(41 156.33139),(42 155.36331),(43 156.60266),(44 155.37007),(45 155.74956),(46 155.78679),(47 154.79044),(48 154.1587),(49 156.3233),(50 156.53008),(51 156.62962),(52 156.95543),(53 156.94893),(54 156.30882),(55 156.39273),(56 158.18033),(57 157.7453),(58 155.89519),(59 155.47871),(60 156.80177),(61 157.62917),(62 158.98007),(63 157.92632),(64 158.2557),(65 157.80751),(66 159.18253),(67 159.6016),(68 159.32303),(69 160.02412),(70 160.50578),(71 160.27472),(72 160.46999),(73 161.20587),(74 161.24173),(75 159.44771),(76 159.3987),(77 159.90858),(78 158.92004),(79 157.49336),
(1 85.02792),(2 105.8146),(3 115.118675),(4 122.789276),(5 127.04967),(6 131.0613),(7 135.1658),(8 138.97493),(9 141.16534),(10 143.40314),(11 145.29488),(12 146.06393),(13 146.85866),(14 148.90082),(15 149.47636),(16 149.39897),(17 149.64539),(18 151.76913),(19 152.61702),(20 151.12875),(21 150.35413),(22 151.44342),(23 151.63724),(24 151.698),(25 152.34105),(26 153.53668),(27 155.24606),(28 154.88533),(29 155.66905),(30 154.72401),(31 156.40663),(32 156.16243),(33 156.52786),(34 156.16518),(35 154.6778),(36 155.57997),(37 156.42337),(38 157.67636),(39 155.17522),(40 155.13875),(41 156.52567),(42 156.30765),(43 155.48235),(44 154.98126),(45 153.96205),(46 154.09523),(47 153.83452),(48 153.34538),(49 156.06628),(50 156.6624),(51 155.25853),(52 157.29135),(53 157.817),(54 158.36732),(55 157.65198),(56 157.66301),(57 158.98877),(58 158.4619),(59 157.00789),(60 156.90579),(61 157.69084),(62 158.47595),(63 156.2804),(64 156.39288),(65 155.99106),(66 155.94226),(67 155.56924),(68 156.62857),(69 157.50557),(70 158.09628),(71 158.23433),(72 158.98085),(73 159.45605),(74 162.03111),(75 160.39067),(76 160.10555),(77 161.00067),(78 160.35742),(79 161.5165),
(1 83.6064),(2 103.68581),(3 112.95264),(4 118.962364),(5 123.925835),(6 127.211555),(7 131.20947),(8 134.65492),(9 136.15349),(10 138.66739),(11 140.26646),(12 141.38643),(13 143.16507),(14 145.94905),(15 146.41197),(16 148.23247),(17 148.87656),(18 149.38383),(19 149.3725),(20 149.16039),(21 150.18892),(22 149.87631),(23 150.8495),(24 151.69228),(25 151.93282),(26 153.42935),(27 152.91156),(28 153.0839),(29 153.19255),(30 153.05637),(31 153.9206),(32 154.3467),(33 153.38228),(34 152.9544),(35 151.60878),(36 153.58583),(37 153.32776),(38 153.5885),(39 151.95984),(40 153.19604),(41 153.39844),(42 152.83563),(43 153.19809),(44 151.26297),(45 150.90553),(46 150.70879),(47 150.49332),(48 151.10573),(49 151.1637),(50 151.45386),(51 149.987),(52 149.7063),(53 150.57098),(54 150.85875),(55 151.40022),(56 152.943),(57 153.80089),(58 152.7632),(59 152.29312),(60 154.00597),(61 154.7482),(62 156.59595),(63 155.06728),(64 155.23422),(65 155.25363),(66 156.062),(67 156.87666),(68 157.19136),(69 157.09335),(70 155.76271),(71 156.40137),(72 157.33682),(73 158.4462),(74 158.55301),(75 157.41444),(76 158.13109),(77 157.40152),(78 157.92293),(79 157.51001),
(1 82.89241),(2 102.488304),(3 111.753136),(4 117.58647),(5 123.26276),(6 127.51726),(7 131.58533),(8 135.13731),(9 137.67343),(10 137.80884),(11 139.26639),(12 140.88213),(13 142.50009),(14 143.98973),(15 142.51424),(16 144.37576),(17 144.66318),(18 144.66086),(19 144.94876),(20 144.73111),(21 145.42342),(22 145.96127),(23 148.39365),(24 149.14),(25 150.33783),(26 152.84592),(27 151.49188),(28 151.52603),(29 150.73064),(30 151.56953),(31 151.9034),(32 151.6836),(33 152.4671),(34 152.76016),(35 152.16064),(36 153.24823),(37 154.0039),(38 153.55519),(39 152.74307),(40 151.90805),(41 152.3846),(42 150.46312),(43 150.90231),(44 150.19785),(45 152.048),(46 149.32172),(47 149.94867),(48 151.53728),(49 152.31291),(50 151.11307),(51 151.52194),(52 152.08202),(53 152.2438),(54 152.37161),(55 154.38606),(56 154.45992),(57 155.09175),(58 154.40408),(59 153.85356),(60 154.95535),(61 156.6567),(62 156.65024),(63 155.26666),(64 154.30737),(65 153.72432),(66 154.52855),(67 154.62335),(68 153.97685),(69 153.12582),(70 154.8958),(71 155.49318),(72 156.55348),(73 156.04599),(74 156.97942),(75 155.71465),(76 154.0773),(77 153.92932),(78 154.22943),(79 154.88646),
(1 82.09968),(2 99.56685),(3 109.45113),(4 116.20097),(5 122.671814),(6 126.245415),(7 129.69159),(8 132.3636),(9 134.49591),(10 135.66402),(11 138.16571),(12 139.07574),(13 141.1836),(14 141.37709),(15 141.93814),(16 143.6373),(17 143.62389),(18 144.28775),(19 144.44936),(20 144.62128),(21 145.2753),(22 145.695),(23 147.52129),(24 147.97636),(25 147.7128),(26 149.2232),(27 149.26309),(28 149.39012),(29 148.97539),(30 148.36539),(31 148.57822),(32 149.02943),(33 149.71452),(34 149.73164),(35 147.98451),(36 148.41905),(37 148.78479),(38 149.69463),(39 148.61836),(40 149.07143),(41 148.80013),(42 148.10188),(43 148.45627),(44 148.60046),(45 148.55748),(46 147.91185),(47 147.94225),(48 149.4557),(49 149.06403),(50 149.1698),(51 149.19241),(52 150.02296),(53 149.07701),(54 147.91617),(55 148.2539),(56 148.17023),(57 149.74582),(58 149.65128),(59 150.04579),(60 150.33315),(61 151.99007),(62 151.9468),(63 152.08664),(64 151.45926),(65 150.65733),(66 152.1453),(67 152.45065),(68 153.23155),(69 154.45567),(70 152.96184),(71 154.07689),(72 155.03992),(73 156.62982),(74 157.18275),(75 155.67514),(76 154.9278),(77 155.21248),(78 155.86363),(79 155.69585),
(1 80.98747),(2 100.2132),(3 109.49863),(4 116.057076),(5 121.348694),(6 124.804115),(7 128.12796),(8 130.60269),(9 133.46826),(10 135.66745),(11 136.80296),(12 138.51642),(13 139.02885),(14 141.69946),(15 140.82237),(16 141.0025),(17 141.98506),(18 141.57684),(19 142.05827),(20 141.62227),(21 142.51004),(22 143.82889),(23 144.59007),(24 145.85431),(25 146.05992),(26 147.11067),(27 146.22838),(28 147.07709),(29 145.49596),(30 147.14531),(31 147.52406),(32 147.56973),(33 148.73097),(34 148.86507),(35 148.03134),(36 147.76988),(37 147.7867),(38 149.61977),(39 148.26334),(40 147.57043),(41 147.9092),(42 148.29118),(43 149.14587),(44 149.62424),(45 148.58708),(46 149.45103),(47 148.22588),(48 148.92749),(49 147.84074),(50 148.32349),(51 147.7179),(52 148.94633),(53 148.17883),(54 148.71965),(55 149.8875),(56 149.56975),(57 149.184),(58 148.49727),(59 148.56136),(60 150.20367),(61 150.77853),(62 151.40977),(63 151.16454),(64 149.77592),(65 149.5821),(66 149.61163),(67 149.97171),(68 150.77661),(69 151.03271),(70 150.9793),(71 152.0927),(72 153.54314),(73 153.31525),(74 153.9525),(75 153.01381),(76 152.27232),(77 151.68329),(78 152.70255),(79 152.75473),
(1 81.06601),(2 100.42434),(3 110.08986),(4 117.177864),(5 122.849045),(6 126.01903),(7 129.87424),(8 132.59373),(9 135.38016),(10 137.16965),(11 139.42456),(12 140.64757),(13 140.84195),(14 143.49655),(15 141.81773),(16 142.47414),(17 143.35014),(18 143.97815),(19 144.18204),(20 143.99036),(21 145.16637),(22 145.85579),(23 145.92506),(24 146.17712),(25 147.93913),(26 147.07353),(27 147.01094),(28 146.64772),(29 146.6306),(30 146.79994),(31 147.80125),(32 147.58003),(33 147.27582),(34 146.72813),(35 146.51817),(36 146.40744),(37 146.51288),(38 147.13718),(39 146.50204),(40 147.23026),(41 147.47331),(42 148.00299),(43 149.35205),(44 147.97563),(45 148.42635),(46 148.65051),(47 148.1294),(48 148.57732),(49 149.83934),(50 150.64368),(51 149.80623),(52 149.74426),(53 149.07822),(54 150.04234),(55 148.92601),(56 149.08919),(57 149.57564),(58 148.74298),(59 148.6417),(60 148.88432),(61 150.00005),(62 149.38252),(63 148.8193),(64 149.95313),(65 149.00014),(66 148.58264),(67 148.40228),(68 149.04236),(69 150.86829),(70 151.10559),(71 151.11357),(72 151.811),(73 152.00694),(74 151.95778),(75 150.77972),(76 151.99867),(77 152.59004),(78 151.64116),(79 152.39066),
(1 79.9339),(2 97.32511),(3 107.338974),(4 113.60761),(5 118.31631),(6 121.39378),(7 125.19142),(8 129.07092),(9 131.44324),(10 132.04471),(11 133.03958),(12 134.09334),(13 135.30545),(14 137.11841),(15 137.54077),(16 137.84705),(17 138.59866),(18 139.64468),(19 139.01305),(20 138.24167),(21 139.36494),(22 139.81776),(23 140.79895),(24 140.90309),(25 142.92572),(26 144.57861),(27 143.87238),(28 144.13025),(29 143.79361),(30 143.3446),(31 144.06305),(32 144.60452),(33 145.58855),(34 144.28973),(35 144.93217),(36 143.7791),(37 145.22461),(38 145.70305),(39 143.96844),(40 144.73497),(41 145.5331),(42 145.0268),(43 145.23262),(44 144.81711),(45 146.13232),(46 146.40846),(47 146.30751),(48 147.4708),(49 147.09843),(50 147.21448),(51 147.12267),(52 146.81502),(53 145.80937),(54 147.02576),(55 146.94678),(56 147.72975),(57 148.85724),(58 148.96959),(59 149.84709),(60 151.087),(61 151.53008),(62 151.8415),(63 150.05089),(64 150.47704),(65 149.9024),(66 149.62209),(67 148.5102),(68 148.8676),(69 149.13364),(70 149.73119),(71 148.74783),(72 150.117),(73 150.48245),(74 151.80405),(75 149.87027),(76 150.25717),(77 150.53012),(78 149.56885),(79 150.61389),
(1 78.85023),(2 97.80618),(3 106.468445),(4 113.38078),(5 118.35713),(6 123.27437),(7 127.07597),(8 129.8088),(9 131.95815),(10 133.85947),(11 134.21075),(12 135.67422),(13 137.24939),(14 137.98856),(15 137.07565),(16 139.36295),(17 140.85228),(18 141.18195),(19 141.52045),(20 142.18639),(21 142.72957),(22 142.37451),(23 143.32086),(24 142.74698),(25 144.30772),(26 144.18295),(27 144.3328),(28 144.12015),(29 144.64554),(30 145.54901),(31 144.90707),(32 144.67691),(33 145.59842),(34 145.7408),(35 145.80319),(36 145.44048),(37 147.41463),(38 146.25464),(39 145.56721),(40 144.75116),(41 146.37093),(42 145.7936),(43 145.68661),(44 146.51584),(45 147.03125),(46 146.98541),(47 146.79955),(48 146.86914),(49 145.34035),(50 146.44675),(51 145.65427),(52 145.78378),(53 146.01147),(54 145.96591),(55 145.52666),(56 144.81793),(57 145.15497),(58 145.4252),(59 146.10399),(60 146.66475),(61 146.32733),(62 147.09825),(63 145.2426),(64 146.1464),(65 146.0137),(66 145.5105),(67 145.14908),(68 145.61858),(69 146.61261),(70 145.86794),(71 147.05536),(72 149.14297),(73 148.38333),(74 149.91417),(75 148.91196),(76 148.28683),(77 149.76671),(78 149.11462),(79 148.47577),
(1 77.75472),(2 95.240036),(3 104.79004),(4 111.817314),(5 117.21646),(6 120.9085),(7 124.28798),(8 127.80205),(9 130.43672),(10 132.47421),(11 133.05199),(12 133.30392),(13 134.85109),(14 136.43422),(15 136.4547),(16 137.21745),(17 138.18756),(18 138.68439),(19 138.08842),(20 138.95435),(21 139.0038),(22 139.5392),(23 140.85016),(24 142.04796),(25 143.35648),(26 144.73093),(27 143.69226),(28 143.26405),(29 143.45914),(30 144.6532),(31 142.66127),(32 143.41634),(33 142.58359),(34 143.25813),(35 142.8475),(36 142.94928),(37 143.4807),(38 142.94186),(39 142.84195),(40 142.85916),(41 143.40211),(42 143.41698),(43 141.97299),(44 142.23807),(45 142.42761),(46 142.73404),(47 141.58539),(48 143.19437),(49 143.94414),(50 143.62619),(51 143.01103),(52 143.65688),(53 143.91635),(54 145.39282),(55 145.29562),(56 145.05571),(57 146.17624),(58 146.37286),(59 146.90123),(60 147.57434),(61 147.5888),(62 148.04935),(63 144.73656),(64 145.19533),(65 146.03914),(66 145.6495),(67 145.43073),(68 147.62938),(69 147.44528),(70 147.40514),(71 146.46179),(72 146.63893),(73 147.7742),(74 148.31207),(75 146.5659),(76 146.28493),(77 146.12451),(78 146.70175),(79 147.30014),
