1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 2099562.5),(2 3934906.3),(3 4135792),(4 4615686.5),(5 4934707.5),(6 5257469.5),(7 5818194.5),(8 6296613.5),(9 6634298),(10 6858849.5),(11 7015951.5),(12 7083268),(13 7183506.5),(14 7257176),(15 7370362.5),(16 7706874.5),(17 7757478),(18 7556949.5),(19 7558800),(20 7908662.5),(21 7842208.5),(22 8077409.5),(23 8308986.5),(24 7978826),(25 7629736),(26 7604262),(27 7973329.5),(28 8320749.5),(29 8571243),(30 8918161),(31 9392435),(32 9471265),(33 9407168),(34 9369650),(35 9657333),(36 9874188),(37 9997038),(38 10282920),(39 10713539),(40 11399413),(41 11908584),(42 11849557),(43 11957349),(44 12551593),(45 12580376),(46 12632459),(47 12774907),(48 12407261),(49 12120243),(50 11663152),(51 10742972),(52 10571957),(53 10485858),(54 10576433),(55 10515439),(56 10937867),(57 11396472),(58 12048293),(59 12636532),(60 12934048),(61 35161104),(62 45162748),(63 32456400),(64 32323986),(65 32362826),(66 31810890),(67 31837032),(68 32133008),(69 32258104),(70 33187258),(71 34310290),(72 34956908),(73 35760124),(74 37382340),(75 35380790),(76 32206702),(77 22393142),(78 12623224),(79 12285957),
(1 102.493866),(2 163.80397),(3 199.30603),(4 218.00162),(5 229.51178),(6 235.54211),(7 240.60481),(8 243.04623),(9 247.44562),(10 249.69489),(11 250.10764),(12 254.56673),(13 261.2805),(14 261.86942),(15 263.92575),(16 265.2512),(17 269.73514),(18 269.76733),(19 269.11905),(20 270.15274),(21 273.28485),(22 272.75244),(23 271.05737),(24 269.6888),(25 272.45364),(26 272.50485),(27 271.05994),(28 271.5118),(29 274.28546),(30 277.1124),(31 275.5646),(32 275.64548),(33 274.87326),(34 271.90015),(35 267.21494),(36 266.52866),(37 266.52527),(38 264.46823),(39 263.44476),(40 265.48108),(41 269.22183),(42 269.92822),(43 268.2989),(44 268.53226),(45 271.7823),(46 274.4144),(47 275.723),(48 275.17355),(49 278.2819),(50 278.48245),(51 277.65088),(52 275.68085),(53 279.17416),(54 280.58673),(55 279.65952),(56 279.23956),(57 280.59714),(58 278.0174),(59 273.98227),(60 270.70505),(61 266.52432),(62 262.74377),(63 263.98053),(64 264.79266),(65 264.63773),(66 264.51477),(67 263.64337),(68 261.96976),(69 264.53824),(70 265.09045),(71 266.79385),(72 266.9908),(73 269.93628),(74 270.0958),(75 270.92474),(76 268.31287),(77 273.73782),(78 275.22598),(79 277.37708),
(1 103.232735),(2 163.77518),(3 199.0319),(4 217.14642),(5 229.70618),(6 237.00725),(7 241.6184),(8 244.3342),(9 249.58209),(10 250.08525),(11 250.03326),(12 253.11699),(13 258.42548),(14 257.75705),(15 257.5736),(16 259.54074),(17 263.733),(18 265.13593),(19 264.69064),(20 265.02585),(21 270.5446),(22 274.60477),(23 273.9095),(24 274.65448),(25 276.5444),(26 274.67465),(27 272.83603),(28 270.7939),(29 274.00507),(30 277.09256),(31 275.61548),(32 273.9144),(33 276.91626),(34 277.35104),(35 273.48154),(36 274.37146),(37 277.20462),(38 276.8231),(39 273.97717),(40 273.13525),(41 274.33456),(42 273.7423),(43 274.18488),(44 275.16714),(45 279.5097),(46 281.02042),(47 281.66992),(48 281.95163),(49 284.4943),(50 282.35718),(51 281.1208),(52 280.3289),(53 281.25854),(54 280.41455),(55 276.11243),(56 274.08475),(57 277.687),(58 277.7446),(59 274.48322),(60 273.01022),(61 269.4283),(62 265.30737),(63 265.06863),(64 263.8119),(65 263.94025),(66 262.68036),(67 262.18973),(68 261.33667),(69 262.09372),(70 261.73898),(71 263.41507),(72 265.99072),(73 268.15558),(74 268.54138),(75 266.22818),(76 266.1387),(77 272.12082),(78 274.2559),(79 275.0611),
(1 100.33127),(2 158.26247),(3 191.3214),(4 209.17595),(5 220.2607),(6 227.46782),(7 232.0863),(8 235.65732),(9 240.45819),(10 243.61353),(11 244.25858),(12 247.78323),(13 253.3538),(14 253.16193),(15 255.06793),(16 257.58804),(17 261.67007),(18 263.12183),(19 265.2244),(20 264.1385),(21 267.03873),(22 267.44034),(23 267.93594),(24 266.75574),(25 270.70816),(26 270.78735),(27 268.30362),(28 266.8196),(29 271.3609),(30 274.55127),(31 274.87598),(32 272.10498),(33 274.64752),(34 274.88953),(35 272.39142),(36 271.43945),(37 273.10892),(38 271.7204),(39 269.49146),(40 267.13983),(41 271.12143),(42 271.61554),(43 271.4773),(44 274.41818),(45 278.26724),(46 280.31766),(47 278.15747),(48 276.01593),(49 277.79242),(50 276.0455),(51 271.99844),(52 269.57178),(53 272.89877),(54 272.91888),(55 270.2956),(56 268.1721),(57 271.05435),(58 269.52078),(59 264.40613),(60 262.49234),(61 261.82022),(62 259.5351),(63 258.55783),(64 259.4143),(65 260.10785),(66 261.06857),(67 261.4137),(68 262.05215),(69 260.73035),(70 259.46713),(71 262.23093),(72 262.51425),(73 263.83066),(74 261.67947),(75 263.19406),(76 263.24524),(77 266.18094),(78 268.3351),(79 271.79456),
(1 101.026436),(2 161.05423),(3 195.33073),(4 210.42458),(5 222.46758),(6 229.005),(7 232.47488),(8 237.30424),(9 242.27318),(10 241.47827),(11 241.11188),(12 243.8674),(13 250.96729),(14 251.45522),(15 252.93152),(16 254.26299),(17 261.19824),(18 264.63065),(19 263.1585),(20 264.71725),(21 268.70148),(22 270.35947),(23 269.31622),(24 270.57498),(25 273.56653),(26 274.42694),(27 271.91028),(28 272.10147),(29 275.177),(30 275.2227),(31 270.92612),(32 268.54105),(33 270.81058),(34 271.60916),(35 268.8111),(36 266.50674),(37 268.95868),(38 268.5865),(39 267.27115),(40 266.34845),(41 268.18478),(42 267.45993),(43 267.31393),(44 267.01843),(45 271.01807),(46 271.4117),(47 270.43124),(48 269.9219),(49 272.77222),(50 272.23724),(51 271.2408),(52 270.57687),(53 269.74167),(54 267.715),(55 268.67642),(56 268.52878),(57 269.5247),(58 268.1249),(59 265.3022),(60 264.0329),(61 262.3249),(62 260.40732),(63 261.25668),(64 262.65988),(65 261.44815),(66 259.53537),(67 257.33627),(68 257.0083),(69 258.81723),(70 260.91544),(71 262.9821),(72 264.02536),(73 264.67136),(74 264.16425),(75 266.04257),(76 266.4524),(77 269.89938),(78 270.77368),(79 272.22037),
(1 100.36585),(2 157.82668),(3 191.46057),(4 209.35536),(5 222.59282),(6 230.01553),(7 233.612),(8 237.24884),(9 243.19643),(10 244.11516),(11 245.02316),(12 248.72037),(13 255.13882),(14 254.90277),(15 256.3818),(16 257.1347),(17 262.0465),(18 265.21933),(19 267.24283),(20 268.14032),(21 271.30154),(22 271.21252),(23 268.92117),(24 269.2279),(25 273.5167),(26 273.5283),(27 271.48944),(28 269.29865),(29 272.09814),(30 272.23083),(31 269.03223),(32 267.84042),(33 269.37735),(34 268.23993),(35 267.02765),(36 267.58252),(37 269.0367),(38 268.78003),(39 268.64847),(40 269.25058),(41 269.2625),(42 266.16373),(43 265.9644),(44 267.69696),(45 271.02985),(46 272.94763),(47 272.99255),(48 271.44034),(49 272.46252),(50 270.733),(51 269.53937),(52 270.07104),(53 272.276),(54 271.5785),(55 270.27792),(56 269.4718),(57 271.6913),(58 273.0627),(59 270.5702),(60 268.1711),(61 263.45584),(62 260.0621),(63 259.29575),(64 261.57916),(65 261.4694),(66 259.9836),(67 259.10953),(68 259.80972),(69 259.90244),(70 258.80676),(71 258.73502),(72 260.68454),(73 266.00708),(74 267.9788),(75 267.33636),(76 264.8799),(77 267.57037),(78 270.3202),(79 272.90753),
(1 96.712456),(2 154.25067),(3 187.37793),(4 204.8365),(5 215.27411),(6 219.59431),(7 223.28448),(8 227.01707),(9 234.36026),(10 236.88826),(11 237.5304),(12 240.56769),(13 247.46518),(14 248.94357),(15 251.9745),(16 252.89777),(17 254.16716),(18 253.99243),(19 256.10284),(20 253.79222),(21 260.66473),(22 262.8039),(23 261.30783),(24 260.15768),(25 262.33698),(26 261.5623),(27 258.49402),(28 259.45657),(29 262.29843),(30 263.50995),(31 261.11304),(32 260.19962),(33 267.04703),(34 266.43747),(35 264.0899),(36 263.57553),(37 265.48904),(38 263.90845),(39 261.20834),(40 259.46423),(41 263.154),(42 262.28513),(43 261.493),(44 265.60077),(45 269.8078),(46 269.43497),(47 267.2912),(48 266.08624),(49 268.9252),(50 267.33328),(51 263.8047),(52 260.52658),(53 262.03406),(54 262.9062),(55 259.14914),(56 257.40204),(57 261.2268),(58 261.06842),(59 259.1714),(60 258.04727),(61 256.0009),(62 251.96754),(63 249.56233),(64 250.06073),(65 248.24184),(66 246.38069),(67 245.83038),(68 246.71552),(69 248.92397),(70 250.47482),(71 252.57327),(72 254.92575),(73 254.92912),(74 254.51259),(75 256.05768),(76 253.09436),(77 256.62445),(78 256.91776),(79 258.9066),
(1 98.07423),(2 155.30452),(3 189.0534),(4 207.63116),(5 217.86841),(6 223.79889),(7 226.24847),(8 228.25937),(9 232.51175),(10 234.37123),(11 237.65031),(12 242.37161),(13 249.65706),(14 250.52165),(15 251.4894),(16 253.4893),(17 258.7523),(18 260.4504),(19 259.8507),(20 259.80704),(21 264.8518),(22 267.89743),(23 266.34357),(24 266.02988),(25 269.81525),(26 270.0329),(27 267.137),(28 266.55847),(29 269.38876),(30 270.48914),(31 267.36035),(32 264.72977),(33 266.73978),(34 265.9205),(35 262.71277),(36 260.84937),(37 264.54858),(38 262.8877),(39 259.23804),(40 258.6666),(41 261.4981),(42 261.46567),(43 261.8197),(44 262.75513),(45 265.66513),(46 265.14423),(47 263.71243),(48 264.20645),(49 267.18948),(50 269.04196),(51 268.91733),(52 268.89484),(53 269.40924),(54 269.4493),(55 271.28238),(56 271.04565),(57 273.47403),(58 272.01416),(59 266.87817),(60 264.30255),(61 261.5784),(62 257.24527),(63 256.14532),(64 256.5385),(65 258.56458),(66 257.92667),(67 257.0847),(68 257.37967),(69 260.4228),(70 261.6618),(71 263.65005),(72 264.94778),(73 264.4796),(74 264.7286),(75 264.22894),(76 262.7109),(77 264.7283),(78 266.10297),(79 268.828),
(1 97.91407),(2 155.32335),(3 189.03679),(4 206.06105),(5 215.19786),(6 220.0089),(7 223.19197),(8 226.69489),(9 231.70976),(10 233.4066),(11 236.26593),(12 239.96791),(13 246.47618),(14 245.23074),(15 244.76007),(16 246.54022),(17 251.12173),(18 252.5534),(19 253.72296),(20 253.67549),(21 258.97836),(22 260.433),(23 259.747),(24 257.17737),(25 260.08163),(26 261.35742),(27 259.48108),(28 258.23865),(29 261.7578),(30 261.54407),(31 259.21365),(32 257.52396),(33 261.60687),(34 261.12625),(35 257.08972),(36 253.5816),(37 253.35204),(38 250.04434),(39 249.55038),(40 249.72961),(41 252.9872),(42 253.45709),(43 254.04987),(44 254.18094),(45 256.86133),(46 256.4218),(47 257.61075),(48 255.99731),(49 259.4879),(50 261.756),(51 260.46542),(52 259.27884),(53 259.79025),(54 258.27682),(55 256.91754),(56 257.14755),(57 257.92),(58 256.53564),(59 252.72725),(60 250.82112),(61 249.6868),(62 247.86473),(63 247.99123),(64 248.5954),(65 247.859),(66 245.54112),(67 245.0204),(68 245.4509),(69 246.61543),(70 247.28702),(71 249.09286),(72 249.65784),(73 250.99603),(74 250.12277),(75 250.62901),(76 247.75636),(77 251.72202),(78 254.15204),(79 255.50822),
(1 98.2608),(2 155.42041),(3 187.9316),(4 204.35413),(5 216.81305),(6 223.34099),(7 225.25554),(8 227.25166),(9 232.10812),(10 234.77917),(11 235.75229),(12 239.65796),(13 245.54498),(14 245.98529),(15 246.97342),(16 247.51454),(17 253.0837),(18 253.42305),(19 253.50247),(20 255.40465),(21 261.94473),(22 263.4875),(23 263.3304),(24 262.60883),(25 267.43564),(26 267.99814),(27 266.88293),(28 265.46274),(29 271.34943),(30 272.29578),(31 270.39157),(32 270.24585),(33 273.20645),(34 271.5354),(35 267.69617),(36 266.8811),(37 266.4723),(38 262.70984),(39 260.15167),(40 261.9438),(41 264.11572),(42 264.0504),(43 264.32114),(44 265.984),(45 271.33975),(46 272.71188),(47 272.28644),(48 269.85648),(49 273.4764),(50 272.61353),(51 270.02078),(52 268.15723),(53 271.60513),(54 272.1392),(55 271.85257),(56 271.27206),(57 271.5233),(58 269.07388),(59 265.40515),(60 264.12234),(61 261.94113),(62 258.96347),(63 256.0869),(64 256.38342),(65 257.20752),(66 255.1568),(67 255.74196),(68 255.86316),(69 258.60263),(70 258.7884),(71 259.61212),(72 261.3009),(73 264.18326),(74 262.85663),(75 265.3178),(76 264.33963),(77 268.9094),(78 268.41092),(79 269.9263),
(1 99.119705),(2 155.1605),(3 187.00456),(4 202.36559),(5 212.24736),(6 219.12482),(7 222.09625),(8 223.67659),(9 230.9427),(10 232.58084),(11 232.65135),(12 238.2745),(13 243.69014),(14 244.11649),(15 247.45612),(16 247.01976),(17 253.02747),(18 256.73425),(19 258.01385),(20 257.74966),(21 263.2292),(22 264.43732),(23 262.77682),(24 263.5109),(25 266.7455),(26 266.3073),(27 262.5006),(28 263.15613),(29 266.4839),(30 268.72144),(31 265.80576),(32 264.67438),(33 265.76556),(34 264.6078),(35 260.54178),(36 256.3971),(37 260.43927),(38 259.12912),(39 257.83142),(40 254.99088),(41 257.34668),(42 257.13242),(43 256.0958),(44 256.24435),(45 258.74982),(46 259.4554),(47 258.0247),(48 260.38165),(49 264.4584),(50 263.02484),(51 260.67075),(52 257.0357),(53 259.54385),(54 260.88687),(55 259.27493),(56 258.52545),(57 259.0989),(58 257.1604),(59 254.31952),(60 251.69608),(61 252.12137),(62 252.15413),(63 251.07333),(64 252.71544),(65 254.07458),(66 253.0547),(67 251.50128),(68 252.48083),(69 253.48087),(70 254.34381),(71 256.60693),(72 257.44876),(73 257.20532),(74 255.35928),(75 256.24094),(76 253.66893),(77 256.23563),(78 258.268),(79 260.4936),
(1 95.87119),(2 150.4723),(3 180.60405),(4 195.43307),(5 205.83939),(6 211.3477),(7 216.57509),(8 218.60777),(9 222.9804),(10 224.7579),(11 225.0876),(12 229.92186),(13 236.54425),(14 236.49931),(15 237.34999),(16 240.04356),(17 246.04596),(18 247.95018),(19 247.87671),(20 248.7372),(21 252.59604),(22 253.61551),(23 251.3111),(24 249.5352),(25 254.1556),(26 256.24277),(27 255.70607),(28 253.26329),(29 254.8803),(30 255.78984),(31 252.76921),(32 252.98047),(33 254.6491),(34 253.62901),(35 249.84721),(36 247.86046),(37 250.20464),(38 249.3918),(39 248.6442),(40 248.91484),(41 251.77257),(42 251.2485),(43 249.87912),(44 251.99995),(45 257.6722),(46 258.2726),(47 256.80106),(48 257.60684),(49 260.73697),(50 262.13196),(51 260.04816),(52 260.62457),(53 261.83478),(54 261.74423),(55 260.36273),(56 260.65436),(57 261.40787),(58 258.38702),(59 255.98705),(60 253.10217),(61 253.44208),(62 252.40659),(63 249.93173),(64 250.59256),(65 250.27223),(66 250.08992),(67 251.92941),(68 251.74988),(69 250.04839),(70 250.79176),(71 254.15236),(72 253.86131),(73 257.9257),(74 257.87854),(75 258.50522),(76 257.03754),(77 260.8529),(78 261.7379),(79 262.8706),
(1 95.23986),(2 151.03568),(3 183.5312),(4 201.62967),(5 211.87877),(6 216.15707),(7 219.14195),(8 224.10802),(9 232.06827),(10 235.08955),(11 235.10005),(12 237.20338),(13 243.11575),(14 243.31386),(15 246.94954),(16 249.04103),(17 252.89204),(18 252.65297),(19 251.275),(20 250.01683),(21 255.76851),(22 258.7548),(23 258.3097),(24 258.48953),(25 261.13425),(26 259.72415),(27 257.7206),(28 257.22745),(29 258.74124),(30 258.62573),(31 256.7067),(32 254.60985),(33 257.05902),(34 256.96033),(35 255.98463),(36 255.21437),(37 253.90579),(38 251.7735),(39 251.90938),(40 251.43126),(41 252.68132),(42 250.49638),(43 249.48097),(44 249.50137),(45 253.16245),(46 254.8228),(47 254.75002),(48 255.49174),(49 258.8531),(50 259.77216),(51 259.05432),(52 258.42358),(53 261.0815),(54 260.60574),(55 259.12888),(56 259.17593),(57 258.7968),(58 256.30496),(59 252.18752),(60 252.25755),(61 249.03323),(62 245.8937),(63 246.02902),(64 246.57117),(65 244.81609),(66 241.70932),(67 241.95422),(68 242.26004),(69 243.91853),(70 243.73616),(71 244.98608),(72 248.18748),(73 248.36475),(74 246.62753),(75 245.90485),(76 244.3674),(77 246.72563),(78 247.44125),(79 247.84593),
(1 96.81072),(2 151.81166),(3 183.01375),(4 199.20103),(5 212.20464),(6 217.00375),(7 219.10188),(8 225.25429),(9 232.06894),(10 235.12535),(11 236.73274),(12 239.20677),(13 244.35822),(14 243.2495),(15 244.35031),(16 245.75137),(17 248.40327),(18 248.56606),(19 249.35681),(20 249.27965),(21 253.3089),(22 255.00475),(23 254.26031),(24 255.42152),(25 257.63477),(26 258.5699),(27 257.12775),(28 256.74707),(29 261.31705),(30 262.20224),(31 259.44965),(32 255.75577),(33 257.5065),(34 257.0308),(35 256.21048),(36 255.30264),(37 258.65918),(38 257.91168),(39 255.03867),(40 252.76279),(41 254.06947),(42 252.86545),(43 252.67465),(44 253.86629),(45 257.79565),(46 258.34552),(47 256.55136),(48 255.83449),(49 260.18024),(50 260.97098),(51 257.08237),(52 254.98396),(53 257.112),(54 255.06512),(55 251.71304),(56 251.08728),(57 253.90715),(58 252.79742),(59 248.16931),(60 246.53787),(61 245.47917),(62 243.95203),(63 243.8898),(64 245.8835),(65 244.45284),(66 242.2927),(67 241.6782),(68 242.3791),(69 242.11179),(70 241.96431),(71 244.11525),(72 246.82452),(73 246.79921),(74 245.27707),(75 246.16463),(76 246.10913),(77 249.41132),(78 250.63971),(79 253.49985),
(1 96.24556),(2 154.7035),(3 187.12584),(4 203.6832),(5 217.12486),(6 222.73665),(7 224.51578),(8 228.1629),(9 234.04787),(10 236.86888),(11 238.24428),(12 238.72823),(13 243.74486),(14 243.72238),(15 244.40463),(16 245.57437),(17 250.40018),(18 252.3542),(19 252.75182),(20 253.94128),(21 258.53394),(22 259.98285),(23 259.57697),(24 259.0027),(25 262.50443),(26 261.86597),(27 258.86276),(28 256.48364),(29 260.2621),(30 261.3861),(31 258.59155),(32 258.8396),(33 260.21118),(34 258.53006),(35 256.88385),(36 256.73257),(37 256.89008),(38 256.97665),(39 256.35815),(40 257.7136),(41 260.4937),(42 260.3031),(43 261.6909),(44 261.8762),(45 265.44635),(46 265.7306),(47 264.27155),(48 263.47272),(49 266.71225),(50 266.4199),(51 264.83896),(52 264.45547),(53 265.926),(54 266.99042),(55 264.73816),(56 264.6725),(57 266.7235),(58 264.66663),(59 260.23044),(60 257.13986),(61 254.66393),(62 250.72482),(63 248.96727),(64 249.54541),(65 250.12462),(66 249.41151),(67 246.85323),(68 248.14091),(69 249.695),(70 250.6191),(71 254.04619),(72 255.67932),(73 258.19922),(74 258.58734),(75 259.59695),(76 257.67984),(77 259.18405),(78 259.98),(79 260.3954),
(1 93.64958),(2 146.81468),(3 177.32315),(4 194.20502),(5 206.38338),(6 213.86752),(7 217.65501),(8 220.38835),(9 225.91606),(10 229.9612),(11 231.77072),(12 232.7734),(13 237.13779),(14 236.00258),(15 237.55241),(16 238.84525),(17 245.97044),(18 248.98596),(19 250.08362),(20 249.46068),(21 252.3609),(22 253.30138),(23 254.2045),(24 251.2048),(25 252.81161),(26 251.213),(27 247.33344),(28 244.96393),(29 246.96735),(30 248.28572),(31 246.65173),(32 245.43867),(33 248.33156),(34 249.40314),(35 249.52782),(36 248.38536),(37 250.76787),(38 250.88148),(39 249.30637),(40 248.31111),(41 249.8573),(42 249.46048),(43 249.01309),(44 250.99043),(45 254.08575),(46 254.02147),(47 251.13477),(48 248.97028),(49 252.51482),(50 254.9558),(51 254.84732),(52 251.18605),(53 250.52391),(54 248.68834),(55 248.55928),(56 250.06898),(57 251.41864),(58 251.29785),(59 248.25641),(60 245.4433),(61 245.33531),(62 243.09494),(63 240.7067),(64 240.51009),(65 241.44478),(66 242.06975),(67 241.30922),(68 242.36548),(69 246.03577),(70 247.5114),(71 247.27878),(72 247.2978),(73 251.29443),(74 248.76082),(75 246.62262),(76 246.65842),(77 251.45016),(78 254.15515),(79 254.96964),
(1 93.86271),(2 148.38522),(3 178.61887),(4 194.47028),(5 207.44167),(6 214.09459),(7 217.19327),(8 220.56737),(9 225.14221),(10 225.87997),(11 228.04056),(12 230.95029),(13 238.06804),(14 237.87607),(15 238.03067),(16 238.26965),(17 243.1429),(18 243.92175),(19 242.90627),(20 243.04314),(21 247.15912),(22 250.01747),(23 247.99408),(24 247.17297),(25 251.77931),(26 252.77153),(27 251.00575),(28 250.85846),(29 253.49547),(30 253.93176),(31 249.91759),(32 246.76868),(33 250.11096),(34 248.88312),(35 244.61847),(36 242.48021),(37 243.25412),(38 240.675),(39 239.59122),(40 240.94736),(41 241.90338),(42 241.35257),(43 239.32977),(44 241.5832),(45 246.57117),(46 247.80528),(47 245.94003),(48 246.04677),(49 248.42738),(50 248.99545),(51 248.18292),(52 246.41154),(53 248.41606),(54 248.26814),(55 246.7462),(56 246.05164),(57 247.05257),(58 246.21686),(59 244.52608),(60 244.2136),(61 242.26337),(62 239.17651),(63 237.03734),(64 236.82632),(65 236.73189),(66 235.09984),(67 234.71347),(68 237.72098),(69 238.78195),(70 238.36107),(71 240.2965),(72 243.34229),(73 244.77512),(74 243.2862),(75 242.03235),(76 239.44707),(77 244.13327),(78 245.80069),(79 248.12526),
(1 93.83745),(2 146.56886),(3 175.15068),(4 189.6344),(5 200.9135),(6 206.00645),(7 209.05386),(8 213.60507),(9 220.81206),(10 224.97507),(11 225.40668),(12 226.07207),(13 232.23427),(14 233.82777),(15 233.96991),(16 235.63255),(17 239.99837),(18 242.08673),(19 244.83438),(20 246.51038),(21 250.65842),(22 250.4084),(23 248.60962),(24 248.94084),(25 251.4982),(26 251.09712),(27 249.20618),(28 246.04628),(29 250.01926),(30 250.97755),(31 248.98857),(32 245.63097),(33 246.5201),(34 246.91278),(35 246.50005),(36 245.08066),(37 247.27151),(38 246.01819),(39 242.31207),(40 241.47609),(41 243.47183),(42 242.72447),(43 242.70474),(44 244.77092),(45 249.92874),(46 251.28055),(47 247.95076),(48 247.6491),(49 251.53767),(50 251.53479),(51 249.32733),(52 249.03384),(53 252.39705),(54 252.26512),(55 249.90692),(56 248.442),(57 250.67531),(58 249.78767),(59 247.60718),(60 248.81358),(61 246.91162),(62 244.32451),(63 243.70572),(64 244.89526),(65 243.16092),(66 241.47498),(67 240.54257),(68 240.6941),(69 241.40768),(70 242.23108),(71 242.51689),(72 244.83537),(73 246.54182),(74 244.8677),(75 243.28198),(76 241.8504),(77 245.63391),(78 247.3744),(79 249.68768),
