1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 75.230804),(2 86.54029),(3 91.02965),(4 94.80793),(5 97.74871),(6 100.387474),(7 102.29599),(8 105.44687),(9 107.0996),(10 109.51892),(11 110.257965),(12 113.42232),(13 114.30747),(14 113.730545),(15 112.252),(16 114.44422),(17 116.380264),(18 116.60895),(19 116.40929),(20 118.59207),(21 119.77913),(22 118.73815),(23 118.57306),(24 118.785545),(25 118.767815),(26 119.00177),(27 117.89289),(28 117.83535),(29 118.35796),(30 117.65498),(31 116.840454),(32 118.16314),(33 117.312325),(34 116.07978),(35 115.66278),(36 117.30078),(37 118.034874),(38 117.300606),(39 116.53761),(40 116.36207),(41 116.889854),(42 116.64952),(43 116.43689),(44 116.74331),(45 116.249695),(46 117.52345),(47 117.88424),(48 118.97379),(49 121.73905),(50 122.25673),(51 123.158516),(52 123.03518),(53 124.09434),(54 124.26181),(55 125.76871),(56 126.34396),(57 126.32803),(58 125.669716),(59 127.195496),(60 127.44296),(61 127.57784),(62 127.327354),(63 126.53112),(64 126.80906),(65 128.25005),(66 128.02724),(67 128.2556),(68 127.35684),(69 127.9863),(70 128.55328),(71 129.62564),(72 129.6749),(73 129.51053),(74 130.47704),(75 128.57625),(76 129.2063),(77 129.54285),(78 130.65807),(79 130.70747),
(1 74.99747),(2 85.66703),(3 89.87452),(4 92.77496),(5 95.972404),(6 97.235275),(7 100.159065),(8 102.729065),(9 104.66631),(10 105.96599),(11 106.68356),(12 109.051956),(13 109.74068),(14 109.88538),(15 108.11924),(16 109.48608),(17 111.24005),(18 111.87904),(19 112.45),(20 113.0571),(21 113.685455),(22 113.560036),(23 115.082306),(24 115.065895),(25 116.67393),(26 117.62712),(27 116.127205),(28 115.76423),(29 116.983894),(30 116.95555),(31 116.22836),(32 116.046104),(33 114.773544),(34 114.38715),(35 114.462555),(36 114.8494),(37 114.42405),(38 114.12286),(39 112.843765),(40 113.33728),(41 112.227104),(42 112.42275),(43 112.08482),(44 112.46033),(45 111.24569),(46 111.827644),(47 114.006),(48 114.733185),(49 117.05108),(50 118.197754),(51 117.839264),(52 118.900696),(53 120.07116),(54 120.63012),(55 122.01358),(56 122.31859),(57 123.1845),(58 123.79244),(59 123.79828),(60 125.93529),(61 125.62112),(62 125.50252),(63 125.1956),(64 124.767944),(65 125.44194),(66 125.968124),(67 126.76573),(68 128.43098),(69 127.83067),(70 128.05334),(71 128.22281),(72 128.99191),(73 128.95695),(74 128.03537),(75 127.16126),(76 127.357414),(77 129.249),(78 128.8768),(79 127.809586),
(1 73.745995),(2 84.53312),(3 87.65207),(4 91.9434),(5 94.57822),(6 96.14998),(7 98.315605),(8 100.827866),(9 102.81016),(10 103.79212),(11 104.95064),(12 106.74632),(13 106.49974),(14 106.46403),(15 106.530464),(16 108.045265),(17 109.57649),(18 109.774864),(19 111.64634),(20 111.76729),(21 114.518776),(22 113.463264),(23 114.52458),(24 115.572716),(25 115.45715),(26 115.18817),(27 114.08345),(28 113.8795),(29 115.39361),(30 114.18975),(31 114.43336),(32 113.59957),(33 113.73711),(34 113.38306),(35 112.93055),(36 114.25461),(37 114.36868),(38 114.83744),(39 111.82887),(40 112.31505),(41 111.077736),(42 111.44256),(43 111.735504),(44 111.65397),(45 111.32041),(46 111.50969),(47 113.033775),(48 113.26399),(49 115.316925),(50 116.883766),(51 116.13571),(52 116.61532),(53 116.821075),(54 117.90158),(55 118.94576),(56 119.655655),(57 119.40522),(58 119.85003),(59 120.209435),(60 120.69136),(61 121.1063),(62 121.03976),(63 121.38563),(64 121.31451),(65 121.93396),(66 122.33066),(67 122.832886),(68 123.18248),(69 123.6718),(70 123.6627),(71 124.46408),(72 124.39261),(73 125.55684),(74 125.99565),(75 124.63941),(76 124.814545),(77 125.410126),(78 124.593376),(79 123.78037),
(1 72.526276),(2 82.71671),(3 86.381065),(4 87.92764),(5 91.40801),(6 93.86207),(7 95.905205),(8 98.34757),(9 101.11678),(10 101.83744),(11 102.33249),(12 104.16993),(13 105.01365),(14 106.49494),(15 104.44856),(16 106.142746),(17 106.232666),(18 108.899536),(19 109.687004),(20 111.35767),(21 111.39861),(22 110.645546),(23 110.88051),(24 111.295456),(25 111.375404),(26 112.4261),(27 111.45136),(28 111.771805),(29 112.07066),(30 110.8037),(31 110.47894),(32 110.70021),(33 110.6649),(34 111.16428),(35 111.61031),(36 112.63518),(37 112.95442),(38 112.86227),(39 111.171875),(40 111.18247),(41 109.83119),(42 110.978004),(43 110.38559),(44 110.99685),(45 108.61445),(46 109.496574),(47 110.541695),(48 111.70499),(49 113.47779),(50 115.17248),(51 114.231094),(52 114.57213),(53 115.09237),(54 115.546234),(55 116.70409),(56 116.27171),(57 117.176865),(58 118.17761),(59 118.87031),(60 119.682816),(61 120.26755),(62 121.01488),(63 119.844536),(64 120.8683),(65 121.09698),(66 121.873245),(67 121.77816),(68 121.61229),(69 121.83556),(70 123.01477),(71 122.66387),(72 122.93207),(73 123.20227),(74 123.316635),(75 121.96484),(76 121.93828),(77 122.21708),(78 122.88225),(79 122.28865),
(1 72.043625),(2 82.552635),(3 85.87305),(4 88.970245),(5 91.347206),(6 92.93059),(7 94.10544),(8 97.15572),(9 99.106026),(10 101.86681),(11 102.65837),(12 103.791504),(13 104.60481),(14 104.772125),(15 103.15954),(16 105.93857),(17 105.98159),(18 107.34527),(19 109.17167),(20 109.9306),(21 111.63159),(22 110.836525),(23 112.08102),(24 111.9587),(25 112.32353),(26 111.544),(27 110.21008),(28 112.32942),(29 113.20322),(30 111.60819),(31 111.0619),(32 111.9159),(33 110.624565),(34 111.12212),(35 110.17189),(36 109.195145),(37 110.74794),(38 111.09916),(39 108.30814),(40 107.85857),(41 106.96119),(42 106.22504),(43 107.40415),(44 107.3375),(45 107.01154),(46 107.36811),(47 108.34681),(48 109.52406),(49 111.16876),(50 111.1773),(51 110.71194),(52 112.47312),(53 113.584404),(54 113.89559),(55 114.39385),(56 115.83213),(57 116.55758),(58 116.44979),(59 117.46252),(60 118.43553),(61 119.026535),(62 119.247665),(63 119.04535),(64 119.41192),(65 118.99337),(66 119.857704),(67 120.2984),(68 119.98106),(69 119.915886),(70 120.233315),(71 120.68469),(72 121.50323),(73 121.194855),(74 122.036606),(75 120.28753),(76 121.32071),(77 121.01564),(78 122.034096),(79 122.653114),
(1 71.38212),(2 81.33624),(3 85.54502),(4 88.95993),(5 90.96188),(6 92.4722),(7 95.153404),(8 98.22118),(9 99.958786),(10 101.47745),(11 102.42134),(12 104.085495),(13 104.0484),(14 104.79516),(15 103.72137),(16 106.250145),(17 106.13341),(18 105.767975),(19 107.31717),(20 108.30218),(21 108.79847),(22 108.94683),(23 109.084206),(24 109.649155),(25 109.7693),(26 110.64133),(27 108.96552),(28 109.579254),(29 109.594604),(30 109.77792),(31 108.83787),(32 109.03223),(33 107.98738),(34 108.97826),(35 108.75575),(36 108.73259),(37 109.15245),(38 108.49905),(39 108.16836),(40 108.39275),(41 107.72255),(42 107.7894),(43 107.41817),(44 107.236885),(45 106.78696),(46 106.87236),(47 108.61695),(48 109.63592),(49 110.38358),(50 111.577095),(51 110.83404),(52 112.43063),(53 113.22538),(54 113.28919),(55 114.11602),(56 114.41367),(57 114.86906),(58 115.38999),(59 116.16461),(60 116.19032),(61 117.43105),(62 116.85509),(63 116.720505),(64 117.29567),(65 117.53347),(66 117.10345),(67 119.0052),(68 119.08516),(69 118.63507),(70 118.89897),(71 119.417114),(72 119.42215),(73 120.12344),(74 119.62291),(75 118.10121),(76 118.08269),(77 118.563354),(78 118.388054),(79 118.116684),
(1 69.771225),(2 80.51092),(3 84.42495),(4 87.78709),(5 90.162834),(6 91.83136),(7 94.754),(8 97.65899),(9 98.23501),(10 99.96242),(11 100.55039),(12 103.224335),(13 103.35002),(14 103.79151),(15 102.56684),(16 103.82277),(17 104.43713),(18 105.43102),(19 106.75009),(20 108.27607),(21 108.6411),(22 107.70917),(23 108.91542),(24 109.41109),(25 109.256004),(26 110.52897),(27 108.98241),(28 109.13434),(29 109.03974),(30 109.26992),(31 108.6082),(32 109.58668),(33 108.63509),(34 108.89961),(35 109.63891),(36 110.30026),(37 109.826454),(38 109.71827),(39 108.05009),(40 107.44312),(41 107.958694),(42 107.88477),(43 107.86123),(44 108.529175),(45 107.61823),(46 108.3294),(47 109.4243),(48 110.261635),(49 112.27095),(50 112.95376),(51 113.11087),(52 113.715836),(53 114.90119),(54 114.910805),(55 115.33146),(56 116.714355),(57 116.872536),(58 116.971954),(59 118.05146),(60 118.428246),(61 119.5124),(62 119.55611),(63 118.56675),(64 118.96652),(65 119.240295),(66 119.00277),(67 119.420204),(68 119.542786),(69 119.700096),(70 120.720276),(71 119.79675),(72 120.787285),(73 121.08599),(74 120.14428),(75 119.47953),(76 120.195366),(77 121.06046),(78 121.589775),(79 121.80302),
(1 69.70229),(2 79.69545),(3 83.69261),(4 86.95684),(5 90.58459),(6 92.16601),(7 93.0591),(8 96.13979),(9 98.30506),(10 99.67401),(11 100.41419),(12 102.662575),(13 102.5174),(14 102.86575),(15 102.6569),(16 104.07088),(17 104.75148),(18 105.00174),(19 105.77603),(20 107.13514),(21 107.78685),(22 107.69099),(23 108.43449),(24 109.32398),(25 108.99395),(26 108.48082),(27 106.89579),(28 107.481255),(29 108.13701),(30 107.77985),(31 108.652985),(32 108.708824),(33 107.8123),(34 107.01844),(35 107.84828),(36 107.91295),(37 108.56645),(38 108.61766),(39 107.40501),(40 106.95284),(41 107.47431),(42 106.987495),(43 106.39652),(44 105.79701),(45 105.97151),(46 105.44307),(47 106.90229),(48 108.30471),(49 110.72137),(50 110.55276),(51 111.19978),(52 111.716286),(53 112.64918),(54 114.320496),(55 113.34204),(56 113.465576),(57 114.42258),(58 114.933876),(59 114.65606),(60 113.881065),(61 115.56185),(62 116.311874),(63 116.55952),(64 116.49781),(65 117.42525),(66 117.49041),(67 118.23831),(68 118.43356),(69 117.973236),(70 117.533165),(71 119.15881),(72 118.680374),(73 117.65475),(74 118.67756),(75 117.89166),(76 118.55465),(77 119.04934),(78 119.946014),(79 119.57416),
(1 69.63278),(2 80.237366),(3 83.866234),(4 87.366196),(5 90.317505),(6 92.2374),(7 93.36636),(8 96.488335),(9 97.5887),(10 97.80846),(11 99.54728),(12 101.81926),(13 102.71761),(14 103.3222),(15 102.13951),(16 102.84385),(17 104.13093),(18 105.427246),(19 105.95826),(20 107.18133),(21 107.70905),(22 108.923935),(23 111.58496),(24 111.6252),(25 111.345856),(26 111.293655),(27 109.14501),(28 110.21829),(29 111.46012),(30 111.3555),(31 111.15268),(32 110.72882),(33 109.80203),(34 109.59957),(35 109.05007),(36 109.156395),(37 110.2214),(38 110.19464),(39 108.45733),(40 108.839584),(41 107.97937),(42 107.679436),(43 107.916695),(44 107.56522),(45 106.977715),(46 108.17766),(47 109.27766),(48 109.78352),(49 112.31296),(50 113.540596),(51 112.334335),(52 113.95688),(53 114.60726),(54 115.62023),(55 114.8889),(56 115.207664),(57 115.8041),(58 116.98793),(59 116.44015),(60 116.57225),(61 116.659615),(62 117.344925),(63 117.39477),(64 117.9398),(65 118.78885),(66 119.00897),(67 119.32517),(68 120.11388),(69 119.70076),(70 120.80049),(71 120.77198),(72 120.46845),(73 121.38906),(74 120.60765),(75 120.55668),(76 120.76504),(77 120.499435),(78 120.93403),(79 120.77106),
(1 68.75899),(2 78.94139),(3 82.24419),(4 86.11681),(5 88.56636),(6 89.767365),(7 91.6351),(8 94.371544),(9 95.408134),(10 96.45168),(11 97.24926),(12 98.31087),(13 100.002785),(14 99.894424),(15 98.59184),(16 100.15761),(17 100.53614),(18 102.088745),(19 102.514465),(20 104.0039),(21 104.617325),(22 104.66581),(23 105.676926),(24 105.3964),(25 106.3622),(26 105.46783),(27 104.911674),(28 105.67276),(29 105.534775),(30 105.59634),(31 105.08528),(32 105.58703),(33 104.551285),(34 105.125694),(35 104.5929),(36 106.33108),(37 105.82627),(38 105.65858),(39 103.79256),(40 104.64913),(41 103.484314),(42 103.44202),(43 103.29724),(44 103.351425),(45 102.577805),(46 103.36605),(47 104.353966),(48 105.798744),(49 108.30415),(50 109.21557),(51 109.2772),(52 110.41013),(53 112.00552),(54 112.41571),(55 112.01695),(56 112.013435),(57 111.567245),(58 112.84301),(59 113.378426),(60 113.809166),(61 114.66704),(62 114.3663),(63 114.520226),(64 115.97605),(65 115.92452),(66 116.01116),(67 116.53759),(68 117.15511),(69 117.097206),(70 118.237686),(71 118.76685),(72 118.29456),(73 118.917336),(74 118.68589),(75 116.61208),(76 116.682106),(77 117.09907),(78 116.74478),(79 117.05538),
(1 69.42055),(2 79.721985),(3 82.71856),(4 86.860695),(5 89.65098),(6 91.54435),(7 93.518814),(8 95.32139),(9 97.0928),(10 99.4649),(11 99.62451),(12 101.19945),(13 102.33017),(14 101.42536),(15 101.29979),(16 103.08182),(17 102.93244),(18 103.46315),(19 104.53932),(20 106.18214),(21 107.508804),(22 106.317),(23 107.28717),(24 107.47846),(25 107.72159),(26 108.34856),(27 106.35258),(28 107.571045),(29 108.015976),(30 107.29012),(31 107.62382),(32 107.123024),(33 107.43588),(34 106.6734),(35 106.91252),(36 107.989494),(37 108.18557),(38 108.38029),(39 106.466484),(40 106.71991),(41 105.81395),(42 104.93147),(43 105.118164),(44 106.23569),(45 107.06275),(46 106.39752),(47 107.657684),(48 108.825455),(49 109.59977),(50 110.20137),(51 110.365135),(52 110.85678),(53 112.68853),(54 112.63896),(55 112.60966),(56 113.01066),(57 113.20264),(58 115.51124),(59 115.79142),(60 115.26439),(61 115.30095),(62 115.292366),(63 114.76258),(64 116.48355),(65 115.204155),(66 115.1701),(67 116.30875),(68 116.52644),(69 116.38874),(70 116.191216),(71 115.96911),(72 115.72301),(73 116.971924),(74 116.1576),(75 114.785194),(76 116.23952),(77 117.02246),(78 117.90665),(79 117.97838),
(1 67.12882),(2 77.32041),(3 80.2431),(4 83.986984),(5 86.11874),(6 88.71884),(7 90.446304),(8 93.904465),(9 94.6887),(10 95.90784),(11 96.86508),(12 98.70003),(13 98.8671),(14 98.78111),(15 98.26397),(16 99.14134),(17 100.96689),(18 101.23147),(19 102.09211),(20 103.427734),(21 104.77008),(22 104.47073),(23 105.259125),(24 105.44754),(25 105.43223),(26 106.07762),(27 104.40208),(28 104.598145),(29 104.65978),(30 103.82672),(31 103.6358),(32 104.42391),(33 104.401924),(34 104.67931),(35 104.48582),(36 104.52935),(37 104.82494),(38 105.32117),(39 103.49774),(40 103.43355),(41 101.86712),(42 101.78714),(43 102.88623),(44 101.85291),(45 103.17313),(46 101.99256),(47 103.44681),(48 105.37743),(49 107.19759),(50 108.85186),(51 108.52669),(52 109.64692),(53 110.87457),(54 111.796616),(55 111.19579),(56 111.41281),(57 111.64837),(58 113.12746),(59 112.83616),(60 112.59873),(61 113.71201),(62 113.91118),(63 113.35783),(64 114.84861),(65 115.03758),(66 114.41886),(67 115.41805),(68 115.139755),(69 115.829636),(70 116.53062),(71 115.431404),(72 116.100716),(73 116.74068),(74 117.002396),(75 115.28631),(76 115.81981),(77 116.29734),(78 116.87843),(79 115.263405),
(1 66.9082),(2 77.21158),(3 80.95662),(4 83.20061),(5 85.69198),(6 88.16828),(7 89.69245),(8 92.37312),(9 94.09552),(10 95.02246),(11 96.29938),(12 98.32544),(13 99.2035),(14 99.395836),(15 98.35236),(16 100.8566),(17 101.38521),(18 102.05663),(19 102.68611),(20 104.380325),(21 105.07489),(22 104.44068),(23 105.19692),(24 105.298454),(25 105.97752),(26 106.453766),(27 105.53116),(28 105.56745),(29 105.025826),(30 105.22235),(31 104.30986),(32 104.59328),(33 104.06848),(34 103.578125),(35 103.804985),(36 104.41966),(37 104.64472),(38 105.310104),(39 103.70225),(40 104.44298),(41 103.48642),(42 102.64701),(43 101.52954),(44 101.19853),(45 101.32886),(46 101.63007),(47 102.33717),(48 104.31989),(49 105.6575),(50 106.686905),(51 106.37667),(52 108.164604),(53 109.5131),(54 109.528854),(55 110.35338),(56 111.24723),(57 110.75639),(58 111.586365),(59 113.305534),(60 113.13724),(61 114.194786),(62 114.030464),(63 113.40517),(64 113.42416),(65 113.408295),(66 113.68619),(67 113.790955),(68 114.28953),(69 114.71341),(70 115.613495),(71 115.97029),(72 116.43287),(73 115.711205),(74 116.312935),(75 114.56104),(76 114.593864),(77 114.08298),(78 114.82326),(79 116.70176),
(1 66.61295),(2 76.38804),(3 79.68595),(4 82.89594),(5 85.98497),(6 87.27283),(7 89.5897),(8 92.1157),(9 93.6784),(10 94.29786),(11 96.62293),(12 97.84017),(13 97.89158),(14 99.178314),(15 98.81382),(16 100.58079),(17 101.53433),(18 102.03924),(19 103.64867),(20 104.42723),(21 105.26358),(22 104.63395),(23 104.72052),(24 106.43923),(25 106.49285),(26 106.279625),(27 105.272606),(28 106.41817),(29 105.79406),(30 105.85012),(31 105.464485),(32 105.4205),(33 104.30014),(34 104.18881),(35 104.50826),(36 104.72549),(37 105.294876),(38 105.540726),(39 103.355156),(40 102.67531),(41 102.68837),(42 102.20021),(43 101.28966),(44 101.17373),(45 101.617),(46 101.93792),(47 103.24734),(48 104.14983),(49 106.9583),(50 108.49998),(51 109.10156),(52 110.86926),(53 111.733574),(54 112.03927),(55 112.18466),(56 112.71171),(57 113.11933),(58 114.07278),(59 113.66173),(60 114.859726),(61 115.13766),(62 115.16347),(63 115.418976),(64 115.60528),(65 116.217445),(66 116.52073),(67 118.239235),(68 118.82672),(69 117.21888),(70 117.66791),(71 116.79196),(72 117.10108),(73 117.593185),(74 118.242035),(75 116.085396),(76 116.421745),(77 116.271736),(78 117.11293),(79 117.522316),
(1 66.558235),(2 76.25225),(3 78.073654),(4 81.94753),(5 84.13471),(6 86.264084),(7 88.272995),(8 90.67525),(9 92.01536),(10 93.56124),(11 94.56835),(12 96.04592),(13 96.021774),(14 97.41695),(15 96.11968),(16 97.71429),(17 99.44514),(18 99.718285),(19 100.75501),(20 101.157234),(21 101.267815),(22 102.256134),(23 102.37903),(24 102.804665),(25 104.15489),(26 103.72937),(27 102.80404),(28 103.21457),(29 103.35182),(30 103.64246),(31 103.683105),(32 102.71851),(33 103.4904),(34 102.93063),(35 103.85486),(36 103.32913),(37 103.726295),(38 104.3194),(39 102.31957),(40 102.05144),(41 101.65266),(42 100.88619),(43 100.25153),(44 100.317),(45 99.467766),(46 100.22982),(47 101.04574),(48 102.60667),(49 104.49227),(50 106.14911),(51 106.22583),(52 106.431335),(53 107.46159),(54 107.65183),(55 108.2214),(56 109.015564),(57 108.66111),(58 110.40739),(59 111.02641),(60 110.477295),(61 111.680115),(62 111.92178),(63 111.88756),(64 111.72702),(65 112.060196),(66 112.09669),(67 112.800766),(68 114.01524),(69 113.431046),(70 115.44253),(71 114.52837),(72 115.16021),(73 115.20724),(74 115.27543),(75 114.071754),(76 113.45854),(77 114.25307),(78 113.59162),(79 113.39723),
(1 66.27108),(2 75.047676),(3 78.167816),(4 80.78418),(5 83.463394),(6 85.437904),(7 86.833534),(8 90.46599),(9 91.96641),(10 93.425606),(11 94.74831),(12 96.87494),(13 96.81228),(14 97.125534),(15 95.66768),(16 97.228546),(17 98.75833),(18 98.47071),(19 99.3214),(20 100.20534),(21 100.84832),(22 100.67784),(23 102.30114),(24 102.21099),(25 103.87461),(26 103.20183),(27 102.24222),(28 102.06856),(29 102.3566),(30 102.87528),(31 102.13636),(32 102.78832),(33 103.05945),(34 102.81463),(35 103.38427),(36 102.773285),(37 103.7934),(38 103.7076),(39 101.04553),(40 101.74842),(41 100.84703),(42 100.266075),(43 100.33361),(44 100.76546),(45 100.10605),(46 100.33952),(47 101.449585),(48 101.95106),(49 105.5537),(50 104.736946),(51 105.44225),(52 105.95653),(53 106.837776),(54 107.07789),(55 106.97639),(56 108.45297),(57 109.02389),(58 110.734),(59 110.69958),(60 110.160774),(61 111.26605),(62 111.6343),(63 110.90627),(64 110.68648),(65 111.501656),(66 111.40657),(67 112.59232),(68 112.448074),(69 112.9812),(70 113.34072),(71 112.6782),(72 113.33503),(73 114.114105),(74 114.20543),(75 112.850784),(76 113.42904),(77 112.09695),(78 112.62519),(79 112.78752),
(1 65.07917),(2 74.12583),(3 77.304306),(4 80.78766),(5 82.39216),(6 83.65484),(7 85.849495),(8 89.908714),(9 91.02573),(10 92.45535),(11 93.864),(12 95.00802),(13 95.40491),(14 95.44354),(15 94.48116),(16 96.411316),(17 97.91552),(18 97.51223),(19 98.00859),(20 99.37398),(21 100.60835),(22 100.18691),(23 102.081314),(24 101.34796),(25 102.1441),(26 101.537056),(27 100.36151),(28 100.88978),(29 101.4095),(30 101.12001),(31 101.619606),(32 100.72083),(33 101.0397),(34 101.37679),(35 101.60484),(36 101.14326),(37 100.89178),(38 101.05461),(39 98.26038),(40 99.707306),(41 98.89058),(42 98.03919),(43 98.22312),(44 98.48791),(45 97.54022),(46 98.1827),(47 99.048996),(48 99.525154),(49 101.22677),(50 102.393524),(51 102.7714),(52 104.38756),(53 104.3743),(54 104.961105),(55 105.8223),(56 105.76738),(57 106.09426),(58 107.58369),(59 108.30278),(60 109.556885),(61 110.172905),(62 110.71204),(63 111.171),(64 111.3342),(65 111.05226),(66 111.27833),(67 111.89989),(68 112.74962),(69 113.30866),(70 112.81422),(71 113.19379),(72 113.98116),(73 114.05329),(74 114.6842),(75 112.91009),(76 113.06321),(77 113.21396),(78 114.335075),(79 114.646675),
(1 63.95739),(2 73.29016),(3 76.3782),(4 78.95056),(5 80.66758),(6 81.88907),(7 83.78821),(8 86.214195),(9 86.72072),(10 87.8517),(11 88.36383),(12 89.91663),(13 90.36823),(14 90.73727),(15 90.375595),(16 91.37043),(17 92.2421),(18 92.38758),(19 93.647385),(20 94.5373),(21 95.86953),(22 95.9306),(23 96.659584),(24 96.62721),(25 98.00021),(26 98.91343),(27 97.0918),(28 97.815605),(29 97.81598),(30 97.3998),(31 98.6488),(32 99.00324),(33 98.456635),(34 98.17746),(35 97.85267),(36 99.2085),(37 98.26614),(38 98.403496),(39 97.35236),(40 96.27265),(41 96.27645),(42 96.325806),(43 95.16474),(44 95.20039),(45 95.242516),(46 95.17747),(47 96.289604),(48 96.98011),(49 97.91572),(50 98.58223),(51 99.32877),(52 99.4627),(53 100.63903),(54 101.29717),(55 101.67189),(56 102.02825),(57 102.87224),(58 103.88969),(59 103.82568),(60 104.46004),(61 104.620125),(62 104.056465),(63 103.681274),(64 104.48356),(65 104.06642),(66 104.43516),(67 104.73012),(68 106.41455),(69 106.19596),(70 106.69739),(71 105.96256),(72 107.06161),(73 107.49607),(74 107.47875),(75 105.55555),(76 106.02141),(77 106.97313),(78 106.85443),(79 106.782326),
