1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 29807.273),(2 46726.996),(3 56420.457),(4 108486.6),(5 152124.1),(6 182224.58),(7 256431.83),(8 322961.38),(9 376313),(10 463311),(11 545706.2),(12 618210.25),(13 725891.8),(14 823888.8),(15 937183.56),(16 1081217.6),(17 1230891.4),(18 1385386.9),(19 1579262),(20 1777710.1),(21 1986709.4),(22 2222920.8),(23 2459717.3),(24 2698800.8),(25 2954277.3),(26 3212776),(27 3502232.8),(28 3764550.3),(29 4054100.8),(30 4315052.5),(31 4616947),(32 4931991.5),(33 5236949),(34 5547777),(35 5898172.5),(36 6221600),(37 6573413.5),(38 6915813.5),(39 7268889.5),(40 7587429.5),(41 7909030.5),(42 8232209.5),(43 8525872),(44 8867799),(45 9229535),(46 9631581),(47 10066707),(48 10512878),(49 10986741),(50 11461861),(51 11920425),(52 12392380),(53 12889636),(54 13322811),(55 13778089),(56 14220213),(57 14651901),(58 15123619),(59 15583837),(60 15972109),(61 16432396),(62 16888360),(63 17316284),(64 17718810),(65 18100826),(66 18446224),(67 18748710),(68 19020088),(69 19241400),(70 19442426),(71 19663610),(72 19850286),(73 20100926),(74 20323368),(75 20571586),(76 20835710),(77 21143750),(78 21442932),(79 21708304),
(1 50.51412),(2 62.804913),(3 68.714035),(4 72.59831),(5 75.01393),(6 76.63437),(7 78.64238),(8 79.02208),(9 80.5995),(10 81.58478),(11 81.337105),(12 81.55102),(13 82.30784),(14 82.799484),(15 83.21287),(16 83.64136),(17 85.1615),(18 86.00953),(19 86.61329),(20 87.70677),(21 88.39116),(22 89.38706),(23 89.91776),(24 89.534454),(25 90.13704),(26 91.26016),(27 90.77533),(28 90.1872),(29 90.68453),(30 91.418884),(31 90.91854),(32 90.75431),(33 90.46932),(34 90.206314),(35 90.63642),(36 90.81759),(37 91.49676),(38 92.20878),(39 92.68915),(40 92.89039),(41 92.9277),(42 93.13165),(43 92.1868),(44 92.24951),(45 92.12052),(46 92.13523),(47 91.938934),(48 93.14135),(49 93.604614),(50 92.94684),(51 93.99266),(52 93.212975),(53 94.382416),(54 95.07118),(55 96.02238),(56 96.80961),(57 95.53473),(58 96.76816),(59 97.63623),(60 98.03212),(61 98.39137),(62 98.18779),(63 97.953285),(64 98.67538),(65 98.29041),(66 98.19185),(67 99.68206),(68 101.252014),(69 101.1556),(70 101.38),(71 101.71655),(72 101.66571),(73 101.43463),(74 101.996376),(75 102.87494),(76 102.63885),(77 102.61843),(78 103.07792),(79 103.56415),
(1 50.528076),(2 61.803307),(3 68.188225),(4 72.20964),(5 74.58109),(6 76.46717),(7 77.74183),(8 78.96683),(9 80.44004),(10 81.35696),(11 80.91944),(12 80.51907),(13 81.174934),(14 82.26268),(15 82.82092),(16 82.26432),(17 82.51902),(18 82.71939),(19 83.45635),(20 83.224815),(21 83.819466),(22 85.07244),(23 85.71505),(24 86.222115),(25 86.73247),(26 87.51016),(27 87.93338),(28 87.60818),(29 86.89299),(30 88.08267),(31 87.68525),(32 88.14247),(33 88.09069),(34 87.69608),(35 89.55777),(36 89.31872),(37 89.96123),(38 89.909676),(39 90.74984),(40 91.092285),(41 91.46348),(42 91.46037),(43 91.08764),(44 92.152885),(45 92.60498),(46 92.80107),(47 92.512245),(48 92.67841),(49 92.62811),(50 93.057396),(51 94.5525),(52 94.196304),(53 93.17122),(54 93.04656),(55 94.83883),(56 94.84129),(57 94.18371),(58 95.327866),(59 94.55555),(60 96.10755),(61 96.80006),(62 96.036476),(63 96.56237),(64 95.509514),(65 96.1186),(66 96.211426),(67 95.772446),(68 95.53671),(69 96.04142),(70 95.946686),(71 95.80049),(72 96.812416),(73 96.51212),(74 96.71187),(75 97.88046),(76 97.57369),(77 97.00705),(78 97.43992),(79 98.30348),
(1 50.077522),(2 61.399284),(3 67.50045),(4 71.65093),(5 74.16867),(6 75.898476),(7 77.32367),(8 77.96765),(9 78.48388),(10 79.78246),(11 79.47418),(12 79.09254),(13 80.14477),(14 80.73858),(15 81.137695),(16 82.124344),(17 81.79691),(18 82.66208),(19 83.37791),(20 83.067535),(21 84.82064),(22 85.76522),(23 85.69951),(24 86.35324),(25 87.3162),(26 86.849556),(27 87.657745),(28 88.33005),(29 87.93464),(30 89.04651),(31 89.44753),(32 89.79856),(33 90.398285),(34 89.982605),(35 90.75112),(36 91.05069),(37 91.111145),(38 91.58903),(39 92.60472),(40 92.996086),(41 92.71689),(42 92.882126),(43 91.495255),(44 91.74836),(45 92.600334),(46 91.83652),(47 91.66001),(48 92.43668),(49 92.484116),(50 93.2409),(51 92.978745),(52 92.54567),(53 92.79665),(54 92.42174),(55 93.14239),(56 93.93789),(57 94.885925),(58 94.59992),(59 94.89224),(60 95.25562),(61 95.597664),(62 95.488785),(63 96.44116),(64 96.647446),(65 97.71068),(66 98.11356),(67 97.64263),(68 97.800125),(69 98.484726),(70 97.86994),(71 98.01314),(72 97.25335),(73 95.95464),(74 96.634834),(75 97.44395),(76 98.05116),(77 97.768486),(78 97.76248),(79 98.543106),
(1 48.774387),(2 59.827354),(3 66.06036),(4 69.88631),(5 72.2319),(6 73.90936),(7 74.54098),(8 75.27067),(9 77.050545),(10 78.31501),(11 77.306755),(12 78.85426),(13 79.264336),(14 78.347824),(15 79.30939),(16 79.17009),(17 80.64755),(18 80.701996),(19 81.21792),(20 81.40292),(21 81.653305),(22 82.73904),(23 82.999954),(24 82.70825),(25 83.4098),(26 83.77951),(27 84.64474),(28 85.06596),(29 84.88075),(30 85.559746),(31 86.81748),(32 87.01322),(33 87.868095),(34 86.92023),(35 87.95955),(36 88.20514),(37 88.2628),(38 88.30942),(39 90.206276),(40 90.44709),(41 89.56268),(42 89.77075),(43 90.12073),(44 89.78921),(45 90.64347),(46 90.69322),(47 89.99949),(48 89.9029),(49 90.34548),(50 91.02425),(51 91.33292),(52 90.672264),(53 90.539566),(54 91.18707),(55 91.59024),(56 92.97359),(57 93.04239),(58 93.53285),(59 93.1184),(60 92.847466),(61 92.511955),(62 91.67388),(63 93.559326),(64 93.041115),(65 93.83888),(66 94.378975),(67 93.19851),(68 94.077385),(69 94.64994),(70 94.79447),(71 94.617004),(72 94.76479),(73 94.15596),(74 94.10955),(75 95.106674),(76 95.38185),(77 95.41556),(78 95.89119),(79 96.22681),
(1 48.852303),(2 60.241516),(3 66.458855),(4 70.75625),(5 72.278465),(6 72.83852),(7 74.00615),(8 74.92213),(9 75.1438),(10 76.83712),(11 76.02841),(12 77.16374),(13 77.35774),(14 77.93964),(15 78.17586),(16 78.630615),(17 79.14552),(18 79.29725),(19 80.95946),(20 81.484375),(21 81.57999),(22 82.925514),(23 82.95769),(24 83.77712),(25 83.4748),(26 82.84153),(27 83.80523),(28 84.74371),(29 84.799866),(30 86.18977),(31 87.2395),(32 86.99626),(33 86.906265),(34 87.21674),(35 86.97468),(36 87.39496),(37 88.06576),(38 88.01245),(39 88.79399),(40 90.05444),(41 89.65505),(42 89.36997),(43 89.44018),(44 88.3397),(45 89.242035),(46 89.85821),(47 89.753235),(48 88.88291),(49 89.192474),(50 88.98138),(51 88.887955),(52 88.277954),(53 88.66007),(54 88.751656),(55 89.129616),(56 90.129486),(57 90.53187),(58 90.99526),(59 91.14714),(60 92.05861),(61 91.80702),(62 90.56833),(63 91.92392),(64 92.32768),(65 93.24054),(66 93.40835),(67 92.64467),(68 93.76859),(69 93.9242),(70 94.64328),(71 94.478455),(72 94.63963),(73 94.775505),(74 94.420845),(75 95.06015),(76 95.04478),(77 96.11819),(78 96.606766),(79 96.17813),
(1 49.38702),(2 60.055866),(3 66.084335),(4 69.97486),(5 72.31555),(6 72.719025),(7 73.96931),(8 75.04198),(9 75.90049),(10 76.793365),(11 76.19469),(12 76.98517),(13 77.32091),(14 77.84529),(15 78.24366),(16 78.407),(17 79.218475),(18 79.86793),(19 79.96332),(20 80.71608),(21 79.8449),(22 81.351875),(23 82.57666),(24 83.350815),(25 83.51238),(26 84.09479),(27 84.593605),(28 85.04476),(29 84.57878),(30 85.034775),(31 84.73397),(32 85.06128),(33 86.01368),(34 86.182396),(35 86.8509),(36 86.458824),(37 87.10907),(38 87.08686),(39 87.65503),(40 88.44926),(41 87.93185),(42 88.33458),(43 88.7278),(44 89.32107),(45 89.618225),(46 91.06907),(47 90.52653),(48 89.83361),(49 90.24232),(50 91.00159),(51 91.34304),(52 90.99672),(53 91.07257),(54 90.46683),(55 90.558105),(56 91.844055),(57 92.24409),(58 91.60397),(59 92.08954),(60 92.149216),(61 91.49631),(62 92.36245),(63 92.556366),(64 93.23971),(65 93.4252),(66 93.64651),(67 94.26037),(68 93.97038),(69 94.24494),(70 95.02225),(71 94.53569),(72 94.89612),(73 94.377426),(74 94.89184),(75 95.4046),(76 95.23341),(77 94.91122),(78 94.330894),(79 95.03978),
(1 49.108955),(2 59.537838),(3 65.633965),(4 70.00292),(5 71.51831),(6 72.413666),(7 73.30802),(8 74.4353),(9 75.10553),(10 75.75652),(11 76.917854),(12 78.61637),(13 78.151245),(14 78.90001),(15 79.81593),(16 79.9562),(17 80.132904),(18 80.45341),(19 80.51337),(20 80.27947),(21 80.36535),(22 80.93491),(23 82.16863),(24 82.88178),(25 83.40334),(26 84.18992),(27 84.784996),(28 83.97079),(29 83.57947),(30 84.04835),(31 84.2388),(32 84.17096),(33 84.88718),(34 84.48857),(35 84.79344),(36 85.43904),(37 85.00654),(38 85.45623),(39 86.13381),(40 86.79742),(41 87.1635),(42 86.786354),(43 86.563065),(44 87.28395),(45 87.61266),(46 88.11324),(47 87.811455),(48 87.31792),(49 88.185875),(50 89.11928),(51 89.82344),(52 89.39236),(53 89.8361),(54 90.78417),(55 91.22093),(56 91.95648),(57 93.09542),(58 93.187996),(59 92.94184),(60 93.509995),(61 93.750854),(62 94.15974),(63 94.38452),(64 95.38752),(65 95.751175),(66 96.20636),(67 96.693344),(68 96.53388),(69 96.47494),(70 96.94768),(71 97.33154),(72 98.01433),(73 98.49076),(74 98.82528),(75 97.93067),(76 97.839294),(77 98.24582),(78 97.60206),(79 97.67748),
(1 48.37097),(2 58.704044),(3 65.123474),(4 68.20983),(5 70.500725),(6 70.79826),(7 72.70673),(8 72.483185),(9 74.500626),(10 74.85728),(11 75.09054),(12 75.09095),(13 75.22087),(14 76.5773),(15 77.527885),(16 77.56452),(17 78.15749),(18 78.735176),(19 78.583466),(20 78.81005),(21 79.36755),(22 79.55782),(23 80.05355),(24 80.58869),(25 81.224365),(26 82.82761),(27 83.63554),(28 83.23581),(29 84.29555),(30 83.82498),(31 84.317116),(32 83.913895),(33 84.210846),(34 84.50303),(35 85.44492),(36 85.4697),(37 85.22806),(38 85.66725),(39 86.98195),(40 87.84294),(41 87.071945),(42 88.0096),(43 87.94248),(44 87.962715),(45 88.951225),(46 88.92918),(47 89.13803),(48 88.96033),(49 89.23982),(50 88.335526),(51 88.32132),(52 88.4576),(53 88.09412),(54 88.62235),(55 88.26905),(56 89.5799),(57 89.52208),(58 90.0476),(59 90.25094),(60 90.15734),(61 89.60951),(62 89.28991),(63 90.27515),(64 91.02005),(65 90.395195),(66 91.72893),(67 91.50468),(68 91.052864),(69 91.427185),(70 92.65457),(71 93.23541),(72 93.198296),(73 93.24638),(74 91.76296),(75 91.465836),(76 92.19837),(77 91.56457),(78 91.91296),(79 92.78918),
(1 46.860474),(2 57.895325),(3 64.58948),(4 67.01467),(5 69.44335),(6 71.200935),(7 71.696465),(8 72.065895),(9 73.21775),(10 73.22391),(11 74.071106),(12 75.00242),(13 75.63077),(14 75.50503),(15 76.3722),(16 76.61683),(17 76.88685),(18 77.35997),(19 77.042725),(20 77.343956),(21 77.6335),(22 77.59293),(23 78.87438),(24 79.2215),(25 79.65954),(26 79.82637),(27 80.05952),(28 80.05494),(29 79.79301),(30 80.170395),(31 81.37563),(32 81.29034),(33 82.24525),(34 81.89636),(35 82.46472),(36 82.75313),(37 82.88653),(38 83.01461),(39 83.7502),(40 82.95784),(41 83.297714),(42 84.06075),(43 83.06303),(44 83.36759),(45 84.16847),(46 83.965416),(47 83.86297),(48 82.8541),(49 82.86767),(50 84.44097),(51 83.860756),(52 82.784744),(53 83.72774),(54 83.776375),(55 84.19097),(56 84.65888),(57 85.507416),(58 85.35527),(59 85.642624),(60 86.32543),(61 85.942726),(62 85.85619),(63 87.06857),(64 87.449165),(65 88.05782),(66 88.13909),(67 88.87401),(68 89.86952),(69 91.045815),(70 92.35372),(71 91.87983),(72 91.968),(73 91.93544),(74 91.96424),(75 91.20464),(76 90.67962),(77 92.165596),(78 91.98661),(79 92.192825),
(1 46.85792),(2 57.131607),(3 62.53768),(4 66.80754),(5 68.16474),(6 69.172165),(7 70.343056),(8 70.59587),(9 71.75619),(10 71.71336),(11 72.37984),(12 72.6226),(13 72.81078),(14 73.8973),(15 74.7646),(16 75.51899),(17 76.01945),(18 76.66843),(19 75.906425),(20 76.307434),(21 76.83029),(22 76.475334),(23 76.396194),(24 75.77144),(25 76.6547),(26 77.63432),(27 77.52849),(28 78.244995),(29 78.161316),(30 78.86575),(31 80.30797),(32 79.6743),(33 80.19102),(34 80.64325),(35 80.62193),(36 81.49395),(37 81.588066),(38 81.84959),(39 82.62215),(40 82.33261),(41 82.001785),(42 83.01431),(43 84.41232),(44 85.05889),(45 83.620895),(46 83.48259),(47 84.044304),(48 83.58656),(49 83.502075),(50 84.46017),(51 84.37962),(52 84.26809),(53 84.64454),(54 85.13629),(55 86.61912),(56 87.24699),(57 87.38408),(58 87.714745),(59 86.90738),(60 86.76741),(61 86.34591),(62 87.08646),(63 88.25193),(64 88.19106),(65 88.314255),(66 88.19543),(67 88.06203),(68 88.67987),(69 90.09759),(70 89.96032),(71 90.160164),(72 89.73172),(73 90.349464),(74 89.80791),(75 89.56505),(76 89.85659),(77 90.47498),(78 90.81374),(79 90.03661),
(1 45.007565),(2 55.342735),(3 60.976696),(4 64.54216),(5 66.8123),(6 68.652504),(7 69.52186),(8 70.572945),(9 70.643715),(10 71.11518),(11 71.427025),(12 72.7143),(13 73.96071),(14 73.67254),(15 74.035736),(16 74.95505),(17 75.73744),(18 75.41302),(19 75.69863),(20 75.94189),(21 77.13292),(22 77.74126),(23 78.11698),(24 78.623276),(25 79.81967),(26 79.79079),(27 80.423645),(28 80.1063),(29 79.61589),(30 80.238945),(31 81.22439),(32 80.284966),(33 81.32285),(34 81.18032),(35 81.6911),(36 81.62968),(37 81.79932),(38 81.982735),(39 82.10577),(40 82.296715),(41 81.97558),(42 82.61588),(43 83.10056),(44 82.54414),(45 82.57089),(46 83.01675),(47 83.05638),(48 82.54431),(49 82.85446),(50 83.45853),(51 84.00832),(52 83.72488),(53 85.37726),(54 85.45581),(55 86.0793),(56 85.381294),(57 85.79463),(58 86.3579),(59 85.98698),(60 86.83685),(61 86.75247),(62 87.40321),(63 89.41794),(64 89.83365),(65 89.61145),(66 89.94887),(67 90.15395),(68 90.741455),(69 91.457695),(70 91.30991),(71 91.20856),(72 90.99581),(73 91.26426),(74 92.16479),(75 91.59665),(76 90.794876),(77 90.77985),(78 89.72503),(79 89.178375),
(1 45.480427),(2 56.553585),(3 61.743572),(4 65.466324),(5 67.86298),(6 69.28657),(7 70.46695),(8 71.77125),(9 72.278534),(10 71.95276),(11 72.31936),(12 72.88474),(13 73.85735),(14 74.513466),(15 75.68396),(16 76.11478),(17 75.94153),(18 75.526),(19 76.15987),(20 75.87136),(21 77.54963),(22 77.733116),(23 77.96013),(24 77.03502),(25 78.261986),(26 77.749),(27 79.258804),(28 79.21361),(29 78.76715),(30 78.91971),(31 79.3671),(32 79.68729),(33 80.172775),(34 80.055435),(35 79.36286),(36 80.276),(37 80.73749),(38 81.285484),(39 80.936775),(40 80.71401),(41 81.26649),(42 81.615295),(43 82.59628),(44 82.62408),(45 82.477264),(46 81.70831),(47 81.62521),(48 81.43794),(49 81.559105),(50 81.84754),(51 82.354164),(52 82.32),(53 83.00712),(54 83.21825),(55 84.329506),(56 84.81984),(57 85.89124),(58 85.760895),(59 84.90477),(60 85.25815),(61 85.06461),(62 85.74036),(63 86.99354),(64 87.83107),(65 87.29678),(66 87.163506),(67 86.92956),(68 87.71522),(69 88.620056),(70 89.76342),(71 89.40091),(72 89.71127),(73 90.09028),(74 90.59547),(75 89.6668),(76 90.18699),(77 90.739655),(78 90.61238),(79 90.58458),
(1 45.428986),(2 55.944782),(3 62.12209),(4 65.0693),(5 66.35693),(6 67.8505),(7 69.74199),(8 70.37273),(9 70.8869),(10 70.986015),(11 71.65865),(12 72.01247),(13 72.515076),(14 73.62142),(15 74.882645),(16 74.82093),(17 74.97376),(18 74.343445),(19 74.91568),(20 75.304794),(21 76.29493),(22 76.49855),(23 77.63959),(24 76.344376),(25 76.71652),(26 77.74631),(27 78.912476),(28 78.11135),(29 78.00195),(30 78.85828),(31 79.312126),(32 78.88189),(33 79.70275),(34 79.83725),(35 79.78877),(36 80.7813),(37 80.824234),(38 80.66276),(39 80.90501),(40 81.22923),(41 80.67186),(42 81.02285),(43 81.10639),(44 81.30799),(45 82.00451),(46 81.82637),(47 81.52526),(48 81.350914),(49 81.68451),(50 81.99064),(51 82.0251),(52 82.6839),(53 83.93277),(54 83.791405),(55 83.93941),(56 84.816025),(57 84.38895),(58 84.3469),(59 84.65582),(60 84.556335),(61 84.762505),(62 84.708565),(63 85.90492),(64 86.68351),(65 87.51688),(66 87.46375),(67 87.21442),(68 88.71319),(69 89.790665),(70 90.1147),(71 89.92384),(72 90.525375),(73 90.177315),(74 88.829544),(75 89.497215),(76 89.57082),(77 89.28414),(78 89.532555),(79 89.676254),
(1 44.756596),(2 55.031143),(3 60.48083),(4 63.292606),(5 65.80674),(6 66.798065),(7 67.29282),(8 69.432236),(9 70.37054),(10 70.157776),(11 70.43465),(12 70.67542),(13 71.25011),(14 71.89257),(15 72.77472),(16 73.41636),(17 72.69824),(18 73.090935),(19 73.98298),(20 74.33838),(21 74.03857),(22 73.79034),(23 74.43836),(24 75.0285),(25 75.3015),(26 76.20082),(27 76.3046),(28 75.906235),(29 76.009056),(30 76.53814),(31 77.34291),(32 76.58262),(33 77.16704),(34 77.329414),(35 76.91647),(36 77.90324),(37 79.05084),(38 78.53024),(39 78.98252),(40 79.48913),(41 80.08761),(42 80.14106),(43 79.45244),(44 79.7107),(45 79.89687),(46 79.9886),(47 79.80063),(48 78.72518),(49 79.10738),(50 79.391136),(51 79.829056),(52 79.58885),(53 81.11726),(54 81.42787),(55 80.686386),(56 82.09837),(57 81.38081),(58 82.44499),(59 82.572266),(60 82.52894),(61 82.836105),(62 83.161964),(63 83.85428),(64 84.9434),(65 84.840866),(66 85.365555),(67 84.71586),(68 84.88547),(69 85.384254),(70 85.81517),(71 87.148735),(72 87.378204),(73 88.1497),(74 87.73049),(75 87.74022),(76 86.63627),(77 87.08418),(78 86.09697),(79 86.37464),
(1 45.313633),(2 54.827473),(3 61.82909),(4 64.20256),(5 65.330376),(6 66.41532),(7 68.672226),(8 69.97036),(9 70.16022),(10 70.295616),(11 71.11213),(12 70.8878),(13 71.351974),(14 72.63443),(15 74.13025),(16 73.912605),(17 73.631775),(18 74.23856),(19 74.05708),(20 74.33294),(21 74.92004),(22 74.961525),(23 75.69028),(24 75.61422),(25 75.91697),(26 77.07269),(27 76.82653),(28 77.32594),(29 76.469795),(30 76.977295),(31 78.126915),(32 78.36004),(33 78.12444),(34 78.35605),(35 78.64801),(36 79.78708),(37 79.65964),(38 79.560394),(39 79.06169),(40 78.187935),(41 78.663795),(42 79.20593),(43 79.01169),(44 78.69503),(45 78.90766),(46 78.844955),(47 79.02331),(48 79.321754),(49 80.00835),(50 80.97153),(51 81.90269),(52 82.30327),(53 82.416245),(54 83.8112),(55 83.19191),(56 84.25995),(57 84.050446),(58 84.49017),(59 84.12491),(60 84.49492),(61 84.69482),(62 85.22931),(63 86.51897),(64 88.21246),(65 87.3708),(66 88.04496),(67 87.630455),(68 88.093735),(69 89.549644),(70 88.95286),(71 89.325676),(72 90.224396),(73 89.07349),(74 89.16141),(75 88.54053),(76 87.85734),(77 88.46136),(78 88.91593),(79 88.44949),
(1 43.719223),(2 53.284157),(3 59.537968),(4 62.268703),(5 64.21312),(6 64.58231),(7 66.19743),(8 68.13142),(9 68.70635),(10 68.90392),(11 69.84307),(12 69.84108),(13 70.409584),(14 71.34445),(15 72.901405),(16 72.7179),(17 72.463684),(18 72.49644),(19 72.62627),(20 72.74742),(21 73.974045),(22 73.81012),(23 74.82165),(24 74.71824),(25 74.32134),(26 75.16675),(27 74.59928),(28 75.02172),(29 74.77919),(30 75.31126),(31 75.6644),(32 75.9716),(33 76.40347),(34 76.30267),(35 75.631805),(36 76.69843),(37 77.57707),(38 77.213646),(39 77.605675),(40 77.83246),(41 77.95549),(42 78.48827),(43 78.06718),(44 76.858505),(45 77.61733),(46 77.391075),(47 77.87418),(48 78.28414),(49 78.00682),(50 78.80636),(51 79.22865),(52 79.466324),(53 80.66578),(54 81.12121),(55 81.27666),(56 81.38141),(57 81.40689),(58 82.05323),(59 81.32235),(60 81.64018),(61 81.14318),(62 81.838196),(63 82.21729),(64 83.29185),(65 83.29396),(66 83.67134),(67 83.76865),(68 84.834015),(69 85.07463),(70 86.15004),(71 85.49726),(72 86.83758),(73 86.611664),(74 86.229164),(75 85.504105),(76 85.88188),(77 86.695366),(78 86.36982),(79 87.06248),
(1 43.297768),(2 53.13547),(3 59.342052),(4 63.22048),(5 64.44829),(6 65.40151),(7 66.69865),(8 68.67071),(9 68.68787),(10 69.11479),(11 69.188736),(12 70.29172),(13 70.89907),(14 72.00061),(15 73.08072),(16 73.69059),(17 73.48806),(18 74.37828),(19 74.42544),(20 74.30055),(21 74.805626),(22 74.861206),(23 74.96975),(24 75.029655),(25 75.55354),(26 75.62183),(27 76.29129),(28 76.03103),(29 76.74009),(30 76.427704),(31 76.99656),(32 76.834404),(33 77.434875),(34 78.18967),(35 77.45147),(36 77.49836),(37 77.86372),(38 78.352745),(39 78.69191),(40 78.479904),(41 78.55932),(42 78.85244),(43 79.2423),(44 79.118904),(45 78.919716),(46 78.92109),(47 78.730934),(48 78.74622),(49 78.041466),(50 78.46168),(51 79.35461),(52 80.512054),(53 80.86735),(54 81.8009),(55 81.034515),(56 82.21933),(57 83.01574),(58 83.67141),(59 83.07254),(60 82.235725),(61 82.42447),(62 82.51244),(63 82.61093),(64 84.014046),(65 83.978134),(66 83.42211),(67 84.755775),(68 84.90442),(69 85.57162),(70 86.55441),(71 85.98114),(72 86.90146),(73 86.5405),(74 86.3663),(75 86.61557),(76 86.450424),(77 85.36765),(78 85.025055),(79 85.14567),
(1 42.05581),(2 51.64496),(3 57.27253),(4 60.683296),(5 61.893044),(6 63.30692),(7 65.003914),(8 66.37602),(9 66.19609),(10 66.583145),(11 67.33312),(12 68.02805),(13 69.02311),(14 70.5818),(15 72.15947),(16 71.92306),(17 72.89042),(18 72.16588),(19 71.59644),(20 72.108215),(21 73.015335),(22 73.2753),(23 73.96086),(24 74.1804),(25 73.88725),(26 74.570076),(27 75.519745),(28 74.70275),(29 75.46605),(30 75.87835),(31 76.000435),(32 76.114716),(33 75.623634),(34 75.974),(35 76.34679),(36 76.370636),(37 76.804115),(38 76.403755),(39 77.53724),(40 77.23833),(41 77.012184),(42 76.77267),(43 76.96352),(44 76.43715),(45 76.621376),(46 76.42778),(47 76.401695),(48 76.06667),(49 75.752304),(50 76.86962),(51 78.36459),(52 78.81876),(53 78.882324),(54 79.432594),(55 79.101974),(56 80.09674),(57 80.0086),(58 79.95422),(59 79.86347),(60 79.732445),(61 79.67956),(62 80.58182),(63 79.83799),(64 80.83337),(65 82.0633),(66 81.92563),(67 82.39578),(68 82.1386),(69 82.99324),(70 83.26439),(71 83.82311),(72 83.963135),(73 84.141426),(74 84.47518),(75 83.779854),(76 83.69124),(77 83.42491),(78 83.24892),(79 83.71492),
