1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 55.461422),(2 63.334545),(3 66.68176),(4 69.10568),(5 71.13355),(6 72.932106),(7 74.03207),(8 74.83874),(9 75.91661),(10 78.323845),(11 78.48254),(12 79.513374),(13 81.58923),(14 81.764595),(15 80.59788),(16 81.01311),(17 82.094696),(18 82.0768),(19 82.636566),(20 82.86694),(21 82.985085),(22 83.86397),(23 83.35937),(24 83.641594),(25 83.5807),(26 84.01033),(27 83.25538),(28 83.79158),(29 83.54451),(30 83.89498),(31 83.85327),(32 82.99031),(33 82.94327),(34 82.29375),(35 82.32157),(36 81.90004),(37 81.973625),(38 82.06377),(39 81.82325),(40 83.20154),(41 82.06761),(42 82.33795),(43 82.15382),(44 82.07586),(45 81.32002),(46 81.91716),(47 82.120316),(48 81.63422),(49 82.4728),(50 83.83336),(51 82.72289),(52 82.87442),(53 84.26031),(54 83.63272),(55 84.31246),(56 84.6144),(57 85.10801),(58 86.608444),(59 86.78111),(60 87.17207),(61 86.955635),(62 87.33921),(63 86.080696),(64 85.91819),(65 86.0619),(66 87.12706),(67 86.07815),(68 86.586235),(69 86.40272),(70 85.91989),(71 85.47036),(72 85.75344),(73 86.9616),(74 87.15197),(75 85.50163),(76 86.76849),(77 87.06887),(78 87.131134),(79 86.817924),
(1 54.694183),(2 62.09788),(3 65.98034),(4 68.42758),(5 69.8585),(6 71.42837),(7 72.65278),(8 74.03788),(9 75.075325),(10 76.638756),(11 76.76385),(12 77.29938),(13 79.27313),(14 78.97851),(15 77.092705),(16 78.12451),(17 78.584755),(18 79.42548),(19 80.14683),(20 80.45613),(21 79.45093),(22 79.40862),(23 80.112564),(24 81.41571),(25 81.55634),(26 81.81325),(27 81.06363),(28 82.55163),(29 81.89902),(30 81.732704),(31 82.09859),(32 81.024734),(33 81.435936),(34 80.95571),(35 80.04249),(36 80.27896),(37 81.35231),(38 81.235855),(39 81.04632),(40 80.96098),(41 80.05319),(42 80.38051),(43 80.73974),(44 79.97351),(45 80.41901),(46 80.367134),(47 80.51786),(48 80.75097),(49 81.64087),(50 81.90343),(51 80.9597),(52 81.37375),(53 82.249794),(54 81.70872),(55 82.91896),(56 82.71896),(57 83.992584),(58 83.41728),(59 83.56561),(60 84.69036),(61 85.43548),(62 85.774124),(63 83.74556),(64 83.52966),(65 83.78527),(66 83.68175),(67 83.36421),(68 83.63976),(69 83.81821),(70 83.58403),(71 83.33111),(72 83.39859),(73 84.05753),(74 83.03683),(75 83.74984),(76 84.02831),(77 84.8185),(78 84.4126),(79 84.09351),
(1 54.608917),(2 62.798546),(3 65.74851),(4 68.433365),(5 70.837494),(6 71.19637),(7 72.87963),(8 74.94839),(9 76.06813),(10 77.73916),(11 77.971),(12 78.21169),(13 80.51848),(14 81.55182),(15 79.38824),(16 79.80945),(17 81.152054),(18 80.634796),(19 81.744934),(20 81.65266),(21 81.536545),(22 82.0777),(23 82.16628),(24 81.983864),(25 82.51307),(26 82.293945),(27 80.98334),(28 80.924904),(29 81.50844),(30 81.280655),(31 81.470184),(32 80.294624),(33 80.514915),(34 80.487076),(35 80.72025),(36 80.28754),(37 81.67489),(38 81.35206),(39 80.676926),(40 80.9441),(41 80.325485),(42 80.74526),(43 81.26453),(44 80.013115),(45 80.27192),(46 80.60562),(47 81.08224),(48 81.41599),(49 81.83516),(50 82.77803),(51 81.35804),(52 81.418304),(53 82.280846),(54 83.14933),(55 84.19051),(56 84.065926),(57 84.50452),(58 85.364365),(59 85.51367),(60 85.51684),(61 86.795845),(62 86.80272),(63 85.795654),(64 86.14235),(65 85.46835),(66 85.86562),(67 85.96488),(68 85.39805),(69 84.82494),(70 85.05367),(71 84.194),(72 85.544106),(73 85.72802),(74 85.40358),(75 84.211136),(76 84.56138),(77 85.45594),(78 85.22953),(79 85.35104),
(1 53.565594),(2 61.98602),(3 65.6189),(4 67.30582),(5 70.446335),(6 70.933914),(7 72.19122),(8 74.34618),(9 75.23996),(10 76.681244),(11 76.187195),(12 77.56223),(13 78.832954),(14 78.48397),(15 77.75663),(16 78.339554),(17 79.35252),(18 79.637825),(19 80.29412),(20 81.17489),(21 80.18387),(22 80.72585),(23 80.74085),(24 80.149475),(25 80.756165),(26 81.17725),(27 79.52715),(28 80.23211),(29 80.107),(30 79.5047),(31 80.150925),(32 79.08395),(33 79.37841),(34 79.46657),(35 78.92115),(36 79.84677),(37 79.94254),(38 80.70759),(39 79.7272),(40 80.09201),(41 79.47081),(42 79.47578),(43 79.4002),(44 78.33809),(45 78.702126),(46 78.74947),(47 78.84121),(48 79.33893),(49 80.391464),(50 80.54879),(51 79.109085),(52 80.10706),(53 80.08006),(54 80.530304),(55 81.33513),(56 81.48353),(57 82.3768),(58 83.52408),(59 83.847206),(60 84.953804),(61 84.80491),(62 84.55662),(63 83.927795),(64 83.94018),(65 82.59903),(66 83.391335),(67 83.427444),(68 83.362915),(69 82.738434),(70 82.4986),(71 82.329384),(72 82.04168),(73 82.69658),(74 82.349556),(75 81.6703),(76 82.37173),(77 83.345634),(78 82.684845),(79 82.8612),
(1 52.964794),(2 61.01161),(3 65.024994),(4 66.81328),(5 68.70555),(6 68.6974),(7 70.6822),(8 72.204216),(9 72.82606),(10 74.852066),(11 74.8378),(12 76.70068),(13 77.4856),(14 77.073105),(15 76.570114),(16 77.073524),(17 77.85073),(18 79.06908),(19 79.27031),(20 79.54158),(21 78.91954),(22 79.407684),(23 79.93239),(24 79.359),(25 80.31639),(26 80.74658),(27 79.526474),(28 80.43488),(29 80.80857),(30 79.70388),(31 80.06858),(32 80.0528),(33 79.848335),(34 79.50375),(35 79.635994),(36 79.453064),(37 79.63705),(38 79.60535),(39 78.697395),(40 78.61939),(41 78.787605),(42 78.90582),(43 79.283966),(44 79.18454),(45 78.59669),(46 78.62826),(47 78.96634),(48 78.37131),(49 80.131546),(50 80.451675),(51 79.68777),(52 80.00764),(53 80.63978),(54 81.2208),(55 80.6529),(56 82.057945),(57 81.57218),(58 82.65765),(59 83.37704),(60 83.58685),(61 83.41055),(62 83.8544),(63 82.43772),(64 82.00056),(65 81.52157),(66 81.63143),(67 80.78656),(68 81.91046),(69 81.89513),(70 81.00645),(71 81.58373),(72 81.55732),(73 82.18683),(74 81.937386),(75 81.26279),(76 81.7431),(77 82.74056),(78 82.26964),(79 82.10935),
(1 53.181675),(2 60.752277),(3 65.46025),(4 66.42341),(5 69.013115),(6 70.41847),(7 71.457535),(8 72.68117),(9 74.13451),(10 76.571266),(11 76.52359),(12 77.349205),(13 79.289635),(14 79.73749),(15 77.45772),(16 78.973045),(17 80.26994),(18 80.1651),(19 79.72984),(20 80.47712),(21 80.34109),(22 80.44797),(23 80.375725),(24 80.14332),(25 81.33377),(26 80.897354),(27 80.16401),(28 80.806984),(29 80.172104),(30 80.34444),(31 81.05866),(32 80.23137),(33 80.25539),(34 80.236885),(35 79.882454),(36 80.60688),(37 80.8821),(38 80.92061),(39 79.80358),(40 79.52125),(41 79.1376),(42 79.69015),(43 79.61302),(44 79.940796),(45 79.39989),(46 79.98082),(47 79.62979),(48 79.803185),(49 79.626114),(50 81.41033),(51 81.19549),(52 79.98616),(53 80.82652),(54 81.035675),(55 82.26868),(56 82.63945),(57 82.89973),(58 83.87291),(59 83.96674),(60 84.21699),(61 84.53304),(62 84.52941),(63 84.1116),(64 84.22812),(65 84.045425),(66 83.89469),(67 84.49868),(68 84.27747),(69 84.55368),(70 84.47626),(71 84.30658),(72 83.82277),(73 84.008415),(74 83.99628),(75 83.36206),(76 83.74702),(77 83.81262),(78 84.425644),(79 83.94528),
(1 51.309444),(2 58.558067),(3 61.705177),(4 64.591835),(5 66.15309),(6 67.255905),(7 67.952034),(8 69.808876),(9 70.9975),(10 71.38172),(11 71.229836),(12 71.96819),(13 74.256325),(14 74.3312),(15 73.11449),(16 74.15065),(17 74.835846),(18 75.26489),(19 75.34327),(20 76.71798),(21 75.618164),(22 75.842445),(23 75.96266),(24 76.753784),(25 77.40587),(26 77.36203),(27 76.318535),(28 76.14891),(29 76.12972),(30 76.22836),(31 76.40087),(32 76.01298),(33 75.83521),(34 75.73559),(35 75.25852),(36 76.66174),(37 76.22979),(38 77.03199),(39 75.93426),(40 76.56334),(41 76.28172),(42 76.195),(43 76.32809),(44 76.4152),(45 76.1942),(46 76.19813),(47 75.88645),(48 76.627625),(49 76.69768),(50 77.19751),(51 75.98466),(52 76.310356),(53 77.52706),(54 78.158714),(55 78.25169),(56 78.799286),(57 79.16672),(58 80.61975),(59 80.741165),(60 81.45658),(61 80.58879),(62 81.53078),(63 78.882996),(64 79.7119),(65 79.38248),(66 80.08733),(67 79.60071),(68 79.531105),(69 79.826744),(70 80.8892),(71 80.217804),(72 80.01089),(73 79.914024),(74 81.1545),(75 79.79528),(76 79.929436),(77 80.83051),(78 80.472084),(79 80.649925),
(1 52.338024),(2 60.254066),(3 63.5901),(4 66.56452),(5 68.18764),(6 69.23309),(7 70.20066),(8 72.18733),(9 73.35879),(10 73.7565),(11 74.03665),(12 75.24399),(13 76.747025),(14 76.38731),(15 75.31418),(16 76.25739),(17 76.848236),(18 77.59252),(19 77.54461),(20 78.30407),(21 79.15894),(22 79.51344),(23 79.21715),(24 79.476074),(25 80.773415),(26 79.914154),(27 80.038734),(28 80.091515),(29 79.32304),(30 79.83035),(31 79.25164),(32 79.14629),(33 79.35926),(34 79.34022),(35 78.33731),(36 78.537834),(37 78.72753),(38 78.035385),(39 77.64883),(40 78.47773),(41 77.57724),(42 77.5117),(43 77.78216),(44 77.57648),(45 77.9127),(46 77.85987),(47 77.20772),(48 77.784874),(49 78.092995),(50 78.8906),(51 78.777336),(52 78.10241),(53 79.50536),(54 79.88106),(55 80.251724),(56 81.369705),(57 82.10753),(58 82.91574),(59 82.41544),(60 83.0528),(61 83.436386),(62 82.938934),(63 81.96814),(64 81.7457),(65 81.86786),(66 82.42596),(67 82.88866),(68 82.67245),(69 81.43257),(70 82.04216),(71 82.913315),(72 82.37627),(73 82.1438),(74 83.183334),(75 81.43443),(76 80.94618),(77 81.80928),(78 82.34062),(79 81.73851),
(1 51.654015),(2 58.867825),(3 61.95373),(4 64.612976),(5 66.32216),(6 67.141975),(7 68.22),(8 70.253265),(9 71.21148),(10 73.124985),(11 72.719315),(12 73.49179),(13 74.54075),(14 74.52158),(15 73.30676),(16 74.33567),(17 75.63679),(18 75.4812),(19 76.294716),(20 76.092804),(21 76.596306),(22 77.47878),(23 76.454796),(24 76.56182),(25 77.69909),(26 77.936554),(27 76.84158),(28 77.03212),(29 77.33213),(30 77.15339),(31 77.13785),(32 76.88486),(33 76.79883),(34 77.288635),(35 76.38168),(36 77.2617),(37 76.59291),(38 77.20217),(39 76.46908),(40 75.70585),(41 75.7494),(42 75.72714),(43 75.74038),(44 75.884834),(45 75.393265),(46 75.27507),(47 76.27302),(48 76.53261),(49 76.97336),(50 78.08909),(51 77.465164),(52 77.32362),(53 77.06325),(54 78.22811),(55 78.90812),(56 79.53411),(57 79.59548),(58 80.38821),(59 80.88185),(60 80.83905),(61 80.87574),(62 80.489944),(63 79.38732),(64 79.41312),(65 78.92349),(66 78.64436),(67 79.2782),(68 79.765335),(69 78.58577),(70 78.862946),(71 78.942635),(72 79.03511),(73 79.21612),(74 80.74071),(75 78.93666),(76 79.06012),(77 79.30727),(78 80.458115),(79 81.25682),
(1 51.954815),(2 59.10071),(3 62.643787),(4 65.160286),(5 66.76337),(6 67.221924),(7 68.346924),(8 70.31849),(9 70.74996),(10 72.64295),(11 73.473885),(12 73.75167),(13 75.44646),(14 75.564224),(15 75.11918),(16 75.83427),(17 76.2433),(18 77.136986),(19 77.26817),(20 77.98038),(21 77.544075),(22 77.5742),(23 78.43343),(24 78.449265),(25 78.39735),(26 78.33554),(27 77.59739),(28 77.92689),(29 78.06415),(30 77.87064),(31 76.95475),(32 78.09089),(33 77.36278),(34 77.73685),(35 77.094345),(36 77.13058),(37 76.938354),(38 78.145294),(39 77.481544),(40 78.04155),(41 76.79252),(42 77.42004),(43 77.72479),(44 77.54376),(45 76.96049),(46 77.22774),(47 76.789276),(48 77.69152),(49 77.52787),(50 78.12627),(51 78.083305),(52 78.50592),(53 78.580086),(54 79.19517),(55 79.897224),(56 79.92045),(57 80.34954),(58 81.944534),(59 81.768936),(60 80.99812),(61 81.91722),(62 82.04045),(63 81.46179),(64 80.44037),(65 80.52686),(66 80.52483),(67 80.39094),(68 80.46207),(69 80.22415),(70 80.224525),(71 80.60386),(72 81.02728),(73 81.71359),(74 81.997215),(75 81.023766),(76 81.51405),(77 81.918945),(78 81.74703),(79 81.49568),
(1 50.96327),(2 58.688347),(3 61.68201),(4 64.53232),(5 66.87236),(6 67.88891),(7 68.30589),(8 69.11701),(9 70.89269),(10 72.41904),(11 73.06989),(12 73.77006),(13 75.36782),(14 74.29912),(15 74.02911),(16 74.664375),(17 75.03741),(18 74.88907),(19 75.41771),(20 76.34771),(21 76.30946),(22 76.13399),(23 76.731026),(24 77.19289),(25 77.8705),(26 77.8259),(27 76.666016),(28 77.82222),(29 77.7223),(30 77.49417),(31 77.68636),(32 77.88758),(33 77.62844),(34 77.613014),(35 77.266205),(36 77.17852),(37 77.52356),(38 77.916664),(39 77.81194),(40 76.4591),(41 76.32),(42 76.39146),(43 76.65638),(44 75.873276),(45 75.98677),(46 76.16228),(47 76.38011),(48 76.69895),(49 76.89523),(50 76.99268),(51 76.89459),(52 77.78391),(53 78.63558),(54 78.53571),(55 78.66255),(56 79.32033),(57 79.568115),(58 80.31078),(59 80.51419),(60 80.5713),(61 80.76167),(62 81.403885),(63 80.425835),(64 79.489746),(65 79.15832),(66 79.47933),(67 78.9359),(68 78.911415),(69 78.490875),(70 78.94968),(71 78.14387),(72 78.56375),(73 78.433426),(74 78.33606),(75 78.2284),(76 78.483055),(77 78.346436),(78 78.46493),(79 79.85121),
(1 50.27932),(2 57.771633),(3 60.679035),(4 63.553627),(5 65.85127),(6 66.41675),(7 67.45042),(8 69.19515),(9 70.68068),(10 71.445114),(11 71.74565),(12 72.78),(13 74.262596),(14 74.37327),(15 73.41438),(16 74.8452),(17 74.95004),(18 75.48006),(19 75.87294),(20 75.24157),(21 75.82134),(22 76.17919),(23 75.646996),(24 76.335205),(25 76.175644),(26 76.98769),(27 75.58479),(28 75.08473),(29 75.73806),(30 75.67032),(31 76.45193),(32 75.62314),(33 75.726944),(34 76.41309),(35 76.34773),(36 76.350746),(37 76.6007),(38 76.8603),(39 75.493416),(40 75.19403),(41 75.88899),(42 75.2574),(43 75.816216),(44 75.25611),(45 74.93979),(46 75.24817),(47 74.58404),(48 75.273026),(49 75.885796),(50 76.002785),(51 75.060936),(52 75.94026),(53 76.47064),(54 77.499374),(55 77.40464),(56 77.54737),(57 77.57512),(58 78.176895),(59 78.41118),(60 79.311325),(61 79.87519),(62 79.87465),(63 78.92991),(64 78.38513),(65 77.37637),(66 77.94015),(67 77.81094),(68 77.884766),(69 77.884605),(70 77.938484),(71 78.36084),(72 78.25961),(73 78.7326),(74 78.54346),(75 77.609566),(76 77.64824),(77 78.45621),(78 78.44623),(79 78.77805),
(1 50.68167),(2 58.249157),(3 61.608837),(4 64.10761),(5 65.95461),(6 67.0728),(7 68.405),(8 69.7235),(9 70.21316),(10 71.92978),(11 71.92216),(12 72.45866),(13 73.98744),(14 74.437614),(15 72.942215),(16 73.800156),(17 74.83918),(18 75.93575),(19 76.22482),(20 76.3132),(21 75.33688),(22 75.66058),(23 75.56919),(24 75.46523),(25 77.60944),(26 76.64595),(27 76.00711),(28 76.88969),(29 76.64024),(30 76.065025),(31 76.626396),(32 76.44831),(33 76.11957),(34 77.554596),(35 76.354294),(36 76.11981),(37 76.10014),(38 76.17282),(39 76.235405),(40 76.198685),(41 76.60621),(42 75.6953),(43 75.86944),(44 76.334625),(45 76.08036),(46 75.88694),(47 76.54052),(48 76.3426),(49 76.92518),(50 77.55496),(51 77.37162),(52 77.34353),(53 77.67878),(54 78.20593),(55 78.87378),(56 78.85566),(57 79.23261),(58 80.30254),(59 81.10102),(60 81.14948),(61 81.53939),(62 81.04611),(63 79.861176),(64 79.705345),(65 78.815636),(66 78.7473),(67 79.6344),(68 79.67353),(69 80.02299),(70 79.72289),(71 79.70569),(72 79.45988),(73 79.40511),(74 79.7207),(75 79.421265),(76 79.741974),(77 80.10737),(78 80.023476),(79 79.69975),
(1 49.0621),(2 56.9287),(3 59.31333),(4 61.99501),(5 63.245865),(6 64.756676),(7 65.886536),(8 67.21985),(9 68.07854),(10 69.47903),(11 69.70228),(12 70.00216),(13 71.409706),(14 71.44813),(15 71.493706),(16 71.53941),(17 72.968735),(18 73.180595),(19 72.86106),(20 73.4305),(21 72.80702),(22 72.58964),(23 73.537094),(24 73.575874),(25 73.58217),(26 74.76623),(27 73.20408),(28 74.168),(29 74.02275),(30 73.66365),(31 74.21739),(32 73.48604),(33 73.50953),(34 73.790054),(35 73.82604),(36 73.59867),(37 73.7062),(38 74.34193),(39 73.63771),(40 72.8428),(41 72.67833),(42 72.63787),(43 71.83076),(44 72.60222),(45 71.66946),(46 72.05428),(47 72.5767),(48 72.82739),(49 73.452286),(50 74.34396),(51 73.27697),(52 73.71765),(53 74.57608),(54 74.80334),(55 76.34642),(56 76.79422),(57 77.644196),(58 77.47982),(59 77.84053),(60 78.621994),(61 78.78675),(62 78.391846),(63 76.849464),(64 78.2076),(65 77.76449),(66 76.9678),(67 76.89551),(68 76.78494),(69 76.66728),(70 76.61264),(71 76.91636),(72 76.503494),(73 76.672104),(74 76.091484),(75 76.11957),(76 76.217064),(77 76.99291),(78 76.84099),(79 77.19514),
(1 49.751537),(2 56.94052),(3 60.64837),(4 62.584984),(5 64.3804),(6 66.012505),(7 67.8246),(8 68.58926),(9 69.33809),(10 70.769),(11 71.470604),(12 71.66021),(13 73.599045),(14 73.861626),(15 73.19042),(16 73.79801),(17 74.852745),(18 75.82033),(19 75.95189),(20 75.93125),(21 75.7489),(22 75.91506),(23 75.60757),(24 74.75621),(25 74.799515),(26 75.267494),(27 74.223755),(28 75.33543),(29 75.04867),(30 75.15627),(31 74.82041),(32 74.60291),(33 74.94551),(34 74.41924),(35 74.407776),(36 74.7051),(37 75.278114),(38 75.74507),(39 74.9872),(40 75.148705),(41 74.55879),(42 74.74858),(43 75.00485),(44 74.797676),(45 73.86777),(46 74.93431),(47 74.01473),(48 74.510544),(49 74.94132),(50 75.81149),(51 75.10896),(52 75.58786),(53 75.258385),(54 75.12844),(55 75.45151),(56 76.38368),(57 77.012405),(58 79.59817),(59 78.97226),(60 80.01876),(61 79.470955),(62 79.802734),(63 78.382935),(64 77.9681),(65 78.08073),(66 77.734985),(67 79.13112),(68 78.52905),(69 77.97392),(70 77.8019),(71 77.64807),(72 78.17726),(73 77.9345),(74 78.61723),(75 78.25117),(76 78.72395),(77 79.60474),(78 79.63526),(79 79.53534),
(1 49.21401),(2 56.653507),(3 60.011124),(4 62.628544),(5 64.954475),(6 66.1745),(7 67.46474),(8 68.25878),(9 69.07045),(10 71.0275),(11 70.8705),(12 71.22286),(13 73.16299),(14 72.838844),(15 72.70346),(16 73.151054),(17 73.43447),(18 74.32351),(19 74.182724),(20 74.645485),(21 74.671776),(22 75.2846),(23 75.26266),(24 74.96079),(25 75.089935),(26 75.627884),(27 75.38006),(28 75.64417),(29 74.54597),(30 74.481766),(31 74.886894),(32 74.327156),(33 73.62238),(34 73.97226),(35 74.14707),(36 73.28015),(37 74.464455),(38 74.567314),(39 73.61376),(40 73.961586),(41 74.42224),(42 73.88096),(43 74.662056),(44 73.948845),(45 73.75488),(46 73.991425),(47 74.203636),(48 74.23649),(49 75.031136),(50 75.67786),(51 75.13047),(52 75.81357),(53 76.0814),(54 76.74114),(55 77.70308),(56 77.964485),(57 78.744965),(58 79.65768),(59 80.14504),(60 80.269806),(61 80.51855),(62 80.32532),(63 79.33133),(64 78.45273),(65 78.30159),(66 78.33707),(67 78.42173),(68 79.17399),(69 78.17492),(70 78.17942),(71 77.80482),(72 77.341675),(73 77.845314),(74 77.70506),(75 77.63584),(76 78.10307),(77 79.20111),(78 78.82459),(79 79.157074),
(1 48.490215),(2 56.56655),(3 59.49075),(4 62.04717),(5 64.12874),(6 65.20446),(7 66.2287),(8 67.31381),(9 68.33845),(10 69.85506),(11 69.99226),(12 70.330765),(13 72.35741),(14 72.519905),(15 71.59103),(16 71.86037),(17 73.484634),(18 74.017204),(19 73.709694),(20 73.76691),(21 73.642784),(22 73.74571),(23 73.70427),(24 73.72621),(25 74.53634),(26 75.01805),(27 73.533844),(28 73.49718),(29 73.81127),(30 73.39627),(31 73.342674),(32 73.309845),(33 73.419525),(34 72.954895),(35 72.80089),(36 72.77766),(37 73.58609),(38 74.049324),(39 72.999306),(40 72.894226),(41 72.761566),(42 73.541824),(43 73.4442),(44 73.01253),(45 72.63322),(46 73.06869),(47 73.053314),(48 73.402275),(49 73.92717),(50 73.78396),(51 73.55339),(52 73.53203),(53 73.93963),(54 74.45926),(55 75.62119),(56 75.115585),(57 75.93905),(58 76.04164),(59 75.982574),(60 76.14764),(61 76.887505),(62 76.90585),(63 76.32849),(64 76.07272),(65 75.774445),(66 76.781624),(67 76.67629),(68 77.403595),(69 76.912636),(70 77.06177),(71 76.27041),(72 76.52927),(73 77.044975),(74 77.04668),(75 76.14695),(76 76.63158),(77 77.423645),(78 76.840324),(79 77.01939),
(1 48.831387),(2 56.174603),(3 59.52189),(4 61.8057),(5 64.26664),(6 65.71615),(7 66.99727),(8 68.29456),(9 68.76978),(10 70.32218),(11 70.74047),(12 71.58538),(13 72.74598),(14 73.62666),(15 73.09763),(16 73.27262),(17 73.812195),(18 74.7874),(19 74.66394),(20 74.79094),(21 74.461845),(22 74.64238),(23 74.95999),(24 75.53055),(25 76.20257),(26 77.06111),(27 75.49955),(28 75.874016),(29 75.70311),(30 75.50744),(31 74.58147),(32 74.27641),(33 74.406715),(34 73.95768),(35 73.35374),(36 73.19826),(37 73.5092),(38 74.09383),(39 72.78155),(40 73.35652),(41 72.96179),(42 73.28173),(43 73.0938),(44 73.083176),(45 72.98267),(46 72.974434),(47 72.80042),(48 73.03314),(49 74.0472),(50 74.32632),(51 73.71654),(52 74.71283),(53 75.12082),(54 74.89226),(55 75.480484),(56 75.67198),(57 77.46536),(58 78.07868),(59 78.21967),(60 78.75038),(61 78.8487),(62 78.67897),(63 77.6744),(64 77.56103),(65 77.81039),(66 77.41612),(67 77.65248),(68 77.32903),(69 77.17275),(70 76.433784),(71 76.6479),(72 76.68684),(73 77.48213),(74 77.086845),(75 76.34295),(76 77.05939),(77 77.89258),(78 77.696106),(79 78.5577),
