1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64.04547),(2 74.519424),(3 77.868385),(4 81.45994),(5 82.583565),(6 83.89959),(7 87.040405),(8 88.76552),(9 89.86542),(10 91.75642),(11 91.70658),(12 92.332756),(13 94.35504),(14 94.79817),(15 93.995),(16 94.26363),(17 94.94228),(18 95.76441),(19 95.94902),(20 95.92942),(21 96.24421),(22 95.74253),(23 96.7696),(24 96.933586),(25 97.27916),(26 97.831375),(27 95.896835),(28 96.14212),(29 96.97847),(30 95.55425),(31 94.98261),(32 95.99644),(33 96.30149),(34 94.69405),(35 94.64773),(36 94.44902),(37 96.290985),(38 96.58555),(39 95.078255),(40 95.84631),(41 95.213295),(42 95.38757),(43 96.170425),(44 95.44342),(45 95.32762),(46 95.19582),(47 95.05897),(48 95.76129),(49 96.60048),(50 97.22309),(51 95.85005),(52 96.66403),(53 97.22378),(54 97.196106),(55 98.16618),(56 99.161224),(57 99.76179),(58 101.40581),(59 100.719246),(60 100.83286),(61 100.812),(62 102.08409),(63 100.38489),(64 100.74175),(65 99.839966),(66 99.51194),(67 99.731445),(68 100.52289),(69 99.78231),(70 98.84084),(71 99.0081),(72 99.00699),(73 99.48203),(74 99.31014),(75 98.1662),(76 99.402466),(77 99.16224),(78 99.66637),(79 100.113045),
(1 64.32322),(2 73.39986),(3 78.05309),(4 81.77558),(5 82.83659),(6 83.996376),(7 86.30282),(8 88.131065),(9 88.02899),(10 89.8192),(11 90.69871),(12 90.746574),(13 93.18527),(14 93.371704),(15 94.03897),(16 93.75373),(17 93.95915),(18 94.3276),(19 94.21061),(20 94.97816),(21 95.323235),(22 95.89132),(23 96.08241),(24 96.38774),(25 95.76024),(26 95.86742),(27 94.39594),(28 94.965645),(29 95.61852),(30 94.80493),(31 94.75835),(32 93.52296),(33 93.27244),(34 93.53926),(35 94.53525),(36 94.31014),(37 95.67644),(38 94.85014),(39 94.88628),(40 95.429405),(41 95.7688),(42 96.09413),(43 96.386475),(44 95.77663),(45 94.267845),(46 95.0881),(47 95.538506),(48 95.60402),(49 95.82642),(50 95.46574),(51 95.36246),(52 96.1408),(53 96.62108),(54 96.22935),(55 97.05773),(56 96.71083),(57 98.4715),(58 98.326065),(59 99.42282),(60 99.84183),(61 100.26905),(62 100.65577),(63 98.85438),(64 99.20619),(65 98.649765),(66 99.15092),(67 99.52875),(68 99.12163),(69 98.418),(70 98.94276),(71 99.35153),(72 99.02132),(73 100.25288),(74 100.41927),(75 99.16965),(76 99.231636),(77 99.65613),(78 100.26342),(79 100.508446),
(1 63.64158),(2 72.8928),(3 76.51018),(4 80.90724),(5 81.07545),(6 82.685555),(7 83.394295),(8 86.6848),(9 87.01282),(10 87.973885),(11 89.072235),(12 89.6071),(13 91.6263),(14 91.2742),(15 90.39803),(16 91.28752),(17 91.51827),(18 92.56316),(19 92.760086),(20 92.513054),(21 92.10796),(22 93.69734),(23 93.59641),(24 93.66799),(25 93.9066),(26 94.1045),(27 92.24281),(28 93.24065),(29 93.955185),(30 93.98649),(31 93.77869),(32 92.74325),(33 92.47894),(34 93.7525),(35 94.089294),(36 93.337776),(37 95.14427),(38 94.32742),(39 94.3724),(40 94.97458),(41 94.17944),(42 94.97858),(43 95.036125),(44 94.31423),(45 93.43993),(46 94.214424),(47 93.789345),(48 94.86067),(49 94.500244),(50 94.16199),(51 92.815025),(52 93.03199),(53 94.17782),(54 94.48244),(55 94.91306),(56 95.71554),(57 96.63494),(58 98.018036),(59 98.093346),(60 97.920616),(61 98.42489),(62 98.7786),(63 98.39366),(64 96.794266),(65 95.88951),(66 96.278404),(67 97.81009),(68 96.96116),(69 96.586945),(70 96.63873),(71 97.33119),(72 98.13024),(73 98.527565),(74 99.07328),(75 97.848114),(76 98.69396),(77 99.24473),(78 99.13809),(79 100.13609),
(1 62.452053),(2 71.90196),(3 75.27645),(4 78.47418),(5 79.93073),(6 81.94579),(7 83.60882),(8 85.58449),(9 86.22735),(10 89.10461),(11 89.60812),(12 89.542595),(13 91.129456),(14 90.64734),(15 90.62833),(16 90.95367),(17 91.99547),(18 92.15423),(19 92.57457),(20 92.695175),(21 92.8798),(22 94.348),(23 94.041016),(24 94.185844),(25 93.7853),(26 94.305466),(27 92.96923),(28 93.776726),(29 91.729195),(30 92.733055),(31 93.001274),(32 92.64152),(33 92.6373),(34 92.716644),(35 91.71488),(36 91.70261),(37 92.05657),(38 93.16785),(39 92.57654),(40 91.49218),(41 92.909),(42 92.10009),(43 92.65958),(44 92.70143),(45 92.28915),(46 92.62214),(47 92.6905),(48 93.80615),(49 93.19758),(50 93.470985),(51 92.176384),(52 93.34444),(53 93.994255),(54 93.87352),(55 94.106155),(56 95.36484),(57 95.67516),(58 96.24075),(59 97.14769),(60 97.47995),(61 97.960365),(62 97.60057),(63 96.61669),(64 96.542435),(65 96.5358),(66 95.841064),(67 96.87691),(68 97.03493),(69 96.46155),(70 97.345505),(71 97.53036),(72 98.99101),(73 99.36779),(74 98.9436),(75 97.19546),(76 97.28512),(77 98.20855),(78 99.242966),(79 99.289505),
(1 62.369766),(2 71.5729),(3 75.66404),(4 78.838486),(5 79.38818),(6 81.43173),(7 82.55236),(8 82.91738),(9 83.433846),(10 85.9619),(11 87.047226),(12 87.82914),(13 88.86337),(14 89.717636),(15 88.00696),(16 89.04874),(17 89.05442),(18 90.28292),(19 91.260414),(20 90.31376),(21 90.294174),(22 91.5501),(23 92.27666),(24 92.00407),(25 92.71753),(26 92.807434),(27 91.97927),(28 92.904274),(29 91.777725),(30 92.10497),(31 91.54192),(32 92.22122),(33 91.89884),(34 91.33266),(35 90.79288),(36 90.1791),(37 91.8449),(38 92.03631),(39 93.01014),(40 92.84264),(41 92.561104),(42 92.76466),(43 91.99132),(44 92.14402),(45 93.256615),(46 91.652626),(47 91.51904),(48 92.930244),(49 92.489815),(50 93.50276),(51 91.847565),(52 93.412674),(53 92.94324),(54 93.20799),(55 93.79954),(56 94.317),(57 95.7496),(58 95.29166),(59 95.32509),(60 96.04824),(61 95.73722),(62 96.014786),(63 95.34067),(64 95.19628),(65 94.905),(66 94.3503),(67 95.157684),(68 95.38011),(69 95.0251),(70 94.830864),(71 96.11232),(72 95.7515),(73 96.05556),(74 96.40741),(75 94.90939),(76 95.554016),(77 96.33183),(78 96.89827),(79 97.55123),
(1 60.975437),(2 71.01135),(3 74.399635),(4 78.41926),(5 79.35661),(6 81.2564),(7 82.26051),(8 83.58411),(9 85.35842),(10 86.33054),(11 87.78232),(12 87.87447),(13 89.82032),(14 89.86643),(15 89.661026),(16 91.56114),(17 91.01673),(18 91.63224),(19 92.51037),(20 92.30078),(21 91.19365),(22 91.77023),(23 91.94091),(24 92.67541),(25 92.39368),(26 92.6622),(27 90.22131),(28 92.20597),(29 91.89803),(30 92.05337),(31 92.30659),(32 91.761345),(33 91.60598),(34 90.94405),(35 91.300026),(36 91.25526),(37 91.65082),(38 91.69942),(39 91.816414),(40 92.34641),(41 91.4341),(42 91.39132),(43 91.67822),(44 90.60935),(45 90.21039),(46 89.74795),(47 89.94483),(48 90.99721),(49 91.68775),(50 91.78838),(51 90.95139),(52 91.48343),(53 92.287544),(54 91.899864),(55 92.27352),(56 93.199196),(57 93.48392),(58 93.77909),(59 94.74604),(60 95.50944),(61 95.88995),(62 96.22221),(63 94.61791),(64 94.22606),(65 95.179726),(66 93.850395),(67 94.202934),(68 93.347984),(69 93.43446),(70 93.51117),(71 94.76112),(72 94.37036),(73 94.91063),(74 95.091415),(75 93.89384),(76 94.08959),(77 94.92463),(78 95.73906),(79 95.90041),
(1 60.792824),(2 70.14658),(3 73.61984),(4 77.38455),(5 78.793816),(6 80.211075),(7 82.24955),(8 83.82612),(9 83.99074),(10 85.90913),(11 87.54459),(12 87.329796),(13 89.16537),(14 88.80912),(15 88.46644),(16 89.0491),(17 90.294716),(18 91.5681),(19 90.79025),(20 90.61389),(21 90.645485),(22 90.49283),(23 90.94373),(24 91.89231),(25 92.21822),(26 92.3271),(27 91.60236),(28 92.79403),(29 92.41884),(30 92.13713),(31 91.33057),(32 91.44823),(33 91.05184),(34 91.118706),(35 91.485535),(36 91.7014),(37 91.76794),(38 92.04637),(39 91.399216),(40 91.55436),(41 90.543076),(42 90.676025),(43 91.13228),(44 90.21658),(45 89.72459),(46 90.01996),(47 90.10196),(48 91.145676),(49 90.36791),(50 91.32281),(51 90.0065),(52 90.64175),(53 91.96401),(54 92.33464),(55 92.3815),(56 93.083145),(57 94.449394),(58 94.19387),(59 94.972084),(60 95.85409),(61 95.9844),(62 96.37802),(63 94.92739),(64 94.13018),(65 94.12943),(66 94.34335),(67 94.95968),(68 95.08522),(69 94.73393),(70 94.5529),(71 95.419785),(72 94.199905),(73 95.311584),(74 95.77056),(75 94.68363),(76 94.73352),(77 94.79437),(78 95.03795),(79 95.33419),
(1 61.80047),(2 69.8213),(3 73.68214),(4 77.16509),(5 78.4367),(6 80.42113),(7 81.54152),(8 82.74755),(9 83.04304),(10 85.07873),(11 85.00554),(12 86.125496),(13 87.65202),(14 88.445366),(15 87.36556),(16 88.8041),(17 88.973854),(18 89.835976),(19 90.40355),(20 90.37159),(21 89.02773),(22 89.7386),(23 90.74248),(24 91.42055),(25 91.90501),(26 93.055565),(27 90.54144),(28 91.60155),(29 90.45735),(30 91.44055),(31 91.89595),(32 91.71631),(33 91.50267),(34 90.893776),(35 91.22091),(36 91.48195),(37 91.46874),(38 91.21111),(39 90.181465),(40 90.927124),(41 89.74663),(42 89.915955),(43 90.77599),(44 89.80997),(45 89.85484),(46 89.17214),(47 88.60843),(48 89.433754),(49 89.62135),(50 90.2603),(51 89.08179),(52 89.840546),(53 90.76085),(54 91.9688),(55 92.044235),(56 92.303246),(57 92.01642),(58 93.093254),(59 93.97987),(60 93.637794),(61 93.77168),(62 93.53682),(63 92.70729),(64 92.513626),(65 91.9575),(66 92.40589),(67 92.89511),(68 92.75077),(69 92.65253),(70 92.904),(71 92.264114),(72 94.00797),(73 93.672905),(74 94.12661),(75 92.41554),(76 92.92288),(77 94.165344),(78 94.2962),(79 94.21547),
(1 61.45736),(2 70.82768),(3 74.506584),(4 78.367874),(5 78.76749),(6 80.49374),(7 81.95376),(8 83.52728),(9 84.51891),(10 85.45378),(11 86.42791),(12 87.330826),(13 88.738686),(14 89.31269),(15 88.0667),(16 89.14771),(17 90.106476),(18 90.78478),(19 89.978516),(20 90.4099),(21 90.63686),(22 91.33836),(23 91.535126),(24 91.88102),(25 91.68747),(26 91.891266),(27 89.84283),(28 91.13931),(29 91.2468),(30 90.81055),(31 91.43604),(32 90.33435),(33 91.123405),(34 90.86649),(35 89.85792),(36 90.23125),(37 90.55587),(38 91.00047),(39 90.60341),(40 91.42557),(41 90.8362),(42 91.068436),(43 90.82136),(44 90.18367),(45 90.5732),(46 89.39843),(47 89.09417),(48 89.372215),(49 90.83654),(50 92.0568),(51 90.76967),(52 91.04124),(53 91.87964),(54 92.11582),(55 92.30114),(56 93.670616),(57 94.36848),(58 95.17819),(59 94.6517),(60 96.527534),(61 97.03596),(62 95.65625),(63 94.76975),(64 95.815025),(65 95.36386),(66 95.7393),(67 95.20435),(68 95.35765),(69 95.20142),(70 94.94775),(71 95.465515),(72 96.317665),(73 95.734886),(74 95.73972),(75 94.98361),(76 95.14646),(77 96.46321),(78 95.494484),(79 96.27228),
(1 59.144653),(2 68.5613),(3 71.83611),(4 75.33485),(5 76.77824),(6 78.72833),(7 80.10818),(8 81.6682),(9 82.192184),(10 83.467155),(11 84.115944),(12 84.83406),(13 86.283485),(14 86.98351),(15 85.24454),(16 85.74408),(17 87.14673),(18 87.86108),(19 87.980545),(20 88.264824),(21 87.55973),(22 88.02584),(23 88.453865),(24 89.501335),(25 89.37477),(26 88.43191),(27 87.52548),(28 88.93006),(29 88.503),(30 88.78625),(31 88.31411),(32 88.1251),(33 87.97925),(34 88.395775),(35 87.900276),(36 88.051414),(37 88.58692),(38 88.671135),(39 88.31544),(40 87.530106),(41 87.621864),(42 87.2213),(43 87.9604),(44 87.15551),(45 86.71483),(46 86.94395),(47 87.10593),(48 88.62402),(49 88.521484),(50 89.21258),(51 88.45967),(52 89.20911),(53 89.28983),(54 88.89277),(55 89.835),(56 90.11551),(57 91.45176),(58 92.21585),(59 92.53786),(60 94.53456),(61 93.82245),(62 93.84863),(63 92.42052),(64 92.52026),(65 91.43368),(66 91.78206),(67 92.379425),(68 92.01851),(69 91.779396),(70 92.34705),(71 92.56083),(72 92.30929),(73 93.08067),(74 92.81442),(75 91.52334),(76 92.28936),(77 91.639984),(78 92.23876),(79 93.26289),
(1 59.705917),(2 69.14711),(3 72.59535),(4 76.43731),(5 78.13754),(6 79.384766),(7 79.9962),(8 80.80362),(9 80.5105),(10 82.10711),(11 83.520096),(12 84.55441),(13 86.32179),(14 86.622665),(15 84.9183),(16 86.60235),(17 86.14381),(18 87.08305),(19 87.23747),(20 87.186554),(21 86.73329),(22 86.79476),(23 87.28004),(24 87.98624),(25 88.29826),(26 87.78316),(27 87.475296),(28 88.79835),(29 87.37722),(30 87.947334),(31 87.49613),(32 86.91317),(33 87.19906),(34 87.54949),(35 86.18832),(36 86.30689),(37 87.292206),(38 87.09872),(39 86.862274),(40 86.74205),(41 86.76288),(42 87.00139),(43 86.98849),(44 85.68453),(45 85.37447),(46 86.18891),(47 86.20059),(48 87.21621),(49 87.591446),(50 88.754),(51 87.62424),(52 89.162674),(53 89.29955),(54 90.07808),(55 89.38153),(56 90.204765),(57 90.27024),(58 91.09911),(59 90.69571),(60 91.50156),(61 92.64462),(62 92.05791),(63 91.1128),(64 91.993454),(65 90.994995),(66 91.01896),(67 90.97599),(68 90.73232),(69 90.288925),(70 91.15361),(71 90.9828),(72 90.90939),(73 90.69887),(74 91.13929),(75 89.88876),(76 90.8351),(77 91.07923),(78 92.15944),(79 92.30017),
(1 59.51205),(2 68.0135),(3 71.96671),(4 74.95042),(5 76.4824),(6 78.02085),(7 79.67537),(8 80.86023),(9 81.090454),(10 82.99742),(11 84.292046),(12 83.656166),(13 85.86975),(14 85.856544),(15 84.40798),(16 86.04005),(17 85.39095),(18 86.38238),(19 87.06778),(20 86.859146),(21 86.72785),(22 85.88735),(23 86.83649),(24 86.89315),(25 86.994125),(26 86.135635),(27 86.517784),(28 87.51384),(29 87.561646),(30 88.02048),(31 87.66929),(32 86.587845),(33 87.5693),(34 87.66502),(35 87.11383),(36 87.44647),(37 86.98644),(38 87.384834),(39 87.320816),(40 87.2618),(41 86.23786),(42 86.80768),(43 86.5129),(44 85.415146),(45 86.523766),(46 86.80947),(47 86.83713),(48 86.90943),(49 87.23874),(50 88.214096),(51 86.22945),(52 86.51655),(53 87.50763),(54 89.1913),(55 89.34367),(56 88.966095),(57 88.81968),(58 91.08672),(59 91.42142),(60 91.357155),(61 92.404976),(62 92.14824),(63 90.46879),(64 90.571434),(65 90.47101),(66 90.52793),(67 90.64212),(68 91.10009),(69 91.204506),(70 91.82103),(71 92.21402),(72 91.8369),(73 91.473495),(74 91.27371),(75 90.75419),(76 91.28601),(77 91.06816),(78 91.66162),(79 92.169975),
(1 58.60935),(2 67.22532),(3 70.43859),(4 73.17759),(5 75.06644),(6 76.6016),(7 78.94096),(8 80.05842),(9 80.36334),(10 81.42012),(11 82.07457),(12 82.09301),(13 83.671524),(14 83.471664),(15 83.49274),(16 84.735535),(17 84.31278),(18 85.024536),(19 85.559235),(20 86.481285),(21 86.12798),(22 85.304016),(23 86.15913),(24 87.013),(25 87.10988),(26 87.52341),(27 86.61149),(28 86.47092),(29 87.235275),(30 86.58333),(31 85.55219),(32 85.493355),(33 85.90779),(34 85.364494),(35 85.42132),(36 86.68494),(37 86.97486),(38 86.446205),(39 85.95021),(40 86.5427),(41 86.64753),(42 85.378105),(43 85.013435),(44 85.52325),(45 85.13736),(46 85.080124),(47 85.92054),(48 87.45428),(49 86.79015),(50 87.43234),(51 85.40317),(52 86.6612),(53 87.05446),(54 87.15009),(55 87.7793),(56 88.88277),(57 88.33322),(58 89.49428),(59 90.02499),(60 90.60516),(61 91.03492),(62 90.31448),(63 89.56309),(64 89.46692),(65 89.25402),(66 88.82029),(67 90.078514),(68 89.87994),(69 89.45617),(70 89.484886),(71 89.215645),(72 89.086464),(73 89.33981),(74 89.50602),(75 89.10945),(76 89.62372),(77 89.62616),(78 89.9147),(79 90.33386),
(1 57.685547),(2 65.88786),(3 69.27838),(4 72.83996),(5 74.49102),(6 75.72957),(7 76.91584),(8 79.59177),(9 80.01222),(10 80.093315),(11 81.74996),(12 82.732704),(13 83.653984),(14 83.49071),(15 82.97554),(16 83.847946),(17 84.19633),(18 84.56913),(19 84.53314),(20 85.72444),(21 86.17187),(22 86.316956),(23 86.42899),(24 86.14692),(25 85.87822),(26 86.22757),(27 85.45453),(28 85.70588),(29 85.317924),(30 86.343056),(31 85.80914),(32 85.58814),(33 85.59482),(34 85.51056),(35 85.09942),(36 85.45714),(37 85.95356),(38 85.65403),(39 85.85657),(40 85.68429),(41 85.92062),(42 86.23427),(43 86.312805),(44 84.65122),(45 84.709114),(46 84.563644),(47 85.082535),(48 85.52369),(49 86.07415),(50 86.67645),(51 85.55579),(52 85.47791),(53 86.25771),(54 85.95551),(55 86.86055),(56 87.882484),(57 87.97659),(58 89.422356),(59 89.22542),(60 90.20602),(61 90.39916),(62 90.14518),(63 88.96879),(64 89.081924),(65 89.07263),(66 88.68246),(67 89.70411),(68 88.679924),(69 89.06168),(70 88.51193),(71 88.95223),(72 89.31713),(73 89.18644),(74 89.13833),(75 88.56632),(76 89.94692),(77 90.18268),(78 91.201324),(79 90.64532),
(1 56.62222),(2 64.62007),(3 68.39061),(4 71.77379),(5 73.05397),(6 74.423256),(7 75.54579),(8 77.44792),(9 78.0904),(10 78.78043),(11 80.364456),(12 80.025566),(13 80.948654),(14 82.3572),(15 82.04517),(16 82.1604),(17 83.23441),(18 83.4455),(19 83.18216),(20 84.135216),(21 83.856895),(22 85.095665),(23 85.164894),(24 85.57911),(25 84.45742),(26 85.08258),(27 84.15949),(28 84.63804),(29 84.2185),(30 84.39536),(31 84.41004),(32 83.44775),(33 83.59946),(34 83.70233),(35 83.78259),(36 83.761536),(37 84.481705),(38 84.71756),(39 84.06363),(40 84.8143),(41 84.232285),(42 84.65364),(43 84.34856),(44 83.59027),(45 84.67015),(46 84.17121),(47 84.967766),(48 84.50626),(49 84.92157),(50 85.15734),(51 84.2843),(52 85.64343),(53 85.53329),(54 86.62532),(55 86.61929),(56 86.883194),(57 87.30118),(58 87.72136),(59 88.26121),(60 89.22647),(61 89.3592),(62 89.50394),(63 88.87783),(64 88.334595),(65 88.27744),(66 88.68854),(67 88.37508),(68 87.45105),(69 88.646935),(70 89.20747),(71 88.527176),(72 89.3621),(73 87.57226),(74 88.24943),(75 87.89005),(76 88.16384),(77 89.31725),(78 89.70662),(79 90.053635),
(1 56.736214),(2 64.9062),(3 68.164536),(4 71.43149),(5 73.11654),(6 74.487915),(7 75.775986),(8 77.962006),(9 78.21184),(10 79.95585),(11 79.96574),(12 80.55786),(13 82.07275),(14 83.00228),(15 81.15748),(16 82.65891),(17 83.79711),(18 83.89425),(19 84.891754),(20 84.84232),(21 83.86566),(22 85.395874),(23 84.8465),(24 86.1792),(25 86.31377),(26 86.75559),(27 85.8734),(28 86.12211),(29 85.33057),(30 86.02272),(31 84.63685),(32 84.8384),(33 83.996254),(34 83.74867),(35 84.359924),(36 84.54312),(37 84.68663),(38 84.88158),(39 84.264885),(40 84.43781),(41 84.20488),(42 84.3308),(43 84.357895),(44 83.09198),(45 83.83954),(46 83.461914),(47 83.881065),(48 85.26476),(49 84.78435),(50 85.68076),(51 84.65514),(52 84.652565),(53 86.09026),(54 86.626434),(55 87.26089),(56 86.98912),(57 87.75957),(58 89.761444),(59 89.47547),(60 89.78327),(61 89.78539),(62 90.34011),(63 89.47276),(64 88.17159),(65 88.14784),(66 88.805435),(67 88.29084),(68 87.539085),(69 88.131905),(70 88.334915),(71 88.91906),(72 88.492805),(73 88.59729),(74 89.354065),(75 87.87639),(76 87.93165),(77 88.22365),(78 89.18064),(79 89.1541),
(1 55.99024),(2 64.01476),(3 67.45916),(4 70.6201),(5 71.41418),(6 72.7482),(7 74.446045),(8 76.51222),(9 77.786934),(10 78.45057),(11 79.67685),(12 80.65984),(13 81.756615),(14 82.141716),(15 79.84363),(16 81.30909),(17 81.80507),(18 82.41613),(19 82.98688),(20 82.4629),(21 82.29348),(22 82.78938),(23 82.96372),(24 83.40122),(25 83.58031),(26 83.98519),(27 82.787186),(28 83.649124),(29 83.15551),(30 83.15184),(31 83.51205),(32 82.90549),(33 82.34582),(34 82.76482),(35 83.36072),(36 82.793594),(37 84.26472),(38 84.11679),(39 83.0928),(40 84.26319),(41 83.89244),(42 84.11256),(43 83.74206),(44 82.877464),(45 82.53157),(46 82.496956),(47 83.03582),(48 84.06366),(49 83.29519),(50 84.299545),(51 82.91888),(52 83.68292),(53 85.120766),(54 85.11429),(55 84.20752),(56 84.50433),(57 84.60109),(58 85.12634),(59 85.57661),(60 85.71184),(61 87.0698),(62 87.116905),(63 85.629265),(64 85.63287),(65 85.05339),(66 85.46849),(67 85.89421),(68 85.66788),(69 85.98834),(70 85.46153),(71 85.74907),(72 86.8864),(73 86.31155),(74 87.185776),(75 85.80837),(76 86.28158),(77 86.64999),(78 87.16054),(79 88.36775),
(1 55.26543),(2 64.067116),(3 67.80091),(4 70.253784),(5 71.69231),(6 72.83557),(7 74.50402),(8 76.61735),(9 77.45603),(10 79.26234),(11 79.93432),(12 80.08505),(13 82.320694),(14 82.68183),(15 81.42821),(16 82.35321),(17 82.65008),(18 83.02167),(19 83.067085),(20 83.04204),(21 83.20501),(22 83.50292),(23 84.808014),(24 84.27171),(25 84.525406),(26 84.38593),(27 82.89363),(28 83.672),(29 84.42219),(30 83.95719),(31 83.123474),(32 83.34052),(33 83.1864),(34 82.4594),(35 83.272484),(36 83.31754),(37 83.55749),(38 84.22512),(39 82.4147),(40 83.53203),(41 82.85071),(42 83.00052),(43 82.73028),(44 82.30852),(45 81.38222),(46 80.961815),(47 80.78852),(48 81.266716),(49 82.40695),(50 83.14709),(51 82.62738),(52 83.600975),(53 83.730194),(54 84.643326),(55 84.66719),(56 85.27688),(57 86.9515),(58 87.63463),(59 87.018326),(60 87.79554),(61 88.21392),(62 88.05355),(63 87.52141),(64 87.63368),(65 88.319),(66 88.03976),(67 88.15545),(68 88.72466),(69 88.26905),(70 87.946236),(71 87.78666),(72 88.348045),(73 87.9307),(74 88.56243),(75 87.53349),(76 87.72846),(77 88.50028),(78 87.609695),(79 87.903275),
