1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98.82246),(2 120.87495),(3 133.26105),(4 144.60931),(5 153.3334),(6 159.3213),(7 163.54787),(8 168.765),(9 176.3495),(10 180.8225),(11 188.191),(12 190.12943),(13 190.574),(14 192.90475),(15 196.86053),(16 195.0605),(17 196.99991),(18 198.11499),(19 197.26993),(20 199.78552),(21 200.28812),(22 199.24028),(23 197.38412),(24 198.04872),(25 199.30591),(26 199.13776),(27 200.15121),(28 201.04982),(29 203.21486),(30 206.0998),(31 206.95732),(32 207.8307),(33 208.17648),(34 210.37796),(35 210.42184),(36 211.53398),(37 213.38313),(38 213.96652),(39 213.66724),(40 212.75533),(41 212.03467),(42 213.05667),(43 213.56923),(44 214.0129),(45 214.58405),(46 213.81104),(47 214.6202),(48 216.42383),(49 219.99213),(50 220.4362),(51 222.2135),(52 224.93694),(53 226.26102),(54 226.84155),(55 226.93304),(56 228.27481),(57 227.65778),(58 228.8474),(59 228.93697),(60 229.63121),(61 228.07721),(62 225.54826),(63 224.27841),(64 225.3533),(65 225.45654),(66 224.61705),(67 222.74266),(68 221.06136),(69 218.44936),(70 216.61409),(71 216.00821),(72 213.30014),(73 213.18121),(74 212.09253),(75 211.22737),(76 209.13425),(77 207.26585),(78 206.42686),(79 207.20007),
(1 97.39805),(2 119.372215),(3 132.37744),(4 143.37735),(5 153.66582),(6 160.7557),(7 167.05197),(8 172.54318),(9 177.37169),(10 183.08907),(11 187.25182),(12 190.63364),(13 192.8489),(14 194.49368),(15 196.99463),(16 197.93883),(17 199.29605),(18 200.11919),(19 203.49017),(20 204.46661),(21 206.51118),(22 205.75365),(23 206.91983),(24 207.65959),(25 207.2738),(26 209.42422),(27 210.51807),(28 210.40283),(29 211.26227),(30 213.9666),(31 214.55202),(32 215.56969),(33 216.81161),(34 218.71588),(35 218.53166),(36 219.0392),(37 218.95401),(38 219.8711),(39 220.14137),(40 216.9944),(41 216.92548),(42 217.90234),(43 216.51677),(44 216.01305),(45 218.57875),(46 218.26146),(47 220.34346),(48 219.27101),(49 220.99399),(50 222.4231),(51 223.55182),(52 222.40123),(53 225.67374),(54 226.9268),(55 226.83083),(56 226.51944),(57 230.01137),(58 229.81804),(59 229.64685),(60 230.55861),(61 232.43677),(62 231.76901),(63 229.75192),(64 229.34946),(65 227.77786),(66 226.58212),(67 225.70776),(68 222.49525),(69 220.96686),(70 219.61275),(71 219.82489),(72 218.41943),(73 218.33292),(74 216.53674),(75 215.35727),(76 215.72668),(77 213.89642),(78 211.53908),(79 211.83524),
(1 95.583244),(2 117.3126),(3 130.88731),(4 140.08417),(5 148.70457),(6 154.81474),(7 159.1677),(8 165.09006),(9 169.72849),(10 173.66478),(11 177.8383),(12 183.9737),(13 186.94958),(14 189.69528),(15 190.7401),(16 192.11794),(17 192.87022),(18 192.22598),(19 197.01677),(20 195.12294),(21 195.68718),(22 195.14845),(23 194.58531),(24 195.94629),(25 196.54932),(26 197.40575),(27 199.68336),(28 201.9522),(29 204.42047),(30 207.0422),(31 206.59235),(32 207.98009),(33 208.82378),(34 209.12003),(35 209.8917),(36 210.65683),(37 211.12596),(38 211.82262),(39 211.31932),(40 212.01791),(41 210.51712),(42 209.52702),(43 209.57513),(44 209.66702),(45 210.96165),(46 211.3302),(47 213.56459),(48 212.74203),(49 215.12474),(50 215.36214),(51 216.76143),(52 219.48582),(53 220.33504),(54 221.4255),(55 221.76407),(56 225.28992),(57 225.13898),(58 227.1849),(59 227.8513),(60 227.79593),(61 227.19353),(62 229.2095),(63 228.59818),(64 228.04137),(65 228.34143),(66 228.7573),(67 228.47353),(68 225.37071),(69 225.79774),(70 225.87286),(71 224.56572),(72 223.90143),(73 222.2409),(74 221.14952),(75 221.23949),(76 221.15836),(77 219.38864),(78 219.21489),(79 218.95068),
(1 94.43926),(2 116.277885),(3 128.84297),(4 138.47067),(5 148.00903),(6 152.18602),(7 159.40457),(8 164.25081),(9 167.89638),(10 172.82362),(11 176.1212),(12 179.2118),(13 183.20042),(14 184.12308),(15 185.54126),(16 187.07326),(17 188.44785),(18 189.62282),(19 191.72461),(20 191.60701),(21 191.5359),(22 191.15611),(23 191.1189),(24 189.8274),(25 192.94485),(26 192.82643),(27 195.0057),(28 196.41779),(29 198.0701),(30 201.66989),(31 202.91075),(32 203.90282),(33 204.98827),(34 207.38625),(35 207.806),(36 210.57903),(37 210.23315),(38 211.74043),(39 212.54254),(40 212.16519),(41 211.89426),(42 212.19547),(43 211.96922),(44 212.17891),(45 214.76054),(46 216.36543),(47 218.39966),(48 219.85374),(49 224.03773),(50 224.62685),(51 223.96313),(52 224.6693),(53 226.29613),(54 228.1096),(55 228.67874),(56 228.56696),(57 229.60612),(58 230.04489),(59 230.26057),(60 231.88802),(61 232.88972),(62 232.53047),(63 231.66046),(64 232.27118),(65 229.04141),(66 227.26328),(67 225.23438),(68 223.18845),(69 222.27634),(70 218.29117),(71 217.85757),(72 217.26266),(73 215.57141),(74 213.84328),(75 213.05048),(76 212.8106),(77 211.79948),(78 211.1984),(79 209.69095),
(1 95.60931),(2 114.89987),(3 128.17484),(4 135.85455),(5 143.69067),(6 150.20955),(7 153.85007),(8 157.16748),(9 160.01262),(10 164.5558),(11 168.04752),(12 170.39856),(13 173.52724),(14 173.96814),(15 178.12563),(16 179.9966),(17 179.45209),(18 180.87434),(19 181.56291),(20 182.77316),(21 183.98538),(22 183.01758),(23 184.56914),(24 185.67525),(25 185.98521),(26 187.23103),(27 189.0136),(28 192.18369),(29 194.81602),(30 197.77827),(31 201.10767),(32 204.0104),(33 203.40231),(34 204.68298),(35 203.76204),(36 205.60808),(37 205.00754),(38 206.9688),(39 206.30176),(40 205.06958),(41 203.35263),(42 204.09569),(43 203.56516),(44 201.70847),(45 204.19456),(46 202.8092),(47 205.12927),(48 205.45364),(49 204.33975),(50 205.08101),(51 204.79097),(52 207.651),(53 207.83446),(54 208.58926),(55 208.46605),(56 208.83629),(57 209.4561),(58 209.96754),(59 209.86748),(60 210.6711),(61 210.4655),(62 211.601),(63 210.05008),(64 211.00143),(65 211.30092),(66 211.12003),(67 211.702),(68 211.0093),(69 211.51614),(70 211.1093),(71 209.313),(72 208.39603),(73 208.73732),(74 206.12946),(75 207.04411),(76 206.28035),(77 206.69061),(78 203.91945),(79 201.16223),
(1 95.162094),(2 114.43861),(3 128.21434),(4 137.26941),(5 146.5662),(6 150.97964),(7 156.8176),(8 161.64607),(9 164.17468),(10 168.89261),(11 173.13727),(12 175.8766),(13 178.41914),(14 178.6987),(15 182.4003),(16 182.50488),(17 184.6435),(18 186.49825),(19 186.52193),(20 186.94823),(21 188.45013),(22 189.39484),(23 191.34285),(24 193.358),(25 194.18646),(26 195.88815),(27 196.60452),(28 196.67856),(29 198.26039),(30 199.71173),(31 200.89082),(32 202.38673),(33 204.3395),(34 205.13474),(35 206.30148),(36 209.07098),(37 208.11624),(38 208.3504),(39 208.83885),(40 207.78293),(41 206.9548),(42 209.21342),(43 208.17838),(44 208.12598),(45 213.61975),(46 212.63403),(47 213.69627),(48 214.09242),(49 217.17847),(50 217.78546),(51 217.92012),(52 220.38313),(53 219.16736),(54 219.05736),(55 219.88712),(56 221.15349),(57 221.90454),(58 221.34102),(59 219.56195),(60 220.82547),(61 218.09059),(62 217.12532),(63 214.20035),(64 214.65973),(65 215.04361),(66 213.83914),(67 213.84781),(68 212.35785),(69 209.12141),(70 209.25293),(71 207.587),(72 206.48637),(73 207.2028),(74 206.50217),(75 205.58241),(76 205.16664),(77 204.43433),(78 203.8007),(79 202.6757),
(1 95.3326),(2 115.08595),(3 128.12387),(4 137.16492),(5 145.217),(6 150.80852),(7 155.91219),(8 159.01024),(9 163.24008),(10 167.09117),(11 171.46887),(12 175.21754),(13 177.93253),(14 181.27162),(15 186.18954),(16 185.6147),(17 189.12209),(18 188.97145),(19 188.7972),(20 190.50253),(21 191.42642),(22 191.01521),(23 191.52885),(24 195.45834),(25 196.56297),(26 199.21596),(27 203.03085),(28 204.6314),(29 205.98608),(30 208.07341),(31 209.25706),(32 211.01724),(33 211.74094),(34 212.05196),(35 214.50189),(36 213.85754),(37 214.83556),(38 214.02078),(39 213.88145),(40 214.9758),(41 213.79408),(42 213.53282),(43 213.71126),(44 212.21628),(45 211.10857),(46 210.54831),(47 210.28265),(48 209.86482),(49 210.72719),(50 212.72844),(51 213.014),(52 215.86084),(53 216.6632),(54 216.82544),(55 216.29677),(56 220.82562),(57 223.1499),(58 222.70937),(59 223.47502),(60 222.04358),(61 221.35033),(62 221.15767),(63 222.17084),(64 221.8858),(65 222.2575),(66 223.4224),(67 224.54202),(68 223.63142),(69 222.48007),(70 222.25777),(71 220.47417),(72 220.64787),(73 217.29816),(74 214.87025),(75 214.97258),(76 215.44923),(77 214.60258),(78 211.29916),(79 211.01465),
(1 93.0518),(2 112.677765),(3 126.1195),(4 136.39824),(5 145.23814),(6 149.7387),(7 153.56241),(8 158.09814),(9 162.61812),(10 166.75697),(11 168.01895),(12 172.33366),(13 174.85994),(14 177.65666),(15 180.57272),(16 182.7583),(17 185.99208),(18 185.47627),(19 187.24036),(20 187.73112),(21 190.44064),(22 190.66045),(23 190.57706),(24 192.14114),(25 193.28557),(26 193.19458),(27 196.24556),(28 196.48294),(29 197.39024),(30 197.82962),(31 199.57005),(32 200.26996),(33 201.30316),(34 202.08563),(35 201.29843),(36 203.36047),(37 202.3051),(38 202.70927),(39 202.15524),(40 201.83134),(41 200.96066),(42 200.22673),(43 199.80444),(44 199.09862),(45 201.8112),(46 202.02744),(47 204.50024),(48 202.00365),(49 204.03702),(50 206.43057),(51 207.5006),(52 208.0315),(53 207.3062),(54 208.10799),(55 208.91486),(56 212.75772),(57 212.36455),(58 211.82962),(59 210.2925),(60 211.03568),(61 209.7566),(62 209.06778),(63 206.2297),(64 207.88968),(65 208.82393),(66 206.75844),(67 205.2489),(68 204.01566),(69 201.88881),(70 201.82886),(71 199.69023),(72 198.64072),(73 198.87021),(74 199.3814),(75 197.20258),(76 197.27158),(77 196.26105),(78 194.09134),(79 194.8798),
(1 91.58613),(2 112.645485),(3 124.782455),(4 135.00049),(5 142.67009),(6 148.05219),(7 153.30492),(8 156.92644),(9 159.85535),(10 162.53082),(11 165.98802),(12 167.8541),(13 170.78749),(14 173.10802),(15 174.71416),(16 175.11185),(17 177.15498),(18 177.75882),(19 177.43965),(20 177.04506),(21 176.39021),(22 175.88304),(23 176.2271),(24 176.69183),(25 177.92874),(26 178.27057),(27 182.26724),(28 182.41492),(29 185.3033),(30 185.9802),(31 185.97928),(32 185.4665),(33 186.27008),(34 186.03958),(35 188.80965),(36 190.07964),(37 191.30742),(38 192.80884),(39 194.19826),(40 194.17447),(41 193.97264),(42 193.26575),(43 194.479),(44 194.61029),(45 197.20831),(46 195.68895),(47 198.58014),(48 198.32777),(49 200.10089),(50 200.45663),(51 200.1146),(52 201.61206),(53 204.69705),(54 205.97409),(55 205.4647),(56 207.63521),(57 208.98253),(58 209.89577),(59 210.07741),(60 209.6236),(61 208.80008),(62 209.53484),(63 211.21715),(64 211.1601),(65 210.219),(66 211.80081),(67 211.11954),(68 209.84378),(69 209.67863),(70 209.85046),(71 209.49265),(72 209.50952),(73 209.66212),(74 207.01996),(75 206.2788),(76 205.6601),(77 205.87477),(78 204.44687),(79 205.98688),
(1 91.07255),(2 112.51125),(3 125.61244),(4 135.87425),(5 142.7528),(6 149.25468),(7 155.93661),(8 160.91252),(9 165.3794),(10 170.07405),(11 172.23189),(12 177.01022),(13 179.73334),(14 181.94597),(15 186.3313),(16 186.55864),(17 187.44606),(18 187.91989),(19 187.45561),(20 188.52077),(21 186.54916),(22 186.19235),(23 186.50224),(24 186.0717),(25 187.07846),(26 189.41809),(27 190.018),(28 190.7328),(29 191.04094),(30 194.05142),(31 196.0926),(32 196.40889),(33 196.12581),(34 198.4286),(35 199.56949),(36 200.66599),(37 200.0156),(38 201.75136),(39 201.59853),(40 201.34193),(41 202.29787),(42 202.61479),(43 202.57674),(44 202.88025),(45 204.07288),(46 204.84015),(47 205.20662),(48 206.80432),(49 208.7604),(50 211.88887),(51 212.89528),(52 214.01741),(53 214.40894),(54 216.44812),(55 214.95135),(56 216.4316),(57 220.14566),(58 220.74133),(59 220.43054),(60 221.95793),(61 222.29764),(62 221.28023),(63 221.93602),(64 222.59236),(65 221.63503),(66 220.66135),(67 218.90932),(68 216.32242),(69 214.8975),(70 214.28122),(71 213.65187),(72 212.91579),(73 213.01332),(74 210.30325),(75 209.97353),(76 207.97133),(77 208.16489),(78 206.45354),(79 206.0174),
(1 89.61911),(2 109.66049),(3 122.9057),(4 131.13689),(5 140.11115),(6 145.94945),(7 151.67577),(8 155.3159),(9 160.70149),(10 166.0969),(11 168.3168),(12 173.47333),(13 175.41086),(14 178.38068),(15 179.41956),(16 179.35252),(17 180.06865),(18 178.13445),(19 178.903),(20 179.49548),(21 177.05084),(22 178.45274),(23 178.39032),(24 181.35268),(25 182.5788),(26 182.19955),(27 183.84166),(28 185.05592),(29 187.38469),(30 187.6225),(31 187.3851),(32 189.87523),(33 189.5522),(34 189.49083),(35 190.8425),(36 193.53244),(37 195.36111),(38 196.34114),(39 197.08978),(40 196.62225),(41 197.02148),(42 196.2726),(43 198.18382),(44 197.14354),(45 195.2726),(46 195.08702),(47 196.66476),(48 197.21199),(49 196.48038),(50 197.04294),(51 195.04555),(52 197.43324),(53 199.51738),(54 200.40567),(55 198.63397),(56 201.02605),(57 202.39267),(58 202.8396),(59 203.43742),(60 203.63138),(61 203.50148),(62 204.6044),(63 203.48569),(64 203.57492),(65 202.82558),(66 202.11858),(67 202.4427),(68 202.9141),(69 202.61665),(70 203.17674),(71 202.38092),(72 205.47974),(73 204.79576),(74 203.48732),(75 203.75517),(76 204.23654),(77 204.11339),(78 203.91501),(79 205.26857),
(1 91.32579),(2 110.293625),(3 121.71321),(4 130.09433),(5 136.81517),(6 141.31068),(7 147.3173),(8 152.2412),(9 157.49231),(10 161.98813),(11 165.49438),(12 168.72417),(13 172.92432),(14 175.68929),(15 178.9541),(16 179.83311),(17 182.88445),(18 181.68634),(19 179.85643),(20 179.69922),(21 178.29758),(22 178.03484),(23 181.37897),(24 184.55965),(25 186.41203),(26 189.11064),(27 189.98766),(28 191.95331),(29 192.48077),(30 193.95709),(31 197.1626),(32 197.99524),(33 198.07678),(34 198.27924),(35 199.64684),(36 201.50728),(37 202.15477),(38 201.95958),(39 203.04478),(40 202.09317),(41 200.9598),(42 199.40858),(43 201.87482),(44 200.71437),(45 201.33228),(46 202.76375),(47 201.7933),(48 203.99011),(49 206.00655),(50 207.53224),(51 206.98692),(52 207.90186),(53 209.60846),(54 212.81367),(55 212.99406),(56 213.12456),(57 216.27698),(58 215.12874),(59 215.4358),(60 217.84671),(61 216.92668),(62 217.25197),(63 214.95657),(64 213.27734),(65 212.15427),(66 210.64113),(67 210.29657),(68 209.56673),(69 207.26804),(70 204.70174),(71 205.21571),(72 203.65259),(73 203.53561),(74 201.54951),(75 201.08913),(76 198.49756),(77 197.18726),(78 194.11925),(79 194.07494),
(1 89.14918),(2 106.33701),(3 119.13774),(4 126.3368),(5 132.69608),(6 136.16536),(7 140.65771),(8 146.56827),(9 149.35611),(10 153.97177),(11 156.88431),(12 160.15126),(13 162.6038),(14 165.32675),(15 169.58632),(16 169.81277),(17 171.02066),(18 170.75737),(19 169.5366),(20 169.04976),(21 169.77702),(22 171.45177),(23 172.98279),(24 174.0022),(25 175.18166),(26 178.5071),(27 179.24669),(28 181.75815),(29 181.66817),(30 186.29158),(31 186.88268),(32 187.86597),(33 188.94083),(34 188.96262),(35 190.51477),(36 193.38986),(37 191.47008),(38 190.7713),(39 192.42204),(40 192.41518),(41 191.80754),(42 191.0453),(43 191.13385),(44 189.06435),(45 189.89517),(46 190.0684),(47 190.37175),(48 191.56131),(49 191.38174),(50 190.60277),(51 190.11687),(52 190.0938),(53 190.96315),(54 193.12944),(55 193.24106),(56 194.19061),(57 194.01715),(58 194.80937),(59 195.77617),(60 195.50073),(61 194.32874),(62 194.24428),(63 193.912),(64 192.89699),(65 193.42061),(66 192.1242),(67 190.64354),(68 190.5267),(69 189.0113),(70 188.4709),(71 189.10913),(72 187.79663),(73 185.84515),(74 184.57568),(75 183.96896),(76 183.65283),(77 182.47614),(78 183.56136),(79 181.51352),
(1 88.21623),(2 106.60745),(3 117.513626),(4 125.767494),(5 132.28639),(6 138.46951),(7 142.95369),(8 146.51744),(9 151.16457),(10 155.4719),(11 158.50697),(12 160.45767),(13 163.61552),(14 164.57498),(15 167.15831),(16 168.05096),(17 171.09311),(18 169.25111),(19 168.02881),(20 167.88853),(21 167.54459),(22 170.36162),(23 170.72108),(24 173.41008),(25 176.63148),(26 178.48642),(27 180.66827),(28 183.41566),(29 184.35214),(30 185.46535),(31 185.68356),(32 186.08746),(33 187.60968),(34 188.23666),(35 189.66994),(36 189.19061),(37 189.53445),(38 190.35933),(39 190.06686),(40 191.837),(41 190.9967),(42 188.92003),(43 188.9842),(44 186.57959),(45 188.90033),(46 188.84297),(47 187.73128),(48 187.97975),(49 190.1106),(50 189.45872),(51 188.69377),(52 188.3787),(53 190.15958),(54 191.82477),(55 191.76657),(56 189.3439),(57 191.10823),(58 189.42247),(59 189.53075),(60 192.00572),(61 188.1013),(62 187.12523),(63 188.63264),(64 187.65819),(65 185.3465),(66 184.79951),(67 184.16481),(68 182.9741),(69 182.78088),(70 181.13763),(71 181.35146),(72 179.07149),(73 180.14085),(74 180.93687),(75 182.87738),(76 181.52924),(77 180.33727),(78 178.67488),(79 179.98904),
(1 87.15661),(2 105.326706),(3 116.74402),(4 125.558304),(5 131.2693),(6 135.57545),(7 140.17613),(8 142.3231),(9 147.6633),(10 151.23074),(11 154.18835),(12 156.9895),(13 158.73315),(14 159.41492),(15 164.25208),(16 166.86111),(17 168.50957),(18 168.74507),(19 168.67952),(20 168.2319),(21 168.26573),(22 170.4068),(23 170.77956),(24 172.53114),(25 172.96683),(26 174.53343),(27 175.33447),(28 177.19495),(29 178.83179),(30 179.39177),(31 179.44969),(32 183.1554),(33 185.92226),(34 187.18784),(35 190.43423),(36 191.48836),(37 191.91066),(38 192.42639),(39 191.93701),(40 189.37907),(41 190.78062),(42 188.87906),(43 190.4391),(44 188.90457),(45 190.88243),(46 191.81964),(47 192.88316),(48 193.05003),(49 193.36444),(50 194.5435),(51 195.18542),(52 195.16551),(53 197.26102),(54 198.77751),(55 199.6215),(56 200.52493),(57 201.20609),(58 202.30832),(59 201.37425),(60 202.45589),(61 201.53441),(62 201.7621),(63 203.72708),(64 204.59685),(65 202.51698),(66 203.67561),(67 202.25558),(68 199.71585),(69 199.54709),(70 198.5862),(71 196.65324),(72 195.82835),(73 196.51761),(74 195.85406),(75 195.62747),(76 193.22177),(77 191.8441),(78 190.96648),(79 190.86699),
(1 85.76742),(2 103.03415),(3 113.87749),(4 123.59516),(5 128.255),(6 132.91884),(7 137.10988),(8 141.96674),(9 146.3945),(10 149.71077),(11 152.98114),(12 154.36655),(13 157.88623),(14 158.4957),(15 162.10521),(16 162.40915),(17 165.81326),(18 162.39528),(19 161.71233),(20 163.88033),(21 164.97948),(22 167.40459),(23 167.9525),(24 169.0667),(25 170.2169),(26 171.80817),(27 172.79124),(28 171.82549),(29 173.83882),(30 174.8987),(31 175.84717),(32 175.37267),(33 176.66168),(34 177.33504),(35 177.43004),(36 179.54057),(37 180.74289),(38 181.58275),(39 182.97423),(40 183.87488),(41 184.53178),(42 183.03476),(43 182.02086),(44 181.2634),(45 182.31418),(46 183.12436),(47 183.14185),(48 182.92697),(49 185.53558),(50 186.07658),(51 187.0333),(52 188.11617),(53 188.80846),(54 189.17548),(55 190.0139),(56 189.81007),(57 189.35089),(58 190.03258),(59 189.72592),(60 190.77782),(61 189.36229),(62 188.32263),(63 186.89964),(64 186.5936),(65 183.76215),(66 183.87671),(67 182.1401),(68 180.92905),(69 180.29144),(70 180.79237),(71 177.0507),(72 176.96085),(73 178.52322),(74 177.86902),(75 180.0672),(76 178.36565),(77 177.2085),(78 175.5123),(79 176.84422),
(1 85.354965),(2 102.670105),(3 113.98345),(4 121.63058),(5 126.90902),(6 131.79886),(7 135.35817),(8 141.60655),(9 146.2711),(10 150.55594),(11 151.91676),(12 156.30865),(13 157.4896),(14 159.32454),(15 161.40968),(16 163.5905),(17 164.15718),(18 163.34879),(19 164.98453),(20 164.98317),(21 165.98442),(22 166.7834),(23 169.0165),(24 169.43274),(25 169.52452),(26 170.31744),(27 169.66652),(28 170.70343),(29 170.66835),(30 171.69034),(31 171.19112),(32 171.9418),(33 175.0442),(34 174.63025),(35 177.43372),(36 176.87851),(37 179.69829),(38 178.63269),(39 179.81198),(40 179.27757),(41 179.1951),(42 179.36496),(43 179.75133),(44 179.089),(45 180.21138),(46 180.60162),(47 180.94788),(48 181.83798),(49 182.4423),(50 183.00812),(51 183.63744),(52 183.33392),(53 184.69484),(54 183.46906),(55 185.46063),(56 185.88942),(57 185.26614),(58 186.14482),(59 187.85373),(60 189.44943),(61 189.02304),(62 189.84026),(63 190.36397),(64 188.56352),(65 188.14977),(66 188.6109),(67 187.4165),(68 187.07127),(69 185.12677),(70 183.64677),(71 182.05267),(72 182.32283),(73 183.07399),(74 181.85886),(75 181.47441),(76 181.25812),(77 179.66061),(78 178.69775),(79 177.33673),
(1 84.44299),(2 100.69603),(3 110.75149),(4 119.04627),(5 123.91763),(6 126.62766),(7 132.33168),(8 138.25291),(9 143.52905),(10 146.4881),(11 149.664),(12 151.98424),(13 154.36491),(14 157.36584),(15 159.02556),(16 159.58731),(17 161.73343),(18 162.24571),(19 162.14195),(20 163.72304),(21 165.12024),(22 165.64548),(23 167.34149),(24 167.52817),(25 170.14417),(26 170.20503),(27 173.08554),(28 172.5938),(29 173.2623),(30 175.03362),(31 175.6107),(32 175.54637),(33 177.29608),(34 177.98453),(35 180.7533),(36 181.95978),(37 183.90439),(38 185.17708),(39 185.21367),(40 184.94513),(41 186.16585),(42 184.82481),(43 183.50414),(44 181.87231),(45 183.05959),(46 183.67432),(47 182.93007),(48 184.90994),(49 188.18651),(50 190.42566),(51 192.22171),(52 194.54604),(53 194.74692),(54 196.12183),(55 196.53084),(56 196.17673),(57 195.74962),(58 195.52435),(59 194.90135),(60 195.6231),(61 194.6391),(62 193.44164),(63 192.84195),(64 193.63484),(65 191.07278),(66 191.32469),(67 190.21028),(68 188.30672),(69 188.63905),(70 188.09824),(71 184.91362),(72 184.57948),(73 185.23961),(74 183.98976),(75 183.63844),(76 181.30954),(77 180.31752),(78 178.25145),(79 178.92871),
