1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 122.68894),(2 149.56418),(3 166.27708),(4 182.6452),(5 195.01859),(6 203.08443),(7 213.42755),(8 221.08728),(9 227.10905),(10 234.57823),(11 239.529),(12 241.56308),(13 242.34975),(14 245.54414),(15 248.25589),(16 250.24171),(17 251.76134),(18 249.68858),(19 252.13571),(20 251.10637),(21 250.61526),(22 251.35678),(23 251.95316),(24 253.77402),(25 253.34618),(26 254.47906),(27 257.15192),(28 258.7831),(29 261.20203),(30 264.14572),(31 268.12866),(32 268.40964),(33 268.73624),(34 273.18997),(35 273.87964),(36 276.0867),(37 277.90298),(38 280.07028),(39 280.21182),(40 280.69702),(41 281.42688),(42 283.69513),(43 284.92838),(44 287.68533),(45 287.46826),(46 289.7301),(47 292.54626),(48 295.08163),(49 295.13824),(50 296.44272),(51 297.2855),(52 298.9079),(53 300.04788),(54 303.33136),(55 302.95145),(56 305.68594),(57 308.90036),(58 310.11826),(59 311.52878),(60 312.39676),(61 311.77728),(62 311.45343),(63 307.712),(64 305.91534),(65 303.77985),(66 304.0976),(67 301.4203),(68 299.0618),(69 298.92743),(70 298.16107),(71 295.61255),(72 293.74768),(73 293.05237),(74 290.4581),(75 288.134),(76 288.51218),(77 287.45453),(78 285.04132),(79 284.4612),
(1 123.61367),(2 150.44855),(3 167.33778),(4 182.60063),(5 194.47618),(6 206.06718),(7 216.65797),(8 227.66618),(9 232.70132),(10 239.2068),(11 242.7965),(12 246.64548),(13 248.86153),(14 251.79462),(15 257.08304),(16 257.18253),(17 254.29776),(18 253.82668),(19 254.07753),(20 253.23045),(21 249.38843),(22 250.27725),(23 245.4847),(24 245.07584),(25 245.10106),(26 246.52104),(27 249.41095),(28 252.05585),(29 251.58704),(30 256.5928),(31 258.52957),(32 261.5769),(33 261.0398),(34 264.37177),(35 264.54718),(36 268.64154),(37 271.49652),(38 273.19122),(39 274.54572),(40 274.1499),(41 277.30173),(42 278.8201),(43 279.77106),(44 280.8346),(45 284.77158),(46 282.33917),(47 282.3425),(48 284.34216),(49 287.08105),(50 287.44833),(51 287.76923),(52 286.53897),(53 286.2788),(54 287.91797),(55 287.23456),(56 288.59927),(57 289.52942),(58 292.5443),(59 292.16898),(60 291.60147),(61 290.1777),(62 288.6992),(63 283.30777),(64 282.65997),(65 281.60736),(66 278.71118),(67 275.82077),(68 276.42154),(69 274.64877),(70 273.52225),(71 273.13953),(72 270.70773),(73 267.72562),(74 265.3649),(75 264.57748),(76 263.9578),(77 262.16776),(78 258.74823),(79 257.60352),
(1 118.96027),(2 145.69493),(3 161.74802),(4 178.02202),(5 192.7682),(6 203.44743),(7 212.84737),(8 222.12906),(9 228.68205),(10 234.00325),(11 240.32523),(12 243.69812),(13 247.49518),(14 251.02145),(15 254.47516),(16 255.62563),(17 257.77267),(18 254.9325),(19 253.1857),(20 254.09317),(21 252.1377),(22 254.12112),(23 254.07706),(24 254.81342),(25 254.38539),(26 251.90036),(27 254.2223),(28 255.60934),(29 255.40453),(30 260.1959),(31 262.481),(32 263.0356),(33 260.28433),(34 263.4383),(35 265.0486),(36 266.53394),(37 269.87897),(38 273.39667),(39 275.81973),(40 276.81448),(41 279.04425),(42 278.8145),(43 280.66452),(44 280.47583),(45 283.50116),(46 285.38397),(47 286.56497),(48 289.3882),(49 291.23047),(50 293.85788),(51 294.43973),(52 294.43707),(53 296.16693),(54 296.15897),(55 298.4627),(56 299.45782),(57 301.24567),(58 301.2171),(59 302.66132),(60 300.80658),(61 301.07928),(62 301.78043),(63 299.48416),(64 298.55283),(65 297.55817),(66 296.2817),(67 293.84723),(68 291.01486),(69 288.9346),(70 284.4739),(71 280.04288),(72 278.26553),(73 275.4084),(74 272.6569),(75 273.01242),(76 270.10037),(77 271.27084),(78 268.39465),(79 268.49127),
(1 116.66748),(2 140.1553),(3 156.83507),(4 170.37103),(5 183.60028),(6 194.23235),(7 200.50919),(8 209.44672),(9 216.74394),(10 221.45148),(11 223.05989),(12 229.46187),(13 231.77672),(14 234.25233),(15 239.52997),(16 238.64622),(17 240.14896),(18 242.1815),(19 242.74062),(20 242.68832),(21 242.98572),(22 245.09064),(23 244.74078),(24 244.8338),(25 246.80988),(26 246.1261),(27 249.73357),(28 251.83093),(29 253.53514),(30 255.71275),(31 256.4876),(32 257.4411),(33 258.0399),(34 258.07437),(35 260.7903),(36 259.75784),(37 260.27133),(38 263.26987),(39 263.8826),(40 261.8012),(41 263.75787),(42 263.84393),(43 263.36804),(44 263.1991),(45 265.92517),(46 266.29105),(47 264.65897),(48 264.98737),(49 266.3652),(50 267.3881),(51 265.15082),(52 265.95682),(53 266.06403),(54 266.70883),(55 269.00003),(56 268.36627),(57 269.39435),(58 270.85257),(59 267.87863),(60 267.58963),(61 267.11288),(62 267.00226),(63 266.90338),(64 264.69376),(65 262.0006),(66 259.28232),(67 256.5923),(68 255.2043),(69 252.5455),(70 250.99788),(71 248.0227),(72 246.54706),(73 246.29095),(74 243.79068),(75 246.02396),(76 245.08322),(77 245.99521),(78 244.34094),(79 245.29556),
(1 115.240166),(2 140.22656),(3 156.05458),(4 168.5598),(5 182.55693),(6 189.96768),(7 197.93434),(8 204.62956),(9 210.15068),(10 217.54793),(11 222.15741),(12 226.35132),(13 229.45326),(14 232.6943),(15 234.05446),(16 235.59164),(17 236.89241),(18 236.52837),(19 237.16823),(20 236.07791),(21 236.39505),(22 238.47725),(23 238.11105),(24 239.7163),(25 241.88963),(26 243.17647),(27 245.37192),(28 247.3824),(29 248.39664),(30 250.85751),(31 252.37167),(32 253.77917),(33 253.41145),(34 253.49298),(35 254.90512),(36 254.91284),(37 256.5223),(38 259.42957),(39 260.00128),(40 259.0914),(41 260.89252),(42 259.82852),(43 257.41864),(44 258.378),(45 258.91223),(46 258.76422),(47 257.7779),(48 258.65985),(49 259.62354),(50 260.4676),(51 261.00037),(52 260.77017),(53 260.54953),(54 263.43155),(55 263.95044),(56 265.10834),(57 267.1191),(58 266.15005),(59 265.8407),(60 265.8482),(61 266.66663),(62 267.23566),(63 266.6408),(64 265.52643),(65 263.26666),(66 262.25897),(67 260.33014),(68 258.35657),(69 256.53247),(70 256.84613),(71 255.9245),(72 254.59824),(73 254.51485),(74 252.77097),(75 252.4562),(76 249.82011),(77 248.91394),(78 246.27774),(79 244.36871),
(1 115.06516),(2 138.12706),(3 151.89247),(4 164.1142),(5 173.58385),(6 181.5863),(7 187.74864),(8 194.39836),(9 198.23256),(10 202.25177),(11 205.42642),(12 210.37564),(13 210.77466),(14 210.61678),(15 214.12732),(16 214.92908),(17 215.15424),(18 216.71162),(19 217.73178),(20 217.84607),(21 219.65161),(22 221.00888),(23 220.33713),(24 220.43587),(25 223.01083),(26 223.78314),(27 226.25656),(28 227.82826),(29 226.84001),(30 228.95766),(31 228.19252),(32 230.3413),(33 229.6759),(34 228.89156),(35 228.71675),(36 231.68619),(37 230.40903),(38 232.46936),(39 229.6575),(40 230.64162),(41 231.3186),(42 230.4115),(43 227.61865),(44 225.4018),(45 226.62276),(46 225.86894),(47 224.95387),(48 225.89638),(49 225.9087),(50 226.43217),(51 228.48248),(52 230.45094),(53 233.15617),(54 234.01155),(55 234.83383),(56 237.60545),(57 238.29565),(58 238.65186),(59 239.62167),(60 239.69283),(61 238.14537),(62 237.0657),(63 235.20113),(64 235.59172),(65 233.60199),(66 232.54619),(67 233.48242),(68 234.72939),(69 233.03757),(70 233.67055),(71 235.63876),(72 235.06213),(73 233.01349),(74 230.57759),(75 232.19649),(76 229.14793),(77 227.03711),(78 225.89676),(79 223.87125),
(1 114.9325),(2 137.7172),(3 154.53609),(4 167.99007),(5 180.00179),(6 187.95952),(7 196.11543),(8 203.8897),(9 209.9357),(10 214.97658),(11 217.72661),(12 221.37842),(13 225.21455),(14 227.67047),(15 227.49802),(16 232.03099),(17 231.80083),(18 231.88264),(19 231.97803),(20 233.41646),(21 235.13258),(22 235.55536),(23 233.84724),(24 234.0245),(25 236.03387),(26 236.27486),(27 240.3024),(28 238.48602),(29 237.82532),(30 240.59096),(31 239.661),(32 242.56274),(33 241.89917),(34 241.91638),(35 241.25722),(36 244.18217),(37 244.17862),(38 246.35007),(39 245.09267),(40 246.16005),(41 246.25822),(42 246.8389),(43 245.62665),(44 244.96376),(45 245.90837),(46 246.74123),(47 247.52446),(48 247.11046),(49 248.20528),(50 249.93352),(51 250.74548),(52 251.28322),(53 250.24254),(54 252.04106),(55 251.89468),(56 253.46667),(57 249.55115),(58 250.4367),(59 248.50269),(60 251.57051),(61 250.55244),(62 249.73737),(63 249.84613),(64 250.9788),(65 248.15306),(66 246.18501),(67 246.4202),(68 243.78828),(69 241.31516),(70 242.77238),(71 241.15363),(72 239.6722),(73 239.62482),(74 235.69519),(75 234.3576),(76 232.2685),(77 230.46117),(78 227.41656),(79 229.72623),
(1 109.03044),(2 131.87505),(3 148.48015),(4 160.23674),(5 171.90074),(6 178.46721),(7 188.25885),(8 196.31721),(9 201.14339),(10 207.75548),(11 214.78615),(12 216.95032),(13 217.11723),(14 221.16142),(15 222.8272),(16 223.9423),(17 223.55759),(18 223.35548),(19 223.35521),(20 223.76164),(21 224.61893),(22 224.57506),(23 223.99318),(24 222.35925),(25 221.94098),(26 221.5295),(27 222.30902),(28 223.68738),(29 224.26485),(30 227.34181),(31 227.4488),(32 228.53604),(33 227.32423),(34 228.67554),(35 228.54286),(36 229.65768),(37 230.185),(38 231.70369),(39 230.01566),(40 229.97354),(41 231.39392),(42 232.7609),(43 233.73116),(44 232.99081),(45 234.55669),(46 232.93394),(47 233.29785),(48 234.77196),(49 236.84076),(50 239.50046),(51 239.17668),(52 238.21262),(53 238.76506),(54 241.15234),(55 240.81067),(56 241.64168),(57 243.4559),(58 245.4116),(59 245.45662),(60 246.89932),(61 245.91127),(62 245.93533),(63 246.49011),(64 247.18852),(65 244.75417),(66 242.63399),(67 243.71591),(68 245.59543),(69 242.64742),(70 242.23386),(71 240.61641),(72 238.35226),(73 237.78331),(74 233.58745),(75 233.54478),(76 231.96384),(77 230.08981),(78 228.5706),(79 228.40202),
(1 113.134445),(2 135.47472),(3 151.89261),(4 163.73491),(5 178.88654),(6 185.79016),(7 194.76868),(8 205.47809),(9 211.87636),(10 221.86687),(11 227.78783),(12 233.94678),(13 238.13353),(14 240.11584),(15 243.6795),(16 242.9548),(17 245.20923),(18 244.61034),(19 243.40652),(20 244.30426),(21 240.61574),(22 239.89836),(23 238.72902),(24 237.25941),(25 235.36801),(26 235.03275),(27 234.49098),(28 235.04744),(29 235.08913),(30 238.6087),(31 237.85114),(32 239.54172),(33 240.4775),(34 239.67691),(35 241.24762),(36 241.72041),(37 241.69095),(38 244.98376),(39 246.37762),(40 246.31033),(41 243.44539),(42 244.25551),(43 242.93204),(44 241.71175),(45 242.3795),(46 241.56686),(47 241.67596),(48 240.39847),(49 243.76456),(50 243.9909),(51 244.81288),(52 245.87462),(53 247.85876),(54 250.48256),(55 251.03593),(56 252.9854),(57 254.76535),(58 255.13678),(59 254.36986),(60 258.16266),(61 256.28592),(62 256.48904),(63 256.1103),(64 256.06696),(65 253.05554),(66 253.593),(67 252.66304),(68 249.92844),(69 247.49329),(70 245.96835),(71 243.23973),(72 240.80399),(73 239.26276),(74 234.7055),(75 236.13188),(76 232.3852),(77 229.90135),(78 227.32127),(79 226.41779),
(1 109.419395),(2 131.14304),(3 147.31406),(4 159.96616),(5 172.19366),(6 178.66179),(7 184.83932),(8 194.38503),(9 198.27872),(10 205.76938),(11 211.37816),(12 217.2028),(13 220.97844),(14 221.76581),(15 226.40376),(16 225.9144),(17 229.85483),(18 229.0947),(19 229.69795),(20 228.7708),(21 231.23517),(22 229.04163),(23 231.46631),(24 229.7515),(25 229.28177),(26 227.55795),(27 225.82011),(28 224.19026),(29 224.52452),(30 228.66434),(31 226.40105),(32 227.20276),(33 225.42883),(34 226.54109),(35 225.99428),(36 228.69536),(37 228.11386),(38 229.379),(39 229.78978),(40 229.4547),(41 229.32182),(42 231.13173),(43 230.11845),(44 228.17757),(45 232.04091),(46 229.29428),(47 228.74716),(48 228.50885),(49 231.59398),(50 232.11725),(51 231.61003),(52 232.0444),(53 233.54352),(54 234.12889),(55 236.72868),(56 236.2458),(57 237.62955),(58 241.16386),(59 242.2849),(60 242.27834),(61 242.32655),(62 241.5933),(63 238.44402),(64 237.80077),(65 235.862),(66 235.04826),(67 232.58624),(68 232.41048),(69 233.39368),(70 231.2678),(71 228.74283),(72 228.50925),(73 224.56035),(74 221.44168),(75 222.15196),(76 220.45058),(77 219.29237),(78 217.56628),(79 216.19028),
(1 108.49657),(2 132.76407),(3 146.64156),(4 160.53897),(5 170.33276),(6 179.10938),(7 185.7281),(8 193.52052),(9 201.08376),(10 208.32744),(11 212.67657),(12 219.24478),(13 222.01936),(14 221.06136),(15 224.36879),(16 223.96687),(17 224.80038),(18 223.66278),(19 223.96945),(20 223.82454),(21 224.86153),(22 223.36057),(23 223.48134),(24 225.35107),(25 225.90355),(26 228.95892),(27 228.20297),(28 231.42639),(29 234.07243),(30 236.52264),(31 233.60841),(32 235.8186),(33 236.02454),(34 237.48573),(35 240.35657),(36 240.0566),(37 238.20879),(38 236.47635),(39 236.78008),(40 236.6281),(41 236.15825),(42 233.18672),(43 234.0592),(44 231.77446),(45 231.81812),(46 232.61559),(47 232.23126),(48 231.21396),(49 232.34383),(50 234.33788),(51 233.4479),(52 235.82114),(53 238.17476),(54 239.91545),(55 241.79994),(56 242.11949),(57 241.30922),(58 243.92484),(59 243.80312),(60 245.29271),(61 243.59785),(62 245.44377),(63 240.9446),(64 241.03096),(65 238.95837),(66 237.72986),(67 236.28893),(68 233.5041),(69 229.86073),(70 228.917),(71 229.15706),(72 227.50536),(73 225.04665),(74 222.72897),(75 221.44928),(76 217.73875),(77 216.94101),(78 216.83733),(79 215.94772),
(1 107.63171),(2 130.57631),(3 145.64165),(4 157.92628),(5 168.60399),(6 175.2407),(7 181.4739),(8 189.00626),(9 192.69347),(10 199.4351),(11 199.82988),(12 204.35634),(13 206.76984),(14 209.72981),(15 211.71187),(16 210.30411),(17 210.70439),(18 208.3026),(19 210.17604),(20 210.1578),(21 211.4752),(22 209.88971),(23 212.73692),(24 214.6326),(25 217.23245),(26 219.26848),(27 216.7866),(28 218.61801),(29 221.3049),(30 225.69632),(31 225.48167),(32 228.08546),(33 231.48322),(34 229.34206),(35 230.9972),(36 229.82979),(37 230.80815),(38 234.16035),(39 236.6354),(40 238.71666),(41 239.05455),(42 238.73808),(43 240.53067),(44 239.15474),(45 242.93321),(46 243.26949),(47 243.16597),(48 244.71735),(49 245.75514),(50 247.66597),(51 248.6884),(52 251.99446),(53 251.72841),(54 251.78752),(55 252.07568),(56 250.80325),(57 250.87172),(58 252.1798),(59 252.13443),(60 249.73808),(61 249.44073),(62 249.64078),(63 249.11343),(64 248.26257),(65 246.12791),(66 244.43793),(67 244.12245),(68 242.79683),(69 243.37785),(70 241.90881),(71 240.25015),(72 238.16986),(73 235.07701),(74 230.8567),(75 234.22012),(76 232.3776),(77 229.37889),(78 229.4696),(79 226.31653),
(1 104.2722),(2 127.50394),(3 141.92888),(4 152.38329),(5 162.84604),(6 168.86354),(7 175.0076),(8 181.447),(9 186.14012),(10 192.1732),(11 196.46193),(12 200.36003),(13 202.83202),(14 204.62074),(15 206.21292),(16 206.39482),(17 207.00098),(18 208.8856),(19 210.68158),(20 209.34998),(21 210.95027),(22 210.56396),(23 209.0668),(24 208.35304),(25 209.86394),(26 211.6694),(27 212.98029),(28 214.42073),(29 216.39479),(30 217.25487),(31 216.14671),(32 219.62692),(33 222.55618),(34 222.72227),(35 224.6832),(36 223.67569),(37 220.6479),(38 220.9603),(39 220.72383),(40 222.39073),(41 221.20892),(42 220.48181),(43 220.39886),(44 218.09323),(45 218.87119),(46 219.01508),(47 216.97545),(48 216.23477),(49 218.29298),(50 218.86758),(51 219.40216),(52 220.52074),(53 222.20824),(54 223.18646),(55 222.17035),(56 222.35289),(57 224.42418),(58 223.6063),(59 223.78017),(60 224.13829),(61 223.48494),(62 225.50226),(63 224.36691),(64 224.40788),(65 224.7019),(66 225.38225),(67 224.74855),(68 224.07234),(69 222.1035),(70 221.82147),(71 221.04247),(72 220.25658),(73 218.93935),(74 218.12173),(75 217.10254),(76 216.48332),(77 213.37852),(78 212.81815),(79 211.57298),
(1 104.4166),(2 128.72784),(3 144.56104),(4 153.79764),(5 163.82143),(6 170.83023),(7 178.90053),(8 186.979),(9 191.19765),(10 196.97244),(11 200.92242),(12 205.19778),(13 207.29503),(14 209.44792),(15 210.44194),(16 208.54918),(17 209.72255),(18 207.52724),(19 207.55511),(20 204.2919),(21 207.24022),(22 204.65378),(23 202.73965),(24 202.88342),(25 203.38936),(26 204.28806),(27 206.14508),(28 205.96631),(29 206.36485),(30 209.06372),(31 208.91406),(32 211.91745),(33 212.64029),(34 210.63557),(35 211.80307),(36 215.9674),(37 214.79787),(38 217.8275),(39 217.15504),(40 216.37611),(41 216.8104),(42 216.0921),(43 217.04747),(44 216.78035),(45 220.53441),(46 220.57533),(47 221.63113),(48 221.13304),(49 223.22693),(50 227.56747),(51 228.33165),(52 229.04749),(53 231.14091),(54 230.3129),(55 233.2259),(56 233.61154),(57 232.99826),(58 233.80617),(59 231.15631),(60 232.3219),(61 230.73466),(62 232.92116),(63 230.314),(64 230.51004),(65 228.4386),(66 227.893),(67 225.9968),(68 225.68253),(69 225.93835),(70 226.56696),(71 226.45277),(72 226.20609),(73 224.37473),(74 222.4001),(75 222.14464),(76 218.71492),(77 218.82399),(78 214.42885),(79 214.79613),
(1 104.11314),(2 127.17553),(3 141.18091),(4 150.3482),(5 158.55188),(6 163.24055),(7 170.3496),(8 177.00302),(9 180.45755),(10 184.94048),(11 188.35007),(12 191.69661),(13 193.53934),(14 195.72484),(15 199.58232),(16 199.12361),(17 202.61212),(18 202.19833),(19 203.70393),(20 203.76703),(21 204.28398),(22 205.45647),(23 205.3071),(24 205.05292),(25 204.74796),(26 208.30278),(27 208.88719),(28 211.91844),(29 212.82564),(30 215.97125),(31 216.14902),(32 216.79324),(33 218.38438),(34 219.23737),(35 220.27335),(36 221.73955),(37 220.1996),(38 217.5398),(39 216.46626),(40 217.29945),(41 214.74435),(42 215.76385),(43 213.36974),(44 212.71712),(45 212.51161),(46 215.69292),(47 217.87015),(48 218.34569),(49 220.90099),(50 221.01929),(51 218.60979),(52 219.40573),(53 221.60449),(54 222.08557),(55 222.6278),(56 223.7292),(57 224.33755),(58 224.77406),(59 223.99263),(60 223.73363),(61 223.06133),(62 221.51764),(63 220.2499),(64 220.81148),(65 219.89218),(66 220.4632),(67 219.78136),(68 219.6082),(69 219.17271),(70 215.26756),(71 214.77924),(72 213.63515),(73 211.5698),(74 211.73907),(75 211.8405),(76 210.53413),(77 208.1034),(78 205.18556),(79 205.3795),
(1 104.79579),(2 125.88637),(3 140.67038),(4 148.75247),(5 156.42288),(6 161.78152),(7 166.43867),(8 173.42212),(9 176.86919),(10 180.05092),(11 184.1213),(12 185.9905),(13 187.32764),(14 189.17117),(15 193.9524),(16 192.74297),(17 195.049),(18 195.76714),(19 195.72148),(20 197.80606),(21 199.61996),(22 199.70317),(23 198.29521),(24 198.83026),(25 200.13127),(26 201.85448),(27 203.17366),(28 208.5274),(29 210.53697),(30 211.66458),(31 210.81898),(32 210.7801),(33 211.24335),(34 213.234),(35 213.58752),(36 216.58986),(37 215.611),(38 216.23827),(39 213.5296),(40 214.86765),(41 215.3253),(42 214.48683),(43 214.7045),(44 215.38643),(45 217.23015),(46 218.22708),(47 218.973),(48 220.40457),(49 220.28984),(50 223.37294),(51 224.2001),(52 226.5606),(53 230.0652),(54 229.8658),(55 231.1334),(56 234.8751),(57 237.72896),(58 237.78055),(59 236.891),(60 239.00644),(61 238.06268),(62 237.6802),(63 235.76439),(64 234.5139),(65 232.42831),(66 231.47794),(67 229.54007),(68 228.40846),(69 227.30623),(70 225.63371),(71 225.29494),(72 224.1842),(73 224.05098),(74 222.41527),(75 222.36856),(76 221.24196),(77 217.62546),(78 217.75105),(79 216.07019),
(1 102.679),(2 123.910095),(3 136.91261),(4 145.58842),(5 153.79573),(6 159.78026),(7 166.07384),(8 172.8818),(9 177.78162),(10 180.80318),(11 183.90836),(12 187.381),(13 189.01266),(14 189.40146),(15 192.32074),(16 194.00273),(17 195.31004),(18 198.41748),(19 197.67122),(20 199.19434),(21 200.66928),(22 201.02475),(23 200.61638),(24 200.26242),(25 201.0465),(26 204.25671),(27 202.36041),(28 205.40039),(29 204.76994),(30 207.44684),(31 209.7777),(32 210.38184),(33 213.42538),(34 216.1587),(35 216.91911),(36 220.79012),(37 220.31032),(38 221.49995),(39 221.37784),(40 225.85992),(41 223.96906),(42 225.33798),(43 225.00107),(44 225.85188),(45 226.3466),(46 228.8515),(47 230.96162),(48 232.49017),(49 236.59674),(50 236.65729),(51 238.2777),(52 238.72319),(53 241.52293),(54 242.5937),(55 245.59856),(56 245.00928),(57 245.69186),(58 246.71547),(59 247.43262),(60 248.32027),(61 247.0915),(62 247.79163),(63 246.25266),(64 245.76443),(65 243.2264),(66 241.28224),(67 238.86104),(68 237.97447),(69 234.13812),(70 232.63467),(71 231.50218),(72 228.63179),(73 229.09412),(74 226.70677),(75 225.77243),(76 225.10043),(77 221.19179),(78 221.41704),(79 219.779),
(1 102.02986),(2 125.27732),(3 139.77748),(4 149.45059),(5 158.84332),(6 165.6129),(7 173.34581),(8 179.44563),(9 184.6466),(10 187.95058),(11 191.00456),(12 193.75113),(13 196.65887),(14 197.67511),(15 200.61278),(16 200.98428),(17 202.42442),(18 202.28305),(19 201.92438),(20 201.28552),(21 201.03679),(22 200.74794),(23 198.75298),(24 199.45006),(25 201.65851),(26 201.55621),(27 202.96425),(28 206.5086),(29 207.9646),(30 209.79845),(31 210.56595),(32 210.80194),(33 213.25497),(34 212.64456),(35 213.4172),(36 214.92699),(37 216.10095),(38 216.51779),(39 218.39047),(40 217.61964),(41 218.84059),(42 219.9061),(43 220.77551),(44 219.596),(45 222.36345),(46 222.47827),(47 223.56805),(48 222.24738),(49 223.2863),(50 223.22385),(51 222.94777),(52 225.03673),(53 224.39667),(54 225.75458),(55 226.22336),(56 227.63582),(57 229.38733),(58 229.46327),(59 228.97704),(60 228.94806),(61 227.61761),(62 226.71692),(63 224.21729),(64 225.065),(65 224.7499),(66 225.07693),(67 223.26172),(68 221.91835),(69 218.84158),(70 216.44604),(71 215.52675),(72 213.75267),(73 211.92664),(74 212.36581),(75 212.38077),(76 211.01834),(77 210.02899),(78 210.87802),(79 207.29681),
(1 101.175255),(2 121.97882),(3 134.39786),(4 144.37366),(5 152.79488),(6 161.12946),(7 167.64706),(8 171.47984),(9 176.55772),(10 181.37918),(11 186.17113),(12 187.59703),(13 190.20944),(14 192.215),(15 193.7439),(16 194.4464),(17 195.17291),(18 197.43976),(19 198.18404),(20 199.84404),(21 200.23941),(22 199.18057),(23 200.52586),(24 200.98051),(25 200.6809),(26 199.68813),(27 203.3945),(28 203.39862),(29 203.25975),(30 205.82065),(31 208.46147),(32 208.14536),(33 210.4292),(34 211.04099),(35 212.63145),(36 216.0231),(37 212.52635),(38 212.62645),(39 211.85484),(40 212.13394),(41 208.74887),(42 212.0263),(43 211.04819),(44 210.86382),(45 212.72957),(46 214.09253),(47 215.72668),(48 217.30058),(49 219.43683),(50 220.91734),(51 221.29433),(52 221.66443),(53 224.65453),(54 225.0403),(55 228.5686),(56 230.49315),(57 229.99413),(58 230.72948),(59 230.43309),(60 233.34372),(61 233.2367),(62 232.38016),(63 232.10825),(64 232.06079),(65 229.43713),(66 228.52315),(67 226.62384),(68 225.81631),(69 222.96194),(70 222.01237),(71 218.43933),(72 219.43379),(73 218.88101),(74 216.36015),(75 214.52847),(76 214.90448),(77 209.29355),(78 208.87976),(79 206.69254),
