1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 141.81345),(2 191.42146),(3 219.07523),(4 240.39703),(5 251.27222),(6 263.3157),(7 270.40698),(8 277.58636),(9 283.40726),(10 286.11456),(11 289.38373),(12 289.90408),(13 292.9898),(14 295.58426),(15 298.9331),(16 298.14297),(17 296.80954),(18 301.8151),(19 301.5274),(20 303.23846),(21 299.30923),(22 299.15546),(23 302.35333),(24 303.74127),(25 301.53656),(26 302.09497),(27 300.9355),(28 303.05316),(29 298.71497),(30 299.1287),(31 301.07486),(32 303.8511),(33 307.53412),(34 310.11243),(35 308.76166),(36 309.13373),(37 315.18088),(38 317.24185),(39 316.82135),(40 316.4978),(41 314.94678),(42 315.9043),(43 323.01056),(44 324.4497),(45 325.5982),(46 322.72812),(47 318.76572),(48 321.2957),(49 322.819),(50 325.27954),(51 327.14948),(52 327.9769),(53 329.35336),(54 329.11084),(55 331.34912),(56 331.0983),(57 332.0065),(58 335.36154),(59 336.7829),(60 334.64355),(61 332.28522),(62 334.1192),(63 335.33057),(64 329.83475),(65 330.0682),(66 327.40698),(67 326.7145),(68 324.8293),(69 323.0287),(70 322.5642),(71 324.57907),(72 323.09134),(73 326.36407),(74 325.85712),(75 323.38513),(76 320.98535),(77 319.32416),(78 318.1766),(79 321.0409),
(1 137.71886),(2 190.99971),(3 217.77266),(4 236.39014),(5 246.86043),(6 255.81087),(7 263.50085),(8 270.34183),(9 278.81268),(10 282.84335),(11 289.0256),(12 291.7853),(13 294.1108),(14 297.03796),(15 300.2519),(16 301.68655),(17 299.42102),(18 297.1716),(19 296.92636),(20 298.40823),(21 296.36465),(22 297.67307),(23 302.9092),(24 300.35367),(25 301.26337),(26 299.88284),(27 299.28992),(28 300.64386),(29 297.45386),(30 300.47928),(31 301.96536),(32 306.82745),(33 309.62842),(34 314.34555),(35 311.5559),(36 311.6371),(37 310.4281),(38 311.8216),(39 313.35504),(40 316.54004),(41 316.9243),(42 316.22253),(43 318.8719),(44 317.51956),(45 320.75058),(46 320.80768),(47 319.82462),(48 323.13528),(49 324.9792),(50 323.31064),(51 329.43332),(52 331.81284),(53 334.0851),(54 336.50522),(55 333.28757),(56 334.56717),(57 335.44995),(58 340.63538),(59 340.84784),(60 340.2086),(61 336.62772),(62 338.9185),(63 337.08948),(64 335.7605),(65 336.71945),(66 334.87967),(67 333.90414),(68 335.61264),(69 332.34283),(70 329.81165),(71 330.80133),(72 332.2407),(73 330.25797),(74 329.16437),(75 328.01804),(76 321.6723),(77 324.69623),(78 323.08957),(79 324.56378),
(1 137.71321),(2 186.4787),(3 211.37114),(4 232.52217),(5 244.68597),(6 254.66809),(7 260.69458),(8 265.5716),(9 269.6619),(10 275.12582),(11 277.82236),(12 274.39536),(13 279.2655),(14 279.43433),(15 279.8214),(16 283.57867),(17 284.94257),(18 286.5144),(19 287.0034),(20 289.24524),(21 288.0434),(22 288.84482),(23 291.58835),(24 293.56522),(25 294.75043),(26 296.51144),(27 296.91623),(28 298.67276),(29 296.95908),(30 299.3928),(31 300.67633),(32 304.39435),(33 306.25513),(34 308.81418),(35 308.30472),(36 308.67026),(37 308.52945),(38 308.3788),(39 311.73807),(40 314.29822),(41 314.13794),(42 315.6023),(43 319.11008),(44 318.76273),(45 319.62),(46 320.87878),(47 318.5807),(48 320.05777),(49 317.69012),(50 319.16528),(51 319.697),(52 318.47482),(53 317.80542),(54 317.87625),(55 316.66),(56 318.32217),(57 319.87344),(58 321.08203),(59 320.9484),(60 322.2116),(61 320.63702),(62 321.13754),(63 319.74823),(64 318.08377),(65 317.51498),(66 317.5327),(67 318.9763),(68 316.06668),(69 316.08395),(70 313.1021),(71 313.05106),(72 312.184),(73 318.7833),(74 318.9297),(75 320.21362),(76 318.40985),(77 318.64954),(78 317.49182),(79 317.70956),
(1 134.54553),(2 184.3263),(3 212.50555),(4 230.39699),(5 244.86656),(6 257.73108),(7 266.7101),(8 272.55872),(9 276.8894),(10 284.11533),(11 282.21957),(12 280.74683),(13 284.39468),(14 282.28073),(15 280.31192),(16 281.059),(17 283.99066),(18 284.8038),(19 284.17697),(20 286.60895),(21 287.73245),(22 286.96884),(23 288.91354),(24 290.03418),(25 291.75208),(26 293.00577),(27 297.4185),(28 298.7188),(29 298.84708),(30 300.3975),(31 300.72333),(32 302.20258),(33 306.23312),(34 310.5428),(35 309.08612),(36 310.15002),(37 313.64944),(38 313.90283),(39 315.94275),(40 314.59653),(41 317.0099),(42 317.59235),(43 324.75876),(44 324.98196),(45 324.34045),(46 321.54663),(47 323.3016),(48 324.2699),(49 323.20145),(50 324.8569),(51 323.47116),(52 319.69376),(53 322.80945),(54 319.5245),(55 317.0467),(56 314.91113),(57 317.85632),(58 321.90063),(59 319.29556),(60 319.00107),(61 318.27304),(62 317.95377),(63 320.29962),(64 317.68677),(65 319.137),(66 320.5782),(67 323.16757),(68 322.1243),(69 321.08957),(70 320.12842),(71 320.89578),(72 320.45496),(73 324.10056),(74 324.26205),(75 324.62305),(76 324.17615),(77 324.43204),(78 321.59485),(79 319.74808),
(1 134.93843),(2 183.80673),(3 211.87178),(4 227.81935),(5 242.2879),(6 252.10065),(7 262.62244),(8 267.68564),(9 271.97076),(10 272.96204),(11 273.6776),(12 273.97836),(13 276.268),(14 275.75595),(15 271.95428),(16 273.3887),(17 270.95645),(18 272.83136),(19 272.42566),(20 275.14838),(21 275.72424),(22 276.17316),(23 278.5468),(24 278.7021),(25 284.63635),(26 288.75406),(27 291.47842),(28 296.11743),(29 297.17514),(30 298.11765),(31 301.52814),(32 302.57782),(33 302.12018),(34 304.0809),(35 304.96732),(36 303.78076),(37 303.9842),(38 302.62),(39 301.4512),(40 304.02765),(41 309.2811),(42 309.15094),(43 315.72397),(44 315.35883),(45 315.6943),(46 312.50677),(47 316.9905),(48 316.1837),(49 315.71954),(50 314.7024),(51 314.9499),(52 312.5325),(53 309.60135),(54 309.4602),(55 307.51917),(56 304.0598),(57 307.8653),(58 309.65305),(59 306.52597),(60 305.88223),(61 305.90707),(62 305.57675),(63 307.56024),(64 305.72583),(65 305.84976),(66 304.77924),(67 301.9639),(68 301.75027),(69 303.12503),(70 303.8011),(71 305.67905),(72 308.0908),(73 312.6778),(74 306.25235),(75 304.84143),(76 306.30936),(77 306.70346),(78 305.6481),(79 302.0242),
(1 133.54074),(2 178.90651),(3 206.6895),(4 227.99454),(5 244.13979),(6 253.95773),(7 261.67673),(8 265.9094),(9 272.02942),(10 275.69125),(11 277.97153),(12 279.25275),(13 280.84647),(14 282.6789),(15 281.19543),(16 280.33633),(17 278.24112),(18 282.00986),(19 284.61655),(20 286.76797),(21 287.33426),(22 288.04803),(23 289.24298),(24 290.6083),(25 294.7313),(26 295.4798),(27 296.81427),(28 296.8424),(29 296.38425),(30 296.1714),(31 297.0038),(32 299.2353),(33 302.30237),(34 302.4758),(35 302.1935),(36 305.20547),(37 305.1014),(38 303.0925),(39 302.8137),(40 303.31152),(41 304.2591),(42 303.8942),(43 307.06274),(44 306.96112),(45 308.1407),(46 306.10587),(47 310.3852),(48 311.22607),(49 309.96973),(50 309.2954),(51 309.63492),(52 307.42334),(53 306.96902),(54 306.42038),(55 306.49384),(56 306.0615),(57 309.9631),(58 311.61847),(59 310.42844),(60 309.5908),(61 308.91885),(62 307.78342),(63 311.00797),(64 311.9712),(65 310.90567),(66 310.0808),(67 308.69598),(68 308.41342),(69 309.5317),(70 310.64374),(71 310.14383),(72 311.1196),(73 312.99814),(74 310.92047),(75 311.3068),(76 312.24283),(77 312.44028),(78 311.7047),(79 310.02332),
(1 130.37473),(2 176.58145),(3 204.31764),(4 221.28856),(5 233.96736),(6 245.72469),(7 254.61191),(8 256.769),(9 262.97308),(10 266.7765),(11 268.15155),(12 272.63522),(13 275.45145),(14 274.7808),(15 276.83762),(16 277.71008),(17 277.20114),(18 279.9396),(19 279.50024),(20 280.0395),(21 283.16458),(22 282.13467),(23 285.3096),(24 288.32956),(25 291.45218),(26 293.8766),(27 293.97055),(28 296.6584),(29 297.26532),(30 296.89465),(31 295.89435),(32 295.77103),(33 294.1975),(34 297.61325),(35 300.1229),(36 301.24533),(37 301.30676),(38 301.81775),(39 299.0296),(40 301.1331),(41 303.05344),(42 300.59555),(43 304.09378),(44 308.42264),(45 308.53354),(46 308.0744),(47 311.7368),(48 310.02374),(49 308.81107),(50 306.09702),(51 309.16312),(52 307.30716),(53 308.0845),(54 306.60788),(55 307.0178),(56 305.37982),(57 307.44235),(58 308.7262),(59 307.50833),(60 306.15918),(61 306.13),(62 304.90533),(63 305.9971),(64 305.4851),(65 304.6532),(66 305.36032),(67 304.98767),(68 305.77142),(69 305.95267),(70 305.8918),(71 306.20905),(72 306.95163),(73 308.84366),(74 309.3514),(75 311.71326),(76 312.16324),(77 311.12192),(78 310.32605),(79 307.92953),
(1 128.87088),(2 177.01483),(3 202.7865),(4 217.64337),(5 230.16739),(6 241.00725),(7 248.04228),(8 252.74452),(9 257.81216),(10 263.02466),(11 266.39932),(12 271.54214),(13 274.69852),(14 272.5942),(15 272.71432),(16 272.44864),(17 271.5156),(18 272.41394),(19 271.8624),(20 271.57172),(21 272.98642),(22 272.3185),(23 275.00522),(24 274.89963),(25 279.67767),(26 280.26706),(27 283.29453),(28 286.92133),(29 287.80832),(30 288.7198),(31 290.48538),(32 290.54263),(33 287.81046),(34 287.77786),(35 286.582),(36 285.8632),(37 285.76343),(38 289.88663),(39 287.42657),(40 290.22632),(41 291.7263),(42 291.83582),(43 295.12738),(44 293.48935),(45 295.87512),(46 295.21854),(47 297.35153),(48 296.5222),(49 299.18817),(50 298.85153),(51 299.8139),(52 298.15933),(53 299.2539),(54 297.9051),(55 299.5705),(56 301.33472),(57 304.83224),(58 307.33795),(59 306.80093),(60 304.37708),(61 302.74982),(62 301.0431),(63 301.1476),(64 302.6652),(65 304.62613),(66 305.9235),(67 305.0889),(68 307.4449),(69 305.75116),(70 304.25244),(71 301.48462),(72 303.40497),(73 303.73105),(74 300.16235),(75 299.81003),(76 300.6992),(77 296.9119),(78 294.91943),(79 292.24927),
(1 128.7767),(2 177.30356),(3 202.77982),(4 219.12065),(5 229.67484),(6 239.27792),(7 245.48836),(8 249.01274),(9 254.05424),(10 259.81494),(11 262.26428),(12 263.52484),(13 268.3269),(14 268.67984),(15 268.73898),(16 268.04398),(17 269.1138),(18 271.21283),(19 270.72208),(20 271.1412),(21 268.45593),(22 268.4829),(23 270.74545),(24 273.6543),(25 273.1447),(26 275.7663),(27 277.16458),(28 275.38565),(29 276.5776),(30 278.20898),(31 278.82642),(32 279.11166),(33 277.5111),(34 277.03897),(35 277.8214),(36 278.20908),(37 280.3806),(38 284.14264),(39 283.25397),(40 285.02798),(41 287.54645),(42 288.5335),(43 294.65344),(44 293.91766),(45 297.38687),(46 297.66824),(47 296.76324),(48 295.26105),(49 295.7391),(50 298.59473),(51 299.77246),(52 297.55234),(53 297.03592),(54 295.16443),(55 297.44012),(56 300.43848),(57 303.14734),(58 304.4593),(59 304.19843),(60 302.7183),(61 302.90646),(62 303.37393),(63 307.17764),(64 308.39252),(65 310.94553),(66 311.38913),(67 307.37268),(68 306.21143),(69 306.792),(70 304.30643),(71 302.10074),(72 299.84747),(73 302.00024),(74 299.9474),(75 300.24094),(76 297.0526),(77 297.21637),(78 295.99976),(79 294.7425),
(1 126.857315),(2 171.68468),(3 197.77858),(4 212.30925),(5 224.52782),(6 232.72778),(7 237.78728),(8 241.42773),(9 245.87526),(10 251.78508),(11 255.03046),(12 255.09995),(13 257.17453),(14 257.94565),(15 258.93134),(16 259.53006),(17 259.93954),(18 262.08502),(19 261.23325),(20 264.5831),(21 265.73746),(22 268.4825),(23 270.16934),(24 270.1714),(25 272.76923),(26 273.28156),(27 275.37128),(28 276.54892),(29 277.4849),(30 277.23392),(31 276.40292),(32 275.6925),(33 278.03177),(34 279.55936),(35 278.62137),(36 277.80283),(37 276.0859),(38 275.9662),(39 275.53012),(40 275.1998),(41 275.50018),(42 275.61328),(43 278.87888),(44 280.48102),(45 281.5193),(46 284.50958),(47 287.52982),(48 289.13406),(49 289.88776),(50 293.51016),(51 294.81158),(52 292.92474),(53 295.72693),(54 298.3864),(55 298.67908),(56 298.1392),(57 301.86316),(58 304.0207),(59 301.24307),(60 300.05835),(61 300.4426),(62 299.94696),(63 301.6428),(64 300.84302),(65 301.26834),(66 302.81195),(67 297.69186),(68 296.53128),(69 296.11163),(70 294.1285),(71 293.53345),(72 291.7563),(73 293.16367),(74 293.21),(75 293.71057),(76 294.19894),(77 295.18637),(78 294.5844),(79 291.85562),
(1 126.61055),(2 169.2356),(3 192.59392),(4 207.85437),(5 219.22086),(6 227.2975),(7 235.44475),(8 238.64888),(9 244.69608),(10 250.20712),(11 255.7397),(12 258.13907),(13 257.91614),(14 260.66498),(15 262.1984),(16 265.23206),(17 265.93756),(18 265.46353),(19 267.52405),(20 269.0589),(21 269.59064),(22 270.94183),(23 274.20648),(24 275.60904),(25 276.14035),(26 277.76224),(27 278.23788),(28 280.8009),(29 279.94415),(30 278.98438),(31 280.5518),(32 282.19385),(33 282.14786),(34 285.4486),(35 282.91238),(36 281.649),(37 281.36816),(38 279.1957),(39 276.67743),(40 278.09253),(41 278.15588),(42 279.5695),(43 282.9144),(44 283.68228),(45 286.06796),(46 287.57666),(47 290.7421),(48 291.69043),(49 291.52673),(50 293.24796),(51 294.04675),(52 295.48618),(53 296.56403),(54 299.13126),(55 294.46426),(56 293.6788),(57 293.78595),(58 294.2387),(59 292.11108),(60 291.99463),(61 293.1318),(62 294.32184),(63 291.29077),(64 288.41452),(65 286.91068),(66 286.2304),(67 285.8997),(68 284.59042),(69 283.41718),(70 283.08545),(71 281.9936),(72 283.5247),(73 286.0457),(74 282.60254),(75 281.93372),(76 283.5743),(77 286.10297),(78 283.2386),(79 284.19125),
(1 124.08752),(2 166.25847),(3 191.83127),(4 205.45839),(5 218.41464),(6 228.9615),(7 233.21321),(8 237.09761),(9 240.63509),(10 244.29222),(11 247.23894),(12 248.1641),(13 252.57368),(14 253.64276),(15 255.97115),(16 257.78735),(17 258.35074),(18 257.63004),(19 258.5495),(20 260.72983),(21 261.89883),(22 262.90997),(23 266.97165),(24 267.31296),(25 265.19247),(26 266.5188),(27 268.61557),(28 274.23694),(29 274.00705),(30 274.59308),(31 278.0302),(32 279.23734),(33 277.9561),(34 279.93985),(35 281.13168),(36 279.23047),(37 278.80878),(38 278.97568),(39 281.08997),(40 278.88083),(41 281.08328),(42 283.14365),(43 284.926),(44 283.52304),(45 284.0143),(46 285.9396),(47 287.14334),(48 286.40726),(49 289.69006),(50 289.2845),(51 289.53748),(52 289.73395),(53 290.34125),(54 289.67725),(55 286.6262),(56 282.2058),(57 283.46378),(58 283.63458),(59 282.5215),(60 284.7355),(61 281.8752),(62 281.97644),(63 280.00302),(64 280.7789),(65 280.23758),(66 280.2021),(67 280.6255),(68 280.4438),(69 277.7599),(70 276.30728),(71 275.72995),(72 277.01764),(73 279.6148),(74 278.36533),(75 278.38208),(76 281.8195),(77 281.28815),(78 281.6119),(79 283.1869),
(1 121.35897),(2 163.88696),(3 189.64592),(4 205.41049),(5 216.75482),(6 227.03255),(7 231.27165),(8 234.666),(9 239.55463),(10 244.6746),(11 250.40698),(12 250.3987),(13 255.16707),(14 257.72003),(15 257.44373),(16 258.5484),(17 259.67746),(18 259.01022),(19 259.5184),(20 260.35303),(21 261.42477),(22 259.2659),(23 261.86548),(24 262.43573),(25 265.3175),(26 269.3579),(27 270.45804),(28 273.64505),(29 275.00833),(30 275.01553),(31 276.72354),(32 275.2306),(33 273.54767),(34 275.0746),(35 275.1626),(36 273.2065),(37 273.11108),(38 273.49045),(39 276.5766),(40 279.71774),(41 280.4511),(42 282.97336),(43 287.27942),(44 287.76663),(45 285.62195),(46 288.34683),(47 286.89218),(48 287.7166),(49 288.39536),(50 286.85632),(51 287.24777),(52 287.25137),(53 287.63794),(54 289.015),(55 286.93515),(56 285.27707),(57 284.64594),(58 285.29852),(59 285.7479),(60 286.14804),(61 283.50568),(62 286.6858),(63 286.33698),(64 283.70148),(65 284.85504),(66 282.20544),(67 285.20474),(68 284.96814),(69 285.74588),(70 282.7399),(71 281.32434),(72 281.54184),(73 282.14734),(74 280.68774),(75 280.8458),(76 281.0801),(77 280.70187),(78 279.05875),(79 276.25253),
(1 119.84079),(2 163.3858),(3 187.63847),(4 202.68835),(5 214.32973),(6 221.63956),(7 227.73665),(8 231.42561),(9 235.231),(10 239.27089),(11 242.73413),(12 242.21356),(13 246.52327),(14 247.97205),(15 245.81752),(16 246.23853),(17 247.83194),(18 252.5632),(19 252.08092),(20 253.00407),(21 256.60193),(22 255.01707),(23 258.11832),(24 256.9857),(25 258.76367),(26 260.55655),(27 262.86353),(28 265.61172),(29 265.16037),(30 262.4115),(31 262.22815),(32 263.18826),(33 262.78683),(34 264.2994),(35 262.2745),(36 264.79202),(37 263.3922),(38 263.67908),(39 265.56982),(40 268.23004),(41 270.76407),(42 273.03296),(43 276.314),(44 275.26663),(45 275.88428),(46 276.52942),(47 276.81955),(48 277.00363),(49 277.51855),(50 279.4688),(51 283.31036),(52 282.80078),(53 283.9744),(54 284.53668),(55 286.6841),(56 289.1967),(57 289.7535),(58 291.5492),(59 288.51984),(60 287.7704),(61 282.84793),(62 284.4921),(63 284.37326),(64 282.39148),(65 284.43277),(66 281.58667),(67 281.54367),(68 280.4148),(69 275.18216),(70 275.25543),(71 274.0238),(72 271.21115),(73 274.78824),(74 272.93384),(75 272.7037),(76 271.51343),(77 270.07584),(78 268.23398),(79 267.295),
(1 114.71213),(2 155.70378),(3 179.54095),(4 194.79132),(5 205.25935),(6 211.7303),(7 218.47559),(8 219.09341),(9 220.62645),(10 225.91885),(11 231.96043),(12 232.3245),(13 237.19928),(14 239.07333),(15 242.48183),(16 245.1793),(17 244.52193),(18 245.93471),(19 246.54395),(20 247.65428),(21 248.97324),(22 251.85776),(23 253.90196),(24 253.8516),(25 252.92093),(26 252.67267),(27 252.07487),(28 254.91187),(29 254.1234),(30 251.6774),(31 253.25797),(32 251.9648),(33 252.22353),(34 253.88324),(35 253.57187),(36 254.79091),(37 254.98898),(38 256.3894),(39 258.64844),(40 258.99243),(41 261.6696),(42 262.92502),(43 266.92136),(44 265.98477),(45 267.0545),(46 265.8653),(47 265.09653),(48 263.9094),(49 265.5),(50 266.77823),(51 267.74585),(52 268.36038),(53 268.9398),(54 271.5685),(55 271.55112),(56 272.61887),(57 271.13507),(58 274.33737),(59 272.91284),(60 273.0179),(61 272.51913),(62 271.3008),(63 269.86435),(64 266.35413),(65 263.79648),(66 263.72986),(67 266.46817),(68 263.40247),(69 264.41504),(70 263.1026),(71 262.6823),(72 262.49963),(73 265.68387),(74 262.4976),(75 265.37515),(76 263.5444),(77 263.9223),(78 261.1075),(79 261.2618),
(1 118.688255),(2 159.9038),(3 183.68837),(4 198.21504),(5 209.82248),(6 218.13449),(7 225.03746),(8 225.99554),(9 229.76178),(10 231.91623),(11 236.3459),(12 237.47528),(13 240.52147),(14 243.34517),(15 245.89801),(16 242.00188),(17 241.35994),(18 241.75876),(19 240.12312),(20 239.41333),(21 240.7795),(22 240.44171),(23 243.28957),(24 243.5627),(25 245.56345),(26 247.10684),(27 249.71997),(28 250.83461),(29 249.03754),(30 248.25633),(31 249.47021),(32 250.56897),(33 251.41258),(34 252.90979),(35 254.6114),(36 257.1012),(37 257.6662),(38 259.7474),(39 265.46292),(40 266.01254),(41 266.83188),(42 265.9999),(43 271.84494),(44 274.31534),(45 277.54932),(46 278.29556),(47 280.66318),(48 280.4635),(49 277.77737),(50 280.79684),(51 281.31552),(52 283.02777),(53 281.92123),(54 282.54242),(55 282.4055),(56 282.483),(57 280.31305),(58 279.31158),(59 278.7391),(60 275.6644),(61 269.66302),(62 271.94592),(63 273.66498),(64 272.27228),(65 270.88458),(66 270.42392),(67 272.55304),(68 270.2119),(69 268.2645),(70 269.92877),(71 268.32803),(72 266.754),(73 269.4026),(74 268.74734),(75 270.31473),(76 271.0959),(77 271.2914),(78 272.74832),(79 273.4386),
(1 116.93097),(2 157.83463),(3 178.61705),(4 194.3424),(5 204.69475),(6 213.34508),(7 219.42642),(8 223.16556),(9 229.2345),(10 234.29916),(11 236.12967),(12 237.29912),(13 239.02505),(14 240.0357),(15 239.73193),(16 239.40436),(17 238.80225),(18 240.49614),(19 239.85262),(20 241.77992),(21 241.13416),(22 241.26808),(23 243.04771),(24 245.32535),(25 244.9485),(26 247.46771),(27 247.12224),(28 249.0682),(29 247.38762),(30 247.98218),(31 249.87885),(32 250.05516),(33 251.46764),(34 252.06322),(35 251.1044),(36 253.5135),(37 257.41724),(38 259.37558),(39 260.98578),(40 262.87085),(41 262.63074),(42 265.0656),(43 267.4785),(44 267.91785),(45 268.20844),(46 270.53342),(47 273.59344),(48 275.0514),(49 275.19836),(50 277.15897),(51 280.0392),(52 280.58905),(53 279.07565),(54 277.80316),(55 278.89993),(56 279.94595),(57 279.3914),(58 278.99292),(59 277.63126),(60 274.10406),(61 274.05798),(62 275.652),(63 278.34222),(64 276.92093),(65 275.53568),(66 273.9725),(67 270.95026),(68 267.37576),(69 267.3187),(70 266.61438),(71 267.15567),(72 265.33936),(73 266.80997),(74 265.68738),(75 266.22516),(76 264.99216),(77 264.54694),(78 266.15405),(79 266.8231),
(1 115.949974),(2 155.78319),(3 176.404),(4 190.4352),(5 200.01385),(6 207.42686),(7 213.71074),(8 218.01186),(9 223.44672),(10 227.14734),(11 228.86284),(12 228.51648),(13 228.73344),(14 228.59961),(15 231.11523),(16 233.2267),(17 232.64005),(18 233.31444),(19 235.54793),(20 236.51692),(21 235.31026),(22 235.15611),(23 237.70001),(24 237.9959),(25 236.04604),(26 236.39638),(27 240.99326),(28 244.21068),(29 244.82018),(30 248.31583),(31 250.28903),(32 246.1248),(33 244.21729),(34 245.20107),(35 244.84734),(36 246.96309),(37 249.24606),(38 253.17311),(39 251.34245),(40 254.06296),(41 254.51698),(42 255.60269),(43 256.47964),(44 255.65233),(45 254.62251),(46 257.9312),(47 261.1143),(48 263.35846),(49 263.4872),(50 263.5506),(51 266.13055),(52 266.99982),(53 264.9192),(54 264.44614),(55 262.91318),(56 261.73022),(57 264.13696),(58 264.30167),(59 263.5592),(60 265.64548),(61 265.359),(62 263.82202),(63 264.12857),(64 261.70172),(65 260.95688),(66 262.47495),(67 260.18445),(68 258.58456),(69 259.5732),(70 256.1935),(71 254.60605),(72 253.59532),(73 255.17212),(74 253.15974),(75 254.4175),(76 254.49083),(77 255.31274),(78 257.35364),(79 256.97235),
(1 113.21917),(2 153.80684),(3 176.97742),(4 189.90887),(5 199.14966),(6 209.27477),(7 217.26973),(8 220.24016),(9 227.4006),(10 228.60738),(11 229.46255),(12 230.20273),(13 231.97379),(14 234.57034),(15 237.9749),(16 237.96672),(17 239.24687),(18 240.04471),(19 238.077),(20 237.48262),(21 236.71803),(22 238.45201),(23 240.71846),(24 241.90097),(25 244.66992),(26 243.85295),(27 245.30894),(28 247.23257),(29 246.6426),(30 245.3241),(31 247.98038),(32 247.08005),(33 249.55806),(34 250.06778),(35 249.40889),(36 248.0943),(37 252.56174),(38 252.49133),(39 254.35391),(40 256.74896),(41 258.00885),(42 259.40186),(43 261.63052),(44 263.0056),(45 262.3881),(46 263.06458),(47 263.11462),(48 263.9736),(49 264.15985),(50 264.64746),(51 267.64172),(52 266.8695),(53 267.48767),(54 268.22028),(55 266.9729),(56 266.22296),(57 264.53815),(58 265.80484),(59 266.36234),(60 268.04822),(61 266.91196),(62 266.15927),(63 266.22354),(64 267.13327),(65 266.14243),(66 265.4431),(67 263.3401),(68 261.69916),(69 260.9249),(70 259.65042),(71 258.61157),(72 257.1181),(73 258.63654),(74 257.22748),(75 258.50824),(76 258.37317),(77 259.22714),(78 259.87555),(79 260.0576),
